Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
32	0	-16843.2	-16844.8	1.63019	0.211836	0.196576	0.176869	0.145792	0.168617	0.206294	0.183021	0.214853	0.163767	0.185819	0.127991	0.117073	0.11787	0.123713	0.149372	0.183122	0.1927	0.167518	0.172567	0.171117	0.137765	0.131006	0.203662	0.00941557	0.0468646	0.0152631	0.0112268	0.0136054	0.0280677	1.6142e-05	0.0276198	0.0144359	0.0677548	0.00187474	0.00951077	0.0187638	0.0324055	0.0240787	0.00229802	0.00586408	0.0418551	0.0331856	0.00751799	2.754092	0.269611	0.300008	0.0947105	0.33567	4.260545
33	1	-16895.1	-16895.3	0.230999	0.203194	0.195372	0.174899	0.201059	0.207397	0.16428	0.24166	0.156459	0.195427	0.17867	0.176708	0.129248	0.172112	0.12018	0.118638	0.156976	0.198903	0.226194	0.158808	0.18875	0.132577	0.15271	0.224028	0.0123442	0.0181834	0.0239769	0.0287703	0.00267257	0.00280696	0.0287547	0.00859949	0.0170474	0.00425591	0.0361267	0.00244735	0.0163691	0.0318423	0.0142175	0.00108094	0.00101754	0.0464279	0.0137466	0.0177926	2.723151	0.27933	0.298001	0.0918639	0.330806	4.402732
34	0	-16848.4	-16849.7	1.35509	0.191046	0.221954	0.192555	0.149919	0.164882	0.196233	0.179484	0.226628	0.188542	0.214151	0.139558	0.101495	0.0980575	0.14387	0.149372	0.159698	0.17132	0.151803	0.180401	0.171117	0.130857	0.151618	0.210371	0.00739262	0.0412627	0.0183306	0.0102025	0.00844924	0.0152855	1.73791e-05	0.0620079	0.0162146	0.0690083	0.00648484	0.00594206	0.0207489	0.0233081	0.00989348	0.00122195	0.00443238	0.0410766	0.0348694	0.0164456	2.626026	0.269611	0.300008	0.0947105	0.33567	4.297527
35	1	-16899.3	-16901.4	2.05092	0.172942	0.198266	0.1271	0.203323	0.178318	0.165384	0.24166	0.153175	0.153694	0.132414	0.187438	0.129248	0.156923	0.109619	0.143703	0.138745	0.192542	0.206214	0.156958	0.216936	0.148384	0.142207	0.203355	0.0247717	0.018733	0.0208907	0.0116001	0.00346725	0.00192458	0.0425227	0.0176162	0.027271	0.00387545	0.0363197	0.000861173	0.0169804	0.0251844	0.0215013	0.00121388	0.000990595	0.0518908	0.0159618	0.0165484	2.75131	0.277864	0.299557	0.0913817	0.331197	4.218675
36	0	-16849.3	-16851.1	1.82924	0.215268	0.187014	0.191021	0.142444	0.162691	0.204072	0.170925	0.226628	0.152971	0.175941	0.125615	0.108793	0.105642	0.14387	0.170656	0.147889	0.199042	0.175829	0.151904	0.142581	0.120886	0.165446	0.210371	0.0173854	0.0436542	0.0395895	0.0186787	0.0184141	0.0290134	6.597e-05	0.0457573	0.0227202	0.06113	0.00397733	0.00873924	0.0106989	0.0251418	0.0113892	0.00424886	0.00649258	0.0512062	0.0275582	0.0095771	2.588427	0.271298	0.301886	0.0890437	0.337772	4.252937
37	1	-16894.1	-16895.8	1.71877	0.149285	0.186886	0.144396	0.210991	0.199468	0.176311	0.23898	0.170831	0.159807	0.187031	0.149259	0.13662	0.129822	0.140196	0.12515	0.163127	0.192542	0.198357	0.190167	0.20533	0.102391	0.134518	0.190731	0.0177955	0.0182348	0.0188512	0.0163727	0.00696884	0.00147375	0.0571268	0.020346	0.0204271	0.00702496	0.0404416	0.00125689	0.0203798	0.0216484	0.0142156	0.00266319	0.00223092	0.073493	0.00554136	0.0135685	2.611339	0.273016	0.301568	0.0919952	0.333421	4.26226
38	0	-16839.8	-16842.1	2.33161	0.20036	0.197597	0.187212	0.167091	0.167236	0.184415	0.163245	0.210368	0.152971	0.195593	0.120056	0.0907848	0.117087	0.136143	0.170797	0.136739	0.16879	0.154856	0.186984	0.147292	0.141258	0.150763	0.225085	0.0191875	0.0397129	0.0152583	0.0125977	0.00953385	0.026649	5.93826e-05	0.0353481	0.0100239	0.0851236	0.00253663	0.00674824	0.0156827	0.0328565	0.0110722	0.00523547	0.0117889	0.0520931	0.0318173	0.0066508	2.588427	0.271618	0.301754	0.0890046	0.337624	4.202699
39	1	-16894.6	-16896.1	1.47407	0.18811	0.19047	0.161668	0.179989	0.202622	0.147315	0.239498	0.160261	0.198391	0.16031	0.163443	0.138926	0.129822	0.16879	0.117693	0.153775	0.172285	0.198357	0.175746	0.182826	0.127832	0.147512	0.202799	0.0090178	0.00959526	0.0330146	0.0261849	0.0157218	0.00152869	0.0400956	0.0153185	0.0238012	0.00847169	0.0305768	0.00400496	0.020069	0.0317612	0.0135777	0.000806827	0.00118716	0.0722789	0.0109641	0.0103132	2.611339	0.277875	0.289137	0.0936326	0.339355	4.28673
40	0	-16840.9	-16842.7	1.77116	0.20126	0.222337	0.19293	0.148271	0.165785	0.207952	0.163245	0.188632	0.181525	0.173718	0.115935	0.100832	0.110346	0.168305	0.147236	0.164076	0.199286	0.157812	0.151709	0.155822	0.141258	0.135187	0.206344	0.00932637	0.0463975	0.036591	0.0101449	0.00971922	0.0266608	0.000217857	0.0453334	0.00612583	0.0779037	0.00337299	0.00352698	0.0239349	0.0363076	0.0112531	0.00714712	0.014529	0.0602373	0.0293225	0.00233838	2.569224	0.271618	0.301754	0.0890046	0.337624	4.260194
41	1	-16893.7	-16894.6	0.891201	0.184209	0.182073	0.162464	0.20207	0.202622	0.158321	0.27554	0.196794	0.2037	0.151122	0.165355	0.107171	0.141319	0.16879	0.124257	0.153801	0.180298	0.193034	0.159267	0.205323	0.138523	0.178058	0.209873	0.00920305	0.00268259	0.0309374	0.0179694	0.00359846	0.000956673	0.0313574	0.0139598	0.00692833	0.00904274	0.0340588	0.00379115	0.0129348	0.0221485	0.0176458	0.00129796	0.000819175	0.065148	0.00781535	0.00873786	2.611339	0.27909	0.288651	0.0934751	0.338785	4.345017
