Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
429	1	-14385.4	-14290.3	-95.1893	0.4096515	0.855323	0.508958	0.707519	0.693155	0.654359	0.312413	0.788231	0.896023	0.430515	0.597032	0.380556	0.399254	0.516924	0.322217	0.48481	0.460982	0.486493	0.411919	0.337305	0.335396	0.325179	0.258484	0.69105	0.0302086	0.0809375	0.0032187	0.0430723	0.0158142	0.400664	0.0346836	0.00346344	0.13616	0.0599216	0.00361888	0.0116013	0.0113823	0.0483714	0.0252564	0.00128712	0.0377295	0.0125699	0.00709625	0.00254011	0.0219925	0.370119	0.0492305	0.0548231	0.482269	0.0215653	0.0181311	0.188928	0.741517	3.05142	0.356543	0.368936	0.0656251	0.208896	0.3639365	12.82369
430	0	-14393.5	-14284.8	-108.679	0.4414575	0.449581	0.689155	0.303189	0.746486	0.972367	1.01188	0.922631	1.08298	0.974101	0.605342	0.407994	0.23945	0.468146	0.278272	0.50848	0.482369	0.381289	0.340524	0.402482	0.313161	0.301097	0.21315	0.689263	0.00544693	0.0297341	0.064857	0.189741	0.0028592	0.0945332	0.0210716	0.00259547	0.061889	0.105959	0.00213862	0.678809	0.00666377	0.0148013	0.0164221	0.048137	0.000190321	0.021141	0.0134943	0.00877468	0.0211455	0.278133	0.0473747	0.0513176	0.564989	0.03704	0.0231212	0.211992	0.772511	2.99238	0.382444	0.354576	0.0639666	0.199014	0.3536859	14.17265
431	1	-14385.1	-14284.1	-101.002	0.4047701	0.885089	0.645195	0.626453	0.708979	0.700855	0.246553	0.784137	1.06219	0.405255	0.616547	0.391296	0.373688	0.460094	0.352695	0.417705	0.475851	0.527931	0.519816	0.440546	0.413434	0.342364	0.364961	0.650893	0.0552833	0.00634077	0.02129	0.135136	0.00568708	0.451739	0.00179924	0.00554368	0.0321792	0.03043	0.00220645	0.00258163	0.00158634	0.0739834	0.105437	0.0072086	0.0335624	0.00437281	0.00496176	0.0111431	0.0209962	0.379688	0.0555353	0.0665397	0.459102	0.0181387	0.0174086	0.18531	0.736391	3.06089	0.338301	0.382918	0.0548547	0.223927	0.3151138	13.405
432	0	-14389.3	-14274.1	-115.184	0.4247994	0.53815	0.687175	0.322622	0.782617	1.03768	0.889123	1.00619	1.23177	0.855481	0.613501	0.475495	0.264897	0.443045	0.378753	0.454474	0.512949	0.544826	0.439337	0.519285	0.356134	0.339218	0.325915	0.823057	0.0170101	0.0533496	0.0464472	0.163804	0.0240926	0.00138582	0.000476927	0.0226535	0.0264388	0.00843307	0.0107108	0.518004	0.00263755	9.74537e-05	0.0344123	0.00264963	0.0046569	0.00995386	0.017139	0.0171508	0.0181004	0.312754	0.0472614	0.0435446	0.550347	0.027993	0.0204486	0.200026	0.75678	3.02275	0.387795	0.350989	0.0634065	0.19781	0.3544502	14.8232
433	1	-14385	-14285	-99.9435	0.4694535	0.868237	0.610513	0.760135	0.679186	1.20776	0.298623	0.824934	0.825582	0.388971	0.540828	0.345907	0.374222	0.431841	0.409936	0.62971	0.437822	0.450184	0.342998	0.493924	0.38446	0.337399	0.284976	0.524054	0.000735564	0.00159004	0.0111916	0.0390791	0.0259018	0.449211	0.00792732	0.0162603	0.143421	0.0249019	0.00201957	0.00121855	0.0315312	0.00156645	0.0439211	0.0136505	0.00502524	0.0104284	0.0145679	0.00276738	0.0241243	0.366629	0.0527242	0.0711019	0.471282	0.0141382	0.0278756	0.231507	0.796703	2.94391	0.356411	0.3666	0.0604927	0.216496	0.3546007	13.29912
434	0	-14394.4	-14274.4	-120.019	0.4169278	0.585198	0.666769	0.324092	0.81348	0.762377	0.948775	0.931171	1.22307	1.03074	0.71461	0.404832	0.355517	0.572604	0.442598	0.54963	0.544513	0.438655	0.461917	0.388376	0.343113	0.390813	0.346704	0.887154	0.0404558	0.0426134	0.0899047	0.167042	0.0146688	0.015201	0.0263527	0.0226535	0.0850675	0.0447509	0.0205235	0.49094	0.00432762	0.00420573	0.0414522	0.00874007	0.0133608	0.0267533	0.00100855	0.0198884	0.0192928	0.311176	0.047023	0.0500765	0.54757	0.024862	0.0192304	0.194284	0.748967	3.03752	0.381215	0.35446	0.0649403	0.199385	0.3499477	15.30662
435	1	-14375.4	-14276.9	-98.4879	0.4064108	0.981442	0.462046	0.798506	0.656573	0.756834	0.284966	0.801364	0.84314	0.546723	0.475977	0.370145	0.371677	0.415085	0.456978	0.482581	0.541026	0.484355	0.385632	0.448859	0.388578	0.286514	0.301991	0.808646	0.0194102	0.0114964	0.0375	0.00312373	0.0230769	0.47643	0.00196754	0.0162603	0.0376593	0.00145265	0.00152004	0.0108004	0.00104281	0.0347689	0.0423459	0.00519886	0.0223143	0.00541853	0.00228764	0.0498457	0.0218277	0.403466	0.0490528	0.0704097	0.441891	0.0133529	0.01765	0.186529	0.738126	3.0577	0.370208	0.356667	0.0629351	0.210189	0.3249415	13.15356
436	0	-14396.1	-14274.7	-121.43	0.4899583	0.386166	0.731921	0.394576	0.763452	0.715887	1.06433	0.987458	1.28374	1.04514	0.734702	0.366376	0.387637	0.623915	0.356414	0.535735	0.51179	0.412142	0.394882	0.462832	0.284774	0.294651	0.282125	0.925676	0.138919	0.0642113	0.146236	0.191061	0.00735902	0.0580707	0.00500565	0.00885905	0.132545	0.0323292	0.0205235	0.595382	0.00560628	0.000941993	0.0367703	0.00385316	0.00379688	0.0119517	0.0269844	0.0110768	0.0205602	0.295337	0.0455314	0.0658353	0.541952	0.0307845	0.031542	0.24531	0.812822	2.91033	0.372722	0.359445	0.0601102	0.207723	0.3654308	15.44781
437	1	-14375.3	-14272.4	-102.831	0.3569647	0.981062	0.621668	0.85156	0.592408	0.756895	0.284966	0.882	0.908366	0.393227	0.445019	0.339008	0.494897	0.469922	0.381705	0.518982	0.482761	0.536742	0.403702	0.560795	0.419265	0.327065	0.291584	0.694229	0.00593791	0.00618063	0.00861266	0.0156658	0.036791	0.55825	0.0416567	0.0173643	0.142476	0.000713618	0.00826232	0.00100628	0.000453359	0.00132652	0.0309293	0.0178518	0.0126272	0.0164101	0.0041033	0.0234124	0.021386	0.381226	0.054252	0.0551735	0.44935	0.0386125	0.0110266	0.148961	0.680173	3.15984	0.357914	0.371927	0.0527316	0.217427	0.2865388	13.58786
438	0	-14391.6	-14289.7	-101.891	0.5584348	0.574255	0.548096	0.429552	0.824074	0.921961	0.828579	0.822817	0.863588	0.705663	0.597949	0.364572	0.379448	0.557879	0.246244	0.455467	0.528548	0.424922	0.443833	0.345212	0.284774	0.355956	0.268818	0.815626	0.0143081	0.0092406	0.123058	0.205977	0.0205226	0.000721507	0.00355364	0.0134149	0.0554323	0.0478817	0.0424822	0.286797	0.00158804	0.00304897	0.00636631	0.00114212	0.0174038	0.00300224	0.0210361	0.0290706	0.0213212	0.296853	0.0525142	0.0598741	0.544734	0.0247037	0.0446649	0.288363	0.858536	2.80844	0.373559	0.367064	0.061803	0.197575	0.4120049	13.49388
439	1	-14380	-14273.2	-106.799	0.4012638	1.05488	0.628562	0.757132	0.661293	0.779138	0.337032	0.970477	0.862324	0.433634	0.639285	0.493288	0.385368	0.399142	0.49354	0.555186	0.483585	0.441545	0.354886	0.423525	0.432602	0.313234	0.259977	0.827204	0.0281918	0.0488802	0.0674339	0.0809135	0.0394991	0.441914	0.00600952	0.00133164	0.0762532	0.0499999	0.00361007	0.000231195	0.00835435	0.000585789	0.0722332	0.0283689	0.012692	0.0124329	0.00686752	0.0119865	0.0211013	0.383518	0.0545781	0.0527304	0.459762	0.0283101	0.0168971	0.1827	0.732645	3.06776	0.351704	0.372382	0.0575125	0.218401	0.3355487	13.98463
440	0	-14387.8	-14289.8	-98.0188	0.5403409	0.382968	0.619418	0.444511	0.684781	0.872672	0.718284	0.862657	0.87399	0.832958	0.553043	0.364572	0.289009	0.456879	0.431376	0.546341	0.484269	0.382851	0.307572	0.345357	0.344415	0.222396	0.24137	0.725048	0.0621278	0.0201221	0.0586888	0.142009	0.0102538	0.00812348	0.00650488	0.00464737	0.0852804	0.0344536	0.0613539	0.514983	0.0195147	0.0229987	0.0547842	0.000453529	0.00127263	0.00580993	0.00323672	0.00328615	0.0199835	0.339386	0.0550155	0.0753999	0.486369	0.0238466	0.0410867	0.277438	0.847539	2.83394	0.370159	0.3596	0.0668988	0.203342	0.3928927	13.10664
441	1	-14371.4	-14269.7	-101.701	0.4439169	1.02131	0.565274	0.770749	0.755262	0.660433	0.312328	0.893959	0.888067	0.471752	0.666331	0.421029	0.45163	0.445671	0.453203	0.468474	0.481403	0.493679	0.290786	0.539175	0.339312	0.32554	0.327124	0.576015	0.000349679	0.0201537	0.0141269	0.0148961	0.0185987	0.472902	0.0125411	0.00444025	0.0526842	0.00870657	0.00748563	0.0272182	0.00229368	0.0463386	0.0722253	0.00899214	0.0267641	0.0243414	0.00927345	0.0119865	0.0205698	0.383441	0.0537534	0.061506	0.450297	0.0304324	0.0235261	0.213737	0.774745	2.98799	0.370634	0.360006	0.0608187	0.208541	0.3435423	13.47483
442	0	-14390.2	-14286.7	-103.485	0.4710919	0.308832	0.778901	0.330111	0.680061	1.03095	0.809758	0.94672	1.2281	0.699404	0.634919	0.29641	0.279536	0.558656	0.414335	0.428506	0.465124	0.393068	0.409535	0.402714	0.285493	0.255259	0.220861	0.682828	0.0525597	0.0201221	0.162976	0.189158	0.00902114	0.027066	0.00600214	0.000473687	0.0313305	0.0141006	0.0798526	0.445915	0.000553778	0.00141676	0.023764	0.00236175	0.00540225	0.0215023	0.00503131	0.0146175	0.0207746	0.343855	0.0469814	0.0623988	0.492774	0.0332157	0.0281632	0.232625	0.798038	2.94117	0.378864	0.351169	0.0649865	0.20498	0.3517255	13.65331
443	1	-14377.7	-14270.7	-106.979	0.3855543	0.900438	0.654678	0.72445	0.646065	0.745857	0.201847	0.962361	0.939595	0.534277	0.596167	0.387482	0.456218	0.374332	0.445348	0.666805	0.4938	0.4775	0.3814	0.55127	0.400643	0.428801	0.368688	0.761869	0.0133379	0.0271876	0.029125	0.00880276	0.0837206	0.455132	0.00116007	0.00444025	0.086318	0.00446328	0.0025459	0.0131517	0.0309178	0.0565643	0.0501331	0.0079655	0.0173959	0.00068209	0.00166337	0.00808125	0.0191508	0.374702	0.0500945	0.0568333	0.464154	0.0350653	0.0146867	0.170885	0.715163	3.09927	0.341272	0.383166	0.0574125	0.21815	0.3223496	14.00268
444	0	-14393.5	-14286.8	-106.649	0.4370435	0.368533	0.730817	0.354003	0.680061	0.735101	0.950966	0.913194	0.915999	1.09667	0.671887	0.378948	0.243843	0.483227	0.359356	0.639069	0.518638	0.394961	0.374819	0.395701	0.347371	0.250518	0.260212	0.761102	0.0541591	0.0402012	0.0333694	0.17183	0.011077	0.0143869	0.0117143	0.000255846	0.0102464	0.12116	0.000910969	0.57572	0.00261475	0.0202118	0.0080095	0.0110928	0.0261029	0.0160383	0.00522029	0.0103936	0.0321482	0.378597	0.0405179	0.0569199	0.47401	0.0178075	0.022401	0.208846	0.768445	3.00031	0.365279	0.36803	0.055767	0.210924	0.3454223	13.96971
445	1	-14374.6	-14273.9	-100.763	0.444578	0.863902	0.625144	0.674083	0.617686	0.856058	0.34893	0.967466	0.833882	0.401726	0.608295	0.395377	0.372322	0.457944	0.39033	0.541302	0.513969	0.461319	0.313437	0.427287	0.386763	0.324524	0.291837	0.732231	0.0185895	0.0458838	0.00221447	0.00991993	0.016782	0.642696	0.00821719	0.00789198	0.0164691	0.00219818	0.0105937	0.00968442	0.00168255	0.0565643	0.0501331	0.00593965	0.0259628	0.0105961	0.0127313	0.0204602	0.0164278	0.368208	0.0625909	0.062791	0.448889	0.0410936	0.0236354	0.214205	0.775342	2.98682	0.352862	0.384097	0.0583762	0.204665	0.3326359	13.38102
446	0	-14388.2	-14281.3	-106.898	0.497269	0.456704	0.709462	0.322653	0.666579	0.929486	0.900915	0.781212	1.00568	0.983612	0.531141	0.414654	0.285832	0.547428	0.333183	0.406464	0.387305	0.494561	0.428167	0.397965	0.335185	0.361705	0.327207	0.89706	0.0535873	0.0270795	0.0512206	0.186304	0.00298577	0.0173175	0.00242376	0.0293503	0.119382	0.0311502	0.0122971	0.491761	0.00247688	0.0104379	0.0130945	0.00613549	0.0212681	0.0108594	0.000573594	0.000653665	0.0257338	0.354817	0.0368194	0.0603849	0.502864	0.0193801	0.0328827	0.250129	0.818271	2.89872	0.356116	0.37742	0.0571897	0.209275	0.3938105	13.99452
447	1	-14376.5	-14275.1	-101.41	0.3937849	0.870305	0.685374	0.812883	0.562603	0.717242	0.198069	0.891438	0.888997	0.415825	0.586862	0.443069	0.33392	0.438022	0.448143	0.500332	0.547047	0.564106	0.346917	0.427287	0.40333	0.3073	0.336187	0.645995	0.0388139	0.0461311	0.0305191	0.113838	0.0607241	0.503474	0.0143232	0.00544341	0.0443685	0.0070147	0.0123147	0.011645	0.00495181	0.0859334	0.0469015	0.00190597	0.0098946	0.0122905	0.0107714	0.0132512	0.022529	0.415272	0.0495768	0.0604755	0.432335	0.0198122	0.0158281	0.177098	0.724467	3.08261	0.358083	0.371349	0.0577038	0.212864	0.3274757	13.44576
448	0	-14387.9	-14295.6	-92.2875	0.5687755	0.40197	0.593539	0.277143	0.666219	0.78457	0.641256	0.680848	0.859598	0.967446	0.647073	0.30455	0.335055	0.383496	0.332961	0.443401	0.475267	0.44112	0.424413	0.410873	0.36264	0.277529	0.307029	0.572158	0.0104743	0.0199057	0.0228224	0.189978	0.0115603	0.00671463	0.000747838	0.00657181	0.0406105	0.0286938	0.0325976	0.456948	0.0115291	0.00896637	0.0119019	0.00613549	0.0211231	0.0304536	0.00557415	0.0200522	0.0221442	0.338591	0.0574539	0.0594457	0.479868	0.0424965	0.0467387	0.294464	0.864513	2.79428	0.36798	0.36155	0.0596719	0.210798	0.3813019	12.53351
449	1	-14380.9	-14278.4	-102.444	0.3879722	1.0452	0.617958	0.662784	0.612635	0.7988	0.21345	0.963931	0.924105	0.493615	0.45646	0.257414	0.433691	0.398277	0.394467	0.403039	0.546632	0.424131	0.365779	0.442361	0.393639	0.376483	0.411161	0.825509	0.00370327	0.0830354	0.00953037	0.0673428	0.0423969	0.480818	0.0159426	0.00449872	0.114674	0.0409685	0.00541615	0.019797	0.00327369	0.0430103	0.0671695	0.00601909	0.0295105	0.0353925	0.00819318	0.00695541	0.0217828	0.419963	0.0499759	0.060732	0.418015	0.0295317	0.0150181	0.172715	0.71793	3.09434	0.3587	0.371989	0.0575034	0.211808	0.3136243	13.54916
450	0	-14387.6	-14299.7	-87.9577	0.5461943	0.44833	0.539384	0.313855	0.757654	0.654314	0.819335	0.793135	0.981728	0.696342	0.430323	0.351853	0.206855	0.488854	0.309474	0.452281	0.421335	0.355722	0.352721	0.404084	0.33107	0.211886	0.25335	0.613587	0.0189866	0.0193731	0.0493005	0.143047	0.00128872	0.0206702	0.00704738	0.00703946	0.0270415	0.0114664	0.0428976	0.434408	0.0238616	0.040233	0.0196924	0.00840308	0.00306528	0.00414187	0.0116099	0.0194845	0.0271994	0.361394	0.0480898	0.0801336	0.443896	0.0392876	0.0422368	0.281007	0.851174	2.82558	0.354872	0.372385	0.0599905	0.212752	0.3866429	12.10053
451	1	-14381	-14281	-99.9706	0.3981216	0.807241	0.613932	0.819836	0.769903	0.773191	0.301189	0.823693	0.974145	0.393699	0.578065	0.414534	0.315694	0.417799	0.499226	0.541749	0.497201	0.378671	0.534264	0.480123	0.393639	0.225687	0.264716	0.614124	0.0357783	0.000662724	0.00224073	0.0589506	0.0517291	0.483994	0.0161022	0.00923056	0.0218437	0.00951446	0.0258282	0.0123638	0.00811273	0.00113318	0.041333	0.00922953	0.0176112	0.00146265	0.0312131	0.0311736	0.0258558	0.40877	0.0444911	0.0474284	0.420304	0.0531514	0.0164443	0.180351	0.72924	3.07396	0.355845	0.372678	0.0547691	0.216708	0.31021	13.30183
452	0	-14388	-14292.4	-95.5415	0.44217	0.503041	0.542742	0.328559	0.632269	0.767491	0.857314	0.913989	0.977201	0.762399	0.492585	0.306445	0.253154	0.387683	0.360404	0.556014	0.492778	0.416368	0.330943	0.479904	0.35172	0.340569	0.245424	0.694618	0.0402565	0.0193731	0.0694291	0.119453	0.00583551	0.0438306	0.00704738	0.0280932	0.0393818	0.0614707	0.00224228	0.334587	0.00258986	0.0141405	0.0139627	0.00394487	0.0113743	0.0155973	0.00475066	0.0279365	0.028965	0.34691	0.0428518	0.0592771	0.483332	0.0386644	0.0232383	0.212498	0.77316	2.9911	0.351093	0.370189	0.0605245	0.218194	0.3564185	12.85891
453	1	-14389.3	-14268.2	-121.167	0.4171104	1.01316	0.729127	0.745198	0.852368	0.778115	0.307884	1.31805	0.868535	0.555286	0.597185	0.455152	0.465082	0.498094	0.499226	0.609116	0.577761	0.437282	0.457425	0.603351	0.448219	0.325391	0.2769	0.874988	0.0226049	0.00677543	0.0102794	0.0247362	0.0144261	0.631911	0.00145693	0.00984765	0.147628	0.0143308	0.00909212	0.00168936	0.00323389	0.00671734	0.0986598	0.0201887	0.0153366	0.0709073	0.00724066	0.0115134	0.0258907	0.377131	0.0353307	0.0592292	0.461147	0.041271	0.0192583	0.194418	0.749151	3.03717	0.352339	0.377689	0.0523099	0.217662	0.3511277	15.42148
454	0	-14382.2	-14290.1	-92.0497	0.5301113	0.433425	0.538001	0.365258	0.718891	0.829614	0.75015	0.829806	0.8242	1.01717	0.529127	0.371026	0.285571	0.390999	0.294731	0.366197	0.432001	0.360038	0.322006	0.408398	0.302116	0.26984	0.269348	0.683061	0.0860733	0.00477313	0.114324	0.108413	0.0243527	0.00268565	0.00896577	0.00402723	0.0319572	0.0122287	0.0283518	0.404531	0.00767513	0.00402811	0.00519179	0.0309455	0.00467355	0.00156777	0.0335908	0.00041276	0.025018	0.326219	0.0634521	0.0306913	0.503828	0.0507916	0.0390954	0.271119	0.840999	2.84879	0.363025	0.372644	0.0593625	0.204968	0.3895927	12.50974
455	1	-14377.9	-14264.2	-113.747	0.3841264	0.888576	0.80828	0.972768	0.611145	0.929027	0.332023	0.919121	1.14379	0.449223	0.640605	0.495294	0.590158	0.472401	0.377188	0.563266	0.491	0.505243	0.447438	0.559197	0.393577	0.323228	0.319634	0.800156	0.0190756	0.0140243	0.0237138	0.0129924	0.00543879	0.435404	0.000348258	0.00212824	0.00274359	0.0226202	0.00445779	0.00935147	0.00874737	0.0401792	0.012205	0.00430823	0.0242716	0.000598694	0.00190961	0.0025748	0.0287743	0.346864	0.0448523	0.0315556	0.500001	0.0479524	0.0144926	0.169802	0.713516	3.10219	0.346286	0.374457	0.0614076	0.217849	0.3061321	14.67943
456	0	-14382.4	-14297.1	-85.2205	0.4859517	0.342534	0.50802	0.30736	0.634562	0.70225	0.990894	0.801758	0.893902	0.656992	0.578097	0.27901	0.366782	0.483006	0.276307	0.331311	0.415562	0.381626	0.320868	0.339498	0.301454	0.273784	0.281227	0.522663	0.0551702	0.00304156	0.10824	0.121826	0.00999412	0.0199509	0.00896577	0.000449669	0.0709626	0.0205234	0.000662657	0.35356	0.00283431	0.00763045	0.0188675	0.0133588	0.00421214	0.00165004	0.009097	0.0063462	0.0251736	0.351959	0.0582051	0.0535206	0.462166	0.0489759	0.0308144	0.242646	0.809771	2.91677	0.363877	0.367194	0.0599155	0.209013	0.3450363	11.82681
457	1	-14386.1	-14283.6	-102.499	0.3392941	1.06466	0.83615	0.775175	0.737263	0.663556	0.244649	0.76	0.824098	0.421568	0.599745	0.4071	0.3332	0.406063	0.446914	0.3838	0.418429	0.473372	0.466824	0.537167	0.404473	0.30401	0.298434	0.732729	0.0141096	0.01601	0.0682528	0.0845036	0.00889083	0.569143	0.00148912	0.00460598	0.0108306	0.0226202	0.0136539	0.0245711	0.00273462	0.0301641	0.0638719	0.00174755	0.0721207	0.0013884	0.000357463	0.00416956	0.0251584	0.379597	0.0428949	0.0286397	0.464314	0.0593959	0.00901677	0.135211	0.656259	3.19951	0.364637	0.365744	0.0571206	0.212498	0.289033	13.55462
458	0	-14381.2	-14282.3	-98.8993	0.5057642	0.417969	0.728117	0.350579	0.686913	0.882501	0.861205	0.865727	0.923273	0.829562	0.603605	0.374899	0.271362	0.508701	0.358716	0.340237	0.512975	0.305977	0.356563	0.409741	0.290487	0.259946	0.270062	0.723707	0.0558027	0.0224115	0.0604537	0.187001	0.0060441	0.0111591	0.000167159	0.0127433	0.0434791	0.0274904	0.00771058	0.54198	0.00575354	0.00163927	0.00283318	0.0153648	0.00960527	0.0333132	0.0164401	0.00047823	0.0269017	0.325663	0.0575303	0.0502266	0.487465	0.0522138	0.034461	0.255662	0.824418	2.88546	0.356069	0.375989	0.0590706	0.208872	0.3580506	13.1947
459	1	-14381.3	-14275	-106.215	0.3626905	1.03222	0.649853	0.808798	0.679604	0.824288	0.479337	1.01713	1.04597	0.4547	0.5347	0.337752	0.403022	0.407365	0.574021	0.471099	0.449947	0.404392	0.436973	0.537703	0.369276	0.256699	0.349691	0.565024	0.00829678	0.0241996	0.0450015	0.0018277	0.0149373	0.408241	0.00402511	0.00520308	0.0647144	0.00188414	0.00421131	0.0499105	0.00117538	0.0958727	0.0369241	0.00594221	0.037312	0.000444485	0.0251821	0.00143784	0.0272611	0.351389	0.0412476	0.0376036	0.473922	0.0685772	0.0117202	0.153389	0.687532	3.14736	0.373712	0.35649	0.0588429	0.210955	0.3277902	13.9263
460	0	-14391.3	-14274.4	-116.943	0.5121657	0.455797	0.754	0.337285	0.750547	0.839215	1.02861	1.17517	1.1423	0.976288	0.649905	0.446241	0.361246	0.55075	0.362493	0.470072	0.527337	0.454872	0.436742	0.515819	0.28186	0.285639	0.270147	0.842303	0.013945	0.0963161	0.0477793	0.199245	0.00678919	0.00530487	0.00314202	0.0279007	0.00591539	0.00871178	0.00266224	0.555633	0.0186308	0.0167655	0.0357605	0.00934007	0.0069594	0.0139453	0.00706108	0.00264844	0.0304334	0.360341	0.0502541	0.0265095	0.48676	0.0457015	0.0356642	0.259784	0.828923	2.87563	0.350564	0.375917	0.0664743	0.207045	0.3542269	14.9991
461	1	-14375.3	-14272.3	-102.972	0.3977172	0.805874	0.659203	0.692039	0.649002	0.754685	0.284938	0.88661	1.03504	0.402185	0.499134	0.335954	0.496866	0.4266	0.387747	0.477489	0.551668	0.480336	0.388445	0.528118	0.369276	0.420243	0.360147	0.725527	0.0283102	0.0172643	0.0261116	0.00168015	0.0529771	0.584132	0.00746308	0.00716751	0.116232	0.00790213	0.0256277	0.00882766	0.00132673	0.0232257	0.00455248	0.0351107	0.00667415	0.0115145	0.00431329	0.0144364	0.0244944	0.428475	0.0469459	0.0373601	0.408136	0.0545881	0.0163865	0.180049	0.728799	3.07477	0.337115	0.383614	0.0614709	0.2178	0.3127674	13.60198
462	0	-14413.5	-14304.4	-109.086	0.5440077	0.515424	0.707232	0.37741	0.553013	0.920302	0.796945	1.2465	0.99947	0.853966	0.713669	0.411897	0.26286	0.413109	0.280802	0.526643	0.471852	0.408797	0.398884	0.450144	0.380109	0.417988	0.196891	0.693171	0.0121563	0.0454389	0.0549881	0.202136	0.0104418	0.0600096	0.0150992	0.00473651	0.0484976	0.0401858	0.0101656	0.492114	0.0196824	0.0117564	0.0577419	0.0158218	0.00947858	0.0517281	0.0267323	0.027397	0.0289814	0.312845	0.0344331	0.0422539	0.534706	0.0467806	0.0418063	0.279678	0.849825	2.82869	0.36713	0.370581	0.0612209	0.201069	0.3899849	14.21339
463	1	-14381.5	-14280.4	-101.053	0.4427039	0.784727	0.644146	0.834935	0.610947	0.78869	0.325471	0.961317	0.840196	0.573757	0.600073	0.330947	0.434653	0.429795	0.431271	0.463187	0.403994	0.505158	0.42448	0.446447	0.421194	0.35435	0.348263	0.625094	0.0451543	0.00304109	0.0402062	0.0218006	0.0153917	0.328513	0.0298799	0.00810624	0.124116	0.00171343	0.0109949	0.0285881	0.0049117	0.020991	0.00813989	0.0080149	0.0716144	0.0110223	0.0322259	0.01252	0.0243646	0.40998	0.0534456	0.0396459	0.433108	0.0394559	0.0233261	0.212877	0.773646	2.99015	0.34947	0.383418	0.0569485	0.210164	0.3198443	13.41004
464	0	-14388.8	-14288.6	-100.222	0.5270012	0.387165	0.680026	0.379108	0.584159	0.717115	0.783761	0.924704	0.918287	0.939401	0.58204	0.433189	0.30315	0.504602	0.28621	0.429623	0.492345	0.506405	0.460402	0.345706	0.302498	0.248479	0.356964	0.679561	0.0395552	0.0076933	0.11259	0.139901	0.00162145	0.0240299	0.00565141	0.0177924	0.0854527	0.0279739	0.019634	0.464291	0.0116078	0.00393	0.0606652	0.00187985	0.00340235	0.0399042	0.00819311	0.00624645	0.0301833	0.401266	0.0357108	0.0548423	0.43632	0.0416785	0.0384949	0.269178	0.838963	2.85336	0.349356	0.373011	0.0556446	0.221988	0.3899849	13.32692
465	1	-14374.7	-14272.4	-102.297	0.4303612	0.869977	0.643893	0.791291	0.697505	0.737534	0.325959	0.879877	0.734192	0.485113	0.590316	0.381181	0.403741	0.47625	0.413671	0.486534	0.52375	0.525741	0.363088	0.442234	0.380624	0.355659	0.362702	0.657912	0.0300214	0.0415689	0.0209341	0.0032253	0.00827753	0.58808	0.022422	0.00541005	0.0360476	0.00184223	0.00928346	0.0136764	0.0147485	0.0562671	0.0521431	0.0476892	0.0173722	0.0176525	0.0179511	0.0010839	0.0162044	0.396058	0.0672657	0.0565196	0.435492	0.0284605	0.021327	0.20405	0.76215	3.01247	0.361472	0.371127	0.0561663	0.211235	0.3322371	13.53444
466	0	-14401.1	-14300.9	-100.192	0.527223	0.709738	0.499507	0.38355	0.760306	0.849919	0.889803	0.824394	0.863654	0.939401	0.633154	0.427066	0.335222	0.467122	0.303586	0.429669	0.467805	0.442792	0.375272	0.396734	0.298576	0.248026	0.211439	0.658686	0.0263692	0.000687456	0.0699923	0.0681062	0.00265365	0.0472012	0.0225993	0.0233236	0.0334304	0.0185855	0.0410375	0.444545	0.00312332	0.0155643	0.00950522	0.00394047	0.0222815	0.0305534	0.0170316	0.00805185	0.0342064	0.327547	0.0463565	0.0510888	0.518544	0.0222576	0.0385376	0.269317	0.839109	2.85304	0.370509	0.357741	0.0675087	0.204242	0.3948825	13.324
467	1	-14374.3	-14267.9	-106.37	0.4845901	0.944493	0.685318	0.743522	0.72666	0.835323	0.246648	0.84186	0.946976	0.516109	0.581632	0.451117	0.439574	0.535648	0.515648	0.546872	0.617962	0.434952	0.355147	0.518211	0.380624	0.35609	0.309401	0.769761	0.00776543	0.0292978	0.00598458	0.00147856	0.028221	0.337272	0.0253337	0.00131325	0.031857	0.00332564	0.0195338	0.00129095	0.00893411	0.0747637	0.0252233	0.013029	0.00537748	0.00115245	0.0179511	0.00306529	0.0161326	0.321764	0.0569376	0.0507899	0.509564	0.0448125	0.0305684	0.241737	0.808724	2.91897	0.377039	0.361868	0.0622829	0.19881	0.3591148	13.94172
