Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
2110	-17204.4	-17211.9	7.57971	0.190639	0.127263	0.172347	0.165822	0.147936	0.179793	0.193087	0.188552	0.193459	0.151	0.131657	0.146325	0.111798	0.140035	0.149178	0.153479	0.120734	0.150436	0.190975	0.0859119	0.124362	0.104212	0.161591	0.0273803	0.0110246	0.0701654	0.0289442	0.00151146	0.0373408	0.00507667	0.0204393	0.00463125	0.039422	0.0366835	0.0385493	0.00959519	0.00692603	0.0159026	0.00831219	0.0145648	0.0194809	0.0199986	0.0135731	0.233382	0.308233	0.100908	0.357477	3.910113
2120	-17198.5	-17203.9	5.40847	0.181068	0.178946	0.207179	0.191899	0.160933	0.163776	0.246985	0.199257	0.212609	0.156285	0.133079	0.122638	0.139383	0.125435	0.169549	0.12113	0.115427	0.159972	0.203707	0.0939894	0.150596	0.112168	0.178315	0.0204288	0.0145344	0.0688972	0.0193765	0.00151146	0.0158657	0.00594296	0.00683944	0.012006	0.0395844	0.0371456	0.0446576	0.0147729	0.00238019	0.0307632	0.0134557	0.0125245	0.0104319	0.0148363	0.0169571	0.240152	0.315044	0.0887255	0.356078	4.127237
2130	-17202.8	-17207.8	5.0305	0.183722	0.186904	0.173215	0.203985	0.140103	0.175105	0.208175	0.197138	0.211824	0.18064	0.134736	0.12617	0.130969	0.0978323	0.175951	0.149577	0.130481	0.173889	0.183343	0.0989065	0.141272	0.127853	0.190387	0.042425	0.00352861	0.0591175	0.0253566	0.00405837	0.0255402	0.00965407	0.0119128	0.00797445	0.0544391	0.0345926	0.0418853	0.0148956	0.008192	0.0241969	0.00743916	0.0100066	0.0215315	0.0209949	0.0151154	0.227961	0.299441	0.0920337	0.380564	4.165034
2140	-17194.3	-17200.5	6.21616	0.179761	0.172337	0.169074	0.19142	0.170325	0.168137	0.200339	0.200831	0.203978	0.168673	0.117744	0.146606	0.110833	0.123486	0.15963	0.14528	0.136777	0.159697	0.180179	0.103818	0.134012	0.111296	0.188572	0.0320322	0.00748875	0.063249	0.0254737	0.00469563	0.0393827	0.00578298	0.0162164	0.0103518	0.0281479	0.0198083	0.0285028	0.0241006	0.00529667	0.0146278	0.0208574	0.00598191	0.0125919	0.0104862	0.0285893	0.227004	0.311131	0.0957481	0.366117	4.046468
2150	-17191.9	-17197.7	5.78198	0.212401	0.158441	0.191494	0.194685	0.148466	0.214491	0.210372	0.182139	0.208048	0.148053	0.12571	0.131879	0.117063	0.137927	0.169759	0.135008	0.123412	0.168531	0.186446	0.106296	0.144148	0.128403	0.181389	0.026628	0.0152245	0.0547432	0.0182445	4.7706e-05	0.0204322	0.00217062	0.0105768	0.0156189	0.0364129	0.00943751	0.0336015	0.00729193	0.00216863	0.0187784	0.0141237	0.0135686	0.0304645	0.0109223	0.0248702	0.22219	0.312163	0.0934005	0.372246	4.089886
2160	-17193.2	-17199.2	5.9302	0.198773	0.158441	0.201723	0.178853	0.144485	0.191413	0.208544	0.195311	0.233925	0.165694	0.148006	0.148951	0.100096	0.133208	0.170876	0.136576	0.120012	0.15027	0.192866	0.0840506	0.125363	0.101519	0.197829	0.0488711	0.00811852	0.0589973	0.0172597	0.00122855	0.0295554	0.0033789	0.00412351	0.012956	0.04221	0.0115479	0.0269727	0.0147276	0.00515316	0.018125	0.0273189	0.00765089	0.0227092	0.0176845	0.00969166	0.222577	0.314971	0.0936543	0.368798	4.075064
2170	-17194.3	-17199.9	5.67859	0.216084	0.174048	0.185493	0.204782	0.13597	0.167305	0.227715	0.212068	0.187109	0.181396	0.13046	0.121509	0.114634	0.125456	0.159161	0.130432	0.130756	0.164416	0.17086	0.0840506	0.120393	0.134408	0.20588	0.0394768	0.00198551	0.0722535	0.0180893	0.00125323	0.0236159	0.00933251	0.0248725	0.00864956	0.0456293	0.0234204	0.0382323	0.0201104	0.00142715	0.0104445	0.0190124	0.00608645	0.0161338	0.0142117	0.0216014	0.237576	0.297069	0.0881618	0.377193	4.100225
2180	-17195.7	-17201.5	5.78547	0.220635	0.15974	0.174484	0.19891	0.175502	0.163271	0.231752	0.177063	0.170041	0.158063	0.153377	0.110963	0.123078	0.138448	0.153324	0.140574	0.122299	0.154223	0.184063	0.102021	0.1454	0.132743	0.181235	0.0311252	0.0163965	0.0662272	0.0149501	0.00372561	0.0262905	0.00268978	0.0187184	0.0143438	0.0506855	0.0186472	0.0303724	0.0193716	0.00557112	0.0238558	0.0164247	0.00897154	0.0207487	0.00452594	0.0246889	0.220448	0.325978	0.092399	0.361175	4.089537
2190	-17198.2	-17204.7	6.42298	0.17998	0.159411	0.174854	0.170228	0.142596	0.173167	0.213525	0.186928	0.207582	0.154017	0.132318	0.144735	0.121997	0.129208	0.149961	0.138919	0.117087	0.162585	0.173564	0.0880378	0.127344	0.147922	0.195415	0.0264957	0.00720467	0.0630324	0.00994623	0.00363939	0.0427572	0.00371945	0.022173	0.0299541	0.0339223	0.0198833	0.0617894	0.0193716	0.000291849	0.0299711	0.0104358	0.00813878	0.0140666	0.00361387	0.0239981	0.224144	0.31011	0.0919829	0.373763	4.025786
2200	-17204.6	-17211	6.40987	0.23076	0.186321	0.203204	0.211238	0.133325	0.18671	0.221797	0.158183	0.238306	0.177141	0.173828	0.116841	0.10449	0.116707	0.144897	0.118961	0.122629	0.145569	0.166981	0.0743876	0.11525	0.125988	0.186038	0.0349103	0.0106634	0.0545947	0.00689016	0.00422804	0.0267062	0.00680971	0.0122411	0.0153595	0.0361405	0.0272082	0.0398977	0.00950775	0.00481213	0.0171112	0.00454376	0.00645129	0.0215602	0.0128579	0.0150542	0.235324	0.316014	0.0922495	0.356412	4.027097
2210	-17190.6	-17196.8	6.19919	0.191129	0.144614	0.179272	0.193906	0.144751	0.203531	0.239804	0.184621	0.21648	0.160326	0.151598	0.130342	0.124796	0.106523	0.153121	0.130939	0.115413	0.144724	0.178878	0.0933368	0.145203	0.135704	0.19422	0.0246951	0.0017034	0.0560943	0.0200386	0.000126437	0.0290596	0.00652351	0.0125949	0.0143518	0.0354886	0.0276138	0.0418069	0.0106173	0.000671385	0.0209824	0.0169192	0.00379844	0.0262626	0.00593657	0.0296462	0.233271	0.309542	0.0845422	0.372644	4.048164
2220	-17210.4	-17216.9	6.4335	0.201946	0.146002	0.198792	0.214941	0.134443	0.167049	0.22337	0.176636	0.233649	0.137527	0.143168	0.140207	0.128791	0.0998889	0.147623	0.13592	0.118307	0.156026	0.164159	0.1131	0.155695	0.0977427	0.163647	0.0380736	0.0145779	0.0689308	0.0101625	0.004874	0.0219006	0.00290184	0.0147017	0.0115675	0.0419954	0.0205637	0.0292737	0.00589508	0.0248495	0.0385663	0.0127204	0.00191543	0.0191075	0.0140781	0.0294479	0.240768	0.320544	0.0861265	0.352561	4.024734
2230	-17198.5	-17205	6.55037	0.191173	0.143434	0.209745	0.199814	0.162223	0.182922	0.216076	0.182478	0.202342	0.141315	0.132886	0.156371	0.111328	0.124494	0.142345	0.137981	0.118096	0.167125	0.18095	0.0923495	0.123304	0.112004	0.161107	0.0444904	0.00154046	0.0627162	0.032837	0.000259844	0.0221926	0.0094344	0.0143136	0.0115675	0.0403814	0.0155062	0.0252597	0.010083	0.00125937	0.0248033	0.0110265	0.00972683	0.0264249	0.0238745	0.0334863	0.2287	0.315367	0.0856598	0.370274	4.013047
2240	-17196.3	-17202.2	5.92368	0.20709	0.176082	0.194906	0.180867	0.162319	0.143949	0.2159	0.175354	0.192443	0.174288	0.131846	0.129055	0.124262	0.134371	0.167252	0.127544	0.140799	0.174785	0.180738	0.0950837	0.129095	0.104455	0.169555	0.0402468	0.0037311	0.0594566	0.0254585	0.00376844	0.0356757	0.00616351	0.029769	0.00829019	0.03917	0.0211568	0.0426922	0.0258302	0.00304782	0.0107244	0.0216956	0.0082878	0.0278492	0.0146632	0.0160008	0.230544	0.305105	0.0946444	0.369707	4.075716
2250	-17197.5	-17203.6	6.17208	0.203483	0.183673	0.190539	0.158615	0.134099	0.179107	0.230836	0.207626	0.217382	0.149932	0.135939	0.15414	0.109292	0.117056	0.15949	0.132074	0.108113	0.153906	0.18292	0.109057	0.124198	0.105031	0.17136	0.0256873	0.0125627	0.0570065	0.0186721	0.00480803	0.0374036	0.0120532	0.0286342	0.0164367	0.0446789	0.0286045	0.0342125	0.0104786	0.00167385	0.0288371	0.0212607	0.00452385	0.0156843	0.0145071	0.0152815	0.221345	0.314803	0.0946021	0.369249	4.050876
2260	-17196.8	-17203	6.17521	0.198629	0.157168	0.198304	0.226648	0.134421	0.175568	0.190298	0.184206	0.236476	0.146981	0.136579	0.146947	0.110565	0.124579	0.160594	0.125977	0.145503	0.144778	0.165564	0.101307	0.124198	0.131908	0.190631	0.0511202	0.0043661	0.0504383	0.0202875	0.00153536	0.0378057	0.00908853	0.0219802	0.00779725	0.0392478	0.0237115	0.0252104	0.0123282	0.00179717	0.0232239	0.0110307	0.00722962	0.0113971	0.024418	0.00871975	0.231521	0.319153	0.0916825	0.357644	4.050563
2270	-17197.6	-17202.7	5.08703	0.237034	0.149023	0.195031	0.197054	0.141341	0.165686	0.237062	0.199842	0.197726	0.175329	0.147652	0.128917	0.130541	0.130678	0.148821	0.121889	0.125881	0.170195	0.19563	0.0904637	0.145372	0.139697	0.193723	0.0329622	0.00829779	0.0475375	0.0192752	0.00427837	0.0366019	0.00708708	0.00932322	0.015315	0.0508522	0.0254533	0.0562958	0.0120417	0.00251724	0.0143053	0.00831592	0.0101503	0.0105276	0.0123231	0.0113317	0.224167	0.312337	0.0929061	0.37059	4.159381
2280	-17200.9	-17206.5	5.58482	0.221703	0.179062	0.193524	0.181809	0.132389	0.186279	0.210248	0.213977	0.20153	0.155522	0.137786	0.171877	0.134802	0.115814	0.149047	0.140682	0.121939	0.15451	0.186729	0.0890569	0.132366	0.122073	0.191153	0.0334513	0.00474538	0.0554282	0.00938583	0.00779051	0.0260122	0.00724955	0.0200881	0.00920152	0.0402818	0.0355183	0.0238296	0.0109314	0.0108193	0.0212894	0.0106119	0.00859317	0.0138269	0.0268051	0.00986531	0.223127	0.318366	0.0893255	0.369181	4.109602
2290	-17194.5	-17201.4	6.86203	0.213415	0.16127	0.199692	0.185709	0.15408	0.164703	0.212106	0.173292	0.19719	0.13603	0.140769	0.153221	0.126489	0.131387	0.133663	0.123124	0.130844	0.161912	0.16744	0.0856875	0.13383	0.119803	0.1897	0.0363988	0.0166553	0.0468988	0.0195042	0.00606567	0.0229041	0.00126883	0.0187694	0.0209508	0.0306065	0.028966	0.0273649	0.0209554	0.00069669	0.0154013	0.00741734	0.0127202	0.0181114	0.0171631	0.017706	0.22485	0.313077	0.0919954	0.370078	3.981881
2300	-17200.3	-17206.4	6.12544	0.207899	0.172155	0.160935	0.1709	0.174558	0.179818	0.212106	0.198068	0.228408	0.164765	0.131668	0.127475	0.102662	0.120211	0.187813	0.137464	0.126698	0.165574	0.153	0.0870464	0.122829	0.141716	0.194181	0.0363988	0.0161369	0.0560924	0.0279912	0.00134146	0.0218793	0.0040375	0.0144779	0.0140241	0.0222532	0.0257483	0.025477	0.0145503	0.00305853	0.0145249	0.0260283	0.0220538	0.0138263	0.0116286	0.016062	0.227735	0.308456	0.0906935	0.373116	4.05554
2310	-17205.5	-17211	5.49552	0.256935	0.169828	0.194951	0.192078	0.156224	0.149599	0.237528	0.187805	0.186549	0.167245	0.151447	0.131703	0.121254	0.129582	0.153139	0.135773	0.125306	0.155607	0.196501	0.10747	0.0954085	0.158285	0.190863	0.0334445	0.00016123	0.0575949	0.0227143	0.000412387	0.0396508	0.0099799	0.00452553	0.00436896	0.0348618	0.0116642	0.039925	0.0122543	0.000650759	0.0184694	0.00871438	0.00307141	0.0240666	0.00703886	0.033882	0.224746	0.30949	0.0958436	0.36992	4.118532
2320	-17200.5	-17206.2	5.63077	0.243987	0.154387	0.185367	0.177432	0.143037	0.156134	0.243049	0.167061	0.195973	0.156138	0.158723	0.123193	0.124444	0.135939	0.174264	0.151373	0.134658	0.158883	0.187069	0.103203	0.132048	0.0973906	0.199326	0.0352172	0.00550294	0.0662428	0.0227143	0.0016124	0.015929	0.00892681	0.022727	0.0211738	0.0566171	0.0164044	0.0368001	0.0175152	0.00525055	0.0161292	0.0145518	0.00672712	0.0100695	0.00273644	0.0190815	0.228541	0.307598	0.0981255	0.365735	4.105007
2330	-17202	-17208	5.98295	0.214953	0.164222	0.183757	0.188547	0.145083	0.16198	0.211425	0.194198	0.201236	0.146411	0.158756	0.18162	0.113579	0.122837	0.177394	0.120732	0.126782	0.139158	0.170593	0.0926048	0.144454	0.118561	0.17265	0.0312588	0.00120597	0.0646052	0.0170954	0.00685058	0.0289761	0.0147701	0.0179856	0.0233278	0.0404972	0.0289884	0.0349523	0.0219699	0.00300018	0.0248382	0.0066779	0.00660429	0.0180298	0.00167	0.0249522	0.236332	0.30274	0.0909079	0.37002	4.069789
2340	-17202.7	-17209.1	6.4122	0.223875	0.153196	0.226443	0.20032	0.13837	0.166941	0.217739	0.17408	0.212496	0.142532	0.125474	0.114391	0.100218	0.11084	0.166441	0.177286	0.121551	0.134617	0.193027	0.0892232	0.134927	0.129196	0.206339	0.0312588	0.00679869	0.0548591	0.0101331	0.00207626	0.0247749	0.0110936	0.0155071	0.0171714	0.0420895	0.0217167	0.0260255	0.00632527	0.00361751	0.0233406	0.00844467	0.00626234	0.0158634	0.0128028	0.0271824	0.228227	0.310247	0.102407	0.35912	4.026864
2350	-17196.7	-17202.2	5.46042	0.197798	0.169499	0.190703	0.178376	0.130128	0.177116	0.220836	0.197636	0.195163	0.176688	0.142289	0.141921	0.131316	0.136546	0.148348	0.120607	0.13	0.162296	0.19305	0.106745	0.122445	0.119365	0.210596	0.0297478	0.0119187	0.0640675	0.024105	0.000444896	0.0304428	0.00260664	0.0132435	0.0252363	0.0434059	0.029502	0.0437672	0.0098529	0.00450801	0.0299976	0.00905641	0.00305316	0.0236009	0.0149047	0.00911387	0.231625	0.303091	0.0995661	0.365718	4.122042
2360	-17199.4	-17205.5	6.12048	0.19191	0.168338	0.201717	0.205592	0.196881	0.160229	0.220562	0.182409	0.234264	0.172505	0.145648	0.127344	0.115521	0.117806	0.134929	0.126053	0.135897	0.15063	0.156713	0.0858269	0.111318	0.134129	0.176084	0.0370512	0.0186922	0.0582543	0.0348971	0.00189715	0.0331714	0.0130186	0.0156313	0.0135498	0.0337664	0.0150808	0.0361608	0.00271311	0.00208361	0.022699	0.0110633	0.0058451	0.0130331	0.0162295	0.0188921	0.22673	0.315355	0.0893251	0.36859	4.056036
2370	-17195.7	-17202.1	6.38129	0.197789	0.168749	0.167725	0.186769	0.175073	0.165158	0.215252	0.19286	0.208549	0.175951	0.145648	0.130371	0.109048	0.121861	0.162494	0.133109	0.101125	0.191215	0.175203	0.103122	0.11639	0.142241	0.165492	0.0370845	0.0126007	0.0567813	0.0140545	0.000742763	0.0308375	0.00243647	0.0159305	0.011806	0.0376803	0.0204066	0.0258359	0.0083064	0.00111505	0.032227	0.0201872	0.000518519	0.0153236	0.00517654	0.0297122	0.216502	0.320079	0.097168	0.366252	4.029955
2380	-17199.5	-17205.1	5.57822	0.173083	0.172195	0.211844	0.184378	0.1716	0.174241	0.206606	0.17866	0.224927	0.148765	0.168247	0.112923	0.126124	0.113553	0.158004	0.133378	0.147914	0.14859	0.173679	0.108152	0.140674	0.130151	0.20044	0.033938	0.00229097	0.0592996	0.0182894	0.00437363	0.0304973	0.00740937	0.0210145	0.0145746	0.0375488	0.023388	0.0243118	0.0185197	0.00657321	0.0155923	0.0131902	0.00118505	0.0309352	0.0210503	0.018152	0.225134	0.312696	0.0943601	0.367809	4.110262
2390	-17196.8	-17204	7.16614	0.174804	0.149534	0.169773	0.193711	0.171959	0.166977	0.188684	0.201434	0.181678	0.166909	0.143557	0.100749	0.118071	0.134976	0.124391	0.146342	0.132182	0.170482	0.18265	0.0883005	0.142589	0.125701	0.184275	0.0297642	0.0163956	0.0515498	0.0186771	0.00082605	0.0287592	0.00100068	0.0166433	0.00838063	0.0341663	0.0192435	0.0359784	0.016864	0.0035658	0.0245739	0.0121514	0.0106775	0.0230444	0.0144411	0.0250392	0.227221	0.321137	0.0889812	0.362662	3.95147
2400	-17198.1	-17204.6	6.48487	0.189729	0.149252	0.182936	0.200663	0.169589	0.175437	0.205931	0.191983	0.234168	0.178128	0.168401	0.140416	0.118711	0.130558	0.169672	0.133872	0.112599	0.143197	0.163843	0.0792344	0.132526	0.103221	0.145721	0.038302	0.0113867	0.0589991	0.0171872	0.00650065	0.0225634	0.00689874	0.0191174	0.00726901	0.0464978	0.0249156	0.0240413	0.00681216	0.0020427	0.0151988	0.0202972	0.00401178	0.0160084	0.0210658	0.0306952	0.228958	0.326167	0.0931961	0.351679	4.019597
2410	-17207.9	-17215.1	7.12539	0.216875	0.163175	0.168438	0.172084	0.172023	0.175437	0.206813	0.157878	0.242859	0.14149	0.132292	0.146806	0.0989114	0.110044	0.142632	0.117128	0.104378	0.154884	0.167357	0.100772	0.11202	0.108345	0.20837	0.0389605	0.0120366	0.0558459	0.0259122	0.00146308	0.0318766	0.0186091	0.00715234	0.0191471	0.0505473	0.0155435	0.0208454	0.00552044	0.00461643	0.0211551	0.0204966	0.0127193	0.0178741	0.0264352	0.0277774	0.229342	0.324912	0.0893503	0.356395	3.955545
2420	-17203.2	-17208.5	5.28378	0.19632	0.165427	0.242126	0.216169	0.150533	0.177596	0.232756	0.177054	0.196524	0.164918	0.138185	0.128529	0.126845	0.128425	0.207399	0.133952	0.115383	0.14703	0.177981	0.0935641	0.132471	0.107967	0.176697	0.0390354	0.0114828	0.0536836	0.0179008	0.00294042	0.0282868	0.0072021	0.0166003	0.0189925	0.0422189	0.0266643	0.0253677	0.00520176	0.0174514	0.0153415	0.0172638	0.00801802	0.0138452	0.0130363	0.0253199	0.224886	0.300193	0.0947164	0.380205	4.139706
2430	-17196.1	-17202.8	6.74097	0.217991	0.132841	0.195227	0.181415	0.16335	0.16572	0.236511	0.18336	0.199867	0.157167	0.129044	0.139934	0.105112	0.0982252	0.14726	0.133952	0.128882	0.148045	0.175605	0.101821	0.11721	0.122668	0.186776	0.0286039	0.00568885	0.0535456	0.0253345	0.00117402	0.0443355	0.00261941	0.0309764	0.00829327	0.0291348	0.0155806	0.0438726	0.0135664	0.00539466	0.0309101	0.019385	0.00453489	0.0257522	0.0223127	0.0149888	0.225119	0.306958	0.0913259	0.376597	3.993987
2440	-17200.1	-17206.8	6.75068	0.18245	0.164421	0.196946	0.18321	0.13554	0.151078	0.216596	0.177752	0.236626	0.157161	0.141886	0.131383	0.132802	0.114565	0.165495	0.117694	0.12724	0.154575	0.161972	0.0932946	0.137197	0.118686	0.194694	0.039195	0.0178639	0.0625394	0.0140178	0.00420823	0.0218943	0.00537286	0.019486	0.000698328	0.0384805	0.0285243	0.0243736	0.030074	0.00431786	0.0133406	0.0112284	0.0127235	0.0181283	0.0132956	0.0199914	0.232543	0.312838	0.0943375	0.360282	3.993016
2450	-17207.7	-17213.8	6.07555	0.211918	0.195774	0.183621	0.161467	0.161852	0.197715	0.233387	0.149647	0.231772	0.140434	0.136162	0.139878	0.116887	0.122681	0.168421	0.140246	0.109725	0.157518	0.198485	0.0863276	0.123029	0.111307	0.184272	0.033377	0.0179786	0.0662093	0.0239357	0.0001932	0.031521	0.0194349	0.0071509	0.000774478	0.0469155	0.00566543	0.0212449	0.015282	0.00614856	0.0209931	0.0128913	0.0107919	0.0164632	0.02094	0.0200924	0.21597	0.310521	0.100302	0.373207	4.060529
2460	-17206.1	-17210.5	4.38278	0.219417	0.191055	0.183621	0.202847	0.185384	0.184285	0.197122	0.173286	0.231967	0.179601	0.137712	0.104619	0.136542	0.126657	0.200166	0.149703	0.124568	0.180217	0.173959	0.0815183	0.145063	0.118909	0.169614	0.0257575	0.00415913	0.0670116	0.0247606	0.00210154	0.0302383	0.00771105	0.0230006	0.00860008	0.0491829	0.0196006	0.0554314	0.0108126	0.00159936	0.0216737	0.00762795	0.00825957	0.0258695	0.0137482	0.0248291	0.231993	0.312627	0.0926958	0.362684	4.229806
2470	-17203.5	-17209.7	6.1665	0.178691	0.157567	0.183621	0.195152	0.145462	0.208827	0.219846	0.17487	0.207198	0.156872	0.142257	0.137052	0.131876	0.112426	0.165734	0.119708	0.107981	0.167506	0.201783	0.0836964	0.144737	0.125015	0.184985	0.0313933	0.0136519	0.0661994	0.00285948	7.83183e-05	0.0380018	0.00855394	0.0268056	0.00890307	0.0450252	0.0338339	0.0257524	0.0133249	0.00129555	0.0139459	0.0137192	0.00500304	0.0257972	0.00684581	0.0175811	0.238662	0.315758	0.0889737	0.356606	4.051434
2480	-17198.6	-17205.1	6.49551	0.183163	0.156977	0.194382	0.192975	0.172192	0.180379	0.197936	0.191672	0.214353	0.145975	0.114596	0.115381	0.114554	0.106893	0.173207	0.128748	0.117176	0.15716	0.166829	0.0983666	0.122468	0.128777	0.212021	0.0547613	0.0108667	0.0689333	0.0175859	4.59678e-05	0.0323813	0.00161267	0.0176935	0.0181303	0.0359854	0.0344484	0.0398463	0.01055	0.0073342	0.0168673	0.00913005	0.00506376	0.0093037	0.01896	0.0228515	0.232016	0.324889	0.0938498	0.349245	4.018533
2490	-17195.7	-17200.9	5.19032	0.213706	0.169945	0.20356	0.175665	0.172317	0.176864	0.216332	0.20864	0.199559	0.159312	0.143808	0.118925	0.113861	0.127224	0.171303	0.147376	0.110342	0.137705	0.207271	0.114466	0.126908	0.118772	0.199256	0.0340106	0.010088	0.0517124	0.0207375	0.00440191	0.0323813	0.00524897	0.011621	0.0114484	0.033653	0.0333474	0.0438563	0.00930055	0.000586874	0.0304348	0.00925775	0.00984461	0.0208634	0.0100175	0.0331231	0.24214	0.314329	0.0943636	0.349167	4.149052
2500	-17205.1	-17210.9	5.75681	0.194856	0.161675	0.195965	0.174868	0.147376	0.157873	0.220069	0.176295	0.211985	0.163305	0.153376	0.129929	0.116976	0.127784	0.169607	0.150994	0.146095	0.156976	0.188251	0.0876616	0.134663	0.123646	0.171048	0.0498499	0.0104581	0.0606666	0.0215517	0.00202447	0.0323813	0.0188797	0.0268675	0.0154688	0.0319433	0.0168234	0.0415766	0.00397743	0.0138727	0.00725515	0.0177846	0.0099691	0.0240432	0.0153633	0.0103722	0.246517	0.303474	0.0918027	0.358206	4.092403
2510	-17194.3	-17199.7	5.38129	0.218267	0.164931	0.192528	0.181284	0.144735	0.198561	0.226974	0.209123	0.205059	0.154638	0.134862	0.120291	0.12722	0.13503	0.144662	0.137048	0.13395	0.156463	0.191874	0.0849861	0.139221	0.12489	0.200799	0.0311	0.00907957	0.0558758	0.0234193	0.00143545	0.0197858	0.00877097	0.0200363	0.0127498	0.0203775	0.0175901	0.0362825	0.0220462	0.00590462	0.0259329	0.0233078	0.00862023	0.0207208	0.0196286	0.0198937	0.233701	0.322352	0.0861121	0.357835	4.129955
2520	-17196.6	-17201.7	5.09343	0.207413	0.170338	0.193082	0.169407	0.193015	0.185388	0.191056	0.204077	0.2448	0.164972	0.166263	0.124992	0.115478	0.123668	0.146078	0.144755	0.13669	0.145015	0.175368	0.102051	0.147484	0.128338	0.183239	0.0333738	0.0132837	0.0558758	0.020527	0.0047297	0.0222619	0.00434166	0.0217869	0.0174325	0.0376125	0.0259661	0.0285856	0.00407255	0.00393389	0.0294212	0.00779553	0.00674711	0.0203457	0.0127627	0.0249194	0.22707	0.320432	0.089957	0.362541	4.158741
2530	-17198.9	-17205.9	7.0123	0.192221	0.155582	0.200252	0.172005	0.155786	0.170588	0.212665	0.21355	0.217223	0.158041	0.11777	0.139538	0.108494	0.101255	0.147305	0.135806	0.115089	0.175369	0.15508	0.0848495	0.143487	0.13012	0.184587	0.0371115	0.00415344	0.0543106	0.020527	0.00453732	0.0137434	0.00481892	0.021964	0.0113287	0.0359151	0.0178727	0.0391793	0.0110015	0.00433242	0.0258193	0.0153564	0.00371215	0.0129706	0.0313135	0.0102242	0.216461	0.323629	0.0880366	0.371873	3.966854
2540	-17196.9	-17203.1	6.21935	0.22864	0.176729	0.19263	0.201647	0.138675	0.16292	0.217935	0.178884	0.225208	0.181744	0.121356	0.137917	0.113914	0.0955449	0.152626	0.133919	0.111187	0.158974	0.165118	0.102753	0.125884	0.11514	0.163632	0.0424466	0.00863408	0.0673026	0.0198305	0.00222438	0.0225181	0.00102688	0.0229589	0.00988954	0.0498258	0.020154	0.039788	0.0100392	0.00813157	0.0327236	0.0128503	0.0107076	0.0239685	0.00939631	0.0287549	0.213411	0.322321	0.0938568	0.370412	4.046149
2550	-17186.3	-17191.7	5.39931	0.225547	0.157953	0.191199	0.192956	0.160544	0.166176	0.217935	0.209702	0.203913	0.17125	0.15348	0.131433	0.122853	0.119271	0.1575	0.129064	0.128022	0.162809	0.180448	0.0945308	0.136724	0.119421	0.20817	0.0373966	0.00259706	0.0532242	0.0212303	1.7751e-05	0.0241113	0.000966615	0.0260293	0.013377	0.0377428	0.0207994	0.0434722	0.0240645	0.0026643	0.0159973	0.0137106	0.00586189	0.0203221	0.00918794	0.014478	0.231672	0.307929	0.094464	0.365935	4.128153
2560	-17208.1	-17214.8	6.75747	0.207641	0.133294	0.179902	0.189102	0.133046	0.158499	0.215637	0.188327	0.233684	0.13606	0.152909	0.13322	0.105411	0.139197	0.140768	0.133587	0.123322	0.137958	0.165543	0.109522	0.126556	0.129236	0.170058	0.0444218	0.00586527	0.0498571	0.0143767	0.00047994	0.0596519	0.00687852	0.0243498	0.010676	0.0314255	0.0295525	0.0413815	0.0205213	0.012221	0.0160093	0.0176059	0.00978436	0.0285633	0.00965479	0.0165828	0.219611	0.333573	0.0977956	0.34902	3.992337
2570	-17194.4	-17200.1	5.74863	0.197609	0.158846	0.207016	0.196987	0.154067	0.190102	0.205922	0.194068	0.193342	0.145142	0.133224	0.131672	0.1185	0.132068	0.178117	0.136348	0.123322	0.159156	0.173138	0.0926069	0.139384	0.13335	0.172818	0.027871	0.0136634	0.0615459	0.0181367	0.0043743	0.0293595	0.00339223	0.0118337	0.00983825	0.0467631	0.032528	0.0389425	0.00262871	0.0052412	0.0288365	0.0176059	0.00487879	0.0233938	0.0131944	0.0323884	0.230156	0.296969	0.0958409	0.377035	4.093221
2580	-17192.7	-17198.1	5.45906	0.171618	0.175261	0.18609	0.212115	0.171607	0.17912	0.206008	0.202418	0.233808	0.147534	0.162177	0.131448	0.107417	0.131782	0.159912	0.134417	0.128387	0.162386	0.175209	0.110635	0.145551	0.125308	0.189123	0.0450733	0.00703827	0.0494304	0.0100898	0.00177077	0.0295952	0.000442599	0.00995903	0.021159	0.048491	0.0267499	0.0270068	0.00737657	0.00225414	0.0182495	0.0161465	0.00292273	0.0183924	0.00926849	0.0214327	0.233373	0.3069	0.0908106	0.368917	4.122178
