Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
586	0	-16351.1	-16364.2	13.1421	0.213831	0.168409	0.209152	0.153944	0.17262	0.176637	0.0947212	0.0884165	0.170078	0.171768	0.147188	0.119899	0.136616	0.144794	0.130668	0.120011	0.177155	0.140856	0.129356	0.168571	0.131893	0.0959734	0.150354	0.0887416	0.0066709	0.00060088	0.0120201	0.0327008	0.0113902	0.11392	0.0142326	0.00227242	0.0144392	0.0036535	0.0113976	0.00754275	0.0192165	0.0139955	0.00187278	0.0184196	0.0016728	0.000969401	0.0439831	0.271919	0.255066	0.069342	0.045482	0.343494	0.0146974	0.220859	0.245021	0.156297	0.377823	3.832621
587	1	-16265	-16280	15.012	0.238037	0.170998	0.208311	0.144246	0.0867212	0.0975959	0.167575	0.194897	0.120959	0.184812	0.111836	0.10358	0.108693	0.145938	0.107895	0.1203	0.167754	0.129465	0.13492	0.131549	0.0901161	0.121834	0.144356	0.0460524	0.0154827	0.00653478	0.0162751	0.00883767	0.00369946	0.0136281	0.00992611	0.0454826	0.0408411	0.00614256	0.0285766	0.00196029	0.0125657	0.00708969	0.0176087	0.0731288	0.00147593	0.00279512	0.0551406	0.292514	0.236389	0.0670383	0.0441762	0.352775	0.00710795	0.216768	0.227137	0.159413	0.396683	3.645629
588	0	-16348.6	-16361.9	13.2858	0.217278	0.170304	0.220756	0.17189	0.143926	0.163565	0.0964188	0.0757224	0.166893	0.157461	0.088273	0.151719	0.138722	0.127827	0.145299	0.144727	0.168051	0.146201	0.11089	0.189633	0.118283	0.0850755	0.178963	0.0736821	0.00713495	0.00351749	0.0324639	0.0332718	0.00432909	0.118339	0.00951636	0.0016334	0.0174391	0.00807472	0.00149182	0.00227836	0.0242593	0.0144938	0.000979349	0.0423335	0.0059057	0.000503418	0.0387303	0.277843	0.256312	0.0745605	0.0476927	0.328225	0.0153659	0.226814	0.235456	0.139237	0.398493	3.818255
589	1	-16253.1	-16267.7	14.628	0.205783	0.178048	0.184587	0.181745	0.129518	0.105257	0.161777	0.197294	0.11874	0.17213	0.128453	0.101782	0.0854346	0.12172	0.112126	0.149434	0.143452	0.12357	0.140382	0.125157	0.0835122	0.147012	0.154049	0.0428895	0.0269451	0.00515515	0.0199165	0.00605169	0.0106401	0.00697279	0.00595305	0.0649455	0.0470931	0.00318517	0.0469692	0.00103546	0.0115515	0.00859708	0.0138684	0.0803949	0.000514093	0.000855408	0.0295408	0.286893	0.232346	0.0720006	0.0529936	0.346742	0.00902475	0.22864	0.236418	0.150835	0.384107	3.684038
590	0	-16348.8	-16362	13.1643	0.210769	0.163551	0.194872	0.168129	0.141669	0.171374	0.106716	0.0837676	0.190995	0.143495	0.111975	0.152435	0.142595	0.13207	0.137177	0.138798	0.135935	0.150917	0.13576	0.150737	0.122434	0.0962578	0.170481	0.0805524	0.0053315	0.00316212	0.0281191	0.037832	0.00554637	0.127378	0.0151595	0.0117933	0.0175939	0.00875409	0.00237703	0.0114827	0.0265804	0.0140584	0.00567075	0.0225068	0.00354935	0.00441792	0.0456263	0.277125	0.255584	0.0753459	0.0394755	0.336869	0.0156005	0.235612	0.242664	0.137319	0.384405	3.830402
591	1	-16243.4	-16258.1	14.6978	0.202069	0.189806	0.194965	0.152596	0.111372	0.0855719	0.142285	0.172216	0.126527	0.178679	0.136976	0.138033	0.093187	0.135381	0.117811	0.12785	0.151669	0.123137	0.160213	0.127736	0.0826928	0.124826	0.154049	0.0426779	0.0191556	0.00778954	0.0231432	0.00889883	0.00400578	0.0162157	0.00746194	0.0649455	0.0375891	0.0116487	0.0378499	0.00203173	0.00873082	0.00979072	0.0108239	0.0803949	0.000936116	0.000457599	0.0528563	0.282422	0.269365	0.0719703	0.0406804	0.329028	0.00653388	0.219572	0.230183	0.147929	0.402315	3.677052
592	0	-16348.3	-16362.9	14.5462	0.188328	0.16533	0.174151	0.174488	0.127114	0.167789	0.100929	0.0745299	0.189828	0.183447	0.114332	0.123916	0.135735	0.13908	0.143155	0.102255	0.163324	0.147876	0.133057	0.159792	0.120271	0.0824292	0.172789	0.0703225	0.00498798	0.000565621	0.0296166	0.0175522	0.00757715	0.0998463	0.0120155	0.00586674	0.0263955	0.00812507	0.0080881	0.000892428	0.0333907	0.0124344	0.00362912	0.0359792	0.00178121	0.000253319	0.0289491	0.269135	0.275608	0.0759288	0.04718	0.326918	0.00523088	0.223025	0.237987	0.149849	0.38914	3.692214
593	1	-16252.4	-16267.9	15.5293	0.19399	0.168692	0.17472	0.171458	0.102651	0.099782	0.132263	0.194782	0.114617	0.20444	0.13393	0.121956	0.0854704	0.115411	0.10871	0.135047	0.141951	0.111078	0.159452	0.117638	0.0686158	0.157018	0.152537	0.0332893	0.0175248	0.0191088	0.0191217	0.016042	0.00338828	0.0123466	0.00842682	0.0647598	0.0456278	0.00833847	0.041908	0.000870927	0.000660137	0.0148034	0.011025	0.0666081	0.00193427	0.000798898	0.0411109	0.28785	0.25869	0.0693036	0.0411351	0.336345	0.00667654	0.206328	0.241888	0.151987	0.399796	3.593901
594	0	-16346.3	-16359.5	13.1403	0.192429	0.186381	0.192657	0.171427	0.176432	0.178784	0.107513	0.0702561	0.183731	0.167162	0.122314	0.123279	0.139207	0.137075	0.156061	0.115734	0.148209	0.135803	0.142287	0.1675	0.119652	0.0824836	0.192928	0.092844	0.0107172	0.00222168	0.0280567	0.0320961	0.000924985	0.0948124	0.0121304	0.00438518	0.0217035	0.00605476	0.00615968	0.000573673	0.0240287	0.00896641	0.010713	0.021827	0.0049523	0.00345216	0.0368752	0.266397	0.273839	0.0721639	0.0535878	0.326486	0.00752654	0.24263	0.226286	0.129687	0.401397	3.8328
595	1	-16260.1	-16275.3	15.1746	0.203885	0.156195	0.17165	0.151602	0.0971219	0.0882634	0.146309	0.155074	0.140852	0.193007	0.145754	0.121956	0.0919581	0.123772	0.155857	0.13803	0.152809	0.117078	0.136035	0.112251	0.0808419	0.165363	0.180754	0.0381645	0.0180343	0.0138109	0.0157035	0.0182971	0.00286166	0.00874216	0.00495094	0.0551615	0.032308	0.0133307	0.0317397	0.00105583	0.00303785	0.0100825	0.012131	0.0748142	0.00111128	0.00244694	0.0451669	0.27667	0.27028	0.0812941	0.030501	0.332615	0.00864024	0.220783	0.231783	0.148392	0.399042	3.629368
596	0	-16349.2	-16361.9	12.6285	0.19854	0.190735	0.208855	0.178021	0.145531	0.151013	0.111673	0.0998559	0.228355	0.170604	0.0948744	0.124726	0.137064	0.12908	0.146161	0.12791	0.167827	0.135575	0.126804	0.173869	0.132166	0.100849	0.173128	0.0753992	0.00260992	0.000691766	0.0241367	0.0411244	0.00880597	0.103353	0.00380329	0.00208755	0.0209987	0.0147567	0.00422946	0.00978195	0.0268038	0.0137145	0.0129094	0.0238577	0.00243678	0.000458892	0.0388064	0.270445	0.287482	0.0685103	0.0456017	0.322952	0.00500885	0.221555	0.244543	0.126472	0.40743	3.883981
597	1	-16257.7	-16272.7	15.059	0.235177	0.174246	0.167174	0.155172	0.116195	0.0920759	0.139306	0.190409	0.113467	0.164822	0.12218	0.145615	0.0749206	0.129522	0.13147	0.132694	0.151177	0.139393	0.143515	0.127543	0.0823351	0.147017	0.143806	0.040052	0.0289839	0.00951943	0.0194586	0.013694	0.00166005	0.00887008	0.0130626	0.058234	0.0356421	0.00949394	0.0330387	0.00318778	0.014507	0.00497633	0.00395751	0.0712207	0.000668374	0.0104677	0.041005	0.278638	0.239596	0.0715983	0.0424708	0.347671	0.0200262	0.22514	0.229941	0.163328	0.381591	3.64093
598	0	-16349.6	-16362.2	12.6149	0.202345	0.168769	0.211931	0.184664	0.140806	0.180422	0.104965	0.099722	0.210888	0.156741	0.112613	0.131952	0.142177	0.168792	0.166724	0.123141	0.15993	0.142419	0.140414	0.156479	0.116121	0.0948998	0.179751	0.0945787	0.00171376	0.00092942	0.0212564	0.0252219	0.00221538	0.0888781	0.0258483	0.00727804	0.010831	0.0164536	0.00296661	0.00641033	0.0181614	0.015152	0.00578978	0.0227247	0.00209798	0.00188788	0.0182813	0.280921	0.27685	0.0691629	0.0501972	0.317186	0.00568307	0.227143	0.244155	0.122948	0.405754	3.885342
599	1	-16255.2	-16270.4	15.2575	0.216789	0.19269	0.210757	0.167963	0.11332	0.0899055	0.174189	0.174975	0.106916	0.17014	0.135771	0.115504	0.0861594	0.111162	0.111198	0.143611	0.150436	0.108732	0.125401	0.131301	0.0760607	0.133917	0.160578	0.0414568	0.0228082	0.00581041	0.0136906	0.0055114	0.00632954	0.00513441	0.00869981	0.0634248	0.0335267	0.013451	0.0310957	0.0014564	0.00844457	0.00594058	0.00682281	0.0777537	0.00092818	0.00564342	0.0556734	0.284602	0.241242	0.0689992	0.039464	0.356102	0.00959159	0.223841	0.220441	0.170298	0.38542	3.621079
600	0	-16347.5	-16360.4	12.9296	0.187564	0.181234	0.225887	0.17902	0.167957	0.150835	0.112943	0.0885529	0.19584	0.142093	0.0979842	0.106717	0.138885	0.164717	0.14787	0.123909	0.15993	0.144619	0.140975	0.179407	0.133518	0.0678674	0.157752	0.0881909	0.0137675	0.00297779	0.0215283	0.0262297	0.010375	0.107458	0.00503801	0.00705667	0.0281427	0.0160404	0.00469795	0.00299324	0.039383	0.0118382	0.00176667	0.035411	0.00166516	0.00150139	0.031731	0.273804	0.275018	0.0682054	0.0511448	0.318545	0.0132827	0.219203	0.237327	0.131534	0.411936	3.853869
601	1	-16256.5	-16272.2	15.6772	0.210621	0.171025	0.19321	0.147412	0.0998272	0.0820054	0.174189	0.18375	0.125687	0.192962	0.115927	0.122215	0.110936	0.119345	0.121126	0.131585	0.170731	0.111961	0.141247	0.140729	0.0754741	0.139359	0.133291	0.0487108	0.0198969	0.0087227	0.0178676	0.0054102	0.0038345	0.00185083	0.00681375	0.0504562	0.0242963	0.00488671	0.0345152	0.000532069	0.00810385	0.0159731	0.0146216	0.0518599	0.000784151	0.00177735	0.0435901	0.303282	0.244942	0.0731893	0.0469955	0.321961	0.00963057	0.219023	0.222881	0.15838	0.399716	3.579118
602	0	-16348.2	-16360.7	12.5153	0.187564	0.171757	0.204591	0.184453	0.139305	0.163079	0.117101	0.0935825	0.199049	0.17444	0.10265	0.117497	0.146612	0.140718	0.176417	0.136932	0.148427	0.156399	0.125218	0.154699	0.135029	0.0888004	0.171908	0.0701099	0.00997156	0.00202169	0.0308476	0.0269876	0.00690365	0.102189	0.0263341	0.0039266	0.020451	0.0114516	0.0120982	0.000347778	0.0249119	0.0149545	0.00031165	0.0275447	0.00890747	0.00474003	0.0540666	0.266172	0.28408	0.0696691	0.0485648	0.319999	0.0115148	0.227032	0.241191	0.129696	0.40208	3.895304
603	1	-16249.3	-16263.7	14.4019	0.226758	0.192937	0.19321	0.164692	0.102903	0.0944151	0.140033	0.206082	0.118619	0.171639	0.141614	0.128195	0.084077	0.142151	0.121532	0.115784	0.147417	0.146506	0.143633	0.145149	0.0720804	0.144754	0.14082	0.0487108	0.0336225	0.0049724	0.0241002	0.0146696	0.00700721	0.00644281	0.00931472	0.0490159	0.0402093	0.00674479	0.0445282	0.000860393	0.00775448	0.0133786	0.00916871	0.0570927	0.000702503	0.00379126	0.0395587	0.273528	0.284079	0.0610479	0.0472065	0.323969	0.0101702	0.234706	0.232317	0.132253	0.400723	3.706646
604	0	-16351.7	-16363.9	12.1723	0.210338	0.148059	0.231038	0.169551	0.166778	0.158582	0.135694	0.0977027	0.189966	0.134079	0.114912	0.146593	0.142132	0.151188	0.150574	0.136703	0.148427	0.1888	0.148763	0.14939	0.125323	0.0762564	0.161674	0.0854238	0.00319446	0.0030431	0.0304447	0.028916	0.0021187	0.114145	0.01256	0.00986443	0.0126993	0.0124752	0.00383631	0.00283267	0.0322764	0.0211157	0.00431753	0.0175689	0.00413426	0.00242297	0.0436867	0.270225	0.286305	0.0664578	0.0494214	0.319085	0.00850656	0.229638	0.249885	0.127874	0.392603	3.929598
605	1	-16258.7	-16273.1	14.3929	0.219071	0.177112	0.20231	0.164028	0.094716	0.076064	0.153097	0.212314	0.114471	0.181665	0.11811	0.132454	0.0832404	0.102307	0.151525	0.146247	0.14248	0.148637	0.141256	0.154839	0.0867227	0.138471	0.156316	0.0327043	0.0207378	0.0115601	0.00984883	0.00553582	0.0145854	0.0156858	0.00694636	0.049481	0.036532	0.00134237	0.0327675	0.00126224	0.00614573	0.00852866	0.0103966	0.0986096	0.00175517	0.000320977	0.045343	0.269284	0.288012	0.0589148	0.0426191	0.330221	0.0109488	0.222248	0.229447	0.145775	0.40253	3.707541
606	0	-16344.7	-16357.7	13.01	0.196435	0.170545	0.223961	0.168964	0.165669	0.159581	0.125788	0.0866629	0.16157	0.152022	0.110475	0.125104	0.131384	0.144593	0.136746	0.138059	0.194664	0.131696	0.133058	0.165639	0.130551	0.0898328	0.150325	0.0717394	0.014347	0.0013089	0.0340876	0.0361793	0.00629704	0.0971488	0.0160436	0.006313	0.0167945	0.00519983	0.0103854	0.0100965	0.0316924	0.0133406	0.0074301	0.0316464	0.00158864	0.00121408	0.0396575	0.262406	0.279412	0.0713721	0.0537169	0.32469	0.00840316	0.237443	0.236276	0.13483	0.391451	3.845836
607	1	-16253.9	-16266.8	12.8376	0.231446	0.189366	0.194151	0.195003	0.129469	0.0967977	0.158801	0.208618	0.106295	0.214931	0.160462	0.120427	0.0944203	0.138015	0.127809	0.12207	0.180773	0.172776	0.141011	0.133514	0.0781329	0.156645	0.128299	0.0368902	0.0213963	0.00641534	0.00895754	0.0121898	6.63387e-05	0.0112423	0.00520519	0.0518473	0.0343013	0.00416053	0.0356015	0.00169857	0.00412586	0.00887621	0.0164975	0.0720008	0.00017999	0.000279947	0.0519069	0.277333	0.250389	0.0683417	0.0466777	0.344281	0.0129768	0.236614	0.233113	0.145245	0.385028	3.863071
608	0	-16347.8	-16362.1	14.2812	0.201095	0.168966	0.190038	0.176676	0.14415	0.135251	0.088449	0.0909235	0.178183	0.184369	0.116225	0.129432	0.10901	0.132184	0.170252	0.115218	0.13993	0.136524	0.138561	0.174204	0.115808	0.0949224	0.140153	0.0706671	0.0126714	5.11913e-05	0.0263405	0.0325114	0.00731878	0.113152	0.0169401	0.0078319	0.0139151	0.0182579	0.0066287	0.00631775	0.0233151	0.0170318	0.00431317	0.038636	0.000621094	0.00342767	0.0282377	0.290202	0.270141	0.0685158	0.0445596	0.315939	0.0106429	0.227634	0.232484	0.139465	0.400418	3.718711
609	1	-16254.7	-16267.9	13.2803	0.21402	0.187572	0.193363	0.161247	0.120308	0.0919201	0.151976	0.181702	0.120831	0.180347	0.125515	0.151469	0.0968122	0.11952	0.131411	0.143487	0.148523	0.130589	0.14355	0.144187	0.108141	0.183716	0.144075	0.0436054	0.0199981	0.00339613	0.0179686	0.0118875	4.73824e-05	0.0154014	0.0122431	0.0571815	0.0346135	0.018895	0.0390904	0.00136339	0.00880732	0.00476656	0.0217079	0.0705892	0.000579112	0.000391625	0.0619847	0.271386	0.255832	0.0732332	0.052008	0.34196	0.00558128	0.228872	0.235603	0.132102	0.403423	3.818798
610	0	-16344.5	-16358.6	14.0695	0.195471	0.153416	0.191131	0.19257	0.158397	0.153994	0.0944096	0.10033	0.196535	0.176635	0.114709	0.133362	0.149681	0.14599	0.135764	0.133406	0.148073	0.13252	0.123671	0.147483	0.10909	0.0874409	0.152459	0.051501	0.0126714	0.00263334	0.0359651	0.0323758	0.00531528	0.108883	0.0139867	0.00377047	0.0217586	0.00705557	0.00217327	0.00425186	0.0233151	0.0220957	0.00225526	0.0211231	0.000741432	0.00244508	0.0390249	0.290852	0.25321	0.0730906	0.0473341	0.32503	0.0104836	0.223468	0.230923	0.142316	0.403293	3.73988
611	1	-16251.9	-16265.2	13.29	0.207605	0.197067	0.201027	0.164829	0.10873	0.0720553	0.151682	0.19896	0.107521	0.16762	0.140342	0.116003	0.0858166	0.133641	0.133026	0.141027	0.177918	0.154208	0.147712	0.126866	0.0903022	0.15319	0.152851	0.0578211	0.0392047	0.00901322	0.0307831	0.00832717	0.0042793	0.0105744	0.0205308	0.0595662	0.0364225	0.00849889	0.0439939	0.000657937	0.00237586	0.00414167	0.0176695	0.0755105	2.06229e-05	0.000215461	0.0582256	0.281509	0.274717	0.0669266	0.0396945	0.33029	0.00686331	0.23256	0.237105	0.141332	0.389003	3.817832
612	0	-16339.7	-16353.6	13.8934	0.203641	0.170279	0.233788	0.175879	0.133391	0.175432	0.10433	0.0770764	0.195987	0.146536	0.113803	0.125881	0.147287	0.127789	0.158365	0.122089	0.146105	0.130385	0.134103	0.163433	0.119228	0.0958633	0.147153	0.0760718	0.00365746	0.000395827	0.0322607	0.0218683	0.000162338	0.0952633	0.0154495	0.00203135	0.0205378	0.00436216	0.00789716	0.000510094	0.0381585	0.00519199	0.00638497	0.0390149	0.000737542	0.00217469	0.0375408	0.28586	0.269853	0.0737106	0.0431252	0.321206	0.00624555	0.217997	0.230052	0.139011	0.41294	3.757495
613	1	-16252.7	-16266.7	13.9425	0.222169	0.170935	0.206111	0.18536	0.103257	0.0915188	0.162621	0.205059	0.142829	0.197767	0.128087	0.115371	0.0818264	0.123816	0.104516	0.142993	0.172931	0.125468	0.160645	0.13327	0.0870068	0.143838	0.133183	0.0520415	0.0134937	0.00746991	0.0223894	0.0183258	0.00464017	0.00663363	0.00702902	0.0544427	0.0372872	0.00130567	0.0397736	0.00556524	0.00292598	0.0044312	0.0146158	0.0755105	0.00182444	0.000719298	0.0415849	0.273042	0.261655	0.0645898	0.049624	0.33804	0.0130486	0.224229	0.227717	0.139509	0.408545	3.752587
614	0	-16347.8	-16361.8	13.9321	0.214422	0.174812	0.199158	0.181819	0.1564	0.162519	0.104479	0.105806	0.187653	0.159154	0.112427	0.109591	0.123853	0.14622	0.131354	0.105065	0.145032	0.12894	0.142863	0.165083	0.120271	0.0930359	0.160738	0.0611327	0.0013176	0.00309671	0.0457833	0.0277385	0.00054785	0.105517	0.00671779	0.0158366	0.0272336	0.00123335	0.00810543	0.00365215	0.0283734	0.0163949	0.00993316	0.0200851	0.00459059	0.0019082	0.0337249	0.279184	0.280547	0.0666838	0.0457915	0.31214	0.0156538	0.223873	0.235444	0.139817	0.400865	3.753618
615	1	-16260.9	-16274.8	13.8938	0.177582	0.197371	0.207573	0.153967	0.124938	0.0923573	0.129806	0.2145	0.145024	0.174488	0.13792	0.125242	0.0774422	0.130114	0.118535	0.115913	0.165041	0.144328	0.133773	0.13706	0.107995	0.180309	0.136099	0.0624706	0.022935	0.00642233	0.0205406	0.000591304	0.0049202	0.0104267	0.00813367	0.0554561	0.0368161	0.0185482	0.0499832	0.00178864	0.00492211	0.0112457	0.0166743	0.0577998	0.00120549	0.00292107	0.0362718	0.280447	0.272195	0.0745252	0.0420198	0.321721	0.00909238	0.219954	0.240974	0.144649	0.394423	3.757453
616	0	-16348.3	-16362.7	14.3859	0.212269	0.189551	0.201369	0.184945	0.145462	0.190121	0.0957041	0.0868675	0.201216	0.161714	0.11044	0.126508	0.140354	0.113038	0.162282	0.137072	0.135183	0.127158	0.117853	0.177001	0.1256	0.0868723	0.132805	0.0498474	0.00314877	0.00273922	0.0282032	0.0195082	1.79555e-05	0.0885792	0.0100433	0.0103141	0.0123945	0.00813755	0.00089899	0.00168678	0.0155698	0.0131693	0.00993316	0.02712	0.000388953	0.00525768	0.0398965	0.286363	0.268984	0.0667149	0.0502688	0.320167	0.00750334	0.226555	0.230657	0.132569	0.410219	3.708239
617	1	-16256.4	-16270.8	14.3825	0.185476	0.180477	0.176808	0.167262	0.0886976	0.0859394	0.149832	0.204134	0.136493	0.190107	0.11063	0.122925	0.098719	0.097028	0.120551	0.14404	0.175007	0.135676	0.15375	0.14739	0.0874354	0.161099	0.145385	0.0467212	0.0326427	0.0157434	0.0167053	0.0067806	0.00542122	0.011936	0.00720808	0.0576939	0.0277987	2.1334e-05	0.040393	0.00325472	0.018096	0.00769776	0.0164041	0.0741639	0.00100286	0.00501979	0.0490133	0.283826	0.263193	0.0653784	0.0464419	0.33067	0.0104914	0.231818	0.23518	0.134369	0.398633	3.70858
618	0	-16341.6	-16355.9	14.3858	0.173923	0.178027	0.223188	0.17644	0.145462	0.181453	0.117473	0.0827834	0.168472	0.163129	0.109743	0.103671	0.139123	0.144149	0.150652	0.0988843	0.138226	0.140475	0.136116	0.153542	0.120941	0.0852254	0.156053	0.0791237	0.00870889	0.00451788	0.030563	0.0261364	0.00191237	0.105536	0.0135032	0.00256208	0.024712	0.00589151	0.00496017	0.00413334	0.0198043	0.00907088	0.00193256	0.0269846	0.00268475	0.000329289	0.0480326	0.28882	0.279385	0.0673065	0.040134	0.312242	0.0121134	0.225481	0.238385	0.132535	0.403598	3.708251
619	1	-16255.4	-16269	13.6169	0.220922	0.178525	0.197035	0.175114	0.100587	0.0914703	0.138127	0.212726	0.115757	0.214265	0.120858	0.115219	0.0890529	0.143609	0.133295	0.140114	0.155042	0.120011	0.145667	0.146538	0.0703751	0.160583	0.13131	0.0365816	0.0361889	0.00425243	0.0317607	0.00567079	0.00356984	0.015654	0.00720808	0.0651206	0.0275449	6.23611e-05	0.0551423	0.00478809	0.0168304	0.00781501	0.0137788	0.0923594	0.00371775	0.000790871	0.0401039	0.278451	0.261438	0.0634556	0.050696	0.340268	0.00569115	0.227906	0.234447	0.137175	0.400473	3.785143
620	0	-16355.8	-16367.9	12.0771	0.217383	0.178027	0.194569	0.170602	0.16912	0.173898	0.124515	0.0662441	0.196207	0.158897	0.129007	0.15734	0.152476	0.142663	0.155922	0.111827	0.165564	0.173247	0.11556	0.162836	0.139008	0.0830042	0.173813	0.0979752	0.0067139	8.21246e-06	0.0211074	0.0319053	0.00362162	0.0976094	0.014846	0.00515526	0.0221946	0.00656736	0.00810403	0.0136728	0.0161007	0.02969	0.00157513	0.0247675	0.00130191	0.00136758	0.0231117	0.280468	0.283206	0.0647334	0.0446946	0.322125	0.00477276	0.212434	0.243531	0.135933	0.408102	3.939125
621	1	-16251.1	-16265.1	13.9489	0.192583	0.185445	0.182753	0.162595	0.0841639	0.0894984	0.135571	0.210266	0.137117	0.194131	0.134986	0.13535	0.0790046	0.129623	0.135972	0.14301	0.15056	0.155036	0.147722	0.144928	0.0788341	0.154798	0.149403	0.0452806	0.037553	0.00324682	0.0130049	0.015364	0.00823516	0.00885136	0.00901792	0.0555384	0.0386071	1.30103e-05	0.0377835	0.00182826	0.011767	0.00398053	0.0071613	0.0924972	3.09079e-05	0.00181127	0.0470219	0.28677	0.247413	0.0701737	0.0500239	0.335757	0.00986274	0.219456	0.225542	0.153761	0.401241	3.751945
622	0	-16346.7	-16360.3	13.6374	0.214635	0.176274	0.192382	0.170514	0.149545	0.179917	0.103716	0.101991	0.174495	0.147792	0.130482	0.151086	0.145123	0.143295	0.142876	0.128568	0.142404	0.123145	0.153343	0.169073	0.116252	0.0788827	0.154285	0.0877997	0.0114806	4.76137e-05	0.0236397	0.0254907	0.00675715	0.088573	0.0123257	0.00822863	0.0134534	0.00483056	0.00377898	0.00437115	0.031344	0.00880074	0.00971131	0.0209255	0.00684093	0.000654556	0.023964	0.28348	0.273688	0.060861	0.0601705	0.317153	0.00464739	0.214806	0.241092	0.132427	0.411675	3.783093
623	1	-16250.6	-16265.1	14.5572	0.201506	0.172695	0.210063	0.147406	0.104992	0.0859214	0.157452	0.203182	0.115048	0.160752	0.124601	0.130833	0.0773062	0.130999	0.137376	0.141291	0.165253	0.143243	0.12617	0.126894	0.0846587	0.138966	0.13942	0.0452806	0.0107636	0.01549	0.0186558	0.00830568	0.00445546	0.014463	0.00522032	0.0689561	0.0490441	0.000903078	0.0549503	0.000737029	0.0110849	0.00648412	0.00512238	0.0853067	0.00110402	0.00133469	0.0574232	0.281117	0.256329	0.0662583	0.0387455	0.34291	0.0146391	0.224964	0.232684	0.14798	0.394372	3.691114
624	0	-16346.3	-16360.5	14.266	0.202555	0.193219	0.231552	0.188536	0.148743	0.160661	0.106748	0.0708306	0.189199	0.160512	0.106081	0.129934	0.123432	0.127163	0.135119	0.122664	0.131267	0.158015	0.120224	0.134614	0.121426	0.0789781	0.160359	0.075342	0.00499736	0.00226207	0.0187056	0.0273535	0.00692761	0.100233	0.0193696	0.0116614	0.0121811	0.00850748	0.00494076	0.00609733	0.0244282	0.0168001	0.00724594	0.0381098	0.00418377	0.000705882	0.0283546	0.278636	0.286926	0.0684415	0.0595632	0.299969	0.00646421	0.221212	0.236816	0.127223	0.414749	3.720238
625	1	-16262.8	-16276.7	13.9242	0.251995	0.171434	0.178173	0.176406	0.0991676	0.0959141	0.157452	0.213735	0.123233	0.15022	0.12329	0.162921	0.0886617	0.131819	0.127558	0.134442	0.17185	0.130439	0.124426	0.122159	0.072099	0.140633	0.164001	0.0449425	0.0287188	0.00484335	0.035791	0.00206241	0.00787871	0.00573542	0.00840217	0.051477	0.044852	0.000971408	0.0354577	0.00103217	0.0108166	0.0100509	0.0164341	0.0877567	0.00494034	0.00375044	0.0364676	0.273093	0.271012	0.0726028	0.0400957	0.33103	0.0121653	0.231314	0.243033	0.139143	0.38651	3.75441
626	0	-16351.8	-16364.8	12.9895	0.211657	0.182029	0.220015	0.170496	0.152328	0.173435	0.0969312	0.0860346	0.200532	0.160037	0.102507	0.12626	0.132736	0.135193	0.18123	0.130687	0.158112	0.134455	0.121147	0.182267	0.133991	0.0887312	0.15456	0.0763573	0.00381786	0.0077018	0.0274196	0.0259752	0.000464104	0.114809	0.0161668	0.00474138	0.018806	0.00583574	0.00439261	0.00401719	0.018738	0.0257789	0.00471468	0.0153153	0.000656272	0.012829	0.0239751	0.270334	0.289113	0.0675185	0.058281	0.302901	0.0118532	0.215619	0.241765	0.121269	0.421347	3.847884
627	1	-16254.9	-16268.1	13.1616	0.192608	0.208348	0.185108	0.164633	0.10714	0.0869216	0.14491	0.214566	0.145058	0.179935	0.129757	0.127328	0.0886632	0.131221	0.127891	0.132768	0.17185	0.127034	0.159385	0.137554	0.0965148	0.156574	0.165385	0.0536149	0.0281903	0.0191024	0.0223328	0.00882081	0.00939849	0.0105577	0.0141807	0.0432371	0.0267755	0.000470443	0.0458104	0.00507191	0.0159438	0.0102613	0.00715051	0.0742373	0.000487269	0.00158482	0.0522867	0.266824	0.289457	0.068894	0.040567	0.324862	0.00939547	0.225426	0.250129	0.13246	0.391986	3.830668
628	0	-16348.4	-16361.3	12.8938	0.204136	0.182029	0.216477	0.18117	0.153896	0.177003	0.114894	0.101685	0.154528	0.163369	0.113966	0.132643	0.132225	0.142361	0.139808	0.130687	0.170875	0.138954	0.125539	0.169633	0.121721	0.103703	0.147094	0.0795906	0.0155692	0.000454986	0.0353682	0.0333279	0.00149134	0.112035	0.025354	0.00602206	0.0200555	0.00382795	0.00436916	0.00445827	0.026034	0.0160729	0.00610726	0.0176808	0.000136347	0.00123367	0.0298637	0.290049	0.255579	0.0622091	0.0412119	0.340279	0.0106717	0.238373	0.230292	0.125974	0.405362	3.857449
