Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1540	-14390.6	-14283.1	-107.527	0.2468979	0.823638	0.734642	0.75162	0.574026	1.02745	0.65051	0.748578	1.09113	0.809014	0.592254	0.216111	0.204037	0.531874	0.447329	0.568604	0.479066	0.547639	0.339894	0.479226	0.255542	0.390146	0.174803	0.557137	0.0155031	0.0165983	0.24728	0.0155282	0.00108789	0.0056601	0.194327	0.00525343	0.0713359	0.0151952	0.0154975	0.0161551	0.00110129	0.181196	0.0507889	0.0224992	0.0190293	0.158078	0.00255324	0.00847771	0.0302216	0.112706	0.071699	0.0141168	0.744079	0.0271774	0.00197032	0.064459	0.494898	3.43867	0.379996	0.343643	0.0866062	0.189755	14.05742
1550	-14392.5	-14281.7	-110.839	0.250676	0.93173	0.730381	0.817579	0.484419	1.07228	0.574397	0.736861	0.993777	0.915369	0.597351	0.229967	0.171372	0.62368	0.477966	0.562552	0.539343	0.509112	0.313126	0.419846	0.324478	0.390146	0.152192	0.668874	0.0155328	0.0136987	0.295825	0.0475424	0.0137955	0.139521	0.18803	0.00530461	0.0181677	0.0253126	0.00573434	0.00293655	0.00429643	0.141096	0.0935859	0.000134893	0.0141745	0.104729	0.00932583	0.0130886	0.0305521	0.120657	0.0749643	0.0124697	0.752917	0.00843986	0.00214341	0.0671786	0.502909	3.42777	0.355288	0.341526	0.0988025	0.204383	14.38863
1560	-14393.6	-14281.7	-111.905	0.2393278	0.913991	0.748724	1.00112	0.665874	1.01912	0.328044	0.58247	1.00007	1.05453	0.630659	0.191272	0.335567	0.468019	0.412045	0.526896	0.502943	0.440491	0.305359	0.511147	0.248343	0.44395	0.198282	0.784611	0.004379	0.000996096	0.20899	0.0397708	0.00270356	0.0366954	0.292653	0.0329343	0.0239764	0.0304493	0.0496421	0.000496858	0.0150825	0.103844	0.219385	0.0379469	0.00284688	0.0639543	0.000630864	0.0143829	0.0332411	0.128728	0.0728273	0.0106451	0.740828	0.0137298	0.00165114	0.0590984	0.478433	3.46082	0.362013	0.342616	0.0902963	0.205075	14.49529
1570	-14384.3	-14272	-112.312	0.2424529	0.957249	0.804843	1.00561	0.741457	0.938872	0.507101	0.720887	0.967101	0.928964	0.585574	0.221809	0.24836	0.550681	0.457555	0.590147	0.465474	0.431659	0.332033	0.503648	0.340326	0.328389	0.111756	0.705482	0.00942211	0.04461	0.243364	0.0114732	0.00399475	0.0510589	0.249028	0.0116401	0.0195222	0.0414935	0.0034769	0.00185112	0.00336299	0.183127	0.0753867	0.0104971	0.00298829	0.100198	0.0100848	0.0143829	0.0309043	0.111111	0.0744575	0.0150458	0.754731	0.0137503	0.00177848	0.0612963	0.485297	3.45163	0.376227	0.3306	0.0960225	0.19715	14.53594
1580	-14391.1	-14284.9	-106.174	0.2251338	0.808582	0.669282	0.801021	0.626071	1.01929	0.474689	0.747814	0.923624	0.767955	0.544769	0.214182	0.332008	0.5158	0.494585	0.570379	0.446761	0.492471	0.359076	0.429986	0.27663	0.388627	0.172635	0.828527	0.0326792	0.00125654	0.140381	0.145893	0.0249407	0.00378545	0.235182	0.0131432	0.0128047	0.047971	0.00155093	0.00132723	0.016634	0.128325	0.126242	0.00199988	0.00935827	0.0427235	0.0282392	0.00291444	0.0273941	0.105583	0.0642783	0.0124094	0.773535	0.0168002	0.00114794	0.0494164	0.446036	3.5034	0.396505	0.316693	0.0994289	0.187373	13.92212
1590	-14385.8	-14278.5	-107.323	0.2287849	1.00483	0.848963	0.808517	0.640981	0.950056	0.434299	0.584711	0.816543	0.89595	0.618746	0.136781	0.269081	0.54204	0.407774	0.570379	0.468651	0.498588	0.331798	0.503283	0.262018	0.398499	0.124208	0.934494	0.00123269	0.004488	0.18948	0.0509794	0.00919937	0.00668454	0.303141	0.00273885	0.0129554	0.0467823	0.00328891	0.00999263	0.00531711	0.152364	0.0604535	0.00131463	0.00288058	0.112953	0.00324879	0.0064256	0.0280996	0.0980771	0.0732806	0.012187	0.772038	0.0163175	0.00126591	0.0518562	0.454562	3.49232	0.375029	0.336152	0.099164	0.189655	14.03711
1600	-14391.9	-14280	-111.932	0.2591307	0.853818	0.715801	0.972061	0.486273	0.950056	0.600411	0.756735	1.15785	0.967232	0.628721	0.231862	0.320842	0.552779	0.416358	0.570379	0.667589	0.422218	0.314672	0.391071	0.265514	0.341777	0.136866	0.661034	0.0099518	0.00490383	0.194962	0.0753504	0.0028827	0.0111545	0.201344	0.0624129	0.0149428	0.0535696	0.00102884	0.0149964	0.0549681	0.0941442	0.148581	0.0112386	0.000320722	0.130125	0.025256	0.00392928	0.0346512	0.132504	0.0709475	0.00818196	0.731767	0.0219486	0.00256489	0.0733587	0.520349	3.40373	0.363271	0.345984	0.0915863	0.199159	14.49798
1610	-14382.6	-14279.1	-103.503	0.2388719	0.694084	0.695	0.788708	0.544322	0.822824	0.458261	0.802433	1.0035	1.01017	0.534614	0.201428	0.239074	0.566585	0.426177	0.551038	0.550946	0.478455	0.277409	0.420983	0.301143	0.370223	0.129839	0.72076	0.0211373	0.0182761	0.194118	0.0680534	0.0037233	0.0487036	0.19259	0.00488686	0.00697129	0.0571887	0.00419963	8.56579e-05	0.0315177	0.134631	0.101928	0.00126715	0.00229587	0.155957	0.0138716	0.0056605	0.0289275	0.129585	0.083324	0.00861929	0.73778	0.0117636	0.00163307	0.0587795	0.477423	3.46216	0.369548	0.331845	0.0960063	0.2026	13.65504
1620	-14389.2	-14285.6	-103.643	0.2333288	0.705413	0.658682	0.78296	0.637833	0.86649	0.640712	0.830794	1.10849	0.884768	0.426677	0.193156	0.245445	0.561806	0.364644	0.554988	0.486266	0.554984	0.306341	0.403856	0.235106	0.387667	0.108654	0.640615	0.00346762	0.0203286	0.208016	0.0908042	0.00134758	0.0212122	0.200211	0.0300153	0.0111779	0.00341201	0.00183309	0.00209892	0.00425747	0.195231	0.0557224	0.00940356	0.0200907	0.122515	0.075596	0.00598118	0.0256488	0.129321	0.0831545	0.00917246	0.740702	0.012001	0.00142368	0.0549431	0.464986	3.47865	0.389469	0.334041	0.0939599	0.18253	13.66906
1630	-14399.1	-14288.7	-110.395	0.2427988	0.833957	0.835396	0.786161	0.558973	1.06828	0.673726	0.950738	0.849939	1.10332	0.607778	0.214782	0.263994	0.573425	0.33334	0.50846	0.492698	0.515503	0.355845	0.353578	0.266106	0.358095	0.199817	0.679987	0.00569077	0.0485252	0.207488	0.0415182	0.00123624	0.0237264	0.0914028	0.00301879	0.0546175	0.0357592	0.00623718	0.00181817	0.0449318	0.109038	0.122298	0.031886	0.000772902	0.104151	0.0143295	0.0119613	0.0217072	0.115543	0.088	0.0110412	0.748404	0.0153044	0.00179296	0.0615409	0.486051	3.45061	0.402457	0.318682	0.0978951	0.180966	14.3443
1640	-14395	-14285.5	-109.442	0.2486202	0.625102	0.812305	0.857374	0.680879	0.920287	0.521928	0.834751	1.10775	0.913328	0.624237	0.211471	0.292173	0.441019	0.452209	0.654749	0.429875	0.358871	0.339119	0.528682	0.250283	0.389239	0.1615	0.742438	0.0319836	0.00868302	0.251165	0.0446915	0.0361111	0.0237264	0.174844	0.0428575	0.0265484	0.0397071	0.0111905	0.00132559	0.0324637	0.119448	0.0445314	0.00133585	0.00102629	0.177328	0.000534572	0.0298894	0.0254596	0.119679	0.088979	0.00770392	0.737505	0.0206733	0.00204807	0.0656953	0.498567	3.43369	0.36311	0.344602	0.0959837	0.196304	14.24896
1650	-14390.5	-14290.1	-100.458	0.262388	0.648825	0.939991	0.651678	0.652428	0.914454	0.551159	0.617754	0.916962	0.751687	0.555958	0.213736	0.250547	0.484445	0.363949	0.548412	0.462951	0.484401	0.324582	0.499929	0.207164	0.415241	0.193267	0.614403	0.0133496	0.0171261	0.265078	0.0308917	0.0191511	0.0069577	0.206724	0.0305742	0.0377995	0.0215074	0.00143033	0.00129594	0.0341831	0.0928543	0.0966306	0.0434573	0.000514746	0.151277	0.00719007	0.00866378	0.0313261	0.119108	0.0880834	0.00652974	0.732785	0.0221673	0.00274007	0.0757709	0.526892	3.3946	0.366297	0.344179	0.0971898	0.192335	13.35058
1660	-14387	-14286.3	-100.704	0.2458644	0.620737	0.881202	0.807618	0.491537	1.06403	0.576311	0.639277	0.947033	0.871759	0.452131	0.213617	0.20407	0.587029	0.35957	0.639486	0.413734	0.487273	0.33803	0.388997	0.272615	0.287528	0.189018	0.559036	0.00275623	0.0314734	0.265078	0.0343321	0.0191511	0.0150476	0.206724	0.0214647	0.0294288	0.0103099	0.0192689	0.0124401	0.0176761	0.142739	0.0577325	0.0127441	0.00139443	0.174695	0.00719007	0.00188101	0.0349665	0.127947	0.0737771	0.00431508	0.740108	0.0188869	0.00192458	0.06372	0.492683	3.44167	0.368368	0.341531	0.098319	0.191781	13.37516
1670	-14382.9	-14276.9	-106.042	0.2408271	0.852466	0.761129	0.8019	0.494008	1.02929	0.461961	0.499328	1.08106	0.884088	0.619853	0.15725	0.217113	0.482827	0.442477	0.483072	0.486316	0.491306	0.350325	0.460715	0.224014	0.37075	0.126724	0.867504	0.000943217	0.0152237	0.27463	0.045253	0.00791652	0.07016	0.358775	0.0209087	0.0402519	0.00426758	0.0138521	0.00537221	0.0225841	0.102868	0.109262	0.0455775	0.0037121	0.102325	0.00366962	0.0159571	0.0265004	0.131594	0.0832203	0.0168171	0.732505	0.00936333	0.00171147	0.0601501	0.481738	3.4564	0.370603	0.342039	0.0961174	0.191241	13.90899
1680	-14403.5	-14292	-111.51	0.2569377	0.59447	0.789677	0.881535	0.44392	1.23994	0.410776	0.510696	1.0788	0.945916	0.643952	0.205333	0.30564	0.638589	0.42467	0.477829	0.479455	0.389519	0.34846	0.543599	0.25401	0.30184	0.15472	1.13116	0.00139217	0.0131344	0.253799	0.0670081	0.0118275	0.0326093	0.308749	0.00613566	0.00787712	0.0169255	0.0456924	0.00364047	0.0380215	0.0745124	0.121686	0.00711871	0.00650372	0.195543	0.00398665	0.0450808	0.0299503	0.136561	0.0822243	0.0178315	0.724054	0.00937838	0.00245098	0.071744	0.51589	3.40992	0.362301	0.344938	0.095671	0.19709	14.45575
1690	-14391.2	-14280.9	-110.294	0.2474192	0.717865	0.857664	0.897144	0.581213	0.926305	0.483278	0.730864	1.05349	0.912903	0.545782	0.178854	0.206287	0.544049	0.354904	0.5432	0.621651	0.426025	0.342796	0.589954	0.333489	0.28613	0.201783	0.825352	0.00822273	0.0245085	0.226466	0.104718	0.0125737	0.0289881	0.359776	0.00265916	0.0153087	0.0153074	0.000906454	0.0135041	0.0046123	0.060044	0.0693728	0.0101766	0.0117569	0.128244	0.048331	0.0276801	0.0316521	0.124872	0.0795035	0.0132004	0.739474	0.011298	0.00199365	0.0648326	0.496011	3.43716	0.377845	0.331733	0.0958572	0.194565	14.33414
1700	-14403.4	-14307.7	-95.6872	0.24746	0.56641	0.709577	0.673731	0.348249	0.946137	0.354701	0.831253	1.01767	0.710159	0.549046	0.197203	0.155959	0.507677	0.48738	0.539533	0.397331	0.368286	0.311592	0.388815	0.295589	0.324974	0.084554	0.659337	0.0201056	0.0245085	0.281924	0.0207085	0.00271667	0.0569132	0.375498	0.014205	0.020977	0.0309245	0.00608086	0.0011299	0.000356877	0.150433	0.0356056	0.0293936	0.00937831	0.290803	0.0738967	0.00275839	0.0339022	0.110769	0.0632941	0.0117096	0.769847	0.0104779	0.00199548	0.0648618	0.496098	3.43704	0.398394	0.308977	0.100872	0.191756	12.87348
1710	-14394.2	-14284.4	-109.866	0.2258188	0.667666	0.702943	0.91339	0.586227	1.17346	0.420064	0.424519	1.17881	0.823406	0.699629	0.190108	0.266674	0.485528	0.488402	0.612054	0.565341	0.530338	0.271371	0.545418	0.27802	0.340048	0.128844	0.694129	0.00735	0.0187278	0.243068	0.0345226	0.0074859	0.0264162	0.375498	0.0181345	0.000339246	0.0142777	0.0104474	0.000930629	0.027527	0.160275	0.0901255	0.0172791	0.00826418	0.184505	0.0563491	0.00343042	0.031135	0.0875939	0.0570775	0.0136045	0.80082	0.00976935	0.00116948	0.0498713	0.447646	3.50131	0.407501	0.311788	0.104019	0.176693	14.29134
1720	-14391.6	-14280.9	-110.783	0.2316127	0.764382	0.747886	0.743943	0.444145	0.942276	0.433547	0.591511	1.41701	0.823406	0.604357	0.213561	0.295096	0.546641	0.369039	0.640704	0.557339	0.483046	0.306488	0.414766	0.31878	0.484382	0.169846	0.954533	0.00308094	0.00479078	0.235584	0.00389268	0.0167394	0.0605302	0.380848	0.0257643	0.0243368	0.00117401	0.0150974	0.0073381	0.0247088	0.108818	0.0589051	0.00334611	0.000982321	0.102521	0.026114	0.0118511	0.0338806	0.0982906	0.0642711	0.0135049	0.777789	0.012264	0.00136265	0.0537709	0.461073	3.48379	0.380644	0.325419	0.105836	0.188101	14.38311
1730	-14392.8	-14283.5	-109.296	0.2264485	0.904086	0.691899	0.960353	0.595319	0.85887	0.560039	0.864902	1.05463	0.840676	0.63864	0.201784	0.273903	0.478329	0.347122	0.609285	0.513349	0.431011	0.331582	0.458945	0.269977	0.300148	0.190602	0.898949	0.0189062	0.0224951	0.273883	0.00421921	0.0084229	0.066852	0.127328	0.0114711	0.0095798	0.0340873	0.0275094	0.00174728	0.0155343	0.0795437	0.0854119	0.0224253	0.0229761	0.0967508	0.0293046	0.00155207	0.035117	0.10294	0.0631382	0.00624565	0.782268	0.0102905	0.00118953	0.0502906	0.449121	3.4994	0.386123	0.328575	0.102726	0.182576	14.2344
1740	-14394.7	-14283.1	-111.634	0.2347648	0.983826	0.757387	0.887924	0.632559	0.827194	0.619597	0.794973	0.968571	1.05836	0.500392	0.22117	0.341702	0.640571	0.47108	0.507458	0.430705	0.456454	0.315103	0.473928	0.367134	0.417984	0.183677	0.677842	0.00234482	0.0217742	0.219272	0.0166217	0.00241111	0.00529477	0.167675	0.0292412	0.0857603	0.0340873	0.000654212	0.00506629	0.00364697	0.117164	0.0358269	0.0195455	0.00116754	0.137519	0.023171	0.00429371	0.0298087	0.109415	0.0711434	0.0114466	0.771395	0.00679135	0.00147611	0.0559297	0.468237	3.47436	0.398463	0.319691	0.0890822	0.192764	14.46813
1750	-14385.5	-14269.4	-116.16	0.2336865	0.908168	0.772941	0.933568	0.684063	1.12448	0.714475	0.731842	1.029	0.959322	0.660698	0.192575	0.210747	0.492049	0.378561	0.615287	0.502023	0.55073	0.326261	0.500596	0.250389	0.377753	0.187784	0.817003	0.00586198	0.00118834	0.307089	0.0146499	0.0023624	0.0226254	0.106861	0.0153037	0.0134191	0.0390292	0.00475409	0.00934591	0.00455809	0.101988	0.153578	4.93457e-06	0.00409145	0.083908	0.0863381	0.0235276	0.0290797	0.103785	0.067277	0.01139	0.781221	0.00724789	0.00143662	0.0551884	0.465798	3.47758	0.399983	0.319646	0.0951979	0.185174	14.9208
1760	-14396.7	-14280.8	-115.828	0.2282879	0.879429	0.765529	0.919475	0.722565	1.02163	0.668361	0.741236	1.09365	0.952927	0.706017	0.309202	0.262748	0.49063	0.379542	0.526408	0.601418	0.362687	0.285076	0.552368	0.287882	0.426374	0.141449	0.77036	0.00122115	0.0180176	0.171942	0.0413927	0.0231757	0.0152353	0.15336	0.130303	0.0173885	0.00638672	0.00582605	0.0144422	0.00941498	0.109233	0.074327	0.00012664	0.00870109	0.165162	0.0101099	0.0448073	0.0310099	0.110334	0.0664618	0.0159708	0.771754	0.0044699	0.00124939	0.0515219	0.453409	3.49382	0.384504	0.331271	0.0968271	0.187398	14.88754
1770	-14393.6	-14289.2	-104.409	0.2455345	0.676296	0.752802	0.667996	0.469126	1.16523	0.664015	0.855284	0.920571	0.852448	0.613895	0.242374	0.239103	0.470274	0.314073	0.523559	0.536345	0.434852	0.289424	0.445604	0.241619	0.360467	0.185896	0.785069	0.0164964	0.00891797	0.145951	0.0384172	0.0221964	0.0324536	0.180976	0.0235686	0.0267586	0.0116882	0.014294	0.00828649	0.0438464	0.129321	0.0867854	0.000928292	0.0101479	0.173164	0.0573296	0.00779032	0.0322705	0.108701	0.0658337	0.0155726	0.760334	0.0172882	0.00191013	0.0634846	0.491974	3.44263	0.383695	0.340833	0.0927778	0.182694	13.74564
1780	-14379.6	-14278	-101.578	0.2397352	0.725928	0.820041	0.757116	0.554	0.938852	0.523602	0.778286	0.929262	0.797015	0.511483	0.167111	0.191414	0.589028	0.416526	0.478184	0.441817	0.455258	0.289424	0.439633	0.31163	0.375356	0.212	0.68916	0.0375683	0.0113743	0.185322	0.0747307	0.0132744	0.0274405	0.230281	0.00327246	0.0539662	0.0280153	0.00710571	0.0105101	0.00709742	0.141283	0.0666763	0.0225711	0.00192353	0.134546	0.0127432	0.000720553	0.0315956	0.123804	0.0770552	0.0122677	0.744433	0.0108443	0.00166739	0.0593837	0.479333	3.45962	0.374711	0.339631	0.0971961	0.188461	13.46255
1790	-14388.2	-14283.5	-104.638	0.2493063	0.774727	0.678258	0.919413	0.661786	0.858343	0.523602	0.722194	0.911321	1.00049	0.62671	0.264506	0.255877	0.440898	0.427615	0.387074	0.499999	0.405418	0.269944	0.43198	0.315364	0.446653	0.18622	0.743358	0.010242	0.0233649	0.185322	0.0635595	0.00189217	0.0453333	0.218051	0.0222393	0.0202906	0.0161008	0.016669	0.00285462	0.00254834	0.134754	0.0797203	0.0395816	0.00157042	0.109897	0.0183651	0.00442334	0.0275924	0.102353	0.0753253	0.0126207	0.771967	0.0101416	0.00207958	0.0661894	0.50002	3.43171	0.382961	0.316761	0.108326	0.191952	13.76853
1800	-14385.2	-14276.2	-108.944	0.243442	0.776372	0.803766	0.682916	0.606261	1.0707	0.611175	0.710622	1.07774	0.972321	0.583182	0.191108	0.310834	0.486207	0.389736	0.574891	0.538242	0.497441	0.266418	0.513511	0.321246	0.37816	0.181885	0.627421	0.00496408	0.0129962	0.264208	0.0073959	0.0127944	0.0366655	0.209061	0.00420122	0.0285815	0.0073002	0.010585	0.0438494	0.0260222	0.131546	0.07344	0.0192356	0.00612295	0.0835254	0.0430481	0.0015101	0.030695	0.106121	0.0726094	0.0133095	0.77097	0.00629481	0.00182008	0.0619964	0.48745	3.44873	0.38621	0.32285	0.109261	0.181679	14.19921
1810	-14384.7	-14277.2	-107.532	0.2434478	0.859572	0.825757	0.779581	0.665925	0.865822	0.513157	0.569981	1.17478	0.896816	0.606805	0.247669	0.253108	0.598827	0.389604	0.574825	0.464412	0.377191	0.360065	0.477221	0.25452	0.354127	0.145546	0.675257	0.0158208	0.00818609	0.258618	0.0386048	0.0104534	0.0167839	0.30166	0.00838243	0.0285815	0.0326761	0.0319173	0.00757212	0.0133789	0.163701	0.0475775	0.01934	0.002613	0.109557	0.00946927	0.0024995	0.0305009	0.107726	0.0747542	0.00498965	0.76928	0.012749	0.00182033	0.0620006	0.487463	3.44872	0.379969	0.326663	0.101281	0.192087	14.05796
1820	-14383.6	-14284.7	-98.9735	0.2428145	0.66703	0.839031	0.818725	0.506753	0.958779	0.586895	0.695641	1.00966	0.821096	0.450354	0.179386	0.222717	0.455003	0.358159	0.448217	0.491635	0.513886	0.306094	0.41441	0.273117	0.34705	0.0950637	0.590714	0.00112906	0.0266913	0.222795	0.0698447	0.00177239	0.0945909	0.186585	0.0049205	0.0698262	0.0375657	0.00378609	0.00343673	0.00791111	0.175614	0.0665573	0.0353509	0.00364803	0.126407	0.0127512	0.00151133	0.0331477	0.116929	0.0722958	0.0103813	0.753176	0.0140707	0.00179362	0.061552	0.486085	3.45057	0.370501	0.342531	0.0933281	0.193641	13.20211
1830	-14387.7	-14276.9	-110.779	0.229458	0.771678	0.668498	0.83177	0.520848	0.948256	0.520149	0.75445	0.946929	1.04371	0.65863	0.24738	0.382044	0.491525	0.381932	0.505981	0.480211	0.45419	0.362707	0.547843	0.33548	0.379747	0.127895	0.84433	0.000281949	0.00334376	0.187967	0.0107227	0.000703203	0.00495055	0.375697	0.0230848	0.0421894	0.0375657	0.010272	0.00830682	0.0336861	0.0973559	0.121683	0.0405622	0.00119008	0.144495	0.0216354	0.0108189	0.031096	0.108928	0.0699519	0.013341	0.771368	0.00531523	0.0012885	0.05231	0.456119	3.49028	0.364646	0.341109	0.100548	0.193696	14.3827
1840	-14391.5	-14272.7	-118.799	0.2255758	0.827489	0.981457	0.928022	0.593983	1.13075	0.520149	0.820548	1.13068	0.976813	0.601284	0.203092	0.239411	0.593168	0.381932	0.518969	0.508466	0.484862	0.421917	0.595438	0.250984	0.287651	0.137847	0.772743	0.0207646	0.0322763	0.257643	0.0213461	0.000331767	0.0254838	0.292905	0.0230848	0.0148117	0.00294056	0.0331986	0.00329185	0.0194456	0.151855	0.103879	0.0590842	0.00988826	0.144495	0.0583861	0.00193149	0.0350231	0.107843	0.063866	0.0128937	0.77534	0.00503486	0.00116181	0.0497098	0.447075	3.50205	0.374836	0.336784	0.0984261	0.189953	15.18469
1850	-14382.5	-14278.5	-104.043	0.2343659	0.682586	0.773362	0.831118	0.520879	0.962404	0.511323	0.691095	1.00098	0.878179	0.486846	0.216008	0.225048	0.449097	0.372579	0.508209	0.49101	0.41791	0.321472	0.411641	0.248082	0.374794	0.186781	0.74462	0.0026253	1.77936e-05	0.299166	0.0213461	0.00418758	0.0254838	0.386525	0.0646434	0.025022	0.00722991	0.029645	0.00072281	0.0643877	0.135788	0.103879	0.0435997	0.00030189	0.153901	0.032964	0.0016371	0.0313269	0.101107	0.0658675	0.015061	0.778134	0.00850323	0.00146142	0.0556552	0.467336	3.47555	0.38503	0.328927	0.100522	0.185521	13.7091
1860	-14381.7	-14282.2	-99.5055	0.2327364	0.810043	0.661839	0.81493	0.488625	0.941758	0.534049	0.599675	1.00538	0.798588	0.428501	0.190454	0.251468	0.52553	0.38142	0.460284	0.528693	0.468475	0.298307	0.528604	0.262588	0.356669	0.180818	0.619626	0.00120233	0.0101939	0.194979	0.0879659	0.000982742	0.0667611	0.285875	0.010997	0.000141344	0.000742962	0.00364943	0.0194648	0.00415944	0.135788	0.0728081	0.0216825	0.000320279	0.144073	0.0241424	0.0330643	0.0316519	0.110328	0.0665509	0.0135465	0.76897	0.00895342	0.00140241	0.0545376	0.463638	3.48042	0.401753	0.31253	0.0997457	0.185971	13.25531
1870	-14380.1	-14271	-109.124	0.2360134	0.896128	0.748009	0.74846	0.577016	1.00548	0.536287	0.685248	1.17983	0.994492	0.496709	0.265138	0.312969	0.64527	0.377456	0.522743	0.575449	0.430644	0.303281	0.454483	0.246314	0.390791	0.135678	0.681906	0.00130303	0.000192306	0.174362	0.041075	0.00406306	0.0205788	0.238288	0.0129621	0.0206502	0.049555	0.00694762	0.00747236	0.00366039	0.132857	0.132372	0.035894	0.00316468	0.10106	0.00159084	0.0192822	0.0325488	0.109524	0.0694477	0.0182031	0.763372	0.00690416	0.00152273	0.0567918	0.471047	3.47064	0.37506	0.334569	0.0974903	0.192881	14.21712
1880	-14382.4	-14274.1	-108.238	0.2616481	0.737668	0.731906	0.760998	0.476388	0.931494	0.569917	0.685248	1.22637	0.95968	0.543976	0.212386	0.262385	0.469429	0.510741	0.526932	0.532246	0.45963	0.26893	0.512499	0.28585	0.313447	0.125505	0.842046	0.00672683	0.0119757	0.248735	0.0596895	0.00713241	0.0329648	0.234348	0.029601	0.00572778	0.0322697	0.00372407	0.00303903	0.0025515	0.11428	0.11648	0.0444685	0.000427475	0.187878	0.0281927	0.0127279	0.0315938	0.109153	0.074597	0.00802408	0.760784	0.0158476	0.00269965	0.0752215	0.525414	3.39666	0.375359	0.335189	0.10079	0.188662	14.12861
1890	-14384.3	-14277.5	-106.799	0.2329101	0.795946	0.679461	0.720306	0.509792	1.09346	0.65355	0.780293	1.10038	0.822714	0.603766	0.250608	0.262385	0.436376	0.362219	0.646609	0.567641	0.44751	0.3176	0.485607	0.209093	0.352338	0.145919	0.673404	0.0321331	0.00774815	0.218215	0.0137119	0.0270661	0.001221	0.206278	0.0300602	0.00561883	0.0271061	0.00486707	0.00780432	0.0468631	0.114254	0.132685	0.00469424	0.000555565	0.140734	0.0335916	0.0125043	0.0231848	0.112812	0.0783887	0.00971562	0.759521	0.0163787	0.00140862	0.0546564	0.464034	3.4799	0.386382	0.335871	0.0959509	0.181796	13.98469
1900	-14401.2	-14289.8	-111.344	0.2339457	0.952094	0.850521	0.907283	0.606165	0.808394	0.579027	0.737981	1.29084	0.880818	0.513018	0.141181	0.175028	0.59967	0.412556	0.681369	0.511325	0.4181	0.320912	0.440923	0.321922	0.370803	0.215984	0.698254	0.0290724	0.00632441	0.237919	0.0244667	0.00579864	0.0228173	0.12606	0.00819066	0.0107607	0.0720999	0.0149235	0.0070088	0.0786929	0.169297	0.0199085	0.00331663	0.0130858	0.117715	0.0327444	0.00474731	0.029198	0.132652	0.070983	0.0130328	0.732013	0.0221214	0.00144605	0.0553663	0.466385	3.4768	0.377092	0.338715	0.0923936	0.1918	14.43912
1910	-14397.6	-14283	-114.638	0.2426853	0.784377	0.762016	1.02097	0.69057	0.818606	0.656635	0.884173	0.962428	1.04102	0.726168	0.243201	0.305228	0.525014	0.403863	0.723325	0.54355	0.456636	0.30976	0.40451	0.332853	0.363683	0.178785	0.597439	0.0125346	0.00766112	0.18103	0.113426	0.00349287	0.0175374	0.17027	0.0227537	0.0171497	0.0275731	0.0502087	0.0141725	0.000134525	0.149725	0.0571876	0.0081607	0.0102261	0.145743	0.0226219	0.00214386	0.0261127	0.1233	0.0768507	0.0151454	0.753688	0.00490258	0.0017882	0.0614606	0.485804	3.45095	0.363703	0.349641	0.0851646	0.201492	14.76857
1920	-14383.6	-14273.3	-110.23	0.2312953	0.734888	0.82138	0.908592	0.550065	0.998634	0.577842	0.762194	1.16239	0.836169	0.540618	0.200632	0.252635	0.511105	0.46573	0.594877	0.526685	0.544078	0.296618	0.503801	0.259387	0.349185	0.181852	0.661698	0.00475678	0.0079334	0.22781	0.0224871	0.0236769	0.029098	0.248836	0.0380938	0.0413684	0.0223593	0.000997195	0.00913011	0.000454269	0.0972206	0.128564	0.0081607	0.00807178	0.117951	0.0402202	0.0095582	0.0257993	0.12947	0.0756473	0.0105471	0.741887	0.0166496	0.00135155	0.0535549	0.460346	3.48475	0.360987	0.351604	0.087422	0.199987	14.3278
1930	-14390.9	-14269.9	-121.029	0.226218	0.921951	0.985526	0.714241	0.72218	1.0075	0.515752	0.758208	1.22652	0.936092	0.673033	0.134344	0.259034	0.509014	0.443222	0.544736	0.646245	0.52927	0.408208	0.532206	0.305099	0.36475	0.145779	0.88195	0.0216813	0.0077445	0.300167	0.0573282	0.00054236	0.0260226	0.297256	0.0157759	0.00439915	0.0295123	0.00994535	0.0128932	0.0168533	0.202993	0.086646	0.0488169	0.00353491	0.0589706	0.040309	0.00141953	0.0272941	0.112167	0.0733079	0.0122904	0.761991	0.0129501	0.00118217	0.050137	0.448582	3.5001	0.363906	0.347071	0.0964931	0.19253	15.40767
