Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
6070	-14393.5	-14271.7	-121.731	0.2141033	0.915659	0.940295	0.857973	0.658857	1.18502	0.666629	0.877011	1.24424	0.852167	0.648288	0.229556	0.242233	0.618678	0.385532	0.669026	0.546013	0.497104	0.383247	0.498572	0.319423	0.395532	0.206672	0.75981	0.0215202	0.0142489	0.196918	0.00568511	0.0104228	0.0402604	0.105789	0.00565976	0.0203185	0.0208906	0.00454203	0.00433259	0.0194296	0.141532	0.12165	0.0105725	0.00359116	0.0899192	0.0125307	0.0304942	0.0217262	0.100722	0.0831323	0.00779946	0.775507	0.0111132	0.000837041	0.0422872	0.419455	3.53742	0.380907	0.333695	0.105224	0.180173	15.47785
6080	-14396.9	-14270.2	-126.67	0.224583	1.07899	0.832553	0.827364	0.76474	1.01481	0.699455	0.785746	1.56654	0.957935	0.712999	0.2679	0.309752	0.622425	0.405775	0.549181	0.564192	0.483821	0.380431	0.569868	0.31441	0.359786	0.141364	0.807452	0.00433483	0.00508807	0.19559	0.0169152	0.0175617	0.015084	0.185087	0.0433438	0.00380986	0.0285759	0.00152327	0.00833072	0.00704364	0.113491	0.147506	0.0773088	0.00315486	0.0416275	0.0375399	0.00137617	0.0213843	0.106053	0.0724051	0.0165573	0.773042	0.0105584	0.00113081	0.0490516	0.444738	3.50508	0.379266	0.332233	0.0941011	0.1944	15.97179
6090	-14385.6	-14267.5	-118.182	0.2309015	0.76437	0.751157	0.890937	0.551314	1.10802	0.455597	0.772498	1.10395	1.05316	0.681987	0.207427	0.253922	0.515913	0.456323	0.512182	0.660303	0.513161	0.3793	0.533226	0.326019	0.427151	0.169817	0.955554	0.00319323	0.0120798	0.236072	0.0395674	0.00794774	0.111763	0.222408	0.0434032	0.000106092	0.00387769	0.00866318	0.00440427	0.010988	0.135094	0.0908319	0.000334749	0.00166328	0.111162	0.0341539	0.00200129	0.0267649	0.0995672	0.0747525	0.0144588	0.780569	0.00388748	0.00133787	0.0532873	0.459443	3.48593	0.377428	0.339972	0.0949986	0.187602	15.123
6100	-14391.8	-14280.5	-111.278	0.2307276	0.761363	0.819623	0.899641	0.571908	1.06902	0.680872	0.615892	1.0205	0.973471	0.572303	0.1698	0.246856	0.463486	0.306493	0.574378	0.586427	0.612703	0.36309	0.455122	0.272273	0.399709	0.16883	0.68013	0.00205656	0.00695331	0.255924	0.0216274	0.00985785	0.0238467	0.247615	0.0502034	0.00491847	0.0115887	0.0332328	0.0356423	0.0162105	0.130576	0.0659734	0.0141902	0.00175937	0.156736	0.0575645	0.00223885	0.029541	0.106399	0.0753637	0.0163874	0.766439	0.0058699	0.00133186	0.0531693	0.459044	3.48646	0.368629	0.330682	0.102735	0.197955	14.43261
6110	-14386.7	-14281.4	-105.291	0.238781	0.75708	0.870265	0.952354	0.44246	0.977063	0.356408	0.608588	0.996399	0.818042	0.504069	0.198253	0.246856	0.518534	0.470717	0.574378	0.517775	0.441412	0.255059	0.551431	0.294463	0.341917	0.185847	0.674057	0.00261176	0.00758851	0.314065	0.0636418	0.0111611	0.0692625	0.273174	0.0330486	0.0146791	0.0336114	0.00118235	0.0249633	0.0119299	0.14982	0.0819517	0.0277866	0.00238887	0.138136	0.018906	0.000507478	0.0396805	0.1232	0.0652417	0.0167885	0.746884	0.00820485	0.00162948	0.058716	0.477222	3.46243	0.364232	0.341383	0.0944992	0.199885	13.83384
6120	-14389	-14280.5	-108.494	0.2361598	0.723268	0.703226	0.835181	0.608293	0.977692	0.500929	0.7033	1.19718	0.784255	0.49229	0.15637	0.263165	0.523014	0.441583	0.53396	0.647803	0.432037	0.274986	0.514493	0.275369	0.31691	0.181568	0.820858	0.00366276	0.000278998	0.312671	0.0374444	0.00679446	0.0672687	0.258745	0.0387214	0.000670104	0.0412454	0.000771107	0.0337745	0.00086424	0.129243	0.0475677	0.0277866	0.00219022	0.161324	0.0508009	0.0246372	0.0375393	0.126121	0.0690297	0.0068027	0.748346	0.0121616	0.00152826	0.0568932	0.471376	3.4702	0.361683	0.343096	0.100339	0.194882	14.1542
6130	-14391.1	-14286	-105.036	0.2374893	0.758352	0.693527	1.01004	0.584095	0.875328	0.505289	0.858462	1.1611	0.847781	0.60801	0.249702	0.245023	0.551824	0.270818	0.449427	0.428297	0.432037	0.303257	0.515074	0.244088	0.371075	0.133651	0.728112	0.0194312	0.00169954	0.234895	0.0249012	0.00157587	0.0219489	0.181301	0.00271379	0.0262376	0.0195767	0.0345762	7.94165e-05	0.00223074	0.129243	0.0789207	0.00697125	0.0144575	0.0659188	0.109401	0.00788781	0.0316419	0.115241	0.0698465	0.00721866	0.757201	0.0188516	0.00157907	0.0578157	0.474349	3.46626	0.382595	0.323154	0.0998209	0.19443	13.80833
6140	-14391.8	-14281	-110.814	0.2439897	0.885412	0.74082	0.925407	0.606724	0.798236	0.560937	0.781173	1.04024	0.88009	0.551418	0.270712	0.284283	0.594921	0.409166	0.441891	0.550058	0.379587	0.349072	0.448361	0.293493	0.486118	0.204831	0.816879	0.00990824	0.0022397	0.176428	0.0939954	0.013009	0.0206795	0.22228	0.00271379	0.0387665	0.0433582	0.000244171	0.00299142	0.0226679	0.172405	0.0795431	0.0257	0.0178761	0.129974	0.0043219	0.00721418	0.0303838	0.121167	0.0656185	0.00752068	0.756506	0.018804	0.00184338	0.062385	0.488638	3.44713	0.38707	0.328737	0.0955268	0.188666	14.38615
6150	-14397.2	-14286.4	-110.818	0.2456844	0.639528	0.828768	0.910773	0.506076	0.947915	0.48137	0.694589	0.943691	0.957514	0.540884	0.167383	0.374078	0.631874	0.515727	0.555947	0.569655	0.482598	0.375314	0.604641	0.275907	0.376749	0.1295	0.618634	0.024744	0.0230728	0.229219	0.154149	0.00818281	0.13537	0.181642	0.00335267	0.00923429	0.0212276	0.0131789	0.00227586	0.00321115	0.181876	0.0632028	0.0257	0.00453604	0.126906	0.0329597	0.0134084	0.03245	0.107347	0.0638566	0.00977066	0.766149	0.0204267	0.00191669	0.0635915	0.492296	3.4422	0.379894	0.336517	0.0929302	0.190659	14.38657
6160	-14394.1	-14285.5	-108.666	0.2294106	0.628172	0.710204	0.745659	0.530518	1.02451	0.461245	0.766231	1.01804	0.993312	0.656669	0.227404	0.223786	0.493233	0.349093	0.542629	0.562815	0.468919	0.314728	0.39076	0.316038	0.361407	0.236018	0.789957	0.0321023	0.0272787	0.255775	0.0781543	0.00591581	0.00494095	0.382208	0.0395527	0.0502356	0.0408419	0.00831138	0.00342486	0.00121827	0.114423	0.0986061	0.00121628	0.0109678	0.196148	0.000657108	0.00808176	0.0335717	0.129586	0.0622399	0.00920187	0.746678	0.018722	0.00128691	0.052278	0.45601	3.49043	0.388762	0.328856	0.0899434	0.192438	14.17141
6170	-14389.3	-14276.7	-112.583	0.2401682	0.712221	0.8383	0.828176	0.579666	1.18273	0.542812	0.672286	1.12408	0.938721	0.483813	0.229274	0.203575	0.510325	0.41221	0.60258	0.555331	0.454012	0.31291	0.449595	0.189156	0.316448	0.207518	0.780477	0.0159918	0.00059079	0.337199	0.0187883	0.00649079	0.0063455	0.393665	0.0350019	0.022502	0.012067	0.0130442	0.0101429	0.0216721	0.172305	0.111482	0.00869176	0.0160086	0.221579	0.0117893	0.00146595	0.0334945	0.135644	0.0724802	0.0119832	0.734097	0.0123018	0.00168478	0.0596873	0.480288	3.45834	0.366516	0.342497	0.0928383	0.198149	14.56304
6180	-14389.6	-14291.2	-98.3816	0.2337051	0.601299	0.739351	0.735973	0.479307	0.995559	0.461139	0.606879	1.15913	0.911475	0.603339	0.186154	0.241834	0.467296	0.322895	0.560781	0.483699	0.399554	0.262612	0.383248	0.181975	0.344589	0.154967	0.631789	0.00523357	0.00294277	0.358574	0.00710059	0.0121816	0.0109002	0.267911	0.0286418	0.0463099	0.0126116	0.0245599	0.0048681	0.0166047	0.0566862	0.125336	0.0649277	0.000115517	0.129223	0.0520541	0.00129592	0.0330763	0.138541	0.074056	0.011944	0.728751	0.0136319	0.0014373	0.0552011	0.46584	3.47752	0.372794	0.339058	0.0988756	0.189272	13.14292
6190	-14388	-14292.9	-95.1205	0.2550196	0.594685	0.692796	0.714266	0.474494	1.05319	0.432059	0.54391	1.14736	0.911475	0.479008	0.236012	0.214375	0.427327	0.356155	0.560315	0.445209	0.41606	0.237655	0.380211	0.198035	0.344318	0.125186	0.737231	0.00997218	0.00399715	0.308958	0.0147684	0.00109815	0.0723424	0.230833	0.0033208	0.0222626	0.0295141	0.0179239	0.0143365	0.0175929	0.107888	0.110958	0.00949535	0.00351449	0.0829906	0.0173738	0.0163428	0.0364964	0.139226	0.0715227	0.0197202	0.722651	0.0103837	0.002354	0.0703382	0.511952	3.41536	0.374413	0.340921	0.0984484	0.186218	12.81681
6200	-14382.8	-14288.9	-93.9172	0.2562155	0.541487	0.657759	0.712478	0.474494	0.938872	0.582704	0.611189	0.994624	0.915796	0.482159	0.162109	0.214825	0.51466	0.433478	0.454833	0.467049	0.371028	0.296996	0.45065	0.27899	0.350828	0.0810694	0.764039	0.0184022	0.0161244	0.270404	0.0171062	0.0147579	0.00654195	0.145676	0.0331166	0.0178322	0.00512877	0.0179239	0.00265005	0.000967231	0.103786	0.0982848	0.00236755	0.000319198	0.152312	0.0186995	0.00196644	0.0359689	0.141758	0.0713567	0.019027	0.720974	0.0109158	0.00241418	0.0712139	0.514411	3.41196	0.382423	0.3433	0.0882876	0.185989	12.69648
6210	-14389.7	-14283.3	-106.457	0.2626426	0.813524	0.694224	0.886822	0.586399	0.815634	0.480532	0.549071	1.15544	0.966608	0.502137	0.175343	0.254378	0.558528	0.431496	0.619252	0.550987	0.482386	0.332975	0.347613	0.252394	0.414297	0.169237	0.793925	0.0108374	0.00311177	0.213879	0.056167	0.0107981	0.0349153	0.274463	0.0285532	0.038383	0.0229349	0.0108074	0.00601835	0.00897859	0.11358	0.0650038	0.0229714	0.0140728	0.145211	0.0041615	0.0323679	0.0338897	0.141217	0.0736673	0.00973927	0.731068	0.010419	0.00275407	0.0759601	0.5274	3.39389	0.373379	0.342953	0.0925392	0.19113	13.95042
6220	-14384.2	-14272	-112.215	0.2320272	0.741458	0.773664	0.925827	0.456724	1.05582	0.436603	0.709649	1.15544	1.07398	0.573889	0.206663	0.173331	0.558727	0.48149	0.536723	0.500147	0.438904	0.303914	0.478006	0.29032	0.36674	0.183652	0.831429	0.0071156	0.00554246	0.306117	0.00411299	0.0060933	0.00692061	0.323283	0.0487366	0.00905818	0.048835	0.0157928	0.000466218	0.0107572	0.132097	0.148567	0.0206183	0.00245491	0.17046	0.000113039	0.00598404	0.0275551	0.131173	0.0742956	0.00848326	0.742368	0.0161248	0.00137722	0.0540533	0.462021	3.48255	0.365858	0.350384	0.088983	0.194775	14.52622
6230	-14382.7	-14283.5	-99.2586	0.2540785	0.633594	0.70977	0.743789	0.403607	0.938296	0.554196	0.664971	1.09996	0.796606	0.566296	0.162515	0.205441	0.515717	0.422963	0.534454	0.430634	0.479622	0.348032	0.429208	0.243041	0.406021	0.126713	0.579049	0.0148076	0.0113968	0.30915	0.00269834	0.0083355	0.0996757	0.197219	0.009016	0.0161417	0.00978486	0.0391919	5.47432e-05	0.00237401	0.163346	0.0909084	0.011158	0.00382392	0.215078	0.0304345	0.00154445	0.0324067	0.114956	0.0817865	0.0132868	0.741801	0.015763	0.00230731	0.0696508	0.510008	3.41803	0.371252	0.344038	0.102736	0.181975	13.23063
6240	-14394.7	-14297.7	-97.0126	0.2463372	0.713556	0.550079	0.761595	0.438805	0.942968	0.624837	0.639878	0.832278	0.86582	0.575908	0.204689	0.300665	0.478257	0.490024	0.514732	0.511303	0.444223	0.285802	0.411102	0.18625	0.408618	0.191136	0.54565	0.0334456	0.0052178	0.176262	0.0544114	0.00395296	0.0371454	0.220193	0.0280745	0.00329596	0.0206954	0.0404988	0.0136647	0.074438	0.0980324	0.0527979	0.00545938	0.00719523	0.197051	0.0115518	0.00446379	0.0237909	0.114414	0.0916855	0.0133151	0.743376	0.0134184	0.00194542	0.0640578	0.493697	3.4403	0.389221	0.32158	0.10325	0.185949	13.00602
6250	-14387.8	-14282.2	-105.616	0.2403466	0.741835	0.656547	0.853276	0.658336	1.14439	0.412552	0.64874	1.09606	0.795321	0.575908	0.222605	0.27917	0.470495	0.429309	0.492215	0.472686	0.424753	0.337914	0.4601	0.247943	0.348437	0.186449	0.733067	0.019459	0.00300829	0.192612	0.0514259	0.0264188	0.0110716	0.385134	0.00318805	0.054695	0.00791058	0.00954978	0.0126537	0.0230287	0.150447	0.0723731	0.0241409	0.00443987	0.0990912	0.0149536	0.0126287	0.0248675	0.113972	0.0933993	0.0106355	0.740503	0.0166231	0.00169198	0.0598125	0.480681	3.45781	0.374246	0.337307	0.105112	0.183335	13.86634
6260	-14395.6	-14294.4	-101.231	0.2458364	0.762816	0.784065	0.824175	0.549709	1.05147	0.576501	0.686786	0.984133	0.834585	0.61561	0.162689	0.222334	0.511085	0.369203	0.48215	0.421002	0.431254	0.35195	0.415161	0.30232	0.256536	0.0995422	0.565649	0.0133012	0.00219083	0.337682	0.027086	0.0308962	0.0113955	0.177689	0.0180763	0.000904541	0.0331409	0.00167238	0.0231669	0.00394093	0.110618	0.120432	0.0182613	0.00058842	0.105868	0.107561	0.0227062	0.0295609	0.110461	0.089549	0.00792002	0.738164	0.0243449	0.00192336	0.0637	0.492623	3.44175	0.368548	0.344406	0.0924304	0.194615	13.4279
6270	-14384.8	-14281.9	-102.939	0.2394627	0.824786	0.672663	0.860407	0.594345	0.990538	0.522568	0.748948	1.15509	0.820862	0.551291	0.178722	0.224179	0.479115	0.419363	0.473459	0.536239	0.414527	0.350894	0.443845	0.182948	0.347283	0.115148	0.65137	0.00142769	0.00221197	0.198422	0.0359022	0.0308962	0.00561644	0.216577	0.0164035	0.0192151	0.018603	0.0191984	0.00233673	0.0147358	0.0910016	0.140061	0.0613817	0.00969067	0.131883	0.0189961	0.00553169	0.0291026	0.141905	0.0843755	0.00779329	0.720762	0.0160615	0.00165651	0.0591928	0.478731	3.46042	0.363855	0.347979	0.0914801	0.196685	13.59867
6280	-14386.6	-14285.4	-101.179	0.250631	0.847045	0.780906	0.784381	0.594302	1.07243	0.399913	0.531281	0.889039	0.787534	0.525196	0.174417	0.213932	0.479115	0.367378	0.454736	0.519217	0.388107	0.296532	0.414123	0.253037	0.36346	0.144998	0.824814	0.0295011	0.0153535	0.349581	0.00489658	0.0158845	0.0152233	0.33889	0.0137775	0.045298	0.00261589	0.0253069	0.00626069	0.00180861	0.132621	0.0720593	0.0463775	0.000779746	0.16163	0.0230282	0.0158887	0.0336043	0.128318	0.0857469	0.00815293	0.721585	0.022593	0.0021413	0.067146	0.502814	3.4279	0.364326	0.347592	0.0990043	0.189078	13.42267
6290	-14388.2	-14284	-104.261	0.2445709	0.667568	0.760437	0.727119	0.447888	1.12078	0.609428	0.664745	0.985236	0.949024	0.525263	0.174417	0.224954	0.535021	0.360272	0.529823	0.522724	0.365508	0.316222	0.474485	0.2523	0.298411	0.16468	0.899538	0.00702435	0.0136598	0.232648	0.0709463	0.0124117	0.0298234	0.33889	0.0159706	0.0198399	0.00953973	0.0188915	0.000134773	0.00251583	0.10781	0.0328424	0.0357934	0.00664697	0.114617	0.0709866	0.0140617	0.03518	0.12422	0.0716559	0.0122237	0.741407	0.0153131	0.00186832	0.0627982	0.489896	3.44544	0.376878	0.335814	0.0953531	0.191955	13.7309
6300	-14388.2	-14283.7	-104.592	0.2295868	0.70148	0.684038	0.796979	0.608069	0.928806	0.599554	0.925886	1.05262	0.897515	0.571688	0.207644	0.29178	0.406456	0.463052	0.589174	0.441443	0.355925	0.273591	0.488963	0.290264	0.303299	0.15639	0.712497	0.0226866	0.00367606	0.22997	0.0467359	0.0112249	0.0298234	0.130074	0.0159706	0.00446986	0.0298439	0.0139101	0.0260728	0.000218571	0.127091	0.0862568	0.0794039	0.0162356	0.138082	0.00182537	0.0033196	0.0333916	0.115434	0.0680132	0.0155911	0.7597	0.00786983	0.00129286	0.052397	0.456417	3.48989	0.389358	0.328915	0.0916759	0.19005	13.764
6310	-14386.1	-14276	-110.169	0.2258942	0.720654	0.716127	0.73624	0.557261	1.06646	0.708495	0.889262	0.973142	0.989134	0.613573	0.206127	0.347894	0.461612	0.497673	0.595584	0.512395	0.448178	0.314776	0.442352	0.331064	0.34969	0.142895	0.713951	0.00408808	0.00460092	0.193259	0.0813796	0.0300198	0.00667235	0.12592	0.0565886	8.53427e-05	0.00651723	0.00660138	0.0207621	0.00060887	0.155111	0.0946256	0.0505561	0.00472397	0.114714	0.0116905	0.0185687	0.0307797	0.0995866	0.0656961	0.00931164	0.775628	0.0189976	0.00117187	0.0499214	0.447823	3.50108	0.386944	0.326869	0.0977736	0.188413	14.32163
6320	-14388.5	-14283.1	-105.356	0.2392663	0.61027	0.667799	0.846178	0.568468	0.895057	0.470779	0.707066	0.960479	1.10554	0.52487	0.209416	0.261779	0.43567	0.374366	0.586573	0.498052	0.513933	0.318558	0.434084	0.304097	0.374246	0.201367	0.855491	0.00108511	0.0157331	0.233771	0.111086	0.00347796	0.00202652	0.253333	0.00628439	0.000371915	0.0820164	0.00426181	0.00412953	0.0065347	0.121848	0.0726897	0.0451966	0.00472397	0.110516	0.0330114	0.00416587	0.0347359	0.120076	0.0622608	0.0135811	0.753288	0.0160582	0.00164869	0.0590553	0.478297	3.461	0.385101	0.320578	0.0969475	0.197374	13.8404
6330	-14383.5	-14278	-105.408	0.252998	0.705231	0.669154	0.800776	0.557326	0.997556	0.530447	0.575185	1.1139	0.919933	0.469529	0.198188	0.233208	0.516904	0.365678	0.580056	0.512768	0.440435	0.379103	0.495864	0.235606	0.389104	0.134447	0.776069	0.0309331	0.0225237	0.221043	0.0599891	0.00349787	0.00416606	0.351744	0.0219138	0.00138608	0.0482018	0.00927838	0.0027906	0.00657926	0.143374	0.0897411	0.0169838	0.00271785	0.184229	0.0164357	0.0116138	0.0369782	0.118715	0.0668709	0.00424388	0.750268	0.0229247	0.00225443	0.0688634	0.507765	3.42112	0.378236	0.340824	0.100609	0.180331	13.84561
6340	-14391.6	-14278.6	-112.972	0.2308381	0.950161	0.766162	0.736325	0.574202	1.08485	0.566866	0.68234	0.803474	0.887754	0.579422	0.320151	0.312043	0.587388	0.524546	0.548217	0.504068	0.599788	0.336559	0.435853	0.337636	0.368554	0.169968	0.881343	0.00378267	0.000326726	0.203586	0.0570805	0.0103592	0.0430924	0.237093	0.0261145	0.0318574	0.0194105	0.00563369	0.00297453	0.00261451	0.187927	0.0754593	0.0413037	0.00349515	0.0576605	0.0130053	0.0215399	0.034975	0.103116	0.0582972	0.005071	0.780729	0.0178122	0.00133568	0.0532443	0.459298	3.48612	0.378088	0.340872	0.099572	0.181468	14.60198
6350	-14390.8	-14279.6	-111.143	0.2336565	1.06164	0.692193	0.821944	0.606709	1.17251	0.350843	0.602385	0.91906	1.03801	0.582364	0.23282	0.235768	0.56211	0.376376	0.548217	0.537568	0.398517	0.289021	0.482159	0.305241	0.328119	0.162844	0.863797	0.00185414	1.06498e-05	0.248917	0.0486788	0.000758104	0.0348932	0.398337	0.0183324	0.057396	0.0102885	0.00676389	0.0284621	0.0171948	0.094076	0.135808	0.012031	0.0206585	0.0936554	0.0205065	0.000247414	0.0366723	0.10566	0.0688363	0.0050251	0.763601	0.0202059	0.00143553	0.0551678	0.465729	3.47767	0.371118	0.330919	0.109162	0.188801	14.41908
6360	-14383.1	-14274.7	-108.416	0.237123	0.825504	0.72898	0.805529	0.562693	0.872363	0.62139	0.761089	1.1593	0.906237	0.591028	0.198575	0.291164	0.553588	0.353503	0.50495	0.509084	0.529836	0.312757	0.477234	0.295952	0.464077	0.180179	0.622039	0.00114868	0.00797087	0.252134	0.0188255	0.00151043	0.0012515	0.158917	0.015126	0.0488536	0.0307547	0.00676389	0.0200803	0.000426768	0.181844	0.142851	0.0223286	0.00336645	0.0817045	0.0205065	0.00295251	0.0360406	0.0940296	0.0602978	0.00744272	0.78723	0.0149592	0.00156496	0.0575611	0.473532	3.46734	0.370291	0.325769	0.112389	0.19155	14.14636
6370	-14396.6	-14287.2	-109.461	0.2342884	0.676826	0.898203	0.78475	0.525757	0.971824	0.502515	0.845827	1.32996	0.925893	0.507115	0.198575	0.23274	0.485342	0.453484	0.471808	0.518949	0.468149	0.296225	0.444074	0.237125	0.442724	0.110026	0.697828	0.00408904	0.0106107	0.190777	0.0915655	0.0234237	0.0412652	0.302935	0.0361714	0.0130467	0.000496599	0.0305244	0.010366	0.00418422	0.143974	0.0648942	0.0492118	0.0134323	0.145129	0.0109022	0.0381129	0.0373782	0.092067	0.0559478	0.00895198	0.793658	0.0119968	0.00145858	0.0556019	0.467161	3.47578	0.393223	0.313314	0.113296	0.180167	14.25084
6380	-14395.5	-14277.3	-118.102	0.2279895	0.7134	0.943346	0.902122	0.435436	1.19623	0.502515	0.499607	1.26401	0.896104	0.638568	0.201068	0.260898	0.570698	0.487036	0.620651	0.620073	0.462658	0.298599	0.538534	0.28789	0.352428	0.155211	0.92644	0.00779596	0.0155114	0.2515	0.109073	0.0141526	0.0279617	0.302935	0.0400016	0.0360455	0.00305269	0.00907347	0.0210577	0.0121925	0.0783459	0.0732911	0.0457033	0.000297261	0.253557	0.0394686	0.000447567	0.0332739	0.0961948	0.0470951	0.0110618	0.796094	0.0162807	0.00123955	0.0513215	0.452716	3.49472	0.387192	0.323571	0.105198	0.184039	15.11499
6390	-14391.9	-14278.5	-113.376	0.2287843	0.749568	0.724183	0.926702	0.501649	1.01978	0.705256	0.851075	1.13702	1.00986	0.638116	0.194249	0.271725	0.519202	0.36354	0.617428	0.517434	0.524869	0.342628	0.543501	0.282044	0.354993	0.236831	0.577125	0.00989655	0.0103802	0.155498	0.0545312	0.0218125	0.0422252	0.119301	0.00473886	0.0164836	0.035893	0.0070624	0.00723585	0.0251785	0.132814	0.0732911	0.0133442	0.0217947	0.241215	0.0389896	0.00194744	0.0344012	0.0937963	0.0632519	0.00908694	0.782971	0.0164922	0.00126589	0.0518558	0.45456	3.49232	0.378546	0.334138	0.105089	0.182227	14.6424
6400	-14391.9	-14278.1	-113.808	0.2246646	1.02656	0.697054	0.776136	0.564509	1.19171	0.505111	0.752877	1.08306	0.782029	0.60277	0.201825	0.25542	0.641255	0.457445	0.595972	0.49293	0.557061	0.366762	0.533804	0.235203	0.358358	0.185858	0.706104	0.00546672	0.00271697	0.270649	0.00400379	0.00573076	0.0585959	0.207461	0.000838146	0.00811759	0.026613	0.0119006	0.00735381	0.0120701	0.0817354	0.12284	0.036286	0.000945631	0.148756	0.0750288	0.0286572	0.0336891	0.10382	0.0599402	0.00516489	0.78531	0.0120762	0.00113334	0.0491056	0.44493	3.50483	0.381003	0.32932	0.105247	0.18443	14.68558
6410	-14392	-14272.6	-119.375	0.2405135	0.703634	0.968979	0.776136	0.524087	1.14361	0.597931	0.760317	1.1295	1.11176	0.566734	0.212687	0.244643	0.601027	0.585846	0.596617	0.544924	0.418774	0.294904	0.528497	0.329857	0.384922	0.200248	0.737556	0.00621529	0.00825295	0.322273	0.0353724	0.038424	0.0403123	0.26848	0.0198774	0.0133637	0.0356566	0.00483147	0.00315945	0.0170203	0.134324	0.0957543	0.0102274	0.0130418	0.16699	0.00839285	0.0370972	0.0339963	0.0925794	0.0545456	0.0114695	0.795205	0.0122039	0.00169873	0.0599297	0.481049	3.45732	0.375071	0.332428	0.102281	0.190219	15.24225
6420	-14396.5	-14284.4	-112.098	0.2259762	0.717875	0.77013	0.947477	0.655681	0.859213	0.597931	1.01009	1.14224	0.879898	0.709981	0.197763	0.247747	0.475427	0.40055	0.660194	0.520421	0.489572	0.353551	0.473477	0.247073	0.300788	0.168428	0.603319	0.032457	8.48605e-05	0.206548	0.0441338	0.0128164	0.00215778	0.222056	0.0180317	0.00499501	0.0747338	0.0244506	0.00825668	0.0329136	0.0759644	0.120083	0.0334597	0.00342657	0.14937	0.00714833	0.0126123	0.0392013	0.106842	0.0669884	0.0117797	0.766239	0.0089497	0.00117447	0.049976	0.448015	3.50083	0.377431	0.32868	0.0988955	0.194993	14.51453
6430	-14386.1	-14287.7	-98.3797	0.2387004	0.792321	0.69267	0.840278	0.602126	0.999324	0.599293	0.790938	0.976357	0.891105	0.503179	0.164581	0.202123	0.415159	0.331499	0.480145	0.480546	0.379211	0.307322	0.402139	0.219673	0.364186	0.112129	0.519871	0.0429008	0.0178391	0.278857	0.0351269	0.00448102	0.0735469	0.166509	0.00114949	0.0114631	0.0574455	0.0166167	0.00696842	0.00667249	0.101162	0.127428	0.0300766	0.00327554	0.0769557	0.0097059	0.00838118	0.0356945	0.123855	0.0775564	0.00913807	0.734168	0.0195887	0.00162631	0.0586598	0.477043	3.46267	0.369372	0.330644	0.106397	0.193586	13.14274
6440	-14383.1	-14284.7	-98.3898	0.2479006	0.819503	0.69267	0.799058	0.495956	0.885708	0.504441	0.774383	0.980739	0.825302	0.500582	0.241791	0.307142	0.494091	0.344681	0.480567	0.495367	0.377722	0.328275	0.350075	0.315525	0.37344	0.15365	0.645789	0.0254508	0.0228035	0.197085	0.0961799	0.00353174	0.00226309	0.162098	0.0168104	0.0114976	0.0298024	0.00685516	0.00204872	0.00590048	0.114762	0.12517	0.0019166	0.0016605	0.109202	0.0144289	0.00781411	0.045453	0.131948	0.0692862	0.00791253	0.727173	0.0182276	0.00201535	0.0651781	0.497037	3.43577	0.365457	0.3412	0.100823	0.19252	13.14374
6450	-14394.7	-14302.7	-92.0225	0.2553555	0.612214	0.700151	0.854509	0.620538	0.69552	0.365289	0.574744	0.70901	0.868945	0.473994	0.1978	0.308987	0.463805	0.251195	0.477216	0.549193	0.405403	0.300193	0.472937	0.270126	0.367666	0.130742	0.725495	0.00919494	0.00332518	0.202516	0.0258916	0.00533844	0.00361647	0.315013	0.0131793	5.90443e-05	0.0366224	0.00685516	0.0135417	0.00328754	0.167572	0.0939433	0.0139986	0.00235537	0.13661	0.0550584	0.00336545	0.041925	0.151037	0.069992	0.00570811	0.715297	0.0160407	0.0023708	0.0705839	0.512644	3.4144	0.385094	0.333013	0.0909624	0.190931	12.50702
6460	-14395.4	-14298.4	-97.0951	0.2485798	0.86462	0.686719	0.800356	0.450616	0.769792	0.449932	0.644689	0.927876	0.84712	0.451638	0.163994	0.179058	0.44977	0.425049	0.500945	0.549193	0.357797	0.296067	0.434699	0.285	0.317535	0.126624	0.649551	0.0363671	0.0152983	0.268303	0.0409233	0.00707004	0.0325869	0.366961	0.010071	0.0308255	0.0362622	0.000597554	0.00871121	0.00313028	0.154703	0.0717627	0.0205389	0.012414	0.250365	0.00761319	0.0111247	0.0335415	0.123423	0.0813742	0.0104844	0.727951	0.0232255	0.00204623	0.0656663	0.498481	3.43381	0.352391	0.353354	0.0958554	0.198399	13.01427
