Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
2040	-14725.2	-14778	52.7798	0.145099	0.101065	0.102532	0.0843871	0.0994213	0.0767478	0.117271	0.0813269	0.0922782	0.161146	0.065183	0.090783	0.130459	0.114286	0.0964007	0.12063	0.143533	0.115332	0.143205	0.0767026	0.084088	0.0915154	0.189312	0.0996507	0.0323066	0.0418718	0.0599659	0.0271725	0.0203689	0.0277239	0.0575574	0.0763356	0.0419227	0.0313496	0.046598	0.0281651	0.0411334	0.0339166	0.0199772	0.0423881	0.0234129	0.0216719	0.0179079	4.186921	0.282701	0.292727	0.0982463	0.326325	0.0437823	0.0304956	0.0309382	0.025463	0.0299995	0.023158	0.0353855	0.0245397	0.0278441	0.0486244	0.0196684	0.027393	0.0393649	0.0344847	0.029088	0.0363989	0.0433097	0.0348003	0.0432108	0.0231443	0.0253728	0.027614	0.0571232	0.0300687	0.00974822	0.0126344	0.0180942	0.00819907	0.00614614	0.00836543	0.0173674	0.0230336	0.0126498	0.00945946	0.0140605	0.00849856	0.0124116	0.010234	0.00602795	0.0127902	0.00706464	0.00653931	0.00540355	3.3141
2050	-14729.1	-14782	52.8642	0.139556	0.114771	0.0877417	0.109528	0.106227	0.0895822	0.121618	0.072852	0.0956983	0.175185	0.0668735	0.0869301	0.135294	0.1113	0.0999735	0.127994	0.119027	0.119043	0.117237	0.0524958	0.0872045	0.0814499	0.196328	0.0907961	0.0324777	0.017582	0.0621884	0.0358777	0.0310765	0.0287514	0.0489838	0.0633477	0.0434764	0.0188306	0.059752	0.0505151	0.0426579	0.0515685	0.0226156	0.0320927	0.0200083	0.020718	0.0100481	4.148774	0.285225	0.285749	0.0997868	0.329239	0.0423247	0.0348079	0.0266104	0.0332177	0.0322165	0.0271686	0.0368843	0.0220946	0.0290234	0.0531302	0.0202815	0.0263642	0.0410321	0.0337551	0.03032	0.038818	0.0360987	0.0361035	0.0355558	0.015921	0.0264475	0.0247022	0.0595426	0.0275367	0.00984986	0.00533228	0.0188606	0.010881	0.00942491	0.00871974	0.0148559	0.0192121	0.0131856	0.00571097	0.0181216	0.0153203	0.0129373	0.0156397	0.00685887	0.00973309	0.00606813	0.00628338	0.00304739	3.297274
2060	-14719.9	-14772.9	52.9892	0.141463	0.0915263	0.106803	0.0852558	0.107678	0.0891617	0.123279	0.0784426	0.0970059	0.177579	0.0724404	0.0853296	0.114633	0.0923847	0.11923	0.129743	0.142097	0.115148	0.138439	0.0782378	0.0733187	0.0825629	0.199011	0.0920367	0.0253205	0.0220908	0.044804	0.0145909	0.0417231	0.0323363	0.0462809	0.0493306	0.0372668	0.0191176	0.0509745	0.0365602	0.0432408	0.0524951	0.0294895	0.0393855	0.027891	0.0208952	0.030677	3.937907	0.284182	0.284704	0.0994217	0.331693	0.042903	0.0277582	0.0323912	0.0258564	0.0326567	0.027041	0.0373883	0.0237901	0.02942	0.0538562	0.0219698	0.0258788	0.0347658	0.0280185	0.03616	0.0393484	0.0430952	0.0349222	0.0419858	0.023728	0.0222362	0.0250397	0.0603562	0.027913	0.00767922	0.00669971	0.0135882	0.00442513	0.0126538	0.00980698	0.0140361	0.014961	0.0113023	0.00579799	0.0154596	0.011088	0.0131141	0.0159207	0.0089436	0.0119449	0.00845881	0.0063371	0.00930375	3.297274
2070	-14719.7	-14772.6	52.9612	0.139067	0.0796704	0.114825	0.0911027	0.115602	0.0876514	0.136072	0.0834694	0.0971238	0.174571	0.0758503	0.072803	0.106754	0.0975206	0.128089	0.141928	0.139638	0.112835	0.145591	0.0742287	0.0877731	0.0831825	0.188284	0.10201	0.0291524	0.0382674	0.0531825	0.0101721	0.014337	0.0243026	0.0597778	0.044134	0.0342058	0.0242314	0.0451802	0.0290477	0.0425083	0.0411847	0.0257339	0.0178353	0.0356294	0.0374098	0.0229169	3.937907	0.279537	0.296773	0.0977095	0.325981	0.0420796	0.0241071	0.0347443	0.0275664	0.0349795	0.0265221	0.0411735	0.0252566	0.0293883	0.0528226	0.0229512	0.0220292	0.0323023	0.0295083	0.0387579	0.0429455	0.0422524	0.0341421	0.0440537	0.0224605	0.0265589	0.0251698	0.0569719	0.0308667	0.0088211	0.0115792	0.0160923	0.00307792	0.00433816	0.00735362	0.0180879	0.0133543	0.0103502	0.00733208	0.0136709	0.0087894	0.0128624	0.0124619	0.0077867	0.0053967	0.010781	0.0113197	0.00693432	3.30485
2080	-14731.7	-14784.8	53.0746	0.142959	0.0819001	0.118038	0.0903715	0.0958128	0.0901045	0.13988	0.0643322	0.10329	0.179457	0.0820965	0.0748406	0.0784511	0.098655	0.131674	0.116346	0.150772	0.120454	0.138747	0.0929952	0.0902296	0.0836055	0.186113	0.081622	0.0438911	0.0305578	0.069518	0.0173238	0.0320823	0.0160348	0.072065	0.0620978	0.0461328	0.0249191	0.0429926	0.0266518	0.0229316	0.0423374	0.015819	0.0215522	0.0315765	0.0366838	0.0169367	3.752193	0.267955	0.291856	0.103204	0.336986	0.0432573	0.0247818	0.0357167	0.0273451	0.0289916	0.0272643	0.0423258	0.019466	0.0312542	0.054301	0.0248412	0.0226457	0.0237382	0.0298516	0.0398426	0.0352045	0.0456213	0.0364475	0.0419829	0.028139	0.0273022	0.0252978	0.0563151	0.0246977	0.0132808	0.00924636	0.0210352	0.00524194	0.00970763	0.00485189	0.0218058	0.0187899	0.0139591	0.00754017	0.0130089	0.00806446	0.00693877	0.0128107	0.00478661	0.00652137	0.0095546	0.0111	0.00512481	3.30485
2090	-14725.4	-14778.3	52.9096	0.145824	0.0971093	0.118057	0.104691	0.116913	0.0789519	0.143707	0.0689225	0.0883462	0.164135	0.0934048	0.0768878	0.0905587	0.0998878	0.12417	0.128754	0.125371	0.123748	0.104499	0.0824419	0.0926978	0.0714164	0.198486	0.135208	0.0225965	0.020942	0.0490677	0.0192228	0.0329599	0.0238455	0.0518017	0.0654859	0.0332821	0.0230383	0.0482773	0.0389198	0.0362262	0.0442082	0.0257193	0.0299874	0.0303243	0.0198344	0.0149231	4.024146	0.267955	0.291856	0.103204	0.336986	0.0441242	0.0293839	0.0357224	0.0316781	0.0353762	0.0238897	0.0434836	0.020855	0.0267323	0.0496649	0.0282629	0.0232651	0.0274017	0.0302246	0.037572	0.038959	0.0379355	0.0374445	0.0316198	0.0249457	0.028049	0.0216096	0.060059	0.0409119	0.00683739	0.00633675	0.0148472	0.00581655	0.00997318	0.0072153	0.0156744	0.0198151	0.0100707	0.00697105	0.014608	0.0117766	0.0109615	0.0133768	0.00778228	0.00907376	0.00917569	0.00600161	0.00451551	3.30485
2100	-14726.9	-14779.8	52.8424	0.139986	0.0756739	0.107003	0.1005	0.117154	0.0757911	0.136653	0.0858478	0.0840278	0.161993	0.0902069	0.0853471	0.12085	0.127635	0.131416	0.127625	0.113567	0.118794	0.114171	0.0890405	0.100807	0.0745218	0.160237	0.0829099	0.0326233	0.0234922	0.0555669	0.0194678	0.0259465	0.0296127	0.0658068	0.0453335	0.0473977	0.0463267	0.058483	0.034172	0.027002	0.0424383	0.00894925	0.0318843	0.030938	0.0353745	0.0222767	4.138208	0.267955	0.291856	0.103204	0.336986	0.0423577	0.0228978	0.0323775	0.0304098	0.0354492	0.0229333	0.0413493	0.0259763	0.0254256	0.0490168	0.0272953	0.0258248	0.0365676	0.0386206	0.0397646	0.0386175	0.0343636	0.0359454	0.0345465	0.0269424	0.0305026	0.0225492	0.0484855	0.0250873	0.00987133	0.0071084	0.0168137	0.00589067	0.00785103	0.00896037	0.0199122	0.0137173	0.0143419	0.0140178	0.0176961	0.0103399	0.00817042	0.0128412	0.00270791	0.00964773	0.00936138	0.0107038	0.0067406	3.30485
2110	-14726.1	-14778.8	52.7703	0.143935	0.0922348	0.110157	0.099146	0.120459	0.0774154	0.140509	0.0764914	0.0863984	0.168097	0.0808466	0.0951822	0.0982116	0.130297	0.105614	0.131225	0.11677	0.154034	0.12854	0.0798545	0.0965159	0.0803702	0.164758	0.0885635	0.0335436	0.02866	0.054578	0.00659658	0.016872	0.0306166	0.0551077	0.0379735	0.0487348	0.0264022	0.0573194	0.035136	0.0358657	0.0436355	0.0209987	0.0210345	0.0318108	0.0363724	0.0374586	4.138208	0.271029	0.283733	0.104387	0.340852	0.0432973	0.0277453	0.0331364	0.0298242	0.0362356	0.0232874	0.0422666	0.0230095	0.0259896	0.0505654	0.0243196	0.0286319	0.0295432	0.0391949	0.0317699	0.0394741	0.0351259	0.0463353	0.0386661	0.0240211	0.0290331	0.0241763	0.049561	0.0266409	0.0100903	0.00862124	0.0164177	0.00198433	0.00507528	0.00920982	0.016577	0.0114229	0.01466	0.00794209	0.0172423	0.0105693	0.0107888	0.0131261	0.00631664	0.00632741	0.00956904	0.0109412	0.011268	3.324343
2120	-14725.6	-14778.5	52.8751	0.143982	0.0832132	0.129152	0.0961339	0.100821	0.0872382	0.147033	0.0833013	0.0837735	0.171465	0.0783905	0.0950423	0.108512	0.0960038	0.132785	0.127239	0.113223	0.122437	0.124634	0.0830521	0.0935837	0.0848772	0.175885	0.0783393	0.0296681	0.0416945	0.0497853	0.0177513	0.023037	0.028206	0.0572343	0.0600951	0.0243773	0.0357507	0.0438236	0.0381693	0.0332575	0.0502471	0.0191327	0.0306807	0.0480982	0.036998	0.0139784	3.975073	0.26894	0.282956	0.108186	0.339919	0.0433406	0.0250484	0.0388767	0.0289377	0.0303486	0.0262599	0.0442591	0.0250749	0.025217	0.0516133	0.0235966	0.0286091	0.0326635	0.0288985	0.0399701	0.0383007	0.0340817	0.0368552	0.0375167	0.0249999	0.02817	0.0255492	0.052944	0.0235812	0.00893053	0.0125506	0.0149861	0.00534339	0.00693446	0.0084904	0.0172284	0.0180895	0.00733791	0.0107615	0.0131915	0.0114895	0.010011	0.0151251	0.00575921	0.00923532	0.0144782	0.0111369	0.00420769	3.322102
2130	-14728.4	-14781.2	52.7843	0.140157	0.0951264	0.125721	0.085609	0.117881	0.088729	0.115724	0.0722593	0.0977238	0.162758	0.0690296	0.0916915	0.0852372	0.10696	0.115638	0.147934	0.146391	0.115607	0.121323	0.0686196	0.0769294	0.0760156	0.171213	0.0917621	0.0340798	0.0405868	0.0616412	0.0265349	0.0337764	0.0224168	0.0557138	0.0417439	0.0556405	0.0283694	0.0364482	0.0507535	0.0489082	0.0530463	0.0224276	0.0298656	0.0278303	0.0418414	0.0244382	4.12847	0.274503	0.288809	0.0897386	0.34695	0.0421892	0.0286344	0.0378438	0.0257695	0.035484	0.0267087	0.0348347	0.0217511	0.0294163	0.0489923	0.0207789	0.0276004	0.0256576	0.0321966	0.0348086	0.0445302	0.0440657	0.0347994	0.03652	0.0206555	0.0231569	0.0228818	0.0515374	0.0276217	0.0102585	0.0122172	0.0185549	0.00798737	0.0101672	0.00674778	0.0167706	0.0125655	0.0167486	0.00853959	0.0109714	0.0152775	0.0147221	0.0159677	0.00675102	0.00898996	0.00837732	0.0125949	0.00735625	3.322102
2140	-14724.4	-14777.3	52.8987	0.139105	0.0931107	0.124778	0.0933486	0.116997	0.0818271	0.114856	0.065888	0.0954501	0.189366	0.0808708	0.0917743	0.0845978	0.106158	0.106865	0.1415	0.145293	0.11474	0.116591	0.0681048	0.0778926	0.0849185	0.171356	0.090999	0.0236134	0.0335748	0.0405162	0.0218654	0.0400525	0.0470581	0.043684	0.0561992	0.0399588	0.0322144	0.0546354	0.0503728	0.0283594	0.0516992	0.0256346	0.0242994	0.0329152	0.0284619	0.0111112	4.182655	0.274503	0.288809	0.0897386	0.34695	0.0423764	0.0283648	0.0380118	0.0284373	0.0356415	0.0249274	0.0349893	0.0200718	0.0290775	0.0576876	0.0246361	0.0279577	0.0257715	0.0323395	0.0325548	0.0431058	0.0442613	0.0349539	0.0355177	0.0207471	0.0237288	0.0258692	0.052201	0.0277215	0.00719347	0.0102281	0.0123427	0.00666098	0.0122014	0.0143356	0.0133077	0.0171203	0.0121729	0.00981365	0.0166439	0.0153453	0.00863927	0.0157494	0.0078092	0.00740245	0.0100271	0.00867049	0.00338487	3.282612
2150	-14737.8	-14790.8	52.9702	0.144514	0.104599	0.11526	0.0948279	0.0997618	0.0850089	0.14973	0.08314	0.0991617	0.196729	0.0802111	0.0804069	0.0996836	0.0934064	0.124672	0.125995	0.149376	0.104265	0.121124	0.0650983	0.0739094	0.0882205	0.134463	0.0945375	0.0270848	0.0211416	0.0518606	0.0194516	0.0235664	0.0109905	0.0590637	0.0655618	0.0435786	0.0161763	0.048406	0.048961	0.0526112	0.0537095	0.0274987	0.0201566	0.0315708	0.0296857	0.0234351	4.060643	0.274503	0.288809	0.0897386	0.34695	0.0440242	0.0318645	0.0351123	0.0288879	0.030391	0.0258967	0.045613	0.0253274	0.0302082	0.0599308	0.0244351	0.0244948	0.0303671	0.0284549	0.0379794	0.0383826	0.0455052	0.0317628	0.0368988	0.0198312	0.0225154	0.0268751	0.0409623	0.0287995	0.00825098	0.00644047	0.0157986	0.00592565	0.00717915	0.0033481	0.0179929	0.0199724	0.0132756	0.00492786	0.0147462	0.0149153	0.0160272	0.0163618	0.00837708	0.00614043	0.00961759	0.00904331	0.00713917	3.282612
2160	-14727	-14779.6	52.617	0.152564	0.109639	0.11587	0.0910592	0.106024	0.090345	0.145792	0.0883589	0.0921976	0.221298	0.0761439	0.0947138	0.105941	0.0992697	0.107601	0.126564	0.126481	0.11081	0.128728	0.0668724	0.102614	0.0937583	0.182049	0.0672176	0.0177058	0.026663	0.0654219	0.0153786	0.0250669	0.0168415	0.0627712	0.0624652	0.0301512	0.0253776	0.0467916	0.0380514	0.0398066	0.046304	0.0397091	0.0347171	0.0279493	0.0390384	0.0159608	4.060643	0.274503	0.288809	0.0897386	0.34695	0.0451628	0.032456	0.0343006	0.0269559	0.0313859	0.0267445	0.0431582	0.0261565	0.0272929	0.06551	0.0225406	0.0280377	0.0313612	0.0293864	0.0318527	0.0374662	0.0374416	0.0328026	0.0381067	0.019796	0.0303765	0.0277549	0.0538912	0.0198981	0.00524139	0.00789293	0.0193666	0.00455246	0.00742046	0.00498552	0.0185819	0.0184913	0.00892553	0.00751242	0.0138515	0.0112642	0.0117838	0.0137072	0.0117549	0.0102772	0.00827372	0.0115564	0.00472482	3.378082
2170	-14729.5	-14782.2	52.7403	0.146668	0.0896865	0.103789	0.0875404	0.121377	0.0896814	0.140158	0.0926414	0.081719	0.212746	0.0637288	0.0910537	0.085364	0.0968321	0.103443	0.124237	0.150907	0.130692	0.155834	0.0894763	0.0928777	0.0769721	0.175014	0.0978449	0.0303738	0.0256326	0.0628938	0.00826801	0.0277201	0.0290409	0.0365282	0.0620682	0.0355171	0.0217034	0.0561641	0.0392346	0.0453811	0.0445038	0.0340949	0.0299389	0.0306472	0.0375298	0.0205584	3.855205	0.274503	0.288809	0.0897386	0.34695	0.0434176	0.0265495	0.0307241	0.0259142	0.0359306	0.026548	0.0414905	0.0274242	0.0241909	0.0629784	0.0188654	0.0269543	0.0252699	0.0286648	0.0306218	0.0367775	0.0446723	0.0386884	0.0461308	0.0264873	0.0274942	0.0227858	0.0518087	0.0289646	0.00899144	0.00758792	0.0186182	0.00244755	0.00820587	0.00859686	0.0108133	0.0183738	0.010514	0.00642478	0.016626	0.0116145	0.013434	0.0131743	0.010093	0.0088627	0.00907238	0.0111098	0.00608581	3.378082
2180	-14731.1	-14784.2	53.1168	0.136876	0.0905421	0.104779	0.102207	0.12543	0.0905371	0.126904	0.0685389	0.0826851	0.191679	0.0641946	0.0816815	0.130442	0.0967206	0.10443	0.125423	0.133031	0.131939	0.125704	0.0611917	0.0937638	0.0616528	0.18563	0.0987784	0.0306231	0.0181229	0.0614141	0.0220761	0.0218939	0.0287394	0.0460345	0.0406801	0.0342927	0.0233877	0.0717581	0.040505	0.0273471	0.0341966	0.0462707	0.0268223	0.0131943	0.0310875	0.0184479	4.006236	0.263525	0.285753	0.107442	0.343279	0.0420943	0.0278449	0.0322232	0.0314324	0.038574	0.0278434	0.0390275	0.0210782	0.0254286	0.0589482	0.0197421	0.02512	0.0401155	0.029745	0.032116	0.038572	0.0409119	0.0405761	0.0386585	0.0188186	0.0288357	0.0189604	0.057088	0.0303779	0.00941768	0.00557342	0.018887	0.0067892	0.00673316	0.00883839	0.0141573	0.0125106	0.0105462	0.00719256	0.0220682	0.0124567	0.0084102	0.0105167	0.0142299	0.00824882	0.00405772	0.00956052	0.00567339	3.251656
2190	-14736.8	-14789.7	52.9598	0.144794	0.0957798	0.0860899	0.0815649	0.127977	0.0760173	0.134245	0.0903667	0.0952221	0.170381	0.0942415	0.0799955	0.10566	0.0818938	0.110471	0.110142	0.140727	0.124583	0.132976	0.0647315	0.0728663	0.071475	0.156379	0.104493	0.0367504	0.0296803	0.0504621	0.032791	0.0269954	0.0389071	0.0503215	0.0430334	0.0525894	0.037234	0.0527684	0.0448933	0.0351407	0.0394174	0.0496639	0.0255244	0.0297073	0.0126299	0.0100723	4.274726	0.263525	0.285753	0.107442	0.343279	0.0445293	0.0294557	0.0264757	0.0250841	0.0393576	0.023378	0.0412851	0.027791	0.0292842	0.0523984	0.0289826	0.0246015	0.0324944	0.0251853	0.0339738	0.0338727	0.0432786	0.0383136	0.0408948	0.0199073	0.022409	0.0219811	0.0480922	0.0321352	0.011302	0.00912774	0.0155189	0.0100844	0.00830206	0.0119653	0.0154757	0.0132343	0.0161731	0.0114508	0.0162282	0.0138063	0.010807	0.0121222	0.0152734	0.00784967	0.00913605	0.00388415	0.00309759	3.251656
2200	-14724.9	-14778.2	53.2691	0.141657	0.0904724	0.117654	0.0878327	0.123587	0.0686769	0.137923	0.0646179	0.0889367	0.163571	0.0919052	0.0673693	0.129326	0.0826873	0.113605	0.116641	0.119027	0.1072	0.151301	0.0846675	0.079302	0.0735025	0.168924	0.114579	0.0271377	0.0273316	0.0538179	0.0121598	0.0332026	0.0275529	0.0582009	0.0475639	0.0450311	0.0357703	0.0553187	0.0345559	0.0467418	0.0467125	0.02701	0.0276631	0.0227001	0.0223527	0.0158667	3.755421	0.277461	0.28897	0.0973102	0.336258	0.0435646	0.0278235	0.0361828	0.0270117	0.0380073	0.0211206	0.0424163	0.0198723	0.0273512	0.0503038	0.0282641	0.0207185	0.0397725	0.0254293	0.0349375	0.0358712	0.036605	0.032968	0.0465306	0.0260383	0.0243882	0.0226046	0.0519501	0.0352371	0.00834582	0.00840544	0.0165509	0.00373957	0.010211	0.00847349	0.0178988	0.0146276	0.0138487	0.0110006	0.0170125	0.0106272	0.0143748	0.0143658	0.00830654	0.0085074	0.00698109	0.00687426	0.00487959	3.251656
2210	-14727.3	-14780.1	52.8146	0.154531	0.104044	0.11146	0.112009	0.106677	0.0875548	0.150457	0.0745371	0.0867482	0.163797	0.0787517	0.0809833	0.122616	0.125002	0.102877	0.141381	0.132079	0.136395	0.129912	0.0969737	0.0865088	0.0801823	0.161379	0.105993	0.0231058	0.0267674	0.0594869	0.0353226	0.0125774	0.0300568	0.0725157	0.0422934	0.0302702	0.026885	0.0601386	0.0312877	0.0490229	0.0435844	0.020791	0.0317121	0.0244889	0.0270525	0.0157519	3.628557	0.277461	0.28897	0.0973102	0.336258	0.0455042	0.0306374	0.0328213	0.032983	0.0314128	0.0257821	0.0443048	0.0219488	0.0255445	0.0482328	0.0231898	0.023847	0.0361064	0.0368091	0.030294	0.0416322	0.0388931	0.040164	0.0382548	0.0285556	0.025474	0.0236111	0.0475208	0.0312116	0.00680391	0.00788213	0.017517	0.0104013	0.00370364	0.00885076	0.0213535	0.012454	0.00891358	0.00791676	0.0177089	0.00921322	0.0144356	0.0128342	0.00612229	0.00933819	0.00721118	0.00796608	0.00463842	3.39596
2220	-14721.9	-14774.6	52.6926	0.134444	0.105683	0.0966096	0.104562	0.0991233	0.0925207	0.139804	0.0692595	0.114776	0.189752	0.0640634	0.0880985	0.113217	0.123912	0.0955928	0.134702	0.122727	0.119127	0.117145	0.0715698	0.0803835	0.0894991	0.172039	0.0984883	0.0225306	0.0223543	0.0534962	0.0207817	0.0425613	0.0279921	0.0568528	0.0418535	0.0450676	0.048735	0.0521324	0.0341375	0.0385565	0.04302	0.0209715	0.0294849	0.0275739	0.0273501	0.0198984	4.34924	0.28017	0.286003	0.0982601	0.335567	0.0405876	0.0319049	0.0291656	0.0315663	0.0299245	0.0279312	0.0422057	0.0209088	0.0346498	0.0572845	0.0193402	0.0265962	0.0341792	0.0374078	0.0288586	0.0406654	0.0370504	0.0359635	0.0353652	0.0216063	0.0242671	0.027019	0.0519371	0.0297328	0.00680179	0.00674856	0.01615	0.00627383	0.0128489	0.00845058	0.0171634	0.0126352	0.0136055	0.0147127	0.0157383	0.0103058	0.0116399	0.0129874	0.00633112	0.00890125	0.00832433	0.00825675	0.00600717	3.312449
2230	-14728.3	-14781.3	52.983	0.133461	0.116606	0.0834463	0.112356	0.0963327	0.0756111	0.156064	0.0725894	0.0837689	0.20081	0.0725137	0.0886516	0.10166	0.109818	0.100189	0.129538	0.165162	0.119538	0.122778	0.0566472	0.0857575	0.0909459	0.182451	0.0886382	0.0250893	0.0301631	0.0527989	0.0217684	0.0193786	0.042542	0.0595863	0.0438658	0.0393439	0.0369793	0.0546389	0.0482697	0.0405583	0.0373522	0.0266603	0.0148411	0.0289027	0.0258813	0.0184968	3.855461	0.28017	0.286003	0.0982601	0.335567	0.0402906	0.0352023	0.0251917	0.0339193	0.029082	0.0228263	0.0471143	0.0219141	0.0252891	0.0606228	0.0218913	0.0267632	0.0306901	0.0331531	0.0302461	0.0391065	0.0498611	0.0360873	0.0370655	0.0171013	0.0258894	0.0274558	0.0550805	0.0267591	0.00757426	0.00910597	0.0159395	0.00657169	0.00585024	0.0128431	0.0179886	0.0132427	0.0118776	0.0111637	0.016495	0.0145722	0.0122442	0.0112763	0.00804853	0.00448039	0.00872547	0.00781334	0.00558402	3.312449
2240	-14727.4	-14780.3	52.983	0.15257	0.0977446	0.0838828	0.11094	0.121517	0.0746584	0.154097	0.091318	0.0798501	0.191776	0.0820797	0.0940716	0.100379	0.0856021	0.119625	0.1228	0.127629	0.113312	0.12123	0.0688088	0.0726904	0.0900726	0.180152	0.107	0.0292478	0.0320681	0.0521336	0.00713891	0.0269377	0.0282696	0.0553089	0.0461288	0.0397025	0.0177106	0.0514159	0.0282163	0.0400473	0.0438675	0.0220851	0.0402695	0.0430322	0.0449861	0.0200769	3.855461	0.28017	0.286003	0.0982601	0.335567	0.0460595	0.0295082	0.0253235	0.0334919	0.0366848	0.0225387	0.0465207	0.0275681	0.0241061	0.0578956	0.0247792	0.0283994	0.0303034	0.0258425	0.0361138	0.0370723	0.03853	0.0342078	0.0365984	0.0207728	0.0219446	0.0271922	0.0543865	0.0323023	0.00882966	0.00968109	0.0157387	0.00215518	0.00813227	0.00853435	0.0166973	0.0139259	0.0119858	0.00534667	0.015522	0.00851825	0.0120899	0.0132432	0.00666729	0.012157	0.012991	0.0135809	0.00606104	3.312449
2250	-14722.9	-14775.9	52.983	0.150842	0.0888785	0.107559	0.102086	0.110183	0.0834941	0.148721	0.103525	0.078946	0.174122	0.0842747	0.0804776	0.0910228	0.118699	0.119935	0.12141	0.126184	0.112029	0.119858	0.0733343	0.0884065	0.0801243	0.163857	0.105788	0.0281133	0.031755	0.0621564	0.0210388	0.0306241	0.0192234	0.0622673	0.0487095	0.027558	0.0363777	0.0532065	0.033315	0.0379886	0.0513064	0.0132223	0.024754	0.0420444	0.0382649	0.0167679	3.855461	0.28017	0.286003	0.0982601	0.335567	0.045538	0.0268316	0.0324711	0.0308189	0.0332632	0.0252062	0.0448977	0.0312532	0.0238331	0.052566	0.0254418	0.0242955	0.027479	0.0358343	0.0362073	0.0366525	0.0380937	0.0338205	0.036184	0.022139	0.0266892	0.0241888	0.049467	0.0319365	0.00848717	0.00958656	0.0187645	0.00635144	0.00924516	0.00580339	0.018798	0.014705	0.00831952	0.0109821	0.0160626	0.0100575	0.0114684	0.015489	0.00399169	0.00747301	0.0126928	0.0115519	0.00506207	3.312449
2260	-14732.1	-14785.1	52.983	0.163066	0.0938828	0.124668	0.107834	0.112658	0.0881953	0.120961	0.109256	0.0803126	0.183926	0.0825843	0.0751638	0.0857847	0.0846803	0.126175	0.144183	0.1388	0.113187	0.1196	0.0629038	0.103091	0.0862742	0.173809	0.0862593	0.0129647	0.0346215	0.0459222	0.0172195	0.0271271	0.0324684	0.0657732	0.051452	0.0329817	0.0280418	0.051509	0.0509386	0.0404849	0.0515444	0.0234154	0.0156109	0.0226356	0.0351996	0.00528366	3.855461	0.276459	0.287048	0.105369	0.331123	0.0492281	0.0283424	0.0376362	0.0325542	0.0340105	0.0266254	0.0365169	0.0329836	0.0242457	0.0555257	0.0249315	0.0226913	0.0258977	0.0255643	0.0380912	0.0435276	0.0419026	0.0341702	0.0361061	0.0189901	0.0311223	0.0260454	0.0524715	0.0260409	0.00391392	0.0104519	0.0138635	0.00519842	0.00818943	0.00980193	0.0198564	0.0155329	0.00995689	0.00846557	0.0155501	0.0153779	0.012222	0.0155608	0.0070689	0.00471278	0.0068335	0.0106265	0.00159509	3.312449
