Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
15120	-14722.9	-14775.3	52.4093	0.144168	0.100785	0.0970253	0.0892526	0.110289	0.0873942	0.123219	0.100702	0.0848885	0.180937	0.0771971	0.0843684	0.109973	0.114326	0.104385	0.136456	0.143479	0.114206	0.115989	0.0828294	0.103286	0.0964499	0.203582	0.100937	0.0360988	0.0252104	0.0538487	0.0202274	0.0188331	0.0320321	0.0541501	0.0515036	0.0360399	0.0292509	0.0641294	0.0480162	0.0351811	0.060343	0.0247716	0.0257242	0.0490969	0.0246102	0.0245495	4.151418	0.279946	0.299639	0.105266	0.31515	0.0421577	0.0294716	0.0283721	0.0260992	0.0322508	0.0255558	0.0360316	0.0294473	0.0248231	0.0529095	0.022574	0.024671	0.0321582	0.0334312	0.0305243	0.0399026	0.041956	0.033396	0.0339175	0.024221	0.0302028	0.0282039	0.0595315	0.0295159	0.010556	0.00737201	0.0157464	0.0059149	0.00550718	0.00936683	0.0158345	0.0150607	0.0105388	0.00855355	0.0187527	0.0140409	0.0102877	0.0176455	0.0072437	0.00752227	0.0143569	0.0071965	0.00717877	3.419742
15130	-14728.5	-14781.1	52.5512	0.15018	0.101425	0.101071	0.0792376	0.114888	0.0673443	0.146872	0.0635305	0.120716	0.198851	0.0826016	0.0878866	0.0983209	0.116276	0.10623	0.14853	0.128916	0.120704	0.131333	0.0809492	0.084584	0.100472	0.172815	0.0861566	0.0206874	0.0310183	0.0484087	0.0152983	0.02717	0.0230335	0.068093	0.0605449	0.0440659	0.0212661	0.0631908	0.0442367	0.0480703	0.0535257	0.0122295	0.0167191	0.0312116	0.0333008	0.029474	4.151418	0.282563	0.299915	0.0900081	0.327514	0.0444132	0.0299946	0.0298901	0.0234331	0.0339762	0.0199159	0.0434347	0.018788	0.0356998	0.0588068	0.024428	0.0259909	0.0290767	0.0343865	0.0314156	0.0439251	0.0381247	0.0356962	0.0388394	0.0239393	0.0250142	0.0297128	0.0511069	0.0254793	0.00611792	0.0091731	0.014316	0.00452421	0.00803505	0.00681176	0.0201373	0.0179051	0.0130317	0.00628907	0.0186876	0.0130822	0.0142159	0.0158293	0.00361666	0.00494438	0.00923028	0.00984813	0.00871641	3.381436
15140	-14726.4	-14779.5	53.0754	0.140008	0.0923502	0.0942253	0.0803197	0.133163	0.0843723	0.140242	0.0789192	0.11254	0.18712	0.0770066	0.0819336	0.0909091	0.097267	0.117461	0.138469	0.120865	0.0959026	0.120918	0.0754661	0.086836	0.088946	0.161109	0.11261	0.0296894	0.0312691	0.070968	0.025688	0.0199486	0.0214733	0.0538726	0.0723796	0.0329883	0.0379314	0.0502017	0.0412404	0.0386851	0.0412967	0.0275978	0.0293461	0.0206814	0.0204443	0.0140497	3.848007	0.28035	0.297566	0.0893032	0.33278	0.0425723	0.028081	0.0286511	0.0244229	0.0404909	0.0256552	0.0426434	0.023997	0.03422	0.0568977	0.0234155	0.0249136	0.0276428	0.029576	0.0357163	0.0421045	0.0367515	0.0291612	0.0367676	0.022947	0.0264043	0.0270459	0.0489885	0.0342413	0.00902767	0.00950802	0.0215793	0.00781098	0.00606578	0.00652941	0.0163811	0.0220085	0.0100308	0.0115338	0.0152649	0.01254	0.011763	0.0125571	0.00839167	0.00892327	0.0062886	0.0062165	0.00427209	3.288709
15150	-14731.9	-14784.9	52.9754	0.140945	0.0937058	0.113749	0.0893275	0.117941	0.0661152	0.138876	0.0821733	0.114192	0.189867	0.083902	0.0692195	0.114613	0.125416	0.113822	0.13191	0.105365	0.115573	0.143686	0.0600428	0.111891	0.0734845	0.163474	0.0866681	0.0213071	0.0205614	0.0720097	0.0353809	0.0202414	0.0213682	0.0496422	0.0793115	0.0340406	0.0243624	0.0473352	0.026043	0.0299956	0.0437146	0.0233047	0.0247859	0.0368851	0.0374361	0.017232	3.877308	0.277973	0.285115	0.106953	0.329959	0.0425698	0.0283021	0.0343558	0.0269797	0.035622	0.0199689	0.0419449	0.0248189	0.0344895	0.0573457	0.025341	0.0209065	0.0346168	0.0378797	0.0343778	0.039841	0.0318234	0.0349065	0.0433975	0.0181348	0.0337946	0.0221946	0.0493742	0.0261765	0.00643542	0.00621019	0.0217492	0.0106861	0.00611354	0.00645386	0.0149935	0.0239545	0.0102813	0.00735819	0.0142967	0.00786579	0.0090596	0.0132032	0.00703875	0.00748613	0.0111405	0.0113069	0.0052046	3.310915
15160	-14727.8	-14780.4	52.6107	0.146798	0.0981445	0.119137	0.0846621	0.0972375	0.103551	0.145454	0.0690402	0.0772489	0.198861	0.0915755	0.0847703	0.119249	0.110545	0.119213	0.131823	0.173225	0.12175	0.150492	0.0659688	0.0941783	0.0883615	0.16505	0.0907734	0.038126	0.0359835	0.0526197	0.0247521	0.0222557	0.0267248	0.05055	0.0573897	0.0367866	0.022648	0.0495774	0.0481813	0.03624	0.0528789	0.0177725	0.0231486	0.0212393	0.0246502	0.0207867	3.877308	0.276763	0.285593	0.107133	0.330512	0.0430566	0.0287863	0.0349436	0.0248318	0.0285202	0.0303719	0.0426625	0.0202498	0.0226575	0.0583268	0.0268596	0.0248636	0.0349764	0.0324233	0.0349659	0.0386645	0.0508077	0.03571	0.04414	0.019349	0.027623	0.0259169	0.04841	0.0266243	0.0111825	0.0105541	0.0154336	0.00725992	0.0065277	0.00783851	0.0148266	0.0168327	0.0107897	0.00664278	0.0145413	0.0141318	0.0106294	0.0155097	0.00521276	0.00678959	0.00622959	0.00723003	0.00609684	3.409421
15170	-14728.8	-14782.2	53.3276	0.127725	0.0938819	0.10927	0.0927613	0.0960909	0.082027	0.134688	0.0841745	0.0842977	0.184141	0.0684395	0.0750773	0.0938517	0.12415	0.105136	0.167775	0.160402	0.113914	0.139352	0.0630597	0.0872071	0.076332	0.152833	0.0980093	0.0226019	0.0325835	0.0487248	0.0262076	0.0239102	0.016804	0.0611534	0.0531417	0.0340636	0.0217647	0.0457606	0.0373824	0.0361787	0.0417061	0.0308788	0.0324127	0.0313757	0.0294705	0.0135605	3.646161	0.274272	0.285484	0.109859	0.330386	0.0392484	0.0288488	0.0335773	0.0285044	0.0295276	0.0252059	0.0413879	0.0258658	0.0259037	0.0565842	0.0210306	0.0230703	0.0288395	0.0381499	0.032307	0.0515551	0.0492898	0.0350043	0.0428213	0.0193775	0.0267977	0.0234559	0.0469637	0.0301171	0.0069453	0.0100125	0.0149725	0.00805327	0.00734733	0.00516368	0.0187917	0.0163298	0.0104673	0.00668802	0.0140617	0.0114872	0.0111173	0.0128158	0.00948869	0.00996003	0.00964139	0.00905593	0.00416699	3.254277
15180	-14727.7	-14780.6	52.8324	0.13472	0.102504	0.120924	0.0981723	0.120571	0.0759718	0.116406	0.0868661	0.0988242	0.178768	0.0908272	0.0830855	0.104216	0.111827	0.110894	0.117038	0.122747	0.120153	0.150098	0.0769929	0.105439	0.0760194	0.170286	0.0861139	0.0307959	0.0336183	0.0513934	0.0482365	0.0249097	0.0208476	0.0645026	0.0464971	0.0421264	0.0535665	0.0459728	0.0322288	0.0226793	0.0348234	0.0147641	0.0290871	0.0279814	0.0131847	0.0189883	4.087062	0.274272	0.285484	0.109859	0.330386	0.0406314	0.0309151	0.0364705	0.0296086	0.036364	0.022913	0.0351077	0.0261987	0.0298052	0.053916	0.0273933	0.0250584	0.0314315	0.0337269	0.0334454	0.0352985	0.0370203	0.0362378	0.0452692	0.0232209	0.0318003	0.0229273	0.0513579	0.0259718	0.009288	0.0101392	0.0155002	0.014548	0.00751273	0.0062876	0.0194539	0.0140234	0.0127052	0.0161556	0.0138653	0.00972015	0.00684002	0.0105027	0.00445284	0.00877262	0.00843915	0.00397649	0.00572685	3.315668
15190	-14729.2	-14782.3	53.0462	0.136277	0.10571	0.0935404	0.0993069	0.121964	0.0938477	0.125521	0.0670458	0.0977559	0.173341	0.0713141	0.0729675	0.105421	0.11312	0.112176	0.124555	0.10646	0.124749	0.130676	0.0718302	0.106658	0.0936394	0.172254	0.0871091	0.0214056	0.0321943	0.0467965	0.0208755	0.033714	0.0277271	0.0374049	0.0575045	0.029041	0.0187786	0.0489117	0.0326013	0.0495781	0.0463282	0.0270511	0.0479329	0.0350326	0.0171173	0.0205685	4.087062	0.277671	0.289022	0.0908909	0.342417	0.041831	0.0324483	0.0287127	0.0304828	0.0374376	0.028807	0.0385293	0.0205801	0.0300067	0.0532081	0.0218902	0.0223978	0.0323595	0.0347227	0.0344329	0.0382327	0.0326786	0.0382925	0.0401116	0.0220487	0.0327392	0.0287431	0.0528742	0.0267386	0.00657056	0.0098822	0.0143644	0.00640786	0.0103487	0.00851099	0.0114816	0.0176513	0.0089143	0.00576419	0.0150137	0.0100071	0.0152183	0.0142207	0.00830348	0.0147133	0.0107535	0.00525426	0.00631361	3.257802
15200	-14721.6	-14774.6	53.0086	0.13028	0.105909	0.0956433	0.0807434	0.103809	0.0848293	0.125757	0.0872656	0.0995872	0.173667	0.0698958	0.0878568	0.0834713	0.099189	0.113822	0.124786	0.10666	0.124983	0.130921	0.070345	0.101415	0.0917487	0.186596	0.0872725	0.0411645	0.0266751	0.05593	0.0273549	0.019823	0.0255736	0.0553144	0.0619507	0.0295991	0.031121	0.0568546	0.0444703	0.0258285	0.0504014	0.0185468	0.0315913	0.0385674	0.0364953	0.0140893	4.151302	0.2753	0.286554	0.0986533	0.339493	0.0399901	0.0325092	0.0293582	0.0247846	0.0318646	0.0260388	0.0386016	0.0267867	0.0305688	0.0533079	0.0214549	0.0269681	0.025622	0.0304466	0.0349383	0.0383038	0.0327399	0.0383643	0.0401868	0.0215928	0.0311298	0.0281628	0.0572765	0.0267888	0.0126357	0.00818807	0.017168	0.00839674	0.00608477	0.00784994	0.0169791	0.0190161	0.00908562	0.00955276	0.0174518	0.0136504	0.00792818	0.015471	0.00569304	0.00969714	0.0118385	0.0112024	0.0043248	3.257802
15210	-14727.8	-14780.7	52.8501	0.133381	0.0918162	0.0967566	0.0826656	0.118834	0.0753663	0.12875	0.0893431	0.108593	0.177801	0.0688601	0.098332	0.107762	0.10155	0.116776	0.128492	0.109199	0.119533	0.134101	0.102068	0.0646118	0.0939329	0.205522	0.0893502	0.0334451	0.0381064	0.0596251	0.038455	0.0136801	0.0218885	0.0566312	0.0407856	0.028026	0.0306173	0.0640154	0.0413044	0.0377897	0.0295939	0.0231993	0.0250855	0.0351684	0.0371146	0.0170334	4.061531	0.286081	0.282291	0.0971857	0.334443	0.0402362	0.0276975	0.0291878	0.0249371	0.0358477	0.0227352	0.0388392	0.0269515	0.0327584	0.0536359	0.0207725	0.0296631	0.0325077	0.0306339	0.0352269	0.0387613	0.0329414	0.0360587	0.0404531	0.03079	0.019491	0.028336	0.0619982	0.0269536	0.0100891	0.0114953	0.0179867	0.0116004	0.00412677	0.00660295	0.0170835	0.0123035	0.00845439	0.00923608	0.019311	0.01246	0.0113997	0.00892739	0.00699838	0.00756736	0.010609	0.0111961	0.00513833	3.314961
15220	-14725.6	-14778.4	52.7216	0.134532	0.0924166	0.110859	0.104822	0.0950134	0.087329	0.123759	0.0752254	0.10953	0.179335	0.067886	0.0845642	0.110113	0.102624	0.0981543	0.134396	0.119517	0.108774	0.120669	0.102948	0.100848	0.0995636	0.155937	0.0923165	0.0248343	0.0304343	0.0601394	0.0327853	0.0326162	0.0144485	0.041433	0.056469	0.0512204	0.0391744	0.0365593	0.0531436	0.0421816	0.0506946	0.0130282	0.0318845	0.0333372	0.0198387	0.0171014	4.428834	0.285898	0.285485	0.0979173	0.3307	0.0408607	0.0280692	0.0336707	0.0318369	0.0288579	0.026524	0.0375888	0.0228478	0.0332668	0.0544683	0.0206186	0.0256842	0.0334441	0.0311694	0.0298119	0.0408195	0.0363003	0.0330373	0.0366502	0.0312679	0.0306301	0.0302399	0.047362	0.0280388	0.00754279	0.00924365	0.0182658	0.00995771	0.00990633	0.00438837	0.0125842	0.017151	0.0155569	0.0118982	0.0111039	0.016141	0.0128116	0.0153972	0.003957	0.00968412	0.0101253	0.0060255	0.00519413	3.292457
15230	-14733.3	-14786.3	53.0259	0.143343	0.0930063	0.111567	0.105491	0.128802	0.0713534	0.127686	0.0655346	0.116851	0.166583	0.0683192	0.0658062	0.116614	0.110775	0.0987806	0.114555	0.137777	0.113428	0.121439	0.103605	0.0998589	0.0649306	0.200249	0.0929055	0.0136752	0.0500904	0.0605232	0.032841	0.0227499	0.00975508	0.0536147	0.0568589	0.0406867	0.0207135	0.0548781	0.0330618	0.039116	0.051018	0.010474	0.0312203	0.0169679	0.0334669	0.0214851	3.906687	0.285898	0.285485	0.0979173	0.3307	0.0435368	0.0282483	0.0338855	0.0320401	0.0391204	0.0216718	0.0387812	0.0199045	0.0354906	0.0505952	0.0207502	0.019987	0.0354186	0.0336452	0.0300021	0.0347931	0.0418463	0.0344509	0.0368841	0.0314674	0.0303296	0.019721	0.0608205	0.0282177	0.00415349	0.0152137	0.0183824	0.00997463	0.00690972	0.00296286	0.0162841	0.0172695	0.0123575	0.0062912	0.0166678	0.0100417	0.0118805	0.0154954	0.00318122	0.00948236	0.00515355	0.0101647	0.00652555	3.292457
15240	-14734	-14787	52.9096	0.14075	0.0946647	0.10985	0.0722626	0.123821	0.0798723	0.123361	0.0819241	0.130802	0.158032	0.0785118	0.0736629	0.0829132	0.096849	0.110574	0.128231	0.151436	0.12697	0.135938	0.0774307	0.103607	0.0733429	0.173375	0.0862608	0.0295074	0.0426751	0.0554811	0.0284508	0.0359084	0.00913324	0.0664571	0.0566764	0.0246742	0.0232809	0.0434485	0.022408	0.0351896	0.0466104	0.0390206	0.0407543	0.0319563	0.0287091	0.0176719	4.101757	0.277708	0.277306	0.0951122	0.349874	0.0427491	0.028752	0.0333643	0.0219479	0.0376076	0.0242592	0.0374678	0.0248824	0.0397279	0.0479982	0.023846	0.0223732	0.0251828	0.0294154	0.0335841	0.038947	0.0459948	0.038564	0.0412877	0.0235176	0.031468	0.0222761	0.0526581	0.0261995	0.00896213	0.0129615	0.016851	0.00864119	0.0109063	0.00277399	0.0201846	0.017214	0.00749415	0.00707099	0.0131964	0.00680585	0.0106879	0.0141567	0.0118515	0.0123781	0.00970592	0.00871965	0.0053674	3.292457
15250	-14736.4	-14789.4	53.0787	0.137625	0.0844989	0.123089	0.108772	0.100673	0.0797189	0.120952	0.0724923	0.0866328	0.172642	0.0629053	0.094421	0.109392	0.0966629	0.123681	0.127985	0.151145	0.132929	0.118559	0.0975401	0.103408	0.0923038	0.164749	0.0860951	0.0219434	0.0203435	0.0641163	0.0375603	0.0266964	0.00152153	0.0560067	0.0340399	0.0380685	0.0379842	0.0638453	0.0281719	0.0331158	0.0546246	0.0355666	0.021681	0.0256813	0.0222867	0.0203305	3.819866	0.290356	0.287011	0.100175	0.322458	0.0418	0.0256644	0.0373852	0.0330368	0.030577	0.0242126	0.0367361	0.0220177	0.0263125	0.0524356	0.0191059	0.028678	0.0332251	0.0293589	0.037565	0.0388722	0.0459065	0.0403737	0.0360092	0.0296253	0.0314076	0.0280349	0.0500383	0.0261492	0.00666475	0.00617883	0.0194737	0.011408	0.00810836	0.000462125	0.0170106	0.0103387	0.0115623	0.0115367	0.0193914	0.00855651	0.0100581	0.0165908	0.0108025	0.00658507	0.00780004	0.00676902	0.00617486	3.292457
15260	-14729	-14781.9	52.8288	0.144606	0.0850018	0.0783214	0.075948	0.10578	0.0837629	0.114807	0.0835298	0.0971861	0.1814	0.0660964	0.0988674	0.103435	0.104507	0.129955	0.127755	0.139973	0.109411	0.131277	0.0914205	0.120201	0.0781137	0.173107	0.104981	0.0411341	0.0363079	0.0445445	0.0244089	0.0233388	0.0207727	0.0580286	0.043831	0.0357891	0.030351	0.0670841	0.0307927	0.0387587	0.0585537	0.0278189	0.0332815	0.0501575	0.0252291	0.0163127	3.966886	0.269208	0.302073	0.0982712	0.330448	0.043348	0.0254806	0.0234781	0.0227666	0.0317094	0.0251093	0.0344152	0.0250394	0.0291331	0.0543775	0.0198134	0.0296371	0.0310064	0.0313275	0.0389562	0.0382967	0.0419591	0.0327976	0.0393523	0.0274047	0.0360321	0.0234158	0.0518914	0.0314696	0.0123306	0.0108839	0.0133529	0.00731695	0.00699616	0.00622696	0.017395	0.013139	0.0107284	0.0090982	0.0201095	0.00923059	0.0116185	0.0175524	0.00833914	0.00997664	0.0150355	0.00756283	0.00488998	3.335939
15270	-14731.1	-14783.5	52.372	0.149096	0.104182	0.0903656	0.0991513	0.100393	0.0907874	0.113291	0.0861232	0.100204	0.175069	0.0681486	0.102273	0.13004	0.107751	0.0968664	0.131722	0.128989	0.134243	0.131558	0.0942589	0.116537	0.0876297	0.178481	0.10824	0.0311895	0.0299068	0.0581846	0.0184207	0.0312299	0.0248091	0.0403293	0.0723766	0.0321975	0.0391624	0.0660848	0.033021	0.0361446	0.0596123	0.0240385	0.0368421	0.0304007	0.0118539	0.0320808	4.129198	0.261583	0.304303	0.0954877	0.338627	0.0434266	0.0303447	0.0263205	0.0288794	0.0292412	0.0264433	0.032998	0.0250848	0.0291859	0.0509917	0.0198494	0.0297885	0.0378762	0.0313843	0.0282139	0.0383661	0.0375702	0.0391003	0.0383185	0.0274544	0.0339434	0.0255236	0.0519855	0.0315267	0.00908444	0.00871085	0.0169472	0.00536534	0.00909622	0.00722606	0.0117466	0.0210809	0.00937803	0.0114067	0.0192483	0.00961789	0.0105277	0.017363	0.0070016	0.0107308	0.00885469	0.00345264	0.00934405	3.433285
15280	-14725.5	-14778.8	53.2511	0.120741	0.100116	0.125179	0.0952821	0.110545	0.0885933	0.10887	0.0882685	0.100706	0.156411	0.0893437	0.0802575	0.129608	0.103547	0.0994319	0.132506	0.114717	0.114917	0.121764	0.0717045	0.11199	0.0784672	0.174347	0.0867504	0.0246667	0.0287398	0.0548104	0.0207489	0.0300112	0.0157812	0.0550642	0.0506155	0.0500726	0.0271189	0.0625707	0.0452354	0.0336125	0.0417199	0.0321618	0.0240181	0.0292144	0.0292163	0.0198867	3.620649	0.261583	0.304303	0.0954877	0.338627	0.0368189	0.0305296	0.0381722	0.0290554	0.0337097	0.0270157	0.033199	0.0269166	0.0307093	0.047696	0.0272445	0.0244738	0.0395227	0.0315755	0.0303208	0.0404064	0.0349818	0.0350429	0.0371308	0.0218656	0.0341502	0.0239278	0.0531654	0.0264537	0.00752189	0.00876392	0.0167139	0.00632718	0.00915164	0.00481233	0.0167913	0.0154347	0.0152692	0.00826966	0.0190803	0.0137941	0.0102498	0.0127221	0.00980743	0.0073241	0.00890864	0.00890922	0.00606427	3.279329
15290	-14728	-14780.3	52.339	0.138737	0.113619	0.114208	0.0804968	0.119183	0.0795124	0.132612	0.0794593	0.0769076	0.168633	0.0719007	0.0949819	0.128137	0.111638	0.113925	0.157429	0.147575	0.134275	0.131279	0.0708264	0.0887162	0.0845986	0.18797	0.0928798	0.0386169	0.0208101	0.0446581	0.0358029	0.039248	0.0249181	0.0628605	0.0545706	0.05235	0.0399397	0.0714054	0.0465283	0.0361311	0.0529489	0.0218355	0.0224838	0.0358053	0.02004	0.0247501	3.984828	0.268105	0.290442	0.107362	0.334091	0.0400372	0.0327886	0.0329587	0.0232301	0.0343943	0.022946	0.0382695	0.0229306	0.0221943	0.0486646	0.0207493	0.0274102	0.0369782	0.0322168	0.0328768	0.0454314	0.0425877	0.0387495	0.0378849	0.0204393	0.025602	0.0244138	0.0542451	0.0268036	0.0111442	0.00600545	0.0128876	0.0103321	0.0113263	0.00719094	0.0181405	0.0157482	0.0151073	0.0115259	0.0206064	0.0134273	0.0104268	0.0152802	0.00630137	0.00648846	0.0103328	0.00578322	0.00714246	3.465202
15300	-14723.1	-14776.1	53.0239	0.132495	0.105487	0.10534	0.0837172	0.103617	0.073338	0.122314	0.073289	0.11086	0.175479	0.0663174	0.097179	0.118187	0.118131	0.105078	0.154561	0.128802	0.103646	0.111301	0.0865121	0.0816669	0.0991379	0.173374	0.0856674	0.0304625	0.0250792	0.0678409	0.0180555	0.0248565	0.023191	0.0579792	0.0558643	0.0462309	0.0368383	0.052842	0.0412909	0.0408856	0.0483653	0.0114565	0.0171208	0.0424356	0.0211838	0.0154281	3.907128	0.271197	0.293791	0.0970699	0.337943	0.0402365	0.0320348	0.0319899	0.0254235	0.0314668	0.0222715	0.0371447	0.0222566	0.0336664	0.0532901	0.0201395	0.0295116	0.0358913	0.0358744	0.0319104	0.0469377	0.0391149	0.0314756	0.0338003	0.0262723	0.0248009	0.0301065	0.0526508	0.0260157	0.00925095	0.00761615	0.0206021	0.00548315	0.00754851	0.00704272	0.0176073	0.016965	0.0140396	0.0111872	0.0160472	0.0125393	0.0124163	0.0146877	0.00347916	0.00519932	0.012887	0.00643317	0.00468526	3.292904
15310	-14726	-14778.9	52.8191	0.165138	0.0925246	0.10807	0.115554	0.11139	0.0909073	0.131489	0.0849397	0.107685	0.155393	0.0738383	0.0925526	0.10642	0.126992	0.11296	0.151505	0.138463	0.1058	0.11965	0.0930017	0.0803978	0.0725349	0.185349	0.0806974	0.0338396	0.0293533	0.0519519	0.0157587	0.029178	0.0248085	0.0374994	0.0634054	0.0276051	0.0305193	0.0736676	0.0423705	0.0216004	0.0455765	0.0260435	0.0223856	0.0310209	0.0276618	0.0107834	3.907128	0.271197	0.293791	0.0970699	0.337943	0.0493203	0.0276334	0.0322761	0.0345114	0.0332677	0.0271504	0.0392706	0.0253682	0.0321613	0.0464097	0.0220526	0.0276418	0.0317836	0.0379275	0.0337368	0.0452487	0.0413536	0.0315982	0.0357348	0.0277759	0.0240117	0.0216633	0.0553564	0.0241011	0.0101065	0.00876667	0.015516	0.00470649	0.00871431	0.00740932	0.0111996	0.0189367	0.00824456	0.00911492	0.0220016	0.0126544	0.00645119	0.0136119	0.00777818	0.00668571	0.00926472	0.0082615	0.00322059	3.348282
15320	-14728	-14780.9	52.9391	0.175407	0.118696	0.11293	0.075657	0.116399	0.0949955	0.137402	0.0745669	0.094277	0.15932	0.081057	0.0780729	0.112868	0.133403	0.109823	0.124748	0.135321	0.11254	0.140977	0.0571963	0.0895466	0.0757969	0.18433	0.0843265	0.0374868	0.0354134	0.0526197	0.0238627	0.0228207	0.0266331	0.0391857	0.0618369	0.035247	0.0282646	0.0402914	0.0377411	0.0254449	0.0441911	0.035522	0.0233924	0.0154889	0.0288299	0.0219987	3.906671	0.271197	0.293791	0.0970699	0.337943	0.0528982	0.0357957	0.0340567	0.0228162	0.035103	0.0286482	0.0414371	0.0224875	0.0284316	0.0480469	0.0244447	0.0235448	0.0340381	0.040231	0.0331199	0.0376209	0.0408094	0.0339393	0.042515	0.017249	0.027005	0.0228584	0.0555893	0.0254307	0.0113051	0.0106798	0.0158688	0.00719638	0.00688216	0.00803187	0.0118174	0.0186484	0.0106296	0.0085239	0.0121509	0.0113818	0.00767353	0.0133269	0.0107125	0.00705454	0.00467107	0.00869438	0.00663426	3.315928
15330	-14725.8	-14778.3	52.5459	0.118374	0.0864571	0.11286	0.115858	0.123236	0.0801395	0.132637	0.0737016	0.106821	0.159222	0.08465	0.0784183	0.112798	0.128858	0.127216	0.137948	0.135238	0.112471	0.15433	0.08428	0.112126	0.0981049	0.184216	0.0842746	0.0268476	0.0184189	0.057908	0.0287481	0.0302501	0.0215005	0.0723683	0.0642336	0.0352253	0.0392908	0.0608158	0.0247629	0.036955	0.0356303	0.0299757	0.0321806	0.0286432	0.0243938	0.0231137	3.825122	0.271197	0.293791	0.0970699	0.337943	0.0344563	0.0251658	0.0328512	0.0337238	0.0358715	0.0233269	0.0386077	0.021453	0.0310934	0.0463461	0.0246398	0.0228259	0.0328332	0.0375077	0.0370298	0.0401538	0.0393648	0.0327378	0.0449223	0.0245321	0.0326373	0.0285562	0.0536215	0.0245305	0.00781477	0.00536134	0.0168558	0.00836797	0.00880516	0.00625834	0.0210649	0.018697	0.0102533	0.0114367	0.0177022	0.00720796	0.0107568	0.0103712	0.00872529	0.00936708	0.00833744	0.00710052	0.00672789	3.435498
15340	-14727.2	-14780.6	53.3979	0.109469	0.105268	0.104369	0.0944042	0.0837609	0.0741102	0.126808	0.0771397	0.0803344	0.190467	0.0782814	0.0784457	0.104312	0.107754	0.105012	0.118574	0.125063	0.104009	0.128804	0.0779392	0.105166	0.113971	0.177136	0.0976578	0.0343433	0.0327759	0.0444869	0.0305956	0.0263961	0.0126203	0.0507414	0.0675642	0.0371044	0.0275282	0.0458043	0.0348379	0.0263921	0.0368722	0.0277205	0.0250338	0.0285874	0.0279944	0.0194713	3.825122	0.271197	0.293791	0.0970699	0.337943	0.0341542	0.0328436	0.0325632	0.0294542	0.0261334	0.0231224	0.0395641	0.0240676	0.0250644	0.0594257	0.0244238	0.0244751	0.0325454	0.0336192	0.0327639	0.0369951	0.0390197	0.0324509	0.0401869	0.024317	0.0328118	0.0355589	0.0552665	0.0304693	0.0107151	0.0102261	0.0138799	0.00954582	0.00823559	0.00393754	0.0158313	0.0210801	0.0115766	0.0085888	0.014291	0.0108694	0.00823436	0.0115041	0.00864881	0.00781056	0.00891928	0.00873427	0.00607504	3.205125
