Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
7260	-15332.3	-15389.6	57.302	0.105545	0.0892859	0.0976651	0.0940286	0.117812	0.0762963	0.118427	0.0708485	0.0924857	0.15037	0.0820937	0.0872389	0.0931945	0.093832	0.0961416	0.126615	0.123158	0.0980102	0.125636	0.0690994	0.0790347	0.0946308	0.136243	0.0451	0.0103919	0.0337153	0.0319479	0.0440085	0.0277479	0.0579806	0.0187925	0.02429	0.0260138	0.0214552	0.0149219	0.0642044	0.0297575	0.0788366	0.0427461	0.0185073	0.0370218	0.0345834	0.0232224	0.214302	0.298969	0.106941	0.379788	0.0351471	0.0297328	0.0325232	0.0313122	0.0392322	0.0254072	0.0394371	0.0235931	0.0307984	0.0500744	0.0273378	0.0290512	0.0310344	0.0312467	0.0320159	0.0421637	0.0410126	0.0326381	0.0418379	0.0230106	0.0263191	0.0315127	0.0453699	0.0150186	0.00346059	0.0112274	0.0106389	0.0146551	0.00924025	0.019308	0.00625806	0.00808873	0.00866279	0.00714474	0.00496909	0.0213805	0.00990946	0.0262532	0.0142348	0.00616307	0.0123285	0.0115165	0.00773323	3.002937
7270	-15330.9	-15387.8	56.8365	0.118447	0.105659	0.0964975	0.105523	0.11463	0.0856234	0.127412	0.0744435	0.103792	0.161423	0.0867296	0.078438	0.107232	0.094684	0.107895	0.142093	0.116614	0.109992	0.114393	0.0775466	0.0886965	0.0669687	0.152898	0.0317386	0.0136085	0.0293632	0.0294256	0.040175	0.037002	0.0650686	0.022544	0.0337063	0.0180991	0.022633	0.0271776	0.0514631	0.0230971	0.0971985	0.0494007	0.00481692	0.0328117	0.0407698	0.0219088	0.21393	0.29845	0.108491	0.379129	0.0378469	0.0337607	0.0308334	0.0337174	0.0366271	0.0273589	0.0407115	0.0237866	0.0331642	0.0515787	0.0277123	0.025063	0.0342633	0.030254	0.0344751	0.0454025	0.0372613	0.0351452	0.0365514	0.0247781	0.0283408	0.0213982	0.0488549	0.0101413	0.00434827	0.00938231	0.00940225	0.0128369	0.0118231	0.0207911	0.00720337	0.01077	0.00578314	0.00723183	0.00868394	0.0164438	0.00738012	0.0310574	0.0157848	0.00153913	0.0104842	0.013027	0.00700043	3.129639
7280	-15340.5	-15397.3	56.8365	0.134771	0.103191	0.0973567	0.0863844	0.120268	0.0828824	0.145448	0.078105	0.0766887	0.169362	0.0909953	0.0840499	0.0808431	0.099341	0.105931	0.148243	0.0990741	0.115402	0.0968292	0.0724275	0.0645239	0.0889718	0.162312	0.0300107	0.0248732	0.0348574	0.0474304	0.0305945	0.0212859	0.068269	0.00637181	0.0428607	0.0353818	0.0289184	0.0243252	0.0522582	0.0420564	0.0681212	0.0525394	0.0140461	0.0352789	0.0293357	0.037424	0.21393	0.29845	0.108491	0.379129	0.0430629	0.0329723	0.031108	0.027602	0.0384286	0.0264831	0.0464743	0.0249565	0.024504	0.0541156	0.0290753	0.0268561	0.0258314	0.031742	0.0338476	0.0473673	0.0316567	0.0368738	0.0309394	0.0231424	0.020617	0.0284288	0.0518628	0.00958918	0.00794763	0.0111378	0.0151552	0.00977572	0.00680139	0.0218137	0.00203596	0.0136951	0.0113054	0.00924017	0.00777252	0.0166978	0.0134381	0.0217665	0.0167877	0.00448809	0.0112725	0.00937352	0.0119579	3.129639
7290	-15329.8	-15386.7	56.9143	0.131001	0.10268	0.0996202	0.0859559	0.119671	0.0824713	0.0978385	0.0777175	0.106999	0.171113	0.0793991	0.0836329	0.105423	0.0988483	0.0873533	0.147507	0.125396	0.114829	0.139106	0.072058	0.090435	0.0725726	0.130704	0.0473432	0.0214495	0.0327899	0.0341548	0.0397991	0.0211803	0.0649325	0.0190045	0.0405448	0.0404799	0.0194525	0.0223103	0.0448293	0.0418477	0.0677833	0.0366118	0.0139764	0.0274822	0.0246635	0.0255316	0.21393	0.29845	0.108491	0.379129	0.0421429	0.0330319	0.0320477	0.0276519	0.038498	0.0265309	0.0314745	0.0250016	0.0344216	0.0550469	0.0255426	0.0269046	0.0339144	0.0317993	0.0281014	0.0474529	0.0403397	0.0369404	0.0447503	0.023181	0.0290928	0.0233465	0.0420474	0.0152302	0.00690027	0.0105485	0.0109876	0.0128033	0.00681368	0.0208887	0.00611372	0.0130432	0.0130223	0.00625785	0.00717718	0.0144215	0.0134624	0.0218058	0.011778	0.0044962	0.00884099	0.00793421	0.00821348	3.1085
7300	-15328.7	-15385.8	57.0274	0.124252	0.0924797	0.0922572	0.0996566	0.109436	0.0718722	0.112356	0.081585	0.100393	0.162298	0.0753086	0.090618	0.0984619	0.0937557	0.0998979	0.132912	0.118936	0.0973737	0.133017	0.0640835	0.0857759	0.0761806	0.159134	0.0462553	0.0203444	0.0301239	0.0286749	0.033076	0.034992	0.0388174	0.0102958	0.0240942	0.0383944	0.0331394	0.026042	0.0678903	0.0240878	0.0850532	0.053665	0.0160324	0.0361721	0.0379783	0.0205659	0.208027	0.300691	0.109306	0.381976	0.0403713	0.030048	0.0299757	0.0323798	0.0355575	0.0233523	0.0365062	0.0265081	0.0326191	0.0527328	0.0244688	0.0294431	0.0319917	0.0304626	0.0324583	0.0431849	0.0386439	0.0316381	0.043219	0.0208217	0.0278698	0.0247522	0.0517048	0.015029	0.0066102	0.00978767	0.00931688	0.0107469	0.0113694	0.0126123	0.00334527	0.00782854	0.0124749	0.0107675	0.00846141	0.0220585	0.00782646	0.027635	0.0174365	0.00520915	0.0117528	0.0123397	0.00668217	3.077734
7310	-15332.3	-15389.1	56.8234	0.127221	0.0946892	0.0890858	0.102037	0.107543	0.0689209	0.134955	0.0819752	0.102791	0.152848	0.0877446	0.092783	0.100814	0.0959956	0.102285	0.138984	0.114844	0.0982469	0.104884	0.0830294	0.0774731	0.0837157	0.162936	0.0579126	0.0263688	0.0247325	0.0337004	0.044421	0.0252833	0.0525184	0.0172748	0.037447	0.0393117	0.0222779	0.0331251	0.0695122	0.0252666	0.0713129	0.050407	0.0200221	0.0203345	0.0191123	0.0370523	0.201659	0.313237	0.105487	0.379617	0.0406041	0.0302213	0.0284329	0.0325666	0.0343239	0.021997	0.0430728	0.0261634	0.0328072	0.0487835	0.0280048	0.0296129	0.0321762	0.0306383	0.0326455	0.0443585	0.0366541	0.0313568	0.033475	0.0264999	0.0247265	0.0267189	0.052003	0.0184835	0.00841595	0.0078937	0.0107559	0.0141775	0.00806948	0.0167619	0.00551349	0.0119517	0.0125468	0.00711028	0.0105723	0.0221857	0.00806417	0.0227604	0.016088	0.00639032	0.00649002	0.00609995	0.0118257	3.133196
7320	-15342.4	-15399.3	56.8234	0.133615	0.0994488	0.0935638	0.125954	0.0965867	0.102348	0.124285	0.0880483	0.0881877	0.157868	0.0921552	0.0792253	0.100816	0.0749462	0.107426	0.117176	0.157211	0.103185	0.130249	0.0626228	0.0813674	0.0929858	0.132392	0.0488331	0.016427	0.0259757	0.0353944	0.0455972	0.017711	0.0551584	0.0230123	0.0414781	0.0270773	0.0255641	0.0166531	0.0460748	0.0411016	0.0886541	0.0419448	0.038241	0.0155242	0.0248332	0.0162763	0.201659	0.313237	0.105487	0.379617	0.0426451	0.0317404	0.0298621	0.0401999	0.0308269	0.0326656	0.0396673	0.0281017	0.0281462	0.0503857	0.0294125	0.0252858	0.0321768	0.0239201	0.0342864	0.0373982	0.050176	0.032933	0.0415706	0.0199869	0.0259695	0.0296776	0.0422545	0.0155857	0.0052429	0.00829049	0.0112966	0.0145529	0.0056527	0.0176045	0.00734468	0.0132383	0.00864208	0.00815912	0.00531505	0.0147054	0.0131181	0.0282951	0.0133872	0.0122051	0.00495475	0.00792584	0.00519479	3.133196
7330	-15341.3	-15398.1	56.8234	0.116553	0.127644	0.0857043	0.0937562	0.106348	0.0739716	0.122787	0.0758053	0.0916624	0.160663	0.0908493	0.079891	0.117184	0.12523	0.109328	0.129626	0.110821	0.105012	0.132554	0.0637313	0.0800466	0.0946317	0.128103	0.0496975	0.0117609	0.0264355	0.0495628	0.0340576	0.0180635	0.0561347	0.0126254	0.0367554	0.0484236	0.0260166	0.0120175	0.0512409	0.0393428	0.0873973	0.0357142	0.0222889	0.0356527	0.0218878	0.0362162	0.221736	0.308303	0.0963228	0.373638	0.0371995	0.0407393	0.0273537	0.0299235	0.0339424	0.023609	0.0391892	0.0241943	0.0292553	0.0512775	0.0289957	0.0254983	0.0374009	0.0399688	0.0348933	0.0413719	0.0353699	0.0335159	0.0423064	0.0203407	0.0255479	0.0302029	0.0408856	0.0158616	0.00375366	0.00843723	0.0158186	0.0108699	0.00576519	0.0179161	0.00402955	0.011731	0.015455	0.00830355	0.00383555	0.0163542	0.0125568	0.027894	0.0113987	0.00711379	0.011379	0.00698577	0.0115589	3.133196
7340	-15326.6	-15383.5	56.8234	0.11437	0.11031	0.0760081	0.0919997	0.104356	0.0890884	0.118719	0.0704533	0.0899451	0.157653	0.0891472	0.0924423	0.104039	0.0961112	0.107841	0.129615	0.128726	0.111966	0.130071	0.07318	0.0785469	0.0939677	0.201762	0.0587377	0.0222542	0.0195029	0.035014	0.0360956	0.0288526	0.044406	0.0137449	0.027634	0.0287141	0.0259386	0.0333707	0.0350465	0.023057	0.0857599	0.043183	0.0218433	0.0303339	0.0315619	0.0278285	0.220349	0.291798	0.09999	0.387863	0.0365026	0.0352068	0.024259	0.0293629	0.0333065	0.0284337	0.0378907	0.0224861	0.0287072	0.0503168	0.0284525	0.0295042	0.0332055	0.0306751	0.0344189	0.0413684	0.0410845	0.0357353	0.0415138	0.0233564	0.0250693	0.029991	0.0643948	0.0187469	0.00710272	0.00622461	0.0111752	0.0115204	0.00920868	0.0141727	0.00438685	0.00881976	0.00916448	0.00827865	0.0106507	0.0111855	0.00735894	0.0273714	0.0137824	0.00697158	0.00968145	0.0100734	0.00888183	3.133196
7350	-15338.7	-15395.3	56.5447	0.140383	0.0965153	0.0765184	0.0941725	0.091529	0.0857314	0.119516	0.0709262	0.111196	0.193434	0.0761478	0.0961023	0.107724	0.0967564	0.108565	0.130485	0.110577	0.107683	0.140072	0.0736713	0.0790742	0.0945985	0.203116	0.0586797	0.0241724	0.0283797	0.0417352	0.0306353	0.0349265	0.0451285	0.014005	0.0363616	0.0413017	0.0130798	0.0288185	0.0542776	0.0286162	0.0723306	0.0531747	0.0153898	0.0305375	0.0332216	0.0195705	0.218609	0.289493	0.107098	0.3848	0.0437489	0.030078	0.0238461	0.0293479	0.028524	0.0267173	0.0372458	0.0221034	0.034653	0.0602816	0.0237306	0.0299493	0.0335711	0.0301531	0.0338331	0.0406644	0.0344602	0.0335582	0.0436518	0.0229589	0.0246426	0.0294806	0.0632989	0.0182869	0.00753307	0.00884425	0.0130063	0.00954718	0.0108845	0.0140638	0.00436452	0.0113317	0.0128712	0.00407619	0.00898099	0.0169151	0.00891793	0.0225411	0.0165713	0.00479607	0.00951669	0.0103531	0.00609894	3.208836
7360	-15332.7	-15389.2	56.5447	0.115442	0.127645	0.0930561	0.0979202	0.0951714	0.0891432	0.133345	0.0948188	0.0858287	0.168374	0.0676667	0.0820022	0.112011	0.0849226	0.110399	0.138028	0.133305	0.106514	0.145646	0.066298	0.082221	0.0815071	0.185145	0.0612635	0.0207539	0.0295765	0.0433961	0.0398806	0.0341323	0.0469244	0.0171002	0.0357463	0.0451558	0.026118	0.02825	0.0619143	0.0265854	0.0752091	0.0476855	0.0117162	0.0221398	0.0293602	0.00951801	0.218609	0.289493	0.107098	0.3848	0.0359763	0.0397791	0.029	0.0305158	0.0296592	0.0277805	0.0415557	0.0295493	0.0267476	0.0524719	0.0210876	0.0255551	0.0349071	0.0264652	0.0344046	0.043015	0.0415431	0.033194	0.045389	0.0206611	0.0256233	0.0254008	0.0576984	0.0190921	0.00646775	0.0092172	0.0135239	0.0124284	0.010637	0.0146235	0.00532911	0.01114	0.0140723	0.00813939	0.00880381	0.0192949	0.00828506	0.0234381	0.0148607	0.00365122	0.00689962	0.00914981	0.00296619	3.208836
7370	-15333.1	-15389.7	56.5447	0.143606	0.0938045	0.101453	0.0959746	0.0932804	0.0799226	0.130696	0.0840044	0.0994977	0.155059	0.0883103	0.085737	0.109786	0.081433	0.100615	0.135286	0.129622	0.13127	0.12197	0.0639624	0.0917302	0.0734694	0.181466	0.0570083	0.0337708	0.0239398	0.0434126	0.0493874	0.031599	0.0505442	0.00716937	0.0412035	0.030599	0.0290384	0.0141328	0.0606841	0.0304498	0.0737147	0.046738	0.0159215	0.0295396	0.0401273	0.0279002	0.22606	0.299361	0.110749	0.36383	0.0447534	0.0292332	0.0316167	0.0299095	0.0290699	0.0249071	0.04073	0.0261791	0.0310074	0.0483226	0.027521	0.026719	0.0342135	0.0253777	0.0313556	0.0421604	0.0403954	0.0409089	0.0380108	0.0199332	0.0285867	0.022896	0.056552	0.017766	0.0105243	0.00746058	0.0135291	0.0153911	0.00984749	0.0157516	0.00223426	0.0128406	0.00953586	0.00904953	0.00440434	0.0189116	0.00948935	0.0229724	0.0145654	0.00496175	0.00920571	0.0125053	0.00869482	3.208836
7380	-15332.2	-15389	56.7643	0.131495	0.101533	0.105301	0.0930007	0.101339	0.0748984	0.134729	0.0787236	0.0932429	0.185677	0.0689929	0.0758624	0.0897029	0.0763139	0.120628	0.118759	0.121474	0.145791	0.110182	0.0794643	0.08675	0.0745635	0.182528	0.0704793	0.0236608	0.0224349	0.0433078	0.0348602	0.0217168	0.0567111	0.0133977	0.0360013	0.0247031	0.0211525	0.0214918	0.0413855	0.0368806	0.08244	0.0437999	0.0124239	0.0180359	0.0378747	0.0355419	0.212813	0.304485	0.112644	0.370057	0.0417545	0.0322404	0.0334367	0.029531	0.0321788	0.0237829	0.0427813	0.0249975	0.029608	0.0589592	0.0219077	0.024089	0.0284839	0.0242324	0.0383038	0.0377104	0.0385723	0.046294	0.0349866	0.0252327	0.0275462	0.0236766	0.0579591	0.0223797	0.00751314	0.00712387	0.0137518	0.0110693	0.00689585	0.0180078	0.00425426	0.0114317	0.00784412	0.00671668	0.00682442	0.0131414	0.0117109	0.0261776	0.013908	0.00394504	0.00572704	0.0120266	0.0112858	3.149253
7390	-15335.3	-15392	56.7643	0.137806	0.102519	0.106323	0.0995077	0.106661	0.0800601	0.104115	0.0794882	0.103514	0.187481	0.083621	0.0765992	0.0905741	0.0976993	0.097776	0.0978948	0.148724	0.121551	0.100737	0.0823791	0.0856841	0.0786822	0.1843	0.0536121	0.0329852	0.0226528	0.0507192	0.0229747	0.0295055	0.0516384	0.0207755	0.049496	0.0319966	0.0202201	0.0257385	0.0297425	0.0372388	0.0737221	0.0353983	0.0200385	0.0275432	0.0436161	0.015941	0.218073	0.312011	0.0917098	0.378206	0.0437583	0.0325535	0.0337615	0.0315972	0.0338686	0.025422	0.0330603	0.0252403	0.0328693	0.0595318	0.0265527	0.024323	0.0287605	0.031023	0.0310474	0.0310851	0.0472251	0.0385967	0.0319877	0.0261583	0.0272077	0.0249844	0.058522	0.0170237	0.010474	0.00719306	0.0161052	0.00729528	0.00936905	0.016397	0.00659697	0.0157167	0.01016	0.0064206	0.0081729	0.00944431	0.0118246	0.0234094	0.0112402	0.00636293	0.00874596	0.0138497	0.00506183	3.149253
7400	-15342.4	-15399.6	57.2161	0.12403	0.0942802	0.0977787	0.117548	0.0980891	0.0806647	0.149297	0.0731001	0.0951948	0.128271	0.0769008	0.0704433	0.0832951	0.0898477	0.112259	0.122168	0.103744	0.13863	0.118911	0.0681809	0.0685358	0.0723589	0.169489	0.0558348	0.0486543	0.0185354	0.0359518	0.0271398	0.0210297	0.0477131	0.0195896	0.0455182	0.0286443	0.0131807	0.017316	0.0513615	0.0479328	0.0603278	0.0377831	0.0152247	0.0216224	0.0384524	0.0215357	0.218073	0.312011	0.0917098	0.378206	0.0409832	0.031153	0.032309	0.0388412	0.0324115	0.026654	0.0493321	0.0241544	0.0314552	0.0423844	0.0254103	0.0232765	0.0275232	0.0296883	0.0370938	0.0403678	0.03428	0.0458074	0.0392916	0.022529	0.0226463	0.0239095	0.0560042	0.0184495	0.0160768	0.00612466	0.0118795	0.00896781	0.00694883	0.0157658	0.00647298	0.0150406	0.00946493	0.0043553	0.00572173	0.0169714	0.0158384	0.0199341	0.0124847	0.00503069	0.00714468	0.0127058	0.00711604	3.026363
7410	-15335.6	-15392.7	57.0796	0.111536	0.105577	0.101315	0.0935445	0.089328	0.0835824	0.10496	0.0757441	0.0986381	0.180935	0.0796823	0.0674555	0.0851391	0.0930975	0.11632	0.126586	0.115173	0.122031	0.117358	0.072561	0.0877941	0.0890882	0.137479	0.0562367	0.0199793	0.0231555	0.0278544	0.0483407	0.0221117	0.0494389	0.0193036	0.0299894	0.0336517	0.0306546	0.0179424	0.0491249	0.0458143	0.0803669	0.060104	0.0210931	0.0265519	0.0263424	0.0205598	0.216652	0.295659	0.0951783	0.39251	0.0364076	0.0344624	0.0330713	0.0305348	0.0291584	0.0272829	0.034261	0.0247244	0.0321974	0.0590607	0.0260099	0.0220188	0.0277911	0.0303888	0.0379691	0.0413203	0.0375949	0.0398334	0.0383078	0.0236853	0.0286577	0.0290801	0.0448759	0.0183568	0.00652163	0.00755841	0.00909223	0.0157793	0.0072177	0.0161378	0.00630106	0.00978914	0.0109846	0.0100063	0.00585674	0.0160353	0.0149547	0.0262333	0.0196191	0.0068852	0.00866705	0.00859868	0.00671111	3.063543
7420	-15331.2	-15388.2	57.0796	0.105986	0.100323	0.108862	0.119973	0.11194	0.0816932	0.154423	0.0805729	0.0852587	0.171931	0.0752798	0.0879632	0.101182	0.0846865	0.110531	0.120287	0.109442	0.108514	0.111517	0.0604135	0.0911545	0.0759211	0.177913	0.0523862	0.0263561	0.014787	0.0412401	0.027419	0.0204124	0.0380289	0.0178486	0.0347573	0.0253478	0.0158318	0.0188725	0.0483122	0.0288878	0.0763675	0.0459494	0.020987	0.0314824	0.0217389	0.0207626	0.219306	0.299281	0.0963442	0.385069	0.0345958	0.0327474	0.0355346	0.0391615	0.0365393	0.0266663	0.0504067	0.0263006	0.0278301	0.0561216	0.0245728	0.0287129	0.0330279	0.0276433	0.0360795	0.039264	0.035724	0.0354212	0.0364014	0.0197201	0.0297546	0.0247821	0.0580744	0.0170999	0.00860314	0.00482676	0.0134616	0.00895011	0.00666302	0.0124134	0.00582613	0.0113455	0.00827402	0.0051678	0.00616035	0.01577	0.00942954	0.0249278	0.0149988	0.00685055	0.0102765	0.00709599	0.00677733	3.063543
7430	-15339.5	-15396.8	57.2827	0.115024	0.0992926	0.109232	0.0900032	0.112321	0.0797247	0.154949	0.0851293	0.0611291	0.154162	0.0840346	0.0699091	0.091786	0.0848775	0.0913664	0.120696	0.112524	0.0879329	0.111897	0.0712332	0.0914649	0.0773113	0.158319	0.0468585	0.0287933	0.0204403	0.033945	0.0312749	0.0303805	0.0424749	0.0137795	0.0613368	0.0286925	0.0274881	0.0254961	0.0390287	0.0296061	0.0838083	0.0465312	0.010049	0.0282863	0.0247058	0.0409068	0.219306	0.299281	0.0963442	0.385069	0.0382368	0.0330073	0.0363115	0.0299193	0.0373381	0.0265024	0.0515088	0.0282991	0.0203208	0.0512473	0.0279352	0.0232395	0.0305119	0.0282154	0.0303724	0.0401224	0.0374059	0.029231	0.0371973	0.0236796	0.0304052	0.0257002	0.052629	0.0155769	0.00957159	0.00679484	0.0112842	0.0103966	0.0100992	0.0141197	0.00458063	0.0203899	0.00953808	0.00913771	0.00847554	0.0129741	0.0098418	0.02786	0.0154681	0.00334052	0.00940305	0.00821282	0.0135984	3.008202
7440	-15326.7	-15383.7	56.9696	0.115284	0.109584	0.109479	0.100892	0.0952365	0.0799048	0.108877	0.0732901	0.103041	0.156501	0.0848022	0.0700671	0.0977155	0.11223	0.0945829	0.127084	0.112779	0.127044	0.11215	0.0789348	0.0835363	0.085779	0.179882	0.0500881	0.0301765	0.0204865	0.0452768	0.0313456	0.0299949	0.0518089	0.0260692	0.0389641	0.0384528	0.0224673	0.0208187	0.0489496	0.0307279	0.0662725	0.0449288	0.00377631	0.0299201	0.022329	0.0219426	0.219306	0.299281	0.0963442	0.385069	0.0372669	0.0354242	0.0353904	0.0326145	0.0307863	0.0258302	0.0351958	0.0236919	0.0333091	0.0505907	0.0274133	0.02265	0.0315877	0.0362797	0.030575	0.0410813	0.036457	0.0410683	0.0362537	0.0255166	0.0270041	0.027729	0.058149	0.0161915	0.00975489	0.00662248	0.0146363	0.0101328	0.0096962	0.0167478	0.00842717	0.0125956	0.0124303	0.0072628	0.00672987	0.0158235	0.00993314	0.0214233	0.0145238	0.00122073	0.00967201	0.00721812	0.00709319	3.093471
7450	-15328.2	-15384.8	56.5524	0.115331	0.0957181	0.099172	0.117323	0.106522	0.0789464	0.132244	0.0845996	0.101805	0.154624	0.0667823	0.0975015	0.0957246	0.0967965	0.114192	0.12556	0.15074	0.134555	0.0935255	0.0748509	0.0888748	0.0831573	0.175519	0.0494873	0.0298145	0.0200728	0.0418483	0.0422883	0.020262	0.0418261	0.0166622	0.0384968	0.0377054	0.0208993	0.0384465	0.0475231	0.0313094	0.0982371	0.04439	0.0188481	0.0261791	0.0263526	0.0320334	0.216689	0.295709	0.107127	0.380475	0.0359651	0.029849	0.030926	0.0365862	0.0332181	0.0246189	0.0412392	0.0263818	0.031747	0.0482183	0.0208256	0.0304051	0.029851	0.0301853	0.0356099	0.0391548	0.0470073	0.0419601	0.0291652	0.0233417	0.0277149	0.025932	0.0547345	0.0154322	0.00929744	0.00625956	0.0130501	0.0131873	0.00631857	0.0130431	0.00519597	0.0120049	0.0117581	0.0065173	0.0119893	0.0148197	0.0097636	0.0306345	0.0138427	0.00587763	0.00816376	0.00821785	0.00998937	3.206746
7460	-15338	-15394.6	56.5524	0.113376	0.0965185	0.108481	0.0761193	0.123021	0.0934832	0.13335	0.0834693	0.105384	0.176001	0.0889405	0.0839197	0.095473	0.109001	0.0996531	0.12661	0.119651	0.105158	0.131759	0.0754769	0.0741208	0.0816561	0.168891	0.0394497	0.0354589	0.0340918	0.0235266	0.0355998	0.0251097	0.0397667	0.0190517	0.0335017	0.0544401	0.0258686	0.0285901	0.033524	0.037799	0.0990586	0.0672001	0.00478916	0.0292696	0.0331808	0.0379572	0.213078	0.314227	0.0985623	0.374133	0.0353555	0.0300986	0.0338291	0.0237372	0.0383632	0.0291521	0.0415841	0.0260293	0.0328632	0.0548845	0.0277354	0.0261697	0.0297725	0.0339911	0.0310761	0.0394823	0.0373122	0.0327928	0.041088	0.0235369	0.023114	0.0254639	0.0526675	0.0123021	0.0110576	0.0106313	0.0073366	0.0111015	0.00783026	0.012401	0.00594112	0.0104472	0.0169767	0.00806692	0.0089156	0.0104542	0.0117873	0.0308907	0.0209559	0.00149346	0.00912751	0.0103472	0.0118367	3.206746
7470	-15334.7	-15391.3	56.5524	0.115791	0.105886	0.0873891	0.0932303	0.125642	0.0828508	0.120461	0.0928503	0.10001	0.17975	0.0809264	0.0887567	0.0966463	0.0747063	0.106105	0.129307	0.1222	0.113203	0.0869481	0.100857	0.0756998	0.088794	0.173285	0.0746474	0.0363207	0.0210744	0.0445803	0.0336789	0.0257577	0.0406138	0.0184986	0.0556419	0.0410059	0.0264196	0.0249191	0.0316293	0.034824	0.0874636	0.0558222	0.0111738	0.0323134	0.0347531	0.0343141	0.210793	0.310857	0.10823	0.370121	0.0361087	0.0330196	0.0272517	0.0290732	0.0391804	0.0258364	0.0375648	0.0289547	0.0311873	0.0560537	0.0252363	0.0276781	0.0301384	0.0232966	0.0330881	0.0403233	0.038107	0.0353016	0.0271141	0.0314515	0.0236064	0.0276898	0.0540378	0.0232782	0.0113264	0.0065719	0.013902	0.0105025	0.00803234	0.0126651	0.00576866	0.0173515	0.0127874	0.00823877	0.00777083	0.00986337	0.0108596	0.0272749	0.0174077	0.00348446	0.0100767	0.0108375	0.0107006	3.206746
7480	-15332.3	-15388.9	56.646	0.112935	0.0977706	0.0852336	0.123375	0.122543	0.0763667	0.11749	0.09056	0.0844363	0.152643	0.0858911	0.0845918	0.0942624	0.0924603	0.120179	0.107063	0.119185	0.121782	0.112067	0.0873236	0.07958	0.0735843	0.195883	0.0812867	0.0332585	0.0340613	0.0396669	0.0354063	0.023345	0.0396121	0.0256915	0.036733	0.0393935	0.0224222	0.0260101	0.0342305	0.0331584	0.0736166	0.0465789	0.015614	0.0333568	0.0408751	0.0298297	0.212805	0.313824	0.0997163	0.373654	0.0354992	0.0307324	0.0267916	0.0387806	0.038519	0.0240045	0.0369307	0.0284659	0.026541	0.0479805	0.0269983	0.0265899	0.0296297	0.0290632	0.0377762	0.0336532	0.0374638	0.0382799	0.0352263	0.0274486	0.0250145	0.0231299	0.0615722	0.025551	0.0104542	0.0107066	0.0124686	0.0111293	0.00733807	0.0124513	0.00807565	0.0115463	0.0123826	0.00704799	0.00817581	0.0107597	0.0104227	0.02314	0.0146412	0.00490799	0.0104851	0.0128483	0.00937642	3.181353
7490	-15337.4	-15394	56.646	0.129311	0.130064	0.0847727	0.111458	0.123316	0.0751496	0.120105	0.0807331	0.0921948	0.156041	0.0698086	0.0864752	0.102749	0.0945189	0.127004	0.109446	0.135741	0.119292	0.105803	0.0674332	0.110419	0.0799823	0.162193	0.0675981	0.0218095	0.0153557	0.0285617	0.0404398	0.030926	0.0458853	0.0275507	0.0389505	0.0402706	0.0192564	0.0354376	0.0329075	0.0340742	0.0900698	0.0440543	0.0113937	0.0340995	0.0301823	0.0185168	0.212805	0.313824	0.0997163	0.373654	0.0406467	0.0408832	0.0266467	0.0350348	0.0387621	0.0236219	0.0377529	0.025377	0.0289797	0.0490488	0.0219431	0.0271819	0.0322974	0.0297103	0.0399215	0.0344025	0.0426676	0.0374972	0.0332572	0.0211964	0.0347083	0.025141	0.0509824	0.0212482	0.00685543	0.00482679	0.00897784	0.0127115	0.00972103	0.0144232	0.00866005	0.0122434	0.0126583	0.0060529	0.0111392	0.0103439	0.0107106	0.0283118	0.0138477	0.00358141	0.0107186	0.00948724	0.00582041	3.181353
