Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
5770	-15331	-15387.7	56.7144	0.135151	0.107472	0.128702	0.105797	0.0856741	0.0800194	0.108382	0.0685999	0.092025	0.17741	0.0834542	0.0864954	0.0934855	0.0987289	0.127314	0.130311	0.122319	0.122985	0.120153	0.0832631	0.0892742	0.0860844	0.16819	0.0339489	0.0273293	0.023697	0.0441776	0.0401027	0.0385713	0.0468215	0.0126201	0.0323206	0.0317837	0.0239245	0.0158549	0.0402068	0.0287775	0.058962	0.0417235	0.0251189	0.0382144	0.0365352	0.0208318	0.219807	0.29992	0.105239	0.375033	0.0427312	0.0339798	0.0406922	0.0334504	0.0270879	0.0253001	0.0342676	0.0216895	0.0290959	0.0560926	0.0263861	0.0273476	0.0295577	0.0312155	0.0402536	0.0412009	0.0386741	0.0388848	0.0379894	0.0263257	0.0282262	0.0272177	0.0531774	0.0107338	0.00864083	0.00749239	0.0139678	0.0126794	0.0121952	0.0148037	0.00399016	0.0102189	0.0100492	0.0075643	0.00501291	0.0127123	0.0090987	0.0186423	0.0131919	0.00794194	0.0120824	0.0115515	0.00658647	3.162814
5780	-15325	-15381.7	56.7144	0.12793	0.106445	0.127472	0.0939997	0.109979	0.0914145	0.129349	0.0809049	0.0911459	0.188768	0.068273	0.0802032	0.0925924	0.0977857	0.0936422	0.129398	0.12115	0.108314	0.119005	0.0724866	0.0884214	0.085262	0.166583	0.053318	0.0264692	0.0169661	0.0409719	0.0397196	0.0275212	0.0463742	0.0168491	0.0399877	0.0283653	0.011724	0.0270238	0.0542959	0.0326675	0.0700016	0.0418207	0.0248789	0.0332306	0.0314389	0.0286625	0.215657	0.294256	0.103252	0.386835	0.0404483	0.0336552	0.0403035	0.0297203	0.0347726	0.0289029	0.0408967	0.02558	0.028818	0.0596834	0.0215861	0.0253582	0.0292753	0.0309173	0.0296073	0.0409124	0.0383046	0.0342461	0.0376264	0.0229184	0.0279566	0.0269577	0.0526694	0.0168578	0.00836888	0.00536424	0.0129543	0.0125583	0.00870149	0.0146623	0.00532724	0.0126431	0.00896838	0.00370683	0.00854424	0.017167	0.0103286	0.0221327	0.0132226	0.00786607	0.0105066	0.00994017	0.00906235	3.162814
5790	-15333	-15389.7	56.7144	0.131261	0.117396	0.130791	0.0973867	0.112843	0.0787108	0.132717	0.103542	0.0936738	0.193289	0.056157	0.0822914	0.0932281	0.0953416	0.106846	0.117042	0.13665	0.10649	0.116947	0.0743739	0.0841811	0.0791171	0.14588	0.0444809	0.0238948	0.0229371	0.0467324	0.0288857	0.0296467	0.042975	0.0313786	0.0343149	0.0335256	0.0195632	0.0254032	0.0401784	0.0349261	0.0696541	0.0429096	0.0260804	0.0340958	0.0258995	0.0191756	0.215657	0.294256	0.103252	0.386835	0.0415014	0.0371177	0.0413529	0.0307912	0.035678	0.0248863	0.0419615	0.0327373	0.0296172	0.0611131	0.0177554	0.0260184	0.0294763	0.0301446	0.0337821	0.0370055	0.0432051	0.0336694	0.0369758	0.0235151	0.0266159	0.0250148	0.0461236	0.0140637	0.00755491	0.00725212	0.0147756	0.00913291	0.00937351	0.0135876	0.0099211	0.0108495	0.0105999	0.00618539	0.00803182	0.0127034	0.0110427	0.0220228	0.0135669	0.00824595	0.0107802	0.00818874	0.00606281	3.162814
5800	-15330.3	-15387.2	56.9719	0.128391	0.0939679	0.0907006	0.0975819	0.106854	0.0745334	0.147848	0.0980465	0.0830351	0.149947	0.0738953	0.0808646	0.116064	0.0902815	0.0879474	0.116449	0.129397	0.105058	0.122108	0.0704266	0.0852685	0.0819804	0.179794	0.0576343	0.027067	0.0182433	0.0441985	0.0548928	0.0299514	0.0464352	0.0229684	0.0324937	0.0307787	0.0185249	0.0134487	0.0409052	0.0402499	0.0588455	0.0394828	0.0218367	0.0272939	0.0323485	0.0247958	0.215682	0.294291	0.103148	0.38688	0.0415124	0.0303824	0.029326	0.0315509	0.0345489	0.0240987	0.0478033	0.0317012	0.0268476	0.0484821	0.0238924	0.0261458	0.0375268	0.0291905	0.0284359	0.0376511	0.0418377	0.0339682	0.0394809	0.0227709	0.0275697	0.0265066	0.0581325	0.0186348	0.00875151	0.00589857	0.0142906	0.0177484	0.00968412	0.0150138	0.00742634	0.0105061	0.00995163	0.00598963	0.00434835	0.0132258	0.0130139	0.0190264	0.0127659	0.00706043	0.00882489	0.0104592	0.00801717	3.092835
5810	-15333.6	-15390.6	56.9719	0.126322	0.0868196	0.0934448	0.103179	0.0968061	0.0788667	0.139696	0.0964666	0.0993894	0.147531	0.0604183	0.074656	0.0996232	0.0993417	0.107326	0.123274	0.14376	0.117677	0.12014	0.071836	0.0838945	0.0879336	0.176842	0.0567056	0.0218092	0.0196414	0.0352572	0.0218239	0.0294687	0.0583556	0.0108798	0.0440931	0.0312494	0.0248465	0.00589186	0.0423943	0.0219936	0.0902726	0.0379289	0.0173702	0.0268519	0.0353465	0.0254113	0.208742	0.316996	0.0998293	0.374432	0.0408434	0.0280712	0.0302133	0.0333607	0.0313001	0.0254998	0.0451675	0.0311903	0.0321354	0.0477008	0.0195349	0.0241384	0.032211	0.0321199	0.0347016	0.0398581	0.0464815	0.0380482	0.0388447	0.0232266	0.0271254	0.0284314	0.0571779	0.0183345	0.00705153	0.00635061	0.0113996	0.00705627	0.00952806	0.018868	0.00351774	0.0142565	0.0101038	0.00803358	0.001905	0.0137073	0.00711116	0.0291877	0.0122635	0.00561626	0.00868196	0.0114285	0.00821618	3.092835
5820	-15337	-15394	56.9719	0.10796	0.0853559	0.0811935	0.0999443	0.0939725	0.0753283	0.131668	0.0849522	0.0977609	0.195178	0.0696834	0.0723154	0.083007	0.0962271	0.103962	0.11941	0.131579	0.0845734	0.116374	0.0681825	0.0831029	0.096729	0.186677	0.035214	0.0277113	0.0199876	0.0496877	0.0396098	0.014254	0.056526	0.0253754	0.0484457	0.0522581	0.0361433	0.0187151	0.0345398	0.0522995	0.0776276	0.0478723	0.0154154	0.0294718	0.0276959	0.0188499	0.214992	0.296548	0.102818	0.385642	0.0349063	0.027598	0.0262521	0.0323148	0.0303839	0.0243557	0.0425718	0.0274674	0.0316088	0.0631064	0.0225306	0.0233816	0.0268385	0.0311129	0.0336137	0.0386084	0.0425432	0.027345	0.0376268	0.0220453	0.0268695	0.0312752	0.0603581	0.0113857	0.00895983	0.00646254	0.0160654	0.012807	0.00460873	0.0182764	0.00820459	0.0156639	0.0168965	0.0116861	0.00605113	0.0111677	0.0169099	0.0250992	0.0154785	0.00498422	0.00952907	0.00895484	0.0060947	3.092835
5830	-15335.3	-15392.3	56.9626	0.1107	0.109033	0.10053	0.103163	0.105689	0.0772403	0.118801	0.0865712	0.0973941	0.200132	0.103577	0.0796049	0.0921138	0.0719234	0.1066	0.12244	0.134919	0.110441	0.128376	0.0942438	0.0777111	0.0927728	0.1473	0.0410694	0.0142081	0.0101903	0.0385995	0.0409908	0.0262965	0.0396671	0.0197647	0.0333301	0.0423647	0.0132258	0.0209309	0.0401117	0.0249374	0.079598	0.0373467	0.0217831	0.0240534	0.0295961	0.0260118	0.219175	0.294968	0.10227	0.383587	0.0357632	0.0352247	0.0324778	0.0333283	0.0341445	0.0249536	0.0383803	0.0279681	0.0314646	0.0646556	0.0334621	0.0257175	0.0297587	0.0232359	0.0344388	0.0395562	0.0435875	0.0356796	0.0414737	0.0304469	0.0251057	0.0299717	0.0475876	0.0132681	0.00459012	0.00329212	0.0124701	0.0132427	0.00849549	0.0128151	0.00638528	0.0107678	0.0136865	0.00427279	0.00676205	0.0129587	0.00805641	0.0257153	0.0120654	0.00703736	0.00777081	0.00956147	0.00840349	3.095353
5840	-15337.8	-15394.7	56.9626	0.114149	0.110871	0.103662	0.0941458	0.108982	0.079727	0.132027	0.0727441	0.0960406	0.206367	0.0663208	0.0692238	0.0981817	0.0741643	0.109922	0.11415	0.103849	0.103236	0.162377	0.0764878	0.0801323	0.0706423	0.153516	0.0442461	0.0309693	0.0259456	0.0438413	0.0466125	0.014477	0.0375309	0.0165281	0.0273495	0.0436846	0.0211582	0.0215831	0.0458242	0.0270464	0.0861363	0.0461247	0.0134259	0.0409759	0.0341517	0.0268222	0.218067	0.295973	0.104311	0.381649	0.0368775	0.0358184	0.0334897	0.0304152	0.0352083	0.025757	0.0426534	0.0235011	0.0310273	0.0666701	0.0214259	0.0223638	0.0317191	0.0239599	0.0355118	0.0368778	0.03355	0.0333521	0.0524584	0.0247105	0.0258879	0.022822	0.0495955	0.0142944	0.0100051	0.0083821	0.0141636	0.0150589	0.00467702	0.0121249	0.00533966	0.00883568	0.014113	0.00683548	0.00697273	0.0148042	0.00873774	0.0278276	0.0149013	0.00433743	0.0132379	0.0110332	0.00866532	3.095353
5850	-15333.8	-15390.8	56.9626	0.110087	0.106926	0.0875931	0.0984289	0.105105	0.071008	0.110585	0.0704021	0.0924145	0.199025	0.074448	0.09038	0.112502	0.0715255	0.106011	0.105218	0.123034	0.125282	0.1566	0.0737663	0.0770943	0.084941	0.148965	0.0547647	0.0235395	0.0181251	0.0371473	0.0305779	0.0258341	0.0488626	0.0238091	0.0412692	0.0421303	0.0366373	0.0266928	0.028402	0.0369112	0.0830715	0.0424743	0.0129482	0.0238256	0.0314034	0.0255861	0.218067	0.295973	0.104311	0.381649	0.0355654	0.0345439	0.0282983	0.0317989	0.0339556	0.0229402	0.0357263	0.0227445	0.0298559	0.0642979	0.0240516	0.0291986	0.0363454	0.0231074	0.0342483	0.0339922	0.0397479	0.0404743	0.0505919	0.0238313	0.0249065	0.0274415	0.0481255	0.0176926	0.00760478	0.0058556	0.012001	0.00987864	0.00834609	0.0157858	0.00769187	0.0133326	0.0136108	0.0118362	0.00862352	0.00917569	0.0119247	0.0268375	0.013722	0.0041831	0.00769721	0.0101453	0.00826596	3.095353
5860	-15338.6	-15395.3	56.685	0.106202	0.103152	0.122955	0.0949547	0.111684	0.0792532	0.103361	0.100687	0.0891526	0.16601	0.0694317	0.090383	0.0863065	0.0883667	0.105496	0.130177	0.118691	0.120411	0.150147	0.0809509	0.103653	0.0631106	0.15667	0.0607571	0.0389213	0.0174854	0.0317707	0.0317296	0.0378942	0.0471379	0.0175311	0.0483909	0.028607	0.0353442	0.0337802	0.0553433	0.0330582	0.089447	0.0409752	0.00826517	0.022484	0.0336767	0.0169777	0.217665	0.297272	0.104118	0.380945	0.0334939	0.0325319	0.0387775	0.0299468	0.0352227	0.0249949	0.0325979	0.0317546	0.0281169	0.0523562	0.0218974	0.0285049	0.0272193	0.027869	0.0332713	0.0410552	0.0374328	0.0379753	0.0473532	0.0255303	0.0326899	0.0199038	0.0494105	0.0191615	0.012275	0.00551454	0.0100198	0.0100069	0.011951	0.0148663	0.00552895	0.0152615	0.00902205	0.0111468	0.0106536	0.0174541	0.0104259	0.0282098	0.0129227	0.00260667	0.007091	0.0106209	0.00535443	3.170781
5870	-15331.4	-15388.1	56.685	0.10919	0.0922141	0.0903269	0.115999	0.114826	0.0837941	0.108157	0.085542	0.0916615	0.17724	0.0713856	0.0929264	0.0868094	0.0908534	0.125295	0.152273	0.137475	0.0957296	0.121216	0.083229	0.0970209	0.0887795	0.161079	0.0517046	0.0205081	0.0172379	0.0356896	0.0361766	0.0389605	0.0464258	0.00747857	0.0497526	0.0406564	0.0311055	0.0272427	0.0516913	0.0284971	0.0908076	0.0321378	0.0228951	0.0231167	0.037687	0.00798772	0.217665	0.297272	0.104118	0.380945	0.0344364	0.0290824	0.0284873	0.0365836	0.0362139	0.0264269	0.0341106	0.0269782	0.0289082	0.0558979	0.0225136	0.0293071	0.0273779	0.0286533	0.0395154	0.0480237	0.0433567	0.0301912	0.0382291	0.0262487	0.0305984	0.0279992	0.050801	0.0163066	0.00646785	0.0054365	0.0112558	0.0114094	0.0122874	0.0146417	0.00235859	0.015691	0.0128222	0.00981005	0.00859179	0.0163024	0.00898742	0.0286389	0.0101356	0.00722064	0.00729055	0.0118857	0.00251916	3.170781
5880	-15326.8	-15383.5	56.685	0.108496	0.119158	0.0897522	0.115261	0.114096	0.083261	0.113007	0.0652624	0.0875897	0.176112	0.0881968	0.0920318	0.083147	0.0991644	0.113059	0.136369	0.128195	0.0973823	0.120445	0.082764	0.0964037	0.0754854	0.160054	0.0513756	0.0222088	0.0214662	0.0354625	0.0263391	0.0309088	0.0475364	0.021306	0.0470148	0.0378226	0.0209254	0.033653	0.0432113	0.0436522	0.0731502	0.0513512	0.0156928	0.0377771	0.0295339	0.0357019	0.217665	0.297272	0.104118	0.380945	0.0342173	0.03758	0.028306	0.0363509	0.0359835	0.0262588	0.0356402	0.0205824	0.027624	0.0555423	0.0278155	0.029025	0.0262229	0.0312744	0.0356564	0.043008	0.0404301	0.0307124	0.0379859	0.0261021	0.0304038	0.0238066	0.0504778	0.0162028	0.00700419	0.00677001	0.0111842	0.00830681	0.00974799	0.014992	0.00671949	0.0148275	0.0119285	0.00659946	0.0106135	0.013628	0.013767	0.0230701	0.0161951	0.00494919	0.0119141	0.00931438	0.0112597	3.170781
5890	-15327.6	-15384.3	56.7192	0.116826	0.113017	0.112036	0.0949058	0.114509	0.0770592	0.124446	0.09291	0.0793453	0.17358	0.0744103	0.0990984	0.111906	0.0843593	0.106968	0.124589	0.125099	0.129832	0.0956213	0.0687272	0.083386	0.0811968	0.170719	0.0553205	0.0291908	0.0251359	0.0358984	0.0340746	0.0146248	0.0397074	0.0251354	0.0462435	0.0414588	0.0277524	0.0225233	0.0436283	0.036514	0.0689877	0.0567346	0.0193069	0.0247135	0.0394603	0.0205489	0.217665	0.297272	0.104118	0.380945	0.0369528	0.0357479	0.0354374	0.0300192	0.0362199	0.0243742	0.0393628	0.0293879	0.0250973	0.0549041	0.0235363	0.0313453	0.0353963	0.0266833	0.0338344	0.0394082	0.0395695	0.0410664	0.0302455	0.0217387	0.0263754	0.025683	0.0539993	0.0174981	0.00923318	0.00795059	0.0113548	0.010778	0.00462591	0.0125597	0.00795045	0.014627	0.0131136	0.00877823	0.00712424	0.0137999	0.0115495	0.0218212	0.0179454	0.00610686	0.00781701	0.0124815	0.00649972	3.161507
5900	-15330.9	-15387.7	56.7192	0.148894	0.109796	0.107818	0.082978	0.110199	0.0814195	0.120229	0.078656	0.100479	0.167046	0.0716093	0.073462	0.110049	0.0811838	0.0967737	0.122372	0.129245	0.116191	0.108802	0.0761564	0.0776483	0.0684378	0.141582	0.05071	0.031509	0.0247786	0.0361497	0.0474438	0.0249736	0.0388556	0.022894	0.0445027	0.0459685	0.0378743	0.0345321	0.0662631	0.0334848	0.0927685	0.0444362	0.0149009	0.0262046	0.0297494	0.0324814	0.21854	0.298467	0.100516	0.382476	0.0470959	0.0347289	0.0341035	0.0262464	0.0348565	0.0257534	0.038029	0.0248793	0.0317821	0.0528374	0.0226504	0.0232364	0.0348091	0.0256788	0.03061	0.0387068	0.0408807	0.0367516	0.0344146	0.0240887	0.0245605	0.0216472	0.044783	0.0160398	0.00996645	0.00783761	0.0114343	0.0150067	0.00789926	0.0122902	0.00724149	0.0140764	0.0145401	0.0119798	0.0109227	0.0209593	0.0105914	0.0293431	0.0140554	0.00471323	0.00828863	0.00940987	0.010274	3.161507
5910	-15341.1	-15397.8	56.7192	0.0893019	0.103308	0.105466	0.110039	0.129178	0.0634376	0.126958	0.0940146	0.0982871	0.163401	0.0741291	0.104178	0.0891564	0.11077	0.0911747	0.119702	0.126425	0.109842	0.106428	0.0792167	0.0971656	0.0856141	0.167488	0.0331925	0.0308216	0.0242381	0.0342369	0.0334268	0.0381226	0.0350882	0.0179023	0.0276627	0.0324493	0.0170645	0.0337787	0.0651857	0.0398489	0.111749	0.0486965	0.0118535	0.0372436	0.0288531	0.0154101	0.21854	0.298467	0.100516	0.382476	0.0282466	0.0326768	0.0333595	0.0348058	0.0408596	0.0200656	0.0401576	0.0297373	0.0310887	0.0516847	0.0234474	0.0329522	0.0282006	0.0350372	0.028839	0.0378624	0.0399888	0.0347435	0.0336638	0.0250566	0.0307339	0.0270802	0.0529771	0.010499	0.00974902	0.00766662	0.0108293	0.010573	0.0120584	0.0110986	0.00566257	0.00874986	0.0102639	0.0053976	0.0106844	0.0206186	0.0126044	0.0353467	0.0154029	0.00374933	0.0117803	0.00912638	0.00487429	3.161507
5920	-15339.8	-15396.6	56.7192	0.0980556	0.109069	0.0991439	0.106072	0.121434	0.102856	0.10918	0.0883787	0.0930019	0.172763	0.0696852	0.0979333	0.0786789	0.10413	0.0937689	0.110338	0.140191	0.111225	0.100048	0.0946319	0.0867271	0.0755624	0.157447	0.0609491	0.0512817	0.0308025	0.044097	0.0354988	0.0291263	0.0582851	0.0152407	0.0478139	0.0336133	0.0172973	0.0234942	0.0373909	0.0316485	0.0961294	0.0454936	0.0258169	0.0170717	0.0247391	0.0153937	0.218129	0.297906	0.102208	0.381757	0.0310155	0.034499	0.0313597	0.0335511	0.0384102	0.032534	0.0345342	0.0279546	0.0294169	0.0546459	0.0220418	0.0309768	0.0248865	0.0329368	0.0296596	0.0349005	0.0443432	0.0351811	0.0316458	0.0299325	0.0274322	0.0239008	0.0498013	0.0192785	0.0162207	0.00974299	0.0139481	0.0112284	0.00921278	0.0184359	0.00482072	0.0151238	0.010632	0.00547121	0.00743132	0.0118269	0.0100106	0.0304062	0.0143899	0.008166	0.00539985	0.00782509	0.00486911	3.161507
5930	-15336.6	-15393.4	56.838	0.11899	0.113989	0.0800061	0.102037	0.12291	0.0989438	0.124806	0.074547	0.0979233	0.166191	0.0670344	0.0717859	0.0924653	0.100169	0.0939965	0.147796	0.125114	0.115894	0.0962425	0.0717075	0.083428	0.0707454	0.1632	0.0395161	0.0448329	0.0296308	0.0384578	0.0333093	0.0250216	0.0540556	0.0142557	0.0380073	0.034309	0.0461951	0.0280318	0.0373265	0.0262296	0.0717303	0.0437631	0.0227378	0.0219757	0.0423459	0.0375841	0.214778	0.307121	0.102208	0.375893	0.0380251	0.0364272	0.0255673	0.0326077	0.0392779	0.0316192	0.0398839	0.0238228	0.031293	0.0531093	0.021422	0.0229404	0.0295488	0.0320107	0.0300382	0.0472307	0.0399821	0.0370358	0.0307559	0.0229153	0.0266608	0.0226079	0.0521531	0.012628	0.0143271	0.00946902	0.0122898	0.0106446	0.00799609	0.0172744	0.00455564	0.0121459	0.010964	0.0147624	0.00895803	0.0119283	0.00838212	0.0229226	0.0139852	0.00726624	0.00702271	0.0135323	0.0120106	3.129237
5940	-15337.6	-15394.5	56.973	0.107258	0.0977425	0.0814225	0.103844	0.125086	0.0973853	0.116838	0.080896	0.0996569	0.169134	0.0789324	0.0866516	0.0941023	0.084932	0.0956606	0.134225	0.105745	0.0904416	0.104622	0.0697503	0.0850393	0.0820129	0.155776	0.0729851	0.0425557	0.0139945	0.0467341	0.0321281	0.0339136	0.0550125	0.0150728	0.0443284	0.0458333	0.0470129	0.0250556	0.0511406	0.0223535	0.0662009	0.0302231	0.0258099	0.0276489	0.0312371	0.0161545	0.217831	0.297273	0.10366	0.381235	0.0346827	0.0316058	0.0263286	0.0335786	0.0404475	0.0314903	0.0377806	0.0261584	0.0322249	0.0546907	0.0255234	0.0280195	0.0304287	0.0274634	0.0309326	0.0434027	0.0341934	0.029245	0.0338303	0.0225543	0.0274981	0.0265195	0.0503713	0.0236003	0.0137607	0.00452524	0.0151118	0.0103889	0.0109662	0.0177887	0.0048739	0.0143339	0.0148206	0.015202	0.00810194	0.0165367	0.00722818	0.0214066	0.00977289	0.00834585	0.00894049	0.0101008	0.00522369	3.092547
5950	-15336	-15393	56.973	0.132517	0.0967362	0.088989	0.109594	0.123798	0.092101	0.113654	0.0709323	0.113154	0.160473	0.0616377	0.0857595	0.0776577	0.082998	0.105627	0.132843	0.135982	0.0895105	0.103545	0.0626749	0.0870162	0.080131	0.147462	0.0637828	0.0280842	0.0138504	0.037983	0.0453102	0.031056	0.0449943	0.0133417	0.0610414	0.043765	0.0333797	0.0374704	0.0486201	0.0217704	0.0706735	0.0402537	0.0118445	0.0273643	0.0327105	0.0304568	0.216407	0.295329	0.102983	0.385281	0.0428505	0.0312804	0.0287753	0.0354382	0.0400311	0.0297816	0.036751	0.0229365	0.0365892	0.0518903	0.0199311	0.027731	0.0251113	0.0268381	0.0341554	0.0429559	0.0439708	0.0289439	0.0334821	0.0202664	0.0281374	0.025911	0.0476832	0.0206247	0.00908125	0.00447865	0.0122821	0.0146514	0.0100422	0.0145493	0.00431416	0.0197382	0.0141518	0.0107936	0.0121163	0.0157217	0.00703963	0.0228528	0.0130164	0.00383002	0.00884845	0.0105772	0.00984846	3.092547
5960	-15336.8	-15393.6	56.7912	0.135777	0.105651	0.0908477	0.0834058	0.0996331	0.0770108	0.116028	0.0724139	0.115517	0.163825	0.0629252	0.0712287	0.106459	0.0747724	0.10265	0.135618	0.116382	0.112606	0.120276	0.0769904	0.0932364	0.100215	0.178782	0.0504099	0.0286708	0.0106127	0.0387764	0.0392527	0.0194911	0.026242	0.019469	0.0454962	0.0395012	0.0368901	0.036864	0.0496356	0.0293635	0.0893012	0.0527116	0.0179387	0.0279358	0.0418742	0.0292556	0.216407	0.295329	0.102983	0.385281	0.0432144	0.033626	0.0289145	0.026546	0.0317107	0.0245106	0.0369288	0.0230475	0.0367662	0.0521414	0.0200275	0.0226703	0.0338832	0.0237981	0.032671	0.0431637	0.0370413	0.0358396	0.0382806	0.0245041	0.0296748	0.0318958	0.0569017	0.0160442	0.00912518	0.00337776	0.0123415	0.0124931	0.00620353	0.00835215	0.00619648	0.0144803	0.0125722	0.0117412	0.0117329	0.0157978	0.00934567	0.0284223	0.0167768	0.00570942	0.00889126	0.0133275	0.00931132	3.141942
5970	-15327	-15383.8	56.7912	0.129485	0.0925247	0.0845986	0.098182	0.0992783	0.0876014	0.108047	0.0815051	0.0867725	0.169418	0.0846675	0.064268	0.0991361	0.093526	0.102386	0.126289	0.158937	0.128048	0.10746	0.0735098	0.0935811	0.0980513	0.166484	0.0430517	0.0354439	0.0236015	0.0359152	0.033883	0.027748	0.0543485	0.0123921	0.0423667	0.0363766	0.0157743	0.0268507	0.0430791	0.0316136	0.0831585	0.0490857	0.0243901	0.0322113	0.0389938	0.0179007	0.214859	0.293217	0.109399	0.382525	0.0412119	0.0294483	0.0269256	0.0312488	0.0315977	0.0278813	0.0343886	0.025941	0.0276175	0.0539213	0.0269475	0.0204549	0.0315525	0.0297669	0.0325868	0.0401946	0.0505857	0.0407546	0.0342017	0.0233963	0.0297845	0.0312072	0.0529876	0.0137022	0.0112809	0.00751177	0.0114309	0.0107841	0.00883149	0.0172977	0.00394409	0.0134842	0.0115777	0.00502055	0.0085459	0.013711	0.0100618	0.0264672	0.0156227	0.00776275	0.010252	0.0124107	0.00569734	3.141942
5980	-15330.7	-15387.5	56.7912	0.130771	0.0934431	0.096897	0.0923283	0.100264	0.0884709	0.137871	0.0602928	0.100389	0.183167	0.0702183	0.0649059	0.0908754	0.102091	0.11845	0.134579	0.14663	0.119327	0.108526	0.0742394	0.0829818	0.0904702	0.177066	0.0638258	0.0155917	0.0397745	0.0333005	0.0288784	0.0280234	0.039442	0.0123717	0.0427872	0.0296465	0.0377266	0.022769	0.0435067	0.0319274	0.0566698	0.0484606	0.0125109	0.0329929	0.0339235	0.0235572	0.214859	0.293217	0.109399	0.382525	0.041621	0.0297405	0.0308399	0.0293858	0.0319114	0.028158	0.0438809	0.0191897	0.0319511	0.0582975	0.0223487	0.0206579	0.0289233	0.0324931	0.0376996	0.0428331	0.0466686	0.0379789	0.0345412	0.0236285	0.026411	0.0287944	0.0563557	0.0203141	0.00496243	0.0126592	0.0105987	0.00919126	0.00891915	0.0125534	0.00393759	0.0136181	0.00943572	0.0120074	0.00724681	0.0138471	0.0101617	0.0180366	0.0154238	0.00398189	0.0105008	0.010797	0.00749767	3.141942
5990	-15330.3	-15387.1	56.7912	0.126844	0.0858447	0.0997815	0.0999283	0.0960518	0.0849367	0.13208	0.072072	0.0918316	0.175473	0.0859787	0.0928121	0.110137	0.0767131	0.113474	0.128926	0.137066	0.114315	0.103968	0.0635348	0.104328	0.0782137	0.156284	0.0463446	0.0279567	0.0154469	0.0477345	0.0360351	0.0319018	0.0351759	0.0298414	0.0409898	0.0390983	0.0254428	0.0218126	0.0471366	0.0522278	0.0678659	0.0554207	0.00797263	0.0292604	0.0296285	0.0240552	0.215646	0.294292	0.106134	0.383928	0.0403713	0.0273222	0.0317579	0.0318046	0.0305709	0.0270332	0.0420376	0.0229387	0.0292277	0.0558486	0.0273648	0.0295397	0.0350538	0.0244158	0.036116	0.0410338	0.0436246	0.0363835	0.0330902	0.0202215	0.0332048	0.0248934	0.0497414	0.0147503	0.00889791	0.00491637	0.0151927	0.0114691	0.0101535	0.0111956	0.00949774	0.013046	0.012444	0.0080978	0.00694239	0.0150024	0.0166228	0.0216	0.017639	0.00253749	0.00931284	0.00943	0.00765616	3.141942
6000	-15329.3	-15386.1	56.7912	0.122976	0.0832269	0.0948611	0.106965	0.100929	0.0854077	0.128052	0.0990067	0.0890313	0.171217	0.0833568	0.0803296	0.0856304	0.0983037	0.122411	0.124994	0.135479	0.110829	0.119572	0.0683713	0.0953315	0.076836	0.151519	0.0530876	0.0341813	0.0124628	0.0342907	0.0351501	0.0404842	0.050117	0.0322967	0.0419229	0.050751	0.0255341	0.0205007	0.0348816	0.0334261	0.0855272	0.0335891	0.00735149	0.0247789	0.0290469	0.0279245	0.217204	0.296418	0.0996773	0.386701	0.0391402	0.026489	0.0301919	0.0340441	0.032123	0.0271831	0.0407556	0.0315113	0.0283364	0.0544941	0.0265303	0.0255669	0.027254	0.0312876	0.0389604	0.0397825	0.0431196	0.035274	0.0380569	0.0217609	0.0303416	0.024455	0.0482245	0.0168964	0.010879	0.00396659	0.0109139	0.0111874	0.0128851	0.015951	0.0102792	0.013343	0.0161528	0.00812684	0.00652484	0.0111019	0.0106387	0.0272211	0.0106906	0.00233979	0.00788651	0.00924489	0.00888764	3.141942
