Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
5460	-15762.2	-15817.4	55.1622	0.128686	0.102449	0.0894663	0.103902	0.0943464	0.0682969	0.127021	0.0817513	0.109448	0.169155	0.0710067	0.077702	0.0963493	0.108791	0.101181	0.122023	0.119115	0.106287	0.111308	0.0694538	0.075054	0.0744042	0.151225	0.0250088	0.0208743	0.0342925	0.0269641	0.0532439	0.0309021	0.0520985	0.0488534	0.0257386	0.0257745	0.0890571	0.0308515	0.0472009	0.0328664	0.0236593	0.0496357	0.0489036	0.0191431	0.02836	0.0258562	0.0415423	0.0330726	0.0288815	0.0335415	0.0304569	0.0220476	0.0410048	0.0263909	0.0353319	0.0546066	0.0229224	0.0250837	0.0311035	0.0351198	0.0326631	0.0393914	0.0384528	0.0343114	0.0359325	0.022421	0.0242289	0.0240191	0.0488185	0.00807332	0.00673864	0.0110703	0.00870454	0.0171882	0.0099758	0.0168184	0.0157709	0.00830893	0.00832053	0.0287494	0.00995947	0.0152374	0.0106099	0.00763768	0.0160234	0.0157871	0.00617975	0.00915517	0.00834688	3.097705
5470	-15763.7	-15817.9	54.2125	0.136801	0.10891	0.109368	0.110454	0.126858	0.0762509	0.135031	0.0721847	0.11635	0.169024	0.0869015	0.0950549	0.102425	0.096952	0.102555	0.129718	0.126627	0.123574	0.114635	0.0905481	0.0807383	0.0791601	0.189461	0.0194531	0.0324209	0.0338626	0.0360043	0.0566015	0.0305698	0.0459361	0.0229835	0.0225605	0.0199954	0.076601	0.041983	0.0406081	0.027869	0.0237824	0.0527658	0.0656184	0.0356834	0.0480057	0.0422179	0.040774	0.0324609	0.0325975	0.0329211	0.0378104	0.0227268	0.0402465	0.0215149	0.0346784	0.0503782	0.0259013	0.0283315	0.0305282	0.0288969	0.0305668	0.0386629	0.0377416	0.0368318	0.0341672	0.0269882	0.0240644	0.023594	0.0564695	0.00579808	0.00966315	0.0100929	0.0107312	0.0168703	0.00911144	0.0136914	0.00685031	0.00672424	0.00595969	0.0228312	0.0125132	0.0121034	0.00830645	0.00708843	0.015727	0.0195578	0.0106356	0.0143083	0.0125832	3.355101
5480	-15760.6	-15815.7	55.0397	0.0932775	0.100225	0.0999694	0.099984	0.105465	0.0701707	0.130103	0.0814407	0.117875	0.155546	0.0744162	0.0786819	0.094258	0.0943999	0.108088	0.119374	0.11653	0.113721	0.105494	0.0944564	0.0804055	0.0890677	0.174353	0.017902	0.042653	0.0288675	0.0131217	0.0520882	0.0425654	0.0437115	0.0526093	0.0152215	0.0347812	0.0707362	0.0407643	0.0276802	0.0219166	0.0180271	0.0574337	0.0423601	0.0282323	0.0441778	0.0388515	0.0297916	0.0320106	0.0319289	0.0319335	0.0336841	0.0224116	0.0415533	0.0260111	0.0376475	0.0496793	0.0237675	0.0251299	0.0301047	0.0301501	0.0345217	0.0381266	0.037218	0.0363209	0.0336933	0.0301681	0.0256804	0.028447	0.0556861	0.00571765	0.0136228	0.00921989	0.00419089	0.0166363	0.0135948	0.0139608	0.0168027	0.00486153	0.0111086	0.0225922	0.0130196	0.00884069	0.00699987	0.0057576	0.0183435	0.0135292	0.009017	0.0141098	0.0124086	3.131003
5490	-15761.9	-15816.9	55.0397	0.108463	0.0865254	0.0888647	0.0879089	0.107317	0.0714032	0.108457	0.0828711	0.0966854	0.173558	0.0615445	0.0796333	0.0862032	0.0935258	0.125341	0.106246	0.131497	0.107013	0.117854	0.0968758	0.081989	0.0867463	0.177416	0.0322254	0.0329697	0.0310452	0.0240368	0.053003	0.0533229	0.0513461	0.0380998	0.0143256	0.0168922	0.0792802	0.0393095	0.0409221	0.0182182	0.0183437	0.0505503	0.0431041	0.0338558	0.053833	0.0423807	0.0346416	0.027635	0.0283822	0.0280769	0.0342757	0.0228052	0.0346397	0.0264679	0.03088	0.0554321	0.0196565	0.0254338	0.0275321	0.0298709	0.0400323	0.0339336	0.0419983	0.0341785	0.0376409	0.0309408	0.0261862	0.0277056	0.0566642	0.0102923	0.0105301	0.00991542	0.00767703	0.0169284	0.0170306	0.0163993	0.0121686	0.0045754	0.00539513	0.025321	0.0125549	0.01307	0.00581866	0.00585873	0.0161451	0.0137669	0.0108131	0.0171935	0.0135358	3.131003
5500	-15755.5	-15810.6	55.0397	0.108006	0.0891422	0.0915523	0.0905676	0.105306	0.0744893	0.128794	0.0871102	0.101695	0.180674	0.0670682	0.0820417	0.105861	0.0884813	0.112549	0.124648	0.121279	0.105969	0.121418	0.0790094	0.0758989	0.087241	0.148292	0.0250943	0.0448212	0.0319841	0.0255486	0.0448935	0.0671183	0.039939	0.0455332	0.0133269	0.0245094	0.0766234	0.0309194	0.036359	0.0287055	0.0215318	0.0460419	0.0444077	0.0348797	0.0408423	0.0308315	0.0344956	0.0284708	0.0292406	0.0289261	0.0336334	0.0237909	0.0411351	0.0278218	0.0324799	0.0577049	0.0214207	0.026203	0.0338104	0.0282597	0.0359466	0.0398108	0.0387348	0.0338451	0.0387793	0.0252345	0.0242411	0.0278636	0.0473624	0.00801477	0.0143153	0.0102153	0.00815988	0.0143384	0.0214367	0.012756	0.0145427	0.00425643	0.00782797	0.0244725	0.00987525	0.0116126	0.00916816	0.00687698	0.0147052	0.0141832	0.0111401	0.0130445	0.00984715	3.131003
5510	-15762.2	-15817.3	55.1253	0.158515	0.09493	0.0818219	0.0961898	0.0950485	0.0969049	0.109377	0.0868455	0.0945446	0.173104	0.0947374	0.0786043	0.0840586	0.101308	0.107524	0.119182	0.135328	0.0965243	0.116331	0.0730699	0.0944001	0.0739199	0.142079	0.0292239	0.0449596	0.0189075	0.0253246	0.0418803	0.0503248	0.0471418	0.0436254	0.0128481	0.0159701	0.0723921	0.0232018	0.0242132	0.0183114	0.0203202	0.0563593	0.0425471	0.0376073	0.039131	0.0391208	0.0510064	0.0305462	0.0263283	0.0309515	0.0305843	0.0311816	0.0351947	0.0279447	0.0304221	0.0557007	0.0304842	0.0252929	0.027048	0.0325983	0.0345985	0.0383499	0.0435453	0.0310591	0.0374324	0.0235121	0.0303756	0.0237856	0.0457175	0.00940353	0.0144669	0.00608396	0.00814884	0.013476	0.0161933	0.0151691	0.0140376	0.0041342	0.00513878	0.023294	0.00746578	0.0077912	0.00589215	0.00653856	0.018135	0.0136906	0.0121011	0.0125914	0.0125881	3.107758
5520	-15760.7	-15815.4	54.7075	0.150265	0.0919367	0.106933	0.0941591	0.107931	0.0938493	0.134859	0.0784581	0.0914971	0.167646	0.0743184	0.0761257	0.0901707	0.0981131	0.118587	0.113258	0.14233	0.111906	0.112663	0.0667808	0.0914234	0.0850891	0.199237	0.0232778	0.0447312	0.0432732	0.0183857	0.0404322	0.0564074	0.0456553	0.0434577	0.021897	0.0201748	0.0563371	0.0367266	0.0249433	0.0153216	0.0178645	0.0431543	0.0486526	0.0371066	0.0378972	0.0479147	0.0466496	0.0285416	0.0331971	0.0292315	0.033507	0.0291354	0.0418669	0.0243572	0.0284051	0.0520454	0.023072	0.0236331	0.0279934	0.030459	0.036815	0.0351608	0.0441863	0.034741	0.034976	0.020732	0.0283823	0.0264158	0.0618528	0.00722654	0.0138867	0.0134341	0.00570781	0.0125521	0.0175116	0.0141736	0.0134914	0.00679788	0.00626322	0.0174898	0.0114017	0.00774362	0.00475655	0.00554601	0.0133972	0.0151041	0.0115197	0.0117651	0.014875	3.221147
5530	-15758.4	-15813.4	54.9745	0.129071	0.1007	0.105594	0.0876791	0.106579	0.0841622	0.138759	0.077242	0.0903514	0.171446	0.0758288	0.073261	0.0890416	0.0936805	0.111986	0.11147	0.140548	0.0994415	0.112585	0.0698511	0.0902786	0.0748977	0.17185	0.0262103	0.0418706	0.0244162	0.0324224	0.0403755	0.055701	0.0579161	0.0396215	0.0233411	0.0264361	0.058787	0.0385525	0.029789	0.0166707	0.0323834	0.0543695	0.0565681	0.0319023	0.0348383	0.0202546	0.0409915	0.0319812	0.0335354	0.0278459	0.0338484	0.0267289	0.0440684	0.0245311	0.0286945	0.0544492	0.0240823	0.0232668	0.0282786	0.0297518	0.0355654	0.0354016	0.0446365	0.0315815	0.0357556	0.0221839	0.0286714	0.0237866	0.0545775	0.00832409	0.0132976	0.00775429	0.010297	0.0128228	0.01769	0.0183935	0.0125833	0.00741287	0.00839578	0.0186701	0.0122438	0.00946062	0.00529441	0.0102846	0.0172671	0.0179654	0.0101318	0.0110642	0.00643263	3.148731
5540	-15758.6	-15813.5	54.9745	0.103677	0.104441	0.0913143	0.0826868	0.117367	0.0812207	0.1356	0.0792021	0.0928828	0.155253	0.08286	0.081931	0.0986686	0.0915474	0.106693	0.14818	0.122465	0.1141	0.121606	0.0682606	0.0846268	0.0830721	0.164467	0.0312474	0.0462623	0.0302552	0.0147472	0.0422987	0.0568697	0.0618181	0.0222332	0.0127483	0.0254757	0.0830389	0.0376747	0.0287616	0.0227921	0.0213706	0.0390522	0.057508	0.0396962	0.0310437	0.0317148	0.0329265	0.0331691	0.0290004	0.0262604	0.0372743	0.0257947	0.0430649	0.0251537	0.0294985	0.0493066	0.0263154	0.0260203	0.031336	0.0290744	0.0338844	0.0470603	0.0388935	0.0362369	0.0386207	0.0216788	0.0268765	0.0263827	0.0522328	0.0099238	0.0146924	0.00960871	0.00468354	0.0134336	0.0180611	0.0196327	0.00706101	0.00404871	0.00809079	0.0263722	0.011965	0.00913436	0.00723851	0.00678706	0.0124025	0.0182639	0.012607	0.00985913	0.0100723	3.148731
5550	-15761.4	-15816.3	54.9745	0.106747	0.0805753	0.0909286	0.121724	0.116871	0.0808777	0.118269	0.070471	0.111078	0.154597	0.0770467	0.081585	0.099453	0.0900852	0.106242	0.137877	0.123745	0.127069	0.121383	0.0679723	0.0909675	0.0837078	0.163772	0.0311154	0.0460669	0.0318029	0.0367675	0.0409925	0.0519242	0.0327028	0.0406473	0.0300108	0.0221675	0.0953814	0.0267933	0.0296448	0.0234443	0.0208537	0.0527859	0.0399035	0.0297154	0.014615	0.0283492	0.0339017	0.0255898	0.0288779	0.0386581	0.0371168	0.0256858	0.0375609	0.0223808	0.0352772	0.0490983	0.0244691	0.0259104	0.0315851	0.02861	0.0337413	0.0437883	0.0393001	0.0403556	0.0385499	0.0215872	0.0288902	0.0265846	0.0520121	0.00988189	0.0146303	0.0101002	0.0116769	0.0130187	0.0164905	0.010386	0.0129091	0.00953107	0.00704013	0.030292	0.00850924	0.00941483	0.00744564	0.0066229	0.0167642	0.0126729	0.00943726	0.00464157	0.00900336	3.148731
5560	-15764	-15819	54.9745	0.140476	0.114505	0.0952511	0.0975127	0.111503	0.0863456	0.124337	0.0598523	0.0823091	0.165545	0.0807093	0.0956069	0.0991658	0.0771355	0.111293	0.135344	0.123245	0.133109	0.102878	0.071151	0.091544	0.0718414	0.15734	0.0249464	0.0309662	0.0333147	0.0466005	0.0617482	0.0500907	0.0403334	0.0424633	0.00997989	0.0222494	0.0673983	0.0363075	0.0187199	0.0256932	0.0370976	0.0440472	0.044907	0.0315363	0.0204986	0.0318332	0.0446134	0.0363656	0.0302506	0.0309689	0.035412	0.0274223	0.0394879	0.0190084	0.0261404	0.0525751	0.0256323	0.0303636	0.0314939	0.0244973	0.0353452	0.0429836	0.0391411	0.042274	0.0326729	0.0225967	0.0290733	0.022816	0.0499695	0.00792267	0.0098345	0.0105803	0.0147998	0.0196105	0.0159082	0.0128094	0.0134859	0.0031695	0.00706615	0.0214049	0.0115309	0.00594522	0.00815987	0.0117818	0.0139889	0.0142619	0.0100155	0.00651012	0.0101099	3.148731
5570	-15761.2	-15816.2	54.9745	0.12876	0.0917018	0.0721366	0.0997041	0.100925	0.0857995	0.121482	0.0773073	0.121146	0.165628	0.0801989	0.0950022	0.0967046	0.116045	0.124408	0.117173	0.122465	0.0940241	0.102228	0.0795137	0.0761905	0.0661798	0.156345	0.0286635	0.0398861	0.0503608	0.0251441	0.0613577	0.0450978	0.0481395	0.0371844	0.024242	0.0308349	0.0683029	0.0344408	0.0331985	0.0227267	0.0210391	0.0410614	0.0539943	0.0285298	0.0287996	0.0346578	0.0408926	0.0291234	0.0229097	0.0316648	0.0320526	0.0272489	0.0385813	0.0245519	0.0384745	0.0526016	0.0254702	0.0301716	0.0307123	0.0368545	0.0395105	0.0372129	0.0388935	0.0298609	0.0324663	0.0252526	0.0241972	0.0210179	0.0496535	0.0091032	0.0126673	0.015994	0.00798548	0.0194865	0.0143225	0.0152886	0.0118093	0.00769897	0.00979282	0.0216922	0.010938	0.0105434	0.00721774	0.00668177	0.0130406	0.017148	0.00906072	0.00914641	0.0110069	3.148731
5580	-15772.7	-15827.7	54.9796	0.125025	0.0890418	0.108652	0.109438	0.130959	0.0663816	0.117958	0.0732049	0.0788252	0.176105	0.0732059	0.0687306	0.104288	0.0906854	0.0949668	0.119591	0.141086	0.15746	0.0945769	0.0724604	0.0843862	0.0731108	0.191247	0.0232101	0.0244743	0.0388805	0.0165844	0.0568919	0.0525675	0.0561157	0.0175308	0.00965455	0.0320105	0.0665791	0.0335205	0.028981	0.025688	0.0154078	0.0488946	0.0524281	0.0304053	0.0453066	0.030829	0.0397239	0.0282911	0.0345218	0.0347714	0.0416093	0.0210913	0.0374787	0.0232593	0.025045	0.0559534	0.0232596	0.0218376	0.0331354	0.0288133	0.0301736	0.0379975	0.0448268	0.0500295	0.0300497	0.0230227	0.0268119	0.0232294	0.0607645	0.00737451	0.00777616	0.0123534	0.00526934	0.0180762	0.0167022	0.0178295	0.00557003	0.00306752	0.0101706	0.0211541	0.0106504	0.00920807	0.00816181	0.00489549	0.0155352	0.0166579	0.00966063	0.0143952	0.00979524	3.147346
5590	-15762.7	-15817.7	54.9796	0.132345	0.0915844	0.115014	0.0986835	0.118602	0.0922398	0.124865	0.0774913	0.0848695	0.1726	0.0774427	0.0902512	0.0921428	0.0912619	0.100527	0.12484	0.114811	0.127154	0.106345	0.0718297	0.0987572	0.0829997	0.177182	0.0359747	0.0424936	0.044367	0.0309826	0.0476594	0.0502662	0.0309082	0.03858	0.00821322	0.00893997	0.0697967	0.026868	0.03046	0.0263218	0.019321	0.0517576	0.0370114	0.0245569	0.0310095	0.0280184	0.0420499	0.0290989	0.0365432	0.0313545	0.0376831	0.0293072	0.0396732	0.0246212	0.0269654	0.0548399	0.0246057	0.0286753	0.0292763	0.0289965	0.0319404	0.0396652	0.0364787	0.0404003	0.0337887	0.0228223	0.0313779	0.0263713	0.0562957	0.0114302	0.0135014	0.0140966	0.00984403	0.0151427	0.015971	0.00982042	0.012258	0.00260957	0.00284048	0.0221764	0.00853672	0.009678	0.00836319	0.00613882	0.0164448	0.0117596	0.0078024	0.0098526	0.00890223	3.147346
5600	-15767.5	-15822.5	54.9796	0.127838	0.091394	0.0832185	0.107443	0.118355	0.069146	0.145611	0.088243	0.09302	0.172241	0.0772817	0.0651278	0.0845383	0.105175	0.10644	0.120224	0.114572	0.0822831	0.122181	0.0870529	0.098552	0.0818006	0.176814	0.0354358	0.0283014	0.0452339	0.0508073	0.0474129	0.059718	0.0559633	0.0341331	0.0198321	0.0133208	0.0827045	0.0292877	0.0230114	0.0199613	0.0184353	0.0473772	0.0353073	0.0310414	0.0309451	0.0205646	0.0406176	0.0290385	0.0264409	0.0341376	0.0376048	0.0219696	0.0462647	0.0280373	0.0295551	0.0547259	0.0245546	0.0206929	0.0268602	0.033417	0.0338189	0.0381984	0.0364028	0.0261437	0.0388203	0.0276592	0.0313127	0.0259903	0.0561787	0.011259	0.00899216	0.0143721	0.0161429	0.0150644	0.0189741	0.0177811	0.0108451	0.00630121	0.0042324	0.0262775	0.00930553	0.00731137	0.00634228	0.00585742	0.0150531	0.0112181	0.00986271	0.00983212	0.00653394	3.147346
5610	-15762	-15816.4	54.4289	0.108102	0.13705	0.0905124	0.108192	0.119181	0.0965618	0.121265	0.0803742	0.0936688	0.173443	0.0897073	0.0860699	0.0851279	0.0927908	0.107182	0.120719	0.120218	0.136807	0.127027	0.0735365	0.0992393	0.0823711	0.172853	0.0167329	0.0325537	0.0239935	0.0288317	0.055663	0.0375442	0.0739017	0.0343712	0.01871	0.0200615	0.0921669	0.0337575	0.0247559	0.0364731	0.0189438	0.0607853	0.0596945	0.0300716	0.0425744	0.0329982	0.0327921	0.0415732	0.0274564	0.0328195	0.0361528	0.0292915	0.0367851	0.0243811	0.0284139	0.0526129	0.0272122	0.0261088	0.0258231	0.0281476	0.0325131	0.0366194	0.0364674	0.0414997	0.038533	0.0223069	0.0301037	0.0249868	0.0524339	0.00507583	0.00987498	0.0072783	0.00874593	0.0168851	0.0113888	0.0224177	0.0104263	0.00567559	0.00608553	0.0279583	0.0102401	0.00750956	0.0110639	0.0057465	0.0184389	0.018108	0.00912206	0.0129147	0.0100098	3.296582
5620	-15764.2	-15818.5	54.302	0.120791	0.0963904	0.113719	0.115548	0.128205	0.091125	0.125367	0.083093	0.0898307	0.17931	0.0724454	0.0889814	0.0960235	0.0915117	0.110808	0.124802	0.131116	0.0984011	0.131324	0.0602857	0.102596	0.0851574	0.197221	0.0300202	0.0407117	0.0231224	0.037153	0.062618	0.0399056	0.0804267	0.0352401	0.0210167	0.0389622	0.0732806	0.0354286	0.0381147	0.0274175	0.0266003	0.0602596	0.0344781	0.0310888	0.0337227	0.0272948	0.0362637	0.0289381	0.0341405	0.0346897	0.0384893	0.0273574	0.0376374	0.024946	0.0269688	0.0538319	0.0217494	0.0267138	0.0288279	0.0274734	0.0332664	0.0374679	0.0393633	0.0295418	0.0394259	0.0180989	0.0308012	0.0255658	0.0592094	0.0090126	0.0122224	0.00694175	0.011154	0.018799	0.0119804	0.0241455	0.0105797	0.00630959	0.0116971	0.0220001	0.0106363	0.0114427	0.00823123	0.00798589	0.018091	0.0103509	0.00933342	0.0101242	0.00819438	3.330916
5630	-15764.6	-15819.9	55.3642	0.112218	0.0895491	0.0786679	0.117945	0.119105	0.0737566	0.116469	0.0700837	0.0829741	0.165832	0.0709647	0.108169	0.10981	0.092523	0.116519	0.115945	0.107183	0.111101	0.118369	0.0806428	0.0740125	0.0771002	0.156404	0.0285383	0.0370533	0.0245583	0.0182418	0.061908	0.0448236	0.053711	0.0441733	0.0197175	0.0189572	0.0748734	0.0310558	0.0188999	0.0213333	0.0147263	0.0373446	0.0302417	0.0317382	0.0401309	0.0253575	0.0368808	0.0294305	0.0258544	0.0387628	0.0391443	0.0242403	0.0382779	0.0230332	0.0272697	0.054501	0.0233227	0.03555	0.0360893	0.0304079	0.0382943	0.0381055	0.0352259	0.0365137	0.0389022	0.0265035	0.0243244	0.0253392	0.0514026	0.00937918	0.0121777	0.00807115	0.00599523	0.0203462	0.0147314	0.0176523	0.0145177	0.00648021	0.00623032	0.0246073	0.0102066	0.00621152	0.00701125	0.00483983	0.0122734	0.009939	0.0104308	0.0131891	0.00833382	3.042726
5640	-15765.9	-15821.3	55.3642	0.0988436	0.0964801	0.0838155	0.0930171	0.117293	0.0891782	0.117836	0.0750625	0.109446	0.15734	0.0698237	0.072155	0.111098	0.110668	0.117886	0.117305	0.120289	0.108578	0.107844	0.0672706	0.0748809	0.0700888	0.158239	0.0246216	0.0448707	0.0221622	0.0241755	0.0339995	0.0393406	0.0395534	0.0484852	0.00709719	0.0299642	0.0757519	0.0248972	0.0344536	0.020628	0.0208042	0.0530194	0.0433067	0.0435019	0.0336609	0.0339947	0.0324852	0.0317085	0.0275462	0.0305703	0.0385486	0.0293086	0.038727	0.0246695	0.0359699	0.0517102	0.0229477	0.0237139	0.0365128	0.0363712	0.0387436	0.0385526	0.0395333	0.0356844	0.0354431	0.0221087	0.0246098	0.0230349	0.0520057	0.00809194	0.0147469	0.00728366	0.00794533	0.011174	0.0129294	0.0129993	0.0159348	0.00233251	0.00984782	0.0248961	0.00818251	0.0113233	0.00677944	0.00683735	0.017425	0.0142329	0.014297	0.0110627	0.0111724	3.042726
5650	-15754.3	-15808.9	54.6653	0.129624	0.100879	0.086721	0.0954314	0.121359	0.0829078	0.12192	0.063284	0.11324	0.162794	0.0754751	0.102939	0.112973	0.0938733	0.128454	0.121371	0.123604	0.106856	0.122417	0.0757399	0.097775	0.0766061	0.183897	0.0265421	0.0387408	0.0335572	0.0228683	0.0351781	0.0411893	0.0587398	0.0359635	0.0183342	0.0215321	0.0744909	0.0296843	0.035648	0.0354788	0.0175806	0.0548574	0.0470313	0.0322539	0.0370402	0.0357296	0.0400992	0.0312069	0.0268272	0.0295217	0.0375423	0.0256475	0.0377161	0.0195769	0.0350309	0.0503604	0.0233482	0.0318443	0.0349483	0.0290397	0.0397373	0.0375463	0.0382368	0.0330561	0.0378697	0.0234301	0.0302467	0.0236981	0.0568886	0.0082108	0.0119845	0.0103809	0.00707431	0.0108824	0.0127419	0.0181711	0.0111253	0.0056717	0.00666094	0.0230438	0.00918285	0.0110277	0.0109754	0.00543856	0.0169701	0.0145491	0.00997774	0.0114584	0.011053	3.232584
5660	-15755.9	-15810.7	54.8194	0.120053	0.0996047	0.104727	0.101836	0.118808	0.0811649	0.119954	0.0684999	0.104303	0.159372	0.0726539	0.0842911	0.0998103	0.0989556	0.129023	0.123481	0.151502	0.123243	0.115363	0.0741477	0.100727	0.0933407	0.180031	0.0304472	0.0341323	0.0361317	0.0185997	0.0582425	0.0403234	0.040798	0.0260776	0.0115768	0.0160729	0.0718621	0.0216581	0.019537	0.0297863	0.0189559	0.0448407	0.0460426	0.0322082	0.0273633	0.0412591	0.0376247	0.0312161	0.0328214	0.0319153	0.0372343	0.0254371	0.0375937	0.0214679	0.0326886	0.0499472	0.0227698	0.0264168	0.0312806	0.0310127	0.0404358	0.0386988	0.0474808	0.0386245	0.0361549	0.0232379	0.031568	0.029253	0.0564219	0.00954215	0.0106971	0.0113237	0.00582914	0.0182532	0.0126374	0.0127861	0.00817273	0.00362816	0.00503725	0.0225216	0.00678765	0.00612289	0.00933505	0.00594079	0.0140531	0.0144298	0.0100941	0.00857567	0.0129306	3.190808
5670	-15770.1	-15824.9	54.8194	0.114607	0.0835427	0.106283	0.112585	0.0989515	0.0962253	0.12937	0.0695179	0.0924741	0.161741	0.0580941	0.0651988	0.100291	0.0942415	0.130941	0.119112	0.128947	0.131415	0.117078	0.0773554	0.0801381	0.0947279	0.152034	0.0330956	0.0367625	0.0365994	0.0183027	0.0688845	0.040812	0.0431027	0.0324114	0.0399524	0.0234973	0.0673828	0.0399886	0.0220571	0.0310929	0.0201262	0.0426753	0.0569072	0.030151	0.0430212	0.0491134	0.035918	0.0261823	0.0333092	0.0352841	0.0310114	0.030157	0.0405446	0.0217869	0.0289814	0.0506896	0.0182067	0.0204333	0.0314313	0.0295353	0.0410368	0.0373297	0.040412	0.0411855	0.0366923	0.0242432	0.0251153	0.0296878	0.0476476	0.0103722	0.0115214	0.0114702	0.00573606	0.0215884	0.0127905	0.0135084	0.0101577	0.0125211	0.00736406	0.0211178	0.0125324	0.0069127	0.00974452	0.00630754	0.0133744	0.0178347	0.00944933	0.0134829	0.0153922	3.190808
5680	-15762.9	-15817.7	54.8194	0.117024	0.0953855	0.108524	0.103941	0.101038	0.0704108	0.116684	0.0748433	0.0944239	0.186704	0.0746296	0.0861551	0.0911547	0.086936	0.0975119	0.118784	0.128061	0.134186	0.140057	0.0561538	0.102657	0.0995422	0.173457	0.0263547	0.0375376	0.037371	0.0336178	0.0604059	0.0416725	0.0410834	0.0419002	0.0407948	0.0229332	0.0753383	0.0348902	0.0259855	0.0334953	0.0173029	0.0459616	0.0312143	0.0254589	0.0388231	0.0204031	0.0366753	0.0298938	0.0340116	0.032575	0.0316653	0.0220667	0.0365688	0.0234559	0.0295925	0.0585131	0.0233889	0.027001	0.0285679	0.0272458	0.0305603	0.037227	0.0401344	0.0420539	0.0438938	0.0175986	0.0321727	0.0311966	0.0543616	0.00825957	0.0117643	0.0117121	0.0105358	0.0189312	0.0130602	0.0128755	0.0131315	0.0127851	0.00718726	0.023611	0.0109346	0.00814388	0.0104974	0.00542273	0.0144044	0.00978256	0.00797884	0.0121672	0.00639433	3.190808
5690	-15758.7	-15813.6	54.8194	0.13377	0.103492	0.111264	0.104307	0.103589	0.0811834	0.136625	0.0639217	0.0968076	0.154377	0.0799033	0.0842486	0.10191	0.0832497	0.123284	0.121783	0.131294	0.11688	0.101418	0.090151	0.0844758	0.102055	0.152174	0.0269476	0.0363174	0.0383145	0.022611	0.061749	0.0460375	0.0421205	0.0529184	0.0184063	0.024079	0.0772402	0.0414609	0.0266415	0.0282266	0.0153817	0.0368269	0.0403637	0.0204265	0.0431031	0.0294739	0.0419235	0.0324343	0.0348702	0.03269	0.0324647	0.0254429	0.0428184	0.0200331	0.0303395	0.0483816	0.0250417	0.0264035	0.0319385	0.0260905	0.0386371	0.0381667	0.0411476	0.0366302	0.0317845	0.0282533	0.0264747	0.0319841	0.0476915	0.00844538	0.0113819	0.0120078	0.00708628	0.0193521	0.0144282	0.0132006	0.0165846	0.00576853	0.00754635	0.0242071	0.0129938	0.00834946	0.00884624	0.00482064	0.0115416	0.01265	0.00640167	0.0135085	0.00923712	3.190808
5700	-15759.3	-15814.1	54.8194	0.133582	0.107704	0.107109	0.0878073	0.135559	0.0810694	0.117911	0.0812263	0.0966716	0.15416	0.0807099	0.0841302	0.0963216	0.100565	0.0921818	0.133109	0.106124	0.096934	0.135859	0.090188	0.0843572	0.0858709	0.165791	0.0269097	0.0403603	0.0382606	0.0349579	0.0611999	0.0389472	0.0488617	0.0496206	0.0231112	0.017357	0.0771317	0.0436671	0.0197782	0.0239956	0.0295172	0.0407601	0.0463025	0.01999	0.0365519	0.0185865	0.0418646	0.0337543	0.0335679	0.0275188	0.0424843	0.0254072	0.0369535	0.0254563	0.0302969	0.0483137	0.0252945	0.0263664	0.0301872	0.0315171	0.0288898	0.0417165	0.0332593	0.0303792	0.0425784	0.0282649	0.0264376	0.026912	0.051959	0.00843352	0.0126489	0.0119909	0.0109558	0.0191801	0.0122061	0.0153133	0.0155511	0.00724304	0.0054397	0.0241731	0.0136853	0.00619848	0.00752023	0.00925069	0.0127742	0.0145112	0.00626486	0.0114554	0.00582501	3.190808
