Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
11290	-15758.3	-15813	54.6413	0.124785	0.0976046	0.100014	0.082483	0.0995682	0.0814069	0.125283	0.0867625	0.111848	0.169967	0.0738009	0.0911048	0.0925823	0.0849044	0.113068	0.13637	0.128159	0.10927	0.122232	0.079708	0.0753489	0.10862	0.206735	0.0312565	0.0421231	0.0271155	0.0353588	0.0577159	0.0398183	0.0601009	0.0312572	0.0188667	0.0310037	0.0954498	0.0211187	0.0303364	0.0209412	0.0184911	0.0507371	0.0369059	0.0281951	0.0314626	0.0292035	0.0385249	0.0301334	0.0308773	0.0254649	0.0307396	0.0251327	0.0386786	0.0267861	0.0345306	0.0524738	0.0227845	0.0281267	0.0285828	0.0262125	0.0349074	0.0421013	0.0395664	0.033735	0.0377367	0.0246082	0.0232624	0.0335343	0.0638251	0.00964979	0.0130046	0.00837134	0.0109163	0.0178186	0.0122931	0.0185549	0.00965001	0.00582471	0.00957175	0.0294681	0.00651996	0.00936573	0.00646517	0.00570874	0.015664	0.0113939	0.00870465	0.00971342	0.00901596	3.239085
11300	-15765.1	-15819.6	54.5837	0.125974	0.0998643	0.102035	0.0808577	0.115077	0.0700178	0.123017	0.0708964	0.112913	0.171585	0.0854391	0.0919723	0.0934638	0.0993391	0.114145	0.12929	0.129379	0.110311	0.107106	0.0578342	0.0855348	0.0959832	0.217156	0.0245114	0.0282366	0.0354815	0.0205947	0.0498861	0.0580104	0.0723753	0.0364883	0.0128405	0.0312989	0.0952937	0.0187207	0.0252948	0.0232544	0.0192831	0.0582229	0.0470912	0.0377088	0.0333469	0.0375585	0.0387053	0.0306832	0.0313502	0.0248435	0.0353574	0.0215129	0.0377969	0.0217829	0.0346923	0.0527195	0.0262511	0.0282584	0.0287167	0.0305219	0.0350708	0.0397242	0.0397517	0.0338929	0.0329081	0.0177695	0.0262805	0.0294908	0.0667209	0.00753111	0.00867567	0.0109017	0.00632771	0.0153275	0.0178237	0.0222373	0.011211	0.00394522	0.00961657	0.0292789	0.00575192	0.00777181	0.00714489	0.00592472	0.0178889	0.0144687	0.011586	0.0102458	0.0115398	3.254688
11310	-15762.2	-15816.7	54.5837	0.136021	0.0940085	0.120451	0.0802348	0.133152	0.0694784	0.122069	0.0830487	0.112043	0.172298	0.0841588	0.0912637	0.0927437	0.124494	0.100975	0.128294	0.125957	0.109461	0.110247	0.057566	0.092731	0.0863442	0.17253	0.0243226	0.035851	0.0369482	0.0297327	0.0530492	0.0414486	0.0372678	0.0411582	0.0172142	0.0396974	0.0825928	0.027615	0.0338295	0.0379744	0.0188611	0.0612612	0.0314727	0.0354582	0.041421	0.0279426	0.0417925	0.028884	0.0370086	0.0246521	0.0409107	0.0213472	0.0375057	0.0255166	0.034425	0.0529383	0.0258577	0.0280407	0.0284954	0.0382506	0.0310245	0.0394181	0.0387	0.0336318	0.0338734	0.0176871	0.0284915	0.0265292	0.0530098	0.00747309	0.0110152	0.0113523	0.00913536	0.0162993	0.012735	0.0114505	0.0126458	0.00528904	0.012197	0.0253766	0.00848468	0.0103941	0.0116676	0.00579506	0.0188225	0.00966997	0.0108945	0.0127266	0.00858534	3.254688
11320	-15767	-15821.7	54.754	0.115308	0.094556	0.121153	0.0956673	0.133927	0.0661098	0.112886	0.107442	0.104976	0.173301	0.0806189	0.0797126	0.100244	0.0849897	0.129248	0.134789	0.124379	0.110098	0.11089	0.0584498	0.093271	0.0867165	0.188007	0.0380768	0.040372	0.0112066	0.0358627	0.05553	0.04169	0.0378686	0.0349229	0.0249122	0.0341597	0.0830739	0.0217044	0.0360599	0.0338025	0.00775052	0.0354561	0.033937	0.0289376	0.0425935	0.0238871	0.0359379	0.0294701	0.0377595	0.0298164	0.0417407	0.0206043	0.0351828	0.0334862	0.0327176	0.0540124	0.0251263	0.0248439	0.0312429	0.0264886	0.0402825	0.0420094	0.038765	0.0343141	0.0345607	0.0182169	0.0290696	0.0270267	0.0585958	0.0118673	0.0125827	0.00349273	0.0111773	0.0173069	0.0129934	0.0118024	0.0108843	0.00776434	0.0106465	0.0258914	0.00676455	0.0112387	0.0105352	0.00241559	0.0110505	0.0105771	0.00901893	0.013275	0.00744484	3.208545
11330	-15771.3	-15825.9	54.5407	0.151651	0.0966109	0.0874494	0.0967304	0.136837	0.0791933	0.0988517	0.0687725	0.10805	0.212919	0.0823709	0.0816145	0.102423	0.0981152	0.123425	0.134951	0.11651	0.0994537	0.113299	0.0554629	0.095298	0.0929208	0.216924	0.0389043	0.0478532	0.0205485	0.0328444	0.0473635	0.0483308	0.0386916	0.045544	0.0208607	0.0317095	0.0695326	0.0271093	0.022965	0.0291439	0.014159	0.0313113	0.0472268	0.031022	0.0404096	0.0309853	0.0464283	0.0295776	0.0267728	0.0296142	0.0418931	0.0242452	0.0302637	0.0210549	0.0330797	0.0651857	0.025218	0.0249864	0.0313569	0.0300382	0.037787	0.0413156	0.0356699	0.030448	0.0346869	0.0169801	0.0291757	0.0284479	0.0664118	0.0119106	0.0146504	0.00629097	0.0100554	0.0145004	0.0147966	0.0118455	0.0139434	0.00638653	0.00970794	0.0212875	0.00829958	0.00703078	0.00892247	0.0043348	0.00958602	0.0144586	0.00949744	0.0123715	0.00948622	3.26635
11340	-15765.3	-15820.2	54.891	0.150818	0.097695	0.109557	0.0954249	0.125116	0.0738498	0.124377	0.0695442	0.110124	0.130348	0.0864879	0.07547	0.0887164	0.0999033	0.116535	0.136465	0.111764	0.115509	0.112281	0.0776324	0.0775033	0.074801	0.182683	0.0393408	0.0313185	0.0195937	0.0232613	0.0617337	0.0354879	0.0537785	0.0448151	0.0144102	0.0363782	0.0810844	0.0240671	0.0231168	0.0409365	0.00964463	0.0587534	0.0308598	0.0313701	0.0330665	0.0357763	0.0475556	0.030805	0.0345452	0.0300892	0.0394512	0.0232862	0.0392184	0.0219286	0.034724	0.0411012	0.0272712	0.0237971	0.0279739	0.0315014	0.0367457	0.04303	0.0352413	0.0364221	0.0354042	0.0244789	0.0244382	0.0235861	0.0576032	0.0124049	0.0098753	0.00617825	0.00733471	0.0194658	0.01119	0.0169574	0.014131	0.0045438	0.0114707	0.0255674	0.00758881	0.00728914	0.012908	0.00304113	0.018526	0.00973066	0.00989156	0.0104265	0.0112809	3.171398
11350	-15762.1	-15817	54.891	0.11197	0.0996214	0.111913	0.0815291	0.122361	0.0821656	0.12683	0.0770425	0.112295	0.184622	0.0965018	0.0774645	0.0951019	0.101873	0.118833	0.108305	0.133959	0.114196	0.114495	0.0791632	0.0839124	0.0762759	0.166063	0.0251813	0.0306494	0.0183739	0.0181836	0.0420763	0.052397	0.044155	0.0346257	0.0200255	0.0385072	0.0839667	0.0319242	0.0346027	0.0339645	0.0197339	0.0292305	0.0314683	0.0301854	0.0390509	0.0366019	0.0353063	0.0314125	0.0352882	0.0257076	0.0385828	0.0259083	0.0399917	0.0242929	0.0354087	0.0582146	0.0304288	0.024426	0.0299874	0.0321225	0.0374703	0.0341506	0.0422396	0.0360082	0.0361023	0.0249616	0.0264591	0.0240512	0.0523627	0.00794011	0.00966433	0.00579363	0.00573361	0.0132674	0.0165217	0.0139229	0.0109181	0.0063144	0.012142	0.0264762	0.0100663	0.0109109	0.0107096	0.00622246	0.00921693	0.00992254	0.00951801	0.0123135	0.0115413	3.171398
11360	-15757.5	-15812.3	54.8255	0.133739	0.0981611	0.12096	0.080334	0.120568	0.0801724	0.12497	0.0763418	0.107574	0.157323	0.09261	0.0876047	0.0937079	0.083781	0.113056	0.144927	0.131995	0.100659	0.108245	0.0780028	0.0826824	0.0815992	0.163629	0.0248121	0.0402616	0.0137223	0.0335047	0.0523075	0.0445355	0.0435078	0.0354813	0.0193463	0.0317127	0.0827359	0.0325137	0.0155121	0.0345185	0.0231413	0.0556492	0.0478568	0.0273143	0.0410989	0.0269892	0.0419353	0.0307796	0.0379285	0.0251897	0.0378055	0.025139	0.039186	0.0239379	0.0337311	0.0493306	0.029039	0.0274695	0.0293832	0.0262705	0.0354501	0.0454436	0.0413886	0.0315628	0.0339414	0.0244587	0.025926	0.0255864	0.0513077	0.00778014	0.0126245	0.0043028	0.0105058	0.0164016	0.0139646	0.0136424	0.0111256	0.00606625	0.00994389	0.0259428	0.0101951	0.00486399	0.0108237	0.00725624	0.0174494	0.0150061	0.00856472	0.012887	0.00846279	3.189165
11370	-15763.4	-15818.3	54.8255	0.136145	0.0951823	0.123137	0.0835963	0.122737	0.0816148	0.120318	0.0777153	0.0957079	0.149857	0.089859	0.0906863	0.0895647	0.0852883	0.109825	0.140438	0.109667	0.0988933	0.110192	0.0795589	0.0933221	0.0775571	0.166573	0.0181489	0.0294763	0.0186206	0.0279978	0.0432437	0.0488237	0.0442905	0.0333757	0.0155833	0.0418974	0.0842244	0.0308562	0.0431823	0.0317708	0.0374783	0.0566503	0.0487178	0.0257284	0.0418383	0.0398252	0.0426898	0.0298455	0.0386109	0.0262126	0.0384856	0.0255913	0.037727	0.0243685	0.0300103	0.0469895	0.0281763	0.0284358	0.0280841	0.0267431	0.0344369	0.0440361	0.0343875	0.0310092	0.034552	0.0249466	0.0292622	0.0243189	0.0522308	0.00569079	0.00924263	0.0058387	0.00877903	0.0135596	0.0153092	0.0138878	0.0104654	0.00488633	0.0131374	0.0264095	0.00967531	0.0135403	0.00996212	0.0117518	0.0177634	0.015276	0.00806743	0.0131189	0.0124877	3.189165
11380	-15757.4	-15812.1	54.7853	0.137081	0.0958369	0.0926874	0.0845411	0.122263	0.0900515	0.112604	0.0782498	0.0963661	0.152482	0.0738389	0.0840167	0.0901807	0.0985972	0.108986	0.141404	0.114642	0.125342	0.11095	0.0689262	0.0939639	0.0986844	0.167718	0.0355666	0.0354902	0.0274823	0.027457	0.0558353	0.0491595	0.0479629	0.03073	0.0237358	0.0271628	0.0770973	0.0288961	0.0354379	0.0303661	0.0328832	0.0431868	0.0431469	0.0381328	0.0459514	0.0249613	0.0428371	0.0299485	0.0289643	0.0264187	0.0382065	0.0281406	0.035188	0.0244526	0.0301139	0.0476498	0.0230743	0.0262548	0.028181	0.0308111	0.0340575	0.0441881	0.0358249	0.0391686	0.0346713	0.0215391	0.0293632	0.0308384	0.052411	0.0111144	0.0110905	0.00858808	0.00858018	0.0174482	0.0153621	0.0149882	0.00960297	0.00741731	0.00848823	0.0240925	0.00902987	0.0110742	0.00948925	0.0102758	0.0134957	0.0134832	0.0119163	0.0143596	0.00780028	3.200053
11390	-15764.4	-15819.2	54.7853	0.128319	0.0842833	0.0896093	0.089938	0.128523	0.0837336	0.1139	0.0763324	0.0974753	0.168136	0.0746888	0.0854526	0.119002	0.0923831	0.113486	0.111158	0.115173	0.108388	0.112227	0.0687632	0.0818784	0.0983306	0.195339	0.0427486	0.0358987	0.0285672	0.0284172	0.0498617	0.0492018	0.0519323	0.055755	0.0112854	0.0244221	0.0779848	0.0387567	0.0272216	0.023758	0.0199518	0.043634	0.0485174	0.0478975	0.035844	0.021878	0.040099	0.0263381	0.0280025	0.0281051	0.0401629	0.0261663	0.0355931	0.0238535	0.0304605	0.0525416	0.0233399	0.0267035	0.0371874	0.0288692	0.0354637	0.0347364	0.0359911	0.0338706	0.0350704	0.0214881	0.0255866	0.0307278	0.0610423	0.0133587	0.0112182	0.00892711	0.00888023	0.0155815	0.0153753	0.0162286	0.0174231	0.00352663	0.00763178	0.0243698	0.0121113	0.00850661	0.00742426	0.00623484	0.0136354	0.0151614	0.0149677	0.0112011	0.00683675	3.200053
11400	-15762.7	-15817.5	54.7281	0.130618	0.0944585	0.105859	0.0937655	0.0999165	0.0804868	0.115999	0.0797278	0.0910423	0.156078	0.0669945	0.0752754	0.124295	0.094165	0.118534	0.123092	0.140966	0.0973974	0.137129	0.0718219	0.106926	0.102705	0.22178	0.0284234	0.035612	0.0215526	0.0251247	0.0407214	0.0513904	0.0534555	0.0265765	0.0193372	0.0369981	0.0759908	0.0222172	0.0167321	0.021505	0.0190838	0.0455749	0.0418845	0.0369274	0.0391048	0.0283322	0.0406203	0.0293753	0.0329207	0.0291598	0.0310727	0.0250303	0.036074	0.0247943	0.0283129	0.0485382	0.0208344	0.0234096	0.038654	0.029284	0.0368624	0.0382798	0.0438385	0.0302893	0.0426453	0.0223356	0.0332524	0.0319397	0.0689705	0.0088393	0.0110748	0.00670255	0.00781343	0.0126638	0.0159817	0.0166239	0.00826492	0.00601361	0.0115059	0.0236321	0.00690926	0.00520346	0.00668776	0.0059348	0.0141732	0.0130255	0.0114839	0.012161	0.00881093	3.215575
11410	-15769.2	-15823.9	54.7281	0.142365	0.0867225	0.0988455	0.0955505	0.101819	0.0731088	0.130923	0.0816816	0.0964608	0.159049	0.0682699	0.0767084	0.0936941	0.0959575	0.111413	0.113099	0.14365	0.0992515	0.108876	0.061624	0.108961	0.10466	0.226002	0.0289645	0.0403675	0.0257154	0.0176352	0.0644388	0.0452081	0.0468424	0.0390455	0.0191046	0.0300984	0.0774374	0.042713	0.0169289	0.0250853	0.0350813	0.0435726	0.0562054	0.0220652	0.0278233	0.0325516	0.0442737	0.0269695	0.0307396	0.0297149	0.0316642	0.0227358	0.0407151	0.0254019	0.029998	0.0494621	0.021231	0.0238553	0.0291376	0.0298415	0.034648	0.0351721	0.0446731	0.0308659	0.0338591	0.0191642	0.0338854	0.0325477	0.0702834	0.00900756	0.0125537	0.00799714	0.0054843	0.0200396	0.0140591	0.0145674	0.0121426	0.00594127	0.00936019	0.024082	0.0132831	0.00526464	0.00780119	0.0109098	0.0135505	0.0174791	0.00686198	0.00865266	0.0101231	3.215575
11420	-15761.6	-15815.9	54.2431	0.151391	0.107679	0.114542	0.115242	0.105258	0.0766206	0.139942	0.0919141	0.102501	0.173003	0.0672641	0.096496	0.0901419	0.103928	0.122268	0.122492	0.125777	0.114828	0.122364	0.0826045	0.10408	0.0843585	0.19045	0.0216983	0.0476457	0.0171473	0.0333539	0.0648788	0.0492475	0.0622986	0.0322862	0.0206914	0.0345656	0.0870139	0.0381969	0.0141832	0.0307677	0.0223404	0.040837	0.0366627	0.0342108	0.0307686	0.0228955	0.0452341	0.0321735	0.0342241	0.034433	0.0314501	0.0228934	0.0418131	0.027463	0.0306262	0.0516916	0.0200978	0.028832	0.0269335	0.0310525	0.0365325	0.0365995	0.0375808	0.0343093	0.0365611	0.0246814	0.0310981	0.0252054	0.0569046	0.00648322	0.014236	0.00512343	0.0099658	0.0193851	0.0147146	0.0186142	0.00964677	0.00618238	0.0103279	0.0259989	0.0114129	0.00423781	0.00919308	0.00667508	0.0122017	0.0109544	0.0102218	0.00919334	0.00684094	3.346836
11430	-15768.3	-15823.6	55.374	0.14063	0.0905342	0.0682788	0.103976	0.093161	0.0831824	0.124597	0.0813503	0.0907204	0.16316	0.0853794	0.0762975	0.101195	0.0919831	0.108216	0.123402	0.111321	0.0965661	0.116962	0.0752201	0.0694784	0.0819499	0.150282	0.0232091	0.0324986	0.0246645	0.0203715	0.037909	0.040323	0.0667307	0.0269747	0.0202252	0.0391304	0.0987696	0.0391019	0.0376554	0.0254244	0.0161157	0.0449675	0.0401713	0.0241012	0.0330106	0.0208619	0.0462589	0.0297804	0.0224597	0.0342019	0.0306445	0.0273621	0.040985	0.0267595	0.0298417	0.05367	0.0280848	0.0250974	0.0332872	0.030257	0.0355966	0.0405919	0.0366181	0.0317646	0.0384736	0.024743	0.0228543	0.0269567	0.049434	0.00763442	0.0106901	0.00811317	0.00670103	0.0124698	0.0132639	0.0219505	0.0088731	0.00665291	0.0128716	0.0324894	0.0128622	0.0123864	0.00836313	0.0053011	0.0147917	0.013214	0.00792789	0.0108586	0.00686232	3.040057
11440	-15767.3	-15822.7	55.374	0.108863	0.0867771	0.0953535	0.0996608	0.112612	0.0758298	0.107469	0.0779742	0.09947	0.149024	0.0869967	0.0765756	0.0969954	0.0827429	0.104815	0.118281	0.114829	0.10569	0.112108	0.0720985	0.0751744	0.0770619	0.149925	0.0222459	0.0450645	0.0407707	0.0182968	0.0260322	0.0505999	0.0495902	0.0361722	0.0187623	0.0284052	0.104906	0.0266108	0.0215787	0.0440533	0.0308841	0.0503677	0.041545	0.0334957	0.0390057	0.0253433	0.0358096	0.0285445	0.0313657	0.0327825	0.0370427	0.0249435	0.0353509	0.0256489	0.0327198	0.0490203	0.0286168	0.0251889	0.0319058	0.0272176	0.034478	0.0389074	0.0377721	0.0347658	0.0368769	0.0237162	0.0247279	0.0253488	0.0493164	0.00731759	0.0148236	0.0134112	0.00601856	0.00856308	0.0166444	0.0163123	0.0118985	0.00617171	0.00934365	0.0345079	0.00875339	0.00709811	0.0144909	0.010159	0.016568	0.0136659	0.0110181	0.0128306	0.00833644	3.040057
11450	-15762.5	-15817.2	54.7229	0.118946	0.0967065	0.109942	0.111064	0.142451	0.0973787	0.129947	0.0868964	0.0903376	0.177334	0.0969513	0.077361	0.0959917	0.0922108	0.116808	0.118994	0.127969	0.125711	0.124936	0.0739239	0.0844582	0.0858797	0.16708	0.0287369	0.0335424	0.0111349	0.0203904	0.0521445	0.0417044	0.0499272	0.0279873	0.0305486	0.0252633	0.0703558	0.0304438	0.0242882	0.0280754	0.00987311	0.0414087	0.0507878	0.0354512	0.0267291	0.0289031	0.0369745	0.0300613	0.0341757	0.0345245	0.0442809	0.0302703	0.0403942	0.0270119	0.0280816	0.0551244	0.0301374	0.0240478	0.0298391	0.0286638	0.03631	0.0369894	0.0397793	0.0390774	0.0388364	0.0229793	0.0262539	0.0266958	0.0519369	0.00893291	0.0104267	0.0034613	0.00633837	0.0162092	0.0129639	0.0155199	0.00869988	0.00949605	0.00785314	0.0218702	0.0094635	0.00755003	0.00872726	0.00306907	0.0128719	0.0157874	0.01102	0.00830877	0.00898457	3.216974
11460	-15770.1	-15824.8	54.7229	0.129985	0.0926774	0.107666	0.0802229	0.139563	0.0933216	0.156713	0.0821472	0.10389	0.150098	0.0710503	0.0741379	0.104353	0.0777139	0.111942	0.170369	0.122637	0.0994976	0.119731	0.0828439	0.0831672	0.0759118	0.160119	0.0191058	0.0278134	0.0271668	0.0290001	0.0648139	0.0367063	0.0494171	0.0393967	0.0142794	0.0174509	0.0831349	0.0412963	0.0174907	0.0371588	0.0119587	0.0625289	0.0486718	0.0339742	0.038153	0.0276989	0.040406	0.0288089	0.0334681	0.0249374	0.0433833	0.0290091	0.0487143	0.0255356	0.0322942	0.0466583	0.0220861	0.0230459	0.0324384	0.0241575	0.0347973	0.0529593	0.0381219	0.0309289	0.0372184	0.0257521	0.0258526	0.0235973	0.0497731	0.00593904	0.00864584	0.00844484	0.0090147	0.0201475	0.0114102	0.0153614	0.0122465	0.00443876	0.00542465	0.0258426	0.012837	0.00543702	0.0115508	0.00371736	0.0194372	0.0151297	0.0105609	0.0118599	0.00861024	3.216974
11470	-15762.2	-15816.9	54.7229	0.132589	0.0945341	0.0979762	0.0871707	0.116134	0.0782574	0.134941	0.083793	0.0986662	0.153014	0.106519	0.0859629	0.0970311	0.0840124	0.125064	0.128915	0.125094	0.105348	0.128483	0.0660626	0.0971732	0.0774327	0.172169	0.0446784	0.0365128	0.0285214	0.0249845	0.0386462	0.0611346	0.0508178	0.0380457	0.0131914	0.0206034	0.0848004	0.0268197	0.0374078	0.0250961	0.0139939	0.0641965	0.0276144	0.0305989	0.0376452	0.0353206	0.0412155	0.029386	0.030456	0.0270971	0.0361005	0.0243264	0.0419466	0.0260471	0.0306705	0.0475646	0.0331117	0.0267217	0.0301622	0.0261153	0.0388763	0.0400735	0.0388857	0.0327476	0.0399391	0.0205356	0.0302064	0.02407	0.0535189	0.0138883	0.01135	0.0088659	0.00776646	0.0120132	0.0190038	0.0157968	0.0118265	0.00410055	0.00640459	0.0263603	0.00833692	0.0116283	0.00780116	0.00435001	0.0199556	0.00858397	0.0095117	0.011702	0.0109794	3.216974
11480	-15768.5	-15823.1	54.6744	0.129814	0.0925556	0.103624	0.11544	0.117202	0.0827863	0.132117	0.0820393	0.0899679	0.152421	0.0528313	0.102279	0.0950003	0.104478	0.122447	0.13617	0.129265	0.114075	0.125794	0.06468	0.0951394	0.082549	0.133005	0.0233296	0.0427303	0.0280459	0.0249782	0.0478299	0.0497986	0.0688515	0.0273477	0.0162062	0.0409084	0.0998977	0.0265279	0.0366249	0.030717	0.0195971	0.0488211	0.0482968	0.0180083	0.0388028	0.0371178	0.0401887	0.0286539	0.0320807	0.0357387	0.036284	0.0256295	0.0409016	0.0253982	0.0278528	0.0471875	0.0163558	0.0316641	0.0294108	0.0323451	0.0379078	0.0421564	0.0400187	0.0353159	0.0389441	0.020024	0.0294539	0.025556	0.0411764	0.00722253	0.0132287	0.00868262	0.00773292	0.0148075	0.015417	0.0213155	0.00846648	0.00501722	0.0126647	0.030927	0.00821267	0.0113386	0.00950958	0.00606701	0.0151143	0.014952	0.00557512	0.0120128	0.0114912	3.230118
11490	-15765.8	-15820.5	54.6761	0.131314	0.0936246	0.090387	0.0818699	0.110481	0.0837425	0.133643	0.0806738	0.114564	0.154182	0.0778334	0.10346	0.0960975	0.108362	0.109361	0.133596	0.138697	0.12161	0.127247	0.065427	0.0870952	0.0835025	0.134541	0.018265	0.0426586	0.0234242	0.0400373	0.0710965	0.0357671	0.0696468	0.0247848	0.0263502	0.0360299	0.079682	0.0404831	0.0280796	0.0310718	0.0159659	0.0448204	0.0488546	0.0341387	0.0275251	0.0296813	0.0406585	0.0289889	0.0279864	0.0253493	0.034208	0.0259291	0.0413797	0.0249789	0.0354725	0.0477391	0.0240995	0.0320342	0.0297546	0.033552	0.0338614	0.041365	0.0429446	0.037654	0.0393993	0.0202581	0.0269672	0.0258548	0.0416577	0.00565536	0.0132083	0.00725281	0.0123967	0.0220135	0.0110745	0.0215647	0.00767409	0.00815877	0.0111559	0.0246719	0.0125347	0.00869426	0.00962074	0.0049435	0.0138777	0.0151268	0.0105703	0.00852256	0.00919018	3.229673
11500	-15760	-15814.7	54.6761	0.146301	0.0905075	0.0912207	0.0902597	0.101817	0.0826111	0.129193	0.061447	0.11075	0.18316	0.0812011	0.0996842	0.092898	0.119899	0.10572	0.143382	0.134079	0.117561	0.12301	0.066678	0.0935406	0.0771871	0.156527	0.0223915	0.0411856	0.0226443	0.0244508	0.0619628	0.051025	0.05521	0.0346794	0.0180773	0.023326	0.0702871	0.0226335	0.0260338	0.0427735	0.0169157	0.0463324	0.0416059	0.0289668	0.0450403	0.0354972	0.0452991	0.0280237	0.0282446	0.027947	0.0315254	0.0255788	0.040002	0.0190258	0.0342914	0.0567117	0.0251422	0.0308651	0.0287639	0.0371242	0.032734	0.0443951	0.0415147	0.0364004	0.0380875	0.0206454	0.0289629	0.0238994	0.0484652	0.00693304	0.0127522	0.00701133	0.00757067	0.0191855	0.0157988	0.0170946	0.0107377	0.00559726	0.00722239	0.0217629	0.007008	0.0080608	0.0132439	0.00523759	0.0143459	0.0128824	0.00896895	0.0139458	0.010991	3.229673
11510	-15754.9	-15809.8	54.8916	0.140192	0.0867281	0.11099	0.109147	0.0987185	0.0700753	0.112776	0.0710391	0.0973934	0.175512	0.0812372	0.0884972	0.0890188	0.109348	0.107788	0.137394	0.116914	0.112652	0.117874	0.0638937	0.0896346	0.0933829	0.176854	0.0270648	0.0432013	0.0250711	0.0250917	0.0539608	0.0391338	0.0529045	0.0301851	0.0148289	0.0344723	0.074701	0.019968	0.0211619	0.0409874	0.0202255	0.0491048	0.0453892	0.0307723	0.0373718	0.0285612	0.0442076	0.0273485	0.0349993	0.0344179	0.0311295	0.0220973	0.0355623	0.0224012	0.0307117	0.0553453	0.025617	0.0279064	0.0280709	0.0344815	0.0339893	0.0433254	0.0368674	0.0355233	0.0371699	0.020148	0.028265	0.029447	0.0557684	0.00853452	0.0136229	0.00790582	0.00791232	0.0170158	0.0123403	0.0166827	0.00951847	0.00467609	0.0108704	0.0235559	0.00629663	0.00667312	0.0129248	0.00637783	0.0154845	0.0143129	0.00970363	0.0117847	0.00900639	3.171217
11520	-15760.9	-15815.8	54.8588	0.141915	0.0895793	0.106254	0.0770317	0.113511	0.0603617	0.100761	0.0766913	0.101025	0.182292	0.0794224	0.0908575	0.0874449	0.113573	0.115061	0.115536	0.121431	0.107564	0.106967	0.0663621	0.104361	0.0755934	0.192852	0.0283012	0.0448703	0.0287403	0.0260611	0.0560455	0.0406456	0.0425025	0.0443377	0.0166283	0.0355007	0.0820852	0.0305488	0.0218366	0.0425709	0.013449	0.0584236	0.0471427	0.0344135	0.0341149	0.0254765	0.0446254	0.0281684	0.0334117	0.0242227	0.0356936	0.0189808	0.0316843	0.0241157	0.0317674	0.0573221	0.0249745	0.0285703	0.0274972	0.0357131	0.0361812	0.0363306	0.0381842	0.0338236	0.0336358	0.0208676	0.0328163	0.0237704	0.0606426	0.00889936	0.0141095	0.00903744	0.00819494	0.0176236	0.0127811	0.013365	0.0139421	0.00522878	0.0111633	0.0258118	0.00960612	0.00686654	0.0133865	0.00422904	0.0183714	0.0148241	0.0108214	0.0107275	0.00801112	3.180141
11530	-15767.2	-15822.1	54.8588	0.137367	0.101111	0.0971107	0.089674	0.0955438	0.0928912	0.0968491	0.0814028	0.0980989	0.193492	0.0739969	0.0739339	0.0889079	0.12055	0.109262	0.122634	0.110682	0.114172	0.113538	0.105375	0.0763432	0.0839614	0.158657	0.0248253	0.027584	0.0205296	0.0272137	0.0594886	0.0576944	0.0604655	0.0339955	0.0091177	0.048438	0.0739156	0.024624	0.0323862	0.0252468	0.0244506	0.0501698	0.0373122	0.0370029	0.046299	0.0238278	0.0431954	0.0317945	0.0305366	0.0281981	0.0300439	0.0292098	0.0304543	0.0255972	0.0308473	0.0608437	0.0232684	0.0232486	0.0279572	0.0379071	0.0343576	0.0385626	0.0348042	0.0359016	0.0357022	0.0331352	0.0240062	0.0264018	0.0498898	0.00780635	0.00867383	0.00645558	0.00855737	0.0187063	0.0181421	0.0190135	0.0106899	0.00286707	0.0152314	0.0232429	0.00774304	0.0101839	0.00793891	0.00768852	0.015776	0.0117329	0.0116356	0.0145588	0.0074927	3.180141
