Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
4480	-14460	-14521.7	61.7259	0.140432	0.120728	0.102174	0.10502	0.107616	0.0798441	0.154728	0.067769	0.0850663	0.170124	0.0697516	0.066126	0.104165	0.0977883	0.103185	0.150426	0.13027	0.108029	0.130682	0.0666617	0.0689132	0.0835307	0.17314	0.03143	0.0174865	0.0185758	0.0463463	0.0173113	0.0205204	0.0412109	0.0127978	0.04	0.0263095	0.0322399	0.027751	0.0224044	0.0361189	0.0286596	0.0416875	0.0745958	0.0279156	0.0109337	0.0414868	0.224944	0.276514	0.0519946	0.0215982	0.41118	0.0137684	0.23982	0.232082	0.155491	0.372607	0.0452721	0.03892	0.0329385	0.0338561	0.034693	0.02574	0.0498808	0.0218472	0.0274235	0.0548441	0.0224864	0.0213175	0.0335805	0.0315248	0.0332645	0.0484939	0.0419962	0.0348261	0.0421288	0.0214902	0.0222161	0.0269284	0.0558166	0.0101323	0.00563726	0.00598844	0.014941	0.00558077	0.00661532	0.0132855	0.00412572	0.0128951	0.0084816	0.0103934	0.00894629	0.00722267	0.0116439	0.00923922	0.0134391	0.024048	0.00899937	0.00352479	0.0133744	3.10195
4490	-14456.5	-14518.4	61.886	0.131581	0.113119	0.109469	0.0915697	0.100834	0.0703755	0.118983	0.0548691	0.0985749	0.164059	0.0643025	0.0715542	0.0976004	0.109779	0.116299	0.140945	0.126853	0.122972	0.116459	0.0940478	0.0960689	0.0800088	0.153196	0.0360325	0.0163845	0.0245066	0.0409326	0.0140543	0.0222275	0.0386137	0.0173704	0.0353532	0.0240997	0.0460424	0.0209437	0.0129423	0.0294988	0.0324413	0.0399829	0.0840081	0.019245	0.0100517	0.0501235	0.224741	0.276263	0.0519475	0.031103	0.410808	0.00513724	0.239297	0.233756	0.155152	0.371795	0.0430233	0.0369868	0.0357933	0.0299406	0.0329698	0.0230107	0.0389039	0.0179406	0.0322311	0.0536424	0.021025	0.0233961	0.0319125	0.0358945	0.0380265	0.0460851	0.0414773	0.0402084	0.0380787	0.0307509	0.0314118	0.0261605	0.0500906	0.0117816	0.00535725	0.00801296	0.0133838	0.00459534	0.00726774	0.0126256	0.00567963	0.0115595	0.00787989	0.0150545	0.006848	0.00423176	0.00964527	0.0106074	0.0130732	0.0274682	0.00629256	0.00328662	0.0163889	3.058376
4500	-14457.6	-14519.4	61.7495	0.154383	0.0993188	0.102837	0.0879212	0.100182	0.072415	0.122431	0.0564592	0.101432	0.168813	0.0661674	0.081653	0.103058	0.0966344	0.112438	0.125256	0.129505	0.104185	0.131343	0.0818378	0.100157	0.0823274	0.157636	0.0370767	0.0199845	0.0353504	0.0361264	0.0156036	0.0347128	0.0515808	0.0141625	0.0245354	0.0121157	0.0516672	0.0272108	0.00908413	0.0378707	0.0279945	0.0452851	0.096769	0.0195596	0.023835	0.0366073	0.220007	0.270444	0.0634978	0.0304478	0.402155	0.0134489	0.239297	0.233756	0.155152	0.371795	0.0498731	0.0320847	0.0332213	0.0284027	0.0323634	0.0233935	0.0395509	0.018239	0.0327672	0.0545346	0.0213752	0.0263778	0.0332925	0.0312175	0.036323	0.0404638	0.0418364	0.0336565	0.0424299	0.0264375	0.0323554	0.0265957	0.0509238	0.0119775	0.00645593	0.0114199	0.0116706	0.00504071	0.0112139	0.016663	0.00457516	0.0079261	0.00391394	0.016691	0.00879037	0.0029346	0.012234	0.00904354	0.0146292	0.031261	0.00631868	0.00769984	0.0118259	3.095521
4510	-14459.7	-14521.5	61.7495	0.158123	0.0984627	0.110937	0.0900507	0.104812	0.0741689	0.125396	0.0681982	0.0957043	0.167353	0.0826264	0.0632761	0.105554	0.0908818	0.123529	0.114928	0.114785	0.123172	0.118582	0.0754531	0.0682059	0.0843214	0.17419	0.0234458	0.0273545	0.0204756	0.0396867	0.0217186	0.0355536	0.0538304	0.0138621	0.0425657	0.0200716	0.0401285	0.0214698	0.0189013	0.038788	0.0385533	0.0423564	0.0875447	0.0229335	0.0177136	0.0358582	0.220141	0.296047	0.0609926	0.030395	0.386288	0.00613614	0.24145	0.235859	0.147552	0.375139	0.0510811	0.0318081	0.0358378	0.0290907	0.0338592	0.0239601	0.0405089	0.0220312	0.030917	0.0540631	0.0266922	0.0204412	0.0340989	0.0293591	0.0399057	0.0371273	0.0370809	0.0397903	0.0383075	0.0243749	0.0220337	0.0272398	0.0562716	0.0075741	0.00883681	0.00661459	0.0128207	0.00701614	0.0114855	0.0173898	0.00447812	0.0137507	0.00648409	0.0129634	0.00693577	0.00610601	0.0125304	0.0124545	0.0136831	0.0282811	0.00740862	0.00572232	0.0115839	3.095521
4520	-14466.6	-14528.3	61.7495	0.151309	0.0867356	0.11244	0.0962896	0.105287	0.0751738	0.1341	0.0691222	0.102521	0.169621	0.0837459	0.0779796	0.110188	0.0921132	0.0981378	0.123781	0.11634	0.104812	0.11097	0.0697287	0.0890162	0.0870002	0.143274	0.0451068	0.0174229	0.0320945	0.0288894	0.0166133	0.0285891	0.0545598	0.00442812	0.0395201	0.0168674	0.0450153	0.0384798	0.0191574	0.036236	0.0381815	0.0290127	0.10292	0.0189105	0.0157903	0.0580404	0.215224	0.297221	0.0612345	0.0236116	0.38782	0.0148893	0.239353	0.233811	0.135974	0.390862	0.04888	0.0280197	0.0363234	0.0311061	0.0340127	0.0242847	0.0433207	0.0223297	0.0331191	0.0547956	0.0270539	0.0251911	0.0355959	0.0297569	0.0317032	0.039987	0.0375833	0.0338592	0.0358487	0.0225257	0.0287565	0.0281052	0.0462843	0.0145716	0.00562841	0.010368	0.00933264	0.0053669	0.00923563	0.0176254	0.00143049	0.0127669	0.00544897	0.0145421	0.0124308	0.00618875	0.0117059	0.0123344	0.00937249	0.033248	0.006109	0.00510102	0.0187498	3.095521
4530	-14470.1	-14531.9	61.7495	0.130945	0.0882532	0.114407	0.114613	0.116474	0.0804102	0.106288	0.0733078	0.0982467	0.191655	0.0852112	0.079344	0.112116	0.0837986	0.0998549	0.125946	0.118375	0.107256	0.107495	0.0739055	0.0836271	0.0834805	0.142681	0.045896	0.0177277	0.0329046	0.0292612	0.00812262	0.0284501	0.055058	0.0123571	0.0347054	0.023151	0.0391535	0.0427436	0.0253651	0.0402226	0.0361061	0.0462844	0.0769637	0.0254196	0.021406	0.0365312	0.208705	0.296533	0.0593798	0.0228965	0.405173	0.00731273	0.251545	0.225423	0.145296	0.377737	0.0423016	0.02851	0.036959	0.0370254	0.0376265	0.0259763	0.0343361	0.0236819	0.0317383	0.0619138	0.0275273	0.0256319	0.0362188	0.0270709	0.0322579	0.0406867	0.0382409	0.0346487	0.0347258	0.023875	0.0270155	0.0269682	0.0460929	0.0148266	0.00572689	0.0106297	0.00945274	0.00262399	0.00919073	0.0177863	0.00399193	0.0112115	0.00747886	0.0126484	0.0138082	0.00819411	0.0129938	0.011664	0.0149521	0.0248629	0.00821172	0.00691515	0.0118013	3.095521
4540	-14467	-14528.7	61.7495	0.155343	0.0889006	0.0863211	0.0926937	0.117328	0.0867602	0.117465	0.0738456	0.0859899	0.152526	0.0858363	0.0799261	0.091248	0.0936715	0.114221	0.12687	0.129853	0.108043	0.109138	0.0744477	0.098392	0.084093	0.181712	0.0300477	0.0213905	0.0387755	0.0301106	0.00791355	0.0143121	0.0368643	0.0222264	0.0293027	0.018614	0.0570432	0.0335391	0.0158906	0.0405176	0.0224304	0.046624	0.0829419	0.0302112	0.0181257	0.0640165	0.198461	0.297263	0.0602994	0.0261289	0.406171	0.0116762	0.251545	0.225423	0.145296	0.377737	0.050183	0.0287191	0.0278858	0.0299445	0.0379025	0.0280276	0.0379466	0.0238556	0.0277788	0.049273	0.0277292	0.0258199	0.0294774	0.0302603	0.0368988	0.0409852	0.0419488	0.0349028	0.0352567	0.0240501	0.0317853	0.027166	0.0587015	0.00970682	0.00691013	0.0125263	0.00972714	0.00255645	0.0046235	0.0119089	0.00718017	0.00946616	0.0060132	0.0184277	0.0108347	0.00513341	0.0130891	0.0072461	0.0150617	0.0267942	0.00975964	0.00585546	0.0206804	3.095521
4550	-14461.8	-14523.6	61.7495	0.14011	0.111055	0.13114	0.0961375	0.10411	0.0846926	0.111681	0.0945447	0.0879514	0.155542	0.0952066	0.0760225	0.0941785	0.102756	0.111499	0.136301	0.118891	0.117491	0.106537	0.0667277	0.0794047	0.0820889	0.166781	0.0334781	0.0239494	0.029503	0.0346063	0.00772496	0.0135814	0.0562482	0.0138126	0.0364841	0.0229766	0.0462397	0.0327399	0.01737	0.0374074	0.028386	0.0277972	0.0874091	0.0175913	0.0102643	0.0471032	0.198428	0.297215	0.0602895	0.0259918	0.406105	0.0119706	0.251545	0.225423	0.145296	0.377737	0.0452621	0.0358759	0.0423643	0.031057	0.0336325	0.0273597	0.0360783	0.0305424	0.0284125	0.0502473	0.0307562	0.0245589	0.0304241	0.0331951	0.0360194	0.0440318	0.0384075	0.0379552	0.0344165	0.0215562	0.0256515	0.0265186	0.0538781	0.010815	0.00773678	0.00953087	0.0111795	0.00249553	0.00438742	0.0181708	0.00446214	0.0117861	0.00742253	0.0149376	0.0105765	0.00561134	0.0120844	0.00917004	0.00897982	0.0282373	0.00568282	0.00331587	0.0152165	3.095521
4560	-14468.9	-14530.5	61.5921	0.154244	0.112395	0.0987634	0.111775	0.114329	0.0796907	0.105745	0.0741292	0.0812903	0.192329	0.0623711	0.0847065	0.095315	0.111827	0.129884	0.109994	0.120326	0.0952643	0.142183	0.0792932	0.0803629	0.0830796	0.197161	0.015885	0.012563	0.0240941	0.0274888	0.0153955	0.0216649	0.044756	0.0139793	0.0257202	0.0253784	0.0424763	0.0292642	0.0211802	0.0663998	0.0358808	0.0472266	0.0826545	0.0127585	0.0172876	0.0398045	0.196455	0.294259	0.0596899	0.0389751	0.402066	0.00855587	0.245148	0.24512	0.141601	0.368131	0.0491486	0.0358138	0.0314702	0.0356162	0.0364299	0.0253928	0.0336949	0.0236207	0.0259025	0.0612841	0.0198741	0.0269911	0.0303714	0.0356329	0.0413866	0.0350487	0.0383409	0.0303552	0.0453056	0.0252662	0.025607	0.0264727	0.0628237	0.00506164	0.00400311	0.00767739	0.00875909	0.00490565	0.00690334	0.0142612	0.00445441	0.00819555	0.00808662	0.0135347	0.00932481	0.00674891	0.0211578	0.0114331	0.0150484	0.0263372	0.00406539	0.00550856	0.0126834	3.138317
4570	-14465.4	-14527.2	61.8486	0.113847	0.101561	0.108269	0.0880182	0.105365	0.0833231	0.105528	0.0546788	0.0960034	0.17725	0.0758807	0.0722796	0.0878422	0.10306	0.110241	0.128729	0.116336	0.123658	0.144324	0.0608641	0.0711917	0.0888075	0.153052	0.0365017	0.0253158	0.0248028	0.0377545	0.0167256	0.0281607	0.0432611	0.00544943	0.0415986	0.0268029	0.0455367	0.0269698	0.0253713	0.0655581	0.039531	0.0435239	0.0958438	0.0161121	0.015243	0.0383897	0.200033	0.284026	0.0581568	0.0396849	0.409388	0.00871169	0.242682	0.242654	0.140177	0.374486	0.037101	0.0330974	0.0352833	0.0286838	0.0343369	0.0271538	0.0343899	0.017819	0.0312861	0.0577633	0.0247284	0.0235549	0.0286265	0.0335858	0.0359259	0.0419509	0.0379121	0.0402983	0.0470331	0.0198347	0.0232003	0.0289411	0.0498776	0.0118954	0.00825007	0.00808289	0.0123036	0.00545062	0.00917717	0.0140982	0.00177589	0.0135564	0.00873468	0.0148398	0.00878908	0.00826814	0.0213644	0.0128826	0.0141838	0.0312341	0.00525069	0.00496748	0.0125106	3.068562
4580	-14462.5	-14524.4	61.8486	0.101743	0.0936789	0.111705	0.096342	0.107535	0.0672621	0.0989183	0.0878798	0.0863267	0.165864	0.0774436	0.0897742	0.102525	0.109555	0.107804	0.13138	0.117533	0.116312	0.136779	0.0621177	0.0802715	0.0906366	0.148716	0.0338164	0.0248783	0.0272789	0.0548143	0.0149923	0.0297566	0.0379658	0.00630625	0.0383625	0.0213465	0.0480947	0.0348717	0.0276898	0.0358024	0.0373984	0.0329841	0.089712	0.0320963	0.0131119	0.0391804	0.220648	0.275369	0.0563841	0.0315276	0.39691	0.019162	0.243778	0.239233	0.14081	0.376178	0.0331566	0.0305286	0.036403	0.0313965	0.0350441	0.0219197	0.0322361	0.0286388	0.0281326	0.0540528	0.0252378	0.0292561	0.0334113	0.0357025	0.0351318	0.042815	0.0383024	0.0379043	0.0445742	0.0202432	0.0261593	0.0295371	0.0484644	0.0110203	0.00810748	0.0088898	0.0178632	0.00488576	0.00969725	0.0123725	0.00205512	0.0125018	0.0069565	0.0156734	0.0113642	0.00902371	0.0116675	0.0121876	0.010749	0.0292358	0.0104597	0.00427297	0.0127683	3.068562
4590	-14466.5	-14528.3	61.8486	0.149221	0.10606	0.106111	0.0973052	0.104632	0.0654464	0.0962481	0.0799554	0.0961375	0.161387	0.0594813	0.078605	0.0997571	0.106598	0.122918	0.127834	0.120129	0.111047	0.132249	0.0695797	0.0781046	0.0849183	0.144701	0.0280486	0.030722	0.0265425	0.043525	0.0105079	0.038894	0.0403207	0.01999	0.0279774	0.0148214	0.0439196	0.0359378	0.0173063	0.0372528	0.0380765	0.0374152	0.0737552	0.0374478	0.0153182	0.0523579	0.212698	0.303677	0.0543526	0.0281915	0.382609	0.0184716	0.235379	0.23914	0.135713	0.389769	0.0486289	0.0345633	0.0345799	0.0317104	0.0340982	0.021328	0.0313659	0.0260563	0.0313298	0.0525937	0.0193841	0.0256162	0.0325094	0.0347387	0.0400573	0.0416592	0.0391484	0.0361885	0.0430979	0.022675	0.0254532	0.0276736	0.0471561	0.00914065	0.0100119	0.00864982	0.0141842	0.00342437	0.012675	0.0131399	0.00651446	0.00911744	0.00483007	0.0143128	0.0117116	0.00563988	0.0121401	0.0124086	0.0121931	0.0240358	0.0122037	0.00499198	0.0170627	3.068562
4600	-14463.2	-14525	61.8486	0.157064	0.0918319	0.10292	0.0996095	0.111269	0.0997085	0.115135	0.0635441	0.0762161	0.160032	0.0647627	0.0780202	0.105	0.0930253	0.129379	0.139958	0.109221	0.0988195	0.130758	0.0726021	0.0842932	0.079456	0.15842	0.0349654	0.0250262	0.0296751	0.0312925	0.0125948	0.025446	0.056579	0.0120757	0.0359857	0.0208142	0.0462279	0.0250918	0.0185944	0.0392107	0.0376368	0.031615	0.0690421	0.0376528	0.021719	0.0362704	0.207833	0.296731	0.0531094	0.0275467	0.396731	0.0180491	0.249883	0.233102	0.144075	0.37294	0.0511847	0.0299267	0.0335401	0.0324613	0.036261	0.0324935	0.0375209	0.0207081	0.0248377	0.0521522	0.0211052	0.0254256	0.0342181	0.0303156	0.0421626	0.0456104	0.0355937	0.0322038	0.0426123	0.02366	0.0274699	0.0258936	0.0516269	0.0113947	0.00815568	0.00967069	0.0101978	0.00410445	0.00829248	0.0184383	0.0039353	0.0117272	0.00678303	0.015065	0.00817706	0.00605966	0.0127782	0.0122653	0.0103029	0.0224998	0.0122705	0.00707791	0.01182	3.068562
4610	-14465.8	-14527.7	61.8486	0.149389	0.0970995	0.108824	0.0899811	0.117652	0.0725764	0.12174	0.0692247	0.0972169	0.169212	0.0595662	0.0766629	0.111023	0.112062	0.117265	0.121978	0.115487	0.102321	0.127872	0.0943344	0.0816908	0.0754666	0.167508	0.0249116	0.0162467	0.0180789	0.0122808	0.0215466	0.0199992	0.0598847	0.0106506	0.048332	0.0194912	0.0600044	0.020142	0.0122129	0.0497075	0.0223744	0.0314022	0.0788238	0.0282797	0.0164772	0.0415656	0.21459	0.274502	0.0548359	0.033258	0.409628	0.0131862	0.245375	0.228897	0.159515	0.366213	0.0486836	0.0316433	0.035464	0.0293235	0.038341	0.0236516	0.0396732	0.0225593	0.0316816	0.0551438	0.0194118	0.0249833	0.0361809	0.0365193	0.038215	0.039751	0.0376354	0.0333448	0.0416716	0.0307422	0.0266218	0.0245935	0.0545883	0.00811834	0.00529456	0.00589165	0.00400214	0.00702171	0.00651746	0.0195156	0.00347086	0.0157507	0.00635191	0.0195546	0.00656399	0.00398002	0.016199	0.00729151	0.0102335	0.0256875	0.00921595	0.00536969	0.0135456	3.068562
4620	-14471.2	-14533.1	61.8486	0.15844	0.13178	0.105497	0.092601	0.0927403	0.076981	0.110074	0.0756385	0.0702616	0.174139	0.0859588	0.0795794	0.108774	0.0818961	0.122969	0.102844	0.132177	0.0989096	0.127381	0.0609292	0.091405	0.0778787	0.172385	0.0245357	0.0235732	0.0212407	0.0289241	0.035126	0.0246951	0.0353248	0.0109607	0.0447139	0.0279686	0.0328664	0.0383012	0.0221309	0.0481133	0.0246105	0.0279778	0.090477	0.0296307	0.0145959	0.0315587	0.216212	0.255886	0.058521	0.0239402	0.431665	0.0137761	0.241066	0.227264	0.168069	0.363601	0.0516332	0.0429452	0.0343798	0.0301773	0.0302227	0.025087	0.0358715	0.0246495	0.0228972	0.0567493	0.0280127	0.0259338	0.0354477	0.0266887	0.0400739	0.0335154	0.0430744	0.0322332	0.0415116	0.019856	0.0297876	0.0253795	0.0561777	0.00799581	0.00768217	0.00692202	0.00942593	0.011447	0.00804777	0.0115118	0.00357192	0.0145716	0.00911456	0.0107107	0.0124818	0.00721213	0.0156794	0.0080202	0.00911755	0.0294851	0.00965622	0.00475658	0.0102845	3.068562
4630	-14463.2	-14525	61.8486	0.11425	0.100416	0.108041	0.0916217	0.0982988	0.0659843	0.116671	0.0774932	0.0830315	0.198591	0.0879703	0.0750664	0.115268	0.0891319	0.107407	0.109008	0.13668	0.104838	0.1188	0.0898045	0.08711	0.0825464	0.182717	0.0332724	0.0133909	0.0309344	0.0274039	0.0315422	0.0117921	0.0469422	0.0127352	0.0298194	0.0108787	0.0251199	0.042767	0.00935248	0.0419927	0.0240465	0.0492354	0.087379	0.0314067	0.0234147	0.0443912	0.216666	0.256424	0.058644	0.0239905	0.432573	0.0117019	0.241066	0.227264	0.168069	0.363601	0.0372324	0.032724	0.0352088	0.0298582	0.0320341	0.0215033	0.0380215	0.0252539	0.0270588	0.064718	0.0286682	0.024463	0.0375643	0.0290468	0.0350023	0.0355242	0.044542	0.0341651	0.0387151	0.029266	0.0283879	0.0269007	0.0595448	0.010843	0.00436388	0.0100811	0.00893053	0.0102791	0.00384288	0.0152978	0.00415023	0.00971772	0.00354519	0.00818623	0.0139371	0.00304784	0.0136848	0.00783642	0.0160451	0.0284756	0.010235	0.00763053	0.0144664	3.068562
4640	-14459.1	-14521.1	62.0622	0.122309	0.0924071	0.10003	0.0910814	0.110916	0.0655783	0.122508	0.0750991	0.086729	0.197572	0.0913223	0.0727473	0.0879502	0.10068	0.108385	0.100284	0.132457	0.101563	0.126747	0.0732226	0.0964202	0.0806324	0.129748	0.0433776	0.0236723	0.0315632	0.0252756	0.0152668	0.0291475	0.0539643	0.0192124	0.0265366	0.0223798	0.0322359	0.0274938	0.0149692	0.0392328	0.0359264	0.0436568	0.0846796	0.0192315	0.0206358	0.0355197	0.216666	0.256424	0.058644	0.0239905	0.432573	0.0117019	0.241066	0.227264	0.168069	0.363601	0.0406292	0.0306963	0.0332285	0.0302559	0.0368447	0.0217842	0.0406955	0.0249468	0.0288101	0.0656304	0.0303359	0.0241656	0.0292158	0.0334444	0.0360041	0.0333127	0.0440005	0.0337376	0.0421035	0.0243235	0.0320294	0.0267849	0.0431005	0.0144094	0.00786361	0.0104848	0.0083962	0.00507141	0.00968238	0.0179261	0.00638207	0.00881507	0.00743425	0.0107083	0.00913304	0.00497256	0.0130326	0.0119342	0.0145021	0.0281293	0.00638843	0.0068549	0.0117991	3.010366
4650	-14470.7	-14532.7	62.0622	0.119451	0.0944566	0.0923691	0.0931015	0.0832502	0.076568	0.113065	0.0975677	0.088069	0.158568	0.0883563	0.0743608	0.0921662	0.108375	0.110789	0.102508	0.140578	0.103815	0.129558	0.0779625	0.0985587	0.0824208	0.132626	0.0308235	0.0224081	0.0478006	0.0319946	0.0164858	0.0280756	0.051563	0.0208396	0.0271251	0.00894791	0.0556264	0.0245961	0.0115715	0.0424931	0.0219942	0.053891	0.0673747	0.0386425	0.0105021	0.0390703	0.216163	0.255829	0.0585079	0.0278489	0.431569	0.0100823	0.241066	0.227264	0.168069	0.363601	0.0396799	0.0313771	0.0306837	0.030927	0.0276545	0.0254348	0.0375586	0.0324106	0.0292553	0.0526741	0.0293507	0.0247016	0.0306163	0.0360006	0.0368026	0.0340516	0.0466979	0.0344859	0.0430373	0.025898	0.0327398	0.027379	0.0440564	0.0102391	0.00744364	0.0158787	0.0106282	0.00547633	0.0093263	0.0171285	0.00692263	0.00901058	0.00297237	0.0184783	0.00817047	0.00384387	0.0141156	0.00730617	0.0179018	0.0223809	0.0128365	0.00348865	0.0129786	3.010366
4660	-14464.5	-14526.5	62.0622	0.142469	0.098846	0.107141	0.0974279	0.0938118	0.0789713	0.12383	0.0690054	0.0716843	0.165937	0.0544129	0.0798861	0.0827978	0.10935	0.115938	0.127946	0.111578	0.108639	0.160121	0.0751597	0.0925177	0.0833072	0.138789	0.0391057	0.0161442	0.0303009	0.0369649	0.02409	0.0199306	0.0415982	0.0207525	0.0479899	0.0211305	0.0324124	0.0263638	0.0175687	0.0308788	0.028375	0.046091	0.0705056	0.0267082	0.0126517	0.0312376	0.214481	0.253838	0.0563148	0.0276322	0.42821	0.0195241	0.248453	0.225052	0.166433	0.360062	0.0473261	0.0328352	0.0355906	0.0323641	0.0311629	0.0262331	0.0411346	0.0229226	0.0238125	0.0551219	0.0180752	0.026537	0.0275042	0.0363243	0.0385128	0.0425017	0.0370647	0.0360884	0.0531899	0.024967	0.030733	0.0276734	0.0461038	0.0129904	0.00536285	0.0100655	0.0122792	0.00800235	0.00662065	0.0138183	0.00689367	0.0159415	0.00701924	0.0107669	0.00875766	0.00583605	0.0102575	0.00942575	0.0153108	0.0234209	0.00887207	0.00420272	0.0103767	3.010366
4670	-14469.2	-14531.1	61.8982	0.144834	0.104315	0.108919	0.0990454	0.107018	0.0802824	0.0954966	0.0651033	0.0844284	0.139476	0.0982495	0.0658026	0.0841724	0.101295	0.114826	0.125937	0.113546	0.110443	0.138846	0.0729229	0.103032	0.0856199	0.168557	0.0297497	0.0236695	0.0425911	0.034326	0.00837054	0.0150245	0.0448237	0.0084822	0.0251447	0.023314	0.0413298	0.0394543	0.0298357	0.0459339	0.026149	0.0382446	0.101512	0.0208495	0.0153426	0.0287319	0.217672	0.257614	0.0571526	0.0208559	0.434581	0.0121247	0.250244	0.224629	0.165743	0.359384	0.0474081	0.034145	0.0356523	0.0324202	0.0350299	0.0262786	0.0312586	0.0213101	0.0276357	0.0456544	0.0321597	0.021539	0.0275519	0.0331567	0.0375858	0.0412226	0.0371666	0.036151	0.045448	0.0238696	0.0337253	0.0280257	0.0551734	0.00973789	0.00774767	0.0139412	0.0112358	0.0027399	0.00491793	0.014672	0.00277646	0.00823056	0.00763129	0.0135284	0.0129145	0.00976605	0.0150354	0.00855929	0.0125185	0.0332276	0.00682459	0.00502204	0.00940473	3.055047
4680	-14456.8	-14518.7	61.838	0.12061	0.101192	0.11577	0.117032	0.103815	0.0778796	0.108013	0.063851	0.0853008	0.195874	0.0691824	0.0792755	0.0816531	0.106412	0.11139	0.125942	0.132743	0.122124	0.13469	0.0707404	0.0999488	0.0830573	0.17789	0.0288593	0.0134516	0.0205007	0.0413607	0.0143951	0.0157954	0.0434822	0.0164914	0.0411184	0.0231966	0.0400928	0.0270561	0.025449	0.0423743	0.0280504	0.0407367	0.0659422	0.0229514	0.00499805	0.030758	0.22651	0.268074	0.0575075	0.0243256	0.410966	0.012617	0.244255	0.228671	0.161224	0.365851	0.0392681	0.0329462	0.0376925	0.0381033	0.0338001	0.025356	0.0351667	0.0207886	0.0277722	0.0637727	0.0225244	0.0258105	0.0265846	0.0346455	0.0362662	0.0410041	0.0432184	0.0397611	0.0438524	0.0230316	0.0325413	0.0270418	0.0579172	0.00939601	0.00437955	0.00667459	0.0134662	0.00468676	0.00514265	0.0141569	0.00536926	0.0133873	0.00755233	0.0130534	0.00880892	0.00828569	0.0137962	0.00913264	0.013263	0.0214694	0.00747251	0.00162726	0.0100142	3.071446
4690	-14459	-14520.9	61.838	0.127358	0.106565	0.122247	0.0821964	0.104269	0.0833787	0.10965	0.0815887	0.0900732	0.160706	0.073053	0.0622673	0.101509	0.0892091	0.117622	0.130615	0.14017	0.0969004	0.13255	0.0832688	0.0945332	0.0862562	0.187842	0.0346141	0.0188406	0.0266005	0.0247411	0.0204211	0.0232089	0.0459149	0.0101834	0.0232965	0.0276671	0.0468281	0.028366	0.0111627	0.044745	0.0138706	0.040387	0.0829127	0.030324	0.0154379	0.0380962	0.225239	0.26657	0.057185	0.0323979	0.408661	0.00994662	0.244255	0.228671	0.161224	0.365851	0.041465	0.0346954	0.0398013	0.0267614	0.033948	0.0271464	0.0356999	0.0265636	0.029326	0.0523227	0.0237845	0.020273	0.0330491	0.0290446	0.0382952	0.0425255	0.0456364	0.0315488	0.0431557	0.0271106	0.0307781	0.0280833	0.0611575	0.0112696	0.00613411	0.00866058	0.00805518	0.0066487	0.00755633	0.0149489	0.0033155	0.00758486	0.00900783	0.0152463	0.00923539	0.00363434	0.0145681	0.00451598	0.0131492	0.0269947	0.00987286	0.00502627	0.0124033	3.071446
