Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
16960	-14457.3	-14519	61.6654	0.127825	0.0892127	0.118153	0.0922399	0.117751	0.0789077	0.129707	0.0763397	0.0822217	0.171384	0.0747524	0.0734174	0.102517	0.102674	0.0951771	0.168336	0.126621	0.103664	0.11411	0.0895613	0.0887253	0.109303	0.164124	0.0308439	0.0227673	0.0231891	0.0481319	0.0115072	0.0254315	0.0496161	0.0128127	0.0282116	0.021029	0.0288701	0.0266826	0.0243866	0.0416277	0.0135712	0.03376	0.100444	0.0209969	0.0229577	0.0348276	0.219378	0.275694	0.0527784	0.022212	0.416491	0.0134458	0.247861	0.226023	0.156501	0.369615	0.0409909	0.0286086	0.037889	0.0295793	0.0377602	0.025304	0.0415942	0.0244805	0.0263667	0.0549591	0.0239715	0.0235434	0.032875	0.0329253	0.0305213	0.0539817	0.0406047	0.0332428	0.0365925	0.0287204	0.0284523	0.0350512	0.0526309	0.00989099	0.00730097	0.00743623	0.0154349	0.00369012	0.00815535	0.0159108	0.00410875	0.00904685	0.00674354	0.00925802	0.00855652	0.00782027	0.0133491	0.00435198	0.0108261	0.0322102	0.00673326	0.00736206	0.0111685	3.118388
16970	-14461.4	-14523.2	61.8756	0.136202	0.101459	0.0945869	0.0987588	0.116296	0.0876019	0.128105	0.0862322	0.0812061	0.174424	0.0825519	0.0700871	0.101251	0.101406	0.111542	0.158616	0.111832	0.102383	0.1127	0.0835019	0.0813917	0.0965236	0.167977	0.0304629	0.022486	0.0239221	0.0328702	0.0185239	0.0227835	0.0343064	0.0211078	0.0413269	0.0327692	0.0247578	0.0268003	0.007616	0.0353142	0.0159937	0.0320854	0.0766923	0.018569	0.0230512	0.033139	0.218213	0.274231	0.0528441	0.0215308	0.41428	0.0189007	0.247861	0.226023	0.156501	0.369615	0.0444929	0.0331433	0.0308985	0.0322613	0.0379903	0.0286167	0.0418476	0.0281693	0.0265274	0.0569786	0.026967	0.0228952	0.0330754	0.033126	0.0364373	0.0518148	0.036532	0.0334453	0.0368155	0.0272774	0.026588	0.0315312	0.0548726	0.00995126	0.00734546	0.00781458	0.0107376	0.00605116	0.00744264	0.0112068	0.00689526	0.0135002	0.0107046	0.00808758	0.0087548	0.0024879	0.011536	0.00522464	0.0104813	0.0250529	0.00606591	0.00753007	0.0108254	3.061212
16980	-14456.7	-14519.1	62.3613	0.120633	0.0879254	0.0825624	0.0928745	0.104375	0.067388	0.116059	0.0904635	0.0763676	0.174029	0.0776332	0.0769899	0.0949908	0.0953637	0.107427	0.120987	0.122509	0.096283	0.119793	0.0647972	0.0765422	0.0786902	0.138875	0.0288731	0.0125306	0.0252474	0.0449111	0.00792419	0.029844	0.0504462	0.0208646	0.0388645	0.0163563	0.0569491	0.0199384	0.027544	0.0353226	0.0132351	0.0396055	0.0850117	0.018573	0.0237073	0.0494338	0.217749	0.273896	0.0527318	0.0233632	0.413399	0.0188605	0.246189	0.224498	0.153876	0.375437	0.0411894	0.0300216	0.0281904	0.0317114	0.0356383	0.0230092	0.0396275	0.0308882	0.0260752	0.0594212	0.0265074	0.0262877	0.032434	0.0325613	0.0366803	0.0413101	0.0418298	0.0328752	0.0409025	0.0221246	0.0261348	0.0268683	0.0474179	0.00985853	0.0042785	0.00862057	0.0153346	0.00270567	0.01019	0.0172245	0.00712409	0.01327	0.00558474	0.0194449	0.00680785	0.00940471	0.0120607	0.00451903	0.0135231	0.0290267	0.00634164	0.00809471	0.0168789	2.928741
16990	-14452.2	-14514.6	62.4147	0.119677	0.0910926	0.0897317	0.0921383	0.110758	0.09109	0.115139	0.085327	0.0692784	0.17265	0.0654286	0.0674813	0.0946335	0.0867221	0.110766	0.134162	0.112742	0.0955198	0.110305	0.0660336	0.0913521	0.0860634	0.167162	0.0374832	0.0115758	0.0244164	0.0342877	0.0149958	0.0180826	0.0314661	0.0165112	0.0329735	0.0209223	0.0525946	0.0277319	0.0145669	0.0340669	0.0181745	0.0354734	0.0710371	0.0263562	0.0263409	0.0398055	0.221495	0.278607	0.0536387	0.0294937	0.404735	0.0120311	0.246189	0.224498	0.153876	0.375437	0.041068	0.0312591	0.0307921	0.0316179	0.0380074	0.0312582	0.0395107	0.0292806	0.0237734	0.0592461	0.0224523	0.0231567	0.0324742	0.0297593	0.0380102	0.0460387	0.0386883	0.0327783	0.0378519	0.0226599	0.0313482	0.0295333	0.0573628	0.0128626	0.00397231	0.00837865	0.0117661	0.00514592	0.00620519	0.0107978	0.00566595	0.0113151	0.00717964	0.0180482	0.00951641	0.00499873	0.0116903	0.00623672	0.0121729	0.0243769	0.00904434	0.00903909	0.0136596	2.914115
17000	-14467.6	-14530	62.4147	0.120593	0.0890611	0.107063	0.0845776	0.094618	0.0890585	0.112571	0.0719493	0.0744145	0.168799	0.0869392	0.0598323	0.0908529	0.084788	0.0972539	0.108424	0.090306	0.100568	0.119317	0.0746912	0.0855901	0.084144	0.163434	0.0298584	0.0125741	0.035855	0.0445458	0.00853449	0.0196382	0.06982	0.0251966	0.0340391	0.0256143	0.0370233	0.0271134	0.0179305	0.0230304	0.0225097	0.0346822	0.0837165	0.0257685	0.0341866	0.0436318	0.220463	0.277309	0.0533889	0.0389169	0.402851	0.00707149	0.246189	0.224498	0.153876	0.375437	0.0413825	0.030562	0.0367395	0.0290234	0.0324688	0.0305611	0.0386296	0.0246899	0.0255359	0.0579248	0.0298338	0.0205319	0.0311768	0.0290956	0.0333734	0.0372063	0.0309892	0.0345107	0.0409446	0.0256308	0.0293709	0.0288746	0.0560835	0.0102461	0.0043149	0.0123039	0.0152862	0.00292867	0.00673899	0.0239593	0.00864639	0.0116808	0.00878973	0.0127048	0.00930417	0.00615299	0.00790304	0.00772436	0.0119015	0.0287279	0.00884263	0.0117314	0.0149726	2.914115
17010	-14458.8	-14520.8	61.9603	0.135376	0.0955098	0.106498	0.0777084	0.106214	0.0917819	0.111976	0.0790759	0.0851013	0.167908	0.0854877	0.0777857	0.111349	0.0843401	0.114863	0.107851	0.109382	0.0940933	0.124337	0.0789136	0.0801349	0.0761793	0.175514	0.0362923	0.0164831	0.0264909	0.0443105	0.00630465	0.0230091	0.0495201	0.0250635	0.0549808	0.0206026	0.0428271	0.0209396	0.0194989	0.0462522	0.0216316	0.0332606	0.0919224	0.030817	0.0202304	0.0303192	0.216566	0.282643	0.0544159	0.0237286	0.4106	0.012046	0.244186	0.230807	0.152624	0.372383	0.0445589	0.031437	0.0350536	0.0255777	0.0349604	0.03021	0.0368569	0.0260278	0.028011	0.0552667	0.0281382	0.0256031	0.0366504	0.0277605	0.0378071	0.035499	0.0360029	0.0309708	0.0409254	0.0259744	0.0263764	0.0250744	0.0577702	0.0119456	0.00542541	0.00871947	0.0145848	0.00207517	0.00757344	0.0162995	0.00824962	0.0180969	0.00678134	0.0140965	0.00689225	0.00641806	0.0152239	0.00712004	0.0109477	0.0302562	0.0101434	0.00665881	0.00997954	3.038135
17020	-14461.7	-14523.7	62.0273	0.138238	0.0921971	0.0964334	0.0854878	0.1083	0.0637266	0.100624	0.0813106	0.0904453	0.165909	0.0879035	0.0660085	0.102924	0.0867235	0.113684	0.11519	0.112473	0.105426	0.127851	0.0784844	0.0823995	0.077743	0.165068	0.0332133	0.0169489	0.0308146	0.0668469	0.00882155	0.01964	0.057861	0.0143082	0.0260886	0.019793	0.0525626	0.0305168	0.0176531	0.0475592	0.0159255	0.0472443	0.07375	0.0316879	0.0313234	0.0327845	0.21609	0.282021	0.0542961	0.0200182	0.409695	0.0178798	0.244186	0.230807	0.152624	0.372383	0.0457758	0.0305299	0.0319327	0.0283082	0.035862	0.0211023	0.0333203	0.026925	0.0299498	0.0549387	0.0291081	0.0218579	0.0340819	0.0287174	0.037645	0.0381439	0.0372439	0.0349106	0.0423361	0.0259891	0.0272856	0.0257436	0.0546603	0.0109982	0.00561242	0.0102039	0.0221355	0.00292115	0.00650356	0.0191599	0.00473797	0.00863892	0.00655421	0.0174054	0.0101052	0.00584559	0.0157486	0.00527354	0.0156444	0.0244214	0.0104931	0.0103724	0.0108562	3.019893
17030	-14464.3	-14526.3	62.0273	0.109182	0.0947399	0.098628	0.108514	0.0852942	0.0814807	0.111157	0.0879904	0.0948877	0.175375	0.0887442	0.0894071	0.103908	0.100553	0.114771	0.116292	0.093523	0.106435	0.0955791	0.0792351	0.0768404	0.0831129	0.141725	0.0367776	0.00874607	0.0194617	0.0435155	0.0168314	0.015233	0.0515531	0.0170061	0.0437344	0.0177766	0.0443077	0.0317259	0.0365992	0.0471557	0.0217037	0.0364416	0.0848281	0.031991	0.0313439	0.0457849	0.214892	0.280458	0.0539952	0.025448	0.407425	0.0177808	0.244186	0.230807	0.152624	0.372383	0.0361543	0.0313719	0.0326594	0.0359329	0.0282441	0.0269813	0.0368083	0.0291369	0.0314209	0.0580732	0.0293865	0.029606	0.0344079	0.033297	0.0380051	0.0385087	0.030969	0.0352445	0.0316498	0.0262377	0.0254447	0.0275218	0.0469306	0.0121784	0.00289615	0.00644449	0.0144096	0.0055735	0.00504422	0.0170712	0.00563136	0.0144821	0.0058865	0.0146719	0.0105056	0.0121194	0.015615	0.00718692	0.0120672	0.0280898	0.0105934	0.0103792	0.0151611	3.019893
17040	-14456.6	-14518.4	61.8288	0.115469	0.0963888	0.104487	0.10432	0.105245	0.0828988	0.121353	0.0778337	0.0965556	0.178427	0.0745212	0.0924369	0.101756	0.0943816	0.0926242	0.118316	0.123546	0.122274	0.118774	0.0828245	0.0619099	0.0845594	0.137348	0.0387123	0.0134112	0.0314638	0.0316011	0.0245551	0.0299539	0.0429581	0.0156502	0.0319441	0.0237689	0.0516974	0.036445	0.0168331	0.0574722	0.0195906	0.0370759	0.0863044	0.0187416	0.030942	0.0465817	0.228463	0.277009	0.0533311	0.0272583	0.402414	0.0115253	0.224412	0.234444	0.155029	0.386114	0.0375638	0.0313566	0.0339911	0.0339368	0.0342377	0.0269681	0.0394778	0.0253204	0.0314109	0.0580448	0.0242428	0.030071	0.0331028	0.0307037	0.030132	0.0384899	0.0401911	0.0397776	0.0386387	0.026944	0.0201401	0.0275084	0.0446812	0.0125937	0.00436285	0.0102356	0.0102803	0.00798812	0.00974442	0.0139749	0.00509122	0.0103919	0.00773237	0.0168179	0.0118561	0.00547605	0.0186965	0.00637311	0.0120613	0.028076	0.0060969	0.0100659	0.0151537	3.073954
17050	-14462.6	-14524.4	61.8288	0.133909	0.101961	0.0897586	0.0934767	0.105549	0.0768883	0.123406	0.0625849	0.0968346	0.178943	0.0747365	0.0875862	0.0977906	0.0946543	0.0928918	0.118658	0.106754	0.100437	0.119117	0.0830638	0.103816	0.090158	0.161583	0.0423675	0.0149388	0.0196092	0.0311113	0.0131833	0.0332624	0.0504518	0.0178509	0.0283326	0.022766	0.0518467	0.0258009	0.0319644	0.0576383	0.0104666	0.037183	0.0720067	0.0228731	0.0282387	0.0675062	0.227985	0.276429	0.0532195	0.0272012	0.401572	0.0135935	0.224412	0.234444	0.155029	0.386114	0.0435624	0.0331694	0.0291997	0.0304093	0.0343366	0.0250128	0.0401457	0.0203597	0.0315016	0.0582125	0.0243128	0.028493	0.0318126	0.0307924	0.030219	0.0386011	0.0347284	0.0326735	0.0387504	0.0270218	0.0337727	0.0293297	0.052565	0.0137827	0.0048598	0.00637914	0.0101209	0.0042887	0.0108207	0.0164127	0.00580715	0.009217	0.00740608	0.0168665	0.00839338	0.0103985	0.0187505	0.00340494	0.0120961	0.0234248	0.00744095	0.00918643	0.0219607	3.073954
17060	-14462.2	-14524	61.8288	0.1314	0.0894972	0.088077	0.0917254	0.103572	0.0612606	0.121094	0.0667673	0.0950204	0.167512	0.0733363	0.0916468	0.0964372	0.109553	0.095748	0.150156	0.109358	0.108917	0.122016	0.100014	0.0808852	0.0884689	0.158555	0.0324035	0.00815072	0.0201627	0.0305284	0.0136227	0.0229153	0.0382888	0.0316151	0.0322843	0.0198821	0.0400784	0.0425921	0.0168508	0.0512212	0.0115501	0.0358348	0.106062	0.0211849	0.0383561	0.0593533	0.229717	0.27853	0.0536239	0.0274079	0.398302	0.0124196	0.224412	0.234444	0.155029	0.386114	0.0427463	0.0291147	0.0286527	0.0298395	0.0336933	0.0199289	0.0393936	0.0217203	0.0309115	0.0544939	0.0238573	0.029814	0.0313724	0.035639	0.0311482	0.0488477	0.0355757	0.0354321	0.0396937	0.032536	0.0263131	0.0287802	0.0515802	0.0105413	0.00265154	0.0065592	0.00993133	0.00443167	0.00745465	0.0124559	0.0102848	0.0105025	0.00646792	0.0130381	0.0138558	0.00548181	0.016663	0.00375741	0.0116575	0.0345034	0.00689173	0.0124778	0.0193085	3.073954
17070	-14472.2	-14534.1	61.8288	0.133996	0.0826541	0.0898169	0.0966535	0.104962	0.0757125	0.133256	0.0658406	0.0766964	0.195362	0.074785	0.0934573	0.0825438	0.120815	0.0976395	0.153122	0.111518	0.115923	0.124427	0.0911703	0.0824831	0.0797782	0.161687	0.0377747	0.00690792	0.0246865	0.0226114	0.0144342	0.0230725	0.0445892	0.0316211	0.0407049	0.00540803	0.0397492	0.0456568	0.0218097	0.0282839	0.0181808	0.044285	0.0911494	0.0236869	0.0207896	0.0442524	0.22782	0.281949	0.0654054	0.0271815	0.383984	0.0136607	0.224412	0.234444	0.155029	0.386114	0.0435907	0.0268885	0.0292187	0.0314427	0.0341454	0.0246303	0.0433501	0.0214189	0.0249504	0.0635539	0.0243286	0.030403	0.0268527	0.0393029	0.0317635	0.0498127	0.0362785	0.0377115	0.0404778	0.029659	0.0268329	0.025953	0.0525992	0.0122886	0.00224724	0.00803085	0.00735579	0.00469564	0.00750581	0.0145055	0.0102868	0.0132419	0.00175931	0.012931	0.0148528	0.00709501	0.00920116	0.00591448	0.0144065	0.0296522	0.00770568	0.00676315	0.0143959	3.073954
17080	-14467.8	-14530	62.1923	0.131907	0.0981853	0.0812497	0.102573	0.102602	0.0569311	0.105356	0.0751538	0.0843671	0.158987	0.0754912	0.077434	0.0875695	0.0928191	0.101484	0.156056	0.157234	0.0932682	0.102831	0.0595992	0.0761309	0.0950383	0.168055	0.0390983	0.0170022	0.0256586	0.0355553	0.00658983	0.0189069	0.0540928	0.0208031	0.0238648	0.0082215	0.0490657	0.0229254	0.0181108	0.0339105	0.0183901	0.0361867	0.0947388	0.0267604	0.0337378	0.0509589	0.22782	0.281949	0.0654054	0.0271815	0.383984	0.0136607	0.224301	0.234328	0.155449	0.385923	0.0443398	0.0330046	0.0273117	0.0344795	0.0344893	0.0191372	0.0354149	0.0252626	0.0283596	0.0534428	0.0253761	0.0260291	0.0294361	0.0312007	0.0341136	0.0524576	0.0528534	0.0313517	0.0345661	0.020034	0.0255911	0.0319467	0.0564909	0.0131427	0.00571521	0.00862503	0.0119518	0.00221514	0.00635548	0.0181831	0.00699286	0.00802204	0.00276362	0.0164932	0.00770628	0.00608785	0.0113989	0.00618175	0.012164	0.0318461	0.00899539	0.0113408	0.0171296	2.9749
17090	-14461.3	-14523.4	62.1525	0.13151	0.0989307	0.0995436	0.086512	0.0933451	0.0763708	0.107648	0.0891135	0.0912179	0.161412	0.078745	0.0733438	0.0829439	0.0879161	0.0961238	0.114001	0.148928	0.106853	0.101878	0.0744248	0.0780653	0.0891541	0.159178	0.038104	0.0177164	0.032073	0.0380179	0.0105684	0.0223371	0.0512355	0.0133017	0.0301052	0.0241378	0.0607107	0.0269161	0.0148262	0.0444544	0.0155587	0.0416177	0.0859873	0.016606	0.0319597	0.0423475	0.221146	0.307047	0.0634896	0.0263853	0.372737	0.00919452	0.224301	0.234328	0.155449	0.385923	0.0440461	0.0331344	0.0333397	0.0289751	0.0312636	0.0255785	0.0360539	0.0298464	0.0305512	0.0540611	0.0263737	0.0245647	0.02778	0.0294453	0.0321943	0.0381818	0.0498798	0.0357876	0.0341215	0.0249268	0.026146	0.02986	0.0533126	0.012762	0.00593366	0.0107421	0.0127332	0.00353964	0.00748126	0.0171601	0.00445506	0.010083	0.00808436	0.0203336	0.00901489	0.00496568	0.0148889	0.00521102	0.0139388	0.0287993	0.00556177	0.0107041	0.0141833	2.985739
17100	-14472.7	-14534.9	62.1525	0.111088	0.0996689	0.100286	0.093439	0.0941334	0.0720964	0.108451	0.0891207	0.0966881	0.162617	0.0757225	0.084303	0.1001	0.0885722	0.103458	0.114852	0.150039	0.109716	0.137713	0.0744535	0.0539175	0.0670417	0.168506	0.0332316	0.0213487	0.0259762	0.0287334	0.00136463	0.0185455	0.0377035	0.0145958	0.0413966	0.0196333	0.0611637	0.0442461	0.0131774	0.0336492	0.0156749	0.0419283	0.0880335	0.0309698	0.0252276	0.0331554	0.223973	0.290739	0.0601175	0.022252	0.390028	0.0128906	0.224301	0.234328	0.155449	0.385923	0.0372061	0.0333817	0.0335885	0.0312951	0.0315277	0.0241469	0.036323	0.0298488	0.0323833	0.0544645	0.0253614	0.0282352	0.0335262	0.0296651	0.0346509	0.0384667	0.050252	0.0367468	0.0461235	0.0249364	0.0180583	0.022454	0.056437	0.0111301	0.00715023	0.0087001	0.00962355	0.000457049	0.00621136	0.0126279	0.00488852	0.0138648	0.00657569	0.0204853	0.0148192	0.00441345	0.01127	0.00524991	0.0140429	0.0294847	0.0103726	0.00844936	0.0111046	2.985739
17110	-14462.4	-14524.6	62.1525	0.105519	0.100096	0.0965969	0.0887547	0.0894143	0.076458	0.103014	0.0830069	0.0918409	0.171424	0.0807339	0.0933541	0.0886026	0.0870899	0.0908993	0.110761	0.142518	0.115599	0.103924	0.070721	0.0988348	0.0731359	0.160059	0.033911	0.0258469	0.0198604	0.0322425	0.013204	0.0390351	0.0403929	0.013578	0.0393536	0.0245298	0.0508483	0.0232574	0.0175356	0.0496997	0.012504	0.0487519	0.0948803	0.0268099	0.0179236	0.0392181	0.225778	0.293082	0.0542374	0.0227788	0.395331	0.00879294	0.224301	0.234328	0.155449	0.385923	0.0353408	0.0335247	0.0323527	0.0297262	0.0299471	0.0256077	0.034502	0.0278011	0.0307599	0.0574142	0.0270399	0.0312667	0.0296753	0.0291686	0.0304445	0.0370968	0.0477328	0.0387169	0.0348068	0.0236862	0.0331023	0.0244951	0.0536077	0.0113577	0.00865678	0.00665175	0.0107988	0.00442237	0.0130738	0.0135286	0.00454762	0.0131805	0.00821565	0.0170304	0.00778949	0.00587311	0.0166457	0.0041879	0.0163283	0.0317778	0.00897932	0.00600308	0.0131351	2.985739
17120	-14466.4	-14528.6	62.1323	0.14222	0.0887985	0.10017	0.109928	0.0927215	0.0803909	0.106824	0.0647857	0.100731	0.175833	0.08372	0.0972932	0.0796919	0.0903111	0.123166	0.11053	0.118258	0.121966	0.107768	0.0649803	0.0869323	0.0793022	0.177193	0.0295027	0.0183938	0.0275964	0.026127	0.00838561	0.00883616	0.0451153	0.0207531	0.0317265	0.0133799	0.0274581	0.0325252	0.015384	0.035123	0.0181322	0.0367059	0.0981836	0.0278015	0.0308858	0.0357333	0.225448	0.292654	0.0541583	0.0227456	0.394755	0.0102385	0.217265	0.236453	0.156859	0.389423	0.0475451	0.0296859	0.0334874	0.0367497	0.0309974	0.0268752	0.0357121	0.0216583	0.0336751	0.0587822	0.0279882	0.0325258	0.0266416	0.0301916	0.0411753	0.036951	0.0395344	0.0407741	0.0360275	0.0217234	0.0290621	0.0265113	0.0592368	0.00986297	0.00614917	0.00922566	0.00873445	0.00280337	0.00295399	0.0150824	0.00693789	0.0106064	0.004473	0.00917944	0.0108734	0.00514296	0.0117419	0.00606171	0.012271	0.0328234	0.00929424	0.0103253	0.0119459	2.991264
17130	-14461.8	-14523.9	62.1782	0.135441	0.102577	0.0966111	0.104688	0.0883019	0.0765591	0.120087	0.0762803	0.0845113	0.167452	0.0797295	0.0770321	0.0758934	0.10118	0.108384	0.107327	0.153205	0.0928534	0.101243	0.0721266	0.0827887	0.0981434	0.145117	0.0391825	0.0257275	0.026281	0.0443879	0.0200752	0.0143185	0.0404344	0.0102424	0.0440716	0.0196964	0.0353124	0.0279971	0.0133978	0.0480349	0.0209893	0.0292936	0.0846191	0.0263838	0.0275306	0.0332137	0.225552	0.292788	0.0541831	0.021053	0.394935	0.0114885	0.217265	0.236453	0.156859	0.389423	0.0454695	0.0344366	0.0324338	0.0351454	0.0296442	0.025702	0.040315	0.0256084	0.0283717	0.056216	0.0267664	0.0258608	0.0254785	0.0339675	0.0363861	0.0360314	0.0514332	0.0311722	0.0339886	0.0242139	0.0277934	0.0329482	0.048718	0.0131541	0.00863709	0.00882291	0.0149017	0.00673952	0.00480691	0.0135744	0.00343851	0.0147955	0.00661237	0.0118549	0.00939903	0.00449782	0.016126	0.00704642	0.00983427	0.0284078	0.00885743	0.00924243	0.0111503	2.978723
17140	-14462.9	-14524.9	62.0485	0.119895	0.104752	0.0896381	0.0876308	0.112469	0.0762312	0.115385	0.083565	0.0863029	0.148147	0.0814198	0.0713639	0.078557	0.0982816	0.1022	0.109603	0.114816	0.10906	0.121495	0.0935861	0.0879141	0.0833481	0.181519	0.0415015	0.0171632	0.0292482	0.0293104	0.0253946	0.019114	0.0545628	0.0173585	0.0335608	0.020114	0.0390036	0.0253389	0.0169617	0.0405989	0.0202372	0.0535769	0.086413	0.0242735	0.0333856	0.0298117	0.226406	0.293897	0.0543883	0.0202115	0.396431	0.00866684	0.219984	0.235632	0.156314	0.38807	0.039778	0.0347538	0.0297395	0.0290735	0.037314	0.0252915	0.0382816	0.0277246	0.028633	0.0491512	0.0270129	0.0236766	0.0260631	0.0326072	0.0339073	0.0363632	0.0380928	0.0361833	0.0403088	0.0310494	0.0291675	0.0276527	0.0602232	0.0137691	0.00569429	0.00970375	0.00972439	0.00842524	0.00634153	0.0181025	0.00575908	0.0111346	0.00667327	0.0129403	0.00840675	0.00562743	0.0134696	0.00671414	0.0177754	0.0286695	0.00805329	0.0110764	0.00989073	3.014109
17150	-14470.2	-14532.3	62.0485	0.113433	0.0895854	0.0813457	0.0778458	0.113286	0.0658245	0.119823	0.0691033	0.083463	0.161298	0.0860799	0.0718826	0.08434	0.0837259	0.102943	0.110399	0.102395	0.127351	0.117298	0.0737476	0.0997656	0.0835435	0.182839	0.0323515	0.0202696	0.0418326	0.0470419	0.0175813	0.0279442	0.041921	0.0130093	0.0304629	0.0224068	0.0380583	0.025523	0.0201577	0.0598697	0.0203522	0.0584133	0.0870411	0.0378474	0.0336282	0.0370785	0.228329	0.264888	0.0702731	0.0288594	0.399798	0.00785192	0.22624	0.242334	0.16076	0.370666	0.037634	0.029722	0.0269883	0.0258271	0.0375853	0.0218388	0.0397541	0.0229266	0.0276908	0.0535144	0.028559	0.0238487	0.0279817	0.027778	0.0341538	0.0366275	0.0339718	0.0422516	0.0389165	0.0244675	0.0330996	0.0277175	0.0606609	0.0107333	0.00672491	0.0138789	0.0156072	0.00583301	0.00927113	0.0139082	0.00431615	0.0101068	0.00743396	0.0126267	0.00846786	0.00668778	0.0198631	0.00675231	0.01938	0.0288779	0.0125567	0.0111569	0.0123016	3.014109
17160	-14463.6	-14525.8	62.1787	0.129186	0.0971351	0.0961461	0.104729	0.112847	0.0810861	0.0979735	0.0579565	0.0686142	0.159833	0.0808848	0.0712295	0.0835737	0.0963124	0.102336	0.13467	0.123526	0.106173	0.106181	0.0730776	0.0994205	0.0827844	0.181177	0.0378614	0.0149145	0.0249955	0.0470016	0.0100113	0.0255816	0.0415401	0.0201194	0.0301861	0.0184988	0.0436654	0.0430821	0.0106898	0.0571361	0.011741	0.0303074	0.0862502	0.0216416	0.0190746	0.0374487	0.229681	0.266457	0.0599992	0.0290303	0.402166	0.0126672	0.22624	0.242334	0.16076	0.370666	0.0433715	0.032611	0.032279	0.0351604	0.0378858	0.0272229	0.0328925	0.0194576	0.0230357	0.0536603	0.0271553	0.0239138	0.028058	0.0323348	0.0343571	0.0452126	0.0414711	0.0356454	0.035648	0.0245342	0.0333783	0.0277931	0.0608264	0.0127111	0.00500722	0.00839169	0.0157798	0.00336107	0.00858845	0.0139462	0.00675464	0.0101343	0.00621057	0.0146597	0.0144639	0.00358887	0.0191822	0.00394177	0.010175	0.0289566	0.0072657	0.00640389	0.0125726	2.9786
17170	-14466.9	-14529	62.0857	0.12892	0.0922326	0.0959481	0.0764588	0.112614	0.0723792	0.140935	0.0591711	0.085587	0.137259	0.0746518	0.070439	0.0834015	0.0839621	0.118094	0.134393	0.123271	0.116752	0.105963	0.0710207	0.0926285	0.0826139	0.195373	0.0293973	0.0199342	0.0280653	0.0472502	0.0169384	0.0253254	0.0402202	0.0144122	0.0453398	0.0342414	0.0405256	0.0384643	0.0148505	0.036117	0.00769669	0.0307087	0.0846203	0.0188317	0.0340882	0.0428645	0.199439	0.271229	0.0591128	0.0320365	0.424738	0.0134457	0.258119	0.236962	0.152741	0.352177	0.0429168	0.0307037	0.0319405	0.0254527	0.0374886	0.0240946	0.0469165	0.0196977	0.0284914	0.0456926	0.0248511	0.0234487	0.0277639	0.0279505	0.0393127	0.0447385	0.0410363	0.0388661	0.0352743	0.0236424	0.0308355	0.0275017	0.0650385	0.0097862	0.00663598	0.00934277	0.0157293	0.00563867	0.00843068	0.013389	0.00479774	0.0150933	0.0113987	0.0134907	0.0128045	0.00494363	0.0120231	0.00256218	0.0102227	0.0281696	0.00626896	0.0113478	0.0142693	3.00396
