Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-22043.6	-22044.9	1.30883	0.136646	0.0488536	0.0828142	0.0329028	0.0369109	0.0836776	0.0493164	0.00953506	0.00365253	0.0417096	0.0558717	0.0979415	0.372979	0.0122145	0.00628921	0.433118	0.119156	0.115121	0.00776289	0.0930192	0.130392	0.176003	0.0210554	0.134995	0.00455691	0.00339367	0.0204878	0.0622466	0.0369436	0.0915453	0.0796884	0.0804924	0.0379282	0.164588	0.170966	0.0437812	0.191163	0.0954665	0.195346	0.236803	0.637771	0.0344864	0.00128901	0.4953731	0.579392	0.155978	0.102116	0.162514	4.49088
10	-16182.7	-16190.8	8.11014	0.162734	0.121315	0.119848	0.079922	0.094184	0.113086	0.152431	0.0590713	0.00874882	0.103772	0.0860846	0.0788286	0.172733	0.019111	0.0130552	0.206257	0.217111	0.0929817	0.0373956	0.135335	0.0965938	0.101458	0.0596145	0.055942	0.0114426	0.00361217	0.0288272	0.0786663	0.0155039	0.0915453	0.120366	0.0798057	0.0327819	0.0928426	0.124733	0.0366992	0.116711	0.0560447	0.0708459	0.0690679	0.226477	0.0154521	0.000502478	2.147485	0.193968	0.349221	0.092957	0.363854	3.659539
20	-14938.1	-14948.7	10.6475	0.14409	0.111619	0.108954	0.0923503	0.13848	0.0651932	0.115087	0.116905	0.0367319	0.19081	0.0797911	0.104441	0.11648	0.0847461	0.0491966	0.169982	0.134595	0.140476	0.0984743	0.0768765	0.0907831	0.0737548	0.150596	0.0336911	0.0189837	0.0420435	0.0241292	0.037464	0.0297838	0.0573885	0.049721	0.0393007	0.0303693	0.0340704	0.0612776	0.0321319	0.0796799	0.0173414	0.0420744	0.0358414	0.0573544	0.0509602	0.00148373	4.190692	0.266935	0.29449	0.0998503	0.338725	3.265503
30	-14780	-14789.9	9.8978	0.158982	0.105587	0.0970959	0.0841376	0.109267	0.0803774	0.130188	0.0736499	0.0761472	0.197895	0.0869366	0.0695234	0.0894128	0.0985888	0.1299	0.135523	0.136181	0.1418	0.116954	0.0830653	0.10404	0.109726	0.19429	0.0163648	0.0338246	0.0270589	0.0284222	0.0494475	0.0558584	0.0627796	0.0601861	0.0276806	0.0338701	0.101013	0.0189501	0.0306391	0.0277006	0.0227089	0.0346004	0.0243494	0.043236	0.0349715	0.00352857	4.088227	0.266935	0.29449	0.0998503	0.338725	3.34646
40	-14791.2	-14800.8	9.55086	0.160388	0.105587	0.0804735	0.0920443	0.117907	0.0900662	0.130188	0.110243	0.0759488	0.195435	0.0605401	0.070345	0.106653	0.10779	0.102875	0.119902	0.168625	0.109416	0.159286	0.0734761	0.098319	0.0987672	0.184114	0.0262305	0.0511025	0.0199992	0.0214653	0.0571617	0.0368028	0.0813344	0.0750168	0.0307646	0.033456	0.110103	0.00763998	0.0332019	0.0254655	0.0326862	0.0180285	0.0279815	0.0383507	0.0222133	0.00772304	4.19148	0.262779	0.311055	0.0927151	0.333451	3.375116
50	-14776.8	-14785.6	8.83302	0.133714	0.10364	0.109268	0.105607	0.112408	0.0834081	0.153521	0.0714589	0.0962454	0.190595	0.0785964	0.0946632	0.105938	0.112003	0.132137	0.120613	0.154127	0.12164	0.120396	0.086052	0.0685098	0.083121	0.243038	0.0237701	0.0411573	0.0317063	0.0383531	0.0586545	0.0600399	0.0480477	0.0623125	0.0315761	0.0139804	0.0833583	0.0290229	0.0239957	0.0276844	0.0391686	0.0360213	0.0294729	0.0322056	0.0343166	0.0221268	4.178184	0.259377	0.307028	0.104461	0.329134	3.447672
60	-14767.3	-14776.4	9.09858	0.127664	0.0929617	0.11343	0.0839164	0.112408	0.0881281	0.14544	0.0782792	0.106067	0.192952	0.0778194	0.102318	0.0989728	0.108672	0.106907	0.164078	0.153586	0.110618	0.132249	0.0807402	0.0880371	0.0855582	0.194733	0.0359619	0.0372467	0.0218734	0.0410938	0.0522249	0.0637345	0.0600384	0.0646875	0.0257812	0.0223357	0.0924249	0.0331092	0.022378	0.0253257	0.0393283	0.0199468	0.0217358	0.0353289	0.0273965	0.0336311	4.178184	0.268445	0.307566	0.0942767	0.329712	3.421117
70	-14773.2	-14783.9	10.6937	0.148145	0.114699	0.117694	0.0912538	0.103279	0.0656664	0.111887	0.0847044	0.0786095	0.166163	0.101546	0.0728969	0.116949	0.106445	0.105544	0.13594	0.144577	0.109507	0.131153	0.0745324	0.0909592	0.0689899	0.195101	0.0185697	0.0478707	0.0169251	0.0179388	0.0558247	0.0647557	0.044113	0.0647149	0.0355197	0.022247	0.0864676	0.013428	0.0257451	0.0214311	0.0471916	0.0438802	0.0228683	0.0404945	0.0201413	0.0152316	4.178184	0.267562	0.306555	0.0972553	0.328628	3.261602
80	-14782.7	-14791.7	8.98608	0.140443	0.11078	0.0942731	0.111971	0.122817	0.0599712	0.13935	0.107228	0.114519	0.155065	0.0919579	0.0847981	0.115135	0.0970962	0.11046	0.135858	0.123836	0.137311	0.115563	0.0735274	0.0798468	0.0906244	0.204988	0.0426899	0.0559552	0.0282891	0.0317644	0.0811812	0.0576183	0.0460431	0.0470376	0.0388292	0.0231191	0.0923997	0.0165653	0.0134003	0.0392508	0.037386	0.0284694	0.00897346	0.0427119	0.0178543	0.0601522	4.269206	0.266001	0.307495	0.0968698	0.329635	3.427107
90	-14764.6	-14774.2	9.65925	0.145995	0.0846612	0.104669	0.091054	0.126531	0.0826434	0.13935	0.0825358	0.0973051	0.170902	0.0868888	0.0842876	0.103457	0.108085	0.107451	0.154764	0.141952	0.105676	0.114651	0.0824458	0.100949	0.0836799	0.178545	0.0283269	0.0388765	0.0362335	0.0225519	0.0490967	0.0530916	0.051641	0.0630589	0.0334125	0.0156946	0.0827812	0.0315713	0.0303262	0.0524536	0.0548997	0.0351258	0.0173002	0.032061	0.0269648	0.041295	4.005085	0.263333	0.306583	0.101426	0.328658	3.375241
100	-14768.1	-14777.4	9.35566	0.142119	0.103332	0.114316	0.0948555	0.113888	0.107881	0.131712	0.0847774	0.0973051	0.170902	0.0661679	0.0980295	0.112785	0.106194	0.100446	0.131362	0.141952	0.0956605	0.14123	0.0716111	0.0836616	0.0797319	0.190637	0.0331351	0.0417773	0.0365918	0.0238925	0.047866	0.0517278	0.0627132	0.0630589	0.0281583	0.0209587	0.109309	0.0226525	0.0227255	0.0531238	0.0506221	0.0269138	0.0295691	0.0426342	0.019175	0.0338546	4.082425	0.272004	0.282165	0.106352	0.33948	3.401016
110	-14768.8	-14778.4	9.60114	0.13272	0.113275	0.108828	0.10522	0.112714	0.0784553	0.115068	0.0887268	0.102814	0.210917	0.089774	0.0764861	0.0987887	0.106194	0.102064	0.141417	0.141952	0.138483	0.139785	0.0714933	0.0735036	0.0904919	0.198956	0.0412123	0.04395	0.0219068	0.0182064	0.0491928	0.0523406	0.0485589	0.0432071	0.0287113	0.0142991	0.0936405	0.0175898	0.031266	0.0401382	0.052136	0.0211318	0.0185136	0.0362221	0.0396782	0.0264399	4.082425	0.27116	0.28129	0.109123	0.338427	3.376467
120	-14772.5	-14783.3	10.7981	0.103669	0.0774563	0.117924	0.0907026	0.117154	0.0784553	0.129322	0.0707714	0.0994382	0.168979	0.0708318	0.0786341	0.0981897	0.105865	0.108139	0.119665	0.147262	0.121643	0.149688	0.0784586	0.0871228	0.0598466	0.184724	0.0294941	0.0470531	0.031731	0.0228356	0.0474235	0.0717313	0.0522464	0.0571268	0.019154	0.0297805	0.0977226	0.0225654	0.0319129	0.0379738	0.0474769	0.0420199	0.026215	0.0433486	0.0322404	0.0196202	3.802547	0.27116	0.28129	0.109123	0.338427	3.273614
130	-14768.5	-14778.6	10.1181	0.164666	0.119358	0.0906781	0.0987762	0.138831	0.0816251	0.12734	0.0687735	0.0819638	0.168979	0.0803341	0.0811318	0.106497	0.105865	0.108139	0.130566	0.118247	0.111207	0.140447	0.0912155	0.101153	0.0769279	0.175293	0.0266596	0.0477509	0.0213982	0.0355097	0.0462512	0.0537621	0.0696867	0.0680254	0.0256418	0.0256391	0.0947482	0.0192059	0.0242648	0.0381106	0.0328237	0.0187308	0.0197153	0.0283348	0.0396657	0.0211999	4.076176	0.26945	0.286576	0.108435	0.335539	3.325138
140	-14771.5	-14781	9.50916	0.160168	0.127497	0.120835	0.0846154	0.11414	0.0851794	0.153971	0.0705649	0.099977	0.185896	0.0676114	0.0811318	0.092882	0.098707	0.125404	0.120332	0.112158	0.128194	0.133082	0.0786817	0.088361	0.0799981	0.193742	0.027025	0.0473179	0.0229357	0.0189837	0.0523362	0.0517991	0.0529923	0.067737	0.0201348	0.0253637	0.0857911	0.00845826	0.032797	0.044578	0.0494492	0.0269841	0.0356424	0.0352101	0.0359153	0.0459459	4.000525	0.270313	0.290753	0.102319	0.336615	3.390523
150	-14767.6	-14778	10.3971	0.13777	0.091336	0.119273	0.1009	0.115636	0.0747925	0.122011	0.0948954	0.0750779	0.181928	0.0705968	0.0880963	0.0911964	0.111787	0.122133	0.127468	0.144175	0.120011	0.126647	0.0750181	0.088179	0.0743964	0.17625	0.0174816	0.0355241	0.0397347	0.0260171	0.0444365	0.0713307	0.0456656	0.0717158	0.0415831	0.0288471	0.0990798	0.00466336	0.0348209	0.0451819	0.04725	0.0304933	0.0167641	0.0347342	0.0199683	0.0249134	3.866766	0.271105	0.291605	0.0996885	0.337601	3.309781
