Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
300	-15800.8	-15814.2	13.4111	0.14157	0.0926809	0.0869147	0.110854	0.120248	0.0707165	0.142653	0.082687	0.0928212	0.158924	0.082918	0.0821554	0.104986	0.0808444	0.119423	0.0966793	0.121921	0.110216	0.100672	0.078549	0.087312	0.088466	0.139464	0.0366858	0.0600454	0.0322759	0.0220733	0.0789965	0.0629743	0.0276035	0.0201318	0.0211353	0.027236	0.0551673	0.0359016	0.0256422	0.0354256	0.0221208	0.0243978	0.0492797	0.0319772	0.0416011	0.0434501	3.147796
310	-15810.1	-15822.3	12.2436	0.13654	0.0913089	0.100459	0.0897364	0.129801	0.0797388	0.127919	0.0742486	0.0947115	0.177733	0.0814989	0.0744665	0.110379	0.0780115	0.120844	0.124443	0.11147	0.112267	0.11083	0.0636271	0.110697	0.0904092	0.165319	0.0324513	0.0581543	0.0445166	0.011603	0.103893	0.0681967	0.0276035	0.0305716	0.0209221	0.0317937	0.0533694	0.0314571	0.0315291	0.0562277	0.026716	0.0288742	0.0278655	0.0556452	0.0260502	0.0406467	3.264544
320	-15804.6	-15816	11.3722	0.13654	0.10699	0.0877876	0.0917249	0.114826	0.0766383	0.114027	0.0879904	0.0897994	0.191365	0.0758607	0.0837615	0.111947	0.103866	0.117505	0.1306	0.154525	0.131754	0.114936	0.0899341	0.105959	0.0858468	0.180904	0.0348213	0.0556921	0.0296475	0.0150249	0.0938482	0.0434871	0.0142461	0.0252139	0.0216598	0.0266691	0.0611848	0.0337741	0.0404459	0.0423648	0.0265583	0.0298953	0.0706163	0.0383346	0.0290092	0.0341014	3.351683
330	-15808.8	-15822.1	13.2956	0.13654	0.0860943	0.100783	0.0853763	0.130654	0.0840805	0.117486	0.076383	0.113873	0.151312	0.084255	0.0860788	0.0775229	0.106995	0.119865	0.0977935	0.129712	0.0836017	0.118124	0.0698859	0.0902026	0.0728868	0.180904	0.0398592	0.0577547	0.0461486	0.03619	0.0717982	0.0698793	0.0212636	0.0121999	0.0354192	0.0337894	0.0373132	0.0227507	0.0263328	0.0344137	0.0250115	0.0307668	0.0412787	0.0479335	0.031091	0.037744	3.159347
340	-15819.8	-15832.5	12.6798	0.144573	0.0996194	0.0817069	0.103743	0.109154	0.0770151	0.109148	0.0992258	0.0828649	0.165421	0.0675447	0.0803485	0.087146	0.118204	0.103679	0.0941727	0.127758	0.106406	0.118124	0.0678376	0.0871751	0.109817	0.173605	0.0442208	0.0580029	0.0450639	0.0461387	0.0710194	0.0976586	0.0268844	0.032141	0.0199341	0.0186061	0.0355031	0.0227507	0.0177171	0.0395485	0.0262606	0.0330636	0.0694142	0.0470124	0.0290716	0.0266275	3.220928
350	-15816.1	-15829.1	13.0335	0.117124	0.0914304	0.0641878	0.106574	0.109154	0.0713417	0.124478	0.0966489	0.124761	0.151902	0.0713245	0.0675105	0.091763	0.0857343	0.126516	0.108955	0.13625	0.128884	0.138695	0.0675225	0.109553	0.0816115	0.168996	0.0432335	0.058238	0.0237435	0.0152227	0.08077	0.0569168	0.0270328	0.00895271	0.0181489	0.02597	0.0542483	0.0336259	0.0305129	0.0374727	0.0397568	0.021254	0.0485034	0.0352851	0.0469185	0.0388353	3.185559
360	-15817.7	-15830	12.3541	0.118746	0.123184	0.107759	0.0895528	0.107651	0.0655915	0.142718	0.0802678	0.105239	0.138706	0.0714331	0.0805067	0.100053	0.0979371	0.134067	0.114431	0.129391	0.108664	0.112264	0.0768144	0.0913433	0.0875012	0.191535	0.0724689	0.0646473	0.027615	0.0112765	0.0773808	0.0545186	0.0278977	0.0120636	0.0247439	0.0297197	0.0391892	0.0537787	0.0403288	0.0393828	0.0403054	0.0211023	0.0399277	0.0414473	0.0385546	0.0217899	3.253495
370	-15806.5	-15819.2	12.7138	0.115151	0.100511	0.110989	0.0830366	0.120253	0.0631551	0.120789	0.0868512	0.0970898	0.188277	0.106025	0.0808874	0.111954	0.0876433	0.124801	0.115093	0.104159	0.108664	0.116735	0.075179	0.0758254	0.0908777	0.170019	0.0341387	0.0630206	0.0323233	0.0265155	0.105696	0.0539126	0.0195677	0.0115535	0.0144283	0.0208259	0.0607967	0.0251754	0.0378142	0.0427665	0.0339827	0.021566	0.0566065	0.0466966	0.033493	0.0226787	3.217525
380	-15797.4	-15810.8	13.4253	0.155027	0.100511	0.0891026	0.0911096	0.1147	0.0690894	0.139814	0.0772506	0.109063	0.167731	0.0706687	0.0844435	0.0931882	0.0902611	0.120228	0.117716	0.116176	0.104494	0.120456	0.0785184	0.0752467	0.0883029	0.142621	0.0348522	0.0574978	0.0144591	0.0254322	0.0754003	0.0579347	0.0260651	0.0257855	0.0168231	0.0296117	0.0483504	0.0251211	0.0279776	0.0415044	0.0337541	0.0329603	0.0390163	0.0525224	0.0316123	0.0339757	3.146374
390	-15802	-15814.9	12.9307	0.126036	0.0952396	0.0927876	0.0865688	0.0964702	0.0777338	0.126	0.0764525	0.0883898	0.162712	0.0938866	0.0728086	0.102603	0.078516	0.105092	0.114975	0.118372	0.114189	0.120475	0.0977817	0.10002	0.0942371	0.18294	0.0356534	0.053629	0.0348814	0.033516	0.0975336	0.0466469	0.0151743	0.0149076	0.0255647	0.03434	0.0525576	0.033164	0.0352264	0.0271848	0.0285957	0.0396596	0.0551292	0.0384763	0.0357326	0.0339757	3.195835
400	-15813.4	-15826.1	12.6933	0.136455	0.117765	0.0977248	0.0730384	0.100549	0.0722586	0.128349	0.0926726	0.0862313	0.162819	0.0881542	0.0784353	0.104023	0.107691	0.109933	0.0996235	0.125525	0.122597	0.141563	0.0904127	0.107733	0.0670055	0.162773	0.0453433	0.0403984	0.0236277	0.0224514	0.0901793	0.0523114	0.0259509	0.0212672	0.0245796	0.0294654	0.0538508	0.0236252	0.026984	0.0547882	0.0247596	0.0236208	0.0619005	0.0405138	0.0285619	0.0320672	3.219577
