Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar
2800	-14296.1	-14306.2	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.101751	0.318949	0.0646186	0.0298735	0.455878	0.0289297	0.303989	0.334959	0.0971934	0.26386	0.475806
2810	-14295.5	-14305.5	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.100923	0.317578	0.068415	0.0288506	0.450133	0.0340997	0.298801	0.343289	0.103567	0.254342	0.4833296
2820	-14300	-14310	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0964139	0.329437	0.079286	0.0203642	0.435882	0.0386175	0.295753	0.34346	0.101034	0.259754	0.4731487
2830	-14296.9	-14306.9	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.10166	0.336332	0.0600103	0.0205908	0.440495	0.0409114	0.302978	0.336763	0.095805	0.264454	0.4923981
2840	-14298.7	-14308.7	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.101729	0.319819	0.0753524	0.0167203	0.46053	0.0258493	0.295176	0.331973	0.109956	0.262896	0.4863883
2850	-14295.5	-14305.5	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0965482	0.325554	0.0670695	0.0267844	0.451467	0.0325771	0.301996	0.332236	0.103647	0.26212	0.4869872
2860	-14298.4	-14308.4	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0902319	0.351626	0.0668673	0.0218425	0.447259	0.0221727	0.302911	0.346734	0.0983824	0.251973	0.492497
2870	-14295	-14305.1	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.105928	0.339494	0.0621948	0.019369	0.450326	0.0226886	0.300973	0.338423	0.0983502	0.262254	0.4816731
2880	-14294.7	-14304.7	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0911635	0.319261	0.0645863	0.0235055	0.467642	0.0338419	0.312667	0.336872	0.101347	0.249114	0.485661
2890	-14294.5	-14304.5	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.105227	0.331422	0.0602441	0.0235643	0.449866	0.029676	0.303116	0.332135	0.104776	0.259972	0.4795665
2900	-14299	-14309	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.105191	0.338192	0.0545164	0.0239348	0.441815	0.0363507	0.29069	0.349802	0.0974231	0.262085	0.490458
2910	-14298.9	-14309	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.101503	0.360423	0.0590807	0.0160908	0.426324	0.0365789	0.299514	0.344827	0.0954571	0.260202	0.5091407
2920	-14300.8	-14310.8	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0989484	0.341451	0.0746778	0.0177057	0.430262	0.0369557	0.285382	0.354964	0.0925406	0.267113	0.4922868
2930	-14291.7	-14301.8	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.102593	0.329623	0.067762	0.0186861	0.454454	0.0268819	0.29874	0.342159	0.106729	0.252372	0.4872489
2940	-14291.4	-14301.4	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.100317	0.33415	0.062348	0.025866	0.451816	0.0255036	0.308395	0.333827	0.0968519	0.260926	0.4770368
2950	-14297.6	-14307.6	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.102343	0.314358	0.069092	0.0125912	0.459849	0.0417664	0.295837	0.347041	0.0999497	0.257172	0.4957456
2960	-14291.9	-14301.9	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0923169	0.330085	0.0629713	0.0247015	0.460019	0.029906	0.319234	0.33427	0.10059	0.245906	0.477032
2970	-14294.4	-14304.4	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0993103	0.35509	0.0675103	0.0242257	0.426239	0.0276245	0.304321	0.341744	0.0866038	0.26733	0.4915176
2980	-14294.7	-14304.7	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0968399	0.373086	0.0602418	0.022971	0.41721	0.0296507	0.284253	0.354603	0.0909459	0.270198	0.4902968
2990	-14293.9	-14303.9	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.095372	0.363914	0.0682132	0.0266822	0.416391	0.0294282	0.290277	0.354263	0.0883992	0.267061	0.4897045
3000	-14294.3	-14304.3	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.089929	0.365999	0.0630935	0.0242097	0.436861	0.0199084	0.308017	0.344354	0.0895832	0.258046	0.4979351
3010	-14293.6	-14303.7	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0940016	0.368703	0.0725613	0.0172637	0.419695	0.0277753	0.304745	0.342571	0.0926536	0.26003	0.4815827
3020	-14293.2	-14303.2	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0890395	0.365036	0.0647483	0.0209112	0.426367	0.033898	0.306583	0.348237	0.0876557	0.257524	0.4759477
3030	-14292.5	-14302.5	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0917415	0.345012	0.0711102	0.0217315	0.4368	0.0336043	0.303606	0.349914	0.0932895	0.253191	0.4742825
3040	-14294.1	-14304.2	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0900974	0.351527	0.0672558	0.014167	0.445049	0.0319035	0.302251	0.339304	0.0984465	0.259998	0.4785373
3050	-14297	-14307	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0982692	0.359572	0.0697362	0.015208	0.423924	0.0332908	0.30578	0.343943	0.0938667	0.256409	0.4847112
3060	-14293.1	-14303.1	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0948824	0.341117	0.0663632	0.025396	0.443551	0.0286897	0.293678	0.351888	0.0979761	0.256458	0.4731121
3070	-14294.1	-14304.2	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0948029	0.339226	0.0586686	0.0185384	0.450749	0.0380148	0.298183	0.338045	0.0982125	0.265559	0.4929362
3080	-14293.1	-14303.1	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0989431	0.349486	0.0679834	0.0211548	0.431618	0.0308146	0.314058	0.340929	0.0966142	0.248399	0.4672959
3090	-14300.2	-14310.2	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.109964	0.339234	0.0620078	0.0228491	0.433107	0.0328385	0.303523	0.340083	0.0912454	0.265149	0.4762969
3100	-14294.9	-14304.9	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.101334	0.354149	0.0623959	0.0171293	0.439785	0.0252065	0.312339	0.327284	0.0969073	0.263469	0.4960673
3110	-14295.4	-14305.5	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0971051	0.323207	0.0803796	0.0151269	0.45432	0.0298616	0.294556	0.346903	0.103662	0.254878	0.4792924
3120	-14293.8	-14303.8	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0973563	0.341027	0.0679071	0.0160504	0.456638	0.0210213	0.321053	0.330113	0.100375	0.248459	0.4839784
3130	-14298.6	-14308.6	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0942361	0.329644	0.060623	0.0158603	0.470772	0.0288645	0.3064	0.352088	0.104648	0.236863	0.4768471
3140	-14297	-14307	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0982053	0.377208	0.0585781	0.0275179	0.400012	0.0384788	0.290902	0.351179	0.0866983	0.271221	0.4962082
3150	-14300.3	-14310.3	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0837263	0.389774	0.0570467	0.0232408	0.404091	0.0421217	0.297322	0.347932	0.0836817	0.271064	0.4950388
3160	-14297.3	-14307.3	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0899486	0.379296	0.0649976	0.0170065	0.420678	0.0280735	0.305644	0.338217	0.0865884	0.269551	0.4721405
3170	-14296.2	-14306.2	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.105151	0.33281	0.0628748	0.0314447	0.436312	0.0314076	0.304855	0.334575	0.0940603	0.266509	0.4682348
3180	-14293.8	-14303.8	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.09588	0.345607	0.0760819	0.0215283	0.441216	0.0196865	0.303188	0.339971	0.0999106	0.25693	0.4889053
3190	-14298.5	-14308.6	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0992562	0.346329	0.0645026	0.0166893	0.43341	0.0398133	0.312131	0.344853	0.0944534	0.248563	0.4803305
3200	-14294.5	-14304.5	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.103029	0.336713	0.0646078	0.0145031	0.450966	0.0301814	0.312061	0.330916	0.107015	0.250007	0.4741111
3210	-14295.2	-14305.2	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0962382	0.330252	0.0680571	0.0124468	0.460994	0.0320124	0.310412	0.330736	0.0995058	0.259346	0.4682302
3220	-14295.3	-14305.4	10.0103	0.00623217	0.193852	0.166519	0.034251	0.0228524	0.0079948	0.0652002	0.168491	0.0375673	0.142283	0.0202592	0.469866	0.152384	0.0385172	0.0344721	0.00742203	0.0112103	0.0472076	0.0482184	0.0366679	0.114566	0.340972	0.116654	0.0343732	0.183218	0.066053	0.155635	0.022615	0.259813	0.00515355	0.130646	0.0954703	0.111246	0.020077	0.0613835	0.0109477	0.206207	0.0335623	0.167024	0.0201783	0.0620577	0.171812	0.0446722	0.0953016	0.335048	0.0672655	0.0100281	0.456508	0.0358491	0.300704	0.346011	0.0966472	0.256638	0.4780066
