Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-15378.3	-15393.8	15.4367	0.120741	0.0833148	0.11044	0.080753	0.1014	0.0881642	0.127146	0.0888399	0.103431	0.145737	0.0668768	0.0836987	0.0880821	0.10134	0.101517	0.140583	0.122552	0.120028	0.112342	0.0733696	0.0887606	0.0825516	0.193933	0.051472	0.0411346	0.0397234	0.0214132	0.102904	0.0339439	0.0399682	0.0151174	0.0225964	0.042366	0.0125731	0.0268865	0.0192263	0.0123287	0.0189665	0.0513509	0.0259324	0.0553317	0.0382963	0.0272782	0.223012	0.294293	0.103662	0.379033	3.124411
110	-15372	-15388	16.0364	0.137562	0.0951602	0.111474	0.0788054	0.107428	0.0730337	0.127532	0.0770414	0.0964169	0.167663	0.0802086	0.0836987	0.0996959	0.0868633	0.120385	0.103938	0.130539	0.118827	0.112342	0.0726516	0.0878702	0.0760832	0.136904	0.0422818	0.0340091	0.0319141	0.0160944	0.0868978	0.030692	0.043825	0.0167533	0.0327072	0.042366	0.00635791	0.0171639	0.0361335	0.0178743	0.0366846	0.0575946	0.0186248	0.0494363	0.027637	0.0372691	0.223012	0.294293	0.103662	0.379033	3.064439
120	-15379.7	-15394.3	14.5918	0.150739	0.105587	0.0814535	0.0991413	0.102341	0.0797387	0.135887	0.0768637	0.0865257	0.16091	0.070225	0.0737737	0.0958214	0.0972197	0.119852	0.114491	0.144353	0.109619	0.115769	0.0873816	0.116041	0.0880746	0.16921	0.0461629	0.0377874	0.026222	0.0306111	0.0810301	0.0241046	0.051433	0.028755	0.0307652	0.0474127	0.00223904	0.0305273	0.0291056	0.0293063	0.0303108	0.0564679	0.0302954	0.0446237	0.0277098	0.0430191	0.221213	0.294975	0.103902	0.37991	3.208906
130	-15383.5	-15398.8	15.3623	0.109413	0.0848257	0.0997773	0.0934724	0.112692	0.0706036	0.13893	0.0737511	0.0894232	0.172455	0.0765125	0.0753397	0.0831069	0.116082	0.101615	0.12009	0.127311	0.126834	0.121788	0.0684659	0.0848575	0.0954534	0.146774	0.034938	0.0368786	0.0246658	0.0307942	0.0872977	0.0417806	0.0479592	0.0295348	0.0226934	0.0283069	0.0091136	0.0388581	0.0347336	0.0263333	0.0216428	0.0536755	0.039016	0.0822634	0.0212265	0.0305684	0.221213	0.294975	0.103902	0.37991	3.131855
140	-15379.3	-15394.1	14.8492	0.13655	0.100139	0.0856216	0.0680693	0.101546	0.0788568	0.127133	0.0923579	0.116627	0.189146	0.07726	0.0855963	0.0921366	0.0912482	0.105298	0.119234	0.131143	0.119597	0.112586	0.0782498	0.100311	0.0778303	0.158957	0.053375	0.0332917	0.0333089	0.0188524	0.0910686	0.0433465	0.0532081	0.01022	0.0265653	0.0257808	0.0263551	0.0373362	0.0438661	0.0207889	0.0276452	0.0587746	0.0193392	0.0532312	0.0331187	0.0281986	0.22115	0.294891	0.104156	0.379803	3.183166
150	-15383.3	-15397.9	14.6303	0.128405	0.0798541	0.0973205	0.0977311	0.126087	0.106094	0.121423	0.0843492	0.0959247	0.190274	0.0807389	0.0863363	0.0741727	0.105871	0.0891553	0.104424	0.13608	0.106789	0.148548	0.0718964	0.094633	0.0992148	0.179071	0.0560482	0.033507	0.0302516	0.0207403	0.0864804	0.0405618	0.0420859	0.012569	0.0263949	0.0353109	0.0251001	0.0170234	0.0295037	0.0315874	0.024172	0.0471386	0.0302986	0.0519458	0.0261678	0.0337713	0.22307	0.292893	0.105061	0.378976	3.205052
160	-15379.7	-15394.8	15.0112	0.11857	0.082667	0.102901	0.0989334	0.113988	0.0804581	0.112872	0.0891925	0.0917795	0.157967	0.0601263	0.097124	0.111797	0.102547	0.110863	0.109895	0.13608	0.111257	0.128399	0.0724553	0.0652755	0.0961546	0.158865	0.0413313	0.0384859	0.031616	0.0164883	0.0768074	0.0444362	0.043088	0.0112168	0.0320084	0.0373118	0.0225855	0.0433074	0.0329401	0.0374877	0.0398665	0.056597	0.0240459	0.0723408	0.0252138	0.0296197	0.217122	0.311892	0.102114	0.368871	3.166961
170	-15375.2	-15390.9	15.6222	0.119322	0.0959498	0.113555	0.0776676	0.109248	0.08445	0.107699	0.0734167	0.112316	0.172874	0.0716307	0.0778657	0.108905	0.107692	0.100492	0.107769	0.132612	0.0981686	0.106007	0.0776167	0.0930501	0.078651	0.165837	0.0521602	0.0420656	0.0233117	0.0220526	0.0777866	0.0338052	0.0481222	0.0150786	0.028245	0.0376574	0.0153292	0.0455342	0.0413296	0.0125142	0.0308056	0.0494931	0.0170901	0.0443428	0.0366015	0.0397413	0.217122	0.311892	0.102114	0.368871	3.105859
180	-15375.6	-15391.1	15.4674	0.135978	0.106774	0.102074	0.0858191	0.107489	0.0872851	0.118736	0.0637544	0.102886	0.147299	0.0916449	0.0790652	0.0905835	0.089465	0.10415	0.108881	0.136675	0.121164	0.131738	0.0699999	0.108248	0.074318	0.143463	0.0454373	0.0496806	0.0260353	0.0276774	0.0773676	0.0293583	0.0402842	0.0152935	0.0206548	0.0236464	0.0244222	0.0424089	0.0434504	0.0212174	0.0296377	0.0482341	0.024615	0.0507436	0.0238809	0.0498114	0.217122	0.311892	0.102114	0.368871	3.121348
190	-15377.1	-15392.5	15.4061	0.103279	0.0952313	0.102371	0.0899089	0.0978482	0.0866347	0.121873	0.0837526	0.0883259	0.171472	0.0904951	0.0821625	0.0876049	0.0949331	0.107981	0.115277	0.130158	0.123312	0.133485	0.0838592	0.0968053	0.0868635	0.145025	0.0552252	0.0338735	0.040117	0.0257954	0.0632646	0.0220969	0.0446105	0.0172331	0.0126101	0.0334293	0.0243906	0.0201985	0.043116	0.0211299	0.0438714	0.0554161	0.0236824	0.053299	0.0298997	0.0455534	0.209612	0.301104	0.107313	0.381971	3.127469
200	-15373.4	-15388.6	15.2109	0.140148	0.111673	0.093536	0.0866831	0.125101	0.0751667	0.116014	0.0959705	0.0894144	0.155844	0.0943557	0.0700268	0.0991713	0.0995718	0.130931	0.114182	0.136709	0.111207	0.11164	0.0888483	0.0841106	0.0920457	0.145586	0.0571488	0.0361093	0.0350531	0.014937	0.0630257	0.032952	0.04974	0.0150387	0.0264965	0.0411533	0.0179479	0.0146854	0.02708	0.0195353	0.0431233	0.0478013	0.0243792	0.0481988	0.0257174	0.0389306	0.206248	0.302385	0.10777	0.383596	3.146991
210	-15390	-15404.9	14.8578	0.123799	0.0872516	0.102263	0.0785362	0.0800123	0.0791018	0.124438	0.0745362	0.102906	0.172294	0.0904114	0.0709435	0.0755193	0.104149	0.111953	0.112007	0.168623	0.135575	0.118012	0.0784586	0.103495	0.0844171	0.16262	0.0568235	0.0484074	0.033586	0.0228082	0.0764398	0.0290167	0.0432328	0.0112999	0.0187828	0.0384583	0.00886553	0.034103	0.0436375	0.0220045	0.0459446	0.0628362	0.017484	0.0571321	0.0221494	0.0479697	0.203194	0.297908	0.108703	0.390196	3.182305
220	-15381.2	-15395.9	14.6693	0.144623	0.121966	0.0860763	0.128202	0.114026	0.0829645	0.121907	0.0643929	0.100764	0.165604	0.096418	0.0784651	0.0983952	0.0891569	0.098769	0.129135	0.13607	0.112373	0.128183	0.073044	0.070409	0.0934057	0.155031	0.0351099	0.0452579	0.0282723	0.0223128	0.0764398	0.0473164	0.0587584	0.0122505	0.0205484	0.0307888	0.0272049	0.0279325	0.026586	0.0346185	0.0329309	0.0587884	0.0240405	0.0630794	0.0174928	0.0220443	0.223519	0.290308	0.10593	0.380243	3.201153
230	-15384.1	-15398.3	14.2165	0.127325	0.0993688	0.10569	0.0989539	0.119153	0.0771123	0.127662	0.10388	0.0993234	0.186215	0.0659321	0.0983487	0.11079	0.0773286	0.119448	0.0982563	0.147589	0.121236	0.115922	0.0808412	0.0881469	0.0705937	0.171348	0.0511253	0.0366688	0.038856	0.0342796	0.0568881	0.0298549	0.0534206	0.0227094	0.0220633	0.0551803	0.0213603	0.0198521	0.0288242	0.0293718	0.0318831	0.0480278	0.0468669	0.042881	0.0228663	0.0429865	0.223519	0.290308	0.10593	0.380243	3.24643
240	-15374.7	-15390.7	15.9907	0.119882	0.0962426	0.099667	0.0889919	0.0939384	0.0716804	0.131283	0.0712191	0.0897843	0.195212	0.0804126	0.0760163	0.0897501	0.09736	0.106402	0.102309	0.140259	0.10404	0.135242	0.0711227	0.0853084	0.0709025	0.157987	0.0355282	0.0380837	0.0195674	0.0229527	0.084911	0.0276492	0.0443676	0.0283356	0.0361121	0.0530513	0.0190224	0.017774	0.0140484	0.024694	0.0318552	0.0529231	0.0315421	0.04468	0.028816	0.0380874	0.224298	0.29132	0.102814	0.381568	3.069014
250	-15372.6	-15388.1	15.5064	0.110948	0.0863721	0.104764	0.0905744	0.120883	0.0713165	0.114831	0.0657192	0.0892549	0.160956	0.0969672	0.085035	0.0969353	0.0929817	0.109046	0.120862	0.141578	0.138288	0.119133	0.0804577	0.0935432	0.0745256	0.171341	0.0414886	0.0477689	0.0362052	0.0284394	0.0668476	0.0336133	0.0426391	0.0147341	0.0292631	0.016575	0.0301622	0.0262353	0.0209842	0.0326838	0.0257902	0.0589565	0.0274716	0.0458111	0.0211096	0.0343534	0.224298	0.29132	0.102814	0.381568	3.117443
260	-15379.2	-15394.6	15.4485	0.114894	0.127278	0.0805126	0.107904	0.0997543	0.0815443	0.12763	0.0712534	0.0952272	0.165991	0.0602143	0.0763498	0.0810822	0.109259	0.0789218	0.131448	0.134026	0.153329	0.122727	0.0662845	0.0873493	0.0829207	0.169397	0.0356474	0.042066	0.0233425	0.0260254	0.0771022	0.0507131	0.0495421	0.0116928	0.0326124	0.0390539	0.0229669	0.0266378	0.0339521	0.0293946	0.0216068	0.0471089	0.0205572	0.0367598	0.0277773	0.0433751	0.216692	0.302426	0.0993276	0.381555	3.123232
270	-15376.9	-15391	14.1055	0.119801	0.108803	0.105881	0.107904	0.110991	0.0765421	0.13286	0.0845355	0.12292	0.154357	0.0666218	0.0862192	0.113842	0.109259	0.115887	0.120645	0.117436	0.132278	0.121003	0.0823457	0.089838	0.0826472	0.18939	0.0376657	0.0380359	0.0602021	0.0229228	0.078921	0.0476798	0.0495895	0.0094574	0.0256861	0.026747	0.0211064	0.0292338	0.0210459	0.0196997	0.0281752	0.0614643	0.0298236	0.0457249	0.0264405	0.0259054	0.216146	0.303927	0.094764	0.385163	3.257536
280	-15377.9	-15392.3	14.4498	0.13666	0.12275	0.106556	0.103455	0.107436	0.0930327	0.118458	0.0702728	0.117495	0.178651	0.0790188	0.0713076	0.0997007	0.0875028	0.0868664	0.131391	0.128948	0.1184	0.143282	0.0819041	0.0894397	0.0740475	0.16258	0.0386001	0.0583012	0.0340039	0.0241209	0.0616638	0.0410662	0.0477167	0.0132672	0.0246005	0.0416479	0.0348047	0.0324421	0.0301686	0.0166675	0.0325919	0.0481462	0.0213972	0.0558474	0.0238047	0.033086	0.216437	0.304336	0.0948916	0.384335	3.2231
290	-15371.4	-15386.2	14.7587	0.120405	0.119492	0.0940059	0.0840332	0.117605	0.0907397	0.116437	0.0746703	0.100658	0.161915	0.0718421	0.0755242	0.109595	0.0924421	0.125169	0.128908	0.126851	0.126194	0.106588	0.0679806	0.0987676	0.0765604	0.16258	0.040256	0.0532923	0.0311241	0.02585	0.0691664	0.0429663	0.0471932	0.025932	0.0347536	0.0370536	0.0139925	0.0392067	0.0312932	0.0104086	0.0289547	0.0476198	0.038418	0.0622239	0.0249258	0.0386219	0.212594	0.298934	0.11096	0.377512	3.192217
300	-15373.6	-15388.7	15.1098	0.132091	0.0992037	0.118541	0.109285	0.113209	0.0725925	0.131954	0.0753213	0.0908691	0.173742	0.0686296	0.0812259	0.093287	0.0847621	0.118407	0.136171	0.133646	0.109345	0.128732	0.0797375	0.0707213	0.075528	0.125567	0.0378749	0.0336009	0.04066	0.026878	0.0842719	0.0379924	0.0503032	0.0106616	0.0272233	0.0387959	0.0188638	0.0212336	0.0224047	0.0277471	0.0329239	0.0427929	0.0343554	0.0553168	0.0306143	0.0600213	0.213981	0.301476	0.110067	0.374476	3.157105
310	-15371	-15386.5	15.4225	0.108823	0.0996333	0.0907444	0.110545	0.108961	0.0753447	0.112939	0.0709088	0.08682	0.170288	0.0772039	0.0812259	0.105274	0.10594	0.0932687	0.117138	0.1438	0.0898586	0.1087	0.0808835	0.0776881	0.092094	0.179564	0.0527968	0.0439139	0.0421705	0.0242271	0.0903191	0.040508	0.0441686	0.0199726	0.0416003	0.0391781	0.0163752	0.0217648	0.0258745	0.0210987	0.0265867	0.0443344	0.015539	0.0502371	0.0463862	0.0311397	0.211245	0.29762	0.10866	0.382475	3.125837
320	-15372.5	-15386.9	14.4249	0.134738	0.10835	0.106215	0.102425	0.122684	0.0768616	0.139669	0.0951408	0.0792617	0.157097	0.0687654	0.0869087	0.0971638	0.0934701	0.100996	0.142656	0.128966	0.13531	0.117453	0.0754827	0.0770649	0.0753838	0.159498	0.0553881	0.0326552	0.0320785	0.0308883	0.0829258	0.0417471	0.0457217	0.00980009	0.0274206	0.0395606	0.0263897	0.0346603	0.0377498	0.0251424	0.0242554	0.0335162	0.0258093	0.0594387	0.0241447	0.054739	0.214975	0.286008	0.109787	0.389229	3.225591
330	-15374.8	-15390.9	16.1709	0.121392	0.11119	0.0914491	0.101996	0.130561	0.0810149	0.128199	0.0740938	0.0813338	0.158838	0.0698781	0.0661981	0.115654	0.0906429	0.100254	0.129695	0.131191	0.119225	0.0996099	0.0781898	0.0982932	0.0728698	0.155411	0.0360007	0.0492577	0.0196356	0.0221565	0.0693663	0.0462815	0.0464831	0.0205026	0.0284577	0.0246102	0.0168612	0.0296344	0.0233772	0.0123228	0.0249531	0.0408136	0.0223722	0.0534792	0.0304715	0.0267736	0.208294	0.308199	0.106375	0.377132	3.050992
340	-15373.8	-15388.1	14.3364	0.131887	0.124011	0.10864	0.128278	0.110927	0.0993207	0.118517	0.0790019	0.0946253	0.155327	0.0835581	0.0868062	0.0896331	0.0848711	0.0984199	0.124781	0.130323	0.123164	0.112008	0.0776571	0.0987648	0.097349	0.183832	0.0524557	0.0475664	0.0322579	0.0211396	0.0705196	0.044328	0.047333	0.0296334	0.0258056	0.0252907	0.0174996	0.0376778	0.0236631	0.0103556	0.0406397	0.049012	0.0170594	0.0495196	0.023635	0.0273449	0.213769	0.300599	0.0985861	0.387046	3.234439
350	-15376.2	-15391	14.8437	0.131826	0.0991221	0.113964	0.100014	0.115026	0.0842833	0.130974	0.0717569	0.088956	0.159916	0.0598012	0.0843148	0.0883312	0.0804031	0.12028	0.144622	0.127479	0.123016	0.112008	0.0794987	0.0992326	0.079876	0.169104	0.0503542	0.0516505	0.0485043	0.0248527	0.068227	0.0471668	0.0377574	0.0136763	0.0201349	0.0439021	0.0197074	0.0200188	0.0229268	0.0166702	0.0348778	0.0466839	0.0134029	0.0628968	0.0389984	0.0374989	0.21484	0.297095	0.0990801	0.388985	3.183714
360	-15378.5	-15394.1	15.6331	0.111027	0.140836	0.0868618	0.0959088	0.105179	0.0827153	0.123722	0.0695785	0.0966406	0.143556	0.0579036	0.0728776	0.085371	0.0971476	0.108993	0.121042	0.132798	0.115116	0.0987389	0.0712086	0.0716591	0.0747374	0.169351	0.0481498	0.0509991	0.0242482	0.0344484	0.0921986	0.0428636	0.0476576	0.019199	0.0437291	0.0332656	0.0211729	0.028004	0.0195388	0.0250438	0.0321551	0.0476133	0.0211997	0.0683989	0.0316423	0.0402746	0.21484	0.297095	0.0990801	0.388985	3.104772
370	-15369.9	-15385.3	15.4349	0.125309	0.097426	0.0907133	0.101908	0.103291	0.0699411	0.115664	0.0811662	0.100035	0.181206	0.0635173	0.0747364	0.0881447	0.0883034	0.112723	0.121214	0.117934	0.106401	0.112964	0.0743852	0.0955256	0.0926055	0.170313	0.0612838	0.037518	0.027935	0.0149171	0.102058	0.0479157	0.0486707	0.0136157	0.0287338	0.0350178	0.0318313	0.0398175	0.0232357	0.0103895	0.0266165	0.0530866	0.020869	0.0545041	0.0269184	0.0342313	0.214253	0.296282	0.101544	0.387921	3.124592
380	-15372.8	-15388.4	15.6494	0.116136	0.0951378	0.099753	0.12886	0.103045	0.0751018	0.100602	0.0717723	0.100578	0.166793	0.0905046	0.0816585	0.0954811	0.0861006	0.100748	0.110572	0.139663	0.100466	0.117321	0.0801543	0.0889527	0.088194	0.139081	0.0593467	0.0421814	0.0309709	0.0205482	0.0813894	0.0420838	0.0444062	0.022221	0.0236283	0.0411492	0.0117664	0.0423571	0.019895	0.0155163	0.03415	0.0578958	0.0274164	0.0521188	0.0261337	0.0312945	0.218001	0.301466	0.103321	0.377211	3.103147
390	-15378.6	-15392.6	14.0447	0.121647	0.0894872	0.108992	0.0987086	0.128081	0.0950024	0.131652	0.0728617	0.0875441	0.165668	0.0781599	0.103105	0.105164	0.0916787	0.106102	0.142716	0.132759	0.105882	0.138611	0.0699751	0.0872753	0.0682694	0.152439	0.0517749	0.0360173	0.0406849	0.0257847	0.101923	0.0459959	0.0502033	0.0297796	0.0446781	0.0486929	0.0133148	0.0347795	0.0256801	0.0152916	0.03415	0.0578546	0.0232146	0.0404815	0.0284382	0.0330941	0.218001	0.301466	0.103321	0.377211	3.263615
400	-15369.4	-15384.7	15.3238	0.121647	0.108627	0.0936529	0.10641	0.106097	0.0880586	0.127925	0.0676363	0.0948321	0.171231	0.0639888	0.089741	0.0976687	0.0869723	0.10892	0.112782	0.144114	0.098037	0.125259	0.0767103	0.0839117	0.0841373	0.164456	0.0467787	0.052235	0.0262228	0.0249181	0.0684898	0.0246062	0.0506084	0.0218422	0.0227047	0.0396759	0.0208093	0.0206346	0.0218109	0.0318524	0.0332443	0.0707678	0.0194368	0.0402327	0.030631	0.0453848	0.218001	0.301466	0.103321	0.377211	3.135701
410	-15379.9	-15395.3	15.395	0.136312	0.0884566	0.0801574	0.115801	0.10446	0.0890841	0.103008	0.087728	0.0943394	0.154422	0.0841335	0.0804169	0.0988523	0.0813092	0.10152	0.134523	0.134678	0.11138	0.121895	0.0826669	0.0821569	0.0736836	0.157369	0.0387807	0.0581302	0.0313587	0.0415258	0.0868351	0.0517636	0.0518934	0.0142166	0.0210379	0.0388982	0.0111045	0.0268241	0.0230252	0.0116522	0.0358552	0.0537155	0.0170702	0.061332	0.0304622	0.0247497	0.221085	0.30573	0.0991965	0.373989	3.128586
420	-15376	-15390.4	14.3746	0.136312	0.102771	0.0865816	0.0902694	0.109012	0.0890841	0.124831	0.0710499	0.0912743	0.168046	0.0734865	0.0766059	0.111191	0.0916196	0.0986012	0.121567	0.131866	0.119874	0.10299	0.079499	0.125059	0.0858229	0.177754	0.066428	0.0458666	0.0304386	0.0302938	0.087188	0.0509645	0.0450192	0.0180847	0.0412204	0.0445288	0.0111551	0.0346989	0.0239074	0.0169705	0.0355191	0.0486392	0.0326908	0.047756	0.0208402	0.0332407	0.220142	0.3061	0.0993165	0.374442	3.230619
430	-15379	-15393.3	14.2888	0.103491	0.0933442	0.0933919	0.123946	0.105168	0.065139	0.130738	0.0715875	0.0848913	0.202997	0.100346	0.0849249	0.122868	0.0859467	0.11216	0.134657	0.15117	0.104816	0.107796	0.0769103	0.0897805	0.096354	0.152645	0.0464852	0.0422157	0.0378708	0.0238541	0.0731408	0.0385885	0.0474389	0.0202072	0.0395919	0.0376294	0.00992686	0.0241285	0.0370901	0.0339131	0.0419878	0.0416088	0.0409308	0.04355	0.0203032	0.0436746	0.225241	0.293108	0.1021	0.379551	3.239207
440	-15375.8	-15391.2	15.4118	0.129518	0.0947477	0.117814	0.0915335	0.109787	0.0732657	0.103274	0.0817059	0.0789741	0.173559	0.0898363	0.0852792	0.0730062	0.088861	0.0965925	0.146567	0.130299	0.112878	0.0957783	0.0816486	0.0841214	0.0869458	0.19422	0.0472563	0.0385042	0.026819	0.0230285	0.0808552	0.0387238	0.0636926	0.00820845	0.0371671	0.0369566	0.037043	0.0317314	0.0192987	0.0202676	0.0238153	0.0437551	0.0274381	0.0362346	0.0242656	0.0416333	0.226317	0.294509	0.097809	0.381365	3.126907
450	-15373.2	-15388.3	15.033	0.137509	0.0911164	0.0952872	0.105169	0.127565	0.086534	0.124052	0.0705028	0.0909195	0.16013	0.07054	0.0798058	0.101538	0.103116	0.101198	0.116446	0.135083	0.111241	0.110603	0.0650333	0.0816936	0.0738206	0.166367	0.0436639	0.0293965	0.0430643	0.0213391	0.0789414	0.0505537	0.0391505	0.0209137	0.0301536	0.0486428	0.0207138	0.0323026	0.0284609	0.021846	0.0393119	0.0363383	0.0199764	0.0562748	0.0525098	0.0459611	0.226317	0.294509	0.097809	0.381365	3.164786
