Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]
3040	-13978.4	-13983.6	5.24789	0.2414718	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0706124	0.350901	0.0769586	2.53793e-70	0.460037	0.0414909	0.325177	0.367544	0.0906732	0.216606	0.00173784	0.060604	0.483153	3.45451
3050	-13977.4	-13981.7	4.27541	0.2137014	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0646667	0.384418	0.074999	2.57446e-70	0.405499	0.0704172	0.309572	0.394466	0.0766279	0.219334	0.000826952	0.0420348	0.418463	3.53868
3060	-13978.7	-13984.3	5.61703	0.2533089	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0600785	0.405651	0.0614485	1.93026e-70	0.398076	0.0747463	0.343717	0.378999	0.0749476	0.202337	0.00226957	0.0690898	0.508412	3.42023
3070	-13976.7	-13981	4.31068	0.2146303	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0663046	0.375308	0.0609754	1.85259e-70	0.423798	0.0736145	0.332252	0.373489	0.0754061	0.218853	0.000850396	0.042619	0.420753	3.53578
3080	-13973	-13977.9	4.84917	0.2295225	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0628798	0.411255	0.0600085	1.24049e-70	0.396286	0.0695706	0.330602	0.376658	0.0752854	0.217454	0.00129068	0.0523536	0.456268	3.49009
3090	-13972.8	-13977.4	4.6261	0.223188	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0601821	0.390344	0.0616757	7.47118e-71	0.419003	0.0687948	0.326402	0.384343	0.0769624	0.212292	0.0010882	0.0481317	0.441437	3.50934
3100	-13978	-13982.8	4.77841	0.2274868	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0651724	0.392749	0.065554	5.92319e-71	0.408952	0.0675731	0.307513	0.404251	0.0736677	0.214569	0.00122308	0.0509845	0.451546	3.49625
3110	-13972.1	-13977	4.8898	0.2307027	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.061361	0.382972	0.0631991	2.62857e-71	0.418953	0.0735143	0.333031	0.379097	0.0743393	0.213532	0.00133099	0.0531524	0.458987	3.48653
3120	-13977.2	-13982	4.81814	0.2286269	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0544545	0.39788	0.0654476	2.5657e-71	0.420704	0.0615144	0.342713	0.382355	0.0773309	0.197601	0.00126064	0.0517498	0.454196	3.49279
3130	-13972.2	-13977	4.85649	0.2297347	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0604469	0.38428	0.0623571	2.16536e-71	0.424362	0.0685546	0.339125	0.374668	0.0738591	0.212348	0.00129787	0.0524969	0.456758	3.48945
3140	-13974.6	-13979	4.42384	0.2176483	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0599923	0.401652	0.0709273	1.84339e-71	0.393103	0.0743252	0.324547	0.390907	0.0710322	0.213514	0.000929717	0.0445366	0.428133	3.5264
3150	-13976.5	-13981.6	5.17246	0.2391472	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.065254	0.377933	0.0627405	1.94654e-71	0.422145	0.071927	0.336639	0.384345	0.0732322	0.205784	0.00164396	0.058972	0.478033	3.46135
3160	-13974.6	-13979.2	4.54566	0.2209621	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0664311	0.362507	0.0636348	1.72993e-71	0.444843	0.0625839	0.345588	0.361812	0.0845594	0.208041	0.00102248	0.0466759	0.436129	3.51617
3170	-13983.1	-13987.1	3.97874	0.2060982	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0597874	0.435181	0.0661877	1.52505e-71	0.392161	0.0466836	0.321492	0.391473	0.0722064	0.214828	0.000651593	0.037366	0.399385	3.5626
3180	-13977.9	-13982.4	4.49447	0.2195614	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0582243	0.392231	0.0664531	6.84732e-72	0.414909	0.0681819	0.326052	0.400868	0.0751586	0.197921	0.000982538	0.0457675	0.432763	3.52049
3190	-13980.7	-13986	5.27311	0.2422562	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0544274	0.395469	0.0681169	4.32554e-72	0.408346	0.0736407	0.343583	0.384369	0.0734219	0.198626	0.00177029	0.0611573	0.484868	3.4522
3200	-13975.5	-13980.5	5.00452	0.2340799	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0664756	0.415135	0.0663604	2.13389e-72	0.404279	0.04775	0.317139	0.380545	0.0780987	0.224217	0.00145095	0.0554585	0.466689	3.4764
3210	-13978.8	-13983.7	4.88792	0.230648	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0693598	0.37522	0.0682609	1.90223e-72	0.430526	0.0566328	0.332016	0.366669	0.088223	0.213092	0.00132911	0.0531153	0.458861	3.48669
3220	-13974.6	-13979.4	4.76475	0.2270968	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0681026	0.374285	0.0636068	1.89749e-72	0.429453	0.0645534	0.337878	0.364358	0.0769082	0.220856	0.0012104	0.0507235	0.450636	3.49743
3230	-13977.1	-13981.6	4.53458	0.2206579	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0566852	0.40025	0.0636711	1.67136e-72	0.408071	0.071323	0.315474	0.392193	0.0703148	0.222018	0.00101372	0.0464781	0.435399	3.51711
3240	-13974.4	-13979	4.51634	0.2201584	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0626391	0.426218	0.0658812	6.85284e-73	0.384405	0.0608569	0.324291	0.394481	0.0696482	0.21158	0.000999431	0.0461539	0.4342	3.51865
3250	-13980.2	-13985.2	5.03442	0.2349713	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0688835	0.383339	0.0630795	2.60614e-73	0.412706	0.0719912	0.323078	0.389535	0.0826893	0.204698	0.00148376	0.0560721	0.468703	3.47374
3260	-13979.1	-13982.8	3.76016	0.2007288	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0620224	0.392122	0.0644501	1.72555e-73	0.425698	0.0557077	0.338436	0.371945	0.0726576	0.216961	0.000544684	0.034197	0.385557	3.5797
3270	-13972.4	-13977.5	5.08416	0.2364642	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0611677	0.384959	0.0652797	9.51307e-74	0.427614	0.0609793	0.338977	0.372394	0.0748004	0.213828	0.0015398	0.057104	0.472058	3.4693
3280	-13977	-13981.3	4.38493	0.2166042	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0592875	0.365511	0.0696522	9.1463e-74	0.430678	0.0748712	0.344213	0.369087	0.0779015	0.208798	0.000901726	0.0438698	0.42559	3.52964
3290	-13976.9	-13981.9	4.99398	0.2337669	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0699989	0.388251	0.0694754	8.94071e-74	0.429585	0.0426902	0.31986	0.381334	0.0760323	0.222774	0.00143954	0.0552436	0.46598	3.47734
3300	-13978.6	-13983.7	5.06997	0.2360372	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0638599	0.381133	0.0746411	8.75658e-74	0.420836	0.0595305	0.330652	0.378975	0.0878837	0.202489	0.00152363	0.0568083	0.471101	3.47057
3310	-13973.2	-13977.6	4.46041	0.2186361	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.059515	0.415614	0.0627104	7.24526e-74	0.406953	0.0552074	0.332553	0.384922	0.0746346	0.20789	0.000956742	0.0451707	0.430528	3.52334
3320	-13974.9	-13979.6	4.64729	0.2237794	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0618023	0.396065	0.0656339	6.15978e-74	0.426549	0.0499494	0.345421	0.361487	0.0774183	0.215674	0.00110613	0.048521	0.442839	3.50753
3330	-13978	-13982.7	4.69922	0.225238	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0674496	0.34025	0.0547285	4.646e-74	0.477353	0.0602192	0.349152	0.357205	0.0860874	0.207555	0.0011512	0.0494855	0.446281	3.50308
3340	-13975.5	-13980.8	5.30699	0.2433153	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.068996	0.345802	0.0697591	3.3725e-74	0.457142	0.0583015	0.343336	0.363446	0.0889483	0.204269	0.00181472	0.0619067	0.487175	3.4491
3350	-13975.2	-13979.9	4.6842	0.2248147	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0606427	0.361297	0.0708512	3.06855e-74	0.434915	0.072294	0.341688	0.383981	0.0755191	0.198812	0.00113799	0.0492049	0.445284	3.50437
3360	-13981.5	-13986	4.52283	0.2203358	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0634936	0.310792	0.0739249	3.38146e-74	0.49762	0.0541699	0.349036	0.357994	0.0883048	0.204665	0.00100449	0.0462689	0.434626	3.5181
3370	-13975.6	-13980.8	5.24874	0.2414983	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0616856	0.353448	0.0648035	2.392e-74	0.457571	0.0624924	0.353901	0.3613	0.0808095	0.20399	0.00173893	0.0606226	0.48321	3.45443
3380	-13977.4	-13981.7	4.34833	0.215628	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0601464	0.343548	0.0727115	1.15438e-74	0.462046	0.0615477	0.341213	0.366547	0.0825805	0.20966	0.000876083	0.0432497	0.423203	3.53267
3390	-13979.8	-13983.7	3.90792	0.2043375	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0618517	0.341628	0.0759017	9.96615e-75	0.456307	0.0643122	0.333567	0.388107	0.0804488	0.197877	0.000615044	0.0363147	0.394883	3.56819
3400	-13975.6	-13979.8	4.24181	0.2128214	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0596063	0.377816	0.0759349	8.84517e-75	0.434908	0.0517345	0.338118	0.380703	0.0798952	0.201284	0.000805156	0.0414841	0.416285	3.54143
3410	-13977.5	-13982.4	4.93089	0.2319046	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0575685	0.382052	0.0686852	5.88113e-75	0.430273	0.0614213	0.34076	0.384158	0.0736424	0.20144	0.0013729	0.0539697	0.461741	3.48292
3420	-13975.3	-13980.5	5.17867	0.2393373	0.0500927	0.0487125	0.165973	0.0846408	0.00931323	0.0745252	0.0887329	0.177165	0.402173	0.0342196	0.00277277	0.144813	0.146867	0.00516784	0.0525298	0.0670035	0.00626783	0.00698374	0.0169744	0.216031	0.0564681	0.0877805	0.0901443	0.0318692	0.112017	0.118864	0.224325	0.00904945	0.127888	0.00735843	0.0444205	0.00578203	0.0743007	0.0438276	0.071882	0.112758	0.0230513	0.0356637	0.0869486	0.0626798	0.0125209	0.103164	0.0509521	0.0646879	0.388555	0.0627708	3.69579e-75	0.42003	0.0639565	0.323169	0.390354	0.0789253	0.207551	0.00165151	0.059105	0.478454	3.46079
