Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1151	1	-15376.3	-15391.1	14.7918	0.133995	0.0970137	0.10179	0.117297	0.105392	0.0909659	0.136493	0.0750612	0.0933299	0.172006	0.0869908	0.094403	0.1143	0.0925716	0.129203	0.127365	0.14504	0.101004	0.107934	0.070998	0.0829616	0.0661903	0.154021	0.0605768	0.0328463	0.0319474	0.0231533	0.0736385	0.0482716	0.0454291	0.0227451	0.0182428	0.0489717	0.0159655	0.0319994	0.0173416	0.0110112	0.0302544	0.0468885	0.0153329	0.0507023	0.0273827	0.0398801	0.224495	0.290391	0.103209	0.381904	3.188906
1152	0	-15372.4	-15387.5	15.1203	0.116575	0.117105	0.0900487	0.0929734	0.103939	0.0883581	0.13076	0.0842796	0.100555	0.167423	0.0766973	0.0989423	0.117905	0.0981136	0.10218	0.123668	0.116773	0.0986074	0.11479	0.0842078	0.0873395	0.0729309	0.158433	0.0271178	0.0304268	0.0305384	0.026549	0.0325549	0.0598082	0.0462044	0.017438	0.0347931	0.0581483	0.0274187	0.0161728	0.0301264	0.0414847	0.0810111	0.00963292	0.0379088	0.0343443	0.0492726	0.0224956	0.222418	0.311242	0.0982334	0.368106	3.156051
1153	1	-15372.1	-15387.4	15.2972	0.124889	0.101773	0.0879538	0.0955753	0.095279	0.102992	0.117412	0.0886301	0.0859434	0.155349	0.0762432	0.0901391	0.0826508	0.0887337	0.0909207	0.100337	0.124572	0.108973	0.131211	0.070998	0.0910616	0.0877882	0.17217	0.0609603	0.0460914	0.0394024	0.0287128	0.0884329	0.0346188	0.0454291	0.0330701	0.0236236	0.0371699	0.0261173	0.0216451	0.0311866	0.025643	0.0285429	0.0554851	0.0187531	0.0543549	0.022339	0.0451878	0.215243	0.299916	0.100721	0.38412	3.138361
1154	0	-15369.6	-15384.5	14.992	0.122905	0.102336	0.0928411	0.102488	0.1334	0.0898336	0.102518	0.0835426	0.101568	0.163507	0.0748872	0.0804324	0.117083	0.0946887	0.107341	0.151349	0.121504	0.0978018	0.122072	0.0823042	0.0873395	0.0916918	0.152721	0.0255487	0.0211813	0.0292234	0.0307168	0.0171333	0.0578017	0.0465522	0.0229524	0.0230171	0.0532276	0.0293488	0.0301571	0.0490165	0.0301181	0.0824365	0.0227656	0.0283295	0.0380023	0.0326654	0.022534	0.215589	0.302899	0.104922	0.376591	3.168884
1155	1	-15380.7	-15395.2	14.4604	0.124895	0.101481	0.128538	0.117219	0.114416	0.0899578	0.115806	0.0928251	0.0926863	0.189986	0.0900677	0.063699	0.0903361	0.0834288	0.0961303	0.11555	0.125004	0.113032	0.110297	0.0778326	0.0879212	0.0902369	0.154786	0.0508278	0.0453798	0.0227366	0.0388629	0.0922911	0.0466925	0.0588021	0.0364726	0.0349019	0.0295424	0.0136481	0.0159417	0.024859	0.0329915	0.0378481	0.0377398	0.0315886	0.039845	0.0241864	0.0407538	0.221882	0.297094	0.0995564	0.381467	3.222044
1156	0	-15375.4	-15390.8	15.3915	0.11181	0.108367	0.087923	0.124895	0.129566	0.0922101	0.118684	0.0785552	0.0862251	0.159378	0.0652624	0.0884225	0.0816243	0.108806	0.109791	0.125969	0.138741	0.0960452	0.101129	0.0867625	0.0843239	0.0862486	0.165286	0.0255487	0.0341292	0.0266845	0.0369084	0.0167897	0.0436726	0.0388961	0.0252181	0.0224885	0.059758	0.024559	0.0197643	0.033328	0.0369103	0.0878957	0.0227656	0.023991	0.056167	0.0327735	0.0246591	0.217483	0.294108	0.111735	0.376674	3.128932
1157	1	-15380.1	-15395.3	15.1859	0.117423	0.116292	0.101339	0.0993938	0.104735	0.0946847	0.108946	0.069126	0.0964082	0.14702	0.0783895	0.0616099	0.108409	0.086311	0.123256	0.125817	0.134825	0.111156	0.138758	0.0867954	0.100472	0.0692035	0.164199	0.0610595	0.0298125	0.019052	0.031073	0.064352	0.0301682	0.0493721	0.0240584	0.0333932	0.0355143	0.0226333	0.0378183	0.0211795	0.0231728	0.028916	0.0392567	0.0262518	0.0663091	0.0302314	0.0312996	0.213983	0.30388	0.107451	0.374686	3.149492
1158	0	-15372.5	-15387.6	15.0396	0.124399	0.0987899	0.101555	0.106936	0.121054	0.0800701	0.126014	0.0807987	0.0865691	0.178302	0.0791816	0.0856143	0.0983706	0.104399	0.0928586	0.117863	0.129992	0.110634	0.128658	0.0830117	0.0843239	0.0880372	0.179581	0.0211527	0.0208832	0.0381628	0.0320435	0.0265835	0.0395145	0.0286737	0.0279168	0.0207568	0.0536645	0.0376676	0.00639801	0.0485563	0.0446986	0.0524693	0.0252919	0.0409109	0.0458416	0.0453727	0.0205481	0.220993	0.282839	0.117292	0.378877	3.164121
1159	1	-15370.3	-15385.5	15.1883	0.134502	0.107623	0.08792	0.105167	0.109586	0.0784372	0.120337	0.0745158	0.0833611	0.174101	0.0743479	0.0892253	0.0988507	0.0917052	0.126321	0.121714	0.115752	0.103355	0.107692	0.081952	0.094019	0.0870397	0.170515	0.0530097	0.0422708	0.0253816	0.019276	0.0919181	0.0301379	0.0493721	0.0351473	0.0227681	0.0279347	0.0241857	0.0329916	0.00906006	0.0335558	0.0395779	0.0583643	0.016247	0.0522217	0.0255162	0.0222715	0.215111	0.29647	0.104343	0.384077	3.149249
1160	0	-15378.7	-15394.2	15.5307	0.0979362	0.0933818	0.0910337	0.096197	0.0976379	0.0903578	0.126014	0.0823645	0.117445	0.197924	0.0648104	0.0864691	0.109823	0.104232	0.122702	0.114249	0.110627	0.108115	0.116237	0.0824996	0.0542962	0.0942163	0.153471	0.0149204	0.0224424	0.033608	0.0307755	0.0265835	0.0497714	0.045866	0.00820568	0.0343333	0.0536645	0.0270315	0.0195751	0.0442803	0.0223813	0.0901897	0.0331347	0.0409169	0.0371942	0.044051	0.0240499	0.220258	0.294363	0.098021	0.387358	3.115015
1161	1	-15381	-15394.9	13.8798	0.117194	0.112911	0.0854272	0.108864	0.106512	0.106065	0.13238	0.0866139	0.0978866	0.168069	0.0692876	0.0779764	0.108216	0.0972324	0.100925	0.0987562	0.14297	0.128831	0.140858	0.0778646	0.103857	0.0958244	0.160766	0.050147	0.0435209	0.0322088	0.0245283	0.0663286	0.050773	0.0451776	0.0351473	0.0235998	0.0453132	0.0214463	0.0168937	0.0179317	0.0277742	0.0393547	0.0559673	0.0296434	0.0568597	0.0118376	0.0603691	0.21476	0.296944	0.103371	0.384924	3.280109
1162	0	-15367.5	-15383.4	15.86	0.123923	0.0989866	0.0963247	0.096197	0.0975679	0.0717095	0.147855	0.0740399	0.0990132	0.14363	0.0914289	0.0764668	0.101628	0.082251	0.125559	0.120356	0.122472	0.115265	0.116832	0.0722792	0.0846462	0.0871896	0.171836	0.0163953	0.0202498	0.0197372	0.0372008	0.0294854	0.0596154	0.0295601	0.0116713	0.0263579	0.0473549	0.0295842	0.0162195	0.0494321	0.023878	0.0739494	0.0311044	0.0371476	0.0352252	0.0533352	0.0171249	0.221945	0.28599	0.104389	0.387676	3.082084
1163	1	-15383.2	-15398.1	14.8975	0.137747	0.104933	0.0871194	0.0826332	0.102381	0.072346	0.106597	0.0924661	0.124219	0.171038	0.0974588	0.0763948	0.0913769	0.119317	0.0894944	0.108802	0.127548	0.102131	0.110264	0.095017	0.105245	0.0892426	0.141402	0.0439095	0.0388709	0.029792	0.0287961	0.0861985	0.0438102	0.0351775	0.0214569	0.0292869	0.0395336	0.0201667	0.0134596	0.020837	0.037947	0.0393624	0.0776029	0.0254389	0.0516402	0.0285063	0.0313697	0.218225	0.300899	0.0962775	0.384598	3.178334
1164	0	-15369	-15384.1	15.1381	0.131551	0.10505	0.104386	0.0945824	0.101489	0.0811208	0.146669	0.0713839	0.0892808	0.188209	0.0697365	0.0849047	0.100912	0.0870847	0.12052	0.127179	0.113008	0.117031	0.102561	0.077793	0.0802296	0.0905697	0.182881	0.0288023	0.0217476	0.0383787	0.0505182	0.020326	0.0522029	0.0328976	0.0213582	0.0135491	0.0464375	0.0284578	0.00991491	0.0505024	0.0333267	0.0646632	0.0321368	0.0305691	0.0474276	0.0452784	0.0176429	0.211863	0.30191	0.10321	0.383018	3.154269
1165	1	-15375.3	-15390.7	15.4404	0.136625	0.103161	0.107403	0.091608	0.086944	0.0833596	0.120325	0.084497	0.0993464	0.172569	0.0859337	0.076326	0.103043	0.0999312	0.106634	0.0995685	0.110519	0.103759	0.122349	0.0686761	0.0840592	0.0940494	0.146563	0.0443199	0.0374557	0.0379279	0.0197055	0.0939128	0.0438368	0.0379933	0.0211481	0.0375615	0.0457782	0.0141994	0.0154234	0.0394599	0.0341232	0.0235951	0.0596996	0.0200641	0.0513109	0.0261216	0.033153	0.219659	0.311831	0.103554	0.364956	3.12404
1166	0	-15380.2	-15394.9	14.6965	0.113089	0.0807682	0.096685	0.108743	0.11057	0.0958915	0.125726	0.0719245	0.0828884	0.166967	0.0872145	0.0943721	0.0962027	0.10913	0.116541	0.154499	0.131329	0.114241	0.120561	0.0741915	0.0912193	0.0853318	0.180681	0.0363429	0.0300067	0.0224472	0.0354303	0.018581	0.0525722	0.0375922	0.0100126	0.0125391	0.0556114	0.0181574	0.0120624	0.0312839	0.0450804	0.0844732	0.021472	0.0431074	0.0562882	0.0374752	0.0291336	0.212903	0.315895	0.104872	0.36633	3.198436
1167	1	-15378.2	-15392.5	14.3217	0.155389	0.0969468	0.0962156	0.0942056	0.121329	0.0659346	0.127102	0.0777596	0.0988582	0.193893	0.0955316	0.0783095	0.0967403	0.082486	0.108721	0.130392	0.130031	0.129969	0.125281	0.0856065	0.104539	0.077953	0.173366	0.0574395	0.047269	0.0294618	0.0164831	0.0634493	0.0547632	0.0359033	0.01607	0.0273243	0.0362802	0.0188079	0.0143515	0.026167	0.0164272	0.0345957	0.0667239	0.0231838	0.0447264	0.0256262	0.0342966	0.218134	0.312043	0.10607	0.363753	3.23591
1168	0	-15375.5	-15389.8	14.3537	0.135006	0.0858125	0.123095	0.108743	0.102954	0.0767728	0.142247	0.0891575	0.0895973	0.163732	0.0891721	0.0713277	0.105116	0.0760642	0.115154	0.136648	0.123061	0.114741	0.119909	0.0776357	0.0812137	0.0711838	0.159849	0.0236188	0.0264206	0.0411655	0.0436166	0.0385191	0.0491549	0.0421103	0.0129509	0.0311109	0.0363484	0.0270825	0.0250821	0.0622608	0.0552407	0.0661395	0.0375789	0.0360333	0.050911	0.048111	0.0210693	0.216138	0.297747	0.105142	0.380973	3.232715
1169	1	-15372.8	-15387.6	14.7944	0.132268	0.105292	0.0945035	0.109376	0.0952169	0.0813718	0.140812	0.0923191	0.101239	0.170784	0.0846048	0.0737455	0.0990897	0.103118	0.107674	0.107831	0.119957	0.0975589	0.115636	0.0895134	0.111558	0.0726224	0.178117	0.0416274	0.0393006	0.0262897	0.020359	0.102086	0.0352206	0.0351746	0.0306071	0.0349838	0.0363888	0.015896	0.0142903	0.026702	0.0277126	0.0307321	0.0411401	0.0301567	0.045661	0.0268271	0.0432776	0.225273	0.307713	0.0962958	0.370718	3.188641
1170	0	-15375.7	-15390.6	14.8417	0.129769	0.101195	0.106615	0.0965063	0.106869	0.100906	0.129007	0.0812751	0.102805	0.166375	0.0808542	0.078448	0.118755	0.0896744	0.110575	0.112858	0.118024	0.101275	0.137653	0.0797464	0.0795957	0.0882115	0.159084	0.0407277	0.0184826	0.0319755	0.036492	0.0234368	0.0392104	0.0368796	0.0098413	0.0300294	0.0678837	0.0270825	0.0148567	0.0685196	0.0371097	0.057989	0.0316903	0.0421938	0.0319362	0.0357641	0.0257378	0.218174	0.306901	0.110247	0.364678	3.183917
1171	1	-15379	-15394	14.9959	0.112685	0.0810667	0.111244	0.125238	0.102042	0.0641396	0.126314	0.0898765	0.0868874	0.170774	0.0882541	0.0846374	0.0861899	0.0963775	0.101394	0.117919	0.135573	0.0860835	0.126556	0.101874	0.0943675	0.103369	0.166953	0.0433616	0.037562	0.0296706	0.0347935	0.0756129	0.038271	0.050706	0.0236393	0.0328716	0.0436361	0.0107803	0.0144831	0.0255905	0.0260463	0.0399113	0.0673305	0.019042	0.0455492	0.0265404	0.0232781	0.2195	0.291081	0.100097	0.389323	3.16849
1172	0	-15373.9	-15389.8	15.8586	0.132843	0.083465	0.0894844	0.0968556	0.100206	0.0903673	0.121907	0.0849484	0.0904332	0.152687	0.0770451	0.0683759	0.1172	0.0812509	0.110575	0.132415	0.103114	0.125801	0.105822	0.0588306	0.0869529	0.0800696	0.195941	0.0204352	0.0159974	0.0323719	0.0399582	0.0308009	0.0401113	0.0395443	0.0254254	0.0177635	0.0527919	0.038245	0.0163801	0.0476316	0.0390986	0.0645556	0.0185319	0.0486149	0.0360046	0.0430648	0.028306	0.217166	0.300203	0.1071	0.37553	3.082222
1173	1	-15382.7	-15397.4	14.6963	0.116165	0.11837	0.120092	0.1142	0.136374	0.0815914	0.12369	0.091367	0.0972689	0.158393	0.0870585	0.0884336	0.106918	0.100523	0.109632	0.116205	0.11751	0.112224	0.111786	0.0676439	0.0781549	0.0709254	0.139068	0.0482565	0.0386238	0.024534	0.0339854	0.0757515	0.0384466	0.0578292	0.0254808	0.0365412	0.0324294	0.00651244	0.0222939	0.0267291	0.0260463	0.0294435	0.0409475	0.0272187	0.0827768	0.0289156	0.0320944	0.225677	0.298786	0.103506	0.372031	3.19845
1174	0	-15368.9	-15384.9	15.9845	0.121047	0.112476	0.103757	0.0982054	0.0986961	0.0699116	0.125989	0.0866534	0.0883954	0.176659	0.0822577	0.0850072	0.0952486	0.0866979	0.0949918	0.124067	0.12806	0.113273	0.122932	0.0776874	0.0757564	0.0699368	0.149115	0.0209646	0.0161008	0.0363867	0.0357042	0.0207474	0.0593911	0.0315318	0.0135426	0.0182125	0.054601	0.0281431	0.00914681	0.0348376	0.0268312	0.0848476	0.0217679	0.0492395	0.032707	0.0517595	0.0363504	0.209328	0.305665	0.106974	0.378034	3.069634
1175	1	-15377	-15391.7	14.6978	0.14128	0.117547	0.107022	0.101747	0.118671	0.0756304	0.115266	0.101803	0.0850764	0.152284	0.0820206	0.0869339	0.0911856	0.0902576	0.103041	0.111127	0.13053	0.125975	0.1271	0.0883629	0.0683284	0.0914395	0.135224	0.0502337	0.0416968	0.0353683	0.0177941	0.073525	0.0364779	0.0440446	0.0302748	0.0436224	0.034852	0.0188471	0.022582	0.0218473	0.0278682	0.0451863	0.0452321	0.0172048	0.064194	0.03817	0.0414298	0.221392	0.302124	0.0992269	0.377257	3.198304
1176	0	-15380.9	-15395.4	14.5087	0.110584	0.117227	0.102632	0.11894	0.108769	0.0761362	0.151481	0.0593711	0.0945884	0.18189	0.0808084	0.0815512	0.123991	0.110195	0.111643	0.129946	0.150719	0.123065	0.12729	0.0676115	0.0810293	0.0798966	0.14205	0.0183726	0.0297495	0.0276716	0.0489714	0.0233128	0.0496118	0.0471234	0.0245512	0.029278	0.0460725	0.0141634	0.011782	0.0358221	0.0385609	0.0721416	0.00909925	0.0364106	0.0321722	0.0493879	0.0415413	0.225901	0.284729	0.103323	0.386047	3.217209
1177	1	-15382	-15398.4	16.4018	0.128521	0.0900873	0.106914	0.128939	0.098257	0.079831	0.124933	0.0780939	0.0873387	0.153152	0.0805445	0.062247	0.107575	0.0905855	0.109607	0.134538	0.11903	0.0950118	0.110758	0.0563366	0.0741308	0.0763733	0.161329	0.0368358	0.0494308	0.0390544	0.0182376	0.0712981	0.036391	0.0468464	0.025574	0.0267972	0.0323221	0.0162459	0.0229845	0.0159756	0.0258166	0.0234451	0.0435089	0.0164119	0.0680082	0.0292795	0.0293081	0.218988	0.279646	0.0996702	0.401696	3.027906
1178	0	-15374.6	-15390	15.3814	0.132533	0.0953423	0.0850991	0.108047	0.109377	0.094605	0.120168	0.0844434	0.0913682	0.148335	0.0750067	0.0707394	0.094625	0.0783479	0.137421	0.134085	0.13819	0.112939	0.11253	0.0734829	0.0710984	0.0755757	0.180704	0.0210082	0.0280843	0.0314421	0.042286	0.0251415	0.0319454	0.0260514	0.0100698	0.0330214	0.0392305	0.0320724	0.0223659	0.0477533	0.0490778	0.0856756	0.0351257	0.0309129	0.0486569	0.0446647	0.0212951	0.224553	0.283294	0.104402	0.387751	3.129944
1179	1	-15375.3	-15389.7	14.3932	0.138351	0.107701	0.0918192	0.111424	0.106249	0.081299	0.151529	0.0864256	0.113015	0.173994	0.0827922	0.0737803	0.0910346	0.0930315	0.111993	0.118135	0.143919	0.119835	0.118386	0.0952132	0.0893726	0.087882	0.158585	0.0382429	0.0495546	0.0263108	0.0194284	0.0784742	0.0401813	0.052586	0.0226656	0.0233744	0.0400292	0.00710177	0.0233253	0.0107996	0.0167474	0.0430699	0.0647812	0.0219718	0.0448212	0.0316486	0.0278839	0.21289	0.301025	0.104894	0.381191	3.228764
1180	0	-15372.5	-15388.2	15.7345	0.124229	0.0875359	0.0940098	0.108047	0.105751	0.079352	0.106177	0.0762563	0.0961747	0.163091	0.0767001	0.0773251	0.108223	0.122721	0.103878	0.112039	0.0956325	0.110368	0.120946	0.0671043	0.0936109	0.0833526	0.171002	0.0326303	0.0279938	0.0295657	0.0503427	0.0237026	0.039727	0.0314396	0.0284796	0.0305167	0.053598	0.0270277	0.0178065	0.0507901	0.0375088	0.0638092	0.0313184	0.0272122	0.0402057	0.0504601	0.0169745	0.211742	0.317656	0.103551	0.367052	3.094635
1181	1	-15374	-15388	13.9472	0.129063	0.114786	0.0930416	0.0978442	0.127892	0.0795091	0.128084	0.0818354	0.0978009	0.162079	0.0917885	0.0794535	0.1071	0.0900246	0.114264	0.103075	0.130863	0.11447	0.121032	0.0712623	0.0917519	0.103034	0.183588	0.0339834	0.0474359	0.0351231	0.0180574	0.0774242	0.0372084	0.0491029	0.0324193	0.0264017	0.0296445	0.0114962	0.0242505	0.0248789	0.0382427	0.0438801	0.0731175	0.023375	0.0627675	0.0316486	0.0392661	0.220545	0.308587	0.100204	0.370664	3.273366
1182	0	-15382.8	-15397.9	15.1023	0.153721	0.0847619	0.100719	0.0765187	0.122593	0.0856261	0.150896	0.0704044	0.0908059	0.159646	0.0734332	0.0759866	0.0912707	0.0723235	0.107366	0.124145	0.111655	0.0984097	0.112863	0.0914806	0.0825497	0.0833526	0.193236	0.0157953	0.0106936	0.0296638	0.0445737	0.0202962	0.051475	0.0343242	0.0144346	0.0305167	0.0525739	0.0310237	0.0252244	0.0503008	0.0593573	0.0794743	0.0337579	0.0309382	0.0489437	0.0463844	0.0343351	0.210747	0.312393	0.105697	0.371162	3.157851
1183	1	-15377.6	-15392.8	15.1489	0.114267	0.117488	0.105903	0.10485	0.115135	0.0863907	0.128084	0.0722769	0.0965044	0.150142	0.0777833	0.089044	0.0957101	0.103259	0.089217	0.0891777	0.112451	0.112009	0.116575	0.0740783	0.0943124	0.0825498	0.166104	0.0647112	0.0611103	0.0273164	0.0264237	0.0930447	0.0310007	0.0562264	0.0259112	0.0235366	0.032745	0.0185154	0.0242505	0.0221072	0.0279451	0.0357309	0.0569412	0.0322357	0.0372451	0.0236221	0.0392661	0.203516	0.314632	0.110656	0.371196	3.153198
1184	0	-15370.9	-15385.3	14.4038	0.126329	0.0984057	0.107534	0.107507	0.101626	0.079902	0.149579	0.0819137	0.10175	0.183863	0.0641743	0.0824659	0.106743	0.0921355	0.123128	0.133459	0.133797	0.108536	0.109404	0.0808843	0.0915916	0.10417	0.172633	0.0267322	0.0228017	0.0360617	0.0580581	0.0185584	0.0438251	0.0309411	0.0144346	0.023682	0.0425395	0.0261495	0.0157116	0.047575	0.0391993	0.0922533	0.0291486	0.0278032	0.0499391	0.0349515	0.00580622	0.215947	0.301847	0.102126	0.380081	3.227704
1185	1	-15384.7	-15399.5	14.7276	0.13612	0.0954882	0.10871	0.0954698	0.100415	0.0817731	0.128084	0.0715424	0.0932115	0.143176	0.0753538	0.064341	0.120835	0.0898226	0.132781	0.136238	0.115269	0.109993	0.125856	0.103783	0.0843674	0.112197	0.158499	0.0411415	0.0424469	0.0297559	0.0357752	0.0775693	0.0457539	0.0526969	0.0205513	0.0352654	0.0350854	0.0127577	0.0322278	0.018322	0.0228433	0.0318836	0.059891	0.0126984	0.0416116	0.0244455	0.0392787	0.208777	0.312625	0.107395	0.371203	3.195328
1186	0	-15373.6	-15388.7	15.0765	0.126139	0.106785	0.109234	0.0959352	0.111863	0.0855155	0.115974	0.0875537	0.0918875	0.163929	0.0785013	0.0782208	0.103356	0.0904841	0.090283	0.128235	0.133118	0.108499	0.11216	0.0842875	0.0874045	0.0795648	0.171962	0.0157595	0.0300879	0.0454049	0.0485825	0.0152209	0.0497826	0.0460704	0.0144463	0.0353853	0.0530891	0.023937	0.0198907	0.0485897	0.0280333	0.0763084	0.0339602	0.0361563	0.0477203	0.0361482	0.0149678	0.216526	0.290842	0.0913518	0.401281	3.160433
1187	1	-15381.1	-15397.2	16.0468	0.121928	0.11461	0.101469	0.0992627	0.0940731	0.0785329	0.124344	0.0552125	0.0853294	0.169324	0.0749989	0.0704847	0.0809987	0.0746029	0.104334	0.108463	0.122573	0.116507	0.121176	0.0801696	0.0952423	0.0740421	0.162974	0.0512047	0.0506902	0.0294397	0.0350328	0.072491	0.0370285	0.0492402	0.0142486	0.0309773	0.0299411	0.0340351	0.0183155	0.030396	0.0216379	0.0243426	0.0560824	0.0238779	0.0682839	0.0285744	0.0269135	0.21699	0.298321	0.106796	0.377893	3.063406
1188	0	-15386.9	-15400	13.0721	0.141023	0.0937273	0.117949	0.0961807	0.125636	0.0952921	0.151505	0.0699057	0.121614	0.153129	0.099617	0.0923846	0.108882	0.0903102	0.105663	0.105097	0.142311	0.116066	0.117428	0.0959387	0.090807	0.102509	0.174397	0.0233081	0.0386214	0.0441746	0.0473124	0.0219146	0.0374116	0.0290089	0.0207986	0.0303026	0.068783	0.0274437	0.0244339	0.063759	0.0248776	0.0813073	0.0300182	0.0329754	0.0580829	0.0323987	0.0165656	0.221243	0.299656	0.104817	0.374285	3.36087
1189	1	-15377.6	-15392.6	15.0309	0.112916	0.09899	0.101551	0.103643	0.103824	0.073938	0.123166	0.078735	0.0964378	0.171772	0.0918123	0.080225	0.0761661	0.0904893	0.113796	0.118652	0.137913	0.117437	0.14083	0.0745839	0.0835732	0.0716514	0.155393	0.042368	0.0463499	0.0249017	0.0217932	0.0658247	0.0419424	0.0526378	0.0394168	0.0249001	0.0406034	0.016366	0.0186883	0.0331336	0.0187238	0.0275712	0.0546207	0.0193985	0.0832603	0.0288881	0.0461117	0.219601	0.290707	0.099187	0.390505	3.164994
1190	0	-15372.5	-15387.4	14.9507	0.120345	0.109116	0.0966472	0.0961807	0.104352	0.0829232	0.1117	0.0887014	0.0807177	0.165072	0.0690542	0.0818659	0.0958674	0.087832	0.0995873	0.117865	0.127313	0.107532	0.125371	0.0669501	0.0864081	0.0918582	0.161691	0.0340475	0.0337102	0.0290014	0.0417248	0.020052	0.0500282	0.043899	0.018353	0.0347099	0.0669098	0.0390224	0.0280408	0.0627167	0.0399641	0.0838721	0.0359362	0.028666	0.0426527	0.0323987	0.032358	0.216181	0.307172	0.0987456	0.377901	3.173013
1191	1	-15376.6	-15392.4	15.8062	0.111159	0.119373	0.0971122	0.0773794	0.110755	0.0672355	0.108953	0.0967332	0.0931245	0.155188	0.068198	0.0838334	0.0985601	0.102013	0.110196	0.102286	0.147389	0.0998681	0.104031	0.0759326	0.0749234	0.096359	0.177045	0.045347	0.0414073	0.0219319	0.0248346	0.0758998	0.0439822	0.0437203	0.0319926	0.0224119	0.0336171	0.0108063	0.0162266	0.0177345	0.0283673	0.031442	0.0481573	0.0362637	0.0638661	0.0342709	0.037535	0.222947	0.289497	0.0958452	0.391711	3.087463
1192	0	-15371	-15385.9	14.8563	0.108054	0.107786	0.105217	0.106163	0.104352	0.0914174	0.121443	0.0861856	0.104471	0.171466	0.0656844	0.0718673	0.0962006	0.0900474	0.110705	0.11888	0.132844	0.116756	0.129677	0.0768753	0.0897079	0.0914721	0.138049	0.0187115	0.0366828	0.0332317	0.0381309	0.0371305	0.041093	0.049354	0.0198432	0.0338116	0.0444398	0.0314954	0.0280408	0.0541566	0.0313019	0.0818174	0.0221518	0.0458502	0.036756	0.0388636	0.024267	0.215561	0.298614	0.0995789	0.386246	3.18245
1193	1	-15389.9	-15405.1	15.182	0.116742	0.110851	0.119269	0.0896018	0.131219	0.0793243	0.13475	0.0830156	0.0953878	0.121398	0.0861967	0.0906892	0.0857466	0.088218	0.103295	0.107996	0.148899	0.105678	0.0954992	0.0802215	0.102402	0.0777419	0.134204	0.0548802	0.0381221	0.0427262	0.0237949	0.0812515	0.0432368	0.0515493	0.0251822	0.0319568	0.0421847	0.0137153	0.028132	0.0129842	0.00686688	0.0454527	0.0579652	0.0246859	0.0589968	0.0302899	0.047563	0.235622	0.290296	0.104042	0.370039	3.149882
1194	0	-15377.7	-15394.1	16.3746	0.144247	0.0963582	0.0814713	0.0996134	0.109487	0.0686483	0.126133	0.0699636	0.0920439	0.163838	0.0702401	0.0906997	0.0953924	0.0803154	0.100432	0.116847	0.128366	0.0924737	0.101633	0.0687058	0.0830136	0.0825762	0.138504	0.0160979	0.0430544	0.0384442	0.0409751	0.021	0.0683783	0.0346501	0.0151249	0.0243812	0.0587406	0.0193995	0.0158629	0.0480789	0.0377458	0.0879727	0.0332984	0.0362749	0.0235766	0.0441717	0.0223964	0.232271	0.291477	0.0992393	0.377013	3.030625
1195	1	-15384.9	-15399.3	14.3998	0.140583	0.0899829	0.0981257	0.12464	0.105971	0.076933	0.126237	0.0892785	0.0889717	0.176276	0.0711011	0.0779634	0.104945	0.0848024	0.114969	0.117784	0.134386	0.139468	0.123304	0.0746404	0.0826897	0.100008	0.133975	0.0549253	0.0646172	0.0407572	0.0206411	0.0748568	0.0408938	0.0560981	0.0267815	0.0310281	0.0366749	0.019865	0.037616	0.015144	0.0219983	0.0303149	0.0798762	0.00758586	0.0450706	0.0206766	0.0256488	0.21464	0.30613	0.110215	0.369015	3.228106
1196	0	-15381.9	-15397.8	15.8243	0.120192	0.101663	0.0977595	0.093787	0.116534	0.0623254	0.114145	0.0800842	0.101874	0.172768	0.0888419	0.0982148	0.0909926	0.0913185	0.0865063	0.131567	0.124539	0.0973837	0.105878	0.0603909	0.0856284	0.0667029	0.151388	0.0248564	0.0243849	0.0264112	0.0517859	0.0287375	0.0481629	0.0358157	0.00995207	0.0325208	0.062074	0.0232461	0.0183684	0.0670782	0.0329557	0.0744621	0.0239461	0.0208041	0.0573148	0.0614637	0.0208263	0.227676	0.280892	0.104406	0.387026	3.085651
1197	1	-15381.3	-15397.1	15.78	0.141824	0.100497	0.100438	0.0785922	0.120514	0.0722157	0.106591	0.091664	0.0877219	0.158575	0.0744891	0.0841337	0.0935935	0.0932406	0.0855204	0.123129	0.131793	0.107581	0.139824	0.0601856	0.0779172	0.070727	0.1557	0.0422451	0.0325906	0.031686	0.0273159	0.0696726	0.0435758	0.0609274	0.0174088	0.0207476	0.0580104	0.0319569	0.0245029	0.026785	0.0149418	0.0327935	0.0609225	0.026101	0.0471412	0.0296524	0.0346422	0.217275	0.309303	0.101545	0.371877	3.090088
