Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
2970	-14005	-14009.6	4.63205	1.769452	0.19215	0.0913652	0.121401	0.120972	0.159249	0.0984643	0.172548	0.098521	0.113553	0.245252	0.0852183	0.101563	0.106464	0.103828	0.148731	0.112977	0.15524	0.177558	0.155564	0.0742994	0.108612	0.0750593	0.232006	0.0655643	0.0510986	0.0183948	0.0643944	0.0417227	0.127424	0.0711631	0.058386	0.0417654	0.0399349	0.0179723	0.0147729	0.0365317	0.0924601	0.00810669	0.0058131	0.0445542	0.0486565	0.0212613	0.0321876	0.26411	0.628022	1.06298	2.04488	0.197934	0.381336	0.0963063	0.324424	0.3760154	3.95276
2980	-13981	-13985.4	4.42046	1.93856	0.18471	0.117339	0.135012	0.118074	0.125494	0.093064	0.149754	0.10576	0.0989668	0.245361	0.102041	0.0928413	0.115839	0.138109	0.127841	0.153986	0.209234	0.150977	0.134721	0.0896465	0.123373	0.106375	0.222645	0.0773758	0.0225823	0.0115098	0.0440469	0.0789331	0.130635	0.0320885	0.0785542	0.0729434	0.0395601	0.0256865	0.00625555	0.043208	0.0416979	0.0107914	0.0305818	0.022233	0.0256926	0.0194605	0.0360635	0.285829	0.648317	1.06837	1.99748	0.210192	0.366674	0.095189	0.327944	0.3735342	3.991063
2990	-13987.9	-13991.4	3.43872	1.495296	0.180617	0.0802211	0.125766	0.118273	0.169585	0.0763222	0.149825	0.0870685	0.124236	0.26546	0.0847191	0.0949364	0.133861	0.117847	0.165543	0.146901	0.17298	0.149621	0.178591	0.0658596	0.11278	0.0962576	0.277115	0.0364322	0.0330322	0.0193943	0.0779397	0.0708406	0.0973271	0.0479264	0.0986122	0.0783066	0.0222318	0.0333619	0.00709325	0.0338369	0.0567836	0.0160531	0.00802999	0.0487046	0.0173915	0.0278915	0.0285639	0.224595	0.587771	1.05014	2.13749	0.204196	0.378883	0.0882305	0.32869	0.3758382	4.03414
3000	-13992.3	-13996	3.64006	1.511459	0.196267	0.0971634	0.101317	0.107348	0.158798	0.0707601	0.172032	0.103817	0.125477	0.185347	0.100984	0.110219	0.119276	0.0951104	0.144591	0.188698	0.158562	0.147734	0.159694	0.0716539	0.122739	0.103837	0.246299	0.0472538	0.0253517	0.048311	0.0587095	0.081365	0.131857	0.0391819	0.0836347	0.0642558	0.0318986	0.0197576	0.0133824	0.0349328	0.0458448	0.00332036	0.0296895	0.0492706	0.0247128	0.0608858	0.0353325	0.227087	0.590453	1.05109	2.13137	0.198292	0.388167	0.089075	0.324467	0.3731853	4.016675
3010	-13987.9	-13991.4	3.53489	1.560681	0.168392	0.108983	0.104178	0.120973	0.164775	0.0817666	0.190861	0.107558	0.1252	0.171372	0.0828547	0.108546	0.13388	0.127932	0.158659	0.136009	0.186176	0.154725	0.131515	0.0936036	0.0914328	0.0823607	0.225743	0.0797221	0.0451324	0.0365984	0.0508798	0.0572445	0.1515	0.0416698	0.0738918	0.0993311	0.0339654	0.0169391	0.0157026	0.0562661	0.0296064	0.0213034	0.0357857	0.0479872	0.0304292	0.0293593	0.0241403	0.234546	0.598355	1.05379	2.1133	0.203321	0.383056	0.0905571	0.323067	0.3703505	4.03495
3020	-13994.4	-13999.2	4.73703	1.676564	0.178569	0.125736	0.117148	0.0949668	0.13325	0.0953434	0.147213	0.0739782	0.100519	0.209524	0.0975433	0.0884728	0.0956334	0.109812	0.179813	0.158148	0.178684	0.166878	0.169654	0.0477452	0.121554	0.0690798	0.226271	0.059926	0.0755049	0.0263098	0.059853	0.0843376	0.128597	0.018543	0.0557222	0.0757899	0.0449206	0.0420541	0.00346775	0.042146	0.0722782	0.0173442	0.0316841	0.0360164	0.0170736	0.0158442	0.0380504	0.251355	0.61553	1.0593	2.07381	0.216547	0.366151	0.0915542	0.325747	0.3927293	3.930999
3030	-13984.3	-13986.6	2.27969	1.610312	0.212054	0.111688	0.135287	0.125064	0.141246	0.084935	0.200369	0.0947623	0.11368	0.254033	0.106457	0.0896408	0.13426	0.108214	0.121722	0.154299	0.164034	0.166878	0.191175	0.0709749	0.123827	0.0960453	0.224606	0.0895976	0.0342926	0.016223	0.0512248	0.0753834	0.135258	0.040419	0.0950621	0.066022	0.0347912	0.0181864	0.0299629	0.0529062	0.034289	0.0138639	0.0100782	0.0590712	0.0351347	0.016848	0.0338963	0.241871	0.605944	1.05629	2.09589	0.203194	0.371923	0.0884952	0.336387	0.367018	4.167762
3040	-13985.9	-13988.2	2.24819	1.57406	0.169109	0.109624	0.136494	0.144422	0.163521	0.104869	0.171291	0.104017	0.117382	0.218429	0.079726	0.111598	0.127484	0.113127	0.150984	0.168474	0.193481	0.152468	0.148211	0.0906481	0.111971	0.105964	0.244008	0.0905384	0.0486192	0.0024303	0.0738609	0.0633332	0.125818	0.0339857	0.0875056	0.0889913	0.0150148	0.0318727	0.0202777	0.0588197	0.0468372	0.0202971	0.0187888	0.0135354	0.03009	0.0207346	0.0369875	0.23654	0.600437	1.05449	2.10853	0.221009	0.366669	0.0955573	0.316764	0.346403	4.165637
3050	-13984.4	-13989.1	4.789	1.376985	0.173509	0.103699	0.125034	0.124507	0.125196	0.103253	0.167006	0.0940904	0.0988658	0.246435	0.0886711	0.121203	0.0994335	0.114634	0.126564	0.153989	0.175797	0.144566	0.157595	0.0765706	0.107482	0.0743583	0.243866	0.112915	0.0176279	0.0151767	0.0616467	0.0599257	0.115162	0.0336845	0.0748237	0.0689524	0.0235338	0.0244371	0.0202777	0.0206622	0.0505799	0.0040029	0.0165375	0.0307792	0.0152765	0.0208865	0.0443184	0.205678	0.566712	1.0423	2.18531	0.224842	0.358875	0.0825548	0.333728	0.3660539	3.877533
3060	-13988	-13990.2	2.21069	1.588756	0.174918	0.115315	0.124905	0.119123	0.141266	0.0969363	0.163155	0.10346	0.111937	0.280076	0.106099	0.102904	0.136426	0.115626	0.153132	0.169932	0.160979	0.185713	0.1417	0.108143	0.101732	0.0889402	0.239158	0.0860052	0.0124384	0.0267559	0.0621647	0.0514359	0.151503	0.0609384	0.0670102	0.090546	0.0420908	0.0291361	0.00809002	0.0612643	0.031535	0.0207535	0.0338071	0.0196895	0.0117986	0.0213592	0.0416583	0.238713	0.602693	1.05523	2.10336	0.209315	0.379246	0.0814212	0.330019	0.371794	4.171557
3070	-13988.4	-13993.7	5.36849	1.683199	0.165346	0.0971754	0.113244	0.106222	0.153843	0.0991411	0.16583	0.102665	0.128943	0.249176	0.0748655	0.10139	0.107603	0.0874621	0.148091	0.148066	0.156517	0.173288	0.158193	0.0768382	0.123911	0.0906151	0.254233	0.0485817	0.0366447	0.0196574	0.0518065	0.0296551	0.130162	0.0278651	0.0615274	0.080017	0.0295222	0.0334214	0.000154727	0.0225806	0.031535	0.01622	0.0360726	0.0331492	0.0487359	0.022455	0.0262838	0.252287	0.616458	1.05959	2.07167	0.205448	0.39127	0.0896015	0.313681	0.3939448	3.868706
3080	-13982.1	-13986	3.86745	1.845275	0.17309	0.101663	0.123415	0.144515	0.160659	0.108065	0.170447	0.0870426	0.147498	0.217384	0.0793135	0.109845	0.110172	0.118736	0.134901	0.147984	0.180329	0.150739	0.141275	0.0654047	0.0862878	0.112438	0.226916	0.0825268	0.0499772	0.013165	0.0518065	0.0683235	0.130162	0.0200052	0.0707118	0.080017	0.0538823	0.0259004	0.0229595	0.0407533	0.0472826	0.0241071	0.0231902	0.029408	0.0307501	0.022383	0.0519672	0.274078	0.637483	1.06559	2.02285	0.210867	0.37632	0.0907729	0.322041	0.3870287	4.037401
3090	-13985.3	-13987.3	1.9943	1.701665	0.169978	0.125728	0.135757	0.131994	0.145005	0.110707	0.209608	0.106452	0.11097	0.219485	0.0961318	0.10933	0.11268	0.144278	0.166379	0.143749	0.18621	0.164189	0.153229	0.0965926	0.103294	0.0968802	0.250554	0.0825268	0.0415942	0.00910136	0.0825183	0.0653063	0.106371	0.0485103	0.0669382	0.102654	0.0273797	0.0346031	0.00619057	0.0531989	0.0446686	0.0128748	0.005105	0.0454423	0.0263582	0.0304806	0.0274553	0.254863	0.61901	1.06036	2.06577	0.204731	0.378136	0.0908714	0.326261	0.3713752	4.20846
3100	-13979.3	-13981	1.70771	1.732583	0.224343	0.126821	0.158207	0.143985	0.12859	0.0925985	0.166155	0.091597	0.108643	0.22202	0.110109	0.109332	0.133125	0.130516	0.168648	0.177434	0.181771	0.188152	0.181484	0.0763601	0.123986	0.102871	0.253088	0.0638354	0.0420584	0.0163547	0.0494761	0.0695561	0.131076	0.0232955	0.0726851	0.0927874	0.0452186	0.0207214	0.00801557	0.0282936	0.0474368	0.0142275	8.283e-05	0.0372666	0.0253169	0.0298847	0.0234697	0.259121	0.623189	1.06159	2.0561	0.206146	0.380854	0.0886283	0.324372	0.388337	4.240896
3110	-13986.6	-13991.3	4.77526	1.665444	0.201719	0.0995984	0.115398	0.108646	0.135633	0.112141	0.17917	0.123796	0.138529	0.192774	0.107899	0.11134	0.107733	0.119028	0.140931	0.15504	0.144227	0.181617	0.162235	0.0597648	0.111523	0.0806502	0.206854	0.0618197	0.0299628	0.0206177	0.0533494	0.0549967	0.1457	0.0227387	0.0726984	0.0658098	0.0217787	0.0369726	0.0207208	0.0462379	0.0437054	0.0209036	0.00062991	0.0390542	0.0352937	0.0157793	0.0207113	0.249786	0.613963	1.05882	2.07743	0.208646	0.375755	0.0885439	0.327054	0.3936402	3.925728
3120	-13995.5	-13995	-0.567298	1.267093	0.247058	0.104081	0.154434	0.113482	0.179559	0.0895514	0.178872	0.105065	0.12147	0.284646	0.107899	0.112422	0.10992	0.112841	0.142811	0.179609	0.163207	0.153619	0.155715	0.150279	0.110058	0.114351	0.259817	0.0681583	0.0349837	0.0232819	0.0538735	0.0706986	0.139035	0.0341146	0.0513622	0.0909307	0.0223714	0.0506387	0.0322731	0.0426418	0.0670471	0.0198135	0.0011783	0.0390542	0.0315304	0.0265599	0.0390811	0.187001	0.544563	1.03321	2.23522	0.199504	0.396539	0.0802714	0.323686	0.337339	4.389394
3130	-13986.3	-13989.9	3.54533	1.733617	0.211597	0.119673	0.139452	0.151971	0.152304	0.0916483	0.138781	0.0795313	0.125856	0.211755	0.0856148	0.0934427	0.104664	0.116593	0.134931	0.179609	0.156835	0.153435	0.14361	0.0943489	0.124821	0.112975	0.225564	0.046672	0.0615891	0.035678	0.0538735	0.0933877	0.121386	0.0372889	0.0575665	0.0779136	0.0295011	0.0208897	0.036045	0.052539	0.0641159	0.0183722	0.00452659	0.0324274	0.0228401	0.0225208	0.019114	0.259262	0.623326	1.06163	2.05578	0.196638	0.381291	0.0898508	0.33222	0.3821295	4.057257
3140	-13992.7	-13995.7	2.97794	1.536873	0.228172	0.144404	0.139452	0.147397	0.1258	0.0895149	0.138869	0.0885901	0.109355	0.216649	0.0876193	0.119418	0.128445	0.162348	0.169867	0.168854	0.179977	0.150238	0.156259	0.0716009	0.105909	0.0845272	0.27758	0.0891665	0.0339358	0.0119721	0.0471377	0.0590356	0.104844	0.0318527	0.061022	0.0553526	0.0492775	0.0203148	0.0202563	0.0305377	0.0259696	0.0204069	0.00286265	0.0582492	0.0277244	0.0214045	0.0247916	0.230963	0.594581	1.05252	2.12194	0.211771	0.382094	0.0805992	0.325535	0.3920074	4.086961
3150	-13991.8	-13996.4	4.63181	1.524011	0.135635	0.145495	0.128008	0.141335	0.149958	0.0861464	0.137323	0.0914715	0.0954686	0.223735	0.0866178	0.101841	0.14773	0.101331	0.166367	0.165426	0.175578	0.145634	0.132859	0.100383	0.108811	0.0691453	0.230856	0.0891665	0.0466798	0.00915799	0.0364163	0.0727215	0.0787237	0.0080797	0.0733626	0.0770246	0.0230259	0.0370592	0.0162118	0.0444598	0.0568705	0.044214	0.0185772	0.0404444	0.0335002	0.0281783	0.0185033	0.229008	0.592505	1.0518	2.12669	0.184593	0.393866	0.0948268	0.326714	0.3885293	3.919531
3160	-13982	-13987.6	5.62308	1.600169	0.139308	0.133917	0.106771	0.0903045	0.146621	0.111985	0.157731	0.0764504	0.100454	0.211297	0.0766122	0.116736	0.107606	0.105896	0.158	0.147099	0.204304	0.141033	0.150018	0.0741945	0.126251	0.0954396	0.258384	0.0560752	0.0369953	0.0161137	0.0622751	0.0613835	0.126499	0.00703214	0.0616925	0.0740103	0.0287157	0.0175157	0.0226212	0.0238116	0.0342207	0.0173215	0.0242533	0.0403798	0.0290473	0.0238233	0.0317735	0.24039	0.604423	1.0558	2.09939	0.198807	0.376883	0.0903536	0.333957	0.3962529	3.831973
3170	-13986	-13987.7	1.68371	1.535759	0.181717	0.133917	0.125928	0.119372	0.119253	0.0994228	0.180701	0.0827957	0.122609	0.248532	0.098032	0.0985391	0.139575	0.115411	0.150915	0.175243	0.213225	0.152579	0.198939	0.0761494	0.0948398	0.0987336	0.292187	0.0611048	0.0292929	0.0206642	0.0523499	0.0583136	0.126499	0.0137401	0.088889	0.0748576	0.0346734	0.0173017	0.0348482	0.0648251	0.0313947	0.0426069	0.0184902	0.0489097	0.0292651	0.0211013	0.0284638	0.230794	0.594402	1.05245	2.12235	0.213879	0.372886	0.0907153	0.322519	0.3421758	4.216208
3180	-13993.5	-13994.5	1.03043	1.46645	0.189667	0.150019	0.152525	0.11628	0.144847	0.0903712	0.17395	0.0917868	0.12984	0.23743	0.0771016	0.114511	0.141216	0.123228	0.180542	0.201054	0.191177	0.152405	0.187183	0.102735	0.0838059	0.115503	0.25702	0.0751283	0.047744	0.00466593	0.0578383	0.04832	0.089956	0.0245151	0.0702295	0.0755684	0.0361189	0.0213256	0.0252578	0.0414273	0.063575	0.0373786	0.013758	0.0439251	0.0404072	0.0437986	0.00491079	0.220093	0.582875	1.04839	2.14864	0.206085	0.363294	0.0899056	0.340716	0.355578	4.270047
3190	-13989.1	-13993.2	4.13089	1.609674	0.154884	0.140886	0.107134	0.107927	0.143368	0.118162	0.164171	0.0835989	0.143003	0.240589	0.0955607	0.10282	0.124186	0.133013	0.151816	0.182507	0.167473	0.155295	0.162027	0.0844943	0.104356	0.0970047	0.203833	0.0669791	0.0413657	0.0214243	0.0403462	0.041626	0.11248	0.0269477	0.0681547	0.0599608	0.0354934	0.0352472	0.0303102	0.0508001	0.0279789	0.0195639	0.0294489	0.0397024	0.033771	0.0253049	0.00753404	0.241778	0.605849	1.05626	2.09611	0.197208	0.393686	0.0816779	0.327428	0.4091781	3.982551
3200	-13986.9	-13990.4	3.4186	1.41056	0.168493	0.12089	0.138224	0.123041	0.137229	0.109498	0.130494	0.083283	0.141786	0.242102	0.103074	0.108829	0.114373	0.0988975	0.116627	0.203259	0.192842	0.168474	0.123362	0.0904796	0.104409	0.0959459	0.267749	0.0596545	0.0350805	0.0218588	0.0306795	0.0618387	0.0681311	0.0196117	0.101176	0.072545	0.0404898	0.00174343	0.0220128	0.0410514	0.0529804	0.0210818	0.0204032	0.0552206	0.0426103	0.0246288	0.0449239	0.211169	0.572959	1.04471	2.17116	0.204555	0.378391	0.0879716	0.329081	0.3614876	4.021084
3210	-13992.9	-13993	0.0904391	1.475182	0.189135	0.138311	0.122861	0.0995078	0.151776	0.104447	0.17123	0.0900157	0.13838	0.243681	0.126815	0.108702	0.133833	0.141451	0.175698	0.193035	0.24455	0.202236	0.144647	0.0885882	0.106328	0.0834827	0.271265	0.0571841	0.0433777	0.045242	0.0227181	0.0766898	0.116223	0.0264407	0.067804	0.0812507	0.0565617	0.000604849	0.0220128	0.0398303	0.070028	0.00991935	0.0240051	0.0587669	0.0216183	0.027772	0.0275324	0.221463	0.584373	1.04893	2.14523	0.204882	0.382185	0.0875168	0.325417	0.3589255	4.365558
3220	-14001.4	-14003	1.60489	1.361256	0.185013	0.121863	0.146464	0.0985883	0.11379	0.0884256	0.150456	0.098683	0.0872939	0.197082	0.0829986	0.111063	0.133096	0.121484	0.16398	0.203528	0.219868	0.162945	0.139735	0.0860946	0.101026	0.0993627	0.252488	0.0551936	0.0340172	0.0259398	0.0526335	0.0675399	0.139717	0.0719382	0.106694	0.103005	0.0716904	0.000119616	0.0220128	0.0377	0.0482915	0.0308709	0.0262896	0.0196637	0.0334374	0.0320756	0.0486232	0.203072	0.563706	1.04112	2.19211	0.206693	0.388766	0.0826941	0.321848	0.3590664	4.192781
3230	-13989.8	-13992.3	2.50339	1.809138	0.179373	0.134019	0.109675	0.109993	0.135488	0.116784	0.145431	0.118215	0.0992024	0.211958	0.100011	0.123835	0.106638	0.136851	0.142809	0.197088	0.205176	0.155208	0.142554	0.092431	0.124113	0.108493	0.258145	0.0560384	0.0580725	0.0257993	0.0624625	0.0573485	0.139271	0.0425109	0.0933754	0.0660527	0.0430894	3.92681e-05	0.0112113	0.0708262	0.0482915	0.00822994	0.0258623	0.0355748	0.0202134	0.0268022	0.0254507	0.269376	0.633051	1.06439	2.03319	0.202099	0.380105	0.0905654	0.327231	0.3975808	4.170014
3240	-13991.8	-13994.3	2.44203	1.678275	0.182427	0.124273	0.121625	0.100158	0.144506	0.122781	0.17024	0.0913486	0.09759	0.260552	0.112259	0.121557	0.114104	0.107654	0.145936	0.175599	0.201821	0.156027	0.193344	0.0553919	0.114195	0.0983091	0.240701	0.0783376	0.0335664	0.0447082	0.0687228	0.0586085	0.137428	0.026055	0.0912513	0.0691231	0.0343441	0.000263221	0.01594	0.0318691	0.0525791	0.023599	0.0396919	0.0283654	0.0191956	0.0218904	0.0327818	0.251596	0.61577	1.05938	2.07326	0.208521	0.373937	0.0877756	0.329766	0.399512	4.16072
3250	-13994.2	-13996.8	2.54382	1.391887	0.135418	0.148291	0.138949	0.119795	0.147243	0.088912	0.179045	0.102913	0.115173	0.188506	0.107426	0.131784	0.124031	0.114726	0.131972	0.189224	0.143645	0.138449	0.171508	0.0703615	0.127708	0.100898	0.306056	0.0783376	0.0474872	0.016052	0.0553363	0.0457614	0.110188	0.0408764	0.0606172	0.0817638	0.0416532	0.009931	0.0236714	0.0322433	0.0769313	0.0288798	0.00381882	0.0401566	0.0217068	0.0381892	0.0293467	0.208128	0.569513	1.04339	2.17897	0.196815	0.386522	0.0943731	0.322289	0.3888466	4.10498
3260	-14001.4	-14003.6	2.26134	1.510637	0.200153	0.109857	0.175305	0.0987889	0.112452	0.122185	0.174889	0.100312	0.107489	0.235551	0.067394	0.0941191	0.116526	0.143308	0.166932	0.141915	0.204153	0.187684	0.194252	0.121836	0.133576	0.100946	0.261155	0.0536368	0.0354277	0.0125481	0.0483497	0.0496934	0.135705	0.0346891	0.0684288	0.0801463	0.0225564	0.0293416	0.0236714	0.0256997	0.0405979	0.0149672	0.0162909	0.0126224	0.0271037	0.0168514	0.0353061	0.226961	0.590317	1.05104	2.13168	0.210244	0.36448	0.086562	0.338714	0.3906958	4.154413
3270	-13983.9	-13986	2.16074	1.400635	0.15728	0.133266	0.109827	0.136375	0.151746	0.117446	0.159741	0.0806144	0.114971	0.225077	0.0942505	0.0954047	0.124863	0.126945	0.113516	0.161293	0.244691	0.154865	0.163272	0.102054	0.124459	0.118537	0.278768	0.0709234	0.03859	0.0315173	0.0684735	0.070767	0.11178	0.0197442	0.0683723	0.0898591	0.0238745	0.0192787	0.016347	0.0312286	0.0508399	0.0148653	0.011472	0.0203012	0.030939	0.0289788	0.0375655	0.209556	0.571136	1.04401	2.1753	0.202765	0.387297	0.0870297	0.322908	0.3618714	4.144978
3280	-13986.8	-13990.4	3.58924	1.617353	0.1748	0.118606	0.112007	0.104964	0.125875	0.0845976	0.159741	0.0848966	0.118895	0.243347	0.0755935	0.109183	0.124863	0.126945	0.196028	0.163858	0.243543	0.178039	0.113245	0.0891248	0.118653	0.0856466	0.222021	0.0745479	0.0445931	0.032158	0.0344395	0.0634717	0.142304	0.0244248	0.0822069	0.0764329	0.0249202	0.0196702	0.0140675	0.0452352	0.016431	0.0232456	0.0271961	0.0207254	0.0451433	0.0288796	0.0232336	0.242895	0.606992	1.05663	2.09348	0.213617	0.384832	0.0853728	0.316178	0.3724413	4.0378
3290	-13985.5	-13989	3.50332	1.549038	0.205777	0.104203	0.113223	0.128615	0.134225	0.111627	0.177744	0.0997474	0.10881	0.255873	0.0794404	0.110249	0.114018	0.0951922	0.146232	0.186259	0.195808	0.147174	0.128771	0.0992035	0.115534	0.107507	0.208804	0.109753	0.0328638	0.0434749	0.0528842	0.0468809	0.12203	0.0364267	0.0748149	0.0772213	0.0261214	0.0262105	0.0134754	0.0366418	0.0226087	0.010262	0.0173216	0.0168109	0.0266788	0.0289785	0.0408268	0.232799	0.59652	1.05318	2.1175	0.19319	0.377439	0.0989202	0.33045	0.3724413	4.036321
3300	-13986.4	-13988.6	2.14051	1.408524	0.196876	0.100605	0.130854	0.125785	0.124456	0.113147	0.161141	0.10492	0.134004	0.208894	0.0921262	0.103459	0.143511	0.127334	0.169687	0.169966	0.211288	0.149687	0.160212	0.0810121	0.108719	0.0828534	0.269749	0.107136	0.0278068	0.0259223	0.0484519	0.0845913	0.109596	0.036273	0.0526781	0.0814577	0.0241082	0.00646504	0.0258511	0.0503018	0.0368074	0.0152086	0.0396517	0.0071458	0.031273	0.028581	0.0389104	0.210839	0.572586	1.04457	2.17201	0.191394	0.397319	0.0881884	0.323098	0.3306684	4.148507
3310	-13982.5	-13985.8	3.33288	1.580814	0.200025	0.127602	0.135809	0.0994824	0.143941	0.0984769	0.160418	0.087925	0.106609	0.215306	0.0840486	0.107704	0.132023	0.103637	0.14384	0.164757	0.166799	0.159077	0.123257	0.106161	0.118286	0.079318	0.254984	0.0635441	0.0371448	0.0115107	0.0608526	0.058831	0.115046	0.024592	0.10297	0.0611629	0.0400094	0.0435279	0.0246354	0.0289454	0.0564604	0.0154214	0.0313553	0.037578	0.0341086	0.0450537	0.0459365	0.237541	0.601478	1.05483	2.10615	0.200399	0.399481	0.080172	0.319948	0.3817445	4.058171
3320	-13984.3	-13986.8	2.49916	1.467448	0.187908	0.122357	0.117131	0.120285	0.156922	0.0913865	0.195466	0.115458	0.126665	0.205542	0.0989543	0.0967661	0.103147	0.105271	0.166641	0.167097	0.150422	0.173112	0.163281	0.101364	0.117739	0.111786	0.227092	0.0677576	0.0312086	0.0186785	0.0572626	0.0431085	0.133791	0.0257042	0.0828818	0.0797752	0.0400094	0.0286366	0.0177274	0.041264	0.0489117	0.024695	0.0384646	0.0258225	0.0406577	0.0376669	0.0175316	0.22025	0.583047	1.04845	2.14825	0.199718	0.390106	0.0924452	0.31773	0.3630231	4.123348
3330	-14002.6	-14006.9	4.33803	1.664739	0.218026	0.138465	0.102285	0.100016	0.144399	0.100405	0.1435	0.0809547	0.126177	0.198532	0.0867697	0.100614	0.0943081	0.123132	0.123397	0.135372	0.16021	0.127542	0.159265	0.0493093	0.139115	0.0706795	0.327931	0.0800425	0.0546098	0.0141598	0.0583711	0.0631737	0.147139	0.0392288	0.0696672	0.0621638	0.025446	0.0093411	0.00305295	0.0599445	0.0436442	0.0228677	0.025112	0.0395949	0.0166372	0.0477601	0.0369966	0.249686	0.613863	1.05879	2.07766	0.202125	0.391066	0.084925	0.321884	0.3531341	3.969358
3340	-13992.9	-13997.8	4.90447	1.543841	0.137578	0.126131	0.142262	0.105203	0.144536	0.0886985	0.144073	0.0845975	0.123995	0.226613	0.0754779	0.107254	0.120326	0.0900317	0.142695	0.132115	0.193678	0.150632	0.127714	0.0807165	0.111283	0.105642	0.295396	0.0543875	0.0484102	0.0294851	0.0254025	0.0768664	0.118358	0.00349283	0.0836102	0.0798912	0.0468914	0.0350314	0.00160046	0.0369887	0.0505547	0.0517505	0.0235889	0.0238782	0.00715001	0.0196255	0.021786	0.232016	0.595695	1.0529	2.11939	0.201867	0.390633	0.0827016	0.324798	0.3880756	3.895399
3350	-13979	-13981.7	2.70686	1.721096	0.191229	0.099945	0.136395	0.119476	0.142382	0.0892851	0.148092	0.0849764	0.12328	0.228995	0.114516	0.109615	0.109703	0.135769	0.148973	0.163426	0.187923	0.151902	0.160904	0.0804181	0.128509	0.0887678	0.278884	0.0850273	0.0434176	0.0196997	0.0397285	0.066661	0.129626	0.0185396	0.0441553	0.100847	0.0393234	0.0350314	0.0245715	0.0284425	0.0398442	0.033983	0.034595	0.0278877	0.0284275	0.0390583	0.0373629	0.257547	0.62165	1.06114	2.05966	0.215304	0.379334	0.0881439	0.317218	0.3743451	4.139597
3360	-13983.3	-13988.1	4.76871	1.673841	0.192318	0.116307	0.107628	0.0877821	0.135002	0.10131	0.185075	0.10013	0.121308	0.239529	0.0941522	0.0945214	0.130277	0.0814223	0.143357	0.138402	0.162875	0.15274	0.149921	0.0967363	0.109167	0.0849889	0.236902	0.110154	0.0226297	0.0204392	0.0467635	0.0602705	0.102119	0.0166324	0.0725439	0.0724355	0.047682	0.0210966	0.0274902	0.0564742	0.0360106	0.0141908	0.034595	0.00950269	0.0395209	0.0320478	0.0230277	0.250972	0.615148	1.05919	2.07469	0.210528	0.372332	0.0844756	0.332664	0.3768581	3.927478
3370	-13985	-13989.8	4.75939	1.52794	0.167864	0.114244	0.114185	0.107728	0.140659	0.0971037	0.194236	0.0927913	0.108865	0.209126	0.0871276	0.0746068	0.0919257	0.121284	0.116494	0.169026	0.202917	0.160581	0.150712	0.0924431	0.0940549	0.102629	0.235858	0.0830217	0.0172939	0.0224823	0.0729679	0.0642854	0.102119	0.0340949	0.0795858	0.0626894	0.0363154	0.0172802	0.00946073	0.0432761	0.0164166	0.0243728	0.0319625	0.0474989	0.0330942	0.0166537	0.0460666	0.229606	0.593142	1.05202	2.12523	0.208153	0.369193	0.0890223	0.333631	0.3597669	3.907401
3380	-13982.3	-13987	4.70722	1.924322	0.157611	0.111683	0.110419	0.123327	0.13444	0.0946026	0.155131	0.0861402	0.112846	0.22453	0.105227	0.103591	0.123668	0.109064	0.154221	0.186413	0.169937	0.146276	0.165542	0.0890184	0.10389	0.0900601	0.267247	0.0966417	0.032742	0.0016688	0.0454848	0.0845769	0.104499	0.0243287	0.0683404	0.0610828	0.0250497	0.0308006	0.0238285	0.0399628	0.0325201	0.0206359	0.0170778	0.0390589	0.0265458	0.0214838	0.0398781	0.28407	0.646717	1.06798	2.00124	0.211609	0.374674	0.0818578	0.331859	0.3759363	3.961092
3390	-13988.7	-13992	3.3567	1.493617	0.167481	0.104898	0.116553	0.102866	0.134795	0.104099	0.173377	0.11014	0.125805	0.268918	0.0804868	0.0859737	0.10764	0.136508	0.127571	0.202724	0.19067	0.131652	0.158527	0.0782242	0.128533	0.0974607	0.204423	0.0959531	0.0478306	0.0143675	0.0768936	0.0684369	0.14484	0.00661935	0.0676113	0.0558193	0.030551	0.0135249	0.0154626	0.0516994	0.0507476	0.0262993	0.0262399	0.0236783	0.027774	0.0404253	0.0179619	0.224335	0.58749	1.05004	2.13813	0.220784	0.378347	0.084587	0.316283	0.3658554	4.042061
