Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
4120	-13986.4	-13988.8	2.39244	1.397789	0.171396	0.113022	0.118235	0.14309	0.128779	0.115153	0.133319	0.120312	0.123775	0.250153	0.111897	0.120143	0.111206	0.130496	0.143284	0.150835	0.179899	0.180197	0.145489	0.0862169	0.104133	0.0922424	0.265349	0.0476745	0.0362658	0.0166135	0.0580398	0.0386748	0.041729	0.149519	0.0437394	0.0839852	0.0257578	0.0183333	0.0439464	0.0270283	0.0329336	0.0494537	0.0191906	0.0416216	0.0119364	0.0514071	0.0447914	0.209092	0.570609	1.04381	2.17649	0.205573	0.383978	0.0913569	0.319092	0.3245907	4.121261
4130	-13993.1	-13993.3	0.170285	1.475782	0.220059	0.117765	0.128478	0.101801	0.160261	0.109956	0.141131	0.113319	0.140461	0.205696	0.1139	0.116833	0.0947752	0.131036	0.155634	0.16951	0.182138	0.154863	0.153969	0.0751531	0.117774	0.103786	0.333759	0.0594407	0.0817065	0.0466253	0.119206	0.0254047	0.0336667	0.131367	0.0989305	0.090734	0.0321561	0.0218878	0.0352227	0.0390066	0.0193253	0.0436738	0.0218556	0.0348335	0.00951358	0.0531873	0.0178768	0.221557	0.584475	1.04897	2.145	0.191838	0.398292	0.0841359	0.325735	0.343638	4.357676
4140	-13997.3	-14000.4	3.11146	1.525132	0.179877	0.117765	0.144857	0.14063	0.155363	0.068951	0.189831	0.0938981	0.144126	0.18623	0.121516	0.112253	0.0962512	0.121372	0.168826	0.196651	0.189887	0.157057	0.173466	0.0872077	0.115885	0.086471	0.259582	0.0659922	0.0558877	0.0115387	0.0544861	0.0288786	0.0296377	0.0933809	0.0559921	0.0788863	0.0347065	0.00491273	0.0347038	0.0391613	0.0250735	0.030677	0.0105091	0.0400157	0.0154103	0.0498201	0.00412217	0.229179	0.592687	1.05186	2.12627	0.199433	0.397902	0.0846916	0.317973	0.3776615	4.071745
4150	-13981.4	-13983.1	1.77056	1.50662	0.18221	0.125368	0.128425	0.120142	0.154387	0.0759662	0.17975	0.0930954	0.130918	0.238831	0.110003	0.118198	0.11109	0.103541	0.138507	0.163064	0.222096	0.173474	0.19098	0.0886482	0.103372	0.108447	0.262532	0.0399778	0.105478	0.0290749	0.0575265	0.0397397	0.0373808	0.132708	0.0647966	0.0635897	0.006396	0.00987106	0.0482209	0.0353	0.0318804	0.030677	0.0136563	0.0505373	0.0157979	0.0399048	0.0272722	0.226343	0.589655	1.05081	2.13319	0.208517	0.367745	0.0856184	0.33812	0.373073	4.202832
4160	-13976.7	-13980.2	3.57488	1.416717	0.179257	0.0925873	0.123085	0.113321	0.160698	0.0793191	0.140766	0.099439	0.124232	0.238831	0.104939	0.0872442	0.108908	0.116665	0.149324	0.166537	0.208906	0.165318	0.153117	0.0979425	0.10423	0.0721533	0.248421	0.0406618	0.0845154	0.02576	0.0727312	0.0353969	0.0373808	0.116161	0.0611094	0.0738783	0.0160377	0.0103624	0.0252862	0.0260359	0.0345278	0.0418238	0.0119215	0.0524703	0.0215026	0.0498412	0.0339707	0.212166	0.57408	1.04513	2.16862	0.223062	0.370429	0.083172	0.323337	0.3654636	4.006614
4170	-13990.3	-13992.9	2.61694	1.354344	0.261336	0.0903176	0.138176	0.101443	0.129191	0.102521	0.157782	0.0960625	0.101614	0.25979	0.0798078	0.108551	0.121119	0.130532	0.143146	0.119437	0.17981	0.182829	0.153283	0.118446	0.127037	0.073633	0.21894	0.0342893	0.0822894	0.0202048	0.0884201	0.0465255	0.0149585	0.113088	0.100766	0.0480638	0.013057	0.0221621	0.0345277	0.0350367	0.0289605	0.0387352	0.0137275	0.0674425	0.0281538	0.0347256	0.0302259	0.201919	0.562369	1.04059	2.19513	0.208752	0.381448	0.0818117	0.327989	0.3690941	4.090161
4180	-13982.2	-13987	4.72418	1.532874	0.180362	0.116021	0.117971	0.11181	0.165986	0.106517	0.149185	0.0798555	0.134377	0.22009	0.092697	0.110093	0.105025	0.13094	0.129294	0.169908	0.160049	0.124095	0.158185	0.0693026	0.110418	0.103952	0.243701	0.0443173	0.0858764	0.0397784	0.0674224	0.0170344	0.041621	0.103093	0.0672348	0.0595562	0.0236608	0.0280423	0.0215798	0.0424931	0.0107666	0.021052	0.00852495	0.0465217	0.0210099	0.0456849	0.0266013	0.230356	0.593938	1.0523	2.12341	0.191659	0.383375	0.0912364	0.33373	0.3668803	3.911705
4190	-13996.3	-13998	1.68169	1.530447	0.192716	0.0989375	0.160269	0.160984	0.164771	0.0989956	0.151726	0.0828127	0.153831	0.233044	0.0756775	0.115529	0.1402	0.0853064	0.141982	0.177165	0.174266	0.157531	0.186702	0.096912	0.124168	0.117698	0.245104	0.0546642	0.0924335	0.0267064	0.0539692	0.0429132	0.0377518	0.128693	0.0429219	0.0511293	0.0186604	0.0415834	0.0275136	0.0272727	0.0449427	0.0279643	0.0214125	0.0392839	0.00971359	0.0615799	0.0281318	0.229988	0.593547	1.05216	2.1243	0.196834	0.375714	0.0870051	0.340447	0.3425177	4.21557
4200	-13992.1	-13995	2.89876	1.313621	0.20457	0.125758	0.122944	0.115688	0.163327	0.0633727	0.14487	0.0792659	0.112512	0.233044	0.0853646	0.111668	0.12524	0.127416	0.14166	0.198161	0.18868	0.12662	0.177387	0.0765596	0.12213	0.124184	0.219514	0.0184099	0.0857622	0.0500584	0.0692188	0.0487807	0.0141552	0.141701	0.0559459	0.103417	0.0102649	0.0415834	0.0251969	0.0328626	0.0178574	0.0207441	0.0143961	0.0414845	0.0110478	0.0433858	0.0171311	0.195043	0.554277	1.0373	2.21338	0.200194	0.376156	0.0934203	0.33023	0.3706286	4.05334
4210	-13984.5	-13987.8	3.26032	1.241798	0.160315	0.0952105	0.116933	0.123525	0.160779	0.0924902	0.176833	0.0997091	0.11122	0.219417	0.0946961	0.0888634	0.117634	0.13748	0.140453	0.201759	0.197936	0.13179	0.14784	0.0926183	0.122296	0.0936226	0.228244	0.0438049	0.0799187	0.0334993	0.0745595	0.0175719	0.0350016	0.0967992	0.0878578	0.0941246	0.0235622	0.0231207	0.00985766	0.0214918	0.0307428	0.0207441	0.0201904	0.0576492	0.0126848	0.0517941	0.0139284	0.182546	0.539058	1.03082	2.24757	0.196231	0.380682	0.0954928	0.327594	0.3452572	4.000567
4220	-13988	-13990	1.97931	1.39688	0.188733	0.133364	0.154289	0.109646	0.143173	0.110994	0.14305	0.109976	0.12911	0.253926	0.0985916	0.106376	0.131165	0.139194	0.144978	0.149516	0.162333	0.150838	0.160348	0.090878	0.120375	0.122556	0.237174	0.0730527	0.0567734	0.0314667	0.0782641	0.0638939	0.0315187	0.092879	0.0674849	0.0560051	0.0250642	0.0391712	0.00402336	0.025731	0.0327519	0.0232546	0.0110275	0.0366981	0.0180709	0.0734687	0.0312182	0.208944	0.570441	1.04374	2.17687	0.208275	0.381077	0.0866335	0.324014	0.3586765	4.162399
4230	-13986.8	-13991.5	4.75917	1.391027	0.216083	0.085867	0.116382	0.107623	0.159719	0.111331	0.175625	0.0782088	0.0957643	0.237224	0.105334	0.107958	0.0999157	0.122803	0.145449	0.141356	0.150137	0.157373	0.140011	0.0648946	0.119086	0.0874555	0.193331	0.048599	0.0536451	0.0114306	0.061596	0.0239694	0.0216546	0.137378	0.0514843	0.0695526	0.0263685	0.0198135	0.0129328	0.0338927	0.0234347	0.0368664	0.0281562	0.0533242	0.044944	0.0734687	0.0318374	0.207987	0.569352	1.04333	2.17934	0.191608	0.398457	0.0869711	0.322965	0.3741659	3.883278
4240	-13986.1	-13989.3	3.25485	1.320345	0.166144	0.146408	0.149747	0.0811147	0.133337	0.108486	0.167569	0.0955525	0.135215	0.239544	0.0828378	0.135897	0.115878	0.105856	0.139713	0.145467	0.160081	0.181709	0.127409	0.0850159	0.127774	0.102112	0.235979	0.0498705	0.0536451	0.0219468	0.062363	0.039584	0.0297726	0.106202	0.0713582	0.0806858	0.0178747	0.0145724	0.019631	0.0571175	0.0189994	0.0372354	0.015023	0.030517	0.0375286	0.0466547	0.0397688	0.196189	0.555639	1.03786	2.21031	0.206167	0.376353	0.0858057	0.331674	0.3485105	4.019195
4250	-13997.8	-14000.2	2.37402	1.647998	0.201029	0.174926	0.141037	0.0812354	0.138107	0.12555	0.155136	0.105523	0.115326	0.218224	0.0955047	0.0951733	0.114528	0.133393	0.165592	0.142568	0.194555	0.138436	0.16711	0.0950985	0.105261	0.0883134	0.271085	0.0334657	0.0621119	0.0110814	0.0414527	0.0583754	0.0263655	0.159269	0.079365	0.091193	0.0442428	0.0335993	0.0263858	0.0379152	0.00313829	0.0231676	0.0215521	0.0535358	0.0239761	0.0532793	0.0173508	0.247307	0.61147	1.05805	2.08318	0.213006	0.395417	0.083092	0.308486	0.3557198	4.163534
4260	-13988.2	-13989.2	1.02389	1.820031	0.217435	0.101012	0.14042	0.128727	0.152731	0.126388	0.145236	0.100325	0.135266	0.222386	0.076138	0.100624	0.156854	0.132646	0.166905	0.177099	0.198636	0.165056	0.151815	0.108558	0.113501	0.108933	0.227324	0.053312	0.0990684	0.0385262	0.0854485	0.0489867	0.0278204	0.111395	0.0772887	0.0806861	0.0239975	0.0227564	0.00651824	0.035119	0.0265073	0.0374032	0.0111485	0.0589337	0.026979	0.0694399	0.0237758	0.270802	0.634402	1.06476	2.03004	0.208505	0.389536	0.0832688	0.318691	0.3609324	4.319127
4270	-13987.4	-13990.6	3.15314	1.506693	0.169903	0.130518	0.125874	0.128727	0.157469	0.0945411	0.149273	0.105737	0.0949335	0.237136	0.0827984	0.117954	0.0976678	0.0987309	0.168176	0.163711	0.152777	0.158165	0.158458	0.0732787	0.104848	0.0897589	0.264353	0.0354136	0.0444691	0.0112337	0.0980881	0.0506437	0.0367255	0.121714	0.110359	0.070713	0.0276663	0.0308488	0.0128888	0.0448948	0.0224551	0.0282033	0.0282928	0.0535799	0.0467408	0.0599808	0.00488755	0.226355	0.589667	1.05081	2.13317	0.21002	0.377327	0.0970322	0.315621	0.3696691	4.064586
4280	-13988.7	-13992	3.30724	1.396093	0.164682	0.123835	0.174052	0.123622	0.151338	0.108975	0.152364	0.0924874	0.0985296	0.216844	0.0888133	0.0929919	0.121169	0.113422	0.161841	0.162827	0.163706	0.145357	0.126724	0.101451	0.105275	0.076269	0.212751	0.0467767	0.0496012	0.0365455	0.0872648	0.0365963	0.0492827	0.132309	0.0492998	0.0740961	0.0276661	0.043085	0.0272054	0.0521069	0.0189257	0.0174964	0.019617	0.0598975	0.0299706	0.0360129	0.0563724	0.208816	0.570295	1.04369	2.1772	0.20366	0.382733	0.0832767	0.33033	0.3523648	4.029454
4290	-13981.9	-13985.2	3.30627	1.451404	0.185364	0.119748	0.106865	0.104909	0.156505	0.110049	0.201559	0.0978282	0.119377	0.228505	0.100357	0.108799	0.115367	0.13801	0.142852	0.149729	0.157605	0.147736	0.166517	0.102048	0.121251	0.0757668	0.246882	0.0348201	0.0750066	0.0295513	0.0914104	0.040022	0.0254596	0.0985771	0.0642511	0.0723184	0.00423283	0.0122803	0.0272296	0.0316944	0.040198	0.0376619	0.0249048	0.0430061	0.00988806	0.0348199	0.038853	0.217717	0.580263	1.04744	2.15458	0.208632	0.391231	0.082519	0.317618	0.3608608	4.039813
4300	-13978	-13979.9	1.96207	1.466517	0.156826	0.0976756	0.14296	0.119663	0.167587	0.0754839	0.165928	0.0936618	0.116048	0.239417	0.0851938	0.126147	0.130005	0.121844	0.1544	0.196379	0.168785	0.142772	0.148373	0.0962148	0.129127	0.0973879	0.256858	0.0679777	0.0884157	0.0244692	0.0721919	0.0322725	0.0371925	0.156226	0.0584732	0.0771027	0.0152395	0.0297388	0.0237088	0.0263741	0.0339287	0.0315613	0.018502	0.0572308	0.0177504	0.0478153	0.0319857	0.220103	0.582887	1.04839	2.14862	0.202654	0.387703	0.0857628	0.32388	0.3583358	4.176894
4310	-13982.9	-13985.5	2.62632	1.397056	0.190396	0.119651	0.148869	0.0996731	0.147496	0.0923402	0.19266	0.0937132	0.125341	0.197837	0.0824157	0.125833	0.135486	0.0992851	0.167602	0.148208	0.178256	0.185773	0.176017	0.0931589	0.121321	0.110191	0.238269	0.0183039	0.084714	0.0233396	0.0496424	0.0358157	0.0132813	0.134763	0.0539678	0.0788546	0.0227835	0.0218307	0.0174644	0.0429945	0.032264	0.0360462	0.0300902	0.0387374	0.0197412	0.0453822	0.027923	0.208973	0.570473	1.04376	2.1768	0.211538	0.375269	0.0878669	0.325326	0.3638832	4.097732
4320	-13997.5	-13997.6	0.13522	1.37027	0.202204	0.110133	0.12962	0.121106	0.157166	0.0969617	0.198359	0.128119	0.134431	0.2513	0.113439	0.115279	0.111246	0.130929	0.181402	0.176869	0.183796	0.141159	0.176266	0.115806	0.109832	0.0942177	0.257567	0.0575972	0.0782627	0.0133626	0.0508942	0.0589033	0.0371223	0.186316	0.0584134	0.0873177	0.0389437	0.0179329	0.0174449	0.0318932	0.0287252	0.0282464	0.015172	0.0199001	0.0329171	0.0230346	0.0219633	0.204568	0.565435	1.0418	2.1882	0.202087	0.378626	0.0884105	0.330876	0.3674823	4.34157
4330	-13986.1	-13988.1	2.05558	1.374715	0.202204	0.115603	0.118021	0.11773	0.177572	0.0813294	0.164382	0.0974382	0.136542	0.221269	0.0916959	0.0911706	0.127136	0.126828	0.164019	0.146867	0.180707	0.169319	0.147968	0.0941032	0.138932	0.090116	0.302514	0.0433986	0.0706211	0.018522	0.0957369	0.02042	0.0322447	0.0959279	0.0602759	0.0819644	0.0439096	0.0401207	0.0201519	0.0164998	0.0226	0.0231366	0.0403985	0.0484739	0.0118302	0.0416738	0.0190491	0.205304	0.566281	1.04213	2.18628	0.20009	0.394841	0.0919394	0.31313	0.3855938	4.150423
4340	-14001.7	-14002.2	0.438806	1.449117	0.216558	0.097567	0.106405	0.119538	0.185098	0.0689945	0.160427	0.101619	0.167929	0.205483	0.0903125	0.103953	0.158486	0.100846	0.185539	0.145954	0.17324	0.17015	0.16988	0.100824	0.122611	0.0934018	0.270186	0.0397954	0.0615787	0.0190802	0.0806405	0.0598991	0.017667	0.17934	0.0854667	0.0614781	0.0225611	0.0241576	0.0314655	0.0447935	0.0663971	0.0422359	0.0192401	0.0224438	0.0397194	0.0587419	0.0344456	0.217354	0.579862	1.04729	2.1555	0.205298	0.376287	0.0901578	0.328256	0.3512788	4.326151
4350	-13984.8	-13986.7	1.97093	1.756525	0.171755	0.129171	0.114946	0.122509	0.155423	0.106011	0.177268	0.101307	0.117147	0.230898	0.0947402	0.1109	0.143828	0.122913	0.132104	0.122658	0.2165	0.171824	0.168763	0.0925988	0.105681	0.0856402	0.270881	0.0492003	0.0564126	0.0125525	0.0956976	0.0493754	0.0515008	0.140572	0.0641016	0.0732461	0.0094683	0.0278751	0.0431319	0.0387787	0.0359551	0.0241659	0.00413221	0.060056	0.00754211	0.047767	0.0603916	0.262372	0.626345	1.06251	2.04878	0.205697	0.392048	0.0862484	0.316007	0.3735504	4.21739
4360	-13988.7	-13991.5	2.88086	1.489173	0.156878	0.116819	0.118196	0.133449	0.158656	0.133961	0.159318	0.115285	0.135341	0.202069	0.0830999	0.101787	0.133153	0.103969	0.165225	0.143	0.15553	0.133702	0.164311	0.0771431	0.130378	0.118668	0.257647	0.0562457	0.0511941	0.0126452	0.0794039	0.0264437	0.0309429	0.105037	0.0703533	0.0980293	0.0122939	0.0226131	0.0187981	0.0238061	0.0316424	0.044621	0.0183343	0.0815273	0.0109222	0.0461641	0.0502946	0.223645	0.586744	1.04978	2.13983	0.20516	0.395529	0.0800289	0.319282	0.3750736	4.088898
4370	-13984.1	-13985.9	1.80077	1.432953	0.198795	0.139471	0.126689	0.0976876	0.15727	0.0921609	0.176802	0.10914	0.137606	0.215831	0.0837646	0.103871	0.120145	0.109979	0.15471	0.152555	0.160261	0.181416	0.163005	0.0907804	0.147115	0.11172	0.257647	0.0271304	0.0688006	0.0214499	0.106881	0.0331226	0.0334218	0.105587	0.0631316	0.0991846	0.0211013	0.0292114	0.0458368	0.0351415	0.0239877	0.0543399	0.00555736	0.0431669	0.011796	0.0352317	0.0345292	0.214777	0.577002	1.04623	2.16199	0.218567	0.365487	0.0908803	0.325066	0.3724377	4.187032
4380	-13993.6	-13998.6	5.01247	1.54897	0.152547	0.117614	0.133775	0.1302	0.111478	0.0835829	0.125465	0.0589064	0.102929	0.209569	0.0941342	0.101036	0.120559	0.109979	0.15471	0.165738	0.200656	0.183985	0.141866	0.0863751	0.124526	0.109569	0.220706	0.0529179	0.0955348	0.0192995	0.0731941	0.0177836	0.0388876	0.100034	0.0506237	0.0676333	0.00942596	0.0287626	0.00947729	0.0307268	0.0310515	0.04866	0.0179047	0.0464811	0.006845	0.0585668	0.0416792	0.232789	0.59651	1.05317	2.11753	0.209801	0.378453	0.0832984	0.328448	0.3635148	3.885396
4390	-13990.7	-13995.2	4.47122	1.654429	0.167508	0.119183	0.125024	0.112351	0.128966	0.104706	0.14221	0.0905684	0.123431	0.219463	0.101177	0.0928432	0.129149	0.120752	0.133613	0.151381	0.195702	0.152812	0.146776	0.0939091	0.114321	0.118557	0.254738	0.0344856	0.0443169	0.02487	0.093072	0.0166288	0.0272821	0.124284	0.0307299	0.0757951	0.0123348	0.0293117	0.0123964	0.0227017	0.0342784	0.0520341	0.021218	0.0681639	0.0381	0.0374277	0.0161023	0.248223	0.612394	1.05834	2.08105	0.21847	0.373062	0.0858344	0.322633	0.3738942	3.954675
4400	-13987.7	-13990.7	2.99506	1.688933	0.191226	0.105349	0.144701	0.101444	0.142381	0.0990204	0.167294	0.0962942	0.115221	0.223075	0.0732428	0.117358	0.111141	0.119735	0.169734	0.126092	0.177534	0.206596	0.166012	0.0827765	0.11161	0.0873984	0.244314	0.0423828	0.0915566	0.0310405	0.0735201	0.0289718	0.0158039	0.131967	0.0525544	0.083939	0.0140261	0.0216094	0.0425945	0.0532146	0.0457185	0.0282809	0.025531	0.0382682	0.0344757	0.0534544	0.0183204	0.253089	0.617255	1.05983	2.06983	0.214731	0.373367	0.0852111	0.326691	0.3789543	4.106781
4410	-13987.4	-13992.3	4.97133	1.650155	0.196026	0.132083	0.125521	0.136376	0.141174	0.0990204	0.140066	0.0980909	0.105034	0.233096	0.0726366	0.0899597	0.13405	0.115196	0.157978	0.114073	0.20801	0.156313	0.138235	0.0851786	0.11723	0.0772877	0.246058	0.0516983	0.0632546	0.0192537	0.0584997	0.0504092	0.0222351	0.125839	0.0536328	0.0808493	0.0113112	0.0252727	0.0328624	0.0400749	0.0261252	0.0145578	0.0032188	0.0384325	0.00601361	0.0472938	0.0145661	0.247614	0.611781	1.05814	2.08246	0.198022	0.380754	0.0894621	0.331762	0.3948532	3.904093
4420	-13988.3	-13989.9	1.63491	1.47312	0.174056	0.179827	0.113915	0.106978	0.166732	0.0972831	0.166567	0.0967882	0.111213	0.21068	0.0919289	0.112611	0.127516	0.117574	0.155522	0.182846	0.191223	0.148345	0.165591	0.107735	0.135981	0.0857747	0.217759	0.04325	0.0700298	0.0499677	0.0825421	0.0210693	0.0505172	0.118774	0.0624903	0.0870201	0.00970856	0.0453193	0.0318542	0.0363538	0.0220344	0.0145711	0.0158902	0.0819278	0.0144953	0.0475323	0.040963	0.22114	0.58402	1.0488	2.14604	0.19676	0.389192	0.0890222	0.325026	0.3573594	4.210756
4430	-13994.9	-13997.2	2.29001	1.738911	0.184088	0.121327	0.109543	0.128794	0.136719	0.119613	0.137915	0.101974	0.129981	0.224209	0.102156	0.131186	0.135644	0.137148	0.134008	0.16098	0.216012	0.153555	0.136968	0.0858646	0.13493	0.0700013	0.189699	0.0585394	0.0533819	0.0478259	0.095887	0.0326595	0.0303875	0.136491	0.0663723	0.0842822	0.0181713	0.0336103	0.0311593	0.047319	0.0232175	0.014371	0.0250851	0.065552	0.0492329	0.0529296	0.0346302	0.259984	0.62403	1.06184	2.05415	0.207028	0.383202	0.0922896	0.317481	0.3532939	4.18342
4440	-13993.1	-13997.4	4.2138	1.843128	0.173272	0.121126	0.139842	0.133319	0.133205	0.0948193	0.156114	0.0762692	0.124502	0.205375	0.0949816	0.124024	0.167886	0.157986	0.123975	0.139174	0.213131	0.153555	0.141183	0.0753751	0.102438	0.0939204	0.241363	0.0457569	0.0627998	0.0248064	0.0826558	0.0155429	0.0239989	0.114456	0.0446045	0.101468	0.00478041	0.0178454	0.0277634	0.0151348	0.0250922	0.00650199	0.056621	0.0469332	0.0273491	0.0475389	0.0240607	0.273801	0.637223	1.06552	2.02346	0.218768	0.364754	0.088119	0.328359	0.388847	4.002546
4450	-13992	-13997.2	5.20154	1.659862	0.140859	0.135185	0.106736	0.125921	0.158267	0.0956453	0.182176	0.102517	0.115317	0.185058	0.0927571	0.100412	0.118589	0.148602	0.127921	0.149205	0.175371	0.144667	0.141183	0.0825174	0.142655	0.0929273	0.212997	0.0493952	0.0705255	0.0389013	0.0824063	0.0311988	0.0270819	0.0982398	0.0594507	0.0789991	0.0280834	0.00921001	0.0227173	0.0345585	0.0163872	0.0114836	0.0147104	0.040994	0.00802015	0.071566	0.0109503	0.248995	0.61317	1.05858	2.07926	0.217342	0.385746	0.0760454	0.320867	0.3961871	3.882364
4460	-13985.1	-13989.6	4.50347	1.272972	0.169492	0.12865	0.143677	0.115722	0.125602	0.08284	0.161921	0.088097	0.117972	0.248785	0.0859105	0.103043	0.0853882	0.118425	0.145545	0.132151	0.167366	0.146375	0.164844	0.107095	0.118584	0.102715	0.261651	0.0270337	0.079222	0.01541	0.0647406	0.0364643	0.0129969	0.113651	0.0641853	0.0934635	0.00725297	0.0179791	0.0136066	0.0294427	0.0217913	0.00379359	0.0195437	0.0464	0.0138935	0.0477632	0.033205	0.188029	0.54582	1.03375	2.2324	0.20292	0.369466	0.0921049	0.335508	0.3961871	3.883693
4470	-13985.7	-13988.9	3.22869	1.642198	0.151664	0.164773	0.116708	0.131716	0.122733	0.0829448	0.185676	0.0824347	0.106487	0.253242	0.0830433	0.114504	0.102269	0.119992	0.141052	0.164996	0.187182	0.141863	0.178045	0.0859119	0.0950133	0.0868776	0.270106	0.0422832	0.0658502	0.0377315	0.066205	0.0443263	0.0296317	0.123688	0.077104	0.0931234	0.0144133	0.025332	0.0323405	0.0215379	0.0432961	0.0133081	0.049213	0.0563315	0.0253746	0.0322133	0.0147454	0.246477	0.610633	1.05779	2.08511	0.202087	0.37473	0.0852073	0.337976	0.3671339	4.077283
4480	-13987.1	-13989.8	2.75991	1.515404	0.128746	0.160252	0.114695	0.132739	0.167787	0.121123	0.153881	0.0960167	0.111471	0.222625	0.0862455	0.110004	0.162254	0.118415	0.132336	0.140466	0.168405	0.193479	0.136266	0.109868	0.117782	0.0810927	0.252262	0.0412838	0.0749518	0.0377315	0.0836276	0.0293114	0.0272316	0.108214	0.0905967	0.0761796	0.026355	0.0148351	0.0293308	0.0324837	0.0127973	0.0287441	0.00982199	0.0640127	0.0263567	0.0443483	0.0289064	0.227692	0.5911	1.05131	2.12989	0.213548	0.37237	0.0924758	0.321607	0.3671339	4.105332
4490	-13986.3	-13990.9	4.58878	1.378024	0.159394	0.134821	0.135862	0.100191	0.14807	0.0998986	0.170612	0.0976125	0.135032	0.228135	0.0836871	0.103067	0.113284	0.116355	0.111003	0.132281	0.149821	0.155901	0.132036	0.0816121	0.114317	0.104231	0.215225	0.057365	0.0886898	0.0377315	0.0658388	0.035289	0.0254622	0.108214	0.0855276	0.0698051	0.00781143	0.00856462	0.0200978	0.0505473	0.00575594	0.0317277	0.0285059	0.0524101	0.0165858	0.0325314	0.0468529	0.20585	0.566909	1.04238	2.18487	0.213068	0.382009	0.0875153	0.317407	0.3706725	3.897761
4500	-13986.1	-13990.4	4.22424	1.588746	0.156492	0.128743	0.130004	0.126214	0.125647	0.106954	0.137168	0.082834	0.132039	0.193045	0.117262	0.111583	0.145772	0.111783	0.134882	0.167866	0.164428	0.137454	0.168948	0.0789714	0.0937287	0.0847549	0.256328	0.0408049	0.11903	0.0317357	0.0727343	0.0345175	0.0419801	0.118519	0.0655308	0.0768505	0.0100493	0.0422051	0.0107837	0.0130999	0.0298451	0.0131727	0.0158829	0.065121	0.0232895	0.0331672	0.0189805	0.238712	0.602691	1.05523	2.10336	0.216769	0.371092	0.0834066	0.328733	0.3675004	3.970201
4510	-13983.2	-13988.7	5.56225	1.453434	0.149059	0.142658	0.100299	0.129834	0.139433	0.128654	0.14578	0.0978074	0.103143	0.214777	0.0823739	0.0944969	0.10895	0.0914902	0.130367	0.172235	0.166517	0.164376	0.16363	0.0804247	0.100936	0.0764712	0.203434	0.0473019	0.0831989	0.0563329	0.0675152	0.0236414	0.0521337	0.0853326	0.0567442	0.090572	0.020815	0.0184083	0.0200888	0.0292576	0.0200923	0.0175925	0.0157975	0.0492795	0.0225564	0.0229442	0.0278259	0.218039	0.580617	1.04757	2.15378	0.201039	0.377645	0.0920073	0.329309	0.3993585	3.814576
4520	-13981.6	-13986.5	4.87516	1.866982	0.165018	0.133362	0.09044	0.114061	0.124322	0.110906	0.151337	0.109756	0.105556	0.203171	0.102909	0.109233	0.120947	0.132898	0.140299	0.168469	0.172637	0.150215	0.171227	0.0929458	0.114514	0.0731866	0.230829	0.0525978	0.0907505	0.0280092	0.0736558	0.0393071	0.0467026	0.12005	0.0638301	0.082034	0.00360443	0.0294927	0.0235361	0.0219015	0.0283864	0.0176544	0.0151945	0.055657	0.00816442	0.0224023	0.0276485	0.276862	0.64008	1.06627	2.01678	0.212452	0.369789	0.086977	0.330782	0.3811193	3.938819
4530	-13985.9	-13987.1	1.18155	1.480413	0.148835	0.119991	0.145817	0.135358	0.13903	0.0990295	0.15912	0.0965367	0.143925	0.296864	0.0979876	0.109233	0.152263	0.122027	0.140299	0.159479	0.184782	0.138685	0.184892	0.0767924	0.135774	0.126203	0.259854	0.0360366	0.0771909	0.0259342	0.113495	0.0315724	0.0425459	0.127348	0.0594897	0.073014	0.0139628	0.0144676	0.0273817	0.0227798	0.0273147	0.0162407	0.026576	0.0599398	0.00971541	0.0622269	0.0173333	0.222281	0.585263	1.04925	2.14321	0.208222	0.381447	0.0788589	0.331473	0.3551127	4.257343
4540	-13982.4	-13985	2.65194	1.669821	0.191439	0.133641	0.127116	0.14236	0.129484	0.0976386	0.184385	0.0852217	0.123297	0.244203	0.0979876	0.103436	0.106891	0.136843	0.151075	0.19742	0.153616	0.155269	0.160538	0.0948557	0.134587	0.0831813	0.248237	0.0534896	0.0534396	0.0306243	0.0907648	0.0199131	0.0205323	0.103023	0.0590877	0.0971135	0.0143981	0.0234135	0.0597909	0.0398644	0.0382372	0.00785446	0.0125491	0.0354172	0.0293825	0.0411498	0.0258681	0.250405	0.614582	1.05901	2.076	0.201868	0.387644	0.0869404	0.323547	0.3770351	4.138633
