Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1415	1	-13984.2	-13990.1	5.83099	1.724423	0.190714	0.107146	0.128978	0.0934827	0.138964	0.0868998	0.163344	0.0864595	0.0892762	0.220037	0.0831573	0.114983	0.0985188	0.110588	0.134492	0.14561	0.163736	0.174415	0.146732	0.0801244	0.0885359	0.0716329	0.210291	0.0514481	0.0316831	0.0370398	0.0535527	0.0718021	0.137245	0.0193397	0.0897957	0.0550062	0.0194659	0.0338412	0.0185778	0.0450701	0.0554843	0.0171781	0.0134494	0.0388396	0.0229192	0.0320909	0.0556423	0.258004	0.622097	1.06127	2.05863	0.208516	0.374704	0.0972454	0.319535	0.3938653	3.827587
1416	0	-13993.5	-13994	0.58056	1.573684	0.174252	0.129289	0.115752	0.120829	0.149434	0.0703153	0.181468	0.12506	0.128735	0.270785	0.134527	0.100732	0.140232	0.112551	0.180848	0.180843	0.15852	0.142322	0.146664	0.0804114	0.112871	0.104814	0.272162	0.0736256	0.0923889	0.0306783	0.0900983	0.0424873	0.053315	0.125343	0.0755424	0.0682751	0.00312374	0.0167882	0.00994626	0.0296977	0.0431282	0.0481034	0.0237154	0.0519055	0.0265368	0.0633591	0.0308684	0.236484	0.600379	1.05447	2.10867	0.2068	0.381605	0.0910063	0.320589	0.3538575	4.332343
1417	1	-13982.2	-13985.2	3.03358	1.669097	0.181257	0.116544	0.12477	0.0972344	0.134494	0.113155	0.167402	0.0824814	0.113455	0.220672	0.0855896	0.093959	0.129272	0.0914179	0.139784	0.17932	0.17534	0.155477	0.15349	0.124163	0.107193	0.0929446	0.277445	0.101857	0.0366167	0.0182715	0.0460026	0.0622092	0.109406	0.0164022	0.0871822	0.0887077	0.0543769	0.0242391	0.0125219	0.0372982	0.0722233	0.0299778	0.0217018	0.0283172	0.033603	0.0208608	0.0417416	0.250303	0.61448	1.05898	2.07624	0.196855	0.386148	0.0900472	0.32695	0.371822	4.100374
1418	0	-13993.4	-13994.6	1.29282	1.555125	0.189834	0.123609	0.119279	0.0884898	0.15527	0.105979	0.148274	0.0964397	0.139805	0.272121	0.129604	0.114873	0.149795	0.122321	0.193618	0.191497	0.191444	0.162697	0.170906	0.0801634	0.114211	0.0591309	0.259128	0.0532314	0.109595	0.00783198	0.0727324	0.0128956	0.0360352	0.126111	0.0696091	0.063751	0.0116599	0.0449432	0.025609	0.0487345	0.0250493	0.0278103	0.0222556	0.042622	0.0310652	0.0426139	0.0056675	0.233714	0.597482	1.0535	2.1153	0.202285	0.381747	0.0864381	0.329529	0.3384754	4.258308
1419	1	-13993.6	-13994.5	0.852555	1.42804	0.173526	0.141566	0.115669	0.0808719	0.149692	0.106606	0.159088	0.116127	0.168708	0.238639	0.104121	0.126215	0.116155	0.104623	0.168955	0.153734	0.218401	0.18018	0.168332	0.0954559	0.13139	0.0906026	0.244009	0.0846502	0.0407506	0.02749	0.0167361	0.0703193	0.142778	0.018679	0.0785815	0.0705292	0.0481071	0.0238993	0.0262335	0.0228498	0.0541738	0.0389233	0.0363778	0.0211609	0.0267026	0.0293776	0.0499651	0.213989	0.576123	1.0459	2.16399	0.202954	0.375635	0.0957982	0.325612	0.3715618	4.280951
1420	0	-13991.8	-13993.7	1.92304	1.453709	0.237721	0.10606	0.117676	0.121627	0.128992	0.0964812	0.174468	0.0842231	0.130526	0.227495	0.0953362	0.104276	0.12589	0.113008	0.100159	0.167218	0.194246	0.150038	0.17908	0.0758633	0.108546	0.113109	0.242579	0.0378898	0.0992391	0.00478476	0.0907537	0.0334238	0.054671	0.147476	0.0310742	0.0800109	0.00914359	0.0534346	0.0228018	0.0377785	0.0528666	0.0434817	0.0140214	0.076622	0.016425	0.0471703	0.03086	0.218082	0.580665	1.04758	2.15367	0.203338	0.381061	0.0880049	0.327596	0.3672581	4.178545
1421	1	-13990.4	-13991.4	1.00242	1.375637	0.185761	0.105113	0.0821278	0.112159	0.132423	0.100512	0.163729	0.110814	0.105578	0.24754	0.107561	0.109752	0.13897	0.111057	0.178623	0.154735	0.156959	0.180345	0.167933	0.126161	0.161448	0.0843443	0.28546	0.0650541	0.0323899	0.0211244	0.0510075	0.0791442	0.131778	0.014751	0.0805884	0.0733013	0.0160193	0.0238993	0.0207612	0.0583384	0.036888	0.0330164	0.0379348	0.0437859	0.045333	0.0321243	0.049574	0.205456	0.566456	1.0422	2.18589	0.206448	0.37893	0.0853707	0.329251	0.3770029	4.255923
1422	0	-13981	-13985.5	4.41996	1.325975	0.173399	0.0900858	0.108343	0.114056	0.145308	0.0936949	0.158334	0.130304	0.118274	0.229652	0.0956358	0.090782	0.129094	0.112896	0.130126	0.133753	0.199641	0.160921	0.14832	0.0755496	0.126573	0.0841053	0.234132	0.0417911	0.0752443	0.0230762	0.0655548	0.0156889	0.0336766	0.105636	0.0721995	0.0618841	0.0267575	0.0224012	0.00126588	0.0305757	0.0218123	0.0376494	0.0134253	0.0551716	0.0229146	0.0552762	0.038917	0.197145	0.556771	1.03833	2.20776	0.202913	0.38058	0.0894871	0.32702	0.3510102	3.903898
1423	1	-13993.4	-13996.3	2.85711	1.770434	0.182693	0.123655	0.132209	0.118365	0.144699	0.096888	0.185772	0.101596	0.103827	0.190431	0.0852691	0.107564	0.12646	0.117925	0.126935	0.16962	0.16818	0.134335	0.144823	0.0726713	0.186038	0.0998864	0.244443	0.0921919	0.0323899	0.0178319	0.0386619	0.0749561	0.117848	0.0123756	0.0770026	0.0720151	0.0355875	0.0162837	0.0336861	0.054867	0.063628	0.0545901	0.0275888	0.0517863	0.0443621	0.0203469	0.0280809	0.264242	0.628148	1.06302	2.04459	0.206007	0.385263	0.0852728	0.323457	0.3860094	4.130366
1424	0	-13988.9	-13991.4	2.52587	1.424804	0.230249	0.109291	0.140719	0.104606	0.178322	0.101997	0.123382	0.121152	0.111036	0.227626	0.116345	0.101264	0.144878	0.105533	0.154025	0.140579	0.190864	0.153202	0.184262	0.0761214	0.0921837	0.120109	0.234132	0.0335496	0.0477806	0.0309256	0.0869767	0.0487601	0.0436529	0.12787	0.0666481	0.0559032	0.0120629	0.0263082	0.009355	0.0326648	0.0301824	0.0304515	0.0323176	0.0393547	0.0176498	0.0574655	0.0212625	0.213469	0.575542	1.04568	2.16531	0.207973	0.37679	0.0830203	0.332217	0.3529659	4.113021
1425	1	-13982.1	-13986	3.82488	1.347922	0.161535	0.112293	0.101132	0.106316	0.175182	0.102927	0.144182	0.0834465	0.107663	0.234298	0.0907614	0.114012	0.10934	0.111421	0.14542	0.145257	0.159171	0.138865	0.170799	0.0677205	0.126163	0.103381	0.234465	0.0763367	0.0342246	0.00205095	0.0429615	0.0587737	0.117027	0.0126462	0.0892848	0.0828504	0.0429379	0.0072875	0.0391336	0.0365091	0.0706039	0.0607698	0.0177537	0.0353775	0.0326345	0.0348448	0.028281	0.200845	0.561117	1.04009	2.19795	0.197876	0.386064	0.0920392	0.32402	0.3608758	3.96804
1426	0	-13992.8	-13995	2.23232	1.650045	0.185031	0.114061	0.117732	0.118986	0.141874	0.118605	0.187891	0.140106	0.110614	0.28304	0.0975046	0.0874275	0.127718	0.0936065	0.154441	0.16723	0.163694	0.143249	0.146176	0.0782721	0.118831	0.098151	0.246287	0.0303386	0.0742639	0.0456618	0.0568293	0.0315779	0.0565292	0.151038	0.0456729	0.098883	0.0182788	0.0326086	0.0518302	0.0409735	0.0257178	0.0301712	0.0182522	0.048894	0.0122684	0.0489825	0.0186796	0.247599	0.611765	1.05814	2.0825	0.196655	0.384593	0.0867499	0.332003	0.3782791	4.177979
1427	1	-13991.5	-13996.3	4.80576	1.636727	0.186553	0.12309	0.131855	0.0921466	0.120973	0.085064	0.143413	0.0759904	0.102987	0.214779	0.0949675	0.103032	0.100559	0.103267	0.140106	0.126163	0.183285	0.146534	0.139937	0.0786505	0.123888	0.0934723	0.246556	0.0341827	0.0784482	0.036421	0.0583765	0.054378	0.108698	0.00248522	0.0721981	0.105551	0.0149081	0.0109337	0.0225859	0.0466528	0.0852661	0.0483764	0.0288315	0.0355915	0.0394492	0.0222805	0.0559484	0.245692	0.609838	1.05754	2.08693	0.21042	0.378308	0.0844686	0.326803	0.373718	3.918831
1428	0	-13989.4	-13994	4.54155	1.534065	0.151366	0.120516	0.125093	0.107772	0.146532	0.0903009	0.143542	0.083831	0.125372	0.19568	0.0940652	0.126081	0.0999714	0.0969573	0.135029	0.1826	0.190384	0.142212	0.177641	0.0727502	0.117651	0.098152	0.258613	0.0327848	0.0753552	0.014961	0.0718741	0.0451274	0.0493643	0.140784	0.0648336	0.124713	0.0131494	0.0114349	0.0107194	0.0138188	0.0187191	0.0157486	0.0136644	0.067304	0.0138132	0.0271899	0.0226857	0.230537	0.59413	1.05236	2.12297	0.195215	0.387412	0.0877858	0.329587	0.3982337	3.930157
1429	1	-13986.6	-13988.7	2.09158	1.18609	0.146746	0.113673	0.104119	0.132019	0.1058	0.121118	0.165187	0.10925	0.117924	0.240197	0.0904628	0.111294	0.123712	0.123668	0.147859	0.160257	0.198391	0.158432	0.148937	0.120637	0.108416	0.0934723	0.22181	0.0604101	0.0291938	0.0207163	0.0566649	0.0954069	0.149181	0.0212529	0.102437	0.0612307	0.0327455	0.0277073	0.0261815	0.0547003	0.0587747	0.0245443	0.027381	0.0180549	0.0311319	0.0142678	0.0278328	0.172523	0.526335	1.02509	2.27605	0.209648	0.384963	0.082322	0.323067	0.3375243	4.103198
1430	0	-13986.7	-13992.4	5.76667	1.789353	0.162069	0.097818	0.122175	0.127354	0.146334	0.114315	0.161328	0.0648003	0.133758	0.196089	0.105549	0.0887205	0.11954	0.127476	0.144398	0.152329	0.154928	0.142212	0.145715	0.0649666	0.113837	0.0815867	0.204152	0.0298647	0.0751629	0.0278929	0.0858538	0.037061	0.0444261	0.103495	0.0624284	0.092704	0.0111845	0.0104044	0.0257607	0.0380494	0.0191935	0.0232623	0.0635255	0.0355809	0.024396	0.0488005	0.0110335	0.266764	0.630566	1.0637	2.03897	0.211322	0.363399	0.090098	0.335181	0.3817226	3.841528
1431	1	-13992.8	-13994.3	1.43108	1.535798	0.189399	0.115205	0.136102	0.0966431	0.163533	0.113067	0.165495	0.0896481	0.119932	0.212784	0.0853202	0.126611	0.123833	0.113487	0.145762	0.21501	0.23301	0.166597	0.180572	0.0651848	0.116035	0.0746088	0.28277	0.0765805	0.0581059	0.0221708	0.0682183	0.072088	0.122116	0.0205181	0.0816042	0.084711	0.0296359	0.018919	0.012831	0.0250176	0.0403195	0.0174833	0.0156776	0.0447773	0.0414041	0.02176	0.0369298	0.2308	0.594409	1.05246	2.12234	0.209173	0.400307	0.0891332	0.301387	0.346208	4.241477
1432	0	-13984.4	-13990.5	6.11559	1.440949	0.183346	0.103463	0.0905584	0.104521	0.102366	0.0995987	0.154505	0.0876165	0.112405	0.223167	0.0979753	0.0941081	0.121451	0.0855366	0.129709	0.195631	0.161569	0.14345	0.160996	0.061512	0.102695	0.0958472	0.204152	0.0373474	0.0820324	0.0319327	0.0627161	0.0346608	0.0392373	0.116937	0.0642095	0.061196	0.00534194	0.0152029	0.0139604	0.0323241	0.0375239	0.0239403	0.0232331	0.0664461	0.0361612	0.0373885	0.0190329	0.216055	0.578423	1.04676	2.15877	0.182177	0.400126	0.088492	0.329206	0.3778451	3.757004
1433	1	-13998.2	-14000.5	2.28718	1.89601	0.212704	0.124747	0.147429	0.147841	0.130567	0.100751	0.155479	0.103999	0.130706	0.24917	0.0677198	0.125404	0.110237	0.140923	0.140841	0.221172	0.21014	0.176683	0.126042	0.0769626	0.126936	0.0838993	0.278336	0.0638263	0.0276689	0.00507472	0.0592192	0.0578583	0.125545	0.0215683	0.0735855	0.0643079	0.0177302	0.0159914	0.00581743	0.020347	0.0383403	0.0509956	0.0345508	0.0362324	0.0331017	0.029028	0.0309666	0.280537	0.64348	1.06716	2.00883	0.202433	0.37975	0.0924252	0.325392	0.3571092	4.200445
1434	0	-13997.9	-14000.7	2.80132	1.648986	0.185293	0.097138	0.147037	0.124467	0.139067	0.107556	0.209424	0.108213	0.110083	0.2278	0.0886463	0.0870541	0.121168	0.120418	0.155107	0.141611	0.161619	0.147646	0.161961	0.0991727	0.0806396	0.102216	0.236344	0.0397453	0.0537395	0.0215784	0.0969454	0.0217929	0.0200314	0.139754	0.0633034	0.0613389	0.0247389	0.0365429	0.0636992	0.0231973	0.030951	0.0354944	0.0551924	0.0710244	0.012342	0.0679934	0.0218519	0.247448	0.611613	1.05809	2.08285	0.205543	0.38653	0.0909486	0.316978	0.4125906	4.120937
1435	1	-13985.3	-13986.5	1.19677	1.744717	0.209739	0.0994309	0.132498	0.137339	0.166474	0.0892347	0.151357	0.0977823	0.148516	0.248807	0.0947409	0.0927414	0.105291	0.142457	0.163136	0.167883	0.163871	0.180509	0.191201	0.0994618	0.110401	0.0829523	0.23803	0.0733987	0.0373114	0.00731909	0.0679018	0.0626311	0.145311	0.0132757	0.095923	0.0787903	0.0587169	0.016689	0.00685902	0.0578491	0.0671516	0.0371073	0.0268072	0.0281283	0.03091	0.0252708	0.0422235	0.260773	0.624797	1.06206	2.05237	0.20696	0.379606	0.0872219	0.326212	0.3676288	4.293429
1436	0	-13992.2	-13995.6	3.40724	1.687266	0.201763	0.125772	0.114121	0.1222	0.135356	0.087529	0.128667	0.0790778	0.117843	0.231296	0.0886463	0.105106	0.130496	0.110632	0.140374	0.155136	0.161619	0.146875	0.186588	0.129927	0.144494	0.120474	0.210672	0.0225294	0.0868216	0.0149878	0.0939511	0.0372915	0.0409512	0.114372	0.0653661	0.0796304	0.0273684	0.0365429	0.0444493	0.0210744	0.0320332	0.0210168	0.040437	0.0376161	0.0167394	0.0378501	0.0196596	0.252856	0.617024	1.05976	2.07036	0.216257	0.387478	0.0877651	0.3085	0.3875405	4.065351
1437	1	-13994.1	-13993.9	-0.176804	1.503946	0.209739	0.103723	0.128334	0.133682	0.118414	0.106623	0.18505	0.103136	0.0982151	0.273762	0.102114	0.0873671	0.147656	0.131981	0.173068	0.213882	0.214764	0.155757	0.15172	0.110009	0.129361	0.121129	0.285034	0.0993066	0.028941	0.0168689	0.0405861	0.0864979	0.111335	0.00688574	0.0939761	0.108156	0.0183623	0.0195992	0.0120077	0.048936	0.0683003	0.0321861	0.0214316	0.0234567	0.0178193	0.0393483	0.0186072	0.225932	0.589212	1.05065	2.1342	0.216009	0.365038	0.0847502	0.334203	0.3719779	4.397128
1438	0	-13983.7	-13988.5	4.78387	1.526885	0.161286	0.0935319	0.109286	0.108361	0.119534	0.0954472	0.163315	0.0868017	0.138133	0.210622	0.0964108	0.0978642	0.108057	0.123277	0.146017	0.135659	0.134415	0.155314	0.152428	0.0849925	0.101769	0.0659107	0.250166	0.0481803	0.136671	0.0258226	0.0836487	0.0202001	0.0567623	0.144332	0.0522186	0.0884912	0.00548718	0.0259509	0.014886	0.0355446	0.0246528	0.0268277	0.037285	0.0620007	0.0197566	0.0417315	0.0157369	0.229446	0.592971	1.05196	2.12562	0.207499	0.382877	0.0873027	0.322321	0.3739665	3.904785
1439	1	-13993	-13995.2	2.16357	1.300305	0.184602	0.0981747	0.114614	0.127783	0.137344	0.112877	0.169088	0.0972958	0.112886	0.232785	0.0674221	0.127141	0.126856	0.11935	0.137898	0.207099	0.182632	0.15326	0.162209	0.0974311	0.110544	0.0933545	0.213755	0.0530016	0.0177368	0.0168034	0.0501036	0.0794496	0.139174	0.0295715	0.0753554	0.0820581	0.0796047	0.0292756	0.0268195	0.0295358	0.0518951	0.0610002	0.0214316	0.0376106	0.00854984	0.0281135	0.0204243	0.192762	0.55155	1.03617	2.21952	0.208826	0.37424	0.0836111	0.333324	0.3503207	4.123916
1440	0	-13995.5	-14001.1	5.52508	1.245035	0.156756	0.105573	0.0957904	0.130063	0.104953	0.101202	0.137054	0.078328	0.123057	0.210622	0.0724503	0.0810864	0.12474	0.108341	0.119163	0.141314	0.13982	0.195809	0.123431	0.111702	0.115592	0.113788	0.245784	0.0280511	0.0889275	0.0363019	0.0679564	0.039378	0.032064	0.100813	0.0406045	0.0982439	0.00538741	0.0339683	0.0340087	0.0195804	0.0295882	0.0176783	0.037285	0.0382459	0.0208483	0.0495868	0.0199442	0.183119	0.539772	1.03114	2.24597	0.208536	0.381518	0.0822726	0.327674	0.3664232	3.774881
1441	1	-13999.3	-13999.9	0.560663	1.842527	0.195271	0.0878936	0.121959	0.10085	0.159539	0.109388	0.137581	0.135089	0.123688	0.268839	0.0842172	0.127141	0.155744	0.111839	0.164655	0.158669	0.183477	0.169031	0.189016	0.0729519	0.140968	0.116333	0.296556	0.066132	0.0539835	0.0148016	0.0758764	0.101043	0.127914	0.00594134	0.101457	0.0866416	0.0333363	0.0133672	0.0335972	0.0268831	0.0206839	0.0433988	0.0333462	0.0327653	0.048928	0.0184017	0.0186057	0.273724	0.637151	1.0655	2.02363	0.213249	0.385003	0.0843135	0.317434	0.3823362	4.367798
1442	0	-13996.3	-14000.8	4.53105	1.511792	0.201234	0.105157	0.104982	0.0987266	0.130601	0.107282	0.132463	0.0941971	0.106652	0.193069	0.0930267	0.100239	0.109907	0.108341	0.107786	0.141314	0.139527	0.165916	0.132829	0.0848668	0.134228	0.0865304	0.23314	0.0480305	0.0870329	0.0190672	0.129957	0.0132129	0.0583813	0.146439	0.0522938	0.0870966	0.0191413	0.0140065	0.019273	0.0531172	0.0311908	0.0300855	0.0644322	0.0645604	0.042826	0.0248152	0.0106558	0.227138	0.590508	1.05111	2.13125	0.210386	0.385842	0.083231	0.32054	0.3974005	3.927631
1443	1	-13993.8	-13993.4	-0.364944	1.452247	0.201554	0.116687	0.147773	0.129693	0.157651	0.114187	0.112823	0.0972649	0.126367	0.245869	0.100063	0.0989502	0.156355	0.126962	0.170886	0.165435	0.209697	0.141006	0.133766	0.102008	0.160052	0.120956	0.295491	0.0805342	0.0257047	0.0464741	0.0517388	0.0665072	0.126266	0.022279	0.0867645	0.0628125	0.0333363	0.0467727	0.0108637	0.0367259	0.0674773	0.0271145	0.0352498	0.0351825	0.0402576	0.0294611	0.044065	0.217851	0.58041	1.04749	2.15425	0.204717	0.388584	0.0826746	0.324024	0.3604053	4.407084
1444	0	-13992.5	-13994.7	2.20386	1.405578	0.190081	0.149094	0.100351	0.0890368	0.174182	0.11881	0.161425	0.0906582	0.134237	0.247107	0.115722	0.0873519	0.128884	0.119883	0.131028	0.153475	0.147708	0.160781	0.183613	0.088674	0.104758	0.11644	0.292577	0.042776	0.0614297	0.0313549	0.052119	0.0321311	0.0275487	0.143169	0.0687983	0.0802688	0.0362473	0.0149175	0.0242575	0.037231	0.0256202	0.0199107	0.0383958	0.0429096	0.0224734	0.0458279	0.00834775	0.210361	0.572046	1.04436	2.17323	0.211365	0.36902	0.0845315	0.335083	0.3178241	4.141611
1445	1	-13983.9	-13987	3.0336	1.620047	0.186016	0.0997302	0.132389	0.101454	0.164507	0.114836	0.155183	0.0933561	0.140075	0.234881	0.116382	0.0946371	0.0961181	0.118738	0.154808	0.150633	0.17357	0.15578	0.159237	0.0921655	0.130861	0.101987	0.288493	0.0695299	0.0553932	0.0193666	0.0347034	0.0572243	0.0846256	0.0225298	0.0684144	0.115521	0.0302972	0.00862594	0.0112417	0.0443929	0.04553	0.0265058	0.0410963	0.0227364	0.0251681	0.0172775	0.0377239	0.243286	0.607391	1.05676	2.09257	0.210007	0.378251	0.0810513	0.330691	0.3910195	4.093741
1446	0	-13990.9	-13992.5	1.58897	1.621796	0.207267	0.138618	0.131071	0.100764	0.14564	0.09683	0.12958	0.104838	0.143236	0.210104	0.144632	0.127492	0.143794	0.120703	0.126414	0.134018	0.180959	0.134467	0.201717	0.0828069	0.124179	0.106579	0.263301	0.0497304	0.0780034	0.0337354	0.093355	0.0310494	0.025562	0.133216	0.0687983	0.0671599	0.0309727	0.0390971	0.0138027	0.0274884	0.0235118	0.0457903	0.0339469	0.0484956	0.0384659	0.0355481	0.0217111	0.243539	0.607649	1.05684	2.09197	0.210757	0.381767	0.0844185	0.323057	0.3828249	4.238449
1447	1	-13989.1	-13990.7	1.61327	1.610745	0.152775	0.116814	0.112368	0.128772	0.157318	0.134974	0.188215	0.104984	0.114787	0.241156	0.0866056	0.119136	0.134971	0.134871	0.150632	0.170329	0.204934	0.16552	0.153149	0.102071	0.125705	0.101618	0.257931	0.0999151	0.0371638	0.00425203	0.0437954	0.0464527	0.123465	0.0147879	0.091628	0.0807221	0.0587862	0.0266053	0.00971314	0.0576805	0.0396311	0.0161062	0.0249907	0.0211236	0.0193987	0.0300826	0.0285314	0.241934	0.606009	1.05631	2.09574	0.219138	0.382528	0.087588	0.310747	0.379769	4.234464
1448	0	-13996.9	-13998.9	1.92709	1.462794	0.155045	0.116982	0.115354	0.116529	0.152446	0.0690536	0.150011	0.120685	0.116675	0.232989	0.0931203	0.101103	0.167437	0.142556	0.165925	0.158957	0.191681	0.146945	0.156828	0.0983372	0.0920146	0.120426	0.289908	0.0247494	0.0734467	0.0116376	0.115147	0.0174034	0.0210582	0.120833	0.0643477	0.0897259	0.0297564	0.0329835	0.0141449	0.0452988	0.0321986	0.0320267	0.0582826	0.051521	0.0449829	0.0202058	0.00898549	0.219517	0.582244	1.04816	2.15008	0.209937	0.398502	0.0850983	0.306463	0.3694891	4.179742
1449	1	-13984.6	-13987.4	2.73826	1.416326	0.166845	0.0994596	0.117527	0.0960083	0.150382	0.080053	0.165838	0.0978181	0.139369	0.227626	0.115042	0.11438	0.10774	0.115271	0.162983	0.152983	0.164216	0.158148	0.194943	0.0720544	0.101282	0.082485	0.280085	0.0999151	0.0415154	0.0311995	0.0694216	0.07771	0.11759	0.0086682	0.0697623	0.0720914	0.0388528	0.0266965	0.0117288	0.0325029	0.0395396	0.0185674	0.0334927	0.0345029	0.0532535	0.0274264	0.0232261	0.212102	0.574009	1.0451	2.16878	0.205076	0.384441	0.087773	0.32271	0.3883343	4.090203
1450	0	-13985.4	-13991	5.56589	1.484857	0.171161	0.107322	0.0928755	0.0952431	0.120767	0.0984939	0.141439	0.0957154	0.11324	0.213684	0.0875342	0.0913357	0.112369	0.0898029	0.14936	0.210339	0.181238	0.129796	0.158851	0.0530304	0.111676	0.114657	0.245925	0.0353121	0.0836214	0.0326258	0.0902982	0.018973	0.02477	0.0956537	0.0633969	0.0681509	0.0239806	0.0232336	0.00652747	0.0242315	0.0392451	0.0293286	0.0188289	0.0561291	0.0271064	0.0675977	0.0047984	0.222974	0.586016	1.04952	2.14149	0.208388	0.366686	0.0907232	0.334203	0.3626064	3.819665
1451	1	-13989	-13990.5	1.54757	1.476574	0.193877	0.0865712	0.120435	0.12497	0.144593	0.105123	0.141438	0.113171	0.117742	0.273245	0.0989786	0.121094	0.10774	0.140083	0.14487	0.17927	0.171064	0.147714	0.141082	0.108323	0.130346	0.0974295	0.244903	0.0827558	0.0339121	0.0225642	0.0308709	0.0786293	0.136968	0.0344376	0.0984334	0.0723607	0.042647	0.0320476	0.0155295	0.0667043	0.0505878	0.0289591	0.0274518	0.0303881	0.0242544	0.0218967	0.0346248	0.221681	0.58461	1.04902	2.14469	0.214274	0.378919	0.0844014	0.322406	0.3718119	4.220084
1452	0	-13991.1	-13997.2	6.04368	1.705264	0.16463	0.121285	0.119681	0.0945223	0.133884	0.0846681	0.120631	0.0825451	0.0964737	0.26049	0.0768295	0.0945991	0.127727	0.0989256	0.107218	0.169215	0.183021	0.13513	0.140412	0.0919546	0.116663	0.0817306	0.251502	0.0335747	0.0830394	0.046247	0.079035	0.0673033	0.0408163	0.133111	0.0567228	0.0503226	0.00390738	0.0388582	0.014982	0.0130218	0.0199301	0.0393416	0.0188598	0.0561291	0.00271037	0.0365207	0.0158006	0.255362	0.619503	1.0605	2.06463	0.216959	0.36232	0.0907955	0.329926	0.3680809	3.80397
1453	1	-13984.5	-13986.5	2.07587	1.508896	0.155071	0.143434	0.148016	0.136977	0.15093	0.105123	0.146922	0.113388	0.127695	0.232111	0.108639	0.0785024	0.137972	0.128946	0.157805	0.158608	0.169614	0.178134	0.164149	0.0909082	0.121895	0.0912753	0.2405	0.0840589	0.0413096	0.0406784	0.0627311	0.0727258	0.139289	0.0127349	0.0752436	0.0870315	0.0327954	0.0193314	0.0260158	0.0219467	0.0262492	0.0231258	0.0157066	0.0169157	0.0208163	0.0460962	0.021257	0.226694	0.59003	1.05094	2.13234	0.201509	0.370915	0.0917468	0.335829	0.3718119	4.172675
1454	0	-13986	-13990.7	4.61414	1.589018	0.203894	0.122721	0.1207	0.108224	0.132538	0.0892208	0.162218	0.0990526	0.127688	0.268809	0.0915775	0.0937067	0.133671	0.112455	0.166977	0.112696	0.151237	0.132259	0.133879	0.108546	0.103448	0.103239	0.220054	0.0231825	0.0683393	0.00492329	0.0743182	0.0280004	0.0339746	0.138716	0.0535081	0.0955607	0.00689728	0.0352801	0.0114846	0.0284191	0.0137345	0.020695	0.0252091	0.0720057	0.0305299	0.04822	0.0194446	0.238752	0.602733	1.05525	2.10327	0.209758	0.370436	0.0852486	0.334558	0.3904391	3.931251
1455	1	-13986.6	-13989.1	2.58493	1.692865	0.178491	0.169937	0.126373	0.136977	0.146292	0.121146	0.146922	0.0975603	0.118887	0.22203	0.0767017	0.137626	0.126585	0.116269	0.157805	0.215644	0.166296	0.160421	0.146917	0.0948465	0.0997308	0.108863	0.229256	0.0817913	0.0355248	0.0219405	0.0457906	0.087248	0.106381	0.00590006	0.0700358	0.0946439	0.0286394	0.023773	0.0164212	0.0466602	0.0413734	0.0357685	0.00992296	0.0231801	0.0152885	0.037781	0.018653	0.253638	0.6178	1.05999	2.06857	0.201374	0.397877	0.086452	0.314298	0.3530233	4.148293
1456	0	-14003.1	-14007.7	4.58348	1.961766	0.170819	0.0929378	0.123558	0.15986	0.11275	0.11913	0.189023	0.0908443	0.108405	0.227228	0.0634453	0.0754764	0.110434	0.109365	0.167092	0.138176	0.180065	0.150365	0.133972	0.0832666	0.109459	0.0924719	0.295802	0.0348374	0.0500288	0.00547292	0.0513623	0.0292234	0.0378025	0.135577	0.0803393	0.0754481	0.00874217	0.0252002	0.0344388	0.0516124	0.0272674	0.0275553	0.061115	0.0649217	0.0305299	0.0275401	0.0138613	0.288668	0.650885	1.069	1.99144	0.221652	0.358282	0.0902951	0.329771	0.3705671	3.976818
1457	1	-13986.4	-13989.4	2.9887	1.44719	0.178464	0.134492	0.127751	0.105108	0.146217	0.114727	0.157687	0.0992367	0.134174	0.215816	0.0824962	0.115382	0.114436	0.11694	0.154808	0.183349	0.197277	0.141611	0.165571	0.0948465	0.0997308	0.0861373	0.258846	0.122977	0.0383216	0.0129089	0.0606799	0.051105	0.099483	0.0364242	0.0680263	0.0802774	0.0243346	0.0269133	0.036581	0.0243429	0.0333392	0.0114074	0.0155658	0.0441261	0.0339228	0.00582765	0.0191459	0.217048	0.579523	1.04716	2.15627	0.216195	0.378928	0.0817778	0.323099	0.3718187	4.070817
