Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
484	0	-13983.5	-13988.1	4.58212	1.80803	0.174362	0.110744	0.097144	0.104207	0.173626	0.0858176	0.151934	0.119788	0.126627	0.230889	0.0879131	0.108732	0.117336	0.113137	0.174249	0.162194	0.169165	0.159628	0.144072	0.0791215	0.0859899	0.0911402	0.241627	0.0297534	0.049999	0.0248907	0.0744439	0.0313507	0.0315796	0.121719	0.0673374	0.0819117	0.0265492	0.00926707	0.0272496	0.0351611	0.0282604	0.0321924	0.0185158	0.0465356	0.0348048	0.0491195	0.031935	0.26923	0.632913	1.06435	2.03351	0.207487	0.366092	0.0886735	0.337748	0.3740369	3.962022
485	1	-13995.7	-13997.9	2.23604	1.242203	0.205037	0.0888016	0.0993101	0.0656314	0.164555	0.0946855	0.167617	0.106425	0.143018	0.210004	0.0897009	0.113136	0.101838	0.125407	0.168493	0.173234	0.15731	0.13511	0.197179	0.0821299	0.120851	0.103233	0.287007	0.0926768	0.0450423	0.0130141	0.0515845	0.0777588	0.144976	0.00140345	0.0836794	0.0851366	0.0259008	0.0058569	0.0148395	0.0569789	0.0303661	0.0200816	0.0212787	0.0598503	0.0342568	0.0195196	0.0191804	0.182618	0.539148	1.03086	2.24737	0.213652	0.37887	0.0902164	0.317262	0.3595772	4.103095
486	0	-13987.5	-13992.6	5.11437	1.789455	0.184577	0.118318	0.105001	0.101356	0.135837	0.106471	0.150899	0.0904061	0.133464	0.215216	0.0895071	0.108514	0.116739	0.100165	0.179064	0.13843	0.162354	0.147357	0.128571	0.106328	0.093085	0.127973	0.241627	0.0352409	0.0526197	0.0134272	0.0865993	0.0431931	0.0377744	0.098371	0.0561269	0.0577185	0.0622033	0.0175278	0.0392031	0.0265804	0.0206774	0.0383888	0.0041478	0.0446729	0.016712	0.0358925	0.0384327	0.266778	0.630579	1.0637	2.03894	0.19987	0.399077	0.0825255	0.318528	0.3768794	3.90677
487	1	-13987.5	-13986.8	-0.728888	1.692282	0.205037	0.125499	0.145156	0.124596	0.184322	0.0942975	0.17627	0.111907	0.134772	0.259242	0.108093	0.107055	0.173756	0.105476	0.185377	0.196835	0.191125	0.146302	0.162103	0.0854202	0.130086	0.104351	0.226944	0.110757	0.0525843	0.00893751	0.0433168	0.0741045	0.13891	0.000731628	0.07359	0.0972325	0.043274	0.022002	0.0221364	0.0760834	0.0428157	0.0294102	0.0391352	0.0207545	0.0229158	0.0368448	0.0400398	0.253557	0.617719	1.05997	2.06876	0.207006	0.373478	0.0947432	0.324773	0.3620465	4.4796
488	0	-13983	-13986.1	3.11327	1.497028	0.19002	0.12076	0.112651	0.0955324	0.161199	0.0783869	0.172227	0.0939276	0.137613	0.236013	0.0881248	0.0876746	0.135276	0.118491	0.13681	0.166222	0.191078	0.134251	0.172874	0.0747428	0.12291	0.0949878	0.291954	0.0338078	0.050442	0.0276384	0.087495	0.0306291	0.0265298	0.128826	0.0698956	0.0616905	0.0286641	0.024611	0.0445053	0.0443018	0.0245718	0.0246481	0.00314763	0.0522737	0.0202036	0.0358925	0.0334738	0.224863	0.588061	1.05025	2.13683	0.203186	0.39044	0.0787313	0.327643	0.3776993	4.066974
489	1	-13993.5	-13993.3	-0.178431	1.29513	0.216938	0.105605	0.144818	0.102214	0.157382	0.120319	0.153256	0.105704	0.153894	0.19857	0.113926	0.102204	0.120929	0.123939	0.132999	0.162802	0.204995	0.157277	0.19615	0.0734121	0.13968	0.112649	0.217562	0.0881104	0.0621451	0.00915329	0.0591672	0.0815183	0.151284	0.000337613	0.0706595	0.113411	0.03573	0.0611374	0.027761	0.0429783	0.0463105	0.0286967	0.0485328	0.0131786	0.0369318	0.0217523	0.0409339	0.191871	0.550479	1.03572	2.22193	0.210071	0.394969	0.0792455	0.315714	0.337592	4.356956
490	0	-13977.8	-13983.1	5.27674	1.874981	0.19758	0.108458	0.123743	0.12107	0.124957	0.0934841	0.154947	0.0856277	0.122915	0.213721	0.0851028	0.114597	0.11746	0.127256	0.144581	0.129973	0.192825	0.141889	0.147315	0.0800404	0.126372	0.0755659	0.213272	0.0469224	0.0581919	0.0163826	0.0610577	0.0373102	0.0292774	0.156497	0.058642	0.0657974	0.0145306	0.0264497	0.0214188	0.0320094	0.0259428	0.0357072	0.0324614	0.0299709	0.00842914	0.0604146	0.0392847	0.27788	0.641025	1.06652	2.01457	0.216308	0.375597	0.0866338	0.321462	0.3877959	3.899451
491	1	-13995.3	-14000.1	4.78862	1.530378	0.203212	0.102115	0.104263	0.0996525	0.11736	0.088055	0.191336	0.0727108	0.125248	0.256565	0.105538	0.115233	0.122662	0.104333	0.170105	0.167918	0.164312	0.109627	0.170466	0.10491	0.111961	0.0796348	0.214476	0.0791032	0.0407805	0.0146765	0.0453052	0.0655486	0.107858	0.0158867	0.0591084	0.0724914	0.0393585	0.0296123	0.00103738	0.0542423	0.0228396	0.0257355	0.0255563	0.0220798	0.0130461	0.0177341	0.0511741	0.229977	0.593536	1.05216	2.12433	0.206155	0.389606	0.084983	0.319256	0.3803213	3.904865
492	0	-13982.3	-13983	0.752783	1.510233	0.191165	0.125633	0.106631	0.134751	0.144747	0.113869	0.192945	0.100717	0.111802	0.255118	0.0887327	0.107781	0.158353	0.12816	0.146995	0.183907	0.203846	0.166574	0.14463	0.123548	0.145392	0.0943783	0.245856	0.0325707	0.0744088	0.024414	0.0788018	0.022825	0.023375	0.136464	0.058642	0.0915272	0.0102473	0.0307998	0.0395768	0.0445424	0.0325438	0.034177	0.00475914	0.04029	0.0123551	0.0622926	0.0350599	0.226899	0.590251	1.05102	2.13183	0.206963	0.384818	0.0848855	0.323333	0.3612552	4.305202
493	1	-13991.7	-13996.7	4.94753	1.52552	0.170383	0.0873318	0.128943	0.135977	0.118872	0.112509	0.149349	0.12434	0.0782841	0.183169	0.110304	0.112261	0.127227	0.0943227	0.147866	0.155243	0.187174	0.122905	0.138295	0.116534	0.135135	0.0943176	0.208396	0.0834635	0.0360831	0.0137941	0.0343231	0.0714598	0.134425	0.000443312	0.0440127	0.0912766	0.0259947	0.0305414	0.0241925	0.0467373	0.0342844	0.029719	0.0204531	0.0265762	0.0230328	0.0272904	0.0509587	0.229238	0.59275	1.05189	2.12613	0.198312	0.386724	0.086313	0.328651	0.3714281	3.888201
494	0	-13979.5	-13984.1	4.58557	1.507829	0.148755	0.103056	0.114713	0.129001	0.175145	0.101157	0.142865	0.0939491	0.13327	0.221793	0.0859793	0.111097	0.108647	0.102732	0.121257	0.145511	0.184018	0.130862	0.155547	0.0960656	0.128961	0.0852303	0.221162	0.0266826	0.0482604	0.0268559	0.0681049	0.0497366	0.0331232	0.122965	0.0766342	0.0731994	0.00809838	0.0421618	0.0179422	0.0407962	0.0331345	0.0210379	0.0340255	0.0475207	0.0380818	0.0493254	0.0230684	0.226529	0.589854	1.05088	2.13274	0.212081	0.367791	0.0864053	0.333723	0.3609857	3.92153
495	1	-13994.2	-13995.6	1.34869	1.521197	0.195259	0.132711	0.126068	0.117835	0.158228	0.112556	0.14502	0.0792152	0.128085	0.251166	0.0879368	0.123338	0.115347	0.108693	0.141388	0.14023	0.201818	0.168009	0.160365	0.0969511	0.104063	0.0873677	0.349445	0.0692529	0.0316193	0.00827068	0.0403691	0.0917674	0.146914	0.0124206	0.0507755	0.0782813	0.0205771	0.0262095	0.0477207	0.0269154	0.022676	0.0266764	0.0580374	0.0308595	0.0367165	0.0401536	0.0500864	0.228579	0.592047	1.05164	2.12773	0.213232	0.386715	0.087007	0.313046	0.369457	4.24739
496	0	-13982.9	-13985.8	2.9414	1.38078	0.172901	0.109658	0.130893	0.0984201	0.139877	0.105956	0.149664	0.124586	0.104018	0.256566	0.0837092	0.0975231	0.133446	0.125733	0.154761	0.132998	0.174114	0.14666	0.168156	0.0810475	0.0972647	0.0856102	0.242579	0.0688112	0.0665016	0.035357	0.0692051	0.0539432	0.0427191	0.142802	0.0516958	0.0688489	0.00305967	0.0223828	0.019271	0.0245083	0.0331345	0.0352662	0.0233362	0.0547808	0.0212281	0.0605231	0.0495305	0.206304	0.56743	1.04258	2.18369	0.203619	0.364732	0.0922599	0.339389	0.3772253	4.063045
497	1	-13980	-13982.7	2.6668	1.22348	0.191056	0.10993	0.130932	0.106294	0.130829	0.116169	0.157262	0.0850898	0.120933	0.217617	0.0798222	0.11449	0.126414	0.119515	0.131337	0.15048	0.171359	0.148899	0.128669	0.0953108	0.119431	0.0865899	0.294046	0.0709574	0.0317144	0.0328691	0.0464868	0.074426	0.111595	0.0385302	0.0847337	0.0772865	0.0325708	0.0258786	0.0358879	0.0197232	0.0648793	0.0274393	0.0266613	0.0231422	0.0349129	0.0298361	0.033368	0.179282	0.534968	1.02901	2.25674	0.201215	0.385305	0.0874768	0.326004	0.3404797	4.055374
498	0	-13984.7	-13984.9	0.25589	1.340528	0.197763	0.0933489	0.124834	0.113597	0.151555	0.120286	0.180511	0.116905	0.127175	0.241236	0.107058	0.11028	0.141176	0.119803	0.162292	0.164775	0.191278	0.150151	0.162677	0.0994516	0.110329	0.109972	0.243391	0.0401988	0.0658617	0.0340419	0.0892605	0.0378437	0.0233449	0.0994202	0.0900294	0.088635	0.0153463	0.0283259	0.00746807	0.0331061	0.0338877	0.0423678	0.0248627	0.0649468	0.0453108	0.0586458	0.060646	0.199603	0.559665	1.0395	2.20123	0.212183	0.39072	0.087809	0.309288	0.3898618	4.323395
499	1	-13988.6	-13990.2	1.58758	1.809071	0.171477	0.139409	0.157036	0.106294	0.161634	0.111078	0.157262	0.112651	0.106116	0.215223	0.0770454	0.116185	0.120191	0.109596	0.142903	0.206497	0.239901	0.140319	0.144443	0.0764767	0.118512	0.0998306	0.256297	0.0632215	0.0370419	0.0328691	0.059144	0.0794754	0.143507	0.0408225	0.0918431	0.0769805	0.0301487	0.00668445	0.023256	0.0344365	0.0589775	0.0255749	0.0271408	0.0475604	0.0254563	0.0303115	0.0407584	0.269367	0.633043	1.06439	2.0332	0.202608	0.37786	0.0890231	0.330509	0.3535966	4.261588
500	0	-13991.3	-13996.2	4.85573	1.758591	0.187741	0.105758	0.116349	0.115098	0.127393	0.0950559	0.135216	0.102637	0.108262	0.199212	0.113098	0.0808354	0.12427	0.112635	0.115713	0.126691	0.162685	0.188903	0.162528	0.0999144	0.115873	0.0876267	0.260288	0.0188858	0.0863846	0.0154277	0.0559003	0.0247394	0.0368867	0.120593	0.0679228	0.0453943	0.0418903	0.045653	0.0373861	0.0434745	0.0160621	0.0316083	0.0248627	0.0590207	0.0368481	0.0402712	0.0361539	0.26265	0.626614	1.06258	2.04815	0.202288	0.379882	0.0893218	0.328508	0.3670759	3.929149
501	1	-13990.1	-13991.3	1.2009	1.303164	0.193418	0.109828	0.132544	0.104368	0.113695	0.0906275	0.133541	0.124146	0.11144	0.227112	0.0873996	0.108925	0.125131	0.115269	0.174359	0.21781	0.183754	0.186905	0.143313	0.0698133	0.125557	0.0794063	0.28312	0.0765775	0.0661217	0.0172893	0.0500294	0.0898423	0.168499	0.0216755	0.0964512	0.0717532	0.0266417	0.0216447	0.00817183	0.0491484	0.0688457	0.00745478	0.0395371	0.017949	0.0254563	0.023248	0.0330013	0.193253	0.552139	1.03642	2.21819	0.197912	0.389571	0.0884737	0.324043	0.3633997	4.22082
502	0	-13984.7	-13988.7	4.08727	1.387348	0.143801	0.108206	0.100458	0.096627	0.146076	0.0934517	0.171335	0.124063	0.108497	0.264359	0.0838919	0.0934132	0.127816	0.0812406	0.133833	0.145887	0.176461	0.179166	0.162528	0.0645591	0.132486	0.0839061	0.260288	0.0344757	0.0726296	0.0459506	0.0706221	0.0394356	0.0462384	0.1285	0.0417632	0.0752141	0.0109763	0.0237102	0.0203261	0.0300198	0.0324427	0.0248179	0.0057202	0.0590207	0.0150394	0.0446259	0.0458717	0.207384	0.568664	1.04306	2.18089	0.20467	0.389511	0.0868798	0.318939	0.3526635	3.949751
503	1	-13982.2	-13984.7	2.51477	1.460668	0.199935	0.106702	0.134948	0.114596	0.138785	0.0862213	0.154414	0.0961227	0.12104	0.23711	0.111199	0.107859	0.125131	0.107764	0.137394	0.19184	0.153367	0.170456	0.170863	0.110345	0.117037	0.0967396	0.28312	0.0663129	0.0609306	0.0309209	0.0500835	0.0532349	0.128619	0.0346489	0.0698785	0.0933427	0.0321108	0.00823033	0.00866935	0.0377216	0.0352797	0.00581358	0.0147079	0.0131432	0.0304301	0.0268438	0.0466872	0.219182	0.581876	1.04803	2.15092	0.200802	0.380896	0.0908725	0.327429	0.3763491	4.120602
504	0	-13979.5	-13981.3	1.76576	1.594465	0.170229	0.132226	0.127365	0.103542	0.146076	0.09823	0.165119	0.0995929	0.128629	0.234824	0.0899603	0.105873	0.112437	0.124675	0.162664	0.146027	0.218666	0.169296	0.165772	0.0938014	0.124676	0.0808972	0.283839	0.0478346	0.0520072	0.0354414	0.0744581	0.052578	0.0410921	0.117941	0.0624481	0.0931646	0.0279136	0.0282408	0.0136385	0.0364935	0.0366973	0.0226819	0.0195656	0.0590207	0.0156471	0.0541694	0.0414324	0.239553	0.603561	1.05552	2.10137	0.206006	0.393414	0.0844318	0.316148	0.3442632	4.216882
505	1	-13991	-13995.5	4.43707	1.566051	0.15943	0.129078	0.126269	0.126396	0.123726	0.12269	0.136336	0.0860413	0.100576	0.240774	0.100867	0.0857087	0.103344	0.0970025	0.155459	0.218196	0.158689	0.136731	0.173128	0.0760051	0.134844	0.10942	0.208842	0.0598173	0.0422218	0.0115656	0.071362	0.076049	0.108431	0.0346489	0.0446733	0.086123	0.0298115	0.0255927	0.0401488	0.0419211	0.0455022	0.00206308	0.0266324	0.0144072	0.0140805	0.0318952	0.0290476	0.235348	0.599194	1.05408	2.11138	0.211456	0.378375	0.0832962	0.326872	0.3703398	3.945546
506	0	-13992.6	-13994.6	1.97076	1.428525	0.160019	0.161847	0.105702	0.103358	0.16613	0.0868515	0.1162	0.122107	0.141771	0.277249	0.103319	0.105873	0.135229	0.117518	0.149994	0.162342	0.161841	0.164946	0.177214	0.0778948	0.0996594	0.0882129	0.234429	0.0453453	0.0594558	0.0260156	0.106698	0.0282077	0.0255395	0.107845	0.0703299	0.0870401	0.0345991	0.0134598	0.0437881	0.0229448	0.0618266	0.0382278	0.0207154	0.038261	0.0248352	0.0521341	0.0422451	0.214067	0.57621	1.04593	2.16379	0.205951	0.39079	0.0901852	0.313075	0.3484585	4.16922
507	1	-14001.6	-14004.8	3.21391	1.46897	0.202416	0.128261	0.106054	0.111735	0.100562	0.101901	0.226418	0.0844086	0.131233	0.191116	0.0996503	0.106055	0.124633	0.139158	0.134032	0.196169	0.157902	0.122802	0.156553	0.089621	0.11087	0.0791717	0.22614	0.0499387	0.0422453	0.00263301	0.0556308	0.0856591	0.1315	0.0502337	0.0855406	0.0376565	0.0229665	0.0415829	0.0398115	0.0530193	0.0620709	0.00936538	0.0166109	0.0303557	0.0338007	0.0268291	0.0478233	0.220489	0.583309	1.04855	2.14766	0.199373	0.399466	0.0814932	0.319668	0.3749984	4.052137
508	0	-13997.2	-13996.3	-0.849254	1.121017	0.217639	0.13796	0.129822	0.126851	0.17331	0.0884665	0.158553	0.110268	0.120577	0.252285	0.0948147	0.141293	0.129829	0.127435	0.166516	0.206792	0.14493	0.154479	0.19649	0.104973	0.124024	0.0945662	0.247418	0.0336385	0.116287	0.0101409	0.0764999	0.0191473	0.037683	0.10756	0.071438	0.0719705	0.0475018	0.0344292	0.0284564	0.0237674	0.0312145	0.0377127	0.00382378	0.0623632	0.0251228	0.0691885	0.0216939	0.160448	0.510331	1.01748	2.31174	0.197885	0.406819	0.0913648	0.303932	0.3458815	4.378934
509	1	-13985.5	-13992.3	6.77405	1.554212	0.181087	0.0972348	0.108772	0.130033	0.110062	0.0945262	0.141898	0.0974343	0.10951	0.2059	0.0749088	0.0909568	0.0983643	0.11302	0.119051	0.143876	0.184052	0.123659	0.148275	0.059667	0.120995	0.104781	0.259964	0.0506545	0.0185002	0.0427605	0.0377799	0.0528216	0.0932833	0.0373193	0.0674656	0.0868217	0.0278914	0.0162484	0.0083683	0.0354648	0.0561234	0.0156753	0.0322988	0.0230937	0.0137686	0.0395371	0.0361416	0.233577	0.597338	1.05345	2.11563	0.217027	0.373	0.0918276	0.318145	0.3875129	3.710045
510	0	-13986.3	-13989.1	2.80702	1.617854	0.194152	0.119616	0.114301	0.101641	0.171935	0.0947744	0.147844	0.105762	0.134943	0.250398	0.111818	0.0963504	0.122762	0.0996967	0.137522	0.135932	0.144625	0.166289	0.16321	0.109114	0.0853244	0.102105	0.259473	0.0356441	0.0882967	0.0272419	0.0778994	0.0283742	0.0547638	0.0958294	0.0736607	0.0749526	0.0158669	0.0291719	0.0567194	0.030902	0.0322063	0.0248614	0.0165545	0.0623632	0.0331602	0.0691885	0.0188476	0.242968	0.607066	1.05665	2.09331	0.202186	0.38061	0.0866527	0.330552	0.3354093	4.116092
511	1	-13987	-13989.5	2.43112	1.670466	0.209634	0.14551	0.109528	0.123898	0.124778	0.109369	0.197302	0.0964615	0.111344	0.253616	0.0892807	0.107366	0.10636	0.115716	0.134904	0.123424	0.198414	0.15549	0.14631	0.116652	0.0955188	0.0814285	0.243219	0.0588128	0.0566107	0.0244553	0.0631281	0.0758383	0.16166	0.0398096	0.0641115	0.0756576	0.040713	0.0543623	0.00832342	0.0372972	0.0455462	0.0188099	0.0182421	0.0405109	0.0276293	0.0154426	0.0383129	0.250496	0.614673	1.05904	2.07579	0.20578	0.391298	0.0834587	0.319462	0.3752084	4.160798
512	0	-13985	-13988.5	3.50192	1.682407	0.158286	0.0987075	0.141564	0.10806	0.146692	0.0772256	0.170145	0.0876892	0.114714	0.260176	0.12058	0.0963504	0.129696	0.100665	0.165896	0.163617	0.173428	0.174545	0.153571	0.107416	0.108766	0.0955502	0.300152	0.0413967	0.0694152	0.0242902	0.0895865	0.0317751	0.0218093	0.113876	0.0727348	0.0636125	0.0100875	0.0204341	0.0161486	0.0393141	0.0223854	0.0225778	0.00478947	0.0378802	0.0267343	0.0378211	0.0351017	0.252176	0.616348	1.05955	2.07192	0.200514	0.38231	0.0937423	0.323433	0.3975111	4.055262
513	1	-13988.5	-13992.1	3.59283	1.630103	0.223961	0.134045	0.12433	0.0973368	0.109093	0.12267	0.179819	0.107212	0.126453	0.206149	0.0991899	0.102634	0.138772	0.114147	0.168638	0.134042	0.153369	0.148	0.18196	0.0824856	0.0938904	0.0933646	0.2252	0.0932324	0.049355	0.0204993	0.0429198	0.0483282	0.123057	0.0352874	0.0733318	0.0679419	0.0401852	0.0414961	0.00560924	0.0429643	0.0361039	0.0127855	0.0217576	0.0380955	0.0244215	0.0263346	0.0287484	0.244739	0.608871	1.05723	2.08916	0.200456	0.378007	0.0932733	0.328264	0.3928471	4.039215
514	0	-13992.3	-13994.4	2.15796	1.687673	0.201735	0.0974684	0.139375	0.115984	0.121875	0.0984414	0.151725	0.134885	0.1297	0.235453	0.098506	0.138408	0.114776	0.108484	0.12342	0.183886	0.17391	0.141669	0.178471	0.0590912	0.126529	0.101022	0.256341	0.0387461	0.0796434	0.0165307	0.116208	0.0544695	0.0309963	0.15762	0.0537368	0.0771848	0.0315553	0.0215392	0.0205117	0.0377759	0.0376285	0.0179564	0.0460688	0.039449	0.0236776	0.048199	0.00967814	0.252913	0.617081	1.05977	2.07023	0.199058	0.394027	0.0892719	0.317643	0.3866038	4.190331
515	1	-13984.8	-13988.8	4.00593	1.282664	0.160805	0.113882	0.118815	0.105254	0.150407	0.0988973	0.159445	0.0837923	0.127097	0.22987	0.127181	0.126506	0.111704	0.127088	0.126429	0.165009	0.126165	0.137735	0.14124	0.0862429	0.119945	0.0883857	0.21178	0.0950132	0.0358328	0.00766422	0.0327644	0.0797517	0.112212	0.0210225	0.0747658	0.088682	0.0455293	0.0445754	0.00851684	0.0422665	0.0595849	0.00988569	0.022579	0.0172787	0.0340027	0.032424	0.0276591	0.189715	0.547872	1.03463	2.22779	0.208143	0.377745	0.0857353	0.328377	0.3535213	3.935687
516	0	-13981.1	-13983.2	2.07078	1.509074	0.184438	0.107447	0.120527	0.126862	0.157877	0.0935516	0.173398	0.099887	0.112797	0.236118	0.0969271	0.103621	0.123458	0.092415	0.154846	0.168779	0.209733	0.146481	0.149489	0.0828041	0.108813	0.0881841	0.313946	0.0459414	0.0855537	0.0192942	0.0908453	0.0385188	0.0262883	0.107321	0.101946	0.0870061	0.0184564	0.0140706	0.0177799	0.0305646	0.0392479	0.0623377	0.013518	0.0447921	0.0184628	0.0416576	0.0172118	0.226721	0.59006	1.05095	2.13227	0.197093	0.394922	0.0850186	0.322966	0.3619656	4.173213
517	1	-13987.9	-13991.1	3.2204	1.533446	0.172242	0.102918	0.13084	0.102608	0.132117	0.0926569	0.145904	0.108892	0.131358	0.233479	0.0830748	0.123301	0.142852	0.107746	0.160263	0.125988	0.161255	0.194232	0.140853	0.088599	0.119241	0.0853763	0.261452	0.0773161	0.0402233	0.00370747	0.0338376	0.0770854	0.104552	0.0303813	0.0890198	0.0693187	0.0396162	0.0220963	0.0257912	0.0346598	0.0606221	0.0376944	0.051885	0.0212808	0.0359669	0.0392099	0.020662	0.230443	0.594031	1.05233	2.1232	0.208081	0.383281	0.0952607	0.313377	0.347493	4.062174
518	0	-13976.3	-13980.9	4.62573	1.599147	0.156525	0.105198	0.159697	0.113821	0.134205	0.118169	0.157089	0.092563	0.101523	0.224208	0.0851262	0.103621	0.120795	0.119575	0.145165	0.193605	0.177332	0.130211	0.143822	0.0843913	0.114635	0.100117	0.239892	0.0313658	0.0715227	0.0207958	0.0666203	0.0293503	0.039821	0.111693	0.0703934	0.0696583	0.021019	0.0210303	0.0337468	0.0230595	0.0260843	0.0200013	0.0101945	0.0578894	0.0167362	0.0615283	0.0077678	0.24024	0.604269	1.05575	2.09974	0.212318	0.379177	0.0942285	0.314277	0.366433	3.931561
519	1	-13990.1	-13993	2.85024	1.710851	0.172242	0.124486	0.119194	0.14684	0.142065	0.104339	0.167613	0.119491	0.113038	0.228882	0.0872085	0.110194	0.178069	0.0884709	0.123781	0.14979	0.184236	0.157693	0.172937	0.0898459	0.10122	0.0995581	0.236529	0.0651202	0.056959	0.000763146	0.0339838	0.0770854	0.0998489	0.0365289	0.0890198	0.0849648	0.0316629	0.0506566	0.00503219	0.0657275	0.0424437	0.0147675	0.0320429	0.0131184	0.0182158	0.0347432	0.0536005	0.256135	0.620264	1.06073	2.06287	0.205326	0.386187	0.0824977	0.325989	0.3592637	4.124005
520	0	-13980.3	-13983.1	2.82479	1.26369	0.161086	0.103329	0.119442	0.0972707	0.154265	0.0891905	0.154273	0.0942149	0.125865	0.26849	0.093078	0.100535	0.131178	0.102563	0.153811	0.173808	0.189511	0.194132	0.157741	0.0731523	0.0967764	0.0878171	0.268999	0.0360052	0.0594649	0.0361517	0.0752116	0.0253721	0.0277874	0.145328	0.0654851	0.0687098	0.0215054	0.0158163	0.042794	0.0276456	0.0325112	0.0261942	0.0243704	0.0512179	0.0174921	0.0447731	0.0150175	0.186405	0.543832	1.0329	2.23686	0.20166	0.370829	0.0840062	0.343506	0.354265	4.049383
521	1	-13989.6	-13991.8	2.13589	1.589573	0.180191	0.129688	0.13146	0.127183	0.130708	0.127963	0.18507	0.0811008	0.111843	0.225905	0.101842	0.0953502	0.152506	0.121909	0.133662	0.131234	0.182055	0.15856	0.182373	0.0802472	0.130684	0.0901431	0.236942	0.079408	0.0385702	0.000212325	0.0546729	0.0767704	0.146975	0.0222764	0.0890198	0.0835964	0.0500164	0.018891	0.00991063	0.0398729	0.0636493	0.0163938	0.0364647	0.0185086	0.0258853	0.0434874	0.0359556	0.238834	0.602817	1.05528	2.10307	0.207903	0.383394	0.0849319	0.323772	0.3600769	4.179157
522	0	-13983.1	-13985.6	2.46628	1.514799	0.223096	0.126825	0.139033	0.134077	0.114283	0.125534	0.176427	0.128707	0.123363	0.216064	0.121844	0.109629	0.138005	0.115778	0.149393	0.164284	0.172298	0.147761	0.139844	0.0930114	0.102587	0.0906299	0.221231	0.0352014	0.0440332	0.00998943	0.0784992	0.0559991	0.0277874	0.118836	0.0690079	0.0601162	0.0215054	0.00734418	0.0516518	0.0484989	0.02715	0.029085	0.0243704	0.0400523	0.017923	0.0675973	0.0262464	0.2276	0.591001	1.05128	2.13012	0.202495	0.37365	0.0864153	0.337439	0.3553443	4.134597
523	1	-13989.4	-13992.6	3.19145	1.609663	0.196877	0.0996684	0.107798	0.130692	0.11468	0.0940329	0.163129	0.0822062	0.120598	0.219386	0.0965584	0.134694	0.103559	0.125385	0.152772	0.188158	0.194832	0.158191	0.147759	0.0871266	0.123427	0.105352	0.254487	0.055859	0.0448602	0.0255852	0.0477084	0.0878277	0.167795	0.0193899	0.0648948	0.0849744	0.0296044	0.0196214	0.00112794	0.0397019	0.0570647	0.0267468	0.0472641	0.00577622	0.0151894	0.0192098	0.0149248	0.241777	0.605847	1.05626	2.09611	0.20079	0.385948	0.0865906	0.326672	0.3998957	4.076494
524	0	-13988.2	-13992	3.75908	1.801732	0.20267	0.135365	0.108103	0.138537	0.133634	0.113324	0.154408	0.101006	0.100279	0.180938	0.102361	0.101418	0.108363	0.12175	0.13622	0.183978	0.20298	0.17524	0.129074	0.0867196	0.112825	0.0883545	0.242483	0.0590619	0.0405184	0.00239038	0.0878528	0.0333494	0.0187939	0.109549	0.0718714	0.0783724	0.0121369	0.0282768	0.0237435	0.0559878	0.0443759	0.0338443	0.032685	0.0641747	0.0137761	0.0603916	0.0124619	0.268401	0.632126	1.06413	2.03534	0.211698	0.374881	0.0859339	0.327487	0.3651775	4.043644
525	1	-13985.9	-13986.4	0.573471	1.655355	0.203812	0.12995	0.116995	0.126879	0.153491	0.103736	0.156215	0.102014	0.122769	0.264637	0.103311	0.09522	0.120004	0.107848	0.159321	0.171253	0.148753	0.172135	0.177956	0.120582	0.142266	0.113931	0.244264	0.0497165	0.0482552	0.0186913	0.052708	0.0540245	0.148395	0.0478334	0.103952	0.0741108	0.0210422	0.041616	0.0196933	0.0639427	0.0630894	0.0241864	0.047193	0.0144567	0.038251	0.0234423	0.0326302	0.248355	0.612526	1.05838	2.08074	0.207244	0.377153	0.0886301	0.326973	0.3738549	4.344573
526	0	-13987.8	-13991	3.25443	1.587197	0.178002	0.128177	0.12586	0.128373	0.148651	0.0938776	0.157787	0.0749677	0.114811	0.246987	0.0938367	0.0899659	0.108363	0.0905509	0.171553	0.12702	0.191594	0.147179	0.1445	0.0737105	0.108703	0.109137	0.267282	0.0687849	0.0616527	0.0262585	0.072817	0.0499614	0.0493341	0.113689	0.0743208	0.0837319	0.0246456	0.00862485	0.0178789	0.036542	0.0334823	0.0480229	0.0298778	0.0701724	0.00361594	0.047888	0.0247665	0.238484	0.602455	1.05516	2.1039	0.195732	0.386774	0.08488	0.332614	0.3616582	4.066955
