Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
2630	-14377.3	-14258.2	-119.096	0.2410029	1.14285	0.639322	0.822349	0.633619	0.852486	0.724209	1.04027	1.14621	0.922028	0.462889	0.376429	0.495923	0.600574	0.487403	0.552454	0.468595	0.514124	0.321293	0.284338	0.262393	0.374847	0.0906043	1.06886	0.15981	0.0127493	0.00225971	0.187897	0.133216	0.0243252	0.0146676	5.52176e-05	0.0297141	0.0198947	0.0288169	0.101659	0.0396661	0.0321419	0.0122369	0.00189824	0.0218643	0.0479089	0.00728638	0.0521801	0.0376462	0.13461	0.070931	0.0107597	0.736344	0.00970935	0.00171863	0.0602738	0.482124	3.45588	0.352365	0.350399	0.0938152	0.203421	15.21432
2640	-14373	-14262.5	-110.526	0.225292	0.883411	0.596043	0.89533	0.608672	0.810094	0.748585	0.897604	0.914912	1.14344	0.460033	0.381814	0.454682	0.466508	0.34726	0.530648	0.496658	0.514124	0.29985	0.432996	0.189643	0.372072	0.166765	0.801896	0.156571	0.00327741	0.00147701	0.241813	0.0681274	0.0047158	0.0552868	0.0094263	0.0444445	0.00373937	0.000236052	0.110947	0.0284837	0.0476509	0.008149	0.0246035	0.0637499	0.0108755	0.00379319	0.0569998	0.0310344	0.117753	0.075537	0.0111149	0.756626	0.00793458	0.00115289	0.0495213	0.446408	3.50292	0.365109	0.352254	0.0837682	0.198868	14.3574
2650	-14369.2	-14250.5	-118.741	0.2366135	0.828339	0.59318	0.740846	0.704647	0.949074	0.804545	1.1071	1.32813	1.0214	0.644282	0.312253	0.503344	0.483687	0.453478	0.513611	0.575298	0.444503	0.289506	0.399347	0.213557	0.410897	0.211506	0.861754	0.106169	0.0365653	0.0232745	0.136138	0.117467	0.00218937	0.0368683	0.000101771	0.0444445	0.00982292	0.019826	0.104577	0.0414301	0.0176115	0.00346741	0.0412331	0.0104549	0.0179613	0.0012929	0.0136704	0.029883	0.119372	0.063099	0.0138259	0.763039	0.010781	0.00154548	0.0572075	0.472393	3.46885	0.37881	0.326924	0.0930478	0.201218	15.17885
2660	-14373	-14257.5	-115.553	0.218478	0.862659	0.703298	0.753711	0.734015	0.771473	0.851607	1.02952	1.08107	0.881009	0.624441	0.386458	0.515726	0.408019	0.513225	0.500559	0.569516	0.512916	0.338172	0.338199	0.246599	0.313297	0.156116	0.992954	0.0872023	0.0419389	0.0188114	0.150196	0.117467	0.0144443	0.00393571	0.0235835	0.0389618	0.0145161	0.00165634	0.104577	0.00938839	0.0103856	0.00415997	0.00463357	0.0365424	0.0308455	0.00852283	0.0537258	0.0229089	0.111606	0.0874259	0.00826494	0.757782	0.0120121	0.000952381	0.045069	0.430145	3.52383	0.380312	0.326471	0.0975197	0.195698	14.86006
2670	-14364.6	-14259	-105.625	0.2418476	0.830965	0.488282	0.647249	0.757563	0.837435	0.6687	0.942031	1.16295	0.853101	0.569204	0.386458	0.509306	0.475813	0.426285	0.516639	0.476502	0.421095	0.264361	0.376624	0.290497	0.262954	0.166342	0.733405	0.177524	0.0114719	0.000531958	0.122065	0.0680831	0.00647741	0.0338834	0.00383252	0.0297798	0.00695145	0.00675811	0.220595	0.00120736	0.0269776	0.00518337	0.0354938	0.00138474	0.0145309	0.00212526	0.0286036	0.0259568	0.103973	0.0930006	0.0111023	0.749528	0.016439	0.00175334	0.0608689	0.483975	3.4534	0.371784	0.337824	0.101796	0.188597	13.86722
2680	-14371.9	-14261.3	-110.636	0.2509742	0.861574	0.610821	0.762625	0.825062	0.78063	0.790462	0.835775	0.98373	0.931389	0.437751	0.352108	0.557844	0.459057	0.507036	0.446358	0.442622	0.547617	0.39219	0.339763	0.28925	0.323461	0.187468	0.936706	0.0921333	0.0111213	0.026034	0.175371	0.161375	0.000640021	0.0305364	0.0245169	0.00764204	0.000112227	0.00770475	0.0924843	0.000349802	0.0341014	0.00339621	0.0315664	0.0138673	0.0335097	0.00877009	0.0118158	0.0276473	0.114596	0.0848655	0.00691062	0.741423	0.0245571	0.00215747	0.0673944	0.503536	3.42691	0.361514	0.338454	0.108046	0.191985	14.36834
2690	-14371.1	-14269.7	-101.351	0.234991	0.983385	0.582896	0.647959	0.61861	0.929778	0.706317	0.835775	0.831259	0.88148	0.538826	0.417718	0.373504	0.38563	0.37597	0.405311	0.529584	0.485255	0.254551	0.423791	0.351199	0.323461	0.111909	0.835865	0.0750441	0.0184514	0.00196358	0.100207	0.113353	0.00300385	0.0232656	0.0245169	0.00778548	0.0096228	0.0142581	0.100412	0.00114106	0.021099	0.00395432	0.0287614	0.0024046	0.00897654	0.0187181	0.0328795	0.0244713	0.0979678	0.0809601	0.0036804	0.767524	0.0253966	0.00148449	0.0560857	0.468747	3.47368	0.380766	0.326247	0.106442	0.186545	13.43985
2700	-14372.4	-14264.3	-108.053	0.2547801	0.809164	0.506751	0.843494	0.62066	0.786524	0.708626	0.886864	1.02693	0.903729	0.516726	0.319966	0.452375	0.538472	0.438209	0.460008	0.591002	0.455768	0.364963	0.462217	0.19139	0.302493	0.151873	0.827282	0.138632	0.0236387	0.00328126	0.211593	0.0263766	0.0484904	0.0516633	0.0115237	0.00938815	0.0212119	0.0516038	0.173928	0.00398762	0.0374986	0.0103653	0.0202743	0.0133453	0.00381719	0.0227405	0.0612348	0.0289056	0.0924867	0.075106	0.00834887	0.786526	0.00862674	0.00234206	0.0701631	0.511458	3.41604	0.387326	0.321091	0.109428	0.182156	14.11008
2710	-14368.2	-14256.8	-111.431	0.236032	0.778208	0.691654	0.849568	0.64144	0.872912	0.746292	1.08316	0.961793	0.832995	0.559025	0.328234	0.479189	0.430316	0.383635	0.581105	0.650499	0.572105	0.301181	0.303174	0.210094	0.408389	0.150852	0.823369	0.096829	0.0253476	0.00627007	0.216156	0.0652876	0.0610592	0.0497007	0.0295917	0.0364587	0.00417972	0.000166208	0.0334719	0.0737799	0.0237553	0.00912312	0.0253141	0.00111715	0.0212472	0.00232068	0.027467	0.0382741	0.0971478	0.0665317	0.00928717	0.778245	0.0105147	0.00152344	0.0568047	0.471089	3.47058	0.37669	0.330633	0.103738	0.188938	14.44783
2720	-14374.1	-14262.1	-111.983	0.2327391	0.730726	0.671076	0.714576	0.519932	0.897778	0.64779	0.873828	1.10683	0.861712	0.698354	0.448133	0.498615	0.527078	0.453279	0.522062	0.654759	0.489896	0.318423	0.368183	0.180853	0.380217	0.210839	0.900549	0.146553	0.0474654	0.0123981	0.105846	0.103797	0.0224194	0.037041	0.000144568	0.0195471	0.0188202	0.0143094	0.0938622	0.00451536	0.0358424	0.00327452	0.0559575	0.00116805	0.0411746	0.01316	0.0502655	0.0309186	0.0972923	0.0630954	0.0138175	0.780576	0.0142997	0.0014025	0.0545394	0.463644	3.48041	0.3834	0.33414	0.100942	0.181518	14.50305
2730	-14366.6	-14263	-103.595	0.2361184	0.913867	0.488867	0.806813	0.639872	0.64605	0.677991	0.968422	1.05398	0.819128	0.546083	0.331245	0.380546	0.400548	0.374641	0.492869	0.549021	0.456636	0.278277	0.365684	0.241373	0.375926	0.165804	0.944494	0.15239	0.00374409	0.0147838	0.205602	0.0845912	0.00878421	0.0773848	0.000832571	0.00555773	0.00701117	0.0195643	0.0691421	0.0194672	0.0352159	0.00419107	0.00440898	0.008955	0.00448958	0.00480638	0.0152233	0.0320201	0.116541	0.0750464	0.0111667	0.753191	0.0120352	0.0015267	0.0568645	0.471283	3.47033	0.385556	0.327652	0.0866824	0.20011	13.66428
2740	-14363.6	-14259.5	-104.136	0.2480237	0.880918	0.590168	0.711801	0.633553	0.878591	0.637291	0.862421	0.91309	0.799275	0.473463	0.394226	0.414364	0.493307	0.401168	0.542106	0.517366	0.494323	0.324916	0.33479	0.210304	0.380347	0.233521	0.801188	0.107788	0.00130273	0.0313001	0.180144	0.055518	0.0057893	0.0198635	0.00634502	0.0469417	0.00544317	0.00259339	0.144248	0.0194672	0.0549255	0.0156571	0.030064	0.0207225	0.00704752	0.0128419	0.0278902	0.0247376	0.118366	0.0762213	0.0170342	0.749388	0.0142532	0.00202093	0.0652665	0.497299	3.43541	0.380587	0.333276	0.0920864	0.19405	13.71839
2750	-14361.1	-14264.5	-96.6307	0.2463654	0.792099	0.590168	0.600365	0.589281	0.831111	0.682513	0.874139	0.812684	0.684936	0.51566	0.345026	0.472924	0.451927	0.376213	0.513224	0.518732	0.456723	0.276805	0.38525	0.198156	0.357671	0.161187	0.865835	0.107788	0.00495193	0.00199862	0.157386	0.0142006	0.0391126	0.0359213	0.00149527	0.0540879	0.0235178	0.000259643	0.0431948	0.00036493	0.00808646	0.0178078	0.0235097	0.0224726	0.0374384	0.000974554	0.0206417	0.0283405	0.118086	0.0845205	0.0139562	0.744134	0.0109626	0.00194667	0.0640779	0.493758	3.44022	0.390587	0.323593	0.0992264	0.186594	12.96784
2760	-14373	-14270.5	-102.476	0.2281368	0.801251	0.56007	0.78717	0.505255	0.661821	0.770231	0.898419	0.958054	0.787715	0.577577	0.339735	0.434484	0.410772	0.520563	0.574988	0.483374	0.514899	0.332147	0.317165	0.229915	0.426914	0.114973	0.950371	0.0644252	0.0192965	0.0110412	0.154405	0.0172601	0.00914675	0.0556462	0.00550523	0.0581547	0.00915307	0.00105878	0.0235725	2.69468e-06	0.0225848	0.0234449	0.0441403	0.0023603	0.00588061	0.00355801	0.0638735	0.0256473	0.103599	0.0935674	0.0103651	0.749534	0.0172873	0.0012444	0.0514204	0.453058	3.49428	0.385363	0.323766	0.108646	0.182225	13.55237
2770	-14364.7	-14258.2	-106.478	0.244187	0.818741	0.64054	0.809724	0.576165	0.788744	0.7464	0.859524	0.947162	0.718699	0.482239	0.308719	0.428986	0.497436	0.444642	0.503141	0.556212	0.666527	0.376945	0.325135	0.223266	0.515867	0.113004	0.849823	0.190174	0.0214723	0.00653562	0.173481	0.0322111	0.0163327	0.0556462	0.022938	0.00919862	0.0253404	0.012179	0.0311181	2.49971e-06	0.0225848	0.00544543	0.0354828	0.00671573	0.00123213	0.00527462	0.0815225	0.0285402	0.110783	0.0803672	0.0127986	0.753897	0.0136138	0.00185182	0.0625252	0.489065	3.44656	0.363218	0.349053	0.099025	0.188704	13.95253
2780	-14365	-14261.6	-103.404	0.2420743	0.7557	0.719097	0.838249	0.669856	0.829072	0.657896	0.812067	0.842218	0.877193	0.571715	0.310681	0.420081	0.427795	0.504811	0.495039	0.566732	0.554781	0.282672	0.382415	0.215459	0.379744	0.104333	0.831961	0.106797	0.00178906	0.0164424	0.147711	0.0498813	0.0186882	0.0623948	0.0150535	0.0174881	0.00342702	0.000382088	0.100975	3.17967e-06	0.00594012	0.00199402	0.0191201	0.0105692	0.000416601	0.013751	0.00274407	0.0215617	0.106828	0.0914851	0.0119676	0.754657	0.0135009	0.00176273	0.0610289	0.484471	3.45274	0.352962	0.347812	0.106856	0.19237	13.64514
2790	-14382.9	-14270.2	-112.641	0.2429596	0.854447	0.466181	0.781254	0.607905	1.15925	0.787498	1.07611	1.11252	0.817978	0.652467	0.405213	0.564372	0.434867	0.367067	0.424185	0.544292	0.419245	0.278673	0.342825	0.204058	0.329787	0.155247	1.08133	0.112748	0.00711034	0.0120966	0.145555	0.0381974	0.00205479	0.0719161	0.00321866	0.00306894	0.0392285	0.0347655	0.0638714	0.00401439	0.0228629	0.00155412	0.0369508	0.00090723	0.000857888	0.0303751	0.0707116	0.0163487	0.112297	0.0933311	0.0103863	0.758311	0.00932669	0.00179972	0.0616547	0.486401	3.45014	0.371514	0.342242	0.105533	0.180711	14.56884
2800	-14368.6	-14258.4	-110.283	0.2283371	0.832155	0.580374	0.720911	0.699938	0.900678	0.878364	0.818027	1.08178	0.861852	0.564951	0.370763	0.52044	0.461985	0.328973	0.561996	0.544292	0.4738	0.299364	0.382121	0.229231	0.24063	0.203364	0.931115	0.132739	0.00206222	0.00790976	0.138059	0.10162	0.0116377	0.00873259	0.0118065	0.00352069	0.00591958	0.0184455	0.258012	0.0232945	0.0180245	0.000837574	0.0237289	0.00952226	0.0248131	0.00100647	0.0442799	0.0190527	0.106732	0.0874174	0.0100872	0.763595	0.0131153	0.00125102	0.0515549	0.453523	3.49367	0.379092	0.331407	0.104799	0.184702	14.33308
2810	-14369.4	-14268	-101.486	0.247096	0.739094	0.482401	0.697338	0.626049	0.737223	0.708588	0.843893	1.21818	0.877846	0.613187	0.388392	0.383718	0.44787	0.354839	0.423793	0.514876	0.326183	0.346708	0.361339	0.177457	0.254133	0.115334	0.814238	0.149787	0.000159377	0.0145136	0.243643	0.116766	0.0289443	0.0729108	0.00449986	0.000281184	0.00698435	0.00520778	0.195333	0.0160548	0.0298685	0.0291184	0.0364053	0.00346543	0.00116492	0.0275453	0.0180432	0.0207812	0.106916	0.0852909	0.0149376	0.756587	0.0154874	0.00197917	0.0646009	0.495321	3.4381	0.371644	0.337934	0.10158	0.188842	13.45337
2820	-14382.7	-14275.6	-107.181	0.237953	0.733177	0.511912	0.80479	0.621278	0.676569	0.637208	1.04021	1.10069	0.763142	0.510349	0.386724	0.436336	0.506943	0.420532	0.425663	0.531182	0.530408	0.382435	0.356984	0.217611	0.32634	0.128252	0.953984	0.29181	2.89543e-05	0.00862641	0.137474	0.076115	0.013543	0.0265976	0.0524764	0.0777093	0.0136254	0.0103456	0.0996968	0.0670245	0.00303718	0.00186627	0.0135974	0.0306587	0.0185671	0.00111279	0.0762017	0.0168106	0.109434	0.0844718	0.0218666	0.757994	0.00942369	0.00159705	0.0581385	0.475382	3.46488	0.388985	0.328324	0.0922187	0.190473	14.02282
2830	-14371.3	-14269.2	-102.055	0.2367411	0.714777	0.59749	0.785951	0.749266	0.650896	0.560219	0.667597	1.04298	0.847311	0.483555	0.359868	0.473195	0.50422	0.45959	0.482505	0.472041	0.472	0.432985	0.392017	0.239114	0.36118	0.0583663	0.879451	0.152244	8.4511e-05	0.000942315	0.164752	0.0339197	0.00245809	0.0980796	0.00719114	0.0341189	0.0274404	0.00854126	0.0967329	0.0269517	0.0621301	0.0141205	0.0108052	0.00165396	0.00343116	0.00499275	0.0731492	0.0247641	0.136987	0.0910493	0.016285	0.721634	0.00928056	0.00155034	0.057296	0.472678	3.46848	0.35908	0.353718	0.0883723	0.19883	13.51031
2840	-14368.8	-14262.7	-106.063	0.245255	0.748438	0.66902	0.910585	0.614525	0.764357	0.816243	0.84441	1.03519	0.80995	0.48518	0.368599	0.451141	0.423042	0.433302	0.487066	0.494204	0.533386	0.296667	0.328853	0.157038	0.303287	0.166295	0.759283	0.145721	0.00763275	0.00497262	0.221577	0.140149	0.024137	0.0839093	0.00688134	0.00453682	0.0111042	0.00979605	0.110243	0.000119948	0.0837219	0.00444218	0.0667225	0.0137623	0.056594	0.00264082	0.0123192	0.0256545	0.12342	0.0820412	0.0141981	0.747581	0.00710449	0.00189794	0.0632853	0.491372	3.44344	0.37056	0.345408	0.0917121	0.19232	13.91105
2850	-14373.1	-14269	-104.111	0.2402337	0.769686	0.573887	0.997694	0.618738	0.671038	0.66472	0.879869	1.12845	0.713409	0.517916	0.372888	0.460684	0.421405	0.433302	0.408107	0.558462	0.391786	0.304679	0.353758	0.214973	0.286927	0.149565	0.76852	0.15739	0.0155482	0.0194171	0.204441	0.151016	0.0558004	0.0521554	0.0367453	0.0223341	0.00913853	0.0152366	0.14817	0.031246	0.0408816	0.00220784	0.0192454	0.00516018	0.032159	0.0177635	0.0193651	0.0274265	0.129559	0.0805845	0.0115446	0.743954	0.00693129	0.00168742	0.0597332	0.480432	3.45815	0.375889	0.341013	0.0838105	0.199288	13.71588
2860	-14363.7	-14257.3	-106.4	0.2300186	0.708246	0.613683	0.864039	0.684223	0.821809	0.742885	0.769002	0.947465	0.936252	0.516305	0.396436	0.379357	0.448472	0.491779	0.530953	0.428427	0.460517	0.365592	0.328668	0.24715	0.337486	0.130284	0.925555	0.146494	0.0384051	0.0218472	0.200329	0.109563	0.013784	0.0521554	0.0104354	0.0410546	0.0112261	0.00316706	0.0709073	0.00264431	0.0280027	0.018853	0.0460054	0.00725765	0.0165784	0.0103962	0.0210346	0.0264924	0.117738	0.0767775	0.0135115	0.753223	0.0122574	0.00130753	0.0526889	0.457413	3.48859	0.385249	0.326851	0.0973944	0.190505	13.94472
2870	-14374.8	-14263.1	-111.753	0.2469822	0.751264	0.642188	0.858099	0.769937	0.846423	0.607432	0.777519	1.23008	0.933176	0.639208	0.363336	0.48852	0.459831	0.47631	0.585418	0.631595	0.473645	0.26012	0.364832	0.204867	0.275423	0.191008	0.811469	0.151053	0.0646726	0.0358301	0.164793	0.105983	0.01321	0.0366878	0.000208756	0.0232712	0.0100022	0.0104609	0.0298642	0.0954739	0.0152776	0.000461409	0.030635	0.026173	0.0116548	0.00124539	0.0114261	0.0252793	0.122462	0.0854315	0.0135967	0.737725	0.0155059	0.00197408	0.0645194	0.495078	3.43843	0.3686	0.337282	0.097487	0.196632	14.48008
2880	-14360.2	-14254.6	-105.64	0.2561401	0.794008	0.574776	0.770598	0.769937	0.743247	0.765962	0.873314	0.833414	0.969083	0.507472	0.338136	0.418959	0.511277	0.435471	0.485918	0.583622	0.485861	0.267193	0.361795	0.208289	0.473263	0.132712	0.871438	0.117648	0.0301379	0.00534851	0.170592	0.0871239	0.0165126	0.093655	0.00417017	0.00360162	0.0175102	0.00539519	0.0438393	0.00791844	0.0294829	0.0105738	0.0151358	0.0157629	0.00677944	0.00317751	0.00861077	0.0460101	0.139659	0.064755	0.00989037	0.725636	0.0140498	0.00241036	0.0711587	0.514257	3.41217	0.341512	0.359917	0.0938026	0.204768	13.86872
2890	-14367.2	-14263.6	-103.588	0.2616783	0.838629	0.584737	0.777033	0.625854	0.756586	0.74229	0.969781	0.945678	0.841426	0.422303	0.286325	0.450881	0.507561	0.359836	0.514215	0.514153	0.451805	0.26161	0.296789	0.245193	0.405674	0.17754	0.878613	0.131452	0.00940029	0.0113454	0.217458	0.0616816	0.0355166	0.0500306	0.00589882	0.0515662	0.0302265	0.00167084	0.0340702	0.0177371	0.0109076	0.00117185	0.0605756	0.0488476	0.00045932	0.00780826	0.0212377	0.0411352	0.135494	0.0686025	0.0137809	0.719261	0.0217265	0.00270129	0.0752439	0.525475	3.39658	0.36749	0.346831	0.0886474	0.197031	13.66357
2900	-14364.9	-14264	-100.946	0.2476531	0.85788	0.634357	0.68969	0.691994	0.774307	0.740886	0.793683	0.797754	0.864949	0.578848	0.407698	0.444734	0.40996	0.381806	0.472269	0.512438	0.458301	0.342471	0.42793	0.199765	0.351588	0.152504	0.67666	0.0845911	0.0300551	0.00913382	0.192682	0.0988848	0.0154852	0.0248262	0.0139831	0.0735215	0.00600177	0.0112028	0.0519327	0.0292344	0.00789137	0.0180881	0.0132771	0.00473108	0.022204	0.00660022	0.0225777	0.031653	0.128577	0.0709273	0.0130565	0.73523	0.0205563	0.00200418	0.0650004	0.49651	3.43649	0.352561	0.352142	0.0987403	0.196557	13.39938
2910	-14376.7	-14273.6	-103.098	0.2563556	0.627857	0.567125	0.830695	0.692012	0.816247	0.826814	0.780693	1.08808	0.970837	0.467641	0.409121	0.39377	0.40996	0.381806	0.44132	0.498751	0.449025	0.339097	0.330791	0.309493	0.26492	0.250697	0.73697	0.109829	0.0104923	0.0193483	0.145174	0.0736925	0.00258303	0.0321688	0.0113524	0.0319828	0.0182112	0.0464702	0.0822993	0.0203057	0.00175447	0.0161103	0.0318003	0.00382797	0.0297166	0.0365808	0.00713302	0.0349312	0.113253	0.0861686	0.0100783	0.740891	0.0146779	0.00242129	0.0713167	0.514698	3.41156	0.361308	0.352044	0.0947021	0.191946	13.61456
2920	-14367.8	-14261.3	-106.484	0.2363437	0.662716	0.582302	0.707344	0.576019	1.09346	0.787736	1.01277	1.04746	0.88514	0.445451	0.387273	0.561006	0.460989	0.411777	0.538531	0.442116	0.387605	0.3086	0.345799	0.200053	0.330693	0.13219	0.811576	0.170284	0.0104923	0.000597323	0.142711	0.0736925	0.00323994	0.0289281	0.0286859	0.00697567	0.0205479	0.00488402	0.150949	0.0407	0.0349963	0.0018116	0.0178713	0.00559358	0.0109646	0.0113139	0.0692926	0.0407629	0.117277	0.0628075	0.00994266	0.758162	0.0110484	0.00153522	0.0570205	0.471788	3.46966	0.366293	0.335488	0.103472	0.194747	13.95314
2930	-14364.1	-14265	-99.1249	0.2643199	0.960445	0.603852	0.720873	0.6822	0.740255	0.634425	0.930129	0.771568	0.781501	0.509123	0.301828	0.499039	0.425898	0.415343	0.416732	0.506033	0.444513	0.290778	0.355006	0.191662	0.361496	0.13702	0.720721	0.162202	0.0123817	0.00795064	0.134804	0.0636969	0.0282087	0.0327173	0.00502667	0.0342565	0.0226233	0.00278262	0.0807902	0.0486165	0.0357761	0.0014985	0.0171659	0.0123161	0.0543201	0.0113727	0.0483146	0.036257	0.123934	0.0740571	0.0127721	0.735584	0.0173953	0.00284738	0.077209	0.530727	3.38922	0.371111	0.342866	0.0937127	0.19231	13.21726
2940	-14369.3	-14271	-98.2737	0.2457669	0.705734	0.593692	0.826688	0.500812	0.753886	0.605811	0.737004	0.842474	0.837465	0.458172	0.323836	0.48593	0.485371	0.438268	0.450283	0.40751	0.532029	0.342263	0.344912	0.199883	0.320573	0.145012	0.844642	0.1648	0.0200048	0.00472221	0.17322	0.127632	0.0244159	0.0726486	0.00843681	0.0408592	0.0400585	0.0343657	0.0502327	0.0783713	0.00851249	0.000316199	0.0374964	0.00658409	0.0169023	0.011897	0.0284133	0.0367794	0.132409	0.0739152	0.0116339	0.728447	0.0168157	0.00192031	0.0636504	0.492473	3.44196	0.373535	0.341939	0.0861929	0.198333	13.13214
2950	-14362.6	-14269.7	-92.9748	0.2609873	0.751945	0.553573	0.809506	0.589211	0.614498	0.591331	0.717325	0.872399	0.869187	0.458172	0.299837	0.43729	0.420878	0.327004	0.508482	0.573691	0.480321	0.287098	0.37637	0.190613	0.323323	0.0934822	0.699445	0.214184	0.00613661	0.00624605	0.18251	0.0615573	0.0016222	0.0829643	0.0263296	0.021189	0.0128089	0.016778	0.029974	0.0163781	0.0163655	0.00182704	0.014456	0.000657045	0.00709692	0.00385256	0.0343314	0.0405698	0.139081	0.0726972	0.00819233	0.72169	0.0177688	0.00266386	0.0747316	0.524091	3.39851	0.358894	0.341908	0.0951678	0.20403	12.60225
2960	-14360.1	-14262.5	-97.6013	0.2605234	0.709378	0.617985	0.722544	0.546853	0.710895	0.759707	0.905272	0.925187	0.727837	0.452824	0.396522	0.439427	0.489831	0.467073	0.529075	0.510659	0.378911	0.285025	0.343905	0.208856	0.304865	0.164335	0.79402	0.053804	0.0278535	0.00220441	0.166882	0.065304	0.00302	0.0132579	0.00464583	0.0278611	0.0047362	0.00380535	0.109634	0.0241223	0.0109705	0.00547578	0.0114523	0.0199987	0.00440086	0.0433998	0.0710806	0.0388367	0.137062	0.0781362	0.011656	0.712194	0.022115	0.00263891	0.0743881	0.523159	3.39981	0.357164	0.344196	0.0980988	0.200541	13.06489
2970	-14366.8	-14265.3	-101.566	0.23821	0.680867	0.639402	0.691795	0.61688	0.732901	0.700888	0.857514	0.825368	0.784854	0.504101	0.414843	0.459156	0.521994	0.368462	0.504693	0.51969	0.543477	0.340365	0.379812	0.182139	0.397682	0.223086	0.859324	0.0612017	0.00995558	0.0324898	0.235043	0.0616109	0.0278688	0.0381186	0.0208489	0.0353229	0.00424354	0.00670537	0.0202425	0.0115681	0.000954933	0.012487	0.0450445	0.0121695	0.0429009	0.0128081	0.0204565	0.0304414	0.130982	0.0889454	0.00592202	0.730092	0.0136165	0.00160707	0.0583176	0.475954	3.46412	0.362676	0.348147	0.0947067	0.194471	13.46133
2980	-14375.5	-14271.8	-103.707	0.2571478	0.751867	0.578745	0.708793	0.554937	0.908948	0.700888	0.826126	0.944402	1.09358	0.513307	0.47222	0.447993	0.457842	0.371192	0.405475	0.511159	0.516884	0.267303	0.324601	0.296794	0.238112	0.160185	0.750759	0.0775028	0.0142329	0.0273663	0.11127	0.150488	0.00547165	0.0701285	0.027171	0.0219916	0.00128195	0.00502357	0.16508	0.0428764	0.0810427	0.00492575	0.0229641	0.00140497	0.0305586	0.00172468	0.0108183	0.0283598	0.126789	0.0967527	0.00540759	0.718683	0.0240083	0.00246176	0.0718983	0.516319	3.40932	0.36755	0.349566	0.0913939	0.191491	13.67544
2990	-14376.7	-14281.8	-94.9785	0.2476545	0.906535	0.485209	0.922978	0.618301	0.711904	0.636013	0.791306	1.01786	0.884541	0.452384	0.35856	0.344447	0.43555	0.347229	0.406716	0.493389	0.428873	0.387581	0.228778	0.19539	0.288642	0.122886	0.669905	0.0840996	0.0304895	0.00837423	0.16831	0.08223	0.0536296	0.00374737	0.00246579	0.0201889	0.000654045	0.00164352	0.0507981	0.0371761	0.0538398	0.011484	0.0163422	0.00661967	0.0148967	0.0198503	0.000794104	0.0384278	0.136288	0.0865965	0.00873355	0.722348	0.0076068	0.00200424	0.0650014	0.496513	3.43648	0.364169	0.356867	0.0898032	0.189161	12.80262
3000	-14366.4	-14270.9	-95.5726	0.2548479	0.808696	0.454072	0.722867	0.630772	0.817457	0.700913	0.729757	0.893744	0.74876	0.459607	0.421971	0.379876	0.385811	0.350932	0.469321	0.465111	0.476752	0.289564	0.322931	0.225227	0.308238	0.214502	0.850371	0.110812	0.0148087	0.00158255	0.185992	0.165518	0.0203228	0.0094885	0.00686729	0.0274853	0.0197118	0.0159851	0.0609233	0.00756601	0.000213839	0.0326584	0.0185329	0.000623355	0.0153092	0.00748705	0.0128809	0.0398095	0.127183	0.0749665	0.015713	0.726524	0.0158036	0.00234543	0.0702126	0.511598	3.41584	0.368676	0.340925	0.102192	0.188207	12.86202
3010	-14364	-14264.4	-99.6843	0.256288	0.904775	0.557692	0.769328	0.629237	0.86893	0.809261	0.968096	0.893744	0.706635	0.500446	0.31963	0.336805	0.484265	0.323149	0.492883	0.493487	0.365061	0.375623	0.384562	0.205107	0.329932	0.172232	0.787421	0.0638201	0.0202179	0.00119587	0.135196	0.0430425	0.0266089	0.0654492	0.00686729	0.00185154	0.0305211	0.00525923	0.0966537	0.0154017	0.0159028	0.00386491	0.00423476	0.0113421	0.00511074	0.00526634	0.0370898	0.038295	0.129746	0.0777126	0.0175211	0.728208	0.0085175	0.00241786	0.0712671	0.51456	3.41176	0.363297	0.345646	0.0995563	0.1915	13.2732
