Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
4580	-14360	-14260.5	-99.4112	0.2390241	0.813306	0.531856	0.712761	0.560703	0.7786	0.684257	0.887753	1.08503	0.865793	0.474943	0.383707	0.433748	0.41804	0.513604	0.470496	0.462616	0.424664	0.329665	0.321932	0.246745	0.270781	0.13961	0.624023	0.0673478	0.076788	0.0143969	0.171403	0.0720017	0.0275399	0.0551466	0.00454841	0.00803008	0.00549132	0.0171452	0.169212	0.00216795	0.010893	0.00262249	0.0362809	0.0166422	0.0071732	0.0016266	0.0447967	0.0356518	0.106442	0.0679417	0.0132945	0.763982	0.0126882	0.00163908	0.0588859	0.47776	3.46171	0.369461	0.33884	0.106271	0.185428	13.24589
4590	-14370.4	-14265.3	-105.114	0.2449632	0.740619	0.521597	0.615553	0.564834	0.717646	0.81503	0.930149	1.16473	0.988254	0.552415	0.383695	0.501697	0.464026	0.427789	0.432496	0.533976	0.290722	0.313898	0.438716	0.170222	0.281625	0.186519	0.882931	0.0972857	0.0509747	0.018455	0.184755	0.0572148	0.0125831	0.061877	0.00400981	0.0575705	0.0234281	0.00193611	0.169212	0.0227895	0.00710352	0.00742249	0.0344174	0.00431478	0.0129226	0.0189357	0.0498235	0.0394151	0.112847	0.0648149	0.00679632	0.758872	0.0172543	0.00188527	0.0630773	0.490743	3.44429	0.365995	0.334731	0.104701	0.194573	13.81617
4600	-14364.5	-14252.9	-111.64	0.247813	0.830759	0.73291	0.850798	0.620365	0.915421	0.814163	1.01738	1.11195	0.821757	0.602273	0.38628	0.414333	0.425272	0.497099	0.425369	0.421843	0.481237	0.383625	0.364184	0.226234	0.313007	0.134776	0.773554	0.113559	0.0444959	0.0119432	0.148945	0.0928882	0.00296222	0.0462637	0.00263307	0.0476203	0.00661945	0.0149063	0.169212	0.0252549	0.0400931	0.00499733	0.0484389	0.0113955	0.000765565	0.0189357	0.0522734	0.0326074	0.116044	0.0697248	0.0088584	0.760258	0.0125075	0.00201139	0.0651151	0.496851	3.43602	0.371727	0.331791	0.0983469	0.198135	14.46879
4610	-14364.8	-14259.3	-105.538	0.2297733	0.750712	0.672837	0.814148	0.597489	0.781292	0.711904	0.750578	1.00998	0.892011	0.551027	0.390033	0.528395	0.505187	0.413592	0.374625	0.535013	0.462451	0.322162	0.287223	0.189079	0.304595	0.152347	0.940616	0.160623	0.0139062	0.0228672	0.178276	0.0665398	0.00432284	0.0474152	0.0126874	0.0134339	0.0224574	0.00570845	0.250639	0.0043319	0.0532778	0.00948772	0.00856728	0.00964797	0.00188721	0.0145072	0.0207138	0.0337258	0.123778	0.0691502	0.0160208	0.744228	0.0130973	0.00129918	0.052523	0.456847	3.48933	0.371298	0.337315	0.0962127	0.195174	13.8586
4620	-14369.4	-14262	-107.368	0.2467776	0.897848	0.733006	0.770341	0.559659	0.924643	0.739967	1.0118	0.869918	0.863021	0.540361	0.373913	0.471585	0.430835	0.38914	0.452905	0.468656	0.511901	0.294707	0.451756	0.2762	0.332236	0.165931	0.808765	0.0937791	0.0219818	0.0125464	0.136196	0.0873073	0.0359106	0.0278199	0.00771231	0.0121707	0.000579642	0.00702072	0.0687734	0.0972107	0.00424709	0.0210611	0.00164943	0.00235003	0.0502622	0.00043637	0.0134443	0.0391498	0.128703	0.0605547	0.0156213	0.740464	0.0155072	0.00196496	0.0643729	0.494641	3.43902	0.358495	0.335425	0.100358	0.205721	14.04155
4630	-14362.7	-14262.2	-100.501	0.2454539	0.913787	0.599282	0.812989	0.59663	0.639244	0.787641	0.853129	0.982232	0.878304	0.578227	0.410427	0.365891	0.441982	0.341451	0.474463	0.526115	0.486154	0.338541	0.319563	0.177309	0.323339	0.107969	0.773612	0.117185	0.00721938	0.00090579	0.154384	0.0595146	0.00562588	0.101719	0.0146939	0.00154798	0.00516438	0.00666076	0.0103028	0.0639151	0.0197533	0.0112129	0.0149718	0.000567955	0.00345755	0.012106	0.0156289	0.0408704	0.138	0.0649301	0.014995	0.724879	0.0163258	0.00190661	0.063427	0.4918	3.44287	0.378229	0.339613	0.0902119	0.191946	13.35482
4640	-14365.5	-14267.1	-98.3825	0.258381	0.723031	0.476246	0.83508	0.585795	0.721293	0.631202	0.990727	0.987365	0.823514	0.513993	0.418147	0.406066	0.48946	0.440443	0.420303	0.452603	0.403015	0.303059	0.368846	0.230936	0.299567	0.135423	0.730298	0.0758092	0.00905521	0.0282872	0.0907653	0.149741	0.00940873	0.0434993	0.00243619	0.021708	0.0243467	0.00969447	0.113522	0.0769262	0.00656279	0.00105907	0.0210979	0.0202281	0.00236668	0.0101259	0.0399684	0.0472201	0.160594	0.0646644	0.00602823	0.698611	0.0228825	0.00252559	0.0728058	0.51883	3.40584	0.353894	0.351277	0.0908268	0.204002	13.14302
4650	-14367.2	-14257	-110.129	0.2361634	0.864702	0.700859	0.838105	0.650785	0.802854	0.79161	0.89823	0.988802	0.995914	0.4514	0.396084	0.424646	0.391232	0.515264	0.467864	0.431278	0.51163	0.311339	0.376122	0.178674	0.318116	0.155334	0.987821	0.155327	0.00121166	0.00312634	0.268455	0.0648248	0.0132583	0.0324978	0.00573916	0.0319597	0.00405421	0.00119138	0.0963129	0.0195202	0.00925779	0.0057524	0.0428728	0.0026229	0.0193435	0.0101259	0.0815255	0.0346805	0.131965	0.0625572	0.00737471	0.744169	0.0192532	0.0015284	0.0568957	0.471384	3.47019	0.360105	0.349295	0.0832206	0.207379	14.31764
4660	-14361.5	-14254.7	-106.821	0.2437197	0.830849	0.598135	0.719317	0.663036	0.779513	0.721461	0.90923	1.20006	0.682829	0.450362	0.375134	0.477048	0.589653	0.424721	0.562908	0.504427	0.423489	0.364262	0.376122	0.187426	0.269895	0.128431	0.879438	0.134198	0.0177546	0.00845978	0.185973	0.0825192	0.00184801	0.0471279	0.00240154	0.0713027	0.000258769	0.0248631	0.182901	0.0113226	0.00793644	0.000459598	0.0271191	0.0200016	0.0297261	0.00714209	0.00581593	0.0332895	0.132683	0.0736725	0.0073802	0.736212	0.0167629	0.00183187	0.0621934	0.488053	3.44792	0.368771	0.344121	0.0976197	0.189488	13.98688
4670	-14361.1	-14263.5	-97.6457	0.2465675	0.765454	0.498673	0.625288	0.666343	0.803806	0.649768	0.770376	0.905307	0.92464	0.520999	0.308574	0.481756	0.410886	0.406789	0.468688	0.427613	0.421522	0.318821	0.338187	0.210143	0.292555	0.147637	0.827921	0.13866	0.0207864	0.00999685	0.228139	0.0825192	0.0109982	0.0777668	0.00434492	0.0108183	0.00306269	0.00123258	0.125149	0.0256189	0.00559137	0.00627596	0.0600504	0.0115041	0.0299529	0.0247477	0.000373848	0.0285273	0.108459	0.0671269	0.0153411	0.762914	0.0176309	0.00195562	0.0642225	0.494191	3.43963	0.391531	0.324805	0.0966674	0.186997	13.06934
4680	-14382.3	-14275.7	-106.619	0.2429067	0.745055	0.652729	0.910869	0.537619	0.855035	0.901828	0.798317	1.08115	0.883207	0.464699	0.446253	0.385185	0.449355	0.384861	0.57242	0.418487	0.373568	0.29582	0.427635	0.264826	0.400042	0.182715	0.827921	0.115612	0.0121924	0.000181111	0.130327	0.137736	0.00113415	0.0224605	0.00569827	0.0462867	0.00170835	0.0261504	0.0130185	0.0396238	0.0124416	0.0071665	0.00711134	0.0582505	0.00458097	0.0648668	0.000522803	0.0224009	0.100972	0.082251	0.0174701	0.755979	0.0209275	0.00179749	0.0616172	0.486286	3.4503	0.381258	0.331886	0.098598	0.188257	13.96667
4690	-14362.2	-14267	-95.2561	0.2416442	0.66456	0.594299	0.751876	0.691813	0.739616	0.716355	0.702483	1.04638	0.831825	0.486337	0.322082	0.369494	0.390644	0.461652	0.464645	0.449131	0.340907	0.309677	0.413467	0.255634	0.252432	0.145729	0.72712	0.0756864	0.0140971	0.0114815	0.141762	0.104569	0.012182	0.0487544	0.00522686	0.0225807	0.0234057	0.0122325	0.0891609	0.0396238	0.00955018	0.0230728	0.0179405	0.00102209	0.0114015	0.0107996	0.0276694	0.0325881	0.119005	0.0814623	0.0105138	0.737414	0.0190168	0.00174494	0.0607255	0.48353	3.454	0.388473	0.332667	0.0948154	0.184045	12.83037
4700	-14361.2	-14253.5	-107.72	0.2377044	0.971084	0.606297	0.819736	0.670664	0.827275	0.800492	0.90958	1.00523	0.783149	0.532867	0.410838	0.523765	0.467143	0.403653	0.520109	0.546148	0.3751	0.311642	0.391198	0.239237	0.284071	0.235487	0.757656	0.126944	0.00519922	0.00238898	0.188155	0.0278264	0.00192214	0.0285427	0.0251555	0.0226662	0.00969899	0.00487073	0.10943	0.0103738	0.0260273	0.006112	0.00814548	0.0111803	0.0054653	0.0393817	0.0249037	0.0396231	0.102515	0.0616934	0.0105582	0.771914	0.0136964	0.00158739	0.0579654	0.474829	3.46562	0.367831	0.336842	0.103622	0.191705	14.07681
4710	-14373.1	-14263.5	-109.553	0.2367896	0.915217	0.675283	0.721672	0.563005	0.71238	0.692172	1.00756	0.878822	0.954883	0.430619	0.390867	0.438225	0.465651	0.493196	0.515957	0.481749	0.710086	0.316562	0.295295	0.239237	0.451396	0.133118	0.922117	0.111568	0.0179053	0.0238538	0.249846	0.0280318	0.0295477	0.0296526	0.021767	0.0346689	0.00247363	0.0128699	0.0220941	0.0556008	0.0128485	0.00259495	0.0182475	0.0246478	0.00710063	0.0145749	0.13515	0.0383185	0.120997	0.0664537	0.0134426	0.748586	0.0122017	0.00155219	0.0573297	0.472787	3.46833	0.361032	0.344572	0.0998832	0.194513	14.26011
4720	-14368.4	-14259.3	-109.102	0.236572	0.864026	0.559314	0.785879	0.620507	0.828425	0.847819	0.873488	0.878822	0.867385	0.518853	0.441864	0.523035	0.536213	0.492178	0.633928	0.533679	0.463522	0.251518	0.361883	0.236123	0.470277	0.244187	0.748301	0.118631	0.0112472	0.00780268	0.20557	0.0349317	0.0383036	0.00969409	0.00398515	0.0139012	0.00494013	0.0138829	0.0141537	0.0386225	0.0172819	0.0147691	0.00117789	0.0129836	0.0153183	0.0261128	0.0304615	0.0323515	0.124302	0.0635697	0.0154423	0.756331	0.00800324	0.0015439	0.0571788	0.4723	3.46898	0.376492	0.333953	0.0952708	0.194285	14.215
4730	-14358.4	-14253.1	-105.288	0.2299818	0.806983	0.5248	0.849183	0.59831	0.870989	0.704466	0.959626	0.921695	0.863234	0.567221	0.383898	0.503596	0.468798	0.428143	0.524497	0.60345	0.477531	0.265847	0.352432	0.302873	0.317711	0.15192	0.755935	0.155588	0.000453055	0.000770577	0.130119	0.0361758	0.0099528	0.0411008	0.0126693	0.0161293	0.0183428	0.00998988	0.0921319	0.0185824	0.0051716	0.0141354	0.015456	0.00165749	0.0346983	0.00259401	0.0146628	0.0350888	0.115533	0.0712241	0.0105856	0.754026	0.0135429	0.00130628	0.052664	0.457328	3.4887	0.373867	0.340245	0.096197	0.189691	13.83352
4740	-14369.9	-14267.1	-102.732	0.2455467	0.725436	0.503606	0.792624	0.710332	0.93486	0.650475	0.787444	0.921695	0.772798	0.609517	0.317956	0.433444	0.446329	0.38522	0.48898	0.594463	0.534061	0.260871	0.352432	0.281799	0.249738	0.15192	0.858816	0.0890054	0.0186733	0.0703996	0.183077	0.0637329	0.0099528	0.0965339	0.0197249	0.0120437	0.0150967	0.0374674	0.074868	0.0487606	0.0123778	0.00349153	0.00573829	0.0016899	0.00814209	0.00493542	0.0374785	0.0258834	0.112941	0.0750547	0.0130031	0.757758	0.0153602	0.00191066	0.0634932	0.492	3.4426	0.379399	0.33232	0.0976256	0.190656	13.57801
4750	-14362.7	-14266.6	-96.1104	0.2565647	0.674178	0.590419	0.723693	0.691214	0.746917	0.574126	0.716407	0.867498	0.676008	0.472758	0.320032	0.462125	0.427465	0.467558	0.554866	0.536392	0.48216	0.341462	0.364332	0.210361	0.318062	0.151595	0.761254	0.141338	0.0165899	0.000214462	0.15785	0.0981338	0.0194204	0.0291979	0.0071177	0.0359346	0.0406699	0.0279985	0.0899265	0.0428603	0.000144778	0.000657628	0.0274435	0.0257357	0.0137416	0.00158258	0.00837124	0.0262758	0.130466	0.0919122	0.0102412	0.726689	0.0144158	0.00243193	0.0714701	0.515127	3.41097	0.366142	0.33958	0.0981164	0.196161	12.91581
4760	-14367.7	-14264.6	-103.049	0.2492047	0.781258	0.736133	0.753839	0.503565	0.826883	0.681145	0.831915	0.80032	0.973162	0.478656	0.342821	0.40616	0.542123	0.416106	0.46179	0.512237	0.409343	0.315601	0.400814	0.236736	0.344165	0.138035	0.823872	0.135978	0.0345511	0.00920349	0.107813	0.114501	0.0409964	0.0494631	0.000478913	0.0376718	0.0117943	0.0102118	0.117049	0.0149472	0.0176682	0.0146056	0.064902	0.0184291	0.00594054	0.00585888	0.0808817	0.0295557	0.111648	0.0766968	0.0182338	0.753319	0.010547	0.0020749	0.0661162	0.499806	3.432	0.37279	0.332427	0.0987078	0.196075	13.60962
4770	-14369.1	-14269.2	-99.9043	0.2480979	0.653207	0.668967	0.801696	0.656925	0.81594	0.668204	0.77111	0.98249	0.934082	0.507001	0.285862	0.516604	0.391265	0.434115	0.427991	0.477291	0.453421	0.302816	0.31462	0.210384	0.349329	0.0778363	0.695136	0.149386	0.00162525	0.000414432	0.172825	0.118757	0.0189356	0.0546614	0.0347085	0.0106339	0.00561395	0.00251643	0.170019	0.0230446	0.0223187	0.0180504	0.0153647	0.0135034	0.00417268	0.0373941	0.0249544	0.0303932	0.135096	0.0810594	0.0183528	0.725224	0.00987454	0.00202429	0.0653198	0.497457	3.4352	0.361584	0.343526	0.0940667	0.200823	13.29519
4780	-14359.1	-14258.2	-100.949	0.2454443	0.828381	0.571071	0.908103	0.563288	0.740984	0.817356	0.853486	0.874387	0.755596	0.495061	0.294917	0.40915	0.374536	0.405487	0.567293	0.473193	0.516768	0.302816	0.332765	0.283129	0.402308	0.139109	0.777447	0.10497	0.0381886	0.00334313	0.181771	0.080456	0.00600977	0.078187	0.00930786	0.00896293	0.00352762	0.0198517	0.0571973	0.0197797	0.0140341	0.00677275	0.0337826	0.015158	0.0117819	0.00362949	0.0163258	0.036648	0.130124	0.0680985	0.0161516	0.7341	0.0148783	0.00190619	0.0634202	0.491779	3.44289	0.36529	0.33902	0.0957212	0.199969	13.39967
4790	-14367.4	-14261	-106.4	0.2473398	0.829965	0.665169	0.76442	0.724106	0.835868	0.824878	1.10781	0.854748	0.863115	0.58258	0.294392	0.375604	0.364358	0.432112	0.464569	0.479114	0.536931	0.313452	0.387297	0.23283	0.342493	0.200343	0.738623	0.120004	0.00471741	0.0530262	0.189502	0.080456	0.000490608	0.0738132	0.00279443	0.0145892	0.0022676	0.0146272	0.0484623	0.0382628	0.00066463	0.00684547	0.0149799	0.00407213	0.0126277	0.0182764	0.029554	0.0400542	0.121565	0.0700272	0.0057281	0.744134	0.0184917	0.00199009	0.0647756	0.495842	3.43739	0.349347	0.340196	0.107086	0.20337	13.94481
4800	-14366.3	-14258	-108.296	0.2435483	0.834369	0.511012	0.788951	0.623844	0.952409	0.776457	0.898907	1.03521	0.879261	0.536231	0.363125	0.446728	0.482866	0.453769	0.425924	0.56561	0.440085	0.41122	0.325895	0.275112	0.329206	0.160521	0.884235	0.0782766	0.0285883	0.0257152	0.200718	0.00585717	0.00193642	0.0202277	0.016314	0.0555711	0.00428915	0.0209533	0.0860572	0.0382628	0.0202766	0.0223522	0.0126948	0.00997653	0.00769552	0.00783149	0.0698621	0.0449282	0.127757	0.062634	0.00505605	0.745009	0.0146156	0.00182459	0.0620718	0.487681	3.44842	0.360498	0.346285	0.0947519	0.198465	14.13441
4810	-14365.7	-14273.6	-92.1458	0.2350581	0.707007	0.552961	0.641788	0.512793	0.808316	0.623127	0.761455	0.892915	0.960574	0.41267	0.399125	0.485737	0.468607	0.382811	0.430482	0.398302	0.444185	0.271155	0.298373	0.182905	0.404886	0.133949	0.677842	0.0771608	0.0671525	0.00994382	0.215902	0.00208729	0.00500346	0.0186678	0.0016086	0.0236293	0.00298227	0.000759247	0.0904868	0.00941811	0.0506713	0.00483087	0.0106674	0.00227983	0.00609679	0.0124578	0.0555701	0.0317564	0.121486	0.0746219	0.00458156	0.741663	0.0258914	0.00148698	0.0561319	0.468898	3.47348	0.38272	0.336623	0.0939352	0.186723	12.51934
4820	-14372.1	-14276.7	-95.4325	0.2589714	0.684537	0.451424	0.811145	0.650582	0.805128	0.671792	0.764247	0.864308	0.83726	0.591498	0.305436	0.476088	0.449143	0.371249	0.501183	0.57247	0.376298	0.249901	0.391843	0.316787	0.250621	0.161381	0.641135	0.13006	0.00579669	0.0171797	0.0693461	0.0411026	0.0326931	0.0934456	0.00290717	0.0520746	0.0124138	0.0172382	0.102393	0.0137575	0.0030639	0.00483087	0.0283084	0.00118898	0.00688971	0.0041408	0.0137323	0.047881	0.137191	0.0645162	0.00522824	0.714411	0.0307724	0.00255651	0.0732411	0.520027	3.40418	0.363603	0.342327	0.0994735	0.194597	12.84802
4830	-14376.4	-14271.7	-104.707	0.2481815	0.898578	0.662585	0.841618	0.571318	0.764315	0.822965	0.830924	0.838813	0.948062	0.579586	0.275618	0.557521	0.52233	0.371249	0.469804	0.407827	0.471174	0.334838	0.369934	0.220535	0.357598	0.0785959	0.774294	0.136185	0.024582	0.0217279	0.212597	0.0553914	0.0364866	0.0501266	0.018889	0.00127135	0.0102916	0.0152837	0.0710511	0.0306742	0.00393907	0.0308575	0.0318973	0.0299603	0.00739905	0.0163549	0.00045705	0.0364266	0.134617	0.0833838	0.00525017	0.733686	0.00663601	0.00202808	0.0653798	0.497635	3.43496	0.362623	0.339589	0.098955	0.198834	13.77551
4840	-14368.3	-14267.8	-100.451	0.2370539	0.862451	0.524452	0.771558	0.56716	0.679177	0.841308	0.769204	0.90074	0.887054	0.480376	0.412755	0.451067	0.43554	0.425564	0.533186	0.421716	0.423761	0.271915	0.422289	0.288095	0.313466	0.13056	0.793739	0.121718	0.0147363	0.0202257	0.0518178	0.115779	0.0127204	0.0229462	0.00333402	0.0482211	0.0313164	0.00396925	0.112314	0.0130593	0.00419538	0.016707	0.0550369	0.00185562	0.0454778	0.00173132	0.0455649	0.0305124	0.128134	0.0814098	0.0165886	0.734307	0.0090483	0.00156231	0.0575131	0.473378	3.46755	0.373127	0.334935	0.0935646	0.198373	13.34986
4850	-14361.7	-14253.3	-108.351	0.2351499	0.829546	0.593846	0.759559	0.620151	0.761184	0.712523	0.994155	1.07046	0.839071	0.52759	0.394397	0.451067	0.498273	0.441945	0.544398	0.511122	0.588907	0.305943	0.429954	0.293424	0.391099	0.139906	0.704221	0.171757	0.0121881	0.0095243	0.0923382	0.143602	0.0058228	0.0719636	0.0260537	0.0151163	0.00296407	0.0273311	0.0438188	0.0052005	0.0244384	0.016707	0.0353781	0.00247466	0.00871847	0.000408358	0.0213281	0.030901	0.125553	0.0796497	0.0149189	0.743661	0.00531629	0.00149039	0.0561953	0.469105	3.47321	0.35964	0.346269	0.0949406	0.19915	14.13988
4860	-14367.9	-14259	-108.913	0.2370419	0.797258	0.672457	0.779163	0.602386	0.974342	0.678631	0.763634	0.863175	0.901388	0.600565	0.435866	0.451067	0.474335	0.515936	0.485768	0.522005	0.56116	0.277328	0.363647	0.202109	0.480831	0.158767	0.871561	0.116792	0.0190122	0.0389448	0.182503	0.0579896	0.00842088	0.0775285	0.00736372	0.0104142	0.00579544	0.0382582	0.038995	0.00797356	0.00470682	0.0308056	0.00395672	0.00269627	0.0203916	0.00740636	0.082781	0.030651	0.122566	0.0803237	0.0112804	0.746674	0.00850439	0.00156185	0.0575048	0.473351	3.46758	0.347933	0.352177	0.0958767	0.204013	14.19611
4870	-14365.1	-14250.7	-114.336	0.2368223	0.962757	0.649692	0.760225	0.564905	0.900932	0.71144	1.05784	0.992101	1.04989	0.665536	0.393657	0.524042	0.454679	0.398972	0.606101	0.528273	0.525063	0.348313	0.363647	0.247592	0.430044	0.153921	0.766287	0.116689	0.0361925	0.00728834	0.206364	0.0382775	0.00582006	0.0458668	0.00694745	0.0745686	0.0017235	0.000749985	0.0455125	0.000574887	0.00050569	0.00815025	0.0135614	0.00683183	0.0229282	0.0140066	0.0298435	0.0299888	0.109281	0.07108	0.0115699	0.760756	0.017324	0.00155344	0.0573523	0.47286	3.46823	0.388706	0.334254	0.0910445	0.185995	14.73832
4880	-14370.1	-14260.2	-109.819	0.2390466	0.958892	0.655431	0.97066	0.680936	0.788766	0.707866	0.876595	0.861571	1.03608	0.531063	0.398746	0.452261	0.5476	0.408906	0.437331	0.421308	0.42927	0.321074	0.378783	0.251592	0.346176	0.123401	0.934994	0.141917	0.0176691	0.00512764	0.161987	0.0656778	0.0130103	0.093028	0.0078543	0.0149532	0.0272269	0.0109849	0.0204823	0.0245306	0.0106094	0.0202692	0.03404	0.0134934	0.0344867	0.00284063	0.0471828	0.0306139	0.108372	0.0731726	0.0128154	0.754426	0.0206011	0.00163997	0.0589016	0.47781	3.46165	0.384085	0.335353	0.0971117	0.183451	14.28668
4890	-14360.7	-14248.7	-111.979	0.2504051	0.733963	0.59583	0.808495	0.619946	0.832573	0.765895	0.937413	1.06375	0.986136	0.691704	0.431447	0.468508	0.548271	0.351608	0.565472	0.485513	0.485656	0.32889	0.379336	0.223935	0.326498	0.164688	0.868432	0.113745	0.00862821	0.0131336	0.210172	0.0865293	0.0115189	0.0637448	0.0078543	0.0362595	0.0132673	0.00219826	0.114875	0.0532911	0.0143881	0.0281469	0.00202563	0.00889084	0.000197523	0.0026565	0.0471828	0.035634	0.126286	0.068605	0.0106441	0.752347	0.00648382	0.00213069	0.0669827	0.502339	3.42855	0.360383	0.349872	0.0914436	0.198301	14.50266
4900	-14370.9	-14247.3	-123.524	0.2398295	0.934642	0.622994	1.0038	0.653215	0.835841	0.790866	0.878404	1.27765	1.15071	0.585764	0.451785	0.471987	0.50649	0.475124	0.551186	0.576323	0.523851	0.352907	0.397198	0.248037	0.33569	0.146612	0.878473	0.107901	0.0367208	0.0185149	0.270646	0.0813683	0.000911164	0.0637448	0.00646628	0.0751044	0.0233426	0.0449348	0.0931554	0.0763694	0.00545362	0.0211072	0.0361368	0.00311068	0.00936164	0.00632521	0.0269334	0.0344675	0.113716	0.0625083	0.0154669	0.769318	0.00452315	0.00167117	0.0594497	0.479541	3.45934	0.360477	0.340959	0.100166	0.198398	15.65716
4910	-14362.5	-14255.8	-106.653	0.2386395	0.787853	0.523935	0.870046	0.678363	0.726885	0.697091	0.772075	0.993109	0.973169	0.547755	0.418069	0.534979	0.471086	0.455765	0.489254	0.58247	0.392953	0.316248	0.3367	0.269442	0.321298	0.0974357	0.92102	0.102012	0.0275755	0.0135024	0.167495	0.146514	0.0128036	0.0385334	0.00136267	0.00852375	0.0147843	0.0246584	0.0856499	0.034293	0.052719	0.00452989	0.0344143	0.000730606	0.00052809	0.00922774	0.0132537	0.0317022	0.115971	0.0709351	0.0149656	0.760646	0.00577951	0.00162391	0.0586172	0.476908	3.46285	0.362624	0.346834	0.0912544	0.199288	13.97011
4920	-14371.6	-14267	-104.598	0.270935	0.855986	0.583051	0.792318	0.72226	0.790396	0.76315	0.772075	0.908943	0.790386	0.43236	0.334889	0.558494	0.51765	0.490457	0.503262	0.472691	0.507654	0.318811	0.345742	0.210005	0.240991	0.176297	0.992603	0.062453	0.0181368	0.00471227	0.153841	0.0853614	0.0525825	0.0245514	0.0181648	0.00498402	0.00399646	0.0108825	0.15232	0.00536773	0.0168031	0.0154842	0.0122694	0.00656997	0.0257086	0.0035016	0.00641207	0.0365544	0.121017	0.0758884	0.0132876	0.727219	0.0260339	0.0032342	0.0821721	0.543606	3.37099	0.373038	0.339417	0.094375	0.19317	13.76457
4930	-14366.2	-14267.2	-99.0305	0.2698405	0.666459	0.552173	0.656557	0.711202	0.76933	0.608234	0.763472	0.82623	0.805875	0.398054	0.393456	0.542164	0.518885	0.45796	0.573146	0.580673	0.548718	0.318503	0.364415	0.180897	0.348523	0.145074	0.842991	0.110564	0.0230766	0.0233244	0.114942	0.0873537	0.0222062	0.0273884	0.0018494	0.0217972	0.0150363	0.00621389	0.115008	0.00984578	0.000834605	0.00671875	0.0156511	0.0145288	0.00799167	0.00688633	0.0036064	0.0450395	0.129386	0.0592808	0.012072	0.738561	0.0156615	0.00316811	0.081347	0.541502	3.37398	0.370828	0.341204	0.0965265	0.191441	13.20781
4940	-14375.2	-14263.7	-111.495	0.2633655	0.833784	0.612792	0.930312	0.586438	0.824526	0.800866	1.0409	1.06944	0.931991	0.524901	0.34802	0.513272	0.423657	0.389663	0.526963	0.575777	0.472394	0.316262	0.376549	0.265416	0.322544	0.14572	0.855459	0.107971	0.0176448	0.0233244	0.125198	0.0319712	0.039468	0.066171	0.00453118	0.0405607	0.0493924	0.0125717	0.0547444	0.00696813	0.0177405	0.00310985	0.0815682	0.0318212	0.00614861	0.0106649	0.0350053	0.0481288	0.126435	0.0542343	0.0094909	0.752029	0.00968166	0.00279405	0.0764979	0.528837	3.39187	0.358918	0.34483	0.0939123	0.202339	14.45422
4950	-14372.1	-14266.2	-105.91	0.2340081	0.78912	0.606266	0.754318	0.611053	0.864006	0.718873	0.831988	0.999724	0.754179	0.443932	0.331998	0.44152	0.449754	0.451462	0.465689	0.57423	0.712726	0.302363	0.432633	0.251025	0.384148	0.14572	0.906305	0.0558758	0.0604794	0.00114344	0.136248	0.0782296	0.0169781	0.0748705	0.00546042	0.00790575	0.00650099	0.000533162	0.0364353	0.0122415	0.0439889	0.0149995	0.0278042	0.00127803	0.000646158	0.00846245	0.0826477	0.0481549	0.118884	0.0543934	0.0178684	0.749467	0.011232	0.00144833	0.0554092	0.466526	3.47662	0.34654	0.349335	0.099132	0.204992	13.89576
4960	-14378.6	-14279.2	-99.3636	0.2481938	0.808663	0.642301	0.536746	0.655922	0.742764	0.655214	0.812233	0.889488	1.01566	0.485153	0.358329	0.521323	0.437984	0.446151	0.469868	0.540418	0.311952	0.355419	0.329944	0.193291	0.271715	0.103893	0.721734	0.120985	0.0251945	0.0129719	0.198322	0.114492	0.0883552	0.00348985	0.00549363	0.0173672	0.0199509	0.0256661	0.0896081	0.0861478	0.0313995	0.00331573	0.0268188	0.012696	0.015152	0.0228432	0.0146877	0.0398256	0.119532	0.0538	0.0162706	0.753551	0.0170213	0.00202865	0.0653887	0.497661	3.43492	0.379484	0.336031	0.099731	0.184753	13.24113
