Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
619	1	-17379.4	-17383.2	3.7995	0.241223	0.173486	0.217728	0.195927	0.196829	0.14146	0.242593	0.180715	0.227884	0.168317	0.131349	0.129377	0.126077	0.149233	0.156991	0.164708	0.135218	0.146453	0.171283	0.176376	0.159251	0.164678	0.185976	0.00118625	0.0101365	0.0206834	0.00535076	0.0209798	0.0196758	0.0212576	0.0230893	0.027541	0.018719	0.0109065	0.0154564	0.00976337	0.0203929	0.00817668	0.0233162	0.000697403	0.018044	0.0222175	0.00741141	0.239242	0.316487	0.0940057	0.350266	4.288134
620	0	-17201.5	-17207.1	5.57745	0.206485	0.153424	0.211364	0.190106	0.192744	0.191901	0.219861	0.199411	0.194438	0.170843	0.130707	0.149271	0.141794	0.110983	0.165231	0.135638	0.12132	0.138511	0.181299	0.0759545	0.127737	0.101294	0.19638	0.0219319	0.00111959	0.0605051	0.0177672	0.0056005	0.0389103	0.000804697	0.0195429	0.0151239	0.0316877	0.0236795	0.0283971	0.0130811	0.00698265	0.0232434	0.0231509	0.015336	0.0185258	0.0190545	0.0191972	0.225766	0.316387	0.0893521	0.368495	4.110339
621	1	-17376.6	-17382	5.44892	0.215647	0.193722	0.218297	0.205491	0.178415	0.192946	0.179608	0.177203	0.187016	0.177056	0.128098	0.125975	0.122759	0.120866	0.153722	0.117906	0.172469	0.153382	0.163449	0.157095	0.155027	0.137374	0.183168	0.00165003	0.00170235	0.0352488	0.00648075	0.019326	0.0134199	0.0279267	0.0151451	0.0325314	0.00802449	0.00732168	0.0098783	0.0162853	0.014922	0.0136124	0.0209888	0.00167286	0.0147681	0.0327584	0.0128366	0.23193	0.324162	0.0954722	0.348436	4.123192
622	0	-17198.3	-17203.4	5.16843	0.196463	0.135621	0.20783	0.197312	0.148335	0.16479	0.211128	0.178663	0.212635	0.18242	0.130707	0.135119	0.132127	0.133258	0.180845	0.140089	0.133265	0.158887	0.18344	0.105122	0.125183	0.116283	0.193438	0.0339641	0.00138203	0.0731452	0.017301	0.000510008	0.0273547	0.0149171	0.0281391	0.00766055	0.0418794	0.0305376	0.0423242	0.019699	0.00289984	0.0175397	0.0104526	0.0251638	0.00978697	0.0190545	0.0245703	0.231834	0.310819	0.097681	0.359665	4.151241
623	1	-17367.7	-17372.7	4.96339	0.228096	0.231075	0.222976	0.167573	0.191558	0.177945	0.189151	0.182542	0.183956	0.177056	0.146193	0.119255	0.105787	0.143133	0.148257	0.14804	0.15131	0.153382	0.162172	0.145864	0.141356	0.166929	0.20775	0.0065935	0.00358615	0.0236663	0.00533994	0.019326	0.00337872	0.0274907	0.0145051	0.0230734	0.00939373	0.0108482	0.0244511	0.00893995	0.0201904	0.00179087	0.0243504	0.00142974	0.0239745	0.0184249	0.00963527	0.232568	0.319501	0.0935743	0.354356	4.171745
624	0	-17196.5	-17202.4	5.97983	0.198655	0.16931	0.197658	0.180946	0.150955	0.173847	0.197421	0.179417	0.18804	0.167066	0.152153	0.124928	0.137924	0.127934	0.193512	0.116048	0.131686	0.153034	0.164458	0.0880022	0.140965	0.121462	0.221713	0.0464146	0.00900815	0.0564692	0.0169811	0.00330603	0.0281673	0.00623205	0.0136167	0.0056833	0.0404582	0.0184784	0.0246985	0.0132746	0.00427367	0.0184116	0.0273249	0.0073853	0.0166236	0.00228052	0.0338804	0.233412	0.315381	0.0921887	0.359018	4.070101
625	1	-17375	-17380.1	5.07334	0.210956	0.173715	0.257764	0.215248	0.203701	0.163206	0.175404	0.178829	0.196596	0.168939	0.136255	0.134651	0.12556	0.154971	0.180834	0.129362	0.136445	0.129611	0.172374	0.142286	0.127954	0.142704	0.185233	0.00835285	0.00729033	0.0223041	0.00418595	0.0183531	0.012147	0.0258095	0.00872394	0.0324656	0.00624376	0.0106578	0.0241467	0.014493	0.0339642	0.0015184	0.0139966	0.00966401	0.0275394	0.0293694	0.00692561	0.218708	0.323477	0.0941847	0.36363	4.16075
626	0	-17203.5	-17208.8	5.31753	0.196009	0.188426	0.17149	0.168107	0.163154	0.181715	0.239649	0.194244	0.221214	0.178351	0.125839	0.156949	0.101002	0.117914	0.153047	0.128114	0.127319	0.172782	0.180992	0.1096	0.154295	0.117077	0.184535	0.0369298	0.00516159	0.0706186	0.01167	0.00463687	0.0205252	0.00845475	0.0199608	0.0127155	0.0300592	0.0184784	0.0324474	0.00140986	0.0128627	0.0202367	0.0227736	0.0132456	0.0152798	0.00964257	0.0373981	0.228041	0.316149	0.0899947	0.365815	4.136331
627	1	-17373.1	-17376.8	3.6821	0.2106	0.189356	0.255176	0.203814	0.210212	0.167813	0.187995	0.204979	0.19826	0.192406	0.144654	0.139011	0.134935	0.121058	0.170289	0.135481	0.139627	0.148089	0.184369	0.167821	0.146685	0.172067	0.195173	0.00326672	0.0152023	0.0233641	0.00226285	0.0125876	0.0135706	0.0309235	0.0135542	0.0263225	0.00411646	0.00353826	0.0191212	0.0151758	0.0207495	0.00375641	0.0247001	0.00584562	0.0193277	0.0176363	0.00498152	0.242926	0.316443	0.0944567	0.346174	4.299874
628	0	-17195.9	-17201.7	5.83441	0.221614	0.14575	0.170339	0.188254	0.162985	0.184601	0.240248	0.189823	0.213644	0.138036	0.144587	0.137427	0.119833	0.106031	0.152608	0.143851	0.112842	0.158776	0.176504	0.100181	0.128824	0.119736	0.191388	0.0330239	0.00521861	0.056536	0.0165068	0.00205487	0.0162939	0.00844222	0.0111557	0.0224462	0.0578919	0.0136859	0.0491196	0.0254499	0.00019261	0.0294292	0.0226105	0.00564847	0.0193762	0.00538699	0.0362945	0.234128	0.310484	0.0892041	0.366184	4.084643
629	1	-17372.5	-17378.4	5.90188	0.204456	0.179241	0.241984	0.190122	0.203887	0.183358	0.181629	0.17348	0.189675	0.148435	0.138241	0.106903	0.12511	0.151412	0.151516	0.126531	0.147046	0.176431	0.161009	0.161807	0.140194	0.15521	0.194686	0.00175374	0.00367999	0.0353785	0.00391792	0.0153608	0.0144807	0.0237108	0.0151669	0.0110935	0.00580523	0.00672677	0.0191212	0.0157025	0.0171986	0.00106869	0.0167614	0.00166349	0.0194643	0.013013	0.00446455	0.224423	0.30975	0.0937959	0.372031	4.077895
630	0	-17198.2	-17203.9	5.69276	0.216291	0.179394	0.199372	0.182625	0.160744	0.193327	0.185019	0.179348	0.221671	0.149567	0.142015	0.133902	0.118252	0.117914	0.169598	0.138495	0.129733	0.147247	0.190516	0.106638	0.147129	0.136588	0.16872	0.0347143	0.0102178	0.0514074	0.0207677	0.00175382	0.0177453	0.015635	0.0215596	0.0142772	0.0331326	0.025192	0.0327601	0.0117653	0.00179655	0.0165544	0.0214512	0.00104513	0.00743957	0.0153654	0.0301234	0.216135	0.320337	0.0976444	0.365884	4.098808
631	1	-17383.6	-17387.9	4.29486	0.213957	0.165791	0.203012	0.198517	0.208075	0.144474	0.219676	0.245185	0.220218	0.187869	0.122481	0.122681	0.118463	0.128324	0.141403	0.159058	0.146824	0.149756	0.153375	0.168548	0.14538	0.144868	0.210656	0.00258829	0.0119969	0.025371	0.00575984	0.0140847	0.0154736	0.0199496	0.0214476	0.0156132	0.00832112	0.0198487	0.0382685	0.0157364	0.0262172	0.00048268	0.0218215	0.00408508	0.0175756	0.0306676	0.00470114	0.225064	0.337114	0.0951218	0.3427	4.238598
632	0	-17197.3	-17203.9	6.65509	0.211677	0.174412	0.207203	0.177945	0.161307	0.174953	0.229128	0.202271	0.189497	0.166294	0.136499	0.131766	0.11384	0.0994896	0.139396	0.122954	0.126784	0.117369	0.184126	0.0733072	0.146358	0.123743	0.194897	0.0250787	0.00858854	0.068719	0.0225047	0.00252216	0.0161895	0.0155144	0.0117419	0.00814348	0.0342343	0.0192047	0.0298692	0.0260292	0.00576153	0.0333722	0.0142399	0.00228526	0.0199632	0.00979858	0.0235988	0.229415	0.31343	0.0912229	0.365931	4.002575
633	1	-17383.1	-17387	3.92336	0.248509	0.162995	0.224794	0.171664	0.204615	0.196795	0.197634	0.208779	0.21125	0.165501	0.131595	0.118128	0.124798	0.155267	0.153076	0.164875	0.148013	0.159613	0.160642	0.163798	0.14538	0.157509	0.217921	9.18426e-05	0.00498783	0.0110696	0.00223833	0.00777541	0.00825521	0.0317745	0.0154026	0.0190036	0.0104661	0.00754423	0.0196537	0.0126978	0.0250973	0.000757417	0.0238478	0.00899638	0.021841	0.050307	0.000791238	0.218463	0.32835	0.0990614	0.354125	4.275748
634	0	-17198.8	-17203	4.26028	0.206855	0.151387	0.217363	0.202858	0.178353	0.179913	0.21965	0.227644	0.235796	0.180448	0.140263	0.124807	0.12053	0.118813	0.155231	0.133104	0.12526	0.187553	0.16387	0.104425	0.129602	0.149895	0.189554	0.0331338	0.00858854	0.0723201	0.017561	0.00209405	0.0218818	0.000747472	0.0256548	0.0252887	0.0265491	0.0119996	0.040246	0.0209089	0.00147506	0.0224015	0.00919206	0.0066427	0.0179198	0.0100427	0.0242352	0.237607	0.312472	0.0923366	0.357585	4.242055
635	1	-17373.8	-17379	5.167	0.224484	0.184809	0.238397	0.20016	0.216857	0.155702	0.193727	0.178989	0.195536	0.16698	0.127893	0.123868	0.113418	0.119219	0.14908	0.160507	0.171762	0.134768	0.184402	0.146216	0.142252	0.174565	0.22288	0.00405002	0.00151886	0.0220863	0.0060862	0.0142897	0.00605691	0.0181805	0.00513341	0.0245438	0.00660701	0.00437477	0.0134312	0.0149373	0.0188625	0.00375945	0.0190009	0.000610108	0.0156319	0.0236731	0.00207951	0.227003	0.328188	0.0915809	0.353229	4.151384
636	0	-17200.6	-17205.8	5.23417	0.207532	0.156425	0.209413	0.198203	0.172955	0.193961	0.210838	0.174677	0.216371	0.161353	0.165309	0.119786	0.125916	0.106608	0.173365	0.124017	0.118929	0.186645	0.156436	0.100846	0.11781	0.110303	0.208691	0.0353831	0.0193066	0.0460941	0.0245896	0.00371941	0.0304975	0.000575356	0.031845	0.0198182	0.0304186	0.0244463	0.0468646	0.0140351	0.00128782	0.0180156	0.0176627	0.0152467	0.0143932	0.00984214	0.0242352	0.229615	0.313439	0.0913204	0.365626	4.144667
637	1	-17377.9	-17381.9	3.92213	0.21629	0.194718	0.231805	0.188548	0.212437	0.173265	0.184875	0.162787	0.203694	0.166912	0.110276	0.146066	0.111856	0.122637	0.161944	0.157682	0.161253	0.164534	0.185769	0.174303	0.145872	0.16768	0.198245	0.00390461	0.00641077	0.0342764	0.00425513	0.0269262	0.0155087	0.0169066	0.0160663	0.0169759	0.0126378	0.00954447	0.0333322	0.0163919	0.017055	0.00443314	0.0198739	0.012652	0.0224603	0.0405724	0.00223863	0.233087	0.32827	0.0936792	0.344964	4.275871
638	0	-17200	-17205.1	5.05926	0.170916	0.178964	0.186144	0.210882	0.147144	0.19768	0.201561	0.207168	0.203281	0.152494	0.132515	0.145577	0.140242	0.144384	0.152808	0.128077	0.13424	0.164132	0.19025	0.0968969	0.14869	0.127513	0.180208	0.041214	0.00293462	0.0594152	0.00984803	0.00557209	0.0313741	0.0068917	0.0136871	0.00768693	0.0404467	0.017049	0.0512877	0.0118555	0.000685975	0.0254626	0.0208948	0.00502796	0.0261513	0.0208734	0.0220331	0.22966	0.313794	0.0931937	0.363352	4.162158
639	1	-17377	-17381.6	4.58142	0.21629	0.171809	0.237528	0.198488	0.202176	0.185753	0.172675	0.187377	0.163136	0.17219	0.138544	0.154759	0.11384	0.151226	0.156037	0.133873	0.159085	0.139944	0.185769	0.164753	0.153952	0.162189	0.174302	0.00892911	0.00875332	0.0252341	0.00282386	0.02183	0.0136126	0.0116707	0.0199569	0.0378843	0.0173608	0.00651798	0.0277713	0.015518	0.0110937	0.00296261	0.0178932	0.00467646	0.0331962	0.02294	0.00362119	0.219283	0.323033	0.0938912	0.363793	4.209941
640	0	-17204.3	-17210.3	6.03525	0.17559	0.178964	0.202468	0.199665	0.147309	0.154608	0.209315	0.202691	0.210993	0.155791	0.136656	0.115036	0.136263	0.1429	0.157932	0.116259	0.135484	0.149527	0.184965	0.0973572	0.129896	0.132998	0.16847	0.0157232	0.0175671	0.0422433	0.0161299	0.00231718	0.0251503	0.0101637	0.026247	0.0299487	0.0430803	0.0280314	0.0302079	0.0226525	0.00337277	0.0284194	0.0167005	0.00585387	0.0194283	0.00852021	0.0316653	0.230025	0.320035	0.0952585	0.354681	4.064559
641	1	-17374	-17377.8	3.78655	0.217505	0.163804	0.21297	0.198488	0.205014	0.202624	0.200022	0.20185	0.203865	0.168275	0.157598	0.123762	0.138323	0.15307	0.163498	0.158781	0.18034	0.144671	0.182036	0.149473	0.13896	0.14195	0.200865	0.00364823	0.0055048	0.0397512	0.00656301	0.0262836	0.0110916	0.0104406	0.0116679	0.0281978	0.0148703	0.0094447	0.0172858	0.00413688	0.0194857	0.00330225	0.0171708	0.0033921	0.0185699	0.0283218	0.00255555	0.22946	0.314564	0.096812	0.359164	4.289429
642	0	-17199.3	-17205.8	6.55679	0.173147	0.144192	0.223455	0.199665	0.178725	0.175185	0.217741	0.191364	0.203794	0.165011	0.134047	0.129367	0.120924	0.136923	0.173593	0.145355	0.118374	0.156982	0.162679	0.0731746	0.135042	0.124787	0.159729	0.0242131	0.00424976	0.0771741	0.0162796	0.00230248	0.0269585	0.00601547	0.0183969	0.0161699	0.0280316	0.0156572	0.0342085	0.00419774	0.00448032	0.0203187	0.015177	0.00395225	0.00956249	0.0172018	0.0246025	0.228144	0.308415	0.0900602	0.373381	4.012404
643	1	-17373.4	-17378.6	5.16242	0.241364	0.178375	0.204843	0.190517	0.196909	0.156765	0.195916	0.171161	0.192178	0.183064	0.106211	0.137043	0.138338	0.144203	0.174985	0.163815	0.163013	0.124113	0.169166	0.155413	0.13896	0.169761	0.177281	0.00132481	0.00596331	0.0231846	0.00298632	0.0235466	0.00669138	0.0183995	0.0162539	0.0191483	0.00935073	0.00102325	0.0289458	0.00110159	0.0173617	0.00574736	0.0359408	0.00353392	0.0219312	0.0254814	0.0105324	0.241001	0.313282	0.0909436	0.354773	4.151842
644	0	-17198.6	-17205.3	6.66885	0.201458	0.147503	0.16902	0.200103	0.13499	0.155129	0.199752	0.181907	0.243304	0.150015	0.139741	0.118154	0.124319	0.105134	0.183352	0.129314	0.11878	0.146751	0.190452	0.101655	0.108013	0.137667	0.169269	0.0440382	0.0108676	0.0617166	0.0146361	0.00124171	0.0319247	0.00221407	0.0243535	0.0111462	0.0321126	0.0240138	0.0544878	0.00971022	0.0014688	0.028219	0.00537029	0.00745322	0.0222058	0.0327423	0.0254927	0.23211	0.318878	0.0907346	0.358277	4.001199
645	1	-17380.3	-17384.8	4.5266	0.259349	0.188173	0.195739	0.188875	0.181486	0.181359	0.202061	0.16414	0.18941	0.178036	0.145355	0.145868	0.130012	0.167024	0.137164	0.148012	0.133001	0.140793	0.19988	0.160883	0.124068	0.160163	0.19441	0.00066973	0.007305	0.0407388	0.0102895	0.0163175	0.00609807	0.0268047	0.0213249	0.0254386	0.0197378	0.00208485	0.0224799	0.0162367	0.0158949	0.00115038	0.0144721	0.00331862	0.0299551	0.0164708	0.0033748	0.233352	0.32327	0.0993849	0.343993	4.215424
646	0	-17193.7	-17200.1	6.33029	0.188679	0.161853	0.166311	0.205233	0.146893	0.158622	0.191189	0.208536	0.200045	0.175496	0.127494	0.118154	0.108941	0.111491	0.172334	0.159239	0.128127	0.15176	0.195851	0.0967692	0.134378	0.123633	0.192125	0.0432519	0.0177447	0.0637052	0.0146361	0.000205719	0.0176776	0.00236889	0.0179135	0.0188378	0.0422956	0.02618	0.038535	0.00811018	0.0027901	0.0180373	0.0187224	0.000644699	0.0206594	0.0166164	0.0229675	0.225547	0.318513	0.095874	0.360066	4.035055
647	1	-17380.1	-17385.5	5.38313	0.178849	0.188098	0.193869	0.193057	0.18898	0.189788	0.200099	0.179599	0.183061	0.187152	0.116623	0.128377	0.151847	0.129141	0.15146	0.15134	0.156638	0.147803	0.166548	0.143577	0.14932	0.150086	0.18817	0.0169972	0.00405794	0.025122	0.00361176	0.00823324	0.00135977	0.0270898	0.0208288	0.0298908	0.00817697	0.0036287	0.0268218	0.00929763	0.0158949	0.000275932	0.0386987	0.00829772	0.0234975	0.0306735	0.0138353	0.243249	0.319078	0.0919316	0.345742	4.129771
648	0	-17205.2	-17211.3	6.07913	0.202477	0.177173	0.205044	0.208783	0.1468	0.189795	0.233701	0.208005	0.186492	0.161209	0.131401	0.136275	0.129025	0.118104	0.139756	0.145517	0.128857	0.151078	0.190411	0.073191	0.109213	0.126096	0.176084	0.0231808	0.0202382	0.0452032	0.00773769	0.00608605	0.0419354	0.00148086	0.0248572	0.0179121	0.0329544	0.0250334	0.0407218	0.0155261	0.000231252	0.0168172	0.0245401	0.00642773	0.00954358	0.0187489	0.00650682	0.232781	0.325341	0.0861952	0.355683	4.060171
649	1	-17383.3	-17388.2	4.82342	0.18988	0.167683	0.198549	0.193057	0.207607	0.180365	0.179085	0.191708	0.197979	0.165427	0.130953	0.144688	0.127826	0.127988	0.158592	0.150101	0.168176	0.131128	0.161729	0.171405	0.118772	0.188689	0.176409	0.00532639	0.00469468	0.0305184	0.00465536	0.0312564	0.0109388	0.011538	0.0234653	0.0350754	0.00449307	0.0132269	0.051285	0.0119076	0.0134634	0.000242626	0.0328528	0.00249279	0.0187042	0.0458516	0.00595679	0.225179	0.340126	0.0966097	0.338085	4.185742
650	0	-17191.7	-17197.6	5.91096	0.194061	0.172748	0.182393	0.188713	0.142804	0.175412	0.204742	0.190501	0.223457	0.138247	0.150509	0.134137	0.112655	0.126712	0.152928	0.159186	0.115259	0.156599	0.185219	0.0947173	0.122936	0.14762	0.192557	0.0482481	0.00241376	0.0453536	0.0201815	0.000524098	0.0289426	0.00244823	0.0166957	0.0160797	0.042642	0.0189985	0.0418545	0.0161404	0.00124664	0.0296564	0.0178548	0.00618801	0.0264236	0.010777	0.020206	0.240066	0.303668	0.0901605	0.366106	4.076988
651	1	-17377.1	-17382.3	5.2419	0.223319	0.199119	0.238356	0.225251	0.189633	0.146688	0.182938	0.206642	0.20175	0.165427	0.115178	0.122156	0.120267	0.141395	0.151662	0.151831	0.146901	0.123494	0.157283	0.149396	0.13151	0.148936	0.205387	0.00668599	0.00275732	0.0191878	0.00612143	0.0326879	0.00807965	0.0229218	0.0204409	0.0126799	0.024588	0.00550985	0.031333	0.0119762	0.0164954	0.00182482	0.0248012	0.00404985	0.007179	0.0278804	0.0121756	0.232863	0.318808	0.0938489	0.35448	4.143894
652	0	-17193.2	-17198.8	5.59817	0.206816	0.177647	0.172395	0.207924	0.155028	0.164871	0.212737	0.203424	0.241499	0.169942	0.136608	0.143146	0.106701	0.124831	0.148319	0.134438	0.136498	0.153676	0.143253	0.0916207	0.134922	0.129863	0.192151	0.0284514	0.0110432	0.0541377	0.0221827	0.0014301	0.028316	0.0125138	0.0295597	0.00938177	0.0399904	0.0209666	0.0473252	0.0112016	0.00634518	0.024855	0.0178548	0.0145454	0.0144588	0.0121222	0.0132755	0.234202	0.315887	0.0889461	0.360965	4.108267
653	1	-17369.1	-17373.3	4.2735	0.233696	0.185514	0.232995	0.188266	0.197639	0.160116	0.185269	0.178612	0.204794	0.156492	0.122743	0.128553	0.138213	0.163305	0.168359	0.144516	0.158193	0.156057	0.19223	0.139999	0.152732	0.159989	0.184874	0.0103066	0.00234552	0.0334796	0.00336841	0.0116882	0.0102877	0.0343531	0.01694	0.026879	0.0108906	0.00799465	0.0239282	0.018404	0.0165979	0.00293757	0.0232623	0.00441055	0.0249769	0.0178374	0.00668969	0.239793	0.322165	0.092899	0.345143	4.240734
654	0	-17199.3	-17204.3	4.99812	0.206975	0.171296	0.180349	0.213152	0.150782	0.179758	0.205996	0.171549	0.196809	0.161733	0.147697	0.153591	0.120787	0.125002	0.158336	0.138895	0.140925	0.148075	0.185592	0.0894595	0.137057	0.102346	0.211268	0.0483608	0.0153827	0.0662571	0.0191347	0.000708252	0.0196367	0.000145155	0.0293454	0.0146882	0.0472407	0.0368323	0.0584553	0.0162742	0.00272772	0.0317413	0.0162952	0.00677008	0.0163439	0.00314298	0.0213586	0.237906	0.308414	0.0913046	0.362375	4.168272
655	1	-17374.8	-17379.7	4.88619	0.204902	0.174155	0.211275	0.187941	0.183462	0.186969	0.187788	0.196929	0.193903	0.202018	0.130835	0.139243	0.118231	0.135597	0.159347	0.143123	0.136374	0.142979	0.180901	0.138991	0.165802	0.138353	0.200108	0.0162372	0.0031809	0.025686	0.00115951	0.00595127	0.014199	0.0343531	0.0125305	0.0385281	0.00742049	0.00282257	0.0307482	0.0108279	0.0201059	0.000251359	0.0235716	0.0113372	0.0260752	0.0228349	0.0124216	0.226583	0.324356	0.0962494	0.352811	4.179465
656	0	-17199.4	-17204.8	5.32793	0.203454	0.145002	0.192739	0.180115	0.168769	0.191289	0.228025	0.197873	0.230395	0.172206	0.13223	0.136075	0.123628	0.112896	0.171991	0.125638	0.112632	0.134197	0.169011	0.101438	0.125559	0.129333	0.213106	0.0329024	0.0137553	0.0500031	0.0324119	0.00424778	0.0363362	0.00121187	0.0158769	0.0141191	0.0451333	0.0145587	0.0374826	0.00303994	0.00332323	0.0301501	0.0317027	0.0126155	0.0195787	0.0253052	0.0139325	0.231468	0.31442	0.0967095	0.357403	4.13529
657	1	-17379.7	-17384.8	5.04265	0.202006	0.177183	0.228895	0.16509	0.193591	0.182667	0.199408	0.201111	0.166385	0.163738	0.11255	0.16583	0.113131	0.158781	0.164248	0.136263	0.171682	0.141672	0.161819	0.149141	0.131015	0.167558	0.203327	0.00453727	0.00375443	0.0322801	0.001843	0.00914419	0.00946167	0.0254492	0.0105619	0.0171616	0.00659986	0.00269943	0.0318315	0.00326018	0.0373189	0.00134485	0.0358033	0.0016285	0.0340041	0.0317011	0.00634013	0.239786	0.318876	0.0937075	0.34763	4.163819
658	0	-17202.9	-17208.9	5.92117	0.209667	0.157299	0.238799	0.178834	0.168229	0.168899	0.196338	0.208435	0.228757	0.159784	0.13735	0.117373	0.125502	0.111661	0.156223	0.136553	0.132491	0.144855	0.179011	0.0730043	0.142699	0.11176	0.192196	0.0184553	0.0130661	0.0588138	0.0151341	0.00166924	0.0173355	0.00355042	0.0212	0.0140212	0.0395207	0.0201541	0.0399738	0.0148737	0.00154171	0.0184136	0.0133634	0.0350725	0.0158664	0.0156807	0.0225408	0.240104	0.320595	0.0901201	0.34918	4.075967
659	1	-17376.7	-17380.7	4.0797	0.23353	0.141861	0.236862	0.189978	0.205196	0.163664	0.198985	0.190115	0.20939	0.182865	0.11255	0.133927	0.130723	0.137903	0.161554	0.149898	0.191111	0.144011	0.195468	0.140276	0.147096	0.165611	0.212383	0.00185308	0.0114927	0.0236426	0.00513929	0.0150979	0.0109608	0.0186169	0.0081788	0.0203069	0.0112934	0.00494655	0.0266167	0.00455354	0.0357121	0.00134485	0.0270102	0.000340711	0.0143283	0.0298211	0.0139026	0.242323	0.315548	0.0897768	0.352352	4.260114
660	0	-17194.2	-17200.1	5.8968	0.218462	0.163205	0.196469	0.196221	0.142277	0.202953	0.220596	0.174461	0.20529	0.171184	0.137332	0.126014	0.103911	0.10695	0.156252	0.14683	0.129274	0.149704	0.185631	0.118564	0.148515	0.133736	0.161679	0.044617	0.0133351	0.0475893	0.0112977	0.00458763	0.0242954	0.00103829	0.0136809	0.0188687	0.0402383	0.0189409	0.0397225	0.0157657	0.00517903	0.0178052	0.0133634	0.00560066	0.0159964	0.00770063	0.0232688	0.225356	0.316938	0.0871259	0.37058	4.078404
661	1	-17377.4	-17381.9	4.45823	0.20514	0.18625	0.248647	0.181753	0.208403	0.184231	0.17701	0.193497	0.200097	0.150036	0.170222	0.13384	0.135437	0.143616	0.148094	0.151614	0.159273	0.137946	0.159655	0.160015	0.169052	0.144515	0.179075	0.0127889	0.00536733	0.0402074	0.00578368	0.0111955	0.00428556	0.0194259	0.0128261	0.0267737	0.0143545	0.017984	0.0236272	0.00760611	0.0301651	0.00433268	0.0142652	0.00332023	0.0138448	0.0195174	0.00717354	0.226943	0.318225	0.0981988	0.356633	4.222261
662	0	-17200.6	-17206.3	5.68937	0.198214	0.155701	0.184916	0.176963	0.189395	0.162374	0.221683	0.219156	0.209615	0.176195	0.149601	0.138001	0.107883	0.112995	0.128169	0.133521	0.120509	0.169741	0.1981	0.0867067	0.130984	0.146147	0.195288	0.034458	0.00311209	0.0555611	0.031151	0.00481986	0.0292351	0.00160267	0.007299	0.0178654	0.0290348	0.0267045	0.0359882	0.0101635	0.00308333	0.0189769	0.0164703	0.0124176	0.0220186	0.00747455	0.0198556	0.23776	0.317679	0.0829999	0.361561	4.099147
663	1	-17380.2	-17385.6	5.41064	0.239205	0.164311	0.210277	0.191823	0.169874	0.16633	0.193754	0.154804	0.1774	0.159231	0.157719	0.108722	0.138625	0.131352	0.162552	0.140079	0.154745	0.187222	0.166763	0.15579	0.126287	0.148765	0.233938	0.00960431	0.00589756	0.0311972	0.000365185	0.00957946	0.0164608	0.0298395	0.0061105	0.0176017	0.0110731	0.00896618	0.0338814	0.00610585	0.0275962	0.00109225	0.0301498	0.000128619	0.0134448	0.025963	0.00239201	0.241095	0.314782	0.0933186	0.350805	4.12702
664	0	-17198.1	-17204.4	6.32804	0.192331	0.148642	0.176818	0.186273	0.175541	0.171391	0.230527	0.18281	0.212633	0.147131	0.111771	0.131045	0.108933	0.103883	0.177472	0.153079	0.130523	0.175143	0.188909	0.0907413	0.136399	0.116686	0.171977	0.0312268	0.00716116	0.0492154	0.0203343	0.000716041	0.0291321	0.0176009	0.0131092	0.00835746	0.041214	0.0279169	0.0366829	0.00872351	0.00384242	0.020495	0.0214237	0.00441812	0.0221906	0.0216036	0.0292565	0.239273	0.321062	0.0811305	0.358535	4.035279
665	1	-17372.3	-17377.9	5.67195	0.246695	0.179532	0.227645	0.202058	0.175203	0.16633	0.175194	0.156332	0.182203	0.158606	0.124985	0.115237	0.109533	0.141352	0.143451	0.124526	0.147104	0.17153	0.169505	0.175878	0.151715	0.164892	0.189954	0.00960431	0.00225886	0.0313484	0.0025183	0.0221774	0.0129619	0.0194016	0.0169161	0.0303954	0.0124629	0.0032277	0.0252585	0.00683509	0.0293473	0.00425813	0.0167851	9.76075e-05	0.0281222	0.0153891	0.0120629	0.235324	0.324818	0.0877053	0.352153	4.100889
666	0	-17199.1	-17204.7	5.612	0.178287	0.16336	0.214916	0.195588	0.160975	0.169999	0.211696	0.222669	0.212376	0.187363	0.147636	0.125886	0.121001	0.118033	0.154845	0.150519	0.090989	0.176302	0.16708	0.0907413	0.129261	0.134795	0.1876	0.0319922	0.00624004	0.058536	0.0186274	0.00148208	0.0226384	0.0124607	0.0124136	0.0188597	0.0326349	0.0154669	0.0403049	0.0220927	0.00574788	0.020495	0.0122588	0.00687274	0.0286592	0.00961306	0.01757	0.226108	0.315605	0.0976832	0.360605	4.106884
