Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
942	0	-14385.5	-14288	-97.5064	0.2327769	0.667735	0.782205	0.752335	0.559615	0.737082	0.43746	0.63453	1.25477	0.820949	0.482623	0.18758	0.201775	0.468056	0.429248	0.564735	0.472421	0.378821	0.272941	0.472171	0.294408	0.406928	0.138145	0.54747	0.00304639	0.00485338	0.265372	0.0195584	1.44139e-05	0.0437443	0.194952	0.00955616	0.0168548	0.0220308	0.00070325	0.00576195	0.00573877	0.198099	0.0759682	0.00969815	0.00270664	0.170411	0.0369968	0.00532469	0.0445576	0.125497	0.0500241	0.0137353	0.744779	0.0214067	0.00140386	0.0545653	0.463731	3.4803	0.383004	0.337104	0.0912571	0.188636	13.0554
943	1	-14373.1	-14263.5	-109.553	0.2367896	0.915217	0.675283	0.721672	0.563005	0.71238	0.692172	1.00756	0.878822	0.954883	0.430619	0.390867	0.438225	0.465651	0.493196	0.515957	0.481749	0.710086	0.316562	0.295295	0.239237	0.451396	0.133118	0.922117	0.111568	0.0179053	0.0238538	0.249846	0.0280318	0.0295477	0.0296526	0.021767	0.0346689	0.00247363	0.0128699	0.0220941	0.0556008	0.0128485	0.00259495	0.0182475	0.0246478	0.00710063	0.0145749	0.13515	0.0383185	0.120997	0.0664537	0.0134426	0.748586	0.0122017	0.00155219	0.0573297	0.472787	3.46833	0.361032	0.344572	0.0998832	0.194513	14.26011
944	0	-14390.5	-14290.6	-99.919	0.2546696	0.694678	0.785067	0.903371	0.581898	0.995327	0.532218	0.540361	0.868966	0.787041	0.552016	0.21981	0.259893	0.460131	0.417626	0.487964	0.420119	0.554747	0.341582	0.421502	0.252805	0.462733	0.143477	0.656479	0.00275288	0.00644686	0.250026	0.00800859	0.000681867	0.043601	0.204991	0.0124697	0.00949976	0.0391321	0.0157864	4.57842e-05	0.0170265	0.117493	0.0572625	0.0127832	0.00604667	0.07686	0.0571181	0.0188258	0.0553514	0.130405	0.0486837	0.0114458	0.739962	0.0141515	0.00233657	0.0700823	0.51123	3.41635	0.380321	0.327909	0.0992915	0.192478	13.29667
945	1	-14368.4	-14259.3	-109.102	0.236572	0.864026	0.559314	0.785879	0.620507	0.828425	0.847819	0.873488	0.878822	0.867385	0.518853	0.441864	0.523035	0.536213	0.492178	0.633928	0.533679	0.463522	0.251518	0.361883	0.236123	0.470277	0.244187	0.748301	0.118631	0.0112472	0.00780268	0.20557	0.0349317	0.0383036	0.00969409	0.00398515	0.0139012	0.00494013	0.0138829	0.0141537	0.0386225	0.0172819	0.0147691	0.00117789	0.0129836	0.0153183	0.0261128	0.0304615	0.0323515	0.124302	0.0635697	0.0154423	0.756331	0.00800324	0.0015439	0.0571788	0.4723	3.46898	0.376492	0.333953	0.0952708	0.194285	14.215
946	0	-14401.4	-14294.6	-106.854	0.2660968	0.656072	0.670352	0.664717	0.594864	0.910446	0.542222	0.612481	0.978726	1.21204	0.47923	0.255724	0.29831	0.548483	0.408067	0.535385	0.542672	0.590829	0.349422	0.417851	0.379715	0.401269	0.14863	0.822404	0.00272246	0.0340884	0.20455	0.0284548	0.0193927	0.0175278	0.137058	0.00239851	0.004007	0.0453499	0.0105647	0.00727121	0.0109418	0.191947	0.129419	0.0046278	0.00860701	0.0808673	0.0170703	0.0133589	0.0465523	0.140047	0.060615	0.00729227	0.727758	0.0177351	0.00294833	0.0785365	0.534225	3.38429	0.363589	0.347581	0.09492	0.19391	13.99014
947	1	-14358.4	-14253.1	-105.288	0.2299818	0.806983	0.5248	0.849183	0.59831	0.870989	0.704466	0.959626	0.921695	0.863234	0.567221	0.383898	0.503596	0.468798	0.428143	0.524497	0.60345	0.477531	0.265847	0.352432	0.302873	0.317711	0.15192	0.755935	0.155588	0.000453055	0.000770577	0.130119	0.0361758	0.0099528	0.0411008	0.0126693	0.0161293	0.0183428	0.00998988	0.0921319	0.0185824	0.0051716	0.0141354	0.015456	0.00165749	0.0346983	0.00259401	0.0146628	0.0350888	0.115533	0.0712241	0.0105856	0.754026	0.0135429	0.00130628	0.052664	0.457328	3.4887	0.373867	0.340245	0.096197	0.189691	13.83352
948	0	-14385.4	-14287.4	-98.0007	0.2476349	0.754846	0.605648	0.71987	0.522884	0.901186	0.672343	0.778443	0.957128	0.891683	0.540691	0.191797	0.329846	0.487335	0.372256	0.540181	0.44675	0.396373	0.249273	0.350133	0.32142	0.342763	0.1971	0.590236	0.00134161	0.00105729	0.214106	0.0553964	0.00757575	0.00602341	0.11298	0.024021	0.0667006	0.0237888	0.00712298	0.0122418	0.0328459	0.161151	0.002935	0.0461071	0.00236145	0.144142	0.0052095	0.0175453	0.0375107	0.118458	0.0750529	0.0115378	0.742761	0.0146791	0.00200335	0.0649873	0.496471	3.43654	0.373217	0.33682	0.0987147	0.191248	13.10484
949	1	-14369.9	-14267.1	-102.732	0.2455467	0.725436	0.503606	0.792624	0.710332	0.93486	0.650475	0.787444	0.921695	0.772798	0.609517	0.317956	0.433444	0.446329	0.38522	0.48898	0.594463	0.534061	0.260871	0.352432	0.281799	0.249738	0.15192	0.858816	0.0890054	0.0186733	0.0703996	0.183077	0.0637329	0.0099528	0.0965339	0.0197249	0.0120437	0.0150967	0.0374674	0.074868	0.0487606	0.0123778	0.00349153	0.00573829	0.0016899	0.00814209	0.00493542	0.0374785	0.0258834	0.112941	0.0750547	0.0130031	0.757758	0.0153602	0.00191066	0.0634932	0.492	3.4426	0.379399	0.33232	0.0976256	0.190656	13.57801
950	0	-14392.7	-14289.6	-103.115	0.2359576	0.579077	0.681744	0.815717	0.570034	0.913729	0.5775	0.686424	1.04904	0.872467	0.588534	0.17341	0.184564	0.506882	0.38854	0.541021	0.579533	0.587064	0.276944	0.473457	0.366545	0.256501	0.17323	0.665861	0.00616685	0.0179712	0.278945	0.116324	0.0462161	0.00603009	0.176982	0.00795312	0.0181685	0.00733402	0.00240057	0.00440895	0.0328459	0.217257	0.0196487	0.00573475	0.000448084	0.130191	0.00626786	0.00712607	0.0334584	0.129903	0.0722254	0.0111746	0.740922	0.0123162	0.00152063	0.0567533	0.470922	3.4708	0.38432	0.341156	0.0860952	0.18843	13.61624
951	1	-14362.7	-14266.6	-96.1104	0.2565647	0.674178	0.590419	0.723693	0.691214	0.746917	0.574126	0.716407	0.867498	0.676008	0.472758	0.320032	0.462125	0.427465	0.467558	0.554866	0.536392	0.48216	0.341462	0.364332	0.210361	0.318062	0.151595	0.761254	0.141338	0.0165899	0.000214462	0.15785	0.0981338	0.0194204	0.0291979	0.0071177	0.0359346	0.0406699	0.0279985	0.0899265	0.0428603	0.000144778	0.000657628	0.0274435	0.0257357	0.0137416	0.00158258	0.00837124	0.0262758	0.130466	0.0919122	0.0102412	0.726689	0.0144158	0.00243193	0.0714701	0.515127	3.41097	0.366142	0.33958	0.0981164	0.196161	12.91581
952	0	-14398.3	-14284.3	-114.012	0.263852	0.732805	0.813699	0.807752	0.680445	1.0648	0.599837	0.719285	1.04886	1.02859	0.613352	0.196129	0.292332	0.50161	0.461979	0.598735	0.456541	0.402161	0.393474	0.64428	0.289271	0.38529	0.12542	0.760002	0.000325823	0.000799209	0.233252	0.00914104	0.0124349	0.0205618	0.353512	0.0433527	0.000720335	0.0384513	0.00437357	0.0154487	0.0398478	0.0893876	0.101534	0.000542379	0.0180223	0.0890541	0.00347963	0.0151147	0.0358153	0.134954	0.072981	0.00747101	0.735601	0.013177	0.00282116	0.0768603	0.529802	3.39052	0.351791	0.363527	0.0891829	0.195499	14.706
953	1	-14367.7	-14264.6	-103.049	0.2492047	0.781258	0.736133	0.753839	0.503565	0.826883	0.681145	0.831915	0.80032	0.973162	0.478656	0.342821	0.40616	0.542123	0.416106	0.46179	0.512237	0.409343	0.315601	0.400814	0.236736	0.344165	0.138035	0.823872	0.135978	0.0345511	0.00920349	0.107813	0.114501	0.0409964	0.0494631	0.000478913	0.0376718	0.0117943	0.0102118	0.117049	0.0149472	0.0176682	0.0146056	0.064902	0.0184291	0.00594054	0.00585888	0.0808817	0.0295557	0.111648	0.0766968	0.0182338	0.753319	0.010547	0.0020749	0.0661162	0.499806	3.432	0.37279	0.332427	0.0987078	0.196075	13.60962
954	0	-14386.9	-14292.4	-94.5622	0.2626644	0.781132	0.682464	0.694042	0.496111	0.817507	0.474692	0.620969	0.962474	0.88425	0.490603	0.209547	0.251269	0.505775	0.452571	0.462805	0.384296	0.389566	0.308902	0.3796	0.233487	0.324427	0.15181	0.658178	0.00957176	0.00889063	0.250114	0.047212	0.0281387	0.0014428	0.292424	0.0241859	0.0381127	0.0145639	0.00472873	0.00494707	0.0367981	0.112343	0.113653	0.00308793	0.0237525	0.117495	0.00852202	0.00452308	0.0353591	0.132687	0.081256	0.0061774	0.727004	0.0175172	0.00275527	0.0759764	0.527443	3.39383	0.372421	0.349834	0.0962989	0.181447	12.76099
955	1	-14369.1	-14269.2	-99.9043	0.2480979	0.653207	0.668967	0.801696	0.656925	0.81594	0.668204	0.77111	0.98249	0.934082	0.507001	0.285862	0.516604	0.391265	0.434115	0.427991	0.477291	0.453421	0.302816	0.31462	0.210384	0.349329	0.0778363	0.695136	0.149386	0.00162525	0.000414432	0.172825	0.118757	0.0189356	0.0546614	0.0347085	0.0106339	0.00561395	0.00251643	0.170019	0.0230446	0.0223187	0.0180504	0.0153647	0.0135034	0.00417268	0.0373941	0.0249544	0.0303932	0.135096	0.0810594	0.0183528	0.725224	0.00987454	0.00202429	0.0653198	0.497457	3.4352	0.361584	0.343526	0.0940667	0.200823	13.29519
956	0	-14379.3	-14286.9	-92.391	0.2490581	0.728524	0.586732	0.667234	0.569886	0.901892	0.474692	0.573974	0.995553	0.998677	0.490603	0.172264	0.170083	0.432023	0.339123	0.547459	0.482952	0.443544	0.265296	0.401283	0.220292	0.35615	0.0858612	0.708635	0.0135394	0.00889537	0.212215	0.0299101	0.00235039	0.00508376	0.292424	0.0117179	0.0213522	0.00570581	0.0249746	0.00319958	0.00548375	0.129077	0.0803153	0.00820389	0.00357311	0.068487	0.00301105	0.00161281	0.0334793	0.130669	0.0806865	0.0111268	0.727239	0.0167993	0.00206815	0.0660106	0.499495	3.43243	0.378781	0.330265	0.103014	0.18794	12.54387
957	1	-14359.1	-14258.2	-100.949	0.2454443	0.828381	0.571071	0.908103	0.563288	0.740984	0.817356	0.853486	0.874387	0.755596	0.495061	0.294917	0.40915	0.374536	0.405487	0.567293	0.473193	0.516768	0.302816	0.332765	0.283129	0.402308	0.139109	0.777447	0.10497	0.0381886	0.00334313	0.181771	0.080456	0.00600977	0.078187	0.00930786	0.00896293	0.00352762	0.0198517	0.0571973	0.0197797	0.0140341	0.00677275	0.0337826	0.015158	0.0117819	0.00362949	0.0163258	0.036648	0.130124	0.0680985	0.0161516	0.7341	0.0148783	0.00190619	0.0634202	0.491779	3.44289	0.36529	0.33902	0.0957212	0.199969	13.39967
958	0	-14388.1	-14284.8	-103.255	0.2529076	0.845854	0.858642	0.903717	0.521047	0.989782	0.502859	0.606216	1.02272	0.816927	0.529679	0.236414	0.251864	0.416425	0.303784	0.507287	0.480179	0.503428	0.252596	0.458494	0.228457	0.361358	0.148249	0.697562	0.00478015	0.0204072	0.246708	0.035603	0.000237114	0.00578191	0.232888	0.0259851	0.0512677	0.0164283	0.0249746	0.0047316	0.0270353	0.111622	0.105395	0.0190621	0.00951775	0.149677	0.0887494	0.00588961	0.0289097	0.119565	0.0742663	0.0145532	0.74594	0.0167652	0.00225004	0.0687976	0.507577	3.42138	0.363371	0.344275	0.0975196	0.194834	13.63028
959	1	-14367.4	-14261	-106.4	0.2473398	0.829965	0.665169	0.76442	0.724106	0.835868	0.824878	1.10781	0.854748	0.863115	0.58258	0.294392	0.375604	0.364358	0.432112	0.464569	0.479114	0.536931	0.313452	0.387297	0.23283	0.342493	0.200343	0.738623	0.120004	0.00471741	0.0530262	0.189502	0.080456	0.000490608	0.0738132	0.00279443	0.0145892	0.0022676	0.0146272	0.0484623	0.0382628	0.00066463	0.00684547	0.0149799	0.00407213	0.0126277	0.0182764	0.029554	0.0400542	0.121565	0.0700272	0.0057281	0.744134	0.0184917	0.00199009	0.0647756	0.495842	3.43739	0.349347	0.340196	0.107086	0.20337	13.94481
960	0	-14387.5	-14278.2	-109.277	0.2302815	0.803757	0.772943	0.883448	0.574311	0.95893	0.481466	0.591602	1.03076	0.96148	0.580115	0.169959	0.297578	0.536932	0.398175	0.603321	0.476034	0.593426	0.354584	0.530159	0.248201	0.351264	0.208585	0.702865	0.0228459	0.0229303	0.276823	0.0425215	0.00153558	0.0387096	0.257359	0.0413129	0.0201751	0.0142838	0.00571348	0.0244716	8.73755e-05	0.144759	0.0615228	0.00534212	0.0040497	0.0906376	0.0424396	0.00502224	0.0331469	0.135007	0.0761365	0.0126143	0.732011	0.0110845	0.00131652	0.0528669	0.458018	3.4878	0.357753	0.345152	0.0921089	0.204985	14.23243
961	1	-14366.3	-14258	-108.296	0.2435483	0.834369	0.511012	0.788951	0.623844	0.952409	0.776457	0.898907	1.03521	0.879261	0.536231	0.363125	0.446728	0.482866	0.453769	0.425924	0.56561	0.440085	0.41122	0.325895	0.275112	0.329206	0.160521	0.884235	0.0782766	0.0285883	0.0257152	0.200718	0.00585717	0.00193642	0.0202277	0.016314	0.0555711	0.00428915	0.0209533	0.0860572	0.0382628	0.0202766	0.0223522	0.0126948	0.00997653	0.00769552	0.00783149	0.0698621	0.0449282	0.127757	0.062634	0.00505605	0.745009	0.0146156	0.00182459	0.0620718	0.487681	3.44842	0.360498	0.346285	0.0947519	0.198465	14.13441
962	0	-14391.7	-14292.5	-99.176	0.25548	0.685555	0.608632	0.843902	0.495149	0.95893	0.476981	0.562258	1.03898	0.951328	0.556395	0.177558	0.202392	0.56951	0.378396	0.576461	0.45524	0.366243	0.316716	0.494078	0.287973	0.355658	0.144728	0.745984	0.00264946	0.0180316	0.212977	0.00616173	0.0452224	0.00296099	0.275552	0.00195025	0.00315504	0.0225072	0.00348184	0.00603379	7.82411e-05	0.1432	0.0667214	0.00603834	0.000508714	0.106694	0.0424396	0.00695301	0.0375161	0.163057	0.0655806	0.0146812	0.709331	0.00983366	0.00237706	0.0706751	0.512901	3.41405	0.350939	0.348926	0.0881155	0.212019	13.22237
963	1	-14365.7	-14273.6	-92.1458	0.2350581	0.707007	0.552961	0.641788	0.512793	0.808316	0.623127	0.761455	0.892915	0.960574	0.41267	0.399125	0.485737	0.468607	0.382811	0.430482	0.398302	0.444185	0.271155	0.298373	0.182905	0.404886	0.133949	0.677842	0.0771608	0.0671525	0.00994382	0.215902	0.00208729	0.00500346	0.0186678	0.0016086	0.0236293	0.00298227	0.000759247	0.0904868	0.00941811	0.0506713	0.00483087	0.0106674	0.00227983	0.00609679	0.0124578	0.0555701	0.0317564	0.121486	0.0746219	0.00458156	0.741663	0.0258914	0.00148698	0.0561319	0.468898	3.47348	0.38272	0.336623	0.0939352	0.186723	12.51934
964	0	-14376.3	-14275.1	-101.219	0.247169	0.678736	0.723676	0.870241	0.536078	1.0616	0.55849	0.663506	0.939728	0.823084	0.550946	0.187331	0.233288	0.572092	0.41965	0.551932	0.575661	0.421203	0.279952	0.474166	0.27261	0.354438	0.159694	0.61796	0.00135476	0.0276438	0.185174	0.0736979	0.0175904	0.0306397	0.173923	0.00195966	0.00782943	0.00599987	0.00939592	0.00700121	0.00113118	0.138645	0.106354	0.0010994	0.00182875	0.0919873	0.00963509	0.00766667	0.0387222	0.117221	0.0693812	0.017629	0.749804	0.00724198	0.00198243	0.0646532	0.495477	3.43789	0.391846	0.325334	0.0967211	0.186099	13.42662
965	1	-14372.1	-14276.7	-95.4325	0.2589714	0.684537	0.451424	0.811145	0.650582	0.805128	0.671792	0.764247	0.864308	0.83726	0.591498	0.305436	0.476088	0.449143	0.371249	0.501183	0.57247	0.376298	0.249901	0.391843	0.316787	0.250621	0.161381	0.641135	0.13006	0.00579669	0.0171797	0.0693461	0.0411026	0.0326931	0.0934456	0.00290717	0.0520746	0.0124138	0.0172382	0.102393	0.0137575	0.0030639	0.00483087	0.0283084	0.00118898	0.00688971	0.0041408	0.0137323	0.047881	0.137191	0.0645162	0.00522824	0.714411	0.0307724	0.00255651	0.0732411	0.520027	3.40418	0.363603	0.342327	0.0994735	0.194597	12.84802
966	0	-14390.1	-14287	-103.094	0.2337338	0.81101	0.665044	0.754713	0.586339	1.00367	0.424464	0.597191	0.98745	0.820793	0.564334	0.18926	0.207287	0.568788	0.381336	0.596232	0.549815	0.572139	0.297567	0.401492	0.286365	0.35931	0.114761	0.675784	0.0216861	0.0237937	0.290091	0.0241605	0.0376585	0.063763	0.202581	0.0227463	0.0546793	0.00566644	0.00626125	0.0367418	0.0270798	0.152407	0.0905597	0.0105425	0.00164851	0.106602	0.000196929	0.0201362	0.0295831	0.114064	0.0776175	0.0131071	0.757446	0.00818253	0.00143834	0.0552209	0.465905	3.47744	0.374247	0.33923	0.0951677	0.191356	13.61414
967	1	-14376.4	-14271.7	-104.707	0.2481815	0.898578	0.662585	0.841618	0.571318	0.764315	0.822965	0.830924	0.838813	0.948062	0.579586	0.275618	0.557521	0.52233	0.371249	0.469804	0.407827	0.471174	0.334838	0.369934	0.220535	0.357598	0.0785959	0.774294	0.136185	0.024582	0.0217279	0.212597	0.0553914	0.0364866	0.0501266	0.018889	0.00127135	0.0102916	0.0152837	0.0710511	0.0306742	0.00393907	0.0308575	0.0318973	0.0299603	0.00739905	0.0163549	0.00045705	0.0364266	0.134617	0.0833838	0.00525017	0.733686	0.00663601	0.00202808	0.0653798	0.497635	3.43496	0.362623	0.339589	0.098955	0.198834	13.77551
968	0	-14389.2	-14286	-103.142	0.2431906	0.845667	0.826118	0.92385	0.636269	0.822343	0.420051	0.564066	1.02722	0.841344	0.525501	0.232499	0.261919	0.417735	0.40416	0.499341	0.590571	0.382837	0.321143	0.451871	0.258263	0.402615	0.160704	0.739061	0.0202182	0.000444975	0.120636	0.126414	0.0331432	0.0527576	0.250747	0.030745	0.0262077	0.0134489	0.00187226	0.0023125	0.00723935	0.115875	0.0664249	0.0226233	0.00913208	0.140387	0.0220557	0.00113301	0.0297212	0.108539	0.0790992	0.0107887	0.760981	0.01087	0.00180945	0.0618183	0.486904	3.44947	0.390469	0.32904	0.0935267	0.186964	13.61897
969	1	-14368.3	-14267.8	-100.451	0.2370539	0.862451	0.524452	0.771558	0.56716	0.679177	0.841308	0.769204	0.90074	0.887054	0.480376	0.412755	0.451067	0.43554	0.425564	0.533186	0.421716	0.423761	0.271915	0.422289	0.288095	0.313466	0.13056	0.793739	0.121718	0.0147363	0.0202257	0.0518178	0.115779	0.0127204	0.0229462	0.00333402	0.0482211	0.0313164	0.00396925	0.112314	0.0130593	0.00419538	0.016707	0.0550369	0.00185562	0.0454778	0.00173132	0.0455649	0.0305124	0.128134	0.0814098	0.0165886	0.734307	0.0090483	0.00156231	0.0575131	0.473378	3.46755	0.373127	0.334935	0.0935646	0.198373	13.34986
970	0	-14392.4	-14279.7	-112.698	0.2264088	0.76375	0.924497	0.782808	0.523291	0.785398	0.684529	0.723896	1.20956	0.93039	0.584279	0.16729	0.292339	0.51781	0.532749	0.498508	0.590775	0.392978	0.34583	0.513198	0.262442	0.402615	0.132566	0.757299	0.00435654	0.00542378	0.173791	0.147367	0.00479877	0.00452606	0.279255	0.0420578	0.0556074	0.0463664	0.000408842	0.0226745	0.0106309	0.116024	0.0796797	0.0500374	0.000623891	0.182338	0.0184238	0.0113378	0.0238025	0.109667	0.0767214	0.0100589	0.768079	0.0116709	0.00118826	0.0502641	0.449028	3.49952	0.379703	0.337423	0.0959534	0.18692	14.57452
971	1	-14361.7	-14253.3	-108.351	0.2351499	0.829546	0.593846	0.759559	0.620151	0.761184	0.712523	0.994155	1.07046	0.839071	0.52759	0.394397	0.451067	0.498273	0.441945	0.544398	0.511122	0.588907	0.305943	0.429954	0.293424	0.391099	0.139906	0.704221	0.171757	0.0121881	0.0095243	0.0923382	0.143602	0.0058228	0.0719636	0.0260537	0.0151163	0.00296407	0.0273311	0.0438188	0.0052005	0.0244384	0.016707	0.0353781	0.00247466	0.00871847	0.000408358	0.0213281	0.030901	0.125553	0.0796497	0.0149189	0.743661	0.00531629	0.00149039	0.0561953	0.469105	3.47321	0.35964	0.346269	0.0949406	0.19915	14.13988
972	0	-14388.1	-14275.1	-113.028	0.2441606	0.846727	0.861627	0.746319	0.505456	0.902052	0.663087	0.808673	1.00073	0.930313	0.627906	0.188997	0.319446	0.559051	0.579868	0.585413	0.449837	0.44374	0.322017	0.542535	0.308062	0.354382	0.145096	0.860924	0.00446796	0.0154874	0.205903	0.0478851	0.00288236	0.0285895	0.147227	0.0129143	0.0139503	0.0358024	0.00207318	0.00797878	0.0108789	0.153586	0.113415	0.0503944	0.00242543	0.189803	0.00783386	0.00177121	0.0240049	0.109314	0.0803553	0.0140925	0.765601	0.00663304	0.00185069	0.0625065	0.489008	3.44663	0.396363	0.318099	0.0983381	0.1872	14.60753
973	1	-14367.9	-14259	-108.913	0.2370419	0.797258	0.672457	0.779163	0.602386	0.974342	0.678631	0.763634	0.863175	0.901388	0.600565	0.435866	0.451067	0.474335	0.515936	0.485768	0.522005	0.56116	0.277328	0.363647	0.202109	0.480831	0.158767	0.871561	0.116792	0.0190122	0.0389448	0.182503	0.0579896	0.00842088	0.0775285	0.00736372	0.0104142	0.00579544	0.0382582	0.038995	0.00797356	0.00470682	0.0308056	0.00395672	0.00269627	0.0203916	0.00740636	0.082781	0.030651	0.122566	0.0803237	0.0112804	0.746674	0.00850439	0.00156185	0.0575048	0.473351	3.46758	0.347933	0.352177	0.0958767	0.204013	14.19611
974	0	-14389.2	-14281.8	-107.404	0.2257919	0.784485	0.804067	1.00334	0.514031	0.894789	0.402633	0.524238	1.02761	0.949095	0.542204	0.216704	0.201438	0.462457	0.503833	0.539443	0.540261	0.519829	0.227702	0.499137	0.278056	0.377437	0.162439	0.764656	0.0205147	0.00431075	0.327526	0.00890984	0.00700383	0.117943	0.32816	0.00408611	0.00740825	0.0527234	0.00665328	0.0045003	0.0291737	0.155755	0.0563352	0.00241756	0.00214594	0.14373	0.0123874	0.0136501	0.0292775	0.117644	0.0678781	0.0129346	0.761017	0.0112495	0.00116863	0.0498533	0.447583	3.5014	0.388566	0.320397	0.0971554	0.193881	14.04521
975	1	-14365.1	-14250.7	-114.336	0.2368223	0.962757	0.649692	0.760225	0.564905	0.900932	0.71144	1.05784	0.992101	1.04989	0.665536	0.393657	0.524042	0.454679	0.398972	0.606101	0.528273	0.525063	0.348313	0.363647	0.247592	0.430044	0.153921	0.766287	0.116689	0.0361925	0.00728834	0.206364	0.0382775	0.00582006	0.0458668	0.00694745	0.0745686	0.0017235	0.000749985	0.0455125	0.000574887	0.00050569	0.00815025	0.0135614	0.00683183	0.0229282	0.0140066	0.0298435	0.0299888	0.109281	0.07108	0.0115699	0.760756	0.017324	0.00155344	0.0573523	0.47286	3.46823	0.388706	0.334254	0.0910445	0.185995	14.73832
976	0	-14400.8	-14292.2	-108.654	0.2224495	0.826638	0.733907	0.784016	0.514031	1.03213	0.562258	0.656933	0.84315	0.825963	0.561789	0.250574	0.261524	0.634864	0.430396	0.531234	0.664849	0.434642	0.354873	0.48005	0.344073	0.432564	0.147925	0.692097	0.0216249	0.0172985	0.170276	3.76997e-05	0.00847166	0.0100029	0.267297	0.0205068	0.00977034	0.0176467	0.0294553	0.0175011	0.0130969	0.207985	0.0543748	0.0996567	0.00346671	0.153177	0.0179465	0.0300881	0.0241916	0.094226	0.0734859	0.00492327	0.783286	0.0198867	0.00106609	0.047647	0.439681	3.51161	0.387706	0.323271	0.109996	0.179027	14.17016
977	1	-14370.1	-14260.2	-109.819	0.2390466	0.958892	0.655431	0.97066	0.680936	0.788766	0.707866	0.876595	0.861571	1.03608	0.531063	0.398746	0.452261	0.5476	0.408906	0.437331	0.421308	0.42927	0.321074	0.378783	0.251592	0.346176	0.123401	0.934994	0.141917	0.0176691	0.00512764	0.161987	0.0656778	0.0130103	0.093028	0.0078543	0.0149532	0.0272269	0.0109849	0.0204823	0.0245306	0.0106094	0.0202692	0.03404	0.0134934	0.0344867	0.00284063	0.0471828	0.0306139	0.108372	0.0731726	0.0128154	0.754426	0.0206011	0.00163997	0.0589016	0.47781	3.46165	0.384085	0.335353	0.0971117	0.183451	14.28668
978	0	-14396.4	-14286.8	-109.575	0.2322684	0.778104	0.721726	0.949116	0.490615	1.1357	0.482994	0.618678	1.11319	0.9829	0.692646	0.183239	0.209847	0.452317	0.44138	0.639151	0.528711	0.362091	0.380689	0.42321	0.245719	0.372384	0.0980354	0.774474	0.00394549	0.0228535	0.260224	0.000902958	0.0250066	0.0260412	0.298415	0.0124554	0.00157749	0.07088	0.00101588	0.0199994	0.0529855	0.079464	0.0569524	0.0341782	0.00490115	0.197971	0.000726935	0.014813	0.030065	0.100183	0.0685179	0.00876103	0.774852	0.0176203	0.00138576	0.0542179	0.462572	3.48182	0.384604	0.324175	0.109202	0.182018	14.26222
979	1	-14360.7	-14248.7	-111.979	0.2504051	0.733963	0.59583	0.808495	0.619946	0.832573	0.765895	0.937413	1.06375	0.986136	0.691704	0.431447	0.468508	0.548271	0.351608	0.565472	0.485513	0.485656	0.32889	0.379336	0.223935	0.326498	0.164688	0.868432	0.113745	0.00862821	0.0131336	0.210172	0.0865293	0.0115189	0.0637448	0.0078543	0.0362595	0.0132673	0.00219826	0.114875	0.0532911	0.0143881	0.0281469	0.00202563	0.00889084	0.000197523	0.0026565	0.0471828	0.035634	0.126286	0.068605	0.0106441	0.752347	0.00648382	0.00213069	0.0669827	0.502339	3.42855	0.360383	0.349872	0.0914436	0.198301	14.50266
980	0	-14390.4	-14283.1	-107.33	0.2345683	0.654175	0.70928	0.845776	0.518323	1.04104	0.53642	0.77587	1.11783	0.9829	0.669027	0.159567	0.196989	0.455536	0.493073	0.515561	0.415336	0.46457	0.324981	0.485363	0.295797	0.323869	0.122479	0.818389	0.00363288	0.0283471	0.340089	0.028047	0.00611678	0.00273413	0.183145	0.0312428	0.0704299	0.0225284	0.0261711	0.0282648	0.00508998	0.117037	0.0802588	0.00458886	0.0016613	0.100295	0.033055	0.00291286	0.0280571	0.102485	0.0833135	0.0092826	0.765228	0.0116344	0.00146887	0.0557945	0.467793	3.47494	0.381309	0.319915	0.111806	0.186969	14.03781
