Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
371	1	-14372	-14271.4	-100.54	0.2488933	0.752211	0.622089	0.81567	0.584398	0.826737	0.673462	0.713081	1.09552	0.855323	0.563142	0.365482	0.410777	0.391793	0.394709	0.450186	0.47265	0.438727	0.330432	0.382486	0.219014	0.263866	0.154314	0.790018	0.115633	0.00506553	0.0160692	0.206835	0.0551979	0.00630171	0.00594908	0.00297985	0.00160603	0.077364	0.02413	0.111464	0.0213841	0.00128058	0.00786759	0.0556762	0.0339758	0.0311955	0.000308376	0.0124051	0.0443126	0.166562	0.0629501	0.0157421	0.70094	0.00949262	0.00206058	0.0658919	0.499146	3.4329	0.377617	0.347137	0.0780049	0.197241	13.35878
372	0	-14381.7	-14282.2	-99.5055	0.2327364	0.810043	0.661839	0.81493	0.488625	0.941758	0.534049	0.599675	1.00538	0.798588	0.428501	0.190454	0.251468	0.52553	0.38142	0.460284	0.528693	0.468475	0.298307	0.528604	0.262588	0.356669	0.180818	0.619626	0.00120233	0.0101939	0.194979	0.0879659	0.000982742	0.0667611	0.285875	0.010997	0.000141344	0.000742962	0.00364943	0.0194648	0.00415944	0.135788	0.0728081	0.0216825	0.000320279	0.144073	0.0241424	0.0330643	0.0316519	0.110328	0.0665509	0.0135465	0.76897	0.00895342	0.00140241	0.0545376	0.463638	3.48042	0.401753	0.31253	0.0997457	0.185971	13.25531
373	1	-14380.7	-14275.5	-105.185	0.2572697	0.830702	0.578263	0.974946	0.706232	0.736539	0.557718	0.799897	1.29501	0.825332	0.488643	0.328096	0.411072	0.430571	0.422849	0.432205	0.527286	0.471479	0.349556	0.318693	0.214726	0.392156	0.13613	0.701244	0.126706	0.0612295	0.0262642	0.15447	0.0524534	0.0111697	0.0996855	0.00774997	0.0217875	0.0160004	0.00675786	0.0836727	0.0422083	0.0112867	0.00694737	0.0247961	0.00073687	0.0901465	0.0154126	0.0343988	0.0445124	0.153169	0.0609741	0.0152358	0.717168	0.00894135	0.00246802	0.0719879	0.516568	3.40898	0.365434	0.339375	0.0824624	0.212728	13.82322
374	0	-14380.1	-14271	-109.124	0.2360134	0.896128	0.748009	0.74846	0.577016	1.00548	0.536287	0.685248	1.17983	0.994492	0.496709	0.265138	0.312969	0.64527	0.377456	0.522743	0.575449	0.430644	0.303281	0.454483	0.246314	0.390791	0.135678	0.681906	0.00130303	0.000192306	0.174362	0.041075	0.00406306	0.0205788	0.238288	0.0129621	0.0206502	0.049555	0.00694762	0.00747236	0.00366039	0.132857	0.132372	0.035894	0.00316468	0.10106	0.00159084	0.0192822	0.0325488	0.109524	0.0694477	0.0182031	0.763372	0.00690416	0.00152273	0.0567918	0.471047	3.47064	0.37506	0.334569	0.0974903	0.192881	14.21712
375	1	-14367.6	-14266.4	-101.197	0.2675327	0.976874	0.556568	0.731111	0.538617	0.711533	0.593754	0.685333	0.935128	1.01473	0.46643	0.400554	0.416612	0.514287	0.450836	0.452756	0.590976	0.464703	0.334402	0.323081	0.182535	0.279453	0.213535	0.825959	0.11475	0.0166964	0.00535861	0.183647	0.16953	0.00369085	0.0268421	0.00148825	0.0393004	0.0022387	0.0125139	0.0782274	0.0491108	0.0269337	0.00262919	0.0167122	0.00388438	0.00482222	0.00107854	0.00522807	0.0384009	0.159168	0.0783335	0.0109694	0.703295	0.00983394	0.00303149	0.0796123	0.537031	3.38033	0.348668	0.356436	0.0879894	0.206906	13.42445
376	0	-14382.4	-14274.1	-108.238	0.2616481	0.737668	0.731906	0.760998	0.476388	0.931494	0.569917	0.685248	1.22637	0.95968	0.543976	0.212386	0.262385	0.469429	0.510741	0.526932	0.532246	0.45963	0.26893	0.512499	0.28585	0.313447	0.125505	0.842046	0.00672683	0.0119757	0.248735	0.0596895	0.00713241	0.0329648	0.234348	0.029601	0.00572778	0.0322697	0.00372407	0.00303903	0.0025515	0.11428	0.11648	0.0444685	0.000427475	0.187878	0.0281927	0.0127279	0.0315938	0.109153	0.074597	0.00802408	0.760784	0.0158476	0.00269965	0.0752215	0.525414	3.39666	0.375359	0.335189	0.10079	0.188662	14.12861
377	1	-14367.6	-14258.6	-109.005	0.2604419	0.804849	0.556568	0.9162	0.674904	0.864152	0.910057	0.925381	1.00249	0.851356	0.537892	0.360029	0.431996	0.511903	0.416873	0.510109	0.502512	0.464703	0.379237	0.412042	0.199143	0.249513	0.151045	0.890033	0.0474696	0.0158912	0.0269956	0.11996	0.1109	0.0118318	0.078294	0.013648	0.0150857	0.0350343	0.00462919	0.0632887	0.0820508	0.00646768	0.0168	0.00666832	0.0102701	0.00132476	0.000932501	0.0147086	0.0411027	0.138668	0.0668052	0.0117955	0.732665	0.0089635	0.00263455	0.0743277	0.522995	3.40004	0.358671	0.347917	0.0903618	0.20305	14.20524
378	0	-14384.3	-14277.5	-106.799	0.2329101	0.795946	0.679461	0.720306	0.509792	1.09346	0.65355	0.780293	1.10038	0.822714	0.603766	0.250608	0.262385	0.436376	0.362219	0.646609	0.567641	0.44751	0.3176	0.485607	0.209093	0.352338	0.145919	0.673404	0.0321331	0.00774815	0.218215	0.0137119	0.0270661	0.001221	0.206278	0.0300602	0.00561883	0.0271061	0.00486707	0.00780432	0.0468631	0.114254	0.132685	0.00469424	0.000555565	0.140734	0.0335916	0.0125043	0.0231848	0.112812	0.0783887	0.00971562	0.759521	0.0163787	0.00140862	0.0546564	0.464034	3.4799	0.386382	0.335871	0.0959509	0.181796	13.98469
379	1	-14366.7	-14258	-108.725	0.2447329	0.815356	0.573278	0.688746	0.751493	0.883261	0.874968	0.915149	0.797171	0.760147	0.526222	0.392323	0.477683	0.534943	0.523171	0.505797	0.531095	0.582137	0.36655	0.349132	0.256202	0.339893	0.122225	0.914299	0.150887	0.0187436	0.0028482	0.123713	0.118412	0.00654391	0.00487242	0.0134321	0.00934154	0.0218942	0.0230788	0.0525519	0.0441998	0.00435524	0.0045789	0.00798065	0.00773417	0.0327504	0.0226196	0.0254412	0.0399561	0.129047	0.0671832	0.0115672	0.736811	0.015436	0.0018753	0.0629134	0.490246	3.44497	0.362645	0.34264	0.0995703	0.195144	14.17722
380	0	-14401.2	-14289.8	-111.344	0.2339457	0.952094	0.850521	0.907283	0.606165	0.808394	0.579027	0.737981	1.29084	0.880818	0.513018	0.141181	0.175028	0.59967	0.412556	0.681369	0.511325	0.4181	0.320912	0.440923	0.321922	0.370803	0.215984	0.698254	0.0290724	0.00632441	0.237919	0.0244667	0.00579864	0.0228173	0.12606	0.00819066	0.0107607	0.0720999	0.0149235	0.0070088	0.0786929	0.169297	0.0199085	0.00331663	0.0130858	0.117715	0.0327444	0.00474731	0.029198	0.132652	0.070983	0.0130328	0.732013	0.0221214	0.00144605	0.0553663	0.466385	3.4768	0.377092	0.338715	0.0923936	0.1918	14.43912
381	1	-14374	-14275.7	-98.2909	0.2619029	0.73049	0.563666	0.721949	0.55777	0.793721	0.837756	0.684249	0.93476	0.837739	0.417589	0.324693	0.515815	0.385718	0.355325	0.479389	0.484087	0.412436	0.290238	0.423915	0.234415	0.344522	0.0867754	0.857264	0.10947	0.0176085	0.0106993	0.143147	0.15254	0.0166282	0.0935236	0.00928049	0.0217776	0.0172632	0.0619441	0.00765045	0.0984161	0.0203693	0.0125757	0.00907668	0.0236646	0.0108161	0.00235277	0.0207727	0.0351857	0.138037	0.0856685	0.0143746	0.719612	0.00712227	0.00271353	0.0754106	0.525924	3.39595	0.356282	0.353018	0.093658	0.197042	13.13386
382	0	-14397.6	-14283	-114.638	0.2426853	0.784377	0.762016	1.02097	0.69057	0.818606	0.656635	0.884173	0.962428	1.04102	0.726168	0.243201	0.305228	0.525014	0.403863	0.723325	0.54355	0.456636	0.30976	0.40451	0.332853	0.363683	0.178785	0.597439	0.0125346	0.00766112	0.18103	0.113426	0.00349287	0.0175374	0.17027	0.0227537	0.0171497	0.0275731	0.0502087	0.0141725	0.000134525	0.149725	0.0571876	0.0081607	0.0102261	0.145743	0.0226219	0.00214386	0.0261127	0.1233	0.0768507	0.0151454	0.753688	0.00490258	0.0017882	0.0614606	0.485804	3.45095	0.363703	0.349641	0.0851646	0.201492	14.76857
383	1	-14363.3	-14257.4	-105.893	0.2526054	0.711838	0.616438	0.746039	0.548596	0.821196	0.692525	1.05151	0.919568	0.976503	0.537611	0.388815	0.385528	0.443161	0.45907	0.549429	0.442054	0.403348	0.329596	0.359117	0.28038	0.379937	0.144806	0.920553	0.0689599	0.0153063	0.0014066	0.230132	0.0937153	0.0155905	0.0679108	0.00123938	0.0226024	0.0104487	0.00777268	0.073007	0.0543515	0.0135153	0.00546062	0.033517	0.016424	0.00237954	0.00207014	0.0505996	0.0361527	0.136839	0.0869383	0.0132407	0.718614	0.00821522	0.00223541	0.0685779	0.506948	3.42224	0.356397	0.348914	0.0930557	0.201633	13.89403
384	0	-14383.6	-14273.3	-110.23	0.2312953	0.734888	0.82138	0.908592	0.550065	0.998634	0.577842	0.762194	1.16239	0.836169	0.540618	0.200632	0.252635	0.511105	0.46573	0.594877	0.526685	0.544078	0.296618	0.503801	0.259387	0.349185	0.181852	0.661698	0.00475678	0.0079334	0.22781	0.0224871	0.0236769	0.029098	0.248836	0.0380938	0.0413684	0.0223593	0.000997195	0.00913011	0.000454269	0.0972206	0.128564	0.0081607	0.00807178	0.117951	0.0402202	0.0095582	0.0257993	0.12947	0.0756473	0.0105471	0.741887	0.0166496	0.00135155	0.0535549	0.460346	3.48475	0.360987	0.351604	0.087422	0.199987	14.3278
385	1	-14365.5	-14260	-105.512	0.2402054	0.811379	0.557434	0.904425	0.75963	0.79664	0.653576	0.9056	0.982173	0.782716	0.550988	0.409044	0.448889	0.397063	0.375985	0.477043	0.5833	0.417735	0.273631	0.341347	0.221156	0.372286	0.162632	0.812376	0.122147	0.00326358	0.00491114	0.173997	0.0887023	0.011765	0.108853	0.0033984	0.0226024	0.0221932	0.00651194	0.0550445	0.108429	0.0366175	0.0079694	0.00880258	0.00269489	0.020223	0.0224329	0.0283817	0.0256218	0.138869	0.0804432	0.0134372	0.729277	0.0123515	0.00168628	0.0597134	0.48037	3.45823	0.365712	0.341527	0.0956867	0.197075	13.85599
386	0	-14390.9	-14269.9	-121.029	0.226218	0.921951	0.985526	0.714241	0.72218	1.0075	0.515752	0.758208	1.22652	0.936092	0.673033	0.134344	0.259034	0.509014	0.443222	0.544736	0.646245	0.52927	0.408208	0.532206	0.305099	0.36475	0.145779	0.88195	0.0216813	0.0077445	0.300167	0.0573282	0.00054236	0.0260226	0.297256	0.0157759	0.00439915	0.0295123	0.00994535	0.0128932	0.0168533	0.202993	0.086646	0.0488169	0.00353491	0.0589706	0.040309	0.00141953	0.0272941	0.112167	0.0733079	0.0122904	0.761991	0.0129501	0.00118217	0.050137	0.448582	3.5001	0.363906	0.347071	0.0964931	0.19253	15.40767
387	1	-14367.1	-14257.2	-109.892	0.2425828	0.809048	0.618739	0.669628	0.764584	0.806339	0.770093	0.823124	1.02407	0.861641	0.562321	0.412937	0.524167	0.575616	0.591786	0.487834	0.467009	0.506142	0.295258	0.370332	0.231042	0.304174	0.236103	0.904171	0.0781535	0.0215102	0.00440534	0.118304	0.129786	0.019262	0.0377117	0.00321482	0.00358577	0.0100597	0.000678948	0.106742	0.013612	0.0217135	0.00036352	0.0167007	0.0410213	0.0357351	0.00684576	0.00838386	0.0250105	0.123487	0.0821766	0.0165743	0.742761	0.00999092	0.00178391	0.0613881	0.485581	3.45125	0.384008	0.337915	0.0889873	0.18909	14.29395
388	0	-14396.6	-14287.7	-108.925	0.2406055	0.803108	0.985526	1.00172	0.509413	0.924362	0.541513	0.767565	1.15487	0.738106	0.477411	0.251608	0.196997	0.598932	0.474348	0.578614	0.491346	0.399623	0.308503	0.477053	0.245305	0.387631	0.153237	0.516127	0.0270449	0.00610971	0.289686	0.0817223	0.0303278	0.0415248	0.181241	0.00157425	0.0147786	0.0488789	0.0239507	0.00671712	0.0322752	0.126369	0.111964	0.016018	0.00794654	0.144645	0.0166431	0.00491661	0.0387187	0.113969	0.0711111	0.0107556	0.751973	0.0134732	0.00170246	0.0599943	0.481251	3.45705	0.375933	0.326353	0.101341	0.196372	14.19724
389	1	-14374.3	-14265.7	-108.639	0.2250179	0.809048	0.516721	0.751691	0.76583	0.856155	0.735283	0.935945	0.888097	0.939597	0.498207	0.379139	0.415885	0.43747	0.457769	0.431443	0.585011	0.587265	0.291783	0.424672	0.201128	0.40143	0.155511	0.751244	0.119769	0.060494	0.00190911	0.169076	0.191791	0.0254734	0.0336918	0.00258022	0.0867323	0.00846204	0.00718335	0.0321483	0.0319038	0.0362188	0.00261996	0.0928479	0.029127	0.0152969	0.003172	0.00183799	0.021104	0.123843	0.079633	0.019258	0.744902	0.0112601	0.00114432	0.0493396	0.445763	3.50375	0.378063	0.343364	0.0879646	0.190609	14.16866
390	0	-14389.9	-14277.8	-112.029	0.2487425	0.781029	0.712186	0.924779	0.629604	1.02531	0.58177	0.703105	1.02708	0.959134	0.578002	0.227293	0.232026	0.600874	0.44623	0.549269	0.590759	0.508372	0.292135	0.552299	0.289418	0.274287	0.166591	0.779234	0.030396	0.00678911	0.214052	0.0661691	0.0035013	0.0415248	0.247562	0.000681234	0.00938718	0.0399801	0.03357	0.00348807	0.00906909	0.202224	0.0295444	0.0174048	0.00284316	0.0930141	0.0225626	0.00311727	0.0306772	0.114533	0.0631325	0.0108089	0.767782	0.0130664	0.00205367	0.0657834	0.498826	3.43334	0.390322	0.323746	0.0913523	0.194579	14.50767
391	1	-14369	-14259.2	-109.73	0.2460434	0.744332	0.556123	0.755118	0.859359	0.805766	0.779415	0.864629	1.22303	0.876614	0.454838	0.411197	0.51056	0.441701	0.569359	0.580191	0.540885	0.43505	0.356868	0.357984	0.173959	0.304063	0.176161	0.734106	0.131368	0.00207277	0.0461067	0.0978817	0.172312	0.00585855	0.0401973	0.00594758	0.0172204	0.0231997	0.00682141	0.0879663	0.0126616	0.0160324	0.0061521	0.0566851	0.00484053	0.0152969	0.00121273	0.016644	0.0279471	0.119978	0.0756025	0.0131135	0.749641	0.0137177	0.00193246	0.0638478	0.493067	3.44115	0.376179	0.341654	0.0933692	0.188798	14.27778
392	0	-14386.8	-14276.6	-110.238	0.2499195	0.672046	0.829073	0.805528	0.647799	0.876825	0.581622	0.783622	1.08821	0.870607	0.559725	0.244249	0.258552	0.474904	0.455903	0.634168	0.503853	0.545591	0.372422	0.523802	0.261872	0.384547	0.188945	0.58337	0.00657003	0.0102417	0.228464	0.079299	0.0149072	0.0333982	0.228121	0.0109213	0.0340582	0.00866711	0.00861719	0.00534905	0.0228727	0.143583	0.0815135	0.0390687	0.0101242	0.147401	0.0573885	0.0107755	0.035642	0.130906	0.0726782	0.00712203	0.735816	0.0178361	0.00210801	0.0666319	0.501316	3.42994	0.364313	0.345479	0.0958174	0.194391	14.32858
393	1	-14360.7	-14254.7	-106.015	0.2464968	0.914543	0.702179	0.949567	0.591472	0.853388	0.772189	0.889592	1.01448	0.827292	0.535175	0.3202	0.357522	0.503756	0.386454	0.479334	0.516845	0.420588	0.26584	0.374254	0.196934	0.277192	0.172242	0.918906	0.0825391	0.0280239	0.00179327	0.104632	0.0821496	0.0038173	0.0349022	0.00198206	0.04183	0.00827627	0.00401789	0.147683	0.00847511	0.0160324	0.00712488	0.0395268	7.44442e-05	0.0297655	0.00441776	0.0193109	0.0299066	0.119313	0.0751831	0.0158108	0.745482	0.0143044	0.00195249	0.0641719	0.494039	3.43984	0.3785	0.332148	0.0968059	0.192547	13.90631
394	0	-14378.1	-14279.5	-98.5588	0.2371619	0.785913	0.687816	0.807998	0.501074	1.01975	0.590359	0.659764	0.95574	0.870607	0.50498	0.189377	0.282501	0.521135	0.422114	0.490181	0.482701	0.36518	0.279046	0.433211	0.327107	0.293939	0.11226	0.560072	0.00237851	0.0088582	0.217061	0.0664116	0.0044253	0.0638768	0.1742	0.00938787	0.00585064	0.0331532	0.0128379	0.00225972	0.000450856	0.155641	0.0671996	0.0284606	0.0127378	0.118983	0.0197315	0.0139131	0.0382703	0.118403	0.0702429	0.00944688	0.743569	0.020068	0.00156646	0.0575881	0.473619	3.46723	0.373603	0.335485	0.100791	0.190122	13.16065
395	1	-14362.7	-14270.6	-92.1254	0.2578047	0.639077	0.495788	0.710077	0.526549	0.663687	0.668717	0.998156	0.884223	0.734219	0.512962	0.349862	0.393273	0.479253	0.382867	0.506625	0.522016	0.376534	0.268148	0.357931	0.258945	0.295275	0.132417	0.592712	0.113329	0.0290481	0.000529006	0.197422	0.0691828	0.0503905	0.0569786	0.00889402	0.0666239	0.0171713	0.00484047	0.0917416	0.0204257	0.00059013	0.00776721	0.00823525	0.00238059	1.42164e-05	0.0146269	0.00780513	0.0369674	0.127505	0.0736451	0.0188898	0.730773	0.0122201	0.00249563	0.0723814	0.517658	3.40746	0.379526	0.334469	0.0981621	0.187843	12.51731
396	0	-14397.6	-14296.5	-101.154	0.2400843	0.766394	0.650494	0.584698	0.51229	0.952219	0.468084	0.619682	1.00722	0.993149	0.627384	0.211432	0.241728	0.486552	0.3918	0.464467	0.45426	0.487259	0.279968	0.430342	0.361953	0.382654	0.161404	0.860939	0.00612927	0.00635635	0.216357	0.00933041	0.000292329	0.100355	0.15226	0.0295706	0.00212562	0.0568292	0.0256335	0.000479045	0.0142832	0.195433	0.0389497	0.0309258	0.0199385	0.0818984	0.0228135	0.0137983	0.0384246	0.113746	0.070526	0.0163	0.746566	0.0144375	0.0016814	0.0596284	0.480103	3.45859	0.390748	0.328583	0.101713	0.178955	13.42013
397	1	-14368.5	-14266.4	-102.134	0.2546919	0.745317	0.537098	0.802718	0.668439	0.701194	0.707043	0.808535	1.14746	0.758035	0.579297	0.408051	0.410687	0.417238	0.398453	0.502459	0.575891	0.413161	0.326717	0.336149	0.199912	0.324225	0.121878	0.733135	0.0802724	0.00906054	0.094046	0.17331	0.0611528	0.024086	0.0705377	0.00889402	0.0554542	0.00707153	0.0122529	0.125032	0.0871268	0.00195982	0.0149565	0.0337282	0.00421759	0.0110103	0.00555051	0.0153266	0.0374113	0.122393	0.0666547	0.0170181	0.743712	0.0128114	0.00233768	0.0700987	0.511276	3.41629	0.374744	0.334245	0.0989925	0.192018	13.51813
398	0	-14381.4	-14276.9	-104.524	0.2283988	0.663086	0.782606	0.801473	0.625428	0.936066	0.575348	0.80402	0.993481	0.92802	0.503909	0.159884	0.212686	0.499435	0.383482	0.458863	0.546621	0.4292	0.31038	0.444759	0.255822	0.433076	0.159099	0.663321	0.0115459	0.00378255	0.331397	0.00614275	0.00387285	0.0273448	0.218983	0.0391874	0.0346378	0.0137852	0.00171681	0.000309714	0.0108328	0.133478	0.0730943	0.018309	0.00240169	0.226679	0.0280815	0.00156492	0.036234	0.118791	0.0728969	0.00601374	0.747371	0.0186928	0.00125307	0.0515964	0.453667	3.49348	0.378785	0.33704	0.0976222	0.186552	13.75721
399	1	-14373	-14274.6	-98.3388	0.2381191	0.728528	0.587477	0.917887	0.585728	0.777345	0.780473	0.922418	0.788955	0.805459	0.488442	0.376839	0.355514	0.354524	0.428926	0.408016	0.39957	0.520692	0.322951	0.268215	0.170306	0.278567	0.13057	0.827003	0.0786715	0.0782849	0.000934068	0.196207	0.0973487	0.0069397	0.0556106	0.00656365	0.0483389	0.0039317	0.0171255	0.109687	0.00614787	0.0555276	0.0107555	0.0950211	0.000218793	0.019452	0.0190952	0.00837329	0.0375024	0.121533	0.066817	0.0127697	0.745523	0.0158548	0.00160352	0.0582542	0.475752	3.46439	0.384952	0.333924	0.0898942	0.191229	13.13864
400	0	-14395.2	-14284	-111.258	0.2302915	0.578148	0.683641	0.867131	0.484579	1.13379	0.663157	0.896509	0.979212	1.07991	0.593424	0.208621	0.268877	0.453136	0.497462	0.487825	0.460243	0.5643	0.318996	0.501398	0.262711	0.387427	0.163572	0.640341	0.00763926	0.0228165	0.324737	0.0280012	0.0149725	0.00431177	0.171629	0.0348457	0.0510166	0.000189584	0.0136518	0.00103256	0.006607	0.133478	0.0973253	0.056087	0.0312776	0.24606	0.00668501	0.00373985	0.0353203	0.127789	0.0720936	0.0101556	0.739136	0.0155062	0.00131686	0.0528737	0.458041	3.48777	0.386269	0.333028	0.0904005	0.190302	14.43052
401	1	-14366.8	-14273.4	-93.4236	0.2532518	0.69577	0.499361	0.600483	0.515239	0.75224	0.73459	0.715119	0.94949	0.788238	0.468539	0.359318	0.413986	0.460739	0.363488	0.409077	0.506275	0.380726	0.333857	0.306344	0.238347	0.310407	0.13057	0.827003	0.0898801	0.00318939	0.00113804	0.144797	0.113216	0.0792559	0.101895	0.011864	0.0193961	0.000686666	0.0105027	0.148556	0.0325735	0.0161076	0.00914409	0.0166819	0.00260401	0.0551225	0.0142307	0.017077	0.0372016	0.127216	0.0739351	0.015188	0.737911	0.0085479	0.00226679	0.0690482	0.508293	3.42039	0.377816	0.328597	0.106606	0.186981	12.64712
402	0	-14387.5	-14277.7	-109.795	0.2317235	0.815762	0.698273	0.830031	0.52419	1.08254	0.6608	0.701804	1.095	1.00743	0.600646	0.234756	0.258251	0.531624	0.431717	0.613617	0.524081	0.40494	0.377961	0.438162	0.267696	0.392854	0.136633	0.678469	0.00260455	0.0145631	0.155107	0.0692997	0.00188573	0.0238657	0.13966	0.0430312	0.038146	0.00784573	0.0346886	0.00520217	0.0208812	0.111354	0.0731376	0.0343441	0.021718	0.129274	0.0500477	0.000327242	0.0318692	0.102237	0.06878	0.0106933	0.763456	0.022965	0.00136653	0.0538463	0.461327	3.48346	0.390341	0.32468	0.103221	0.181758	14.28422
403	1	-14365	-14259.2	-105.788	0.2437768	0.737924	0.629815	0.739467	0.698527	0.858562	0.907447	0.83242	0.884782	0.846374	0.545354	0.356196	0.480834	0.502759	0.377624	0.39262	0.658744	0.458449	0.291224	0.302506	0.222392	0.288383	0.220832	0.824516	0.120068	0.010161	0.0112948	0.215738	0.0787566	0.00822971	0.0208401	0.00382905	0.0406119	0.0222856	0.0244146	0.175488	0.00179137	0.0361666	0.00372963	0.0072023	0.0128733	0.00529967	0.0148107	0.0121967	0.0406138	0.126131	0.0645709	0.0143881	0.744464	0.00983211	0.0018343	0.0622339	0.488177	3.44776	0.361619	0.341581	0.0980082	0.198792	13.88354
404	0	-14384.2	-14278.4	-105.878	0.23245	0.766249	0.75524	0.767369	0.559641	0.897656	0.666733	0.737071	1.00223	1.01452	0.584555	0.210558	0.284365	0.516756	0.37372	0.533518	0.497153	0.442121	0.322004	0.501558	0.291231	0.466026	0.268726	0.573685	0.0106088	0.0145631	0.147995	0.0526772	0.018002	0.024138	0.173325	0.0314019	0.0268827	0.00489405	0.0377604	0.00072292	0.00300604	0.129009	0.0716873	0.00219921	0.000836552	0.0942591	0.0149612	0.000965171	0.0303913	0.11005	0.0728998	0.0099266	0.761768	0.0149644	0.0013922	0.0543419	0.462986	3.48128	0.395632	0.32627	0.0991203	0.178977	13.89258
405	1	-14362.7	-14259.9	-102.832	0.2215096	0.802362	0.642471	0.739467	0.638878	0.799736	0.711629	1.00569	0.924958	0.842394	0.468853	0.318389	0.410242	0.440269	0.445775	0.443179	0.535686	0.494761	0.303613	0.380891	0.208102	0.315013	0.161472	0.68372	0.173602	0.00597543	0.029412	0.174409	0.149538	0.00879772	0.0783284	0.00382905	0.00652164	0.00722902	0.00505983	0.0953984	0.0372295	0.0298445	0.0118963	0.00926123	0.00890642	0.0101394	0.0059059	0.0191451	0.0349718	0.12652	0.06477	0.0171362	0.74676	0.00984254	0.00103839	0.0470326	0.437439	3.51449	0.371736	0.335591	0.0979409	0.194733	13.58798
406	0	-14395.7	-14281.2	-114.496	0.242253	0.875317	0.781191	0.710313	0.533984	1.04233	0.673385	0.750152	1.30933	0.896884	0.60576	0.175429	0.267064	0.622215	0.385726	0.608645	0.539767	0.424739	0.242678	0.478812	0.301669	0.382419	0.202019	0.715543	0.0076477	0.014594	0.224906	0.0207902	0.0265819	0.0848847	0.182915	0.0465581	0.0999472	0.0174182	0.0153638	0.00630862	5.43279e-05	0.136684	0.0875078	0.0880458	0.00884565	0.137864	0.0180896	0.00402403	0.0292107	0.108964	0.0707043	0.012862	0.763688	0.014571	0.00177016	0.0611551	0.484861	3.45221	0.365014	0.338537	0.102326	0.194122	14.7544
407	1	-14368.4	-14260.2	-108.178	0.2358069	0.797632	0.654398	0.940421	0.551406	0.741328	0.626987	0.964081	0.967406	1.01603	0.494914	0.467937	0.411312	0.593656	0.413479	0.496629	0.479674	0.433072	0.342417	0.411507	0.209074	0.354701	0.167721	0.879421	0.114684	0.0302985	0.0164979	0.16794	0.0792395	0.00297814	0.0397487	0.0364387	0.0129887	0.00699711	0.00801164	0.0599395	0.0248677	0.0364511	0.0108421	0.00257561	0.0186001	0.0101394	0.0144071	0.0136774	0.0259819	0.141761	0.0769953	0.0117549	0.731191	0.0123152	0.00151496	0.056649	0.470584	3.47125	0.374319	0.341162	0.0919352	0.192583	14.12253
408	0	-14383.4	-14267.8	-115.628	0.2368905	0.680281	0.890246	0.907405	0.642323	1.0228	0.640836	0.789576	0.988074	0.955777	0.615866	0.158169	0.225282	0.553896	0.467226	0.61889	0.558547	0.46301	0.342322	0.565315	0.2599	0.391292	0.164073	0.867403	0.0267047	0.014594	0.310423	0.0158036	0.0189173	0.0804627	0.136545	0.00452302	0.0150162	0.00789564	0.00777843	0.0013707	0.0296084	0.137077	0.0970331	0.0282754	0.00124986	0.161387	0.000331373	0.00402403	0.0277629	0.121801	0.0767022	0.0151802	0.749579	0.00897386	0.00155605	0.0573996	0.473012	3.46803	0.36698	0.339287	0.0991797	0.194552	14.86753
409	1	-14363.6	-14257	-106.577	0.2446711	0.740885	0.53567	0.83296	0.580715	0.844407	0.835988	0.913437	0.876238	1.11803	0.509331	0.374547	0.394191	0.412966	0.496826	0.46833	0.514646	0.567353	0.246209	0.363473	0.27381	0.394109	0.168222	0.776844	0.12579	0.0126421	0.00119168	0.20195	0.0447108	0.00819226	0.0849974	0.0490733	0.00664716	0.00235215	0.00670353	0.0295634	0.0575705	0.0150229	0.00792189	0.0266	0.000806318	0.0107887	0.00475809	0.0259871	0.036287	0.139286	0.0750638	0.00874483	0.718425	0.0221932	0.00187264	0.0628694	0.490112	3.44515	0.361075	0.348335	0.095163	0.195427	13.96246
