Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
2520	-14384.7	-14291.6	-93.1476	0.5583275	0.502954	0.619924	0.323101	0.594249	0.75735	0.828669	0.786464	0.763402	0.867147	0.579344	0.289627	0.329828	0.447307	0.346925	0.39007	0.512581	0.387088	0.331015	0.359316	0.335358	0.272893	0.318554	0.741932	0.0464742	0.00745698	0.088692	0.14562	0.00130088	0.0132519	0.00724719	0.00368799	0.0297162	0.0788738	0.00537741	0.390678	0.00824181	0.00115352	0.039163	0.0078673	2.71025e-05	0.0268704	0.00701816	0.0257042	0.0292943	0.295391	0.0576986	0.0779024	0.516009	0.0237046	0.0446435	0.288299	0.858473	2.80859	0.377608	0.353088	0.0638532	0.205451	0.3742121	12.61952
2530	-14396.9	-14298.5	-98.353	0.5395704	0.498728	0.644246	0.511873	0.692357	0.715214	0.95255	0.758542	0.981204	0.770012	0.454901	0.327813	0.333934	0.57807	0.300326	0.490363	0.445401	0.514308	0.355076	0.31391	0.268026	0.282683	0.284127	0.656779	0.0340109	0.0126379	0.0809002	0.171559	0.0204305	0.0290535	0.00728802	0.00450542	0.0590679	0.0670275	0.0185996	0.382827	0.00558515	0.0269451	0.021458	0.0290237	0.0177775	0.000333657	0.0113054	0.00928296	0.0162075	0.341555	0.0606957	0.0627304	0.479338	0.0394734	0.0409359	0.276966	0.847054	2.83504	0.339869	0.385378	0.0550021	0.219752	0.397183	13.14006
2540	-14388.4	-14299	-89.3906	0.5569293	0.498728	0.662719	0.416104	0.652583	0.666623	0.716737	0.923632	0.86671	0.863084	0.492055	0.212209	0.315252	0.432871	0.331488	0.415548	0.374683	0.367739	0.287762	0.474714	0.340716	0.282683	0.226204	0.52417	0.0410464	0.00879556	0.0889678	0.126791	0.00530515	0.035577	0.00350956	0.0155778	0.00739151	0.0423791	0.029576	0.421248	0.000935533	0.0119236	0.00985147	0.00492697	0.0150304	0.00380792	0.0150462	0.011122	0.0222877	0.342786	0.0531357	0.0557261	0.486345	0.0397192	0.0443646	0.287466	0.857647	2.81052	0.346952	0.379777	0.0603044	0.212967	0.397183	12.24382
2550	-14389.3	-14290	-99.248	0.5108885	0.482843	0.671862	0.42341	0.671122	0.808889	0.798866	0.919762	0.884391	0.713388	0.570524	0.268059	0.342706	0.389886	0.391117	0.362436	0.654624	0.436738	0.300716	0.474714	0.296058	0.357614	0.205257	0.781593	0.0566791	0.0133463	0.143931	0.16337	0.0109401	0.0290738	0.00761078	0.015995	0.0260109	0.0621751	0.0109648	0.384269	0.000608471	0.000699951	0.0325329	0.00729259	0.0140989	0.00189937	0.0226592	0.018835	0.0234748	0.39523	0.0457196	0.0614352	0.4358	0.0383406	0.0354232	0.258965	0.828032	2.87758	0.349969	0.37606	0.0539719	0.22	0.3737776	13.22957
2560	-14388.7	-14294.1	-94.6231	0.4806854	0.36627	0.544844	0.339676	0.740649	0.739508	0.790564	1.04488	0.871026	0.971112	0.554818	0.250391	0.391294	0.477845	0.333282	0.499512	0.386909	0.341594	0.311553	0.378657	0.296295	0.216037	0.267279	0.706591	0.0566791	0.0179304	0.11458	0.191184	0.0141113	0.00605113	0.00357013	0.00300722	0.0171375	0.0606054	0.0181569	0.350863	0.00107903	0.00805235	0.018481	0.00454189	0.00303752	0.00423075	0.0109581	0.0422251	0.0221464	0.367041	0.0651156	0.0548018	0.472896	0.0179993	0.0298662	0.23912	0.805689	2.92532	0.350281	0.386495	0.0594544	0.203769	0.3549841	12.76707
2570	-14388.2	-14290.5	-97.6355	0.5040221	0.43697	0.677522	0.282768	0.683108	0.852243	0.709822	1.02471	0.917834	0.815502	0.514313	0.338944	0.29574	0.552814	0.504587	0.397056	0.525995	0.457664	0.286213	0.327532	0.296295	0.284199	0.249148	0.730357	0.019023	0.0802239	0.0718577	0.150825	0.00163859	0.00987013	0.0136976	0.00985138	0.0617492	0.0118127	0.0238522	0.364576	0.00136468	0.0174563	0.014028	0.000223843	0.0177783	0.0194769	0.00768917	0.00998013	0.0222314	0.344699	0.0522838	0.0576913	0.493248	0.0298457	0.0341356	0.254534	0.823173	2.88816	0.371473	0.36122	0.0600546	0.207252	0.3755458	13.06831
2580	-14397.6	-14289.8	-107.844	0.389983	0.418287	0.892286	0.320781	0.839915	0.815928	0.776757	0.895467	0.936386	0.874311	0.542263	0.376617	0.352502	0.619731	0.392604	0.440684	0.452778	0.451735	0.433588	0.524266	0.285757	0.279007	0.311006	0.711545	0.0921519	0.00123972	0.127776	0.176341	0.000154774	0.0278906	0.0169605	0.0533836	0.0373661	0.0197929	0.0263017	0.429944	0.0426915	0.00735776	0.0127913	0.00403187	0.00750781	0.0111429	0.0427514	0.00735336	0.0195335	0.379929	0.0421533	0.041911	0.466296	0.0501779	0.0152962	0.174234	0.720209	3.09026	0.348197	0.384841	0.0549152	0.212046	0.3309234	14.08913
2590	-14394.3	-14280.1	-114.211	0.4960194	0.480086	0.756645	0.346373	0.799144	1.08517	0.874522	0.899826	0.896971	1.15544	0.598483	0.401207	0.278006	0.561802	0.270923	0.50181	0.57838	0.484326	0.408954	0.452525	0.448404	0.332696	0.323967	0.744293	0.015827	0.00382883	0.0937613	0.194327	0.00532496	8.10247e-05	0.00372983	0.0157202	0.112031	0.0361355	0.0309876	0.432429	0.00631076	0.00178713	0.00178199	0.036195	0.00443659	0.0120946	0.0377443	0.00142121	0.0193115	0.372229	0.0469713	0.0403642	0.475123	0.046001	0.0326524	0.249309	0.81735	2.90069	0.339883	0.381974	0.0593005	0.218842	0.3734871	14.72591
2600	-14394.2	-14270.1	-124.137	0.4928801	0.485457	0.749544	0.428314	0.709125	0.909285	0.996862	1.12425	1.38573	1.10771	0.731579	0.532439	0.299982	0.575983	0.335411	0.558002	0.557053	0.478747	0.40024	0.405809	0.463453	0.29076	0.277776	0.767812	0.00496882	0.0229262	0.110701	0.194327	0.0120598	0.0632312	0.0111169	0.00212876	0.0798986	0.00611364	0.0258208	0.476378	0.00745339	0.0039787	0.0794107	0.00279109	0.000366443	0.0164007	0.00966609	0.0173731	0.0230503	0.345487	0.0435967	0.0543459	0.49661	0.0369097	0.0320758	0.247242	0.815018	2.90566	0.365486	0.371118	0.0603101	0.203086	0.3698966	15.71844
2610	-14396.7	-14279.2	-117.509	0.4955605	0.398497	0.810311	0.458305	0.785454	0.780414	1.0251	0.994033	1.22786	0.949672	0.638483	0.447039	0.275265	0.569858	0.426535	0.530926	0.497388	0.402241	0.385025	0.509903	0.320969	0.279153	0.310057	0.791961	0.0123885	0.0016722	0.113585	0.263871	0.0303205	0.0410656	0.00046873	0.00940692	0.0905237	0.0459166	0.0333085	0.449485	0.0398962	0.0375945	0.0146663	0.00389748	0.000998266	0.00753934	0.0299473	0.0146688	0.0242048	0.317135	0.0438249	0.039545	0.518203	0.0570877	0.0325679	0.249008	0.817011	2.90141	0.34396	0.381622	0.0591994	0.215219	0.3698966	15.05567
2620	-14378.3	-14277.2	-101.062	0.4794752	0.322307	0.639831	0.333175	0.738011	0.970419	0.854978	1.00643	0.917555	0.799744	0.566798	0.400997	0.321217	0.45502	0.3292	0.527207	0.451182	0.422576	0.385025	0.412254	0.269096	0.302469	0.293046	0.766629	0.0416505	0.00841769	0.0786903	0.126655	0.0227178	0.00342911	0.00182887	0.00164353	0.0905237	0.018311	0.00025071	0.494241	0.0012358	0.000376536	0.00157091	0.0142593	0.00425027	0.000602174	0.00414545	0.0109978	0.0273124	0.306467	0.0421717	0.0471757	0.520214	0.0566599	0.0296496	0.238306	0.80474	2.92731	0.356427	0.373288	0.060517	0.209768	0.3681094	13.41096
2630	-14388.5	-14294.3	-94.24	0.4683836	0.342673	0.621568	0.37833	0.594226	0.807088	0.841807	0.767396	0.829387	0.894037	0.541857	0.269871	0.276262	0.470156	0.440705	0.389992	0.397456	0.379089	0.385025	0.396105	0.313078	0.338894	0.326786	0.74766	0.0783767	0.0350137	0.0554265	0.125584	0.0227178	0.0191672	0.0114185	0.0221559	0.052871	0.00739268	0.00632154	0.464327	0.00488872	0.0195559	0.0357002	0.00399069	0.000440488	0.00499241	0.00576226	0.00321153	0.0245043	0.312053	0.0405997	0.0310262	0.528516	0.0633011	0.0276883	0.230775	0.795827	2.94571	0.388918	0.346538	0.0622856	0.202259	0.3711936	12.72876
2640	-14401.4	-14284.1	-117.348	0.5656628	0.589511	0.719051	0.398103	0.776584	0.95198	1.13586	1.18148	1.29318	0.906897	0.55173	0.431458	0.314627	0.577791	0.36031	0.529379	0.461078	0.377564	0.312171	0.379597	0.300691	0.313348	0.343995	0.72721	0.0307905	0.00936032	0.0707599	0.269414	0.00849028	0.0200247	0.0103744	0.0517872	0.0203185	0.00816178	0.00280325	0.464327	0.017685	0.00105258	0.0123289	0.0417633	0.00584556	0.0365039	0.00516183	0.0189986	0.0296951	0.267237	0.0421588	0.0609271	0.571526	0.0284558	0.0461124	0.292638	0.862736	2.79851	0.359901	0.362767	0.0651966	0.212134	0.3699802	15.03954
2650	-14404.7	-14284.8	-119.936	0.4186459	0.455246	0.931401	0.390771	0.670253	0.909541	0.930791	1.14852	1.19494	1.08044	0.557123	0.289661	0.414582	0.481089	0.315614	0.484325	0.57014	0.610133	0.417217	0.372706	0.322233	0.416475	0.338386	0.742291	0.0861895	0.00801732	0.0608302	0.279003	0.0137566	0.0426991	0.0148051	0.00930789	0.116518	0.0138849	0.0142627	0.468816	0.022527	0.0302288	0.0138658	0.00132728	0.000843167	0.014421	0.040355	0.00281979	0.0308393	0.31215	0.0361634	0.0498044	0.544692	0.0263509	0.0194937	0.195542	0.750694	3.03427	0.365453	0.357713	0.0621552	0.214678	0.3275535	15.29836
2660	-14395.7	-14283.3	-112.423	0.4471628	0.57307	0.645103	0.567735	0.775487	1.0168	0.87671	0.888444	1.19494	0.907772	0.596272	0.381129	0.312151	0.458224	0.423543	0.436071	0.69616	0.488684	0.310273	0.42918	0.324583	0.26402	0.324436	0.574765	0.0375703	0.0101279	0.149302	0.177124	0.0305833	0.0207933	0.00680953	0.00999256	0.0496924	0.0294372	0.0161532	0.426665	0.00141425	0.000834095	0.0449881	0.0179423	0.00483373	0.0161257	0.0233468	0.00774335	0.0251786	0.317176	0.0555243	0.0342258	0.532218	0.035677	0.0240645	0.21603	0.77766	2.98224	0.376549	0.360062	0.0631314	0.200258	0.3533305	14.54704
2670	-14397.5	-14274.2	-123.28	0.4618232	0.487998	0.765922	0.411762	0.870615	1.1553	0.892944	1.20537	1.14318	0.845234	0.612126	0.446336	0.367047	0.591866	0.447583	0.479149	0.65337	0.461877	0.408014	0.42918	0.365918	0.277366	0.341308	0.785954	0.0186617	0.0226127	0.190233	0.17329	0.00471446	0.0379422	0.0180573	0.00242654	0.018149	0.0432943	0.0161532	0.515403	0.00743045	0.00933733	0.0249654	0.0179423	0.042224	0.0113321	0.00386445	0.00932686	0.0181266	0.310536	0.0508259	0.047771	0.530956	0.0417851	0.0265494	0.226264	0.790371	2.95682	0.37592	0.363354	0.0606114	0.200114	0.3986931	15.63278
2680	-14396.6	-14282.3	-114.298	0.4251312	0.465211	0.660112	0.332729	0.702801	0.791439	0.926539	1.09722	0.996708	0.859583	0.529037	0.500484	0.392799	0.503028	0.392012	0.499105	0.480352	0.495343	0.439336	0.434693	0.346748	0.340713	0.21546	0.955278	0.000780174	0.0092455	0.0696247	0.196583	0.00221713	0.0707429	0.00946532	0.023714	0.055586	0.082004	0.0123008	0.667688	0.0232834	0.00408256	0.0841286	0.0070102	0.00817904	0.0351664	0.00155897	0.0145055	0.0218121	0.339027	0.0508377	0.0602485	0.504254	0.0238205	0.0205006	0.200267	0.757104	3.02213	0.359771	0.37272	0.0565111	0.210998	0.3200631	14.7346
2690	-14394.2	-14280.9	-113.329	0.3965652	0.59502	0.712935	0.495609	0.652023	1.02044	0.769394	1.07808	0.984161	1.01459	0.534349	0.466587	0.288024	0.468072	0.313971	0.508197	0.522105	0.443023	0.37456	0.622085	0.289647	0.287751	0.297792	0.796925	0.011751	0.0349422	0.0424208	0.22818	0.0166227	0.00864116	0.011478	0.00520909	0.0168297	0.106795	0.0229417	0.509876	0.00105384	0.0114467	0.022553	0.0141003	0.0039053	0.0129873	0.0141252	0.00643554	0.0215564	0.314734	0.0591964	0.0396761	0.533259	0.0315781	0.016222	0.179186	0.727537	3.07706	0.366649	0.365705	0.0593564	0.20829	0.3015459	14.63764
2700	-14392.4	-14283.5	-108.939	0.4649544	0.359387	0.748571	0.334491	0.785194	0.742146	0.895171	0.886836	1.05838	0.847199	0.559956	0.411541	0.331436	0.476213	0.402994	0.441622	0.559173	0.443023	0.38068	0.485568	0.305813	0.261687	0.277078	0.851438	0.0799225	0.0344422	0.0667514	0.142277	0.0166227	0.0304208	0.00131478	0.00759282	0.0309158	0.018374	0.0483094	0.696384	0.00745482	0.0195271	0.0243829	0.0107203	0.0241733	0.0411247	0.00306678	0.0492775	0.0245096	0.333595	0.0474114	0.0497387	0.50332	0.0414257	0.027091	0.228423	0.792993	2.95149	0.350225	0.3696	0.0613406	0.218835	0.3514824	14.19866
2710	-14399.4	-14287.9	-111.483	0.3635434	0.422934	0.653891	0.369291	0.766729	0.826553	0.852353	0.972576	0.949067	1.04034	0.657497	0.369742	0.317231	0.54248	0.296193	0.526418	0.511082	0.425492	0.438405	0.463093	0.374508	0.232102	0.249156	0.871257	0.07346	0.0412406	0.122653	0.300689	0.0274543	0.0396204	0.00365672	0.032053	0.0942455	0.0205283	0.0118434	0.45788	0.00459936	0.0344892	0.00506931	0.0126342	0.0177959	0.0113143	0.00670169	0.0067859	0.0213729	0.401744	0.0427859	0.0408355	0.414006	0.0792555	0.0118253	0.154047	0.688612	3.14552	0.354875	0.373809	0.0554742	0.215842	0.3196524	14.4531
2720	-14398.2	-14294.7	-103.572	0.3310575	0.325996	0.603301	0.371169	0.68136	0.791067	0.7519	0.789997	1.1333	0.987131	0.559959	0.483422	0.319565	0.510586	0.323482	0.556906	0.418653	0.455425	0.410581	0.363967	0.310395	0.279509	0.246362	0.86416	0.0471879	0.0499395	0.0352091	0.0956381	0.126476	0.0479841	0.00185748	0.0272742	0.0412925	0.0253523	0.0348488	0.514762	0.00291365	0.0010032	0.0381324	0.00800591	0.000777889	0.0109489	0.00058554	0.0136133	0.0232475	0.421333	0.0374109	0.0740346	0.393747	0.0502273	0.00814961	0.128772	0.644456	3.21862	0.344262	0.386216	0.0531861	0.216336	0.2760112	13.662
2730	-14403.9	-14295.4	-108.462	0.3063119	0.459256	0.657501	0.418305	0.618321	0.798124	0.922939	0.840948	0.962217	0.857743	0.533206	0.419587	0.319565	0.672508	0.425606	0.459371	0.509538	0.417912	0.389024	0.493928	0.374504	0.288343	0.322514	0.727089	0.0428745	0.00715248	0.093955	0.0625518	0.0387823	0.0127891	0.0114622	0.0163427	0.0548992	0.0399016	0.0523066	0.659107	0.000282384	0.0138917	0.0708926	0.0197033	0.00970097	0.0304639	0.0106772	0.0151417	0.0180338	0.456707	0.0404907	0.0647739	0.370284	0.0497106	0.00582128	0.109414	0.606252	3.27851	0.336545	0.396876	0.0539887	0.21259	0.2357365	14.15093
2740	-14393.5	-14281.5	-111.989	0.3025176	0.49711	0.675029	0.48938	0.693446	0.894154	0.682264	1.15297	1.15569	0.777995	0.557059	0.419587	0.324312	0.484841	0.390991	0.406445	0.564575	0.548488	0.517963	0.477498	0.348663	0.339916	0.291414	0.829332	0.00258838	0.00417497	0.168944	0.194314	0.00585953	0.0101088	0.0273893	0.0158077	0.02357	0.0399016	0.020465	0.373527	0.0112317	0.00136595	3.53121e-05	0.0235501	0.00496921	0.00301486	0.0404492	0.013282	0.0214848	0.436137	0.0365887	0.0759226	0.385485	0.0443811	0.00550175	0.106455	0.600007	3.28804	0.356234	0.372279	0.0557648	0.215721	0.2447049	14.50368
2750	-14390.7	-14278.5	-112.209	0.3231901	0.579752	0.729263	0.454863	0.731996	0.894154	0.967792	1.00559	0.910328	0.697346	0.652787	0.38835	0.260567	0.548811	0.339741	0.549601	0.648077	0.542652	0.417878	0.499522	0.312952	0.305823	0.261288	0.83031	0.114022	0.00124152	0.0526434	0.209171	0.00671833	0.0331924	0.0282855	0.00709299	0.0204883	0.0021958	0.0067018	0.422818	0.00275955	0.0163539	0.0181289	0.000779935	0.000151572	0.0125425	0.0182304	0.0226732	0.0195584	0.401021	0.0390408	0.0626287	0.418102	0.0596489	0.00736385	0.122614	0.632769	3.23725	0.366577	0.366193	0.0514784	0.215752	0.2459345	14.52564
2760	-14392.5	-14286.9	-105.676	0.325757	0.410729	0.731303	0.404461	0.925682	0.824412	0.799286	0.773748	1.03213	0.880613	0.527588	0.28608	0.323977	0.593454	0.347734	0.472214	0.707346	0.419559	0.350232	0.405966	0.319565	0.318057	0.303932	0.641898	0.0519125	0.00478467	0.0792102	0.123437	0.0212931	0.0342618	0.00881915	0.00653863	0.0937814	0.0221747	0.020993	0.511404	0.00317418	5.51574e-05	0.0196411	0.0224413	0.0021207	0.0141518	0.0120551	0.0201064	0.0196827	0.416455	0.0392889	0.0685866	0.392968	0.0630182	0.00761561	0.124624	0.636627	3.23113	0.357644	0.385256	0.0554059	0.201694	0.2586057	13.87232
2770	-14396.8	-14296.2	-100.658	0.3170884	0.475438	0.620053	0.330382	0.57476	0.81026	0.728884	0.809131	1.07235	0.918339	0.537953	0.392736	0.279613	0.524453	0.320371	0.427762	0.485657	0.362078	0.451419	0.383423	0.360334	0.35498	0.365314	0.668723	0.0219527	0.0169093	0.0596731	0.135353	0.000925123	0.0468787	0.00184928	0.0546142	0.0825819	0.03173	0.0204998	0.496944	0.064498	0.017803	0.0233892	0.0119505	0.00670233	0.00870359	0.00777101	0.00539545	0.0168834	0.442283	0.038075	0.0768513	0.380827	0.045081	0.00678348	0.117837	0.623415	3.25196	0.346251	0.389219	0.0569666	0.207563	0.2869775	13.37054
2780	-14397.8	-14279	-118.83	0.3019526	0.458119	0.737242	0.373656	0.780414	0.864584	1.01336	0.93355	1.21931	1.06612	0.635992	0.357917	0.244757	0.682053	0.408053	0.513652	0.56732	0.421902	0.419295	0.402155	0.360334	0.370545	0.28138	0.818174	0.0308726	0.0923077	0.0524015	0.247929	0.00262525	0.00160179	0.0131206	0.0629882	0.0731022	0.0646525	0.0468888	0.486246	0.0168773	0.0129647	0.00973359	0.00915149	0.02129	0.011667	0.000498753	0.000923086	0.0202817	0.447698	0.0374072	0.0537477	0.383458	0.0574075	0.00545503	0.106015	0.599067	3.28946	0.350349	0.37829	0.0538799	0.21748	0.2379168	15.18772
2790	-14392.8	-14282.2	-110.604	0.3508994	0.391592	0.635966	0.366689	0.780159	0.827596	0.864396	0.920738	1.27034	1.0073	0.654585	0.331355	0.326914	0.480491	0.378594	0.576567	0.50099	0.378813	0.315101	0.477634	0.324556	0.417934	0.329438	0.689604	0.195517	0.0142406	0.0160398	0.138657	0.00808739	0.00299398	0.0232583	0.00840698	0.0153845	0.00918393	0.0309253	0.574775	0.000168264	0.00178409	0.0271211	0.00136296	0.00797093	0.0196135	0.0113648	0.0109988	0.0226609	0.432839	0.0383454	0.0851041	0.393937	0.0271141	0.0103142	0.144254	0.672174	3.17326	0.352291	0.377607	0.0535585	0.216543	0.263474	14.3652
2800	-14394.8	-14290.8	-103.994	0.444141	0.379864	0.548904	0.265924	0.725876	0.84272	0.964403	0.779156	0.96485	1.01238	0.568443	0.327318	0.280084	0.477776	0.444902	0.513851	0.472451	0.505177	0.347612	0.455173	0.324556	0.261696	0.22427	0.673787	0.195517	0.0206179	0.0159881	0.16274	0.00629149	0.0540962	0.00506631	0.00840698	0.0959408	0.0292027	0.00618116	0.607759	0.0109821	0.00505137	0.0251248	0.0144704	0.000911416	0.0139709	0.0483961	0.0162706	0.0237362	0.394299	0.047077	0.0516522	0.465125	0.0181106	0.0235632	0.213895	0.774947	2.98759	0.364607	0.362027	0.0562025	0.217163	0.3319162	13.70415
2810	-14394.9	-14300.1	-94.8156	0.4466377	0.349536	0.60421	0.31722	0.708203	0.591009	0.697361	1.01449	0.856805	0.793368	0.486852	0.316243	0.293065	0.491757	0.360193	0.485777	0.464967	0.47905	0.371952	0.337998	0.280442	0.347267	0.277031	0.654826	0.0938465	0.00306176	0.0552727	0.136092	0.0133355	0.0754312	0.00526403	0.0158986	0.120151	0.0312254	0.0247252	0.468526	0.0126798	0.0147921	0.0053663	0.00260574	0.0142144	0.0558462	0.0322418	0.0261283	0.0229537	0.39027	0.0494289	0.0724982	0.444749	0.0201005	0.0239771	0.21566	0.777191	2.98317	0.365611	0.35501	0.0590918	0.220288	0.3258828	12.78632
2820	-14399.7	-14308	-91.627	0.4391164	0.427786	0.412246	0.304564	0.685386	0.666077	0.73725	0.927059	1.06876	0.789909	0.511429	0.25865	0.286228	0.527877	0.31471	0.480982	0.423806	0.411037	0.251992	0.422239	0.242131	0.213286	0.250599	0.594795	0.0667673	0.0219748	0.04172	0.152549	0.000524889	0.044119	0.00970399	0.00318154	0.0761757	0.0381288	0.0274682	0.575731	0.0107822	0.0147921	0.0424469	0.00470194	0.0142144	0.0600362	0.0322418	0.0214038	0.027382	0.393728	0.0394246	0.0881093	0.428367	0.0229887	0.0227382	0.210326	0.770363	2.99657	0.363709	0.367825	0.0567358	0.21173	0.3547682	12.46746
2830	-14383.8	-14291	-92.8584	0.4404162	0.484756	0.56477	0.3921	0.687621	0.77451	0.734631	0.944824	1.02036	0.630041	0.531805	0.322428	0.247361	0.388535	0.401582	0.408066	0.430041	0.415913	0.404213	0.422239	0.274722	0.281489	0.30873	0.576013	0.0650372	0.0463928	0.0545623	0.177451	0.00127355	0.0282253	0.00144459	0.0131502	0.032194	0.0622656	0.0175045	0.371501	0.0148254	0.00883224	0.00204682	0.0177223	0.00901108	0.013981	0.00102028	0.00540802	0.0276313	0.387362	0.0444053	0.0760982	0.439966	0.0245375	0.0229505	0.211252	0.771558	2.99424	0.359924	0.365247	0.0555346	0.219295	0.3310619	12.5906
2840	-14388.8	-14298.9	-89.8879	0.4806297	0.420181	0.558605	0.295075	0.624429	0.75898	0.745507	0.83123	0.834118	0.670171	0.517004	0.319618	0.265306	0.466536	0.316488	0.348026	0.424694	0.375834	0.442724	0.555376	0.363151	0.257105	0.270289	0.660093	0.0590419	0.018249	0.0783051	0.150401	0.00490839	0.0424779	0.00829188	0.0273947	0.0201136	0.052418	0.0201817	0.406081	0.00245287	0.00234828	0.00688929	0.0310139	0.0168782	0.00783757	0.00195693	0.015776	0.0284573	0.40734	0.0427388	0.0600809	0.439987	0.0213957	0.0298562	0.239082	0.805646	2.92542	0.343685	0.385796	0.0550119	0.215508	0.3589054	12.29356
2850	-14386.8	-14301.6	-85.1647	0.4007718	0.413607	0.537459	0.406191	0.669892	0.634097	0.595174	0.628192	0.88219	0.745992	0.616563	0.356493	0.325035	0.380355	0.288377	0.405231	0.490527	0.430339	0.367275	0.312242	0.298484	0.335228	0.349236	0.577062	0.0280064	0.0364758	0.0873659	0.121289	0.0097164	0.0184731	0.00308494	0.00599195	0.0494934	0.00430545	0.0165667	0.342283	0.0172535	0.00278603	0.0124155	0.00404049	0.000777134	0.00454718	0.00357767	0.0075431	0.0354895	0.42171	0.0401161	0.0489624	0.403946	0.0497762	0.0168259	0.182332	0.732114	3.06873	0.34188	0.378042	0.0569082	0.22317	0.3167136	11.82123
2860	-14376.8	-14287.7	-89.1119	0.5039882	0.381075	0.617209	0.308764	0.672909	0.74728	0.696097	0.893733	0.858054	0.745992	0.544585	0.345781	0.300616	0.475807	0.299677	0.389322	0.491747	0.410908	0.414999	0.320839	0.290267	0.258862	0.27941	0.685166	0.0144705	0.0221232	0.0614293	0.121289	0.00288415	0.0047695	0.0055932	0.0175414	0.0272957	0.0245357	0.0481353	0.345919	5.59106e-05	0.0158423	0.0296132	0.0112335	0.00488574	0.00785042	0.00366464	0.0177266	0.0282027	0.378848	0.043921	0.0669673	0.444265	0.0377955	0.0341293	0.254512	0.823149	2.88821	0.351805	0.375985	0.0578165	0.214394	0.3597565	12.21596
2870	-14385.9	-14293.2	-92.6124	0.5555008	0.429624	0.646948	0.407609	0.722413	0.629015	0.730627	0.769793	0.894915	0.983808	0.52379	0.337486	0.258126	0.469036	0.316199	0.390325	0.375	0.467243	0.291491	0.34278	0.310952	0.268509	0.269879	0.637872	0.0409686	0.00369625	0.0783433	0.165246	0.0206968	0.0314174	0.00791734	0.00830215	0.101438	0.00167058	0.00959754	0.47133	0.00119672	0.0218293	0.039265	0.0112335	0.0115192	0.056558	0.000770623	0.00957032	0.0285278	0.383215	0.0393015	0.0711858	0.447584	0.0301858	0.0440801	0.286613	0.8568	2.81251	0.355829	0.374463	0.0558232	0.213885	0.3777904	12.56601
2880	-14387.8	-14285.4	-102.365	0.4322248	0.396667	0.648198	0.404329	0.564785	0.75827	0.800643	0.984332	1.00485	1.01804	0.641566	0.311013	0.365368	0.492767	0.340441	0.397303	0.468202	0.39574	0.358394	0.420477	0.319042	0.303646	0.303248	0.774823	0.0758817	0.0658107	0.0383516	0.164197	0.00689614	0.0229555	0.000786298	0.00861196	0.0292803	0.0194953	0.0290135	0.491613	0.0225805	0.00351439	0.00386356	0.0138513	0.00372912	0.00933907	0.0452348	0.0141024	0.0278896	0.33489	0.0500305	0.065922	0.493242	0.0280258	0.0216245	0.205392	0.763923	3.00906	0.360631	0.359032	0.06187	0.218466	0.3234321	13.54125
2890	-14390.8	-14281	-109.843	0.4332591	0.500332	0.665692	0.308127	0.781164	0.796703	0.845684	0.965451	0.98935	0.942217	0.546655	0.303983	0.317379	0.608896	0.363748	0.568962	0.587856	0.459851	0.384574	0.468398	0.361846	0.303646	0.322149	0.856903	0.0541466	0.0156984	0.0672172	0.0885357	0.0254307	0.0501743	0.00303386	0.0192901	0.000836092	0.0465076	0.0125371	0.515435	0.0139845	0.00302313	0.0105007	0.0245115	0.00467366	0.00220657	0.0514204	0.0303315	0.0256686	0.343351	0.0512018	0.0502305	0.506063	0.0234857	0.0217903	0.206135	0.764901	3.00717	0.365412	0.372509	0.0570543	0.205024	0.3393568	14.28906
2900	-14396.6	-14287.8	-108.799	0.4922943	0.500332	0.6699	0.360892	0.71401	0.930888	0.821804	0.863888	1.06244	0.942217	0.744247	0.261548	0.300113	0.492297	0.329115	0.550477	0.616554	0.462841	0.389558	0.418927	0.215718	0.315104	0.26503	0.708345	0.103236	0.0192112	0.0611501	0.145613	0.0689416	0.00909522	0.0098323	0.0209186	0.000746362	0.0936147	0.0140432	0.557253	0.00197356	0.0209335	0.0260039	0.0170943	0.0109315	0.0110061	0.00664311	0.0501344	0.0256243	0.332251	0.0515152	0.0419021	0.520765	0.0279424	0.0319686	0.246856	0.81458	2.9066	0.362509	0.36847	0.0584835	0.210538	0.3725042	14.18462
