Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-24104.5	-24111.5	6.99186	0.0328804	0.0732737	0.0131815	0.173622	0.0284547	0.0967045	0.266241	0.0337338	0.0433417	0.00369919	0.174776	0.0748545	0.0209134	0.373068	0.169222	0.0328614	0.0201802	0.0606294	0.0652636	0.0496459	0.0625624	0.0397438	0.314913	0.0297404	0.0769364	0.31616	0.251843	0.0437789	0.00833336	0.0915985	0.0359775	0.439981	0.109996	0.0695422	0.020606	0.163893	0.143522	0.0774201	0.0111575	0.0272961	0.193596	0.0444787	0.0680236	0.054874	0.320205	0.222536	0.1783	0.142672	0.081413	0.479168	0.174005	0.321154	0.0256733	4.447647
10	-15508.5	-15523	14.5298	0.129284	0.102363	0.0393469	0.124124	0.0850788	0.104944	0.217368	0.0816122	0.086132	0.00773139	0.0987937	0.0916438	0.109865	0.228779	0.115732	0.0578193	0.111978	0.118863	0.145648	0.0862282	0.103394	0.0419976	0.23849	0.02098	0.107413	0.10724	0.0770931	0.029672	0.00939329	0.10154	0.0196179	0.192327	0.0665185	0.120187	0.0334844	0.040308	0.0332079	0.0392068	0.0206027	0.0494949	0.0334671	0.0325891	0.0322904	0.257209	0.245982	0.101086	0.0291801	0.35428	0.0122625	0.319812	0.264739	0.141538	0.273912	3.69385
20	-14707.5	-14727.4	19.9474	0.155382	0.11111	0.113786	0.0789831	0.0979819	0.0730322	0.113356	0.0600008	0.0867493	0.0311413	0.0776066	0.0885699	0.0743658	0.169003	0.0922779	0.12699	0.13276	0.111307	0.11936	0.0765775	0.0804025	0.0679108	0.177071	0.0459381	0.0513621	0.0553661	0.0292	0.0543486	0.011439	0.0615944	0.0170919	0.0956076	0.0398498	0.0552994	0.0657496	0.0567252	0.0204841	0.0172817	0.0460739	0.0321273	0.0232301	0.0196424	0.0379532	0.23989	0.257639	0.0666302	0.0284194	0.389595	0.017826	0.256501	0.242631	0.170639	0.330229	3.152089
30	-14539.5	-14560.6	21.1331	0.127516	0.0773973	0.099392	0.0816322	0.119048	0.0618169	0.150895	0.0747396	0.0885707	0.14859	0.068958	0.0972768	0.0962628	0.111448	0.0930933	0.125221	0.117074	0.118754	0.113078	0.0613636	0.0932842	0.0857027	0.160565	0.0423335	0.0183356	0.0382194	0.0229863	0.0586069	0.0116765	0.0226133	0.0314806	0.0318135	0.0606621	0.0332331	0.0918239	0.0454875	0.0114062	0.0166977	0.0374395	0.0205669	0.0191902	0.0305069	0.0167608	0.195869	0.237897	0.0576461	0.0232043	0.473015	0.0123688	0.262619	0.224567	0.174709	0.338106	3.033518
40	-14518.7	-14539.1	20.3263	0.121098	0.0958354	0.119258	0.104851	0.12494	0.0754253	0.139238	0.0652057	0.068842	0.16065	0.073805	0.0798314	0.124337	0.094486	0.115754	0.125221	0.117074	0.111162	0.124327	0.0831445	0.0789604	0.0828722	0.160565	0.0403191	0.00690117	0.0433954	0.0233358	0.0384696	0.0222788	0.0236747	0.0426133	0.0446198	0.0193524	0.0365762	0.0952966	0.063533	0.0135106	0.021314	0.0487361	0.0181973	0.0289962	0.0178368	0.0183623	0.232932	0.225358	0.0600418	0.0218691	0.448082	0.0117169	0.259213	0.224865	0.179535	0.336387	3.114202
50	-14504.8	-14526.2	21.3771	0.119369	0.102572	0.0863097	0.0935534	0.0955703	0.0621808	0.122993	0.0733642	0.095737	0.181774	0.0839827	0.0732615	0.0784432	0.101439	0.103297	0.12701	0.13002	0.0960058	0.118655	0.0906536	0.0829191	0.0809779	0.16112	0.0403191	0.0199607	0.0372005	0.0220161	0.0389769	0.0403911	0.0276092	0.0414194	0.0318155	0.0195475	0.0449782	0.0869713	0.0399017	0.0132251	0.0150202	0.0497207	0.0108382	0.032527	0.0185292	0.0169513	0.209288	0.232411	0.0619209	0.0363594	0.447938	0.0120836	0.26103	0.226441	0.173783	0.338745	3.009127
60	-14509	-14529.9	20.9536	0.120957	0.122711	0.0866159	0.109939	0.0867126	0.0739458	0.130507	0.0718523	0.0813834	0.178884	0.0675944	0.08621	0.0854999	0.0846327	0.0979634	0.122161	0.11321	0.107632	0.124961	0.0918756	0.0876238	0.083094	0.173504	0.0404945	0.0117447	0.043427	0.0249272	0.0451899	0.0458858	0.0287553	0.0230609	0.0506355	0.0227418	0.0465694	0.0812388	0.0459891	0.0118962	0.0202892	0.0365537	0.0275968	0.0177462	0.031347	0.00592003	0.210524	0.233784	0.0621827	0.0285334	0.450584	0.0143923	0.26103	0.226441	0.173783	0.338745	3.051478
70	-14509.1	-14529.9	20.7857	0.123268	0.0821758	0.090337	0.10012	0.106116	0.0793941	0.122469	0.0695147	0.0762257	0.194345	0.0643378	0.0911001	0.09113	0.0998191	0.122543	0.101435	0.11321	0.108625	0.124961	0.0705755	0.0955131	0.07702	0.153645	0.0336342	0.0202943	0.0383667	0.0333041	0.0506759	0.0333805	0.0268932	0.0398338	0.0476816	0.0202069	0.0307468	0.0870698	0.0459891	0.016162	0.0312242	0.0530227	0.01661	0.031789	0.0424601	0.0110364	0.213253	0.245466	0.0617325	0.0357925	0.436553	0.00720309	0.263577	0.228651	0.165722	0.34205	3.068262
80	-14498.4	-14518.9	20.5141	0.133576	0.110019	0.103281	0.100036	0.107877	0.0733492	0.122469	0.0751923	0.0878504	0.170375	0.0822243	0.0813705	0.09113	0.107428	0.122543	0.136186	0.15173	0.095603	0.117583	0.0699479	0.0790736	0.089567	0.161705	0.0426733	0.0203615	0.0319594	0.0262849	0.0554879	0.035746	0.0167265	0.0294495	0.0282136	0.0225326	0.0280059	0.079998	0.049566	0.0150697	0.0173634	0.0385233	0.0142383	0.0244315	0.031319	0.0173552	0.201722	0.247278	0.0583943	0.0338571	0.444762	0.0139868	0.262745	0.227929	0.168355	0.340971	3.095422
90	-14508.1	-14529	20.8431	0.132241	0.0945161	0.11734	0.117724	0.100168	0.0741586	0.124575	0.0682558	0.082718	0.156245	0.0864073	0.0822598	0.11634	0.112685	0.107081	0.124444	0.109957	0.111468	0.11856	0.0806439	0.0663932	0.0661307	0.153625	0.0424954	0.0167943	0.0374295	0.0306697	0.0497633	0.0514872	0.0223131	0.0267544	0.0252252	0.0137873	0.0350576	0.0903754	0.0444545	0.0154714	0.011852	0.0386919	0.0330412	0.0121545	0.0284424	0.0323229	0.201654	0.259972	0.0671175	0.0262651	0.435387	0.00960351	0.266112	0.230849	0.170512	0.332528	3.062519
