Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
0	-20576.9	-20587.8	10.9403	0.0702498	0.00613259	0.066358	0.043766	0.107888	0.000360881	0.127819	0.0775826	0.00543825	0.0616914	0.25716	0.0257438	0.0156272	0.0233756	0.0897149	0.0237328	0.112815	0.0811016	0.0568352	0.0173249	0.087988	0.239948	0.0193055	0.176889	0.0468763	0.0999982	0.177043	0.128353	0.10845	0.139438	0.0762692	0.0761712	0.0117799	0.0363114	0.0326713	0.0424928	0.110599	0.0481263	0.136101	0.0607016	0.0383887	0.169179	0.0610845	3.394882
10	-16966.7	-16980.5	13.7126	0.0943799	0.00985098	0.0946225	0.126327	0.143344	0.000351234	0.140031	0.0983255	0.0120545	0.124288	0.191882	0.0537005	0.0885172	0.0432817	0.131643	0.0796561	0.10452	0.11015	0.0823834	0.0803803	0.0688355	0.0796507	0.0466264	0.148058	0.0408051	0.0465151	0.0358953	0.0366591	0.0319186	0.0187368	0.0323077	0.0625026	0.033622	0.0241029	0.0314819	0.0464471	0.134511	0.0992219	0.0422277	0.083237	0.0646009	0.0502363	0.0497613	3.11765
20	-16125.1	-16137.4	12.2956	0.115817	0.0470224	0.0915018	0.120378	0.168816	0.00228878	0.103465	0.111597	0.0383306	0.167055	0.161698	0.116924	0.117435	0.10612	0.114465	0.130234	0.132946	0.109931	0.116357	0.0730242	0.09104	0.0797308	0.131181	0.046201	0.0345602	0.0304403	0.0391761	0.0362304	0.0195041	0.0104905	0.0263476	0.0406094	0.0410371	0.0280149	0.0603339	0.0265051	0.0823243	0.0930424	0.0306152	0.0328547	0.0580645	0.0376561	0.0379808	3.259346
30	-15900.5	-15912.6	12.0886	0.138003	0.0814985	0.0994537	0.102289	0.180362	0.00310132	0.11858	0.0675107	0.0979462	0.147782	0.0813779	0.10601	0.126034	0.104869	0.113047	0.133626	0.137977	0.097195	0.122342	0.0798144	0.0782544	0.0894004	0.175178	0.0228514	0.0299627	0.0293833	0.0320426	0.0177379	0.028849	0.0306248	0.0437901	0.0507597	0.0644868	0.0234904	0.0379508	0.0247781	0.0749476	0.0947748	0.0426845	0.0359289	0.0377005	0.0497092	0.0259457	3.28005
40	-15857.9	-15871.2	13.268	0.118225	0.0982051	0.108705	0.0974266	0.162988	0.0106452	0.111567	0.086477	0.103051	0.157283	0.0847483	0.0684965	0.0915611	0.0978304	0.114641	0.108797	0.139739	0.0976453	0.119319	0.0733642	0.0918111	0.0975541	0.155803	0.0211871	0.0423574	0.0295952	0.0389058	0.0338264	0.036504	0.0220723	0.0437901	0.0521281	0.0445515	0.0260736	0.054663	0.0155318	0.0422035	0.0664044	0.02757	0.0416107	0.0607837	0.0396211	0.0268402	3.162104
50	-15816.1	-15827.8	11.723	0.139421	0.10932	0.0912186	0.0884777	0.156383	0.0601301	0.129541	0.0684653	0.112616	0.174606	0.0901608	0.0840198	0.0972756	0.108839	0.123462	0.121234	0.135749	0.110545	0.119319	0.0832604	0.0817291	0.0989816	0.151179	0.028853	0.0402244	0.0280446	0.0464701	0.0200225	0.0188131	0.014064	0.0273994	0.042643	0.0406336	0.0256651	0.0660778	0.0273453	0.0485481	0.0869707	0.0435711	0.0296193	0.0542806	0.0535059	0.0379203	3.316605
60	-15809.8	-15822.3	12.493	0.143393	0.0947009	0.0982227	0.106035	0.130435	0.0880327	0.108921	0.0694159	0.103447	0.149501	0.102715	0.0755925	0.102591	0.0880618	0.134059	0.114077	0.132805	0.112101	0.107286	0.0699095	0.0750787	0.0811866	0.195378	0.0234689	0.0266371	0.0280446	0.0365103	0.026171	0.0296375	0.0143384	0.0403779	0.0702453	0.0325133	0.017789	0.0714627	0.0183071	0.0319292	0.0938335	0.0413762	0.0252366	0.0640072	0.0318956	0.03288	3.239605
70	-15811.3	-15823.8	12.4856	0.128423	0.0819923	0.11248	0.0792945	0.119248	0.0870804	0.0915896	0.0825886	0.0834282	0.193615	0.0769797	0.107788	0.104358	0.0947296	0.0891735	0.128773	0.129743	0.1347	0.120513	0.074438	0.0904656	0.0919335	0.171401	0.0310112	0.0427124	0.0340527	0.0314923	0.0319761	0.0357389	0.017482	0.0258265	0.0558531	0.0476248	0.0180439	0.0643169	0.0288039	0.0128798	0.0793597	0.0392628	0.042088	0.0626583	0.0431927	0.0212324	3.240344
80	-15808.7	-15822	13.3489	0.123057	0.0988432	0.105379	0.0721827	0.122402	0.071492	0.112131	0.0692407	0.0928963	0.169966	0.0778969	0.089219	0.0953074	0.0875972	0.111808	0.0954779	0.130602	0.103296	0.111528	0.0632386	0.0907039	0.0956983	0.198349	0.0305121	0.0304177	0.0299347	0.0240571	0.0290494	0.0420962	0.0165317	0.0340389	0.0521611	0.0490503	0.0139125	0.0766214	0.022265	0.0130682	0.0941497	0.0506936	0.029998	0.0523929	0.0312566	0.0434948	3.154013
90	-15808.8	-15821.8	12.9751	0.120975	0.112507	0.0961623	0.0933976	0.12345	0.0667565	0.138528	0.0792888	0.102909	0.173061	0.0919549	0.0756801	0.107883	0.0928686	0.101717	0.121617	0.137775	0.108188	0.0988302	0.0632386	0.108728	0.0736115	0.17363	0.0237863	0.0484055	0.0193055	0.0323848	0.0252994	0.0417326	0.0252621	0.0338461	0.0644818	0.0582392	0.00770094	0.0508891	0.007732	0.0361672	0.073149	0.0364333	0.0285392	0.0353761	0.0489506	0.0309614	3.1914
100	-15820.3	-15834.4	14.1423	0.12483	0.0743852	0.0961623	0.0960113	0.101431	0.0576092	0.112167	0.0657659	0.113055	0.123852	0.0808986	0.0820693	0.109033	0.0969083	0.104722	0.0873553	0.150482	0.103485	0.105446	0.0821666	0.0892969	0.0877875	0.204948	0.0222237	0.0339538	0.0414283	0.0198516	0.0385387	0.0401389	0.0262084	0.0284368	0.0666236	0.0403424	0.0340136	0.0586277	0.0203728	0.0385645	0.0622409	0.0322311	0.025434	0.041265	0.0305656	0.0237529	3.074681
110	-15815.2	-15828.2	12.9661	0.155704	0.0874929	0.101888	0.0892644	0.115165	0.0847235	0.119937	0.0929387	0.0831758	0.167896	0.0729456	0.0870717	0.109782	0.0882187	0.103276	0.09395	0.0945218	0.133427	0.132997	0.0964167	0.0878537	0.0978778	0.15434	0.0165646	0.0295067	0.0334662	0.0158649	0.0410029	0.03946	0.0221825	0.0330794	0.0529208	0.0526232	0.0281394	0.0630081	0.0376828	0.0196519	0.0989144	0.0382629	0.0165618	0.0412763	0.0357015	0.0255671	3.192301
120	-15806.4	-15818.1	11.7391	0.153855	0.0852415	0.109271	0.0870321	0.115165	0.0715134	0.12667	0.0941714	0.0961019	0.181591	0.084241	0.0940379	0.103705	0.121248	0.124346	0.0949801	0.117769	0.103142	0.126405	0.0726355	0.105252	0.0955211	0.17612	0.0375501	0.0581606	0.0307056	0.0336362	0.0241609	0.0271703	0.0108344	0.0284812	0.0537554	0.0553833	0.0155125	0.0697657	0.0348574	0.0271564	0.080546	0.037774	0.0288632	0.0578206	0.0366269	0.0262199	3.314995
130	-15808.7	-15820.7	11.9882	0.152191	0.114439	0.116274	0.095502	0.103459	0.0742126	0.111419	0.0689573	0.0968862	0.147037	0.0712929	0.0920483	0.0977631	0.0959187	0.108144	0.0949801	0.151214	0.128941	0.145507	0.0703675	0.0711381	0.106224	0.165439	0.0235873	0.0587436	0.0248633	0.0237331	0.0244747	0.0322001	0.0241587	0.0345543	0.0479616	0.0490638	0.0226654	0.0702433	0.0288284	0.0357795	0.0900108	0.0476933	0.0322318	0.0616022	0.0377475	0.0405922	3.290088
140	-15811.3	-15823.8	12.5076	0.152191	0.0919941	0.124032	0.0726306	0.113507	0.0869118	0.111419	0.0689573	0.102625	0.207489	0.0714455	0.109565	0.0863565	0.102911	0.118964	0.102997	0.119359	0.110977	0.114196	0.0732573	0.0825747	0.0929324	0.189414	0.0236748	0.0371559	0.0279927	0.0272097	0.0248713	0.0273762	0.0116697	0.0355939	0.0533445	0.0349815	0.0192034	0.0664966	0.0281472	0.0324626	0.073545	0.0391925	0.0424837	0.0545643	0.0390694	0.0324057	3.238146
150	-15814.7	-15827.3	12.65	0.116298	0.102674	0.104503	0.111073	0.12186	0.0958983	0.106991	0.0787631	0.0844268	0.170451	0.0670978	0.0872529	0.114323	0.0848658	0.113152	0.106485	0.167638	0.100366	0.125985	0.0668162	0.0790773	0.0929324	0.159854	0.0325495	0.0311411	0.0466136	0.0246678	0.0250003	0.0314823	0.0244158	0.0478706	0.068852	0.0340097	0.0393541	0.0561986	0.0149641	0.0297359	0.0716621	0.0424808	0.0314929	0.0394921	0.0352725	0.0378751	3.223913
160	-15819	-15831.5	12.5025	0.115333	0.099933	0.0965589	0.105763	0.0904967	0.105272	0.139318	0.0780328	0.0876259	0.174	0.0866678	0.0961951	0.1089	0.0861155	0.0971601	0.130272	0.11862	0.118131	0.118522	0.106025	0.111212	0.0971092	0.179647	0.0226825	0.0384792	0.030888	0.0403198	0.0133558	0.0324652	0.0282131	0.0306515	0.062377	0.0365865	0.022586	0.0539278	0.0101168	0.0381057	0.063111	0.0303093	0.0292387	0.0428009	0.047681	0.0178578	3.238663
170	-15812.2	-15824.1	11.8527	0.143869	0.0956867	0.101876	0.0944472	0.121108	0.0958057	0.130431	0.0694001	0.120875	0.179547	0.0962434	0.0785615	0.101824	0.0837562	0.12587	0.118889	0.11862	0.103791	0.109004	0.0891538	0.087634	0.0875561	0.180064	0.0091606	0.0406944	0.0430335	0.0305831	0.02408	0.0391309	0.00993168	0.0384256	0.0688652	0.0413456	0.00981412	0.0779901	0.0211808	0.0334593	0.100072	0.0260149	0.0208237	0.0517592	0.0414534	0.0418049	3.303636
180	-15808.5	-15821	12.4754	0.148307	0.0973577	0.0779001	0.0874181	0.102178	0.0756422	0.118504	0.0769615	0.0998903	0.179547	0.0749987	0.083625	0.101166	0.098918	0.132942	0.118889	0.14851	0.115387	0.126175	0.0713281	0.105647	0.0905743	0.187755	0.0355539	0.0404916	0.0434748	0.0328448	0.02695	0.0248768	0.0169197	0.0208123	0.0515851	0.0429309	0.0122697	0.0595766	0.0101921	0.0259841	0.0944009	0.0481181	0.0154475	0.0589022	0.034275	0.0261357	3.241364
190	-15805.9	-15817.6	11.7321	0.151975	0.0950392	0.0900181	0.103757	0.124077	0.0872403	0.149709	0.0664124	0.10877	0.194864	0.083141	0.0859854	0.101166	0.0896996	0.135242	0.118974	0.148347	0.122309	0.136527	0.0752846	0.0809608	0.0889743	0.15108	0.0196362	0.0449536	0.0300237	0.0376561	0.0205539	0.0313091	0.0190145	0.0304184	0.0707768	0.0468391	0.0120808	0.0571605	0.0198342	0.0393167	0.0850937	0.0361141	0.0250064	0.0339236	0.0395505	0.0268835	3.315696
200	-15809.5	-15822.5	12.9496	0.139347	0.0959895	0.1075	0.0745574	0.0916295	0.059848	0.122196	0.071969	0.10877	0.164501	0.0806643	0.0965685	0.0982207	0.0884532	0.106497	0.0971264	0.151657	0.104192	0.124498	0.065566	0.0715652	0.0940454	0.177215	0.0213789	0.0415089	0.0330915	0.0273481	0.0393471	0.0296556	0.0284617	0.0247327	0.0573121	0.0557865	0.0194177	0.0748997	0.0252353	0.0314943	0.0778738	0.0550891	0.0288744	0.0513139	0.0438658	0.034686	3.193949
210	-15810.5	-15822.7	12.1885	0.135909	0.113463	0.085489	0.0917085	0.0983666	0.08675	0.107842	0.0759886	0.0865723	0.150102	0.0780449	0.0928335	0.10764	0.0854574	0.116934	0.112394	0.133298	0.0989804	0.143488	0.06893	0.110958	0.102133	0.195563	0.0242119	0.047875	0.0447986	0.0438827	0.0255658	0.021811	0.0204552	0.0300775	0.0585006	0.0618102	0.0241074	0.0680945	0.0207189	0.0321646	0.0748403	0.038492	0.0420608	0.0498476	0.0313997	0.0304959	3.270055
220	-15803.4	-15816.2	12.8869	0.124617	0.100956	0.10406	0.0900506	0.113172	0.0795639	0.12197	0.0856789	0.0977215	0.158771	0.07241	0.0774162	0.095977	0.0934615	0.11193	0.107889	0.133351	0.10985	0.101721	0.0900192	0.100604	0.0930713	0.146432	0.0355705	0.0482918	0.0283533	0.0345406	0.0258006	0.0325192	0.0319827	0.0273355	0.0600906	0.0442296	0.0274556	0.0376272	0.0478984	0.0247567	0.0843752	0.0344943	0.0347944	0.0655815	0.0288554	0.0349717	3.200219
