Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
614	0	-15372.1	-15388.7	16.5989	0.121149	0.0917333	0.0797691	0.0975709	0.101525	0.072962	0.107325	0.0780087	0.0955292	0.152447	0.0683723	0.0731491	0.0845884	0.0897993	0.101145	0.133572	0.127865	0.135479	0.116655	0.0665022	0.0843402	0.0738498	0.151166	0.0434624	0.0379314	0.0209595	0.0243497	0.0363144	0.0322707	0.0205079	0.0289021	0.0318776	0.0483882	0.0289788	0.0655523	0.0223687	0.0164906	0.030574	0.0340795	0.058255	0.0646821	0.0295274	0.0282139	0.221255	0.303014	0.100471	0.375261	3.00819
615	1	-15374.6	-15389.9	15.3404	0.123681	0.0842829	0.0889357	0.0922259	0.0898362	0.0831662	0.132991	0.0594593	0.0998881	0.171933	0.0955172	0.0882329	0.110978	0.0947182	0.111032	0.12772	0.131958	0.129442	0.121649	0.082507	0.0769561	0.080874	0.154243	0.0737338	0.0421915	0.03998	0.048857	0.0255819	0.0314654	0.0401747	0.0261835	0.0267571	0.0364141	0.0167955	0.0565099	0.0361954	0.0291015	0.0228341	0.0319445	0.0206693	0.0417397	0.0169048	0.0377855	0.215638	0.283776	0.105528	0.395057	3.134046
616	0	-15381.7	-15397	15.3757	0.127687	0.0892567	0.0833098	0.103828	0.116034	0.0660456	0.124013	0.0966691	0.0745836	0.197766	0.068604	0.0922753	0.107382	0.0851258	0.121912	0.145246	0.127865	0.10848	0.118942	0.0588304	0.076582	0.0628944	0.167445	0.0492457	0.020982	0.0205871	0.0472029	0.0462529	0.0251794	0.0258974	0.044375	0.0301191	0.0473592	0.0324588	0.0802012	0.0140713	0.0198198	0.0285327	0.0147214	0.0466684	0.0576383	0.018373	0.0400457	0.217158	0.306297	0.105232	0.371313	3.130509
617	1	-15375	-15390.1	15.1182	0.117758	0.083964	0.104498	0.104331	0.0909512	0.109019	0.107715	0.0798118	0.0973553	0.158158	0.0765362	0.0667954	0.104617	0.10032	0.0944905	0.13493	0.109622	0.111389	0.122926	0.0739685	0.089915	0.0847054	0.165508	0.0851102	0.0541447	0.0252008	0.061464	0.0414085	0.0403742	0.0342621	0.0206152	0.0363023	0.0487639	0.00987137	0.0570369	0.0420624	0.0299935	0.0444618	0.0304219	0.0377003	0.0355579	0.0135302	0.0186978	0.214115	0.303863	0.0976727	0.384349	3.156264
618	0	-15364.6	-15379.3	14.6989	0.131922	0.0975212	0.0972967	0.108416	0.113908	0.0876381	0.141569	0.0798323	0.0889891	0.168066	0.0837283	0.0835084	0.0891684	0.102221	0.0984824	0.135659	0.122944	0.112731	0.118942	0.0725776	0.0846238	0.0711744	0.167445	0.0453724	0.0230503	0.0326998	0.0395735	0.0321315	0.0339474	0.0121911	0.037322	0.0267274	0.0478662	0.0323311	0.0763945	0.0219564	0.0418522	0.0304659	0.0316326	0.068837	0.0502689	0.0298829	0.0253214	0.220371	0.293838	0.107931	0.37786	3.19819
619	1	-15372.9	-15387.6	14.7201	0.110712	0.0851514	0.106887	0.102463	0.106868	0.079248	0.13354	0.0882727	0.0929891	0.162911	0.0857315	0.097645	0.0963037	0.0972764	0.12878	0.132541	0.107466	0.111644	0.109142	0.0793153	0.08495	0.0847054	0.185563	0.0834768	0.0329793	0.0351623	0.0469876	0.0449693	0.025662	0.0388885	0.0301602	0.0145432	0.0554621	0.0168117	0.0543515	0.0369173	0.0293456	0.025503	0.0303638	0.0309123	0.0494607	0.0176286	0.0263785	0.217223	0.300403	0.0965011	0.385873	3.196072
620	0	-15372.6	-15388.2	15.6058	0.121245	0.100881	0.0999329	0.0780858	0.106681	0.0906916	0.122953	0.0933645	0.0953333	0.15776	0.080893	0.0629458	0.102304	0.100831	0.100374	0.134252	0.13975	0.115909	0.108075	0.085896	0.0598212	0.0841534	0.161124	0.0498564	0.0280868	0.0340971	0.0337703	0.0409867	0.0357493	0.00947283	0.0300253	0.0285905	0.0388818	0.0296503	0.0848747	0.0268093	0.0307615	0.0291041	0.0381222	0.0370677	0.0487877	0.0169194	0.0326356	0.215822	0.283312	0.104096	0.396771	3.107507
621	1	-15376.6	-15392.6	15.998	0.1368	0.100845	0.104128	0.0991422	0.0999576	0.0822278	0.144456	0.0882727	0.0895732	0.162911	0.0699394	0.0767355	0.0977287	0.0873831	0.089341	0.110711	0.127569	0.133337	0.102425	0.0670773	0.0885888	0.0876025	0.139844	0.0861677	0.0361545	0.0173601	0.0332076	0.0447666	0.0410916	0.0197467	0.0411558	0.021551	0.0352364	0.0339387	0.0442225	0.0405863	0.0323982	0.0200405	0.0216235	0.0310814	0.036405	0.0185769	0.0263785	0.221922	0.301318	0.0973869	0.379374	3.068285
622	0	-15376.1	-15393	16.9301	0.112101	0.104211	0.0836771	0.0869843	0.11701	0.0968026	0.0943395	0.0775707	0.0720581	0.181097	0.0673999	0.0681163	0.0887962	0.0797816	0.0997258	0.12064	0.123266	0.0994336	0.118182	0.0628635	0.0628295	0.0767165	0.168934	0.0413967	0.0201337	0.0333408	0.0352993	0.0411673	0.0266889	0.00941489	0.049463	0.0333656	0.045361	0.0231693	0.0676886	0.0153261	0.0271246	0.039498	0.041741	0.0469481	0.0501123	0.0348394	0.0304612	0.215614	0.293746	0.100777	0.389863	2.975077
623	1	-15374.5	-15390.1	15.5371	0.128804	0.0801481	0.105711	0.0813738	0.106179	0.0771524	0.153686	0.0762976	0.10743	0.166401	0.0794257	0.0673335	0.0921789	0.0873831	0.126243	0.126329	0.148075	0.111207	0.110175	0.0822972	0.098861	0.0777661	0.148085	0.0808079	0.0556414	0.0319405	0.0404808	0.0338208	0.0387471	0.0333896	0.0228822	0.0402534	0.0344564	0.0103517	0.0435831	0.0316376	0.0457083	0.0267742	0.0297483	0.0260567	0.0198854	0.0132014	0.0164638	0.213132	0.292199	0.102795	0.391874	3.114374
624	0	-15375.4	-15390.1	14.7402	0.113671	0.108547	0.11713	0.0898822	0.10535	0.0714744	0.147888	0.0966803	0.0990603	0.174268	0.0776192	0.0846949	0.0892445	0.0880523	0.110945	0.124419	0.134486	0.115847	0.139766	0.0898814	0.0811108	0.0811643	0.137259	0.0536253	0.0279477	0.0250461	0.0234644	0.0534381	0.0423748	0.0209746	0.0337314	0.0244158	0.0394841	0.0240172	0.084205	0.0222998	0.0251011	0.0360795	0.033344	0.0381378	0.0479902	0.0228717	0.0370762	0.212686	0.31118	0.103856	0.372278	3.194064
625	1	-15363.6	-15378.8	15.2391	0.126036	0.0961019	0.0930069	0.117524	0.106121	0.0945797	0.123723	0.081257	0.0841677	0.16657	0.0703589	0.0754121	0.097121	0.0951199	0.109325	0.127995	0.142487	0.0968924	0.119283	0.0750483	0.0919191	0.078712	0.157991	0.0824547	0.0524227	0.0217535	0.0531862	0.0495975	0.0404045	0.03783	0.0289561	0.0196627	0.0484266	0.0151415	0.0475111	0.0388237	0.0439293	0.0211247	0.028525	0.0121922	0.0387176	0.0179593	0.0188062	0.206121	0.309891	0.097853	0.386135	3.144177
626	0	-15372.6	-15388.3	15.6835	0.12689	0.0897547	0.118638	0.0938253	0.106105	0.0759455	0.137602	0.0738326	0.0883581	0.169692	0.07939	0.0953863	0.0977081	0.0952834	0.111559	0.11625	0.143492	0.124394	0.111814	0.0691454	0.0817118	0.0766558	0.166488	0.045166	0.0252402	0.0133712	0.0456539	0.0390395	0.0332685	0.0198878	0.038261	0.00734168	0.0427069	0.023225	0.0797156	0.0113296	0.0213584	0.0409359	0.0354829	0.0532245	0.0306388	0.0219222	0.0220441	0.216869	0.286983	0.106181	0.389966	3.099734
627	1	-15367.1	-15382.8	15.6986	0.110541	0.114834	0.107623	0.0912217	0.100723	0.0768067	0.125766	0.0756687	0.0959024	0.155676	0.0704795	0.0839767	0.0877953	0.101483	0.119557	0.098592	0.118451	0.114184	0.119283	0.0730112	0.0799076	0.0910363	0.160417	0.0962037	0.0522767	0.0303064	0.0451779	0.0381521	0.0427681	0.0285736	0.0238383	0.0289671	0.0374433	0.0148265	0.0513614	0.0349503	0.0395635	0.0259607	0.0426716	0.0216153	0.0237055	0.0181528	0.0287723	0.2154	0.289953	0.10189	0.392757	3.098222
628	0	-15381.3	-15395.9	14.6698	0.11874	0.102362	0.10814	0.115352	0.116377	0.0891661	0.124701	0.082639	0.106938	0.148289	0.0806491	0.0731246	0.076287	0.0947616	0.0935109	0.10425	0.137096	0.120616	0.114477	0.0871466	0.105022	0.0977311	0.166453	0.0378977	0.037466	0.0330674	0.0428643	0.055022	0.031479	0.020252	0.0390511	0.00584574	0.0441579	0.0218034	0.0886096	0.0186901	0.0256394	0.0315814	0.0470467	0.0513878	0.0595295	0.0180121	0.0278745	0.209892	0.299752	0.104012	0.386344	3.201105
629	1	-15372.2	-15387.5	15.367	0.140704	0.0938546	0.109279	0.111697	0.111977	0.075948	0.139674	0.0955357	0.08255	0.14032	0.0824822	0.0757846	0.0920211	0.0967698	0.0958717	0.111854	0.131703	0.100181	0.12544	0.0718991	0.0845182	0.0718622	0.15988	0.0863279	0.0387454	0.0314477	0.047442	0.0381076	0.0446935	0.0195403	0.0255746	0.0324016	0.0523723	0.011061	0.0498516	0.0459192	0.0395635	0.0354091	0.029895	0.021601	0.0258233	0.0233456	0.0304572	0.207467	0.292152	0.102988	0.397393	3.131388
630	0	-15380.9	-15395.2	14.277	0.115635	0.110291	0.101481	0.106338	0.102588	0.093626	0.117982	0.082639	0.0741446	0.150312	0.0799767	0.0982427	0.123311	0.106447	0.142492	0.122623	0.130649	0.120321	0.114116	0.0849127	0.0863506	0.0788745	0.170735	0.051909	0.0389438	0.0324741	0.0528296	0.0472629	0.042513	0.0117979	0.0246239	0.0229071	0.0587204	0.0128889	0.0711042	0.0256393	0.0283934	0.032435	0.02138	0.0374773	0.0549354	0.0198798	0.0381773	0.216659	0.299634	0.10351	0.380197	3.240382
631	1	-15377.1	-15390.4	13.3167	0.103102	0.124325	0.112862	0.101241	0.112401	0.073822	0.126091	0.0715449	0.111217	0.181855	0.0804799	0.0843562	0.103286	0.125563	0.111259	0.134273	0.131703	0.119635	0.116515	0.0924655	0.0958375	0.0796072	0.191911	0.0948835	0.0514639	0.0179032	0.0621349	0.042248	0.034041	0.0331366	0.0340687	0.0319756	0.0486476	0.010365	0.0411366	0.0396417	0.0255655	0.0268624	0.0355467	0.0305952	0.0359957	0.0148434	0.0400105	0.22035	0.30134	0.0999124	0.378397	3.336416
632	0	-15373.3	-15388.2	14.8752	0.108094	0.10243	0.104882	0.104117	0.119288	0.0826778	0.133285	0.0823285	0.0947995	0.151854	0.0773907	0.0998954	0.0901384	0.0857384	0.105601	0.121965	0.143254	0.115679	0.127896	0.0781038	0.0796994	0.0969529	0.158504	0.0451723	0.0278798	0.025335	0.0429578	0.0444408	0.0269342	0.0183483	0.0403096	0.0235784	0.0254333	0.0243836	0.0684633	0.0190396	0.0237197	0.0580904	0.0411421	0.0613091	0.0411421	0.0388119	0.0194996	0.213325	0.303039	0.108959	0.374677	3.180565
633	1	-15377.3	-15393	15.7458	0.104948	0.0907791	0.0964601	0.085489	0.103896	0.098424	0.122562	0.0694902	0.0891171	0.15616	0.0845186	0.0860976	0.119044	0.0908785	0.110244	0.129679	0.121121	0.118206	0.134235	0.0628251	0.0888311	0.075754	0.138642	0.0673999	0.0654327	0.0395968	0.0447675	0.0475352	0.0376659	0.0395856	0.0315302	0.0317215	0.0406203	0.0227809	0.0432712	0.0319029	0.038942	0.0146342	0.0194659	0.0202868	0.0353778	0.024144	0.0194414	0.213676	0.288827	0.114989	0.382508	3.093505
634	0	-15370.5	-15386.1	15.5692	0.121663	0.0873656	0.105969	0.102905	0.103442	0.0753199	0.0997794	0.0822356	0.109131	0.161905	0.0837719	0.0915419	0.108244	0.113082	0.117929	0.121864	0.135231	0.101409	0.106797	0.0753194	0.0714054	0.0743936	0.14642	0.0531974	0.0261965	0.0262836	0.0502056	0.0441099	0.0264025	0.0124153	0.0427658	0.0253488	0.0560384	0.0192494	0.0711691	0.0161365	0.0279084	0.0287004	0.0286556	0.0445636	0.0520928	0.0298501	0.0327535	0.221294	0.282083	0.0967147	0.399908	3.111167
635	1	-15377.9	-15392.5	14.5974	0.121103	0.0853272	0.105336	0.0851005	0.118046	0.0886998	0.116407	0.0654161	0.0939936	0.139958	0.088723	0.0763394	0.0990941	0.0884867	0.113812	0.149775	0.142989	0.123632	0.113883	0.0917981	0.0975248	0.116518	0.172282	0.0852934	0.041461	0.0381315	0.0523997	0.0635357	0.0315521	0.0437321	0.0278729	0.0257133	0.0375308	0.0128155	0.0409846	0.0297183	0.0335027	0.0255998	0.0206452	0.023148	0.0280623	0.0214111	0.0309874	0.22776	0.289111	0.101044	0.382086	3.20834
636	0	-15378.4	-15393.4	15.0319	0.116298	0.107225	0.0954922	0.0891468	0.121323	0.0789396	0.10746	0.0906421	0.0988216	0.177334	0.0697191	0.0845788	0.110627	0.0980462	0.132206	0.104097	0.127414	0.113279	0.0939754	0.0706362	0.0927144	0.0817519	0.137582	0.0418999	0.020436	0.0260666	0.0448305	0.0465892	0.0144676	0.0189258	0.0511215	0.0288092	0.0509946	0.0294788	0.0852264	0.0291559	0.025287	0.0381939	0.0366662	0.0596519	0.049568	0.0268311	0.0413818	0.214721	0.294283	0.106492	0.384504	3.164892
637	1	-15371.9	-15387.5	15.5245	0.121103	0.0792978	0.0814899	0.103394	0.116309	0.0819357	0.118791	0.0758689	0.0936129	0.172673	0.071354	0.078738	0.113872	0.0772163	0.105433	0.1166	0.133213	0.107637	0.120987	0.0946202	0.0945253	0.0823509	0.167575	0.100769	0.0393782	0.0222734	0.0376997	0.0449447	0.035868	0.0422665	0.0241174	0.0324209	0.0369109	0.0107693	0.036483	0.0434832	0.0373386	0.0209292	0.0258237	0.0150943	0.045094	0.0308767	0.0244936	0.22209	0.288613	0.0960123	0.393284	3.115633
638	0	-15376.6	-15391.4	14.7166	0.132368	0.0900391	0.086001	0.118947	0.109655	0.0791778	0.129523	0.0827818	0.0816213	0.206353	0.0726775	0.0886552	0.107444	0.108273	0.100462	0.132924	0.102276	0.109211	0.123884	0.109158	0.0913222	0.074528	0.156768	0.0347333	0.0312405	0.0398502	0.0380557	0.0315267	0.0353003	0.014305	0.0330047	0.0288035	0.0576712	0.0157113	0.0663879	0.0197421	0.0239859	0.0408365	0.0373043	0.0539941	0.0381141	0.0318041	0.0300046	0.210353	0.309731	0.104352	0.375565	3.196426
639	1	-15378.7	-15394	15.3124	0.118081	0.0969376	0.0903979	0.105398	0.0944068	0.0805027	0.109333	0.0779466	0.0774796	0.172673	0.0664743	0.105264	0.101892	0.0799668	0.103685	0.149883	0.138041	0.112756	0.114354	0.0675089	0.107314	0.0990864	0.168172	0.0861524	0.0536082	0.0296131	0.0427409	0.0401076	0.0303608	0.0377812	0.0204742	0.0178437	0.0392171	0.00793753	0.0373207	0.0426409	0.0383912	0.0262947	0.0200903	0.0201421	0.0546406	0.0213175	0.0326146	0.214347	0.312778	0.0952903	0.377585	3.136844
640	0	-15374.3	-15389.4	15.0998	0.115149	0.104696	0.118573	0.0899652	0.0932996	0.102804	0.100564	0.0935856	0.0940559	0.158722	0.0813212	0.091528	0.0963573	0.102169	0.121856	0.111832	0.114544	0.107971	0.104028	0.0715644	0.0865183	0.0974429	0.155954	0.0632465	0.0413968	0.0281614	0.0359886	0.0500014	0.0248018	0.0139692	0.0330845	0.0300268	0.0371851	0.0278665	0.0907431	0.0222256	0.025435	0.0359285	0.026782	0.0511771	0.0501723	0.0258678	0.0295398	0.226791	0.294015	0.102136	0.377058	3.1581
641	1	-15373.8	-15389	15.178	0.125581	0.0926413	0.068828	0.101764	0.0984211	0.0802631	0.119841	0.0790343	0.107921	0.173726	0.0890347	0.0712045	0.0984406	0.0782007	0.100441	0.126377	0.117097	0.112756	0.111431	0.0596857	0.0855073	0.0865747	0.191384	0.0894681	0.0512728	0.0279646	0.0522402	0.0514188	0.0535572	0.038652	0.0280117	0.0210889	0.0460288	0.0165817	0.0522792	0.042534	0.038757	0.0227277	0.0296143	0.0232478	0.0413726	0.0218985	0.0254127	0.215555	0.299779	0.104058	0.380608	3.150285
642	0	-15371.2	-15386.3	15.0699	0.111941	0.104327	0.103885	0.113726	0.106934	0.0813354	0.131153	0.0909387	0.110785	0.190235	0.0857959	0.0803484	0.0951921	0.0864542	0.116403	0.137075	0.118352	0.113484	0.101213	0.0639278	0.0865183	0.060814	0.170093	0.0517163	0.0278415	0.0178663	0.0496995	0.0409278	0.0338166	0.00593818	0.0295108	0.028264	0.0368858	0.0265331	0.0837525	0.0225779	0.0335629	0.0377111	0.0365711	0.0453809	0.0371749	0.0312456	0.0231847	0.224662	0.285635	0.104097	0.385605	3.161092
643	1	-15374	-15388.6	14.5552	0.123142	0.107189	0.0970196	0.0933417	0.113693	0.0723578	0.138701	0.0804105	0.0778231	0.175458	0.0936866	0.0653321	0.089274	0.104569	0.112963	0.125486	0.132998	0.132492	0.11773	0.0838789	0.116618	0.0759853	0.178034	0.0835464	0.0360546	0.0395001	0.0533945	0.0416269	0.0508194	0.0387864	0.0221527	0.0340147	0.0359568	0.0116874	0.0298401	0.0435132	0.038757	0.024811	0.0311887	0.0118228	0.0317646	0.0164588	0.0286888	0.215078	0.301987	0.0996556	0.383279	3.212568
644	0	-15370.2	-15385.1	14.9191	0.119949	0.106755	0.100801	0.0873316	0.119141	0.0960168	0.122552	0.0677003	0.0861281	0.173783	0.0835362	0.0742379	0.0854081	0.0941077	0.139073	0.121991	0.100001	0.116568	0.11944	0.0752746	0.0865183	0.0951699	0.18274	0.044189	0.0402178	0.0264591	0.0401141	0.0353759	0.0362233	0.0226822	0.0369975	0.0261792	0.0527825	0.0152468	0.0870674	0.016661	0.0371351	0.0351926	0.0282523	0.0506019	0.0471903	0.0154769	0.0279102	0.219247	0.294799	0.107197	0.378756	3.176177
645	1	-15371.3	-15385.8	14.4559	0.13026	0.0932684	0.0978919	0.1044	0.124807	0.091067	0.1522	0.0816583	0.0925067	0.170157	0.0706113	0.0882405	0.100696	0.0952709	0.110966	0.124769	0.118724	0.109804	0.134438	0.0749604	0.0812497	0.079538	0.166728	0.0835464	0.0525002	0.0220757	0.0533945	0.0278698	0.0332387	0.0345993	0.0353686	0.0214321	0.0508185	0.0170118	0.0494846	0.036615	0.0519681	0.0204222	0.0290028	0.0286713	0.0265455	0.0166991	0.0370176	0.228827	0.30594	0.0898424	0.37539	3.222496
646	0	-15374.2	-15390.4	16.1432	0.106951	0.110756	0.0983614	0.0826981	0.117275	0.0751228	0.127153	0.072587	0.0868708	0.163051	0.0714576	0.0845384	0.119052	0.106701	0.111161	0.123718	0.106425	0.119994	0.103597	0.0692513	0.0799226	0.0799703	0.12391	0.0393713	0.027508	0.0177756	0.0338949	0.0401794	0.0316856	0.0180003	0.0346559	0.0411818	0.0434495	0.0242596	0.0945773	0.0222081	0.0234831	0.0370098	0.0363632	0.053959	0.0315185	0.0351432	0.0270158	0.226181	0.294902	0.100151	0.378765	3.053765
647	1	-15374	-15388.7	14.73	0.131182	0.0979018	0.103211	0.111916	0.105152	0.083672	0.126891	0.0816583	0.100359	0.17674	0.0642164	0.0764997	0.101129	0.0957924	0.108306	0.131846	0.116829	0.133402	0.112837	0.0777529	0.0972757	0.0909121	0.173308	0.0762585	0.0732362	0.0192293	0.0457822	0.0445985	0.0187923	0.0468253	0.0219761	0.0171424	0.0524171	0.0132249	0.044774	0.0296257	0.0516156	0.0263011	0.0181571	0.0175139	0.0405429	0.0134428	0.0248432	0.21638	0.313292	0.105552	0.364776	3.195087
648	0	-15374.3	-15388.8	14.4927	0.120973	0.0875746	0.0954188	0.114491	0.131629	0.0798032	0.122404	0.0784222	0.116589	0.163051	0.0754759	0.0872876	0.0849126	0.0850159	0.115834	0.134564	0.115318	0.114132	0.132878	0.0902772	0.0804378	0.0733839	0.179758	0.0422526	0.0316341	0.0202342	0.0405031	0.0419915	0.0252749	0.0167177	0.0294609	0.0397478	0.0487946	0.0206306	0.0702244	0.0122014	0.0481537	0.0370098	0.0381579	0.0618824	0.0579344	0.0226929	0.0336806	0.221473	0.297487	0.101249	0.379791	3.218809
649	1	-15388.6	-15403.1	14.501	0.113168	0.10762	0.101089	0.125277	0.129935	0.0716817	0.102028	0.0853288	0.113151	0.162734	0.0706029	0.0777002	0.0871064	0.110399	0.09901	0.116943	0.10135	0.123434	0.102797	0.0759823	0.0756392	0.0865986	0.163405	0.0964319	0.0772891	0.0313485	0.0576544	0.0453832	0.032891	0.043338	0.0296506	0.0271877	0.0548264	0.016475	0.0639977	0.0174212	0.046658	0.0248753	0.0388275	0.024629	0.0405429	0.0208448	0.0247309	0.226502	0.294443	0.107139	0.371915	3.217982
650	0	-15386.7	-15401.9	15.1767	0.133802	0.101565	0.100999	0.100482	0.117512	0.0861795	0.122022	0.0800143	0.0857661	0.150317	0.0616364	0.0984085	0.0702259	0.102672	0.107939	0.134201	0.149467	0.103103	0.115705	0.0690505	0.102127	0.0861614	0.18256	0.021176	0.0262825	0.0249385	0.0409436	0.0601255	0.0397651	0.0222265	0.0311622	0.0358581	0.0303452	0.0116394	0.0520422	0.0198585	0.0282886	0.0330061	0.0413721	0.0514842	0.0515881	0.0375549	0.0288414	0.210677	0.318731	0.101813	0.368779	3.150415
651	1	-15372.8	-15388.7	15.8737	0.115232	0.119867	0.093098	0.08208	0.0906972	0.0816462	0.116952	0.086187	0.0734597	0.148502	0.0732477	0.0731026	0.102204	0.0911826	0.100787	0.122529	0.141666	0.0992068	0.11485	0.0719023	0.0888918	0.0768362	0.164665	0.0757555	0.0557178	0.024558	0.044244	0.0470805	0.0419667	0.0280721	0.0359687	0.0152591	0.0549014	0.016475	0.0471159	0.05056	0.0462435	0.029482	0.0350601	0.024629	0.0358716	0.0203715	0.0225925	0.203313	0.299739	0.104911	0.392036	3.080717
652	0	-15377.5	-15392.7	15.1975	0.124072	0.120129	0.0958265	0.0896732	0.116934	0.0955038	0.13162	0.0756219	0.104	0.157135	0.0876302	0.0851695	0.0922852	0.103355	0.118723	0.115816	0.113455	0.0998581	0.105001	0.0923035	0.0849365	0.106695	0.132515	0.0290312	0.0367192	0.0259903	0.0380394	0.0461865	0.0383892	0.0271076	0.0317888	0.0280671	0.0480887	0.0229309	0.0809806	0.0129923	0.0258205	0.0493873	0.03705	0.0481368	0.0303613	0.0236443	0.0193636	0.217296	0.301127	0.10419	0.377387	3.148335
653	1	-15375.2	-15390.8	15.6124	0.132663	0.0957266	0.104627	0.108893	0.096231	0.0859935	0.119915	0.0667293	0.0805192	0.157515	0.0692625	0.0915518	0.100224	0.0970725	0.105997	0.138036	0.130115	0.129603	0.119455	0.088696	0.0856225	0.0695501	0.168027	0.0898063	0.0431683	0.0308786	0.0597138	0.0272525	0.0414182	0.0405531	0.0145918	0.0157781	0.0377301	0.00826669	0.023987	0.0344149	0.0407611	0.0179911	0.0328909	0.0285814	0.0264043	0.0112299	0.0394009	0.228007	0.292623	0.0999866	0.379384	3.106844
654	0	-15376.2	-15391.1	14.8589	0.150532	0.0915515	0.109342	0.12156	0.0950864	0.0911715	0.140384	0.0743182	0.0936512	0.152668	0.0927421	0.0892733	0.109453	0.0813897	0.103689	0.135383	0.121084	0.114105	0.133643	0.0815872	0.112191	0.0746187	0.160712	0.0310352	0.0392279	0.018914	0.033733	0.0324255	0.0144621	0.012684	0.0273994	0.0320393	0.0404096	0.0183765	0.0873322	0.0192649	0.0261042	0.0349747	0.0393879	0.0442442	0.045359	0.0295763	0.0251122	0.222874	0.287528	0.108142	0.381455	3.182198
655	1	-15372.6	-15388	15.4812	0.106113	0.0724246	0.0809328	0.102734	0.104588	0.0836127	0.131467	0.0809927	0.0830931	0.169669	0.0932955	0.0729725	0.113183	0.0947277	0.111272	0.146603	0.139878	0.131214	0.110394	0.0771382	0.0804286	0.0684747	0.163429	0.0788407	0.0449784	0.0248359	0.0433414	0.0407878	0.0293081	0.0300867	0.0278611	0.0388352	0.0381137	0.0185536	0.0335742	0.0401014	0.0512767	0.0193495	0.0345144	0.0216364	0.0472245	0.0165412	0.0215609	0.205745	0.302226	0.104706	0.387323	3.11996
656	0	-15376.1	-15390.6	14.5039	0.129998	0.0817538	0.0959868	0.10829	0.120591	0.0844353	0.14319	0.0742254	0.0865467	0.172957	0.0627257	0.0766189	0.127845	0.0883201	0.100179	0.126337	0.14021	0.118359	0.117012	0.0882937	0.0858202	0.0786626	0.161708	0.0470769	0.033506	0.0168287	0.0637539	0.0522185	0.0233948	0.0102214	0.0328404	0.0325538	0.0415135	0.0287941	0.0801117	0.0205519	0.0321321	0.031356	0.0379921	0.0591963	0.0515196	0.0208048	0.0312622	0.228132	0.30153	0.0938185	0.37652	3.217693
657	1	-15372.9	-15387.5	14.5185	0.119438	0.12149	0.0948006	0.105888	0.103863	0.0669165	0.152775	0.0626494	0.100402	0.16629	0.0896325	0.078206	0.0995556	0.106544	0.104754	0.120499	0.111979	0.128867	0.118819	0.0748948	0.0815617	0.0843188	0.172522	0.0859191	0.05301	0.0189474	0.0473491	0.0433207	0.0468294	0.034791	0.0464275	0.0380331	0.0449542	0.0179326	0.0503819	0.0319788	0.0368966	0.0313454	0.0357809	0.0264847	0.0282888	0.0111871	0.0197081	0.216745	0.302372	0.098052	0.382831	3.216231
658	0	-15374.3	-15389.9	15.5202	0.121568	0.0960862	0.106279	0.100751	0.106092	0.0888011	0.111449	0.071246	0.100368	0.185984	0.0735971	0.0736374	0.0938607	0.0757824	0.124062	0.134698	0.146505	0.132855	0.102705	0.0771782	0.0807562	0.0809158	0.149161	0.0523519	0.0366237	0.0389893	0.0455745	0.0445648	0.0141722	0.0237501	0.0328404	0.0229152	0.0438248	0.011147	0.0861803	0.0074792	0.0209282	0.0307105	0.0247112	0.0459547	0.0460648	0.0216882	0.0312622	0.210632	0.302812	0.104691	0.381865	3.116068
659	1	-15364.4	-15379.9	15.4687	0.104625	0.127125	0.108127	0.0996189	0.108896	0.0850914	0.131389	0.087342	0.0955331	0.173093	0.0802098	0.0782047	0.089762	0.08396	0.118664	0.118212	0.113379	0.111574	0.119893	0.0842571	0.0795684	0.0789226	0.160027	0.0764836	0.0525567	0.0226769	0.0390678	0.0369003	0.0404538	0.0292944	0.0296269	0.0206425	0.0492663	0.0115132	0.0370273	0.0364266	0.050862	0.0329011	0.0275794	0.0240372	0.0286545	0.0110225	0.0267448	0.221263	0.28728	0.105468	0.385989	3.121213
660	0	-15376.5	-15391.4	14.9201	0.139493	0.0971326	0.0884826	0.0959307	0.0996198	0.0818817	0.138112	0.0838945	0.109286	0.158881	0.0712428	0.081468	0.142537	0.100544	0.0999356	0.12634	0.120309	0.100239	0.134091	0.0707531	0.0868907	0.0938622	0.144773	0.0485604	0.0361273	0.0248869	0.0277981	0.0371853	0.0233311	0.0156822	0.050491	0.0372688	0.0383867	0.00946669	0.0939268	0.0162168	0.02795	0.0316577	0.0341917	0.0578229	0.0428164	0.0170346	0.0395688	0.21285	0.302176	0.105643	0.379331	3.17607
