Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-15376.8	-15391.2	14.4497	0.111094	0.121786	0.101007	0.0953672	0.1035	0.088836	0.122065	0.0764922	0.0941134	0.159585	0.0732513	0.0799096	0.0841969	0.072459	0.119453	0.119496	0.122195	0.117153	0.131718	0.0763168	0.0884771	0.108957	0.192262	0.0576805	0.0235102	0.0216789	0.0349063	0.0460632	0.0320739	0.0236835	0.0429341	0.0236742	0.0581638	0.0216072	0.0777439	0.0314651	0.0345007	0.0368339	0.0334739	0.0491505	0.0593297	0.0250337	0.0299155	0.212353	0.289659	0.101314	0.396675	3.223113
110	-15377.2	-15392.4	15.112	0.135773	0.113476	0.100087	0.125842	0.0877047	0.092271	0.121232	0.0805574	0.0906558	0.169083	0.0732513	0.105436	0.085773	0.100077	0.0965952	0.121985	0.115544	0.117241	0.115687	0.0918026	0.0703204	0.0885706	0.152824	0.042587	0.0212723	0.0165959	0.0448052	0.0437664	0.0278625	0.00894013	0.0433519	0.0198798	0.0468215	0.0213165	0.0896865	0.026218	0.0336541	0.0313113	0.0252539	0.0458124	0.063306	0.0219151	0.030734	0.212353	0.289659	0.101314	0.396675	3.15688
120	-15380	-15396.1	16.1385	0.136489	0.117466	0.0945465	0.0953603	0.110255	0.0806541	0.111718	0.0875258	0.0812592	0.141867	0.082814	0.0819724	0.0918281	0.112791	0.0876321	0.104615	0.137211	0.104726	0.108735	0.0742441	0.0915563	0.0885706	0.15565	0.0373524	0.0317221	0.0208807	0.0485635	0.0530659	0.0308556	0.00669779	0.0357075	0.0129247	0.0461973	0.0209966	0.0619355	0.0221327	0.0346276	0.0429353	0.0200208	0.0385314	0.0456537	0.0284397	0.0355074	0.219483	0.299384	0.101137	0.379996	3.054232
130	-15372.5	-15388.3	15.807	0.10584	0.107701	0.0977863	0.0923869	0.118783	0.0757963	0.112837	0.0778361	0.0988674	0.168501	0.085062	0.0765651	0.0911753	0.0838127	0.102403	0.124064	0.110152	0.111115	0.129455	0.0876343	0.0853676	0.0998972	0.153979	0.0588628	0.0255195	0.0236291	0.0414993	0.0443075	0.0220133	0.0128807	0.0376743	0.0128002	0.0346905	0.0292183	0.0597474	0.0190346	0.0186148	0.0509351	0.035646	0.0628503	0.0434402	0.0220943	0.0349109	0.215124	0.301056	0.101702	0.382118	3.087386
140	-15375.6	-15391	15.4159	0.123799	0.108738	0.0993327	0.0943652	0.11796	0.0912339	0.121374	0.0735696	0.0776128	0.177416	0.0677029	0.09339	0.0939067	0.0954476	0.0963094	0.1181	0.111914	0.109732	0.122691	0.0730759	0.0850647	0.0809996	0.191731	0.0593064	0.0279912	0.0292654	0.0365367	0.0613538	0.0180247	0.0244994	0.0300529	0.00886643	0.0546143	0.0209727	0.0883378	0.0152521	0.0236494	0.0295792	0.0517386	0.046098	0.0402613	0.0154917	0.0191317	0.215124	0.301056	0.101702	0.382118	3.126491
150	-15377.1	-15392	14.9218	0.126172	0.105389	0.111188	0.0924613	0.117312	0.0839768	0.11757	0.0809291	0.104337	0.15847	0.0725531	0.0764259	0.0946214	0.0920124	0.0981476	0.123032	0.106417	0.109732	0.146403	0.086596	0.0858569	0.0720957	0.200278	0.0639858	0.0388399	0.0400204	0.0327995	0.0311479	0.0388743	0.0257869	0.0408271	0.0250319	0.0391214	0.0130917	0.0850082	0.0178121	0.0354603	0.0270247	0.0216951	0.0357295	0.0559264	0.01761	0.0281377	0.215124	0.301056	0.101702	0.382118	3.175908
160	-15378.6	-15394.1	15.5075	0.126172	0.105389	0.094044	0.09358	0.129192	0.067046	0.104048	0.0910558	0.100859	0.136321	0.0850172	0.0781711	0.0956164	0.0744576	0.0981344	0.144007	0.135144	0.109732	0.119888	0.092809	0.088655	0.068266	0.171363	0.0513802	0.0344208	0.0265536	0.0305172	0.0442271	0.0256457	0.0306519	0.0302824	0.015879	0.0625135	0.0290651	0.0848383	0.0249285	0.0174232	0.0270861	0.0298867	0.0333715	0.0458159	0.0126023	0.0512729	0.211091	0.302603	0.102224	0.384081	3.11733
170	-15376.7	-15392.5	15.7196	0.126172	0.102376	0.0971889	0.0908247	0.111674	0.0821939	0.134625	0.0734984	0.0801952	0.177469	0.0787672	0.0880977	0.0963142	0.10825	0.102695	0.135704	0.129675	0.0990079	0.124446	0.0714937	0.0672575	0.0728636	0.166098	0.0267811	0.0415738	0.0408027	0.0293695	0.050756	0.0219934	0.0259477	0.0266966	0.0350008	0.0441798	0.0212482	0.0660892	0.0170085	0.0176621	0.027774	0.0428543	0.0552208	0.0360567	0.024073	0.0281432	0.216761	0.310731	0.105122	0.367387	3.09612
180	-15387.6	-15401.5	13.8731	0.154635	0.0849313	0.104771	0.091701	0.115866	0.101116	0.14647	0.0927154	0.0769906	0.173963	0.097537	0.0817161	0.0889704	0.0851932	0.105123	0.127117	0.102334	0.131273	0.149011	0.0707852	0.0981454	0.0764145	0.166098	0.0505496	0.0224561	0.0424499	0.0405493	0.0525551	0.0175849	0.0335953	0.0403308	0.0308391	0.0513296	0.0170286	0.0822708	0.0241765	0.044714	0.0256269	0.0331547	0.0408983	0.0584436	0.0190524	0.0302901	0.214869	0.308019	0.104204	0.372908	3.28077
190	-15374.2	-15389.6	15.3567	0.126895	0.0914883	0.0894581	0.101991	0.104773	0.0856003	0.122226	0.0647468	0.128965	0.160459	0.0719332	0.0800662	0.119608	0.0915621	0.125355	0.133979	0.130636	0.109621	0.125155	0.0682817	0.105071	0.0702056	0.158383	0.0550244	0.0216293	0.0283584	0.0350761	0.0415872	0.0131065	0.031725	0.0348813	0.0244473	0.0421839	0.0269712	0.0677646	0.0170444	0.0319013	0.0218572	0.0330007	0.0454151	0.0401515	0.0129147	0.0409102	0.214869	0.308019	0.104204	0.372908	3.13241
200	-15374.3	-15388.9	14.5562	0.118938	0.0906871	0.0931107	0.0744369	0.107008	0.0941443	0.134407	0.0848627	0.0993168	0.18165	0.0794505	0.081934	0.0855357	0.0915621	0.119426	0.103995	0.127499	0.104621	0.150304	0.0656096	0.0813663	0.0981497	0.171875	0.0396544	0.0263476	0.0279244	0.0609285	0.047891	0.0286297	0.0279378	0.0366249	0.033952	0.0512882	0.0227652	0.0827454	0.0162203	0.0345437	0.0432137	0.0366002	0.0593701	0.0547675	0.0137178	0.0274498	0.215248	0.306799	0.104388	0.373565	3.212462
210	-15381.8	-15397.1	15.2142	0.120992	0.092375	0.113375	0.118614	0.116043	0.0676536	0.130164	0.0858508	0.087031	0.168257	0.0651483	0.0949967	0.0883264	0.0813914	0.117656	0.116826	0.109556	0.1084	0.112327	0.0944507	0.106148	0.0650085	0.167206	0.0352977	0.0329428	0.0305361	0.0282954	0.0509551	0.0267672	0.0280712	0.0452558	0.0259828	0.0347036	0.00736234	0.102291	0.0100209	0.0380666	0.0297918	0.0317842	0.0460174	0.0526966	0.0226554	0.0393733	0.211624	0.301635	0.102631	0.38411	3.146665
220	-15377.8	-15392.6	14.8623	0.124351	0.104617	0.0953311	0.103735	0.119456	0.075945	0.140319	0.0808604	0.092085	0.146268	0.0899532	0.0806862	0.105759	0.101114	0.101011	0.117112	0.165189	0.11163	0.112327	0.0721736	0.110898	0.0767029	0.181872	0.0575312	0.0234775	0.0170678	0.0309776	0.0426403	0.0348087	0.0223472	0.024799	0.0118697	0.0358273	0.0234259	0.0640057	0.0270752	0.027478	0.0320045	0.0458395	0.0531042	0.0459739	0.0221018	0.0301008	0.211624	0.301635	0.102631	0.38411	3.18185
230	-15372.4	-15388	15.684	0.125902	0.111093	0.09323	0.108266	0.102741	0.089705	0.096754	0.0819563	0.0931297	0.163578	0.084481	0.07871	0.091748	0.101114	0.104809	0.112886	0.132281	0.115266	0.105581	0.0827552	0.0636114	0.0955189	0.137773	0.0475755	0.0261619	0.0188834	0.0375364	0.0471814	0.030004	0.0222772	0.0581916	0.0164801	0.0540459	0.0311339	0.0762861	0.0216568	0.0239547	0.031847	0.0326795	0.064142	0.0369227	0.0234903	0.0263488	0.211624	0.301635	0.102631	0.38411	3.099689
240	-15369.1	-15384.2	15.1111	0.123236	0.080329	0.0937231	0.11511	0.127059	0.076804	0.132733	0.0897426	0.0923835	0.157463	0.0861024	0.0740421	0.0927867	0.100126	0.0961382	0.113763	0.136296	0.105191	0.12421	0.0867806	0.0895719	0.096518	0.150373	0.0584474	0.0189511	0.0239626	0.0486463	0.0405948	0.0212852	0.0241799	0.0323221	0.0273598	0.0374155	0.0291101	0.0764563	0.0283085	0.0232867	0.0328957	0.034535	0.0597532	0.0521759	0.0167321	0.0300749	0.211624	0.301635	0.102631	0.38411	3.156977
250	-15382.3	-15397.2	14.8475	0.148121	0.109536	0.0856459	0.111201	0.116123	0.0942031	0.145265	0.0754151	0.0982726	0.144235	0.0791013	0.0833276	0.0782152	0.089165	0.101155	0.123348	0.15055	0.112322	0.0966637	0.0841196	0.0753427	0.0812503	0.157981	0.0594332	0.0178812	0.0209361	0.0665431	0.0367892	0.0325409	0.0236436	0.037909	0.0154257	0.0508363	0.0168073	0.100467	0.0416967	0.0329962	0.0262316	0.0238723	0.0512914	0.0375462	0.0248888	0.0250369	0.2208	0.299897	0.10204	0.377263	3.183333
260	-15375.5	-15390.4	14.9128	0.133351	0.0793843	0.106675	0.104139	0.119619	0.08608	0.12469	0.0711427	0.0991355	0.178517	0.0805965	0.0814096	0.113015	0.105823	0.0938962	0.123348	0.149694	0.112322	0.0952177	0.0800959	0.0942505	0.0863236	0.171119	0.0415802	0.0395367	0.025018	0.0467961	0.0364782	0.039094	0.0164793	0.0375278	0.0176093	0.0441374	0.0139413	0.0629351	0.0289461	0.0191039	0.0267871	0.0469877	0.0606749	0.0376343	0.0216447	0.024043	0.218979	0.297424	0.101198	0.382399	3.1768
270	-15374.6	-15388.5	13.8951	0.126444	0.0911715	0.100968	0.106366	0.121144	0.0800311	0.140496	0.0828049	0.0809512	0.184551	0.0880516	0.0905269	0.102795	0.118851	0.101192	0.131036	0.127295	0.101495	0.108016	0.0902598	0.095866	0.0827484	0.180239	0.0590032	0.0238138	0.0301244	0.0479909	0.0551656	0.0281995	0.0165126	0.037714	0.0213578	0.0478756	0.0217351	0.0673601	0.0259182	0.0235463	0.0301064	0.0337744	0.0691318	0.0439886	0.0220533	0.0399059	0.216103	0.293518	0.113003	0.377376	3.278578
280	-15380.8	-15395.3	14.4949	0.140871	0.103269	0.102352	0.105611	0.119307	0.0917846	0.131166	0.0828344	0.100306	0.168507	0.0811176	0.0802042	0.118154	0.102471	0.0925088	0.119505	0.141446	0.08501	0.118076	0.0752471	0.0797412	0.0824792	0.162164	0.0597648	0.0244731	0.0236373	0.0516568	0.0410049	0.0317491	0.00720033	0.041101	0.0276611	0.0356082	0.00905149	0.0879235	0.0191955	0.0272913	0.0301064	0.039017	0.0380447	0.073624	0.0294166	0.0369331	0.211618	0.296334	0.0998086	0.392239	3.218593
290	-15380.7	-15396.1	15.4336	0.12877	0.105839	0.0802957	0.105708	0.104006	0.0732404	0.11575	0.0823943	0.0949686	0.180091	0.0693097	0.0801849	0.118473	0.0890003	0.111668	0.115264	0.143667	0.111505	0.112168	0.0603289	0.0658326	0.108909	0.163524	0.0569033	0.0298962	0.0166113	0.0335666	0.02891	0.0325149	0.0084868	0.0320644	0.0365886	0.0473291	0.013875	0.064721	0.0354139	0.0276794	0.0355292	0.0362467	0.0447754	0.0597429	0.0249139	0.0380561	0.218078	0.302016	0.0973456	0.38256	3.12472
300	-15377.8	-15393.7	15.8422	0.111881	0.101734	0.0829538	0.0900751	0.104006	0.0759558	0.152296	0.0717234	0.102269	0.177135	0.0785062	0.0845068	0.0975332	0.10994	0.11036	0.0996586	0.123042	0.0950485	0.112819	0.0708234	0.09467	0.0861417	0.151585	0.0527977	0.0383297	0.00833513	0.0364591	0.0349197	0.0251721	0.021169	0.0320644	0.0167096	0.0584922	0.00861938	0.0821444	0.0275419	0.028842	0.030411	0.0271074	0.0605151	0.0428633	0.0341455	0.0325586	0.216886	0.299236	0.104841	0.379038	3.083859
310	-15384.7	-15400.1	15.4232	0.121637	0.0883464	0.116109	0.10214	0.10551	0.0693973	0.123154	0.0561728	0.0972632	0.15351	0.0652593	0.0845068	0.0902627	0.0952201	0.0946725	0.137394	0.148698	0.102693	0.126761	0.0796073	0.106868	0.0846086	0.151544	0.0717487	0.0347704	0.00833513	0.0417933	0.0495928	0.0387979	0.0109031	0.040529	0.0253604	0.0384524	0.0302358	0.0650856	0.0320391	0.0223862	0.0341947	0.0432184	0.0609764	0.0250675	0.0177676	0.0331774	0.217874	0.298858	0.104709	0.378559	3.125766
320	-15377.8	-15394.2	16.4567	0.112802	0.0984184	0.0845664	0.0971268	0.118712	0.0771199	0.122673	0.0952158	0.100729	0.142571	0.0845562	0.0865551	0.112808	0.093847	0.0861974	0.0901668	0.113922	0.106456	0.112581	0.0782487	0.0840086	0.079382	0.149766	0.0510774	0.0283189	0.0274701	0.0424995	0.042763	0.01996	0.012486	0.0387035	0.0299174	0.04236	0.0214762	0.0604518	0.0306289	0.0193834	0.0359882	0.0348962	0.0438529	0.0628801	0.0169935	0.0318756	0.215269	0.307242	0.103457	0.374033	3.022412
330	-15380.5	-15394.7	14.1772	0.133962	0.135984	0.10574	0.0992124	0.10901	0.0848818	0.13816	0.0695619	0.0915675	0.146318	0.0734388	0.076345	0.0948281	0.107976	0.0926932	0.114581	0.137468	0.117532	0.114655	0.0740402	0.101543	0.0819628	0.159924	0.0452381	0.0296586	0.0324338	0.0377403	0.0532367	0.0310978	0.0226408	0.042588	0.0163236	0.0474344	0.036696	0.0890816	0.0297986	0.0158815	0.0359882	0.0378612	0.0579971	0.0504359	0.0229962	0.0538485	0.214395	0.305995	0.103037	0.376574	3.250363
340	-15372.5	-15388.3	15.7873	0.115173	0.0980834	0.1041	0.0930063	0.103366	0.0813956	0.137451	0.0825889	0.0835804	0.165029	0.0678446	0.0753202	0.110533	0.108236	0.0955606	0.111047	0.126804	0.105141	0.0869923	0.0810657	0.0803277	0.0923322	0.158397	0.061964	0.02487	0.0335076	0.0271073	0.042381	0.0324443	0.0086127	0.0368378	0.0195298	0.0586561	0.0303322	0.0722513	0.0282415	0.030447	0.0370102	0.0227899	0.0492535	0.0548104	0.0177272	0.0372036	0.214395	0.305995	0.103037	0.376574	3.089355
350	-15375.9	-15391.1	15.1937	0.12038	0.0986722	0.0962068	0.0976454	0.098949	0.0840797	0.111232	0.0825889	0.0842826	0.176134	0.0967214	0.0655577	0.120095	0.0818048	0.135	0.116205	0.118961	0.115702	0.121782	0.0653657	0.0803277	0.0916911	0.163118	0.0527544	0.0203282	0.0186165	0.0566628	0.0332678	0.0367422	0.0229427	0.0405242	0.0277443	0.0504758	0.0259443	0.0687927	0.0253216	0.031194	0.0344117	0.0399178	0.0420081	0.0551469	0.0197489	0.0236639	0.215316	0.307308	0.0991854	0.378191	3.14871
360	-15370.7	-15386.5	15.8532	0.125604	0.0840942	0.107368	0.0957872	0.113411	0.102929	0.113136	0.0704353	0.0847509	0.166362	0.0765978	0.0900044	0.0866551	0.104697	0.0994617	0.109515	0.125131	0.12066	0.122123	0.0671341	0.100861	0.0770068	0.165978	0.0505446	0.0262704	0.0219735	0.0311317	0.0424815	0.0254587	0.0149573	0.038518	0.0257479	0.0380219	0.0209803	0.0704291	0.0226635	0.024691	0.0256568	0.0409961	0.041932	0.0442257	0.0342717	0.0321111	0.215316	0.307308	0.0991854	0.378191	3.082765
370	-15374.1	-15389.1	14.9289	0.130884	0.0972773	0.0907979	0.0886009	0.118988	0.0794009	0.127424	0.0801345	0.105054	0.165301	0.0792614	0.0905832	0.097761	0.100653	0.0841702	0.119646	0.145243	0.110097	0.138256	0.0679312	0.0958497	0.0866252	0.162171	0.0487693	0.0245318	0.0326653	0.026381	0.0350242	0.0452572	0.0180923	0.0332851	0.0293163	0.0530327	0.0311574	0.0730757	0.0304803	0.0214584	0.0298701	0.0298506	0.0418635	0.0636479	0.012535	0.0327885	0.215316	0.307308	0.0991854	0.378191	3.175193
380	-15379.8	-15395.8	16.0461	0.115045	0.097564	0.100883	0.116979	0.109721	0.0770191	0.129081	0.0791233	0.102803	0.165934	0.0929666	0.0898256	0.0889499	0.0947458	0.0992489	0.115729	0.108975	0.115275	0.118778	0.0672981	0.100471	0.0603434	0.141842	0.0372993	0.035194	0.0200666	0.0272689	0.0296092	0.0194653	0.0165206	0.0429865	0.0257939	0.0510335	0.0166556	0.0730757	0.0201094	0.0204287	0.0367891	0.0338677	0.0751671	0.0508117	0.0144778	0.0282493	0.222637	0.283754	0.102558	0.391051	3.063473
390	-15387.5	-15402.6	15.1654	0.114933	0.115286	0.0731803	0.104051	0.0997981	0.0666807	0.119068	0.0758363	0.0941235	0.148376	0.0959282	0.0646366	0.0937572	0.0960602	0.115206	0.0963026	0.112839	0.125618	0.118419	0.0893144	0.0895285	0.0976905	0.171301	0.0449082	0.0329313	0.0278064	0.0560354	0.0522913	0.0188596	0.0119269	0.0326509	0.0110796	0.0581061	0.0281062	0.0769733	0.0328035	0.0345061	0.034812	0.0422597	0.0574839	0.0508117	0.0177639	0.0514985	0.222786	0.283943	0.10196	0.391311	3.151549
400	-15383	-15396.7	13.6869	0.161996	0.118463	0.0964617	0.0905133	0.10836	0.0889982	0.119068	0.0792002	0.0895353	0.184797	0.0811297	0.0985756	0.0923506	0.108275	0.107405	0.118757	0.137238	0.106646	0.108441	0.0823472	0.0875592	0.0780889	0.194531	0.0607938	0.0303106	0.0325015	0.0644914	0.0445714	0.0320624	0.0125797	0.0405336	0.0120424	0.0502263	0.0275297	0.0798165	0.0421962	0.0243261	0.0255107	0.0366589	0.0641758	0.0441024	0.0129866	0.0232451	0.226149	0.29557	0.0991335	0.379148	3.299398
410	-15382	-15397.3	15.3884	0.10668	0.0904802	0.0966203	0.099873	0.0958044	0.0859489	0.100196	0.0870271	0.0829529	0.185048	0.0838484	0.0757669	0.114323	0.0955542	0.14168	0.11093	0.126344	0.106915	0.111368	0.0779825	0.071824	0.0673755	0.150662	0.0510447	0.03422	0.0309999	0.0455807	0.0467808	0.0330391	0.0124378	0.0402507	0.0155287	0.0495343	0.0336273	0.101937	0.0347271	0.0236554	0.0280789	0.0260677	0.0481528	0.0433727	0.034149	0.0308576	0.2289	0.301249	0.100007	0.369844	3.129246
420	-15378.7	-15392.9	14.2668	0.121189	0.101824	0.104013	0.0894627	0.0937701	0.0874789	0.13734	0.0797375	0.102689	0.16393	0.0878767	0.0994452	0.114323	0.0978605	0.122729	0.108002	0.128379	0.107162	0.126776	0.0804315	0.110613	0.0853745	0.173933	0.0538607	0.0398947	0.0242193	0.0328089	0.0328191	0.0279128	0.00624929	0.0194171	0.0220688	0.0600893	0.0336273	0.0902015	0.0284797	0.024161	0.0222453	0.0422363	0.0512641	0.045731	0.0271325	0.0326494	0.229707	0.302311	0.0968357	0.371147	3.241407
430	-15379.6	-15395.8	16.1813	0.121189	0.0825474	0.0848293	0.101277	0.111736	0.0878261	0.113102	0.0699403	0.0984546	0.163229	0.066533	0.0727114	0.0998714	0.0932243	0.0929102	0.0995662	0.13621	0.126831	0.103516	0.0793485	0.0948547	0.0948973	0.159016	0.0625546	0.0181147	0.0287661	0.0418779	0.0490421	0.0183615	0.0301009	0.026285	0.0230573	0.0482266	0.0179741	0.0698622	0.0342703	0.0306933	0.0415322	0.0300267	0.0435823	0.0296086	0.0273931	0.0250061	0.233611	0.296643	0.0922903	0.377456	3.049957
440	-15381.3	-15396.6	15.2216	0.149626	0.0964008	0.0848293	0.115173	0.111219	0.0749079	0.133234	0.0813981	0.102737	0.146273	0.0927689	0.0834589	0.0906757	0.101497	0.0890234	0.110442	0.136119	0.123325	0.11649	0.0701832	0.0868743	0.0776166	0.156443	0.0735027	0.0361662	0.0199307	0.0375295	0.0425335	0.0398448	0.0278144	0.0332856	0.0246408	0.060698	0.0290466	0.0624707	0.0292453	0.0197589	0.0203945	0.0431993	0.0369717	0.0344078	0.0251225	0.0186436	0.230265	0.292394	0.105291	0.37205	3.145923
450	-15375.3	-15391.2	15.8623	0.124216	0.0984454	0.0989168	0.110489	0.0945202	0.0814375	0.122202	0.077378	0.0849629	0.170634	0.0562459	0.0741942	0.084813	0.0861268	0.112138	0.096784	0.138546	0.119564	0.101788	0.0718269	0.0964592	0.0776166	0.14487	0.0589623	0.0270483	0.0259046	0.034413	0.0425335	0.0263168	0.0114124	0.0398311	0.0289426	0.0660388	0.0190184	0.0705122	0.0432292	0.0301831	0.0250291	0.041218	0.0571562	0.0531701	0.017982	0.0387808	0.220407	0.293916	0.11169	0.373987	3.081858
