Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
240	-15799.7	-15812.1	12.4223	0.112548	0.109087	0.109334	0.110479	0.109219	0.0945287	0.122705	0.0948334	0.0838902	0.152696	0.0928936	0.0806377	0.106663	0.091994	0.119503	0.117333	0.109569	0.117525	0.142148	0.0716901	0.0875382	0.076816	0.167953	0.050862	0.0321551	0.0290142	0.0229844	0.0326991	0.0273957	0.0379991	0.0475463	0.0306477	0.0366262	0.0496001	0.0296285	0.0448789	0.079883	0.0327977	0.0552503	0.0354766	0.0509125	0.0198166	0.0189209	3.246679
250	-15805.2	-15819	13.7269	0.141665	0.100175	0.0879623	0.0892358	0.0770672	0.080331	0.12564	0.0682733	0.106087	0.169211	0.0755424	0.0885777	0.0927088	0.0968324	0.107163	0.115543	0.134253	0.115963	0.125327	0.077295	0.0890175	0.0753446	0.167953	0.0512239	0.0265571	0.0260738	0.0240957	0.0236894	0.0119057	0.0202038	0.0568309	0.0413514	0.0333542	0.0524704	0.0210743	0.0327694	0.0522987	0.0267476	0.0551888	0.0441768	0.0563504	0.0232731	0.0294164	3.116219
260	-15799.1	-15812.1	13.0444	0.142651	0.0962294	0.0860208	0.103913	0.106728	0.0739792	0.125404	0.0816942	0.0963917	0.170435	0.0691981	0.108913	0.106306	0.0946197	0.107169	0.144885	0.120832	0.102714	0.108762	0.0642631	0.0906838	0.0947175	0.177613	0.0422988	0.0265693	0.0251755	0.0360041	0.0257038	0.0244299	0.0296045	0.0415753	0.0368178	0.0448141	0.0544253	0.0413753	0.0443933	0.0589314	0.0137898	0.0379924	0.0366813	0.0563504	0.00987347	0.0235399	3.184469
270	-15804.4	-15817.3	12.8888	0.11839	0.117794	0.115979	0.106445	0.116454	0.081993	0.127126	0.0809721	0.0878052	0.173682	0.0754951	0.0882253	0.0797534	0.0938167	0.123879	0.110602	0.120837	0.102815	0.128232	0.0668353	0.0616329	0.0920701	0.169921	0.0519214	0.0308255	0.0338238	0.0290836	0.0184445	0.0310388	0.0234729	0.0437894	0.0294699	0.0449791	0.044789	0.038453	0.0319511	0.0917027	0.0422282	0.0335234	0.0398646	0.0655184	0.0100634	0.0243325	3.200031
280	-15801.7	-15815	13.3047	0.128012	0.10368	0.0841742	0.100015	0.124857	0.0780578	0.117753	0.0763862	0.100266	0.182422	0.0866213	0.0905113	0.11291	0.0772538	0.101249	0.117886	0.139785	0.0998537	0.126393	0.0794828	0.079685	0.077807	0.140597	0.0547591	0.0331254	0.0338238	0.0283075	0.0260397	0.0119192	0.0267823	0.0482588	0.0211842	0.0413882	0.0263755	0.0364574	0.0445085	0.0750657	0.0313309	0.0513627	0.0418103	0.0554841	0.0190583	0.0257375	3.158436
290	-15803.7	-15816.1	12.4168	0.122441	0.102507	0.103019	0.101508	0.141127	0.0763542	0.144984	0.0763862	0.105241	0.18541	0.0890203	0.0829542	0.0973917	0.0979785	0.113927	0.117504	0.117377	0.100141	0.118681	0.0819724	0.0788466	0.0957145	0.163258	0.047549	0.0265408	0.0393487	0.0382804	0.0220051	0.0250224	0.0369162	0.0485405	0.0521725	0.0439981	0.0454806	0.0261731	0.0354451	0.085651	0.00727818	0.0367326	0.0274276	0.0493054	0.0204479	0.0191668	3.247226
300	-15807.7	-15820.7	12.973	0.106793	0.104058	0.115304	0.115054	0.114461	0.0875734	0.124438	0.0661156	0.123331	0.162699	0.0839763	0.0845967	0.0895926	0.110755	0.107111	0.112206	0.123496	0.109636	0.0854243	0.0838102	0.106073	0.0881802	0.155055	0.0397716	0.0402002	0.0513268	0.034563	0.0255826	0.0157889	0.0286136	0.0461577	0.0328787	0.0341422	0.0348989	0.0340835	0.0306608	0.0820468	0.034954	0.0486581	0.0343658	0.0342724	0.0174755	0.0314252	3.191605
310	-15805.7	-15818.3	12.6124	0.123088	0.105437	0.116697	0.111262	0.122594	0.0715648	0.133291	0.0889681	0.0754994	0.149086	0.077913	0.0801159	0.0881229	0.0888277	0.118937	0.132261	0.141136	0.109917	0.120533	0.0719463	0.0986375	0.0866987	0.170142	0.0285411	0.0204593	0.0279903	0.0315049	0.0337928	0.0130333	0.0347199	0.0647631	0.0519089	0.0419822	0.0478787	0.0391864	0.0326495	0.0533368	0.0279212	0.0425251	0.0231953	0.073395	0.0235814	0.0326248	3.227663
320	-15799.2	-15813.1	13.9115	0.125194	0.103332	0.0821761	0.0960166	0.120603	0.0745498	0.120159	0.0830907	0.0977977	0.162152	0.0737828	0.0760161	0.0887878	0.11778	0.101867	0.107748	0.113727	0.0954211	0.127558	0.0718247	0.0726712	0.100593	0.162449	0.0550984	0.0243525	0.0359432	0.0241037	0.0322344	0.0267079	0.0270398	0.0538445	0.0370807	0.035061	0.0414203	0.0253618	0.040411	0.071787	0.0237456	0.0339274	0.02464	0.0640625	0.0194301	0.0262109	3.097759
330	-15804.1	-15817.7	13.632	0.141171	0.0852126	0.103117	0.0968538	0.119819	0.0840906	0.106542	0.0908513	0.101247	0.17038	0.096692	0.0760161	0.0950733	0.106229	0.112869	0.118167	0.122072	0.105743	0.110088	0.072047	0.0774471	0.077387	0.158231	0.0464597	0.0222045	0.0365642	0.016881	0.0148239	0.0145534	0.0117959	0.044508	0.0417491	0.0472699	0.0576913	0.0343396	0.034772	0.0749241	0.0231446	0.0489857	0.0348783	0.0498806	0.0148016	0.0281399	3.125713
