Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
33	1	-15802.5	-15814.4	11.8848	0.113964	0.106813	0.0997741	0.100168	0.107869	0.0801569	0.151646	0.0811702	0.0975634	0.154805	0.0735491	0.0912763	0.105348	0.111965	0.114272	0.127473	0.120819	0.117343	0.115351	0.0818371	0.0912196	0.111496	0.171053	0.0399942	0.0282514	0.0440348	0.0265471	0.0310351	0.0200522	0.0254267	0.0468384	0.0462316	0.0367073	0.0549107	0.0534244	0.0349212	0.0750268	0.0150335	0.0535971	0.0251191	0.0649171	0.0277533	0.023679	3.300433
34	0	-15812.2	-15824.1	11.8527	0.143869	0.0956867	0.101876	0.0944472	0.121108	0.0958057	0.130431	0.0694001	0.120875	0.179547	0.0962434	0.0785615	0.101824	0.0837562	0.12587	0.118889	0.11862	0.103791	0.109004	0.0891538	0.087634	0.0875561	0.180064	0.0091606	0.0406944	0.0430335	0.0305831	0.02408	0.0391309	0.00993168	0.0384256	0.0688652	0.0413456	0.00981412	0.0779901	0.0211808	0.0334593	0.100072	0.0260149	0.0208237	0.0517592	0.0414534	0.0418049	3.303636
35	1	-15801.2	-15814.5	13.25	0.140194	0.116895	0.10602	0.10746	0.116826	0.0761666	0.11242	0.0756507	0.0994847	0.160647	0.0811675	0.0670271	0.113567	0.115825	0.089743	0.144901	0.126075	0.116784	0.101991	0.0715229	0.0862443	0.0739524	0.168511	0.0522461	0.0281936	0.018951	0.0221894	0.0250926	0.0196271	0.0179301	0.0372417	0.0363343	0.0404814	0.0472902	0.032574	0.037923	0.0883113	0.00775164	0.040995	0.037808	0.0513441	0.0246581	0.0278934	3.163911
36	0	-15808.5	-15821	12.4754	0.148307	0.0973577	0.0779001	0.0874181	0.102178	0.0756422	0.118504	0.0769615	0.0998903	0.179547	0.0749987	0.083625	0.101166	0.098918	0.132942	0.118889	0.14851	0.115387	0.126175	0.0713281	0.105647	0.0905743	0.187755	0.0355539	0.0404916	0.0434748	0.0328448	0.02695	0.0248768	0.0169197	0.0208123	0.0515851	0.0429309	0.0122697	0.0595766	0.0101921	0.0259841	0.0944009	0.0481181	0.0154475	0.0589022	0.034275	0.0261357	3.241364
37	1	-15802.6	-15815.5	12.9058	0.142489	0.0891593	0.0982461	0.0928325	0.0940333	0.0817312	0.13644	0.0700046	0.109526	0.153034	0.09748	0.0822969	0.0887776	0.0934543	0.131025	0.132265	0.151866	0.114885	0.122098	0.0867137	0.0871417	0.0837585	0.156105	0.0339601	0.0403164	0.0224014	0.0289884	0.0192432	0.0174165	0.0309946	0.0571627	0.0494854	0.0235857	0.046094	0.0357802	0.0385885	0.0637561	0.0144655	0.0390151	0.0241459	0.0684592	0.0188178	0.0302877	3.198328
38	0	-15805.9	-15817.6	11.7321	0.151975	0.0950392	0.0900181	0.103757	0.124077	0.0872403	0.149709	0.0664124	0.10877	0.194864	0.083141	0.0859854	0.101166	0.0896996	0.135242	0.118974	0.148347	0.122309	0.136527	0.0752846	0.0809608	0.0889743	0.15108	0.0196362	0.0449536	0.0300237	0.0376561	0.0205539	0.0313091	0.0190145	0.0304184	0.0707768	0.0468391	0.0120808	0.0571605	0.0198342	0.0393167	0.0850937	0.0361141	0.0250064	0.0339236	0.0395505	0.0268835	3.315696
39	1	-15805.9	-15818.5	12.6262	0.109552	0.111135	0.120074	0.0929569	0.112494	0.0817312	0.13644	0.0895318	0.0950775	0.15896	0.0734532	0.0778239	0.111076	0.106013	0.131025	0.143354	0.123722	0.106447	0.144629	0.0736012	0.0730449	0.0915517	0.168966	0.0622018	0.0285556	0.0343105	0.0380771	0.0106451	0.0136622	0.0250415	0.0592535	0.0308516	0.0259559	0.0467448	0.0279826	0.0346081	0.0740769	0.0182874	0.0360131	0.0278295	0.0399313	0.0268627	0.0327345	3.226285
40	0	-15809.5	-15822.5	12.9496	0.139347	0.0959895	0.1075	0.0745574	0.0916295	0.059848	0.122196	0.071969	0.10877	0.164501	0.0806643	0.0965685	0.0982207	0.0884532	0.106497	0.0971264	0.151657	0.104192	0.124498	0.065566	0.0715652	0.0940454	0.177215	0.0213789	0.0415089	0.0330915	0.0273481	0.0393471	0.0296556	0.0284617	0.0247327	0.0573121	0.0557865	0.0194177	0.0748997	0.0252353	0.0314943	0.0778738	0.0550891	0.0288744	0.0513139	0.0438658	0.034686	3.193949
41	1	-15804.3	-15816.8	12.4899	0.131465	0.107411	0.0943759	0.105047	0.130448	0.100116	0.113044	0.0912314	0.0917127	0.187461	0.0736933	0.0812304	0.0745794	0.0819779	0.0945269	0.115783	0.140569	0.128919	0.115878	0.106941	0.0840686	0.0900837	0.180348	0.0447807	0.0309846	0.0313668	0.0242463	0.0277042	0.0248832	0.0269574	0.0540461	0.0385932	0.0243773	0.051386	0.0360939	0.040221	0.0734694	0.0144993	0.0513153	0.0311859	0.0549696	0.0158627	0.0220611	3.239914
42	0	-15810.5	-15822.7	12.1885	0.135909	0.113463	0.085489	0.0917085	0.0983666	0.08675	0.107842	0.0759886	0.0865723	0.150102	0.0780449	0.0928335	0.10764	0.0854574	0.116934	0.112394	0.133298	0.0989804	0.143488	0.06893	0.110958	0.102133	0.195563	0.0242119	0.047875	0.0447986	0.0438827	0.0255658	0.021811	0.0204552	0.0300775	0.0585006	0.0618102	0.0241074	0.0680945	0.0207189	0.0321646	0.0748403	0.038492	0.0420608	0.0498476	0.0313997	0.0304959	3.270055
