Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-20717.3	-20721.3	4.01018	0.128723	0.109339	0.0125463	0.105789	0.206515	0.00383626	0.108083	0.00261606	0.0144921	0.144528	0.310196	0.066777	0.000590384	0.0214116	0.0198936	0.0175729	0.151322	0.0495806	0.0149648	0.119438	0.249486	0.425046	0.0379697	0.0401608	0.0449384	0.0174012	0.100514	0.0892658	0.0618828	0.00782492	0.266794	0.0711127	0.0314066	0.0189319	0.0389047	0.154901	0.0999605	0.00825515	0.270971	0.00909097	0.0279828	0.111803	0.253817	2.434231	0.582044	0.14424	0.159479	0.114237	4.046637
10	-16140	-16150.8	10.8223	0.202809	0.0985509	0.0496867	0.102864	0.137713	0.0158202	0.178325	0.0363597	0.0313299	0.163392	0.149843	0.102285	0.000813702	0.0308458	0.0676564	0.0175729	0.26697	0.124695	0.0450907	0.0850388	0.106566	0.104444	0.145116	0.0654465	0.040299	0.039248	0.0404189	0.0685546	0.0808753	0.0217997	0.116433	0.0240884	0.0505621	0.0221207	0.108297	0.0353358	0.0598754	0.00610753	0.0910593	0.0192517	0.0633165	0.0487591	0.0652959	2.898218	0.24451	0.306833	0.126029	0.322628	3.330931
20	-15094.8	-15104.4	9.57643	0.145352	0.0865818	0.0901118	0.0950647	0.122279	0.104725	0.1438	0.0799756	0.0801393	0.175004	0.0639258	0.0724911	0.00534245	0.0782124	0.111196	0.116608	0.260764	0.127304	0.0959908	0.085652	0.0996103	0.0917721	0.169692	0.0703184	0.0405504	0.0226469	0.0375591	0.0246932	0.0150077	0.0714777	0.0551059	0.0421388	0.0377223	0.0329429	0.095109	0.0326626	0.0598754	0.0108329	0.0598967	0.0448748	0.0798659	0.0482278	0.0278574	3.559944	0.25432	0.319144	0.0947344	0.331802	3.41096
30	-14834.2	-14844.7	10.5731	0.134684	0.12371	0.111174	0.105672	0.114789	0.0844759	0.140024	0.0737283	0.10455	0.194966	0.0820005	0.100437	0.0236478	0.0956934	0.11125	0.126213	0.142085	0.13189	0.125003	0.0865749	0.0769715	0.0719181	0.195184	0.0313314	0.0214616	0.0310951	0.0278481	0.0173575	0.0431641	0.0561919	0.0704013	0.0349284	0.0350348	0.038307	0.057391	0.0619176	0.0547815	0.0309546	0.0451527	0.0107381	0.0265465	0.023283	0.0248584	3.749425	0.253119	0.318639	0.0942868	0.333956	3.299385
40	-14776.3	-14785.8	9.49683	0.1312	0.107624	0.104592	0.0749189	0.0934632	0.0954035	0.129076	0.093013	0.0945652	0.168845	0.0681074	0.0972456	0.0968147	0.134857	0.113153	0.137246	0.127451	0.133149	0.120124	0.0703832	0.0918533	0.0990602	0.222986	0.0367255	0.0257565	0.0274445	0.022987	0.0174964	0.0472506	0.0514925	0.101639	0.0343123	0.024702	0.0477318	0.0549517	0.0391687	0.0476768	0.0266686	0.0541127	0.0117862	0.0367818	0.0359135	0.0198559	4.382349	0.266414	0.282914	0.0991738	0.351498	3.369586
50	-14778.1	-14788.4	10.2508	0.133573	0.10091	0.111783	0.0994446	0.112901	0.0804971	0.142241	0.069518	0.0808808	0.185534	0.106862	0.0944807	0.122243	0.114833	0.122659	0.129997	0.128226	0.0923376	0.140822	0.0629863	0.106542	0.0916359	0.154269	0.0285787	0.0334147	0.0297384	0.0331985	0.0132205	0.0444665	0.0485734	0.0908263	0.0379873	0.0266422	0.0639485	0.0392129	0.0440901	0.0500777	0.0285078	0.0456825	0.0145615	0.030321	0.0348433	0.0208047	3.554496	0.266069	0.282535	0.100353	0.351042	3.343874
60	-14772.4	-14783.2	10.7922	0.136928	0.0957267	0.0985897	0.104546	0.117655	0.0742182	0.112043	0.0649145	0.090867	0.184238	0.0963262	0.0937553	0.103654	0.0929478	0.10635	0.123622	0.157833	0.113843	0.105702	0.0735665	0.0972598	0.103719	0.190541	0.0252432	0.0298068	0.0283552	0.0358327	0.0112176	0.0313259	0.0535493	0.104022	0.0290588	0.0337118	0.0492669	0.0306959	0.0401154	0.0653731	0.0254886	0.038506	0.025355	0.0274456	0.0275639	0.0220049	3.825748	0.266069	0.282535	0.100353	0.351042	3.272784
70	-14768.1	-14778.5	10.4566	0.139063	0.0823783	0.0985897	0.101296	0.113502	0.0904842	0.112586	0.0888457	0.104708	0.182291	0.0844394	0.089844	0.111152	0.0985306	0.124102	0.13113	0.120277	0.119714	0.116065	0.0981398	0.0892596	0.0748631	0.155321	0.0393385	0.0269828	0.0337184	0.0156396	0.0171803	0.0419052	0.0635841	0.104022	0.0427925	0.0387122	0.058206	0.0382555	0.0422567	0.0330769	0.0281464	0.0626487	0.015647	0.0251295	0.0327225	0.013047	3.936943	0.267578	0.282316	0.105907	0.344198	3.299591
80	-14767.6	-14777.8	10.2363	0.145278	0.0980478	0.0997052	0.0855514	0.113502	0.0870728	0.116826	0.0768382	0.110231	0.155698	0.0888792	0.0794489	0.125965	0.100881	0.0983123	0.169137	0.132059	0.119714	0.150476	0.0566954	0.0973272	0.0851501	0.177451	0.0256577	0.0334969	0.0413877	0.0242076	0.0177289	0.0539274	0.0587499	0.0920755	0.0280744	0.038131	0.0436965	0.0247553	0.0426779	0.0447068	0.0248104	0.0496866	0.0221159	0.0284307	0.0304398	0.0266113	3.936943	0.260799	0.28493	0.106888	0.347384	3.321615
90	-14767.5	-14778.3	10.7341	0.145524	0.0756956	0.113797	0.098338	0.116815	0.0834792	0.147091	0.107443	0.106386	0.156464	0.0739035	0.0792097	0.111904	0.0901811	0.100424	0.133584	0.136062	0.111024	0.110448	0.0715052	0.0993653	0.0891452	0.166979	0.0323	0.0246741	0.0323103	0.0354998	0.019808	0.0451522	0.0599896	0.0697241	0.0394322	0.0377457	0.053196	0.0274746	0.0448184	0.0383205	0.0254201	0.0580175	0.0155915	0.0300366	0.0357816	0.020791	3.953373	0.28925	0.273963	0.102774	0.334013	3.270851
100	-14768.3	-14779.3	11.0771	0.121417	0.0859081	0.109076	0.086822	0.128518	0.0610254	0.148763	0.0699829	0.106059	0.177481	0.0721017	0.0731578	0.0908944	0.118515	0.10541	0.133893	0.133258	0.110912	0.125517	0.0709898	0.0906704	0.0905896	0.171761	0.0183619	0.0393601	0.0254429	0.0275489	0.0145121	0.0532757	0.0660036	0.0805271	0.0416436	0.0415497	0.0807504	0.036861	0.0409643	0.0372994	0.0310149	0.040831	0.00723486	0.0259208	0.0237794	0.0232089	3.915815	0.281431	0.266558	0.0985242	0.353487	3.238812
110	-14773	-14782.9	9.84865	0.108507	0.0944217	0.109398	0.0981473	0.11207	0.0990103	0.144785	0.092838	0.0862939	0.202264	0.070302	0.0773269	0.101943	0.0972226	0.100161	0.111788	0.14223	0.110912	0.139727	0.089507	0.0795666	0.0779405	0.177613	0.0316788	0.0331033	0.0197064	0.0360296	0.0153643	0.0485819	0.0682011	0.0961534	0.0377956	0.0572072	0.0615725	0.0484992	0.0353529	0.0481354	0.0253472	0.0568224	0.0123044	0.0301167	0.0368028	0.0237951	4.170717	0.273087	0.28547	0.0956031	0.34584	3.346544
120	-14768.9	-14779.8	10.916	0.164985	0.0832346	0.109476	0.0981473	0.102805	0.102318	0.137957	0.0883366	0.100593	0.170505	0.0754661	0.0995224	0.0814005	0.0947937	0.100161	0.123222	0.107363	0.112882	0.114514	0.0686348	0.0896399	0.0874841	0.16568	0.0211156	0.0436955	0.0270586	0.0353717	0.0172183	0.0520182	0.0493943	0.0820373	0.0488103	0.0314193	0.0507226	0.0288262	0.0545465	0.0414814	0.0243933	0.0620403	0.0125303	0.0363174	0.031685	0.0175376	4.04247	0.273087	0.28547	0.0956031	0.34584	3.247341
130	-14773.8	-14784.2	10.4417	0.152824	0.0936426	0.0899447	0.0925239	0.105279	0.0763791	0.147219	0.0688254	0.106563	0.186381	0.0723154	0.0870175	0.105195	0.0953261	0.122151	0.153172	0.107363	0.129429	0.130487	0.0752273	0.0811275	0.0993282	0.162265	0.0291507	0.0374004	0.0311345	0.0188732	0.0258117	0.0370803	0.048175	0.0994194	0.0564556	0.040806	0.0534169	0.0348282	0.0277397	0.0683203	0.0288313	0.0536909	0.0110853	0.02681	0.0270994	0.00872447	3.874751	0.274115	0.285066	0.095468	0.345351	3.304839
140	-14762	-14772.7	10.7048	0.13463	0.08825	0.103848	0.0947126	0.121364	0.0731197	0.14017	0.093657	0.0850687	0.175376	0.0876092	0.0840885	0.109235	0.0914056	0.103906	0.141207	0.110876	0.115738	0.127183	0.0765356	0.0779303	0.089786	0.176074	0.0316482	0.0248355	0.0205487	0.0266694	0.0200118	0.0632366	0.0641509	0.0905531	0.0319801	0.0361561	0.0760853	0.0281348	0.0372458	0.0424552	0.0361732	0.0412476	0.0183697	0.0314581	0.0244751	0.0249026	3.981291	0.274115	0.285066	0.095468	0.345351	3.272108
