Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
30	0	-13165.9	-13132.6	-33.3354	0.6731843	0.268568	0.14448	0.159211	0.162837	0.25511	0.124879	0.268615	0.148128	0.149501	0.326363	0.127247	0.209188	0.277435	0.229606	0.174886	0.233387	0.276196	0.197558	0.261354	0.0682775	0.145293	0.0944852	0.520566	0.00293776	0.0278811	0.0649361	0.284146	0.0404538	0.016483	0.0837082	0.0307646	0.0446445	0.0258119	0.237499	0.101344	0.0271965	0.217265	0.0270837	0.186812	0.0502205	0.0658857	0.112532	0.167532	0.0279997	0.316029	0.066598	0.0486356	0.53908	0.00165769	0.0684722	0.350598	0.914511	2.66642	0.368265	0.354161	0.0720073	0.205567	0.3471503	6.638306
31	1	-13148.6	-13118.5	-30.0344	0.8178107	0.282796	0.185334	0.188301	0.110362	0.187217	0.110325	0.232375	0.118177	0.127967	0.389513	0.098129	0.117961	0.206806	0.177638	0.226083	0.253245	0.263068	0.187183	0.308298	0.0902481	0.124448	0.111013	0.479608	0.0130905	0.274961	0.0575125	0.0608315	0.172319	0.0453437	0.176765	0.0353837	0.0588847	0.0751109	0.0114689	0.0337598	0.238164	0.0164549	0.155616	0.0581568	0.0676855	0.0846254	0.0283253	0.0676526	0.0377495	0.429394	0.0543416	0.017732	0.390559	0.0702232	0.0993427	0.414207	0.96177	2.52468	0.333192	0.383511	0.056834	0.226463	0.372522	6.308203
32	0	-13155.2	-13115.5	-39.6565	0.9484301	0.263383	0.0964103	0.247087	0.153591	0.287083	0.139499	0.268615	0.177825	0.140522	0.398596	0.153628	0.160599	0.311494	0.27147	0.214261	0.270744	0.324559	0.268501	0.243248	0.121501	0.138544	0.0802126	0.509651	0.00519036	0.0423005	0.0318366	0.217441	0.0764382	0.0482595	0.106727	0.0241087	0.0855573	0.0552927	0.136439	0.11588	0.0403743	0.265688	0.0301296	0.236093	0.138847	0.0873257	0.0708619	0.214605	0.0360923	0.29997	0.0632139	0.014391	0.511687	0.0746453	0.126553	0.460683	0.9909	2.42186	0.347076	0.366039	0.0744225	0.212462	0.3471503	7.270419
33	1	-13153.6	-13115.8	-37.7905	0.8959893	0.330304	0.171356	0.212835	0.129976	0.231125	0.193471	0.231244	0.175277	0.134591	0.463023	0.118818	0.163633	0.24164	0.263257	0.206034	0.299198	0.325677	0.245239	0.206216	0.102353	0.20584	0.0860075	0.539916	0.00948276	0.250645	0.0810576	0.0456659	0.236811	0.0411492	0.154113	0.0362162	0.0585512	0.0581281	0.0146256	0.0444804	0.224849	0.00270601	0.25642	0.0483457	0.0905905	0.0877864	0.0346992	0.0304647	0.0382839	0.435473	0.0442244	0.0421986	0.396089	0.0437314	0.115763	0.443091	0.980375	2.46077	0.332087	0.382239	0.059962	0.225712	0.372522	7.083819
34	0	-13155.8	-13119.8	-35.9753	0.9360763	0.334976	0.214036	0.197713	0.11451	0.229176	0.120759	0.20414	0.136645	0.123983	0.382987	0.144693	0.12504	0.224513	0.209018	0.260303	0.263951	0.257648	0.268501	0.243248	0.146204	0.193345	0.0924077	0.518534	0.027477	0.0506963	0.0561393	0.14503	0.0440408	0.0278706	0.0966548	0.0465147	0.0698568	0.063839	0.192653	0.0705917	0.0393472	0.301648	0.062845	0.136196	0.0273864	0.133837	0.0625548	0.240787	0.0355231	0.349066	0.0582165	0.0172145	0.471235	0.0687441	0.124029	0.456657	0.988544	2.43077	0.347683	0.36668	0.0728036	0.212833	0.3914741	6.902298
35	1	-13152.7	-13113.4	-39.2526	0.9041143	0.268659	0.145377	0.212835	0.156489	0.237947	0.185643	0.232788	0.157326	0.145558	0.356943	0.101284	0.178976	0.244866	0.269468	0.150881	0.356591	0.290019	0.243604	0.296344	0.128129	0.203477	0.09717	0.592765	0.00607553	0.179039	0.138719	0.0435636	0.169516	0.0266724	0.209702	0.0185938	0.0753485	0.0761298	0.00572133	0.0631419	0.220755	0.00245329	0.355812	0.0664837	0.121609	0.107017	0.0310457	0.0594909	0.0313014	0.42062	0.0494269	0.0407593	0.415653	0.0422398	0.117447	0.445904	0.982099	2.45455	0.330776	0.384676	0.0597254	0.224822	0.372522	7.230029
36	0	-13142.5	-13113.8	-28.6776	1.040447	0.278288	0.150467	0.130314	0.144304	0.200405	0.104377	0.215578	0.161609	0.187864	0.37671	0.136738	0.122651	0.224513	0.167786	0.187911	0.256751	0.25644	0.175432	0.225071	0.099905	0.159091	0.0932661	0.539378	0.0250252	0.03891	0.0302825	0.204051	0.0679068	0.0190552	0.0758299	0.0138204	0.0591871	0.048788	0.143925	0.0669229	0.0182981	0.229501	0.0672986	0.135505	0.0692598	0.0512624	0.0727453	0.140102	0.0347433	0.341404	0.0569386	0.0168366	0.469523	0.0805541	0.144953	0.488581	1.00639	2.36008	0.347683	0.36668	0.0728036	0.212833	0.3914741	6.172525
37	1	-13142	-13100.3	-41.641	0.9782937	0.319791	0.133781	0.2255	0.176448	0.251067	0.184315	0.287257	0.174876	0.194073	0.417001	0.135325	0.168682	0.251279	0.211882	0.277413	0.337827	0.346333	0.233494	0.304013	0.120469	0.168285	0.0810051	0.591972	0.00478573	0.219813	0.0912333	0.0469376	0.15781	0.0774153	0.188978	0.0359883	0.0481079	0.0739623	0.0196315	0.0236706	0.203444	0.00351139	0.240466	0.072683	0.155098	0.112832	0.0676359	0.0327758	0.0312586	0.420044	0.0493592	0.0275374	0.415083	0.0567179	0.132603	0.470129	0.996308	2.40096	0.336846	0.386489	0.0608213	0.215844	0.372522	7.468869
38	0	-13145.1	-13112.5	-32.5914	0.9355964	0.298299	0.120201	0.182838	0.138874	0.226827	0.174712	0.284372	0.146009	0.133754	0.327233	0.0691598	0.181459	0.269203	0.231663	0.198862	0.312009	0.261226	0.192599	0.239262	0.0831637	0.160046	0.0835112	0.444039	0.029594	0.0529504	0.0557055	0.204985	0.0685363	0.00264707	0.0716212	0.0314904	0.0865318	0.0330203	0.202538	0.0467262	0.0378482	0.219276	0.0553455	0.14303	0.099495	0.0575792	0.16642	0.139241	0.0336448	0.348692	0.058154	0.0272388	0.479545	0.0527251	0.123931	0.456499	0.988451	2.43112	0.350733	0.369896	0.0734422	0.205929	0.3914741	6.563901
39	1	-13146.2	-13103.5	-42.6448	0.7671732	0.383182	0.207663	0.2255	0.18064	0.233588	0.191397	0.336719	0.164626	0.111572	0.319181	0.134139	0.150484	0.198839	0.28925	0.259155	0.387315	0.273248	0.212285	0.272659	0.146134	0.189003	0.15465	0.532419	0.00324778	0.231511	0.108037	0.067056	0.173986	0.0629766	0.235655	0.0318279	0.0454781	0.0709663	0.00674586	0.0538102	0.219185	0.00551516	0.239096	0.0618269	0.115744	0.13477	0.0651129	0.0830482	0.0289169	0.446203	0.0385615	0.0291786	0.402184	0.0549553	0.088557	0.393574	0.947427	2.57044	0.336846	0.386489	0.0608213	0.215844	0.3714805	7.569246
40	0	-13146.2	-13106.6	-39.5539	0.8974248	0.308125	0.165703	0.158857	0.139657	0.216569	0.143776	0.255214	0.123619	0.166182	0.399234	0.103209	0.179735	0.269203	0.25279	0.270427	0.374937	0.231827	0.280997	0.300232	0.0985881	0.154786	0.142066	0.567261	0.0445627	0.0531772	0.0681361	0.243404	0.110743	0.0105464	0.118105	0.0372559	0.0897739	0.0592029	0.182189	0.0712571	0.0228677	0.209101	0.0608806	0.0724673	0.0828531	0.108281	0.1028	0.209558	0.0258807	0.370395	0.0573081	0.0268425	0.47257	0.0470041	0.116061	0.44359	0.980682	2.45967	0.354782	0.374167	0.0627448	0.208306	0.3914741	7.260156
41	1	-13150	-13117.2	-32.7791	0.8016613	0.361566	0.155297	0.171716	0.143988	0.205827	0.162826	0.240499	0.129462	0.171788	0.279494	0.123013	0.104768	0.245814	0.24588	0.235725	0.325393	0.225023	0.259324	0.217283	0.102275	0.148235	0.0625731	0.492107	0.00665323	0.146469	0.0886805	0.0487037	0.109837	0.0991178	0.237681	0.0174418	0.054022	0.103775	0.0222263	0.0448579	0.202859	0.00301362	0.267332	0.0384572	0.0785818	0.0932325	0.0649894	0.0448709	0.0286364	0.441876	0.0561239	0.0399433	0.398284	0.0351368	0.0959122	0.407802	0.957414	2.53887	0.336846	0.386489	0.0608213	0.215844	0.3714805	6.58268
42	0	-13149.4	-13110.2	-39.1919	0.6992077	0.357078	0.153811	0.257798	0.122749	0.211994	0.158644	0.300887	0.132357	0.125371	0.408698	0.141313	0.122419	0.221476	0.271444	0.221489	0.39715	0.308184	0.218395	0.203334	0.101021	0.202673	0.130142	0.503314	0.0373524	0.0461709	0.0704563	0.196106	0.0693238	0.00415008	0.107929	0.0269689	0.0820754	0.103331	0.132424	0.12948	0.0274729	0.290863	0.0483054	0.118701	0.0331066	0.0968333	0.110257	0.220905	0.0216083	0.377004	0.0563802	0.0299893	0.454808	0.0602094	0.0740191	0.363156	0.924574	2.63825	0.346452	0.378997	0.0635549	0.210995	0.3914741	7.223954
43	1	-13146.4	-13109.2	-37.1577	0.7354126	0.294329	0.119402	0.176793	0.146062	0.301654	0.145019	0.220394	0.169178	0.145008	0.339939	0.120048	0.164771	0.200726	0.223518	0.268904	0.285085	0.263511	0.242111	0.211545	0.140159	0.161764	0.104149	0.638197	0.0492494	0.181105	0.106098	0.014568	0.14906	0.0595594	0.207812	0.0121808	0.0739171	0.0814342	0.0159549	0.063462	0.305826	0.00268494	0.245323	0.0767714	0.0849576	0.102263	0.0616677	0.0443767	0.0338203	0.380583	0.0433823	0.0258437	0.471081	0.04529	0.0817628	0.37977	0.937316	2.60115	0.341752	0.38363	0.0603713	0.214247	0.3714805	7.020537
44	0	-13152.6	-13112.5	-40.1694	0.8444429	0.375098	0.138041	0.206796	0.154446	0.240495	0.158644	0.219446	0.0928034	0.195392	0.402273	0.148901	0.136306	0.203428	0.271869	0.19668	0.349411	0.322509	0.240566	0.278447	0.0757345	0.120206	0.117122	0.61745	0.0519251	0.0623613	0.0719194	0.30653	0.0990147	0.0143492	0.095326	0.020789	0.118724	0.0632312	0.0978744	0.0735832	0.00254132	0.236739	0.0535904	0.177056	0.0639054	0.0842141	0.0564678	0.309494	0.030125	0.366404	0.0591108	0.0180419	0.476835	0.0494831	0.104974	0.42443	0.968548	2.50205	0.346455	0.379001	0.063547	0.210997	0.3520953	7.321702
45	1	-13140.5	-13112.3	-28.1665	0.8347303	0.253927	0.114368	0.122503	0.141889	0.198071	0.159502	0.255687	0.123187	0.112829	0.3488	0.107568	0.144696	0.193634	0.237136	0.163883	0.320036	0.295387	0.160958	0.192063	0.0886459	0.134922	0.103845	0.442279	0.0396818	0.218075	0.0464494	0.0514009	0.187742	0.0676807	0.119075	0.0338013	0.0217621	0.0614215	0.0283495	0.0812818	0.18512	0.00200189	0.214795	0.0767714	0.131131	0.0727711	0.0166002	0.0496877	0.0320197	0.388685	0.0563712	0.0244677	0.449566	0.0488902	0.102925	0.42075	0.966132	2.51019	0.341482	0.383327	0.0611131	0.214078	0.3963013	6.121417
46	0	-13151.4	-13109.9	-41.4586	0.9595609	0.325732	0.114312	0.182604	0.153213	0.255846	0.180687	0.256416	0.19969	0.167973	0.382104	0.179104	0.139845	0.268241	0.287494	0.298308	0.357311	0.295085	0.203588	0.243859	0.0928816	0.16318	0.134208	0.590677	0.0650183	0.04108	0.071534	0.309472	0.0341314	0.0131964	0.0743011	0.0466129	0.116071	0.0553281	0.175837	0.0927589	0.00443939	0.220129	0.0395777	0.161733	0.101747	0.0662752	0.0569369	0.232086	0.0306771	0.333128	0.0601941	0.0221858	0.485574	0.0682405	0.128816	0.46425	0.992962	2.41397	0.344551	0.376918	0.0686928	0.209838	0.3520953	7.450625
47	1	-13140.6	-13108.9	-31.7396	0.8740399	0.309148	0.125439	0.20071	0.17029	0.186427	0.128709	0.293947	0.121374	0.181831	0.349193	0.107726	0.11747	0.227105	0.247824	0.188346	0.363389	0.20237	0.202698	0.227728	0.113495	0.113277	0.0573564	0.518677	0.0118277	0.177049	0.0801249	0.0428408	0.188137	0.0832252	0.150635	0.0232602	0.0359437	0.0264984	0.0360275	0.0724873	0.198177	0.00111225	0.219476	0.0971225	0.102228	0.0974237	0.0311206	0.0494838	0.0318625	0.392859	0.0560945	0.0279584	0.44736	0.0438659	0.111189	0.435319	0.975533	2.47796	0.344427	0.378746	0.0609119	0.215915	0.3963013	6.478728
48	0	-13144.9	-13108.7	-36.1972	0.83626	0.365788	0.185139	0.20009	0.144271	0.24081	0.160456	0.274348	0.133168	0.175139	0.382323	0.135363	0.112016	0.23553	0.250341	0.233929	0.290979	0.287474	0.189388	0.191166	0.125544	0.145517	0.116991	0.533972	0.0353015	0.0294271	0.0423034	0.218275	0.0646689	0.0139524	0.15297	0.0155895	0.0354769	0.0377589	0.186057	0.0483672	0.0187725	0.198525	0.089956	0.161733	0.0499402	0.0824923	0.116457	0.216722	0.0289882	0.334468	0.0604363	0.0200641	0.487528	0.068515	0.103248	0.421333	0.966517	2.5089	0.350618	0.365947	0.0699023	0.213533	0.3520953	6.92449
49	1	-13151.9	-13111.3	-40.6735	0.9344393	0.366249	0.164445	0.236086	0.193163	0.203479	0.214646	0.286644	0.19267	0.123856	0.367183	0.177204	0.116355	0.258819	0.21562	0.311712	0.475641	0.270526	0.181983	0.29798	0.0999847	0.154311	0.121706	0.582679	0.00583761	0.209065	0.0819044	0.044101	0.14616	0.0580635	0.196007	0.0714082	0.0477542	0.0214733	0.0377634	0.0648169	0.20985	0.0148098	0.17288	0.0635726	0.103461	0.0989447	0.0573768	0.0539188	0.0279644	0.390966	0.0558242	0.0230509	0.45854	0.0436545	0.123694	0.456118	0.988226	2.43196	0.344427	0.378746	0.0609119	0.215915	0.3950303	7.372112
50	0	-13156.5	-13117.7	-38.7682	0.735659	0.367088	0.151056	0.260165	0.132744	0.168705	0.208165	0.237266	0.173072	0.151748	0.364942	0.0935667	0.174458	0.249295	0.210824	0.210328	0.393794	0.281417	0.279061	0.235219	0.0629442	0.15429	0.0688012	0.586542	0.0565831	0.082145	0.04352	0.276793	0.0480308	0.00961755	0.125132	0.0173066	0.109196	0.0668727	0.22569	0.0917764	0.0295382	0.158299	0.0787613	0.126566	0.0489528	0.0288558	0.164771	0.177681	0.0319552	0.290501	0.066622	0.0243736	0.537427	0.049121	0.0818155	0.37988	0.937398	2.60091	0.33771	0.369571	0.0770711	0.215648	0.3520953	7.181581
51	1	-13148.9	-13107.3	-41.5367	0.7842997	0.319499	0.124675	0.216154	0.160072	0.251803	0.181585	0.172452	0.187314	0.188986	0.481014	0.165263	0.128067	0.240986	0.273546	0.18532	0.429735	0.283644	0.261537	0.248187	0.0969559	0.164529	0.13108	0.640879	0.0267151	0.230967	0.102013	0.0278239	0.177032	0.0408121	0.162559	0.028869	0.0507272	0.0183048	0.0284141	0.0652849	0.212263	0.0717531	0.257632	0.0652065	0.150709	0.101545	0.0381321	0.0683909	0.0292279	0.362112	0.0583417	0.0233269	0.479219	0.0477732	0.0922137	0.400735	0.952508	2.55454	0.344427	0.378746	0.0609119	0.215915	0.3440244	7.45844
52	0	-13158.5	-13126.8	-31.7741	0.8889	0.299449	0.207701	0.194734	0.178707	0.179269	0.165438	0.220215	0.131865	0.174228	0.316401	0.100093	0.129907	0.242993	0.235488	0.215909	0.278893	0.25715	0.152158	0.240576	0.057171	0.12381	0.0832386	0.524313	0.0714997	0.0204393	0.0310929	0.236231	0.0693558	0.00362652	0.129571	0.0633201	0.12092	0.0581581	0.153378	0.0840661	0.0581457	0.120095	0.0368699	0.183591	0.0349009	0.0440362	0.092112	0.161062	0.0315014	0.301031	0.0656759	0.0235736	0.529795	0.0484234	0.114289	0.440608	0.978841	2.46626	0.337864	0.369739	0.0766516	0.215746	0.3840912	6.482175
53	1	-13149.5	-13111.3	-38.1717	0.8893014	0.264215	0.160929	0.191339	0.190656	0.170851	0.204073	0.259595	0.161032	0.160103	0.363157	0.0991202	0.147557	0.169928	0.246548	0.197947	0.373069	0.420192	0.227903	0.285416	0.107836	0.139187	0.11151	0.62399	0.0340671	0.198312	0.0821576	0.0236476	0.110261	0.0782795	0.239761	0.016756	0.0530273	0.0514121	0.0355077	0.0396736	0.216454	0.0657222	0.228434	0.0390169	0.12203	0.128801	0.0314964	0.0509597	0.0292043	0.353901	0.0582945	0.023308	0.478832	0.0564608	0.114372	0.440749	0.978929	2.46595	0.343204	0.388223	0.0590958	0.209477	0.3713016	7.121931
54	0	-13159.1	-13122.1	-37.0784	1.002324	0.310312	0.182195	0.154814	0.162418	0.203382	0.230676	0.2922	0.23046	0.13052	0.416973	0.138749	0.138807	0.229208	0.190081	0.212875	0.316978	0.322503	0.203142	0.209872	0.061561	0.186394	0.123485	0.423841	0.0370438	0.0287187	0.0447348	0.310984	0.0701169	0.0081776	0.0671273	0.0232483	0.0630463	0.0433599	0.187352	0.0632297	0.0600401	0.195826	0.04916	0.172006	0.0667885	0.0465358	0.124081	0.279579	0.0377419	0.308227	0.0727273	0.0198861	0.525084	0.0363337	0.137417	0.477449	1.00038	2.38475	0.338788	0.369388	0.0754888	0.216336	0.3840912	7.012603
55	1	-13152.8	-13111.3	-41.5055	0.7365049	0.325823	0.143912	0.232908	0.133461	0.277239	0.176924	0.283895	0.153092	0.158733	0.290636	0.147976	0.140508	0.336163	0.288654	0.144685	0.373069	0.333809	0.241098	0.187176	0.112863	0.158825	0.153658	0.521808	0.0372331	0.251279	0.0558827	0.0216113	0.264404	0.100694	0.177561	0.0426875	0.0720179	0.0716235	0.0633687	0.123602	0.154689	0.0610092	0.229945	0.0836645	0.12203	0.0851486	0.0344337	0.0855156	0.0280979	0.376905	0.0560861	0.0238975	0.460691	0.0543218	0.0819965	0.380257	0.93768	2.60007	0.343204	0.388223	0.0590958	0.209477	0.3713016	7.455315
56	0	-13142	-13114.5	-27.4837	1.031933	0.232304	0.126373	0.156302	0.131103	0.207811	0.120995	0.266791	0.110918	0.137095	0.333327	0.100987	0.128087	0.208634	0.188421	0.203684	0.224401	0.275643	0.273555	0.217624	0.0859536	0.125868	0.0729386	0.482548	0.0108035	0.05521	0.0851938	0.226101	0.0305342	0.0314533	0.0766919	0.0248264	0.0524653	0.0429045	0.11954	0.106187	0.0491863	0.200756	0.0336344	0.143909	0.0554172	0.0477649	0.0778376	0.171358	0.0430649	0.346707	0.055133	0.0316524	0.480418	0.0430244	0.143281	0.486144	1.0051	2.36548	0.338788	0.369388	0.0754888	0.216336	0.3840912	6.053138
57	1	-13147.3	-13108.8	-38.579	0.7189371	0.31302	0.127265	0.196055	0.140887	0.218044	0.136577	0.302035	0.205146	0.141573	0.359056	0.147976	0.140508	0.270354	0.210936	0.189028	0.305423	0.278973	0.276032	0.294262	0.087448	0.167036	0.101481	0.508501	0.0603174	0.256019	0.0959303	0.0441725	0.160193	0.0475797	0.194576	0.0788438	0.0719604	0.126086	0.0410336	0.0693717	0.163546	0.04928	0.177474	0.0669662	0.0791387	0.117392	0.0418484	0.103324	0.0271679	0.371495	0.0542298	0.0244141	0.463086	0.0596076	0.0782369	0.37233	0.931689	2.61774	0.343204	0.388223	0.0590958	0.209477	0.3713016	7.162668
58	0	-13153.2	-13122.3	-30.897	0.9427293	0.273144	0.122786	0.14683	0.11663	0.250602	0.127997	0.175547	0.114742	0.137471	0.377493	0.12368	0.143852	0.204406	0.256475	0.187941	0.305948	0.261848	0.204824	0.232564	0.101577	0.2071	0.0647285	0.566013	0.0098057	0.0517164	0.0120331	0.203611	0.0785085	0.0250464	0.0998328	0.00363921	0.12003	0.0739886	0.148513	0.0602206	0.0637461	0.145156	0.0307289	0.168617	0.0362071	0.0651851	0.117254	0.176422	0.0481957	0.293822	0.0617016	0.0127804	0.537656	0.0458443	0.12539	0.458834	0.989822	2.42595	0.342368	0.373292	0.0762867	0.208053	0.3767947	6.39446
59	1	-13148.8	-13112.4	-36.3924	0.9216889	0.303418	0.0956296	0.243172	0.136347	0.243755	0.161752	0.24917	0.147562	0.15674	0.332786	0.112908	0.177534	0.249711	0.29197	0.167359	0.404826	0.311757	0.220285	0.247003	0.109325	0.142452	0.120651	0.508501	0.0131287	0.265509	0.0812531	0.0561058	0.123998	0.0812658	0.198187	0.0432706	0.0593875	0.0431338	0.0237426	0.0483765	0.122527	0.0457711	0.287789	0.093753	0.051268	0.0471324	0.0673531	0.0564394	0.0353905	0.368355	0.0537714	0.0242078	0.459171	0.0591038	0.121076	0.451878	0.985707	2.44134	0.357574	0.37051	0.068108	0.203808	0.3838936	6.944007
60	0	-13149.9	-13111.1	-38.8579	0.9175988	0.307899	0.128592	0.207499	0.171356	0.169568	0.206133	0.273309	0.207592	0.13752	0.27663	0.148161	0.197408	0.238399	0.210801	0.210998	0.415885	0.295488	0.200729	0.276212	0.0834405	0.150801	0.110117	0.465027	0.0083015	0.0540271	0.0295374	0.239754	0.0829223	0.0682574	0.0920426	0.00252312	0.0620268	0.0855504	0.255248	0.10418	0.0510085	0.187229	0.104974	0.170704	0.0717632	0.0533836	0.110714	0.266846	0.0369522	0.372297	0.0571526	0.0241992	0.470185	0.0392137	0.120233	0.450502	0.984882	2.44438	0.345782	0.377014	0.0670762	0.210127	0.3872878	7.190556
61	1	-13141.5	-13106	-35.582	0.9025011	0.332206	0.131345	0.238378	0.17654	0.243128	0.146619	0.261934	0.147891	0.179291	0.35507	0.126957	0.122655	0.271674	0.188238	0.180582	0.297401	0.288888	0.2225	0.287195	0.112027	0.179386	0.10597	0.520562	0.0135788	0.195763	0.0541113	0.0429636	0.160205	0.0939923	0.1442	0.0301128	0.0518468	0.0830147	0.0182947	0.0849902	0.228147	0.0128754	0.168013	0.0904557	0.102945	0.0977221	0.00550171	0.0677925	0.0274326	0.406202	0.0521898	0.0292752	0.428047	0.0568528	0.117113	0.445348	0.981759	2.45578	0.354584	0.367411	0.0676623	0.210343	0.3930246	6.862962
62	0	-13142.4	-13109.9	-32.5823	0.9354635	0.28767	0.146646	0.170935	0.15457	0.20194	0.135851	0.18087	0.156975	0.159896	0.344701	0.149818	0.161842	0.266739	0.246682	0.199422	0.321124	0.231215	0.200729	0.213475	0.073617	0.176462	0.0764802	0.497547	0.0109029	0.0623186	0.0909661	0.165963	0.0679713	0.0813965	0.0732926	0.00266356	0.0801981	0.0678869	0.176511	0.0938839	0.0479153	0.201952	0.0781628	0.0888455	0.0696044	0.0912626	0.0614873	0.194606	0.0374333	0.374123	0.0517276	0.0327725	0.476307	0.0276362	0.123904	0.456456	0.988425	2.43122	0.345774	0.377006	0.0670747	0.210145	0.3832256	6.562995
63	1	-13151.1	-13111.4	-39.7208	0.8422626	0.334533	0.138833	0.201052	0.149441	0.289571	0.132498	0.24815	0.170843	0.210147	0.386368	0.126957	0.217626	0.27591	0.2623	0.187469	0.311783	0.236727	0.309625	0.243812	0.141086	0.17509	0.0669677	0.664081	0.0076814	0.184741	0.0607038	0.037682	0.112598	0.0649904	0.142209	0.0654305	0.0924741	0.0606473	0.0106904	0.102982	0.184735	0.0321227	0.277616	0.0681416	0.0727452	0.114895	0.0404998	0.0623945	0.0297966	0.3249	0.0595572	0.0169514	0.503917	0.0648785	0.104515	0.423609	0.968011	2.50387	0.354584	0.367411	0.0676623	0.210343	0.3800466	7.276849
64	0	-13151.4	-13113.6	-37.7935	1.025828	0.314868	0.115655	0.166758	0.129361	0.306801	0.13856	0.198937	0.19481	0.159775	0.330843	0.136423	0.156183	0.268712	0.200449	0.242034	0.272097	0.29349	0.266254	0.257388	0.0963947	0.161031	0.0790956	0.494767	0.0356921	0.0596617	0.0869896	0.215351	0.0862686	0.0794712	0.086774	0.00425868	0.0679001	0.110473	0.214858	0.111633	0.0457514	0.219364	0.0678631	0.0911052	0.0979488	0.0553334	0.105268	0.261459	0.0416543	0.308027	0.0575603	0.0223679	0.530014	0.0403765	0.142078	0.48438	1.00415	2.36939	0.350788	0.367973	0.0680472	0.213192	0.3832256	7.084113
65	1	-13152	-13118.9	-33.0883	1.027504	0.246154	0.118043	0.180063	0.124305	0.176875	0.207982	0.307228	0.186921	0.146054	0.31467	0.0930224	0.157039	0.260657	0.2655	0.188988	0.264085	0.263964	0.201172	0.222367	0.063062	0.095599	0.0910927	0.459857	0.021742	0.248072	0.0768284	0.0776728	0.124189	0.0524043	0.165125	0.0303793	0.0459215	0.0615766	0.0268742	0.117488	0.275635	0.0369346	0.185071	0.0803921	0.0785178	0.129456	0.0668089	0.0778105	0.0281485	0.378733	0.0629178	0.0202242	0.448687	0.0612899	0.142409	0.484866	1.00441	2.36831	0.354261	0.367076	0.0676007	0.211062	0.4046059	6.6136
66	0	-13150.7	-13116.5	-34.2502	0.9140868	0.30051	0.158238	0.172775	0.185834	0.202439	0.246081	0.250114	0.13102	0.166477	0.42831	0.132027	0.119364	0.277198	0.203803	0.175382	0.325338	0.350418	0.201926	0.209707	0.101267	0.125279	0.111113	0.411543	0.0687058	0.0247045	0.033469	0.155519	0.0899114	0.0289084	0.111766	0.0179854	0.115352	0.0585633	0.14226	0.041475	0.0231247	0.220144	0.0913375	0.170416	0.0684555	0.0499401	0.105268	0.126312	0.039647	0.321276	0.0585634	0.0295879	0.504474	0.0464521	0.119509	0.449313	0.984166	2.44701	0.350788	0.367973	0.0680472	0.213192	0.3684429	6.729782
67	1	-13139.3	-13116.5	-22.8481	0.8469056	0.22415	0.150019	0.151281	0.120141	0.226965	0.131195	0.18536	0.147968	0.117907	0.225551	0.118897	0.125297	0.15916	0.191634	0.16565	0.332604	0.220757	0.161738	0.182255	0.0662276	0.111218	0.134944	0.474867	0.0184945	0.202272	0.0467466	0.0259004	0.117005	0.048399	0.13037	0.0267065	0.0708385	0.0356994	0.0227654	0.0439386	0.182926	0.0463082	0.16971	0.0516676	0.0638495	0.0908155	0.0269237	0.0424523	0.0330418	0.383701	0.0637431	0.0254441	0.454573	0.0394969	0.105493	0.425355	0.96915	2.5	0.356534	0.369432	0.061618	0.212416	0.3706375	5.589575
68	0	-13145	-13109.7	-35.2855	0.7792115	0.280158	0.144787	0.19487	0.112216	0.239574	0.122287	0.311175	0.160735	0.133983	0.297931	0.131809	0.122561	0.282498	0.203684	0.218285	0.345758	0.279114	0.238171	0.248076	0.0676899	0.167052	0.148886	0.553989	0.0569815	0.0505837	0.0408918	0.154136	0.0528988	0.0871059	0.0958202	0.0235955	0.082243	0.0707247	0.151865	0.0917455	0.0313731	0.261999	0.110986	0.175897	0.0440345	0.0257503	0.084928	0.134469	0.0384153	0.351988	0.0464379	0.0245421	0.488801	0.0498159	0.0911281	0.398628	0.951024	2.55922	0.350918	0.36811	0.067702	0.213271	0.3684429	6.833316
