Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
210	-15807.6	-15820.1	12.4261	0.137223	0.0922968	0.109199	0.0912414	0.121002	0.0702112	0.136861	0.0868813	0.088824	0.171491	0.0994273	0.0761896	0.108647	0.127884	0.119747	0.104177	0.122966	0.104883	0.128732	0.0690014	0.102997	0.0703316	0.177725	0.0345609	0.0288033	0.0378008	0.0348442	0.0386405	0.040631	0.043797	0.0268449	0.0245897	0.0680509	0.0351288	0.0226861	0.0308526	0.0207401	0.029293	0.0833246	0.0243433	0.0237942	0.0637559	0.0158773	3.246299
220	-15806.6	-15819.5	12.9016	0.137223	0.0920292	0.0807691	0.0906111	0.138308	0.0637609	0.114676	0.0640621	0.0973614	0.15619	0.0902734	0.069243	0.0826119	0.0929677	0.118526	0.120157	0.117949	0.106843	0.126113	0.070777	0.104528	0.081976	0.162564	0.031795	0.0274059	0.0244294	0.045884	0.054668	0.0597737	0.0555055	0.0133915	0.0355045	0.0579364	0.0319669	0.0234279	0.035254	0.037175	0.0361004	0.105128	0.0145796	0.0309048	0.0772932	0.0211009	3.198744
230	-15806.7	-15819.5	12.8602	0.142314	0.119822	0.102861	0.0852105	0.103187	0.0692773	0.125506	0.063589	0.11333	0.167927	0.0664582	0.104145	0.102871	0.0835246	0.125308	0.0968398	0.123732	0.105726	0.131524	0.0766088	0.0864432	0.072216	0.159497	0.0301879	0.0333332	0.0314918	0.0387518	0.0444071	0.0597737	0.060394	0.0221915	0.035153	0.059836	0.0233556	0.021398	0.0318145	0.0197614	0.0367926	0.075254	0.0210301	0.046209	0.0547552	0.0290773	3.202887
240	-15808.3	-15821.7	13.3532	0.120027	0.0892403	0.100369	0.0908756	0.116782	0.0804084	0.0892723	0.0726837	0.0996958	0.178518	0.0737654	0.0805832	0.0896144	0.112606	0.114745	0.0866743	0.120787	0.105721	0.0987232	0.0801917	0.104069	0.103307	0.185549	0.0203647	0.0371563	0.0319156	0.0337222	0.0449549	0.0473121	0.0605072	0.026383	0.0217359	0.0346415	0.0310744	0.0367652	0.0271316	0.0399609	0.048534	0.0793058	0.0283732	0.035966	0.0500177	0.0235583	3.153588
250	-15818	-15830.2	12.2754	0.146174	0.107227	0.0910676	0.106644	0.106572	0.104912	0.128201	0.0799427	0.121555	0.187469	0.0596443	0.0840554	0.0983031	0.0670593	0.138479	0.109143	0.112299	0.119892	0.132341	0.0717484	0.099327	0.087356	0.154831	0.0352635	0.0398172	0.0202956	0.0176888	0.0373583	0.0333107	0.0570645	0.0247631	0.033513	0.059049	0.0397579	0.0300716	0.0210378	0.0302531	0.0433897	0.0793058	0.0215799	0.0410081	0.0457138	0.0368797	3.261365
260	-15812.4	-15825.5	13.1284	0.120826	0.10369	0.130117	0.0810712	0.110899	0.079427	0.107806	0.0871012	0.0850462	0.14337	0.0751133	0.0649008	0.0914824	0.0937725	0.100448	0.117257	0.119473	0.108635	0.134373	0.0898357	0.104113	0.0811239	0.194845	0.0315313	0.0276578	0.0309327	0.0328563	0.046478	0.0587561	0.061152	0.0248488	0.0175012	0.0540834	0.026614	0.0341325	0.0376646	0.0406701	0.0479565	0.0747078	0.00803134	0.0329277	0.0494024	0.0134367	3.176068
270	-15810.5	-15823.2	12.6637	0.115921	0.101657	0.114205	0.107114	0.11568	0.0989178	0.131512	0.0689757	0.0965548	0.145345	0.0876602	0.085192	0.0706774	0.0900923	0.0935131	0.128687	0.114768	0.1011	0.131931	0.0896746	0.0839498	0.0900839	0.160048	0.0452044	0.0314077	0.031199	0.0264565	0.0488915	0.0553752	0.0642117	0.0217986	0.0390904	0.0522748	0.025126	0.0320838	0.033682	0.03036	0.0333447	0.0937279	0.0187375	0.057067	0.0396092	0.0196357	3.222542
280	-15806.9	-15819.9	13.0213	0.127507	0.0979956	0.10214	0.0680119	0.106115	0.079685	0.130337	0.0742261	0.0987243	0.177645	0.0786092	0.088273	0.104284	0.0865682	0.105949	0.112104	0.120932	0.14549	0.121256	0.0740849	0.0820466	0.0899656	0.167298	0.0409797	0.025994	0.0385765	0.0311675	0.036298	0.0443267	0.0496059	0.0142168	0.0207708	0.0717026	0.0231481	0.0329941	0.0203463	0.0346202	0.0500564	0.0678109	0.0239204	0.0396065	0.0570391	0.0243465	3.186774
290	-15810.2	-15823.1	12.8717	0.128928	0.0957392	0.0871789	0.0853693	0.108238	0.0764863	0.121528	0.100096	0.0870141	0.156094	0.0608249	0.0916875	0.0924609	0.0731343	0.118784	0.114014	0.131305	0.124146	0.122492	0.0856807	0.104158	0.0790837	0.165568	0.0364965	0.0367586	0.0254046	0.0425078	0.056604	0.0480746	0.0454808	0.0191418	0.0218295	0.0380691	0.0248809	0.0258007	0.0498511	0.039214	0.0296619	0.0999862	0.0336111	0.0297118	0.0613089	0.02733	3.201733
300	-15806.8	-15820	13.1144	0.126291	0.112345	0.11524	0.0903107	0.0910201	0.0793173	0.124234	0.0827498	0.0882381	0.16511	0.0752052	0.0671424	0.0771783	0.0881635	0.108859	0.0991484	0.109828	0.116802	0.126566	0.0866138	0.106755	0.0957359	0.189205	0.0392835	0.0325767	0.0292167	0.0276643	0.0325504	0.0625544	0.0536896	0.019608	0.0331916	0.0550775	0.0274645	0.0134498	0.0321976	0.0402361	0.0435141	0.0881763	0.0142107	0.0386017	0.0493569	0.0227894	3.177468
