Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1430	-15375.7	-15391.2	15.4187	0.15884	0.119997	0.0965916	0.116577	0.0957958	0.0787424	0.12498	0.0667982	0.0948104	0.16763	0.0647487	0.0888971	0.0874455	0.102459	0.101627	0.118604	0.121548	0.0921749	0.109642	0.0787406	0.0815414	0.0793547	0.186661	0.0427177	0.0141798	0.0460072	0.0248859	0.0257193	0.085733	0.0314012	0.0341135	0.0141703	0.050225	0.0214283	0.0358907	0.0133568	0.0220683	0.0272829	0.0387076	0.048707	0.042571	0.0312231	0.0416203	0.224374	0.291825	0.109643	0.374158	3.126216
1440	-15373.7	-15388.3	14.5792	0.135377	0.0961216	0.123036	0.0978789	0.114431	0.0787424	0.114619	0.0793151	0.113465	0.155238	0.0778459	0.0799603	0.0943148	0.103937	0.108596	0.147147	0.123195	0.128392	0.133997	0.0743912	0.0939804	0.0677242	0.160379	0.0495489	0.0151685	0.0409413	0.0255604	0.0254307	0.0772802	0.046769	0.0368725	0.0280668	0.033612	0.026061	0.0289671	0.023663	0.0393343	0.0133008	0.0380077	0.0331679	0.064918	0.0187087	0.0426982	0.222282	0.29606	0.101466	0.380192	3.210161
1450	-15378.2	-15392.6	14.4047	0.132288	0.105256	0.116865	0.110734	0.0948	0.0892082	0.131429	0.0584001	0.110134	0.174454	0.0824719	0.0713156	0.107879	0.104177	0.122256	0.116766	0.130762	0.127237	0.117607	0.0750779	0.101647	0.0707847	0.161723	0.0465874	0.0296074	0.0492071	0.0281623	0.010531	0.0973138	0.0178461	0.0368725	0.0236416	0.0426368	0.0376459	0.0414123	0.023663	0.0345864	0.00810168	0.0282821	0.0377615	0.0434938	0.0311608	0.0458265	0.223142	0.286761	0.107159	0.382938	3.227612
1460	-15372.1	-15387.4	15.3018	0.121427	0.0822779	0.10132	0.104523	0.116968	0.087006	0.129599	0.0697326	0.104461	0.159381	0.0659167	0.0986009	0.0900884	0.0896144	0.103045	0.143264	0.121934	0.0963164	0.130355	0.0750779	0.0821324	0.0819498	0.160395	0.0545896	0.0299432	0.0473405	0.0367934	0.00726622	0.0898253	0.0360128	0.052928	0.0236416	0.0382339	0.0339612	0.0204736	0.0112396	0.0295235	0.0196656	0.0282511	0.0550539	0.0361258	0.0242879	0.0473564	0.219081	0.287259	0.108136	0.385524	3.137899
1470	-15376.7	-15391.2	14.5118	0.149187	0.104026	0.0971717	0.0830314	0.0864181	0.0978237	0.145512	0.100065	0.102799	0.16161	0.084146	0.0809397	0.105394	0.0720692	0.108689	0.159426	0.122605	0.110584	0.105073	0.0798491	0.108032	0.0880402	0.191901	0.0432027	0.0190168	0.0489098	0.0243771	0.0144999	0.0754678	0.0360128	0.0408759	0.0188978	0.0393441	0.0409557	0.0185697	0.0191719	0.0393773	0.00701455	0.0302719	0.0469153	0.04174	0.0175648	0.0503281	0.215191	0.295517	0.10399	0.385302	3.216907
1480	-15367.8	-15383.6	15.7508	0.121785	0.09661	0.0971717	0.103949	0.105288	0.0817891	0.139015	0.0726405	0.116711	0.168162	0.0671637	0.0900831	0.105705	0.0810937	0.0982831	0.10818	0.137243	0.100601	0.106787	0.0916484	0.0845801	0.0925412	0.150473	0.0460556	0.0137625	0.0338947	0.0333721	0.0144389	0.0697605	0.030843	0.0368676	0.0269263	0.0391951	0.0359891	0.0333354	0.0365615	0.0302889	0.0172952	0.0295918	0.0358131	0.0444887	0.0235753	0.0434506	0.215177	0.303556	0.10404	0.377227	3.093009
1490	-15376	-15390.3	14.3147	0.105763	0.0924464	0.111158	0.0880691	0.101633	0.0865095	0.12809	0.0847456	0.0975051	0.162147	0.0988742	0.0842922	0.0821975	0.0933315	0.124442	0.119681	0.12014	0.114851	0.120644	0.0943652	0.0940933	0.0680938	0.205183	0.0449782	0.0178538	0.0412275	0.0332395	0.0259471	0.0697605	0.02645	0.0482867	0.032653	0.0472857	0.033341	0.0388215	0.0365615	0.0437367	0.0161496	0.0269435	0.056167	0.0378516	0.0317131	0.0493949	0.220341	0.301611	0.103374	0.374674	3.236617
1500	-15372	-15388	15.9981	0.122469	0.111382	0.0870008	0.0876249	0.110192	0.0876942	0.134743	0.076711	0.0893336	0.172227	0.0927522	0.0850511	0.0766143	0.0949582	0.103634	0.10571	0.127299	0.0980834	0.104072	0.0781601	0.0843121	0.0738286	0.160979	0.0314214	0.0123551	0.0416144	0.0298525	0.025908	0.0701221	0.0284032	0.030246	0.0186006	0.0394589	0.0370675	0.0434809	0.0239163	0.0407972	0.0224044	0.0234402	0.0499753	0.0398276	0.0318048	0.0627488	0.216374	0.300292	0.10081	0.382524	3.068276
1510	-15384.8	-15401.2	16.3996	0.123709	0.107678	0.0873628	0.0870237	0.101148	0.0835374	0.115222	0.0734461	0.091504	0.155605	0.0707016	0.089718	0.108273	0.0934596	0.136451	0.107595	0.105516	0.105845	0.103087	0.0544411	0.0849986	0.0688165	0.167586	0.0545548	0.011639	0.0416144	0.0391441	0.0320953	0.0730969	0.0296325	0.0671076	0.0165119	0.0315522	0.0289297	0.022127	0.0326581	0.0389558	0.0196782	0.0274759	0.0425675	0.0402693	0.0218324	0.0339577	0.21157	0.302847	0.0987233	0.38686	3.028124
1520	-15371.7	-15387.4	15.7615	0.119743	0.112585	0.0948524	0.1063	0.0924296	0.0809377	0.119192	0.0780499	0.0973689	0.155605	0.0801714	0.0892999	0.0866625	0.0736921	0.104237	0.114826	0.116734	0.111381	0.125049	0.0738607	0.0808523	0.0722431	0.153309	0.0410913	0.0160121	0.0587862	0.0384327	0.024225	0.074495	0.0182677	0.0430584	0.0157987	0.0491694	0.0381302	0.0503602	0.0251068	0.0377956	0.0245653	0.0274759	0.0479345	0.0436343	0.0249986	0.0532099	0.208691	0.317321	0.0977193	0.376268	3.091931
1530	-15376.5	-15391.8	15.2752	0.130273	0.079088	0.114357	0.104444	0.109268	0.0798369	0.109834	0.0889345	0.0932948	0.165369	0.0993641	0.0789119	0.0928814	0.0959653	0.11174	0.119397	0.122468	0.0950019	0.105217	0.0781464	0.0705208	0.108719	0.185268	0.0345313	0.0218208	0.042006	0.0272733	0.0182781	0.0937007	0.03508	0.0418179	0.0340539	0.040597	0.02117	0.0269163	0.0332587	0.0198926	0.0310219	0.0294931	0.0306649	0.0525903	0.0307023	0.037393	0.224532	0.298535	0.10093	0.376003	3.140561
1540	-15377.8	-15393.5	15.6197	0.109549	0.0994042	0.114375	0.111458	0.127944	0.078139	0.144505	0.0692966	0.0846644	0.148904	0.0777613	0.0984985	0.100575	0.0923147	0.1217	0.107032	0.135407	0.117233	0.109982	0.0651935	0.0808685	0.0630111	0.151827	0.0325361	0.0167745	0.0456169	0.0473813	0.0177358	0.0651365	0.0277155	0.0341058	0.0398155	0.0352766	0.0321546	0.0281014	0.0286812	0.0363774	0.021804	0.0326761	0.0389241	0.0425685	0.0350907	0.0380023	0.210416	0.295116	0.106391	0.388077	3.106117
1550	-15366.1	-15381.7	15.5619	0.105219	0.102684	0.0976589	0.105293	0.117511	0.0822929	0.119631	0.0760482	0.112218	0.159057	0.08094	0.0829037	0.0942009	0.0839023	0.0966614	0.126948	0.134748	0.107108	0.125122	0.0855793	0.0764547	0.0799345	0.177231	0.0273832	0.0157862	0.0467315	0.0364322	0.019593	0.0690371	0.041237	0.0451602	0.0218688	0.0366643	0.0411912	0.024434	0.0245881	0.0353989	0.0183388	0.022572	0.0481618	0.0385996	0.0260646	0.0433076	0.213973	0.284253	0.103883	0.397891	3.111897
1560	-15367.1	-15382	14.9042	0.134384	0.106128	0.0981191	0.10476	0.0992072	0.083916	0.131958	0.0812831	0.076027	0.151813	0.0905017	0.0730169	0.0952562	0.0939163	0.111425	0.136729	0.122736	0.129174	0.118927	0.0805711	0.0851006	0.0754883	0.193355	0.0417648	0.023026	0.0524804	0.0257082	0.019593	0.0834761	0.0321636	0.0545475	0.0252848	0.0516742	0.0232219	0.0320069	0.0147983	0.0356108	0.0239083	0.0250091	0.0387893	0.0339928	0.018914	0.0479041	0.211872	0.304528	0.104336	0.379265	3.177668
1570	-15375.9	-15390.7	14.8018	0.111774	0.108018	0.096502	0.114406	0.124847	0.0775234	0.112167	0.0812502	0.108873	0.173279	0.0885568	0.0694639	0.130481	0.0925406	0.109705	0.140036	0.110041	0.117718	0.12011	0.0622984	0.101677	0.0829062	0.169714	0.0218915	0.0134166	0.050352	0.0257082	0.0116745	0.0813085	0.0267383	0.0362391	0.0298317	0.0561051	0.0273288	0.0248323	0.0306398	0.0455392	0.0223813	0.022855	0.0362373	0.0347255	0.027922	0.0582926	0.227563	0.283795	0.106179	0.382462	3.187907
1580	-15374	-15388.3	14.2555	0.13308	0.106287	0.102607	0.108072	0.112921	0.0841357	0.132412	0.0848933	0.0937123	0.184292	0.0892181	0.1134	0.102989	0.0932979	0.120506	0.133228	0.151166	0.106976	0.103104	0.0823995	0.0760784	0.0889881	0.169628	0.0330844	0.0173111	0.0480611	0.0263665	0.0121093	0.0761205	0.034098	0.0462743	0.0314003	0.0351459	0.0309517	0.0246614	0.0271146	0.0289236	0.0267908	0.0139688	0.0262893	0.0462536	0.0235693	0.0606481	0.224372	0.297217	0.102748	0.375662	3.242533
1590	-15394.2	-15408.7	14.4435	0.126141	0.114406	0.115943	0.0943261	0.0861737	0.0906738	0.140845	0.0692786	0.10108	0.157777	0.0702328	0.0679845	0.084274	0.107391	0.120506	0.154837	0.14865	0.104099	0.166473	0.066235	0.101833	0.0823547	0.176802	0.0302734	0.0334897	0.0515192	0.0288143	0.0233623	0.0744959	0.0329565	0.0553626	0.0326862	0.037278	0.0257926	0.016797	0.0269354	0.0415626	0.017123	0.020463	0.0281969	0.0316584	0.0253438	0.0413069	0.238549	0.287431	0.10924	0.36478	3.223736
1600	-15375.7	-15390.8	15.1097	0.136446	0.119514	0.105579	0.0963687	0.110822	0.0891554	0.112473	0.0748591	0.0741014	0.158163	0.0762988	0.081185	0.0770584	0.0949727	0.116734	0.124972	0.136853	0.147972	0.126524	0.0850503	0.0945036	0.0814183	0.182952	0.0304954	0.0167069	0.0549029	0.0348511	0.0200839	0.0772715	0.0247711	0.0326209	0.0192748	0.0475909	0.0224237	0.0216566	0.0362434	0.0401988	0.0147395	0.017694	0.0277813	0.0401618	0.0273296	0.0463397	0.206981	0.301088	0.109818	0.382113	3.157113
1610	-15378.2	-15393.3	15.1334	0.122849	0.0874701	0.0930733	0.100623	0.126043	0.0766001	0.133594	0.0773032	0.0937936	0.163348	0.0762988	0.0821794	0.0867678	0.08923	0.116196	0.115823	0.122146	0.11813	0.130724	0.0850296	0.0976338	0.0818986	0.177984	0.0153181	0.0227871	0.0562485	0.0329089	0.0217081	0.080783	0.0356273	0.0435945	0.0218462	0.0360794	0.0313151	0.0288911	0.0105963	0.0541644	0.0206256	0.0123708	0.0444201	0.0433848	0.0251807	0.0621575	0.221752	0.286641	0.112768	0.378839	3.154747
1620	-15374.8	-15390.9	16.0918	0.10801	0.0863183	0.0982753	0.0894012	0.101687	0.0810017	0.12626	0.0808271	0.0850205	0.158292	0.0669488	0.0828315	0.0960899	0.08923	0.0982638	0.128568	0.114951	0.103684	0.134824	0.0789853	0.088403	0.0889824	0.146336	0.0248743	0.0274907	0.048661	0.0314507	0.0188067	0.0988295	0.0220517	0.0409688	0.0322732	0.0572669	0.0307142	0.0311195	0.0328093	0.0337589	0.0202155	0.0372846	0.0510363	0.0328612	0.0269535	0.0262816	0.209513	0.31171	0.103572	0.375206	3.0589
1630	-15377.3	-15392.4	15.0855	0.13072	0.0863917	0.0931008	0.108226	0.0986056	0.0893748	0.12647	0.0787806	0.115801	0.151529	0.0811764	0.078021	0.0811026	0.0954929	0.120921	0.128615	0.10478	0.0985535	0.13392	0.0813199	0.0844627	0.0828913	0.170682	0.0448743	0.0302915	0.0438573	0.0451031	0.00991787	0.0928174	0.0349908	0.0409688	0.0211363	0.0377355	0.0355843	0.0297177	0.0304056	0.046137	0.0147398	0.0186126	0.0668169	0.0311992	0.0255662	0.0381277	0.219329	0.300378	0.107292	0.373001	3.159538
1640	-15374.2	-15389.3	15.0657	0.124579	0.0831696	0.0993019	0.104904	0.123614	0.087405	0.115642	0.0757096	0.0889566	0.17197	0.0792301	0.0907092	0.0793415	0.0904479	0.109963	0.125982	0.131733	0.111605	0.107942	0.0790766	0.0811462	0.0903832	0.18367	0.044735	0.0288036	0.063502	0.0270968	0.0142594	0.0916369	0.0352829	0.0341714	0.0211542	0.0361178	0.0250927	0.0255182	0.019691	0.0252237	0.0173321	0.0398998	0.0482945	0.0495156	0.0253021	0.0524007	0.211224	0.318958	0.0980602	0.371757	3.161511
1650	-15374.1	-15389	14.9532	0.103738	0.0979774	0.111856	0.0971243	0.110562	0.0917334	0.14334	0.0843335	0.087393	0.161463	0.0875971	0.0877238	0.0768152	0.0934259	0.115963	0.120949	0.157755	0.125125	0.113559	0.0738562	0.087572	0.0712684	0.167741	0.0357186	0.0157464	0.0308935	0.0317174	0.019571	0.0768584	0.030757	0.0383197	0.0261178	0.0469962	0.0290604	0.0199788	0.0332355	0.0396693	0.0284299	0.0309975	0.0347523	0.0566028	0.0236152	0.0548499	0.207849	0.296094	0.109781	0.386275	3.172759
1660	-15375.6	-15390.1	14.5594	0.147648	0.0772764	0.0825367	0.0971243	0.0813957	0.112765	0.144386	0.0780296	0.0940109	0.174063	0.0789486	0.0687636	0.102347	0.0969571	0.10207	0.132495	0.145857	0.107959	0.119191	0.0801223	0.0920209	0.0805818	0.1682	0.0344971	0.0184522	0.0604299	0.038456	0.0145346	0.0821641	0.0385672	0.0417863	0.0283642	0.042031	0.051703	0.0306853	0.0246163	0.0428076	0.0133545	0.0303327	0.0399444	0.0522575	0.0215267	0.0408848	0.209696	0.303836	0.104083	0.382385	3.212144
1670	-15377.3	-15392.6	15.2451	0.124751	0.0906515	0.0975755	0.115825	0.0985754	0.0755584	0.150749	0.0761305	0.100365	0.186275	0.0942127	0.0852135	0.0936542	0.0890035	0.0974698	0.135857	0.131215	0.106303	0.0957277	0.0699588	0.0944251	0.0815442	0.150661	0.0240141	0.0186995	0.0582299	0.045761	0.0165551	0.0727989	0.0369438	0.0401456	0.0383618	0.031323	0.0316549	0.0257943	0.0411251	0.0495065	0.0178452	0.0278884	0.0403181	0.0297611	0.0159574	0.0391854	0.231781	0.298542	0.0985046	0.371173	3.143569
1680	-15378.8	-15394.2	15.3905	0.132705	0.1022	0.102863	0.086025	0.109513	0.0708785	0.0923681	0.0660621	0.100365	0.17888	0.0778306	0.071555	0.101072	0.0970309	0.111375	0.138799	0.127989	0.100571	0.104813	0.0912549	0.0648089	0.0756101	0.175684	0.0547036	0.00617636	0.0376455	0.0304372	0.0208196	0.0628071	0.0396347	0.0408047	0.0306648	0.0514833	0.0381031	0.0379682	0.0250264	0.0309787	0.0379814	0.0224408	0.0424025	0.0442383	0.0407035	0.0537596	0.205857	0.304707	0.105194	0.384242	3.129031
1690	-15373.7	-15388.9	15.2027	0.108377	0.0954403	0.0896811	0.115768	0.101253	0.0763217	0.121773	0.091344	0.101738	0.164812	0.0713585	0.0891387	0.0977883	0.092899	0.111375	0.132666	0.116461	0.118433	0.115602	0.0741906	0.0847254	0.100206	0.207799	0.0302538	0.0161589	0.0420136	0.0329075	0.0131078	0.0881157	0.0339056	0.0289566	0.0189552	0.0307788	0.0444024	0.020012	0.0299778	0.0316645	0.0298107	0.018525	0.0571961	0.0330356	0.0202525	0.0486376	0.216106	0.303499	0.110743	0.369652	3.147819
1700	-15372.9	-15386.4	13.5791	0.143852	0.118186	0.113204	0.0992263	0.106423	0.0844256	0.128979	0.0706203	0.092508	0.167483	0.0842208	0.0977471	0.103313	0.102637	0.13	0.148308	0.115776	0.121046	0.141988	0.0719164	0.0847254	0.0745489	0.173521	0.0374517	0.0130267	0.0411301	0.0220194	0.0301496	0.0839754	0.0345597	0.0364138	0.0292535	0.0373781	0.0291583	0.0363752	0.022899	0.0355227	0.0298873	0.0247899	0.0487056	0.0389066	0.0380653	0.0658548	0.225041	0.294486	0.100175	0.380297	3.310177
1710	-15366.1	-15381.3	15.1181	0.136981	0.114061	0.104691	0.0998249	0.0999844	0.0844256	0.125974	0.0776691	0.0736973	0.17212	0.0863379	0.0803093	0.0991224	0.0940022	0.119041	0.135667	0.135345	0.11086	0.104992	0.0878096	0.076542	0.0784204	0.171265	0.0332062	0.0151314	0.0419904	0.0345194	0.0185902	0.0799368	0.0306142	0.029021	0.0337591	0.0401964	0.0262987	0.025367	0.0141881	0.0485179	0.0174353	0.0218725	0.0412711	0.0427243	0.0298418	0.0626453	0.216769	0.296423	0.105508	0.3813	3.156269
1720	-15373.1	-15387.4	14.3266	0.113736	0.113997	0.0980295	0.124556	0.102385	0.0960154	0.129564	0.0743608	0.0827408	0.17793	0.0733208	0.084735	0.105623	0.101103	0.093843	0.151489	0.140616	0.111216	0.101579	0.0783392	0.0946377	0.0815403	0.1694	0.0418996	0.00742187	0.0494095	0.0234971	0.0318377	0.0855749	0.0361385	0.047249	0.0202454	0.0378366	0.0315742	0.0270752	0.0194563	0.0332098	0.017138	0.0427191	0.040734	0.0603676	0.0357814	0.0455032	0.215725	0.311902	0.102379	0.369994	3.235425
1730	-15377.4	-15393.1	15.6742	0.119106	0.092389	0.0990297	0.11437	0.102385	0.0789394	0.120422	0.0839636	0.0906712	0.154839	0.0791185	0.077977	0.0904357	0.0854407	0.082746	0.128261	0.114421	0.134495	0.124212	0.086327	0.0882147	0.0769022	0.14614	0.0552153	0.0176966	0.0476662	0.0350543	0.0120963	0.0682423	0.0306708	0.0373858	0.0284371	0.0520988	0.0270315	0.0217576	0.0378135	0.0549852	0.0175504	0.023742	0.0364338	0.0572987	0.0246831	0.0439955	0.215898	0.311348	0.102462	0.370291	3.100661
1740	-15369.3	-15384.3	15.0345	0.12395	0.0886605	0.0973777	0.100787	0.117663	0.0831594	0.121098	0.0804138	0.102097	0.183015	0.071462	0.0870636	0.0908574	0.0822846	0.110378	0.125219	0.137816	0.11638	0.120853	0.0804805	0.0864429	0.0773979	0.145657	0.0282874	0.0262203	0.0429827	0.0341852	0.0233381	0.102906	0.0327136	0.0429624	0.0284371	0.0456368	0.044993	0.0366045	0.0156122	0.031239	0.0126927	0.0280599	0.0344763	0.0425837	0.0293186	0.0508711	0.214807	0.299765	0.0953502	0.390078	3.164632
1750	-15382	-15397.5	15.482	0.100872	0.0959474	0.103797	0.116611	0.108867	0.0879151	0.131258	0.0640144	0.109902	0.151193	0.0723571	0.0893196	0.108775	0.0936562	0.0854552	0.114739	0.121795	0.0866892	0.106901	0.0800144	0.0920856	0.0942784	0.167923	0.0209702	0.0303121	0.0496045	0.0350591	0.0144512	0.0903445	0.0329795	0.0429624	0.0180718	0.0700723	0.0377516	0.0371086	0.0169874	0.0344233	0.0137597	0.0308942	0.0519116	0.0359227	0.0252454	0.0466893	0.20675	0.309429	0.105411	0.378411	3.119887
1760	-15370.9	-15385.8	14.8825	0.130317	0.107913	0.0889859	0.115109	0.130017	0.0792148	0.103908	0.0802874	0.0986762	0.171611	0.0758962	0.0731818	0.100039	0.0853713	0.121981	0.122629	0.136721	0.110274	0.116894	0.0651608	0.0865865	0.0686529	0.165917	0.0550007	0.0140922	0.0536239	0.0358044	0.0189092	0.0709785	0.0352914	0.0363993	0.0198544	0.0444695	0.0377516	0.037378	0.027007	0.0361154	0.0132101	0.0221646	0.0470631	0.0524636	0.0310979	0.0558104	0.225584	0.31012	0.104076	0.36022	3.179831
1770	-15371.4	-15386	14.6112	0.115933	0.103875	0.0942758	0.100358	0.0915062	0.0985628	0.146288	0.0800402	0.0977489	0.188986	0.078914	0.0807745	0.106628	0.0878005	0.104085	0.136986	0.151651	0.101137	0.11251	0.0839524	0.0880186	0.0802539	0.184953	0.0327644	0.0156968	0.0606843	0.0250371	0.00870383	0.085952	0.0458355	0.035412	0.0146061	0.0352152	0.0423425	0.0148569	0.0175306	0.0460752	0.0319162	0.0233665	0.0488942	0.0373275	0.0197929	0.049722	0.223004	0.29771	0.100406	0.378881	3.206968
1780	-15369.1	-15384.2	15.1103	0.117724	0.0885547	0.101384	0.106039	0.112892	0.097877	0.111843	0.0705653	0.105206	0.15234	0.0798801	0.0807745	0.110125	0.105656	0.111761	0.114968	0.126917	0.126646	0.117523	0.0705324	0.0963911	0.0950503	0.152408	0.0356556	0.0135936	0.0589521	0.0401562	0.0194661	0.072762	0.0262461	0.03153	0.0230344	0.0449046	0.0467924	0.0205209	0.0223159	0.048074	0.022193	0.0227862	0.0402238	0.0552402	0.0242747	0.035277	0.222602	0.296151	0.102923	0.378324	3.157055
1790	-15369.7	-15385.7	16.0478	0.126695	0.0994043	0.0800411	0.0901524	0.128225	0.0762427	0.136773	0.0678145	0.0889231	0.187158	0.0714499	0.0704151	0.097902	0.0941442	0.0892673	0.108311	0.124861	0.0961011	0.131278	0.0598869	0.084966	0.0873367	0.16164	0.0325756	0.0187375	0.0471823	0.0217337	0.0143843	0.0803085	0.0301334	0.0419477	0.0318472	0.0448501	0.0380093	0.0307632	0.0216148	0.0354937	0.0218302	0.0336661	0.0451972	0.0394097	0.0271724	0.0474596	0.215116	0.282876	0.107724	0.394283	3.063305
1800	-15377.4	-15392.4	14.992	0.106397	0.104666	0.0965439	0.0907465	0.12663	0.0761412	0.123139	0.0776288	0.0829269	0.159405	0.0776937	0.0891468	0.0904517	0.0898389	0.0972736	0.121999	0.136866	0.121548	0.133969	0.0672147	0.0932569	0.0832628	0.16164	0.0291836	0.0122214	0.0674142	0.0265563	0.0273019	0.0888699	0.0347761	0.0416338	0.0294057	0.0467186	0.0315591	0.0178715	0.0381877	0.0670592	0.0245496	0.0360236	0.0321352	0.0352466	0.0287171	0.0450632	0.211234	0.297602	0.0994389	0.391725	3.16888
1810	-15387.8	-15402.8	15.0048	0.106704	0.100906	0.0769587	0.0940307	0.103821	0.100688	0.135677	0.0690545	0.0909093	0.173568	0.07135	0.092031	0.0983087	0.0690793	0.0891351	0.128909	0.165367	0.122131	0.102677	0.0898996	0.0882338	0.0954346	0.213701	0.0324718	0.0175266	0.0609722	0.0238379	0.0159721	0.0730555	0.0236537	0.0358158	0.0313397	0.0437098	0.0187057	0.0264756	0.0267566	0.0457281	0.0223431	0.023057	0.0421778	0.0399627	0.0260742	0.0593978	0.198994	0.299992	0.104321	0.396693	3.167609
1820	-15370.2	-15385.3	15.1268	0.140725	0.120939	0.0909951	0.107008	0.110511	0.0783956	0.135378	0.0802976	0.102478	0.168934	0.0831204	0.0618586	0.0827515	0.0893909	0.115591	0.124745	0.120166	0.126237	0.114981	0.0686158	0.0850327	0.0844162	0.161786	0.0362154	0.0097515	0.0489166	0.0212923	0.0152446	0.070218	0.0353811	0.0410988	0.0166541	0.0322567	0.0400933	0.0370558	0.0305131	0.0476103	0.0314117	0.0261852	0.0540647	0.0471206	0.0244096	0.0355571	0.21727	0.302536	0.10668	0.373514	3.155404
1830	-15370.1	-15383.8	13.6842	0.132976	0.100172	0.111038	0.114359	0.11347	0.0923246	0.150178	0.0716519	0.113512	0.187197	0.086685	0.0755146	0.112862	0.0947907	0.095536	0.134214	0.137912	0.132021	0.117446	0.0806877	0.0895199	0.0766947	0.173504	0.0462578	0.0150377	0.0512854	0.0370071	0.0163784	0.0881714	0.0386966	0.0398823	0.0241328	0.0397487	0.0249244	0.0200818	0.0324352	0.0385155	0.0195215	0.0250439	0.0380717	0.0328762	0.029637	0.0476876	0.220603	0.305182	0.107075	0.367141	3.299659
1840	-15374.4	-15389.8	15.3902	0.114858	0.0997694	0.11571	0.0940651	0.0922234	0.0871226	0.116842	0.0819194	0.098842	0.15105	0.0669374	0.0841073	0.0802709	0.110114	0.111743	0.125715	0.144039	0.111137	0.132349	0.0694192	0.101718	0.0817239	0.184115	0.0320602	0.0191273	0.056982	0.0320834	0.0092987	0.07238	0.0264063	0.0360444	0.0254146	0.0589614	0.031747	0.0252615	0.0258176	0.0220574	0.0177376	0.0359741	0.050679	0.0342839	0.0200861	0.0408661	0.202021	0.311478	0.109565	0.376936	3.12906
1850	-15372.7	-15388.7	15.9793	0.135917	0.0980076	0.0974738	0.107048	0.0975464	0.0878891	0.121185	0.0760103	0.0923372	0.182938	0.0835139	0.0766702	0.0783155	0.088595	0.111743	0.11002	0.109964	0.11261	0.108736	0.0631426	0.0802741	0.075199	0.182159	0.0400441	0.0231596	0.0520713	0.0241982	0.0105698	0.0867892	0.0384402	0.0404854	0.018635	0.0498689	0.0324838	0.0264553	0.019468	0.0274558	0.0101546	0.0205545	0.0525033	0.0538255	0.0203581	0.0453338	0.220535	0.298604	0.113173	0.367689	3.070149
1860	-15365.3	-15381.2	15.8964	0.107972	0.0988355	0.093418	0.094601	0.0990434	0.0767679	0.110388	0.0729914	0.0849299	0.172966	0.0792762	0.0815749	0.0926403	0.0911298	0.116353	0.133591	0.143574	0.118913	0.130918	0.0683108	0.0877905	0.074709	0.173376	0.0268143	0.0171693	0.0460431	0.0223555	0.0193107	0.0874753	0.0334264	0.0454566	0.0281662	0.0302031	0.0285408	0.0289038	0.0272779	0.0298502	0.00949292	0.0290964	0.0481585	0.0446153	0.0222815	0.0497384	0.211029	0.294793	0.1076	0.386578	3.078445
1870	-15374.3	-15389.1	14.8408	0.124139	0.110331	0.108149	0.104629	0.117556	0.0920282	0.131403	0.0749529	0.120224	0.166802	0.081497	0.0885514	0.0921868	0.101927	0.0939132	0.140405	0.139974	0.110925	0.0996915	0.0724509	0.0813086	0.0752156	0.178069	0.0374092	0.00960028	0.0529314	0.0308748	0.0346472	0.0628777	0.0269223	0.0493996	0.0282742	0.0391818	0.0211243	0.0217023	0.0332087	0.0281525	0.0239724	0.0393553	0.0481475	0.0278413	0.0232889	0.0387587	0.21512	0.307141	0.103228	0.37451	3.184
1880	-15368.6	-15384.3	15.7647	0.126687	0.10883	0.0860429	0.111976	0.113589	0.0880562	0.116542	0.0735375	0.0921508	0.141771	0.0777995	0.0800449	0.0928602	0.0840963	0.11109	0.13594	0.142378	0.104295	0.0985759	0.0704785	0.0863986	0.0782864	0.158241	0.0374092	0.0228415	0.0630074	0.0308748	0.0248564	0.0748402	0.0272371	0.0314499	0.0269523	0.0465242	0.0437617	0.0354314	0.0242687	0.040643	0.0236463	0.028864	0.0406197	0.0287346	0.0168871	0.043102	0.209981	0.299804	0.109168	0.381047	3.091617
1890	-15378.1	-15392.4	14.3513	0.115764	0.0918943	0.0995397	0.113999	0.108053	0.0727313	0.154119	0.0835668	0.105191	0.175718	0.083548	0.0883133	0.0985343	0.110262	0.0930436	0.133764	0.125964	0.127829	0.131445	0.0633985	0.0918694	0.0722495	0.179793	0.0354351	0.0178168	0.0297975	0.0221577	0.0232628	0.0803579	0.044771	0.0434871	0.0406659	0.0386567	0.0141284	0.0198317	0.0258124	0.0436433	0.0232083	0.0323774	0.0380082	0.0507877	0.0268735	0.0612878	0.224524	0.281738	0.107093	0.386645	3.232958
