Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
5880	-14779.1	-14789.3	10.2089	0.125347	0.10596	0.0995426	0.0844395	0.0977203	0.0880762	0.143297	0.101908	0.0891145	0.154278	0.0649721	0.0800789	0.111743	0.0907745	0.0940088	0.138028	0.167352	0.104989	0.118425	0.10415	0.0819032	0.0827461	0.167966	0.0398733	0.0155481	0.0486689	0.0395737	0.0569949	0.0535727	0.0338553	0.0232057	0.0272122	0.0253791	0.0839354	0.0580907	0.0410229	0.0565222	0.026163	0.0285332	0.0618212	0.0351817	0.0498769	0.0221092	3.943594	0.266225	0.291519	0.106035	0.336221	3.323961
5890	-14766	-14775.7	9.78236	0.143708	0.10639	0.0983872	0.108982	0.115116	0.0954783	0.116492	0.0812829	0.0972442	0.178405	0.0785535	0.0734126	0.125556	0.110473	0.119911	0.136803	0.142563	0.109461	0.146776	0.0803531	0.0919545	0.0922928	0.211103	0.0527607	0.0133027	0.0503143	0.0415931	0.0446017	0.0158863	0.031042	0.0308819	0.0273937	0.0253791	0.0809768	0.0493948	0.0195595	0.0548411	0.0171567	0.0279641	0.0435986	0.0396528	0.0191335	0.0203881	3.945099	0.270353	0.300963	0.097026	0.331658	3.366523
5900	-14769.8	-14780.2	10.3551	0.139767	0.0908516	0.110152	0.108982	0.106734	0.0879216	0.11392	0.0837863	0.12993	0.195006	0.0734385	0.0884834	0.096363	0.114059	0.102114	0.140882	0.152448	0.112644	0.128515	0.0605002	0.101405	0.0692962	0.192501	0.0524633	0.0183333	0.044863	0.0434289	0.0368042	0.0288364	0.0270948	0.0189377	0.0315178	0.0310811	0.0800331	0.0621974	0.0124247	0.0529872	0.0352588	0.0363113	0.0304824	0.018628	0.0279422	0.0218919	3.912415	0.264916	0.290364	0.10103	0.34369	3.311217
5910	-14766.3	-14776.3	9.99636	0.140378	0.101074	0.112761	0.0879393	0.110267	0.0756839	0.129609	0.0884997	0.079578	0.194973	0.0821722	0.0835333	0.10358	0.103139	0.11502	0.127979	0.133365	0.114039	0.126063	0.0909677	0.0892138	0.0890483	0.16767	0.0418592	0.0224364	0.0330057	0.0487155	0.0491885	0.0183952	0.0167806	0.0228883	0.0372101	0.0277472	0.118322	0.0651683	0.0130446	0.0551106	0.0331535	0.0352464	0.0461524	0.0213545	0.0475308	0.0398562	4.035514	0.260604	0.290062	0.103451	0.345883	3.339721
5920	-14773.7	-14784.2	10.4758	0.142006	0.103643	0.0985036	0.106131	0.132356	0.0849797	0.14577	0.0722403	0.0813645	0.180483	0.0764378	0.0769073	0.0784984	0.0852467	0.118148	0.138888	0.125263	0.119928	0.120646	0.0893537	0.0721509	0.0702635	0.171406	0.0387134	0.0236084	0.0392766	0.0599811	0.0366518	0.0147673	0.0278476	0.0263878	0.0423994	0.0258991	0.111825	0.061515	0.0192621	0.0704467	0.0331535	0.0187904	0.0488601	0.0244683	0.045423	0.029229	4.080456	0.274618	0.29583	0.108479	0.321073	3.289121
5930	-14772.9	-14782.4	9.56648	0.145153	0.0870401	0.0925006	0.0858788	0.117144	0.0895657	0.162258	0.0969289	0.102253	0.160254	0.0753232	0.0778017	0.108077	0.121666	0.123732	0.116362	0.129407	0.120226	0.132905	0.0858215	0.0839273	0.0964543	0.169055	0.0387134	0.0305988	0.0578573	0.0468931	0.0318191	0.050782	0.0235467	0.0248913	0.0404421	0.0274266	0.0991387	0.0541346	0.0084309	0.0593988	0.0322446	0.0297255	0.0393825	0.055326	0.0354532	0.0115642	4.123798	0.272108	0.287752	0.104115	0.336024	3.377502
5940	-14775.9	-14785.3	9.40096	0.144052	0.100635	0.115257	0.0802584	0.113318	0.0893709	0.148905	0.0840149	0.102253	0.204716	0.0934922	0.08059	0.103509	0.0913931	0.10452	0.170513	0.131102	0.138682	0.124129	0.0774929	0.10108	0.0714783	0.18459	0.0370663	0.0307127	0.0641466	0.0578807	0.0355436	0.0236021	0.0208447	0.0211848	0.0364638	0.0398174	0.0686776	0.0481172	0.0129749	0.0593988	0.0266037	0.0186562	0.0381926	0.0289748	0.03361	0.0391011	4.075035	0.274912	0.299082	0.0930075	0.332999	3.396922
5950	-14771.1	-14781.6	10.4543	0.147591	0.074101	0.113156	0.106671	0.102958	0.0839759	0.117994	0.0706911	0.103522	0.183292	0.0758404	0.0748278	0.105948	0.107993	0.118996	0.160405	0.151936	0.0859624	0.142136	0.0832235	0.0746516	0.0846176	0.173952	0.0297188	0.0175902	0.0520718	0.0343383	0.0467793	0.0280101	0.0335869	0.0306796	0.0335321	0.0306382	0.080543	0.0757044	0.0252852	0.0497409	0.027713	0.0198275	0.0566277	0.0276499	0.0333744	0.0309581	3.78916	0.282485	0.272294	0.0941686	0.351052	3.30881
5960	-14774.1	-14784.3	10.1801	0.12488	0.0873608	0.0994748	0.0815253	0.107793	0.0980866	0.126644	0.0837263	0.089772	0.143033	0.0628262	0.0851391	0.117689	0.116061	0.144581	0.136788	0.122444	0.134759	0.132936	0.0809612	0.0963976	0.0740849	0.194583	0.0357185	0.0252972	0.0566884	0.0506807	0.0319233	0.0214564	0.0330011	0.0285145	0.0268008	0.0448443	0.094732	0.042857	0.0209042	0.0694482	0.0288741	0.0399556	0.0454558	0.0359127	0.0370187	0.0188997	3.8825	0.262993	0.299469	0.109705	0.327833	3.330531
5970	-14766.6	-14776.4	9.82874	0.158932	0.0946343	0.109695	0.0892457	0.0980981	0.0803791	0.122768	0.0849021	0.107429	0.172814	0.0837407	0.090218	0.104665	0.106924	0.106934	0.132086	0.141766	0.122938	0.167234	0.0896271	0.0836945	0.0744036	0.190265	0.041408	0.0252972	0.0544933	0.0409218	0.0281024	0.0267716	0.0381171	0.0230287	0.0357379	0.0249759	0.0811954	0.0664278	0.0187829	0.0524314	0.0226116	0.0162692	0.0368528	0.0413733	0.0548804	0.0150909	4.00725	0.283063	0.294203	0.0931602	0.329574	3.358163
5980	-14772.4	-14781.9	9.51	0.138138	0.0946343	0.126205	0.111925	0.108554	0.0875762	0.12721	0.0807483	0.0998875	0.1631	0.0760739	0.0930157	0.100921	0.0908669	0.102935	0.16902	0.160088	0.115483	0.13104	0.0723042	0.089418	0.0843053	0.163147	0.0402931	0.0423276	0.0446707	0.0468806	0.0394414	0.0121247	0.0216316	0.0311409	0.0260105	0.0218751	0.10697	0.0563754	0.0186435	0.0611831	0.0337662	0.0313404	0.0573964	0.0220717	0.035977	0.0410027	4.217054	0.287297	0.291723	0.0906625	0.330318	3.377721
5990	-14763.1	-14773.8	10.6757	0.143268	0.0801972	0.0904743	0.0892194	0.118173	0.0818524	0.145086	0.0843465	0.083719	0.163185	0.070867	0.084859	0.0982529	0.110282	0.096732	0.139008	0.139637	0.107332	0.122475	0.0882589	0.0868762	0.076472	0.213642	0.0372582	0.0150414	0.046474	0.0437406	0.0377738	0.0297566	0.0376797	0.0311409	0.0372156	0.018018	0.0866009	0.0545574	0.0278639	0.0570874	0.0193292	0.0233379	0.0591729	0.0368532	0.0412163	0.0127295	4.11555	0.270661	0.300112	0.100161	0.329066	3.267063
6000	-14767.6	-14778.1	10.5217	0.157007	0.0843598	0.0904663	0.101375	0.110276	0.0803594	0.130627	0.0746866	0.0821983	0.203539	0.0653883	0.0702606	0.0878635	0.108379	0.095733	0.139663	0.130811	0.112131	0.128653	0.0832797	0.0657192	0.0918222	0.212031	0.0372582	0.0121124	0.0496496	0.049979	0.0300467	0.0242763	0.0367352	0.0354444	0.0344248	0.0276321	0.082721	0.0654876	0.0198045	0.0428206	0.0397948	0.0272956	0.067574	0.0253299	0.0508772	0.0194404	4.066753	0.276981	0.284906	0.0942931	0.34382	3.285333
6010	-14777.5	-14786.2	8.68664	0.147255	0.0990939	0.132618	0.106227	0.111592	0.0895513	0.137789	0.0856018	0.0864634	0.190203	0.0810453	0.0930954	0.106415	0.0904037	0.125291	0.14669	0.151604	0.10531	0.117356	0.082514	0.0790663	0.103501	0.175855	0.0435073	0.00750135	0.0525362	0.0502527	0.0414323	0.0495169	0.028809	0.0212894	0.0342815	0.0144341	0.0976259	0.0659644	0.0246904	0.068519	0.0227165	0.0344517	0.0323594	0.0579363	0.0440028	0.0224019	4.239328	0.280905	0.291009	0.0956806	0.332406	3.45877
6020	-14774.7	-14784.7	10.0067	0.171636	0.103822	0.104499	0.0927476	0.116965	0.0838066	0.12555	0.0692754	0.10602	0.154158	0.082675	0.0969372	0.090175	0.0851109	0.119309	0.142667	0.152603	0.130301	0.125279	0.0679218	0.0844952	0.107854	0.142618	0.0435073	0.00840922	0.0451946	0.0340268	0.0438974	0.0274547	0.0279366	0.0270175	0.0336404	0.0314654	0.0968383	0.0671955	0.0194372	0.0603617	0.0384034	0.0347962	0.0488171	0.0358235	0.0306552	0.0301825	3.988514	0.269665	0.291847	0.103934	0.334554	3.341486
6030	-14771.9	-14781.3	9.35437	0.161207	0.103822	0.094011	0.096539	0.102021	0.0952817	0.13523	0.0841965	0.0843883	0.196091	0.0735926	0.0938547	0.102338	0.135347	0.0927706	0.142562	0.158109	0.117116	0.109968	0.0677678	0.0784374	0.0906589	0.157881	0.0316304	0.0275369	0.0607938	0.0515268	0.0438974	0.0271222	0.0404683	0.0314612	0.0348986	0.0209008	0.0983338	0.0663555	0.0192536	0.0648251	0.0460094	0.0221239	0.0449458	0.0205153	0.0406473	0.0397492	3.997444	0.280251	0.283143	0.104248	0.332358	3.406185
6040	-14766.1	-14776.9	10.8343	0.130039	0.0879073	0.101347	0.0988109	0.0967832	0.0842824	0.138044	0.0879538	0.0965998	0.187607	0.0733092	0.0783366	0.10223	0.125934	0.106966	0.133823	0.135515	0.10176	0.117279	0.0758371	0.0962816	0.0821639	0.163426	0.031347	0.0193217	0.0491258	0.0519377	0.049248	0.013458	0.0230372	0.0283569	0.0364597	0.028497	0.104122	0.0469916	0.00913913	0.0602714	0.0258184	0.0326538	0.0601536	0.0194637	0.0464837	0.0186975	4.020495	0.283189	0.28278	0.096747	0.337284	3.25682
6050	-14763.9	-14773.8	9.86496	0.161023	0.103116	0.111665	0.10365	0.113848	0.0734008	0.126703	0.0756761	0.0944982	0.206402	0.0793172	0.0959362	0.0981899	0.106706	0.0963384	0.145815	0.138534	0.133572	0.140138	0.0677807	0.0976349	0.0725846	0.199192	0.0451156	0.028366	0.0436302	0.0446695	0.0284783	0.018171	0.0323396	0.0288899	0.0380183	0.0202257	0.0741149	0.0574396	0.0249762	0.064034	0.0258184	0.021717	0.0451699	0.028044	0.0289384	0.0190972	3.933287	0.285476	0.285312	0.0973709	0.331841	3.358974
6060	-14768.8	-14778.7	9.89273	0.122075	0.103933	0.113518	0.118589	0.111005	0.0847738	0.121628	0.0853732	0.0894342	0.168782	0.079539	0.0796895	0.104219	0.102682	0.0913649	0.143714	0.147478	0.140147	0.115168	0.105067	0.102299	0.0944715	0.15704	0.0324733	0.0243381	0.0630411	0.0457597	0.0321185	0.0332193	0.0342025	0.0278499	0.0279337	0.0415783	0.0882249	0.0447701	0.029311	0.0713125	0.0258184	0.0140549	0.0454445	0.0300736	0.0354196	0.0249882	3.971166	0.279994	0.284116	0.100983	0.334907	3.35392
6070	-14778.1	-14787.9	9.793	0.158663	0.114745	0.0994508	0.0818569	0.104362	0.0983887	0.127121	0.064048	0.0960016	0.18369	0.0723706	0.0862027	0.104219	0.120535	0.112746	0.146077	0.1526	0.122162	0.105951	0.0876188	0.0899516	0.0702711	0.193025	0.0349435	0.024424	0.0414733	0.0525327	0.0380081	0.00938892	0.036335	0.0268091	0.0333132	0.0261247	0.113165	0.0759004	0.0130962	0.0632591	0.0362586	0.0224972	0.0402768	0.0191689	0.0393308	0.0192992	4.075989	0.255947	0.308908	0.102084	0.333061	3.357662
6080	-14775.8	-14786	10.1928	0.140825	0.0890717	0.105264	0.0730957	0.0989688	0.105863	0.137581	0.0724471	0.0980245	0.178413	0.0828292	0.0799925	0.0949944	0.108179	0.129651	0.147825	0.13156	0.122989	0.128925	0.0894032	0.0981538	0.0875931	0.161313	0.0395172	0.0196744	0.0391043	0.0574605	0.0523925	0.0157395	0.0254115	0.040851	0.0445942	0.0249756	0.0851874	0.048022	0.0293188	0.0632591	0.0242662	0.0411761	0.0434323	0.0342884	0.0235194	0.0139191	3.885677	0.261834	0.290167	0.109815	0.338184	3.32907
6090	-14770.3	-14781.2	10.8997	0.141883	0.0949032	0.112605	0.105808	0.101302	0.0856191	0.122114	0.0773745	0.105769	0.187143	0.0624814	0.0945809	0.0933219	0.124918	0.088391	0.118204	0.135731	0.12286	0.138233	0.0959994	0.0903181	0.0733086	0.172808	0.0437556	0.0158912	0.0337545	0.0434123	0.0524408	0.0352866	0.025281	0.0318863	0.0220224	0.0200307	0.0953548	0.0564512	0.0149463	0.0434788	0.018135	0.018581	0.0500966	0.020888	0.0364867	0.0298057	3.963816	0.264109	0.288637	0.0971022	0.350152	3.253661
6100	-14769	-14778.6	9.59359	0.135766	0.0949032	0.0863529	0.0823383	0.134384	0.0828594	0.122114	0.09266	0.119196	0.171531	0.0920284	0.0846673	0.114171	0.106529	0.113441	0.120059	0.135731	0.121649	0.138233	0.0858224	0.0872564	0.0980059	0.202381	0.0364064	0.0242611	0.0451049	0.0339557	0.0396413	0.0369391	0.0393061	0.0309826	0.0241416	0.0315996	0.106059	0.0526373	0.0282157	0.0380624	0.0295092	0.0209424	0.05047	0.0273131	0.0487226	0.0144055	4.022759	0.284612	0.285209	0.102003	0.328177	3.380755
6110	-14768.6	-14779	10.3398	0.132484	0.0949032	0.0993445	0.12298	0.107686	0.0815754	0.151463	0.0677061	0.0883813	0.172978	0.0772074	0.0879935	0.103929	0.118002	0.128877	0.124431	0.137558	0.125335	0.135571	0.0727995	0.0955684	0.0820835	0.151122	0.0414712	0.0194574	0.0532687	0.0341704	0.0365917	0.0199221	0.0410671	0.0259055	0.0271034	0.0353324	0.0956516	0.0582891	0.0242476	0.0517519	0.0316431	0.0232583	0.0526223	0.025756	0.0211228	0.0338787	3.916743	0.286046	0.289812	0.098232	0.32591	3.312491
6120	-14769.1	-14779.7	10.665	0.140245	0.093607	0.0858709	0.0769913	0.120122	0.0861595	0.134537	0.0719428	0.0929474	0.201544	0.0772074	0.0760659	0.0894671	0.103477	0.0975111	0.142296	0.144009	0.117022	0.123018	0.0750436	0.0882353	0.0879805	0.188621	0.0381068	0.0287996	0.0462942	0.0431226	0.0415421	0.0376154	0.0423866	0.0349847	0.0220555	0.0278055	0.110419	0.043055	0.0178293	0.0633161	0.0272856	0.0339913	0.0501152	0.0123312	0.0493754	0.012366	3.645008	0.271558	0.281596	0.0971207	0.349724	3.296717
6130	-14772.1	-14783.4	11.3416	0.152329	0.0989336	0.104807	0.0965398	0.109007	0.0785337	0.108722	0.0621499	0.10391	0.158894	0.0929893	0.0777523	0.104287	0.119487	0.0920769	0.128308	0.113849	0.127856	0.104915	0.0856673	0.0775299	0.0994516	0.158385	0.0538966	0.0262747	0.0581156	0.0342398	0.0361265	0.0338646	0.022353	0.0285629	0.0233037	0.0270669	0.111363	0.0321123	0.0248667	0.049973	0.0310691	0.0230902	0.0501152	0.0331701	0.0357419	0.0140959	4.025709	0.275521	0.279168	0.0984373	0.346874	3.205781
6140	-14763.2	-14773.2	9.99419	0.12789	0.0967344	0.10596	0.0987457	0.0989555	0.080663	0.124134	0.0768581	0.097251	0.185494	0.086046	0.0875131	0.0955083	0.109688	0.134163	0.121987	0.147066	0.12142	0.118662	0.0931065	0.109782	0.0881295	0.184992	0.0466323	0.0146642	0.0534304	0.0612358	0.0381965	0.0169808	0.0167837	0.0231489	0.0264363	0.0262571	0.109867	0.0619624	0.0205607	0.0522872	0.023627	0.0277967	0.0493053	0.0304736	0.0284094	0.0256364	3.960048	0.270278	0.292557	0.102695	0.334471	3.344441
6150	-14771.9	-14782	10.096	0.132522	0.094722	0.0987563	0.0940045	0.0982403	0.0928642	0.140941	0.0915099	0.090996	0.198121	0.0902859	0.0742063	0.0845593	0.107126	0.098626	0.118167	0.12286	0.121658	0.125013	0.0825027	0.129588	0.072177	0.220874	0.0674491	0.014556	0.0586012	0.0464888	0.0374035	0.0265332	0.0172214	0.0327149	0.0277157	0.0221236	0.103768	0.0579649	0.0174928	0.0605255	0.0337657	0.0193041	0.0502666	0.0174534	0.0290839	0.0109386	4.002954	0.268796	0.29095	0.0991541	0.341099	3.331691
6160	-14774	-14783.7	9.77538	0.132397	0.123261	0.109612	0.110972	0.119926	0.0725776	0.114583	0.0944746	0.091017	0.153841	0.0896946	0.0858364	0.0978793	0.103041	0.11671	0.124259	0.114264	0.150065	0.136304	0.0667015	0.0948585	0.0957078	0.210029	0.0445164	0.014556	0.0535593	0.04031	0.0425953	0.0349748	0.0311263	0.0383273	0.0274902	0.0258603	0.0764891	0.0579649	0.0213129	0.0523259	0.0337657	0.02337	0.0553522	0.0256886	0.0449421	0.0200641	3.8562	0.26019	0.292429	0.100521	0.34686	3.372602
6170	-14773	-14783.7	10.7381	0.12041	0.085855	0.119233	0.0843013	0.128475	0.0817831	0.107335	0.0878524	0.0774696	0.152166	0.0758666	0.0918753	0.110512	0.1083	0.117177	0.152461	0.148415	0.114727	0.113085	0.0803576	0.0866545	0.0952332	0.163856	0.0357524	0.0126131	0.0569879	0.0487209	0.0436153	0.0355525	0.031659	0.0301369	0.0306618	0.0298709	0.091104	0.0504481	0.014668	0.0354686	0.0427055	0.0258109	0.055516	0.040961	0.024169	0.0257815	4.034626	0.28163	0.275132	0.102136	0.341102	3.265604
6180	-14763.1	-14773.4	10.2841	0.137024	0.0654192	0.0965437	0.10268	0.104188	0.0763174	0.142041	0.0755314	0.0877483	0.175329	0.0806226	0.0896855	0.101038	0.105331	0.114472	0.13088	0.14368	0.117584	0.141956	0.0837644	0.0893401	0.0778751	0.182214	0.0419843	0.0189748	0.0460817	0.0361991	0.0387848	0.0361132	0.0344373	0.0262276	0.033912	0.023562	0.113529	0.0505376	0.0305071	0.0601252	0.0303081	0.0327719	0.0478033	0.0257387	0.0390859	0.0209218	4.070587	0.285489	0.283462	0.0992232	0.331826	3.30887
6190	-14768.1	-14778.5	10.3696	0.129303	0.100593	0.0938639	0.073306	0.121581	0.0843866	0.133898	0.102234	0.091265	0.177875	0.0759678	0.0730772	0.0932566	0.122104	0.113155	0.131678	0.139069	0.123459	0.117589	0.0982399	0.0740067	0.074573	0.169347	0.0360849	0.018503	0.0538983	0.0458937	0.0258132	0.0291044	0.0236254	0.0251658	0.0345727	0.0185837	0.112932	0.0534742	0.0158741	0.055065	0.0250462	0.0295562	0.0606307	0.0164849	0.0469184	0.0485154	4.255066	0.286541	0.287306	0.0923115	0.333841	3.28957
6200	-14767.4	-14777.6	10.1462	0.142499	0.0854151	0.102006	0.0852762	0.0975865	0.0849867	0.131171	0.0834193	0.0941922	0.197134	0.0810687	0.0795794	0.107859	0.125401	0.0984964	0.131678	0.150135	0.115481	0.126107	0.0900047	0.0912363	0.0882085	0.187061	0.0501749	0.0133105	0.0465436	0.0552609	0.0496152	0.0259791	0.021609	0.028128	0.0314248	0.0266764	0.0804545	0.0531234	0.0183694	0.057891	0.0256373	0.0354279	0.0694044	0.0234497	0.0266321	0.0205943	3.853092	0.271751	0.298238	0.0993423	0.330669	3.335707
6210	-14769.7	-14779.2	9.41633	0.156813	0.102644	0.107555	0.0738936	0.0938821	0.0873746	0.132611	0.0802832	0.0776966	0.178549	0.0645389	0.0989728	0.0902089	0.117784	0.119985	0.122714	0.157009	0.123144	0.128912	0.0906736	0.0984054	0.091943	0.187473	0.037818	0.0250058	0.0711034	0.0370517	0.0321457	0.0375365	0.0174118	0.0296772	0.0277095	0.0285753	0.0928197	0.06357	0.0383456	0.0628279	0.0307508	0.0225966	0.0638167	0.0256843	0.0361858	0.0198757	4.278049	0.279041	0.282207	0.100105	0.338647	3.383575
6220	-14769.7	-14780.6	10.953	0.150387	0.110905	0.0986501	0.0705351	0.10335	0.0957973	0.118211	0.0676371	0.0931441	0.167911	0.0803447	0.0821807	0.109444	0.0887994	0.108805	0.145328	0.141823	0.113439	0.144912	0.0683314	0.0818	0.0815032	0.1875	0.0298177	0.022092	0.0447813	0.0350695	0.031805	0.0197987	0.0355952	0.0376784	0.0290464	0.0433654	0.0761664	0.0452912	0.029658	0.0526954	0.024408	0.0303903	0.0486306	0.0256843	0.0510985	0.0363084	3.770157	0.277055	0.297752	0.0953032	0.32989	3.260118
6230	-14772.9	-14782.4	9.49514	0.135003	0.097683	0.113742	0.090782	0.129964	0.0750994	0.140163	0.0984953	0.0994771	0.167911	0.0606782	0.079012	0.130321	0.0983563	0.102699	0.132908	0.127803	0.125265	0.117403	0.088615	0.0960124	0.0935418	0.1875	0.0434175	0.0321142	0.042987	0.0472676	0.0515918	0.0462179	0.0310348	0.0413956	0.0260105	0.0244161	0.0968797	0.0737779	0.0142012	0.0584162	0.0161404	0.0206847	0.0344231	0.0225681	0.0441574	0.0227192	4.223128	0.274828	0.279018	0.103893	0.342261	3.378855
6240	-14783	-14791.2	8.227	0.164022	0.097683	0.117612	0.091432	0.139044	0.0965937	0.121587	0.0816208	0.0986332	0.198206	0.0598676	0.0783008	0.0910596	0.106959	0.121059	0.123311	0.144779	0.103411	0.15404	0.100116	0.101161	0.0957183	0.193842	0.0433743	0.0149239	0.080198	0.0389413	0.0495179	0.0310366	0.0411792	0.0169703	0.0434101	0.0226037	0.10368	0.0649309	0.00810138	0.0641864	0.0348076	0.0256848	0.0407849	0.0379594	0.039343	0.0287533	4.140963	0.278588	0.295917	0.0983056	0.327189	3.510446
6250	-14769.8	-14779	9.19789	0.119486	0.122605	0.0931296	0.118976	0.124519	0.0825954	0.144535	0.0937004	0.0979743	0.196592	0.0750968	0.0841339	0.119673	0.106184	0.106239	0.112952	0.120569	0.123534	0.132781	0.0861776	0.0940687	0.076224	0.182432	0.0530815	0.0193751	0.0496468	0.0510238	0.0351675	0.0235871	0.0233833	0.0305428	0.0348491	0.0320705	0.0880119	0.0661488	0.0242932	0.0612157	0.0226043	0.0338705	0.0568019	0.0278552	0.0532812	0.0123684	4.140963	0.270435	0.287199	0.0930756	0.349291	3.413357
6260	-14779.7	-14788.1	8.41629	0.126017	0.0982683	0.0957122	0.143292	0.139099	0.106598	0.119241	0.0914818	0.103149	0.211744	0.0821933	0.0841961	0.0933796	0.103457	0.111451	0.152332	0.120636	0.127608	0.122048	0.066149	0.103431	0.0786575	0.193778	0.0435907	0.0307716	0.050934	0.054391	0.0326923	0.0468246	0.0332972	0.0194986	0.0410388	0.032236	0.10111	0.0499302	0.0349108	0.0601159	0.023222	0.0150691	0.0634642	0.0379003	0.0369798	0.0162428	4.0286	0.277655	0.293416	0.0976968	0.331233	3.498138
6270	-14773.4	-14784.5	11.1071	0.147908	0.0827746	0.103536	0.0806453	0.116783	0.0834365	0.131033	0.0862698	0.0821923	0.1876	0.0975241	0.0802825	0.100801	0.1165	0.0895855	0.116719	0.109584	0.120278	0.119925	0.0706117	0.0768103	0.0841134	0.178197	0.0475942	0.0214174	0.0599111	0.0372388	0.0570951	0.0165656	0.0342014	0.0208777	0.0324343	0.0218551	0.077887	0.0485649	0.0241031	0.0500632	0.0195377	0.024208	0.0636093	0.0391416	0.0545438	0.0215028	3.92171	0.293138	0.281312	0.0908079	0.334742	3.235461
6280	-14772.2	-14781.9	9.70201	0.138137	0.106973	0.107633	0.0902763	0.131599	0.0723631	0.124595	0.0734715	0.091946	0.19108	0.0837475	0.0698792	0.119056	0.143237	0.0827425	0.133362	0.155327	0.124157	0.12847	0.0885136	0.0915985	0.0640761	0.176751	0.0437094	0.0191162	0.0409905	0.0445693	0.0314479	0.0258853	0.0262817	0.031781	0.0367837	0.0366629	0.106044	0.0693509	0.00763527	0.0463692	0.0223972	0.0388297	0.0660516	0.0193052	0.0365162	0.0217464	4.183512	0.286821	0.277383	0.101862	0.333934	3.360464
6290	-14769.1	-14778.1	9.02576	0.136552	0.0976797	0.109995	0.0846941	0.120929	0.101316	0.124595	0.089602	0.097717	0.163118	0.0887477	0.0866299	0.11672	0.125383	0.128678	0.12995	0.123669	0.106085	0.120115	0.0980815	0.0860553	0.0848441	0.200788	0.0546813	0.0102934	0.0464576	0.0358166	0.0327983	0.0391269	0.0233203	0.0346871	0.0323095	0.0361978	0.10106	0.063962	0.032368	0.0519522	0.0387635	0.0245802	0.0526108	0.0270212	0.0305196	0.0320249	4.280412	0.277743	0.293021	0.0954788	0.333757	3.422496
6300	-14770	-14779.6	9.60876	0.13956	0.111129	0.106781	0.0986022	0.115586	0.0771478	0.129321	0.0954619	0.0987847	0.182935	0.0932083	0.0828958	0.103546	0.117878	0.0916703	0.144641	0.138919	0.11823	0.147146	0.0790977	0.0729737	0.0658946	0.179623	0.051349	0.0148822	0.0546697	0.024824	0.050845	0.0285745	0.0268119	0.0223602	0.0283418	0.0293408	0.105602	0.0626441	0.0147771	0.0685081	0.0302808	0.0261783	0.0511663	0.0161403	0.063461	0.0310851	3.797177	0.267951	0.302193	0.0989615	0.330894	3.392876
6310	-14773.5	-14783.3	9.76491	0.153374	0.0913969	0.097374	0.103768	0.110127	0.0670393	0.157928	0.0932884	0.106541	0.166732	0.072616	0.0597153	0.0977546	0.117278	0.118225	0.151388	0.124768	0.119365	0.12503	0.0737931	0.108262	0.0762916	0.170187	0.0229441	0.0191305	0.0531896	0.0476858	0.0388205	0.0292162	0.0352185	0.043123	0.0290927	0.026102	0.0946965	0.0647071	0.0290219	0.0560476	0.0312875	0.028293	0.0614626	0.0257601	0.043245	0.0165317	4.121099	0.268313	0.30645	0.101703	0.323534	3.357818
6320	-14774.1	-14785	10.9269	0.132846	0.106764	0.0925496	0.0974403	0.0972063	0.080997	0.121244	0.0786319	0.0875648	0.173554	0.0713585	0.0800463	0.0981952	0.100498	0.111264	0.137452	0.140843	0.114287	0.165535	0.0636735	0.0802817	0.0882813	0.152419	0.0491788	0.0279575	0.0639282	0.0356766	0.053794	0.0349346	0.0264953	0.0187826	0.0303528	0.0272363	0.0961199	0.0627742	0.0212231	0.0494859	0.0214387	0.0148785	0.0459603	0.0428613	0.0423627	0.0149267	3.924702	0.265801	0.311186	0.105729	0.317285	3.253301
6330	-14769.9	-14779.7	9.82226	0.147675	0.0959357	0.10986	0.10045	0.120029	0.106279	0.124945	0.07143	0.109859	0.186296	0.0858962	0.0700123	0.102262	0.102626	0.113985	0.143184	0.144104	0.14327	0.117556	0.0873583	0.0681394	0.0907262	0.152419	0.0395565	0.0279575	0.060931	0.0643404	0.0559585	0.0272713	0.0297266	0.0335283	0.0165409	0.0251199	0.0909961	0.045007	0.0210477	0.046376	0.0299601	0.0215063	0.0449742	0.017927	0.039435	0.0235397	4.054643	0.278124	0.286426	0.0954402	0.340009	3.355997
