Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
2710	-14763.5	-14773.4	9.92028	0.160675	0.0987465	0.093659	0.0827812	0.1031	0.0780914	0.139924	0.0845045	0.109303	0.171144	0.0876271	0.0744594	0.093179	0.1045	0.0957834	0.13101	0.132759	0.110675	0.139581	0.0779233	0.0948536	0.0846044	0.216781	0.0314709	0.0292853	0.0539917	0.0398979	0.0384364	0.0310846	0.031573	0.035564	0.0295091	0.039922	0.0969611	0.0626981	0.0211718	0.0580991	0.031501	0.0193067	0.0141785	0.0228985	0.0460832	0.0472461	4.048748	0.284032	0.291656	0.098163	0.326148	3.346544
2720	-14766.4	-14776.5	10.0494	0.158068	0.0743047	0.0927889	0.0880731	0.110347	0.0987247	0.121057	0.0826858	0.0901474	0.172586	0.083491	0.0714483	0.101912	0.10918	0.119035	0.137833	0.122541	0.13119	0.115871	0.0771819	0.0821362	0.089246	0.201852	0.0330878	0.0236489	0.0763987	0.0445789	0.0338803	0.0353281	0.0404096	0.0359572	0.0211278	0.0377497	0.0848816	0.051553	0.0138415	0.0644295	0.0263027	0.0126135	0.0328271	0.0273319	0.0336018	0.0600837	4.259476	0.274838	0.297687	0.0952616	0.332213	3.321334
2730	-14773.9	-14784.1	10.1556	0.126124	0.0823969	0.116102	0.100019	0.0958433	0.0838396	0.127681	0.0915396	0.0961202	0.182227	0.0807531	0.0665196	0.100648	0.125704	0.123334	0.123376	0.117653	0.115411	0.137799	0.0771819	0.102053	0.0704671	0.171171	0.0425439	0.0171953	0.0714479	0.0358697	0.0372743	0.0283194	0.0309147	0.0436629	0.0247332	0.0251267	0.0711104	0.0513788	0.0285525	0.0489629	0.0235094	0.0392348	0.0344121	0.0365891	0.0506189	0.0589443	4.196264	0.276878	0.291785	0.108987	0.32235	3.314363
2740	-14776	-14785.7	9.72091	0.121733	0.112724	0.122366	0.0855045	0.141385	0.0838396	0.110977	0.0657725	0.0963865	0.161926	0.0819641	0.0753566	0.105257	0.109697	0.132495	0.12739	0.130959	0.114609	0.142505	0.0664438	0.0946719	0.0743181	0.21654	0.0535819	0.0237701	0.0635423	0.0454145	0.0411909	0.0347142	0.017378	0.0250523	0.0207421	0.0397773	0.0668192	0.0529965	0.0196583	0.0595331	0.0363471	0.0181599	0.0222624	0.0231732	0.0506189	0.0750638	4.08031	0.275632	0.297377	0.0929128	0.334078	3.364615
2750	-14782.6	-14792.7	10.1232	0.147134	0.0887613	0.116271	0.102025	0.114676	0.0888453	0.126211	0.0767931	0.112196	0.158234	0.0910733	0.097876	0.085346	0.111951	0.100411	0.150547	0.107256	0.11363	0.100226	0.114107	0.0744667	0.116047	0.18133	0.037366	0.0365161	0.0456854	0.0443973	0.039569	0.022123	0.0351776	0.0345108	0.0294319	0.0331402	0.0811035	0.0635583	0.0123307	0.0556021	0.0336664	0.0275727	0.0227495	0.0188887	0.0468815	0.0536436	3.669874	0.257316	0.309537	0.0923611	0.340786	3.349329
2760	-14768.8	-14778.5	9.71191	0.13341	0.120032	0.112578	0.113431	0.103211	0.0838868	0.123285	0.0851666	0.0926149	0.188934	0.0890868	0.0834985	0.0970412	0.113574	0.0991421	0.129895	0.124693	0.109858	0.130101	0.089646	0.0706553	0.0784386	0.216262	0.049325	0.015565	0.0375167	0.047279	0.0375912	0.0222863	0.0351315	0.023309	0.0271008	0.0316097	0.0917523	0.0497355	0.021151	0.0577319	0.0420012	0.0496905	0.0227283	0.0275147	0.043209	0.0572141	3.873706	0.277024	0.275871	0.103117	0.343988	3.377883
2770	-14775.7	-14786.5	10.8094	0.136584	0.0821173	0.113583	0.095506	0.105486	0.0798676	0.124512	0.0877164	0.11527	0.162215	0.0555612	0.0721047	0.131639	0.0944281	0.0921017	0.138407	0.147627	0.132257	0.0993719	0.0675795	0.098978	0.0798809	0.153993	0.0319147	0.0148078	0.0439768	0.0376264	0.0419501	0.0339583	0.0318053	0.031628	0.041841	0.015352	0.0976642	0.0726863	0.0163432	0.0487035	0.0262831	0.0339155	0.0301261	0.0275147	0.0411798	0.0724951	4.033184	0.2838	0.290166	0.0892863	0.336748	3.258559
2780	-14768	-14778.7	10.7304	0.134473	0.097708	0.112432	0.0829232	0.114905	0.102866	0.110731	0.081758	0.101592	0.194072	0.0747375	0.0796585	0.0904005	0.123004	0.105146	0.146259	0.13975	0.12149	0.108516	0.081634	0.0761788	0.0681199	0.176344	0.030673	0.0191924	0.0404337	0.0359747	0.0360628	0.0404795	0.0239381	0.0346495	0.023408	0.025756	0.0970825	0.0385774	0.027223	0.0621301	0.0207077	0.0298165	0.0409466	0.0238591	0.0385059	0.0538186	4.008247	0.283	0.280197	0.0955225	0.34128	3.267934
2790	-14769.3	-14779.8	10.4781	0.136363	0.0857828	0.112432	0.0840305	0.108476	0.0838234	0.113726	0.077187	0.089212	0.184609	0.0794127	0.0713264	0.0889772	0.110127	0.13334	0.145062	0.147891	0.123215	0.115892	0.0812631	0.0909103	0.0976562	0.199152	0.0406209	0.0114291	0.0630402	0.0366334	0.0271408	0.0379583	0.0211523	0.0346495	0.0270308	0.0254751	0.11946	0.048133	0.0209023	0.0499183	0.0323809	0.0171554	0.0116054	0.0404442	0.0353344	0.0414094	3.865834	0.28114	0.283342	0.0880829	0.347436	3.301741
2800	-14771.7	-14782.6	10.9296	0.13689	0.098632	0.130316	0.0989539	0.104743	0.11321	0.110694	0.0620232	0.0978781	0.170324	0.0712576	0.0845338	0.0987206	0.13235	0.119499	0.130144	0.110753	0.112907	0.118488	0.0954419	0.0878329	0.0812297	0.157842	0.0416236	0.0117288	0.0542079	0.0368466	0.0364896	0.0278231	0.0192778	0.0175865	0.0407735	0.0289571	0.0814264	0.0589848	0.0160064	0.0614073	0.0320219	0.0331788	0.0190332	0.0382779	0.032126	0.0548835	3.691688	0.278963	0.285357	0.102729	0.332951	3.267325
2810	-14773	-14783.2	10.2057	0.109064	0.098632	0.109145	0.0977138	0.110763	0.0949803	0.113158	0.0747855	0.101669	0.209238	0.0726983	0.0872295	0.0920367	0.115919	0.102733	0.137905	0.140546	0.116604	0.117474	0.086179	0.0944296	0.0887301	0.154508	0.0325028	0.0352105	0.0501883	0.0461765	0.0311677	0.0353751	0.0283323	0.0438287	0.0320759	0.0288151	0.0881326	0.0496672	0.0162813	0.0700394	0.0275639	0.0295999	0.0157653	0.0506623	0.0494095	0.0475829	3.775543	0.269584	0.284503	0.108236	0.337677	3.334517
2820	-14770.2	-14781.4	11.1548	0.140853	0.105148	0.0853492	0.0939694	0.11569	0.0624127	0.133053	0.0855857	0.0768718	0.19632	0.077646	0.0822702	0.0952249	0.085338	0.111276	0.13953	0.13185	0.11551	0.139917	0.0636223	0.0771029	0.110567	0.184597	0.0346399	0.00851104	0.0424409	0.0403608	0.031359	0.0326653	0.0211217	0.0205547	0.026824	0.0326413	0.0953498	0.0472014	0.0157868	0.0645562	0.0239863	0.0303578	0.0257829	0.0332207	0.0324395	0.0568756	3.99345	0.266007	0.295224	0.0948318	0.343937	3.226381
2830	-14772.1	-14781.6	9.49574	0.122128	0.104391	0.0794727	0.108258	0.132735	0.0815394	0.136274	0.0893302	0.105071	0.175649	0.0895784	0.0986757	0.0941614	0.105446	0.123886	0.134103	0.124975	0.118402	0.133631	0.0636223	0.101789	0.0754862	0.180578	0.032221	0.0176896	0.0543516	0.05141	0.0244204	0.0231239	0.0202132	0.0397708	0.0390475	0.0265587	0.112035	0.0559427	0.019385	0.062416	0.0318148	0.024043	0.0401448	0.034916	0.0553556	0.0451512	4.045456	0.268294	0.297849	0.106965	0.326892	3.389193
2840	-14767.1	-14777.9	10.7603	0.150166	0.0935034	0.0924904	0.09494	0.11351	0.0699047	0.125966	0.0808213	0.0930652	0.180184	0.0633496	0.0964071	0.127178	0.0817095	0.112428	0.124334	0.126739	0.111139	0.128284	0.0819971	0.0818928	0.0995475	0.168369	0.0374812	0.0234736	0.0532296	0.0455878	0.0267236	0.0236053	0.0234742	0.035336	0.0332059	0.0323859	0.0868132	0.0592053	0.0137714	0.066544	0.0225969	0.0128555	0.0312782	0.0333711	0.0423687	0.0523396	4.201756	0.273909	0.296209	0.103888	0.325994	3.253572
2850	-14766.5	-14777.6	11.1326	0.143698	0.0957463	0.109349	0.08741	0.120533	0.0777915	0.131773	0.0727969	0.0887646	0.183869	0.0779002	0.0712431	0.109611	0.110385	0.116843	0.128781	0.120994	0.141355	0.110908	0.0860363	0.095204	0.076493	0.163392	0.0426715	0.0221934	0.0352355	0.0368563	0.0370983	0.0204487	0.0223831	0.0269926	0.0295956	0.0242714	0.0827344	0.0583392	0.0129047	0.0701877	0.0267235	0.0179237	0.0286515	0.0277714	0.0301385	0.0622266	3.866941	0.269795	0.293199	0.103654	0.333353	3.236225
2860	-14776.5	-14786.2	9.73631	0.152679	0.0915641	0.102998	0.0944184	0.125449	0.0887619	0.115436	0.0730532	0.0933144	0.167965	0.0882402	0.0779149	0.101086	0.116454	0.125079	0.107265	0.163527	0.149425	0.123197	0.110806	0.0802747	0.0695961	0.184567	0.0341572	0.0247566	0.0481309	0.0371454	0.0304886	0.0215738	0.0239009	0.024146	0.0293041	0.023234	0.106798	0.0526244	0.00998174	0.0571239	0.0328586	0.0326791	0.0178275	0.0331295	0.0403884	0.0802408	4.072064	0.271952	0.287364	0.0918482	0.348836	3.363562
2870	-14762.7	-14772	9.31277	0.145182	0.0851412	0.120004	0.0869426	0.1189	0.100374	0.136449	0.081189	0.109835	0.17236	0.0900561	0.0771486	0.107505	0.111193	0.106731	0.146417	0.150894	0.118606	0.13466	0.0776811	0.115386	0.0841965	0.165685	0.0328208	0.0198618	0.0475754	0.041326	0.0317446	0.0356577	0.019001	0.0254529	0.0332809	0.0255011	0.0989103	0.0548737	0.0277779	0.0652085	0.024227	0.0296242	0.0207025	0.0307812	0.0477746	0.0604459	3.918502	0.277799	0.291114	0.0935186	0.337569	3.415084
2880	-14770.8	-14780.3	9.50969	0.136498	0.0945235	0.110622	0.0752314	0.105907	0.0890135	0.124058	0.0689832	0.0882884	0.180069	0.0810969	0.0695017	0.133884	0.0950036	0.107969	0.141293	0.13458	0.142777	0.15531	0.073698	0.0915902	0.112437	0.170787	0.0343797	0.0198618	0.0497381	0.0457389	0.0406842	0.0356553	0.0432947	0.0295812	0.0316123	0.0236398	0.112048	0.0610642	0.0178353	0.0699383	0.0256286	0.0224232	0.0240567	0.028367	0.0263056	0.0583661	4.121064	0.26922	0.305732	0.0942759	0.330773	3.383341
2890	-14778.4	-14788.4	9.9133	0.137532	0.114616	0.109481	0.111284	0.117809	0.0962286	0.115235	0.0738732	0.122575	0.156438	0.0840954	0.0889608	0.106394	0.106136	0.0949222	0.13008	0.112574	0.135987	0.12674	0.0838503	0.0748679	0.0564047	0.203735	0.0353454	0.0121027	0.0571817	0.0414937	0.038378	0.0167005	0.0217464	0.0379938	0.0383169	0.0374595	0.0933085	0.0730563	0.0129919	0.0457613	0.0201313	0.0408879	0.0256122	0.0462636	0.0303701	0.0695422	3.927936	0.277042	0.287593	0.0945644	0.3408	3.354462
2900	-14771.7	-14782.2	10.4684	0.135222	0.103483	0.117997	0.0843151	0.126207	0.0821733	0.131884	0.0789524	0.0905599	0.177751	0.0805413	0.0562613	0.098838	0.0802006	0.105959	0.143142	0.141861	0.125285	0.117914	0.08305	0.0890298	0.0784526	0.186668	0.0257768	0.0181678	0.0624276	0.0412514	0.0370971	0.0445752	0.03769	0.0334144	0.026887	0.0183186	0.0933085	0.0559799	0.0154252	0.0647822	0.0206383	0.0242988	0.0376312	0.0269128	0.0319997	0.0414358	4.358716	0.279659	0.293806	0.101475	0.32506	3.273767
2910	-14768.4	-14778.7	10.2636	0.14542	0.0853371	0.100185	0.101396	0.10725	0.0874236	0.140489	0.0659456	0.0907307	0.166836	0.0762943	0.0986607	0.114264	0.0835582	0.138048	0.142328	0.135983	0.110809	0.136725	0.0782875	0.0817445	0.0789372	0.185306	0.0340339	0.0134152	0.0650177	0.0488235	0.0280985	0.0268374	0.0344013	0.0362066	0.0166635	0.029403	0.0963715	0.0578636	0.0157134	0.0469372	0.0309256	0.0289371	0.0185966	0.0276263	0.0640357	0.0445582	3.977921	0.266191	0.300554	0.0969581	0.336297	3.316425
2920	-14776	-14784.2	8.19632	0.134506	0.108518	0.127746	0.103092	0.117694	0.0874236	0.175753	0.0824254	0.0950379	0.193295	0.0762943	0.0816634	0.0906695	0.122661	0.12893	0.166302	0.138757	0.115944	0.138358	0.0959512	0.089042	0.0903684	0.20413	0.0458772	0.0151435	0.0603763	0.049042	0.0430871	0.0218679	0.0320068	0.02876	0.00608259	0.0206587	0.0854182	0.0646598	0.0203713	0.067867	0.0427088	0.027187	0.0244258	0.0214144	0.039553	0.0452563	3.925158	0.257735	0.288882	0.101593	0.35179	3.526328
2930	-14770.8	-14780.3	9.51497	0.159917	0.0852202	0.111805	0.0896061	0.113063	0.0874236	0.152304	0.0881407	0.105858	0.167129	0.0542652	0.0945541	0.102931	0.116545	0.116447	0.12087	0.146314	0.103141	0.105972	0.0850214	0.0958691	0.083132	0.220155	0.0433	0.0148902	0.0570544	0.0487964	0.0420371	0.0291054	0.034089	0.0295395	0.0194735	0.025925	0.10752	0.053353	0.0108094	0.0585972	0.041625	0.0136319	0.023	0.0247372	0.0491101	0.0541015	4.060516	0.281367	0.286228	0.0913535	0.341051	3.386379
2940	-14771.4	-14781.5	10.1772	0.114536	0.0986829	0.11708	0.0804758	0.109268	0.0927852	0.120116	0.0924282	0.0939232	0.166652	0.0941137	0.0945541	0.122187	0.101799	0.124049	0.148625	0.134405	0.0939227	0.123585	0.0778978	0.0940846	0.0857089	0.199821	0.0296039	0.015211	0.0737762	0.0313044	0.0346622	0.0388176	0.0255981	0.031442	0.0162868	0.0181649	0.113038	0.0585431	0.0198287	0.0443576	0.024305	0.0283115	0.0308262	0.0176907	0.0424108	0.0529067	3.932763	0.279743	0.286115	0.107371	0.326771	3.327785
2950	-14779.3	-14790.2	10.9284	0.168241	0.104258	0.0782866	0.0868729	0.105869	0.0798723	0.129847	0.0848314	0.075093	0.155151	0.0704736	0.0713774	0.11209	0.103993	0.106261	0.137894	0.130574	0.102429	0.106011	0.0997961	0.0928724	0.0845294	0.175922	0.0462229	0.0227996	0.0645086	0.0517274	0.0426593	0.0245661	0.0329731	0.0325791	0.0249383	0.0314749	0.102565	0.0407226	0.0319404	0.0543662	0.0246051	0.0207265	0.0181635	0.0119574	0.0384729	0.0626171	4.092861	0.271147	0.280128	0.0904949	0.35823	3.243131
2960	-14772.6	-14782.1	9.54359	0.146176	0.0967196	0.0897902	0.084959	0.127158	0.0856928	0.119143	0.0719653	0.111562	0.181574	0.0772775	0.0997109	0.110951	0.12436	0.106479	0.132144	0.156724	0.123144	0.144369	0.060428	0.105379	0.112927	0.15477	0.0291159	0.0238643	0.0530183	0.0355196	0.0298972	0.0248108	0.0219308	0.0287064	0.04399	0.0247082	0.0868893	0.0757117	0.0183351	0.0550008	0.0293008	0.0252584	0.0286805	0.0449898	0.0271739	0.0490772	4.130751	0.274013	0.29958	0.095759	0.330648	3.379384
2970	-14774.3	-14783.5	9.19499	0.14708	0.10929	0.0900417	0.0862205	0.122276	0.0957323	0.155004	0.0955297	0.0929273	0.182124	0.06892	0.114948	0.0969782	0.107726	0.0981787	0.125661	0.126915	0.12858	0.141447	0.0840089	0.0944105	0.0770953	0.190202	0.0329405	0.0213317	0.0594648	0.0458346	0.041711	0.0314622	0.0307843	0.0496895	0.04399	0.025427	0.106009	0.0615857	0.00897889	0.0550008	0.0193487	0.0218959	0.018681	0.035594	0.0257848	0.0702974	3.75089	0.278379	0.289449	0.101629	0.330543	3.437108
2980	-14772.2	-14782.1	9.92095	0.15447	0.117054	0.125699	0.0860906	0.117759	0.0783926	0.132286	0.0790735	0.107597	0.192806	0.0799484	0.0899165	0.110216	0.0903401	0.111448	0.153255	0.128762	0.12186	0.112721	0.0830519	0.084057	0.0785225	0.179345	0.0279343	0.0109868	0.0492589	0.0326478	0.0462543	0.0317276	0.0316945	0.0213905	0.0256808	0.0163105	0.0740654	0.0751385	0.0194904	0.0415904	0.0366522	0.0186613	0.0338889	0.0288859	0.0440889	0.0653846	4.049955	0.283219	0.291724	0.0936642	0.331392	3.346406
2990	-14767.9	-14777.6	9.65593	0.164192	0.0948014	0.124105	0.0924195	0.110911	0.0750291	0.124466	0.0905543	0.11079	0.172249	0.0742655	0.08407	0.110963	0.108062	0.129622	0.124451	0.150011	0.126356	0.121871	0.0846683	0.102899	0.0606026	0.180752	0.0362952	0.02145	0.0468436	0.0449848	0.0360517	0.0295455	0.034991	0.0335645	0.0293376	0.0158294	0.0788345	0.0604022	0.0197214	0.0631319	0.0246992	0.0326848	0.00524846	0.0344888	0.0506318	0.045702	4.22705	0.281386	0.299546	0.0968027	0.322265	3.36255
3000	-14766.4	-14775.9	9.46052	0.127311	0.0947153	0.0974529	0.0956955	0.115512	0.105235	0.118225	0.101726	0.0829675	0.190178	0.0836474	0.08382	0.105004	0.117082	0.113294	0.149081	0.131551	0.109732	0.144704	0.0746668	0.093806	0.0960884	0.173343	0.0428052	0.0129463	0.073245	0.0447179	0.0276988	0.0289197	0.0306048	0.0364791	0.037823	0.0197382	0.100998	0.0585945	0.0292173	0.0495079	0.0255666	0.0120252	0.0192293	0.0322169	0.0499772	0.0418812	4.280234	0.273669	0.284512	0.0983307	0.343488	3.37903
3010	-14767	-14776.9	9.87608	0.151459	0.105032	0.102655	0.113283	0.129325	0.070788	0.121269	0.0896401	0.0889437	0.157455	0.0773055	0.0979013	0.0838582	0.100579	0.0955227	0.150714	0.138806	0.119036	0.122861	0.0672197	0.0771746	0.0945105	0.189126	0.0366787	0.0198739	0.0480034	0.0384779	0.0328641	0.0265759	0.0383182	0.0320046	0.0372596	0.0295199	0.103099	0.0695394	0.0186315	0.052133	0.0272402	0.0416407	0.021439	0.018604	0.0531276	0.0600149	4.073306	0.272004	0.291965	0.0919914	0.34404	3.349512
3020	-14772.2	-14782.6	10.3576	0.124601	0.108527	0.143237	0.0956051	0.0947178	0.093094	0.12426	0.0790474	0.0760857	0.184186	0.0711101	0.0967181	0.105417	0.10496	0.112093	0.115261	0.122273	0.127236	0.113101	0.08783	0.0860956	0.0980846	0.151334	0.04362	0.0210361	0.0602257	0.0466776	0.0424203	0.0303348	0.0319513	0.0237506	0.0385916	0.0212239	0.0722936	0.0551105	0.015786	0.0622047	0.039305	0.0476658	0.0186629	0.0314046	0.0403012	0.0539413	3.90547	0.279732	0.291805	0.0957865	0.332676	3.311384
3030	-14767.9	-14777.8	9.85946	0.118149	0.109514	0.106821	0.080856	0.119242	0.0922998	0.11183	0.0829944	0.121351	0.197894	0.0746312	0.0909905	0.104956	0.10496	0.0955706	0.13245	0.136996	0.117554	0.115913	0.0855882	0.092617	0.0842712	0.203527	0.0388504	0.0314615	0.053326	0.0394847	0.0552641	0.0276709	0.0302478	0.0209617	0.0275163	0.0217409	0.0965209	0.0616602	0.0163257	0.0553536	0.0254947	0.0309511	0.0202389	0.030231	0.0397259	0.0586037	3.882297	0.27016	0.297377	0.089152	0.343311	3.362606
3040	-14769.5	-14780.8	11.3769	0.122749	0.0859844	0.0873386	0.0847256	0.100844	0.0963977	0.121177	0.0710117	0.104275	0.174869	0.0801391	0.0926928	0.109497	0.116001	0.112361	0.139978	0.121627	0.123624	0.111171	0.0742002	0.0925715	0.0875793	0.153888	0.0498022	0.0201242	0.0451948	0.0447657	0.0235544	0.0286932	0.0324517	0.028919	0.0342696	0.0368618	0.0678896	0.0514813	0.0241192	0.0484009	0.0279899	0.0343284	0.0202864	0.0181487	0.0363019	0.0691175	3.939533	0.275139	0.298158	0.0950905	0.331613	3.207404
3050	-14782.4	-14791.8	9.39538	0.149961	0.0931609	0.12434	0.0990614	0.108961	0.0674236	0.13866	0.0883245	0.0925583	0.148236	0.0885513	0.10054	0.0981503	0.0924138	0.136836	0.148313	0.11644	0.114208	0.140841	0.0759896	0.0888162	0.103652	0.203813	0.0292008	0.0356608	0.0463052	0.0322017	0.0224851	0.0307729	0.0401276	0.0241447	0.047303	0.0319561	0.0873225	0.0692789	0.0264739	0.0621183	0.0230546	0.0260272	0.032167	0.0393102	0.0271508	0.0566714	3.882811	0.256826	0.286456	0.112066	0.344652	3.408984
3060	-14770.6	-14781.4	10.8708	0.15196	0.0907717	0.0937656	0.107195	0.104741	0.0819994	0.128048	0.0692449	0.0863451	0.187506	0.0918918	0.0884866	0.0994582	0.114776	0.0932615	0.130108	0.127802	0.0982193	0.110037	0.0625903	0.113943	0.097845	0.170259	0.0431884	0.0243705	0.0480324	0.0304878	0.0416394	0.0207633	0.0292651	0.0422504	0.0177865	0.0295671	0.0974926	0.0667665	0.0264161	0.051918	0.0256968	0.0270776	0.0105156	0.0321773	0.0429101	0.0446538	4.019419	0.271919	0.300681	0.100814	0.326586	3.25323
3070	-14772.7	-14781.9	9.1699	0.153595	0.101592	0.0970736	0.106011	0.108008	0.0759368	0.140864	0.0877066	0.130482	0.177895	0.0792303	0.0938295	0.105342	0.0995097	0.145915	0.136092	0.140354	0.126746	0.115908	0.0874885	0.0917863	0.0959744	0.160978	0.0378182	0.0141719	0.0341062	0.0447176	0.0508188	0.0322645	0.0366993	0.0405265	0.0242827	0.0142629	0.0853163	0.0664485	0.0094591	0.0501771	0.0281991	0.038063	0.0327331	0.03136	0.0392084	0.0493093	4.105071	0.26501	0.298738	0.0957764	0.340475	3.418259
3080	-14772.1	-14782.3	10.1387	0.146825	0.0985266	0.0870337	0.114535	0.109569	0.0947798	0.148703	0.0846835	0.105073	0.169457	0.0722988	0.0848931	0.0898992	0.0913467	0.107285	0.135892	0.123744	0.107823	0.107599	0.0829343	0.0867251	0.078343	0.182988	0.046971	0.0184319	0.0366451	0.0498833	0.0508188	0.0312029	0.0306947	0.0333498	0.0241597	0.035394	0.110123	0.0561733	0.00776249	0.0514103	0.0303391	0.0461997	0.0224134	0.0143465	0.0367895	0.0571143	4.457261	0.288484	0.280097	0.0951904	0.336229	3.301181
3090	-14765.3	-14775.8	10.5493	0.143434	0.0997969	0.10827	0.0964053	0.100181	0.0855159	0.114931	0.0870876	0.075296	0.159432	0.0788287	0.0642279	0.110651	0.100908	0.114417	0.126554	0.149759	0.123868	0.10374	0.0808209	0.0940579	0.0835292	0.194616	0.0398765	0.0404971	0.0588364	0.0395686	0.0343253	0.0279827	0.0241065	0.0359782	0.0348909	0.0378511	0.100731	0.0648587	0.00933403	0.0475476	0.0284853	0.0240632	0.0210382	0.0244914	0.0349406	0.0551962	4.094785	0.272981	0.288864	0.102698	0.335458	3.280927
3100	-14765.1	-14775	9.90986	0.165613	0.0930363	0.096246	0.111886	0.110994	0.075375	0.134335	0.0708934	0.100135	0.188008	0.0851658	0.0797369	0.0999186	0.0965639	0.126131	0.146076	0.127583	0.108827	0.125186	0.075593	0.0852181	0.0874442	0.191815	0.0381029	0.0299189	0.0576574	0.0483271	0.0272024	0.029743	0.0166284	0.0381989	0.0325761	0.0214702	0.0993047	0.0471227	0.0107287	0.0517138	0.0324956	0.027984	0.0288644	0.0479012	0.0276844	0.0592195	3.930948	0.274246	0.284612	0.10029	0.340852	3.354624
3110	-14768.4	-14778.6	10.2511	0.168188	0.0871514	0.0862835	0.0864176	0.0976677	0.0771422	0.141429	0.0914256	0.0856771	0.181762	0.0761004	0.0827595	0.114339	0.0910895	0.121991	0.155553	0.144489	0.112948	0.121049	0.0863754	0.0982334	0.0824944	0.18436	0.0481958	0.0148223	0.0390587	0.0347075	0.0454304	0.0398649	0.0350327	0.0357922	0.0281169	0.0137961	0.0826696	0.0586889	0.0167185	0.0500599	0.0424748	0.0220293	0.0238646	0.0168084	0.0453504	0.0471328	4.013712	0.288497	0.28449	0.0942079	0.332805	3.315542
3120	-14775.9	-14786.6	10.7674	0.126137	0.0894116	0.11424	0.0966606	0.120873	0.0919046	0.137958	0.0926298	0.0851333	0.181625	0.0834804	0.0799294	0.124069	0.105097	0.13382	0.142843	0.128697	0.11719	0.121657	0.0609896	0.0809023	0.0751015	0.158465	0.0529006	0.0188071	0.0583848	0.0391396	0.0369135	0.0398649	0.0197429	0.0352414	0.019972	0.037877	0.102868	0.029823	0.0232636	0.0478702	0.0168655	0.0141887	0.0238646	0.0186061	0.0423337	0.0379516	3.990536	0.26579	0.28173	0.106642	0.345838	3.265293
3130	-14767.4	-14777.3	9.96945	0.151853	0.104375	0.111688	0.0990981	0.103882	0.0910323	0.118493	0.0769556	0.0879656	0.160016	0.0789757	0.0834048	0.110722	0.0997844	0.132427	0.166739	0.127386	0.106374	0.142829	0.0601624	0.0879813	0.0746851	0.202074	0.0611978	0.0216748	0.0528048	0.0477018	0.0282957	0.0283834	0.0212561	0.0295381	0.0490355	0.0365229	0.102622	0.0389828	0.0295787	0.0470579	0.0275913	0.024566	0.0346727	0.00944933	0.0353028	0.0436854	3.928308	0.274924	0.291161	0.0978348	0.336081	3.348824
3140	-14768.4	-14778.5	10.094	0.128257	0.0955139	0.101499	0.096451	0.0974447	0.0751689	0.116808	0.0769556	0.090768	0.153943	0.0735649	0.0957825	0.0935032	0.115092	0.0989993	0.159691	0.125294	0.114328	0.13215	0.0905206	0.0787996	0.102645	0.193646	0.0577997	0.0227839	0.0582857	0.0483368	0.058928	0.0286884	0.0411896	0.0363078	0.0391373	0.037877	0.0842213	0.0664088	0.0188578	0.0602176	0.0206601	0.01137	0.0328749	0.0126734	0.034162	0.0537208	4.012502	0.276288	0.293711	0.0972351	0.332766	3.331327
3150	-14773	-14783.4	10.3834	0.131363	0.100309	0.102919	0.11795	0.107861	0.0768011	0.135595	0.0699804	0.0897453	0.171701	0.086406	0.0816355	0.102002	0.115124	0.103399	0.14017	0.148319	0.123695	0.113893	0.0635698	0.102379	0.0933662	0.153153	0.0437414	0.0212445	0.0427667	0.0410132	0.0203446	0.0212417	0.0223998	0.0290553	0.0493512	0.0223204	0.0847483	0.0711639	0.0363852	0.0731085	0.0465845	0.02244	0.0328749	0.0253795	0.0290352	0.041368	3.920473	0.267875	0.290524	0.0972982	0.344303	3.307903
3160	-14765.7	-14775	9.29086	0.145066	0.0905356	0.0983346	0.0904911	0.113112	0.0941243	0.146488	0.0881168	0.0837662	0.199383	0.0731154	0.0874762	0.108153	0.111506	0.116425	0.152658	0.13323	0.146037	0.125761	0.0707389	0.0983495	0.108468	0.192912	0.0472985	0.0142651	0.0546971	0.0466121	0.0364473	0.0338724	0.0372452	0.0268805	0.0358837	0.0199009	0.0984216	0.0477297	0.0285755	0.0592457	0.0245623	0.0276992	0.0235041	0.0172749	0.0313521	0.0359025	3.846955	0.256412	0.295971	0.101098	0.346519	3.421618
