Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-15377.5	-15392.8	15.3217	0.11559	0.0827757	0.0866082	0.0934507	0.0908862	0.0886297	0.119011	0.0978873	0.0969319	0.173445	0.0636364	0.0979602	0.0867706	0.100241	0.126231	0.123791	0.11663	0.125375	0.135036	0.0790991	0.0875549	0.0868201	0.169672	0.0234324	0.0339703	0.0466374	0.0195374	0.0290774	0.0533754	0.033767	0.0660635	0.0209308	0.0430276	0.0295329	0.0300751	0.02569	0.0377947	0.0293397	0.0471458	0.0297486	0.0145756	0.0209714	0.0571857	0.209725	0.302584	0.0978475	0.389844	3.135912
110	-15375.6	-15390.4	14.7995	0.10747	0.107966	0.0809577	0.115997	0.11223	0.0687548	0.134026	0.0890245	0.0894539	0.181084	0.0733395	0.0932642	0.0972056	0.110537	0.117336	0.137237	0.125339	0.104798	0.0997936	0.0874412	0.080327	0.076119	0.163107	0.0193386	0.03863	0.0427764	0.0375115	0.0213272	0.0504894	0.0390338	0.0776064	0.0252888	0.067337	0.034491	0.0240114	0.0231778	0.0344983	0.0293397	0.0332755	0.0262302	0.0336121	0.0322127	0.0451334	0.2085	0.300816	0.097276	0.393408	3.18813
120	-15380	-15395.3	15.2855	0.121161	0.0814531	0.0931739	0.102426	0.116302	0.0969379	0.128457	0.0844026	0.0896148	0.181047	0.077827	0.0690395	0.102592	0.0861091	0.10923	0.0944824	0.127595	0.103272	0.105676	0.0987015	0.0667342	0.108763	0.153264	0.0236621	0.0315042	0.0457119	0.0339185	0.0269281	0.04558	0.0398569	0.0869052	0.0161998	0.0540659	0.0447773	0.0237792	0.029742	0.0367828	0.028622	0.047444	0.0169799	0.0272323	0.0315245	0.0500567	0.202068	0.303261	0.0980666	0.396605	3.139534
130	-15379.4	-15394.4	15.0328	0.1314	0.0927841	0.0931739	0.0909972	0.106948	0.0670193	0.127699	0.0916573	0.0939644	0.16541	0.0842763	0.0694342	0.0927983	0.0836265	0.0906457	0.105919	0.1374	0.103272	0.13271	0.0955025	0.0996136	0.104293	0.169773	0.0199759	0.0279185	0.0516914	0.0290381	0.0210352	0.039634	0.0342394	0.0728069	0.0124936	0.0445383	0.0280006	0.0274391	0.0281883	0.0445082	0.0492459	0.0539178	0.0353835	0.0213285	0.0401726	0.0529303	0.221148	0.304927	0.107326	0.366599	3.164804
140	-15380.2	-15395.3	15.1541	0.122877	0.104917	0.0984424	0.110064	0.0917201	0.0715033	0.135097	0.0741409	0.0816666	0.158573	0.0750277	0.105565	0.0980308	0.0897338	0.112295	0.115707	0.1374	0.125801	0.123077	0.0901949	0.0833241	0.105574	0.156138	0.03756	0.0242572	0.0447023	0.0168432	0.0212389	0.0330611	0.0306177	0.0753441	0.0201267	0.0422635	0.0289421	0.01948	0.0284106	0.0461105	0.0275311	0.0345187	0.0240012	0.0201469	0.0247713	0.085883	0.22176	0.305772	0.104855	0.367614	3.152678
150	-15382.9	-15397.8	14.8529	0.141373	0.118046	0.0962666	0.129313	0.119566	0.0903413	0.118861	0.0858685	0.083823	0.139429	0.104969	0.0847696	0.0886786	0.0952729	0.123336	0.115707	0.126927	0.105675	0.113202	0.0764432	0.0986378	0.0821281	0.154544	0.0270779	0.0322212	0.0439209	0.0227184	0.0209534	0.0477484	0.0391949	0.0684923	0.0256013	0.0400809	0.0369937	0.0172103	0.0331212	0.0294929	0.0415387	0.0267315	0.0324103	0.0183249	0.0407816	0.0450009	0.22176	0.305772	0.104855	0.367614	3.182793
160	-15377.1	-15391.8	14.7305	0.145982	0.103108	0.0806797	0.111567	0.105282	0.0819716	0.132076	0.0595	0.0999414	0.163894	0.0753966	0.0874862	0.109173	0.125173	0.100183	0.120767	0.135438	0.099064	0.117127	0.0782765	0.102237	0.0799406	0.174289	0.0177878	0.0322212	0.0562439	0.0397126	0.0148133	0.0470159	0.0306695	0.0750345	0.0246904	0.0422357	0.0368253	0.0253637	0.0276386	0.0280655	0.023351	0.0402451	0.0260031	0.0204729	0.0229198	0.0751748	0.221349	0.307056	0.104661	0.366933	3.195036
170	-15378	-15393.2	15.1934	0.118074	0.0942199	0.101685	0.104515	0.102694	0.0839339	0.118368	0.0782562	0.0828495	0.162922	0.0765371	0.0747428	0.108225	0.107484	0.122384	0.101897	0.12137	0.104519	0.106706	0.0906758	0.0989381	0.0679472	0.156981	0.0278351	0.0400716	0.0331624	0.0326605	0.0258095	0.0602686	0.030664	0.0706825	0.0369552	0.0519016	0.0455064	0.0354423	0.0212411	0.0426719	0.0413815	0.044932	0.0236634	0.010742	0.0310362	0.05619	0.222062	0.308045	0.101778	0.368115	3.148742
180	-15378	-15393.6	15.6361	0.131789	0.100685	0.0943994	0.106366	0.107735	0.0962391	0.111984	0.0857134	0.0926766	0.160778	0.070985	0.0724025	0.101096	0.100567	0.108118	0.101897	0.100954	0.106492	0.117697	0.0662147	0.102685	0.0961556	0.156981	0.0354091	0.0376544	0.0500321	0.0294561	0.0137339	0.0408724	0.0252942	0.0817295	0.0240769	0.0502227	0.0295776	0.0290511	0.0308445	0.0468084	0.0242849	0.0443673	0.0138746	0.021791	0.0194382	0.0653428	0.21442	0.297444	0.0978019	0.390334	3.104471
190	-15380	-15395.5	15.5787	0.109511	0.106913	0.0911997	0.124834	0.107763	0.0787263	0.136577	0.0857134	0.0708332	0.182062	0.0802168	0.0860708	0.105278	0.0982829	0.0984539	0.128787	0.131006	0.114787	0.127723	0.0685946	0.084952	0.089089	0.139151	0.0165004	0.0462746	0.0527209	0.0271565	0.0239064	0.0476942	0.0272192	0.0838823	0.0229912	0.0316076	0.0322719	0.0139514	0.015937	0.0380041	0.0301298	0.0508181	0.018245	0.0240153	0.0210781	0.0392828	0.221574	0.294736	0.0969113	0.386779	3.11021
200	-15375.5	-15390.3	14.882	0.116446	0.108875	0.0955474	0.096839	0.107763	0.0900409	0.129968	0.0899319	0.0886736	0.151183	0.0867528	0.06398	0.0998693	0.0873994	0.10749	0.125494	0.0965693	0.113879	0.11278	0.0724195	0.118578	0.0954593	0.17261	0.0286176	0.0279026	0.06173	0.0283144	0.0170987	0.0542973	0.0298719	0.0805067	0.0234536	0.0666001	0.0296569	0.0258266	0.0311703	0.0337011	0.0339898	0.0517658	0.0294089	0.0207909	0.0313888	0.0452481	0.220117	0.295287	0.0970927	0.387503	3.179888
210	-15376.8	-15392.4	15.5773	0.160614	0.109723	0.0974023	0.0963194	0.0824564	0.0869088	0.125651	0.0801276	0.0899147	0.149731	0.0837619	0.0877035	0.0895161	0.0970681	0.106339	0.109236	0.127604	0.0981558	0.133624	0.0638593	0.0913463	0.0950989	0.153775	0.0357392	0.0267501	0.0482623	0.0223139	0.016656	0.0470233	0.030397	0.0583612	0.0326508	0.0516992	0.0303593	0.0213099	0.016633	0.0388706	0.0145153	0.0456083	0.0253277	0.0317321	0.0300285	0.0701776	0.210023	0.296987	0.103256	0.389734	3.110352
220	-15381.1	-15395.7	14.5928	0.130306	0.101031	0.111559	0.104003	0.0912174	0.0823826	0.144874	0.0807832	0.100672	0.162631	0.0941167	0.0760967	0.102217	0.0911065	0.121867	0.10605	0.1178	0.124142	0.124523	0.08636	0.086544	0.0991163	0.138936	0.0157862	0.0175611	0.0459895	0.0230168	0.00861431	0.0563388	0.0355247	0.0789798	0.0273019	0.0430629	0.0373901	0.0421151	0.0165537	0.0507285	0.0381033	0.0364711	0.0299305	0.0295491	0.0398088	0.0576395	0.210509	0.297675	0.10118	0.390637	3.208799
230	-15377.5	-15391.9	14.339	0.123754	0.117141	0.0970962	0.106144	0.137371	0.0779765	0.122934	0.0870948	0.0843544	0.189933	0.0588848	0.096111	0.0900285	0.10351	0.112091	0.124106	0.128793	0.114512	0.111511	0.0907066	0.0834259	0.0774962	0.157625	0.0211053	0.0295423	0.036562	0.0249492	0.0129498	0.0393709	0.0390368	0.109406	0.0219753	0.0592457	0.0340084	0.0188658	0.0248829	0.0489122	0.0369875	0.0491426	0.0142254	0.0312517	0.0306794	0.058481	0.214806	0.303751	0.103245	0.378198	3.23418
240	-15372.3	-15387.2	14.9863	0.131474	0.110101	0.0878268	0.106532	0.117916	0.0837459	0.12007	0.0930374	0.0897077	0.154571	0.0897323	0.0959853	0.100592	0.0875925	0.112815	0.125114	0.135224	0.0941181	0.111511	0.087647	0.0877902	0.0788279	0.174281	0.0294957	0.0263295	0.042055	0.0344177	0.00979741	0.062935	0.0260183	0.0676615	0.0353513	0.0553917	0.0359678	0.0214235	0.0156046	0.0245805	0.022165	0.0440164	0.0265064	0.032552	0.0331204	0.0478489	0.213528	0.301945	0.108579	0.375948	3.16945
250	-15383	-15398.2	15.2778	0.133682	0.0960438	0.104841	0.0824701	0.11541	0.0820221	0.145691	0.0742866	0.0961313	0.189845	0.0710667	0.090438	0.113696	0.090569	0.110985	0.101631	0.108038	0.114335	0.0917062	0.0908566	0.0758402	0.0997473	0.160773	0.0368172	0.0411884	0.0542814	0.0359137	0.00502513	0.0291967	0.0214216	0.0680844	0.0244872	0.0495705	0.0356961	0.024331	0.0247659	0.0330869	0.0290724	0.0361503	0.017697	0.0422505	0.0351338	0.0560278	0.213528	0.301945	0.108579	0.375948	3.140301
260	-15383.1	-15397.3	14.2651	0.140467	0.0908691	0.0916973	0.121354	0.117426	0.0846367	0.122097	0.083415	0.0909434	0.144925	0.074006	0.0811214	0.114224	0.111171	0.102887	0.116462	0.131538	0.115271	0.122129	0.0713525	0.0821958	0.0876918	0.166595	0.0330057	0.042639	0.0602334	0.0598647	0.00177565	0.0415058	0.034422	0.0783573	0.027703	0.0427469	0.0387384	0.0293858	0.0308044	0.0416587	0.0401641	0.0435793	0.0171133	0.0252327	0.0206412	0.067529	0.208863	0.301917	0.10793	0.38129	3.241576
270	-15381.4	-15396.9	15.5452	0.138985	0.0883551	0.104417	0.101517	0.0841052	0.0817888	0.112839	0.0757957	0.0892802	0.176655	0.0668241	0.0930524	0.0788281	0.0934265	0.126805	0.0925256	0.131538	0.102024	0.122129	0.0632693	0.0881923	0.0788112	0.16827	0.0466529	0.0394139	0.0511119	0.0324659	0.00388129	0.0499176	0.0329007	0.0578792	0.020848	0.0529258	0.0379504	0.0308181	0.0338393	0.0415074	0.0468243	0.0359128	0.0289369	0.0140357	0.0299137	0.0663907	0.214732	0.296072	0.105841	0.383356	3.11356
280	-15378.1	-15392.6	14.5457	0.16243	0.0893977	0.0891562	0.102195	0.10241	0.0935146	0.137323	0.0757957	0.0880915	0.182392	0.0860412	0.100624	0.102106	0.0934574	0.091117	0.123526	0.135358	0.091909	0.0999415	0.079721	0.0920062	0.084371	0.182342	0.0389362	0.0258089	0.0593191	0.0347433	0.00660491	0.0567039	0.0205612	0.0771675	0.0280806	0.0566192	0.0342484	0.0208113	0.0142361	0.0418545	0.030335	0.048339	0.0231008	0.0200337	0.0336832	0.0571058	0.213776	0.297497	0.10635	0.382376	3.213519
290	-15380.1	-15395.5	15.3398	0.138649	0.0989618	0.0969682	0.0977232	0.101356	0.0756844	0.098565	0.0848932	0.0877076	0.186422	0.0892516	0.0801115	0.0975423	0.117766	0.101656	0.12865	0.112511	0.0978969	0.125284	0.0804056	0.0840211	0.0782914	0.139453	0.033689	0.0292494	0.0602409	0.0334696	0.00755705	0.0411526	0.0354141	0.0804547	0.0216884	0.0424996	0.0375442	0.0502624	0.0199371	0.0415588	0.027122	0.0382966	0.0170857	0.0171956	0.0321375	0.0677747	0.223411	0.306372	0.104668	0.365549	3.134102
300	-15374.4	-15389.8	15.3536	0.119698	0.105649	0.108443	0.103282	0.10723	0.0918399	0.121151	0.0791033	0.0919927	0.167425	0.0510981	0.0951289	0.0975423	0.094235	0.101656	0.135131	0.142123	0.0965918	0.126	0.0735373	0.0895161	0.103732	0.138276	0.0371189	0.0313195	0.0397373	0.023156	0.0167089	0.0436533	0.032151	0.0806592	0.0184894	0.0594659	0.0323371	0.0234038	0.0131342	0.0369981	0.0337289	0.0416399	0.0193072	0.0155711	0.0343788	0.0593801	0.224777	0.30213	0.105308	0.367784	3.132721
310	-15375.6	-15390.3	14.758	0.12554	0.102631	0.0980277	0.0886516	0.114708	0.0842308	0.14786	0.0886389	0.08123	0.174251	0.0745192	0.0789559	0.103451	0.0891632	0.101294	0.132785	0.12111	0.109636	0.144031	0.0808798	0.102794	0.0740931	0.17686	0.0297835	0.0400459	0.033909	0.0350738	0.0114947	0.0498681	0.0392705	0.0846468	0.0226162	0.0582052	0.0202077	0.0230189	0.018689	0.0470592	0.0380131	0.0399063	0.0185818	0.016234	0.0342738	0.0360472	0.225112	0.30258	0.105465	0.366844	3.192286
320	-15383.7	-15398.3	14.5645	0.113045	0.108185	0.110402	0.115034	0.103961	0.0905971	0.0977537	0.0692623	0.0861419	0.185946	0.0908715	0.0662579	0.0880927	0.103311	0.129296	0.119086	0.126904	0.121109	0.136999	0.0672899	0.100286	0.0994825	0.164762	0.0292438	0.0395151	0.0463488	0.0350738	0.0120828	0.0441614	0.042952	0.0713112	0.0131265	0.0532036	0.024118	0.0364778	0.0151001	0.0455991	0.0484574	0.044285	0.0141513	0.0140751	0.0389791	0.0492945	0.224499	0.308488	0.101167	0.365846	3.211632
330	-15373.8	-15390.1	16.3372	0.128336	0.103528	0.0922144	0.0950052	0.10399	0.0735951	0.100636	0.0723142	0.0777472	0.160735	0.0807333	0.0817284	0.0763547	0.096208	0.121757	0.112222	0.126904	0.106223	0.119046	0.0846537	0.0739105	0.0969516	0.138401	0.0341823	0.027388	0.0463488	0.0346879	0.0131199	0.0466204	0.0400313	0.0692919	0.0237752	0.055887	0.0263977	0.0261104	0.0285669	0.0477805	0.0202383	0.0473845	0.0226299	0.0235663	0.0326756	0.044482	0.219556	0.310454	0.101812	0.368178	3.034361
340	-15378.7	-15394.3	15.6307	0.135772	0.073798	0.095405	0.10235	0.112657	0.0735951	0.12666	0.0669529	0.118498	0.15871	0.0793421	0.0850484	0.0991217	0.0771227	0.110673	0.108721	0.124684	0.0985507	0.109013	0.07252	0.121377	0.075485	0.155159	0.0393268	0.0328595	0.0502653	0.0208148	0.0200676	0.0474813	0.038548	0.0802528	0.0138836	0.0679761	0.0460355	0.0217059	0.0251078	0.0424154	0.0275512	0.0369654	0.019676	0.0194517	0.0271125	0.046303	0.227169	0.304807	0.101027	0.366997	3.105016
350	-15376.6	-15392.3	15.7334	0.11935	0.084394	0.101488	0.0911614	0.0987888	0.0758729	0.139051	0.0868127	0.103226	0.166627	0.0714693	0.0741218	0.0969457	0.117521	0.114098	0.122144	0.120885	0.0976075	0.103546	0.0697228	0.072076	0.0869131	0.141592	0.0273635	0.0344779	0.0604762	0.0267877	0.024436	0.0343897	0.0245501	0.0940821	0.0162472	0.0600865	0.0320707	0.0199372	0.016558	0.0349356	0.0472367	0.0431619	0.0287677	0.0297685	0.030623	0.0533773	0.228068	0.304452	0.10091	0.366571	3.094748
360	-15386.6	-15401.2	14.524	0.113328	0.11293	0.0871122	0.0959861	0.118139	0.0587595	0.121623	0.081644	0.108433	0.164406	0.0739438	0.0793379	0.109462	0.0994995	0.0847238	0.132564	0.151727	0.105272	0.105691	0.0901407	0.108913	0.0642053	0.182047	0.0295595	0.0349645	0.0528248	0.0270479	0.00946485	0.0485462	0.0237392	0.0832501	0.0219811	0.0563228	0.0252584	0.0249632	0.0173245	0.0525745	0.0332569	0.0592123	0.033046	0.0203413	0.037899	0.0742191	0.23117	0.2887	0.10364	0.37649	3.215685
370	-15376.2	-15391.5	15.3167	0.122888	0.092334	0.0895527	0.101178	0.113098	0.0758553	0.117838	0.0808067	0.0869627	0.165243	0.0902589	0.0997492	0.088972	0.0978645	0.111963	0.107634	0.116507	0.116766	0.121856	0.0918303	0.0834349	0.0859503	0.174835	0.0234928	0.0408792	0.0499488	0.0136807	0.00826696	0.0385863	0.0247169	0.0814646	0.0322514	0.0417921	0.030006	0.0300368	0.029971	0.041177	0.0272566	0.0442536	0.0301444	0.0380618	0.0320262	0.0450199	0.231407	0.287971	0.103746	0.376876	3.13641
380	-15381.4	-15396.2	14.8235	0.128268	0.0983986	0.105232	0.0989423	0.108788	0.0620121	0.126097	0.0740755	0.106238	0.182963	0.0791829	0.0805378	0.111973	0.099963	0.111963	0.14038	0.128446	0.114882	0.135551	0.0795102	0.0967526	0.110301	0.150827	0.0246834	0.0174727	0.0460137	0.0292649	0.0139249	0.0300623	0.0428085	0.0958774	0.0230036	0.0571576	0.0216753	0.02119	0.0321136	0.0274906	0.0295056	0.0443295	0.0171941	0.0127043	0.0292351	0.0387408	0.231407	0.287971	0.103746	0.376876	3.185732
390	-15378.9	-15394.9	16.0529	0.122838	0.115376	0.113655	0.0891034	0.0989848	0.066419	0.136459	0.0758562	0.100961	0.153347	0.089346	0.0732153	0.103688	0.0795347	0.0987967	0.100515	0.111345	0.109711	0.108161	0.0795102	0.0701613	0.077433	0.159338	0.0317144	0.0311895	0.0299182	0.024954	0.0209741	0.0507904	0.0369551	0.0739536	0.026385	0.0639677	0.0432224	0.0302782	0.0273742	0.0357199	0.032508	0.0331847	0.0224918	0.0310155	0.026237	0.0562056	0.231573	0.28746	0.103821	0.377146	3.062794
400	-15371.9	-15386.3	14.3544	0.133666	0.0938107	0.0973117	0.0946845	0.121051	0.0798421	0.13587	0.0784977	0.104527	0.176959	0.0655002	0.0931953	0.0967993	0.104055	0.102015	0.125195	0.129866	0.112715	0.120837	0.0879396	0.0828911	0.0865885	0.142179	0.0250493	0.0359146	0.0459006	0.0375202	0.0271017	0.0397481	0.0329271	0.0770124	0.0193014	0.0809126	0.045412	0.0176889	0.0278946	0.037696	0.0264941	0.0579361	0.0265668	0.0217224	0.0300526	0.0538006	0.224886	0.291559	0.101031	0.382523	3.232647
410	-15377.9	-15392.2	14.2427	0.133666	0.10505	0.104329	0.101676	0.121527	0.0890027	0.13312	0.0680102	0.0878465	0.192656	0.0773506	0.0636035	0.0918014	0.0934079	0.107611	0.130022	0.143726	0.133413	0.135178	0.0727334	0.0716421	0.0899173	0.152543	0.0301358	0.0274226	0.0507322	0.0335847	0.0217532	0.0397481	0.0291981	0.0753774	0.0311536	0.050054	0.0279879	0.0335179	0.0209662	0.0335083	0.0283597	0.0613328	0.0147021	0.0276817	0.0419037	0.0648664	0.215325	0.295155	0.102278	0.387242	3.243818
420	-15368	-15383.5	15.4732	0.110989	0.109035	0.0901327	0.092375	0.111379	0.081802	0.12939	0.0651581	0.10429	0.188675	0.0800037	0.0827059	0.0963023	0.0873611	0.10589	0.131104	0.145235	0.10047	0.120065	0.0838337	0.0743798	0.086506	0.155057	0.0176513	0.0218613	0.0386211	0.0237476	0.0155094	0.0369406	0.0400456	0.0753774	0.0264025	0.0482479	0.0422595	0.0263964	0.036317	0.0318396	0.0275826	0.0455095	0.0260348	0.0220261	0.0331777	0.0530775	0.223385	0.299782	0.105778	0.371056	3.120764
430	-15383.1	-15398.3	15.2461	0.125912	0.0982059	0.0932976	0.117671	0.111829	0.0889492	0.105917	0.110631	0.086459	0.170029	0.0781164	0.0708265	0.0887691	0.0988342	0.0992327	0.11967	0.102571	0.125327	0.121639	0.0818458	0.0823509	0.0836708	0.168037	0.0289038	0.0409796	0.0351294	0.0485381	0.0138486	0.0565781	0.0349534	0.0757383	0.0179375	0.0383999	0.0292345	0.0147993	0.023326	0.0380483	0.0453691	0.0440339	0.0124204	0.0161372	0.0451311	0.0541711	0.233231	0.278104	0.101253	0.387412	3.143469
440	-15390.7	-15405.8	15.1575	0.105496	0.130214	0.122286	0.0844801	0.100972	0.0778188	0.100371	0.0834839	0.102976	0.181593	0.0854429	0.0830086	0.084432	0.0813555	0.107334	0.145709	0.112063	0.103674	0.106214	0.0950376	0.0961074	0.0756121	0.183167	0.0276608	0.057337	0.0269489	0.0261687	0.0231635	0.051158	0.0166125	0.0675232	0.0168039	0.0670316	0.0229889	0.0354363	0.0150484	0.0290594	0.034094	0.0369876	0.0227301	0.0322463	0.0412188	0.0532703	0.215448	0.312675	0.097774	0.374103	3.152336
450	-15377.1	-15391.9	14.8364	0.155962	0.0938532	0.107308	0.0942635	0.125883	0.0858099	0.129942	0.0742869	0.114167	0.15444	0.0733285	0.0792062	0.081617	0.10931	0.0986286	0.154988	0.140003	0.0954335	0.0968597	0.0790056	0.113307	0.0812584	0.14735	0.0214484	0.0393459	0.0408042	0.0369156	0.0140823	0.0430816	0.0363541	0.0615723	0.020953	0.044097	0.0396604	0.0264951	0.0226099	0.0379537	0.0285476	0.0410681	0.0350432	0.0217553	0.0403815	0.0460615	0.225739	0.300773	0.0961909	0.377297	3.184441
