Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
0	-19427.8	-19429.6	1.82833	0.157811	0.284505	0.050159	0.053158	0.0246965	0.099172	0.0230564	0.0775385	0.126355	0.0526955	0.0275617	0.00387198	0.250107	0.0690804	0.0492802	0.105053	0.147606	0.0247156	0.195087	0.0566987	0.0281162	0.0368231	0.199097	0.0159372	0.0957042	0.0311905	0.285025	0.0274499	0.0511294	0.048308	0.17816	0.0425093	0.0565909	0.0288942	0.00384716	0.176014	0.0408586	0.321987	0.012781	0.148613	0.23112	0.235659	0.132052	4.306075
10	-16741.3	-16752.6	11.3241	0.110635	0.175575	0.151631	0.0706	0.094763	0.111688	0.0589661	0.0818227	0.0845106	0.165837	0.0476772	0.0139891	0.112126	0.0989792	0.103793	0.16385	0.190919	0.0821068	0.120267	0.0902633	0.0597387	0.0368231	0.168093	0.0278913	0.0973457	0.0168872	0.0630197	0.0416914	0.0385353	0.0472466	0.0367208	0.0314238	0.0288589	0.0343379	0.00785359	0.0664034	0.0195319	0.0970696	0.0189856	0.0777569	0.0910406	0.0827	0.0365471	3.3565
20	-15973.2	-15985.6	12.3891	0.12863	0.125469	0.108318	0.0969335	0.133382	0.0979228	0.122945	0.0766111	0.0933802	0.165837	0.100925	0.0297237	0.113646	0.0863374	0.116523	0.124697	0.129924	0.147034	0.12747	0.0735876	0.100159	0.0814277	0.168093	0.0149038	0.0265469	0.0204433	0.0429636	0.0424554	0.0270929	0.075761	0.0246566	0.0112594	0.0132118	0.0285407	0.017821	0.065442	0.0199146	0.059162	0.0135622	0.0536417	0.044387	0.0684981	0.0307602	3.250001
30	-15801.6	-15813.5	11.9543	0.142933	0.108566	0.0965084	0.0875937	0.106117	0.089472	0.129482	0.0766111	0.117616	0.160182	0.0687958	0.073912	0.09872	0.111614	0.116523	0.115304	0.134193	0.120731	0.125336	0.0798586	0.103005	0.0961606	0.191706	0.0244527	0.0289296	0.0375616	0.022871	0.0518436	0.0240021	0.0780596	0.0233394	0.0387923	0.024879	0.0316731	0.0231876	0.0591194	0.0195043	0.0715556	0.0375794	0.0260726	0.0341361	0.0427214	0.0422597	3.293481
40	-15812	-15825	13.0574	0.12807	0.0966298	0.107968	0.100875	0.0975852	0.0796785	0.11842	0.0741567	0.0945863	0.158974	0.079904	0.0888448	0.103475	0.0823886	0.108542	0.0989427	0.1388	0.106307	0.128509	0.0818962	0.0803276	0.104529	0.191706	0.0359075	0.0101802	0.0337664	0.0244908	0.0389676	0.0274972	0.0888071	0.0353018	0.0285525	0.0212117	0.0401446	0.0350763	0.0521747	0.0175666	0.0447469	0.0352344	0.0221568	0.0353133	0.0468051	0.0581507	3.183168
50	-15801.4	-15814.5	13.0598	0.138515	0.0895107	0.10139	0.108376	0.117414	0.0796785	0.119004	0.0753244	0.0930626	0.157011	0.0833645	0.0866556	0.102462	0.0854797	0.129844	0.117491	0.10629	0.114704	0.129876	0.0833154	0.0899294	0.0762627	0.168639	0.0143072	0.0172368	0.0337664	0.0215937	0.0389094	0.0284502	0.103908	0.0272775	0.0493777	0.0132262	0.0406435	0.0285645	0.040967	0.0188813	0.0679035	0.0271297	0.0338853	0.0268681	0.0461979	0.0502357	3.182928
60	-15804.6	-15817.3	12.6827	0.128076	0.0810442	0.10139	0.0875247	0.137091	0.0739549	0.12187	0.0721619	0.0985824	0.163045	0.0802976	0.0904988	0.10295	0.107446	0.0963896	0.152702	0.121883	0.101902	0.137027	0.0723436	0.09943	0.0839044	0.169483	0.0135611	0.0242242	0.0363621	0.040398	0.0482311	0.036464	0.108804	0.0253723	0.0532332	0.00590646	0.0293243	0.0345279	0.0421942	0.0263814	0.0627854	0.0203696	0.0262337	0.029542	0.041517	0.0342106	3.220639
70	-15800	-15812.3	12.3024	0.150967	0.0933001	0.0967432	0.10248	0.110879	0.0915203	0.125277	0.0771462	0.0985824	0.177995	0.0690819	0.0954633	0.0941528	0.104335	0.102513	0.13835	0.132417	0.102882	0.142253	0.0809574	0.0890886	0.0730765	0.162353	0.0287897	0.0299801	0.0237403	0.0281165	0.0489862	0.0298481	0.0997809	0.0349192	0.0451994	0.0190372	0.0405092	0.0204911	0.0501292	0.0258133	0.0647663	0.016636	0.0238398	0.0493888	0.0356513	0.0312352	3.258671
80	-15804.8	-15818.4	13.5378	0.130475	0.089654	0.0996886	0.0844041	0.121754	0.0831902	0.113889	0.0679663	0.0864223	0.188249	0.0787008	0.0695351	0.118653	0.111392	0.0913743	0.13835	0.134116	0.0954392	0.127666	0.0793834	0.093413	0.0968358	0.162353	0.0283264	0.0301139	0.0291917	0.0440834	0.051299	0.0327781	0.084666	0.0249659	0.0429459	0.00995774	0.0346889	0.0209726	0.0344096	0.0174416	0.055606	0.014524	0.0188739	0.0244498	0.0430067	0.0299255	3.13513
90	-15804.7	-15817.1	12.3313	0.115359	0.101413	0.0973875	0.124159	0.12183	0.0860929	0.138316	0.0713375	0.0897999	0.177222	0.0776231	0.0900523	0.0973491	0.121204	0.110539	0.120541	0.127622	0.106893	0.119821	0.0786419	0.093413	0.0726093	0.153158	0.0249937	0.0276636	0.0287148	0.0415648	0.0514552	0.0198271	0.103171	0.0177526	0.0668116	0.013804	0.0348395	0.0292053	0.0449234	0.019924	0.049024	0.0441979	0.034727	0.0347241	0.0429402	0.0331338	3.255781
