Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
1760	-14769.6	-14779.6	10.0756	0.156078	0.0975891	0.106593	0.089615	0.10911	0.0827053	0.144211	0.075723	0.100094	0.174867	0.0757596	0.0642348	0.106933	0.104145	0.107575	0.117399	0.132514	0.123971	0.124534	0.0837484	0.110484	0.0620333	0.163734	0.0343113	0.018139	0.0209463	0.034661	0.0296876	0.0277052	0.0298534	0.0244924	0.0285807	0.0630124	0.0594424	0.0575529	0.040445	0.0521749	0.0535698	0.0865292	0.028759	0.0474762	0.0319305	0.0422978	4.147333	0.276832	0.288784	0.106532	0.327851	3.325217
1770	-14770	-14780.2	10.2145	0.136363	0.087126	0.0997771	0.0920212	0.11722	0.0787213	0.119608	0.075685	0.0890117	0.182912	0.0867717	0.0710432	0.0960333	0.118713	0.0887787	0.1404	0.118231	0.141984	0.157877	0.0748675	0.0745458	0.0755843	0.180668	0.0331235	0.0311521	0.0277603	0.0472	0.0384539	0.0303659	0.047655	0.0217465	0.022485	0.0435107	0.0454942	0.0305843	0.0381477	0.0507914	0.0540192	0.0946426	0.0242755	0.0521566	0.0386355	0.0446378	3.987337	0.28549	0.293976	0.0921561	0.328378	3.32078
1780	-14767.5	-14777.7	10.245	0.160099	0.106331	0.111666	0.0964567	0.0910108	0.0615742	0.107043	0.0739664	0.107741	0.172068	0.0912982	0.0808069	0.101084	0.106944	0.0973945	0.138164	0.160338	0.122359	0.139569	0.0715086	0.100016	0.0873672	0.164065	0.0215418	0.0311521	0.0164384	0.0250121	0.0354304	0.0316969	0.0449371	0.0294241	0.018435	0.0484878	0.050526	0.0371384	0.0381477	0.0568593	0.0490903	0.101484	0.0245734	0.045142	0.0230186	0.0436884	3.931264	0.268291	0.30318	0.0960425	0.332487	3.321094
1790	-14762.8	-14773.4	10.5335	0.140396	0.0969816	0.0948453	0.107117	0.0980642	0.094243	0.126763	0.0803502	0.0869795	0.158932	0.0782859	0.0787267	0.101873	0.103771	0.130053	0.123435	0.121535	0.129416	0.127554	0.0723238	0.101634	0.0861481	0.195042	0.0336146	0.0323677	0.0262933	0.021269	0.0361827	0.0305859	0.038189	0.0153031	0.0172421	0.0605384	0.0428417	0.0414597	0.0196819	0.0566633	0.0519132	0.0879113	0.0254631	0.0466862	0.0197389	0.0410082	4.147371	0.271939	0.300586	0.0978334	0.329642	3.279422
1800	-14768.9	-14778.9	9.97932	0.141872	0.111313	0.116074	0.091343	0.120815	0.0877174	0.123219	0.0920524	0.108676	0.193406	0.0864293	0.0684214	0.0973325	0.0936711	0.117163	0.145274	0.126843	0.119308	0.109894	0.0833641	0.0847394	0.0861481	0.186904	0.0173337	0.0285137	0.0329514	0.0106643	0.050601	0.0304595	0.0240919	0.0143813	0.0123759	0.0730079	0.0468661	0.0472621	0.0337657	0.0468302	0.0563691	0.0782842	0.0242958	0.0467626	0.0290936	0.0501028	3.95898	0.264677	0.292059	0.101447	0.341817	3.345992
1810	-14777.6	-14787	9.39466	0.148683	0.113041	0.107893	0.0908567	0.105689	0.100454	0.140715	0.113639	0.0968392	0.160922	0.0844352	0.0970274	0.142685	0.136796	0.090177	0.125783	0.145727	0.122271	0.135668	0.0865136	0.0697366	0.0829536	0.184545	0.0199335	0.0213152	0.0325199	0.0176962	0.0361509	0.0298137	0.0341758	0.0137563	0.0358222	0.0546985	0.0430419	0.0413425	0.0234401	0.0483238	0.0463821	0.0857064	0.0154678	0.0431102	0.029454	0.0563402	3.841948	0.292407	0.280729	0.0903945	0.33647	3.411543
1820	-14763.6	-14773.4	9.83108	0.129767	0.0893436	0.105	0.0963167	0.109702	0.0818167	0.115995	0.0885131	0.0914275	0.167227	0.0936923	0.0751852	0.110112	0.121506	0.0955422	0.147477	0.146376	0.121925	0.129457	0.072203	0.0879916	0.0911427	0.195009	0.0295733	0.0386255	0.0178511	0.0206443	0.0315606	0.0261102	0.0325092	0.0227929	0.0295121	0.0489995	0.0266949	0.0452865	0.025368	0.0487536	0.0641536	0.120908	0.024472	0.0499712	0.026873	0.0642256	4.01254	0.265648	0.277164	0.103684	0.353504	3.357614
1830	-14770.2	-14781	10.7656	0.141554	0.103606	0.111442	0.0973393	0.0966913	0.0715948	0.128835	0.0835524	0.0992699	0.182812	0.107577	0.0760545	0.118828	0.0922151	0.0974876	0.129087	0.129625	0.0920482	0.104563	0.0806039	0.0979932	0.0813295	0.162273	0.0344879	0.0306463	0.0440199	0.0206443	0.0295675	0.023015	0.0435882	0.0138247	0.0343906	0.0395545	0.0332903	0.0405243	0.015308	0.0480522	0.0670621	0.0967142	0.0352778	0.0515913	0.020706	0.0555178	4.01254	0.27835	0.292588	0.0970877	0.331974	3.264165
1840	-14771.6	-14781	9.41912	0.158903	0.0989877	0.101346	0.0907684	0.0913722	0.105414	0.136422	0.0801376	0.0995346	0.172399	0.0817271	0.0820259	0.118828	0.0829892	0.130541	0.151724	0.138594	0.0939628	0.136978	0.0733909	0.0875868	0.0839369	0.176716	0.0235037	0.0306463	0.0153271	0.0161074	0.0427101	0.0296104	0.044434	0.0299964	0.0234688	0.0407243	0.0309988	0.0511869	0.0187567	0.0489505	0.0581162	0.117967	0.0423148	0.0504766	0.0391533	0.0619264	4.150763	0.264307	0.290029	0.0965407	0.349123	3.390661
1850	-14771.7	-14781.4	9.66709	0.135189	0.081751	0.111051	0.109045	0.130642	0.076315	0.111952	0.0877102	0.113009	0.173334	0.0806217	0.0978291	0.104251	0.100317	0.11207	0.119391	0.156212	0.115962	0.140808	0.0754246	0.0945833	0.102025	0.19431	0.0356283	0.0293374	0.0152423	0.0217831	0.025663	0.0219452	0.0475581	0.0184267	0.0105274	0.0470062	0.0338922	0.0279144	0.0297479	0.0527254	0.0604667	0.09755	0.0487802	0.0433077	0.0281134	0.0618585	3.891624	0.277317	0.284587	0.0999192	0.338177	3.381278
1860	-14775.2	-14785	9.7162	0.120675	0.0838482	0.126141	0.0894378	0.112814	0.0879042	0.144921	0.0854386	0.100248	0.197566	0.0849953	0.0829944	0.113989	0.106195	0.0914813	0.152039	0.13654	0.145086	0.120885	0.0628901	0.0701349	0.0835695	0.199106	0.0130367	0.0251219	0.0214507	0.0171422	0.0233536	0.0237974	0.0334318	0.0182187	0.0416753	0.054498	0.0324828	0.0406114	0.0462647	0.0604663	0.0593224	0.086201	0.036574	0.0412539	0.0348362	0.0554564	4.097156	0.271819	0.293238	0.0988243	0.336119	3.364094
1870	-14777.1	-14787.1	10.0168	0.14073	0.0843009	0.100358	0.108608	0.0918573	0.0610925	0.110103	0.0697943	0.100248	0.173172	0.078737	0.0949452	0.108925	0.115486	0.09925	0.163625	0.139771	0.111852	0.132052	0.087166	0.0902869	0.109929	0.189	0.024484	0.0323417	0.019515	0.0359972	0.0277637	0.0212453	0.0555606	0.0223936	0.00946732	0.0366134	0.0484815	0.0212509	0.0462647	0.0513166	0.0588733	0.102375	0.0385967	0.045631	0.0226522	0.0567793	4.015	0.2713	0.287686	0.0987051	0.342309	3.338893
1880	-14781.5	-14791.7	10.2065	0.120678	0.0920271	0.116543	0.0673419	0.105993	0.0902243	0.129774	0.0884461	0.10732	0.168849	0.0716555	0.0872687	0.0840525	0.0837056	0.0968533	0.139314	0.146646	0.0994683	0.155376	0.0727985	0.0909149	0.102569	0.206093	0.0421803	0.0346218	0.0197613	0.0291117	0.0347526	0.0387087	0.0414003	0.0191452	0.0192319	0.0358353	0.0223053	0.0495466	0.0236514	0.0506006	0.0524099	0.101212	0.0335594	0.0451585	0.0367621	0.0555539	4.193684	0.262199	0.298635	0.10196	0.337206	3.309422
1890	-14771.3	-14781.9	10.572	0.143828	0.106459	0.103994	0.0959892	0.122357	0.0880322	0.132771	0.0868046	0.0836509	0.157565	0.0697454	0.0809194	0.0976596	0.11705	0.0898698	0.130069	0.128495	0.101276	0.137691	0.0580065	0.0778104	0.0841322	0.18944	0.0218623	0.0240255	0.0400925	0.0186154	0.0417971	0.0194519	0.0455632	0.0250501	0.0150848	0.0734599	0.0569225	0.0446748	0.0318705	0.0498708	0.0519344	0.0921017	0.0209883	0.0451585	0.0427259	0.0518823	3.79405	0.288669	0.287842	0.0941902	0.329299	3.296749
1900	-14766.4	-14776.2	9.79576	0.137776	0.0939897	0.113811	0.111472	0.102607	0.0917443	0.134771	0.0809981	0.099578	0.167647	0.0772227	0.0899587	0.128121	0.115128	0.103262	0.127118	0.132086	0.102289	0.121704	0.0809573	0.0996249	0.0774614	0.175501	0.037852	0.0280435	0.0320606	0.0185942	0.0398607	0.0342633	0.0444923	0.022278	0.0337711	0.0596435	0.0285845	0.0343864	0.0272267	0.0512515	0.0557176	0.0979136	0.0362701	0.0327905	0.0271766	0.0550523	3.99725	0.2783	0.278678	0.100159	0.342862	3.362058
1910	-14770.4	-14780.8	10.3558	0.13895	0.118383	0.0947513	0.088942	0.106059	0.0806875	0.134771	0.0752543	0.100452	0.147443	0.0774752	0.0781255	0.103471	0.0947109	0.106356	0.151956	0.128634	0.114616	0.11199	0.0923795	0.0757026	0.102833	0.185826	0.0199289	0.0331989	0.022895	0.0137588	0.0438093	0.0476626	0.029346	0.0185474	0.0274205	0.0423011	0.0540405	0.0424039	0.0309476	0.0621533	0.0486779	0.100643	0.0338138	0.0308452	0.0384288	0.063699	3.860703	0.262961	0.29566	0.103217	0.338162	3.314289
1920	-14774.8	-14784.5	9.7441	0.14134	0.0770601	0.0890017	0.0947152	0.147834	0.0758472	0.136456	0.0903797	0.0905877	0.207451	0.0774752	0.0663482	0.105677	0.10419	0.111386	0.141542	0.110578	0.111343	0.126809	0.076934	0.0674549	0.0831739	0.187462	0.0398993	0.0208267	0.0344024	0.0164048	0.037171	0.0317867	0.029346	0.013978	0.0334972	0.0387105	0.0415899	0.0574215	0.0309476	0.0564464	0.0551534	0.127765	0.0371369	0.048691	0.0331738	0.0699932	3.8618	0.262387	0.299528	0.101515	0.33657	3.375389
1930	-14768.4	-14778.8	10.4023	0.129965	0.110736	0.110278	0.0889366	0.141399	0.0714078	0.136456	0.0911807	0.0919344	0.166052	0.0896856	0.0826918	0.115778	0.0978351	0.111816	0.138632	0.142326	0.139043	0.113377	0.0648401	0.0938565	0.0765187	0.190728	0.0224787	0.0226795	0.0343666	0.0226658	0.0207212	0.0312565	0.0456722	0.0222191	0.0199515	0.0526781	0.0345626	0.0268033	0.0319573	0.0546944	0.0587396	0.0968935	0.0190426	0.0333302	0.0267098	0.0389124	3.825133	0.268846	0.305582	0.0994796	0.326092	3.311807
1940	-14761.5	-14771.6	10.1727	0.150648	0.10053	0.103129	0.0929906	0.13547	0.0910417	0.113695	0.0833595	0.103025	0.159576	0.0803645	0.0723496	0.0969797	0.103644	0.120708	0.128165	0.154023	0.125755	0.126577	0.081563	0.0956491	0.0924907	0.184886	0.0199548	0.0284275	0.0268552	0.0194168	0.0434422	0.0263647	0.0339757	0.0260817	0.0144321	0.0517035	0.0386366	0.0419344	0.0265668	0.0564231	0.0549036	0.0834241	0.0295989	0.0333302	0.0374714	0.0421908	3.874504	0.27582	0.281371	0.102713	0.340096	3.331752
1950	-14772.3	-14783.6	11.2323	0.129794	0.109814	0.124944	0.0838608	0.10224	0.0625259	0.117316	0.0891008	0.0838862	0.15265	0.0840662	0.0780884	0.102736	0.0959031	0.114954	0.131341	0.132856	0.13275	0.131021	0.0975488	0.087073	0.0709629	0.170717	0.0361	0.0295119	0.0297706	0.0162714	0.0300895	0.0173217	0.0374236	0.0134651	0.0332876	0.0652282	0.0413189	0.0258152	0.0179061	0.0505941	0.0593962	0.0856802	0.0243366	0.0467754	0.0384048	0.0517271	3.699516	0.274865	0.271723	0.104657	0.348755	3.236573
1960	-14776.2	-14786.5	10.2665	0.126574	0.110267	0.10714	0.0926733	0.123115	0.080083	0.135544	0.0826739	0.0976206	0.200783	0.0735944	0.0909205	0.111527	0.115983	0.110674	0.143563	0.102914	0.110392	0.131213	0.0972044	0.076487	0.0740271	0.197101	0.0189095	0.0317697	0.0183338	0.0330574	0.0322708	0.0378493	0.029393	0.0175721	0.0271999	0.0362316	0.0366821	0.0609634	0.0246861	0.0713105	0.0522065	0.0709333	0.032723	0.0475505	0.0284117	0.0423892	3.551162	0.270763	0.278748	0.103796	0.346692	3.342517
1970	-14771.3	-14781.1	9.7917	0.153864	0.0986582	0.0922683	0.0998639	0.123325	0.0912093	0.115561	0.0742521	0.102852	0.159302	0.0748646	0.0983775	0.119603	0.113777	0.115362	0.134614	0.123458	0.118148	0.130095	0.0762138	0.104942	0.0653427	0.217364	0.0241838	0.0140729	0.0283842	0.0243004	0.0427868	0.0252084	0.0518293	0.0142686	0.0162558	0.0633278	0.0395087	0.0303063	0.0222893	0.0364824	0.0563748	0.106824	0.0296834	0.0431753	0.0211768	0.0612217	4.123856	0.281254	0.289528	0.0930971	0.33612	3.354977
1980	-14776.2	-14786.6	10.3842	0.147287	0.0848591	0.124436	0.12156	0.115854	0.101727	0.124212	0.0968324	0.0994851	0.153476	0.0734344	0.0753101	0.106383	0.10704	0.119203	0.118726	0.14613	0.101415	0.116504	0.070476	0.0925967	0.0722664	0.205556	0.0188144	0.0303396	0.0128851	0.0344437	0.0224088	0.0173713	0.0398669	0.0198287	0.0210763	0.0456343	0.0330252	0.0396862	0.0215909	0.0626865	0.0518812	0.079295	0.0310603	0.0431753	0.0219844	0.0724018	4.149453	0.276726	0.293432	0.0932234	0.336618	3.294224
1990	-14769.1	-14779.1	9.97207	0.125534	0.10113	0.117708	0.101786	0.122055	0.08519	0.107269	0.0842002	0.107717	0.17253	0.0853009	0.0705814	0.108267	0.116196	0.0891059	0.153473	0.148706	0.125916	0.137003	0.0741192	0.0930407	0.0979536	0.161225	0.0292806	0.0182499	0.0259765	0.0297157	0.042191	0.0157966	0.048877	0.0142173	0.0208054	0.0515097	0.0378753	0.0433471	0.0240584	0.0626865	0.0632423	0.111419	0.0181637	0.0432829	0.0201827	0.0423512	3.917117	0.284476	0.28467	0.0965352	0.334319	3.349238
2000	-14766.2	-14777.2	11.0212	0.146182	0.0761788	0.0901089	0.0859245	0.124434	0.0862174	0.127047	0.1034	0.0859108	0.176638	0.0837185	0.0700536	0.107479	0.108217	0.0891059	0.122306	0.124012	0.11937	0.154091	0.071548	0.0795842	0.0921418	0.195728	0.0336505	0.0253317	0.0331501	0.0143501	0.0258689	0.024895	0.0292935	0.0191975	0.0205111	0.0479801	0.0339508	0.0401931	0.0224688	0.0417044	0.0527126	0.113986	0.0225501	0.0393969	0.0377664	0.0480192	3.883324	0.278433	0.279591	0.105912	0.336063	3.246373
2010	-14765.4	-14774.8	9.34477	0.151461	0.0949282	0.0959001	0.0964038	0.105452	0.0848247	0.133812	0.0706088	0.0986899	0.17385	0.0844324	0.080676	0.114273	0.102412	0.116127	0.128071	0.151041	0.136989	0.123032	0.0867391	0.0900565	0.0929925	0.198484	0.0300065	0.0240353	0.0171301	0.0224725	0.0339408	0.0316582	0.0515852	0.0191975	0.016815	0.0576668	0.0311317	0.0294771	0.0286193	0.0624459	0.0363468	0.104599	0.0274247	0.0502724	0.0317292	0.0733174	4.271131	0.287442	0.274522	0.0943292	0.343707	3.391128
2020	-14777.1	-14787.8	10.7088	0.154269	0.0811052	0.101098	0.0831089	0.122749	0.0870803	0.133249	0.0603527	0.103981	0.185427	0.0785776	0.0775167	0.106118	0.100109	0.0723776	0.150443	0.144276	0.119249	0.152463	0.0696308	0.0741219	0.0976334	0.174631	0.0352973	0.0185829	0.0284476	0.0281109	0.0250545	0.0288073	0.0370806	0.0199492	0.038432	0.0583001	0.0314753	0.0315854	0.0202154	0.0485848	0.0386175	0.107206	0.0327229	0.0415665	0.0288082	0.0339921	4.138618	0.291309	0.2707	0.105212	0.332779	3.262403
2030	-14775.3	-14786.1	10.7749	0.124802	0.0939286	0.094818	0.0910804	0.109007	0.0764859	0.125979	0.0825951	0.0907407	0.158698	0.054107	0.0823095	0.0999678	0.122445	0.123542	0.145439	0.109837	0.137066	0.11218	0.0990068	0.0992712	0.0983112	0.193578	0.0355779	0.0308337	0.0198992	0.0109259	0.0296721	0.0314013	0.0487548	0.0168086	0.0241468	0.0542559	0.0530653	0.0232537	0.0290854	0.0566257	0.0612291	0.0865065	0.0300274	0.0323493	0.0415052	0.0280971	3.912824	0.273369	0.286963	0.101275	0.338394	3.269216
2040	-14777	-14786.8	9.82606	0.15087	0.0939286	0.125761	0.112052	0.101125	0.0981383	0.103257	0.0908871	0.091318	0.168771	0.0543106	0.112828	0.084595	0.106174	0.13371	0.128186	0.143795	0.125899	0.123283	0.0737868	0.0739461	0.0826538	0.18282	0.0448099	0.0248147	0.0296436	0.0264056	0.0339049	0.0160389	0.0482171	0.0201802	0.010001	0.0533405	0.048518	0.0346044	0.0245746	0.058347	0.0641337	0.100702	0.0385742	0.0416278	0.0263416	0.0500378	4.032798	0.260023	0.28958	0.100844	0.349553	3.356912
2050	-14770.6	-14780	9.4085	0.151352	0.0965325	0.105988	0.105392	0.10151	0.081837	0.129676	0.0933487	0.0994762	0.177054	0.0600005	0.0964641	0.0913116	0.114303	0.0942004	0.120535	0.126462	0.106463	0.120494	0.0664961	0.0814985	0.114841	0.199165	0.0352545	0.0194578	0.0284123	0.0231191	0.0380881	0.0400232	0.0413018	0.0216694	0.0223227	0.0653681	0.040083	0.0489553	0.0356684	0.047952	0.0686379	0.100111	0.0452024	0.0508002	0.0237145	0.0539358	4.275959	0.27799	0.29072	0.099927	0.331363	3.384477
2060	-14776.9	-14786.8	9.86706	0.126064	0.100074	0.0761256	0.100277	0.101885	0.0794516	0.121	0.0804699	0.0888272	0.161179	0.0906984	0.096908	0.0948732	0.122293	0.120985	0.125082	0.13598	0.124064	0.122673	0.0800387	0.0800307	0.0891119	0.19909	0.0451932	0.0350487	0.0275535	0.0370161	0.0448989	0.0205744	0.0426409	0.0122853	0.0223227	0.0597727	0.0208696	0.0607533	0.039019	0.0590004	0.0626183	0.0908451	0.0410622	0.0546223	0.0348164	0.040543	3.771316	0.276354	0.292388	0.0927541	0.338503	3.368639
2070	-14766.9	-14776.7	9.77275	0.150011	0.108125	0.0930524	0.116733	0.118431	0.102228	0.126303	0.0805963	0.099927	0.184926	0.0668638	0.0757783	0.113339	0.114691	0.105395	0.114978	0.128759	0.100217	0.131797	0.0822884	0.0991094	0.0753669	0.19909	0.0192878	0.0237695	0.0224837	0.0151483	0.031132	0.0374063	0.0292249	0.0232622	0.033865	0.0540624	0.0279144	0.0396085	0.0220396	0.0595691	0.0640709	0.11341	0.0311398	0.0379527	0.0348164	0.0530798	4.04958	0.27693	0.291723	0.1054	0.325948	3.361247
2080	-14772.3	-14781.9	9.61601	0.141879	0.105626	0.112874	0.0780992	0.103915	0.0749053	0.134632	0.0777812	0.0943368	0.200125	0.0592409	0.0968035	0.127584	0.103	0.113765	0.136862	0.141186	0.123008	0.117953	0.0745527	0.107908	0.090027	0.192189	0.0349684	0.0445814	0.0286136	0.0297238	0.0396113	0.0254173	0.018108	0.0203395	0.0121197	0.0686715	0.0471786	0.0434006	0.0266906	0.046285	0.0491947	0.0959354	0.023779	0.0575738	0.0287337	0.0395118	3.853696	0.273947	0.284244	0.104448	0.337361	3.388692
2090	-14776.3	-14787.3	10.9759	0.11415	0.101919	0.104432	0.108648	0.122565	0.0695648	0.11419	0.0682232	0.0816932	0.192427	0.0794768	0.0820877	0.103127	0.103618	0.101868	0.145664	0.121766	0.134116	0.174444	0.0634114	0.0750423	0.0915641	0.184203	0.0262002	0.0209542	0.0192143	0.018905	0.0424361	0.0220423	0.0379227	0.0120678	0.0112809	0.0450335	0.046745	0.0472374	0.0207228	0.0353443	0.0451911	0.0910576	0.0306442	0.0551214	0.0399279	0.0352382	4.040237	0.275024	0.282796	0.0981626	0.344017	3.241488
2100	-14773.5	-14783.3	9.7958	0.136686	0.10999	0.105405	0.135649	0.101639	0.0837901	0.113847	0.0778561	0.105263	0.152675	0.0671922	0.0787354	0.0980679	0.103618	0.113623	0.142073	0.161894	0.138023	0.146839	0.0694157	0.0930972	0.0842409	0.16295	0.0332568	0.0292543	0.0357823	0.0170304	0.0307545	0.0140625	0.0247607	0.0219494	0.0258295	0.043201	0.030959	0.0365395	0.0366642	0.0431225	0.0627214	0.0965333	0.028105	0.0609898	0.0312355	0.0697548	4.115135	0.269335	0.299076	0.100817	0.330772	3.355078
2110	-14771.8	-14781.8	10.0311	0.135385	0.0949587	0.110424	0.108119	0.0976202	0.0754965	0.135395	0.0881218	0.105844	0.20498	0.0821156	0.0778664	0.10296	0.102034	0.0994267	0.125796	0.137521	0.110345	0.108477	0.0789253	0.0917272	0.102764	0.175533	0.0275884	0.032788	0.0229741	0.0264958	0.0374495	0.0187032	0.0269655	0.0207737	0.0117533	0.0429006	0.0565543	0.0442815	0.0269925	0.075606	0.07178	0.110803	0.0218023	0.0519154	0.0245764	0.0482346	3.762592	0.27836	0.291037	0.0978624	0.332741	3.352775
2120	-14774.6	-14785.4	10.809	0.154073	0.0848904	0.147694	0.107609	0.0990162	0.0876889	0.116828	0.086841	0.0861971	0.173661	0.0735326	0.0855899	0.0979757	0.0934099	0.0921437	0.148811	0.128334	0.134158	0.109808	0.097294	0.081119	0.0881801	0.172649	0.0251532	0.0174326	0.0268423	0.0251363	0.0274642	0.0137517	0.0310301	0.0221111	0.0171407	0.0614455	0.0454761	0.0288274	0.0294656	0.0541898	0.0734955	0.0721298	0.037031	0.0392873	0.0298706	0.0462206	3.827264	0.280469	0.294207	0.10049	0.324834	3.271004
2130	-14772.8	-14782.4	9.59971	0.149016	0.129896	0.0971358	0.0972402	0.110113	0.0852126	0.134813	0.0911384	0.108667	0.16198	0.0816296	0.0718841	0.110402	0.101861	0.0868351	0.148368	0.136786	0.129528	0.118649	0.0680886	0.0837658	0.0769192	0.18308	0.0374437	0.0135373	0.0422295	0.0274087	0.0236722	0.0306684	0.034893	0.0211477	0.0244864	0.0532234	0.0436872	0.0425953	0.0384424	0.057528	0.0734955	0.0956788	0.0247411	0.0391886	0.0344399	0.0470113	4.220941	0.280949	0.302934	0.0965574	0.31956	3.368525
2140	-14781.8	-14791.9	10.0426	0.135614	0.109605	0.0855126	0.0774437	0.122777	0.069714	0.123586	0.0908784	0.102385	0.191905	0.0807141	0.07971	0.0967013	0.115392	0.112221	0.122123	0.136786	0.122992	0.153593	0.0866904	0.0913469	0.0633279	0.171355	0.0365	0.00510538	0.0153284	0.0163113	0.0336609	0.0317093	0.0251083	0.0172005	0.0152447	0.0637471	0.0662913	0.032749	0.0453272	0.0737214	0.0471978	0.101811	0.0344525	0.045345	0.0224941	0.0562273	4.157765	0.278204	0.288525	0.100734	0.332536	3.327906
2150	-14770.9	-14780.7	9.80338	0.14552	0.0854635	0.10037	0.10037	0.128098	0.074682	0.130587	0.0849213	0.106348	0.147945	0.0825597	0.0862972	0.10558	0.118376	0.141357	0.158295	0.134234	0.13055	0.123739	0.0808629	0.0873945	0.0785161	0.170934	0.050942	0.0335784	0.0248027	0.0212215	0.0185045	0.0314475	0.0460022	0.0275829	0.0221993	0.0458611	0.041295	0.0256931	0.026809	0.0471357	0.0420118	0.0917692	0.035128	0.0549739	0.0292781	0.043741	3.969098	0.27494	0.288628	0.105037	0.331395	3.362979
2160	-14771.5	-14780.3	8.88744	0.141058	0.109065	0.124515	0.109148	0.132828	0.0814118	0.120078	0.0864951	0.0860984	0.181385	0.0667017	0.084687	0.0782272	0.131311	0.118007	0.151728	0.158501	0.124558	0.123729	0.0751401	0.0966557	0.0790999	0.19321	0.0287538	0.0315267	0.0196017	0.0214304	0.0326298	0.0273019	0.0308421	0.0193303	0.0158843	0.0457656	0.0699515	0.0359083	0.0373711	0.0632309	0.0375979	0.0952333	0.0333836	0.0618183	0.0314784	0.0585671	4.024897	0.282712	0.288443	0.0980148	0.330831	3.451244
2170	-14766.8	-14776.7	9.96653	0.136265	0.109301	0.0887874	0.0849428	0.0878213	0.0845717	0.10531	0.0805936	0.0920953	0.171503	0.0752857	0.0743532	0.108695	0.105078	0.130507	0.156026	0.145264	0.123919	0.12285	0.0843533	0.106874	0.0698207	0.186243	0.0309997	0.0309741	0.0263454	0.0316282	0.0316668	0.0354598	0.0354042	0.0195418	0.0261799	0.0478987	0.0372818	0.0507021	0.0373711	0.0532582	0.0616089	0.0966504	0.0194865	0.0464371	0.0453038	0.0459299	4.071225	0.281513	0.297963	0.092872	0.327652	3.34059
2180	-14779.7	-14789.8	10.1022	0.162479	0.0992667	0.10708	0.110525	0.109203	0.0888421	0.123454	0.0803459	0.0862331	0.178074	0.0723425	0.0688882	0.127141	0.080185	0.107947	0.135728	0.130513	0.13233	0.155773	0.0627982	0.0962641	0.0881028	0.198431	0.0357152	0.0287962	0.00936041	0.0109765	0.00960077	0.0291288	0.0497303	0.0332617	0.0402114	0.0763349	0.0399305	0.0321705	0.0291469	0.0590817	0.0364549	0.0880724	0.0173552	0.0296738	0.021308	0.0589808	3.900296	0.284668	0.288198	0.099524	0.32761	3.337238
2190	-14770.8	-14781.9	11.1037	0.122281	0.107198	0.102891	0.101926	0.109161	0.0913643	0.125596	0.0808218	0.0972123	0.170217	0.0674322	0.0875004	0.130184	0.0858647	0.103674	0.138889	0.133673	0.118095	0.121869	0.0884673	0.0953278	0.0883176	0.16024	0.026656	0.0287962	0.012289	0.019298	0.0141342	0.0261705	0.04219	0.0267701	0.0221414	0.0561282	0.0411717	0.0210537	0.0281919	0.0526258	0.0533934	0.102942	0.0362194	0.0355158	0.0217316	0.0609844	3.58555	0.266722	0.287229	0.0958272	0.350222	3.256607
2200	-14781.7	-14791.7	9.98554	0.14956	0.126031	0.104214	0.0997604	0.100881	0.0993219	0.12127	0.0746107	0.102535	0.174297	0.0937026	0.0724451	0.101901	0.106077	0.129827	0.164744	0.145341	0.102863	0.121869	0.0797549	0.0825748	0.0919825	0.174644	0.0185883	0.028982	0.0302467	0.00661386	0.0315831	0.0217857	0.0370192	0.024636	0.0221414	0.0627854	0.0266338	0.019469	0.0290374	0.0663885	0.0508891	0.107723	0.0233093	0.0632589	0.0159501	0.0660601	3.509017	0.262903	0.295036	0.0934728	0.348588	3.373309
2210	-14774.4	-14785	10.6826	0.136828	0.0902117	0.126216	0.13484	0.113216	0.0739902	0.142408	0.0766557	0.102535	0.193684	0.072131	0.0946256	0.110309	0.100578	0.104435	0.137362	0.126479	0.101481	0.13337	0.0788218	0.104663	0.0661375	0.180051	0.0271352	0.0283873	0.0282439	0.00783772	0.0261398	0.0113973	0.0328241	0.0292207	0.0252124	0.0314696	0.0356034	0.0330152	0.0292947	0.0453	0.0523777	0.0893788	0.0245092	0.0481805	0.0190924	0.0532286	3.905579	0.281609	0.287529	0.100639	0.330223	3.278877
