Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
2700	-13154.7	-13110.8	-43.8933	0.6596276	0.338124	0.159553	0.175103	0.168092	0.237832	0.185313	0.324248	0.182876	0.160047	0.326736	0.121629	0.154562	0.231684	0.259106	0.238031	0.429965	0.302912	0.211777	0.246641	0.112295	0.150999	0.186675	0.510294	0.0673254	0.0426971	0.0230774	0.32598	0.0619927	0.0556104	0.155135	0.0320848	0.15899	0.0350186	0.175788	0.105403	0.0386359	0.250224	0.0682562	0.173387	0.0836064	0.0644177	0.138834	0.223134	0.0310291	0.434843	0.0470959	0.0243347	0.411696	0.0510013	0.0655946	0.343842	0.908937	2.68163	0.349859	0.364764	0.0597981	0.225578	0.2893521	7.694091
2710	-13152.8	-13112.3	-40.5225	0.5619611	0.2928	0.198844	0.215309	0.18006	0.26826	0.162823	0.288478	0.200862	0.162414	0.357077	0.117761	0.168365	0.228528	0.259329	0.21655	0.352065	0.335702	0.241306	0.237193	0.0842927	0.125243	0.13159	0.51229	0.00653672	0.0123195	0.0553514	0.281752	0.0570826	0.033534	0.116008	0.0149465	0.0709903	0.0557286	0.168239	0.0988776	0.054927	0.218592	0.0447516	0.170979	0.0886692	0.117872	0.14968	0.203032	0.0330845	0.381566	0.0528632	0.0307696	0.44359	0.0581266	0.0453699	0.290455	0.860598	2.80358	0.344079	0.381884	0.0602074	0.213829	0.3191073	7.357014
2720	-13154.3	-13105.8	-48.521	0.843678	0.340251	0.140043	0.235315	0.14445	0.216842	0.214984	0.365072	0.227845	0.149245	0.400463	0.1467	0.23881	0.218566	0.232572	0.217397	0.36686	0.343016	0.291017	0.27205	0.164472	0.239913	0.132932	0.632366	0.0489855	0.0116083	0.0553514	0.236906	0.107569	0.0585876	0.138268	0.0202396	0.115876	0.0577263	0.20093	0.0639348	0.0512542	0.217702	0.0480526	0.248637	0.0360455	0.0904955	0.152835	0.264681	0.0261688	0.38534	0.0521217	0.0204709	0.464663	0.0512354	0.104813	0.424142	0.96836	2.50269	0.352509	0.386135	0.0596418	0.201714	0.3548468	8.156863
2730	-13153.7	-13110.5	-43.2072	0.7721433	0.430981	0.176898	0.176431	0.1126	0.334926	0.131883	0.32507	0.204793	0.130027	0.356398	0.115216	0.180922	0.279981	0.265817	0.277111	0.316666	0.308386	0.2428	0.26416	0.0895851	0.201767	0.0994119	0.489534	0.100083	0.0384415	0.00705344	0.292775	0.0296242	0.0408461	0.132174	0.0489246	0.0450468	0.0586734	0.248106	0.0472874	0.0512542	0.266259	0.0492522	0.190752	0.0652717	0.0859027	0.154734	0.161664	0.0250583	0.337187	0.0534417	0.0218278	0.502863	0.0596222	0.0896189	0.395672	0.948927	2.56578	0.352524	0.380914	0.0636202	0.202942	0.3726235	7.625489
2740	-13149.2	-13105	-44.178	0.8216264	0.302691	0.139266	0.252412	0.133643	0.23528	0.143086	0.288788	0.18739	0.203199	0.324887	0.126376	0.184697	0.30604	0.306593	0.25178	0.37954	0.3662	0.245968	0.273772	0.118586	0.171893	0.108694	0.540026	0.103478	0.0203452	0.00060937	0.208447	0.082366	0.0631659	0.148176	0.0460732	0.0412965	0.113331	0.131608	0.082218	0.0786366	0.249781	0.0552515	0.190752	0.0687638	0.0508279	0.140939	0.255696	0.0263683	0.375901	0.0470124	0.0295551	0.468768	0.0523952	0.100152	0.415697	0.962772	2.52138	0.346443	0.383141	0.0636925	0.206724	0.3860273	7.722568
2750	-13150.1	-13108.1	-41.998	0.7182816	0.335514	0.159617	0.192244	0.120883	0.22132	0.146143	0.261201	0.178447	0.144181	0.338413	0.158527	0.11232	0.253026	0.311353	0.278037	0.36466	0.264924	0.258766	0.353183	0.0982995	0.221928	0.132691	0.519511	0.0542646	0.0434272	0.00432523	0.219803	0.0331261	0.0329756	0.119457	0.00921297	0.119428	0.06173	0.15786	0.0951461	0.0541565	0.281412	0.0560499	0.175346	0.0395743	0.138679	0.105617	0.277782	0.0190171	0.365135	0.0590309	0.0236988	0.482438	0.0506808	0.0780967	0.37203	0.931459	2.61841	0.357631	0.372442	0.0640826	0.205845	0.3571725	7.50456
2760	-13149.2	-13112.1	-37.1063	0.7191813	0.3603	0.143271	0.148524	0.175239	0.209193	0.159522	0.292161	0.116323	0.151402	0.419344	0.149972	0.12119	0.212944	0.295849	0.212212	0.326863	0.264681	0.182802	0.225543	0.0905378	0.169913	0.0994416	0.611824	0.0472435	0.0304734	0.029557	0.152266	0.0988207	0.038596	0.126068	0.0286409	0.0912674	0.0710614	0.154171	0.0802149	0.0302426	0.301718	0.0275519	0.132563	0.00884325	0.0900861	0.0696041	0.267357	0.0217537	0.378968	0.0602929	0.0342927	0.447478	0.0572143	0.0782892	0.372442	0.931774	2.6175	0.367401	0.35779	0.066515	0.208295	0.3786852	7.0154
2770	-13148.9	-13108.2	-40.749	0.6578891	0.302169	0.16877	0.265744	0.166993	0.258445	0.195103	0.25923	0.193787	0.193335	0.359177	0.137449	0.174034	0.233535	0.293547	0.214733	0.349954	0.26887	0.195036	0.221231	0.165539	0.17828	0.0994416	0.530775	0.0455307	0.0376087	0.0668598	0.177061	0.0701243	0.0271747	0.0925668	0.0435718	0.0492219	0.0283195	0.172268	0.134853	0.0313597	0.285201	0.102137	0.181014	0.0548349	0.0712498	0.119266	0.16427	0.0296402	0.384719	0.0560319	0.0241034	0.466683	0.0388222	0.0652263	0.342965	0.908205	2.6836	0.356507	0.368701	0.0643091	0.210483	0.3410114	7.379667
2780	-13150.2	-13102.2	-47.9319	0.8084643	0.317574	0.19613	0.190909	0.167178	0.321454	0.145697	0.384353	0.199358	0.142033	0.446593	0.155429	0.138574	0.246055	0.31151	0.225691	0.415791	0.347277	0.312711	0.31177	0.104634	0.169466	0.0883346	0.545584	0.026372	0.0312234	0.0354473	0.216637	0.112144	0.0691695	0.0940654	0.0121284	0.060292	0.0885632	0.155967	0.143585	0.0697278	0.293878	0.0991697	0.202342	0.0438246	0.0221014	0.163038	0.274168	0.0231777	0.389363	0.047931	0.0202986	0.462534	0.0566956	0.0973586	0.41052	0.959273	2.53285	0.362605	0.373175	0.0592807	0.20494	0.3794434	8.09795
2790	-13159.3	-13112	-47.2667	0.7463898	0.293627	0.203236	0.235412	0.156319	0.248868	0.102144	0.266515	0.209042	0.136712	0.397558	0.125303	0.229003	0.235379	0.269011	0.1957	0.398712	0.405292	0.284907	0.305876	0.140532	0.165082	0.106285	0.737383	0.0669254	0.0366114	0.0773584	0.173419	0.052186	0.0381113	0.0950544	0.0260204	0.106356	0.0697018	0.185287	0.0748428	0.0642689	0.306202	0.0860734	0.205796	0.0240353	0.0524154	0.161213	0.281662	0.020803	0.310785	0.0442415	0.02963	0.526861	0.0676789	0.0841121	0.38462	0.940917	2.59035	0.394382	0.351668	0.0636179	0.190332	0.3798339	8.031436
2800	-13143.7	-13105.3	-38.4157	1.039219	0.328646	0.150477	0.188827	0.153347	0.212155	0.158198	0.176273	0.169036	0.159769	0.356131	0.113796	0.14481	0.240795	0.231592	0.244311	0.419932	0.259249	0.244149	0.274761	0.127272	0.149163	0.110023	0.46246	0.0152752	0.0747622	0.0339198	0.208563	0.0437612	0.0725625	0.100252	0.0184111	0.106356	0.0851206	0.179688	0.0836792	0.0771367	0.289379	0.0643799	0.122724	0.0439611	0.0641892	0.136564	0.250479	0.0296588	0.347488	0.0600184	0.0297407	0.492083	0.0410119	0.144712	0.488231	1.00621	2.36085	0.369394	0.353923	0.0667016	0.209982	0.394467	7.146337
2810	-13145.2	-13107.2	-37.9168	0.8061235	0.264239	0.125216	0.20316	0.183573	0.194993	0.18914	0.272232	0.164462	0.143733	0.489066	0.164675	0.128397	0.297529	0.242383	0.216859	0.330655	0.229839	0.238325	0.204486	0.108759	0.0999785	0.094928	0.568443	0.0407676	0.0462974	0.0153633	0.231778	0.0924711	0.021054	0.114512	0.0336931	0.0858293	0.0138255	0.203962	0.121616	0.0854714	0.246675	0.0759161	0.145088	0.0224367	0.0517767	0.0970818	0.195755	0.0269604	0.354561	0.0535829	0.0348291	0.502099	0.0279675	0.0968611	0.409588	0.958637	2.53491	0.36813	0.364284	0.0651662	0.202419	0.3684134	7.096441
2820	-13147	-13106.8	-40.2157	0.615473	0.295712	0.13244	0.197599	0.149987	0.217877	0.120856	0.280763	0.123885	0.173467	0.381688	0.104612	0.163361	0.231441	0.312528	0.243097	0.382352	0.330961	0.236875	0.245562	0.113368	0.19091	0.117566	0.551997	0.0165014	0.0290147	0.0492281	0.213848	0.0387307	0.00367615	0.0595455	0.01203	0.0821847	0.111883	0.167836	0.0552433	0.09355	0.264293	0.106243	0.187848	0.0127854	0.0867016	0.175905	0.260382	0.0258959	0.344062	0.058028	0.033454	0.482276	0.0562839	0.0563142	0.320764	0.889012	2.73391	0.355492	0.369213	0.0677929	0.207502	0.3301421	7.32633
2830	-13156	-13107.1	-48.886	0.6166481	0.345577	0.254393	0.222802	0.133449	0.244917	0.166755	0.339205	0.154501	0.238706	0.379994	0.163928	0.150222	0.314191	0.262014	0.29914	0.369298	0.306692	0.223782	0.267207	0.12835	0.215027	0.112774	0.72232	0.0759154	0.0481371	0.0138405	0.341055	0.0725176	0.0189409	0.130029	0.00553645	0.0438253	0.0251008	0.25341	0.110254	0.0416681	0.209441	0.0452174	0.192757	0.0621537	0.0841598	0.163067	0.241096	0.0240682	0.366681	0.0571255	0.03446	0.456362	0.0613027	0.0565589	0.3214	0.88958	2.73246	0.35405	0.375326	0.0610227	0.209602	0.3131176	8.193367
2840	-13157.6	-13106	-51.6801	0.6534793	0.367094	0.182151	0.222802	0.12916	0.276005	0.197745	0.359583	0.211953	0.166969	0.449449	0.128661	0.22371	0.225764	0.318905	0.290595	0.37583	0.347895	0.279063	0.312592	0.132011	0.134958	0.135238	0.762492	0.0585003	0.073873	0.0581965	0.237644	0.0816878	0.0652114	0.0880049	0.07969	0.105629	0.0562923	0.237914	0.071153	0.08987	0.28631	0.0328983	0.222445	0.0612228	0.0472771	0.0671304	0.221203	0.0199845	0.430435	0.0409716	0.0159239	0.43578	0.0569044	0.0642931	0.340728	0.906329	2.68865	0.366119	0.372574	0.0563767	0.20493	0.34639	8.472777
2850	-13152.5	-13106.6	-45.8364	0.7867363	0.367094	0.152993	0.232998	0.142863	0.22874	0.131132	0.261207	0.1919	0.12306	0.391316	0.160868	0.149428	0.268023	0.325961	0.223395	0.415219	0.319448	0.310017	0.310985	0.149716	0.140117	0.0960058	0.616071	0.00690632	0.0167783	0.047259	0.215734	0.0713531	0.0612064	0.0540333	0.0275995	0.119052	0.0997066	0.166221	0.106499	0.101181	0.251661	0.0842424	0.177628	0.0172192	0.142444	0.118991	0.294135	0.0316387	0.398344	0.0369921	0.0217947	0.449132	0.0620982	0.0927334	0.401739	0.953211	2.55232	0.349169	0.373711	0.0599895	0.217131	0.3721568	7.888405
2860	-13144.4	-13106	-38.4029	0.8561421	0.313307	0.189018	0.288666	0.112768	0.200814	0.131373	0.264713	0.172852	0.162865	0.400008	0.123703	0.153133	0.220049	0.250326	0.223395	0.404904	0.320718	0.309353	0.251304	0.0998538	0.155795	0.0932505	0.469738	0.0130802	0.0486722	0.0582503	0.272541	0.0580228	0.048137	0.0661288	0.0116899	0.0925204	0.0244447	0.146792	0.119756	0.0478706	0.155692	0.0861943	0.121932	0.0108107	0.0833966	0.112213	0.255005	0.0305973	0.386656	0.0545296	0.0260266	0.459816	0.042374	0.107437	0.428792	0.971375	2.4924	0.346463	0.378754	0.061362	0.21342	0.3647702	7.145053
2870	-13146.1	-13115.3	-30.8057	0.7098145	0.29064	0.139091	0.19243	0.160902	0.196655	0.0808888	0.225574	0.135358	0.110577	0.339337	0.107115	0.140056	0.255734	0.271315	0.14867	0.360989	0.292693	0.219947	0.259483	0.0854859	0.167509	0.0884879	0.49471	0.0230746	0.0211521	0.0380049	0.15412	0.041557	0.0470965	0.1053	0.020177	0.0552759	0.102853	0.102012	0.0591571	0.0456864	0.212765	0.0153197	0.166971	0.00547569	0.0629662	0.139426	0.2033	0.0338145	0.401279	0.0508664	0.03121	0.435219	0.0476113	0.0762858	0.368124	0.928452	2.62714	0.339191	0.381322	0.0608001	0.218687	0.3802854	6.385338
2880	-13150	-13115.5	-34.5302	0.8931269	0.34307	0.119312	0.138398	0.20874	0.277544	0.0943852	0.24694	0.135358	0.183525	0.318705	0.100382	0.12451	0.235519	0.222469	0.175991	0.339266	0.245343	0.191408	0.248937	0.0733901	0.134824	0.109199	0.614241	0.0413223	0.0652346	0.0272186	0.21869	0.0610004	0.0710968	0.1128	0.00474161	0.077622	0.0620573	0.208078	0.0632127	0.0457785	0.265604	0.0164701	0.151617	0.0226003	0.0532932	0.122192	0.185702	0.0380971	0.314015	0.0568188	0.019708	0.53342	0.0379413	0.115168	0.442091	0.979759	2.46298	0.354517	0.375511	0.0689567	0.201015	0.3999546	6.757788
2890	-13144.9	-13104.8	-40.1136	0.7406978	0.27315	0.198421	0.223118	0.142506	0.199963	0.15494	0.280475	0.14867	0.161328	0.322606	0.13334	0.140759	0.232962	0.322861	0.219469	0.364647	0.239394	0.234138	0.318056	0.106338	0.231885	0.123577	0.512666	0.0474254	0.063566	0.0402415	0.214707	0.0476629	0.0410786	0.10561	0.00810479	0.0993001	0.0297449	0.206274	0.0693298	0.0733746	0.251247	0.0770521	0.154089	0.0414369	0.120136	0.115541	0.224938	0.0331818	0.37498	0.0448851	0.0202542	0.452577	0.0741211	0.0828939	0.382116	0.939064	2.59593	0.340448	0.370909	0.0675494	0.221094	0.3423555	7.316126
2900	-13149.7	-13112	-37.6632	0.8369867	0.275446	0.162637	0.166143	0.121838	0.18056	0.155418	0.288282	0.142993	0.138415	0.396204	0.16329	0.140763	0.201056	0.295386	0.213989	0.349101	0.286474	0.271367	0.241852	0.0996035	0.188532	0.13653	0.518797	0.0872117	0.0341537	0.054735	0.307194	0.0431209	0.0411976	0.126891	0.0273376	0.11528	0.0041985	0.183342	0.0650016	0.0203731	0.235141	0.0594423	0.130895	0.0264375	0.0547504	0.095274	0.22443	0.029437	0.38191	0.0502771	0.0178603	0.454515	0.0660004	0.103401	0.42161	0.966699	2.50829	0.358609	0.36684	0.0676139	0.206937	0.3975653	7.071082
2910	-13141.6	-13106.9	-34.748	0.7973172	0.291518	0.176533	0.208077	0.125602	0.242027	0.14922	0.242854	0.149528	0.17283	0.336679	0.108152	0.14215	0.213562	0.179017	0.214018	0.32546	0.233135	0.27508	0.208348	0.0837694	0.186358	0.0584707	0.52821	0.00754363	0.0428941	0.0242564	0.185406	0.040422	0.0516764	0.121876	0.0334431	0.103646	0.0749425	0.16519	0.0743766	0.0497512	0.254389	0.085888	0.142449	0.0315503	0.0831282	0.139464	0.216676	0.038196	0.345734	0.0593375	0.0158692	0.495182	0.0456813	0.0949877	0.406052	0.956209	2.54275	0.337542	0.380645	0.0637559	0.218058	0.3661179	6.779568
2920	-13146.7	-13112.8	-33.9352	1.052003	0.281599	0.204118	0.186999	0.0880109	0.212152	0.144132	0.218873	0.148936	0.149286	0.378656	0.127735	0.150356	0.20735	0.218337	0.218691	0.406943	0.237899	0.199467	0.224751	0.124752	0.160798	0.115921	0.542137	0.0202911	0.0509058	0.0381709	0.166655	0.0342293	0.0208724	0.0438509	0.0205683	0.0898123	0.0608529	0.198465	0.0674079	0.0686208	0.214027	0.037855	0.131525	0.0603335	0.115898	0.140663	0.169386	0.037572	0.366442	0.0583682	0.0276189	0.470699	0.0393006	0.147212	0.491843	1.00811	2.35284	0.333436	0.38229	0.0749761	0.209298	0.377107	6.698288
2930	-13149.2	-13111.2	-37.9932	0.953534	0.288058	0.141555	0.212793	0.128756	0.252242	0.183251	0.271516	0.151288	0.179882	0.358752	0.142704	0.158509	0.264081	0.216424	0.170601	0.318986	0.284076	0.25781	0.246467	0.178731	0.169755	0.0745755	0.466571	0.0672606	0.0282069	0.0911246	0.245085	0.0532943	0.0676724	0.0734818	0.0209734	0.10729	0.0767355	0.236357	0.0859071	0.0621811	0.19622	0.0732458	0.17843	0.0205822	0.0545131	0.0990448	0.149095	0.0450381	0.3209	0.0534211	0.0188635	0.528792	0.032985	0.127592	0.462325	0.991853	2.41823	0.326897	0.385354	0.0766594	0.21109	0.377107	7.104083
2940	-13152.9	-13107.1	-45.7923	0.8216404	0.390368	0.173482	0.23254	0.120363	0.226799	0.213423	0.257811	0.147422	0.180223	0.361443	0.142704	0.160707	0.277252	0.238435	0.270094	0.390539	0.334626	0.28452	0.246971	0.113301	0.209448	0.140543	0.616746	0.0425952	0.0307244	0.0970812	0.200306	0.0469067	0.0186739	0.122892	0.00315051	0.0731549	0.066424	0.20005	0.102493	0.0817423	0.348226	0.0647866	0.255999	0.0196879	0.0393657	0.159592	0.180391	0.0339281	0.313716	0.067511	0.012355	0.52184	0.0506499	0.100155	0.415703	0.962775	2.52137	0.331943	0.37906	0.074571	0.214425	0.3374121	7.884
2950	-13155.2	-13114.8	-40.4031	0.768857	0.307897	0.158053	0.160605	0.107998	0.193056	0.187388	0.327849	0.193705	0.114951	0.423355	0.111274	0.153979	0.205774	0.257954	0.257901	0.314346	0.356795	0.27609	0.27059	0.103613	0.153753	0.13305	0.633938	0.007079	0.0411511	0.0423765	0.138476	0.0559858	0.0507244	0.0840351	0.00791283	0.0730368	0.0253911	0.263943	0.0788981	0.0976228	0.280196	0.0600584	0.137976	0.0414824	0.0854837	0.124449	0.244884	0.0343185	0.297836	0.0624636	0.0188846	0.518445	0.0680528	0.0889168	0.394287	0.947937	2.56886	0.328534	0.387961	0.0755115	0.207993	0.348679	7.345076
2960	-13144.6	-13107.2	-37.3548	0.8330763	0.311623	0.142552	0.159378	0.161544	0.240184	0.136056	0.327957	0.127997	0.131014	0.342743	0.141167	0.127194	0.252334	0.231938	0.205509	0.314346	0.311223	0.19592	0.242041	0.113197	0.163392	0.107346	0.515779	0.10528	0.0674011	0.000543254	0.271831	0.0392634	0.0452321	0.144535	0.0436043	0.0762643	0.0321043	0.15063	0.0696127	0.0976228	0.248872	0.0520092	0.123308	0.0342056	0.0673941	0.124449	0.243651	0.0360252	0.333866	0.0615117	0.0325483	0.499313	0.0367361	0.102575	0.420118	0.965715	2.51159	0.362987	0.347929	0.0715749	0.217509	0.3526882	7.040247
2970	-13144.7	-13105.7	-38.9775	0.7661452	0.304421	0.207658	0.166945	0.148282	0.23326	0.188536	0.229984	0.156389	0.166395	0.405708	0.109459	0.152429	0.200274	0.2891	0.283147	0.292026	0.315057	0.3013	0.279731	0.114323	0.119586	0.112694	0.526911	0.0419472	0.0326408	0.0333972	0.309434	0.0652442	0.0813477	0.143092	0.0345956	0.0825746	0.0365906	0.15063	0.0736516	0.0755578	0.224549	0.0483215	0.0834453	0.0475292	0.0562645	0.0748974	0.203189	0.0306297	0.375516	0.0594986	0.026833	0.46981	0.0377126	0.0883373	0.393138	0.947114	2.57141	0.343797	0.372469	0.0675075	0.216226	0.3389933	7.202512
2980	-13138.3	-13102.5	-35.8065	0.8157073	0.265532	0.162555	0.201595	0.107509	0.195729	0.153703	0.215049	0.130185	0.161811	0.303767	0.11004	0.187008	0.206389	0.238497	0.227811	0.439797	0.313592	0.247082	0.23641	0.112895	0.18214	0.133201	0.493269	0.0765615	0.0450503	0.0128914	0.217977	0.039187	0.0515841	0.0770734	0.0333873	0.0862994	0.0950908	0.175933	0.0785767	0.0541364	0.222966	0.0564855	0.153845	0.0244115	0.073791	0.0958292	0.188778	0.0278771	0.41185	0.0508489	0.021911	0.42759	0.0599223	0.0988965	0.413382	0.961214	2.52651	0.350442	0.377402	0.0575348	0.214622	0.373797	6.885419
2990	-13147.8	-13107.1	-40.7081	0.8349753	0.326755	0.20419	0.191072	0.188766	0.284932	0.0900565	0.249084	0.159082	0.199438	0.293903	0.134535	0.142434	0.320762	0.219666	0.180944	0.353619	0.358444	0.271734	0.249777	0.0990392	0.181936	0.0993064	0.493269	0.0765615	0.0479135	0.0219594	0.289057	0.104469	0.0201639	0.123214	0.0435196	0.0726554	0.0795827	0.138325	0.0772922	0.0583469	0.254308	0.0425092	0.190349	0.0493364	0.0668801	0.120311	0.206079	0.0293657	0.39022	0.0497453	0.0336877	0.437353	0.0596284	0.102976	0.420843	0.966194	2.50999	0.341506	0.379926	0.061461	0.217107	0.3572223	7.375574
3000	-13160.1	-13120	-40.0697	0.9342723	0.331796	0.172371	0.162416	0.114697	0.265258	0.0805591	0.262911	0.170834	0.221526	0.359639	0.0827142	0.142434	0.25311	0.193308	0.317293	0.401088	0.297993	0.250231	0.285173	0.127066	0.121523	0.0946577	0.602857	0.0456402	0.0268012	0.00570208	0.217648	0.120745	0.0167772	0.0787024	0.0180544	0.127352	0.0398709	0.179245	0.11957	0.0549193	0.204675	0.0784193	0.187199	0.0370885	0.0601168	0.152228	0.22953	0.0281458	0.382369	0.0651772	0.0263665	0.451009	0.0469329	0.12366	0.456063	0.988194	2.43208	0.332339	0.390482	0.0658191	0.21136	0.3607718	7.311739
3010	-13144.1	-13108.1	-35.9629	0.7041593	0.309804	0.149414	0.167989	0.178312	0.222993	0.141742	0.259997	0.133052	0.190375	0.354882	0.141126	0.117238	0.25105	0.303539	0.207771	0.232678	0.263538	0.201138	0.271551	0.111499	0.142378	0.132367	0.539205	0.00468599	0.0648353	0.0627388	0.213966	0.0707386	0.041662	0.0772982	0.0245147	0.104942	0.0532307	0.112609	0.0922469	0.0503261	0.242588	0.0419661	0.194872	0.00973403	0.0849399	0.125161	0.204354	0.0329357	0.368778	0.0530206	0.0202432	0.479521	0.0455014	0.0750769	0.365486	0.9264	2.63304	0.364912	0.359543	0.071016	0.204529	0.3534846	6.901051
3020	-13156.9	-13115.7	-41.2116	0.824868	0.345729	0.186938	0.208454	0.15266	0.251795	0.103744	0.270155	0.166131	0.129516	0.3989	0.167874	0.0895311	0.250552	0.206939	0.222	0.412373	0.249553	0.233994	0.284398	0.0779035	0.112107	0.124039	0.666922	0.0894337	0.0526699	0.0197559	0.251569	0.106951	0.0505082	0.150323	0.0211158	0.0644007	0.0930936	0.141356	0.091626	0.0251341	0.309198	0.0378208	0.130932	0.0468642	0.0561876	0.112934	0.261846	0.0342506	0.375704	0.0545243	0.0272936	0.473988	0.0342395	0.100838	0.416957	0.963614	2.51859	0.331362	0.382682	0.0680047	0.217951	0.3304069	7.425927
3030	-13139.8	-13098.9	-40.8557	0.7955465	0.308119	0.126043	0.174415	0.178288	0.209327	0.176127	0.2808	0.140677	0.200178	0.3989	0.111039	0.124775	0.208206	0.288208	0.194089	0.401554	0.333634	0.268125	0.240233	0.11832	0.184965	0.123436	0.515539	0.0338385	0.0515613	0.0391132	0.218769	0.0558998	0.136035	0.134127	0.0264903	0.0502306	0.0769618	0.214438	0.104401	0.0676836	0.261738	0.0596929	0.157381	0.0169221	0.0868951	0.0929179	0.200244	0.0285374	0.359627	0.0595316	0.0279619	0.486903	0.0374388	0.0946107	0.405335	0.955713	2.54434	0.352251	0.37268	0.0681223	0.206947	0.344565	7.390336
3040	-13142.3	-13102.4	-39.9526	0.8406839	0.299052	0.204417	0.193191	0.171943	0.240508	0.127242	0.235638	0.150121	0.157984	0.347061	0.0857487	0.178694	0.252253	0.268783	0.245142	0.330784	0.291466	0.249721	0.263622	0.096399	0.172428	0.106136	0.573246	0.0733921	0.0353547	0.017473	0.165536	0.0842577	0.0687953	0.0696272	0.0214284	0.0799637	0.0698609	0.291339	0.116611	0.0976764	0.258072	0.0255875	0.153969	0.022791	0.0758106	0.105828	0.225067	0.0307843	0.366733	0.0536184	0.0350375	0.470991	0.0428361	0.104182	0.423012	0.96762	2.50519	0.353718	0.368452	0.0687075	0.209122	0.3821146	7.300021
3050	-13149.7	-13115.1	-34.5346	0.9972805	0.292733	0.112907	0.21174	0.146588	0.201058	0.160042	0.269846	0.171814	0.130014	0.347061	0.113433	0.159505	0.264203	0.234563	0.224702	0.299028	0.265249	0.220859	0.220827	0.0932122	0.175263	0.100645	0.496583	0.0144383	0.0342867	0.0359947	0.159049	0.0381479	0.0772279	0.0940506	0.0342714	0.0612646	0.0773571	0.25154	0.0614389	0.0616848	0.220934	0.0248459	0.121971	0.0306175	0.115924	0.128952	0.202356	0.0404075	0.360477	0.0626254	0.0188255	0.488403	0.0292617	0.136411	0.475933	0.999548	2.38811	0.33846	0.389569	0.0612269	0.210744	0.3619515	6.758226
3060	-13151.5	-13119.1	-32.4594	0.8829557	0.325589	0.106224	0.166821	0.108177	0.194466	0.142712	0.270444	0.0984668	0.174579	0.357363	0.104995	0.194956	0.235937	0.208856	0.150642	0.289666	0.278893	0.213234	0.192291	0.123985	0.165097	0.0921449	0.562768	0.00488699	0.0206756	0.00983369	0.278207	0.0380973	0.0475327	0.109867	0.0350035	0.0298202	0.0424231	0.214162	0.0669025	0.0425749	0.268173	0.0658984	0.108393	0.0263435	0.037143	0.0740321	0.27243	0.0330363	0.363641	0.0684871	0.0125278	0.477521	0.0447861	0.11305	0.438506	0.977533	2.47091	0.356548	0.363733	0.068578	0.211142	0.3608286	6.550707
3070	-13145.8	-13108.8	-37.0763	0.9500806	0.327303	0.235144	0.223915	0.135431	0.207772	0.195438	0.222921	0.137687	0.127683	0.391067	0.134714	0.135521	0.204077	0.208856	0.256448	0.326088	0.302299	0.239857	0.186642	0.150376	0.187914	0.130764	0.470974	0.0661648	0.0411731	0.0192979	0.278207	0.0701491	0.0543209	0.0732125	0.00838621	0.064138	0.080191	0.201733	0.0457136	0.0264379	0.233109	0.065128	0.136481	0.0460452	0.0861818	0.0888778	0.188559	0.0302389	0.397743	0.0540332	0.0335382	0.431565	0.0528813	0.126889	0.461215	0.99121	2.42069	0.333214	0.382689	0.0653881	0.218709	0.3702571	7.012397
3080	-13149.5	-13106.3	-43.1789	0.7193219	0.427642	0.196323	0.189597	0.14598	0.193789	0.16077	0.317152	0.166682	0.152888	0.396875	0.132431	0.163074	0.236019	0.236008	0.219847	0.374165	0.245601	0.187652	0.31438	0.0724816	0.213039	0.144004	0.596172	0.0718698	0.0566139	0.0247275	0.21895	0.0808519	0.018915	0.136523	0.0229142	0.0948324	0.10151	0.128492	0.1075	0.097653	0.26261	0.0826012	0.174012	0.0237036	0.0894409	0.1328	0.213564	0.0304134	0.323282	0.0538546	0.0200722	0.506258	0.0661199	0.0783193	0.372506	0.931823	2.61735	0.372707	0.356201	0.0671729	0.203919	0.3118239	7.622658
3090	-13154.7	-13105.1	-49.6068	0.775164	0.331328	0.226209	0.174557	0.207765	0.25187	0.194522	0.33034	0.154913	0.187809	0.457957	0.173661	0.165992	0.256503	0.31501	0.20603	0.504255	0.260216	0.315144	0.326417	0.0726132	0.221283	0.115024	0.672146	0.0402353	0.0558315	0.0422555	0.271315	0.0780781	0.0389746	0.158985	0.0325753	0.116087	0.0495376	0.169823	0.0911606	0.0468405	0.261991	0.0406836	0.15733	0.0143248	0.0746773	0.180806	0.222373	0.0241036	0.338948	0.0474069	0.0305785	0.503392	0.0555716	0.090264	0.396939	0.949828	2.56297	0.361806	0.3619	0.0627827	0.213511	0.3666166	8.265446
