Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
5480	-13155.1	-13112	-43.1313	0.8270565	0.398266	0.168919	0.274751	0.148719	0.265262	0.18811	0.252439	0.174058	0.10969	0.400975	0.165596	0.157516	0.255922	0.240902	0.239414	0.260742	0.272435	0.235389	0.276892	0.0999136	0.229837	0.134899	0.6443	0.0705283	0.0214355	0.0348991	0.214425	0.0592508	0.0889395	0.103579	0.0266666	0.0927378	0.102069	0.172362	0.0668999	0.0406978	0.239719	0.092868	0.138303	0.0994342	0.0911216	0.0729926	0.19402	0.0304054	0.330816	0.0523059	0.0228421	0.506675	0.0569558	0.101302	0.417803	0.964179	2.51672	0.329287	0.384549	0.0693067	0.216858	0.3691069	7.617898
5490	-13151.6	-13111.9	-39.7249	0.8303354	0.396684	0.143143	0.218297	0.173886	0.132098	0.19539	0.339756	0.132982	0.152474	0.319321	0.097809	0.16083	0.229239	0.229161	0.196963	0.366777	0.310803	0.242195	0.358038	0.0808801	0.172573	0.127342	0.47341	0.0424934	0.0251627	0.032529	0.167522	0.0666921	0.0836236	0.127927	0.0526811	0.0751193	0.0185445	0.174713	0.084715	0.051892	0.263601	0.0528125	0.175302	0.0928364	0.0733785	0.10929	0.256369	0.0293466	0.335396	0.0450243	0.0323766	0.50173	0.0561255	0.101995	0.419066	0.965019	2.51392	0.361886	0.360261	0.0645592	0.213294	0.3758145	7.277257
5500	-13144	-13101.9	-42.0753	0.8222384	0.330728	0.192232	0.189449	0.124444	0.259275	0.214781	0.278849	0.16346	0.140899	0.451394	0.133642	0.20385	0.260718	0.229161	0.253463	0.352657	0.275662	0.179092	0.223048	0.118574	0.203684	0.159281	0.57895	0.049239	0.0466598	0.0425482	0.218693	0.069004	0.0595097	0.094133	0.0120211	0.0800003	0.0538525	0.188617	0.0829556	0.0573402	0.187063	0.0752185	0.175302	0.0638711	0.0805222	0.158603	0.199849	0.0275937	0.325742	0.0508744	0.0223652	0.510689	0.0627354	0.100281	0.415936	0.962931	2.52085	0.368067	0.356261	0.0698125	0.205859	0.3473949	7.512294
5510	-13145	-13106.7	-38.3099	0.7629911	0.303962	0.178307	0.204762	0.161522	0.259275	0.155166	0.255539	0.106522	0.161333	0.382867	0.12594	0.137751	0.208857	0.221658	0.186544	0.416015	0.309344	0.254439	0.281272	0.127824	0.168999	0.15247	0.51391	0.0832884	0.0309486	0.0412186	0.252206	0.0636441	0.0960603	0.121639	0.0191144	0.0771713	0.127754	0.101998	0.051679	0.0237559	0.168146	0.115996	0.12887	0.0650067	0.052872	0.0693999	0.170707	0.0342897	0.350187	0.0510056	0.0286338	0.491377	0.0445071	0.0876631	0.391796	0.946148	2.57439	0.354938	0.375031	0.0657899	0.204241	0.3545246	7.135752
5520	-13154.7	-13120.3	-34.3893	0.74748	0.276733	0.136764	0.292201	0.11321	0.269695	0.14196	0.212467	0.106522	0.148055	0.398095	0.125321	0.135995	0.266385	0.269426	0.157699	0.332157	0.264914	0.172349	0.260652	0.107566	0.173538	0.074117	0.500732	0.041205	0.0512518	0.043971	0.168111	0.0707067	0.0415474	0.0932727	0.00664895	0.120001	0.0825911	0.106913	0.0456952	0.0105026	0.311753	0.042022	0.163144	0.0733199	0.052872	0.107918	0.173696	0.0353374	0.367382	0.0569071	0.0388044	0.469209	0.0323599	0.0843453	0.385097	0.941268	2.58929	0.34612	0.372683	0.0652439	0.215953	0.3612693	6.743691
5530	-13149.1	-13105.6	-43.4641	0.7903103	0.320447	0.14561	0.220369	0.224444	0.343789	0.152712	0.219974	0.177043	0.136506	0.49744	0.106227	0.172853	0.263051	0.262918	0.226439	0.374039	0.346548	0.171911	0.254877	0.106308	0.144779	0.129607	0.62929	0.041205	0.0538756	0.042847	0.213804	0.0707067	0.0164224	0.113428	0.0457534	0.0599641	0.0742529	0.161197	0.0957926	0.00394033	0.26695	0.093032	0.194863	0.103285	0.0560959	0.0556058	0.260974	0.0321644	0.376196	0.0514621	0.0260376	0.462037	0.0521031	0.0934952	0.403203	0.954233	2.54907	0.348275	0.375173	0.0623847	0.214167	0.3613437	7.651175
5540	-13148.8	-13101.6	-47.1992	0.8009647	0.376775	0.184906	0.227832	0.159621	0.26893	0.163635	0.361122	0.146289	0.191291	0.380749	0.168173	0.200227	0.272181	0.290509	0.247278	0.412958	0.304474	0.27553	0.239585	0.0575816	0.161135	0.130283	0.585119	0.0074186	0.0538756	0.00907972	0.246162	0.110285	0.0548802	0.113428	0.0620535	0.0939523	0.0207299	0.179403	0.0896178	0.0206629	0.246333	0.117816	0.18968	0.102551	0.0840899	0.104606	0.311875	0.0203336	0.350887	0.0582369	0.0237028	0.502606	0.044233	0.095764	0.407522	0.957222	2.53949	0.36444	0.361508	0.0652638	0.208789	0.3738169	8.024684
5550	-13155.1	-13107.1	-48.0455	0.7121395	0.316509	0.178674	0.181181	0.136398	0.262276	0.201166	0.3452	0.172318	0.171851	0.403508	0.143473	0.188182	0.343927	0.320821	0.223797	0.445101	0.273691	0.283224	0.284925	0.119075	0.136942	0.0985336	0.589635	0.0443592	0.0277407	0.00889239	0.200966	0.111753	0.0415193	0.11543	0.0620535	0.0870223	0.0706824	0.226652	0.0962106	0.0478065	0.291103	0.0476088	0.139669	0.066693	0.089694	0.179994	0.333056	0.020794	0.347769	0.066765	0.0156495	0.513987	0.0350361	0.0767829	0.369202	0.929285	2.62473	0.35905	0.366491	0.0691135	0.205345	0.3768093	8.109314
5560	-13150.4	-13111.1	-39.2839	0.7701653	0.280111	0.150714	0.197308	0.128322	0.242022	0.158628	0.391025	0.150436	0.15342	0.440505	0.118162	0.107824	0.235667	0.241579	0.302069	0.333578	0.348574	0.24772	0.212423	0.115477	0.144187	0.0938201	0.546474	0.0452554	0.0567738	0.0139203	0.252883	0.0717977	0.0496801	0.0723589	0.0304948	0.0648979	0.0315123	0.134132	0.0898164	0.0567297	0.205368	0.0756986	0.16403	0.0965039	0.085381	0.121146	0.174731	0.0268744	0.394571	0.0533572	0.0188504	0.485783	0.0205643	0.0891963	0.394839	0.948332	2.56763	0.361137	0.368903	0.0670641	0.202896	0.3805277	7.233158
5570	-13148.4	-13110.9	-37.4631	0.8199265	0.332996	0.192338	0.178538	0.169007	0.250932	0.162785	0.22563	0.179057	0.144822	0.321274	0.0989489	0.159254	0.293205	0.194231	0.245697	0.336336	0.302898	0.214449	0.217794	0.106767	0.123386	0.0939391	0.539208	0.0696411	0.0398032	0.0369258	0.288329	0.0875751	0.0552006	0.110229	0.0351922	0.0760354	0.0514665	0.180594	0.0875887	0.051756	0.187845	0.0151685	0.128725	0.0652584	0.0798273	0.117202	0.203223	0.0318191	0.347308	0.063116	0.0250459	0.50897	0.0237407	0.0997913	0.415035	0.962327	2.52285	0.349123	0.382789	0.0646938	0.203393	0.3829527	7.051077
5580	-13155.2	-13126.5	-28.6981	0.8405562	0.23202	0.213405	0.180844	0.0971059	0.227237	0.0936681	0.260425	0.14292	0.146119	0.304332	0.0984436	0.159965	0.183917	0.225352	0.234516	0.339531	0.258962	0.170812	0.241953	0.107955	0.120726	0.0968232	0.391361	0.0438263	0.0594176	0.00922421	0.208687	0.070661	0.0901403	0.0628553	0.0502436	0.0485116	0.0918375	0.131956	0.074339	0.0101233	0.128362	0.0447395	0.130682	0.0259862	0.101347	0.0814447	0.181801	0.0398467	0.355607	0.0699869	0.0253184	0.480139	0.0291023	0.104155	0.422964	0.967589	2.50529	0.346533	0.369255	0.0676756	0.216536	0.3897645	6.174577
5590	-13137.5	-13109.2	-28.3007	0.837724	0.258234	0.146843	0.17497	0.151581	0.204967	0.147907	0.225806	0.121262	0.137402	0.315361	0.0926386	0.124257	0.153004	0.290444	0.208129	0.280837	0.238328	0.19227	0.225224	0.0856201	0.12214	0.111024	0.414938	0.0525302	0.0769448	0.0379371	0.208687	0.0578826	0.0548935	0.131577	0.0398342	0.0602131	0.0843711	0.0934628	0.0586076	0.0564435	0.224441	0.0354243	0.103856	0.0497218	0.0619086	0.0966026	0.126313	0.0373539	0.328607	0.0573452	0.0188285	0.508259	0.0496065	0.103557	0.42189	0.966884	2.50767	0.350009	0.361436	0.0728291	0.215726	0.3720943	6.134838
5600	-13143.1	-13108.1	-34.9513	1.039538	0.284334	0.114478	0.185886	0.151581	0.206584	0.150152	0.184401	0.103023	0.160134	0.373849	0.117711	0.158642	0.256046	0.264431	0.163518	0.407581	0.258679	0.220185	0.257587	0.0604942	0.144224	0.107972	0.581384	0.0560755	0.0637154	0.0151659	0.268064	0.0578826	0.0219254	0.115177	0.0145435	0.0293401	0.0760723	0.164611	0.0773468	0.0189984	0.256819	0.0560242	0.162767	0.0763143	0.0752652	0.0964995	0.184415	0.0385396	0.339243	0.0574233	0.0204458	0.492824	0.0515244	0.144775	0.488322	1.00625	2.36065	0.348738	0.374476	0.0679528	0.208833	0.379697	6.799897
5610	-13145	-13100.6	-44.4309	0.8720973	0.352406	0.194601	0.213319	0.117375	0.232463	0.223824	0.317282	0.167603	0.183574	0.463829	0.121318	0.137419	0.281115	0.273311	0.233419	0.307062	0.33	0.232013	0.269754	0.112496	0.17094	0.145198	0.630571	0.0560755	0.0138018	0.0053269	0.237166	0.0716824	0.0412924	0.125956	0.0215047	0.0737154	0.0415724	0.187832	0.0792896	0.055525	0.293117	0.0378393	0.160697	0.0445699	0.082606	0.181042	0.226357	0.0345207	0.37398	0.0448819	0.032481	0.451497	0.0626393	0.110782	0.434619	0.975091	2.47951	0.351527	0.372978	0.0608878	0.214608	0.3891779	7.747858
5620	-13150.1	-13109.9	-40.1246	0.8552459	0.306028	0.191256	0.205844	0.173207	0.218439	0.210089	0.253338	0.148196	0.234304	0.366883	0.139642	0.151114	0.20185	0.258908	0.225506	0.383734	0.266019	0.234288	0.300436	0.088963	0.123802	0.135529	0.507711	0.0635973	0.026822	0.0480502	0.30794	0.0771421	0.056291	0.0950443	0.0819026	0.0494521	0.0398845	0.200212	0.0774128	0.0494682	0.176313	0.0940608	0.104825	0.0267066	0.0993676	0.0790046	0.238645	0.0293528	0.389356	0.0424589	0.0197573	0.448378	0.0706971	0.107249	0.428461	0.971161	2.49313	0.363212	0.3691	0.0635699	0.204119	0.4001929	7.317226
5630	-13155.2	-13110.4	-44.8494	0.8151237	0.27984	0.250752	0.189765	0.162255	0.229925	0.1679	0.258078	0.177273	0.151976	0.373266	0.116139	0.168958	0.367708	0.381628	0.260535	0.334584	0.288639	0.256809	0.299234	0.0879439	0.178846	0.116499	0.57028	0.0675451	0.0217693	0.0859508	0.234285	0.105338	0.0331372	0.0889967	0.0498368	0.0697257	0.0660461	0.176712	0.0799414	0.0523566	0.296207	0.138403	0.182748	0.0202024	0.0713477	0.134918	0.145404	0.0279166	0.325769	0.0538056	0.0269744	0.522561	0.0429734	0.0987726	0.413152	0.961059	2.52702	0.36002	0.359934	0.0729125	0.207133	0.372688	7.789702
5640	-13152.5	-13107.6	-44.9053	0.7343169	0.319274	0.183587	0.230763	0.104257	0.26101	0.230124	0.32349	0.264667	0.129991	0.419828	0.157747	0.173578	0.248277	0.238303	0.207914	0.412136	0.320345	0.192649	0.295496	0.0918401	0.173812	0.167414	0.531446	0.0159605	0.0356068	0.114069	0.184048	0.0606137	0.0418981	0.113903	0.0242655	0.111111	0.0619961	0.192085	0.0676163	0.0261811	0.263687	0.0366025	0.223332	0.0678047	0.111111	0.146761	0.218695	0.0288887	0.294537	0.0579063	0.0169048	0.541688	0.0600755	0.0815282	0.379282	0.93695	2.60224	0.359031	0.366513	0.0740587	0.200397	0.3423339	7.795297
5650	-13148.5	-13104.8	-43.7036	0.7437422	0.36578	0.16819	0.194262	0.151315	0.257572	0.173218	0.368861	0.183333	0.174472	0.414375	0.142793	0.147307	0.197551	0.308065	0.227932	0.317569	0.31046	0.216738	0.30022	0.157486	0.173541	0.153535	0.494131	0.0707383	0.04131	0.0595393	0.205934	0.0512961	0.0418981	0.152087	0.0151645	0.056057	0.0488129	0.316092	0.099074	0.0370003	0.183306	0.0678399	0.174649	0.108965	0.0687036	0.0858004	0.192151	0.0206658	0.441822	0.0547755	0.027697	0.416284	0.038756	0.0835455	0.383458	0.940059	2.59294	0.351723	0.374174	0.0558194	0.218284	0.3623351	7.675121
5660	-13151.5	-13106.9	-44.6373	0.7534253	0.264798	0.204844	0.199209	0.149729	0.282408	0.148631	0.233805	0.179299	0.148542	0.355623	0.122988	0.196168	0.261449	0.257077	0.217897	0.471913	0.249727	0.258964	0.237834	0.100613	0.171533	0.153535	0.642874	0.0530511	0.0405325	0.0660979	0.281046	0.0550846	0.092429	0.0987918	0.0112794	0.0991056	0.0754731	0.229852	0.0845937	0.0370003	0.191082	0.0937094	0.176942	0.106915	0.0727344	0.115948	0.277374	0.0290052	0.393518	0.0519651	0.0301328	0.458228	0.0371507	0.0856174	0.387684	0.943164	2.58353	0.362	0.369922	0.0661239	0.201954	0.3663942	7.768499
5670	-13143.3	-13104.8	-38.5771	0.8522346	0.282636	0.15246	0.214653	0.127851	0.211091	0.188317	0.238939	0.144056	0.168624	0.427855	0.136708	0.186871	0.307895	0.221638	0.176246	0.324494	0.317052	0.223163	0.251393	0.082518	0.169895	0.106047	0.58523	0.0469535	0.0405325	0.0332183	0.146037	0.126349	0.00523881	0.0985269	0.00272932	0.0991056	0.0750431	0.191321	0.0845937	0.0234852	0.293044	0.0565759	0.176942	0.0422745	0.0962349	0.0689644	0.209677	0.0312861	0.377047	0.0514247	0.0275217	0.461653	0.0510677	0.106615	0.427344	0.97044	2.4956	0.355812	0.366443	0.0640003	0.213745	0.3776359	7.162479
5680	-13152.2	-13107.6	-44.5975	0.7248359	0.37959	0.126818	0.282512	0.124927	0.256843	0.185613	0.290746	0.169021	0.155032	0.48472	0.120614	0.155363	0.203217	0.313885	0.192771	0.287604	0.316307	0.205926	0.253193	0.131909	0.142796	0.0879226	0.620163	0.0476951	0.0553479	0.0230756	0.33579	0.0961717	0.0690104	0.0983326	0.0205397	0.0658919	0.0931138	0.187249	0.0803829	0.0391798	0.324016	0.0740322	0.172357	0.0539577	0.09764	0.139714	0.203531	0.0301006	0.400019	0.0439026	0.0380088	0.450927	0.0370424	0.0794991	0.375016	0.933735	2.61175	0.342617	0.378713	0.0575919	0.221078	0.3533405	7.764519
5690	-13149.4	-13108.7	-40.7209	0.7940781	0.343428	0.152605	0.195317	0.133723	0.259093	0.200025	0.225405	0.132743	0.166012	0.310482	0.110496	0.155363	0.238982	0.253847	0.215377	0.303386	0.275959	0.250003	0.250331	0.0674377	0.152629	0.111991	0.630343	0.0892635	0.0107722	0.0167544	0.226484	0.0899766	0.0365353	0.0965438	0.0262652	0.0351291	0.119392	0.220428	0.108681	0.0623661	0.259161	0.109297	0.184808	0.0741284	0.0896978	0.130682	0.255509	0.0337219	0.377579	0.0542141	0.0168846	0.455351	0.0622494	0.094298	0.404739	0.9553	2.54566	0.347341	0.373971	0.0624856	0.216202	0.3750825	7.376854
5700	-13151	-13116.4	-34.614	0.8506416	0.301575	0.126548	0.268894	0.0894723	0.245201	0.123286	0.185093	0.164457	0.180131	0.363802	0.128364	0.0855146	0.245674	0.195233	0.210987	0.318027	0.305042	0.196896	0.281023	0.103516	0.153886	0.101681	0.497061	0.0406842	0.0312914	0.0172329	0.270608	0.0599601	0.0329102	0.0888535	0.0259434	0.0457495	0.0760355	0.148095	0.0687479	0.0377771	0.262389	0.0761811	0.179648	0.0592658	0.0490708	0.0970926	0.227259	0.0341894	0.337061	0.0655618	0.018894	0.501895	0.0423985	0.10628	0.426751	0.970056	2.49691	0.334703	0.37903	0.0647319	0.221535	0.4163521	6.76616
5710	-13148.8	-13112.1	-36.6711	0.8693128	0.340226	0.142111	0.197158	0.0946663	0.198856	0.171051	0.2684	0.138341	0.150354	0.360149	0.13704	0.15024	0.201158	0.194807	0.236978	0.298352	0.302342	0.280837	0.234714	0.118736	0.129123	0.14479	0.585175	0.0321542	0.0366744	0.00169029	0.187635	0.0546726	0.0515303	0.107022	0.0433066	0.0738236	0.0760355	0.0742164	0.0317509	0.038324	0.269236	0.0298502	0.170352	0.0908607	0.107574	0.13899	0.280573	0.0357291	0.355303	0.0532636	0.0291751	0.475792	0.0507363	0.1102	0.433612	0.974454	2.48173	0.356911	0.362963	0.0657691	0.214357	0.3514217	6.97188
5720	-13154.5	-13119.3	-35.2315	0.8500722	0.407148	0.143358	0.173519	0.177472	0.212361	0.130655	0.234393	0.188645	0.121393	0.308979	0.183928	0.133594	0.191118	0.253743	0.16332	0.2163	0.302342	0.224147	0.268838	0.0938258	0.133935	0.116963	0.51753	0.0529041	0.045555	0.051345	0.222905	0.0539713	0.020216	0.11775	0.0171597	0.0573255	0.0780559	0.159082	0.0904797	0.0276978	0.256376	0.111058	0.149921	0.0562818	0.024931	0.107157	0.230235	0.038596	0.39343	0.0451667	0.0357358	0.448483	0.0385884	0.10616	0.426539	0.969919	2.49738	0.350368	0.373682	0.0602306	0.21572	0.3655833	6.827914
5730	-13151.2	-13114.9	-36.2343	0.8424556	0.309532	0.150245	0.177774	0.150172	0.181382	0.164504	0.297681	0.206746	0.148609	0.334921	0.125139	0.157647	0.194341	0.266289	0.171997	0.293187	0.243478	0.202557	0.295593	0.0499895	0.164332	0.113498	0.434292	0.0782371	0.0525601	0.0786785	0.260891	0.0811694	0.0762084	0.161859	0.0445634	0.0958215	0.0412632	0.220428	0.0693315	0.063312	0.234411	0.0562933	0.107704	0.0477418	0.015437	0.106066	0.202312	0.0320719	0.357448	0.0461209	0.0338851	0.482637	0.047837	0.104555	0.423681	0.968058	2.5037	0.359292	0.362957	0.062525	0.215226	0.3853387	6.928193
5740	-13157.2	-13121.4	-35.813	1.00111	0.308431	0.122721	0.195175	0.11889	0.238027	0.169644	0.170411	0.121892	0.156331	0.429616	0.160295	0.15427	0.180993	0.228909	0.239134	0.243133	0.279326	0.259619	0.262531	0.0795731	0.141233	0.103412	0.44449	0.0522985	0.0494135	0.0488357	0.242883	0.0522883	0.0471421	0.176662	0.0426706	0.0948121	0.0797693	0.139866	0.0906458	0.0234224	0.258699	0.130033	0.169639	0.0884216	0.0553937	0.0847986	0.150311	0.0262632	0.376366	0.0599125	0.0226407	0.473775	0.0410424	0.137175	0.477085	1.00018	2.38556	0.358426	0.377287	0.0604726	0.203815	0.3988344	6.886062
5750	-13148.1	-13109.3	-38.8334	0.8390939	0.267103	0.229059	0.193952	0.130708	0.21792	0.158669	0.23938	0.133199	0.172985	0.326162	0.15423	0.146863	0.239413	0.30606	0.178026	0.273067	0.255628	0.24921	0.231546	0.103133	0.21914	0.0811558	0.545324	0.0337282	0.057492	0.0692952	0.30865	0.0522883	0.033832	0.142228	0.0285071	0.073247	0.0608992	0.16951	0.0958094	0.0395977	0.237378	0.0672735	0.234073	0.0466642	0.0863316	0.121371	0.177993	0.030607	0.404508	0.0581601	0.0258122	0.427878	0.0530349	0.103846	0.42241	0.967225	2.50652	0.339377	0.384761	0.0638324	0.21203	0.3415947	7.188101
5760	-13143.9	-13101.4	-42.4527	0.749074	0.323319	0.162347	0.195577	0.166487	0.197768	0.177204	0.233343	0.164131	0.139654	0.326162	0.106323	0.21079	0.218537	0.327168	0.227309	0.416369	0.333457	0.210139	0.243807	0.0970526	0.16812	0.163903	0.724079	0.03465	0.059549	0.0246539	0.247799	0.0817031	0.00513447	0.148248	0.00550631	0.098435	0.0773285	0.200824	0.0472741	0.0548262	0.190793	0.0531706	0.17948	0.062507	0.0508792	0.179069	0.215163	0.0269018	0.379668	0.0548589	0.026843	0.472834	0.0388944	0.0846864	0.385793	0.94178	2.58774	0.358771	0.372741	0.0638711	0.204617	0.3434206	7.550035
5770	-13161.9	-13108	-53.9409	0.7450163	0.325748	0.16645	0.26664	0.195815	0.370895	0.193876	0.352487	0.193115	0.125957	0.466178	0.162254	0.172402	0.33756	0.381574	0.287998	0.397654	0.289476	0.263889	0.279491	0.145424	0.25131	0.121805	0.719062	0.0059093	0.0481126	0.0170262	0.273156	0.0632075	0.0340578	0.124114	0.00390139	0.0928046	0.118935	0.170191	0.0745306	0.0735525	0.274677	0.115353	0.251901	0.0674963	0.122353	0.0963326	0.204182	0.02567	0.378797	0.0567243	0.0204861	0.469203	0.0491199	0.0838181	0.384018	0.940472	2.59169	0.346812	0.379928	0.0562659	0.216995	0.3454148	8.698851
5780	-13156.6	-13114.1	-42.4464	0.7390411	0.328466	0.158485	0.134657	0.168365	0.225425	0.283255	0.269416	0.155514	0.198339	0.322105	0.119097	0.140507	0.307195	0.303191	0.215486	0.481508	0.324885	0.214341	0.188744	0.0937545	0.16849	0.0976012	0.756653	0.00693356	0.0234795	0.0523274	0.232973	0.059361	0.015874	0.093059	0.00851537	0.0880606	0.0711405	0.170542	0.0633808	0.0219293	0.214838	0.051099	0.198693	0.0664604	0.0789878	0.151644	0.224625	0.0258855	0.426201	0.0512953	0.0230269	0.40317	0.0704212	0.0825394	0.381383	0.938519	2.59756	0.344124	0.392448	0.0588525	0.204575	0.3376203	7.549403
5790	-13155.1	-13116.1	-38.9849	0.840964	0.26039	0.132809	0.192763	0.132687	0.31222	0.111133	0.269089	0.148138	0.161522	0.321295	0.12066	0.21649	0.171873	0.278893	0.158291	0.419033	0.292767	0.211709	0.2379	0.0831937	0.161146	0.190208	0.496187	0.0679386	0.0321302	0.0153801	0.242927	0.106842	0.00933787	0.105894	0.0140792	0.0517202	0.0693153	0.23361	0.062864	0.060331	0.211131	0.0795695	0.134744	0.103291	0.0769388	0.143996	0.300823	0.0254098	0.363688	0.0501796	0.0355163	0.454328	0.0708782	0.104241	0.423118	0.96769	2.50495	0.347593	0.381639	0.065259	0.205509	0.3769056	7.203257
5800	-13144.2	-13110.2	-33.9492	0.6577558	0.263618	0.134242	0.196428	0.149341	0.22029	0.148317	0.209902	0.122238	0.173777	0.331008	0.138727	0.127774	0.238523	0.248287	0.238076	0.29183	0.271833	0.207627	0.225027	0.0844348	0.176175	0.0857091	0.479333	0.122821	0.0499951	0.0172363	0.298356	0.0584492	0.00788123	0.107775	0.00994864	0.0521798	0.0882508	0.125314	0.0740211	0.0322558	0.225108	0.083844	0.147981	0.0560001	0.0699375	0.143996	0.165822	0.0321923	0.363513	0.0468019	0.0301919	0.466242	0.0610597	0.0651981	0.342897	0.908148	2.68376	0.377647	0.348027	0.0668933	0.207433	0.3281554	6.699687
5810	-13137.3	-13100.2	-37.1109	0.8885921	0.266624	0.113742	0.216474	0.169633	0.247609	0.145374	0.29656	0.129839	0.175176	0.324226	0.126583	0.144585	0.275929	0.232248	0.219157	0.317376	0.316813	0.270935	0.216335	0.0833182	0.145369	0.110189	0.546299	0.0441731	0.0540871	0.0194726	0.249524	0.0856335	0.0391135	0.0768988	0.0118261	0.0899822	0.108862	0.136445	0.0647151	0.0361634	0.228162	0.0634081	0.147981	0.0802771	0.054748	0.125926	0.208059	0.0316977	0.351424	0.0543166	0.0270952	0.499616	0.03585	0.114225	0.4405	0.978774	2.4665	0.363465	0.366468	0.066787	0.20328	0.3672578	7.01585
5820	-13151	-13109.5	-41.4864	0.7714038	0.234517	0.150944	0.264017	0.181875	0.301419	0.156407	0.249497	0.134268	0.164282	0.381547	0.101534	0.179966	0.308115	0.240773	0.156654	0.273551	0.316727	0.336317	0.269438	0.12843	0.164594	0.0881292	0.500419	0.0572576	0.0655447	0.0212296	0.202905	0.0799491	0.0467831	0.131351	0.025818	0.0766102	0.0758998	0.183008	0.0877617	0.0140629	0.260741	0.086755	0.194235	0.114541	0.0467257	0.0919656	0.306842	0.0303801	0.349548	0.0514016	0.0318184	0.503753	0.0330988	0.0894609	0.395361	0.948705	2.56647	0.356851	0.369837	0.0691781	0.204133	0.3643088	7.453406
5830	-13149.4	-13118	-31.3423	0.7921587	0.242229	0.163032	0.189379	0.12468	0.216978	0.190996	0.196976	0.180794	0.189105	0.401777	0.119205	0.10675	0.220768	0.303128	0.227083	0.271094	0.261297	0.207638	0.231788	0.0991542	0.151841	0.0898682	0.487679	0.0175875	0.0473814	0.0582846	0.177102	0.0684903	0.0400167	0.0728654	0.0540078	0.0343829	0.0396276	0.14912	0.0877617	0.0212187	0.171156	0.0277043	0.147822	0.0586858	0.0676529	0.0647651	0.160117	0.0412282	0.340765	0.0511988	0.0316768	0.506407	0.0287241	0.0938891	0.403958	0.954758	2.54739	0.359779	0.350872	0.0717578	0.217591	0.3796125	6.438992
5840	-13141.7	-13108.9	-32.7176	1.001157	0.323732	0.157908	0.195094	0.135669	0.130413	0.12001	0.299855	0.144736	0.162611	0.299381	0.114923	0.163949	0.221942	0.260973	0.173185	0.338614	0.309631	0.224941	0.238771	0.0837016	0.119727	0.104226	0.507299	0.0491698	0.0320514	0.0339757	0.152914	0.0491063	0.0135168	0.0823959	0.038679	0.0581765	0.0573715	0.204908	0.0699567	0.0197583	0.278966	0.0542225	0.168761	0.0759436	0.0825491	0.0672777	0.15553	0.0372408	0.332316	0.0628053	0.0228607	0.511898	0.0328787	0.137185	0.477099	1.00019	2.38552	0.359371	0.359648	0.0726742	0.208307	0.3934389	6.576521
5850	-13138.5	-13098.4	-40.0776	0.906899	0.312024	0.163281	0.236611	0.128839	0.221467	0.174242	0.308016	0.193539	0.145753	0.346205	0.146668	0.142928	0.285786	0.209994	0.253826	0.314811	0.313869	0.290658	0.251845	0.11319	0.203703	0.0922789	0.482118	0.0464862	0.0441838	0.0381114	0.276914	0.0576918	0.0879142	0.128845	0.0349759	0.0782777	0.0790042	0.163112	0.0670293	0.0447928	0.209653	0.0572864	0.150772	0.0897519	0.0311985	0.113291	0.181584	0.034459	0.313739	0.0592721	0.0237573	0.531976	0.036797	0.118024	0.446861	0.982681	2.45243	0.351476	0.362792	0.0695611	0.216171	0.3812258	7.312526
5860	-13135.4	-13100.4	-34.9674	0.842624	0.303856	0.107679	0.164555	0.161609	0.190287	0.153526	0.304903	0.143874	0.150503	0.274607	0.105541	0.15631	0.227283	0.255628	0.234997	0.384575	0.238966	0.238964	0.272374	0.0841676	0.173707	0.108074	0.466036	0.0322573	0.0373543	0.074432	0.273771	0.0503513	0.0400275	0.109332	0.0349759	0.0631917	0.0598	0.181324	0.0650031	0.0522996	0.238378	0.0488377	0.122013	0.100413	0.0725038	0.0959615	0.147257	0.0375579	0.31873	0.0557586	0.0238987	0.526945	0.0371096	0.104591	0.423745	0.9681	2.50356	0.35763	0.365095	0.0706877	0.206587	0.3791656	6.801505
5870	-13150.5	-13112.4	-38.0991	0.8726456	0.302343	0.123039	0.194008	0.127344	0.300035	0.160279	0.266045	0.200683	0.173145	0.40098	0.128693	0.17972	0.312028	0.239507	0.281809	0.313476	0.275249	0.261706	0.241251	0.0838265	0.183152	0.0726839	0.518521	0.0526422	0.0611764	0.046268	0.287952	0.0814285	0.0106584	0.115354	0.0377651	0.0507635	0.0420053	0.113051	0.0602422	0.0446118	0.179742	0.0504504	0.163346	0.0417191	0.0284305	0.153919	0.153631	0.0448538	0.312343	0.0595708	0.0210776	0.523743	0.0384112	0.110897	0.434817	0.975216	2.47907	0.349287	0.35669	0.0777048	0.216318	0.3500106	7.114679
