Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
1658	0	-14771.4	-14781.6	10.1902	0.138219	0.0908942	0.115972	0.0879631	0.111969	0.0922063	0.119006	0.0897608	0.0894155	0.181859	0.0803932	0.0971761	0.106442	0.0971093	0.0908287	0.12087	0.131033	0.121944	0.156983	0.0783814	0.0694284	0.076918	0.186085	0.0442829	0.0261351	0.0773474	0.0408544	0.0370264	0.0271453	0.0367081	0.0315741	0.029002	0.0319144	0.0954971	0.0553112	0.0258866	0.0402403	0.0316178	0.012632	0.0379904	0.0328397	0.0417908	0.03085	4.083447	0.281863	0.272494	0.0936628	0.35198	3.317505
1659	1	-14769.4	-14778.8	9.45541	0.152498	0.101667	0.102755	0.0877612	0.100694	0.0900428	0.135198	0.0805794	0.0964842	0.219	0.0930326	0.0727092	0.0877636	0.115318	0.115441	0.123884	0.15317	0.125914	0.106072	0.0939063	0.0948507	0.0815832	0.196561	0.0274432	0.0287078	0.0108465	0.0203845	0.0388642	0.0327635	0.0324725	0.021393	0.0384373	0.0543757	0.0301519	0.0429034	0.019884	0.0807856	0.0587649	0.0820453	0.0187217	0.0525018	0.0178575	0.0576887	4.034447	0.280321	0.279239	0.0977762	0.342664	3.393879
1660	0	-14767	-14777	9.9847	0.144196	0.0904475	0.0926611	0.10821	0.115045	0.0960562	0.145029	0.0719119	0.0730745	0.200472	0.0908375	0.0868611	0.125539	0.103474	0.113672	0.112967	0.129042	0.107156	0.126012	0.073153	0.09062	0.0865112	0.200368	0.035643	0.0124166	0.0514862	0.0450751	0.0256601	0.0228425	0.0389321	0.0274793	0.0315092	0.0278251	0.106298	0.0542085	0.0222405	0.0513206	0.022221	0.0322304	0.061199	0.0260477	0.0295596	0.0280852	4.12525	0.288853	0.286879	0.10362	0.320648	3.335595
1661	1	-14774.1	-14782.8	8.66339	0.156918	0.136381	0.113904	0.0940973	0.149175	0.0857828	0.118373	0.0821954	0.0982791	0.182341	0.0763051	0.0674133	0.0995652	0.086142	0.120131	0.140669	0.137397	0.111393	0.147069	0.0777886	0.0915654	0.0912545	0.20884	0.0264155	0.0307157	0.0215477	0.0178812	0.0238145	0.0287538	0.0435299	0.0271863	0.0217842	0.0715453	0.0247202	0.0332121	0.0305668	0.0460402	0.0441421	0.108887	0.0281979	0.0563915	0.0373872	0.071479	4.134604	0.28335	0.286167	0.0934127	0.33707	3.467178
1662	0	-14771.1	-14781.1	9.9795	0.138612	0.106312	0.0798612	0.105092	0.0940584	0.0627187	0.119448	0.066345	0.08228	0.179394	0.0802209	0.0870311	0.102113	0.108665	0.110182	0.137189	0.16202	0.123352	0.150224	0.085359	0.0777017	0.097978	0.192091	0.0391909	0.0152877	0.0731528	0.0325837	0.0371681	0.0240214	0.0427928	0.026893	0.0259629	0.0358123	0.107973	0.063288	0.0186195	0.0549036	0.03205	0.0216087	0.043047	0.0189891	0.0372887	0.0312205	4.228633	0.280247	0.283692	0.0981355	0.337925	3.330102
1663	1	-14771.3	-14780.6	9.28036	0.152515	0.0934163	0.113904	0.0871385	0.126279	0.100854	0.133178	0.0927735	0.109412	0.181296	0.077308	0.0938526	0.122822	0.116098	0.0969402	0.123374	0.144491	0.115533	0.134693	0.0956431	0.0700691	0.0827856	0.195561	0.0285592	0.0231246	0.0211345	0.0287315	0.0174712	0.0329544	0.0368958	0.0240194	0.0287344	0.0597426	0.0193019	0.0291273	0.0232847	0.0482402	0.0728899	0.0946	0.0245861	0.0372444	0.0373264	0.0484783	4.291801	0.268719	0.292333	0.102382	0.336565	3.396384
1664	0	-14773.8	-14783.8	10.0776	0.14518	0.0854478	0.0995358	0.0883078	0.126766	0.0984389	0.106411	0.0684426	0.105595	0.177246	0.0837196	0.0676991	0.117769	0.119872	0.113845	0.124172	0.139885	0.118282	0.106793	0.0908814	0.109344	0.0841685	0.173797	0.0318039	0.0163145	0.0530052	0.0437154	0.0212394	0.0524847	0.0265102	0.0225047	0.0360348	0.0438142	0.0905066	0.0513318	0.0225076	0.0539414	0.0371	0.019516	0.0470756	0.0345984	0.0518627	0.0297593	3.941444	0.271661	0.287807	0.106767	0.333764	3.337223
1665	1	-14776.9	-14787.3	10.3974	0.146428	0.0804916	0.10043	0.0966645	0.114048	0.0785845	0.124998	0.0893052	0.114231	0.182778	0.0783771	0.0769222	0.109113	0.111301	0.101263	0.137928	0.12132	0.109845	0.155288	0.0766074	0.0756516	0.0595123	0.196119	0.0154451	0.0395692	0.00625355	0.0321013	0.0367049	0.0271433	0.0370806	0.0285066	0.0148024	0.0442525	0.0496457	0.0556747	0.023617	0.0409681	0.0492842	0.106675	0.0322688	0.0407916	0.0455677	0.0582352	3.671836	0.261249	0.300619	0.0977722	0.34036	3.321794
1666	0	-14774.8	-14784.5	9.64503	0.14518	0.0874227	0.102516	0.125581	0.109698	0.0953971	0.121508	0.0884067	0.0957972	0.159436	0.075675	0.0780075	0.110236	0.110968	0.10878	0.11693	0.165692	0.131345	0.134937	0.102623	0.0999501	0.0849489	0.194918	0.0434394	0.0215357	0.0618106	0.0522655	0.0307775	0.0266494	0.0293042	0.0272412	0.0251319	0.0271383	0.0811165	0.0529199	0.0079441	0.0629823	0.0392578	0.0242505	0.0426274	0.027928	0.020697	0.0402019	3.765972	0.276404	0.292577	0.103125	0.327894	3.391172
1667	1	-14768.8	-14779.3	10.5089	0.143714	0.102494	0.0961993	0.0816768	0.121166	0.0835427	0.110321	0.0845173	0.0947877	0.22578	0.0910426	0.0648774	0.0957358	0.116225	0.101572	0.116108	0.151022	0.13688	0.121922	0.0880872	0.0769475	0.0787993	0.164123	0.030145	0.0334924	0.0186225	0.0171614	0.0195473	0.038738	0.047947	0.0314145	0.0196382	0.04118	0.0394187	0.0322542	0.0173908	0.0571298	0.0590917	0.0978688	0.0273482	0.0421606	0.0212329	0.0606078	3.845118	0.276318	0.278966	0.100416	0.3443	3.29993
1668	0	-14768.9	-14778.8	9.9363	0.129986	0.0986801	0.104841	0.103011	0.0926004	0.0791868	0.139238	0.0822084	0.0898276	0.193599	0.0572685	0.0856048	0.136198	0.104084	0.107729	0.133288	0.155382	0.13876	0.134937	0.0766306	0.100697	0.0751466	0.194918	0.0393318	0.0112516	0.0589691	0.0522655	0.0303524	0.023894	0.0320286	0.032283	0.0180274	0.0300866	0.0841863	0.0560005	0.0271252	0.0550161	0.0170234	0.0204705	0.0616257	0.0266488	0.0323954	0.0191224	4.099833	0.267734	0.296434	0.098996	0.336836	3.341927
1669	1	-14770.9	-14781.5	10.6144	0.12666	0.106525	0.0819259	0.103769	0.104296	0.111299	0.147126	0.0880274	0.091449	0.185505	0.0831097	0.068425	0.109401	0.0967926	0.100157	0.117106	0.130782	0.132528	0.120186	0.0730945	0.0857926	0.094869	0.17809	0.0328049	0.0288573	0.0194139	0.0270353	0.0328621	0.0151472	0.0406312	0.0319792	0.021911	0.0317352	0.0393648	0.0490036	0.0192829	0.0400093	0.0586453	0.0967673	0.0335818	0.0520004	0.0222219	0.0603036	3.827182	0.268116	0.281586	0.0943173	0.35598	3.290474
1670	0	-14769	-14779.6	10.6035	0.156462	0.11424	0.100831	0.110472	0.116899	0.065159	0.150072	0.0681077	0.0877018	0.187719	0.0797315	0.0862075	0.108281	0.109925	0.128973	0.108704	0.125283	0.117113	0.137965	0.0766306	0.079932	0.08498	0.17086	0.0271513	0.0205823	0.0555153	0.0330745	0.0358882	0.0173327	0.0292801	0.0349846	0.0236793	0.0241318	0.0965583	0.0467765	0.0250056	0.0409576	0.02117	0.0318187	0.0620942	0.0309969	0.037033	0.0289793	3.767119	0.274811	0.280994	0.102393	0.341803	3.295258
1671	1	-14773.6	-14784.1	10.456	0.135815	0.0903986	0.0916985	0.110424	0.111796	0.090014	0.127864	0.0815363	0.0814949	0.166263	0.0594448	0.0829187	0.118852	0.101551	0.117884	0.138436	0.122833	0.10732	0.126511	0.089051	0.0894241	0.0938424	0.177412	0.0319241	0.0127647	0.0157104	0.00885979	0.0364257	0.025767	0.0295624	0.0220255	0.0228918	0.0615274	0.0221278	0.0490036	0.0266706	0.0528798	0.0622434	0.105908	0.0319298	0.0586995	0.0334749	0.0914901	3.691924	0.274745	0.28168	0.103292	0.340282	3.314671
1672	0	-14785.9	-14794.7	8.77737	0.158507	0.0946042	0.0857791	0.104959	0.101032	0.0840587	0.166657	0.0580683	0.0923241	0.209772	0.0797315	0.0979119	0.130971	0.0924582	0.130656	0.160782	0.123938	0.127021	0.123977	0.083063	0.0810899	0.0755488	0.18941	0.0494518	0.0157643	0.0462056	0.0745218	0.0319009	0.0269397	0.0348068	0.026241	0.0171215	0.026863	0.0965672	0.0805527	0.0164114	0.0522366	0.025637	0.0432701	0.068785	0.0168308	0.032656	0.0373744	3.855288	0.27458	0.287854	0.0953714	0.342195	3.472459
1673	1	-14769	-14779.3	10.2934	0.139713	0.0942791	0.110689	0.0908257	0.128985	0.095906	0.121072	0.0825037	0.08108	0.179492	0.0898025	0.0741519	0.108182	0.0783549	0.116129	0.128911	0.112826	0.126651	0.127064	0.0951188	0.0950423	0.0813544	0.183924	0.0299968	0.0297329	0.020512	0.0299853	0.0447873	0.0165266	0.0324199	0.0220255	0.028137	0.0507066	0.0439946	0.0298717	0.0192796	0.0540836	0.0485527	0.122271	0.0238315	0.0587878	0.027175	0.0528698	3.74542	0.269074	0.290209	0.102132	0.338586	3.327606
1674	0	-14768.8	-14780.4	11.649	0.147021	0.0757424	0.0951063	0.0965887	0.128749	0.0697963	0.13249	0.0694592	0.0974653	0.196211	0.0691163	0.080812	0.104921	0.0928908	0.11745	0.115595	0.117054	0.105851	0.115838	0.0925859	0.0804541	0.0639971	0.163274	0.0342096	0.013625	0.0473419	0.042074	0.0341189	0.0267465	0.0309782	0.0290605	0.034708	0.0253679	0.0795346	0.0526042	0.0340852	0.0542629	0.0325246	0.0173682	0.076173	0.0162089	0.0425483	0.0211761	4.056915	0.273856	0.285519	0.0992518	0.341373	3.173185
1675	1	-14767.4	-14777.5	10.0653	0.129763	0.0945837	0.0995018	0.0965826	0.109595	0.0854689	0.130949	0.0876228	0.0906709	0.201354	0.0762946	0.0933919	0.108265	0.116587	0.122523	0.143309	0.131464	0.113072	0.132602	0.0642635	0.0885746	0.0767263	0.184753	0.0299968	0.0208794	0.0143105	0.0209012	0.0283623	0.0298985	0.0395705	0.0195485	0.03184	0.0447154	0.0488842	0.0389394	0.0272712	0.0523208	0.0587823	0.0935139	0.0314433	0.0336796	0.0408929	0.055392	3.931245	0.291419	0.28106	0.103563	0.323958	3.339062
1676	0	-14772	-14782	10.0185	0.142605	0.0831449	0.108161	0.0778334	0.11499	0.0973552	0.107911	0.0779023	0.10987	0.188697	0.0851582	0.0778155	0.108855	0.108062	0.109145	0.11716	0.120235	0.153166	0.136012	0.0898881	0.0814458	0.0859035	0.184211	0.0408507	0.0178236	0.0519435	0.0452366	0.0321445	0.0316422	0.0284657	0.0240276	0.0387985	0.0280647	0.0726739	0.0629371	0.017752	0.0551303	0.0280497	0.0302424	0.0598552	0.0458718	0.0468025	0.0239328	3.864759	0.270022	0.296823	0.0913727	0.341783	3.347773
1677	1	-14768.2	-14779.2	11.0254	0.147153	0.096767	0.0998514	0.0698562	0.121581	0.0645776	0.118179	0.0841085	0.0901212	0.162962	0.0785217	0.0743883	0.107613	0.116587	0.0874732	0.125983	0.117493	0.124711	0.132363	0.0680313	0.0918068	0.0851145	0.16424	0.035161	0.0489574	0.0201344	0.0319327	0.036105	0.0189927	0.0314039	0.0201099	0.0258616	0.0652576	0.0401765	0.0326975	0.0242873	0.0632597	0.0587823	0.107623	0.037121	0.0382086	0.02566	0.0491216	3.976465	0.270434	0.287819	0.10109	0.340657	3.240336
1678	0	-14770.8	-14781.2	10.3484	0.137036	0.085061	0.107127	0.0923156	0.126833	0.076393	0.129146	0.097346	0.0964257	0.167038	0.0831147	0.0631168	0.0801465	0.109094	0.0966614	0.158581	0.139887	0.110098	0.107825	0.0787893	0.0994268	0.0777058	0.185021	0.0461389	0.027499	0.0622184	0.0391252	0.0377776	0.02546	0.0163027	0.0344343	0.0238649	0.034875	0.107726	0.053319	0.0145428	0.0726779	0.0445871	0.0170219	0.0430548	0.0217475	0.0388936	0.0380298	4.052982	0.275148	0.293993	0.101233	0.329625	3.303483
1679	1	-14776.1	-14786	9.91129	0.146976	0.0929826	0.0982208	0.103709	0.0999275	0.0760034	0.129974	0.100268	0.0777652	0.153641	0.0738646	0.080734	0.0824389	0.115143	0.113798	0.120862	0.16539	0.114494	0.140214	0.068371	0.0872873	0.0958245	0.171191	0.044447	0.0178902	0.0238996	0.0256466	0.036105	0.0228261	0.0448849	0.0252854	0.0381842	0.0459323	0.0318676	0.0483955	0.0278714	0.0383696	0.0613862	0.117318	0.0296327	0.0382086	0.0301494	0.0742647	4.320641	0.278642	0.281763	0.106765	0.33283	3.331643
1680	0	-14770	-14780.5	10.4481	0.139105	0.090325	0.107774	0.0819273	0.122237	0.076393	0.130606	0.0904951	0.0916448	0.162876	0.0980904	0.0836242	0.111396	0.107523	0.0952365	0.125469	0.122346	0.125731	0.123938	0.0759647	0.0810107	0.118968	0.160928	0.0539628	0.023077	0.0525188	0.0297571	0.0403729	0.031314	0.0193993	0.0324449	0.0340787	0.034938	0.103384	0.0570307	0.00850589	0.0507134	0.0286912	0.0156126	0.0615899	0.0143737	0.0395354	0.0339133	4.132667	0.275261	0.293823	0.0946118	0.336304	3.288824
1681	1	-14770.5	-14781.4	10.9121	0.147203	0.0881378	0.0987776	0.0880484	0.119505	0.0725176	0.135035	0.070466	0.0923594	0.17173	0.0853132	0.0882247	0.0998866	0.11435	0.105848	0.131814	0.157408	0.118019	0.124197	0.091979	0.096439	0.0649175	0.171258	0.039277	0.0307482	0.011206	0.0270025	0.0256108	0.028061	0.0432497	0.0158953	0.0367575	0.0405254	0.0513725	0.031006	0.0213054	0.0574247	0.0475461	0.0633683	0.014956	0.0450396	0.0277914	0.0574948	4.019989	0.272502	0.282903	0.109542	0.335053	3.249071
1682	0	-14770.3	-14780.6	10.2852	0.158952	0.0940749	0.100451	0.0671882	0.101516	0.0743619	0.124077	0.0893915	0.0993155	0.163886	0.0622544	0.104591	0.109124	0.11312	0.102763	0.141449	0.136874	0.111581	0.119104	0.0803502	0.0859711	0.0840876	0.197404	0.0609105	0.0135474	0.0555455	0.0477885	0.0456406	0.031314	0.023902	0.0324449	0.0340787	0.0348069	0.079394	0.0588002	0.0179309	0.045995	0.0415812	0.0246231	0.0445286	0.0257774	0.0529508	0.0247793	3.912051	0.271126	0.291088	0.108292	0.329494	3.318227
1683	1	-14768.9	-14778.7	9.77813	0.152767	0.104607	0.101476	0.095101	0.130019	0.0698399	0.134681	0.0952257	0.084556	0.183786	0.075891	0.0836709	0.0909756	0.0920782	0.0996236	0.135282	0.169141	0.134514	0.113984	0.0750175	0.0915114	0.0934311	0.208009	0.0296655	0.0307905	0.0134092	0.0251426	0.0368199	0.0336582	0.0423779	0.0281951	0.0243886	0.0418548	0.0501204	0.0319353	0.0122931	0.0414336	0.0493359	0.0927116	0.0143059	0.0444755	0.031345	0.058119	4.275064	0.270264	0.293376	0.0956401	0.34072	3.347566
1684	0	-14767.7	-14779.2	11.5069	0.131919	0.0979429	0.0810937	0.106765	0.109549	0.0725075	0.141841	0.0910202	0.0908983	0.155209	0.0706987	0.0725463	0.114524	0.0967993	0.1025	0.11533	0.138931	0.119478	0.12793	0.066532	0.0901178	0.080023	0.180601	0.048678	0.0288802	0.0453829	0.0365823	0.0314568	0.0474597	0.0184793	0.0316945	0.0328849	0.0234644	0.0939078	0.0672318	0.0113657	0.0422774	0.0242074	0.0215297	0.0425639	0.0233216	0.0293641	0.0258561	4.159951	0.287263	0.286031	0.0967697	0.329936	3.181346
1685	1	-14770.5	-14780.4	9.85133	0.132927	0.0770521	0.114515	0.0994149	0.119912	0.080439	0.143643	0.087703	0.0890711	0.177351	0.0876351	0.0687781	0.124272	0.107116	0.110492	0.118157	0.143385	0.123982	0.122025	0.0711888	0.0834799	0.0902222	0.164652	0.0306556	0.0365802	0.026415	0.0160375	0.0275383	0.0132152	0.041102	0.0343595	0.0264466	0.0598376	0.0375277	0.0391673	0.0356507	0.0521771	0.0485473	0.122114	0.0285218	0.0587991	0.0288598	0.0482466	4.120487	0.263862	0.310498	0.0971619	0.328477	3.349211
1686	0	-14782.4	-14791.6	9.1945	0.155932	0.119974	0.126554	0.101896	0.0929731	0.0852033	0.132055	0.0629894	0.0933995	0.185427	0.0685179	0.109307	0.116248	0.107979	0.118987	0.175632	0.122208	0.120804	0.124136	0.0824021	0.0885862	0.0874056	0.192912	0.0530974	0.0249858	0.0660633	0.0448605	0.0452997	0.0318263	0.0216132	0.055256	0.0287066	0.0174066	0.0877703	0.070789	0.0107333	0.0555338	0.0149053	0.0260429	0.042306	0.0119485	0.0244636	0.035929	3.688081	0.272731	0.293636	0.092124	0.341509	3.441064
1687	1	-14768.9	-14778.3	9.45401	0.149403	0.0871313	0.0851065	0.091531	0.119821	0.0914267	0.14428	0.0648569	0.110606	0.1639	0.075346	0.0935548	0.109546	0.10316	0.145536	0.151585	0.134182	0.126536	0.134347	0.0621153	0.0820089	0.0798483	0.183519	0.0272281	0.029981	0.0271686	0.0205991	0.0388561	0.029873	0.0333568	0.0238474	0.0392297	0.066516	0.0545607	0.0391004	0.0351565	0.0503527	0.0616223	0.0860673	0.0132272	0.054274	0.0261439	0.0520833	3.957855	0.272301	0.279855	0.103777	0.344067	3.398591
1688	0	-14767.5	-14779.4	11.9397	0.144066	0.0986323	0.104692	0.101896	0.097988	0.0812512	0.119981	0.0828697	0.0910579	0.152604	0.086574	0.086874	0.0894192	0.114482	0.0955318	0.13306	0.118272	0.11198	0.122361	0.0767077	0.0921074	0.0874056	0.15585	0.0323796	0.00748724	0.0389864	0.0414131	0.0322014	0.0291525	0.0266936	0.0207696	0.0343447	0.0262898	0.07092	0.0513659	0.0241125	0.0660755	0.0328389	0.0220721	0.0531085	0.0123353	0.0500367	0.0282344	4.017158	0.274143	0.294737	0.100187	0.330933	3.146481
1689	1	-14766.8	-14776.6	9.82699	0.147457	0.0777684	0.107723	0.0892139	0.122274	0.0990092	0.115111	0.0975293	0.0951257	0.190624	0.0782685	0.0743841	0.0918108	0.105848	0.122143	0.127491	0.131921	0.127991	0.132335	0.10652	0.0997876	0.0880519	0.200331	0.0219904	0.0282364	0.0219301	0.0229584	0.0272554	0.0315928	0.0346392	0.0280486	0.0214661	0.0693211	0.0314386	0.0310544	0.0249955	0.0444184	0.057336	0.0962845	0.0225311	0.0404351	0.0292866	0.0543995	3.841469	0.276794	0.300634	0.096772	0.3258	3.368339
1690	0	-14759.4	-14769	9.67304	0.143679	0.108296	0.115113	0.103071	0.125635	0.0887599	0.133429	0.0663966	0.0948379	0.194202	0.0733196	0.0865617	0.103627	0.100231	0.107673	0.137331	0.132416	0.139705	0.115653	0.0816801	0.103154	0.0823028	0.180694	0.0345188	0.0116299	0.0393805	0.038528	0.0421084	0.0293218	0.0266936	0.0348049	0.0343447	0.0321138	0.0888168	0.0566225	0.0178386	0.066652	0.026702	0.0213275	0.0491894	0.0198942	0.0474791	0.0299264	4.144062	0.27821	0.283607	0.0996583	0.338524	3.36566
1691	1	-14767.6	-14778.5	10.9727	0.107429	0.104491	0.11901	0.0965933	0.112406	0.104357	0.126978	0.0871862	0.0944824	0.171117	0.0838737	0.0743841	0.105741	0.103712	0.0983774	0.140192	0.122931	0.123451	0.119654	0.0692219	0.0898604	0.0836696	0.169214	0.0339807	0.0338346	0.0167686	0.0205155	0.0328687	0.0165287	0.0332253	0.0455697	0.0313508	0.0385853	0.0320776	0.0381699	0.0247888	0.0547669	0.0562367	0.0847351	0.013297	0.0433853	0.0473315	0.043091	3.912799	0.281496	0.285559	0.0994405	0.333504	3.249437
1692	0	-14771.5	-14781.5	10.0205	0.130468	0.0815739	0.092162	0.112444	0.110762	0.0765608	0.134931	0.0810516	0.0894167	0.16806	0.0832554	0.0632628	0.0949086	0.119131	0.108796	0.126574	0.138644	0.107817	0.147931	0.0795634	0.103154	0.0913643	0.180694	0.0342659	0.0370955	0.0433389	0.0651776	0.0383992	0.028551	0.0387578	0.0341404	0.0221464	0.0238033	0.11348	0.0530453	0.0190974	0.0601171	0.0250617	0.024025	0.0663005	0.0273636	0.0312927	0.0153764	4.274624	0.269994	0.301548	0.0973221	0.331137	3.323359
1693	1	-14773.6	-14783.9	10.3148	0.172651	0.0874644	0.105804	0.0927895	0.10216	0.0849138	0.127266	0.0698012	0.0912748	0.166482	0.0895136	0.0784198	0.133107	0.109196	0.0952078	0.159482	0.132943	0.145377	0.1095	0.0757561	0.0776761	0.0764355	0.167308	0.0219109	0.030195	0.00826161	0.024372	0.0384228	0.0303557	0.0349336	0.0436272	0.0234158	0.0279786	0.0320776	0.0356508	0.024017	0.0534244	0.0661118	0.107242	0.0365104	0.0379002	0.0234129	0.0608973	3.979003	0.290852	0.289832	0.09307	0.326246	3.311246
1694	0	-14769.3	-14779.5	10.2418	0.149156	0.104374	0.101157	0.116572	0.0997044	0.0818896	0.121963	0.0852603	0.0854126	0.13424	0.0832283	0.0935703	0.102417	0.0915308	0.104764	0.142538	0.119135	0.122665	0.146977	0.0741507	0.082523	0.0953595	0.186604	0.0426073	0.026097	0.0515516	0.0467833	0.0398686	0.026917	0.0223519	0.038241	0.0402332	0.0213386	0.0799758	0.0512254	0.0257789	0.0494431	0.0215367	0.0176727	0.0618393	0.0421048	0.0432285	0.0373152	4.10109	0.269585	0.293299	0.0996103	0.337506	3.311302
1695	1	-14777.4	-14788	10.557	0.138164	0.0870329	0.100066	0.105139	0.114919	0.0867181	0.122097	0.0712598	0.101237	0.16562	0.0941045	0.100492	0.0975303	0.0899648	0.114584	0.152417	0.108467	0.117667	0.129521	0.0852756	0.10366	0.0955581	0.210417	0.0196603	0.0230563	0.0131987	0.014324	0.0384228	0.0436142	0.0356981	0.012283	0.0207752	0.0487158	0.0627125	0.0282453	0.0268095	0.0602173	0.0458799	0.100429	0.0121739	0.0290046	0.0271881	0.0472172	3.740779	0.275431	0.28243	0.0884678	0.353671	3.301539
1696	0	-14778.8	-14789	10.1389	0.161939	0.10437	0.100236	0.0898246	0.100871	0.115604	0.107013	0.0903828	0.083514	0.154458	0.0684033	0.0804353	0.111451	0.104659	0.135508	0.139759	0.132572	0.0884349	0.146924	0.0771759	0.073381	0.0953595	0.174374	0.0426073	0.0371487	0.040988	0.0431088	0.0374889	0.0261454	0.018364	0.037115	0.0235224	0.0237041	0.102164	0.075638	0.0187975	0.0587132	0.0309632	0.0268162	0.0493784	0.0313795	0.0296336	0.0294097	4.132739	0.287738	0.282289	0.10818	0.321793	3.319736
1697	1	-14771.5	-14781.4	9.99045	0.155302	0.093178	0.103569	0.106206	0.112241	0.0635043	0.117218	0.0959068	0.109432	0.167002	0.0841249	0.0821516	0.0841682	0.131171	0.110329	0.165018	0.136455	0.119749	0.119891	0.0698637	0.0816031	0.0674399	0.178068	0.025685	0.0404206	0.0131987	0.0146956	0.032623	0.0343261	0.0327149	0.0208903	0.041684	0.0624017	0.0562386	0.03597	0.0275967	0.0551375	0.0689249	0.0762527	0.0218842	0.0479566	0.039881	0.0444585	3.931477	0.269126	0.293453	0.104334	0.333087	3.346534
1698	0	-14770.8	-14781.2	10.3707	0.109542	0.0960612	0.0810487	0.0895322	0.104181	0.0840136	0.12376	0.0648494	0.0934121	0.169008	0.0667365	0.0815978	0.124546	0.105384	0.125805	0.153635	0.167432	0.125798	0.131011	0.0730034	0.084685	0.0899728	0.187404	0.0390455	0.0193238	0.0481299	0.0571529	0.0364027	0.0397361	0.027747	0.0284705	0.0343133	0.0234159	0.106575	0.0510761	0.0249222	0.0451379	0.0213364	0.0157258	0.0717744	0.0363579	0.0384216	0.0148252	3.868717	0.272319	0.288038	0.102781	0.336862	3.312309
1699	1	-14781.4	-14791.1	9.74106	0.127818	0.10736	0.0947683	0.1038	0.107715	0.0901396	0.122006	0.0990712	0.0975004	0.17735	0.0694129	0.114885	0.110724	0.0839538	0.100049	0.125153	0.138428	0.108853	0.125059	0.0739364	0.116462	0.103079	0.150721	0.028741	0.0423915	0.0442651	0.0214489	0.047338	0.036732	0.0327156	0.0203196	0.0307783	0.0420818	0.0660841	0.0354213	0.0211251	0.0628211	0.0511001	0.0886573	0.0148628	0.0335719	0.0355472	0.0509296	4.207343	0.282545	0.277271	0.094339	0.345845	3.355177
1700	0	-14763.6	-14773.9	10.2759	0.139709	0.0998089	0.113076	0.0822111	0.104992	0.0884168	0.135695	0.0826875	0.0927771	0.18074	0.0728071	0.0815774	0.108587	0.0904868	0.084471	0.134711	0.142965	0.114312	0.126439	0.0856907	0.0831621	0.0888076	0.194395	0.0468935	0.0195404	0.0538473	0.0552757	0.0340566	0.0360774	0.0393033	0.0295915	0.0375691	0.0225606	0.0737918	0.0510761	0.0179711	0.0552865	0.0217959	0.0466011	0.0479248	0.0231902	0.0373833	0.0223726	4.225659	0.27953	0.284996	0.0982005	0.337273	3.300632
1701	1	-14772.6	-14782	9.32904	0.127818	0.103909	0.123842	0.0993876	0.116113	0.0746988	0.142149	0.0891535	0.0811185	0.223691	0.0846967	0.0812839	0.102786	0.143633	0.125584	0.145661	0.122494	0.116084	0.148385	0.0746666	0.0988987	0.0886006	0.153057	0.022092	0.0244535	0.0207345	0.0148554	0.0276873	0.0253952	0.0364483	0.0207389	0.0307783	0.0479581	0.0309003	0.0440278	0.0247716	0.0485322	0.0496038	0.103118	0.0293	0.0464464	0.0378946	0.0676809	3.792612	0.261478	0.287821	0.101987	0.348715	3.421129
1702	0	-14767.1	-14777.3	10.2543	0.153458	0.101831	0.10237	0.0878415	0.116422	0.0830047	0.134881	0.0964413	0.0958294	0.197897	0.0920856	0.0858485	0.113443	0.0992554	0.113316	0.114668	0.13524	0.114147	0.134735	0.0675277	0.0823451	0.0916867	0.170014	0.0484496	0.0263662	0.0291716	0.0398438	0.0229926	0.0324535	0.0306676	0.0448313	0.0375691	0.0284383	0.0900428	0.0572266	0.0112133	0.0621658	0.0232331	0.0214543	0.0375367	0.0237593	0.0455512	0.0294902	3.822905	0.266598	0.287855	0.0989788	0.346568	3.326745
1703	1	-14771.5	-14781.1	9.54525	0.135301	0.110485	0.111883	0.0804501	0.0979071	0.0710516	0.124031	0.07382	0.0906599	0.187244	0.0894511	0.0838105	0.0877892	0.117741	0.110576	0.152761	0.1553	0.131377	0.139917	0.0655994	0.112095	0.0964848	0.202768	0.0239829	0.0415405	0.018677	0.0269138	0.0372906	0.0249601	0.0341029	0.0228899	0.0261983	0.0615438	0.0311023	0.0353617	0.027088	0.0559717	0.0817467	0.0732671	0.020001	0.0465675	0.0268705	0.0446548	3.961742	0.274969	0.273745	0.105679	0.345606	3.389234
