Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1310	-13157	-13122.2	-34.8055	0.8486226	0.257486	0.156507	0.202976	0.14863	0.22506	0.14161	0.25701	0.137759	0.17033	0.340102	0.0742936	0.11344	0.26214	0.257414	0.301188	0.354249	0.327015	0.154342	0.235572	0.0943028	0.168104	0.124911	0.634482	0.0521293	0.133716	0.020039	0.115779	0.0235198	0.0295646	0.0660051	0.0667097	0.140941	0.0680345	0.117171	0.0973239	0.0510408	0.101822	0.00880707	0.10341	0.174055	0.149376	0.0612244	0.311607	0.105855	0.425997	0.969568	2.49858	11.66628	0.3591	0.364129	0.0630475	0.213724	0.3722812	7.031202
1320	-13143.4	-13112.9	-30.5038	0.868066	0.321981	0.107193	0.199561	0.161587	0.233798	0.135519	0.229005	0.135514	0.137808	0.327356	0.0892868	0.140704	0.239334	0.296484	0.203346	0.397701	0.243533	0.226666	0.209405	0.0928362	0.132986	0.111976	0.424554	0.0377954	0.134874	0.00307721	0.0833516	0.0670229	0.0488573	0.0392229	0.0757058	0.192334	0.0427719	0.0909367	0.0992743	0.0174885	0.132066	0.0125213	0.0663564	0.15943	0.224971	0.0550689	0.264003	0.109939	0.43316	0.974167	2.48273	10.52891	0.35934	0.364372	0.0613364	0.214952	0.3795012	6.645266
1330	-13146.1	-13117.9	-28.203	0.9605391	0.23469	0.168145	0.188356	0.135986	0.228473	0.155482	0.252009	0.165875	0.160943	0.355095	0.104592	0.158496	0.144405	0.28191	0.221691	0.336169	0.248227	0.200821	0.224855	0.0991253	0.15168	0.0890807	0.442784	0.0559373	0.163899	0.000690518	0.110175	0.0245703	0.0362155	0.0594145	0.07977	0.145801	0.0477578	0.0436648	0.0738233	0.0260298	0.109634	0.0124418	0.0539467	0.16756	0.178112	0.0754147	0.231232	0.129015	0.464561	0.993141	2.41328	10.84499	0.367068	0.361668	0.0620608	0.209202	0.3894688	6.444981
1340	-13165	-13133.1	-31.9578	0.8893638	0.310993	0.175189	0.135894	0.142048	0.193065	0.152449	0.185074	0.129884	0.148473	0.343304	0.103623	0.122092	0.193504	0.261446	0.15333	0.31616	0.268095	0.170725	0.291387	0.0587961	0.161077	0.120546	0.556473	0.0343643	0.225143	0.00113875	0.118009	0.00990316	0.0405638	0.0897109	0.0614559	0.273005	0.0850915	0.0828815	0.0963739	0.0264003	0.15633	9.88858e-05	0.12438	0.193158	0.113469	0.0806886	0.271891	0.114385	0.440771	0.978942	2.4659	11.26112	0.343083	0.377342	0.0570899	0.222485	0.4075126	6.777685
1350	-13152.7	-13120.8	-31.9161	0.8668676	0.243121	0.155254	0.248326	0.128332	0.268628	0.116157	0.274387	0.164757	0.146639	0.402841	0.101892	0.151096	0.19769	0.23662	0.222642	0.26357	0.250193	0.220131	0.283781	0.0672193	0.198824	0.143313	0.561307	0.0589294	0.143097	0.00550767	0.106011	0.00948279	0.0711329	0.0458155	0.0537284	0.211458	0.038131	0.0664649	0.0935055	0.0457543	0.110416	0.000194604	0.0491702	0.119487	0.209745	0.092226	0.188846	0.109688	0.432724	0.97389	2.4837	11.17359	0.350829	0.361518	0.0652562	0.222397	0.3652423	6.765824
1360	-13156	-13117	-38.9599	0.7179107	0.364033	0.175079	0.202424	0.128625	0.221277	0.193289	0.261807	0.233328	0.127694	0.294583	0.127345	0.164636	0.256242	0.236499	0.170908	0.35916	0.341598	0.306822	0.235199	0.134102	0.189372	0.059601	0.462125	0.0936993	0.177184	0.110044	0.137559	0.052148	0.0437719	0.0363558	0.0861937	0.250036	0.00963308	0.0411348	0.0727957	0.0514079	0.106397	0.0252047	0.0841879	0.168481	0.232229	0.114415	0.196372	0.0780174	0.37186	0.931329	2.61879	13.01229	0.365295	0.361775	0.0567771	0.216153	0.3961226	7.334997
1370	-13150.1	-13111.1	-38.9282	0.8723208	0.313072	0.154518	0.267046	0.133291	0.260523	0.138275	0.261477	0.183927	0.154876	0.389493	0.129362	0.221255	0.203228	0.27363	0.194366	0.356666	0.286633	0.206183	0.271404	0.129804	0.203178	0.101913	0.51126	0.036477	0.195185	0.0851252	0.0961374	0.0347325	0.0427245	0.116893	0.0786938	0.197224	0.0068432	0.046093	0.074456	0.0486664	0.0988397	0.0348955	0.0663987	0.204757	0.217288	0.150746	0.301935	0.110829	0.4347	0.975142	2.47933	10.85288	0.343378	0.368568	0.0646075	0.223447	0.3630023	7.47949
1380	-13155.1	-13111.8	-43.3171	0.6454872	0.274875	0.157308	0.185457	0.179131	0.31238	0.167658	0.278333	0.205154	0.172062	0.381175	0.145482	0.204107	0.240035	0.265622	0.201396	0.29534	0.322429	0.23327	0.282663	0.121266	0.176006	0.122912	0.710942	0.129038	0.174318	0.0541682	0.124251	0.0128734	0.0392636	0.0955761	0.125812	0.261605	0.0294638	0.0638359	0.0609943	0.0369994	0.127662	0.0139581	0.0570343	0.18764	0.158564	0.0721089	0.294383	0.0626052	0.336633	0.902862	2.6979	11.79104	0.34843	0.377292	0.0611542	0.213124	0.3539404	7.75455
1390	-13154.8	-13113	-41.723	0.6758686	0.310567	0.209911	0.204595	0.162673	0.23409	0.1508	0.271236	0.151322	0.138932	0.408586	0.0903437	0.164404	0.253814	0.244799	0.191522	0.3838	0.319414	0.295249	0.248986	0.108419	0.200329	0.157723	0.488501	0.060309	0.200045	0.105989	0.0984427	0.0290257	0.126042	0.0774133	0.126189	0.201728	0.0517013	0.0638359	0.104215	0.0315332	0.155278	0.0307035	0.0463678	0.210161	0.199113	0.0620511	0.246113	0.0690431	0.351918	0.915587	2.66345	11.83365	0.355426	0.364268	0.0629026	0.217404	0.3109235	7.616274
1400	-13140.5	-13109.7	-30.7336	0.8323352	0.339829	0.163433	0.222965	0.126113	0.172862	0.158069	0.198453	0.173747	0.164793	0.322202	0.10478	0.13358	0.249303	0.207231	0.20301	0.370742	0.237841	0.179736	0.234109	0.0988635	0.152958	0.126163	0.46055	0.0413771	0.18958	0.0600821	0.108642	0.0108487	0.0664605	0.063776	0.0585562	0.22995	0.0145377	0.0699334	0.0457814	0.0127691	0.201143	0.032885	0.0657611	0.112819	0.199113	0.066919	0.206981	0.102418	0.419834	0.965527	2.51222	10.26801	0.348062	0.370763	0.0614639	0.219711	0.3709639	6.659247
1410	-13149.6	-13111.3	-38.3429	0.8710536	0.321645	0.14503	0.262043	0.192133	0.19229	0.117802	0.227236	0.17225	0.169218	0.349677	0.132663	0.1233	0.246347	0.252642	0.187074	0.285597	0.300937	0.313968	0.263008	0.0951411	0.185243	0.119863	0.642942	0.0448639	0.158666	0.0303692	0.12462	0.0243959	0.0488568	0.0559189	0.0646069	0.26452	0.0267531	0.0608008	0.0900704	0.058282	0.199822	0.0260626	0.0657611	0.183499	0.238644	0.0980761	0.211164	0.110564	0.434242	0.974853	2.48034	12.42035	0.344011	0.373099	0.0566517	0.226238	0.3769807	7.3738
1420	-13151.6	-13118.7	-32.933	0.9976404	0.256236	0.13946	0.183828	0.150508	0.174851	0.165848	0.230403	0.192538	0.113897	0.419081	0.0898874	0.191465	0.239429	0.246666	0.215343	0.335064	0.266004	0.231748	0.212018	0.121896	0.112218	0.0898351	0.494032	0.0149708	0.14485	0.0799576	0.0908879	0.0954351	0.0241258	0.05092	0.0604763	0.28035	0.0325408	0.097288	0.0649602	0.0559076	0.0374445	0.0545335	0.0871182	0.199736	0.260857	0.0775655	0.257459	0.136483	0.476041	0.999608	2.38787	10.6053	0.343997	0.372882	0.0613784	0.221742	0.3943167	6.93964
1430	-13144.3	-13109.3	-35.0763	0.7303855	0.309697	0.152458	0.182578	0.174499	0.254676	0.0968181	0.213798	0.126512	0.136997	0.44117	0.139845	0.132456	0.197681	0.2398	0.225099	0.333056	0.302244	0.229817	0.263316	0.117667	0.202555	0.0891754	0.668225	0.0450796	0.152105	0.0505365	0.114401	0.0537417	0.0412568	0.106059	0.0745693	0.164468	0.0179579	0.0661786	0.0649602	0.0529637	0.11535	0.0102793	0.0908716	0.164872	0.182106	0.0408656	0.180147	0.0806868	0.377521	0.935628	2.60616	10.81177	0.350709	0.361971	0.0624455	0.224874	0.3375287	7.018909
1440	-13146.7	-13107.3	-39.3604	0.8711636	0.350562	0.163886	0.221812	0.129255	0.251038	0.144814	0.25357	0.202872	0.158804	0.433596	0.183342	0.113851	0.201885	0.238671	0.180152	0.387024	0.26888	0.2235	0.309643	0.0863291	0.181385	0.152272	0.478995	0.0412949	0.204512	0.124452	0.110671	0.0378114	0.038281	0.0509215	0.0807158	0.244558	0.024838	0.0661786	0.0639901	0.0643686	0.125734	0.0083737	0.0696145	0.173709	0.243169	0.0921858	0.295134	0.110587	0.434282	0.974878	2.48025	12.38339	0.357282	0.375375	0.0584446	0.208898	0.3580457	7.476651
1450	-13160	-13124	-35.9998	0.9988165	0.316948	0.190205	0.219501	0.130773	0.222314	0.138292	0.303197	0.150496	0.16024	0.334592	0.200577	0.1611	0.232777	0.247502	0.226392	0.346261	0.257837	0.292859	0.243655	0.195496	0.122036	0.133547	0.521068	0.0165988	0.123027	0.105982	0.0788967	0.0509306	0.0294566	0.071585	0.0630632	0.138543	0.0420031	0.0940411	0.0361743	0.0222537	0.0803643	0.0541337	0.119388	0.228222	0.204623	0.0612399	0.272524	0.136718	0.476396	0.999804	2.38708	10.79713	0.350595	0.366019	0.0621368	0.221249	0.3786164	7.240713
1460	-13150.2	-13116.6	-33.6201	0.6909903	0.272818	0.175355	0.201272	0.150281	0.175716	0.156102	0.263091	0.142827	0.155455	0.336579	0.174192	0.1611	0.21015	0.229212	0.190535	0.380458	0.25359	0.232507	0.241941	0.0917711	0.189786	0.112233	0.50858	0.0312325	0.168924	0.054669	0.105473	0.0882583	0.0639811	0.0487493	0.0415546	0.25904	0.0353853	0.0670365	0.0347892	0.00659512	0.120619	0.0152917	0.0452864	0.154167	0.184577	0.102546	0.220881	0.0722649	0.359248	0.921483	2.647	10.58518	0.33009	0.389821	0.0638138	0.216276	0.3465668	6.854606
1470	-13145.9	-13112.7	-33.2178	0.9113537	0.274714	0.114433	0.21853	0.204365	0.20972	0.153527	0.264829	0.177751	0.160964	0.37559	0.105312	0.1611	0.228294	0.228313	0.1983	0.317612	0.337529	0.226423	0.291493	0.0841989	0.179396	0.119365	0.484828	0.0329615	0.175937	0.080568	0.111738	0.0507421	0.0386297	0.075981	0.08173	0.128164	0.00621976	0.0389931	0.0693142	0.0546923	0.153379	0.0201925	0.0778065	0.17755	0.126145	0.0853578	0.231534	0.118945	0.448384	0.983604	2.44907	10.5896	0.325071	0.396272	0.0614981	0.217159	0.3562988	6.934222
1480	-13142.2	-13111	-31.2205	0.7207379	0.274714	0.110284	0.189786	0.122615	0.184047	0.19894	0.235396	0.195799	0.170328	0.31277	0.10782	0.168093	0.196225	0.207441	0.220166	0.331603	0.351949	0.222053	0.217829	0.132984	0.145078	0.0967151	0.524508	0.0408285	0.153858	0.0398437	0.0845797	0.0180899	0.0507397	0.0583131	0.0370433	0.153555	0.0473904	0.049571	0.039766	0.0484368	0.137176	0.0186357	0.0505376	0.156489	0.163796	0.105435	0.262989	0.0786222	0.373153	0.932317	2.61591	10.5896	0.351991	0.366593	0.0639942	0.217421	0.3222125	6.634216
1490	-13145.3	-13112.9	-32.4071	0.8364238	0.283548	0.173984	0.188074	0.149255	0.26835	0.180051	0.300276	0.145603	0.120142	0.408206	0.136444	0.142942	0.232362	0.258609	0.201213	0.290871	0.290181	0.194843	0.275849	0.115165	0.149609	0.113949	0.480083	0.0349251	0.200299	0.0616615	0.106285	0.0274877	0.0465376	0.0357446	0.0788047	0.159288	0.0216357	0.051139	0.0497614	0.089043	0.0647013	0.00901647	0.0715553	0.127949	0.190539	0.0738275	0.225895	0.103282	0.421395	0.966558	2.50876	10.3593	0.329825	0.374475	0.0702346	0.225465	0.3446216	6.825705
1500	-13142	-13111.1	-30.9542	0.8593491	0.321282	0.131596	0.221152	0.197613	0.186139	0.144159	0.325288	0.160339	0.162822	0.351812	0.0857357	0.159613	0.208818	0.197062	0.167006	0.325523	0.279111	0.18046	0.252525	0.0870153	0.160284	0.139311	0.4885	0.057816	0.132897	0.07124	0.0947853	0.0306988	0.0640645	0.0320263	0.0607357	0.193061	0.00269063	0.0617193	0.030748	0.0370727	0.121428	0.0183662	0.095617	0.168674	0.207527	0.0775404	0.223654	0.108111	0.429975	0.972134	2.48978	9.635705	0.353774	0.359182	0.0673663	0.219678	0.3456277	6.715526
1510	-13158.1	-13123	-35.0797	0.8447628	0.307974	0.165794	0.199138	0.12996	0.198069	0.127467	0.318527	0.123966	0.128053	0.414503	0.135365	0.151395	0.239042	0.256612	0.181735	0.30573	0.226559	0.264818	0.201867	0.185755	0.165131	0.173181	0.569783	0.0267687	0.170784	0.120959	0.10835	0.0397614	0.0640645	0.0718184	0.0413082	0.276051	0.0115204	0.0596805	0.0365322	0.109939	0.0885864	0.011784	0.0438465	0.159292	0.209187	0.0577705	0.219146	0.105042	0.42455	0.968626	2.50178	10.34479	0.331054	0.371293	0.0601123	0.23754	0.372124	7.097571
1520	-13158.6	-13126.3	-32.2892	1.024481	0.292534	0.191316	0.192596	0.145896	0.151414	0.165665	0.250165	0.182708	0.157777	0.342609	0.124992	0.114256	0.183525	0.193766	0.199561	0.297756	0.294633	0.197855	0.226402	0.197727	0.187134	0.119955	0.501542	0.0187541	0.161174	0.0880757	0.114265	0.00918636	0.0320238	0.0545645	0.114287	0.213995	0.110505	0.053207	0.0719123	0.0596214	0.120682	0.00576897	0.101649	0.209688	0.168122	0.07251	0.204283	0.141813	0.483989	1.00394	2.37026	10.2576	0.331899	0.37224	0.0577149	0.238146	0.3939524	6.896058
1530	-13154.7	-13118.8	-35.8717	1.02534	0.292963	0.223265	0.202106	0.169844	0.203714	0.161864	0.26509	0.209189	0.0952916	0.359583	0.140902	0.132625	0.18954	0.264451	0.209843	0.287872	0.247545	0.231175	0.285974	0.104049	0.140653	0.152701	0.584879	0.0153134	0.163628	0.040749	0.114265	0.010506	0.0408204	0.108196	0.10495	0.285593	0.0381357	0.053207	0.0457898	0.035764	0.166871	0.0726285	0.111889	0.15561	0.154135	0.103671	0.25686	0.141982	0.484238	1.00407	2.36971	10.91638	0.340475	0.369556	0.0647161	0.225253	0.3750325	7.233697
1540	-13146.4	-13111.1	-35.2761	0.7387097	0.326875	0.153162	0.225287	0.101161	0.184239	0.210668	0.337366	0.143019	0.1437	0.397423	0.102712	0.161354	0.169375	0.256095	0.22897	0.288604	0.287735	0.220544	0.276949	0.0805546	0.15896	0.135331	0.508855	0.016745	0.278791	0.0389319	0.107084	0.00736585	0.0327774	0.0191114	0.0751995	0.204543	0.0431579	0.047451	0.0988327	0.030142	0.134543	0.038718	0.11363	0.144404	0.213878	0.0547733	0.224358	0.0824684	0.381236	0.93841	2.59789	11.48732	0.348317	0.369742	0.0592893	0.222651	0.3670792	7.023377
1550	-13147.2	-13110.7	-36.5866	0.8968278	0.373064	0.152047	0.157487	0.104879	0.276847	0.148223	0.291113	0.123686	0.16248	0.445281	0.164728	0.157304	0.200195	0.239795	0.210103	0.384402	0.241027	0.180974	0.311192	0.083317	0.143616	0.14913	0.534926	0.0420051	0.192254	0.0660673	0.0999861	0.00183616	0.0561559	0.0768871	0.0836166	0.281026	0.0503034	0.0832889	0.0715396	0.0767574	0.0715484	0.0412552	0.0851685	0.121151	0.205405	0.0533577	0.273714	0.115937	0.443383	0.980554	2.46013	10.4518	0.347127	0.367695	0.060566	0.224612	0.3691338	7.269138
1560	-13148.1	-13114.9	-33.1661	0.7248731	0.264986	0.130737	0.183798	0.159025	0.196251	0.143595	0.210974	0.140095	0.172952	0.282629	0.134109	0.115346	0.200596	0.289236	0.227087	0.288814	0.33189	0.27975	0.257912	0.133872	0.20249	0.0796512	0.467641	0.0181042	0.192254	0.0656179	0.0941755	0.0845609	0.0195111	0.0360458	0.0618336	0.204531	0.0177293	0.0876841	0.0704436	0.0598039	0.129704	0.025567	0.0836292	0.15562	0.195959	0.0976969	0.217265	0.0795071	0.375033	0.933748	2.61171	11.241	0.352683	0.368969	0.0614995	0.216848	0.3600661	6.811171
1570	-13150.5	-13119.5	-31.0774	0.8913929	0.276541	0.176157	0.208607	0.160012	0.196251	0.165355	0.247463	0.151619	0.147592	0.274114	0.136547	0.13661	0.194727	0.258703	0.187613	0.249106	0.329842	0.233993	0.20918	0.0698106	0.160109	0.0925878	0.539891	0.033779	0.170369	0.0745867	0.0988576	0.0591767	0.0256613	0.0674662	0.0312212	0.174946	0.0323247	0.0775817	0.111836	0.0651428	0.106967	0.0224817	0.116511	0.143934	0.22103	0.0434904	0.235771	0.114807	0.441484	0.979384	2.46433	10.45896	0.361343	0.35911	0.0684937	0.211053	0.3446997	6.71556
1580	-13141.2	-13109.5	-31.642	0.8165201	0.294985	0.152649	0.181398	0.161181	0.166174	0.151936	0.260855	0.143608	0.192365	0.324287	0.11934	0.141723	0.182203	0.220914	0.206253	0.364329	0.250508	0.257716	0.233161	0.0889275	0.15189	0.0969733	0.51419	0.0345098	0.152189	0.057797	0.115267	0.0211893	0.0492691	0.0687265	0.129948	0.19348	0.0601488	0.0522843	0.0314155	0.0788278	0.082404	0.0158736	0.0762123	0.121772	0.209532	0.0279307	0.260139	0.0990689	0.413701	0.961429	2.5258	11.74042	0.350399	0.375491	0.0604102	0.2137	0.3844299	6.696482
1590	-13159.7	-13126	-33.7424	0.8342548	0.327828	0.132502	0.205433	0.153322	0.138115	0.213047	0.298113	0.123675	0.14337	0.342436	0.124216	0.157924	0.166455	0.21559	0.192073	0.344554	0.292874	0.278829	0.320477	0.0741687	0.161987	0.0664697	0.51419	0.0622648	0.139041	0.0385647	0.115267	0.0799432	0.0214569	0.0222455	0.067484	0.207736	0.0135248	0.0682773	0.0730307	0.0753972	0.084561	0.0340286	0.0776302	0.102715	0.287998	0.0731758	0.329829	0.102824	0.420568	0.966012	2.5106	10.24579	0.363168	0.360454	0.0548902	0.221487	0.3669873	6.961821
1600	-13152	-13117.6	-34.3614	0.8477769	0.291238	0.157678	0.199831	0.176529	0.219622	0.162373	0.267722	0.14435	0.119933	0.342436	0.140134	0.120336	0.247101	0.233935	0.185618	0.31271	0.274832	0.309083	0.188966	0.0790314	0.0999039	0.103732	0.592251	0.065792	0.122179	0.0460352	0.194283	0.0738305	0.0664138	0.0373021	0.0966839	0.20455	0.0198901	0.0541683	0.0707033	0.121461	0.0998738	0.0240878	0.0776302	0.145201	0.210684	0.0732776	0.216884	0.105677	0.425681	0.969362	2.49928	11.53537	0.354759	0.363783	0.0585612	0.222897	0.386783	6.990275
1610	-13143.4	-13109	-34.3071	0.8520095	0.331999	0.132121	0.172177	0.170057	0.22917	0.132971	0.320997	0.10967	0.187518	0.296794	0.135604	0.107368	0.261395	0.255908	0.189874	0.307291	0.316053	0.253886	0.283051	0.112071	0.106736	0.113928	0.429907	0.043978	0.163355	0.0877517	0.100982	0.0425162	0.0639705	0.0608302	0.0805278	0.174086	0.0192464	0.0687888	0.0691471	0.0156375	0.116862	0.0430082	0.0791861	0.206742	0.277912	0.0554022	0.284022	0.106568	0.42726	0.970386	2.49579	10.76442	0.349567	0.367894	0.0631293	0.21941	0.3651102	7.010499
1620	-13151.2	-13114.9	-36.2809	0.8193936	0.268501	0.113589	0.219826	0.199042	0.226897	0.180824	0.216092	0.122136	0.152729	0.345922	0.137995	0.205294	0.261395	0.211314	0.202815	0.340834	0.303016	0.23986	0.271658	0.0771808	0.160771	0.128248	0.537049	0.0601999	0.164759	0.0977729	0.111553	0.0474857	0.0538606	0.0677585	0.0805278	0.232337	0.0463067	0.0288124	0.0657286	0.00172958	0.116506	0.0252296	0.0733702	0.19209	0.237014	0.0965913	0.227166	0.0996783	0.414826	0.962187	2.52331	12.15475	0.359285	0.362422	0.0612689	0.217024	0.3993897	7.149787
1630	-13146.1	-13112.5	-33.6885	0.7887882	0.309355	0.132307	0.177041	0.146158	0.176532	0.149914	0.223518	0.134639	0.126347	0.371063	0.103817	0.208625	0.197822	0.229125	0.18996	0.340834	0.293371	0.255708	0.299289	0.112349	0.13797	0.112657	0.507382	0.018005	0.162925	0.058678	0.14094	0.100253	0.043615	0.0355389	0.0619654	0.243706	0.0600008	0.0460474	0.0608512	0.0166691	0.0801932	0.020763	0.073446	0.134852	0.224437	0.112976	0.251824	0.0931708	0.402581	0.953799	2.55045	11.83557	0.351111	0.36496	0.0627022	0.221227	0.3864241	6.883468
1640	-13150.9	-13112.9	-37.9824	0.8032065	0.340836	0.162549	0.19435	0.112413	0.214381	0.144077	0.350962	0.145135	0.157974	0.412677	0.122876	0.132935	0.239082	0.25812	0.221916	0.394449	0.337563	0.231815	0.259619	0.0804212	0.198241	0.0865627	0.53734	0.0261014	0.211516	0.0568662	0.0913589	0.12869	0.0586669	0.0410414	0.079975	0.252384	0.0112826	0.0700854	0.07088	0.0198726	0.0428514	0.014197	0.0460425	0.211758	0.242525	0.093901	0.200258	0.0962409	0.408422	0.957839	2.5375	12.32497	0.359755	0.35658	0.0675171	0.216148	0.3890675	7.306546
1650	-13156.7	-13110.3	-46.4056	0.81894	0.410316	0.196828	0.215146	0.140128	0.270488	0.165309	0.252457	0.170912	0.181051	0.380241	0.159136	0.170391	0.25373	0.307355	0.265668	0.378386	0.336236	0.268854	0.339527	0.0581579	0.168023	0.136151	0.559797	0.050085	0.233128	0.0952426	0.0966592	0.055442	0.025904	0.0807862	0.117717	0.307897	0.0227749	0.0770624	0.142136	0.00790284	0.100757	0.0638112	0.0443222	0.194642	0.278443	0.055762	0.337912	0.0995822	0.414649	0.962068	2.5237	11.78878	0.351302	0.378024	0.0604712	0.210203	0.3831872	8.172672
1660	-13154.7	-13117.1	-37.5675	0.7376431	0.36577	0.196828	0.188836	0.131862	0.154468	0.168312	0.248563	0.162829	0.155263	0.409504	0.111943	0.170384	0.271225	0.247182	0.214852	0.366618	0.304209	0.280628	0.224663	0.109779	0.178951	0.0906897	0.46211	0.0347592	0.169522	0.0952426	0.138665	0.116598	0.0254504	0.0363821	0.0818277	0.177251	0.0244881	0.0863877	0.0425129	0.0158901	0.0802191	0.0270727	0.089433	0.206553	0.261427	0.0498176	0.257464	0.0822402	0.380763	0.938057	2.59894	12.14917	0.353702	0.374183	0.0580874	0.214028	0.405535	7.23243
1670	-13159.7	-13119.8	-39.9342	0.7566097	0.419047	0.104271	0.201911	0.15071	0.164746	0.209689	0.331132	0.146392	0.160351	0.368217	0.148732	0.106339	0.270078	0.297649	0.226712	0.31751	0.262056	0.246289	0.301018	0.127144	0.166443	0.0906897	0.571649	0.0337336	0.16212	0.0846765	0.149097	0.0226717	0.0452435	0.0857417	0.102792	0.229848	0.0802826	0.132479	0.069929	0.0720861	0.121526	0.0305796	0.0850034	0.102698	0.14828	0.0759927	0.260048	0.0862985	0.38906	0.944167	2.58047	12.04314	0.342095	0.382146	0.0586642	0.217095	0.3913839	7.483604
1680	-13153.3	-13111.9	-41.3808	0.7575924	0.316495	0.191144	0.282269	0.166568	0.18511	0.169164	0.36385	0.216134	0.214728	0.33844	0.141084	0.128652	0.229547	0.314479	0.182558	0.404338	0.273534	0.174757	0.302643	0.078356	0.123244	0.171038	0.528005	0.0163215	0.178935	0.0480194	0.115845	0.091213	0.0452435	0.0316032	0.0732327	0.30979	0.0539738	0.08049	0.075419	0.0633394	0.13785	0.0305796	0.0996248	0.178347	0.210479	0.067744	0.233654	0.0865087	0.389483	0.944474	2.57953	11.7355	0.345164	0.373816	0.0588023	0.222217	0.3623277	7.637841
1690	-13146.6	-13114.9	-31.6765	0.8553401	0.320222	0.125735	0.229749	0.142565	0.220269	0.124096	0.196475	0.15632	0.168336	0.288649	0.114027	0.140637	0.204496	0.260605	0.298122	0.251482	0.312848	0.201793	0.28746	0.0900543	0.145927	0.100521	0.55934	0.0203906	0.167126	0.0460687	0.124879	0.0500122	0.0654419	0.0546102	0.0453044	0.201555	0.0140483	0.0323063	0.0590506	0.0663759	0.120765	0.0146359	0.0682384	0.121741	0.210479	0.108473	0.214664	0.107268	0.428496	0.971184	2.49305	10.86535	0.344627	0.373235	0.0602668	0.221871	0.3491142	6.745894
1700	-13143.2	-13112.9	-30.3019	0.9072921	0.307028	0.131458	0.196315	0.153098	0.170724	0.128421	0.216424	0.140325	0.143751	0.285718	0.128832	0.13432	0.1916	0.264101	0.194112	0.334232	0.263912	0.199518	0.275099	0.0839395	0.185435	0.104384	0.535604	0.05408	0.186815	0.0495075	0.077193	0.0579158	0.0856211	0.14691	0.0577529	0.200191	0.0352252	0.0372379	0.0483695	0.0248616	0.137388	0.0160667	0.0678173	0.097376	0.168119	0.0596341	0.254965	0.118105	0.446996	0.982763	2.45214	10.89122	0.330852	0.388273	0.0588361	0.222039	0.3901973	6.631398
1710	-13144.4	-13108.6	-35.7764	0.7551656	0.317119	0.136516	0.216348	0.181123	0.25742	0.1545	0.220062	0.155805	0.142396	0.324253	0.129346	0.139171	0.245009	0.289416	0.223351	0.36475	0.267643	0.265556	0.234662	0.13555	0.135791	0.0700936	0.416543	0.0430229	0.203585	0.04797	0.132575	0.0705453	0.0523851	0.0784108	0.0274464	0.215371	0.00739407	0.0585516	0.0506726	0.068646	0.112705	0.04647	0.0723789	0.170952	0.1438	0.101981	0.36834	0.0859896	0.388437	0.943713	2.58186	11.0825	0.343079	0.378075	0.0600404	0.218805	0.3644543	7.095626
1720	-13157.8	-13106.9	-50.9027	0.8009755	0.324641	0.138854	0.213914	0.178619	0.218627	0.19876	0.285232	0.242239	0.192258	0.395452	0.15202	0.165654	0.312651	0.333744	0.312425	0.412651	0.387216	0.274169	0.288744	0.138192	0.149573	0.136568	0.630857	0.158493	0.218833	0.0254017	0.132439	0.0680135	0.0523851	0.0956429	0.0941678	0.231244	0.0549271	0.0814287	0.0880172	0.0119217	0.0994227	0.0494547	0.100316	0.177329	0.367651	0.0556236	0.343798	0.0957663	0.407526	0.957225	2.53948	12.60132	0.342043	0.382321	0.0603827	0.215253	0.3644543	8.589572
1730	-13151.3	-13106.8	-44.5461	0.7455406	0.41437	0.105748	0.244099	0.152472	0.216477	0.200259	0.335941	0.178447	0.150613	0.431066	0.137876	0.173391	0.262012	0.257378	0.235035	0.412651	0.373426	0.249111	0.308392	0.126516	0.128845	0.15465	0.516671	0.0587818	0.240358	0.0352699	0.0811477	0.0501295	0.0795232	0.0452093	0.0720602	0.255849	0.0302318	0.0743705	0.0369761	0.104895	0.093635	0.0199512	0.0908753	0.217736	0.236052	0.108683	0.225789	0.0839303	0.384248	0.940642	2.59118	12.5761	0.342505	0.373764	0.0608409	0.22289	0.3701818	7.922973
