Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
2680	-13146.2	-13117	-29.227	0.857022	0.244997	0.101879	0.241485	0.192186	0.17491	0.147828	0.233608	0.152313	0.118598	0.300899	0.0978714	0.148544	0.225253	0.274862	0.167687	0.293762	0.240503	0.199298	0.2639	0.0738859	0.159415	0.0987327	0.464432	0.0566553	0.114386	0.0442391	0.0327793	0.0742842	0.122866	0.0559554	0.0857931	0.0552062	0.146206	0.0350186	0.0475948	0.309985	0.0239982	0.0636177	0.117405	0.187231	0.0405013	0.11715	0.152518	0.107622	0.429117	0.971584	2.49168	10.91384	0.359047	0.365214	0.0620386	0.213701	0.3642147	6.500238
2690	-13150.5	-13116.5	-34.039	0.8435972	0.301482	0.108036	0.243474	0.112444	0.201249	0.145585	0.286028	0.144232	0.136597	0.403735	0.151297	0.148298	0.261041	0.203373	0.197632	0.233737	0.333677	0.268758	0.23613	0.10744	0.190625	0.0877572	0.521732	0.105605	0.0980717	0.0816167	0.00182388	0.0679799	0.182784	0.0569775	0.0356573	0.0232038	0.163263	0.0253388	0.0230581	0.228661	0.0201902	0.0636177	0.0783755	0.207618	0.0950194	0.169913	0.214174	0.104796	0.424112	0.96834	2.50275	11.16054	0.355252	0.363188	0.0626136	0.218947	0.3918938	6.967305
2700	-13152.4	-13118.7	-33.6701	0.9226546	0.308916	0.188009	0.213628	0.157541	0.232662	0.141036	0.293334	0.161529	0.116242	0.375175	0.105181	0.160261	0.217353	0.218588	0.216261	0.287238	0.287803	0.228021	0.209549	0.138049	0.137056	0.0986721	0.615102	0.0450226	0.0532823	0.0751022	0.00800721	0.0374507	0.237302	0.105896	0.0883644	0.00403876	0.161057	0.0358473	0.0716802	0.211534	0.111471	0.0494	0.0546554	0.150545	0.03091	0.124873	0.242212	0.121275	0.452202	0.985901	2.44062	9.924674	0.347127	0.376611	0.0580809	0.218181	0.3555912	7.005857
2710	-13156.2	-13124.6	-31.6128	1.005239	0.256448	0.135941	0.259585	0.101065	0.187256	0.150058	0.313366	0.162663	0.137848	0.375175	0.137596	0.15657	0.237242	0.281728	0.259684	0.259653	0.317788	0.228021	0.188231	0.137401	0.139652	0.119348	0.469196	0.0752303	0.133743	0.0667318	0.00975328	0.048451	0.149075	0.0643115	0.0439229	0.0345296	0.168038	0.0410295	0.0165284	0.155143	0.111471	0.0348139	0.0536056	0.200322	0.0737139	0.17422	0.153981	0.137998	0.478321	1.00086	2.38282	10.30138	0.336691	0.385613	0.0582601	0.219436	0.3817254	6.820132
2720	-13146.4	-13101.6	-44.7931	0.8162394	0.385009	0.143234	0.231309	0.154489	0.209473	0.184508	0.295627	0.146359	0.191319	0.429379	0.196973	0.181531	0.30008	0.289266	0.262119	0.364443	0.362076	0.250752	0.25085	0.111786	0.166526	0.108242	0.614646	0.100786	0.133743	0.0667318	0.0293183	0.0393543	0.177607	0.0954365	0.0638165	0.0530692	0.174177	0.0737354	0.035726	0.227075	0.0376436	0.112401	0.0536056	0.293778	0.058397	0.113647	0.229348	0.0990094	0.413591	0.961355	2.52604	12.15397	0.332207	0.38733	0.0601411	0.220322	0.375333	7.999392
2730	-13156.7	-13110.7	-45.9789	0.760715	0.313229	0.127677	0.287442	0.160355	0.277512	0.140976	0.348298	0.154628	0.202381	0.453787	0.09442	0.179802	0.2833	0.321756	0.24957	0.37633	0.296119	0.309151	0.26258	0.0856636	0.132973	0.109702	0.545289	0.117452	0.0915784	0.0749223	0.0218635	0.0660408	0.229306	0.122697	0.136437	0.0219037	0.163898	0.0508173	0.057	0.243607	0.119701	0.0618624	0.0804863	0.235528	0.0833295	0.117711	0.293646	0.0871764	0.390823	0.945445	2.57655	11.62609	0.333415	0.381098	0.0586739	0.226813	0.3294239	8.102726
2740	-13146.6	-13103.3	-43.341	0.7710751	0.387349	0.181583	0.175953	0.176265	0.245339	0.168641	0.29204	0.168282	0.159745	0.40757	0.142295	0.154323	0.33253	0.306223	0.232214	0.463123	0.343301	0.298147	0.319492	0.0859434	0.175707	0.111798	0.535377	0.101907	0.122111	0.0900549	0.0238527	0.0504015	0.14004	0.0812225	0.0371196	0.0132424	0.147835	0.0894529	0.0387762	0.231562	0.0137544	0.0720407	0.0785786	0.235528	0.0483498	0.149578	0.194714	0.0893907	0.395223	0.948606	2.56678	12.36892	0.352789	0.371474	0.0627671	0.212969	0.3395294	7.823359
2750	-13154.9	-13114.2	-40.7025	0.6682881	0.301828	0.126205	0.192629	0.214127	0.187624	0.192551	0.363107	0.190618	0.144545	0.414353	0.160685	0.131398	0.25629	0.261021	0.301532	0.414675	0.249429	0.291748	0.260288	0.107533	0.171201	0.119917	0.532867	0.109476	0.09365	0.0531517	0.031572	0.0550311	0.160495	0.0927644	0.0676268	0.0524125	0.111623	0.1165	0.0387396	0.272768	0.0148148	0.0413784	0.0722209	0.179145	0.0283081	0.0657004	0.261553	0.0674317	0.348175	0.912525	2.67187	11.95994	0.341044	0.382335	0.0588805	0.21774	0.3432109	7.505102
2760	-13150.3	-13115.4	-34.9184	0.8789264	0.297549	0.168989	0.26458	0.209042	0.206204	0.141089	0.230012	0.140042	0.162824	0.407038	0.154888	0.154725	0.200734	0.288364	0.204195	0.312482	0.343941	0.260028	0.22952	0.127075	0.185304	0.0992989	0.466908	0.0867366	0.117135	0.0431404	0.0131096	0.0751388	0.230025	0.0876972	0.0687572	0.00251654	0.185711	0.0410312	0.0086397	0.276058	0.0245936	0.0862079	0.0438866	0.154605	0.0412039	0.10189	0.141194	0.11221	0.437071	0.976635	2.47408	10.77127	0.351996	0.374621	0.0594121	0.21397	0.3440016	7.084111
2770	-13149.6	-13119	-30.5422	0.7023734	0.213378	0.15808	0.174467	0.19902	0.224526	0.164102	0.230012	0.146418	0.138739	0.41868	0.102408	0.140828	0.178975	0.223606	0.204195	0.315658	0.303372	0.215487	0.263469	0.0599355	0.169499	0.0993069	0.450588	0.0844931	0.114962	0.0413339	0.00983926	0.0452828	0.192688	0.0687173	0.0665514	0.000675793	0.140991	0.0354207	0.00842975	0.238722	0.0882649	0.0279985	0.104032	0.136182	0.0437876	0.129896	0.166222	0.0746953	0.364648	0.925745	2.63491	11.07432	0.357475	0.367409	0.0575113	0.217604	0.3264881	6.539239
2780	-13150.4	-13120.9	-29.5416	0.8022451	0.267751	0.0993861	0.16668	0.165704	0.194865	0.124941	0.201339	0.122945	0.18243	0.331194	0.0956697	0.148997	0.230059	0.296204	0.172049	0.33101	0.266705	0.274436	0.218338	0.0945157	0.165103	0.0644443	0.590686	0.0631383	0.106972	0.0345707	0.00445857	0.0302025	0.17372	0.121317	0.0516469	0.0128956	0.0779584	0.059381	0.0651807	0.274866	0.00175675	0.0320442	0.0793546	0.224879	0.0853366	0.110942	0.116308	0.0960364	0.408036	0.957575	2.53835	10.02381	0.354429	0.365844	0.0631933	0.216534	0.357864	6.532384
2790	-13146	-13109.1	-36.9134	0.8155862	0.271051	0.13649	0.166892	0.131597	0.215718	0.113144	0.317654	0.173715	0.18243	0.468169	0.130606	0.100102	0.255425	0.254942	0.216906	0.409083	0.303102	0.281344	0.286679	0.0945157	0.12091	0.112201	0.542123	0.112143	0.102622	0.07127	0.0481821	0.0823686	0.14657	0.0838664	0.068698	0.0478769	0.166638	0.0513808	0.0377597	0.204193	0.0504848	0.0232351	0.0878591	0.167632	0.075552	0.142996	0.17081	0.0988708	0.413334	0.961182	2.52661	11.61205	0.345511	0.368529	0.0612984	0.224661	0.3681809	7.226937
2800	-13148.8	-13111.4	-37.3802	0.8464532	0.2599	0.214295	0.244921	0.156292	0.210831	0.205437	0.288337	0.117677	0.12335	0.416799	0.134435	0.152209	0.205611	0.260395	0.210917	0.396834	0.303102	0.265877	0.246431	0.100608	0.137654	0.100326	0.517911	0.0823228	0.0741986	0.0389735	0.0048293	0.0702009	0.151817	0.142412	0.068698	0.0262503	0.204962	0.0530517	0.0870356	0.26708	0.0103427	0.0505449	0.0707911	0.293398	0.0788865	0.108601	0.160075	0.105398	0.425185	0.96904	2.50038	10.77966	0.345592	0.368616	0.0610775	0.224714	0.3613217	7.314619
2810	-13151.8	-13117	-34.8072	1.05646	0.318806	0.146133	0.214603	0.12935	0.23313	0.172696	0.253984	0.201611	0.131066	0.354103	0.106474	0.122868	0.27824	0.276529	0.185691	0.384722	0.249537	0.213188	0.211997	0.0957063	0.152036	0.14224	0.545421	0.0967107	0.15105	0.0674748	0.000962162	0.0437742	0.199188	0.0740299	0.069785	0.0136556	0.138854	0.0370605	0.033971	0.309153	0.0535632	0.0864609	0.0439018	0.259043	0.0302818	0.0876208	0.199997	0.14808	0.493088	1.00876	2.35007	11.61372	0.356387	0.362866	0.0603503	0.220396	0.4105828	7.116671
2820	-13144.2	-13115.1	-29.0966	0.8433281	0.25246	0.14875	0.182171	0.128539	0.208051	0.147151	0.289796	0.133552	0.187423	0.363087	0.143624	0.132247	0.192152	0.187159	0.209744	0.314691	0.263846	0.214583	0.206773	0.108148	0.117166	0.104998	0.476299	0.0530729	0.10695	0.0672587	0.000205552	0.0363148	0.147552	0.0847694	0.0683279	0.0399261	0.228215	0.0453256	0.0590825	0.15398	0.0151524	0.0387756	0.0302507	0.234553	0.0635959	0.0741862	0.212488	0.104739	0.42401	0.968274	2.50298	11.17836	0.350475	0.373912	0.0644466	0.211166	0.339207	6.472393
2830	-13143.8	-13110.8	-33.0423	0.9135812	0.315265	0.132205	0.232288	0.110887	0.210478	0.205398	0.27849	0.157502	0.147833	0.340946	0.0981866	0.140345	0.280044	0.243842	0.226698	0.325667	0.248826	0.268598	0.273685	0.0944981	0.14269	0.0870823	0.413728	0.0560226	0.11855	0.0829929	0.00667802	0.0288769	0.221224	0.0835572	0.0727758	0.0884902	0.13872	0.072713	0.0590825	0.18082	0.0108898	0.045287	0.0481424	0.206045	0.0658255	0.105462	0.250377	0.119405	0.449141	0.984062	2.44739	10.58701	0.358312	0.366084	0.0581595	0.217445	0.3793055	6.917713
2840	-13156.6	-13113.1	-43.4308	0.8266423	0.338655	0.17526	0.305197	0.141661	0.277252	0.161269	0.333468	0.127744	0.207749	0.367188	0.0964357	0.213613	0.204417	0.279206	0.227673	0.384142	0.352438	0.25295	0.251622	0.111026	0.131306	0.142504	0.605782	0.151963	0.114249	0.060954	0.0510737	0.0686515	0.187327	0.0625877	0.0730523	0.0110548	0.138041	0.0601305	0.0586996	0.268544	0.0431054	0.0611617	0.0567128	0.335228	0.0639235	0.128737	0.216517	0.101214	0.417643	0.964072	2.51707	11.08609	0.340852	0.373211	0.0530555	0.232881	0.3746211	7.900274
2850	-13149.8	-13113.1	-36.7735	0.7807271	0.338655	0.149258	0.260514	0.138548	0.222001	0.130339	0.215073	0.134044	0.18831	0.463146	0.0991718	0.152166	0.178622	0.27574	0.27225	0.365553	0.296718	0.202648	0.230783	0.0943091	0.134811	0.143724	0.507833	0.0693864	0.10553	0.0288512	0.0510737	0.0686515	0.145254	0.0748718	0.104905	0.0316035	0.16567	0.0483485	0.091136	0.202763	0.0858598	0.0408354	0.0840964	0.199694	0.0536572	0.135949	0.216508	0.0914515	0.399257	0.951468	2.55782	11.45199	0.349742	0.365632	0.0634251	0.221201	0.3382643	7.198859
2860	-13159.7	-13116.8	-42.9145	0.853842	0.266076	0.149258	0.25097	0.137218	0.275854	0.145718	0.2503	0.151185	0.158337	0.450676	0.163418	0.155236	0.247361	0.235083	0.319256	0.407346	0.343249	0.281814	0.268373	0.145811	0.207251	0.116967	0.49986	0.119297	0.10553	0.0492526	0.0111109	0.105214	0.179571	0.107566	0.0240314	0.009585	0.16567	0.064022	0.0579384	0.332797	0.0883923	0.0443555	0.059651	0.23872	0.116326	0.147502	0.192514	0.106953	0.427941	0.970826	2.49428	11.63189	0.341878	0.379802	0.0560555	0.222265	0.3186106	7.84566
2870	-13162.8	-13109	-53.7347	0.7502958	0.522155	0.177144	0.280303	0.206935	0.285899	0.186772	0.286129	0.182033	0.175634	0.414172	0.157869	0.186996	0.30737	0.287613	0.261503	0.407346	0.300253	0.281814	0.311638	0.11549	0.214829	0.148831	0.628163	0.0651899	0.170542	0.0690958	0.0223638	0.0798107	0.21618	0.119924	0.0811388	0.0592168	0.206705	0.0898271	0.0757743	0.308296	0.0749108	0.0673442	0.0582481	0.304201	0.0537023	0.12628	0.26195	0.0849478	0.386326	0.94217	2.58656	12.83105	0.319783	0.390058	0.0560787	0.23408	0.394453	8.837591
2880	-13153.9	-13107.2	-46.7233	0.8220478	0.389392	0.17247	0.257744	0.145268	0.242729	0.183027	0.293196	0.191341	0.198333	0.34631	0.146634	0.120176	0.276235	0.236554	0.287792	0.44007	0.297631	0.267287	0.262326	0.0779765	0.196193	0.147453	0.685092	0.0630923	0.152153	0.106821	0.0164443	0.0437144	0.217346	0.0723313	0.0378356	0.0452609	0.200538	0.115226	0.0269357	0.199953	0.0550792	0.0421248	0.0422079	0.317092	0.10031	0.182897	0.306202	0.100241	0.415861	0.962882	2.52102	11.8313	0.353857	0.366309	0.0604314	0.219402	0.3492327	8.204798
2890	-13156.6	-13116.4	-40.1973	0.8016777	0.343955	0.137043	0.215301	0.145268	0.221458	0.138581	0.26727	0.193913	0.148694	0.462911	0.159693	0.155836	0.208015	0.303863	0.24919	0.322061	0.262746	0.253808	0.366255	0.109806	0.200202	0.133463	0.496148	0.0773973	0.0983312	0.0450572	0.00904377	0.109503	0.185814	0.0491674	0.0787835	0.0165809	0.110948	0.114251	0.0492237	0.202558	0.0527265	0.0440267	0.0681333	0.256222	0.0839928	0.156203	0.233198	0.0959157	0.407809	0.957419	2.53886	11.99733	0.359141	0.366499	0.0653109	0.209048	0.3570269	7.536644
2900	-13155.8	-13108.5	-47.2413	0.63721	0.314545	0.194953	0.232438	0.20682	0.225359	0.156913	0.278957	0.259985	0.166275	0.43949	0.171143	0.163113	0.257787	0.262613	0.181747	0.366951	0.416693	0.220615	0.322021	0.114054	0.218771	0.14605	0.67841	0.0675709	0.12457	0.0942868	0.0159794	0.0356537	0.185536	0.0921165	0.0670067	0.015243	0.25581	0.0603426	0.0290199	0.342755	0.0137063	0.0389522	0.082493	0.209366	0.0616255	0.110765	0.232526	0.0608622	0.332335	0.899177	2.70763	12.11934	0.34919	0.36865	0.058639	0.223521	0.3439995	8.131027
2910	-13155.2	-13113.3	-41.8746	0.8039859	0.376014	0.217391	0.269181	0.168957	0.315291	0.155444	0.299773	0.16716	0.142158	0.427142	0.157257	0.184323	0.216256	0.262613	0.236762	0.41539	0.388638	0.277884	0.23432	0.111568	0.13752	0.0993558	0.483549	0.0542653	0.112537	0.0444575	0.0257335	0.06481	0.175781	0.0685684	0.101885	0.0256616	0.143312	0.0559435	0.0475785	0.228771	0.0559332	0.0231483	0.058937	0.256598	0.0517547	0.204271	0.20234	0.0964066	0.408734	0.958053	2.53681	10.6554	0.33092	0.379657	0.0598574	0.229565	0.3543437	7.746237
2920	-13153.3	-13114.4	-38.9034	0.7354086	0.372059	0.153983	0.193729	0.145086	0.22347	0.150733	0.287801	0.172493	0.170108	0.389076	0.117959	0.11583	0.264606	0.277369	0.245323	0.354541	0.327471	0.242335	0.282437	0.104099	0.184274	0.135508	0.467708	0.031448	0.148201	0.0837295	0.0209392	0.0515829	0.207569	0.119576	0.0356395	0.0303714	0.105702	0.0756872	0.0719384	0.313045	0.0192461	0.0360761	0.0786993	0.142874	0.0727324	0.117368	0.223775	0.0817619	0.379769	0.937315	2.60115	12.16435	0.352397	0.374692	0.0690923	0.203819	0.3329893	7.364196
2930	-13150.2	-13111.7	-38.4819	0.8205303	0.359633	0.143619	0.190264	0.125298	0.217557	0.156243	0.272989	0.148057	0.150171	0.400924	0.123251	0.153908	0.253279	0.312875	0.211953	0.395274	0.256049	0.224385	0.282437	0.11123	0.116214	0.150249	0.502463	0.0668245	0.0880242	0.0663919	0.0362418	0.101652	0.205139	0.0419727	0.0706129	0.0280915	0.198065	0.0885991	0.0980098	0.191122	0.081961	0.0315417	0.0797085	0.1532	0.0766076	0.197485	0.214948	0.0999193	0.41527	0.962485	2.52233	12.01492	0.354125	0.363923	0.0650044	0.216947	0.3520864	7.374522
2940	-13159.9	-13117.3	-42.6044	0.9326958	0.326461	0.191575	0.244698	0.182257	0.223017	0.161066	0.364774	0.144704	0.183284	0.325267	0.127774	0.146648	0.293475	0.255431	0.217876	0.294393	0.275017	0.322297	0.299961	0.106106	0.121592	0.144541	0.653544	0.0971733	0.167613	0.0930608	0.0636895	0.0362291	0.234962	0.0885123	0.0903059	0.0154778	0.127961	0.0955271	0.0451695	0.292235	0.0595787	0.0533916	0.0789989	0.27026	0.0645931	0.0696	0.197298	0.123337	0.455543	0.987887	2.43323	11.71735	0.334878	0.380112	0.0528501	0.23216	0.3808554	7.847396
2950	-13141.6	-13110.6	-30.9755	0.8929279	0.293759	0.119647	0.220126	0.140424	0.172237	0.150268	0.242154	0.115138	0.165171	0.422712	0.147135	0.129379	0.203167	0.220851	0.191991	0.33894	0.259509	0.211137	0.199388	0.119459	0.149658	0.117031	0.511658	0.0633757	0.0771577	0.0586928	0.0149159	0.055475	0.165477	0.086475	0.0443716	0.0165777	0.100798	0.111797	0.0372055	0.233385	0.0631144	0.0113044	0.0514544	0.267015	0.0584278	0.145567	0.197101	0.115127	0.442022	0.979716	2.46314	10.62975	0.338759	0.382662	0.0606359	0.217944	0.3689508	6.700625
2960	-13153.3	-13113.5	-39.7739	0.8668934	0.384348	0.109032	0.232832	0.188492	0.204492	0.160429	0.254296	0.197065	0.150885	0.448771	0.142063	0.154672	0.215294	0.250535	0.175704	0.31456	0.303705	0.193953	0.346965	0.0759667	0.175575	0.124482	0.536918	0.146086	0.100648	0.0423735	0.0168993	0.0711974	0.163966	0.0435547	0.0874073	0.0371503	0.175907	0.0760549	0.0442476	0.253692	0.0631144	0.0381573	0.0794175	0.268681	0.0718978	0.135972	0.247302	0.109693	0.432734	0.973896	2.48368	12.78372	0.345605	0.370735	0.0555477	0.228112	0.3678639	7.504759
2970	-13144.2	-13106.4	-37.856	0.8444236	0.283208	0.155689	0.193672	0.149965	0.260788	0.196246	0.22043	0.186252	0.154265	0.392237	0.135335	0.150083	0.266483	0.290395	0.218644	0.365707	0.330595	0.17128	0.285734	0.0737002	0.175421	0.137559	0.562378	0.0712956	0.0914313	0.0623118	0.00888227	0.0719431	0.129247	0.0963139	0.0557117	0.0267434	0.192834	0.044432	0.0666673	0.27249	0.00674836	0.0837033	0.0670417	0.223426	0.0689727	0.0857183	0.250646	0.10497	0.424423	0.968543	2.50206	11.71919	0.351732	0.373376	0.0629176	0.211974	0.3585551	7.332626
2980	-13156	-13112.3	-43.7424	0.8504051	0.306656	0.125208	0.241241	0.185476	0.26485	0.119064	0.285344	0.177579	0.248529	0.417383	0.135335	0.196691	0.308615	0.278427	0.275024	0.393677	0.315416	0.214873	0.345957	0.154191	0.129971	0.108054	0.620675	0.0906919	0.0971168	0.0224943	0.0309985	0.0465682	0.18042	0.076894	0.0565314	0.026656	0.205646	0.0625242	0.0445398	0.311069	0.0770657	0.0317012	0.0552649	0.164426	0.0434692	0.132474	0.305959	0.10623	0.426663	0.969999	2.49711	12.18099	0.34155	0.372985	0.0622637	0.223202	0.3674172	7.910747
2990	-13151.5	-13111.2	-40.327	0.7923741	0.301306	0.195716	0.213591	0.165535	0.271938	0.119064	0.235801	0.171199	0.139835	0.397626	0.0834485	0.136378	0.262572	0.28601	0.279379	0.297942	0.315592	0.235772	0.278525	0.108595	0.20921	0.0887167	0.628992	0.0615169	0.114147	0.0599646	0.0735757	0.0464594	0.259166	0.0567636	0.0898353	0.0112773	0.177139	0.0653034	0.00330852	0.226495	0.0760861	0.0544888	0.0680423	0.289567	0.0958087	0.129335	0.18023	0.093935	0.404046	0.954819	2.5472	11.4327	0.351351	0.370105	0.0614229	0.217121	0.3407083	7.56125
3000	-13146.2	-13112.6	-33.6284	1.044752	0.268149	0.122313	0.174989	0.149409	0.272518	0.160551	0.255922	0.238916	0.144587	0.390597	0.194487	0.120699	0.223123	0.220755	0.182648	0.339783	0.305925	0.203995	0.29646	0.0873896	0.163305	0.151601	0.443727	0.0467396	0.0785177	0.102608	0.0288975	0.0505948	0.174783	0.077146	0.0558531	0.0517117	0.195466	0.0689884	0.0488314	0.249335	0.0281584	0.0475509	0.0700159	0.208659	0.0645371	0.0988207	0.168698	0.145796	0.489802	1.00704	2.35737	10.5441	0.346392	0.370713	0.0604511	0.222443	0.3651569	7.027761
3010	-13149.4	-13112.1	-37.2688	0.806047	0.303091	0.21613	0.201678	0.205083	0.185811	0.220691	0.284014	0.150588	0.18138	0.390597	0.154344	0.107365	0.179112	0.31459	0.191131	0.384029	0.24098	0.263526	0.240249	0.137381	0.199746	0.129427	0.45917	0.0588976	0.0948225	0.0625111	0.0237808	0.0516872	0.183072	0.0684445	0.0488442	0.0313209	0.151078	0.112717	0.0740539	0.236247	0.0405324	0.0301821	0.078498	0.194328	0.0889966	0.10908	0.175967	0.0968448	0.409557	0.958616	2.53498	11.68879	0.351677	0.365861	0.0622077	0.220254	0.3723835	7.255176
3020	-13149.2	-13114.2	-35.046	0.8411629	0.337788	0.112666	0.236182	0.194665	0.191398	0.197312	0.30307	0.13248	0.184348	0.384278	0.115594	0.123586	0.200258	0.276771	0.246313	0.370988	0.229312	0.192717	0.221464	0.108036	0.156157	0.126819	0.509042	0.0798157	0.161635	0.0456913	0.0248321	0.074262	0.157846	0.0846459	0.0479454	0.00645176	0.148057	0.0878976	0.0304907	0.260261	0.0486402	0.0217758	0.038979	0.218141	0.0550467	0.10616	0.202582	0.104283	0.423193	0.967739	2.50479	11.63882	0.372423	0.348462	0.062191	0.216924	0.3665842	7.052399
3030	-13149.5	-13114.9	-34.5953	0.8545247	0.320757	0.198917	0.231275	0.129971	0.307175	0.111956	0.224526	0.153938	0.174624	0.38808	0.127849	0.134993	0.246958	0.290984	0.211114	0.284791	0.254032	0.22496	0.253088	0.0878118	0.195678	0.104364	0.523327	0.0503028	0.161981	0.0528134	0.00536861	0.034457	0.152484	0.0633439	0.0713586	0.0453626	0.105852	0.0466367	0.0304907	0.226428	0.027685	0.0625433	0.0930639	0.220873	0.0986423	0.124506	0.147384	0.107097	0.428194	0.970989	2.49372	12.01758	0.359868	0.362645	0.0596679	0.217819	0.3798563	7.002746
3040	-13146.3	-13112.2	-34.0459	0.8128076	0.27278	0.142394	0.232836	0.134948	0.216768	0.206752	0.307088	0.134949	0.178703	0.309198	0.122848	0.14734	0.221376	0.231344	0.204452	0.350309	0.297703	0.219144	0.230731	0.0788752	0.159987	0.133665	0.60437	0.105288	0.0708697	0.0518958	0.0112427	0.0702414	0.138289	0.0663673	0.0713586	0.0186195	0.130446	0.0339979	0.00930968	0.176366	0.0219599	0.0251331	0.0812312	0.2927	0.0528777	0.14501	0.227477	0.098281	0.41224	0.960441	2.52904	11.5947	0.348279	0.379031	0.0572437	0.215446	0.3773711	6.939242
3050	-13145.2	-13113.6	-31.5879	0.8289174	0.29695	0.137586	0.180803	0.122624	0.174621	0.154974	0.233902	0.139889	0.139709	0.338298	0.1121	0.135705	0.301335	0.221292	0.234291	0.329327	0.234571	0.193418	0.249281	0.0965695	0.169698	0.100199	0.511846	0.0868257	0.145413	0.0611436	0.0458674	0.0392583	0.126735	0.117253	0.0401544	0.0506308	0.135136	0.0341331	0.0091226	0.198277	0.0362031	0.0640077	0.0689993	0.213855	0.0966847	0.14501	0.180652	0.101695	0.418521	0.964656	2.51513	11.50776	0.364536	0.35778	0.0589662	0.218718	0.3817664	6.704351
3060	-13151.4	-13119.2	-32.2208	0.8174105	0.274823	0.137586	0.160374	0.160383	0.250211	0.154974	0.276736	0.148347	0.13981	0.315958	0.101939	0.113559	0.211198	0.204415	0.282662	0.282717	0.329482	0.199845	0.230955	0.117318	0.138172	0.111244	0.513395	0.0699841	0.098632	0.082757	0.0372431	0.0284216	0.112939	0.106586	0.0825406	0.0300144	0.113175	0.129163	0.00484975	0.219693	0.0933714	0.0503906	0.0839946	0.253898	0.0561419	0.0673032	0.216147	0.0992578	0.41405	0.961665	2.52503	10.48502	0.358672	0.357954	0.0623622	0.221012	0.3656911	6.79335
3070	-13152.4	-13115.7	-36.6653	0.8693917	0.345689	0.137586	0.228855	0.151422	0.234142	0.137447	0.271095	0.171725	0.164463	0.42801	0.163894	0.118468	0.230506	0.169462	0.176816	0.357543	0.336909	0.22759	0.236765	0.0751974	0.161026	0.112885	0.621109	0.0922324	0.0707747	0.116215	0.0398201	0.0285239	0.202043	0.0925457	0.0635141	0.0553912	0.148915	0.104939	0.044312	0.135426	0.0524735	0.0265351	0.052101	0.270923	0.0473324	0.0926817	0.239043	0.110216	0.433641	0.974472	2.48167	11.42384	0.352816	0.360498	0.0618458	0.22484	0.3306301	7.234345
3080	-13150	-13107.7	-42.2487	0.7440344	0.342543	0.185342	0.182266	0.143391	0.241956	0.189112	0.345885	0.149235	0.138555	0.508826	0.164561	0.164986	0.262455	0.239713	0.203862	0.375722	0.353828	0.218552	0.303414	0.086966	0.164942	0.118569	0.550307	0.0988645	0.0671318	0.0706258	0.0412692	0.0429039	0.209208	0.0904703	0.0894693	0.0302557	0.179956	0.122874	0.0943275	0.177373	0.0661681	0.0791859	0.0522684	0.203366	0.0562723	0.0828292	0.232203	0.083608	0.383587	0.940154	2.59265	11.55042	0.342069	0.381939	0.0609525	0.215039	0.3668101	7.722008
3090	-13151.4	-13120.6	-30.7467	0.9132937	0.29705	0.111838	0.220244	0.207747	0.194026	0.192376	0.26989	0.153275	0.150624	0.398601	0.170611	0.128463	0.238005	0.241544	0.162027	0.275964	0.257024	0.218552	0.232913	0.0831559	0.130079	0.122362	0.425071	0.070997	0.075322	0.0890674	0.0329373	0.043854	0.11631	0.0472892	0.0750758	0.0164729	0.109603	0.0536831	0.0649041	0.288599	0.0478659	0.0116739	0.0920131	0.184902	0.16041	0.0640765	0.156616	0.119345	0.449044	0.984003	2.44761	10.74285	0.34487	0.367953	0.0611178	0.22606	0.3846011	6.683114
3100	-13143.7	-13114.4	-29.3572	0.8502687	0.320059	0.152187	0.17871	0.162393	0.153073	0.182051	0.222646	0.119498	0.135689	0.309906	0.125868	0.120506	0.265464	0.198274	0.177729	0.265375	0.254531	0.209557	0.218615	0.113623	0.206357	0.0912034	0.466018	0.0654577	0.108916	0.0870626	0.0143455	0.0392674	0.145312	0.0764815	0.0706315	0.0256261	0.144398	0.0648271	0.081554	0.270626	0.0478659	0.0315018	0.0920131	0.199261	0.0691609	0.0585832	0.173881	0.106202	0.426612	0.969966	2.49722	10.71846	0.342283	0.377854	0.0599307	0.219932	0.365622	6.516104
