Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
5760	-13151.2	-13118.2	-32.9355	0.9288367	0.25459	0.182415	0.183819	0.180605	0.215666	0.211802	0.325497	0.166712	0.121174	0.305414	0.146769	0.171749	0.24765	0.223536	0.230756	0.414649	0.281347	0.256746	0.24706	0.170709	0.107908	0.116177	0.452018	0.0376632	0.125819	0.0382004	0.0354151	0.0274788	0.176279	0.0671799	0.0928556	0.0197484	0.197978	0.0913638	0.0443034	0.200891	0.0270658	0.0179256	0.0597771	0.158541	0.0505226	0.0872678	0.146671	0.122545	0.454265	0.987129	2.43606	10.4547	0.339428	0.383739	0.0611584	0.215675	0.3799359	6.917714
5770	-13147	-13109.7	-37.2685	0.8051843	0.308115	0.176617	0.235688	0.174852	0.199915	0.18921	0.231523	0.128631	0.142522	0.371533	0.144988	0.119481	0.241032	0.311756	0.230756	0.289911	0.343957	0.214607	0.265409	0.170709	0.173098	0.0963884	0.466469	0.0442325	0.1259	0.0564116	0.0676561	0.0534164	0.203896	0.0767882	0.0609698	0.0152042	0.192079	0.03637	0.0543237	0.279843	0.0260221	0.0880498	0.0685455	0.220405	0.0694023	0.102936	0.190501	0.0966615	0.409213	0.958381	2.53574	11.50614	0.346242	0.373459	0.0615011	0.218799	0.3720903	7.260119
5780	-13156.2	-13119.6	-36.6014	0.9043403	0.311646	0.147909	0.200615	0.137716	0.240991	0.151928	0.259493	0.164348	0.197214	0.442873	0.142491	0.117327	0.228175	0.273157	0.258516	0.289911	0.25815	0.205182	0.236895	0.151468	0.136006	0.131776	0.586653	0.105406	0.131299	0.0966398	0.0550214	0.0234696	0.203896	0.0695259	0.0447295	0.0252238	0.204717	0.0987608	0.0257726	0.31208	0.0176565	0.0270356	0.0407712	0.174553	0.00818335	0.0907409	0.218416	0.117494	0.445982	0.982146	2.45438	11.40509	0.37194	0.360767	0.0600134	0.207279	0.3729464	7.244337
5790	-13157.9	-13119.6	-38.2936	0.8567886	0.328108	0.123456	0.201582	0.12872	0.231628	0.174308	0.267685	0.164348	0.167548	0.481653	0.20156	0.161537	0.305243	0.223865	0.271231	0.315143	0.242234	0.225437	0.315905	0.0952091	0.138372	0.166527	0.55508	0.0573356	0.0697468	0.0678252	0.118551	0.0218913	0.193371	0.0587795	0.0757429	0.0342723	0.0971201	0.0491579	0.0691457	0.263401	0.071116	0.0278386	0.0927237	0.16872	0.00336678	0.0907409	0.252524	0.107573	0.429031	0.971528	2.49187	12.153	0.360179	0.361493	0.0623293	0.215999	0.3576789	7.36975
5800	-13152.1	-13118.3	-33.844	0.8504413	0.260529	0.177171	0.176442	0.144129	0.180846	0.168737	0.222309	0.164348	0.10723	0.364898	0.118723	0.0985118	0.313008	0.268182	0.201818	0.319096	0.231663	0.235884	0.20866	0.0981665	0.162633	0.166198	0.544251	0.0732496	0.047732	0.0875936	0.0706599	0.0171407	0.183657	0.0447283	0.114645	0.0383065	0.177098	0.0459327	0.0465043	0.198658	0.07932	0.0443499	0.073298	0.265187	0.0649678	0.105395	0.258347	0.106238	0.426676	0.970008	2.49708	10.54981	0.34479	0.375195	0.0589003	0.221115	0.3494752	6.970205
5810	-13156.7	-13118.3	-38.4436	0.6431672	0.272461	0.194807	0.239767	0.170483	0.224541	0.17605	0.285464	0.134293	0.134531	0.364898	0.147853	0.201174	0.157896	0.279481	0.144753	0.46218	0.299583	0.213812	0.279341	0.111419	0.157101	0.151171	0.493838	0.0826047	0.143596	0.087991	0.0259828	0.0220712	0.150028	0.0968856	0.106284	0.0323148	0.177467	0.0560811	0.0409892	0.236121	0.04376	0.0474446	0.0673872	0.270381	0.0649678	0.0704327	0.139296	0.0621161	0.335434	0.901839	2.70061	12.01139	0.358187	0.351442	0.0652933	0.225078	0.3221524	7.258983
5820	-13145	-13109.2	-35.7469	0.8706547	0.323189	0.110292	0.221936	0.136266	0.178025	0.181864	0.255929	0.10576	0.146501	0.347029	0.130368	0.181374	0.201429	0.244817	0.173092	0.391171	0.264921	0.237984	0.212477	0.103243	0.162019	0.112084	0.682775	0.0743688	0.110336	0.0780727	0.0692837	0.0282646	0.170678	0.0706317	0.0495695	0.0280714	0.161498	0.11081	0.0461469	0.254809	0.0604571	0.00958803	0.0811694	0.291384	0.0830117	0.11519	0.13753	0.110481	0.434098	0.974762	2.48066	11.68138	0.352748	0.373249	0.0594671	0.214535	0.388224	7.135415
5830	-13151.1	-13119.8	-31.2649	0.8312433	0.283794	0.133552	0.171186	0.0837354	0.239079	0.179583	0.339207	0.177825	0.201945	0.378404	0.108012	0.110229	0.194982	0.231093	0.182545	0.318909	0.273881	0.216397	0.245117	0.117053	0.136074	0.0664127	0.529843	0.0710685	0.108383	0.0591264	0.0359923	0.0194734	0.172118	0.0672765	0.0619996	0.0869194	0.163583	0.0503655	0.0255345	0.252038	0.0604571	0.00367278	0.0570459	0.183632	0.0302153	0.0647304	0.188202	0.102187	0.419415	0.96525	2.51315	11.26051	0.366621	0.351707	0.0681053	0.213567	0.3574164	6.680693
5840	-13151.4	-13121	-30.3966	0.8940137	0.283794	0.116551	0.244997	0.138862	0.1892	0.128693	0.243812	0.195057	0.111492	0.300996	0.0979468	0.142986	0.2209	0.225321	0.158881	0.340526	0.256885	0.264349	0.235497	0.117054	0.167296	0.0781233	0.621278	0.0450448	0.0704633	0.0221386	0.0582482	0.0155625	0.161697	0.0997957	0.0210959	0.0284857	0.171247	0.0885754	0.0439546	0.226574	0.0295313	0.0547536	0.122249	0.164765	0.0641627	0.109863	0.166515	0.115352	0.442401	0.97995	2.4623	10.56673	0.333736	0.378459	0.0618973	0.225907	0.3757043	6.645219
5850	-13143.8	-13107.3	-36.4916	0.7531905	0.258053	0.129218	0.169148	0.123198	0.259077	0.175072	0.310987	0.147206	0.174177	0.322204	0.132378	0.131773	0.212894	0.242468	0.224593	0.362701	0.236779	0.216778	0.302833	0.117054	0.142327	0.151161	0.577128	0.0862645	0.0926022	0.0761099	0.045402	0.0210784	0.134834	0.064	0.0798162	0.0343679	0.169466	0.0885754	0.049662	0.241101	0.0429699	0.0309932	0.110877	0.231163	0.062261	0.133084	0.240805	0.0855671	0.387583	0.94309	2.58376	11.45572	0.339563	0.369906	0.0613735	0.229157	0.3588233	7.154639
5860	-13143.7	-13108.1	-35.6149	0.867979	0.334206	0.111425	0.217499	0.136741	0.233102	0.185949	0.331473	0.182311	0.152807	0.363279	0.143769	0.145363	0.248994	0.235776	0.224593	0.364611	0.284483	0.263774	0.300205	0.0867462	0.15078	0.14471	0.430036	0.0596323	0.0979031	0.113314	0.0479024	0.0596269	0.173743	0.0796412	0.0497125	0.0761411	0.136503	0.0372999	0.040075	0.209874	0.0686828	0.0302026	0.0675431	0.157099	0.0640958	0.0930909	0.214876	0.10992	0.433128	0.974147	2.4828	10.74225	0.33907	0.377402	0.0619286	0.221599	0.3865987	7.149591
5870	-13150.5	-13121.3	-29.2025	0.9267185	0.34613	0.145867	0.149912	0.123575	0.206578	0.0909752	0.216652	0.160787	0.157561	0.354952	0.14796	0.118823	0.244932	0.20378	0.174863	0.378113	0.31104	0.207485	0.24765	0.0867462	0.123624	0.153595	0.529645	0.0442044	0.0580452	0.0478195	0.0292948	0.0141323	0.102249	0.0620945	0.0336493	0.0432008	0.148189	0.0515592	0.031692	0.185826	0.0197436	0.0406414	0.11111	0.194339	0.0732945	0.158073	0.203244	0.12211	0.45356	0.986711	2.43762	10.76649	0.339333	0.371593	0.0673037	0.221771	0.3680945	6.533647
5880	-13147.7	-13115.9	-31.7111	0.7893427	0.247666	0.147585	0.159212	0.168316	0.236491	0.117797	0.178491	0.151693	0.170903	0.356627	0.105017	0.135729	0.239049	0.248262	0.238247	0.287751	0.296657	0.163986	0.220445	0.125384	0.186785	0.128413	0.529645	0.0690287	0.0676386	0.0742433	0.0413155	0.0403243	0.137369	0.0992274	0.0593905	0.0156482	0.134635	0.0720015	0.0484842	0.320783	0.0248369	0.0461985	0.0544201	0.178009	0.0613749	0.114427	0.233259	0.093289	0.402808	0.953958	2.54995	10.31653	0.352486	0.362521	0.065414	0.21958	0.3515615	6.732765
5890	-13146	-13114.5	-31.499	0.9648945	0.280583	0.138341	0.154033	0.218483	0.154363	0.189983	0.302357	0.201888	0.151659	0.359453	0.122854	0.14644	0.206562	0.26029	0.145591	0.345329	0.253089	0.217411	0.277318	0.0638699	0.148082	0.134446	0.46505	0.0844699	0.0910557	0.0637593	0.0247073	0.0442388	0.172285	0.0752104	0.0679096	0.011779	0.123073	0.0495296	0.055295	0.301131	0.00410777	0.0585059	0.0786415	0.183915	0.0562177	0.135446	0.141724	0.129897	0.46594	0.993931	2.41023	11.36022	0.352651	0.367042	0.0646278	0.215679	0.3923563	6.760477
5900	-13148.4	-13120.9	-27.423	0.9240405	0.258798	0.0997875	0.205191	0.137121	0.216153	0.151834	0.227537	0.125655	0.134281	0.327267	0.121478	0.175847	0.247749	0.232623	0.126307	0.259042	0.288633	0.277316	0.24201	0.0849743	0.136583	0.0721859	0.365315	0.101913	0.109836	0.0819732	0.0262479	0.0252605	0.172285	0.0714823	0.0746344	0.0195736	0.148922	0.0967564	0.0282556	0.255319	0.0735091	0.0387394	0.043136	0.158774	0.0970789	0.0916842	0.110843	0.12156	0.452666	0.986178	2.4396	11.24114	0.348891	0.373209	0.06668	0.21122	0.3863983	6.339914
5910	-13141.6	-13111.3	-30.239	0.9627284	0.262701	0.150906	0.164937	0.145923	0.239541	0.178733	0.294185	0.128106	0.15146	0.377198	0.100029	0.169471	0.232798	0.206169	0.188412	0.305919	0.26657	0.205617	0.208638	0.0896829	0.139442	0.127646	0.429923	0.0906854	0.136351	0.0819732	0.100076	0.00886522	0.165617	0.0619585	0.0459311	0.0740645	0.149816	0.057921	0.0309065	0.182647	0.00576383	0.0261075	0.0564672	0.195538	0.041733	0.128011	0.255009	0.129458	0.465255	0.993539	2.41175	10.52764	0.355397	0.364243	0.0610057	0.219354	0.3781183	6.659448
5920	-13139.2	-13109	-30.1296	0.9558938	0.283385	0.126024	0.184853	0.153012	0.187676	0.153772	0.26174	0.153609	0.118905	0.344646	0.0825613	0.183411	0.225578	0.205393	0.215786	0.2258	0.309988	0.198528	0.280313	0.0923878	0.165227	0.106612	0.50188	0.0684416	0.129621	0.077603	0.0764775	0.017612	0.139623	0.0760547	0.098038	0.0305012	0.140237	0.0307839	0.0504104	0.25347	0.0520978	0.0375011	0.0966544	0.158616	0.0689664	0.0940144	0.177423	0.128072	0.463081	0.992289	2.41656	10.86337	0.344856	0.374955	0.0627982	0.217391	0.3748671	6.635232
5930	-13139.7	-13114.9	-24.8444	1.020542	0.246844	0.138821	0.153572	0.107974	0.159929	0.133546	0.288014	0.129903	0.138049	0.300859	0.111112	0.110807	0.208427	0.231143	0.189711	0.271177	0.249322	0.197972	0.21793	0.0872487	0.136314	0.0902573	0.470794	0.0487448	0.144926	0.0599817	0.0590191	0.0446081	0.130986	0.129043	0.0976883	0.0437755	0.129307	0.0337975	0.0370789	0.165371	0.0169061	0.0698717	0.0947467	0.209731	0.0479301	0.0765541	0.149119	0.141034	0.48284	1.00332	2.3728	9.991231	0.334131	0.375522	0.0638523	0.226495	0.3897903	6.158912
5940	-13151.3	-13119.8	-31.4509	0.8268592	0.302182	0.101066	0.196441	0.152922	0.215233	0.169825	0.324819	0.116467	0.130931	0.399132	0.131446	0.140078	0.253376	0.297335	0.187033	0.293652	0.244954	0.212785	0.195937	0.0952692	0.119508	0.0984895	0.432093	0.112536	0.0634281	0.0218528	0.049418	0.0196611	0.198931	0.0960228	0.0715736	0.0245453	0.126239	0.0717225	0.0658479	0.227811	0.00610863	0.0389202	0.0759521	0.209262	0.0536393	0.12363	0.228682	0.10126	0.417727	0.964128	2.51688	11.27051	0.349008	0.37418	0.0631757	0.213637	0.3231573	6.696757
5950	-13147.5	-13113.1	-34.3822	0.9947014	0.278515	0.176446	0.212569	0.140977	0.194551	0.17418	0.278405	0.190488	0.101014	0.305091	0.0935831	0.141736	0.195654	0.29309	0.203449	0.328793	0.290248	0.2646	0.284838	0.116357	0.16034	0.105314	0.585222	0.0720173	0.102942	0.0416197	0.0481451	0.0168286	0.187899	0.097253	0.0757546	0.00147545	0.162768	0.0572532	0.106229	0.239233	0.00327931	0.0636011	0.0919313	0.196108	0.0896598	0.0983864	0.171661	0.135895	0.475153	0.999116	2.38983	12.05778	0.336532	0.383437	0.0613785	0.218652	0.3673826	7.039505
5960	-13150.7	-13115.6	-35.1774	0.8703287	0.318263	0.136475	0.225564	0.231421	0.235113	0.120016	0.283349	0.142067	0.143249	0.264066	0.113893	0.128853	0.286735	0.192638	0.233786	0.367716	0.30986	0.216438	0.255577	0.121552	0.196538	0.124588	0.530649	0.0632828	0.109685	0.0171188	0.0866933	0.0172089	0.120813	0.0769242	0.0610419	0.0302596	0.139002	0.0521913	0.0589737	0.247459	0.0950747	0.0358133	0.085046	0.2218	0.0749999	0.108944	0.214779	0.110412	0.43398	0.974687	2.48092	11.1104	0.365634	0.354712	0.0588293	0.220825	0.3442948	7.095515
5970	-13154.5	-13127.6	-26.9444	1.076699	0.246376	0.131747	0.122501	0.178601	0.188802	0.150719	0.269701	0.138659	0.137521	0.274368	0.094891	0.165265	0.243038	0.232713	0.142915	0.380637	0.347047	0.182593	0.197472	0.114325	0.182137	0.121817	0.469798	0.036008	0.0921687	0.0391432	0.0548629	0.0222931	0.168141	0.0653301	0.05768	0.00680354	0.146708	0.0454109	0.0707838	0.203406	0.0677626	0.0102719	0.0457193	0.171389	0.0398842	0.107594	0.202302	0.151998	0.498651	1.01163	2.33772	10.6254	0.332592	0.377187	0.0567661	0.233455	0.3854868	6.367306
5980	-13143.5	-13109	-34.4893	0.7790682	0.258915	0.104537	0.226097	0.136362	0.201687	0.160992	0.263044	0.185672	0.173585	0.337622	0.132759	0.172855	0.257154	0.239971	0.225901	0.285767	0.312792	0.219149	0.258358	0.0649013	0.140794	0.107511	0.63091	0.0931627	0.119532	0.0735045	0.0340659	0.0339951	0.141964	0.0734342	0.0217133	0.039712	0.221205	0.0706956	0.0134819	0.245292	0.0565368	0.0543707	0.0489434	0.143152	0.0487362	0.137585	0.224102	0.0910975	0.398568	0.950982	2.55935	10.70341	0.338853	0.378261	0.0606957	0.222191	0.3582957	6.99252
5990	-13145.2	-13112.2	-33.0301	0.908236	0.340385	0.150798	0.237143	0.141471	0.207933	0.176835	0.252068	0.16908	0.0979493	0.319566	0.128212	0.143964	0.228788	0.230051	0.196947	0.313703	0.319091	0.184719	0.274905	0.0665528	0.149676	0.136038	0.478024	0.0773472	0.0766312	0.0657417	0.0449947	0.0394793	0.175069	0.0537828	0.0465145	0.00717387	0.142125	0.0529624	0.0371783	0.250095	0.041183	0.0833206	0.105932	0.284884	0.0825667	0.0741034	0.25067	0.1183	0.447319	0.982959	2.45142	9.925579	0.339085	0.378209	0.0626105	0.220095	0.3450569	6.935651
6000	-13150.8	-13124.5	-26.3634	0.9938677	0.299251	0.113186	0.172388	0.100311	0.175778	0.160425	0.196996	0.162632	0.152767	0.309149	0.131803	0.127381	0.174129	0.213624	0.236227	0.3456	0.2953	0.266779	0.215022	0.0997736	0.174981	0.0960291	0.449873	0.072295	0.0958667	0.0725585	0.0153744	0.030245	0.134806	0.0753663	0.0268688	0.0604226	0.170092	0.0425331	0.0548527	0.201469	0.0199277	0.0263375	0.0425702	0.160499	0.0326282	0.116931	0.167893	0.135729	0.474901	0.998976	2.39039	10.36597	0.348121	0.375569	0.0593633	0.216947	0.3569898	6.288937
6010	-13147.4	-13116.3	-31.0967	0.9923197	0.310067	0.112406	0.202985	0.156289	0.198069	0.162976	0.297118	0.130971	0.152463	0.376352	0.128729	0.179978	0.22065	0.214032	0.248932	0.361074	0.269234	0.232032	0.26693	0.086768	0.168137	0.142048	0.544349	0.0388393	0.0742751	0.0638553	0.0338894	0.0209787	0.194076	0.0511454	0.0477689	0.0318131	0.121504	0.046457	0.011645	0.224395	0.0143571	0.0497802	0.070825	0.169841	0.0290683	0.113771	0.199266	0.135419	0.474431	0.998716	2.39143	10.10575	0.331387	0.376546	0.0684657	0.223602	0.3527574	6.770142
6020	-13149.9	-13112.1	-37.7557	0.8615716	0.385617	0.147935	0.225486	0.139057	0.193016	0.184018	0.305675	0.20193	0.180542	0.309769	0.147406	0.157832	0.264157	0.313631	0.239198	0.332445	0.356977	0.176478	0.227011	0.0980422	0.177045	0.0943212	0.583494	0.0730476	0.0974162	0.0806341	0.0164595	0.024129	0.207949	0.104967	0.0919395	0.0288809	0.174686	0.0788182	0.0427578	0.250207	0.0951237	0.0469606	0.0767782	0.142632	0.0477984	0.0991673	0.145845	0.108577	0.430791	0.972657	2.48798	10.53247	0.347173	0.367875	0.0624017	0.22255	0.3701714	7.367278
6030	-13156.4	-13116.8	-39.5469	0.852862	0.329144	0.179788	0.196551	0.159877	0.252853	0.209863	0.298345	0.145728	0.151558	0.3862	0.132417	0.1145	0.23597	0.362314	0.221719	0.418391	0.269564	0.2341	0.272446	0.12144	0.11581	0.174143	0.432784	0.0730476	0.134367	0.0690023	0.0552651	0.0998236	0.152065	0.0711802	0.0717032	0.0272943	0.156751	0.0663727	0.00882944	0.279976	0.0255941	0.027409	0.0860948	0.251682	0.07711	0.1348	0.191731	0.106747	0.427577	0.970591	2.49509	12.7752	0.366525	0.362873	0.0581925	0.21241	0.4003781	7.475603
6040	-13152.6	-13112	-40.5214	0.7842839	0.317252	0.17955	0.224953	0.114604	0.215273	0.172543	0.241072	0.145096	0.173146	0.405227	0.171873	0.125718	0.245802	0.363357	0.343422	0.292497	0.336561	0.287703	0.263277	0.0993276	0.142438	0.102118	0.489827	0.0565928	0.112423	0.101417	0.0340362	0.0256476	0.232809	0.103564	0.0815214	0.0199044	0.18869	0.0476111	0.0251091	0.3497	0.100567	0.0240635	0.0750334	0.167774	0.0804093	0.0948833	0.193088	0.0922104	0.400729	0.952503	2.55456	11.72598	0.35401	0.370504	0.0601199	0.215366	0.3482124	7.567484
6050	-13149.6	-13110	-39.6401	0.8993105	0.340792	0.139548	0.241701	0.133904	0.182246	0.164745	0.263722	0.145096	0.189673	0.515281	0.13024	0.167933	0.267411	0.279333	0.263809	0.354537	0.271232	0.213333	0.282468	0.0657119	0.14274	0.133759	0.559056	0.0548366	0.14714	0.110581	0.0528874	0.0340057	0.11259	0.0700617	0.0297297	0.0359127	0.111626	0.0737604	0.0226518	0.259399	0.0726464	0.0409829	0.125955	0.246482	0.0804093	0.117716	0.276531	0.116452	0.444245	0.981084	2.45822	12.14636	0.355243	0.370995	0.0609207	0.212841	0.3721433	7.524174
6060	-13145.4	-13108.2	-37.2351	0.8465782	0.316615	0.185401	0.186711	0.179046	0.193545	0.186679	0.298761	0.155528	0.137098	0.387492	0.135479	0.125269	0.262091	0.240256	0.215029	0.365469	0.347841	0.260991	0.263517	0.103043	0.145121	0.10543	0.463236	0.0534542	0.136965	0.0315246	0.104324	0.0211011	0.179899	0.0703469	0.071325	0.0357112	0.174106	0.040365	0.0480493	0.22046	0.0683603	0.0950389	0.115077	0.187924	0.054354	0.107984	0.170901	0.105424	0.425232	0.96907	2.50027	12.57615	0.368658	0.355207	0.0609076	0.215227	0.36372	7.246919
6070	-13147.8	-13116	-31.8063	0.9233847	0.269578	0.10834	0.209228	0.120236	0.238199	0.160542	0.236079	0.137801	0.167558	0.397884	0.111836	0.17194	0.202525	0.211369	0.268351	0.328725	0.279706	0.223349	0.255547	0.0976289	0.158648	0.13057	0.494344	0.119966	0.087062	0.0513942	0.0692864	0.0180572	0.163163	0.0265661	0.0642192	0.0129863	0.260797	0.0484209	0.00363485	0.20312	0.0166643	0.0675708	0.103722	0.143946	0.0490972	0.0829088	0.215841	0.121425	0.452447	0.986047	2.44008	10.90158	0.34053	0.378816	0.0626645	0.21799	0.3712905	6.788407
6080	-13143	-13117.7	-25.3337	1.062311	0.264993	0.142113	0.181639	0.106421	0.210942	0.11701	0.244429	0.145824	0.100614	0.249855	0.105486	0.109569	0.247717	0.231739	0.203402	0.333488	0.198252	0.226464	0.217736	0.103044	0.144646	0.120622	0.476961	0.0895312	0.112703	0.0545236	0.0381978	0.008253	0.167911	0.0583467	0.0712187	0.0120318	0.141646	0.0720443	0.0110589	0.159966	0.0204027	0.041037	0.0822692	0.227433	0.08545	0.0881286	0.189053	0.149216	0.494712	1.0096	2.34647	10.23237	0.352238	0.362759	0.0594911	0.225511	0.4103347	6.214172
6090	-13142.4	-13108.9	-33.5683	0.8941669	0.347757	0.122688	0.166119	0.164391	0.203358	0.165546	0.286114	0.145824	0.144177	0.301932	0.0943335	0.129144	0.200378	0.260427	0.240321	0.343408	0.230063	0.226066	0.291487	0.135218	0.164319	0.153689	0.51558	0.0895312	0.0758243	0.0583875	0.0741827	0.0367041	0.202043	0.062008	0.0810052	0.0125282	0.174062	0.0801305	0.0622173	0.220008	0.0184238	0.041037	0.083717	0.207247	0.0809958	0.0887208	0.178	0.115384	0.442455	0.979983	2.46218	10.67243	0.349288	0.364354	0.0624577	0.223901	0.3737203	6.959113
6100	-13147.5	-13109.6	-37.8383	0.8654147	0.338457	0.160665	0.19113	0.141246	0.238851	0.17163	0.333434	0.168903	0.120963	0.304159	0.139859	0.155632	0.230992	0.222472	0.238951	0.390084	0.319801	0.278881	0.27846	0.143613	0.157586	0.112141	0.519412	0.0553757	0.119635	0.0336121	0.0384556	0.0298854	0.153415	0.0905886	0.108951	0.0133099	0.185538	0.0515981	0.0527828	0.27668	0.0603915	0.026875	0.107088	0.167057	0.0530419	0.123731	0.249818	0.109383	0.432195	0.973554	2.48487	11.24604	0.347202	0.364742	0.0602048	0.227851	0.3543887	7.355149
6110	-13144.1	-13106.7	-37.4139	0.9598382	0.374419	0.135389	0.167152	0.169488	0.193013	0.200075	0.281099	0.164807	0.145656	0.385552	0.0990165	0.171191	0.258624	0.237257	0.215022	0.404716	0.330871	0.225732	0.27846	0.081973	0.158825	0.132878	0.544204	0.0703728	0.143925	0.070576	0.0577426	0.0104298	0.194236	0.050904	0.0593548	0.0124443	0.137248	0.0610934	0.0736181	0.24061	0.0304391	0.104221	0.0930701	0.214819	0.111102	0.0746215	0.191005	0.128872	0.464338	0.993013	2.41378	11.12122	0.347962	0.368296	0.0620495	0.221692	0.3523597	7.357252
6120	-13150.4	-13114.5	-35.9197	0.962133	0.274609	0.148645	0.193081	0.200758	0.240591	0.190377	0.215179	0.194903	0.157431	0.432209	0.132	0.119348	0.275958	0.246292	0.204858	0.359548	0.263495	0.238052	0.286605	0.102437	0.175243	0.107109	0.616372	0.0505811	0.0548727	0.0702073	0.0612218	0.0201628	0.149425	0.0918741	0.0602895	0.0229112	0.163482	0.0484212	0.0891698	0.16965	0.00697324	0.0710504	0.0949923	0.21806	0.0470021	0.0671021	0.280374	0.129338	0.465066	0.993431	2.41216	10.98532	0.325788	0.376258	0.0614602	0.236493	0.39206	7.212925
6130	-13150.1	-13116.6	-33.4774	0.8957589	0.276323	0.159268	0.163694	0.187949	0.261652	0.091133	0.218414	0.181446	0.1243	0.305223	0.133247	0.140092	0.241918	0.201578	0.23675	0.385306	0.299289	0.179738	0.267125	0.0906222	0.132903	0.125673	0.506797	0.074286	0.0820864	0.0702073	0.0864146	0.0462612	0.193901	0.0693254	0.0549491	0.0435111	0.226047	0.0452512	0.0177242	0.244312	0.0578883	0.0418523	0.069749	0.198039	0.0706547	0.104021	0.255282	0.115715	0.44301	0.980325	2.46095	10.31324	0.339368	0.364712	0.06413	0.23179	0.3554539	6.962202
6140	-13143.7	-13117.7	-26.0486	0.7462109	0.265988	0.169944	0.164771	0.103384	0.159619	0.12552	0.218352	0.153581	0.127992	0.239899	0.102781	0.135791	0.252625	0.224871	0.2079	0.288995	0.254739	0.177781	0.230835	0.0979359	0.130144	0.113825	0.52881	0.0588691	0.0712715	0.0779289	0.0309062	0.0199016	0.115369	0.0816411	0.0629884	0.0204986	0.178219	0.0679502	0.0545107	0.213172	0.029966	0.0451051	0.0664252	0.152822	0.0231256	0.0957171	0.225985	0.0840738	0.384542	0.940859	2.59053	9.508983	0.33843	0.378696	0.0617373	0.221138	0.376693	6.168454
6150	-13139.8	-13106.9	-32.8492	0.8804814	0.309138	0.139569	0.200736	0.139722	0.246286	0.109739	0.222418	0.153307	0.156414	0.342257	0.120436	0.119234	0.23437	0.245278	0.267437	0.34018	0.28027	0.23714	0.245928	0.118921	0.203642	0.12003	0.534584	0.0941628	0.126241	0.0499401	0.0349281	0.0135556	0.119626	0.0471576	0.0674922	0.0448025	0.160576	0.0655733	0.0646108	0.17678	0.0213456	0.0175313	0.0664252	0.247078	0.0964251	0.106102	0.19532	0.112534	0.437626	0.976983	2.47286	10.00041	0.334589	0.38221	0.0642115	0.218989	0.3505287	6.902709
6160	-13143.8	-13119.2	-24.5878	1.013111	0.29242	0.15996	0.188458	0.158235	0.203246	0.145598	0.279005	0.143331	0.153444	0.291495	0.0845724	0.119973	0.215053	0.245278	0.174199	0.247019	0.215298	0.206917	0.244817	0.104107	0.116887	0.144564	0.341417	0.0315713	0.102686	0.0663756	0.0583253	0.0239134	0.174419	0.043262	0.0380584	0.0200744	0.127291	0.0586352	0.04627	0.184487	0.0631757	0.0560945	0.0518857	0.122961	0.0491085	0.117312	0.225396	0.139562	0.480657	1.00214	2.37764	9.811089	0.3526	0.359702	0.0666602	0.221038	0.3956775	6.136596
6170	-13140.9	-13117.2	-23.6758	0.8394835	0.283693	0.134565	0.146521	0.114459	0.202975	0.136967	0.242225	0.130019	0.144829	0.280566	0.114651	0.145976	0.210715	0.211353	0.1769	0.350656	0.197343	0.21091	0.176585	0.0696542	0.1426	0.0946146	0.436281	0.0621222	0.102686	0.0694179	0.0808899	0.00568169	0.13534	0.0788482	0.0558339	0.0178261	0.091311	0.0224587	0.0401046	0.207531	0.0605977	0.0578633	0.0503196	0.161433	0.0320564	0.0836739	0.189082	0.103928	0.422558	0.967322	2.50619	10.17333	0.366852	0.356679	0.0660341	0.210436	0.3991892	5.960133
6180	-13147.7	-13121.3	-26.4426	1.019419	0.245967	0.134565	0.218506	0.116099	0.225256	0.150074	0.16795	0.130019	0.171566	0.279933	0.097103	0.119932	0.242521	0.251828	0.171139	0.245776	0.308855	0.199537	0.247909	0.089638	0.139732	0.0705883	0.565328	0.078751	0.139235	0.0467178	0.03095	0.0141805	0.160382	0.0932169	0.0634238	0.0426153	0.123756	0.070072	0.102373	0.240364	0.0235802	0.00756452	0.0467435	0.150746	0.0582599	0.0572135	0.148796	0.140812	0.482512	1.00314	2.37353	10.91472	0.357345	0.35986	0.0635652	0.21923	0.3991892	6.288759
