Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
30	0	-13137.3	-13106.9	-30.4669	0.8032461	0.296754	0.151272	0.160944	0.114647	0.184119	0.188336	0.227083	0.114029	0.163376	0.321789	0.116707	0.196058	0.207909	0.246943	0.197018	0.332743	0.314425	0.200781	0.236462	0.105085	0.129426	0.12205	0.434915	0.0378697	0.0990527	0.0430235	0.04345	0.0221517	0.146949	0.0878832	0.0441452	0.0802352	0.159705	0.0731948	0.0599342	0.208225	0.0251789	0.0259223	0.0627987	0.147905	0.0832699	0.142982	0.237493	0.0962493	0.408438	0.95785	2.53746	11.0023	0.349261	0.367348	0.0605472	0.222843	0.3410323	6.59424
31	1	-13152.2	-13117.5	-34.6314	0.7503898	0.332887	0.115396	0.224856	0.202334	0.170667	0.222961	0.291441	0.147934	0.128898	0.369188	0.104398	0.0977474	0.189896	0.267582	0.236969	0.44807	0.297266	0.222255	0.229343	0.119387	0.164027	0.113345	0.493306	0.0257665	0.239642	0.0591149	0.100907	0.0302892	0.0922614	0.0189306	0.0259379	0.215678	0.00477087	0.100079	0.0336357	0.0494644	0.111747	0.0157521	0.0488656	0.142986	0.223598	0.0714093	0.195555	0.0849679	0.386366	0.9422	2.58647	10.49928	0.343197	0.375044	0.0571757	0.224583	0.3447206	6.99654
32	0	-13143.2	-13112.5	-30.6871	0.8359422	0.252458	0.11301	0.204408	0.183089	0.17641	0.163427	0.295912	0.135296	0.13122	0.342207	0.0777307	0.167212	0.209103	0.256504	0.198235	0.35079	0.264763	0.195573	0.224576	0.0885334	0.158881	0.0995481	0.513142	0.0335666	0.146295	0.0910004	0.057601	0.010396	0.112941	0.0800267	0.0702995	0.0747017	0.116009	0.0497034	0.0727879	0.21334	0.0518898	0.0302432	0.0558181	0.216554	0.116686	0.0982463	0.176463	0.103181	0.421212	0.966437	2.50917	9.658513	0.349261	0.367348	0.0605472	0.222843	0.3410323	6.676597
33	1	-13145.2	-13114.8	-30.4514	0.8828434	0.307578	0.126722	0.174003	0.16278	0.17812	0.212249	0.278766	0.127187	0.137033	0.369188	0.146526	0.110936	0.25047	0.269892	0.245314	0.299753	0.251354	0.217452	0.238042	0.129514	0.160772	0.113185	0.402225	0.0873519	0.159108	0.0472288	0.0656429	0.0511886	0.0475971	0.0396411	0.027406	0.226058	0.00339737	0.0386107	0.035164	0.0101894	0.0839317	0.0180316	0.0735563	0.206154	0.179411	0.107038	0.226199	0.113027	0.438466	0.977508	2.471	10.68346	0.347198	0.367759	0.0578422	0.227201	0.3456465	6.641967
34	0	-13142	-13109.7	-32.3381	0.9151108	0.274016	0.114313	0.19909	0.122569	0.19929	0.18949	0.28616	0.122599	0.197496	0.318304	0.131222	0.147598	0.234939	0.256504	0.230122	0.357845	0.268097	0.227995	0.197937	0.137921	0.158881	0.0723539	0.5121	0.0245432	0.128593	0.0532006	0.0349186	0.00587383	0.137792	0.10625	0.0605324	0.0948524	0.154188	0.0530505	0.0343283	0.223462	0.0598318	0.0310096	0.0457304	0.223201	0.0473945	0.123347	0.2341	0.11972	0.44966	0.984375	2.44624	11.06404	0.358404	0.362187	0.0596965	0.219712	0.3410323	6.833044
35	1	-13143.2	-13108.9	-34.2159	0.8760894	0.304941	0.161101	0.186473	0.140456	0.24283	0.131694	0.296667	0.141292	0.158687	0.394827	0.11876	0.169259	0.237107	0.217531	0.259004	0.312099	0.316164	0.217452	0.269498	0.0802293	0.188148	0.109656	0.465675	0.0555571	0.128576	0.0436025	0.108565	0.041212	0.041672	0.108652	0.0468544	0.162766	0.0289162	0.109597	0.0483421	0.015325	0.0821248	0.0343046	0.0920638	0.138746	0.239255	0.0796468	0.290636	0.111617	0.436055	0.975997	2.47633	10.66291	0.348297	0.36714	0.0577449	0.226818	0.3456465	7.015964
36	0	-13159.7	-13129.9	-29.7909	0.7282439	0.321537	0.107592	0.175111	0.145418	0.162924	0.126781	0.232429	0.189914	0.142293	0.310808	0.121043	0.112628	0.206767	0.236376	0.220821	0.344016	0.179285	0.130846	0.222071	0.121675	0.134295	0.123162	0.410821	0.0600491	0.0686126	0.0954455	0.0957679	0.00286017	0.191687	0.120035	0.0477207	0.0903406	0.150952	0.0521183	0.0881553	0.222874	0.0537577	0.0672846	0.0397463	0.193871	0.0136388	0.0921381	0.27349	0.0802285	0.376557	0.934901	2.60831	10.49078	0.358404	0.362187	0.0596965	0.219712	0.3737771	6.499159
37	1	-13144	-13107.8	-36.2617	0.9024766	0.306106	0.172981	0.182494	0.213169	0.217549	0.115712	0.249037	0.14127	0.169777	0.367574	0.112086	0.168171	0.187347	0.262821	0.20345	0.443088	0.300583	0.223497	0.231824	0.131584	0.169172	0.142909	0.538519	0.0740624	0.152143	0.034943	0.1048	0.0500247	0.0482931	0.0581512	0.0891016	0.19892	0.0321819	0.0562294	0.0762522	0.0112177	0.0900683	0.0145393	0.0747723	0.214068	0.252655	0.0706389	0.279577	0.117108	0.44534	0.981754	2.4558	10.6335	0.347898	0.366719	0.0588236	0.226559	0.3456465	7.233357
38	0	-13143.7	-13110.8	-32.9496	0.8207832	0.263151	0.188365	0.162771	0.175517	0.181513	0.178802	0.253671	0.173066	0.128219	0.289691	0.137684	0.124091	0.212211	0.252921	0.27993	0.336744	0.285244	0.166811	0.293472	0.119905	0.146499	0.143874	0.520739	0.0264229	0.122957	0.0432354	0.0455101	0.00378474	0.186766	0.0663601	0.0597762	0.0553151	0.190796	0.063347	0.0557991	0.204468	0.0312819	0.0320032	0.0833282	0.172657	0.0332498	0.133618	0.19531	0.0999729	0.415369	0.962551	2.52211	12.03372	0.360774	0.364582	0.0565169	0.218127	0.3678621	6.820877
39	1	-13147.7	-13114.3	-33.4043	0.9251313	0.306106	0.130321	0.194782	0.115639	0.204948	0.178512	0.265171	0.157512	0.137723	0.352499	0.0730985	0.179461	0.26126	0.220495	0.2029	0.426054	0.364282	0.267528	0.29961	0.0956231	0.140753	0.0747223	0.524831	0.0525406	0.142202	0.0431182	0.0895283	0.0578896	0.0798718	0.0543378	0.0841334	0.273366	0.0523493	0.0315247	0.0327687	0.00298299	0.117611	0.0088871	0.0827427	0.15135	0.200653	0.0418583	0.174767	0.121784	0.453031	0.986395	2.43879	10.922	0.334313	0.374359	0.060049	0.231279	0.3764955	6.948313
40	0	-13142.7	-13110.3	-32.3681	0.8487853	0.271949	0.127267	0.201697	0.134333	0.238915	0.174804	0.265105	0.231151	0.152346	0.394958	0.105362	0.135797	0.290528	0.193011	0.216696	0.311859	0.296581	0.231593	0.23881	0.129389	0.139744	0.113962	0.432076	0.0338026	0.131954	0.0933258	0.0498398	0.00257698	0.133	0.0889102	0.0641213	0.0717571	0.137881	0.058214	0.0478811	0.234984	0.0154373	0.0375127	0.102656	0.210674	0.0559049	0.115555	0.114534	0.105889	0.426058	0.969607	2.49845	10.34248	0.343805	0.37426	0.0580172	0.223917	0.3678621	6.828454
41	1	-13146.6	-13114.3	-32.3618	0.9637312	0.311562	0.145545	0.200832	0.111908	0.243274	0.131198	0.218592	0.145529	0.110815	0.425856	0.11272	0.142711	0.261524	0.203802	0.264255	0.328895	0.243844	0.225518	0.246816	0.101826	0.219277	0.102018	0.461628	0.039656	0.185995	0.0491081	0.110197	0.0514529	0.0583941	0.0689961	0.0342914	0.300991	0.0649561	0.0631548	0.0550991	0.00521308	0.123302	0.009177	0.102567	0.145161	0.252448	0.0421465	0.123835	0.129662	0.465572	0.99372	2.41105	11.36736	0.356116	0.372789	0.0597972	0.211298	0.3764955	6.846084
42	0	-13147.4	-13113.3	-34.1413	0.8938942	0.236753	0.136876	0.183789	0.147641	0.156245	0.174026	0.278225	0.170723	0.13902	0.452983	0.101733	0.144806	0.266429	0.243762	0.245573	0.3387	0.250972	0.329196	0.261693	0.0841274	0.139744	0.0721363	0.597708	0.0438303	0.129644	0.0688466	0.0628155	0.000719068	0.200424	0.112878	0.0683157	0.0751291	0.195259	0.0191899	0.0368984	0.222333	0.00340815	0.0233092	0.0686142	0.214167	0.0380859	0.0991198	0.178417	0.115327	0.44236	0.979924	2.46239	10.73666	0.334205	0.377199	0.0593881	0.229208	0.4051439	7.014263
43	1	-13145.4	-13118.9	-26.5486	0.9623238	0.260937	0.149658	0.243996	0.172119	0.191733	0.149666	0.214653	0.123853	0.128653	0.306041	0.102281	0.118005	0.229195	0.181976	0.194526	0.341883	0.311874	0.195878	0.219218	0.0942691	0.129425	0.108217	0.384609	0.0477029	0.108745	0.0229809	0.0755819	0.0503742	0.0619037	0.0831015	0.0593209	0.192282	0.00134089	0.0780423	0.0479106	0.00434563	0.0955576	0.015858	0.0795203	0.137564	0.20876	0.0876266	0.26848	0.129376	0.465127	0.993465	2.41203	10.86366	0.366884	0.353824	0.0616053	0.217687	0.3598995	6.279663
44	0	-13144.2	-13117.8	-26.3697	0.9905971	0.256686	0.12156	0.187011	0.143164	0.185624	0.126937	0.240696	0.128191	0.119942	0.327385	0.084514	0.183064	0.160678	0.279562	0.194128	0.239284	0.239235	0.186765	0.233738	0.0960818	0.159626	0.114716	0.519974	0.0552989	0.0993199	0.0665921	0.0493856	0.00303661	0.130662	0.0632476	0.0674718	0.0883655	0.197258	0.00941965	0.0896843	0.204568	0.00317044	0.0550967	0.0665571	0.171969	0.0485781	0.104381	0.207513	0.135074	0.473907	0.998424	2.39259	9.704724	0.33408	0.377058	0.0597403	0.229122	0.3574699	6.310139
45	1	-13154.2	-13123	-31.2909	0.7393218	0.346965	0.110806	0.201477	0.144196	0.186304	0.167068	0.186151	0.122934	0.171485	0.425496	0.134033	0.0964516	0.227211	0.288784	0.331441	0.323463	0.261341	0.266302	0.219663	0.074996	0.147256	0.0983497	0.509521	0.0547038	0.140625	0.0126685	0.0957383	0.0341395	0.0473996	0.0648444	0.0717724	0.173273	0.0114119	0.0380727	0.0510793	0.00324594	0.0900562	0.0151296	0.0795203	0.171292	0.201401	0.110106	0.136111	0.0825994	0.381507	0.938612	2.59728	10.86366	0.365667	0.352989	0.0641709	0.217173	0.3598995	6.644284
46	0	-13145.4	-13118.3	-27.1122	0.9119163	0.273542	0.107165	0.212709	0.168746	0.219159	0.104002	0.276293	0.128766	0.154239	0.300666	0.0897084	0.173144	0.202657	0.274818	0.212124	0.296605	0.261368	0.171422	0.274389	0.0748939	0.163878	0.126439	0.359109	0.0628328	0.157552	0.0405613	0.0882183	0.00323518	0.164457	0.0589849	0.0436922	0.0629335	0.1526	0.0421873	0.0450586	0.248483	0.00783941	0.034363	0.0541722	0.152773	0.0383573	0.0796938	0.152991	0.119061	0.448575	0.98372	2.44864	10.81448	0.344772	0.371003	0.0587811	0.225443	0.3916963	6.316826
47	1	-13148.4	-13118.1	-30.3555	0.8744725	0.238379	0.108541	0.150648	0.182992	0.249482	0.12422	0.224983	0.136043	0.151765	0.421261	0.104787	0.134107	0.217484	0.2683	0.181146	0.304625	0.288368	0.182483	0.186056	0.0840535	0.115832	0.101903	0.550386	0.0791093	0.136547	0.0204372	0.12796	0.0475366	0.0274576	0.0890465	0.0621916	0.194859	0.0308487	0.0639278	0.0788246	0.00689159	0.117026	0.0154777	0.134389	0.191575	0.201517	0.0756604	0.194215	0.111279	0.435475	0.975631	2.47761	11.50335	0.351237	0.361019	0.0656307	0.222114	0.3753335	6.603342
48	0	-13149.9	-13117.2	-32.6743	0.7868508	0.294906	0.0966738	0.177358	0.155568	0.218399	0.176158	0.229975	0.158611	0.106152	0.396869	0.104422	0.134895	0.284329	0.239196	0.198709	0.265815	0.296919	0.227929	0.274389	0.0482116	0.153667	0.12901	0.437455	0.0207483	0.157552	0.0735799	0.0876438	0.000706012	0.191576	0.0576564	0.0440774	0.128692	0.156239	0.0912376	0.0479108	0.218287	0.0178714	0.046246	0.0777993	0.188676	0.135284	0.0713174	0.187599	0.0927578	0.401786	0.953244	2.55221	10.99371	0.345122	0.371379	0.0639619	0.219537	0.3932373	6.806316
49	1	-13149.9	-13121.3	-28.5565	0.8255553	0.33577	0.159913	0.205571	0.130921	0.184572	0.16457	0.246141	0.132825	0.144317	0.307178	0.146406	0.149309	0.17105	0.203525	0.179034	0.288077	0.286725	0.182483	0.206158	0.0892638	0.15853	0.111412	0.432081	0.0266925	0.103126	0.0593799	0.154188	0.0543936	0.0276883	0.0434784	0.0594699	0.291674	0.0253169	0.132976	0.0618759	0.071715	0.0520898	0.0534268	0.0679945	0.0977978	0.178327	0.0683593	0.179028	0.100984	0.417223	0.963792	2.518	10.68309	0.346368	0.374368	0.0602289	0.219035	0.3753335	6.42483
50	0	-13157.4	-13123.9	-33.5394	0.89043	0.272031	0.0824084	0.196804	0.122402	0.196861	0.219679	0.214148	0.164149	0.159942	0.342325	0.109565	0.126137	0.271112	0.278052	0.188718	0.271894	0.243244	0.244047	0.271063	0.106771	0.227334	0.0910971	0.516181	0.0401184	0.155251	0.118778	0.066119	0.00299461	0.237213	0.101975	0.0919115	0.148135	0.11952	0.0339613	0.0715842	0.279592	0.000933807	0.0255551	0.0649028	0.187645	0.0246602	0.0686471	0.180905	0.114607	0.441146	0.979174	2.46507	11.25972	0.345122	0.371379	0.0639619	0.219537	0.3932373	6.936367
51	1	-13142.2	-13108.6	-33.5697	0.897665	0.291436	0.151346	0.186344	0.137532	0.219018	0.121164	0.244676	0.146349	0.177364	0.294638	0.125704	0.202722	0.226604	0.209336	0.212212	0.358792	0.324063	0.189666	0.228719	0.107414	0.132965	0.122042	0.550017	0.0210462	0.150932	0.0620748	0.0707969	0.0499029	0.0258551	0.0671681	0.177218	0.244624	0.0414463	0.061716	0.0770286	0.0497315	0.143875	0.0224889	0.0677179	0.185755	0.208191	0.0756026	0.179006	0.11611	0.443674	0.980733	2.45948	11.27043	0.346528	0.374541	0.0597948	0.219136	0.3753335	6.9423
52	0	-13151.9	-13120.3	-31.6648	0.824314	0.314193	0.0977923	0.195959	0.139198	0.282394	0.158808	0.226642	0.148115	0.132894	0.352445	0.150698	0.127586	0.194893	0.225157	0.151901	0.355147	0.23269	0.206712	0.289851	0.0744008	0.107066	0.0936832	0.566544	0.0236684	0.0667395	0.0667134	0.0444745	0.0129086	0.166119	0.103258	0.0479265	0.112032	0.132857	0.0653245	0.0620708	0.269211	0.000937199	0.0129261	0.0448131	0.191223	0.0652437	0.13708	0.255933	0.100721	0.416742	0.963471	2.51907	11.62409	0.347567	0.376831	0.0528426	0.222759	0.3932373	6.706227
53	1	-13144.5	-13109.7	-34.7748	0.7947325	0.302139	0.111929	0.184071	0.123865	0.20599	0.182183	0.205385	0.148174	0.153299	0.513923	0.154182	0.124394	0.245452	0.208293	0.232096	0.3051	0.305287	0.196411	0.241353	0.125132	0.12398	0.129205	0.509758	0.0697023	0.155878	0.0626889	0.0953821	0.0478218	0.0341919	0.074263	0.148973	0.227861	0.0604793	0.0680789	0.0657333	0.0269251	0.0715211	0.0345275	0.0921516	0.170576	0.149424	0.0730249	0.248367	0.0944374	0.405005	0.955485	2.54507	11.37096	0.34588	0.37571	0.0596831	0.218727	0.3753335	7.009172
54	0	-13164	-13124.5	-39.5351	0.8039039	0.366777	0.103328	0.210938	0.13961	0.28339	0.149099	0.293296	0.221945	0.141335	0.341449	0.125922	0.174943	0.310382	0.238891	0.240445	0.37712	0.295481	0.218041	0.198505	0.132276	0.140974	0.100319	0.570322	0.0241676	0.0478035	0.0382895	0.0570471	0.0414413	0.12786	0.0504622	0.0472275	0.14061	0.176352	0.0866816	0.105807	0.344203	0.0040037	0.0661167	0.0834469	0.241129	0.0501886	0.119394	0.250346	0.0963892	0.408701	0.958031	2.53688	11.80032	0.328716	0.387719	0.0543694	0.229195	0.3300809	7.477366
55	1	-13152.1	-13110.3	-41.8029	0.72915	0.288891	0.143305	0.242507	0.134079	0.287359	0.126025	0.354053	0.165862	0.14027	0.419476	0.166078	0.159882	0.265727	0.296565	0.235098	0.356612	0.340581	0.224125	0.265525	0.121912	0.170016	0.0946758	0.551594	0.0854408	0.164858	0.062088	0.0963805	0.0335229	0.0877903	0.0711351	0.0528096	0.236637	0.0365796	0.0892401	0.0341525	0.0377623	0.0883977	0.0708589	0.102282	0.16026	0.212444	0.0846392	0.30633	0.0804224	0.376965	0.935209	2.6074	11.6985	0.352966	0.371641	0.0590366	0.216357	0.3753335	7.663827
56	0	-13154.8	-13121.3	-33.5366	0.9321445	0.337266	0.163968	0.191268	0.157723	0.220086	0.151027	0.234167	0.13676	0.164787	0.307321	0.0885286	0.156056	0.171182	0.313753	0.252964	0.33023	0.356054	0.214636	0.24789	0.110259	0.191417	0.110398	0.541184	0.0400985	0.0568982	0.0386525	0.0553034	0.0375832	0.178622	0.0820712	0.0493999	0.0763612	0.16205	0.0249021	0.0559716	0.245322	0.0641846	0.0161822	0.0202895	0.216303	0.0515155	0.15028	0.167027	0.123224	0.455361	0.987779	2.43364	11.80032	0.328716	0.387719	0.0543694	0.229195	0.3738844	6.937943
57	1	-13155.1	-13116.2	-38.8192	0.9226294	0.333424	0.153574	0.247289	0.1116	0.146768	0.167422	0.257986	0.166209	0.152159	0.419476	0.149467	0.235782	0.216224	0.340533	0.162106	0.417446	0.291284	0.217647	0.265525	0.0981219	0.172429	0.146672	0.442699	0.0411395	0.164858	0.0458476	0.0783378	0.056525	0.0390778	0.109666	0.0970362	0.298259	0.0370874	0.0952246	0.0827755	0.0399766	0.162076	0.0231295	0.0738454	0.168757	0.159761	0.0882484	0.284091	0.121269	0.452194	0.985896	2.44064	11.95969	0.358606	0.35862	0.0629599	0.219814	0.3911352	7.457562
58	0	-13154.6	-13122.5	-32.1158	0.9588713	0.273537	0.163968	0.231665	0.138268	0.19454	0.147212	0.234999	0.157183	0.137319	0.358725	0.0753022	0.160215	0.199848	0.296673	0.200504	0.320226	0.335343	0.185582	0.273446	0.037031	0.141441	0.0966437	0.642824	0.0391088	0.0254344	0.0657605	0.0352815	0.0578028	0.216904	0.0804845	0.102355	0.0450234	0.0696382	0.0474953	0.0662601	0.231868	0.0315118	0.0664344	0.0315053	0.25329	0.0602119	0.148719	0.163257	0.128676	0.464031	0.992836	2.41446	10.67813	0.339512	0.375563	0.0623685	0.222557	0.3770905	6.840843
59	1	-13147	-13114.2	-32.8588	0.834135	0.324158	0.160773	0.22286	0.134797	0.187195	0.116775	0.294088	0.181447	0.139684	0.206628	0.106938	0.148694	0.202542	0.273539	0.171536	0.318011	0.277934	0.185097	0.272338	0.109792	0.153434	0.0837522	0.505721	0.0530504	0.135376	0.0756922	0.13757	0.0643241	0.0277524	0.0808271	0.0887399	0.244329	0.0304765	0.0712469	0.0705868	0.0739189	0.12587	0.0404206	0.0896941	0.175322	0.204682	0.0583303	0.225534	0.102799	0.420522	0.965982	2.5107	10.93672	0.358606	0.35862	0.0629599	0.219814	0.3972305	6.851477
60	0	-13162	-13119.9	-42.1133	0.8869288	0.273537	0.136831	0.2124	0.19174	0.202548	0.155633	0.240732	0.193802	0.187002	0.468085	0.164853	0.166759	0.283475	0.213752	0.16673	0.460047	0.258675	0.259832	0.251091	0.0956417	0.190773	0.149462	0.594783	0.0825119	0.0661659	0.0685746	0.0605752	0.0137655	0.225382	0.110661	0.083135	0.105126	0.232585	0.0888287	0.0602791	0.236905	0.00329237	0.0401354	0.023868	0.33687	0.037022	0.0749542	0.291325	0.113878	0.439913	0.97841	2.4678	12.34939	0.340897	0.377095	0.0585423	0.223465	0.3770905	7.760144
61	1	-13150.9	-13113.5	-37.4357	0.8247901	0.306029	0.154713	0.145944	0.175176	0.170497	0.150821	0.323329	0.155895	0.148156	0.353838	0.109053	0.169258	0.223234	0.290193	0.199364	0.302177	0.277934	0.251189	0.307897	0.062648	0.17302	0.0969127	0.55904	0.0215674	0.278995	0.0692547	0.0904203	0.0900003	0.028761	0.0446715	0.100608	0.279477	0.0561652	0.0833407	0.154869	0.0110398	0.0860024	0.0252842	0.0914788	0.166436	0.196074	0.0761077	0.232696	0.100822	0.416926	0.963594	2.51866	11.42323	0.358577	0.358592	0.0630343	0.219797	0.3740458	7.289565
62	0	-13157.3	-13116.4	-40.9522	0.8865457	0.385512	0.213339	0.194668	0.181755	0.230023	0.119456	0.290177	0.178292	0.169348	0.372252	0.0990119	0.210185	0.229817	0.263713	0.270193	0.446303	0.317656	0.20938	0.249617	0.132131	0.212861	0.111712	0.558584	0.00685158	0.131356	0.0249239	0.0623689	0.0169717	0.233319	0.123567	0.0389237	0.10459	0.175321	0.0702196	0.0668547	0.243288	0.0221955	0.0110254	0.044415	0.216549	0.0634745	0.155871	0.218559	0.113799	0.439778	0.978325	2.4681	11.23546	0.337684	0.382966	0.0579905	0.221359	0.3602159	7.67663
63	1	-13149	-13117.4	-31.5936	1.112372	0.365773	0.175181	0.179853	0.165254	0.212969	0.156407	0.25888	0.113828	0.148156	0.336769	0.175001	0.12095	0.251476	0.201826	0.213836	0.294075	0.337719	0.178801	0.251246	0.100837	0.129985	0.140618	0.480395	0.054047	0.131447	0.0913504	0.0837787	0.0911768	0.033034	0.0852238	0.100608	0.143848	0.0533383	0.072712	0.0792043	0.011054	0.055134	0.0477959	0.0819978	0.175852	0.16648	0.0533399	0.238901	0.158814	0.508105	1.01638	2.3167	10.72539	0.342424	0.368749	0.0628042	0.226023	0.3768351	6.840158
64	0	-13157.4	-13119.4	-38.0652	0.6370022	0.292758	0.10851	0.224219	0.154679	0.183757	0.136724	0.28241	0.265883	0.186829	0.380912	0.183994	0.133336	0.256989	0.296193	0.196581	0.32291	0.38163	0.241851	0.231036	0.110705	0.160962	0.0660263	0.558584	0.0431291	0.137857	0.0476725	0.048086	0.00743462	0.140155	0.0887522	0.0703242	0.0748313	0.231538	0.0554632	0.0268513	0.290141	0.0116211	0.0216294	0.067106	0.213932	0.0294454	0.117052	0.166993	0.0608185	0.332226	0.899083	2.70787	10.97275	0.337656	0.378949	0.0588301	0.224564	0.3415568	7.247494
65	1	-13147	-13115	-31.977	0.9547303	0.320272	0.135746	0.195558	0.109908	0.214118	0.173139	0.324536	0.164608	0.148156	0.307574	0.157899	0.144889	0.247798	0.200005	0.179317	0.360077	0.266487	0.244958	0.245579	0.0768786	0.0998531	0.121043	0.484736	0.0330052	0.171702	0.102646	0.114267	0.080833	0.0714216	0.0618052	0.0607916	0.203339	0.0440378	0.0600849	0.0345169	0.012465	0.0331589	0.028866	0.0865992	0.137004	0.233218	0.0745998	0.271053	0.127835	0.462709	0.992074	2.41738	10.26459	0.338662	0.375684	0.0621143	0.22354	0.3610415	6.83855
66	0	-13145.7	-13109	-36.7073	0.7570914	0.298751	0.126196	0.198493	0.167885	0.204524	0.170448	0.270839	0.172709	0.179621	0.371871	0.0857586	0.20504	0.20041	0.265932	0.22896	0.328441	0.282913	0.238415	0.315071	0.076897	0.16659	0.138694	0.414372	0.0223942	0.128391	0.0809116	0.0862312	0.0280656	0.144195	0.0727161	0.0515254	0.0886542	0.171437	0.0384629	0.0200149	0.272456	0.0728616	0.0162269	0.101871	0.264863	0.0782215	0.142615	0.189359	0.0864015	0.389267	0.944318	2.58001	11.39656	0.341687	0.371537	0.0595323	0.227244	0.3415568	7.180303
67	1	-13142.9	-13116.9	-26.0506	0.7591102	0.29492	0.116024	0.221636	0.127215	0.222592	0.109044	0.255127	0.128603	0.107194	0.32808	0.106346	0.0851706	0.225258	0.208994	0.232443	0.287266	0.288181	0.179104	0.205723	0.0673389	0.160869	0.113057	0.389877	0.0447368	0.183548	0.0413595	0.0860782	0.0624376	0.0337773	0.0409768	0.0405001	0.218578	0.028322	0.0614102	0.084781	0.0387987	0.0881545	0.0151342	0.0575172	0.11002	0.224407	0.0532693	0.157802	0.0868333	0.390135	0.944947	2.57808	10.87898	0.349204	0.35625	0.0640478	0.230498	0.3610415	6.131669
68	0	-13149.5	-13111.9	-37.6334	0.7631744	0.273333	0.122325	0.222237	0.151494	0.229579	0.133901	0.374627	0.146678	0.174227	0.405574	0.133541	0.11818	0.232706	0.224641	0.230296	0.394223	0.32759	0.209249	0.264663	0.071003	0.155939	0.103575	0.463475	0.0656312	0.126305	0.0564574	0.0734693	0.0537404	0.143709	0.0983905	0.0738489	0.118143	0.181693	0.0371328	0.0389446	0.246392	0.11317	0.0252847	0.0752719	0.205143	0.0354007	0.125182	0.209526	0.0877022	0.391874	0.946204	2.57422	11.75173	0.360108	0.36114	0.0578664	0.220886	0.3415568	7.265892
69	1	-13144.2	-13114.4	-29.8197	0.8854545	0.274717	0.118015	0.136026	0.151727	0.222592	0.171834	0.258963	0.121363	0.156484	0.408394	0.0920778	0.106485	0.222674	0.261665	0.25699	0.321377	0.241333	0.19068	0.249382	0.107461	0.13501	0.123057	0.366529	0.0618486	0.143285	0.0703041	0.0893979	0.0261776	0.0452032	0.0879821	0.0508928	0.203944	0.0287463	0.0763825	0.0569805	0.0374127	0.0790337	0.0189943	0.0744881	0.157765	0.170433	0.0753009	0.318068	0.113571	0.439392	0.978085	2.46895	11.0855	0.358332	0.368715	0.0609425	0.21201	0.3590907	6.567476
70	0	-13150.4	-13111.2	-39.2463	0.708751	0.294782	0.154898	0.274254	0.130626	0.278308	0.173978	0.279816	0.151954	0.152676	0.391002	0.125584	0.147557	0.281564	0.240589	0.266247	0.473794	0.276436	0.195949	0.282294	0.0853678	0.116144	0.10762	0.436412	0.0384331	0.137378	0.0702258	0.0957496	0.0463738	0.164678	0.0910448	0.0501872	0.0715722	0.127536	0.0883303	0.0511341	0.213325	0.0304991	0.0412734	0.086911	0.218708	0.0658716	0.101215	0.267998	0.0760584	0.36763	0.928069	2.62824	12.3452	0.361302	0.362337	0.0547427	0.221618	0.3262462	7.376296
71	1	-13140.7	-13113.7	-26.9577	0.9296868	0.277915	0.142769	0.186442	0.139047	0.20154	0.144555	0.19394	0.182673	0.122494	0.349675	0.170107	0.146757	0.200629	0.248429	0.166219	0.246023	0.252918	0.170017	0.253684	0.0935705	0.18245	0.11934	0.49533	0.0565609	0.159104	0.0429242	0.0961748	0.042203	0.0355557	0.0437337	0.0673518	0.191866	0.0308922	0.0521945	0.0442624	0.041198	0.114178	0.0152495	0.0886613	0.154766	0.15856	0.056833	0.163526	0.12272	0.454547	0.987297	2.43544	9.782234	0.359362	0.369774	0.0582446	0.212619	0.3869507	6.34232
72	0	-13156.7	-13115.9	-40.776	0.6457834	0.34241	0.16249	0.222485	0.196552	0.227538	0.191969	0.269311	0.193984	0.209161	0.381469	0.104643	0.207011	0.225544	0.274235	0.234492	0.430714	0.331178	0.252966	0.244395	0.11255	0.117382	0.137583	0.484762	0.0184423	0.0924037	0.0529523	0.0341531	0.111556	0.218179	0.049611	0.0595735	0.0595915	0.186128	0.0559943	0.0453761	0.306305	0.0643321	0.0194435	0.097269	0.221975	0.0212427	0.0916002	0.117375	0.0626676	0.336786	0.902992	2.69755	12.56852	0.346205	0.370902	0.0560367	0.226856	0.3262462	7.478327
