Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-24237.7	-24249.9	12.2417	0.107518	0.0297743	0.00933295	0.00743587	0.0117453	0.0208489	0.00457207	0.00606742	0.00933218	0.0363072	0.199248	0.0483768	0.200353	0.0237224	0.0162563	0.0249084	0.110736	0.00624539	0.017683	0.525991	0.00520132	0.0345613	0.184896	0.0108945	0.109967	0.100794	0.126173	0.0238213	0.206193	0.0963579	0.0873006	0.0514881	0.0370136	0.140832	0.0728103	0.212795	0.17665	0.391294	0.0685007	0.0645369	0.159342	0.0155072	0.129281	0.228506	0.0522417	0.253687	0.0258411	0.0151795	0.424545	0.173476	0.352668	0.0452633	0.428593	3.922665
10	-16602	-16622.1	20.0941	0.139362	0.0746497	0.0200605	0.0600299	0.0694825	0.0753892	0.0145328	0.0144515	0.0277781	0.0895747	0.155095	0.106453	0.16784	0.0689311	0.0202583	0.051667	0.124653	0.0211888	0.074849	0.13711	0.0127598	0.0677295	0.143527	0.0164166	0.0215847	0.0522347	0.108652	0.036878	0.135625	0.125216	0.0418839	0.0405646	0.0234208	0.0718997	0.0704774	0.131048	0.0457686	0.201737	0.0651843	0.0398634	0.102422	0.0240442	0.0451316	0.175415	0.447917	0.114862	0.0655573	0.195217	0.00103147	0.137911	0.318086	0.146183	0.39782	3.137425
20	-15317.4	-15337.9	20.4498	0.117645	0.0753607	0.0303241	0.0769359	0.127046	0.0892137	0.0585115	0.0772645	0.0978179	0.171245	0.0814311	0.0829146	0.102564	0.080413	0.144917	0.0835483	0.124653	0.0386293	0.132187	0.0805933	0.0412603	0.113681	0.133144	0.0378626	0.036299	0.0417204	0.0333924	0.0172997	0.157919	0.101753	0.0313686	0.020977	0.0212148	0.0608099	0.051122	0.0377574	0.0260332	0.0326794	0.0362182	0.0256708	0.0532368	0.0194187	0.0978012	0.263515	0.249948	0.085829	0.0178975	0.381033	0.00177754	0.141097	0.325435	0.172497	0.360971	3.101854
30	-14594.1	-14613.9	19.7769	0.124303	0.0936791	0.0922214	0.0803332	0.0986123	0.0916509	0.125985	0.0783047	0.101354	0.126358	0.0688476	0.0653532	0.111486	0.0805414	0.102713	0.115079	0.143814	0.116769	0.126592	0.076184	0.0803377	0.0890006	0.179449	0.0116088	0.0550372	0.0106168	0.0285868	0.0487705	0.109575	0.0296357	0.0596909	0.0219261	0.0462653	0.0155419	0.051122	0.0455954	0.0412116	0.0553939	0.0133936	0.025492	0.0633774	0.0494993	0.0178341	0.192673	0.268287	0.0817847	0.0242058	0.419142	0.0139074	0.23324	0.263538	0.17608	0.327142	3.169141
40	-14533.2	-14552.5	19.2164	0.136467	0.127626	0.0837634	0.12166	0.108627	0.083479	0.124027	0.0702717	0.0889903	0.201118	0.0853503	0.0788829	0.0900893	0.0833371	0.0999393	0.12633	0.1331	0.116769	0.134445	0.0661715	0.0912045	0.078462	0.1819	0.0167575	0.0253396	0.0193437	0.042853	0.0654036	0.0311147	0.0126927	0.0464574	0.0229619	0.0442754	0.0369184	0.0363921	0.0416389	0.0192478	0.0417272	0.0245058	0.0322572	0.0759597	0.0573229	0.0200147	0.201603	0.246668	0.0837098	0.0247755	0.429008	0.0142347	0.234137	0.260706	0.176757	0.3284	3.225193
50	-14532.2	-14553	20.786	0.120981	0.0957083	0.0876082	0.0854448	0.0923854	0.0657203	0.126444	0.0748612	0.0907461	0.180461	0.100305	0.0845389	0.0864855	0.0869918	0.109416	0.127608	0.134144	0.10598	0.12052	0.0915069	0.0726107	0.0780784	0.149476	0.00983037	0.0289954	0.0297966	0.0441831	0.058775	0.035682	0.0167518	0.0334184	0.0452342	0.0362565	0.0211727	0.0313238	0.0546098	0.0224004	0.0514029	0.0162138	0.038351	0.0846614	0.027384	0.0137694	0.203908	0.249488	0.0846667	0.0223636	0.433913	0.00566151	0.231642	0.257927	0.185531	0.3249	3.068235
60	-14526.1	-14545.4	19.2291	0.122827	0.0944512	0.104	0.09311	0.127294	0.0768667	0.113844	0.0781438	0.104477	0.193908	0.0855634	0.0679731	0.109668	0.103051	0.11695	0.141194	0.128483	0.0969672	0.12693	0.0845015	0.0875404	0.0916501	0.173446	0.0147898	0.0202068	0.0196501	0.0383164	0.0561532	0.0349647	0.0293542	0.0505696	0.0205583	0.0454428	0.0195163	0.0299726	0.0599411	0.0170439	0.0480103	0.00921396	0.0441313	0.081776	0.0459883	0.0154806	0.19546	0.251415	0.0832864	0.021999	0.426839	0.0210012	0.238525	0.265591	0.161331	0.334553	3.22392
70	-14516.1	-14535.3	19.1952	0.144859	0.0864861	0.104	0.104462	0.111449	0.0767278	0.119027	0.088222	0.0880573	0.193908	0.0758853	0.0913783	0.0760647	0.113629	0.111597	0.157299	0.11677	0.109041	0.118535	0.08892	0.0980634	0.0888354	0.165468	0.0170638	0.0251399	0.0230586	0.0404225	0.0585494	0.0279235	0.0163915	0.0413164	0.0286964	0.0600042	0.0367852	0.0158877	0.0397505	0.00778514	0.0545524	0.0195263	0.0457849	0.0848972	0.0461124	0.00897989	0.200618	0.25805	0.0745395	0.0225796	0.438102	0.00611131	0.240911	0.250314	0.162945	0.345829	3.227311
80	-14518.9	-14538.4	19.4729	0.153465	0.103331	0.0967009	0.10022	0.0982997	0.0798291	0.143029	0.0578045	0.0965958	0.2271	0.073084	0.0798179	0.0767185	0.117842	0.141125	0.121505	0.125356	0.104502	0.135775	0.0812409	0.0827113	0.0813279	0.173352	0.0211801	0.0258894	0.0149	0.0255655	0.0410072	0.024988	0.0229319	0.0429926	0.0326925	0.0322879	0.0289962	0.00844823	0.0488933	0.0227926	0.0531325	0.0176111	0.035069	0.0775416	0.0533483	0.0185416	0.204831	0.26347	0.0761051	0.0247214	0.416966	0.0139062	0.242103	0.23114	0.163751	0.363006	3.199543
90	-14502.8	-14522.8	20.0091	0.148604	0.0916379	0.121505	0.104034	0.0936311	0.0770566	0.152694	0.0901917	0.0916971	0.181563	0.0698079	0.0763911	0.0977016	0.108038	0.112542	0.118484	0.114533	0.119165	0.0995531	0.0854448	0.0895511	0.0875841	0.170203	0.0144477	0.0176327	0.0269531	0.0415949	0.0396616	0.0164382	0.0207029	0.0396122	0.035476	0.0389005	0.0275917	0.0158621	0.0510047	0.00841912	0.048296	0.0184248	0.037832	0.0866123	0.0321024	0.026748	0.209826	0.269894	0.0574751	0.0214245	0.427134	0.0142453	0.241894	0.230941	0.16361	0.363556	3.145926
