Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
258	0	-13147.3	-13111.7	-35.6045	0.9918087	0.279482	0.133228	0.169085	0.152823	0.243091	0.195389	0.280678	0.163715	0.123372	0.330669	0.135671	0.141322	0.200722	0.216094	0.209925	0.337425	0.296578	0.218341	0.253307	0.0780816	0.194129	0.180537	0.496428	0.0968368	0.119732	0.00251538	0.0634253	0.0590575	0.0925684	0.0258607	0.0276556	0.0122859	0.029996	0.114966	0.0257863	0.285869	0.21874	0.192717	0.162768	0.03216	0.0681722	0.130117	0.0738984	0.0313793	0.372231	0.0611334	0.0277009	0.460386	0.0471699	0.135317	0.474276	0.998629	2.39178	0.341989	0.389398	0.0631694	0.205443	0.3795318	6.865216
259	1	-13149.9	-13107.3	-42.6044	0.7438824	0.328267	0.197375	0.209335	0.157469	0.253524	0.140381	0.231841	0.170875	0.192984	0.518128	0.153548	0.198232	0.270153	0.348771	0.224642	0.306428	0.290149	0.185132	0.257982	0.0856711	0.16597	0.110119	0.582272	0.0301414	0.0921157	0.0416682	0.254132	0.0766555	0.0439859	0.0527845	0.0596901	0.0733445	0.0219799	0.0577687	0.0867465	0.00630312	0.0420649	0.0300963	0.174844	0.114508	0.169797	0.292343	0.264984	0.021554	0.436239	0.0488285	0.0413868	0.406118	0.0458737	0.0835755	0.38352	0.940104	2.5928	0.350269	0.372738	0.0598589	0.217133	0.3508278	7.565202
260	0	-13141.8	-13106.2	-35.5673	0.8164582	0.267884	0.156297	0.225551	0.150439	0.21425	0.169353	0.288526	0.165558	0.141859	0.364618	0.140604	0.143344	0.206276	0.302629	0.168052	0.337425	0.24328	0.251136	0.215982	0.0796185	0.190663	0.0803889	0.472707	0.0870759	0.12311	0.00305171	0.0551658	0.0493775	0.0927885	0.0902251	0.0555903	0.0093607	0.0379947	0.124708	0.0148323	0.204934	0.192592	0.141059	0.184692	0.0316541	0.064309	0.246789	0.0757423	0.032265	0.343568	0.0534681	0.0296658	0.47338	0.0676534	0.0990558	0.413677	0.961413	2.52585	0.373214	0.359836	0.0603381	0.206612	0.3732245	6.861493
261	1	-13155.7	-13107.1	-48.591	0.7863417	0.321897	0.165855	0.243684	0.217217	0.231969	0.214455	0.230682	0.166395	0.194274	0.386077	0.131326	0.149036	0.242317	0.246937	0.299457	0.454574	0.331388	0.214762	0.306868	0.142747	0.203165	0.143735	0.582272	0.0301507	0.0921157	0.0342373	0.42027	0.0686205	0.0790967	0.0180564	0.130764	0.0773624	0.0300873	0.0696247	0.0839506	0.0374988	0.0656219	0.0625869	0.257014	0.155725	0.138297	0.253046	0.238646	0.0218242	0.441708	0.0485261	0.0419057	0.41121	0.0348256	0.0926492	0.401576	0.953097	2.55268	0.34028	0.383243	0.056867	0.21961	0.3636796	8.163863
262	0	-13140.7	-13103.6	-37.1093	0.7714739	0.343905	0.163501	0.220409	0.198838	0.179283	0.163866	0.231624	0.159234	0.152344	0.373093	0.134618	0.12044	0.244894	0.196653	0.170024	0.399071	0.263107	0.240665	0.214506	0.126768	0.165647	0.115942	0.512873	0.0994852	0.111752	0.0587714	0.0442941	0.0570218	0.089727	0.0485574	0.081906	0.00289744	0.0273626	0.126919	0.0293458	0.235129	0.192592	0.179843	0.136688	0.0465428	0.0859701	0.238981	0.030602	0.0323479	0.330362	0.0489127	0.0219607	0.514323	0.0520935	0.0894759	0.395391	0.948726	2.56641	0.346664	0.374762	0.067244	0.21133	0.3602317	7.015695
263	1	-13151.1	-13102.7	-48.4276	0.7083273	0.388181	0.191219	0.234993	0.184875	0.277306	0.174433	0.312462	0.179912	0.216687	0.435078	0.162809	0.204746	0.288006	0.30535	0.195875	0.384734	0.339143	0.277301	0.316963	0.0954048	0.158114	0.108148	0.665447	0.0554283	0.0788998	0.0126477	0.197	0.0441054	0.0975196	0.0426208	0.0774309	0.0132609	0.0640033	0.086213	0.179901	0.0289783	0.0697164	0.0241335	0.184632	0.138235	0.20633	0.232723	0.216558	0.0242424	0.395446	0.0502868	0.0374546	0.44553	0.0470405	0.0759678	0.367433	0.927916	2.62868	0.362958	0.376108	0.0539154	0.207019	0.3490129	8.147524
264	0	-13148.6	-13110.8	-37.7755	0.9633521	0.295404	0.199885	0.240405	0.147416	0.213611	0.135828	0.223774	0.164876	0.171541	0.411472	0.143521	0.177281	0.244709	0.214984	0.250466	0.366441	0.370736	0.242997	0.227255	0.132085	0.164261	0.101903	0.472933	0.0585285	0.0962571	0.101791	0.0525367	0.0439346	0.0894236	0.0275092	0.0460609	0.0282242	0.00784934	0.112002	0.0207201	0.187205	0.152955	0.14041	0.183719	0.046815	0.0553582	0.293074	0.0241565	0.0356875	0.358782	0.0546364	0.025477	0.474897	0.0505207	0.129585	0.465452	0.993652	2.41131	0.338599	0.379567	0.0639943	0.217839	0.3915157	7.082316
265	1	-13159.2	-13111.3	-47.9322	0.6870119	0.317534	0.191219	0.206904	0.156074	0.380758	0.12789	0.277874	0.170904	0.189706	0.395419	0.0995834	0.234822	0.230983	0.22117	0.257656	0.380044	0.264677	0.238388	0.357734	0.13965	0.159491	0.166659	0.703092	0.0253606	0.0504678	0.0545247	0.224803	0.0458022	0.0830497	0.0310571	0.044764	0.103817	0.0514391	0.103175	0.15643	0.019542	0.112645	0.131099	0.13952	0.165554	0.204776	0.27387	0.208061	0.0185667	0.370018	0.0550836	0.0362872	0.480388	0.039657	0.0714164	0.357337	0.919959	2.65129	0.35663	0.369551	0.0613982	0.212421	0.3641782	8.09799
266	0	-13146.9	-13110.8	-36.1104	0.9117915	0.251297	0.161165	0.207142	0.147416	0.223684	0.15301	0.244187	0.159937	0.190468	0.372335	0.0878907	0.211323	0.213872	0.219996	0.20702	0.35115	0.26845	0.287757	0.205036	0.11265	0.129112	0.0969842	0.473783	0.116376	0.128049	0.0433868	0.0883892	0.0533363	0.0875639	0.0874334	0.0529164	0.0266344	0.0790792	0.109928	0.0377246	0.271042	0.206667	0.140133	0.120005	0.0181455	0.0549319	0.186603	0.0317931	0.0358564	0.363856	0.0469149	0.0278145	0.473208	0.0523505	0.119035	0.448533	0.983695	2.44874	0.348466	0.366779	0.0642189	0.220536	0.3807422	6.915804
267	1	-13152.7	-13111.2	-41.4262	0.7782182	0.332274	0.127897	0.209783	0.142843	0.296489	0.188959	0.318294	0.22159	0.105839	0.341522	0.114961	0.109943	0.261937	0.281498	0.220261	0.419976	0.277898	0.212075	0.249543	0.101973	0.135657	0.150873	0.507462	0.0507414	0.119034	0.0765609	0.279109	0.0562011	0.0405989	0.0588693	0.064895	0.103246	0.0131803	0.0515187	0.132503	0.0956403	0.0466284	0.0493891	0.0770424	0.118411	0.233931	0.237315	0.21302	0.01972	0.375877	0.0566092	0.0423182	0.462966	0.0425097	0.090916	0.398214	0.950732	2.56014	0.359026	0.372115	0.0612838	0.207575	0.3781405	7.447384
268	0	-13150.4	-13114.5	-35.9056	0.6573007	0.257099	0.0945727	0.178357	0.147903	0.217257	0.146094	0.257815	0.130301	0.162683	0.340134	0.180903	0.139829	0.235711	0.192089	0.229451	0.332756	0.265169	0.214269	0.226263	0.0883469	0.119693	0.110256	0.551865	0.105603	0.065619	0.0286158	0.0708414	0.134111	0.0779449	0.0431694	0.100554	0.0237022	0.0627713	0.146115	0.045875	0.216715	0.132764	0.185802	0.180165	0.032853	0.107698	0.268644	0.0469448	0.0294765	0.326163	0.0557262	0.0381665	0.510969	0.0394993	0.0651017	0.342667	0.907956	2.68428	0.355632	0.372626	0.0695345	0.202208	0.3414931	6.895326
269	1	-13157.8	-13110.4	-47.4192	0.6875113	0.35784	0.210528	0.207005	0.148293	0.325316	0.171681	0.307714	0.21171	0.159769	0.42155	0.131743	0.130027	0.158914	0.237558	0.260425	0.365597	0.325982	0.289456	0.283154	0.0966164	0.157774	0.100266	0.594979	0.0483945	0.120778	0.0370593	0.269287	0.143071	0.0427126	0.0240119	0.0721579	0.062636	0.0841836	0.0691203	0.14932	0.0217706	0.12048	0.0428057	0.204454	0.201745	0.154305	0.245504	0.278993	0.0240286	0.341107	0.0613338	0.0193628	0.530672	0.0234965	0.0715229	0.357578	0.920151	2.65075	0.34836	0.371085	0.0692155	0.211339	0.3586253	8.046687
270	0	-13145.3	-13107.4	-37.8838	0.8115409	0.318188	0.141852	0.201096	0.15839	0.253435	0.142242	0.239021	0.169925	0.134201	0.470189	0.122782	0.135269	0.216893	0.232621	0.206872	0.345537	0.321038	0.292038	0.18369	0.096184	0.170407	0.0851568	0.531446	0.0776859	0.0619203	0.0377698	0.0528621	0.0942974	0.0747746	0.0232981	0.0858418	0.0269376	0.0341109	0.119182	0.0236867	0.180225	0.330369	0.133301	0.178145	0.0207128	0.0820132	0.233036	0.0544985	0.0302597	0.305553	0.0723245	0.0117858	0.532227	0.0478507	0.0980121	0.411739	0.960102	2.53015	0.357899	0.371138	0.0736145	0.197348	0.3393478	7.09314
271	1	-13159.6	-13112.1	-47.491	0.8459581	0.362875	0.146516	0.191477	0.207349	0.190649	0.162632	0.250819	0.167159	0.209413	0.341834	0.11204	0.206016	0.316869	0.301761	0.222697	0.452378	0.33688	0.211304	0.303443	0.120436	0.286776	0.144606	0.455229	0.00339033	0.0957297	0.0213656	0.198878	0.0342375	0.0748626	0.0396448	0.0908071	0.062636	0.0857904	0.125339	0.149125	0.0310817	0.0400207	0.0910435	0.301097	0.0866903	0.265225	0.301475	0.254269	0.02703	0.371387	0.0546246	0.0242244	0.472622	0.050112	0.105294	0.424999	0.968919	2.50079	0.343275	0.388321	0.0647834	0.203621	0.3650259	8.053868
272	0	-13138.6	-13103.3	-35.3385	0.8070147	0.308654	0.149508	0.185306	0.162011	0.250709	0.142125	0.202503	0.134401	0.149749	0.348226	0.173558	0.12226	0.22568	0.198435	0.20252	0.338107	0.285349	0.224284	0.249297	0.0935975	0.162666	0.123441	0.597974	0.0837802	0.107486	0.0224892	0.0546136	0.0657153	0.045242	0.0234089	0.0773093	0.014787	0.0075626	0.114737	0.0268251	0.174459	0.235475	0.173142	0.200002	0.042799	0.0611854	0.198017	0.0792151	0.0316751	0.309018	0.0632554	0.0340366	0.5125	0.0495149	0.0970505	0.409943	0.95888	2.53413	0.358598	0.37192	0.0717489	0.197733	0.3789941	6.838612
273	1	-13155.2	-13105.4	-49.8518	0.7021494	0.400311	0.17559	0.226544	0.157915	0.347234	0.140119	0.30599	0.148519	0.170087	0.336989	0.16048	0.195444	0.258399	0.33388	0.283821	0.373324	0.29203	0.19674	0.338987	0.11775	0.234261	0.148487	0.627865	0.017635	0.125339	0.0217634	0.319575	0.0709579	0.0309037	0.0811517	0.0953598	0.0678238	0.0437373	0.0755974	0.211583	0.0954744	0.0673577	0.131244	0.157449	0.081729	0.176382	0.188745	0.259372	0.0230629	0.359955	0.0434767	0.028323	0.48088	0.0643029	0.0746475	0.364543	0.925662	2.63515	0.365311	0.368956	0.0641389	0.201595	0.3509464	8.289946
274	0	-13159.5	-13111.1	-48.3751	0.8271139	0.350519	0.221472	0.197125	0.207584	0.261665	0.123605	0.259657	0.162923	0.12953	0.398249	0.112447	0.155807	0.28418	0.293141	0.232206	0.436882	0.358942	0.308311	0.315999	0.118057	0.247768	0.106677	0.606466	0.059857	0.14592	0.038886	0.114344	0.0465069	0.0808656	0.0300372	0.0682648	0.031385	0.0398015	0.132119	0.0206218	0.289146	0.209416	0.26406	0.151846	0.0416839	0.0611854	0.337396	0.0897267	0.0347752	0.346964	0.0569406	0.0196553	0.487043	0.0546219	0.101314	0.417825	0.964194	2.51667	0.364328	0.359774	0.0650263	0.210872	0.3385087	8.14228
275	1	-13144.8	-13100.6	-44.2356	0.6378184	0.371661	0.165237	0.226769	0.193547	0.263611	0.192433	0.304503	0.17777	0.138146	0.515782	0.110634	0.19232	0.239283	0.240167	0.242907	0.405646	0.338547	0.241144	0.313797	0.103632	0.176385	0.12436	0.503118	0.00694767	0.0819047	0.00834759	0.209686	0.0729465	0.0427542	0.0363079	0.0957562	0.06261	0.0237188	0.0655171	0.190138	0.0172573	0.100403	0.0494294	0.163783	0.065434	0.200588	0.213827	0.239568	0.0258245	0.371154	0.050588	0.0400918	0.466803	0.0455382	0.0609901	0.332652	0.899451	2.70691	0.352291	0.372949	0.0613188	0.213441	0.3573485	7.728323
276	0	-13149.8	-13113.9	-35.9639	0.7467963	0.260598	0.155758	0.239264	0.152838	0.244136	0.146907	0.244282	0.13841	0.167781	0.406945	0.116611	0.166687	0.275584	0.191596	0.20975	0.298668	0.276038	0.201949	0.210208	0.146206	0.127636	0.116715	0.657843	0.0564986	0.0754365	0.00567181	0.0850195	0.0625504	0.0621149	0.0312489	0.0767494	0.0238884	0.0507767	0.0642309	0.00592596	0.286925	0.240893	0.181798	0.145089	0.0253147	0.0437556	0.147959	0.0768981	0.0455375	0.334301	0.0498547	0.0202132	0.500868	0.049226	0.084199	0.384798	0.941048	2.58995	0.336967	0.371083	0.0718043	0.220146	0.3639326	6.901154
277	1	-13154.9	-13109.7	-45.1472	0.936689	0.340714	0.164039	0.274628	0.194818	0.283523	0.162269	0.283495	0.192279	0.130764	0.506844	0.119408	0.210279	0.296005	0.249993	0.232677	0.444442	0.280539	0.219714	0.344257	0.0937558	0.159756	0.11624	0.545624	0.0211552	0.088651	0.00543031	0.166011	0.0694234	0.0534379	0.0319795	0.105481	0.0317635	0.0551743	0.0983381	0.0870066	0.076449	0.0259609	0.10226	0.136582	0.05582	0.181785	0.254313	0.326401	0.0252041	0.418805	0.0453151	0.0311161	0.418147	0.0614128	0.124155	0.456858	0.988663	2.43032	0.34972	0.379014	0.0560826	0.215183	0.3864707	7.819487
278	0	-13147.8	-13115	-32.7879	0.9753854	0.275517	0.135422	0.208161	0.121632	0.230566	0.156358	0.22812	0.173405	0.166901	0.376604	0.0969592	0.155911	0.210007	0.174792	0.204046	0.353203	0.24644	0.228862	0.186503	0.110288	0.133979	0.171727	0.460424	0.0372022	0.0882238	0.0636788	0.0461317	0.0780242	0.0693793	0.0427121	0.0598872	0.0258409	0.0938275	0.0367659	0.0187313	0.187939	0.222266	0.191109	0.13352	0.0110243	0.091066	0.211767	0.0686314	0.0429236	0.353269	0.049139	0.0141313	0.487292	0.0532458	0.132017	0.469226	0.995799	2.40296	0.359283	0.352214	0.0696474	0.218855	0.384141	6.583555
279	1	-13161	-13112.8	-48.253	0.6145556	0.418223	0.193899	0.210511	0.186547	0.321526	0.161693	0.260517	0.240323	0.224361	0.359565	0.129115	0.222765	0.268317	0.301192	0.245574	0.405804	0.348928	0.239237	0.288876	0.081772	0.230877	0.178084	0.585602	0.0330073	0.0914472	0.010377	0.24136	0.0767684	0.0382628	0.071035	0.0513619	0.0123518	0.0744577	0.0637969	0.114067	0.0125079	0.0610153	0.0403759	0.21354	0.121666	0.259358	0.277377	0.162625	0.0176099	0.441553	0.0480832	0.0310305	0.416997	0.0447263	0.0561233	0.320267	0.888567	2.73504	0.362542	0.369746	0.0577899	0.209922	0.3792442	8.130065
280	0	-13143.8	-13116.1	-27.7734	0.8476407	0.265341	0.145192	0.144515	0.11057	0.225711	0.143947	0.2593	0.13254	0.0971981	0.316908	0.0766878	0.143133	0.232735	0.287107	0.165751	0.346807	0.255735	0.168849	0.204871	0.0995551	0.151676	0.0948053	0.422852	0.0329891	0.101875	0.0310991	0.0552632	0.0381342	0.0809014	0.053332	0.0523623	0.0083047	0.0938275	0.0140047	0.0313755	0.169488	0.198136	0.12227	0.150408	0.0230167	0.0747073	0.195853	0.0629733	0.0426015	0.37549	0.059219	0.0183371	0.469688	0.0346645	0.105648	0.42563	0.969329	2.49939	0.349336	0.369175	0.0686921	0.212797	0.3799076	6.082107
281	1	-13151.9	-13110.1	-41.7813	0.7728761	0.308873	0.152749	0.204654	0.179388	0.265753	0.179374	0.22199	0.149978	0.181787	0.383802	0.134798	0.156531	0.268317	0.261015	0.222553	0.410738	0.274235	0.277719	0.362735	0.0805299	0.130717	0.0891227	0.558851	0.0128688	0.100429	0.0261194	0.203675	0.0717307	0.0371006	0.0657278	0.0834502	0.0375101	0.0167908	0.0858797	0.0656726	0.125047	0.110842	0.0777126	0.176081	0.105934	0.206685	0.254801	0.162625	0.0254609	0.437072	0.0450505	0.0211802	0.422734	0.0485026	0.0897754	0.39598	0.949146	2.5651	0.354279	0.374367	0.0576827	0.213671	0.3834599	7.48289
282	0	-13155.1	-13120.8	-34.3185	0.9206441	0.282447	0.122866	0.155063	0.140012	0.206141	0.0930805	0.237947	0.122882	0.188423	0.405334	0.0954845	0.119982	0.165331	0.190905	0.228649	0.270976	0.324084	0.188224	0.236866	0.0919408	0.173341	0.111519	0.74708	0.0256971	0.107929	0.0276272	0.046526	0.06745	0.0747673	0.0450305	0.067994	0.00556403	0.0967979	0.0301002	0.0182533	0.378624	0.213239	0.178159	0.140163	0.0147126	0.0831228	0.151142	0.0651422	0.0348412	0.320799	0.0576134	0.0260598	0.510393	0.050294	0.120861	0.451527	0.985497	2.44211	0.341675	0.376428	0.0746042	0.207293	0.3928492	6.736618
283	1	-13149.6	-13107.8	-41.8308	0.7472335	0.315826	0.118224	0.203501	0.111523	0.28798	0.127494	0.276432	0.159872	0.189722	0.383802	0.205102	0.14549	0.280834	0.248214	0.265504	0.409231	0.357524	0.267544	0.295153	0.110723	0.164352	0.0948021	0.598281	0.031584	0.0817707	0.0278591	0.217193	0.0789065	0.0330082	0.0285712	0.0625656	0.0239961	0.0444582	0.0643701	0.12736	0.0567872	0.0401242	0.0682222	0.11473	0.1026	0.237829	0.218243	0.210534	0.0192663	0.407802	0.0511832	0.0297216	0.427266	0.0647602	0.0842926	0.384989	0.941189	2.58953	0.347162	0.386506	0.0577412	0.208591	0.3541596	7.487842
284	0	-13142.1	-13111.6	-30.4695	0.8480591	0.329967	0.121271	0.158907	0.137494	0.229234	0.110155	0.22983	0.147293	0.158647	0.39372	0.0954845	0.114928	0.1761	0.194629	0.225798	0.27479	0.249757	0.226635	0.24505	0.10342	0.146317	0.100872	0.50747	0.0397803	0.0818368	0.00380767	0.0493203	0.0496978	0.0607699	0.040025	0.0538367	0.00626925	0.0220335	0.0457087	0.0169722	0.247119	0.233126	0.153199	0.144629	0.0254862	0.112968	0.227786	0.0595746	0.0324691	0.33708	0.0605376	0.0130233	0.492859	0.0640309	0.105736	0.425787	0.969431	2.49905	0.351226	0.374224	0.0651744	0.209376	0.389692	6.351715
285	1	-13151	-13114.1	-36.8674	0.8206877	0.315551	0.171925	0.177823	0.108732	0.205592	0.204027	0.257354	0.151326	0.189432	0.357529	0.176571	0.118133	0.198238	0.248214	0.269777	0.378919	0.254201	0.256265	0.195972	0.0517987	0.123206	0.0756581	0.547326	0.031584	0.0736262	0.0329672	0.215693	0.0732878	0.0831503	0.0489899	0.0668831	0.116946	0.0198932	0.035775	0.0424481	0.0266518	0.0973189	0.0934056	0.127788	0.110624	0.24156	0.207783	0.21156	0.0231808	0.410069	0.0522041	0.0255065	0.421734	0.0673051	0.0999527	0.415332	0.962526	2.52219	0.354029	0.376922	0.0608196	0.20823	0.385966	6.991503
286	0	-13140.4	-13109.2	-31.1606	0.8214671	0.244475	0.186925	0.201685	0.141475	0.18745	0.189022	0.233135	0.130283	0.117828	0.291064	0.119307	0.125589	0.185632	0.212677	0.164176	0.348578	0.237102	0.167831	0.221033	0.108561	0.146317	0.120616	0.477049	0.0548635	0.115537	0.0100775	0.101797	0.07795	0.0759855	0.0415915	0.0568585	0.0411117	0.0444353	0.139031	0.041131	0.172058	0.206561	0.158121	0.126261	0.0551122	0.0660192	0.201597	0.0769183	0.0352633	0.363513	0.0655848	0.0164985	0.472991	0.046149	0.100118	0.415635	0.96273	2.52152	0.335737	0.378496	0.0659183	0.219849	0.3733054	6.420827
287	1	-13163.4	-13119.6	-43.8013	0.8046198	0.364361	0.157975	0.20203	0.265964	0.260866	0.217472	0.274536	0.180895	0.152432	0.350692	0.143389	0.202825	0.191162	0.311868	0.184812	0.405823	0.282495	0.213706	0.301625	0.0517987	0.23561	0.129388	0.571176	0.00822452	0.0807447	0.00234897	0.215693	0.0657957	0.114489	0.077029	0.0467425	0.116946	0.0745758	0.0339192	0.0208248	0.068093	0.0498878	0.100269	0.158979	0.126034	0.152497	0.296423	0.222483	0.0257299	0.354233	0.0569765	0.0278382	0.466109	0.0691128	0.0965414	0.408987	0.958227	2.53624	0.357628	0.370957	0.0605978	0.210817	0.3648004	7.6849
288	0	-13141.1	-13112.9	-28.2551	0.9091986	0.282547	0.143195	0.182874	0.119797	0.211528	0.149609	0.21757	0.176772	0.187744	0.319018	0.139218	0.118785	0.179574	0.186288	0.24354	0.310731	0.229697	0.171646	0.247771	0.103905	0.10734	0.107943	0.366529	0.0401394	0.0804819	0.018167	0.0693222	0.0750903	0.0540718	0.0298826	0.0533642	0.0470635	0.0374186	0.123282	0.0134505	0.161233	0.154181	0.165791	0.163915	0.0384607	0.0323162	0.167279	0.101738	0.0382797	0.360607	0.0598579	0.0180428	0.479062	0.04415	0.118499	0.447648	0.983159	2.45069	0.338543	0.379912	0.0728984	0.208647	0.3955649	6.130271
289	1	-13149.2	-13103.6	-45.5544	0.8771992	0.339764	0.112853	0.173348	0.187989	0.232457	0.187907	0.285931	0.180895	0.186373	0.531351	0.148634	0.167189	0.249367	0.30864	0.208663	0.394434	0.274606	0.267589	0.254999	0.103342	0.173176	0.155154	0.625159	0.0101612	0.0752403	0.00250648	0.267029	0.0831855	0.0753132	0.0539685	0.0470779	0.0696326	0.0131577	0.106716	0.072673	0.00412285	0.0498878	0.0658676	0.228942	0.176179	0.218351	0.212188	0.278187	0.0213568	0.408048	0.0540309	0.0302487	0.449466	0.0368498	0.111849	0.436453	0.976247	2.47545	0.36434	0.375505	0.0578972	0.202258	0.3956237	7.860209
290	0	-13147.3	-13117.1	-30.2538	0.8137578	0.316585	0.194677	0.183096	0.131879	0.232371	0.155905	0.273109	0.133747	0.123659	0.319018	0.130536	0.102318	0.290602	0.207552	0.183045	0.35021	0.244121	0.189627	0.198517	0.127663	0.144296	0.0826227	0.392592	0.0766644	0.111642	0.0615942	0.0367718	0.0240875	0.0818753	0.0509846	0.0306193	0.0427192	0.0592848	0.0858753	0.0457154	0.200747	0.140289	0.158053	0.0847588	0.058034	0.0657247	0.132576	0.074384	0.0340399	0.354068	0.0620464	0.0308358	0.482476	0.0365344	0.0984828	0.412615	0.960695	2.52821	0.363582	0.352625	0.0729162	0.210877	0.3614596	6.330147
291	1	-13163.2	-13111.1	-52.0937	0.7037596	0.375196	0.0766347	0.173348	0.140505	0.294505	0.237716	0.288459	0.180463	0.18516	0.447505	0.152044	0.168696	0.29092	0.272579	0.266234	0.377121	0.372085	0.27226	0.322304	0.126108	0.186796	0.11371	0.653374	0.0571271	0.0505344	0.0542755	0.315892	0.122658	0.0436639	0.0421598	0.112511	0.0520011	0.0271284	0.120897	0.0790279	0.00192604	0.0747228	0.136388	0.202846	0.130559	0.153852	0.383998	0.378248	0.0215197	0.394681	0.0423122	0.0197345	0.471317	0.0504363	0.0749915	0.365299	0.926254	2.63346	0.361143	0.377768	0.060248	0.200842	0.378651	8.51414
292	0	-13152.3	-13117.8	-34.4808	0.811828	0.250635	0.177252	0.176996	0.143495	0.204786	0.169596	0.274038	0.180798	0.153987	0.450982	0.14486	0.122463	0.252522	0.31219	0.194227	0.293581	0.222847	0.197669	0.235971	0.0944824	0.15223	0.0805849	0.50247	0.0893546	0.0922604	0.0303113	0.0745867	0.0699425	0.0514194	0.0369538	0.0541043	0.0427192	0.0436632	0.086756	0.0353523	0.0852418	0.211489	0.208821	0.148542	0.0323786	0.0498288	0.261282	0.0591753	0.0295246	0.392783	0.0601657	0.0388153	0.441325	0.0373863	0.098073	0.411853	0.960179	2.5299	0.336634	0.382354	0.0675118	0.2135	0.3388775	6.752843
293	1	-13164.1	-13115.1	-48.9656	0.7644544	0.301361	0.123554	0.241016	0.186553	0.244509	0.23387	0.288459	0.180463	0.155351	0.487449	0.173595	0.180383	0.34724	0.308933	0.134059	0.338957	0.327313	0.236091	0.254629	0.0856602	0.207285	0.125968	0.727654	0.0510864	0.0840989	0.0434207	0.29364	0.0930074	0.0768581	0.0236281	0.0948279	0.0520011	0.0810323	0.124763	0.0582963	0.0102644	0.0979229	0.0753851	0.150089	0.063258	0.170724	0.405144	0.261525	0.0223363	0.373244	0.0535808	0.0335948	0.469393	0.0478515	0.0879759	0.392419	0.946597	2.57301	0.356299	0.38064	0.0589125	0.204149	0.378651	8.201325
294	0	-13153.1	-13113.2	-39.8269	0.9249658	0.323228	0.148062	0.247697	0.129898	0.2297	0.138999	0.299665	0.153953	0.179022	0.378228	0.201927	0.131293	0.244621	0.236931	0.137117	0.379122	0.270747	0.239591	0.240904	0.099906	0.16516	0.127952	0.489505	0.0151346	0.0950503	0.0429942	0.108818	0.0706055	0.0725795	0.0269451	0.100288	0.0552309	0.0365616	0.163175	0.0115693	0.168464	0.343617	0.122426	0.123771	0.0598106	0.0529684	0.311313	0.112904	0.0347446	0.355387	0.0546623	0.030715	0.479829	0.0446623	0.12175	0.452975	0.986362	2.43891	0.35434	0.372149	0.0657099	0.207801	0.3760117	7.287455
295	1	-13153.7	-13107.8	-45.9223	0.7892273	0.400654	0.187637	0.170687	0.178769	0.260282	0.204238	0.310999	0.180463	0.12981	0.399051	0.157119	0.173338	0.309551	0.303234	0.253847	0.375021	0.308622	0.228135	0.297692	0.0832362	0.29033	0.153712	0.544943	0.0353252	0.0488177	0.009631	0.321233	0.114759	0.0477668	0.0515625	0.0529185	0.0537691	0.0239733	0.0583854	0.0569986	0.00656223	0.0882525	0.0584555	0.170945	0.129897	0.170244	0.214515	0.281612	0.0234807	0.379884	0.0511218	0.0374803	0.447934	0.0600989	0.0932644	0.40276	0.953925	2.55005	0.347251	0.387534	0.0584658	0.20675	0.3655749	7.896993
296	0	-13155.7	-13118.5	-37.2196	0.7875056	0.254276	0.119205	0.22762	0.151263	0.291476	0.11294	0.191341	0.183785	0.161314	0.355358	0.0926522	0.128508	0.198772	0.245422	0.228207	0.254509	0.256163	0.210025	0.238526	0.0510802	0.166523	0.11476	0.55578	0.0239438	0.170693	0.108545	0.0772614	0.0895519	0.106951	0.0496442	0.0612564	0.0269153	0.03647	0.146195	0.0533846	0.355738	0.288691	0.140572	0.122679	0.0223424	0.0991373	0.179633	0.0776115	0.0284373	0.371522	0.0479057	0.0298078	0.464673	0.0576543	0.0928974	0.402055	0.953432	2.55162	0.349445	0.381021	0.0646028	0.204931	0.3636842	7.026721
