Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
100	-13150.2	-13123.5	-26.6551	1.012823	0.238281	0.164716	0.157835	0.116092	0.201211	0.137188	0.17929	0.146552	0.14481	0.276478	0.112576	0.168268	0.203493	0.241458	0.167646	0.317989	0.234004	0.198564	0.222462	0.0784483	0.142399	0.128204	0.425903	0.0897514	0.00980391	0.0402814	0.0475765	0.155576	0.077217	0.00893573	0.07108	0.0912089	0.061237	0.0166962	0.00698679	0.192566	0.0445723	0.0897245	0.274831	0.191081	0.0506073	0.0446392	0.00203738	0.0437493	0.284748	0.0787836	0.020875	0.535368	0.0364757	0.139505	0.480573	1.00209	2.37783	0.320132	0.377385	0.0834305	0.219053	0.382407	5.970279
110	-13142.7	-13115.4	-27.2519	0.9892233	0.309775	0.142972	0.171052	0.119362	0.154491	0.164818	0.193968	0.144282	0.139299	0.307871	0.127973	0.138228	0.191314	0.194386	0.176039	0.322792	0.303724	0.201339	0.215658	0.097563	0.130862	0.0910201	0.397267	0.183276	0.0157058	0.0491985	0.0455361	0.125245	0.0478728	0.0139461	0.0476914	0.125905	0.0548061	0.0323324	0.00719387	0.240036	0.0488024	0.0599725	0.154571	0.197268	0.0592487	0.0740833	0.0112097	0.0457086	0.2975	0.0823119	0.0113468	0.531849	0.0312836	0.134799	0.473489	0.998191	2.39352	0.322437	0.372901	0.0840313	0.22063	0.3660733	6.029955
120	-13148.6	-13116.7	-31.9068	0.88769	0.332205	0.182528	0.160575	0.13174	0.198959	0.164213	0.22092	0.111926	0.184785	0.306903	0.126428	0.157318	0.21185	0.24098	0.241255	0.335691	0.217917	0.174438	0.206685	0.0756031	0.212893	0.0901824	0.47171	0.144195	0.0633679	0.0386471	0.0605793	0.150369	0.0544202	0.0262519	0.026036	0.0897856	0.0584742	0.043919	0.00837193	0.169999	0.0613722	0.109828	0.222207	0.234911	0.0943841	0.07643	0.00418843	0.0423065	0.307106	0.0632365	0.0158414	0.524919	0.0465908	0.114037	0.440182	0.978576	2.46721	0.342715	0.361741	0.0815164	0.214027	0.3660733	6.495441
130	-13145.2	-13109.4	-35.7871	0.9055355	0.320332	0.119731	0.189756	0.161732	0.18723	0.20313	0.245176	0.158357	0.167101	0.359333	0.153598	0.125768	0.246428	0.250271	0.219862	0.267878	0.283067	0.277297	0.278747	0.0653254	0.177913	0.0885166	0.570409	0.163792	0.0510916	0.036226	0.062302	0.0936506	0.103189	0.0295489	0.027942	0.128326	0.091132	0.0701399	0.0193844	0.199796	0.0349902	0.10994	0.229875	0.168226	0.0732508	0.0627354	0.0109726	0.041029	0.306748	0.0575921	0.0160455	0.53205	0.0465364	0.117742	0.446393	0.982396	2.45347	0.342715	0.361741	0.0815164	0.214027	0.3660733	6.883472
140	-13165.8	-13125.2	-40.6928	0.8938091	0.391657	0.239015	0.227453	0.134594	0.149272	0.15212	0.287727	0.158357	0.167783	0.371513	0.140277	0.115461	0.21654	0.221632	0.165941	0.25549	0.27365	0.268757	0.304397	0.0863668	0.151512	0.158472	0.684087	0.152437	0.0246729	0.043199	0.0463715	0.195939	0.0630926	0.0381413	0.0141853	0.127025	0.0518181	0.0916738	0.0410331	0.21712	0.0790898	0.0944175	0.338005	0.232198	0.0724703	0.0883509	0.0407264	0.0428139	0.320092	0.0537301	0.023638	0.510187	0.0495383	0.11531	0.44233	0.979906	2.46245	0.344747	0.363886	0.0819997	0.209368	0.3660733	7.374041
150	-13152.1	-13109.4	-42.7034	0.8699668	0.353627	0.163568	0.243438	0.113621	0.273941	0.175494	0.261577	0.159006	0.161115	0.41948	0.125288	0.135305	0.182765	0.276314	0.204899	0.308887	0.334375	0.268757	0.257367	0.142375	0.166162	0.126304	0.626377	0.144558	0.0368182	0.028589	0.0596232	0.167531	0.0704749	0.0959862	0.0150452	0.106272	0.0821053	0.102359	0.0413312	0.236358	0.0899789	0.107451	0.239893	0.270525	0.0935695	0.0887051	0.0178867	0.0345883	0.255457	0.052469	0.018939	0.595247	0.0433	0.110337	0.433849	0.974604	2.48121	0.344747	0.363886	0.0819997	0.209368	0.3660733	7.575103
160	-13160.7	-13121.4	-39.2575	0.8147641	0.34303	0.146073	0.209361	0.18098	0.275056	0.161765	0.197925	0.142065	0.156946	0.401946	0.124658	0.176997	0.189549	0.237533	0.252428	0.234591	0.344929	0.218973	0.298244	0.0790216	0.140252	0.101994	0.498175	0.1923	0.0231791	0.0280636	0.0536435	0.213401	0.136058	0.0303705	0.0211259	0.0658	0.097255	0.104988	0.0807339	0.17576	0.0635737	0.161564	0.202931	0.289256	0.101379	0.0370405	0.0396001	0.0422011	0.270025	0.0554612	0.0191179	0.585784	0.0274109	0.0986963	0.413011	0.960963	2.52733	0.344747	0.363886	0.0819997	0.209368	0.3660733	7.230513
170	-13161.6	-13123.3	-38.3136	0.7659999	0.271513	0.170849	0.2518	0.151432	0.192491	0.122751	0.236018	0.131258	0.142139	0.431776	0.107668	0.138105	0.22316	0.246758	0.216802	0.297992	0.384273	0.285126	0.228719	0.104078	0.117875	0.126572	0.486813	0.179755	0.0435994	0.101651	0.0525139	0.186069	0.0802368	0.0112691	0.0134309	0.0727362	0.0887946	0.0814015	0.0590154	0.340954	0.0734761	0.124926	0.26285	0.121171	0.0767315	0.0812353	0.018341	0.0372023	0.304594	0.0551796	0.0179398	0.549685	0.035399	0.0883062	0.393076	0.94707	2.57155	0.344747	0.363886	0.0819997	0.209368	0.3660733	7.136127
180	-13154.2	-13118	-36.2321	0.8780306	0.368771	0.187222	0.209463	0.105464	0.20707	0.193555	0.251179	0.109048	0.198593	0.41017	0.12088	0.147524	0.181297	0.188671	0.195791	0.294456	0.346122	0.229459	0.292896	0.0608929	0.171821	0.100573	0.523607	0.115939	0.0238882	0.0745931	0.057761	0.143837	0.0776884	0.0417606	0.0239123	0.0796625	0.05615	0.0694208	0.0348767	0.226152	0.0511101	0.136178	0.179432	0.237184	0.0441355	0.126257	0.0335122	0.0473233	0.302489	0.0547983	0.0178158	0.545887	0.031687	0.112023	0.436751	0.976434	2.47479	0.353518	0.359015	0.080902	0.206565	0.3619313	6.927976
190	-13143	-13105.6	-37.3274	0.9000276	0.327494	0.151716	0.209338	0.127427	0.226914	0.169064	0.265825	0.130297	0.173685	0.360102	0.109078	0.183742	0.281695	0.23857	0.179547	0.311736	0.279971	0.192552	0.268686	0.101921	0.174776	0.134747	0.552692	0.207884	0.0337736	0.0300207	0.0318881	0.143837	0.0838352	0.0665784	0.0426471	0.0938483	0.0222834	0.0416693	0.0355352	0.167242	0.0712869	0.111204	0.25636	0.249752	0.0712203	0.109606	0.0154572	0.0391812	0.296827	0.0615474	0.0208341	0.535668	0.0459429	0.116601	0.444493	0.981236	2.45767	0.353518	0.359015	0.080902	0.206565	0.3619313	7.037506
200	-13142.9	-13106.5	-36.4259	0.8244906	0.323704	0.184172	0.18977	0.153267	0.21952	0.186931	0.285394	0.125392	0.138271	0.288832	0.103277	0.158259	0.212638	0.23857	0.212133	0.302538	0.279681	0.233712	0.24776	0.0928998	0.165646	0.163275	0.517266	0.202625	0.0479185	0.029655	0.0562335	0.178488	0.0845202	0.0519591	0.0435417	0.120978	0.0763438	0.0641112	0.0269444	0.212824	0.0791893	0.0850078	0.299794	0.117912	0.0743927	0.0447565	0.0272483	0.0383466	0.303706	0.0511089	0.0181959	0.532352	0.0562906	0.100758	0.41681	0.963517	2.51891	0.357368	0.362924	0.0817829	0.197925	0.3619313	6.947351
210	-13149.6	-13114.4	-35.179	0.8457584	0.308133	0.195932	0.226354	0.115138	0.203904	0.162751	0.25565	0.131817	0.204759	0.253462	0.122574	0.188631	0.177003	0.28956	0.269025	0.352018	0.298512	0.198235	0.211977	0.108117	0.160404	0.125295	0.518963	0.147189	0.0223366	0.00676085	0.0939094	0.144272	0.0597577	0.0735769	0.030797	0.146648	0.0763438	0.0433739	0.0233368	0.2191	0.0462295	0.0717538	0.161462	0.214406	0.0689126	0.0640238	0.030263	0.0360186	0.276153	0.0572846	0.0173113	0.569598	0.043635	0.105252	0.424924	0.96887	2.50095	0.357588	0.363148	0.0812165	0.198048	0.3631503	6.822667
220	-13150.3	-13108.8	-41.5206	0.8391194	0.331347	0.164777	0.19871	0.17541	0.26289	0.171958	0.230722	0.187879	0.158456	0.367339	0.189469	0.124545	0.249421	0.251254	0.363321	0.309411	0.277027	0.239574	0.264628	0.108066	0.183297	0.114879	0.58676	0.182034	0.0301652	0.0154282	0.13451	0.153124	0.115827	0.0688759	0.0466562	0.0948206	0.107014	0.0558535	0.00568484	0.161252	0.0650753	0.115412	0.273913	0.178992	0.0425913	0.0699884	0.0284683	0.0376578	0.275234	0.057094	0.02624	0.567703	0.0360705	0.103852	0.42242	0.967232	2.5065	0.358692	0.353269	0.079007	0.209032	0.3631503	7.456824
230	-13156.8	-13110.7	-46.1308	0.8061205	0.407988	0.148028	0.19394	0.156296	0.228088	0.155569	0.301473	0.152195	0.118591	0.547318	0.150524	0.178364	0.241304	0.261714	0.24003	0.306937	0.355622	0.21848	0.303654	0.0691058	0.150899	0.173304	0.626844	0.194077	0.0540449	0.0422663	0.066552	0.167469	0.0943737	0.0895397	0.0473891	0.206286	0.0643127	0.133065	0.0202163	0.218793	0.0677749	0.117757	0.285284	0.214225	0.0635474	0.0705504	0.014053	0.0379381	0.277283	0.0543385	0.0173392	0.571929	0.0411715	0.0968605	0.409587	0.958636	2.53492	0.358692	0.353269	0.079007	0.209032	0.34295	7.917845
240	-13159.2	-13112.4	-46.8524	0.8562312	0.341395	0.163976	0.164278	0.156296	0.277991	0.144072	0.258163	0.124476	0.214358	0.356541	0.212815	0.100583	0.235855	0.268754	0.203172	0.403701	0.355851	0.210134	0.35205	0.0886738	0.182279	0.171852	0.643817	0.270335	0.0273156	0.0628177	0.0756678	0.163444	0.0464616	0.0791633	0.0781988	0.0988672	0.0678224	0.0877003	0.0866672	0.201731	0.0504953	0.14898	0.266588	0.346158	0.107479	0.0695071	0.0235238	0.030419	0.286897	0.0538804	0.0219775	0.567109	0.0397178	0.107456	0.428825	0.971396	2.49232	0.346545	0.37517	0.0763314	0.201953	0.3952376	7.990006
250	-13142.1	-13104.3	-37.7527	0.8579723	0.287626	0.219946	0.194001	0.186844	0.247376	0.148203	0.242149	0.155443	0.137536	0.33418	0.122252	0.139699	0.227666	0.253877	0.18117	0.390579	0.360306	0.274746	0.287273	0.106304	0.146733	0.0750828	0.483479	0.205083	0.0391247	0.0433332	0.0321559	0.178024	0.0935739	0.0405017	0.0553624	0.136563	0.0540894	0.0590022	0.0364819	0.190049	0.0478119	0.070777	0.178475	0.280885	0.0535902	0.065122	0.0175577	0.030026	0.29134	0.0590634	0.0205851	0.559781	0.0392046	0.107821	0.429468	0.971809	2.4909	0.359404	0.367788	0.0748293	0.197979	0.3952376	7.080034
260	-13147.2	-13109.5	-37.6575	0.5849583	0.426802	0.11981	0.232082	0.130334	0.233927	0.142315	0.181071	0.155683	0.16546	0.324463	0.133359	0.152628	0.251226	0.222439	0.238859	0.352135	0.260189	0.193995	0.244821	0.121369	0.15359	0.124084	0.525193	0.223059	0.0374835	0.0623319	0.102696	0.197035	0.0580046	0.0349406	0.0659337	0.107204	0.0750905	0.048415	0.00755942	0.228779	0.0481866	0.0944956	0.228956	0.211754	0.0872437	0.0598941	0.00562546	0.0269439	0.35014	0.0648123	0.0243848	0.50232	0.0313996	0.0500212	0.303807	0.873447	2.77272	0.359436	0.367821	0.0747469	0.197997	0.3278725	7.07052
270	-13141.3	-13104.5	-36.771	0.8542819	0.278931	0.145809	0.155298	0.120775	0.243617	0.140909	0.231051	0.142307	0.195985	0.304658	0.121651	0.157028	0.213048	0.283876	0.199242	0.368433	0.233904	0.233248	0.244821	0.0695737	0.144266	0.0634382	0.545835	0.158218	0.0443628	0.0462969	0.0579881	0.131296	0.0984815	0.0334134	0.100606	0.158703	0.0679793	0.0815195	0.0121062	0.233754	0.0723555	0.133075	0.287907	0.248942	0.0723726	0.0831967	0.0215865	0.0248993	0.33882	0.0660489	0.0263296	0.511904	0.0319987	0.107046	0.428104	0.970931	2.49392	0.36305	0.365745	0.0743251	0.19688	0.3714159	6.981864
280	-13152.4	-13115.4	-36.9648	0.854913	0.38861	0.134685	0.17677	0.14605	0.254744	0.181596	0.257976	0.088817	0.158352	0.320019	0.159778	0.120024	0.230402	0.249525	0.231548	0.34028	0.266006	0.218483	0.276357	0.110371	0.1263	0.132485	0.613932	0.126413	0.0118073	0.0502313	0.075736	0.103179	0.0761522	0.0231987	0.0527479	0.165374	0.0526058	0.0708037	0.00694081	0.239001	0.0357173	0.0996112	0.286993	0.203661	0.0287686	0.0821145	0.0270823	0.0256999	0.349714	0.0694198	0.0175767	0.505131	0.0324578	0.107179	0.428337	0.971082	2.4934	0.36305	0.365745	0.0743251	0.19688	0.3901236	7.001246
290	-13145.6	-13107.1	-38.4287	0.854913	0.360683	0.137029	0.206923	0.140492	0.236057	0.128398	0.331938	0.108385	0.167358	0.409733	0.151435	0.132448	0.252366	0.269928	0.223848	0.325556	0.329407	0.217603	0.226423	0.0988792	0.166662	0.124665	0.576336	0.197225	0.0138177	0.0725546	0.110426	0.161815	0.0582666	0.0639103	0.021792	0.101027	0.0974706	0.0391821	0.0660266	0.136981	0.084843	0.0920736	0.161882	0.190877	0.0836547	0.0433503	0.0279018	0.0250858	0.341357	0.0677609	0.0171567	0.505485	0.043154	0.107179	0.428337	0.971082	2.4934	0.36305	0.365745	0.0743251	0.19688	0.3901236	7.147631
300	-13141.8	-13105.6	-36.1757	0.771365	0.318378	0.172234	0.185182	0.135049	0.201657	0.177194	0.270505	0.168341	0.185072	0.319957	0.109174	0.123699	0.276156	0.234923	0.23425	0.332672	0.303293	0.202421	0.273976	0.12304	0.177966	0.156863	0.496268	0.148517	0.0080959	0.0247193	0.0513527	0.108715	0.0752105	0.0393039	0.0849334	0.113932	0.066271	0.0481418	0.0679468	0.191131	0.0788096	0.102868	0.208554	0.185567	0.0679207	0.0652848	0.0067873	0.0267168	0.342769	0.0680412	0.0172277	0.507576	0.0376686	0.0894526	0.395345	0.948693	2.56651	0.36305	0.365745	0.0743251	0.19688	0.3901236	6.922334
310	-13142.4	-13105.7	-36.7204	0.8383644	0.28181	0.159291	0.173292	0.204024	0.210948	0.156437	0.242873	0.17496	0.1278	0.361525	0.130794	0.132838	0.254298	0.188094	0.201597	0.349252	0.284291	0.244077	0.286698	0.0867203	0.184263	0.0797092	0.480645	0.197171	0.0300969	0.0775411	0.094483	0.14494	0.0650469	0.0439091	0.0851719	0.108835	0.0881138	0.0549286	0.0218325	0.162126	0.0276291	0.114254	0.222186	0.284394	0.0616302	0.0763627	0.0199178	0.0259367	0.332761	0.0660544	0.0345044	0.506148	0.0345958	0.103692	0.422133	0.967043	2.50713	0.361522	0.372343	0.0657033	0.200432	0.365026	6.976808
320	-13152.9	-13109	-43.8561	0.6164073	0.35182	0.18383	0.167029	0.179562	0.265442	0.175184	0.257828	0.176053	0.140824	0.470468	0.132697	0.156805	0.247403	0.327614	0.218062	0.293976	0.403151	0.26539	0.267484	0.149664	0.156936	0.105208	0.551786	0.192485	0.0592236	0.090075	0.0639698	0.163721	0.0364232	0.0424111	0.0372299	0.139504	0.0656275	0.0612235	0.0149161	0.26506	0.0836057	0.124801	0.207011	0.247274	0.0684108	0.0357822	0.0473985	0.0264439	0.339267	0.0583083	0.0351791	0.516045	0.0247561	0.0565087	0.32127	0.889464	2.73276	0.339485	0.384746	0.0686616	0.207108	0.3469863	7.690371
330	-13153.2	-13107.6	-45.5841	0.8351812	0.292187	0.163061	0.20659	0.186032	0.323103	0.178883	0.252802	0.143754	0.136765	0.387155	0.124482	0.237453	0.236724	0.225437	0.271929	0.382512	0.269734	0.247796	0.253487	0.134244	0.15508	0.120117	0.647319	0.196244	0.0546204	0.0811047	0.0898702	0.247773	0.0698728	0.00407593	0.0675052	0.146684	0.0916731	0.0356522	0.0163844	0.245014	0.0900313	0.127444	0.269148	0.292782	0.0547841	0.0871649	0.0187053	0.0281353	0.361877	0.0553963	0.0235481	0.490272	0.0407708	0.10302	0.420922	0.966246	2.50981	0.338514	0.386505	0.0684652	0.206515	0.3760325	7.86318
340	-13149.5	-13104.6	-44.8619	0.7643882	0.332426	0.156615	0.251323	0.192058	0.235625	0.186481	0.267582	0.204602	0.184075	0.387155	0.145786	0.143169	0.232552	0.240449	0.218754	0.348397	0.340148	0.244872	0.298076	0.109061	0.189757	0.127429	0.538367	0.0963849	0.00452775	0.0648678	0.0850942	0.254591	0.0889076	0.00261732	0.0580421	0.120713	0.142591	0.0886179	0.070803	0.290382	0.103015	0.0974837	0.318667	0.16882	0.0701563	0.0814704	0.00843981	0.0288	0.36163	0.0553584	0.023532	0.489937	0.0407429	0.0879617	0.392391	0.946577	2.57307	0.340482	0.388752	0.0666212	0.204144	0.3687359	7.790952
350	-13155.7	-13106.1	-49.6125	0.8373382	0.401883	0.201826	0.244011	0.140344	0.254089	0.240885	0.361076	0.156317	0.164156	0.424108	0.114048	0.160588	0.226482	0.288763	0.285857	0.451202	0.296628	0.303692	0.28852	0.141901	0.212762	0.11592	0.510798	0.158392	0.0144812	0.0680647	0.103195	0.220155	0.129332	0.0174149	0.0904789	0.103004	0.103693	0.0616966	0.0606258	0.303331	0.0545639	0.10287	0.19026	0.318247	0.109038	0.0683055	0.00300898	0.0286639	0.360538	0.0533119	0.0252493	0.499238	0.0329997	0.103475	0.421743	0.966787	2.50799	0.334744	0.382201	0.0616845	0.22137	0.3687359	8.266014
360	-13159	-13105.3	-53.7609	0.7400911	0.315546	0.16269	0.226404	0.188185	0.303871	0.156673	0.381152	0.150909	0.231483	0.470386	0.143037	0.19977	0.278892	0.320019	0.223614	0.331734	0.43846	0.374925	0.260679	0.0856791	0.180996	0.110076	0.715969	0.171102	0.0283558	0.0688678	0.0641609	0.22961	0.134358	0.0177669	0.0237454	0.140951	0.116883	0.0508276	0.115446	0.255938	0.0690456	0.162771	0.31266	0.279128	0.0857732	0.0961716	0.00614771	0.0272326	0.350993	0.0519005	0.0221597	0.486021	0.0616934	0.0827641	0.381848	0.938865	2.59652	0.35179	0.370538	0.0599748	0.217697	0.3695622	8.680859
370	-13169	-13117.3	-51.6932	0.6693189	0.401115	0.0847423	0.240981	0.173271	0.222597	0.168171	0.432068	0.187882	0.18815	0.568095	0.147333	0.192553	0.256133	0.320019	0.222185	0.34233	0.360331	0.262185	0.344562	0.191281	0.215383	0.14763	0.52975	0.270002	0.0435037	0.0114606	0.0919781	0.219758	0.0878776	0.0474481	0.013172	0.111916	0.0313374	0.0913969	0.0454393	0.237263	0.0708787	0.108006	0.334986	0.368689	0.0523481	0.0322574	0.00562311	0.0281955	0.363403	0.0537355	0.0214917	0.4693	0.0638747	0.0676507	0.348687	0.912946	2.67072	0.339013	0.386856	0.0606044	0.213527	0.3695622	8.474089
