Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
2936	0	-15810.2	-15821.9	11.6915	0.147767	0.0885751	0.119572	0.10441	0.131906	0.0759889	0.126709	0.0751459	0.104659	0.141687	0.0595828	0.0757313	0.102245	0.0842473	0.118361	0.139215	0.139344	0.114162	0.120095	0.0760379	0.0872712	0.101723	0.187125	0.0351694	0.0373497	0.033575	0.0461443	0.0204107	0.0314202	0.0468663	0.0275653	0.0717773	0.0222861	0.0369494	0.0381578	0.0800991	0.020554	0.0515813	0.0374633	0.0240963	0.063391	0.0406916	0.0326447	3.319753
2937	1	-15805	-15817.4	12.3656	0.132665	0.0951539	0.0894505	0.0979472	0.114916	0.0853902	0.139038	0.0652223	0.103331	0.175056	0.066245	0.106232	0.0959611	0.0964751	0.110751	0.122453	0.13128	0.116637	0.0950261	0.0897178	0.0919955	0.0921533	0.154876	0.0274737	0.0247113	0.0495503	0.0398871	0.0474769	0.0470134	0.0917982	0.0510214	0.0325169	0.0246507	0.0379314	0.044868	0.0351305	0.0297103	0.0365853	0.0341722	0.0406251	0.0292497	0.0274142	0.0325878	3.252347
2938	0	-15800.6	-15814.1	13.5362	0.122858	0.113943	0.115131	0.0922445	0.10035	0.0829767	0.111108	0.0744501	0.12716	0.1439	0.073096	0.0836553	0.0972205	0.0858874	0.104661	0.111276	0.136709	0.116221	0.112061	0.0792976	0.0828111	0.0765247	0.171075	0.0285421	0.0236732	0.0242916	0.0469918	0.024403	0.0309549	0.0288861	0.0281452	0.0605958	0.0266261	0.0428243	0.0266946	0.0824181	0.0294755	0.0512792	0.0230599	0.0193205	0.03735	0.0364255	0.0487109	3.135286
2939	1	-15801.3	-15813.9	12.6594	0.146066	0.103616	0.0924636	0.102136	0.11238	0.0734446	0.146551	0.0757384	0.0923053	0.16392	0.0705327	0.105294	0.0943389	0.105017	0.0981997	0.132599	0.128235	0.0957328	0.125792	0.0812481	0.0812666	0.0936353	0.171506	0.0261553	0.015393	0.0403717	0.0264305	0.039504	0.0292832	0.0627702	0.0378261	0.0287486	0.0358519	0.0461546	0.0410804	0.0449293	0.0313394	0.0236154	0.0336137	0.0348948	0.0326443	0.049649	0.0506958	3.222968
2940	0	-15813	-15825.1	12.0771	0.134219	0.09713	0.0827737	0.114416	0.123782	0.108719	0.118885	0.0956022	0.0950823	0.175716	0.0700726	0.0815679	0.103338	0.0778305	0.119353	0.114085	0.121796	0.120189	0.136911	0.0850271	0.0988828	0.0874172	0.187437	0.0357939	0.0299488	0.019266	0.0372001	0.0312732	0.0293623	0.018028	0.0163998	0.0694828	0.0217991	0.0348295	0.0274443	0.0752861	0.0223688	0.0409096	0.0283937	0.0118647	0.0803693	0.0341791	0.0667626	3.281193
2941	1	-15800.8	-15813.1	12.2248	0.118803	0.102215	0.0960159	0.0979349	0.121978	0.0886934	0.130746	0.0747441	0.107232	0.175603	0.0860578	0.0999952	0.104888	0.118192	0.0910714	0.129521	0.118019	0.113015	0.133611	0.0640568	0.0971869	0.0805446	0.190101	0.0281667	0.0258709	0.0578862	0.0249231	0.03918	0.0291283	0.071431	0.0333448	0.0287486	0.0218007	0.0390725	0.0293412	0.0383279	0.0441921	0.0208217	0.027292	0.0424724	0.0239783	0.0430062	0.0572175	3.266429
2942	0	-15805.3	-15817.9	12.5433	0.155051	0.0927677	0.12755	0.0820984	0.0988633	0.096137	0.137131	0.068861	0.108117	0.164858	0.0701795	0.0752401	0.103544	0.0964063	0.103992	0.0919815	0.138003	0.113498	0.121671	0.0850271	0.0754945	0.087172	0.162821	0.0378384	0.039648	0.0239702	0.0502675	0.0417343	0.0310857	0.0307151	0.0184272	0.0635929	0.0305691	0.0259164	0.0342968	0.0977836	0.0271928	0.0456287	0.0345297	0.0247439	0.0507306	0.0290849	0.0403543	3.234575
2943	1	-15806.2	-15818.9	12.6858	0.137158	0.119295	0.0941189	0.0991256	0.099515	0.0831936	0.125653	0.0693352	0.0915183	0.166847	0.0830476	0.103766	0.112923	0.0841859	0.11632	0.145646	0.121238	0.126644	0.126615	0.0563721	0.103941	0.069434	0.152739	0.0304078	0.0368513	0.0563142	0.0311964	0.0417479	0.0194172	0.0849278	0.0347886	0.035664	0.00901127	0.0405447	0.0221164	0.0341053	0.030509	0.0363345	0.0202686	0.0437333	0.0320305	0.0427502	0.0489804	3.220331
2944	0	-15802.6	-15815.6	13.0463	0.148898	0.111175	0.0950892	0.0918111	0.109718	0.0712614	0.116689	0.0746991	0.0911134	0.165687	0.0819371	0.0731807	0.099539	0.0820648	0.114671	0.129417	0.12847	0.117046	0.110585	0.0679703	0.106349	0.0857148	0.175001	0.0437076	0.0239985	0.0164618	0.051129	0.0162125	0.0382188	0.0347667	0.0237895	0.0687441	0.0117244	0.0396237	0.035044	0.0896088	0.0244954	0.0530153	0.0261916	0.0252416	0.0449361	0.0380908	0.0311916	3.184278
2945	1	-15808.9	-15820.7	11.8448	0.119245	0.110466	0.131527	0.112103	0.0977661	0.0868176	0.114861	0.087525	0.102058	0.176088	0.0848	0.0797063	0.0803051	0.105742	0.112956	0.151904	0.104401	0.116373	0.122052	0.0798427	0.0965464	0.0960756	0.158365	0.0328146	0.0174697	0.0652731	0.0265029	0.0403354	0.0397456	0.105063	0.0593044	0.0277747	0.012963	0.0519456	0.0277067	0.0332101	0.0329048	0.0210017	0.0256966	0.0284241	0.0428675	0.0393823	0.0465113	3.304424
2946	0	-15823.3	-15835	11.6721	0.1259	0.122502	0.115772	0.0806649	0.0973105	0.0879174	0.116226	0.0855243	0.113027	0.186359	0.110855	0.0793457	0.0960119	0.0773339	0.114671	0.129417	0.154136	0.09884	0.137588	0.0814097	0.115871	0.0778381	0.17966	0.0424083	0.0166209	0.0124074	0.0489354	0.0168062	0.0324876	0.0380482	0.0347748	0.0513243	0.0283426	0.0523234	0.035044	0.0829042	0.0236344	0.0343536	0.0300713	0.0266403	0.0622087	0.0452706	0.022909	3.321696
2947	1	-15802.6	-15814.9	12.2964	0.143962	0.0979099	0.121532	0.089516	0.0994363	0.0746102	0.148005	0.0860421	0.101658	0.17295	0.0820794	0.0907929	0.0941532	0.104942	0.0995094	0.131899	0.117693	0.116169	0.116401	0.0775155	0.0777445	0.0988754	0.153744	0.0406514	0.0349456	0.0507135	0.0277437	0.0448478	0.0162604	0.0912713	0.0694208	0.016594	0.0245289	0.0392213	0.0315069	0.0400541	0.0296652	0.0264484	0.0344497	0.0369111	0.0293391	0.0359294	0.0416272	3.259271
2948	0	-15807.9	-15821.1	13.1832	0.134377	0.105131	0.088117	0.0844017	0.106378	0.0837422	0.119173	0.0749799	0.0975859	0.160488	0.0835343	0.0863591	0.0802881	0.0844366	0.13471	0.104247	0.140972	0.119485	0.119781	0.0827886	0.092973	0.0848901	0.148041	0.0161145	0.0299469	0.0200046	0.0353006	0.0236861	0.0352185	0.0481475	0.0168323	0.0721499	0.0311829	0.0346042	0.0548863	0.0721607	0.019392	0.0574726	0.0306347	0.0159412	0.064744	0.021855	0.0534288	3.170583
2949	1	-15805.4	-15817.6	12.2001	0.106906	0.0999829	0.100375	0.102132	0.0955314	0.0942471	0.117372	0.0895423	0.0962919	0.166182	0.0854267	0.0907785	0.0971736	0.11588	0.117327	0.151034	0.118668	0.116169	0.137986	0.0816598	0.0797863	0.087679	0.188409	0.0400986	0.0253791	0.0421028	0.0256991	0.0680816	0.031814	0.057633	0.04415	0.0180329	0.0213272	0.0392817	0.0229908	0.0358758	0.056189	0.0206783	0.0284556	0.0337937	0.0275629	0.0304347	0.0627825	3.268903
2950	0	-15804.6	-15818.3	13.7311	0.124188	0.092089	0.0934928	0.0932811	0.111355	0.0812371	0.109529	0.0794906	0.0908369	0.156163	0.0681119	0.0743255	0.0994808	0.0731095	0.12303	0.114561	0.150067	0.119485	0.118603	0.0819919	0.0841966	0.101571	0.172616	0.0238688	0.0275401	0.0131453	0.0575453	0.0171712	0.0405204	0.0330662	0.0139956	0.0631355	0.0161822	0.025133	0.0336889	0.0874246	0.0287042	0.0435481	0.0254048	0.0251323	0.0412717	0.0425826	0.0439284	3.115802
2951	1	-15807.8	-15821.1	13.3571	0.0987612	0.112785	0.100375	0.0996466	0.128865	0.0848749	0.136655	0.0742685	0.102902	0.155457	0.095156	0.0710703	0.0829379	0.0889863	0.0925871	0.132812	0.128557	0.106215	0.119515	0.0719792	0.0792023	0.0770556	0.142224	0.0396744	0.0332581	0.057596	0.0333907	0.0709526	0.0239482	0.0785052	0.0289093	0.0443456	0.0267462	0.0478096	0.014571	0.046999	0.0337907	0.0248595	0.0228329	0.0410421	0.0301673	0.0412646	0.0296506	3.153201
2952	0	-15804.9	-15817	12.1096	0.138509	0.107145	0.0856953	0.0963512	0.105677	0.0740674	0.1107	0.0844364	0.110372	0.149119	0.102899	0.0961035	0.105747	0.101657	0.124818	0.120053	0.12187	0.146036	0.12695	0.0776768	0.100195	0.0739502	0.160936	0.0379852	0.0275401	0.0149315	0.0403413	0.0268296	0.0359165	0.0246787	0.0324941	0.0483582	0.0329988	0.0413096	0.0357219	0.088129	0.0280133	0.0490186	0.0203718	0.0289624	0.0585861	0.0369552	0.047838	3.277944
2953	1	-15803.1	-15815.8	12.7571	0.11889	0.0938137	0.103406	0.106559	0.116968	0.0724341	0.107701	0.075225	0.0784844	0.165508	0.0822769	0.0783622	0.107468	0.0935328	0.127572	0.140208	0.141323	0.112541	0.123058	0.0773551	0.0965184	0.0989432	0.162019	0.0348369	0.0127586	0.0454898	0.0302468	0.0592974	0.0231311	0.0985473	0.0607482	0.0304381	0.0226342	0.0524337	0.00808215	0.0414853	0.0197423	0.0285515	0.032774	0.0276103	0.0325163	0.0266688	0.04504	3.213199
2954	0	-15810.8	-15823.4	12.5586	0.137853	0.0940021	0.0763602	0.102523	0.113848	0.0811777	0.110683	0.071037	0.0975218	0.166453	0.103912	0.0866836	0.0815287	0.0828952	0.107949	0.093147	0.130167	0.121453	0.105575	0.0996801	0.0909633	0.0806118	0.183277	0.0279201	0.0413801	0.0181024	0.0551619	0.0274229	0.0422517	0.0402672	0.0140383	0.0600914	0.024597	0.048076	0.0291947	0.0816714	0.0268608	0.0595422	0.0348588	0.0147374	0.0691665	0.0304738	0.0679332	3.233049
2955	1	-15802.6	-15815.3	12.7092	0.10341	0.100578	0.0842688	0.118721	0.122638	0.0850515	0.124509	0.0975695	0.100871	0.148975	0.0761499	0.0884848	0.104471	0.0869859	0.133685	0.119994	0.132512	0.103778	0.114601	0.0966036	0.0825764	0.100054	0.155841	0.036654	0.0198587	0.0471756	0.0154853	0.0612062	0.026565	0.085023	0.0380152	0.0285204	0.0240795	0.0489463	0.0201045	0.0396126	0.0299091	0.0303081	0.0304862	0.0475747	0.0166131	0.0359285	0.0535983	3.217992
2956	0	-15805.3	-15818.8	13.4953	0.109687	0.107255	0.106964	0.0764846	0.107761	0.0773711	0.153905	0.0751763	0.0785278	0.179992	0.0748129	0.0756116	0.103681	0.087402	0.115691	0.111788	0.121997	0.113788	0.112285	0.0725744	0.106388	0.0928338	0.167244	0.0331705	0.0301732	0.0203835	0.0431448	0.0215071	0.0259751	0.0168672	0.0208622	0.055571	0.0338636	0.0369275	0.0456633	0.0914917	0.0342685	0.0417373	0.0156434	0.0283658	0.0409788	0.0346494	0.0389103	3.139374
2957	1	-15808.4	-15820.9	12.516	0.110409	0.0948464	0.0860254	0.108824	0.105688	0.0973439	0.114748	0.0834244	0.0784371	0.148662	0.0706242	0.108504	0.0919178	0.120373	0.113655	0.139166	0.146901	0.0901577	0.128745	0.0659452	0.0825764	0.0915209	0.20174	0.0298311	0.0217207	0.0474865	0.0287401	0.0623697	0.0225644	0.0718688	0.0464522	0.0253008	0.0244732	0.0522463	0.017603	0.0396126	0.0293871	0.0299889	0.0368438	0.0354572	0.0404477	0.0479224	0.046753	3.237304
2958	0	-15805.9	-15818.5	12.6658	0.120911	0.111131	0.10045	0.0736883	0.12883	0.0692065	0.116078	0.0678601	0.0885666	0.153812	0.0961182	0.0814064	0.0982178	0.104248	0.105547	0.123886	0.123713	0.109215	0.120977	0.0792459	0.107028	0.0928806	0.163897	0.0341846	0.0237218	0.0255441	0.055623	0.0314771	0.0306979	0.0246683	0.0142044	0.0628741	0.0379362	0.0448302	0.0343428	0.0910063	0.0268036	0.0602695	0.0324599	0.0245233	0.063412	0.014857	0.0519741	3.222325
2959	1	-15809.1	-15820.9	11.8504	0.159014	0.111239	0.11653	0.109151	0.126271	0.0815928	0.150043	0.095439	0.0824326	0.17317	0.0681314	0.0928201	0.0800315	0.0971421	0.0968249	0.147227	0.120925	0.125145	0.133904	0.0814257	0.100053	0.0672776	0.185969	0.0435837	0.0135581	0.0580718	0.0206918	0.0484077	0.0173803	0.0755511	0.0360051	0.0244918	0.00875661	0.046045	0.0173132	0.0357985	0.0400135	0.0360392	0.0290378	0.0384031	0.0234657	0.0255576	0.0639375	3.303868
2960	0	-15811.3	-15824	12.659	0.11132	0.0857408	0.0992068	0.0972514	0.110236	0.0691417	0.120763	0.0725321	0.0938926	0.151053	0.0800705	0.0864897	0.0826702	0.129699	0.090536	0.124285	0.11475	0.134444	0.131705	0.0872972	0.0943205	0.0807147	0.176988	0.0314075	0.0260808	0.022402	0.0459027	0.0267301	0.0287489	0.0181951	0.0199749	0.0839271	0.029624	0.0513642	0.050251	0.0969078	0.0275276	0.0420458	0.0449735	0.0290182	0.0513872	0.0277888	0.0436431	3.223006
2961	1	-15806.8	-15819.8	13.0702	0.0998748	0.101462	0.104868	0.0990344	0.100493	0.0743593	0.150043	0.0662755	0.119278	0.162434	0.0779971	0.0950884	0.0848238	0.0891302	0.10929	0.0986694	0.130367	0.106796	0.122629	0.0826427	0.0755166	0.0868286	0.1706	0.0271836	0.0232547	0.0648227	0.0250029	0.050747	0.0289327	0.0850462	0.0400393	0.0154909	0.0188197	0.0620545	0.0209785	0.046978	0.0365317	0.0368849	0.0374998	0.0305654	0.0403932	0.0373447	0.0448215	3.181891
2962	0	-15803.9	-15815.9	12.0506	0.138573	0.104433	0.105599	0.08541	0.125277	0.10671	0.117379	0.0849368	0.101562	0.168054	0.0805269	0.0736584	0.0924969	0.102071	0.0884786	0.121357	0.131713	0.126408	0.131249	0.0651312	0.0933335	0.0824716	0.183475	0.0180125	0.0358376	0.0229896	0.0452638	0.0287755	0.0409453	0.0341709	0.0196891	0.0647291	0.0308568	0.0389529	0.0479947	0.083999	0.0351834	0.0363215	0.032971	0.0164117	0.0692553	0.0310508	0.0401386	3.283852
2963	1	-15808.8	-15821.6	12.7842	0.0963407	0.110656	0.102446	0.122776	0.106574	0.0888829	0.133734	0.102154	0.0870208	0.159847	0.0838905	0.0934132	0.0982142	0.0914405	0.109477	0.11425	0.102432	0.128376	0.111058	0.0994783	0.0723607	0.104531	0.173032	0.036377	0.0247241	0.0522184	0.0242523	0.0407766	0.0266345	0.079175	0.0430489	0.0333601	0.0160792	0.0470242	0.0196393	0.0435012	0.0424587	0.021448	0.0335303	0.0421315	0.0183398	0.0245312	0.0488508	3.210487
2964	0	-15810.9	-15822.9	11.9937	0.127439	0.0973818	0.0976195	0.0987993	0.112808	0.0912015	0.122356	0.0809664	0.0909385	0.174496	0.0844479	0.0969123	0.091366	0.08658	0.136215	0.105252	0.117168	0.12066	0.101638	0.0889474	0.0983198	0.0756666	0.201035	0.0193133	0.0358376	0.0234736	0.0423221	0.0175746	0.0638331	0.0341709	0.0192545	0.0625082	0.0262372	0.0396554	0.041531	0.0929305	0.0351834	0.0602954	0.0308354	0.0161525	0.0620972	0.0317824	0.0363392	3.289541
2965	1	-15806.2	-15818.7	12.5211	0.142203	0.112415	0.108777	0.083804	0.10407	0.0994235	0.11274	0.0835666	0.107495	0.161564	0.0815714	0.0887775	0.115432	0.110691	0.114303	0.133584	0.115474	0.114281	0.112346	0.0764795	0.0886044	0.0686248	0.164053	0.0334436	0.0099501	0.0484748	0.0276196	0.0566109	0.028582	0.0609725	0.0420803	0.0303408	0.0166266	0.0608556	0.0280521	0.0462608	0.0298277	0.0312707	0.041967	0.0322003	0.0371577	0.0137408	0.0604815	3.236795
2966	0	-15813.5	-15825.4	11.8767	0.146153	0.0836881	0.0933658	0.0911932	0.138578	0.0777949	0.128685	0.0861896	0.124744	0.17065	0.0949103	0.0813393	0.118747	0.0961366	0.136215	0.106713	0.125851	0.124692	0.135188	0.102425	0.0790987	0.0919126	0.15027	0.0195736	0.0233211	0.0347517	0.0356612	0.0209909	0.0269159	0.0246105	0.022955	0.0584287	0.0262372	0.0385423	0.0394515	0.0842998	0.030679	0.0441598	0.028592	0.0193723	0.0515807	0.0494293	0.0371384	3.301233
2967	1	-15798.9	-15811.8	12.8573	0.128778	0.102679	0.0898513	0.105711	0.123679	0.0706926	0.138834	0.0888602	0.0850489	0.155294	0.086458	0.0890319	0.0971616	0.107455	0.10965	0.118589	0.137939	0.114453	0.124816	0.0533125	0.0937664	0.0796075	0.154078	0.0416519	0.00958634	0.0442749	0.0268849	0.0580189	0.0229478	0.074873	0.04115	0.0329547	0.0194209	0.0524146	0.0228445	0.0350447	0.0421899	0.0378754	0.0327932	0.0501028	0.0275551	0.034913	0.0399406	3.203183
2968	0	-15809.7	-15823.5	13.8119	0.130085	0.103726	0.0961352	0.0810488	0.12464	0.0777949	0.127592	0.0646806	0.0828723	0.169791	0.0898968	0.0847391	0.0836046	0.106676	0.0981893	0.114613	0.0946862	0.130825	0.112782	0.0821824	0.0882282	0.0658044	0.171437	0.0384338	0.0375085	0.0218684	0.0332079	0.0136978	0.0237159	0.0228549	0.0243962	0.0580761	0.025438	0.0248921	0.0394515	0.0774164	0.0271409	0.040358	0.0395266	0.0329059	0.0532372	0.0447765	0.0467827	3.107715
2969	1	-15807.3	-15819.5	12.2065	0.123736	0.0880625	0.102698	0.109057	0.127039	0.0739755	0.123171	0.0936381	0.0891448	0.210508	0.0758794	0.0865548	0.0747459	0.0955651	0.114823	0.141984	0.129185	0.110222	0.124816	0.082906	0.104121	0.0797821	0.165	0.0291787	0.0241858	0.0477128	0.0317441	0.0443828	0.0356588	0.0948405	0.0495222	0.031305	0.0199385	0.0412395	0.0235191	0.0327354	0.0389393	0.0394795	0.0155259	0.0326218	0.04301	0.0319876	0.0341168	3.268258
2970	0	-15806.9	-15820.3	13.4586	0.121312	0.105005	0.105005	0.0852098	0.105786	0.078687	0.116607	0.0661252	0.10069	0.169791	0.0823606	0.109564	0.0979584	0.0878109	0.113334	0.127591	0.135659	0.125751	0.123316	0.0797213	0.0941193	0.0790774	0.137976	0.0391606	0.0384019	0.0214228	0.0292935	0.0145609	0.028167	0.0193024	0.0258185	0.0589194	0.025095	0.0287415	0.0355622	0.0854032	0.0306038	0.0515372	0.0168369	0.0256589	0.0445627	0.0248392	0.0507047	3.143047
2971	1	-15809.6	-15822	12.3535	0.118534	0.104183	0.0999556	0.123803	0.15064	0.0912089	0.136858	0.0782269	0.0924229	0.131358	0.0835679	0.0746773	0.0996513	0.0899691	0.104328	0.140166	0.122723	0.117042	0.118136	0.0867894	0.0680963	0.0963989	0.150288	0.019196	0.0165776	0.0555409	0.031865	0.0433493	0.0284608	0.0839805	0.0449393	0.0182991	0.015098	0.0686142	0.0297633	0.0482069	0.0304705	0.0341862	0.04023	0.04043	0.0345233	0.0415401	0.049264	3.253559
2972	0	-15808.4	-15820.6	12.1412	0.121312	0.099305	0.0926447	0.0996923	0.112744	0.0958969	0.111374	0.083564	0.0832537	0.153382	0.071555	0.0770883	0.106931	0.0941269	0.119093	0.127591	0.127705	0.123933	0.110524	0.0913702	0.0950188	0.0889841	0.170179	0.0345195	0.0463256	0.0350828	0.051103	0.00767046	0.0263313	0.0429956	0.0281452	0.0512105	0.0273862	0.0286962	0.0525701	0.0888096	0.0213063	0.0708617	0.0272601	0.0307607	0.0554699	0.0484227	0.042593	3.274787
2973	1	-15798.1	-15811.4	13.2813	0.133845	0.0936175	0.0892729	0.0915136	0.0896462	0.077367	0.137664	0.0913854	0.0866388	0.180981	0.0841252	0.0831144	0.0929919	0.10345	0.104113	0.115117	0.125074	0.115549	0.142123	0.0668371	0.07878	0.0845741	0.166171	0.0232729	0.0236428	0.0561965	0.0315402	0.0433171	0.0254257	0.0756168	0.0456666	0.026923	0.0234572	0.038274	0.030965	0.031853	0.0474751	0.0401413	0.031373	0.0278031	0.0254035	0.0286294	0.0498567	3.160782
2974	0	-15810.6	-15823.4	12.8539	0.136881	0.0835576	0.0995241	0.0722793	0.121409	0.0951999	0.119547	0.0788855	0.0906402	0.179753	0.0816259	0.0710392	0.0986699	0.0797819	0.130325	0.116903	0.134259	0.126417	0.135217	0.0931033	0.0887351	0.0787529	0.147593	0.0197634	0.0203863	0.0338084	0.0443982	0.025553	0.0312619	0.0223001	0.0197844	0.0473483	0.0280048	0.0323346	0.0565293	0.0854002	0.0341639	0.0400891	0.0380409	0.0185267	0.0545405	0.035194	0.0559865	3.203514
2975	1	-15796.1	-15809.3	13.2754	0.117587	0.0948728	0.101981	0.112635	0.120346	0.0815025	0.119242	0.0788106	0.0842818	0.166948	0.0809553	0.0876505	0.0817411	0.0931691	0.124485	0.124811	0.138702	0.116445	0.115524	0.0774798	0.0998895	0.084633	0.160026	0.0255012	0.0232307	0.0492071	0.0259528	0.0554917	0.0339189	0.0779375	0.028496	0.0244836	0.0310814	0.0384924	0.0265544	0.0291413	0.0299401	0.0352603	0.027461	0.0229983	0.0299224	0.0413077	0.0412719	3.161369
2976	0	-15816	-15827.7	11.7303	0.151171	0.105867	0.100731	0.100893	0.091466	0.100198	0.14595	0.0887862	0.0914107	0.201206	0.0819396	0.0702985	0.0981844	0.0766339	0.10477	0.0966256	0.120757	0.126094	0.11929	0.0807063	0.107989	0.0832658	0.170497	0.0460669	0.0181087	0.0139366	0.0633714	0.0326366	0.0339445	0.0371324	0.026403	0.0744144	0.0297525	0.0381379	0.0280267	0.0864237	0.0365109	0.0672825	0.0242566	0.0255403	0.0434798	0.0217769	0.053946	3.315878
2977	1	-15809.7	-15822.2	12.4702	0.10415	0.0918589	0.0855146	0.0929331	0.110204	0.0910794	0.129704	0.0843263	0.113161	0.151166	0.0936571	0.112004	0.117064	0.107342	0.0972077	0.128344	0.117119	0.101647	0.1222	0.0800553	0.0855729	0.0752815	0.172355	0.0398743	0.0214137	0.0563924	0.0316283	0.0284851	0.0433676	0.0822596	0.0638465	0.0339656	0.0242305	0.0346014	0.0218805	0.0384516	0.0274661	0.0241841	0.0450514	0.0397648	0.0322618	0.0420611	0.0467546	3.241887
2978	0	-15802.3	-15815.7	13.4166	0.121917	0.109659	0.0825809	0.0836778	0.124906	0.0943883	0.107668	0.0775774	0.0829357	0.185781	0.0697763	0.0812208	0.10992	0.0901092	0.121183	0.108507	0.148283	0.1024	0.102346	0.074213	0.0833363	0.0800871	0.171626	0.0328529	0.0316186	0.0199879	0.0324622	0.0218192	0.0339445	0.0276507	0.0275332	0.0671026	0.0271175	0.0372388	0.0319477	0.0877669	0.0224484	0.0521891	0.0231162	0.0186522	0.057104	0.0303085	0.0502844	3.147244
2979	1	-15798	-15811.3	13.2485	0.131079	0.110762	0.101111	0.102256	0.128444	0.085172	0.123642	0.0613709	0.085747	0.171322	0.0577778	0.0887902	0.0999988	0.0990316	0.124247	0.109641	0.128226	0.101647	0.113127	0.073502	0.0992708	0.0919537	0.155553	0.0272521	0.0163998	0.0489334	0.0316283	0.0531497	0.0194223	0.0710974	0.0487577	0.0192085	0.0139917	0.0525876	0.0212314	0.0337803	0.0297906	0.0340006	0.0347931	0.0471442	0.0337117	0.0390034	0.0445054	3.164062
2980	0	-15804.1	-15816.7	12.6076	0.154188	0.0894992	0.0931244	0.0986018	0.117587	0.0778022	0.137288	0.0843881	0.0990018	0.180211	0.0828146	0.0681054	0.0810193	0.0862575	0.111377	0.122773	0.125574	0.124868	0.114954	0.0996104	0.0805504	0.0830135	0.172041	0.0303164	0.0248603	0.00975969	0.0495408	0.0430859	0.0276424	0.0276507	0.0279433	0.0514522	0.0313737	0.0385714	0.0300661	0.077765	0.0224484	0.0423808	0.0231791	0.0249614	0.0491328	0.0430394	0.0683258	3.228146
2981	1	-15806	-15819.5	13.4656	0.141683	0.0906245	0.0736317	0.108293	0.101713	0.0869689	0.123817	0.0767728	0.0814833	0.161649	0.0776385	0.07234	0.0858299	0.0998528	0.1053	0.108856	0.125921	0.10654	0.124108	0.0825224	0.104731	0.083453	0.165806	0.0235437	0.019572	0.0616941	0.0222413	0.0537069	0.0279218	0.067786	0.0600997	0.0225444	0.0104231	0.0525876	0.0400605	0.0562001	0.0419146	0.0247295	0.0385571	0.0275636	0.0366814	0.0346006	0.0303827	3.142346
2982	0	-15797.4	-15811.2	13.787	0.134946	0.0894992	0.1043	0.0917156	0.120099	0.0903476	0.130902	0.0831987	0.0881561	0.165057	0.0818947	0.0752208	0.0915344	0.100423	0.101043	0.118949	0.133089	0.112675	0.111199	0.0735614	0.095881	0.0830135	0.163676	0.0277851	0.0159152	0.0131781	0.0434213	0.0212632	0.025525	0.0238249	0.024136	0.0529151	0.0288293	0.0308136	0.0368249	0.0832401	0.0271397	0.0384558	0.0352331	0.0137731	0.0458549	0.0374061	0.0442949	3.110212
2983	1	-15796.8	-15809.1	12.2809	0.127648	0.107521	0.0987922	0.0923995	0.0961233	0.0943094	0.115234	0.078088	0.107228	0.183674	0.0718657	0.0832751	0.0962948	0.0918919	0.120124	0.124806	0.138753	0.12002	0.126348	0.0946381	0.0750216	0.0937457	0.170875	0.0224408	0.016677	0.0524277	0.0247821	0.0528946	0.0253852	0.0870111	0.0413431	0.0174682	0.0260479	0.0423361	0.0266788	0.0361696	0.0409295	0.0345325	0.0450988	0.0395571	0.0319026	0.0448888	0.0435636	3.260813
2984	0	-15806.9	-15819.4	12.5082	0.134135	0.0887962	0.097885	0.0904416	0.139367	0.0724207	0.110219	0.076446	0.114057	0.165057	0.0715759	0.0823988	0.098087	0.0792598	0.127425	0.115073	0.109892	0.099864	0.119334	0.101946	0.103482	0.091213	0.206415	0.0422487	0.0304347	0.0278682	0.0536381	0.0158081	0.0305733	0.0272618	0.0258601	0.0687152	0.0143437	0.0281732	0.0314485	0.0883348	0.0356778	0.0527136	0.0262876	0.0238968	0.0536314	0.0270478	0.039332	3.238085
2985	1	-15805.9	-15819.1	13.19	0.127648	0.111602	0.102147	0.113621	0.116028	0.0718911	0.119394	0.0841544	0.108212	0.170705	0.088357	0.0870238	0.091435	0.0744319	0.102409	0.0940201	0.135115	0.102364	0.111561	0.0872306	0.0785878	0.0807173	0.165274	0.0254059	0.0332156	0.0664617	0.0390512	0.0515464	0.0229453	0.0553533	0.0495105	0.0308862	0.0082828	0.0352753	0.034921	0.0393013	0.0357431	0.0308963	0.0371304	0.0402667	0.0252327	0.0356756	0.0488733	3.169904
