Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
1149	1	-15797.4	-15810	12.579	0.143222	0.094467	0.0928513	0.0906215	0.122512	0.0985852	0.121219	0.0809821	0.0970496	0.188925	0.073912	0.0799131	0.0916133	0.0985501	0.0992951	0.108707	0.120146	0.135866	0.139841	0.0846414	0.0872232	0.0837387	0.174055	0.0289129	0.0272606	0.0493996	0.0331001	0.0491727	0.0327046	0.0704585	0.0418648	0.0209433	0.0191887	0.0435111	0.0297322	0.0408533	0.0285087	0.0339861	0.0288359	0.0377862	0.02688	0.0301803	0.0497858	3.231004
1150	0	-15805.4	-15818.2	12.7943	0.122686	0.0924023	0.0887163	0.0890243	0.102576	0.0921029	0.154024	0.0681193	0.108608	0.168232	0.0776942	0.0736302	0.102379	0.0900504	0.101365	0.15922	0.136124	0.0983507	0.120738	0.07676	0.0817148	0.0929666	0.18669	0.0312525	0.0238493	0.0263255	0.0597604	0.0364324	0.03794	0.0241138	0.0244282	0.0516599	0.0238626	0.0320738	0.0254061	0.0951485	0.0344999	0.0364418	0.0230822	0.0106437	0.0559019	0.0388838	0.0335947	3.209474
1151	1	-15800.2	-15813.5	13.3196	0.124743	0.104786	0.0913246	0.112135	0.107119	0.0736339	0.151604	0.0746986	0.112032	0.156496	0.0711383	0.0896458	0.10004	0.0855465	0.104674	0.105911	0.134665	0.109046	0.0992558	0.075859	0.0891004	0.100748	0.173909	0.0295382	0.0149976	0.0630383	0.0216729	0.0438283	0.0235165	0.075561	0.0516834	0.0201164	0.0314161	0.0365333	0.0225096	0.036927	0.0383509	0.0139878	0.0383246	0.0317884	0.0413249	0.0223907	0.051335	3.156953
1152	0	-15807	-15821.3	14.2809	0.104058	0.0989141	0.0888476	0.101513	0.125364	0.0782986	0.119477	0.0743366	0.0844698	0.192144	0.0913773	0.0904832	0.0978825	0.0734178	0.100344	0.12166	0.100077	0.0973483	0.0985338	0.0855341	0.0842936	0.0863286	0.163822	0.0284861	0.046165	0.0204869	0.0358336	0.0407565	0.0278937	0.0154293	0.0160835	0.0371132	0.030783	0.0256988	0.0366437	0.0744442	0.0344999	0.0403713	0.0230822	0.0223114	0.0426622	0.0509972	0.0525534	3.060821
1153	1	-15799.7	-15812	12.3087	0.117474	0.0978063	0.106082	0.112135	0.116325	0.0777343	0.139212	0.0940381	0.102101	0.159277	0.0840678	0.081209	0.0900217	0.0901203	0.110058	0.13692	0.110407	0.129135	0.138764	0.0797419	0.0888999	0.0748586	0.150647	0.0288795	0.0240235	0.0588557	0.032175	0.061421	0.0261857	0.0998693	0.0409678	0.0350613	0.029558	0.0404309	0.0107835	0.0415477	0.0351939	0.0230946	0.0342829	0.0356627	0.0369452	0.0319838	0.0440807	3.25804
1154	0	-15800.6	-15812.8	12.1726	0.134845	0.106978	0.0909998	0.117533	0.111643	0.0853535	0.112955	0.0694876	0.110703	0.191781	0.0700107	0.100707	0.106792	0.0915144	0.0979777	0.149658	0.126885	0.111075	0.126227	0.0855341	0.0746152	0.0872226	0.17226	0.0322348	0.0413834	0.0422348	0.0382808	0.0191579	0.0314056	0.0173173	0.0261882	0.0433618	0.0165265	0.0315574	0.0479635	0.0847092	0.0319697	0.0356528	0.0355645	0.0143275	0.0560767	0.037804	0.0551708	3.271645
1155	1	-15804	-15815.6	11.5961	0.124969	0.0954412	0.108709	0.121787	0.134945	0.103572	0.137726	0.0645303	0.109004	0.150626	0.0867988	0.0799199	0.11079	0.103298	0.104199	0.121814	0.131605	0.119543	0.113871	0.085496	0.0905537	0.103448	0.176417	0.0520184	0.0213031	0.046178	0.0328826	0.0538088	0.0229651	0.0806986	0.0383478	0.0352041	0.0200399	0.03143	0.0223203	0.0372153	0.0387992	0.0213713	0.0419813	0.0384428	0.029791	0.0356059	0.049834	3.329299
1156	0	-15809.5	-15822.7	13.2478	0.115872	0.10561	0.112009	0.083303	0.117341	0.0738935	0.115376	0.0566945	0.0916319	0.171663	0.0855559	0.0673507	0.099629	0.0925359	0.118562	0.133388	0.1127	0.123225	0.118078	0.0735612	0.0903463	0.0854921	0.17226	0.0381643	0.0326179	0.028767	0.0337887	0.0316501	0.0413255	0.0268951	0.0324592	0.0449289	0.0203988	0.0413293	0.0315715	0.0534281	0.0560508	0.0629536	0.0357339	0.0166277	0.0349556	0.0265007	0.0579059	3.164129
1157	1	-15810.3	-15822.1	11.7828	0.13653	0.100994	0.0981141	0.112646	0.107483	0.0975953	0.125732	0.0613099	0.127416	0.206295	0.0623796	0.0788525	0.108581	0.0977372	0.0967736	0.145277	0.114526	0.126176	0.113871	0.0885049	0.0922909	0.089473	0.176417	0.0299186	0.0131282	0.0481199	0.0329453	0.0737031	0.0370046	0.0710761	0.0295532	0.0369873	0.0258158	0.0393901	0.0173783	0.0445984	0.021416	0.0240927	0.0400161	0.0374613	0.0258489	0.0379773	0.0592197	3.310626
1158	0	-15809	-15822.8	13.7956	0.112863	0.11478	0.0888519	0.117483	0.127446	0.0853314	0.132978	0.0608866	0.0907747	0.165335	0.0693007	0.0806548	0.109705	0.0925359	0.117834	0.119963	0.123058	0.106137	0.119336	0.0763438	0.0820929	0.0590288	0.159973	0.0250299	0.0336119	0.0340612	0.0381998	0.0148879	0.0293355	0.0195563	0.0340957	0.0271378	0.0357983	0.056321	0.0217598	0.0812569	0.028665	0.0507411	0.0134759	0.016131	0.0508134	0.0391185	0.0466573	3.109347
1159	1	-15801.4	-15814.1	12.6827	0.114947	0.0812103	0.0912207	0.0892597	0.104304	0.0926905	0.124232	0.074687	0.102616	0.164967	0.0801028	0.0830355	0.103627	0.0936028	0.108805	0.111231	0.115615	0.113774	0.115452	0.0804045	0.0914684	0.0842504	0.196602	0.0349518	0.0241119	0.058724	0.0325046	0.0714986	0.037431	0.0626636	0.0777708	0.0325652	0.0151874	0.0452967	0.0223786	0.0427991	0.0341365	0.0225339	0.0377157	0.0376516	0.0339488	0.0404503	0.0382132	3.220637
1160	0	-15799.7	-15811.9	12.1291	0.124391	0.112206	0.0826881	0.110053	0.120162	0.0774287	0.139696	0.0803474	0.0789471	0.175974	0.0883665	0.085541	0.122258	0.098371	0.0944803	0.133618	0.13666	0.0991461	0.105402	0.0878309	0.0900006	0.109424	0.16043	0.029045	0.0263791	0.0279731	0.0486725	0.0283984	0.0290741	0.0282476	0.0291303	0.0576757	0.0240105	0.0358543	0.0413362	0.0761161	0.0350971	0.0430465	0.0272347	0.0267213	0.0556306	0.0439926	0.0489446	3.276001
1161	1	-15804.1	-15816.5	12.3985	0.126914	0.0904359	0.102376	0.105206	0.0950928	0.0790333	0.132364	0.0901478	0.0988566	0.166519	0.0971157	0.102148	0.110006	0.0936544	0.114582	0.133034	0.160748	0.126594	0.112402	0.0734461	0.0849125	0.0836609	0.158343	0.0317683	0.0239424	0.0389593	0.0316457	0.0510152	0.0360154	0.0588124	0.0388236	0.0235271	0.022037	0.0466993	0.0228509	0.0369594	0.0284924	0.030228	0.0432124	0.0313676	0.0509828	0.0306133	0.0335176	3.249062
1162	0	-15802.3	-15815.1	12.7617	0.105026	0.126071	0.117407	0.0824355	0.104016	0.094459	0.126369	0.0733684	0.0978568	0.192241	0.0777867	0.0865702	0.0935284	0.0832406	0.0968693	0.141156	0.10491	0.126908	0.126876	0.0773755	0.0956846	0.0948358	0.174326	0.035499	0.0333291	0.0350097	0.0382099	0.0168335	0.0301729	0.0240412	0.017216	0.0563095	0.0274265	0.0295216	0.0454321	0.0713215	0.02895	0.0525206	0.028692	0.0158508	0.0527023	0.025945	0.0484346	3.212735
1163	1	-15807.2	-15819.8	12.6799	0.113488	0.0890942	0.0904252	0.0918758	0.10251	0.0648238	0.145716	0.0814086	0.085161	0.164552	0.0803584	0.0639398	0.114896	0.0927919	0.105097	0.136283	0.145446	0.125111	0.14459	0.0708575	0.0814211	0.0886895	0.170647	0.0324404	0.0134971	0.0428701	0.0307548	0.0819032	0.0293162	0.0923164	0.040934	0.0328466	0.0407058	0.0415265	0.0100798	0.0388359	0.0333826	0.0178695	0.0484195	0.040297	0.0266529	0.0302492	0.0468386	3.22092
1164	0	-15798.3	-15811.2	12.878	0.115197	0.0855814	0.0997054	0.10144	0.105749	0.0925106	0.115234	0.0755843	0.0877078	0.175658	0.0800922	0.0842166	0.0961347	0.107255	0.11983	0.128929	0.112923	0.110591	0.114718	0.0777567	0.105288	0.0950515	0.167142	0.0268607	0.0300122	0.0428008	0.0530203	0.0139371	0.0372355	0.0240412	0.0312045	0.0460613	0.0324064	0.0450274	0.0367298	0.0694381	0.0368674	0.0399266	0.0243475	0.00496627	0.0555432	0.0418819	0.0545049	3.201108
1165	1	-15807.6	-15821.6	14.0762	0.125884	0.0922296	0.109677	0.0772961	0.0892989	0.0921894	0.0995164	0.0926608	0.0784662	0.157833	0.0772062	0.0861515	0.0882289	0.0943874	0.102117	0.127114	0.135625	0.125504	0.130955	0.0797767	0.0887377	0.0808618	0.154664	0.0182576	0.0238115	0.0343278	0.0246146	0.03582	0.0197387	0.0707758	0.055994	0.0368815	0.0241772	0.0408353	0.0165512	0.0446889	0.0311318	0.0345889	0.0374388	0.0266854	0.0286415	0.0368572	0.0530879	3.081287
1166	0	-15797.2	-15809.2	11.9804	0.126196	0.111395	0.108662	0.109725	0.117747	0.0811727	0.123125	0.075349	0.0949873	0.175658	0.0757528	0.0938664	0.103209	0.0972434	0.11466	0.142565	0.117267	0.10578	0.110667	0.0771903	0.112705	0.0923219	0.172528	0.0370768	0.0341385	0.0293755	0.0496377	0.0187726	0.0482345	0.022289	0.0277448	0.0362019	0.0237734	0.0302396	0.0367298	0.0868243	0.039704	0.0513917	0.0428289	0.00939568	0.0466944	0.0285017	0.0515409	3.290871
1167	1	-15798.7	-15811.3	12.5911	0.130043	0.110827	0.0930759	0.117063	0.122971	0.0705693	0.127724	0.0799661	0.0967205	0.18481	0.0631321	0.0914861	0.106895	0.0948325	0.10584	0.127773	0.117722	0.110115	0.12224	0.0919167	0.0957443	0.0794977	0.156868	0.0238733	0.0232255	0.0436136	0.0241892	0.051735	0.0261707	0.0675061	0.0577357	0.0238592	0.0228952	0.0512588	0.0169005	0.0549025	0.0396932	0.0162441	0.0278209	0.0400823	0.0352407	0.022616	0.0624071	3.229801
1168	0	-15809.4	-15823.3	13.9498	0.125871	0.0792518	0.105847	0.0972867	0.0854575	0.0939298	0.135961	0.0723922	0.117077	0.167506	0.0771216	0.0813086	0.0811881	0.092461	0.0907689	0.105478	0.0947041	0.106473	0.120184	0.0743361	0.0769638	0.0734559	0.164964	0.0412165	0.0426717	0.0247123	0.0490668	0.0388095	0.0368858	0.0126034	0.0177565	0.0325024	0.0306265	0.0437822	0.0421728	0.0866032	0.0298787	0.0440733	0.0352845	0.0154185	0.0523763	0.0333805	0.0641213	3.093929
1169	1	-15799.5	-15812.5	12.9553	0.112027	0.111376	0.10462	0.111236	0.10034	0.0845553	0.159438	0.0744892	0.0926741	0.154197	0.0789729	0.0774065	0.0920129	0.114505	0.0900816	0.118755	0.115062	0.120692	0.118488	0.0680711	0.0955118	0.0842497	0.166533	0.0315412	0.0140062	0.0520421	0.0158663	0.0481842	0.0195863	0.085189	0.0543735	0.0263726	0.0286253	0.0367299	0.0207338	0.0424022	0.0353957	0.0205863	0.0333686	0.0407673	0.0408636	0.0491851	0.0522606	3.193374
1170	0	-15807.2	-15820.9	13.7415	0.101825	0.11624	0.100859	0.0910859	0.105194	0.0628265	0.12959	0.0946246	0.0938973	0.171957	0.0812496	0.0869369	0.10438	0.0781559	0.0992858	0.125062	0.0978332	0.105595	0.108902	0.0808636	0.0959274	0.0753095	0.178058	0.0342966	0.0304058	0.00995051	0.0503416	0.0188662	0.0398097	0.0161568	0.0302288	0.0519064	0.0185213	0.0388075	0.054473	0.0789079	0.0275434	0.0543939	0.0313341	0.0295074	0.0423667	0.031325	0.0399575	3.11476
1171	1	-15798.1	-15810.7	12.5672	0.146024	0.110645	0.0977371	0.108118	0.0929288	0.0875704	0.130967	0.0744892	0.09934	0.17709	0.0631902	0.0951559	0.111619	0.0948071	0.127606	0.138582	0.120994	0.112507	0.131292	0.077247	0.0877837	0.0948289	0.153524	0.0255567	0.0136485	0.0481894	0.0195963	0.0559028	0.0253853	0.0743447	0.0423022	0.021328	0.0387257	0.0484915	0.0162606	0.0465201	0.0502568	0.0127754	0.033013	0.0262824	0.0267841	0.0304632	0.0423103	3.232183
1172	0	-15809	-15822.3	13.2608	0.133644	0.100972	0.100859	0.104453	0.128056	0.0682771	0.110772	0.0733597	0.0958075	0.18322	0.0812496	0.0837454	0.111576	0.0988615	0.0990057	0.0947279	0.12514	0.117933	0.121951	0.0993353	0.0860997	0.0726569	0.181666	0.0423075	0.0164532	0.0331811	0.0377811	0.0197227	0.0440408	0.0189356	0.0236332	0.0363177	0.0167642	0.0401363	0.0418591	0.0732332	0.0309812	0.0303681	0.0321403	0.0235122	0.0404852	0.040088	0.0475218	3.162829
1173	1	-15809.1	-15821.6	12.4654	0.115734	0.0935313	0.0962036	0.104867	0.111201	0.0667302	0.134644	0.0865165	0.0981335	0.164247	0.0758591	0.0888388	0.0970972	0.0896929	0.11472	0.137367	0.138739	0.104992	0.093979	0.077247	0.0936545	0.0933251	0.168843	0.0416029	0.0269942	0.0462748	0.0353381	0.0454336	0.0476533	0.073047	0.0553779	0.0245568	0.0223678	0.0359149	0.0298493	0.0617576	0.0327713	0.0188717	0.045236	0.0278524	0.0404734	0.0455255	0.0393037	3.242365
1174	0	-15806.7	-15819.5	12.8846	0.116275	0.107194	0.098947	0.094825	0.120541	0.0750015	0.135455	0.0684276	0.0878001	0.169104	0.0617802	0.0996578	0.0945057	0.106779	0.0995008	0.142001	0.12514	0.11956	0.0990844	0.092608	0.0991062	0.0781953	0.171369	0.0359697	0.0275907	0.0185794	0.0676697	0.0201791	0.036352	0.0264173	0.0288457	0.0602473	0.0222776	0.0227878	0.0291643	0.103393	0.0268897	0.0290909	0.0294493	0.0202895	0.0419819	0.0428935	0.0475218	3.200449
1175	1	-15799	-15811.7	12.7122	0.143241	0.0905108	0.0954425	0.0964761	0.102909	0.0775684	0.133872	0.0687598	0.0922528	0.163479	0.0754046	0.0809308	0.11511	0.0936219	0.118719	0.104627	0.128268	0.118088	0.132669	0.0762065	0.0917751	0.0920651	0.167972	0.0288432	0.0277561	0.0587024	0.0364376	0.0803172	0.0324301	0.0675594	0.0495762	0.0167892	0.0246089	0.0449765	0.024249	0.0365201	0.0370034	0.0299023	0.0289489	0.0264426	0.0348983	0.0262415	0.0455162	3.217686
1176	0	-15811.7	-15825.9	14.1958	0.12013	0.0859376	0.0977746	0.0965088	0.116389	0.087619	0.119011	0.0698443	0.0872674	0.155747	0.0702368	0.0773599	0.100676	0.0807275	0.0880548	0.144684	0.115736	0.105974	0.1508	0.0586949	0.0908416	0.0857876	0.171099	0.0374084	0.0362363	0.0115785	0.0441425	0.0260041	0.0279815	0.0336979	0.0180471	0.0472964	0.0189261	0.0329397	0.0424172	0.050733	0.019958	0.0388607	0.0293367	0.01549	0.0669991	0.0456261	0.0487503	3.06933
1177	1	-15797.7	-15810.6	12.9581	0.120233	0.0989516	0.106661	0.101096	0.114447	0.0823887	0.13458	0.0747139	0.0769507	0.164042	0.0704578	0.0761153	0.107181	0.120155	0.113257	0.113874	0.119399	0.103977	0.117908	0.0726597	0.0845052	0.0839981	0.173634	0.0373232	0.0225399	0.0499186	0.0389693	0.0487411	0.0283469	0.0756576	0.0461875	0.0203677	0.0282955	0.0572278	0.0165182	0.0412636	0.0319095	0.0328292	0.0408859	0.0372308	0.0309662	0.0454216	0.0313159	3.193099
1178	0	-15802.2	-15814.6	12.433	0.13569	0.0856183	0.103568	0.0979454	0.130751	0.0733368	0.125102	0.073586	0.0939432	0.15843	0.0810786	0.0884001	0.105346	0.0867234	0.108677	0.116083	0.134191	0.100114	0.130328	0.0866275	0.0903154	0.074561	0.186932	0.0279718	0.0369852	0.0347146	0.0371152	0.0341921	0.0353943	0.0154067	0.0439159	0.0569257	0.0185648	0.0329397	0.0364781	0.0874855	0.0352601	0.0360342	0.0193425	0.0163276	0.0727004	0.0448794	0.0556224	3.245604
1179	1	-15808	-15820.5	12.5779	0.129519	0.0984612	0.0824433	0.0916466	0.10861	0.0665911	0.112727	0.0758581	0.104242	0.188463	0.0815447	0.085209	0.113731	0.112169	0.110488	0.14543	0.118636	0.119721	0.120182	0.0909252	0.0969479	0.0839981	0.147124	0.00942339	0.0196343	0.0603598	0.0299182	0.0544879	0.0302301	0.0563405	0.0620949	0.0238126	0.0282955	0.054042	0.0358922	0.0455888	0.0402743	0.0211333	0.0209745	0.0327594	0.0262368	0.0457187	0.0492354	3.231122
1180	0	-15796	-15809.1	13.0689	0.113578	0.105971	0.0964163	0.0974305	0.11059	0.102863	0.122799	0.0861832	0.09922	0.15843	0.0685857	0.0984185	0.107135	0.100002	0.108677	0.146673	0.124054	0.103182	0.106573	0.0661503	0.0803724	0.0772797	0.180258	0.0252754	0.0381496	0.0206416	0.0382634	0.0286081	0.0346302	0.0243524	0.0255214	0.0500897	0.0320018	0.0377739	0.033898	0.0735109	0.0293709	0.0474092	0.028859	0.0167134	0.0399177	0.0446731	0.0515197	3.182022
1181	1	-15812.8	-15825.4	12.6037	0.118712	0.107215	0.0883222	0.101486	0.130523	0.0857298	0.127117	0.0871093	0.0923159	0.154691	0.0732627	0.0767151	0.100689	0.0978477	0.113679	0.128906	0.125831	0.116992	0.145582	0.0764572	0.0698313	0.0953597	0.159151	0.00913429	0.0247995	0.077431	0.0262378	0.0525766	0.0257332	0.0795142	0.0444939	0.0257997	0.0471705	0.0363915	0.020415	0.0536155	0.0285661	0.0275298	0.0337282	0.0503751	0.0256806	0.0359504	0.0298697	3.228538
1182	0	-15803.3	-15816.8	13.5587	0.13603	0.0947213	0.102884	0.0853792	0.109231	0.0792137	0.127964	0.0838025	0.0997252	0.13848	0.0625467	0.0941687	0.0733137	0.101405	0.120609	0.111887	0.112367	0.11006	0.119441	0.0713458	0.0827387	0.0854641	0.172345	0.0389088	0.0312382	0.0294105	0.0515493	0.010808	0.0338335	0.0253775	0.0387412	0.0564705	0.0191667	0.0370121	0.0405296	0.0757232	0.0481556	0.0411305	0.028859	0.0145878	0.0429769	0.042069	0.0513664	3.133037
1183	1	-15797.5	-15810.6	13.0719	0.144861	0.104291	0.0847792	0.0963812	0.116916	0.0749457	0.131447	0.0599835	0.111968	0.182378	0.0841452	0.0785104	0.103247	0.0954324	0.0979483	0.117889	0.129757	0.112976	0.117874	0.0776278	0.0687503	0.0925561	0.169245	0.0302285	0.0259419	0.0497323	0.0277975	0.0532892	0.0253368	0.082954	0.0390506	0.0165495	0.028122	0.038154	0.0253433	0.044705	0.0445318	0.0158896	0.0325736	0.037109	0.0454505	0.0299007	0.035154	3.181722
1184	0	-15802.3	-15814	11.7649	0.140864	0.0865935	0.0903957	0.0976525	0.122863	0.0747954	0.134621	0.0865749	0.111043	0.189916	0.0772096	0.0836197	0.109127	0.0854247	0.13627	0.128062	0.125258	0.110002	0.131824	0.0720882	0.103842	0.10956	0.180529	0.0284974	0.0403921	0.019259	0.0437317	0.0224247	0.0276739	0.0180461	0.0396567	0.0570815	0.0191667	0.0314237	0.0336053	0.0825055	0.0441107	0.0335402	0.0316484	0.019035	0.0449917	0.0393416	0.0481525	3.312419
1185	1	-15806.4	-15819.3	12.8833	0.125505	0.100196	0.13061	0.0754366	0.116916	0.0741619	0.10228	0.0943185	0.0995822	0.166325	0.0666587	0.0861984	0.106759	0.104306	0.100705	0.122781	0.12268	0.123762	0.151287	0.0626045	0.0871026	0.0970488	0.187058	0.03166	0.00973332	0.0514555	0.0207271	0.0622606	0.020242	0.0581035	0.0369097	0.027065	0.0272986	0.0490106	0.0296685	0.0354759	0.0398756	0.018073	0.0309439	0.0320431	0.035279	0.037661	0.042805	3.200575
1186	0	-15805	-15817.6	12.5511	0.136933	0.112419	0.103649	0.0985086	0.121126	0.0782597	0.138948	0.0718899	0.103346	0.143338	0.0806054	0.0922215	0.0989089	0.107138	0.097751	0.135033	0.1253	0.127354	0.1048	0.074557	0.0983876	0.0569193	0.175883	0.0248193	0.033253	0.0370274	0.0647174	0.0265116	0.0285228	0.0333308	0.0242023	0.0372928	0.026931	0.0481883	0.0366804	0.0727482	0.0299967	0.0367261	0.0262753	0.0149268	0.0544754	0.0407439	0.0531529	3.2338
1187	1	-15805.5	-15817.9	12.4516	0.138468	0.0946783	0.0963849	0.13982	0.108349	0.0813431	0.11725	0.0807536	0.110129	0.156254	0.0612166	0.0902872	0.109302	0.105722	0.103902	0.120888	0.118061	0.0963906	0.120543	0.0812248	0.083935	0.0945188	0.191451	0.0204893	0.0123826	0.0608189	0.0342136	0.0357039	0.014625	0.0755314	0.0510427	0.0268542	0.0336594	0.0458935	0.025705	0.0500087	0.0543938	0.0221077	0.0280357	0.0366116	0.0310083	0.0393387	0.0444511	3.243747
1188	0	-15801.1	-15813.9	12.8015	0.129029	0.106139	0.0961207	0.111915	0.133947	0.0855611	0.142359	0.0675188	0.0990151	0.197386	0.0757359	0.0839453	0.0983578	0.103387	0.0956504	0.137455	0.103925	0.105419	0.109017	0.0681905	0.0802763	0.0950685	0.139635	0.0232589	0.0280807	0.0261291	0.0449546	0.0391098	0.0253331	0.0228571	0.0384439	0.054596	0.0296683	0.0339074	0.0411901	0.0682101	0.0310653	0.0417894	0.024068	0.0340339	0.0463139	0.0381719	0.0525213	3.208757
1189	1	-15801.6	-15815	13.3927	0.126517	0.0999767	0.103761	0.0884617	0.108047	0.0662544	0.10968	0.0807536	0.0913673	0.182665	0.0871817	0.0854945	0.118482	0.110823	0.103396	0.126505	0.13612	0.0961821	0.10822	0.0735461	0.0797155	0.0800032	0.153303	0.0375154	0.0147062	0.0408998	0.0261415	0.0516619	0.0272941	0.0903582	0.0389231	0.0353482	0.0269974	0.0348312	0.0279396	0.0523201	0.0272736	0.0299606	0.0422815	0.0272528	0.0316957	0.0259054	0.0438723	3.149634
1190	0	-15806.1	-15819.5	13.4037	0.120697	0.0859198	0.101249	0.111915	0.0991667	0.0650101	0.126411	0.0948576	0.124253	0.154752	0.0723585	0.0777448	0.0833248	0.0942427	0.107786	0.13566	0.119417	0.111473	0.116825	0.0862106	0.0802763	0.073076	0.160902	0.0391014	0.0626946	0.0197884	0.0392886	0.0345376	0.0248805	0.0296247	0.0349563	0.0472053	0.0174801	0.0290087	0.0327799	0.0809589	0.0329624	0.0423135	0.0336729	0.0163861	0.0580883	0.0277814	0.0415014	3.14854
1191	1	-15806.2	-15818.9	12.6673	0.111794	0.0909877	0.0918559	0.118433	0.0945156	0.0887723	0.132185	0.0745023	0.107339	0.170215	0.0836488	0.0631549	0.0830911	0.0857567	0.0998268	0.152141	0.135762	0.101962	0.126411	0.0745	0.0789767	0.100239	0.177315	0.0276044	0.0222466	0.0547221	0.0216835	0.0634708	0.024084	0.0606922	0.0446495	0.035896	0.0300989	0.0547528	0.0239743	0.0487926	0.0516835	0.00688719	0.0385372	0.0372365	0.0307398	0.0572419	0.0437964	3.222174
1192	0	-15810.6	-15823.4	12.7574	0.120697	0.094367	0.112918	0.125171	0.13561	0.0843522	0.113827	0.0827473	0.101662	0.143219	0.0758804	0.0970803	0.087138	0.0943633	0.0906665	0.132516	0.114656	0.112052	0.116043	0.084878	0.0726303	0.096441	0.171056	0.0449463	0.0396995	0.0299212	0.0532863	0.0227103	0.0339778	0.0188848	0.0371448	0.0462295	0.0181686	0.028913	0.0542639	0.0653333	0.0260314	0.0651477	0.0278073	0.00895331	0.0692678	0.0267243	0.0357889	3.21317
1193	1	-15805.2	-15818.6	13.3683	0.111855	0.0857791	0.101194	0.100827	0.106866	0.0727596	0.138113	0.0771847	0.106504	0.168385	0.0746669	0.0623924	0.0910692	0.0913245	0.0869792	0.136966	0.117817	0.101828	0.124646	0.070337	0.079369	0.0840676	0.203941	0.0326922	0.0185	0.0405765	0.0182861	0.0401478	0.0197982	0.0784294	0.0446495	0.026549	0.0289983	0.0631213	0.0318815	0.0433502	0.0265805	0.0287065	0.0423022	0.0421589	0.033029	0.0407587	0.056688	3.152076
1194	0	-15812.6	-15825.3	12.7874	0.140826	0.117561	0.0991794	0.103962	0.110936	0.08698	0.126449	0.0755664	0.091591	0.177263	0.0811035	0.101939	0.0957535	0.106644	0.101986	0.141615	0.106638	0.0892603	0.131885	0.0873743	0.0769471	0.0835098	0.174802	0.0381173	0.0286099	0.0164105	0.0580217	0.0118407	0.0260724	0.0146489	0.02187	0.0593816	0.0119296	0.0409763	0.0240316	0.0745364	0.0325782	0.0387783	0.0197167	0.0246154	0.048582	0.038941	0.0707336	3.210165
1195	1	-15806	-15818.9	12.8531	0.121957	0.0945744	0.0837811	0.0978854	0.109826	0.0727596	0.10859	0.083698	0.110355	0.148218	0.0830246	0.0980153	0.0936722	0.0892056	0.121924	0.140939	0.106779	0.101728	0.114718	0.0737498	0.0997859	0.0879175	0.155197	0.0304482	0.0265489	0.0415601	0.0280391	0.0630575	0.0346396	0.0602847	0.0596323	0.0426758	0.056492	0.0393397	0.0294012	0.0462031	0.0255878	0.0173399	0.0344015	0.0341749	0.0411722	0.0407587	0.0535411	3.2036
1196	0	-15808.5	-15821.2	12.6954	0.114083	0.102059	0.0948995	0.101971	0.0807822	0.0642901	0.131228	0.0691415	0.103134	0.178236	0.0887251	0.0671292	0.104851	0.105316	0.110316	0.132678	0.137211	0.122062	0.15217	0.0678647	0.111544	0.0785944	0.152983	0.0335199	0.0318215	0.0390313	0.0446343	0.0119892	0.034188	0.00798049	0.0329659	0.0393748	0.0228665	0.0363733	0.0393543	0.0974439	0.0386719	0.0505477	0.0265193	0.0269897	0.0549999	0.0276053	0.0512214	3.219366
1197	1	-15801.2	-15813.7	12.4203	0.123291	0.107476	0.098903	0.101322	0.0991892	0.0993377	0.10859	0.0863928	0.0946366	0.158921	0.068224	0.085597	0.0881517	0.0928484	0.111368	0.124225	0.13246	0.121524	0.12145	0.083075	0.0847248	0.0905536	0.164471	0.0413489	0.0442185	0.0377052	0.0383405	0.0573451	0.0246823	0.081112	0.0544991	0.0385226	0.0338248	0.0601437	0.0154716	0.0434842	0.0368204	0.013981	0.0246224	0.0281293	0.0280282	0.0452437	0.0526188	3.246877
1198	0	-15801.6	-15813.8	12.1995	0.121088	0.11398	0.0946095	0.101752	0.103618	0.0845109	0.148283	0.0705156	0.087895	0.139278	0.0867086	0.077615	0.0983818	0.114089	0.115856	0.134892	0.150545	0.109516	0.118899	0.0747935	0.108161	0.0881596	0.195279	0.0314655	0.0295967	0.023425	0.0371396	0.0205107	0.044389	0.0180929	0.0216329	0.0424928	0.0426389	0.0369379	0.0374344	0.0824355	0.0234967	0.0431747	0.0281071	0.0261635	0.0579165	0.0378457	0.0456375	3.268962
