Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
663	1	-14546.5	-14536.4	-10.0933	0.139039	0.0781613	0.0952603	0.104169	0.107242	0.0621179	0.13054	0.090202	0.0873848	0.174564	0.0750863	0.0632441	0.0974038	0.102759	0.102118	0.136154	0.137075	0.123858	0.138798	0.0970458	0.079443	0.0970785	0.139645	0.0422581	0.0318181	0.0207865	0.0277623	0.0314267	0.00743991	0.109472	0.0286869	0.0352603	0.0410847	0.0370817	0.0386651	0.0155795	0.0239129	0.0272324	0.0295221	0.0248201	0.0277207	0.0257386	0.00663201	0.225018	0.246026	0.0542606	0.0367585	0.418331	0.0196052	0.252446	0.222203	0.166058	0.359293	3.091287
664	0	-14538.5	-14531.7	-6.76242	0.127707	0.0848766	0.110674	0.0886968	0.0925018	0.0879957	0.125358	0.0697901	0.0678762	0.171776	0.0850764	0.0693727	0.106428	0.0883216	0.0918625	0.127648	0.116908	0.10406	0.121523	0.0919579	0.0858395	0.0690873	0.167679	0.0309353	0.0180582	0.0458061	0.0333977	0.0532227	0.0192988	0.0318201	0.0272515	0.0183118	0.0491466	0.0155825	0.0208658	0.0938562	0.0131144	0.0606371	0.0211933	0.0258919	0.0312514	0.0193612	0.0324923	0.192585	0.295229	0.0561356	0.0393461	0.393002	0.023703	0.252071	0.233901	0.139762	0.374266	3.014511
665	1	-14535.9	-14525.9	-10.0054	0.141444	0.0900022	0.1188	0.0795361	0.104302	0.0725336	0.116294	0.0741968	0.0850321	0.163892	0.0598934	0.074901	0.103039	0.0866828	0.126092	0.135262	0.118109	0.116257	0.116062	0.0610892	0.0819736	0.0785395	0.15402	0.0499255	0.049247	0.0165898	0.0166159	0.033872	0.0132969	0.0882618	0.0451578	0.0395423	0.0432234	0.0395577	0.0159962	0.0100101	0.00853011	0.018755	0.0228875	0.0354875	0.0393287	0.0411107	0.00573292	0.219585	0.269706	0.0565263	0.0344898	0.401034	0.0186593	0.252121	0.220909	0.147369	0.379601	2.991082
666	0	-14546.5	-14536	-10.4414	0.126472	0.118473	0.100932	0.0992854	0.0986326	0.0865297	0.114014	0.0741988	0.0821371	0.170792	0.0660296	0.0940915	0.0732858	0.109482	0.0984135	0.139087	0.146955	0.125079	0.118124	0.0965846	0.0749606	0.079763	0.153156	0.0271024	0.0261729	0.0272789	0.0516849	0.0360597	0.0152528	0.044187	0.0316438	0.0254946	0.0343778	0.0205095	0.0203478	0.0881815	0.0129441	0.0603525	0.0256689	0.0303252	0.0213858	0.0288867	0.0430817	0.201033	0.258893	0.0591306	0.0404072	0.423152	0.0173846	0.25477	0.237573	0.15019	0.357466	3.117417
667	1	-14534.9	-14525.1	-9.77632	0.12207	0.0770865	0.102136	0.0823123	0.0937651	0.0773537	0.123248	0.0741968	0.086818	0.181146	0.0635688	0.0860201	0.101996	0.104938	0.112325	0.146909	0.11922	0.106248	0.120939	0.0714512	0.0909879	0.0676426	0.17153	0.0274904	0.0432884	0.00568924	0.0265581	0.0365421	0.0188024	0.0944029	0.0361631	0.0561587	0.0450779	0.0412091	0.026412	0.0222209	0.0153938	0.0219699	0.0209086	0.01883	0.0302076	0.0275319	0.0252422	0.216638	0.264855	0.0526341	0.0321185	0.412909	0.020846	0.248886	0.229849	0.160771	0.360493	3.024006
668	0	-14548.5	-14542.6	-5.84431	0.123992	0.0890702	0.105972	0.076875	0.0930735	0.0938682	0.130654	0.0908542	0.0868776	0.185576	0.094747	0.0935213	0.0941906	0.0719288	0.0992689	0.152842	0.146858	0.121207	0.100577	0.0935464	0.0892172	0.079763	0.169594	0.0292179	0.0259743	0.0437282	0.038332	0.0521835	0.0203179	0.0389951	0.0296865	0.0363609	0.0533105	0.0101791	0.0163299	0.0876737	0.0252296	0.0388628	0.0247577	0.046273	0.0235791	0.0212134	0.0404752	0.194284	0.264323	0.0651985	0.0390507	0.408947	0.0281976	0.256295	0.242628	0.149622	0.351456	3.186753
669	1	-14541.2	-14528.7	-12.4742	0.105658	0.0986141	0.106911	0.0922545	0.118123	0.0856396	0.129874	0.0785998	0.0865248	0.151744	0.0724214	0.0847803	0.116486	0.108852	0.128719	0.120514	0.139576	0.116983	0.122967	0.0678515	0.0822425	0.0750222	0.14579	0.0559341	0.0273684	0.00993656	0.0315288	0.0436435	0.0154671	0.0840276	0.0348171	0.0491536	0.0465397	0.0404187	0.0333353	0.0334298	0.0240742	0.0370956	0.030005	0.0175238	0.0402077	0.0188003	0.0161969	0.196569	0.28237	0.0581503	0.0278114	0.416659	0.0184415	0.251187	0.235256	0.160222	0.353335	3.125651
670	0	-14543.3	-14533.2	-10.0194	0.149767	0.105478	0.10485	0.0951593	0.0921139	0.0657546	0.132441	0.0696246	0.0765834	0.18546	0.0616323	0.0896173	0.0941906	0.0880801	0.0995978	0.13164	0.129626	0.138945	0.134102	0.086056	0.112468	0.0928647	0.171241	0.0290711	0.0236159	0.0227796	0.0381166	0.0430113	0.0241427	0.0313039	0.024123	0.0326326	0.0377246	0.0146847	0.017631	0.0938075	0.0125562	0.0422948	0.0247577	0.0289443	0.028591	0.0229578	0.0340757	0.19704	0.27332	0.0699334	0.0275372	0.410207	0.0219624	0.2582	0.240817	0.142048	0.358936	3.134115
671	1	-14539.4	-14532.1	-7.34795	0.12668	0.114133	0.088559	0.115866	0.108798	0.0636271	0.104074	0.0680966	0.0903363	0.175436	0.0954384	0.0775381	0.106282	0.106543	0.112831	0.122062	0.107698	0.113878	0.108806	0.0858735	0.0855133	0.096725	0.162469	0.0420712	0.0293192	0.00844955	0.0093019	0.03135	0.0181462	0.103044	0.0500049	0.0491016	0.0453383	0.0394039	0.0406715	0.0187038	0.0262031	0.0238574	0.0230355	0.0270894	0.0503125	0.0319904	0.0147937	0.209788	0.26483	0.0657104	0.0368537	0.398574	0.024244	0.248433	0.231259	0.150777	0.369531	3.119451
672	0	-14538.9	-14531.3	-7.57758	0.130861	0.104685	0.0986095	0.106942	0.117145	0.0760665	0.136214	0.067655	0.110289	0.166658	0.0822184	0.0719485	0.0734909	0.102424	0.0904652	0.120207	0.114199	0.127966	0.12789	0.0687458	0.100511	0.0945696	0.146555	0.0279022	0.0231452	0.0406638	0.0313348	0.041962	0.0163137	0.0375057	0.024123	0.0170023	0.0396272	0.022939	0.0179868	0.0694408	0.0242663	0.0464802	0.0217797	0.037194	0.0322812	0.0328542	0.045262	0.216308	0.260352	0.0608927	0.034421	0.403308	0.0247173	0.244857	0.242099	0.153856	0.359188	3.086381
673	1	-14539.8	-14530.1	-9.6787	0.125776	0.0937019	0.122071	0.112251	0.108798	0.0634156	0.138474	0.0795608	0.0711885	0.157	0.0722032	0.0820703	0.118999	0.11098	0.10791	0.11564	0.138761	0.0998329	0.12233	0.0818229	0.0780013	0.105187	0.167586	0.0335475	0.0466376	0.0127949	0.0265222	0.0333934	0.0138664	0.0859994	0.050167	0.0491016	0.0415138	0.0478553	0.0310588	0.0231555	0.0132739	0.0182618	0.0227554	0.0205427	0.0416335	0.0310238	0.00694322	0.213351	0.277625	0.0581149	0.0341024	0.395091	0.0217161	0.243661	0.234922	0.152494	0.368923	3.123608
674	0	-14541.4	-14533.4	-7.99904	0.150436	0.101361	0.110544	0.104027	0.0938828	0.0600565	0.0906157	0.0600385	0.0845673	0.157542	0.0759804	0.0700396	0.117351	0.0896462	0.104595	0.116802	0.12245	0.109756	0.135494	0.0725732	0.0936387	0.0822749	0.189354	0.0263733	0.0161249	0.0442379	0.0449701	0.0343768	0.0110951	0.0284337	0.0176418	0.0230489	0.0622566	0.0267932	0.0180959	0.0807241	0.025805	0.0398859	0.0173621	0.0314765	0.035651	0.0262793	0.0396024	0.199976	0.263643	0.0623771	0.0345087	0.417454	0.0220416	0.256008	0.233165	0.14723	0.363597	3.043263
675	1	-14536.7	-14523.1	-13.5699	0.126075	0.107631	0.109149	0.0891946	0.103544	0.0761884	0.115339	0.0802933	0.0920718	0.207663	0.100149	0.0857093	0.110714	0.103477	0.102819	0.131892	0.126568	0.106609	0.11159	0.0811425	0.0890499	0.0900661	0.172786	0.0374292	0.0333336	0.00808193	0.0272048	0.0263261	0.0178397	0.100919	0.0339896	0.0356224	0.0448252	0.0471959	0.0206536	0.00766809	0.0321638	0.0322176	0.0220707	0.0233082	0.0426616	0.0223458	0.020297	0.208857	0.295323	0.0577295	0.0278905	0.392471	0.017728	0.228738	0.243495	0.142558	0.38521	3.155875
676	0	-14535.5	-14526.1	-9.3956	0.129584	0.0944711	0.0957684	0.088784	0.123041	0.073169	0.127754	0.0738305	0.0826322	0.15613	0.074077	0.0713784	0.0848753	0.0814393	0.10937	0.119161	0.118388	0.10505	0.117441	0.0670729	0.0977575	0.0772512	0.164212	0.0182654	0.0183604	0.0446061	0.0412675	0.0413055	0.0184623	0.0360173	0.0172444	0.0144245	0.0407765	0.0165178	0.0219068	0.0948618	0.0254854	0.0381444	0.0164879	0.0363036	0.0235361	0.0151171	0.0516329	0.207691	0.254948	0.0551682	0.0399535	0.425005	0.0172354	0.248499	0.226857	0.156051	0.368593	2.96336
677	1	-14536.9	-14525.9	-11.0497	0.112414	0.0830723	0.0980519	0.0950334	0.101511	0.0801056	0.113076	0.0780005	0.0988695	0.180669	0.0748027	0.0648118	0.0736997	0.0793056	0.104156	0.131892	0.15395	0.111974	0.117502	0.0518416	0.0952068	0.0857992	0.179309	0.0428488	0.040472	0.00776068	0.0205905	0.0470417	0.0133393	0.0837829	0.0367782	0.047732	0.0448252	0.0430671	0.021113	0.0134907	0.0273808	0.0230982	0.0199135	0.0238568	0.0454949	0.0282018	0.0136888	0.206063	0.297558	0.0580784	0.0336232	0.387221	0.0174566	0.248239	0.22775	0.150758	0.373252	3.00953
678	0	-14535	-14525.9	-9.10439	0.116099	0.0896485	0.102958	0.0982164	0.0946504	0.0773666	0.109267	0.0752881	0.0715312	0.19137	0.056248	0.0848845	0.100197	0.107398	0.104221	0.109284	0.139867	0.0995337	0.117441	0.0833157	0.0706007	0.0707579	0.161018	0.0145388	0.0183604	0.0496858	0.0316561	0.045475	0.023246	0.0353238	0.017729	0.0293361	0.041978	0.0189146	0.0223573	0.0764492	0.0131773	0.0454459	0.0202395	0.0206923	0.0332771	0.0224821	0.0313753	0.21889	0.264728	0.0486128	0.0344147	0.412949	0.0204056	0.245473	0.221595	0.156284	0.376648	2.942901
679	1	-14537.9	-14529.4	-8.41761	0.130059	0.110189	0.100092	0.0835536	0.11452	0.0726868	0.120301	0.0610029	0.094627	0.17798	0.0693003	0.085733	0.0801317	0.101654	0.0978956	0.141386	0.150252	0.111974	0.118749	0.0792644	0.0939693	0.0862859	0.185008	0.0341527	0.0287145	0.00209831	0.0305173	0.047567	0.00612787	0.0832842	0.0360293	0.0496636	0.0419816	0.0442553	0.0358088	0.0180984	0.0273808	0.0350231	0.0290686	0.0319126	0.0308127	0.0288752	0.0195681	0.201263	0.273888	0.0609851	0.0333966	0.406584	0.0238843	0.254642	0.235112	0.140949	0.369296	3.127554
680	0	-14543.8	-14531.5	-12.2955	0.11878	0.111424	0.0970709	0.0847582	0.110997	0.0660679	0.139287	0.0584375	0.0859059	0.18683	0.0679925	0.0857983	0.0911742	0.0886743	0.112093	0.151657	0.114438	0.10936	0.111084	0.0815134	0.09186	0.0816119	0.137118	0.03087	0.020124	0.0453409	0.0263076	0.0339639	0.0145026	0.0174843	0.0196324	0.0301975	0.0300699	0.0134103	0.0211928	0.060134	0.0114856	0.0607222	0.0150631	0.0330242	0.0327491	0.0232637	0.0330209	0.235084	0.267834	0.0557787	0.0340175	0.392174	0.0151124	0.240893	0.215009	0.158952	0.385147	2.956492
681	1	-14539.9	-14527.9	-12	0.130174	0.11982	0.091844	0.097742	0.105228	0.0700973	0.132931	0.0798971	0.0892849	0.153864	0.0687769	0.0876483	0.086118	0.115196	0.116477	0.128037	0.112427	0.102376	0.119643	0.0684128	0.0750541	0.0889123	0.154238	0.0551484	0.0312713	0.00435367	0.0290873	0.0345333	0.026241	0.068754	0.0298864	0.0386268	0.0440478	0.0213505	0.0226226	0.0311964	0.011793	0.0192409	0.0229459	0.0371515	0.0501178	0.0288752	0.0155522	0.227197	0.269181	0.05794	0.0281451	0.399596	0.0179409	0.24897	0.232954	0.152752	0.365325	3.016995
682	0	-14545.1	-14530.9	-14.1776	0.120271	0.0918575	0.109849	0.110845	0.101758	0.074199	0.119321	0.0779864	0.102119	0.164843	0.0653415	0.0822137	0.0968751	0.108551	0.110844	0.156072	0.0900897	0.117093	0.111648	0.0969671	0.0887857	0.0704008	0.171481	0.0211085	0.0149027	0.0432605	0.0345405	0.0430587	0.010981	0.0236844	0.024106	0.0413296	0.0451165	0.0129553	0.0222512	0.0953001	0.0176959	0.041237	0.0234677	0.0316324	0.0392159	0.0262765	0.0427216	0.208147	0.283593	0.0629159	0.0195675	0.407013	0.0187636	0.225892	0.244474	0.153858	0.375777	3.094254
683	1	-14537.8	-14527.4	-10.4388	0.104136	0.0891308	0.0931332	0.0973763	0.0977889	0.0923404	0.125294	0.0703526	0.0854487	0.188352	0.0693717	0.0782386	0.107333	0.101236	0.152869	0.123977	0.126456	0.125594	0.131868	0.0896833	0.0988288	0.0997013	0.181848	0.0344232	0.0263238	0.00989786	0.021908	0.0358123	0.0169048	0.0848789	0.0331783	0.0563223	0.0520668	0.0367203	0.0219396	0.021637	0.0174525	0.0218168	0.0117118	0.0188343	0.0449843	0.0334645	0.00769001	0.210426	0.280881	0.0572973	0.0309298	0.398673	0.0217932	0.245288	0.236493	0.149745	0.368475	3.138325
684	0	-14538.5	-14523	-15.4473	0.118789	0.089587	0.105244	0.0964882	0.0975982	0.086655	0.127178	0.0727867	0.0930919	0.180265	0.0632554	0.0785753	0.0824766	0.108705	0.128088	0.138744	0.119072	0.121366	0.137519	0.0695347	0.0960267	0.087322	0.149932	0.0308562	0.014815	0.0301506	0.0425168	0.0439402	0.025249	0.0273807	0.0281332	0.0236032	0.047865	0.021284	0.0124375	0.078907	0.0137077	0.0532244	0.0166909	0.032883	0.0147509	0.0260696	0.0465645	0.216651	0.281134	0.0575405	0.0240027	0.405565	0.015107	0.241646	0.226444	0.163621	0.368289	3.079332
685	1	-14542.1	-14529.8	-12.2954	0.150923	0.118121	0.0935662	0.111282	0.105416	0.0787406	0.122956	0.0749993	0.095332	0.163503	0.0919216	0.0727329	0.107144	0.10537	0.133121	0.123383	0.118959	0.112937	0.130515	0.0646129	0.0827969	0.0979654	0.179729	0.0259285	0.0257196	0.0306891	0.0196831	0.0535209	0.0103705	0.100584	0.0462456	0.0394929	0.0476793	0.0435003	0.0283169	0.0108352	0.0153954	0.0218576	0.0164197	0.0323145	0.0525234	0.0317205	0.00956283	0.210975	0.275512	0.0572125	0.026233	0.408795	0.0212726	0.249073	0.23174	0.142725	0.376463	3.198386
686	0	-14544.7	-14535.1	-9.62279	0.107861	0.0839332	0.104751	0.0964882	0.116934	0.0693729	0.116484	0.0716398	0.102782	0.186194	0.0842515	0.0788348	0.0830905	0.10691	0.103058	0.140774	0.157356	0.10702	0.148431	0.0799308	0.0952818	0.087322	0.177423	0.021392	0.025661	0.0433055	0.050058	0.0420872	0.0249978	0.0245626	0.017642	0.0236032	0.0581992	0.0146989	0.0148483	0.0815541	0.00727258	0.0494481	0.029912	0.0477265	0.0300887	0.0265211	0.043149	0.205801	0.246935	0.0574138	0.0256362	0.437759	0.0264544	0.25357	0.245844	0.154015	0.346572	3.182852
687	1	-14537.2	-14527.3	-9.98147	0.147931	0.101624	0.101806	0.0932701	0.0994155	0.0814486	0.128168	0.0702915	0.100959	0.147186	0.0837328	0.079104	0.0770095	0.101037	0.0933421	0.112547	0.12261	0.101822	0.118359	0.0678296	0.0710549	0.0749711	0.158026	0.0259285	0.0346924	0.0128372	0.0213836	0.0424651	0.0101275	0.0710839	0.0523309	0.0443451	0.0465392	0.036376	0.030147	0.0164547	0.031057	0.0191031	0.021258	0.0208414	0.0571688	0.0258143	0.0291821	0.207395	0.277248	0.0669631	0.0366408	0.395054	0.0166986	0.243427	0.231857	0.161721	0.362994	2.982681
688	0	-14542.4	-14526	-16.3897	0.111762	0.117902	0.121366	0.108745	0.111272	0.0632489	0.129702	0.0913012	0.0926308	0.179998	0.0883077	0.0709711	0.0987318	0.104943	0.104443	0.123028	0.171293	0.107302	0.106585	0.0737654	0.0753274	0.079601	0.156426	0.0372927	0.0173799	0.0287191	0.031326	0.0384811	0.0252672	0.0405528	0.0174448	0.0173581	0.032912	0.0234091	0.0138227	0.0777829	0.0237142	0.0481353	0.016672	0.0318576	0.0298455	0.0268759	0.0420933	0.212822	0.278793	0.0572433	0.0196476	0.415522	0.0159716	0.245599	0.237089	0.156399	0.360913	3.109595
689	1	-14540.5	-14530.8	-9.7557	0.1311	0.0792152	0.100201	0.0908917	0.0978697	0.0814486	0.125334	0.0746868	0.080564	0.15055	0.0623929	0.0684676	0.0684779	0.0842087	0.11141	0.12317	0.142876	0.105793	0.135908	0.0726433	0.0860134	0.0856205	0.155398	0.052396	0.0279272	0.018616	0.0316409	0.0520379	0.0157749	0.0752879	0.0286257	0.0503825	0.0395709	0.0501526	0.022804	0.0325424	0.0089864	0.0184386	0.0223277	0.0321814	0.0411973	0.0238505	0.0293795	0.207975	0.263019	0.0668402	0.0339079	0.410554	0.0177043	0.245298	0.225917	0.154561	0.374223	2.988361
690	0	-14545.6	-14533.8	-11.8071	0.1316	0.12805	0.11622	0.0874093	0.0930481	0.0797053	0.124887	0.0697584	0.0917105	0.180779	0.0888235	0.0655964	0.100152	0.106152	0.110713	0.111939	0.116526	0.105366	0.116517	0.092872	0.0753274	0.09384	0.15716	0.0370682	0.0153986	0.0399804	0.027235	0.0467932	0.0199432	0.0268243	0.0234339	0.0173581	0.0458508	0.0236571	0.00970902	0.0861311	0.0341264	0.041784	0.0227581	0.0253634	0.0298455	0.0227489	0.0388953	0.220012	0.285479	0.0458252	0.0211535	0.402228	0.0253025	0.242682	0.23514	0.138787	0.383391	3.079054
691	1	-14536.6	-14527.5	-9.10905	0.104234	0.107207	0.0763059	0.104344	0.0993495	0.0606236	0.12867	0.0721164	0.0915548	0.168717	0.0706308	0.0712272	0.0922824	0.096962	0.131999	0.131615	0.123467	0.0919337	0.113301	0.0822858	0.0798462	0.0829177	0.186247	0.0352982	0.0283768	0.0316752	0.017468	0.0465826	0.0183164	0.0756151	0.0387614	0.0382086	0.0490022	0.0269942	0.0233811	0.0242794	0.016538	0.0202174	0.0156397	0.0293176	0.0458751	0.0228474	0.00775099	0.208781	0.283948	0.0553636	0.0320954	0.398734	0.021078	0.244733	0.225812	0.149339	0.380115	2.979982
692	0	-14547.6	-14538.5	-9.14055	0.117679	0.100118	0.117045	0.0955142	0.116435	0.0954047	0.148888	0.0717764	0.0806883	0.165877	0.0815506	0.0879295	0.0792053	0.0816707	0.0965272	0.117444	0.151683	0.117158	0.106865	0.0920653	0.0889052	0.0744477	0.152058	0.031541	0.0152725	0.0463373	0.0474132	0.041903	0.0116786	0.0336479	0.023277	0.0313031	0.0354991	0.0211271	0.00315014	0.0903723	0.0156592	0.0325609	0.0280591	0.0211158	0.0447322	0.0122061	0.0442304	0.212226	0.281433	0.0632575	0.0339109	0.387992	0.0211805	0.245876	0.237801	0.154254	0.362069	3.068021
693	1	-14549.4	-14538.8	-10.6779	0.131036	0.11948	0.0908157	0.109935	0.121357	0.0772236	0.108173	0.0857315	0.0885527	0.169434	0.0718148	0.08442	0.107601	0.100837	0.0958829	0.138993	0.125289	0.0782867	0.140366	0.0736395	0.0877887	0.0826274	0.162788	0.0608372	0.0510651	0.0131988	0.0321748	0.0351961	0.0124233	0.0752413	0.0347288	0.0428484	0.0580243	0.0260645	0.0224382	0.0203449	0.0218979	0.0258544	0.0220058	0.0268707	0.0354633	0.0416369	0.0120916	0.224215	0.266895	0.0569239	0.0350538	0.397227	0.0196861	0.231663	0.228703	0.15262	0.387014	3.122479
694	0	-14537.8	-14526.4	-11.4454	0.140048	0.114556	0.0841697	0.0855311	0.0894133	0.0818754	0.128053	0.0663142	0.0913625	0.192362	0.059362	0.0858555	0.105314	0.10898	0.107961	0.137378	0.117824	0.117158	0.126758	0.0815733	0.0827161	0.0873939	0.161305	0.0292688	0.0213526	0.0521677	0.0493804	0.0374766	0.0124016	0.0396372	0.0282638	0.0379878	0.0678462	0.0182028	0.0147688	0.0788964	0.0211043	0.0416188	0.0203499	0.0280408	0.0333778	0.0182715	0.0442304	0.226268	0.268779	0.0607798	0.0334543	0.39177	0.0189492	0.233768	0.24373	0.143154	0.379348	3.147907
695	1	-14549.8	-14535.1	-14.7644	0.125701	0.12216	0.0912055	0.092067	0.0981048	0.0580389	0.111491	0.0805432	0.0923228	0.165179	0.0651506	0.0718899	0.105463	0.114886	0.127455	0.124404	0.130518	0.134963	0.123589	0.0844834	0.0736545	0.0907889	0.162004	0.0455988	0.0328611	0.0145431	0.0103441	0.039847	0.0123987	0.077531	0.0273454	0.0386105	0.0398011	0.0260645	0.0195824	0.0113412	0.0284539	0.0229435	0.0107061	0.0205013	0.0426305	0.0305401	0.00932231	0.236748	0.248199	0.0572072	0.0248463	0.418224	0.0147751	0.244903	0.213444	0.182205	0.359448	3.00703
696	0	-14536.3	-14522.1	-14.2037	0.114182	0.101398	0.123068	0.121546	0.0982097	0.0649848	0.128053	0.0852127	0.0857315	0.194239	0.0753929	0.0809638	0.0985811	0.0890063	0.109293	0.122912	0.132527	0.111753	0.105266	0.0820932	0.0800006	0.0722232	0.159775	0.0296494	0.0187151	0.0634879	0.0322384	0.0443561	0.0143457	0.0326404	0.0200032	0.0188885	0.0444528	0.00949948	0.0187626	0.0983916	0.0173674	0.0460729	0.0146228	0.0322504	0.0407052	0.0214605	0.0527222	0.211789	0.285726	0.0493123	0.0222923	0.411659	0.0192217	0.23341	0.23436	0.1547	0.37753	3.107045
697	1	-14543.1	-14531.5	-11.6036	0.141463	0.102712	0.0862655	0.0836428	0.100153	0.101217	0.124596	0.0771546	0.089518	0.169855	0.073194	0.0666183	0.134106	0.0782339	0.114427	0.110583	0.135827	0.110106	0.151697	0.0713853	0.0783858	0.0781929	0.16857	0.0454118	0.0312507	0.0133222	0.0266432	0.034468	0.00837005	0.0993335	0.0392016	0.0447161	0.0530919	0.0374768	0.021481	0.0120505	0.0205033	0.0315148	0.0278698	0.0257096	0.0426305	0.0401462	0.042252	0.21528	0.267789	0.0562897	0.0275362	0.41203	0.0210751	0.249351	0.235781	0.153059	0.361808	3.145346
698	0	-14537.2	-14524.5	-12.7471	0.120065	0.0973191	0.102448	0.0919341	0.113229	0.0694119	0.108844	0.0718264	0.0760404	0.158306	0.0799805	0.0662551	0.0832829	0.0897761	0.0948009	0.105944	0.12827	0.103028	0.124735	0.0817887	0.0792538	0.101677	0.169058	0.0236879	0.0229766	0.0568373	0.0394408	0.0446903	0.00835062	0.0365348	0.0326121	0.0341246	0.0435448	0.0202208	0.0125947	0.0723434	0.0196404	0.0331091	0.0334271	0.0328718	0.0258886	0.0245185	0.0534428	0.200871	0.289519	0.051517	0.0321636	0.410588	0.015341	0.244253	0.234199	0.151219	0.370329	2.988131
699	1	-14534.3	-14523.6	-10.775	0.122996	0.0911254	0.109264	0.0933274	0.101863	0.0876646	0.119675	0.053376	0.10807	0.156406	0.0922859	0.0881649	0.0889313	0.0974673	0.114427	0.113084	0.134368	0.103448	0.104217	0.071915	0.0820549	0.079987	0.147514	0.0354641	0.0275417	0.0146503	0.0253489	0.0363552	0.00631628	0.075898	0.0383104	0.0474255	0.0482101	0.025531	0.0225645	0.0179095	0.0254157	0.0320544	0.0281948	0.0302041	0.0355399	0.0280724	0.0131561	0.213949	0.266875	0.0585434	0.0326565	0.410741	0.0172356	0.251049	0.217949	0.160725	0.370278	2.975794
700	0	-14536.2	-14524.7	-11.486	0.123641	0.113428	0.119711	0.0986421	0.0935635	0.0700212	0.104872	0.0618334	0.0831079	0.163067	0.0743946	0.0918466	0.095066	0.106739	0.105416	0.131654	0.133303	0.0997563	0.11165	0.0903979	0.0945616	0.0856018	0.173199	0.0322073	0.0204339	0.0462384	0.0389174	0.0398471	0.010794	0.0329131	0.0199582	0.0201674	0.0459499	0.00808299	0.0133285	0.0828638	0.00709515	0.0436658	0.0149165	0.0368127	0.0251156	0.0261342	0.0388207	0.213158	0.261591	0.0518393	0.0236964	0.42834	0.0213749	0.243936	0.21379	0.164588	0.377686	3.029736
701	1	-14533	-14519.8	-13.2139	0.127163	0.0935381	0.127178	0.0772964	0.0992983	0.0647268	0.120598	0.0607377	0.0726679	0.16458	0.0780544	0.0711326	0.108839	0.09472	0.126974	0.122867	0.122069	0.104271	0.13131	0.0801848	0.091592	0.0893908	0.155061	0.0379339	0.0470497	0.0249757	0.0187363	0.0336314	0.0135145	0.0817619	0.0364238	0.0511566	0.0467098	0.0242044	0.0289327	0.0131151	0.0154749	0.019108	0.0181118	0.0268135	0.0381318	0.0341553	0.0191999	0.208709	0.259192	0.0637939	0.0346839	0.420515	0.0131056	0.252954	0.220302	0.161642	0.365102	3.01339
702	0	-14541.8	-14534.3	-7.53572	0.120305	0.102278	0.0864647	0.108268	0.100722	0.0803942	0.130587	0.0959246	0.101144	0.156234	0.0758236	0.082683	0.0948832	0.100346	0.108501	0.105924	0.116838	0.111888	0.120635	0.0845154	0.10705	0.086886	0.156364	0.0266529	0.0242557	0.0450791	0.0485142	0.0504237	0.0217355	0.0301298	0.0167267	0.0384437	0.0493646	0.0139279	0.00993116	0.0833967	0.0121627	0.0337549	0.0143641	0.037171	0.025567	0.0286934	0.041773	0.216288	0.272266	0.0544806	0.0350485	0.396039	0.025878	0.234912	0.223492	0.155304	0.386292	3.086728
703	1	-14541.7	-14528.7	-13.0153	0.127163	0.104997	0.101866	0.108313	0.103377	0.0699827	0.105898	0.0701879	0.107699	0.174191	0.0703384	0.0812183	0.103246	0.0790861	0.120133	0.141453	0.121677	0.112195	0.126448	0.0851996	0.0723813	0.0917941	0.172309	0.0342177	0.0375735	0.00718873	0.031468	0.0402366	0.0109579	0.107493	0.0238571	0.035966	0.0550327	0.0376965	0.03327	0.0195171	0.0233556	0.0213936	0.0243135	0.0315429	0.0273159	0.0205782	0.0205904	0.227429	0.2565	0.0518875	0.0316393	0.415738	0.0168068	0.238103	0.238262	0.16222	0.361415	3.094719
704	0	-14542.5	-14534.1	-8.48045	0.108491	0.0886053	0.0940598	0.0921058	0.121887	0.0756386	0.126864	0.0820063	0.0800338	0.162684	0.0940858	0.0838432	0.0820337	0.0974294	0.110928	0.139294	0.128353	0.0976243	0.115864	0.0845154	0.0846365	0.0756205	0.179398	0.0277842	0.0191832	0.0432177	0.0435078	0.0347491	0.0217355	0.0362619	0.0185479	0.0326327	0.044851	0.00644759	0.0053833	0.0919742	0.0186511	0.0414532	0.019596	0.0303406	0.0330881	0.0341355	0.0380732	0.224339	0.263074	0.0605783	0.0350437	0.394941	0.022024	0.242585	0.240436	0.148191	0.368788	3.047616
