Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
111	1	-13212	-13157.4	-54.6072	0.2904602	0.34845	0.18081	0.239317	0.245219	0.26331	0.189086	0.283472	0.220389	0.212315	0.539679	0.158386	0.209252	0.263048	0.300244	0.254319	0.45559	0.34964	0.27245	0.306951	0.0913776	0.162901	0.16793	0.569866	0.00801116	0.0691346	0.0235113	0.185112	0.0715446	0.0680973	0.31454	0.158372	0.22375	0.341435	0.152546	0.0971726	0.0937543	0.222105	0.0960983	0.0659875	0.0817749	0.0413607	0.045531	0.121652	0.0260975	0.40679	0.0470241	0.0165793	0.449821	0.0536878	0.00455343	0.0970973	0.579428	3.31892	0.343338	0.385147	0.0600254	0.21149	8.76549
112	0	-13220.9	-13163.1	-57.8544	0.2589453	0.400554	0.190101	0.256129	0.222058	0.26429	0.254824	0.320453	0.239989	0.175989	0.468478	0.132809	0.183058	0.371779	0.420849	0.306791	0.483856	0.302591	0.248847	0.260665	0.143711	0.188128	0.166909	0.550255	0.219823	0.0377189	0.141967	0.282159	0.036025	0.31637	0.200159	0.0361032	0.0600039	0.040552	0.0543581	0.052568	0.0440146	0.0925673	0.25841	0.156969	0.0754123	0.0259188	0.360366	0.0456297	0.019333	0.463719	0.0368746	0.0368641	0.387377	0.0558325	0.00255514	0.0732218	0.519974	3.40425	0.345315	0.381567	0.0542295	0.218888	9.090206
113	1	-13208.8	-13156.9	-51.8929	0.2897608	0.381363	0.188519	0.223041	0.17319	0.292333	0.146844	0.28942	0.174591	0.184508	0.388683	0.156976	0.156892	0.263325	0.316629	0.232126	0.424915	0.377972	0.282473	0.270278	0.104391	0.220398	0.143085	0.611343	0.000395463	0.0583964	0.0277252	0.19924	0.172995	0.0486414	0.265857	0.108008	0.250976	0.42676	0.148204	0.0368166	0.162272	0.217692	0.0908597	0.0242581	0.0941634	0.0214449	0.0641306	0.0719266	0.0236649	0.468118	0.0403329	0.0146973	0.386102	0.0670849	0.00450156	0.0965571	0.5782	3.32074	0.337416	0.387973	0.0574247	0.217187	8.494056
114	0	-13213.2	-13169.2	-44.0817	0.2783073	0.292766	0.201975	0.267051	0.165384	0.25991	0.175982	0.292464	0.236919	0.145826	0.360739	0.141199	0.135583	0.280147	0.296604	0.18966	0.308411	0.298667	0.213376	0.255991	0.113938	0.172861	0.0803491	0.548257	0.173111	0.085198	0.106484	0.193014	0.0252172	0.336577	0.109409	0.108548	0.0675512	0.0858758	0.00461782	0.0274351	0.0550481	0.0948945	0.137731	0.153817	0.0782344	0.048598	0.270587	0.116924	0.0213229	0.495171	0.0363291	0.0370089	0.355162	0.0550065	0.00370097	0.087765	0.557509	3.35103	0.345315	0.381567	0.0542295	0.218888	7.71293
115	1	-13216.4	-13176.2	-40.1937	0.3125432	0.388924	0.109962	0.15634	0.140087	0.313769	0.20019	0.266869	0.155703	0.226415	0.386087	0.112557	0.12573	0.247124	0.198667	0.214992	0.328834	0.367948	0.21569	0.240173	0.106074	0.173255	0.0970497	0.470659	0.00191435	0.0681426	0.0242313	0.267011	0.0425985	0.00425833	0.189946	0.0691756	0.262116	0.242835	0.119243	0.0567719	0.120257	0.194519	0.0694117	0.0552753	0.102421	0.0372663	0.0740118	0.0796332	0.0273337	0.454244	0.038763	0.0399035	0.374659	0.0650967	0.00636783	0.114282	0.616278	3.26307	0.358577	0.366462	0.0542408	0.22072	7.324136
116	0	-13220.7	-13174.3	-46.4768	0.2867705	0.362079	0.193095	0.230763	0.243979	0.288667	0.209729	0.277037	0.236919	0.208495	0.359125	0.15389	0.184366	0.210285	0.332855	0.23887	0.312978	0.274903	0.250287	0.316853	0.0616205	0.193199	0.16479	0.501766	0.189557	0.130903	0.0669997	0.179865	0.0034573	0.257303	0.100499	0.116719	0.0617084	0.0889805	0.00420977	0.042042	0.0647064	0.0669781	0.256242	0.107763	0.0983498	0.0408777	0.238985	0.0297525	0.0225433	0.532634	0.0384084	0.0182184	0.321425	0.0667712	0.00428365	0.0942513	0.572902	3.32856	0.343342	0.379387	0.0539196	0.223351	7.952449
117	1	-13203.8	-13168.6	-35.2194	0.2937923	0.264323	0.15579	0.19385	0.114766	0.200582	0.168572	0.211564	0.142323	0.135008	0.392405	0.101547	0.166452	0.17325	0.318221	0.202793	0.345452	0.283773	0.202476	0.226515	0.0732094	0.169867	0.129487	0.539019	0.0302513	0.0515156	0.0692895	0.189817	0.106742	0.00103058	0.15073	0.0525464	0.231029	0.203362	0.0784923	0.0745871	0.117155	0.239514	0.0749178	0.0274268	0.0964072	0.0422529	0.0320046	0.0463856	0.0267327	0.470142	0.0394902	0.0355235	0.366938	0.0611728	0.00480528	0.0996753	0.585229	3.31029	0.343673	0.37942	0.0579948	0.218913	6.826702
118	0	-13217.5	-13171.3	-46.2522	0.2830265	0.302429	0.192446	0.217267	0.147142	0.321207	0.195828	0.283342	0.168736	0.150732	0.397535	0.158526	0.118081	0.243607	0.285315	0.203364	0.473401	0.329816	0.258478	0.285935	0.121123	0.162331	0.0503414	0.594588	0.175258	0.0945163	0.0653997	0.211276	0.0498151	0.327554	0.115321	0.0555102	0.0614359	0.0897399	0.0588199	0.051713	0.0416198	0.0514784	0.149721	0.145932	0.0526047	0.0577946	0.340617	0.0722856	0.0236766	0.531394	0.0403393	0.0223753	0.337583	0.0446317	0.00401969	0.0913742	0.566165	3.33844	0.33986	0.380232	0.0588207	0.221086	7.929982
119	1	-13212.4	-13171.6	-40.8441	0.3027122	0.363063	0.126509	0.269233	0.147458	0.187811	0.174858	0.221169	0.136141	0.189698	0.364332	0.108833	0.208778	0.288914	0.225509	0.162409	0.246796	0.371732	0.226712	0.263712	0.113884	0.169867	0.128093	0.478862	0.0231574	0.0727696	0.0681517	0.20112	0.078847	0.010101	0.202588	0.117702	0.236858	0.197126	0.138591	0.0876855	0.131704	0.206057	0.0863548	0.0415873	0.111954	0.0633166	0.0610022	0.0781258	0.0264578	0.466852	0.0392362	0.035295	0.364579	0.0675808	0.00551789	0.106607	0.60033	3.28755	0.347886	0.384071	0.0544884	0.213555	7.389175
120	0	-13222.6	-13173.5	-49.1072	0.2815194	0.312072	0.172195	0.224772	0.198016	0.302789	0.206696	0.312971	0.160317	0.221666	0.441188	0.0945207	0.170553	0.326657	0.273132	0.285779	0.260574	0.370886	0.288335	0.33115	0.134339	0.213529	0.112211	0.632393	0.186582	0.145713	0.0684998	0.192167	0.00646761	0.223272	0.125078	0.0465347	0.0929898	0.100908	0.0246331	0.0130557	0.049917	0.0560406	0.242968	0.108108	0.12193	0.00179535	0.294844	0.0672425	0.0222206	0.497148	0.0384426	0.0164008	0.332823	0.0929649	0.00391621	0.0902193	0.563421	3.34244	0.330452	0.397389	0.0571923	0.214966	8.215489
121	1	-13218.1	-13175.1	-42.9648	0.3164294	0.373168	0.124818	0.256559	0.0895642	0.183657	0.221517	0.278097	0.149756	0.189031	0.412788	0.146112	0.16386	0.295564	0.229653	0.230687	0.323928	0.321831	0.26227	0.2344	0.118074	0.2094	0.0721985	0.512979	0.0472059	0.0255171	0.0808405	0.218469	0.109046	0.0280137	0.256029	0.0897921	0.310725	0.216266	0.0664173	0.0723129	0.122017	0.177322	0.0950613	0.0142298	0.126122	0.0167487	0.0661948	0.0630007	0.0280972	0.463399	0.0400184	0.0261425	0.387168	0.0551747	0.00672233	0.117322	0.62239	3.25357	0.342924	0.378593	0.0537113	0.224771	7.601241
122	0	-13212.1	-13161.5	-50.5946	0.2818867	0.397783	0.210454	0.224772	0.261255	0.1763	0.242128	0.331631	0.21787	0.174119	0.401421	0.145957	0.178435	0.354094	0.235548	0.249351	0.299797	0.367083	0.249976	0.314669	0.146185	0.162898	0.121227	0.583422	0.295006	0.0437412	0.0959446	0.251569	0.0195549	0.281071	0.147154	0.0535814	0.0981052	0.0777124	0.0125336	0.0480725	0.0758802	0.0836245	0.233798	0.0776744	0.0717191	0.0201298	0.244087	0.0868865	0.0217278	0.519433	0.0365351	0.0310108	0.347742	0.0435513	0.00394129	0.0905006	0.564092	3.34147	0.333814	0.397031	0.0520016	0.217153	8.364221
123	1	-13209.8	-13160.4	-49.4054	0.2810446	0.438644	0.170673	0.25229	0.100301	0.244611	0.165633	0.310129	0.144965	0.145539	0.441583	0.21591	0.161093	0.226381	0.295296	0.261501	0.322957	0.366954	0.26227	0.290167	0.133404	0.174349	0.112677	0.625482	0.0246556	0.066905	0.0696667	0.173341	0.110833	0.0664756	0.344013	0.0673603	0.27764	0.221743	0.144386	0.0759782	0.10637	0.194763	0.0872827	0.0575189	0.136623	0.00823454	0.0522272	0.0964759	0.0260073	0.48115	0.0333632	0.0375484	0.367615	0.054316	0.00388394	0.0898559	0.562553	3.34371	0.346641	0.382697	0.0542935	0.216368	8.245304
124	0	-13212.2	-13160.2	-51.9582	0.2806508	0.341241	0.187525	0.242103	0.221681	0.240858	0.180641	0.306368	0.200494	0.139256	0.402718	0.137551	0.130309	0.242186	0.308957	0.231777	0.322322	0.359721	0.278248	0.321165	0.095865	0.192168	0.116434	0.598965	0.256582	0.0669538	0.135784	0.141384	0.0488679	0.349473	0.187909	0.102642	0.11405	0.0704046	0.00623204	0.0985805	0.115886	0.0867513	0.233798	0.176486	0.0610108	0.04932	0.325663	0.0742516	0.0232408	0.495301	0.0347274	0.023827	0.371958	0.050946	0.0038573	0.0895547	0.561831	3.34476	0.334171	0.397456	0.0509875	0.217385	8.500585
125	1	-13215	-13161.2	-53.7983	0.2664623	0.311962	0.121032	0.25229	0.223242	0.316368	0.233216	0.322037	0.252274	0.139204	0.503596	0.137638	0.194115	0.322648	0.350092	0.238389	0.349572	0.312522	0.274234	0.290167	0.132533	0.152638	0.115593	0.557388	0.032911	0.103344	0.049054	0.18848	0.180771	0.0669446	0.284352	0.0742731	0.332499	0.334343	0.111276	0.068023	0.0667478	0.254198	0.10398	0.042517	0.104485	0.0727002	0.0436897	0.0672541	0.019003	0.475005	0.0349044	0.0296646	0.384598	0.0568251	0.00296936	0.0788101	0.534941	3.38328	0.346396	0.380185	0.0513423	0.222077	8.684592
126	0	-13220.3	-13163.9	-56.4816	0.2787103	0.418888	0.196873	0.19158	0.163531	0.260939	0.183709	0.271633	0.272895	0.199784	0.440312	0.135041	0.193326	0.25135	0.335947	0.168013	0.365186	0.452291	0.257861	0.31888	0.133865	0.239677	0.112333	0.724174	0.23785	0.0811577	0.154256	0.229804	0.0180955	0.426755	0.202346	0.100432	0.0670181	0.0810274	0.0345195	0.0894718	0.0648456	0.0663188	0.263991	0.0879942	0.0305817	0.0462954	0.253512	0.128561	0.0184343	0.5036	0.0341388	0.0265151	0.350971	0.0663414	0.00372759	0.0880724	0.558255	3.34994	0.342364	0.381587	0.0522375	0.223811	8.952922
127	1	-13206.2	-13154.8	-51.4087	0.2958108	0.363222	0.139695	0.194761	0.163857	0.23647	0.18736	0.270436	0.197156	0.195536	0.445425	0.151499	0.228214	0.333963	0.2786	0.266874	0.381106	0.375499	0.27771	0.288681	0.117542	0.18782	0.129812	0.603935	0.0330756	0.051351	0.0742787	0.123019	0.106576	0.0567371	0.259585	0.0917491	0.347161	0.318434	0.110162	0.0779322	0.0723411	0.18426	0.0825636	0.0560823	0.156207	0.0589099	0.0543662	0.115667	0.0202155	0.540955	0.0335674	0.0396029	0.316793	0.0488657	0.00496165	0.10124	0.5887	3.3051	0.346396	0.380185	0.0513423	0.222077	8.445631
128	0	-13213.9	-13154.5	-59.342	0.2769284	0.470378	0.206825	0.27523	0.158625	0.254597	0.256592	0.390925	0.193174	0.183344	0.494203	0.113056	0.20429	0.317032	0.363885	0.28754	0.329623	0.370839	0.265943	0.252647	0.111607	0.222462	0.146665	0.67416	0.276913	0.0443863	0.120152	0.205842	0.0217816	0.331533	0.196836	0.0792763	0.110723	0.0755124	0.0988605	0.0385721	0.0909414	0.0890787	0.232168	0.239218	0.0482682	0.0267743	0.257232	0.111257	0.0199538	0.500521	0.0322479	0.048508	0.34052	0.0582492	0.00361079	0.0867144	0.554944	3.35473	0.336762	0.384674	0.0529426	0.225622	9.238967
129	1	-13213.5	-13172.2	-41.3065	0.2796448	0.335537	0.160997	0.233511	0.113883	0.276041	0.184752	0.371368	0.161491	0.129241	0.442307	0.126261	0.146209	0.359482	0.271432	0.134858	0.386198	0.289681	0.195189	0.273997	0.08592	0.189283	0.131254	0.567306	0.01797	0.0600166	0.0583904	0.222752	0.083947	0.0196159	0.239685	0.0588064	0.204808	0.174323	0.0926368	0.0858312	0.0865611	0.202475	0.042311	0.0375587	0.0551627	0.079806	0.0160212	0.0305378	0.0203426	0.474	0.0382334	0.0451078	0.360829	0.0614875	0.00378972	0.0887857	0.559981	3.34744	0.346233	0.380007	0.0517876	0.221973	7.435412
130	0	-13221.7	-13167.7	-53.9165	0.2919592	0.353191	0.206825	0.291794	0.0907661	0.208303	0.198052	0.417306	0.186684	0.169246	0.529907	0.128658	0.128698	0.235886	0.249827	0.236805	0.407309	0.378193	0.316922	0.291831	0.13395	0.204933	0.144188	0.530447	0.341179	0.129194	0.164228	0.28127	0.0282782	0.368391	0.119969	0.0274607	0.0504882	0.120522	0.0518479	0.037866	0.075708	0.0974414	0.251013	0.108604	0.0439492	0.0131116	0.260525	0.0856425	0.0204271	0.482733	0.0311018	0.0393614	0.35107	0.0753065	0.00466577	0.0982563	0.582049	3.31503	0.333565	0.381022	0.0524399	0.232974	8.696412
131	1	-13215.9	-13160.1	-55.8103	0.2372046	0.465414	0.212443	0.264212	0.188267	0.246195	0.172206	0.399798	0.221632	0.148317	0.471262	0.139809	0.116445	0.304229	0.364762	0.287839	0.325568	0.398468	0.234781	0.303592	0.146054	0.135133	0.161533	0.565222	0.0688752	0.0726139	0.0960912	0.295361	0.0957502	0.0847642	0.212486	0.119318	0.292648	0.281049	0.15113	0.0756222	0.144542	0.198561	0.111077	0.019331	0.0712972	0.0870441	0.0585417	0.07651	0.0203477	0.47412	0.0293487	0.030829	0.383851	0.0615032	0.0015681	0.0576178	0.473714	3.4671	0.361299	0.369957	0.054041	0.214703	8.885792
132	0	-13209.3	-13157.5	-51.8395	0.2806109	0.370221	0.194564	0.238728	0.150082	0.241556	0.178579	0.417647	0.178639	0.160713	0.540858	0.144203	0.17071	0.258775	0.25515	0.23771	0.332544	0.32549	0.291751	0.303478	0.0970991	0.227061	0.12758	0.694605	0.327772	0.0969621	0.0853987	0.185773	0.0132997	0.206941	0.123778	0.104971	0.0499856	0.0759373	0.0829037	0.0130069	0.0862135	0.0676159	0.193246	0.16571	0.0780955	0.0343804	0.304431	0.0545468	0.0194183	0.483994	0.0312575	0.0255943	0.352828	0.0869075	0.0038546	0.0895242	0.561758	3.34486	0.357677	0.372805	0.0495193	0.219999	8.48871
133	1	-13216.4	-13163.7	-52.7238	0.2759417	0.373745	0.199267	0.264117	0.230345	0.365433	0.172931	0.288538	0.318072	0.13071	0.380168	0.197978	0.138841	0.269352	0.328642	0.266568	0.330733	0.379941	0.237848	0.366336	0.162082	0.223272	0.119692	0.57208	0.0206706	0.0930811	0.0696718	0.177516	0.0853706	0.0551757	0.26821	0.0917582	0.274575	0.219211	0.0941941	0.0675439	0.165309	0.165891	0.0501772	0.0411937	0.0804233	0.0473616	0.0880518	0.105065	0.0196314	0.45743	0.0283155	0.0378176	0.370339	0.0864672	0.00354707	0.0859639	0.553099	3.35739	0.356686	0.372629	0.0544313	0.216254	8.577141
134	0	-13211.2	-13157.9	-53.3602	0.2889368	0.34923	0.166733	0.216841	0.213625	0.283392	0.161601	0.265129	0.152749	0.229377	0.487078	0.202701	0.164159	0.332668	0.381124	0.224298	0.414977	0.379889	0.256502	0.269184	0.121326	0.161552	0.163092	0.607259	0.265485	0.0899885	0.130084	0.217329	0.0264076	0.220358	0.123778	0.0978456	0.133883	0.0760228	0.052983	0.0238928	0.0854405	0.0930166	0.158301	0.110418	0.0385493	0.0523763	0.388736	0.0513992	0.0214833	0.483191	0.0303207	0.0322374	0.342253	0.0905141	0.00444088	0.0959211	0.576747	3.32289	0.346328	0.379387	0.0504022	0.223883	8.64078
135	1	-13211.4	-13167.8	-43.5577	0.2954982	0.33015	0.199353	0.190995	0.169409	0.240446	0.208685	0.298654	0.168466	0.166655	0.411325	0.143366	0.133531	0.30097	0.330101	0.21599	0.352665	0.294571	0.221853	0.298145	0.129192	0.11905	0.114075	0.467184	0.060654	0.0425193	0.0864574	0.200397	0.0822921	0.0638315	0.26821	0.0614597	0.167944	0.247179	0.150149	0.056658	0.0634604	0.196556	0.103637	0.0435704	0.109315	0.016139	0.0601044	0.0751748	0.0252442	0.483481	0.0331768	0.0238372	0.337774	0.0964866	0.00493725	0.100998	0.588165	3.3059	0.34591	0.381695	0.056988	0.215406	7.660539
136	0	-13228.6	-13160.4	-68.2226	0.2747545	0.514083	0.25435	0.215679	0.164973	0.248928	0.189505	0.389044	0.239296	0.186631	0.441097	0.138899	0.23769	0.32602	0.378216	0.260394	0.547886	0.457368	0.323752	0.402557	0.174223	0.24295	0.178537	0.79995	0.346892	0.066122	0.129466	0.169768	0.0490164	0.184278	0.166667	0.159376	0.0645217	0.179862	0.0533746	0.112008	0.0189393	0.0761412	0.259812	0.124478	0.0438448	0.0452973	0.460458	0.104671	0.0185466	0.502139	0.0267935	0.031784	0.366676	0.0540616	0.00347131	0.0850623	0.550867	3.3606	0.34403	0.382589	0.0509838	0.222397	10.12702
137	1	-13213.7	-13169.6	-44.0982	0.2714725	0.307872	0.198305	0.222447	0.122779	0.161134	0.170999	0.339443	0.134454	0.219874	0.439626	0.159914	0.13788	0.284238	0.300801	0.195799	0.357965	0.411629	0.241947	0.270293	0.116539	0.118074	0.127127	0.632637	0.0475337	0.0504222	0.0233892	0.23603	0.0740334	0.0877525	0.212624	0.0569829	0.234521	0.235324	0.113509	0.0854147	0.112054	0.199764	0.0722862	0.0382772	0.0596974	0.0368288	0.0147493	0.0516122	0.0230421	0.422473	0.0386036	0.0223889	0.393024	0.100468	0.00326695	0.0825777	0.544636	3.36952	0.351136	0.378542	0.0566951	0.213627	7.714581
138	0	-13222.4	-13162.9	-59.5497	0.2613319	0.374742	0.241167	0.28122	0.236698	0.194282	0.248632	0.331838	0.203762	0.198	0.480478	0.152244	0.220632	0.312074	0.395623	0.200917	0.438789	0.438703	0.306482	0.250288	0.103369	0.199854	0.131632	0.614032	0.241877	0.109804	0.104955	0.127883	0.0624323	0.256516	0.219968	0.0833456	0.181916	0.127339	0.0531392	0.0723995	0.124828	0.0534707	0.243588	0.0808282	0.067898	0.0226147	0.403449	0.0660255	0.0172467	0.550199	0.022797	0.0380826	0.292513	0.0791613	0.00268249	0.0749871	0.524782	3.39755	0.34313	0.381587	0.0508503	0.224433	9.259734
139	1	-13209.9	-13161.6	-48.3398	0.2879815	0.316822	0.166033	0.266584	0.145868	0.285034	0.173582	0.300742	0.155499	0.174218	0.479726	0.105968	0.159578	0.299052	0.254238	0.210164	0.509063	0.322012	0.268094	0.290111	0.13353	0.191536	0.0923541	0.541006	0.0502789	0.0799077	0.0464485	0.23312	0.0907088	0.077279	0.261779	0.116297	0.222169	0.256384	0.10554	0.122054	0.122754	0.199764	0.0653216	0.0245286	0.0761885	0.0374515	0.047985	0.0619728	0.0184445	0.44349	0.0409348	0.0340992	0.369813	0.0932183	0.00437115	0.0951844	0.575056	3.32539	0.34286	0.384511	0.0556338	0.216995	8.138744
140	0	-13233.6	-13166.7	-66.8505	0.2555611	0.477003	0.237126	0.280817	0.115036	0.312228	0.21778	0.42199	0.20754	0.241913	0.570395	0.113182	0.182298	0.358582	0.399321	0.259956	0.405525	0.403286	0.292717	0.317281	0.176646	0.221513	0.188582	0.866297	0.214854	0.0959219	0.100849	0.163123	0.01022	0.422304	0.118007	0.128171	0.148523	0.0986124	0.084391	0.0621738	0.0217609	0.0988068	0.258973	0.128575	0.126619	0.0309705	0.31402	0.0959247	0.0144495	0.520793	0.0242505	0.0405108	0.311164	0.0888327	0.00238113	0.0707344	0.513067	3.41382	0.341362	0.379622	0.0557387	0.223277	9.989815
141	1	-13215.5	-13165.4	-50.0926	0.2519154	0.476923	0.174796	0.222801	0.145868	0.258404	0.174172	0.316838	0.148178	0.203748	0.397136	0.167848	0.159578	0.259491	0.307193	0.276664	0.330463	0.299222	0.266832	0.302449	0.0956773	0.176992	0.10265	0.560002	0.0491618	0.0432732	0.085882	0.241794	0.123489	0.0672091	0.301039	0.063072	0.222201	0.256384	0.136286	0.10379	0.102043	0.182851	0.0948782	0.0800508	0.160258	0.0899368	0.0484976	0.0380041	0.0190933	0.459088	0.0330669	0.0223058	0.369949	0.0964969	0.00220223	0.0680767	0.505508	3.42421	0.344131	0.385935	0.0521349	0.217799	8.314028
142	0	-13219.8	-13160.2	-59.6173	0.2533095	0.412065	0.223935	0.204563	0.185891	0.355889	0.256724	0.303714	0.207225	0.226376	0.609982	0.126315	0.152085	0.291046	0.348511	0.279536	0.479619	0.328094	0.323041	0.336134	0.131954	0.224791	0.150596	0.653803	0.347795	0.0567694	0.0776954	0.2405	0.0204921	0.202656	0.0862035	0.0921014	0.147465	0.139542	0.0592142	0.0707185	0.0019493	0.104581	0.188899	0.173647	0.027675	0.0388201	0.331895	0.0459842	0.0139828	0.483433	0.0326563	0.0318179	0.359278	0.0788323	0.0022696	0.0690902	0.508413	3.42023	0.376038	0.36461	0.0540429	0.20531	9.26649
143	1	-13211.3	-13164.5	-46.7792	0.2678473	0.3469	0.202015	0.257517	0.171673	0.228284	0.176981	0.220626	0.259726	0.169563	0.370724	0.121237	0.167567	0.237426	0.3327	0.260746	0.330732	0.31274	0.282312	0.235919	0.0927436	0.190088	0.127791	0.509673	0.0278089	0.0861908	0.0945393	0.190269	0.0684071	0.0360587	0.274013	0.122408	0.226802	0.312854	0.149611	0.0861351	0.14045	0.225562	0.0573865	0.0291593	0.0960739	0.0600592	0.0660176	0.0272011	0.0204833	0.49251	0.0307783	0.0334185	0.319288	0.103522	0.0030499	0.0798484	0.537643	3.37946	0.349873	0.381814	0.0528397	0.215473	7.982689
144	0	-13223.9	-13166.2	-57.7772	0.2902034	0.452576	0.211269	0.239996	0.189875	0.21969	0.218054	0.401766	0.205773	0.139218	0.465296	0.224086	0.13084	0.294303	0.345655	0.159522	0.490574	0.379252	0.292987	0.336134	0.188694	0.235748	0.182563	0.638144	0.260267	0.0707625	0.0760385	0.225094	0.0175012	0.32256	0.0541171	0.0828482	0.145737	0.135479	0.0315181	0.0896605	0.0680023	0.152753	0.135121	0.121204	0.014366	0.0154246	0.355763	0.0662563	0.0173686	0.433912	0.035613	0.0346987	0.391807	0.0866014	0.00453434	0.0968989	0.578978	3.31959	0.354754	0.377391	0.0553489	0.212507	9.082487
145	1	-13210.1	-13155.9	-54.2058	0.2741405	0.40585	0.202015	0.268829	0.211347	0.311671	0.169644	0.444105	0.211622	0.198885	0.432745	0.10262	0.200526	0.263324	0.280007	0.262567	0.347725	0.309178	0.293521	0.287209	0.162083	0.202693	0.143039	0.585523	0.044923	0.0881004	0.0987744	0.241752	0.0618177	0.00480892	0.276629	0.117996	0.324358	0.225085	0.117497	0.0767363	0.174681	0.213287	0.0819861	0.0358348	0.129235	0.0511141	0.0352991	0.0287024	0.0183187	0.523451	0.0305256	0.0256189	0.334405	0.0676804	0.00343251	0.0845966	0.549709	3.36226	0.340926	0.387068	0.053567	0.218439	8.725342
146	0	-13226.7	-13171.3	-55.4286	0.2945679	0.47634	0.0988464	0.317285	0.189875	0.302335	0.196618	0.243477	0.219513	0.18779	0.591097	0.196184	0.125263	0.288403	0.307524	0.235457	0.350918	0.342715	0.238307	0.290444	0.105661	0.192183	0.123939	0.65049	0.241642	0.111457	0.193009	0.140933	0.0325263	0.274551	0.0832307	0.12487	0.131604	0.129417	0.0429926	0.162473	0.0712727	0.0991885	0.19711	0.139884	0.0141628	0.0122365	0.312783	0.0616137	0.0198749	0.427428	0.0378586	0.0355366	0.414949	0.0643535	0.00486503	0.100276	0.586566	3.30829	0.376812	0.364363	0.0536542	0.205171	8.847623
147	1	-13206.1	-13152.8	-53.3761	0.2555882	0.379191	0.208696	0.268829	0.161645	0.236823	0.224315	0.347494	0.196562	0.205881	0.394644	0.174153	0.189781	0.245925	0.325118	0.297856	0.386782	0.299184	0.260101	0.287209	0.135935	0.194584	0.142961	0.75881	0.0163659	0.0770571	0.0590651	0.15265	0.116773	0.00100268	0.291429	0.0646209	0.253591	0.291856	0.135744	0.0526445	0.147633	0.294131	0.0426815	0.0551404	0.0749158	0.0506348	0.0647673	0.0771899	0.0181828	0.516227	0.0343044	0.0444846	0.333004	0.0537973	0.00238249	0.0707543	0.513123	3.41374	0.34623	0.375189	0.0554454	0.223136	8.642374
148	0	-13215.8	-13162.8	-53.0189	0.282022	0.315513	0.156063	0.190263	0.203888	0.256125	0.189937	0.337762	0.158539	0.124883	0.484128	0.143149	0.185315	0.290087	0.331368	0.244081	0.537234	0.357834	0.268359	0.326762	0.143913	0.180787	0.115969	0.523069	0.266782	0.100418	0.0871624	0.133566	0.0568858	0.307282	0.0809613	0.127893	0.154379	0.113161	0.0442975	0.101899	0.0674874	0.0793755	0.230873	0.168697	0.0716262	0.0577759	0.199638	0.0914669	0.019808	0.425988	0.0294487	0.0385182	0.413552	0.0726851	0.00395055	0.0906042	0.564338	3.34111	0.380254	0.36235	0.0533579	0.204037	8.606654
149	1	-13211.3	-13162.5	-48.8168	0.2719076	0.457651	0.138059	0.2486	0.150687	0.255998	0.22677	0.30388	0.205818	0.204513	0.42688	0.119834	0.162235	0.261601	0.336939	0.280263	0.327903	0.301948	0.220238	0.291192	0.0824234	0.165661	0.0987553	0.577613	0.0728608	0.057754	0.0821264	0.246734	0.141923	0.0511098	0.207944	0.0784974	0.207186	0.264922	0.135744	0.15153	0.128145	0.198131	0.0626088	0.0118379	0.118858	0.0362599	0.0644735	0.022337	0.0154607	0.507011	0.043161	0.0373776	0.352966	0.0440243	0.00329362	0.0829065	0.545467	3.36833	0.353624	0.383202	0.0502417	0.212932	8.186442
150	0	-13214	-13170	-44.0067	0.2880666	0.347787	0.140886	0.219979	0.163825	0.24243	0.179484	0.26056	0.169454	0.165916	0.408142	0.17258	0.171336	0.291188	0.245073	0.217875	0.339318	0.337761	0.236273	0.243435	0.0985351	0.158079	0.122144	0.539043	0.247512	0.0561305	0.0535585	0.218029	0.0568858	0.203171	0.0583525	0.0753816	0.0802226	0.0693617	0.0304863	0.0558042	0.117213	0.0739217	0.159786	0.122786	0.0609812	0.0858835	0.269397	0.139466	0.0228099	0.382601	0.0339117	0.0550202	0.465074	0.0405831	0.00437733	0.0952499	0.575207	3.32517	0.375274	0.361593	0.0569516	0.206181	7.705436
