Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
3690	-14780	-14788.8	8.70197	0.16507	0.097399	0.12022	0.0931361	0.133469	0.0909133	0.12091	0.0809242	0.107839	0.215949	0.0729551	0.0685324	0.0956096	0.10735	0.126025	0.107959	0.135122	0.126599	0.104285	0.087205	0.0847525	0.0814185	0.166617	0.0554387	0.0596536	0.0218003	0.0345193	0.0330174	0.0200896	0.0220054	0.0952793	0.0492146	0.0408009	0.0292557	0.0539079	0.0408555	0.0398271	0.0295516	0.0515445	0.0250871	0.0768726	0.0504457	0.0334993	4.314503	0.27567	0.285146	0.094076	0.345107	3.452925
3700	-14764.7	-14774.6	9.90744	0.161539	0.12053	0.0927063	0.102149	0.104874	0.0795755	0.140981	0.0803042	0.0958419	0.164018	0.0773213	0.0860064	0.0996747	0.1031	0.115597	0.149185	0.132541	0.117111	0.136317	0.0872045	0.0979331	0.0782058	0.178246	0.0532188	0.0504911	0.0115757	0.0209039	0.0180002	0.0133612	0.0200158	0.0815821	0.038414	0.0198224	0.0219108	0.0517959	0.0566223	0.0277532	0.0257357	0.0596823	0.0362552	0.054002	0.0320939	0.0627076	3.897199	0.267307	0.301284	0.0995407	0.331868	3.356905
3710	-14777	-14787.1	10.1201	0.139146	0.12053	0.100907	0.0699716	0.104874	0.108508	0.127995	0.0918383	0.107962	0.169539	0.0792424	0.0860064	0.108394	0.107805	0.0964227	0.137889	0.140374	0.126762	0.155123	0.0790471	0.0814017	0.0855479	0.171643	0.033761	0.0512068	0.0407987	0.0477	0.0256618	0.0111678	0.00807508	0.0898248	0.0468863	0.0127899	0.0227657	0.03496	0.0526534	0.0217096	0.0330523	0.0524379	0.027163	0.0553295	0.0305288	0.0428516	3.854251	0.260632	0.290145	0.104492	0.344731	3.338253
3720	-14764.2	-14774.6	10.4257	0.159937	0.0860162	0.0978429	0.0902318	0.111155	0.0838138	0.123187	0.0696344	0.0990818	0.163113	0.0825539	0.0767788	0.105027	0.120418	0.0963764	0.127627	0.117032	0.131315	0.12456	0.0884047	0.0963122	0.0824916	0.189815	0.0577054	0.04336	0.0190875	0.0196025	0.0430611	0.0199953	0.0244849	0.0999508	0.0342887	0.0379857	0.0324873	0.0344577	0.0474572	0.0264325	0.0273833	0.0524379	0.019458	0.0511794	0.0391639	0.0477533	3.97391	0.280393	0.276307	0.111354	0.331947	3.300456
3730	-14778.1	-14786.4	8.33793	0.139909	0.109278	0.117794	0.0961532	0.111155	0.0971615	0.159581	0.0855694	0.0968789	0.195317	0.0837791	0.078878	0.08677	0.10273	0.105225	0.132619	0.131225	0.138386	0.148578	0.0707219	0.083967	0.0740423	0.218358	0.0702167	0.0649649	0.0472367	0.0100392	0.0312509	0.0156556	0.0112895	0.0940004	0.0218748	0.013323	0.0358926	0.0476198	0.0533473	0.0195887	0.0311443	0.0676233	0.0291862	0.0760662	0.0466739	0.0444006	4.207651	0.278849	0.294709	0.0931522	0.33329	3.495472
3740	-14779.8	-14790.1	10.2923	0.103885	0.100686	0.145117	0.0803433	0.100343	0.0799044	0.136561	0.0698405	0.0928856	0.168713	0.0779595	0.0839004	0.111176	0.0803644	0.117637	0.144091	0.137739	0.118574	0.142415	0.0855599	0.0819713	0.0728513	0.151297	0.0670794	0.0627005	0.0397891	0.0238124	0.0284624	0.0234048	0.0235018	0.093683	0.0335289	0.0416344	0.0257373	0.0533346	0.0563274	0.0287934	0.0303774	0.0600958	0.0268405	0.0650255	0.0335629	0.0171129	3.893857	0.280918	0.293185	0.0982572	0.327639	3.318618
3750	-14767.5	-14777.4	9.89402	0.159709	0.105667	0.0996487	0.0871201	0.135608	0.0805313	0.1413	0.074924	0.100794	0.168055	0.0848291	0.0660658	0.0925319	0.115199	0.116783	0.121898	0.137486	0.132625	0.132844	0.0898396	0.0791806	0.0793467	0.173854	0.0419381	0.0553003	0.0207152	0.0172203	0.0275048	0.0237213	0.0219946	0.080592	0.0281388	0.0268545	0.0405681	0.0440087	0.0461592	0.0288287	0.0234513	0.0808474	0.0232176	0.0671997	0.0350795	0.0515776	3.855888	0.266001	0.299813	0.0927852	0.341401	3.360757
3760	-14766.1	-14775.6	9.48813	0.138118	0.101456	0.109192	0.0863071	0.141061	0.0692158	0.112268	0.0879744	0.100563	0.197823	0.0900807	0.0808751	0.102191	0.127434	0.115276	0.140919	0.12785	0.132822	0.126581	0.0770928	0.0965871	0.076798	0.187108	0.0398996	0.044513	0.0448287	0.0297611	0.0262981	0.0163862	0.0110914	0.110907	0.0318191	0.0214629	0.0286822	0.0422362	0.0431564	0.0282378	0.0349143	0.045552	0.026116	0.0601612	0.0246252	0.0413051	4.258005	0.273011	0.288588	0.103219	0.335182	3.377546
3770	-14773.5	-14782.4	8.82161	0.144769	0.110091	0.0868557	0.107221	0.0919593	0.0973532	0.123465	0.113606	0.100207	0.190149	0.0723461	0.1028	0.0940648	0.0940548	0.115276	0.130375	0.146125	0.120456	0.160924	0.066489	0.0836052	0.0897937	0.206532	0.062701	0.0515982	0.0305483	0.0399609	0.0262981	0.0083313	0.0181622	0.117595	0.0302952	0.0255386	0.0202654	0.0422334	0.0431564	0.035642	0.0238039	0.0550474	0.0313596	0.0549464	0.0465664	0.030877	4.271134	0.276797	0.291602	0.0996402	0.331961	3.443444
3780	-14783.6	-14793.2	9.55352	0.137606	0.0895196	0.0882002	0.069401	0.0834227	0.0818937	0.146512	0.0829675	0.0787872	0.184417	0.102816	0.0981268	0.102771	0.109228	0.110574	0.164872	0.143417	0.102204	0.144214	0.100645	0.0977461	0.113122	0.211238	0.0555302	0.0707514	0.0225424	0.0204138	0.0293908	0.0133355	0.0235562	0.100863	0.0139618	0.028031	0.0233297	0.033828	0.040114	0.0422871	0.0208505	0.0559478	0.0268266	0.0520903	0.0335375	0.0466045	3.81192	0.28232	0.293192	0.0950794	0.329409	3.397494
3790	-14772.7	-14782.3	9.57831	0.146097	0.0929794	0.11466	0.0843706	0.101321	0.0917049	0.123817	0.0775388	0.0886836	0.203816	0.0584701	0.0981268	0.0925369	0.124106	0.139794	0.142753	0.137955	0.110169	0.136918	0.081883	0.0765326	0.0895893	0.184676	0.0680282	0.0449286	0.0183961	0.0302045	0.042632	0.0172753	0.0195887	0.100863	0.0347839	0.0371867	0.0229683	0.0342267	0.0499372	0.0409928	0.0172765	0.0343313	0.0182377	0.0584579	0.0336427	0.059381	4.030248	0.261572	0.302515	0.0980369	0.337876	3.381838
3800	-14771.4	-14782.1	10.6937	0.122458	0.101324	0.130134	0.0890364	0.0922891	0.0784334	0.124176	0.0820949	0.086683	0.177284	0.0688599	0.0841872	0.121022	0.10711	0.108721	0.136601	0.138608	0.121578	0.113327	0.0712877	0.0890992	0.0696442	0.187724	0.0678179	0.051176	0.0213936	0.0244386	0.0205591	0.0228233	0.03563	0.0870587	0.0182986	0.0193515	0.0232111	0.0580801	0.0343261	0.0350561	0.0242735	0.0556283	0.0263376	0.0403747	0.0374744	0.0430006	4.416078	0.272305	0.278421	0.104255	0.345018	3.247993
3810	-14768.4	-14778.1	9.65409	0.143648	0.111106	0.122629	0.105831	0.104394	0.0859382	0.114554	0.0642581	0.100847	0.184021	0.0826586	0.0915397	0.103978	0.103896	0.109764	0.150221	0.131246	0.10796	0.126014	0.0844442	0.0890992	0.102878	0.195853	0.0580873	0.0500393	0.0303128	0.0421563	0.0211837	0.0119337	0.0194164	0.0832754	0.0234736	0.0417139	0.0267008	0.0283553	0.0603361	0.0276737	0.0181817	0.0719882	0.0153193	0.0518781	0.0459439	0.0364639	3.914224	0.284851	0.27717	0.0993123	0.338667	3.381211
3820	-14766.4	-14777.2	10.7928	0.165252	0.11011	0.0959904	0.0871721	0.113778	0.0740611	0.125519	0.0721082	0.0895029	0.189966	0.0738906	0.0835949	0.102607	0.107052	0.0821101	0.116839	0.131568	0.102243	0.126548	0.0817766	0.0952035	0.0941613	0.172324	0.0583023	0.0563582	0.0195007	0.0240581	0.026964	0.0207862	0.0182924	0.0731599	0.0368077	0.0299287	0.0356166	0.0313151	0.047752	0.027205	0.0219905	0.0445114	0.0319511	0.0807231	0.0356055	0.0510799	3.948298	0.273612	0.290995	0.0912343	0.344159	3.265285
3830	-14768.4	-14779.1	10.6718	0.130482	0.0954836	0.101602	0.0871721	0.103175	0.0726068	0.14218	0.0900056	0.0807997	0.188275	0.0726829	0.089053	0.0951911	0.119588	0.113425	0.110256	0.131629	0.102709	0.126548	0.074689	0.0923336	0.101935	0.190556	0.0583023	0.0675689	0.0150851	0.0200501	0.0264292	0.0154094	0.0178553	0.0952778	0.0483273	0.0206678	0.0185155	0.0378903	0.0453329	0.0345446	0.0217207	0.0422718	0.0259008	0.0436773	0.0444864	0.0512212	4.193338	0.284295	0.284761	0.0984	0.332544	3.262914
3840	-14772.4	-14783.6	11.2121	0.130276	0.120359	0.102525	0.0809229	0.107931	0.0737966	0.108758	0.0673599	0.0943687	0.143954	0.0757103	0.0747503	0.0941345	0.109593	0.123071	0.130917	0.119238	0.116014	0.138293	0.0701718	0.0932425	0.105642	0.182289	0.0387028	0.056846	0.0293268	0.037676	0.0198836	0.0401206	0.0139412	0.102623	0.0395969	0.0234736	0.0204643	0.0304547	0.0450948	0.0249628	0.0255144	0.0663788	0.0360713	0.0456605	0.0278888	0.0253367	4.117005	0.268371	0.286137	0.099865	0.345627	3.213335
3850	-14773.9	-14783.2	9.2895	0.12573	0.0951032	0.0923426	0.0982229	0.13672	0.0737966	0.118447	0.0749319	0.0895	0.200857	0.0691017	0.101179	0.109894	0.109593	0.133926	0.138331	0.152038	0.113249	0.127192	0.0814855	0.0934894	0.0826431	0.175407	0.0723206	0.0467653	0.0217045	0.0361099	0.0321602	0.0164129	0.018089	0.0907595	0.0213773	0.0213144	0.0235225	0.0565396	0.0518182	0.0265217	0.0215763	0.0788084	0.046404	0.0596254	0.01667	0.0481777	4.215595	0.279677	0.287173	0.103781	0.32937	3.399855
3860	-14770.2	-14780.6	10.4462	0.141064	0.0960411	0.0888388	0.0940579	0.114562	0.0881955	0.115141	0.0873057	0.104046	0.192085	0.0800621	0.0849097	0.114027	0.0830085	0.124792	0.130246	0.147108	0.135685	0.11183	0.0909188	0.0808821	0.0923834	0.170972	0.0661461	0.0456414	0.0101119	0.0291268	0.0243595	0.0269149	0.00642801	0.0907595	0.0231222	0.0313679	0.0237921	0.0515197	0.0323679	0.0224635	0.0344736	0.0452095	0.0370664	0.0630786	0.0366056	0.0418262	3.774271	0.267376	0.28735	0.100023	0.345251	3.310543
3870	-14768.9	-14778.9	9.96034	0.148745	0.114924	0.118538	0.0992409	0.0809792	0.0724144	0.152266	0.0945247	0.0932207	0.183693	0.0725156	0.078154	0.0968986	0.104058	0.118921	0.118418	0.141043	0.130341	0.135792	0.0833785	0.0952759	0.0734809	0.18401	0.0478824	0.064067	0.018626	0.0240258	0.0232503	0.0192793	0.0180963	0.0976247	0.0319354	0.0313679	0.0206664	0.0235231	0.0468085	0.0294905	0.0225319	0.0527067	0.0322946	0.057932	0.0408571	0.0333751	4.313023	0.285828	0.286021	0.0907316	0.337419	3.327173
3880	-14777.1	-14788	10.8313	0.1525	0.0868094	0.0831555	0.0992409	0.135048	0.0864373	0.128128	0.106028	0.0784752	0.172945	0.0715992	0.0885596	0.109859	0.0944369	0.0951345	0.111413	0.119397	0.121172	0.103943	0.0865445	0.0932302	0.105231	0.167427	0.0400065	0.0595804	0.0158082	0.0267099	0.0364696	0.0301561	0.0165257	0.0844746	0.0429251	0.0176633	0.018274	0.0393996	0.0465936	0.0369097	0.0193851	0.0461344	0.0348793	0.0742333	0.0239707	0.0458983	4.094994	0.271391	0.288593	0.0992298	0.340786	3.252712
3890	-14768.8	-14779.2	10.4346	0.128456	0.102823	0.0938824	0.111932	0.0906999	0.0864373	0.107168	0.0950064	0.108406	0.165577	0.0758218	0.0678563	0.105964	0.108037	0.0949287	0.14248	0.137508	0.111162	0.111898	0.102902	0.0814057	0.0953181	0.203447	0.0465178	0.0557702	0.0213104	0.0250046	0.030645	0.0166741	0.0252107	0.087847	0.038553	0.0211837	0.0258621	0.0309177	0.0479323	0.0411216	0.0237322	0.0493124	0.0225261	0.0793031	0.0420896	0.0401307	3.954036	0.270361	0.287965	0.0976312	0.344043	3.300761
3900	-14761.8	-14772.2	10.3267	0.144366	0.0990899	0.0949257	0.103015	0.113802	0.0665758	0.119443	0.072598	0.0962019	0.175249	0.0686612	0.0879625	0.0994458	0.105055	0.098165	0.130856	0.145056	0.135776	0.119655	0.0851222	0.0938814	0.0816707	0.186947	0.0489696	0.0535771	0.0259812	0.0373146	0.0397791	0.0117889	0.0138252	0.0970234	0.021457	0.0273151	0.0265023	0.0518566	0.0536965	0.0364984	0.0417252	0.0479458	0.0292496	0.0520739	0.0361523	0.0379251	3.910513	0.266519	0.299591	0.102026	0.331864	3.314177
3910	-14773.4	-14782.4	8.992	0.144251	0.100283	0.0878399	0.102396	0.113015	0.103036	0.141099	0.0985729	0.0996151	0.18362	0.0919138	0.0865411	0.113935	0.089771	0.108609	0.130856	0.153035	0.137637	0.143983	0.0985231	0.101688	0.0655824	0.165642	0.0528543	0.0655266	0.0399646	0.0206125	0.0302145	0.0262038	0.0215574	0.0930566	0.030945	0.0128032	0.0162719	0.0360806	0.0536965	0.0436728	0.0241029	0.0471011	0.0246743	0.062654	0.0403915	0.0447631	3.894844	0.269914	0.30158	0.101897	0.326609	3.448592
3920	-14774.2	-14783.7	9.42182	0.145867	0.092738	0.105174	0.089039	0.115812	0.0723914	0.137009	0.0763484	0.0848501	0.195868	0.0845124	0.102084	0.117127	0.126009	0.122189	0.139269	0.143635	0.098507	0.129986	0.0852301	0.0766339	0.0930151	0.176878	0.0658175	0.0624589	0.0101474	0.0201363	0.0246654	0.0116751	0.0215574	0.120066	0.0318251	0.0504095	0.020155	0.0368137	0.0481684	0.0389851	0.0286655	0.0457897	0.0275771	0.0364561	0.0399241	0.0386642	4.155245	0.283747	0.272749	0.0949376	0.348566	3.390129
3930	-14771.4	-14780.6	9.14028	0.162168	0.0892577	0.107426	0.0934976	0.122698	0.0822734	0.127945	0.0899195	0.0901757	0.184805	0.0683631	0.099073	0.106805	0.111122	0.0795385	0.131123	0.166451	0.119958	0.099737	0.0930759	0.100463	0.0887806	0.165297	0.0582317	0.0581231	0.030613	0.034427	0.0427824	0.0205289	0.0207085	0.120174	0.0348574	0.0189503	0.0284359	0.0429625	0.0413344	0.0319988	0.0350627	0.0569966	0.0258299	0.051715	0.0473203	0.0444562	4.033294	0.2644	0.305635	0.102059	0.327905	3.42546
3940	-14779.4	-14789.6	10.2214	0.128245	0.0879054	0.0976818	0.0999222	0.110856	0.0705006	0.123853	0.0875396	0.0952335	0.161153	0.0857843	0.0990793	0.122217	0.132737	0.123589	0.14095	0.131893	0.1281	0.138845	0.0791496	0.0755177	0.0639949	0.214175	0.0460212	0.048337	0.0243174	0.0254183	0.0178626	0.0195098	0.031225	0.111406	0.0305447	0.0252296	0.0154523	0.0460955	0.0420775	0.0302338	0.0221698	0.0288618	0.0405768	0.0424205	0.0336141	0.0510609	3.8014	0.280711	0.287373	0.0889443	0.342971	3.331355
3950	-14773.9	-14784.1	10.2592	0.141883	0.103494	0.111944	0.107442	0.125959	0.0682365	0.149695	0.0665248	0.0926854	0.163133	0.0723129	0.0857854	0.0834403	0.135581	0.113333	0.127863	0.11753	0.111803	0.139998	0.0783235	0.0931636	0.090545	0.170592	0.0570062	0.0387045	0.0275395	0.030335	0.0344256	0.0328804	0.0240175	0.0950794	0.0316388	0.0144836	0.0321024	0.0382349	0.0401434	0.0451422	0.0192936	0.0589463	0.0310909	0.0419758	0.0287394	0.0481351	3.906178	0.29051	0.26531	0.100973	0.343207	3.321183
3960	-14768.3	-14777.7	9.41762	0.151717	0.0906136	0.121616	0.112492	0.106521	0.083685	0.130068	0.0809222	0.102238	0.161638	0.0685752	0.069622	0.0993277	0.111247	0.107463	0.155672	0.129431	0.13236	0.127238	0.0727505	0.116022	0.0810902	0.175076	0.0623784	0.0522366	0.0225878	0.0242	0.0296223	0.0232018	0.015278	0.102013	0.0428205	0.0250805	0.0336673	0.028867	0.0555757	0.0199784	0.0311309	0.0589463	0.024072	0.0737281	0.0417823	0.0461631	3.983141	0.262641	0.302874	0.0942988	0.340185	3.400715
3970	-14766.5	-14776.5	10.0264	0.130914	0.103021	0.10334	0.0904915	0.118228	0.0919475	0.143242	0.0793915	0.0888492	0.182819	0.0863554	0.0961171	0.117895	0.0910144	0.106971	0.137031	0.129592	0.130793	0.107525	0.0904116	0.0990195	0.08123	0.181618	0.0662956	0.0522366	0.033111	0.0299707	0.0313182	0.0266263	0.017464	0.0928364	0.0161224	0.0298827	0.0275575	0.0385366	0.0405796	0.0205697	0.0219221	0.0552253	0.0366735	0.0536877	0.0397495	0.029438	3.854238	0.264878	0.284382	0.111045	0.339694	3.347623
3980	-14769.7	-14779.3	9.67297	0.142889	0.115856	0.111733	0.110613	0.112433	0.118038	0.124948	0.0788226	0.091287	0.178206	0.0674313	0.0824721	0.0936079	0.11793	0.109856	0.137031	0.134814	0.107336	0.120899	0.073073	0.0836256	0.10751	0.195194	0.0532448	0.0439327	0.0463734	0.0234918	0.0268824	0.0198346	0.01927	0.109854	0.0286108	0.0258647	0.0335176	0.02913	0.0322991	0.024452	0.0143022	0.0713256	0.0289669	0.0450114	0.0487149	0.0349779	3.975065	0.276912	0.285732	0.0990499	0.338306	3.375663
3990	-14777.8	-14788.9	11.138	0.149035	0.0924812	0.0906822	0.100413	0.0973245	0.0796031	0.107088	0.0809694	0.07877	0.189757	0.0718472	0.0846969	0.0847249	0.110936	0.110048	0.10363	0.13707	0.112185	0.124256	0.0845599	0.105621	0.0774742	0.18135	0.0530396	0.0283925	0.0326419	0.0258011	0.0361512	0.0311821	0.0211435	0.0807993	0.023953	0.031778	0.036245	0.0449916	0.0432452	0.0264046	0.0276664	0.0488424	0.0451474	0.0500112	0.0643904	0.0255564	3.92937	0.269156	0.288216	0.106928	0.3357	3.231905
4000	-14770.9	-14779.9	8.94352	0.145041	0.0814773	0.108403	0.0990056	0.129035	0.0736728	0.133526	0.0956262	0.0800675	0.182534	0.0858883	0.0849084	0.0942167	0.110988	0.143951	0.145605	0.135934	0.124714	0.140921	0.0877905	0.101087	0.0907607	0.196998	0.0674786	0.0594672	0.0116423	0.0306632	0.0267754	0.0356154	0.0299253	0.0851527	0.0331922	0.0356136	0.0334552	0.0335247	0.0461825	0.0217096	0.0157787	0.0463434	0.0191557	0.0498638	0.0338908	0.0510295	4.144103	0.291983	0.286379	0.0940039	0.327634	3.43861
4010	-14771.3	-14781.8	10.4816	0.14898	0.0872894	0.101561	0.0816362	0.119111	0.0865126	0.104518	0.0883389	0.115515	0.15875	0.0669766	0.102256	0.105611	0.104252	0.107338	0.124224	0.141043	0.125664	0.106597	0.110736	0.0932246	0.0605802	0.18342	0.0511207	0.0473147	0.0189354	0.0225448	0.0237464	0.0317404	0.015923	0.100657	0.0317142	0.0187132	0.0262658	0.0478553	0.0520518	0.041258	0.0314807	0.0527395	0.0261315	0.0610546	0.0263396	0.037381	4.070874	0.280323	0.283295	0.103361	0.33302	3.289104
4020	-14782.8	-14792	9.1326	0.153782	0.11937	0.097288	0.105332	0.118763	0.0866195	0.102995	0.0903486	0.0802938	0.168346	0.110557	0.0729591	0.100083	0.126966	0.116647	0.139567	0.133176	0.129276	0.101201	0.0813418	0.0791345	0.0784551	0.192264	0.0406925	0.0660744	0.0190027	0.0474655	0.0259103	0.0234003	0.0113448	0.111377	0.0522074	0.0192633	0.0383979	0.0455629	0.0415673	0.033058	0.0286441	0.0571177	0.0294961	0.0685186	0.0196512	0.0391163	4.442238	0.292097	0.294173	0.094117	0.319614	3.402636
4030	-14764.6	-14774.6	10.0417	0.138663	0.118972	0.10308	0.0949365	0.11565	0.0712989	0.11141	0.106611	0.0965539	0.184459	0.0662735	0.0875424	0.0957201	0.107862	0.103593	0.139577	0.153264	0.108037	0.12474	0.102412	0.0903989	0.0814038	0.18291	0.0552071	0.0556946	0.0125141	0.0285711	0.0206276	0.0305662	0.0201521	0.0760485	0.0402325	0.0339124	0.0332511	0.0368869	0.0392057	0.0382363	0.0208797	0.0444512	0.0343132	0.0542915	0.032366	0.0445611	3.999372	0.274643	0.288601	0.10179	0.334967	3.337337
4040	-14776.1	-14785.1	8.98844	0.158989	0.088329	0.122908	0.110223	0.121917	0.0987638	0.118332	0.0714374	0.10676	0.142839	0.0732758	0.0908158	0.106812	0.0962427	0.109117	0.161811	0.143384	0.110756	0.121391	0.0864628	0.101316	0.125154	0.222395	0.0564087	0.0555089	0.0150839	0.0286294	0.0301587	0.0186935	0.0237934	0.099868	0.0321962	0.0219946	0.0177467	0.0280045	0.0410709	0.0416053	0.0156694	0.0517157	0.0218098	0.064584	0.0378162	0.042611	4.13924	0.278356	0.279042	0.101967	0.340634	3.434403
4050	-14767	-14778.1	11.0909	0.131773	0.077801	0.0968519	0.0853556	0.0891311	0.093896	0.126043	0.0839338	0.0918259	0.175438	0.0789874	0.093233	0.0939235	0.113387	0.11666	0.135257	0.134876	0.104362	0.137565	0.0594546	0.072879	0.0870661	0.173577	0.0569494	0.0471616	0.0226425	0.0327581	0.0373585	0.0227452	0.0255064	0.0929024	0.038362	0.0335362	0.0241264	0.0302262	0.0487336	0.0353701	0.018181	0.0517157	0.0201087	0.0528267	0.0531539	0.031929	4.047181	0.276829	0.297962	0.095503	0.329705	3.229572
4060	-14767	-14776.5	9.54434	0.151051	0.123402	0.088726	0.103334	0.129093	0.0692741	0.131547	0.0902865	0.107606	0.201133	0.080032	0.0936944	0.112678	0.104479	0.103897	0.121008	0.13112	0.0992589	0.14635	0.074648	0.0939975	0.0925991	0.194919	0.0583234	0.0585241	0.0107654	0.0250628	0.0315794	0.0197443	0.0111604	0.0777232	0.0371404	0.0301418	0.0259658	0.0320141	0.0451333	0.0328268	0.0322629	0.0660861	0.0258038	0.0588668	0.0425768	0.0354371	3.765474	0.273799	0.287892	0.100151	0.338157	3.401272
4070	-14771.3	-14781.6	10.3513	0.119899	0.0746389	0.0973156	0.0997112	0.100176	0.0864935	0.120678	0.0768214	0.101693	0.198308	0.0660568	0.0705169	0.116538	0.115067	0.0990176	0.153606	0.135225	0.116715	0.114135	0.074648	0.0809429	0.0838115	0.194242	0.0603894	0.0441232	0.0175586	0.0212136	0.0332409	0.0220957	0.0131912	0.0922172	0.0319388	0.0320273	0.0184587	0.037203	0.0426567	0.0222753	0.0277103	0.0753716	0.0310922	0.0618016	0.0628014	0.0511821	4.196062	0.273869	0.288663	0.0970281	0.34044	3.294806
4080	-14767.4	-14776.4	9.06197	0.158091	0.105108	0.117498	0.104329	0.12542	0.0914934	0.155876	0.0889949	0.091503	0.182366	0.0917037	0.0909181	0.114601	0.11558	0.103542	0.12629	0.128834	0.131292	0.131715	0.0677647	0.0919845	0.0835943	0.155023	0.0575206	0.0446994	0.0268079	0.0181704	0.0284873	0.0298575	0.0234917	0.0985535	0.0373047	0.0244754	0.0158835	0.0354519	0.0398091	0.0215743	0.0305603	0.0570121	0.0244183	0.0732854	0.0462544	0.0341122	4.239072	0.277232	0.288022	0.0975611	0.337185	3.421252
4090	-14766.8	-14777.7	10.846	0.157655	0.0966838	0.0993751	0.119358	0.115185	0.0748691	0.123111	0.0828067	0.103672	0.176775	0.0727387	0.0842274	0.0946794	0.0871829	0.121868	0.129756	0.117358	0.105349	0.125136	0.0715867	0.0754272	0.082334	0.188007	0.057559	0.0532174	0.0292184	0.0226705	0.0232205	0.0301522	0.0121342	0.112987	0.0318343	0.0291147	0.030557	0.0356654	0.0429587	0.0328105	0.0169654	0.0518873	0.0201699	0.0555525	0.039564	0.0359353	3.794477	0.273346	0.283931	0.107787	0.334936	3.269315
4100	-14775.8	-14785.4	9.68048	0.15483	0.0866136	0.10809	0.079699	0.118995	0.0690897	0.174043	0.0658778	0.0994826	0.163022	0.0692742	0.0767888	0.106466	0.117591	0.0962182	0.162004	0.123016	0.145961	0.131826	0.0880223	0.0821787	0.0849496	0.180826	0.0859766	0.0451679	0.0191331	0.0161368	0.0236113	0.0147836	0.0240249	0.102164	0.0192923	0.0359467	0.0259442	0.0376979	0.056924	0.0415762	0.030219	0.0425189	0.0248327	0.0469728	0.0389182	0.0443985	4.209575	0.282106	0.291927	0.0990713	0.326895	3.361106
4110	-14774.3	-14783.2	8.83559	0.130677	0.0927089	0.0862662	0.101917	0.134269	0.0964487	0.144846	0.0908541	0.0960594	0.171169	0.0727795	0.0951988	0.104664	0.132941	0.0904034	0.14315	0.146766	0.119419	0.11784	0.0862788	0.115483	0.100352	0.193601	0.040052	0.0505051	0.00917083	0.0215094	0.0338323	0.0231626	0.0151798	0.12691	0.0312668	0.0297766	0.0333354	0.0348001	0.0556902	0.0213939	0.0171665	0.0524931	0.0378253	0.0694727	0.0351593	0.0475717	4.127659	0.280538	0.286877	0.10639	0.326196	3.450365
4120	-14777.7	-14788.5	10.8468	0.145756	0.0636548	0.0916262	0.105322	0.107745	0.0964487	0.132061	0.0733752	0.10217	0.166641	0.0697062	0.0822027	0.0962988	0.116493	0.085763	0.134879	0.116107	0.148455	0.138845	0.0787942	0.0913016	0.0845457	0.196209	0.0588168	0.0511944	0.0120457	0.0357804	0.0337258	0.0149073	0.0176227	0.0934101	0.0257448	0.0350672	0.0218335	0.0430652	0.0547928	0.0202781	0.0160478	0.0628576	0.0101826	0.0372886	0.0518437	0.0317579	4.069536	0.286014	0.288742	0.0907397	0.334504	3.252662
4130	-14764.9	-14774.6	9.78728	0.15562	0.102209	0.105106	0.109064	0.106321	0.0783697	0.136979	0.0880843	0.10652	0.184074	0.0797423	0.0743935	0.106105	0.091283	0.0931333	0.134879	0.125873	0.100024	0.12954	0.0836045	0.0883601	0.0801472	0.213189	0.0781656	0.05337	0.0276991	0.0206291	0.0259827	0.0100769	0.0234802	0.102235	0.0231705	0.0293404	0.0343473	0.0408955	0.0465346	0.0432424	0.0298579	0.0472062	0.0181492	0.0569865	0.0374031	0.0350072	4.107137	0.286806	0.278436	0.0974567	0.337302	3.3564
4140	-14777.7	-14787.1	9.38178	0.160124	0.0917505	0.097775	0.096124	0.0915124	0.104886	0.14865	0.0761281	0.10652	0.166439	0.0743073	0.11599	0.0919345	0.118859	0.0950459	0.13109	0.137811	0.131248	0.116767	0.0934359	0.0953628	0.100066	0.1827	0.0666887	0.0576747	0.0130764	0.0272982	0.0271938	0.013721	0.0236032	0.0885309	0.00943297	0.0291762	0.0258023	0.0616974	0.0459426	0.0360394	0.0282995	0.0682285	0.0199753	0.0587835	0.0382377	0.0462094	3.886195	0.262214	0.30187	0.0973044	0.338611	3.410138
