Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
3860	-15370.9	-15386	15.0555	0.113906	0.10222	0.0945098	0.0943159	0.108777	0.0684132	0.120873	0.0907524	0.100875	0.172139	0.0837425	0.0842353	0.102647	0.0907897	0.119546	0.146787	0.146261	0.119966	0.122571	0.0630572	0.106563	0.06779	0.178214	0.022802	0.0425599	0.0600331	0.0287307	0.0326184	0.0247448	0.0373241	0.0276428	0.0246062	0.0698984	0.0260265	0.024331	0.0476634	0.0232023	0.00873631	0.0299977	0.0599838	0.0342479	0.0185773	0.0198584	0.219326	0.292313	0.099224	0.389137	3.162538
3870	-15380.5	-15395	14.4818	0.106909	0.0947778	0.0949582	0.0981124	0.1057	0.0951018	0.150437	0.0693764	0.0943589	0.17667	0.0730717	0.0611261	0.110273	0.0965582	0.108074	0.139659	0.12981	0.0982621	0.136659	0.0873899	0.114875	0.0787609	0.167888	0.0202272	0.0505394	0.0483106	0.0308375	0.0431504	0.0430853	0.0467593	0.0464946	0.0156192	0.0935182	0.0447578	0.015241	0.0436642	0.0170249	0.0300734	0.0415577	0.0366014	0.0302059	0.0147333	0.0186953	0.225363	0.288914	0.110228	0.375494	3.219906
3880	-15369.7	-15384.3	14.5921	0.151196	0.0888158	0.106973	0.100364	0.131288	0.0727203	0.115249	0.0850296	0.0829654	0.16874	0.0883366	0.0813201	0.0917813	0.0993089	0.106079	0.112938	0.131005	0.133693	0.1127	0.0819388	0.0948607	0.0762768	0.196059	0.0249545	0.0352583	0.049192	0.0277295	0.0511103	0.0446428	0.0447914	0.0363964	0.0306638	0.0711466	0.0388053	0.0142403	0.044931	0.0201888	0.0210932	0.0345196	0.0356836	0.0338504	0.0161334	0.023907	0.216867	0.305526	0.100576	0.377031	3.208876
3890	-15373.8	-15389.1	15.2806	0.123487	0.107791	0.100074	0.115041	0.115984	0.0939696	0.113067	0.062086	0.0910011	0.176596	0.0888524	0.0827474	0.0779077	0.0919805	0.113583	0.143091	0.110814	0.122773	0.109676	0.0681953	0.0854493	0.0766633	0.151204	0.0204825	0.0353779	0.0490191	0.0356892	0.0296524	0.0277768	0.0630795	0.0323777	0.0245344	0.0837507	0.0262695	0.0232024	0.038037	0.0201436	0.0130444	0.0409621	0.056576	0.0272931	0.0338006	0.0369244	0.220088	0.300796	0.103989	0.375127	3.140028
3900	-15378.5	-15393.3	14.7681	0.100333	0.114567	0.107313	0.117494	0.13241	0.0883232	0.0993805	0.0721312	0.0975236	0.197909	0.0822875	0.0661394	0.118256	0.0850659	0.116282	0.111535	0.134884	0.117489	0.120369	0.0721707	0.0825988	0.0868627	0.169454	0.0281317	0.031166	0.0738017	0.0176986	0.034001	0.0241104	0.0446522	0.0298014	0.0346987	0.081716	0.0378084	0.022511	0.0467336	0.0148618	0.0131064	0.0281095	0.0470375	0.0388166	0.0269245	0.0248081	0.221548	0.309711	0.0978848	0.370856	3.191275
3910	-15378.9	-15394.1	15.2154	0.116668	0.0965011	0.101942	0.0920537	0.120339	0.0743311	0.130336	0.0726048	0.0807937	0.167327	0.0636037	0.0929649	0.110998	0.0940496	0.117878	0.133886	0.137643	0.125208	0.117732	0.0680122	0.0682056	0.0725211	0.21145	0.026792	0.0407609	0.0672737	0.0353573	0.032085	0.0367997	0.0373337	0.0397772	0.0202696	0.0668975	0.0251744	0.0347875	0.0509997	0.0267877	0.00914928	0.023267	0.0404766	0.0232724	0.0176741	0.0245615	0.229201	0.289587	0.111457	0.369755	3.146545
3920	-15375	-15389.5	14.5122	0.116668	0.108217	0.106918	0.106731	0.117266	0.0701629	0.144228	0.0806994	0.105401	0.174361	0.0881821	0.0737479	0.0909621	0.106413	0.114358	0.139869	0.134874	0.119456	0.11243	0.0882806	0.0812955	0.096505	0.182026	0.0467676	0.0337979	0.0488197	0.0270705	0.0299496	0.0339597	0.0450767	0.0390798	0.0123075	0.0728051	0.026793	0.0141277	0.0538477	0.0251346	0.0142423	0.0268627	0.0386619	0.0248984	0.0318617	0.0117506	0.223725	0.292366	0.108447	0.375462	3.216865
3930	-15380.6	-15395.3	14.7685	0.129245	0.118004	0.101213	0.107118	0.0985808	0.0810651	0.133842	0.0816218	0.103202	0.14064	0.0739034	0.0808659	0.0875345	0.0867281	0.120593	0.129275	0.143865	0.113145	0.0859331	0.0763921	0.108845	0.0803478	0.174563	0.0218253	0.0292498	0.0429599	0.0282469	0.0363072	0.03873	0.0513901	0.0362243	0.0351272	0.088078	0.0291297	0.0216946	0.0729747	0.0130058	0.0250388	0.0219408	0.0432085	0.0358761	0.0317312	0.0319699	0.211504	0.28117	0.106289	0.401037	3.191232
3940	-15379.9	-15394.4	14.4932	0.123659	0.118007	0.101213	0.0999571	0.115928	0.0808697	0.131978	0.082339	0.107469	0.157736	0.0863	0.0743864	0.0954739	0.0726925	0.119606	0.104188	0.125614	0.131969	0.126739	0.0740135	0.115989	0.0688408	0.151477	0.0309284	0.031983	0.0571996	0.035142	0.0326543	0.0372257	0.0366303	0.0362243	0.0304678	0.0733089	0.0291297	0.0237769	0.0589092	0.016476	0.0167515	0.0537066	0.056075	0.0409502	0.035436	0.0193391	0.208623	0.316066	0.0989842	0.376327	3.218759
3950	-15374.1	-15389.3	15.2133	0.136414	0.0906562	0.0875544	0.0958944	0.100214	0.0815673	0.131978	0.083426	0.0958483	0.149912	0.0710222	0.0908738	0.083939	0.114549	0.113574	0.120008	0.139696	0.0958103	0.107438	0.0857581	0.0916802	0.115759	0.16897	0.0140912	0.031983	0.0460348	0.0229272	0.0453095	0.0400868	0.0487085	0.0401447	0.0270838	0.0747888	0.0269563	0.0207471	0.0459141	0.0161728	0.0184691	0.0281891	0.0498605	0.0308264	0.0292894	0.0366312	0.229931	0.298623	0.0991293	0.372318	3.146757
3960	-15389.4	-15404.5	15.0828	0.12226	0.073504	0.0818945	0.112309	0.122281	0.0732782	0.152206	0.096562	0.0958483	0.184874	0.0638359	0.0818508	0.093418	0.0895938	0.100623	0.123315	0.153645	0.120095	0.124824	0.0752052	0.114894	0.0844112	0.160599	0.0243253	0.0315114	0.046675	0.0353929	0.0352831	0.0512145	0.0374187	0.031777	0.0150787	0.0503991	0.0204155	0.00869064	0.0641421	0.0161648	0.0100347	0.0484133	0.033188	0.0335847	0.0286212	0.0361438	0.212491	0.308765	0.0976988	0.381045	3.159801
3970	-15375.5	-15390.1	14.6057	0.115736	0.107887	0.107682	0.114637	0.101081	0.0789402	0.124766	0.0847051	0.0958483	0.170877	0.0738425	0.085388	0.0975172	0.0795227	0.11081	0.114342	0.129802	0.118577	0.115838	0.0947426	0.0764049	0.0981727	0.153628	0.0129641	0.0385603	0.0401517	0.036472	0.0475893	0.0465808	0.0522057	0.0459238	0.0322227	0.06248	0.0403613	0.0269002	0.0604396	0.0131309	0.0322113	0.0341262	0.0598422	0.0261523	0.0245275	0.0239237	0.204964	0.308799	0.103195	0.383043	3.207511
3980	-15379	-15393.3	14.324	0.120563	0.110714	0.103798	0.105834	0.102101	0.0896216	0.113513	0.0701689	0.105831	0.174475	0.0909764	0.0764718	0.0746416	0.103978	0.116036	0.120665	0.145163	0.111323	0.135292	0.0667166	0.0985801	0.082458	0.16073	0.0294027	0.0374597	0.0521679	0.0189512	0.0391617	0.0543093	0.0527294	0.0551826	0.0251396	0.0805366	0.0233021	0.0149611	0.0588041	0.0125819	0.0166074	0.0415319	0.0549134	0.0259721	0.0346389	0.0276813	0.206475	0.312785	0.101992	0.378747	3.235687
3990	-15372.4	-15388.3	15.9351	0.119244	0.113772	0.0973902	0.0874891	0.0983131	0.0948566	0.127326	0.0682008	0.0856704	0.164081	0.0865566	0.0824441	0.0973726	0.0946807	0.124539	0.114582	0.111632	0.095088	0.127864	0.0773063	0.0889022	0.0877745	0.153116	0.0280789	0.0256508	0.0598483	0.0220229	0.047345	0.0316188	0.0361205	0.030689	0.0171584	0.0581559	0.0303553	0.0325495	0.0525473	0.0228303	0.0190108	0.035934	0.0458553	0.039451	0.0178863	0.0232666	0.212601	0.295096	0.104445	0.387857	3.074577
4000	-15378.6	-15394.2	15.5794	0.137771	0.127376	0.0844272	0.106392	0.111251	0.0762838	0.133803	0.092701	0.0819762	0.166859	0.0688536	0.0759229	0.0797398	0.0824764	0.110825	0.132366	0.109828	0.122698	0.105716	0.078583	0.0653681	0.0603648	0.163961	0.0224638	0.0270033	0.0750554	0.0327421	0.0414044	0.0447208	0.0387827	0.0336381	0.0240745	0.0754243	0.027357	0.0206372	0.049245	0.0114744	0.0312027	0.0379616	0.0570106	0.0361402	0.0288505	0.0194124	0.21331	0.295704	0.103471	0.387515	3.110144
4010	-15375.7	-15391	15.3252	0.139156	0.115981	0.110109	0.119448	0.109563	0.0700829	0.109727	0.0788045	0.110757	0.144223	0.0823787	0.0719571	0.10428	0.0978633	0.131365	0.10155	0.125424	0.0978664	0.129473	0.0805288	0.0938192	0.0899962	0.163961	0.0183521	0.0217141	0.0571396	0.0329175	0.0428959	0.0288918	0.0577093	0.0352867	0.026569	0.0583021	0.0242534	0.0177017	0.0505058	0.0185005	0.0229753	0.0379616	0.0435901	0.0222041	0.0203696	0.0194124	0.2135	0.299317	0.108624	0.37856	3.135567
4020	-15381.4	-15397.4	16.0702	0.129932	0.100508	0.0927979	0.0931535	0.127016	0.0809678	0.12413	0.0897196	0.110903	0.150087	0.0660981	0.0882314	0.0914223	0.1072	0.109419	0.112022	0.0990143	0.125582	0.103726	0.0861486	0.0843274	0.084168	0.126548	0.0212203	0.0266795	0.0486166	0.0268522	0.0354271	0.0483094	0.0432354	0.0188086	0.0200821	0.0578696	0.0188333	0.0241068	0.0779582	0.0127931	0.0229753	0.0351827	0.0526436	0.0352519	0.0212961	0.0298043	0.21892	0.298723	0.102598	0.379758	3.061067
4030	-15390.1	-15405.6	15.5489	0.108228	0.0981394	0.10557	0.0870491	0.0994776	0.0692488	0.147925	0.080368	0.106853	0.133248	0.0879482	0.0812343	0.104884	0.099012	0.129067	0.115368	0.138324	0.100188	0.134543	0.0571381	0.0515628	0.0978456	0.181219	0.0218123	0.0165893	0.0499087	0.0320443	0.0442347	0.0438509	0.042658	0.0469035	0.0263397	0.0684145	0.0296471	0.0188974	0.0481724	0.0177216	0.0221968	0.0269875	0.0488786	0.0243567	0.0358836	0.0332542	0.209755	0.298926	0.111298	0.380021	3.113194
4040	-15385.6	-15400.8	15.1532	0.137874	0.11104	0.142593	0.127443	0.111925	0.069361	0.10485	0.0758409	0.0908835	0.190294	0.0815485	0.0838954	0.0845646	0.0966646	0.0953715	0.108793	0.132572	0.128942	0.0907791	0.0790696	0.0680254	0.082381	0.164254	0.0158495	0.0266971	0.0456898	0.0403611	0.0488503	0.0352824	0.0484045	0.037203	0.0225836	0.0743213	0.0232537	0.0149319	0.0625577	0.0177216	0.028363	0.0239281	0.0539813	0.0312338	0.0239912	0.0185932	0.214776	0.308117	0.108514	0.368592	3.152763
4050	-15385.7	-15400.5	14.8259	0.11793	0.112383	0.116656	0.0796252	0.0860285	0.0898673	0.124138	0.0852158	0.0866317	0.175849	0.0721301	0.0952733	0.0878148	0.101579	0.104037	0.143229	0.116562	0.10064	0.131971	0.080084	0.0921904	0.0867894	0.156106	0.0139017	0.0620953	0.0748183	0.0285422	0.0467257	0.0328685	0.0419177	0.0454652	0.0304622	0.0596692	0.0209351	0.0251302	0.0649784	0.00741612	0.0225746	0.0406812	0.0385018	0.0227267	0.0304557	0.0328998	0.224046	0.293419	0.106862	0.375673	3.185496
4060	-15385.5	-15399.1	13.6033	0.137773	0.0857036	0.110241	0.0840004	0.11091	0.0990935	0.122283	0.0951428	0.0931626	0.155367	0.068287	0.0915831	0.114098	0.122274	0.104037	0.118332	0.147271	0.123109	0.0970073	0.0809866	0.08619	0.0963941	0.177398	0.0357677	0.0233904	0.0465786	0.0346158	0.0358312	0.0338893	0.0430821	0.0485657	0.0306742	0.0814205	0.0323375	0.0283508	0.0688357	0.00691975	0.0251514	0.0358882	0.0516367	0.0471282	0.0304557	0.0465944	0.221947	0.303139	0.0937455	0.381168	3.307758
4070	-15376.3	-15392.4	16.0035	0.134346	0.0958958	0.0916281	0.10124	0.0915953	0.0676263	0.132348	0.076791	0.0767351	0.155667	0.0758043	0.0678652	0.107209	0.0900512	0.104509	0.136119	0.129786	0.107801	0.113708	0.0921088	0.0800104	0.0920298	0.152546	0.0217521	0.0326309	0.0387033	0.0245999	0.0591238	0.0263802	0.0452507	0.0326505	0.0226661	0.0613463	0.0207775	0.0201516	0.0722646	0.00786381	0.0244845	0.0249599	0.0615098	0.0383263	0.0282021	0.0306658	0.218814	0.287415	0.0993598	0.394412	3.06773
4080	-15384.2	-15399.3	15.1397	0.136299	0.105268	0.113946	0.0924875	0.141073	0.0831225	0.120796	0.0782541	0.0794235	0.159452	0.0813832	0.0783864	0.11633	0.104635	0.111709	0.0991328	0.126916	0.121755	0.10669	0.088728	0.0838927	0.0838543	0.155353	0.0199094	0.0147745	0.0387033	0.0335677	0.038752	0.0378234	0.0478915	0.0468281	0.0242279	0.0597822	0.0330265	0.0208668	0.0653093	0.00453742	0.0168682	0.0255058	0.0648797	0.0220226	0.0387628	0.0311877	0.218641	0.303599	0.106913	0.370847	3.154113
4090	-15376.7	-15391.8	15.1014	0.131742	0.0916863	0.113946	0.100319	0.0993072	0.0975264	0.1191	0.0841658	0.10188	0.16458	0.0866532	0.0724957	0.0840798	0.0851532	0.111709	0.107919	0.13946	0.103859	0.15206	0.0765645	0.0916477	0.0939167	0.155353	0.0196832	0.0365654	0.0633254	0.0265707	0.0555391	0.0284721	0.0441231	0.0469991	0.0277588	0.0540406	0.0414743	0.00947782	0.0464065	0.0120537	0.0180146	0.0351787	0.0430581	0.0321077	0.0207884	0.0311877	0.2179	0.306999	0.107168	0.367934	3.157948
4100	-15376.1	-15390.7	14.5825	0.139414	0.124992	0.09713	0.0940141	0.106558	0.0784769	0.121908	0.0828203	0.0945905	0.16458	0.0803371	0.0805864	0.103066	0.108369	0.100849	0.1314	0.146401	0.115009	0.106358	0.0611993	0.0864482	0.0776801	0.15372	0.0209355	0.0322189	0.0712039	0.0239716	0.0453687	0.0451789	0.046867	0.0493558	0.0251225	0.0720171	0.0368551	0.0245991	0.0484301	0.0262697	0.0111315	0.0499278	0.0407776	0.0219474	0.0365977	0.0251513	0.218406	0.30583	0.0996614	0.376103	3.209833
4110	-15377.5	-15392.2	14.7065	0.117345	0.107578	0.0872238	0.119188	0.106558	0.087415	0.135175	0.0839583	0.0835828	0.179816	0.0709408	0.0708222	0.0853202	0.104212	0.110725	0.12445	0.125135	0.106683	0.154674	0.0802408	0.0826813	0.0882399	0.138501	0.026178	0.0323686	0.0368651	0.0249675	0.0423597	0.047843	0.0602	0.0392377	0.0260293	0.0828102	0.0203254	0.0366557	0.0630575	0.016255	0.0134504	0.0262383	0.0577118	0.032027	0.0345829	0.0278102	0.208863	0.304186	0.101261	0.385689	3.197438
4120	-15376.1	-15390.8	14.6999	0.104311	0.0943857	0.0870183	0.118746	0.131437	0.0655651	0.122545	0.079379	0.107336	0.166246	0.0958527	0.0766794	0.10789	0.0907764	0.106013	0.124032	0.120117	0.103656	0.122355	0.0822679	0.0949438	0.0998554	0.135187	0.0306875	0.0321879	0.0628849	0.0296295	0.0422797	0.0395296	0.0599181	0.034913	0.0258261	0.0774611	0.0365858	0.0199212	0.0483305	0.0258521	0.0251316	0.044185	0.0441609	0.0203916	0.0306006	0.0310168	0.223337	0.295585	0.101208	0.379871	3.19809
4130	-15383.1	-15398.6	15.494	0.115075	0.0813161	0.120903	0.109441	0.110843	0.0754795	0.128984	0.0716692	0.100182	0.152805	0.0712802	0.0761762	0.104881	0.0872397	0.115653	0.117616	0.120455	0.100563	0.119183	0.0975488	0.104821	0.106179	0.146282	0.0204774	0.028259	0.0701683	0.023408	0.0505579	0.0273626	0.0446386	0.0461672	0.014004	0.0494818	0.0240398	0.0167587	0.0614666	0.0206773	0.0208872	0.0319882	0.0473149	0.0377945	0.0255199	0.0231327	0.215698	0.320379	0.0971749	0.366748	3.11868
4140	-15383	-15398	15.0712	0.134361	0.130225	0.0760876	0.08205	0.102973	0.0672118	0.122811	0.0740885	0.101346	0.17547	0.0761479	0.0783862	0.114892	0.0787643	0.104181	0.146216	0.139093	0.0938727	0.124786	0.0865473	0.0970733	0.0858433	0.174866	0.0233957	0.0353248	0.0623111	0.0349114	0.0360969	0.0423955	0.0339661	0.0376091	0.0178937	0.073835	0.0206306	0.00938933	0.0564432	0.0182454	0.0245142	0.0338813	0.0554305	0.0298005	0.0254323	0.0221652	0.209493	0.302394	0.105071	0.383041	3.160964
4150	-15374.7	-15389.3	14.5813	0.138185	0.097625	0.113392	0.116402	0.114823	0.084812	0.122811	0.0827867	0.112796	0.193999	0.072994	0.0936392	0.0847346	0.105206	0.107089	0.121861	0.139093	0.122495	0.115629	0.082755	0.0763564	0.081274	0.152652	0.0315223	0.0304876	0.0526707	0.0330555	0.0462645	0.0259317	0.0499361	0.0344753	0.0164099	0.0680861	0.0372977	0.0241592	0.0369213	0.0311551	0.0269592	0.0343891	0.0309346	0.02523	0.0205538	0.0201026	0.229242	0.307722	0.100876	0.362159	3.209952
4160	-15376.2	-15391.7	15.4789	0.111666	0.108151	0.0937233	0.0868037	0.104524	0.075118	0.112601	0.0945182	0.0995271	0.150258	0.0777605	0.0890921	0.104934	0.0806798	0.103165	0.132475	0.124559	0.105997	0.125528	0.10569	0.0724287	0.0762448	0.178825	0.0320523	0.0300949	0.0517324	0.0279112	0.0501148	0.033762	0.0549033	0.0553958	0.01905	0.0682576	0.032915	0.0126063	0.0402348	0.0255416	0.0248796	0.0295459	0.0417514	0.0163882	0.0269162	0.0318727	0.214515	0.294985	0.0970828	0.393417	3.120194
4170	-15377.9	-15392.4	14.449	0.124277	0.100133	0.101059	0.0996411	0.117732	0.0750661	0.142665	0.0631432	0.093585	0.145264	0.0673684	0.0922565	0.0942168	0.0967012	0.0991406	0.126851	0.153803	0.117254	0.139817	0.088901	0.0901845	0.0865218	0.164117	0.0243518	0.0373402	0.0520747	0.0316427	0.0526022	0.0420529	0.0544637	0.0349684	0.019684	0.085586	0.0424668	0.0111559	0.0446985	0.0161979	0.0183167	0.0620392	0.0520677	0.0230599	0.0195259	0.0191941	0.220124	0.29704	0.110958	0.371878	3.223188
4180	-15372.8	-15387.8	14.9792	0.13089	0.100133	0.113907	0.0933888	0.0997166	0.0824609	0.124695	0.0715235	0.0936524	0.157925	0.080792	0.0770108	0.0922908	0.109522	0.110521	0.137831	0.146101	0.118988	0.12467	0.0810828	0.112217	0.0730693	0.148817	0.0450217	0.0322169	0.0577845	0.0257227	0.0323562	0.0385587	0.040224	0.0440632	0.0261051	0.0720436	0.0250546	0.0102385	0.0339607	0.00857233	0.0417077	0.0249672	0.0470545	0.0279789	0.0354876	0.0198434	0.218583	0.302049	0.102394	0.376973	3.170167
4190	-15374.2	-15389.2	15.0465	0.133769	0.087535	0.0995007	0.107717	0.0935761	0.0842052	0.128226	0.0653366	0.115795	0.147434	0.0765602	0.0784901	0.0982676	0.11008	0.11532	0.141176	0.139221	0.110475	0.124665	0.0734788	0.0971893	0.0732681	0.161015	0.019523	0.035353	0.0444108	0.0173733	0.0312222	0.0295732	0.0600505	0.0303353	0.0183916	0.0801813	0.0408589	0.0175673	0.0452322	0.007134	0.0325655	0.0397297	0.0538109	0.0376549	0.033723	0.0264437	0.224197	0.298655	0.0983076	0.37884	3.163434
4200	-15372.4	-15388.2	15.7738	0.109947	0.10695	0.0976447	0.10495	0.0845514	0.0866364	0.125226	0.0850165	0.103028	0.18188	0.0827541	0.0628949	0.10668	0.0934022	0.129376	0.110375	0.104181	0.110475	0.110746	0.0726561	0.0862674	0.0858985	0.183447	0.0187477	0.0260071	0.0489712	0.021937	0.0296592	0.0349132	0.0550159	0.0405277	0.0207831	0.0830237	0.0327646	0.0164377	0.0332704	0.0132622	0.0342826	0.0448936	0.0344511	0.029963	0.0270058	0.0197994	0.215101	0.293938	0.0990616	0.3919	3.090699
4210	-15379.4	-15394.3	14.819	0.142716	0.102312	0.105958	0.10495	0.137487	0.0776904	0.124392	0.0789087	0.105214	0.180813	0.0863054	0.0677199	0.0846328	0.108871	0.122443	0.137949	0.108467	0.107631	0.118878	0.0570415	0.079181	0.0828734	0.153347	0.0280594	0.0350165	0.0486644	0.0319456	0.0272597	0.044659	0.059695	0.0378479	0.0199898	0.0766994	0.0353883	0.0243774	0.0456162	0.0132622	0.0263129	0.0400971	0.0448728	0.0330394	0.0184023	0.0191908	0.218462	0.306851	0.0947689	0.379918	3.186179
4220	-15376.9	-15392.5	15.5772	0.105674	0.123109	0.0969949	0.0986682	0.118823	0.0723998	0.146702	0.0923657	0.0881689	0.173546	0.0761331	0.0764986	0.0854354	0.0954898	0.128908	0.117223	0.139171	0.0916804	0.11416	0.0816151	0.0761154	0.0783793	0.163674	0.0307158	0.0282473	0.0407286	0.0252144	0.0293803	0.0312958	0.0449546	0.0433405	0.0375085	0.0738135	0.0183112	0.0276913	0.0503201	0.0181481	0.0128584	0.0334625	0.0535599	0.0275905	0.0202964	0.021992	0.210213	0.302743	0.11166	0.375384	3.110364
4230	-15381.8	-15396.3	14.5256	0.12206	0.107751	0.103284	0.101038	0.105552	0.073368	0.119548	0.0702534	0.084401	0.184453	0.0837389	0.0678698	0.0754649	0.100195	0.108657	0.144962	0.13353	0.112123	0.147608	0.0709111	0.0729797	0.0790613	0.177428	0.0182456	0.0350517	0.0665917	0.0462729	0.0293803	0.0376769	0.0449751	0.0481676	0.0308049	0.0765348	0.0312584	0.0135577	0.0465104	0.00778058	0.0249586	0.0361353	0.0499479	0.0430585	0.0405772	0.0417961	0.211678	0.29233	0.109705	0.386288	3.21552
4240	-15372.4	-15388.7	16.2833	0.106304	0.089588	0.0958163	0.0999226	0.110962	0.0715728	0.130818	0.0764943	0.100041	0.169397	0.0893845	0.056898	0.0991591	0.0937362	0.0910358	0.108497	0.115902	0.109922	0.127566	0.0776641	0.0780273	0.077591	0.152973	0.0207496	0.0346608	0.0266235	0.0270399	0.0345023	0.0422855	0.0503259	0.0425249	0.03305	0.0730874	0.0261752	0.0216157	0.0577339	0.016848	0.0240539	0.0318805	0.0455487	0.0336025	0.0324135	0.035765	0.210336	0.307258	0.100274	0.382131	3.039758
4250	-15378.8	-15394.1	15.372	0.114924	0.11162	0.116447	0.0833139	0.0926362	0.0796191	0.142224	0.0771901	0.10498	0.169861	0.0698722	0.0845693	0.0968604	0.0976088	0.0966716	0.136468	0.102761	0.109922	0.119921	0.0729985	0.0833027	0.0841447	0.144318	0.0179249	0.039044	0.0607138	0.0443344	0.0393364	0.0293072	0.0513542	0.0500217	0.0156417	0.064604	0.0314457	0.0145078	0.06248	0.0245415	0.0151092	0.0391355	0.0475167	0.0318201	0.0357819	0.0240316	0.221266	0.295935	0.0902318	0.392567	3.130885
4260	-15375.9	-15391.1	15.1672	0.154088	0.0963064	0.105022	0.0954098	0.104179	0.0862203	0.127601	0.0705098	0.0993043	0.141771	0.0749594	0.101358	0.0967361	0.0913813	0.104149	0.101526	0.11408	0.125725	0.101333	0.0937236	0.0874851	0.0801362	0.163751	0.019701	0.0322353	0.0547224	0.0408245	0.0323389	0.0290314	0.0552811	0.0357539	0.0199554	0.0872184	0.0349185	0.0226503	0.0597753	0.0276912	0.020065	0.0319038	0.0351224	0.0318201	0.0354701	0.0281308	0.225542	0.290961	0.101474	0.382024	3.151363
4270	-15368.4	-15383	14.5805	0.114859	0.0964667	0.100376	0.101272	0.125281	0.0810649	0.12181	0.0749942	0.0974894	0.178682	0.0802052	0.0839774	0.10417	0.103622	0.109831	0.115173	0.131007	0.118513	0.124312	0.0869743	0.0854609	0.0814727	0.145514	0.0200576	0.033955	0.0517174	0.0373195	0.0426323	0.0375661	0.0452339	0.0474696	0.0387567	0.0708444	0.0191479	0.0327014	0.0540451	0.0112969	0.0157117	0.0375501	0.0591325	0.0381313	0.0217506	0.032483	0.210932	0.309081	0.10496	0.375027	3.210031
4280	-15375.3	-15390.6	15.3623	0.127616	0.0840257	0.103938	0.0900617	0.0945213	0.0772039	0.126152	0.0716162	0.0974894	0.181323	0.0802052	0.0835508	0.106701	0.107949	0.117472	0.118251	0.107398	0.131177	0.10648	0.0792018	0.109768	0.0855855	0.159519	0.0266797	0.0272373	0.0605396	0.0344609	0.0424807	0.0250452	0.0393209	0.0334235	0.0174417	0.0829404	0.0186204	0.0217405	0.0499641	0.0117867	0.0197142	0.0274246	0.042889	0.0381313	0.025755	0.0390494	0.228994	0.292764	0.10661	0.371632	3.13185
4290	-15377.1	-15391.5	14.322	0.155497	0.108443	0.112809	0.0921052	0.130026	0.0759933	0.121808	0.0934902	0.0985551	0.197929	0.0735601	0.0779045	0.107107	0.0957573	0.111195	0.120472	0.135182	0.0963816	0.108987	0.073415	0.0920529	0.0905011	0.167703	0.0257182	0.0292104	0.0432284	0.0250541	0.0424807	0.0263887	0.0489844	0.0387119	0.0257708	0.0749043	0.0397458	0.0293981	0.0559526	0.0226973	0.0156138	0.0321174	0.0548294	0.0249024	0.0225716	0.0207269	0.225187	0.281271	0.101701	0.391841	3.235881
4300	-15388.2	-15402.6	14.386	0.119105	0.108443	0.0824957	0.0817668	0.10335	0.0831632	0.113137	0.0764159	0.108623	0.162391	0.0631621	0.0814736	0.0955369	0.105403	0.143672	0.14831	0.149566	0.123537	0.134842	0.0727123	0.0927591	0.0728252	0.167584	0.0162638	0.0326109	0.0563409	0.0210818	0.0424807	0.0520641	0.0494014	0.0357648	0.0257357	0.0847448	0.047192	0.0232157	0.0578209	0.00749908	0.0250549	0.0399474	0.0423341	0.0230739	0.0336506	0.0229296	0.217126	0.319764	0.10263	0.36048	3.229479
4310	-15386	-15400.8	14.8302	0.141673	0.0934491	0.123419	0.0681465	0.123242	0.0678767	0.116289	0.103791	0.0902606	0.160462	0.0788671	0.0946538	0.0955369	0.0836327	0.129721	0.107989	0.115393	0.114391	0.124963	0.0989913	0.0876635	0.0813175	0.141988	0.0258184	0.0337208	0.0522134	0.0330768	0.0476197	0.0312324	0.0585582	0.0483543	0.0237177	0.0781526	0.0379424	0.0172078	0.0406261	0.00882792	0.0371568	0.0242857	0.045441	0.029475	0.0380514	0.0298682	0.223615	0.294471	0.0994222	0.382491	3.185064
4320	-15373.4	-15388.9	15.5157	0.125263	0.086136	0.109452	0.0940658	0.116629	0.0827784	0.108594	0.0832258	0.103163	0.159429	0.0754554	0.0763317	0.093167	0.08497	0.110749	0.112437	0.104771	0.106459	0.119045	0.0765184	0.0832858	0.0837821	0.158231	0.0273728	0.0433393	0.0481601	0.0254916	0.0407986	0.0312324	0.0577469	0.0326596	0.0202411	0.0765273	0.0263506	0.0213032	0.0778979	0.0221942	0.00993599	0.0337157	0.064851	0.0460855	0.0226999	0.0339742	0.217883	0.302311	0.110002	0.369804	3.116518
