Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
2370	-14768.5	-14779.4	10.8336	0.131398	0.0805929	0.0995756	0.0918806	0.0911482	0.105655	0.138342	0.0719618	0.0962555	0.156252	0.0932979	0.0869304	0.112834	0.105142	0.110989	0.15562	0.128195	0.130335	0.128702	0.0788858	0.0673727	0.0782526	0.177578	0.055128	0.0406382	0.0215211	0.0394182	0.020334	0.0319262	0.0296783	0.0225472	0.0398109	0.0568475	0.0216001	0.0320528	0.0985011	0.0517475	0.0174426	0.0429203	0.0179368	0.0305538	0.0350712	0.0330326	4.037055	0.278686	0.286195	0.103076	0.332043	3.255904
2380	-14769.8	-14779.1	9.2607	0.148373	0.0931516	0.0966146	0.0994263	0.102904	0.068966	0.143482	0.0824428	0.0962555	0.165712	0.0717832	0.102851	0.098884	0.0966888	0.131162	0.171201	0.152112	0.115425	0.123945	0.0951082	0.0898758	0.0915969	0.181279	0.0516615	0.0320751	0.0245533	0.0404756	0.0327739	0.0362351	0.0296783	0.0452956	0.0344711	0.0485746	0.0141256	0.0342409	0.100891	0.0556087	0.0304416	0.0430549	0.0314409	0.0363753	0.0518296	0.0219061	4.007531	0.257793	0.295624	0.105994	0.340589	3.414951
2390	-14771.7	-14781.5	9.74711	0.148373	0.105572	0.0902762	0.0820564	0.115424	0.09301	0.135702	0.0859522	0.0854656	0.180076	0.0725775	0.0991689	0.109123	0.0997882	0.118997	0.131531	0.144881	0.110155	0.142675	0.089368	0.0872459	0.0762854	0.189496	0.0556096	0.0212836	0.0179521	0.0301299	0.0268278	0.0353159	0.0216785	0.0355548	0.0361618	0.032577	0.0142322	0.0295535	0.123643	0.0553279	0.0310989	0.0342005	0.0463964	0.0482304	0.0569338	0.0346722	3.772192	0.276356	0.292636	0.0978936	0.333115	3.38058
2400	-14776.7	-14787.4	10.6315	0.151313	0.091355	0.0976535	0.0939431	0.104818	0.0752101	0.132104	0.0916314	0.102226	0.153744	0.0704048	0.0774231	0.0924634	0.0985956	0.0948275	0.157769	0.130049	0.107016	0.126943	0.0577063	0.0710633	0.10377	0.173172	0.0494094	0.0200644	0.0292958	0.0539639	0.0213905	0.0437	0.0230788	0.0387725	0.0422887	0.0508099	0.0136491	0.0288919	0.103209	0.0533494	0.0171875	0.0401209	0.0400278	0.0574385	0.0794118	0.0142518	4.047298	0.285856	0.283462	0.0982264	0.332456	3.275513
2410	-14770.6	-14780.1	9.52269	0.137691	0.0995918	0.125039	0.101522	0.130466	0.0801596	0.138617	0.0808513	0.099638	0.187488	0.0904542	0.0842978	0.104164	0.105456	0.0997828	0.138444	0.132953	0.125775	0.11532	0.085943	0.0710633	0.0771013	0.196556	0.0707771	0.019266	0.0358644	0.0383376	0.0356912	0.0140202	0.0318645	0.0426386	0.0323263	0.0438385	0.02178	0.0186949	0.0862187	0.0684399	0.0375164	0.068565	0.0243226	0.0354516	0.0460808	0.00835181	4.013109	0.280627	0.274539	0.105538	0.339296	3.38842
2420	-14770.3	-14780.4	10.0733	0.135486	0.104113	0.0931592	0.0818549	0.114091	0.092761	0.169116	0.09068	0.0913059	0.18094	0.0856963	0.0765047	0.0927116	0.103495	0.112628	0.135674	0.106141	0.116005	0.147685	0.0878931	0.0886437	0.0984771	0.188955	0.0464138	0.0380804	0.0281347	0.0417448	0.0164162	0.0243768	0.0434823	0.0229089	0.0540273	0.0475473	0.0314931	0.0219163	0.0986255	0.0577978	0.0162382	0.0393887	0.0369027	0.0345501	0.0427652	0.011389	3.768058	0.278532	0.293736	0.0999225	0.32781	3.348215
2430	-14773.3	-14784.7	11.4342	0.130586	0.102821	0.125588	0.104922	0.0925244	0.0907878	0.149737	0.0811124	0.0895511	0.166065	0.080583	0.0642048	0.0957328	0.0975946	0.0907779	0.155234	0.14362	0.0995848	0.115046	0.0993158	0.0915834	0.0864642	0.137165	0.0534213	0.0281538	0.0283329	0.0392358	0.0191455	0.024721	0.0320819	0.0300794	0.0411614	0.0389435	0.0162461	0.0187374	0.0970215	0.05317	0.0165624	0.049171	0.0374517	0.0328106	0.0396317	0.0119119	3.990883	0.266338	0.278771	0.0976736	0.357218	3.198591
2440	-14768.3	-14778.1	9.73374	0.146457	0.0890364	0.13534	0.108271	0.101357	0.0927466	0.135268	0.0814093	0.10343	0.181828	0.0932034	0.0671203	0.117435	0.103846	0.106853	0.138289	0.120956	0.125644	0.112381	0.0731237	0.0893593	0.0792648	0.174561	0.0522783	0.038217	0.0313163	0.0421819	0.0267086	0.0245282	0.042164	0.0273316	0.0367898	0.0424243	0.0334313	0.0166744	0.126315	0.0551384	0.0198923	0.0667063	0.0302189	0.0270005	0.0357495	0.0138575	4.033506	0.271241	0.296347	0.0991534	0.333259	3.366102
2450	-14770.7	-14781.5	10.7714	0.125569	0.0886488	0.0973655	0.10846	0.0899578	0.0752702	0.126196	0.101453	0.088391	0.172637	0.0805545	0.089969	0.0924593	0.12179	0.108424	0.124906	0.119613	0.111621	0.135976	0.0854241	0.0781293	0.103306	0.180932	0.0490715	0.0403741	0.0193431	0.051589	0.0125374	0.032232	0.0259229	0.0373733	0.0362863	0.0234688	0.0334059	0.0292902	0.084004	0.0505572	0.0198923	0.0527989	0.0323863	0.0361157	0.0546469	0.0284877	4.126733	0.28524	0.276294	0.0963462	0.34212	3.256835
2460	-14770.6	-14780.4	9.788	0.145861	0.111928	0.10691	0.107424	0.126945	0.0740938	0.148176	0.100633	0.109032	0.169633	0.0577016	0.109244	0.0969377	0.103507	0.0964531	0.143728	0.1128	0.116432	0.138632	0.0956552	0.103789	0.070168	0.176645	0.055873	0.0168476	0.0250245	0.0328813	0.0171567	0.0334552	0.0379671	0.0297789	0.0343096	0.03611	0.0114135	0.0312034	0.0936851	0.0599663	0.0201714	0.038449	0.0292547	0.0388204	0.058646	0.0325013	4.115375	0.277573	0.2791	0.101949	0.341379	3.355844
2470	-14773.7	-14783.8	10.1266	0.14984	0.104908	0.110504	0.122057	0.119817	0.0629108	0.126688	0.0790377	0.0932568	0.187506	0.0724089	0.0750219	0.130416	0.0885201	0.109668	0.104348	0.159605	0.113425	0.129814	0.07305	0.111018	0.0784222	0.174038	0.0599182	0.0224709	0.0158374	0.0349095	0.0210534	0.0413624	0.0338692	0.0190803	0.0545148	0.045722	0.0289815	0.0143378	0.0809968	0.0487037	0.0218521	0.0569017	0.0398753	0.0275199	0.0666497	0.0217591	3.936749	0.282016	0.282185	0.0993162	0.336483	3.332597
2480	-14763	-14773	9.96198	0.131828	0.0888157	0.118075	0.102092	0.111991	0.0813349	0.10401	0.0853075	0.0974268	0.185928	0.0824827	0.0920364	0.0980508	0.121397	0.117813	0.131485	0.157445	0.112699	0.127761	0.087796	0.103717	0.079688	0.186296	0.059584	0.0202297	0.0262015	0.0390972	0.0233706	0.0300438	0.0309145	0.0367046	0.0373113	0.0298121	0.0332169	0.0359579	0.1006	0.0585911	0.0163218	0.0569017	0.0272446	0.0362132	0.0377165	0.0145173	3.822082	0.276732	0.292361	0.100205	0.330701	3.356026
2490	-14774.8	-14784.8	9.95387	0.145482	0.0973606	0.104924	0.117939	0.0989636	0.0845404	0.147896	0.0734023	0.0911899	0.170157	0.0646118	0.0870388	0.105749	0.086641	0.103836	0.147698	0.139717	0.132831	0.134136	0.0876814	0.0808636	0.0763553	0.186296	0.0648046	0.0331612	0.0254874	0.0427437	0.0261976	0.0258671	0.0274683	0.0294202	0.0317088	0.0788046	0.0288043	0.0175316	0.093703	0.0685643	0.0173384	0.0323543	0.0222563	0.0602048	0.0515904	0.0169683	3.765939	0.276342	0.284918	0.0954303	0.343309	3.36029
2500	-14765.1	-14775.2	10.0279	0.154483	0.0934486	0.0940251	0.0957484	0.135182	0.0685102	0.123182	0.0758295	0.102308	0.183233	0.0809715	0.0813286	0.107723	0.109446	0.130314	0.133867	0.126585	0.115071	0.147957	0.0763413	0.0861824	0.0757781	0.192186	0.0454641	0.0303728	0.0270361	0.0333362	0.0306734	0.033909	0.0237514	0.0237886	0.0375833	0.0443943	0.0200661	0.034341	0.0913949	0.0698607	0.0356911	0.0499583	0.0264522	0.0345051	0.0468935	0.0187925	3.846132	0.283994	0.289758	0.0958384	0.33041	3.347967
2510	-14763.2	-14773.4	10.2167	0.163413	0.0989488	0.0967883	0.124586	0.117664	0.0832797	0.133458	0.0871532	0.0846799	0.155741	0.0710925	0.0749399	0.10034	0.125249	0.0944896	0.137019	0.12115	0.121976	0.125828	0.0874213	0.0902212	0.0685771	0.174687	0.0572007	0.0391128	0.0227363	0.0443959	0.0234823	0.0258209	0.0284721	0.0237734	0.0375146	0.044546	0.0329627	0.0274857	0.0913949	0.0716365	0.0200728	0.0563511	0.0378361	0.0410127	0.0397754	0.0159766	3.99228	0.277469	0.279093	0.0997012	0.343737	3.320261
2520	-14768.6	-14778.7	10.1677	0.117874	0.111124	0.102681	0.103335	0.105614	0.0931309	0.133458	0.083761	0.104874	0.190481	0.0854676	0.0923159	0.093066	0.124775	0.0954727	0.137537	0.141841	0.149362	0.121818	0.0701047	0.0871455	0.0802397	0.198384	0.0659161	0.0280373	0.0234568	0.0285588	0.0144609	0.0218944	0.0204752	0.020608	0.0372433	0.0441066	0.0329627	0.0160739	0.0841097	0.0600696	0.0192654	0.0439331	0.0304317	0.0494234	0.0397754	0.0122915	4.131055	0.272989	0.282687	0.100834	0.343489	3.316954
2530	-14771.5	-14781	9.51969	0.15149	0.102374	0.100051	0.0830406	0.127768	0.0614837	0.137091	0.0875612	0.100307	0.178586	0.0754869	0.0667141	0.120572	0.0943347	0.121761	0.123626	0.132428	0.123397	0.143486	0.0866901	0.0809211	0.102341	0.221934	0.0466426	0.0220274	0.0267357	0.04383	0.0191812	0.0333184	0.0282735	0.0173686	0.051791	0.0334753	0.0301875	0.0267644	0.113883	0.0563543	0.0226483	0.0559572	0.0327481	0.0565711	0.0470335	0.0174755	3.733593	0.263608	0.292781	0.098388	0.345222	3.405711
2540	-14766.9	-14777.4	10.463	0.12822	0.108787	0.109317	0.0831522	0.114383	0.0719514	0.118991	0.0797875	0.0843729	0.178586	0.0624044	0.0963295	0.10792	0.104809	0.111728	0.128818	0.129711	0.130411	0.122455	0.0899662	0.0812372	0.0682538	0.19465	0.0732087	0.0317388	0.029774	0.0289381	0.0190333	0.0318614	0.0243142	0.0277044	0.0385934	0.0569427	0.0179465	0.0232143	0.094899	0.0548724	0.0180156	0.0769308	0.0184097	0.0436432	0.0517148	0.0216994	4.092399	0.276058	0.284253	0.10514	0.33455	3.289696
2550	-14772.7	-14781.7	9.02354	0.180126	0.102837	0.103275	0.0982947	0.127004	0.0947616	0.1233	0.0923755	0.0802011	0.193651	0.0721215	0.100771	0.0971378	0.11337	0.128944	0.175203	0.121229	0.114539	0.133674	0.0944063	0.0813051	0.0638477	0.178992	0.0587285	0.0258244	0.0205313	0.0480321	0.0176624	0.0310631	0.0285461	0.0234146	0.0519156	0.0528887	0.0402366	0.0335553	0.0953607	0.0474789	0.0126113	0.0531579	0.0206239	0.0372815	0.0571742	0.0165153	3.91912	0.263499	0.293066	0.101544	0.341891	3.44397
2560	-14768.7	-14778.9	10.215	0.16119	0.106432	0.110505	0.0953874	0.10967	0.0657716	0.125622	0.0820282	0.0864752	0.151989	0.086053	0.083317	0.105568	0.114734	0.113048	0.12921	0.174021	0.125053	0.114518	0.0828014	0.0877625	0.0702068	0.177935	0.0583637	0.0281282	0.0330142	0.0427195	0.0253733	0.0276165	0.030449	0.033183	0.0430113	0.0433571	0.0168778	0.0380025	0.0819221	0.0474789	0.0127737	0.0282131	0.027832	0.0433294	0.0618101	0.0379207	3.988123	0.272784	0.287456	0.103293	0.336467	3.320675
2570	-14786.4	-14795.6	9.19999	0.173855	0.101004	0.112424	0.132613	0.103746	0.0925121	0.133939	0.0804299	0.105072	0.152638	0.0787943	0.0882852	0.108539	0.123305	0.116178	0.120333	0.136621	0.0954951	0.112379	0.109204	0.0789456	0.0874709	0.237375	0.0412625	0.0199653	0.0201644	0.0421391	0.0308888	0.0274089	0.0385226	0.0295055	0.0290605	0.0475767	0.0139269	0.0271403	0.106048	0.048287	0.0132494	0.0526056	0.0382698	0.021969	0.048487	0.0379207	4.099863	0.279445	0.291077	0.105244	0.324234	3.415556
2580	-14774.7	-14782.9	8.25065	0.16722	0.109659	0.11896	0.09988	0.146985	0.0915693	0.135468	0.0916918	0.120383	0.189847	0.0881857	0.0689229	0.118724	0.116227	0.0989294	0.152126	0.119209	0.116808	0.147256	0.0687558	0.0838965	0.0815972	0.168392	0.0605425	0.0379428	0.0196653	0.0451833	0.0247201	0.0403061	0.0340692	0.0328236	0.0375952	0.0479462	0.0414752	0.0197961	0.0813918	0.0609817	0.0155375	0.0635062	0.0345355	0.0392861	0.0514175	0.0249427	4.034417	0.273638	0.296025	0.0972771	0.33306	3.514357
2590	-14780.5	-14790.2	9.63447	0.14365	0.107176	0.10885	0.105312	0.0993295	0.070745	0.134613	0.0981539	0.0981053	0.183329	0.0774836	0.0734462	0.106379	0.104034	0.0913667	0.174309	0.112347	0.106096	0.117456	0.0926155	0.0963648	0.0898575	0.183437	0.0433598	0.0340966	0.0327263	0.0368788	0.035639	0.0154016	0.0314543	0.0273165	0.0453848	0.0664452	0.0223197	0.0257577	0.113275	0.042993	0.0113507	0.0713658	0.024963	0.0597868	0.0580683	0.00748198	3.958236	0.278261	0.278495	0.09532	0.347924	3.380523
2600	-14771.7	-14781.4	9.75789	0.135833	0.0965941	0.119758	0.0873978	0.0980717	0.0940076	0.138112	0.0799088	0.099253	0.215924	0.065969	0.0730877	0.121004	0.103894	0.0973466	0.130994	0.105837	0.119668	0.120093	0.0718335	0.0779518	0.112288	0.186548	0.0617147	0.0267767	0.0390096	0.044513	0.0154708	0.0464743	0.0447513	0.0191326	0.043858	0.0533653	0.0295049	0.018986	0.0890167	0.0625557	0.0120886	0.052056	0.0369661	0.0375812	0.0601894	0.0172357	4.051499	0.266854	0.300711	0.100468	0.331967	3.36262
2610	-14770.8	-14781.4	10.6626	0.153114	0.0970392	0.0943569	0.0869332	0.0862963	0.0857237	0.129582	0.0795219	0.099253	0.169974	0.0771656	0.0812058	0.109268	0.124275	0.110434	0.138052	0.140298	0.113202	0.114269	0.081157	0.0782956	0.0967548	0.190257	0.053649	0.0287401	0.0253498	0.0260851	0.0371812	0.0161035	0.0261042	0.0290861	0.0549551	0.042198	0.0345708	0.0168028	0.0809102	0.0510132	0.006637	0.0556326	0.0317081	0.0327855	0.0668626	0.0157207	4.113034	0.269983	0.289614	0.0887152	0.351688	3.268522
2620	-14770.8	-14781.7	10.8492	0.113937	0.0963898	0.110697	0.0980689	0.105827	0.101724	0.151907	0.0737595	0.0949958	0.169974	0.091548	0.0834102	0.0982378	0.0989153	0.0900608	0.156747	0.118617	0.109008	0.159612	0.0711049	0.0909175	0.0823365	0.205046	0.0602018	0.0193954	0.0293194	0.0302983	0.0245261	0.0253769	0.0242399	0.0155686	0.030658	0.043095	0.0224665	0.0191133	0.0881225	0.0536092	0.0226597	0.0562709	0.0232406	0.0379195	0.0445367	0.0174505	3.927342	0.294169	0.284843	0.0970716	0.323916	3.260911
2630	-14772.1	-14782.2	10.0953	0.145315	0.111031	0.103009	0.091802	0.0973374	0.0755886	0.14024	0.086712	0.0842494	0.186163	0.0880009	0.093462	0.0982378	0.107301	0.112638	0.119469	0.118101	0.144233	0.157078	0.0622873	0.0733242	0.0762508	0.198432	0.0566529	0.0304029	0.0264633	0.056618	0.030092	0.0182568	0.0402491	0.0272836	0.0350014	0.0398358	0.0146548	0.022334	0.0825224	0.0598765	0.0352332	0.0568106	0.0422497	0.0281238	0.0513989	0.0158884	3.862772	0.273818	0.276394	0.102861	0.346927	3.340212
2640	-14768.9	-14778.6	9.70589	0.130155	0.0953477	0.106482	0.089067	0.151782	0.0587879	0.13329	0.0824885	0.0977138	0.174914	0.0855451	0.0908825	0.0938682	0.096763	0.0924467	0.154283	0.160634	0.117411	0.12488	0.0878922	0.0969715	0.0794372	0.195224	0.059138	0.0241971	0.0334822	0.0553537	0.0154555	0.0341114	0.0328071	0.0316909	0.0365567	0.0405702	0.0323569	0.024909	0.0915966	0.0382772	0.0132804	0.0410048	0.0405406	0.0368295	0.0560046	0.0257195	4.182286	0.275307	0.282377	0.104448	0.337868	3.360147
2650	-14769.6	-14779.9	10.2521	0.124983	0.0956516	0.103207	0.0954023	0.102711	0.0622391	0.110782	0.0692104	0.0918248	0.200294	0.0665845	0.104196	0.0975396	0.104126	0.129305	0.145413	0.16204	0.118124	0.107815	0.0771087	0.101626	0.0915349	0.174659	0.0545997	0.0304547	0.0393644	0.0364129	0.0261442	0.0310441	0.031035	0.0218522	0.0498191	0.0526216	0.0323569	0.0296946	0.0886263	0.0714371	0.012234	0.0487333	0.0269084	0.0368295	0.0447735	0.0257782	3.820626	0.276297	0.296311	0.0936075	0.333785	3.327099
2660	-14765.5	-14775.2	9.6219	0.139236	0.113891	0.0888449	0.0819005	0.106834	0.0945351	0.106575	0.081743	0.0912911	0.190902	0.0723902	0.0821851	0.113988	0.089337	0.134069	0.124101	0.120225	0.137162	0.130939	0.073967	0.107337	0.0827108	0.210025	0.0638538	0.0206671	0.0256863	0.0390924	0.0251597	0.026835	0.0276708	0.0250603	0.0390031	0.0483681	0.0317172	0.0291303	0.103855	0.0640503	0.0168469	0.0563914	0.0352398	0.0412696	0.0591764	0.0163847	4.163378	0.282539	0.28307	0.101275	0.333116	3.369647
2670	-14782	-14792	9.97996	0.131621	0.102611	0.125103	0.0745658	0.111302	0.0690992	0.148414	0.0820022	0.107926	0.16816	0.0552028	0.0860234	0.104417	0.0912226	0.126619	0.1481	0.131179	0.111703	0.105611	0.0819791	0.0783843	0.0762058	0.170073	0.0434441	0.0555328	0.0317316	0.0478403	0.0266729	0.037223	0.0365499	0.0300162	0.0444062	0.054663	0.0304278	0.0171354	0.0863873	0.07074	0.00726658	0.0514925	0.0386735	0.0408811	0.0710585	0.0213582	4.211854	0.280115	0.29224	0.103321	0.324324	3.331026
2680	-14779.2	-14788	8.77524	0.160756	0.0869292	0.101069	0.109589	0.122933	0.069904	0.151693	0.0765966	0.0961501	0.177856	0.0803698	0.0912548	0.114433	0.100837	0.110687	0.126985	0.159119	0.116102	0.122512	0.0720136	0.076174	0.0951853	0.205919	0.049247	0.0361583	0.0362717	0.0308204	0.0527247	0.0256817	0.0223794	0.03517	0.0620046	0.0403367	0.0228705	0.0384495	0.0970597	0.0544252	0.00898158	0.0442983	0.0417497	0.0498227	0.0570349	0.01884	4.248298	0.295372	0.28951	0.100541	0.314577	3.449393
2690	-14772.6	-14782.8	10.1572	0.14464	0.0843499	0.0959867	0.0835612	0.113328	0.0814002	0.13256	0.0682286	0.0789769	0.192181	0.0701683	0.0744312	0.0781936	0.11582	0.116736	0.142986	0.142968	0.122701	0.136176	0.0821497	0.0961129	0.0871464	0.208071	0.0474515	0.042486	0.0212126	0.0562833	0.0199871	0.024845	0.0341551	0.0133063	0.0285038	0.0436908	0.0349849	0.0269144	0.0991904	0.067052	0.0284958	0.0512665	0.0313055	0.0289178	0.0490707	0.0153257	4.211508	0.259489	0.288483	0.101572	0.350456	3.313318
2700	-14777.9	-14786.9	8.93183	0.186152	0.0938291	0.114122	0.0878219	0.102761	0.0862704	0.139034	0.0831469	0.0949745	0.21452	0.0757161	0.0856747	0.0958107	0.11582	0.0993766	0.132247	0.146448	0.101172	0.149039	0.0896254	0.110283	0.0734416	0.217771	0.053166	0.0308451	0.0195958	0.0318749	0.01929	0.0261129	0.0157156	0.0274423	0.0492733	0.038827	0.030988	0.00856013	0.087614	0.0680048	0.0117954	0.048146	0.0370997	0.0456422	0.0635634	0.0156697	4.414309	0.27835	0.290197	0.0946066	0.336847	3.424282
2710	-14771.4	-14781.1	9.66071	0.142919	0.0983059	0.120008	0.110666	0.122211	0.0740497	0.132244	0.0820561	0.0818619	0.159152	0.0695065	0.0843372	0.111915	0.0918137	0.106081	0.137171	0.124236	0.116869	0.13864	0.0935779	0.0916478	0.0867036	0.183487	0.0555906	0.0276092	0.0192522	0.0333767	0.0235827	0.0310892	0.0293066	0.0418314	0.0450848	0.0356735	0.0112252	0.0389282	0.0881679	0.0537961	0.0294896	0.0627231	0.021276	0.0456422	0.072044	0.0246138	4.443371	0.273752	0.292671	0.102347	0.33123	3.349762
2720	-14775.2	-14784.9	9.66554	0.1502	0.089892	0.11968	0.0863956	0.108453	0.0913683	0.136265	0.0881406	0.0921908	0.16341	0.0880314	0.0725932	0.0997078	0.129184	0.106081	0.117886	0.113126	0.0976903	0.144	0.0935731	0.08124	0.0822238	0.201349	0.067906	0.0498405	0.0313025	0.0329242	0.0473825	0.0222862	0.0321707	0.0295889	0.022639	0.0555815	0.031475	0.0265679	0.108394	0.0527422	0.0294896	0.0531529	0.021276	0.0273053	0.0537208	0.0282321	3.970853	0.277161	0.289994	0.0937961	0.339049	3.376658
2730	-14772.6	-14781.3	8.71721	0.148896	0.0993144	0.121544	0.101467	0.113091	0.0923688	0.151776	0.102359	0.105908	0.189744	0.0829037	0.08563	0.0855816	0.11778	0.121109	0.13961	0.14429	0.110069	0.155854	0.0605465	0.10348	0.0903288	0.184088	0.0655404	0.025542	0.024193	0.0328541	0.0101671	0.0364969	0.0309798	0.0399063	0.036171	0.0447104	0.0266046	0.0329535	0.0869653	0.062162	0.0175527	0.0513858	0.0300856	0.0429938	0.0499796	0.0147323	4.000563	0.280926	0.294938	0.0899735	0.334163	3.469715
2740	-14765.6	-14775	9.40149	0.14869	0.0876364	0.115063	0.101467	0.109974	0.0755668	0.126754	0.0766484	0.0968436	0.199913	0.0944076	0.0748385	0.109482	0.120998	0.108302	0.140155	0.15073	0.121467	0.125871	0.0791342	0.0773569	0.0761132	0.190475	0.0534118	0.0255327	0.0336861	0.0350559	0.0210406	0.0389261	0.0271771	0.0168433	0.0592617	0.0336375	0.0248614	0.033296	0.110556	0.0595747	0.014623	0.0460685	0.0196044	0.0435657	0.0643404	0.022616	4.165492	0.279588	0.283583	0.10088	0.335948	3.391565
2750	-14778.8	-14788.7	9.8606	0.153394	0.124332	0.095695	0.0804504	0.115588	0.0779045	0.14012	0.0738925	0.102208	0.196595	0.106813	0.0966911	0.116054	0.125427	0.106163	0.126836	0.11438	0.121657	0.132225	0.0791699	0.0789133	0.0772297	0.162767	0.0528214	0.0208608	0.0484144	0.0486244	0.0242747	0.0343291	0.0262374	0.0143944	0.0489256	0.0367716	0.0327883	0.0440929	0.0795207	0.0432793	0.0164613	0.0534731	0.0223949	0.0339321	0.0480966	0.0289139	3.872087	0.284205	0.291751	0.104944	0.319099	3.363112
2760	-14769	-14779.7	10.7106	0.154462	0.102047	0.0916747	0.0959784	0.121443	0.0779045	0.112805	0.093021	0.0944587	0.175005	0.0973266	0.0777773	0.101729	0.0927934	0.113232	0.103976	0.112386	0.109335	0.124384	0.0802942	0.0946445	0.088545	0.178621	0.0505024	0.0313495	0.0348879	0.0358545	0.018867	0.0400519	0.0237262	0.0378083	0.028761	0.0662591	0.0327883	0.0294137	0.0839676	0.0529891	0.00853774	0.0502819	0.0265661	0.0443779	0.0633561	0.0191946	3.950319	0.270599	0.294574	0.0981081	0.336719	3.273383
2770	-14772.2	-14782.5	10.301	0.130336	0.101308	0.111178	0.0968576	0.103052	0.104057	0.135447	0.0824609	0.093486	0.180828	0.0963341	0.0696059	0.116691	0.114993	0.105813	0.138893	0.124663	0.121815	0.131328	0.0553432	0.0895927	0.0741028	0.158781	0.0681124	0.0122187	0.0271463	0.0366258	0.0367903	0.0332927	0.0192966	0.0169801	0.0421384	0.048969	0.0225762	0.0308835	0.120724	0.0418792	0.02011	0.0490556	0.0303052	0.0347201	0.0564786	0.0273123	3.9797	0.288027	0.283029	0.10084	0.328104	3.312581
2780	-14783	-14794.1	11.0268	0.160848	0.110268	0.108231	0.120405	0.0874189	0.0805445	0.139101	0.0805935	0.0788566	0.191941	0.0753918	0.0833178	0.098674	0.0997272	0.105813	0.119091	0.11642	0.0838836	0.115029	0.0781801	0.0942354	0.0727227	0.20692	0.0584601	0.00902025	0.0194375	0.0501276	0.0229927	0.0317214	0.0245315	0.0152074	0.0402105	0.0483067	0.0208423	0.032493	0.0960721	0.0559558	0.0249774	0.038817	0.0253303	0.0296961	0.0341083	0.0226865	4.524966	0.287904	0.272588	0.095627	0.343881	3.208607
2790	-14782	-14793.6	11.6307	0.130784	0.106064	0.107602	0.112727	0.101183	0.0778801	0.128495	0.0902336	0.0711141	0.178491	0.0805149	0.0547687	0.0981329	0.116306	0.0903712	0.125478	0.147156	0.122269	0.125457	0.0718037	0.0726834	0.0810023	0.164172	0.0629103	0.0112443	0.0340452	0.0369639	0.0215273	0.0346349	0.0189454	0.0300208	0.0362931	0.0357989	0.0180571	0.0171762	0.100075	0.057338	0.00864054	0.048977	0.0234783	0.0419209	0.0743092	0.0137275	3.960379	0.281649	0.278331	0.0986214	0.341398	3.180773
2800	-14773.6	-14783	9.39611	0.127241	0.0873099	0.118933	0.0772994	0.114972	0.0742537	0.128198	0.0902336	0.107097	0.155132	0.0687324	0.0862238	0.101605	0.104753	0.108285	0.144675	0.137042	0.137546	0.126579	0.0883885	0.0910557	0.0658251	0.180259	0.0725151	0.0310615	0.0212309	0.0450534	0.0192827	0.0332929	0.0305585	0.0381438	0.0330341	0.0381751	0.0326317	0.0351473	0.121753	0.0601799	0.034613	0.0667095	0.0188566	0.052605	0.0446214	0.0282811	4.387177	0.272585	0.301327	0.0972944	0.328793	3.379384
2810	-14774.9	-14784.3	9.3473	0.145259	0.102676	0.124715	0.099928	0.116481	0.0840118	0.144868	0.0920639	0.0875069	0.201291	0.0750327	0.100568	0.115709	0.103756	0.111222	0.144281	0.118859	0.126309	0.120109	0.0621361	0.0916768	0.0889152	0.1988	0.0436799	0.0266576	0.0219411	0.0652337	0.0247441	0.0134426	0.0338843	0.0206309	0.0458729	0.0553006	0.0205247	0.0241669	0.0598561	0.0691301	0.0161595	0.0558579	0.0441126	0.0372781	0.0479639	0.0164197	4.130427	0.284091	0.286074	0.0977816	0.332053	3.399032
2820	-14760.5	-14770.9	10.4554	0.137201	0.0970609	0.103451	0.101918	0.11135	0.0772694	0.122734	0.0849327	0.0916469	0.18562	0.0907053	0.0957557	0.109548	0.107293	0.13472	0.133586	0.129613	0.115461	0.128778	0.0847981	0.0890793	0.0834586	0.189985	0.0564613	0.0231833	0.019134	0.0483018	0.0287472	0.0201125	0.0292267	0.0197434	0.03394	0.0311609	0.0262215	0.0255469	0.0988299	0.0574569	0.0190521	0.0430734	0.0260202	0.0342274	0.053249	0.0144574	3.701931	0.270636	0.289356	0.0955908	0.344417	3.31411
