Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	TreeLengths
2290	-15814.8	-15826.8	11.9729	0.137453	0.110858	0.115805	0.108228	0.124644	0.0732109	0.134159	0.093544	0.100308	0.202673	0.0798605	0.0898485	0.0865699	0.0887042	0.118043	0.143052	0.0959916	0.0923324	0.105552	0.0784897	0.0888731	0.0714078	0.202464	0.0301691	0.0921184	0.0283477	0.0460036	0.023165	0.0199315	0.034725	0.0599085	0.0303345	0.0136889	0.0202708	0.0695893	0.030566	0.0404203	0.0226489	0.0545698	0.0362261	0.0284786	0.0331628	0.0352242	3.29162
2300	-15810.9	-15822.8	11.8994	0.109639	0.0905161	0.0901531	0.0978409	0.139276	0.0707625	0.143542	0.0765178	0.102571	0.17934	0.0864754	0.0991034	0.0983332	0.0838166	0.12388	0.155586	0.128898	0.115139	0.115962	0.0832151	0.0834406	0.0636907	0.189256	0.0323488	0.0534825	0.0419683	0.056146	0.0377154	0.0273504	0.0451276	0.0515323	0.0354216	0.0258408	0.0408474	0.0428845	0.0282416	0.0390536	0.0444771	0.0490095	0.00397786	0.0406518	0.0399471	0.035991	3.298969
2310	-15808.6	-15821.4	12.7886	0.118836	0.0984596	0.111201	0.0937476	0.109316	0.0935554	0.11137	0.0813482	0.10256	0.17934	0.0889898	0.0892648	0.0862067	0.0918447	0.105796	0.117931	0.133747	0.137764	0.102229	0.0810264	0.087644	0.0779722	0.153708	0.0262006	0.0899806	0.0466878	0.0552072	0.0544703	0.0143176	0.0235673	0.0583998	0.0224171	0.0297218	0.0299309	0.0265329	0.0446243	0.0416885	0.0304567	0.0539903	0.0105299	0.0341507	0.026439	0.0368743	3.210044
2320	-15802.7	-15815.8	13.1209	0.127805	0.0920695	0.107559	0.101227	0.111065	0.0969601	0.124985	0.067449	0.0977381	0.143097	0.0746529	0.0979174	0.0888009	0.0886356	0.0961583	0.141141	0.116934	0.132591	0.109234	0.0871878	0.0968909	0.0744865	0.169847	0.0313812	0.0715992	0.0312025	0.0594037	0.0351935	0.0124108	0.0485875	0.0395417	0.0209404	0.0158592	0.0138086	0.060904	0.0274535	0.0381628	0.039454	0.0427258	0.0140005	0.0381693	0.0413229	0.0502656	3.176819
2330	-15797	-15810.7	13.6532	0.125896	0.102024	0.0993777	0.0966205	0.118868	0.0775175	0.111719	0.0752125	0.0940466	0.158814	0.0723691	0.0807351	0.102142	0.126156	0.119012	0.131101	0.11485	0.107023	0.0980787	0.0793416	0.0841554	0.0681794	0.152681	0.0297446	0.0960288	0.0311931	0.0447132	0.0311962	0.0133388	0.0275457	0.0503755	0.0206306	0.0196235	0.0286943	0.0427471	0.0274535	0.0325338	0.0358173	0.0526685	0.0235355	0.0302414	0.0414666	0.0481178	3.123585
2340	-15797	-15809.7	12.7183	0.127143	0.115323	0.103585	0.0954306	0.125513	0.0835107	0.113703	0.0646678	0.0980729	0.159217	0.0723691	0.0769507	0.104869	0.0991243	0.102826	0.122327	0.126405	0.127502	0.115792	0.0737674	0.0906414	0.0938571	0.175234	0.0250888	0.0861551	0.0312741	0.0447132	0.0351449	0.0139769	0.0365199	0.0445251	0.0270826	0.0267321	0.0265486	0.0521063	0.0432745	0.0434321	0.0510137	0.03982	0.0199194	0.0142705	0.0480342	0.0396117	3.217075
2350	-15802.7	-15816.4	13.7081	0.110136	0.104252	0.114047	0.1003	0.112301	0.0803256	0.110341	0.073554	0.103194	0.146532	0.0764495	0.0934089	0.101203	0.0849738	0.102761	0.116698	0.144555	0.0939782	0.127496	0.0860893	0.0737915	0.0733721	0.144064	0.0278023	0.0847433	0.0326301	0.0570804	0.0410507	0.00993813	0.0277303	0.0612513	0.0259276	0.0208384	0.0324183	0.0404343	0.0198633	0.0460752	0.0247512	0.0489955	0.0224882	0.0290889	0.0363981	0.0547721	3.1181
2360	-15800.5	-15812.5	12.0058	0.14859	0.0990374	0.107619	0.124563	0.112395	0.0991739	0.137692	0.072667	0.115235	0.175001	0.0961122	0.0827362	0.0927621	0.0891024	0.106675	0.129558	0.115634	0.111779	0.136289	0.0672293	0.0890046	0.0784247	0.160309	0.0275455	0.0676486	0.0380558	0.0528894	0.0394959	0.0189478	0.0328394	0.0734881	0.0234654	0.018072	0.0269371	0.0550816	0.0312618	0.0280598	0.0367582	0.0354243	0.0238158	0.0214092	0.0427406	0.0468031	3.288328
2370	-15801.8	-15813.5	11.7097	0.130094	0.111272	0.108165	0.115707	0.134039	0.0700312	0.138931	0.087755	0.0984704	0.165957	0.075548	0.0756916	0.0938114	0.12509	0.119007	0.109223	0.135787	0.116194	0.122977	0.0768884	0.0912014	0.088879	0.179659	0.022717	0.0783759	0.0378763	0.0508278	0.0416128	0.0293764	0.0402266	0.0617791	0.0255725	0.0176612	0.0374977	0.0306972	0.0233213	0.0308163	0.0318671	0.0533339	0.0166102	0.0370765	0.04003	0.0402805	3.317934
2380	-15805.3	-15818	12.7298	0.120068	0.0832689	0.115214	0.106051	0.104042	0.0775018	0.121037	0.0872801	0.0854653	0.152116	0.0826442	0.0972146	0.0756645	0.0849513	0.108826	0.152286	0.14067	0.104511	0.115508	0.0671739	0.0874862	0.0964613	0.198076	0.0265105	0.0738638	0.0418974	0.0406288	0.0364358	0.0235805	0.0455557	0.0563617	0.038075	0.0414648	0.0282546	0.0357246	0.0394776	0.0312644	0.0311021	0.0484672	0.0130441	0.0188883	0.0489237	0.0328909	3.215931
2390	-15805.6	-15817.9	12.3039	0.133057	0.100635	0.0931475	0.0975394	0.105635	0.0987573	0.120033	0.0855989	0.100559	0.164743	0.0650536	0.0854296	0.0996671	0.0829738	0.0935927	0.139779	0.138603	0.118575	0.107238	0.0721798	0.106149	0.0990539	0.195211	0.0265105	0.073727	0.046958	0.0310264	0.0233743	0.042725	0.0300131	0.0539832	0.0310452	0.031084	0.0285419	0.0461691	0.0366306	0.03191	0.0369961	0.033246	0.030407	0.0333747	0.0499702	0.0376175	3.25852
2400	-15801.2	-15813.9	12.7363	0.122773	0.104141	0.105064	0.0796701	0.124834	0.0868981	0.139603	0.0683331	0.105973	0.177203	0.0797383	0.0871652	0.0965583	0.0889627	0.126846	0.130757	0.119004	0.107425	0.119384	0.088996	0.093896	0.0919169	0.146795	0.031106	0.0814516	0.0257206	0.0602895	0.04114	0.0311677	0.0386061	0.0301108	0.0269191	0.0251257	0.0334419	0.0581354	0.0273563	0.0335405	0.0313207	0.0528053	0.00807251	0.0258214	0.0373057	0.0239063	3.215278
2410	-15815.2	-15828.2	13.0076	0.12507	0.104141	0.0731805	0.102918	0.109332	0.0901676	0.144378	0.0794478	0.0865266	0.187255	0.0915907	0.119804	0.112129	0.113149	0.103714	0.12171	0.117091	0.103982	0.102469	0.0887883	0.0547671	0.0706761	0.16118	0.043606	0.0814516	0.0289858	0.047871	0.0265793	0.0269835	0.026221	0.0501096	0.0210994	0.0150902	0.0276408	0.0429393	0.033395	0.0260851	0.0313207	0.0465517	0.0317308	0.0325633	0.0357636	0.0486928	3.188149
2420	-15803.5	-15816.4	12.8481	0.11993	0.080331	0.10266	0.0857946	0.117609	0.0912762	0.139796	0.0854122	0.111219	0.140362	0.0872624	0.0830587	0.0778361	0.104309	0.116832	0.123688	0.136639	0.120021	0.109627	0.0840769	0.0975372	0.0963023	0.183483	0.0379464	0.0690921	0.0254754	0.0465529	0.0301619	0.0139719	0.0356298	0.0653293	0.0322174	0.0266608	0.0288723	0.0442654	0.0369532	0.0391505	0.0239842	0.0427938	0.00913736	0.0325633	0.0316956	0.0365785	3.204096
2430	-15807.1	-15819.2	12.0927	0.130937	0.110909	0.10266	0.100012	0.0943317	0.0751416	0.139796	0.070549	0.100914	0.19702	0.071552	0.0903403	0.0876051	0.115085	0.103322	0.143611	0.125389	0.114312	0.107686	0.0705697	0.0767396	0.105126	0.180793	0.0300873	0.0699517	0.0304307	0.0495558	0.0263419	0.0275437	0.0305466	0.0585584	0.0109883	0.0269235	0.0269151	0.0416	0.0550487	0.0319204	0.0317647	0.0608677	0.0330994	0.0217537	0.0562277	0.0451091	3.279636
2440	-15803	-15814.8	11.829	0.109818	0.0929754	0.0895658	0.131397	0.115643	0.0991154	0.117321	0.074626	0.111559	0.176707	0.0646597	0.0904868	0.0984647	0.102102	0.114793	0.12957	0.126802	0.118276	0.133256	0.0791872	0.0867435	0.0992305	0.163589	0.0257601	0.0695761	0.028809	0.0546876	0.047203	0.0247514	0.0342812	0.0627968	0.034123	0.0262121	0.0284357	0.0422976	0.0290895	0.0305232	0.0462153	0.0596423	0.0147801	0.0374093	0.0522605	0.0312685	3.306011
2450	-15811.2	-15824.1	12.9156	0.133046	0.105868	0.0874295	0.122752	0.104628	0.0581828	0.130602	0.0657603	0.111693	0.182691	0.0548198	0.108535	0.107811	0.0987287	0.0831966	0.131806	0.135878	0.110087	0.108783	0.0821282	0.0961375	0.0902973	0.19634	0.0245024	0.0736139	0.0298864	0.0480306	0.0317164	0.0184925	0.0342812	0.047524	0.0208604	0.0157568	0.025393	0.0405124	0.0155357	0.0381897	0.0416734	0.0342309	0.0227297	0.0369464	0.0519367	0.0383332	3.197348
2460	-15801.9	-15814.6	12.6821	0.111584	0.0989271	0.0860628	0.0937131	0.107002	0.0741499	0.13533	0.0697723	0.102839	0.177652	0.0743536	0.0783765	0.117367	0.0977463	0.134509	0.128968	0.110069	0.110023	0.121248	0.0871715	0.078979	0.092784	0.171964	0.0362203	0.103928	0.0290166	0.0406942	0.0199545	0.03002	0.0322084	0.0493512	0.0256208	0.0266142	0.0238	0.0339687	0.0507025	0.035238	0.0395368	0.0568839	0.02126	0.0221617	0.044731	0.0381997	3.220701
2470	-15806.4	-15819.8	13.3866	0.125969	0.101057	0.0881173	0.0850422	0.110524	0.072024	0.134417	0.0808553	0.103339	0.162145	0.0814136	0.0801268	0.116174	0.0955983	0.133666	0.111368	0.107132	0.126228	0.118913	0.0657995	0.0873603	0.105232	0.162501	0.0311735	0.0565191	0.0421506	0.0344265	0.0354194	0.0235646	0.0269948	0.0626237	0.0291878	0.0234588	0.0324526	0.0467729	0.0439808	0.0350315	0.0210448	0.0455153	0.0257536	0.0106669	0.0395261	0.0289783	3.150243
2480	-15797.3	-15810.8	13.5358	0.126826	0.100067	0.099081	0.113794	0.0972547	0.0761293	0.134247	0.0731534	0.0911319	0.158732	0.0873261	0.0891885	0.0966682	0.110962	0.0962741	0.120318	0.124324	0.0899967	0.108789	0.0686152	0.0879711	0.0826959	0.178256	0.0313251	0.0769567	0.0365164	0.0464014	0.0421828	0.0178249	0.0281742	0.0596685	0.0258571	0.0226699	0.0358322	0.03699	0.0305961	0.0515164	0.0301355	0.0472318	0.011227	0.023249	0.0409876	0.0281845	3.135328
2490	-15800.2	-15813	12.8079	0.142773	0.104106	0.103604	0.110498	0.125897	0.0721744	0.151866	0.0725373	0.0908276	0.158247	0.0850625	0.0731569	0.0975151	0.102961	0.0978728	0.132259	0.11909	0.0938257	0.120551	0.0871405	0.0943575	0.0896887	0.170255	0.0372276	0.0617759	0.0211161	0.0618083	0.0399973	0.0187409	0.0277205	0.045164	0.0297336	0.0257449	0.0243719	0.0470618	0.0402772	0.0370039	0.0300768	0.0436416	0.0126055	0.0200977	0.0409876	0.046697	3.208115
2500	-15805.7	-15817.9	12.1234	0.115746	0.108108	0.0852741	0.110498	0.123069	0.0825634	0.138102	0.0826648	0.110132	0.164994	0.107577	0.0935929	0.103789	0.0846132	0.0866758	0.132259	0.118936	0.121166	0.124675	0.0899686	0.110516	0.0825736	0.167436	0.0317294	0.0779929	0.0345826	0.0460603	0.0368986	0.0112511	0.0337099	0.0463892	0.0252534	0.0087354	0.0293452	0.0636993	0.0272155	0.0425194	0.0292589	0.059346	0.0192869	0.0146245	0.0587007	0.0350387	3.276567
2510	-15796.7	-15809.2	12.5422	0.130748	0.102322	0.102983	0.116522	0.127349	0.0902155	0.136459	0.0844536	0.0967123	0.160643	0.0797846	0.0965287	0.0974838	0.0987393	0.0990868	0.126887	0.138639	0.102806	0.130621	0.0728033	0.091943	0.080836	0.163969	0.0260794	0.0787728	0.0234953	0.0446805	0.0318667	0.0150495	0.0274904	0.0575253	0.0254067	0.0326945	0.0221486	0.0407047	0.025865	0.0509446	0.0333286	0.0345014	0.0123543	0.0194282	0.0593695	0.0444444	3.234686
2520	-15802.8	-15814.7	11.8765	0.109783	0.124536	0.0931135	0.0965477	0.1119	0.0834805	0.13482	0.0724178	0.105649	0.163151	0.0772374	0.0861363	0.103945	0.0977521	0.122663	0.131634	0.135898	0.120387	0.139704	0.100047	0.102114	0.0642588	0.163969	0.0312536	0.0901513	0.0311078	0.0452508	0.0388659	0.0403688	0.032433	0.0425919	0.0376643	0.0194282	0.0269013	0.0476117	0.0284551	0.0352021	0.0377816	0.0459421	0.0279295	0.0207522	0.037497	0.0429275	3.301259
2530	-15806.1	-15819.3	13.1694	0.137761	0.100707	0.102159	0.0933293	0.102064	0.0691144	0.133446	0.0620496	0.1016	0.1527	0.0663877	0.07403	0.0986363	0.083297	0.128501	0.131734	0.142501	0.110758	0.111653	0.0814035	0.109473	0.0942791	0.143752	0.0296274	0.08444	0.0349353	0.0593302	0.0287628	0.0238554	0.029802	0.0541202	0.0176992	0.0204744	0.0276019	0.0516772	0.0415732	0.0235184	0.0268154	0.0385342	0.0166228	0.0436348	0.0429221	0.0446845	3.171967
2540	-15807.1	-15820.6	13.4494	0.108946	0.103574	0.0837666	0.10954	0.10479	0.0772805	0.133413	0.0620496	0.0979356	0.177583	0.0647914	0.0841739	0.0952676	0.070285	0.116833	0.12169	0.129411	0.13403	0.106792	0.0673058	0.0899566	0.0884531	0.177578	0.0313263	0.0921741	0.025771	0.0518261	0.0293262	0.014395	0.0316673	0.07814	0.0259452	0.0166102	0.0163571	0.0473631	0.0296447	0.0385211	0.0383391	0.0413099	0.00913418	0.0299797	0.0375985	0.053096	3.143971
2550	-15800.4	-15813.2	12.8157	0.136268	0.100462	0.0837011	0.119762	0.110728	0.0946223	0.128188	0.0740561	0.0985373	0.139558	0.0727919	0.0851732	0.0888616	0.118606	0.105045	0.131586	0.126889	0.0970965	0.129119	0.0845473	0.0925076	0.0751296	0.168121	0.0352676	0.0596646	0.0275746	0.0616079	0.0416462	0.0275472	0.0422702	0.0477658	0.0195967	0.0214565	0.0202087	0.0485256	0.0263495	0.0449631	0.0387721	0.0437331	0.0274825	0.0327838	0.041842	0.0369215	3.207336
2560	-15806.9	-15819.5	12.5581	0.11807	0.137325	0.118423	0.122425	0.129689	0.0917658	0.111436	0.086925	0.0876934	0.186581	0.0727919	0.0778928	0.0850374	0.0815923	0.120937	0.127487	0.116821	0.0935508	0.121166	0.0744067	0.0819507	0.0970842	0.154928	0.0290851	0.0935656	0.0419798	0.0526917	0.0368094	0.0374615	0.0349021	0.056012	0.0214905	0.0143702	0.0284545	0.0354789	0.0196446	0.0334673	0.0227714	0.042445	0.0161537	0.028548	0.045297	0.0464904	3.233097
2570	-15810.2	-15823.2	13.0304	0.116997	0.0925812	0.107168	0.0883183	0.0934557	0.095221	0.125203	0.0786579	0.0860813	0.164309	0.0825269	0.0902297	0.0946287	0.0971587	0.0986005	0.107222	0.133402	0.108227	0.138866	0.0599949	0.110512	0.0867717	0.162089	0.0270416	0.0576767	0.0201747	0.0598969	0.0360239	0.0470893	0.0518629	0.056012	0.0316358	0.0265346	0.0161088	0.0453478	0.03437	0.049345	0.026875	0.0513932	0.0258606	0.0277956	0.0335432	0.0430535	3.185863
2580	-15804.7	-15817.5	12.8381	0.130217	0.109592	0.105749	0.106322	0.118498	0.0754373	0.126118	0.0646373	0.089178	0.160875	0.0834919	0.0770234	0.10638	0.093127	0.128446	0.116438	0.120608	0.107204	0.130408	0.0734596	0.078846	0.103449	0.162972	0.0205758	0.0794705	0.024113	0.0434273	0.0400149	0.0255325	0.0327077	0.0519129	0.036755	0.0388434	0.029456	0.0620456	0.0293203	0.0200974	0.0306562	0.0339582	0.0429472	0.0141907	0.0392101	0.0413844	3.205095
2590	-15803.1	-15816.3	13.156	0.141754	0.103431	0.0792182	0.109152	0.105361	0.0963686	0.143647	0.0600543	0.0985703	0.158043	0.072508	0.0926964	0.0945627	0.0950921	0.118033	0.126296	0.140677	0.11218	0.10624	0.0799962	0.090435	0.0753632	0.168812	0.0361602	0.0750146	0.0275564	0.0473877	0.0244464	0.0238327	0.0389771	0.0360523	0.0336386	0.0283667	0.0322853	0.0414228	0.025135	0.038658	0.0302278	0.043373	0.0140555	0.0402364	0.0266029	0.0413844	3.173303
2600	-15804.6	-15816.8	12.1563	0.114269	0.106307	0.0963502	0.0987224	0.105361	0.0877552	0.113125	0.0693308	0.110656	0.181325	0.0640709	0.0751511	0.105975	0.113294	0.147612	0.134949	0.130172	0.0936172	0.102698	0.0855593	0.0889116	0.0887428	0.174201	0.0331444	0.0862612	0.0342544	0.0401445	0.0344718	0.025887	0.0424079	0.0587456	0.0358754	0.033433	0.0227441	0.0402033	0.0305432	0.0379255	0.0356314	0.0555506	0.0202758	0.0157692	0.0497283	0.0521213	3.273274
2610	-15802.9	-15815.7	12.7396	0.128763	0.117334	0.0833403	0.096822	0.11707	0.0879759	0.109726	0.0820049	0.0876795	0.161779	0.0874395	0.089531	0.0868741	0.11019	0.101949	0.138582	0.131383	0.105908	0.123147	0.0755955	0.0646787	0.087613	0.202604	0.0223378	0.0862612	0.0338741	0.0483545	0.0319393	0.0222603	0.0273266	0.0574201	0.0300707	0.0221112	0.0237321	0.0489616	0.0155047	0.0476403	0.0334085	0.0611599	0.0191686	0.0338278	0.0369687	0.0346273	3.214943
2620	-15804.6	-15817.9	13.2755	0.129242	0.0871294	0.10449	0.0953962	0.11503	0.0790356	0.125593	0.0727573	0.117824	0.166774	0.0605149	0.0808526	0.0872287	0.0955737	0.105917	0.140496	0.122272	0.127219	0.105847	0.0750163	0.0877682	0.103052	0.156878	0.0235705	0.0767379	0.0221456	0.0541334	0.0373771	0.0277297	0.0402471	0.0475817	0.0254235	0.0228779	0.0199487	0.0510356	0.0192403	0.0376432	0.0492387	0.03392	0.0116688	0.0400686	0.0402552	0.0386091	3.16136
2630	-15805.2	-15819.3	14.0256	0.120815	0.0998114	0.0882068	0.0930094	0.12667	0.085664	0.107324	0.0637033	0.096203	0.157384	0.0654372	0.0886732	0.113876	0.111482	0.101935	0.103127	0.120874	0.108192	0.0997836	0.0812554	0.0833326	0.0645013	0.160973	0.0353712	0.0667974	0.0342573	0.0395568	0.0293447	0.0248486	0.0302922	0.0618529	0.0258269	0.0284253	0.0348545	0.044964	0.0284482	0.0571274	0.0291155	0.0408877	0.0224165	0.0300037	0.0377822	0.0419456	3.086352
2640	-15808	-15821.8	13.8538	0.0913837	0.0868678	0.115948	0.0993972	0.0967788	0.0869674	0.116512	0.0682751	0.0907867	0.166186	0.0829146	0.0725674	0.0949663	0.0807629	0.145089	0.114054	0.113401	0.118097	0.134719	0.0691507	0.103953	0.0843465	0.166045	0.0254997	0.0727559	0.0334126	0.0502576	0.0400163	0.0274262	0.031867	0.0488636	0.0322105	0.0249298	0.0233911	0.046193	0.0280914	0.0346917	0.0340488	0.0354916	0.00752876	0.0267758	0.047636	0.0332727	3.10353
2650	-15809.7	-15822.6	12.9333	0.142601	0.107358	0.0635072	0.0933888	0.11149	0.0684354	0.108977	0.0777751	0.120228	0.183585	0.083193	0.101736	0.100246	0.0870683	0.100927	0.130081	0.103182	0.129056	0.118483	0.0852758	0.07427	0.0814499	0.166904	0.038713	0.0957529	0.0292344	0.0492666	0.0480112	0.022136	0.0221	0.047618	0.0353332	0.0143407	0.0234071	0.0493387	0.0298319	0.0350481	0.0447991	0.0526925	0.023136	0.0223529	0.036074	0.0371696	3.195575
2660	-15803.8	-15816.4	12.5913	0.130882	0.0979802	0.0833031	0.101776	0.102499	0.0717428	0.118953	0.0872876	0.0830842	0.185987	0.0652086	0.0969348	0.0984009	0.117438	0.111137	0.129279	0.123613	0.121814	0.121304	0.0874008	0.0886699	0.0904613	0.171805	0.0262369	0.0575218	0.039156	0.0617125	0.0456108	0.0414128	0.0372744	0.0427986	0.0373401	0.00868008	0.0318828	0.0473402	0.0313293	0.0347884	0.0319725	0.0572139	0.0275345	0.0201359	0.0315621	0.031311	3.229778
2670	-15801.5	-15813.8	12.3208	0.129076	0.0947674	0.111128	0.101776	0.141578	0.0713265	0.125323	0.0995783	0.0935067	0.172217	0.0832823	0.0704944	0.116979	0.0924099	0.0920565	0.130312	0.131319	0.121814	0.11706	0.0951062	0.0872413	0.0932449	0.156183	0.0282866	0.0835674	0.0270596	0.0572395	0.0374721	0.0253263	0.0460647	0.05352	0.0314528	0.0221852	0.0370191	0.045546	0.0307787	0.0352307	0.0286163	0.0351564	0.0185109	0.0220302	0.0357433	0.0282454	3.25683
2680	-15801	-15813.9	12.9543	0.132978	0.098404	0.09621	0.109825	0.145687	0.0716053	0.0984711	0.0700728	0.0878614	0.149276	0.0804808	0.0903869	0.0868672	0.100774	0.0990521	0.124963	0.129227	0.112612	0.131743	0.076594	0.0901274	0.0814864	0.175486	0.0322013	0.0733672	0.0324742	0.035514	0.0310407	0.020931	0.0351489	0.0717439	0.0348674	0.0267219	0.0314823	0.044692	0.0312884	0.0328785	0.0382774	0.0553371	0.0123224	0.022269	0.0576276	0.0331055	3.193482
2690	-15808.7	-15822.1	13.4413	0.13347	0.082312	0.0982974	0.121273	0.0937322	0.086943	0.137754	0.0769358	0.0833933	0.154694	0.0641955	0.104914	0.108957	0.0900055	0.109603	0.121651	0.120957	0.114172	0.121907	0.0849071	0.100851	0.0814864	0.131974	0.0357451	0.0617627	0.0272948	0.0347367	0.0265466	0.0319946	0.0363317	0.0644793	0.020627	0.0246079	0.0318982	0.0457518	0.0294307	0.0391762	0.0195343	0.0449979	0.0299488	0.0306529	0.0340641	0.050808	3.144775
2700	-15804.1	-15817.8	13.7613	0.109652	0.0910822	0.0813886	0.127578	0.12243	0.0624961	0.12743	0.0724519	0.0854394	0.15649	0.077318	0.0873325	0.0934442	0.10473	0.130298	0.130345	0.122682	0.120529	0.110351	0.0877709	0.0790025	0.0958392	0.173478	0.0222775	0.0960717	0.0272948	0.055757	0.0262392	0.0255099	0.0257769	0.0453006	0.0208371	0.00995456	0.0177359	0.0329492	0.0308851	0.0391762	0.0266267	0.0426806	0.0195374	0.0221985	0.0449291	0.0314828	3.112779
2710	-15805.2	-15818.1	12.9547	0.122907	0.102816	0.114785	0.0924611	0.114738	0.0685062	0.134962	0.0731279	0.0964404	0.1707	0.0783098	0.0743961	0.0919094	0.0826797	0.112203	0.106281	0.149712	0.115172	0.136339	0.0936207	0.0790025	0.0848336	0.160351	0.0427397	0.092047	0.0361764	0.031184	0.0484371	0.0163578	0.0301492	0.0392229	0.0150773	0.016274	0.017725	0.0485342	0.045808	0.0461706	0.0293871	0.0463854	0.0269688	0.02705	0.0451001	0.0363881	3.193436
2720	-15806.9	-15820	13.1331	0.129332	0.102849	0.099441	0.112997	0.111769	0.0889779	0.11616	0.0998012	0.0866792	0.169065	0.0954506	0.0702476	0.101264	0.104611	0.107545	0.111205	0.132988	0.129092	0.138686	0.0784925	0.0835261	0.0799512	0.166792	0.0300422	0.0579611	0.0168677	0.0392061	0.0462731	0.0245148	0.0286398	0.0746331	0.0305052	0.0170435	0.0141753	0.0305507	0.0264129	0.0329322	0.0196019	0.0490864	0.0205198	0.0348283	0.0362058	0.0286771	3.1756
2730	-15801.6	-15814.4	12.7995	0.147756	0.102849	0.107012	0.0992073	0.102844	0.0890321	0.132486	0.069378	0.0942325	0.169993	0.0888171	0.0873933	0.108402	0.0923211	0.0914703	0.141664	0.124654	0.1114	0.104292	0.0783176	0.0936169	0.0857131	0.163971	0.0438483	0.0531976	0.0357544	0.04756	0.0309102	0.0353786	0.0406447	0.0639551	0.0293831	0.015825	0.032115	0.0302079	0.0302783	0.0445711	0.0265204	0.0415275	0.0128126	0.0368226	0.0416813	0.0291479	3.208963
2740	-15803.1	-15816.3	13.167	0.135289	0.124398	0.111565	0.113685	0.101643	0.0753213	0.12543	0.0752713	0.0931063	0.155208	0.0653663	0.0880203	0.0980734	0.0832813	0.0997482	0.13573	0.144368	0.108759	0.128961	0.0783176	0.0992989	0.084584	0.181728	0.0243296	0.0752036	0.0357544	0.0557464	0.0224509	0.0308599	0.0275326	0.0437124	0.0138657	0.012764	0.0326777	0.0534279	0.0103905	0.0451489	0.0326904	0.0450251	0.0126124	0.0222504	0.0360606	0.0325498	3.172205
2750	-15811	-15823.3	12.2328	0.141084	0.0992215	0.0972488	0.101903	0.123378	0.107261	0.141886	0.0736157	0.0940583	0.176661	0.0769773	0.0867566	0.094973	0.0960525	0.0890197	0.131627	0.115096	0.112357	0.113898	0.0639046	0.0832355	0.0917206	0.17525	0.0313915	0.0718454	0.0271105	0.0939206	0.0311495	0.0343688	0.0440756	0.0667989	0.0192051	0.00504034	0.0227773	0.0534279	0.0155435	0.032553	0.0368487	0.0548005	0.0221971	0.0307857	0.0400601	0.0445432	3.265629
2760	-15806.7	-15819	12.2907	0.1254	0.0980418	0.0848441	0.119417	0.10842	0.0895776	0.128413	0.0836314	0.104271	0.167434	0.079974	0.096781	0.0965968	0.110797	0.126969	0.148855	0.105724	0.110748	0.104184	0.070387	0.112582	0.113957	0.174185	0.0210554	0.0792335	0.0343591	0.0401318	0.0275004	0.0233008	0.0272947	0.0610751	0.0204018	0.0146308	0.0267969	0.0628599	0.0181636	0.0264813	0.0303157	0.0419777	0.0121607	0.0304632	0.0559028	0.0445432	3.259838
2770	-15801.1	-15814.4	13.338	0.113313	0.0974874	0.0923925	0.111738	0.113489	0.0797082	0.104741	0.0784788	0.0805243	0.19442	0.0780406	0.101942	0.0907966	0.0954936	0.114626	0.125455	0.106979	0.118068	0.111939	0.0589162	0.0899343	0.0911667	0.16556	0.028135	0.0715609	0.0229818	0.0431353	0.0378324	0.0344746	0.0337939	0.0585089	0.0278915	0.0115017	0.0328623	0.0512658	0.0183852	0.051711	0.0281849	0.0479905	0.0224055	0.0217466	0.0404127	0.0551202	3.155108
2780	-15806.5	-15819.8	13.3175	0.110901	0.0962272	0.0843027	0.0957821	0.109647	0.0876285	0.122354	0.0858422	0.0871957	0.165544	0.0653111	0.0949882	0.111106	0.0788822	0.120279	0.149724	0.131184	0.13458	0.131744	0.0811046	0.0808964	0.0777507	0.127276	0.0223047	0.0625067	0.0256958	0.0405334	0.0255819	0.0347244	0.0484757	0.0643215	0.0203953	0.024905	0.0188165	0.0612646	0.0298382	0.0441838	0.0231489	0.0481443	0.0183666	0.031621	0.0457963	0.0362813	3.157156
