Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TreeLengths
6420	-13143.9	-13109.6	-34.2928	0.9393688	0.265628	0.167404	0.176486	0.141891	0.266904	0.106133	0.233603	0.133422	0.198628	0.316133	0.152307	0.104433	0.237605	0.202779	0.184417	0.382546	0.328506	0.206079	0.235275	0.125704	0.187792	0.0962529	0.514425	0.0482047	0.0338587	0.0276907	0.0257264	0.0340649	0.0527929	0.198928	0.0681166	0.227125	0.0733787	0.150655	0.0891392	0.0185263	0.0501764	0.0728772	0.107412	0.135633	0.196154	0.0605814	0.0986484	0.0347474	0.335049	0.04993	0.0230682	0.508082	0.0491227	0.124703	0.457737	0.989179	2.42838	0.357656	0.356924	0.0718	0.21362	0.4089297	6.734044
6430	-13145.3	-13109.7	-35.5961	0.9180054	0.24737	0.12515	0.200487	0.124512	0.200897	0.257589	0.295444	0.132862	0.154454	0.358065	0.13916	0.147342	0.227547	0.285054	0.184417	0.299874	0.311069	0.241566	0.226242	0.0985268	0.202397	0.116368	0.409627	0.0833883	0.0333329	0.0841345	0.0310809	0.0290893	0.0638862	0.11671	0.0711862	0.200568	0.0622969	0.260346	0.0860166	0.0480899	0.0361157	0.0706213	0.0871311	0.198547	0.134985	0.0810858	0.0997472	0.0352699	0.358183	0.0512229	0.0340192	0.479277	0.0420286	0.120317	0.450639	0.984964	2.44408	0.367179	0.354201	0.0675593	0.21106	0.3750606	6.86438
6440	-13140.1	-13110.1	-30.0368	0.7741632	0.272312	0.121402	0.185714	0.158836	0.169609	0.131517	0.217627	0.129208	0.126645	0.349918	0.0949784	0.147342	0.188953	0.204287	0.184417	0.295595	0.237675	0.179862	0.235949	0.102368	0.127268	0.0934829	0.582792	0.0718399	0.0531574	0.0314941	0.054407	0.0290893	0.0462559	0.198609	0.0653892	0.184954	0.0627054	0.200833	0.0638025	0.0205905	0.050961	0.0168675	0.0978952	0.18308	0.135754	0.0660266	0.136978	0.0350748	0.379129	0.0482843	0.0271993	0.455825	0.0544879	0.0900503	0.39652	0.94953	2.5639	0.337539	0.385582	0.0608132	0.216066	0.3788683	6.308448
6450	-13148.1	-13107.4	-40.6932	0.6907056	0.31343	0.123137	0.237557	0.162024	0.265464	0.157694	0.20548	0.198824	0.14541	0.372726	0.14004	0.171185	0.248638	0.224299	0.249994	0.381502	0.302062	0.205817	0.281023	0.127425	0.195988	0.143474	0.478288	0.0929313	0.0531574	0.0123816	0.0584702	0.00274833	0.0761382	0.127742	0.0212127	0.222056	0.121033	0.2507	0.112171	0.0215046	0.0639469	0.0683175	0.14485	0.156311	0.184496	0.129867	0.122562	0.0299915	0.375394	0.053324	0.0134312	0.46691	0.0609488	0.0722042	0.359112	0.921375	2.64731	0.355887	0.368758	0.0674058	0.207949	0.3720864	7.37408
6460	-13147.6	-13109	-38.5701	0.8757426	0.358415	0.176325	0.199738	0.136625	0.258807	0.161818	0.247254	0.160209	0.166487	0.336693	0.146371	0.0929598	0.198176	0.252794	0.195162	0.290093	0.256098	0.22008	0.304486	0.0928828	0.161582	0.157201	0.65579	0.0984578	0.0278538	0.0245301	0.0306201	0.0363251	0.0707447	0.172442	0.0451014	0.21961	0.0711002	0.189798	0.0539099	0.0529917	0.0393622	0.0287505	0.150941	0.200193	0.241337	0.0411212	0.140536	0.0295945	0.391898	0.0577442	0.0346657	0.435597	0.0505009	0.111545	0.435931	0.975919	2.47661	0.344701	0.373946	0.0660491	0.215304	0.3368356	7.161774
6470	-13147.1	-13105.5	-41.5917	0.5281415	0.346832	0.173925	0.219249	0.12286	0.231714	0.197453	0.308955	0.158263	0.194569	0.44457	0.161671	0.134927	0.213536	0.225572	0.213784	0.367186	0.28887	0.212597	0.270672	0.0679691	0.1739	0.102013	0.625589	0.104231	0.0260676	0.0322228	0.069527	0.0258724	0.0644987	0.265922	0.0393774	0.232306	0.0667706	0.228049	0.106367	0.0502367	0.0980256	0.0329819	0.0739758	0.163109	0.122462	0.0647189	0.140536	0.0245928	0.400159	0.0440997	0.035741	0.451927	0.0434806	0.0387148	0.269891	0.839712	2.85168	0.359429	0.376206	0.058287	0.206078	0.3140045	7.463937
6480	-13147.4	-13102.5	-44.9014	0.7892797	0.321359	0.195494	0.269791	0.158714	0.318327	0.152511	0.332433	0.158263	0.151302	0.351101	0.136043	0.162168	0.244696	0.26029	0.281735	0.377899	0.392709	0.249585	0.359436	0.144876	0.172399	0.111911	0.483339	0.0591632	0.00467788	0.0184309	0.0624164	0.00384472	0.0467685	0.191257	0.0860865	0.19131	0.0968188	0.264078	0.0615311	0.0466285	0.0809736	0.0294266	0.118651	0.188179	0.231715	0.0839292	0.142637	0.0279818	0.413013	0.043119	0.0262851	0.43325	0.0563512	0.0932756	0.402782	0.95394	2.55	0.362448	0.371167	0.0575736	0.208812	0.3662559	7.794904
6490	-13151.4	-13106	-45.4739	0.890717	0.360897	0.207055	0.234264	0.185798	0.200216	0.202093	0.349511	0.215086	0.144208	0.414109	0.107694	0.143832	0.268432	0.279861	0.205217	0.375082	0.349919	0.250869	0.305295	0.125929	0.143066	0.132759	0.625793	0.0279433	0.0519199	0.00723649	0.0686937	0.0240814	0.0583905	0.210216	0.0281663	0.237212	0.0722127	0.132764	0.0680243	0.0568988	0.0853254	0.0303917	0.111602	0.307645	0.238852	0.0344811	0.173115	0.027131	0.363554	0.0517795	0.0226045	0.504525	0.0304054	0.114667	0.441247	0.979237	2.46485	0.360409	0.371701	0.0584315	0.209459	0.351418	7.852156
6500	-13163.4	-13122.9	-40.4859	0.7275826	0.329691	0.110057	0.14561	0.114491	0.236223	0.203317	0.243249	0.240239	0.19778	0.399391	0.17412	0.0992187	0.235473	0.312635	0.220191	0.313511	0.296667	0.247773	0.226412	0.0986777	0.135577	0.129024	0.621853	0.0278622	0.0248318	0.0123667	0.053745	0.00958211	0.0967373	0.16812	0.109356	0.234288	0.126825	0.167928	0.101075	0.0315202	0.0410378	0.0335886	0.103492	0.2425	0.177396	0.0885375	0.171391	0.0299262	0.331182	0.0474416	0.0242304	0.528198	0.0390226	0.080087	0.376259	0.934676	2.60898	0.377741	0.359285	0.0637502	0.199224	0.3767623	7.35336
6510	-13144.4	-13110.5	-33.8718	0.619843	0.277883	0.150502	0.166976	0.136379	0.172891	0.168123	0.249741	0.199474	0.151957	0.374627	0.158564	0.101886	0.17014	0.306228	0.181006	0.373079	0.247962	0.204553	0.27397	0.083731	0.11525	0.13623	0.39784	0.0789886	0.0278076	0.0272689	0.0373944	0.0297854	0.0612892	0.16812	0.0397364	0.224378	0.0714603	0.242884	0.10255	0.0245412	0.071325	0.0194752	0.125553	0.219378	0.120806	0.0946458	0.105569	0.0279993	0.359559	0.0573675	0.0243916	0.480829	0.0498535	0.0572247	0.323124	0.891114	2.72854	0.358618	0.363445	0.0649524	0.212985	0.3250445	6.691947
6520	-13150.3	-13108.3	-41.9635	0.7219872	0.389618	0.189851	0.137906	0.126456	0.260427	0.200848	0.275991	0.151862	0.194242	0.386654	0.0931199	0.167378	0.342907	0.257741	0.201422	0.335436	0.3041	0.272338	0.262113	0.0669914	0.17522	0.123433	0.544846	0.0584238	0.129858	0.0309279	0.0782666	0.0353854	0.0702894	0.165556	0.00475144	0.178464	0.0656042	0.293138	0.0791388	0.021946	0.0527937	0.0558692	0.0778145	0.288617	0.185603	0.0626839	0.105086	0.0253654	0.348416	0.0497681	0.0354911	0.485969	0.0549894	0.0788896	0.373722	0.932751	2.61464	0.367659	0.359321	0.0692565	0.203764	0.3522118	7.501117
6530	-13153.4	-13105.7	-47.7327	0.727625	0.332679	0.114573	0.204997	0.157071	0.304052	0.154197	0.251511	0.151137	0.233413	0.523354	0.135204	0.108969	0.241043	0.265884	0.224664	0.371965	0.447004	0.224762	0.3217	0.0903533	0.187278	0.138875	0.640232	0.0857143	0.0863655	0.0167924	0.12396	0.0426312	0.0683721	0.176385	0.02709	0.316214	0.0659696	0.235801	0.0877874	0.00548733	0.0471064	0.0193323	0.134027	0.250319	0.239634	0.143768	0.0803608	0.0236979	0.337325	0.05176	0.0306041	0.51489	0.0417223	0.080096	0.376278	0.93469	2.60894	0.360312	0.364454	0.0670562	0.208178	0.3690885	8.07803
6540	-13157.3	-13110.1	-47.2045	0.6413977	0.293883	0.185464	0.211752	0.19633	0.240553	0.169345	0.377795	0.195027	0.158125	0.405214	0.149924	0.163663	0.210452	0.296127	0.232474	0.451618	0.434986	0.297643	0.283529	0.142799	0.179893	0.104372	0.602391	0.0923768	0.0318982	0.0307538	0.0520143	0.037501	0.0740933	0.205981	0.00338585	0.248564	0.0483135	0.259009	0.121471	0.00713603	0.0657576	0.01632	0.0802867	0.221976	0.241399	0.0783641	0.125256	0.0232903	0.343733	0.0523779	0.027843	0.486413	0.0663429	0.0617433	0.334516	0.901054	2.70269	0.350552	0.37539	0.0677261	0.206332	0.3073096	8.025217
6550	-13161.1	-13110.7	-50.4486	0.5393612	0.294276	0.173951	0.2189	0.199337	0.235905	0.20089	0.245725	0.158367	0.240825	0.406388	0.101651	0.156482	0.255883	0.296127	0.193692	0.365152	0.388132	0.250667	0.303405	0.221452	0.183549	0.124571	0.767757	0.0900132	0.0272943	0.0150939	0.130129	0.026351	0.0475522	0.223913	0.00177328	0.287259	0.119713	0.230915	0.120512	0.0396286	0.101591	0.07793	0.105455	0.291349	0.164123	0.121327	0.14462	0.0255027	0.356022	0.05688	0.0203374	0.489038	0.0522199	0.040895	0.276837	0.846923	2.83535	0.36276	0.364762	0.0674048	0.205074	0.3327044	8.349625
6560	-13152	-13107.5	-44.5033	0.6226183	0.331987	0.147207	0.224752	0.175061	0.208337	0.184452	0.251285	0.168923	0.176781	0.423443	0.148723	0.121884	0.255716	0.2793	0.189634	0.329163	0.290096	0.295683	0.250449	0.130864	0.0976064	0.0788171	0.591765	0.0412356	0.0830182	0.0140777	0.0595686	0.026351	0.0874374	0.256278	0.000106871	0.26519	0.11459	0.232934	0.120512	0.0564011	0.121269	0.0714356	0.181753	0.249305	0.220811	0.0986342	0.102254	0.0232374	0.36449	0.0598458	0.0255511	0.492258	0.0346177	0.057804	0.324613	0.892434	2.72515	0.36938	0.363461	0.0636584	0.203501	0.3134978	7.755091
6570	-13151.6	-13106.9	-44.6273	0.6478124	0.346238	0.159516	0.224752	0.192775	0.255427	0.150523	0.251285	0.154089	0.149308	0.372088	0.146559	0.159638	0.249254	0.335407	0.193781	0.438125	0.419645	0.250582	0.234214	0.107764	0.135937	0.11285	0.585974	0.0828562	0.0395943	0.0252049	0.0446155	0.00873713	0.081111	0.133791	0.0161825	0.251117	0.134232	0.209009	0.117693	0.104572	0.0742778	0.0441027	0.172797	0.228194	0.145607	0.0786877	0.149388	0.0293567	0.398423	0.0457457	0.0219052	0.44929	0.0552791	0.0630958	0.33783	0.90388	2.69519	0.356785	0.362039	0.0645694	0.216607	0.3225573	7.767499
6580	-13144.9	-13104	-40.9876	0.6588302	0.345825	0.165498	0.215433	0.165795	0.195097	0.142136	0.213756	0.182842	0.173397	0.351039	0.147947	0.145074	0.233407	0.304759	0.228123	0.358333	0.262601	0.243661	0.290319	0.0835964	0.14742	0.0962237	0.578751	0.0828562	0.0661945	0.0267184	0.0823981	0.0433541	0.0750156	0.17618	0.0670678	0.305007	0.139101	0.159133	0.076101	0.0113973	0.0786129	0.0682585	0.129626	0.193792	0.16252	0.0982296	0.0909304	0.0297563	0.372517	0.0406584	0.0286457	0.458099	0.0703235	0.0654256	0.34344	0.908602	2.68253	0.367883	0.367151	0.0583143	0.206652	0.3247786	7.403525
6590	-13152	-13116.7	-35.3219	0.9659262	0.313915	0.13145	0.215818	0.115177	0.222079	0.154902	0.221262	0.125559	0.171292	0.33065	0.113083	0.165905	0.219936	0.263126	0.177493	0.328839	0.242386	0.290417	0.205622	0.133181	0.224677	0.0932568	0.578751	0.0492244	0.0346807	0.00862265	0.0639308	0.0498228	0.0974449	0.123856	0.0529269	0.177618	0.0884952	0.171437	0.0763957	0.0260203	0.0245214	0.0685816	0.0924782	0.211957	0.146593	0.0646932	0.16888	0.0276065	0.428081	0.0466945	0.0369479	0.403386	0.0572836	0.130106	0.466265	0.994116	2.40951	0.3536	0.377864	0.056242	0.212294	0.3758366	6.836954
6600	-13147	-13111	-35.9244	0.7900765	0.330889	0.136144	0.264515	0.13322	0.221479	0.141058	0.359089	0.156359	0.140606	0.333733	0.138832	0.170194	0.181305	0.220198	0.233164	0.303444	0.245817	0.13257	0.244366	0.0725635	0.143886	0.140635	0.526464	0.0896771	0.0227473	0.0227273	0.0256133	0.0290104	0.0563251	0.224356	0.0497666	0.25123	0.0769881	0.242862	0.0735275	0.00259518	0.0468209	0.0494626	0.125727	0.205384	0.160954	0.0553318	0.115573	0.0257354	0.357312	0.0513907	0.0317371	0.484476	0.0493485	0.0934454	0.403108	0.954167	2.54928	0.355548	0.375251	0.0629776	0.206223	0.3781902	6.897209
6610	-13155.2	-13107.3	-47.8499	0.739997	0.327227	0.157309	0.302328	0.148555	0.234756	0.138142	0.322807	0.169065	0.20603	0.471183	0.118728	0.137223	0.218474	0.371063	0.180191	0.460503	0.340784	0.262898	0.240856	0.153043	0.182652	0.143035	0.584401	0.0667433	0.107997	0.0557352	0.0268346	0.0409067	0.092746	0.134223	0.0257363	0.321176	0.0670693	0.239792	0.0406484	0.00982382	0.0625029	0.0172663	0.126375	0.319326	0.219017	0.111996	0.132584	0.0234734	0.426989	0.0473868	0.0260852	0.442938	0.0331273	0.0827439	0.381806	0.938834	2.59662	0.363548	0.359029	0.061928	0.215495	0.3739256	8.089752
6620	-13158.6	-13109.7	-48.8908	0.640748	0.310183	0.152813	0.239934	0.149957	0.192126	0.184667	0.323108	0.181537	0.154769	0.469109	0.15311	0.189573	0.176212	0.348033	0.271152	0.442465	0.326452	0.24033	0.276145	0.0976272	0.133692	0.100729	0.605075	0.0694896	0.129954	0.0725503	0.0757058	0.0494265	0.0766779	0.118953	0.0807954	0.359153	0.0841844	0.259105	0.13445	0.0309125	0.0570278	0.0589728	0.186971	0.245652	0.235055	0.0553989	0.094612	0.0309529	0.368253	0.05274	0.0200833	0.484925	0.0430458	0.0616065	0.334179	0.900764	2.70345	0.34289	0.379344	0.0616735	0.216092	0.3349298	8.193844
6630	-13147.3	-13104.3	-43.0228	0.6885977	0.401095	0.2649	0.235205	0.119641	0.22711	0.172304	0.217888	0.175828	0.149574	0.314233	0.133405	0.122087	0.232715	0.247546	0.250427	0.394355	0.306744	0.249456	0.2715	0.0960607	0.184212	0.0899848	0.664234	0.0723877	0.0598607	0.0196593	0.047734	0.0480352	0.0747576	0.155809	0.019514	0.224973	0.0933884	0.272868	0.128648	0.00602138	0.0635379	0.0480964	0.140441	0.250284	0.141245	0.0878923	0.131391	0.0272038	0.379917	0.0464959	0.0340798	0.4676	0.0447035	0.0717546	0.3581	0.920569	2.64958	0.341606	0.375955	0.0682776	0.214161	0.3691721	7.607047
6640	-13150.7	-13104.8	-45.8721	0.5377058	0.35087	0.146818	0.239674	0.147531	0.231881	0.17439	0.280412	0.21349	0.173381	0.474833	0.171462	0.156819	0.297371	0.276794	0.212559	0.417466	0.356226	0.27026	0.26639	0.100124	0.154154	0.0947965	0.697925	0.0543493	0.0233506	0.00503997	0.0588268	0.0510851	0.0195455	0.168731	0.0275351	0.262088	0.062453	0.229541	0.0586523	0.0127146	0.0635379	0.0197796	0.096569	0.322016	0.159367	0.0578637	0.233305	0.0222945	0.384451	0.0572268	0.0253677	0.463181	0.0474785	0.0405715	0.27582	0.845877	2.83773	0.34235	0.386851	0.0599387	0.21086	0.3118557	7.891977
6650	-13156.6	-13107.7	-48.8712	0.8159905	0.409624	0.148405	0.212496	0.223698	0.343626	0.0894478	0.360317	0.229643	0.143012	0.449516	0.130831	0.148474	0.267359	0.307261	0.241508	0.38922	0.296414	0.280371	0.227341	0.152528	0.13617	0.145561	0.629459	0.0418688	0.0832493	0.00239032	0.0991933	0.0678705	0.0925863	0.155287	0.0892136	0.220942	0.0835609	0.275765	0.0780153	0.0185849	0.0281377	0.0920514	0.142852	0.249195	0.197265	0.0975009	0.114077	0.0260397	0.382598	0.052247	0.0349174	0.474016	0.0301816	0.0989565	0.413493	0.961289	2.52626	0.351473	0.379263	0.0627666	0.206497	0.3708761	8.19189
6660	-13153.7	-13106.2	-47.552	0.7833907	0.305101	0.161521	0.239315	0.113567	0.307276	0.146237	0.305194	0.192921	0.152129	0.306875	0.10971	0.157316	0.234883	0.359699	0.252096	0.450708	0.350894	0.252973	0.276785	0.119037	0.216255	0.136144	0.694741	0.0853135	0.120739	0.0906697	0.107037	0.0117299	0.0400835	0.149418	0.022832	0.178088	0.103734	0.259332	0.0827814	0.0433807	0.092898	0.0266313	0.106878	0.316183	0.154023	0.0895966	0.137239	0.0267857	0.352118	0.0505283	0.0262795	0.487595	0.0566943	0.0920198	0.40036	0.952244	2.55538	0.355919	0.372133	0.066807	0.205141	0.3787647	8.059962
6670	-13143.8	-13096.7	-47.1815	0.7731567	0.377943	0.219296	0.189475	0.148971	0.259662	0.134144	0.31239	0.2013	0.154193	0.435547	0.173741	0.140421	0.239842	0.263492	0.245631	0.406036	0.343519	0.218498	0.321938	0.127733	0.196232	0.154413	0.659355	0.0534324	0.0459631	0.050204	0.0479198	0.0535473	0.042264	0.149146	0.00941341	0.300423	0.0630728	0.223404	0.098679	0.0357265	0.0786578	0.0593079	0.171922	0.252865	0.157672	0.085923	0.119596	0.0270183	0.332563	0.053134	0.0239626	0.519754	0.0435678	0.0898353	0.396098	0.94923	2.56484	0.35631	0.370382	0.0716432	0.201664	0.380504	8.022911
6680	-13156.7	-13112	-44.7571	0.5511523	0.320102	0.127518	0.240095	0.157578	0.193066	0.20646	0.374494	0.188959	0.171521	0.41519	0.112811	0.174019	0.283675	0.223452	0.245631	0.408138	0.27216	0.254653	0.373044	0.0785004	0.153697	0.134586	0.41538	0.0932336	0.0494738	0.0547622	0.0352118	0.0335795	0.0566847	0.229665	0.0607975	0.297964	0.114342	0.194876	0.0398038	0.0629337	0.0934485	0.0502894	0.137776	0.227308	0.188011	0.112236	0.123352	0.025766	0.348582	0.0459899	0.036877	0.5015	0.0412848	0.0432166	0.284004	0.854194	2.81859	0.372368	0.365019	0.0662755	0.196338	0.2975332	7.780478
6690	-13150.2	-13105.4	-44.7192	0.5979847	0.391331	0.206564	0.181702	0.143548	0.258873	0.181796	0.276311	0.165345	0.148203	0.393951	0.14866	0.185988	0.221862	0.31368	0.195833	0.408138	0.33184	0.254754	0.380337	0.0914856	0.14151	0.149094	0.486236	0.0371279	0.107148	0.0335281	0.0761153	0.0355449	0.108843	0.138362	0.0567795	0.259146	0.102653	0.203772	0.0843829	0.0326005	0.0834908	0.0380766	0.144868	0.266469	0.168645	0.0627073	0.0793814	0.0253951	0.377087	0.0397982	0.0413468	0.474209	0.0421641	0.0526927	0.31115	0.880287	2.75587	0.373657	0.353419	0.0670323	0.205892	0.318652	7.776684
6700	-13159.7	-13105.6	-54.0888	0.5320715	0.456188	0.209926	0.276415	0.19691	0.276139	0.20631	0.296275	0.25392	0.119388	0.411732	0.168388	0.130491	0.296521	0.265182	0.219051	0.360376	0.41662	0.282953	0.318731	0.103236	0.191203	0.105318	0.648814	0.0593476	0.0815145	0.0544574	0.0888851	0.0436426	0.13101	0.172509	0.0406103	0.341143	0.100296	0.359699	0.0743121	0.0615458	0.131358	0.0509614	0.0837642	0.202643	0.218906	0.0841361	0.122821	0.0243309	0.364846	0.0411492	0.0328172	0.470436	0.0664206	0.0394751	0.272338	0.842271	2.84592	0.368424	0.364394	0.0600596	0.207122	0.3245968	8.713646
6710	-13166.7	-13112.2	-54.453	0.6805364	0.40662	0.185935	0.226685	0.152028	0.225506	0.252791	0.296275	0.215877	0.145731	0.519393	0.236723	0.188881	0.25798	0.298711	0.217317	0.370104	0.334869	0.322229	0.317391	0.120409	0.152858	0.100188	0.741421	0.117478	0.105216	0.0214373	0.080697	0.0439294	0.111584	0.108151	0.0195519	0.33496	0.0868133	0.287393	0.0704253	0.0661991	0.103419	0.114038	0.153989	0.1572	0.221018	0.0963964	0.164249	0.0275848	0.319124	0.0455722	0.0263526	0.514335	0.0670308	0.0700366	0.3542	0.917437	2.65833	0.376745	0.351979	0.0700255	0.20125	0.3354038	8.750067
6720	-13152.2	-13103.6	-48.6499	0.5715196	0.382677	0.149844	0.287284	0.151262	0.24965	0.150186	0.349598	0.215321	0.15865	0.421674	0.162572	0.208081	0.25798	0.363559	0.240614	0.341239	0.356315	0.197898	0.310693	0.127252	0.172969	0.157978	0.49918	0.0681775	0.0549234	0.0279166	0.0374091	0.0208332	0.0798776	0.201798	0.00441265	0.269277	0.121016	0.324671	0.0952678	0.0315456	0.0754393	0.0315034	0.0752056	0.247788	0.222663	0.102648	0.164906	0.029097	0.312381	0.0428618	0.0226224	0.532874	0.0601641	0.0472923	0.296065	0.866063	2.79058	0.378503	0.351882	0.0668169	0.202797	0.3011617	8.169754
6730	-13166.5	-13115	-51.5019	0.7037542	0.4389	0.236057	0.24095	0.13473	0.287515	0.18091	0.261422	0.141326	0.284637	0.311172	0.13881	0.216417	0.300121	0.42213	0.252037	0.347859	0.303263	0.30037	0.291573	0.10955	0.194759	0.11469	0.657324	0.117519	0.0498609	0.104195	0.0790047	0.0465687	0.0778155	0.170797	0.0800907	0.233649	0.0445823	0.32309	0.0563922	0.0205436	0.048017	0.00617897	0.128619	0.245765	0.184836	0.12016	0.150746	0.0292372	0.366298	0.0518237	0.0254083	0.481232	0.0460005	0.0749904	0.365296	0.926252	2.63346	0.357243	0.378735	0.0617148	0.202307	0.3062716	8.454953
6740	-13159	-13103.2	-55.7899	0.8039853	0.339187	0.18468	0.278045	0.184692	0.285086	0.146013	0.350656	0.178909	0.242287	0.435752	0.117167	0.25873	0.316502	0.312833	0.321267	0.426735	0.381683	0.219446	0.370241	0.123482	0.211027	0.138405	0.633984	0.098352	0.0219933	0.00887487	0.0970469	0.0419114	0.0436301	0.186959	0.0786153	0.214474	0.127117	0.288869	0.142909	0.0371054	0.0908659	0.0916877	0.121354	0.276672	0.224431	0.0848536	0.149229	0.0242212	0.313815	0.0563507	0.019866	0.544882	0.0408655	0.0964065	0.408734	0.958053	2.53681	0.355291	0.375777	0.0634795	0.205453	0.3587519	8.883758
6750	-13156.4	-13104.8	-51.519	0.5306156	0.347764	0.169133	0.243362	0.187951	0.288556	0.175336	0.387452	0.189032	0.196677	0.295101	0.133179	0.195093	0.320167	0.311611	0.252049	0.342708	0.355956	0.258696	0.258006	0.134392	0.156761	0.110121	0.679091	0.0651044	0.0460631	0.048144	0.091532	0.0613961	0.0753362	0.223084	0.085484	0.265966	0.0874189	0.346813	0.102801	0.0657024	0.0608441	0.0159155	0.150025	0.289608	0.138933	0.151897	0.0964055	0.0225018	0.381989	0.0436599	0.0200271	0.457463	0.074359	0.039193	0.271433	0.841327	2.84805	0.341497	0.387704	0.0581561	0.212643	0.3287681	8.456668
6760	-13152.1	-13098.5	-53.5359	0.7402491	0.316968	0.188439	0.249883	0.162812	0.259515	0.14742	0.314219	0.153297	0.198944	0.359526	0.144154	0.200253	0.287782	0.295105	0.281702	0.435633	0.40481	0.29905	0.29902	0.116021	0.162955	0.116592	0.702081	0.0446094	0.0470072	0.0475464	0.0898786	0.111594	0.122568	0.237883	0.0558246	0.261526	0.114411	0.370725	0.0774621	0.00459857	0.0844719	0.0291485	0.123166	0.307061	0.176913	0.0975469	0.158229	0.0209572	0.39869	0.0453216	0.0241243	0.43589	0.0750162	0.0827979	0.381918	0.938917	2.59637	0.350048	0.383115	0.0579955	0.208841	0.3467863	8.658354
6770	-13145.6	-13101.6	-43.9657	0.7126985	0.333163	0.176929	0.190488	0.175078	0.266134	0.146896	0.281486	0.176004	0.149271	0.359526	0.110048	0.159392	0.244617	0.304279	0.257771	0.384516	0.319219	0.295893	0.248457	0.098059	0.159434	0.120705	0.634286	0.0558093	0.0541339	0.0719182	0.0587839	0.0188532	0.0873385	0.206898	0.0116646	0.197395	0.0647231	0.216092	0.087455	0.0374832	0.0898444	0.0773857	0.0862336	0.242649	0.218488	0.0946248	0.131911	0.0232177	0.38056	0.0495506	0.0223913	0.471971	0.0523099	0.0769025	0.369461	0.929485	2.62415	0.368019	0.362773	0.06316	0.206048	0.3972489	7.701334
6780	-13150.3	-13102.9	-47.4242	0.8055164	0.356075	0.178566	0.273065	0.149982	0.164955	0.171287	0.328499	0.133816	0.23941	0.357873	0.134405	0.153929	0.239315	0.270457	0.249489	0.381682	0.332075	0.229146	0.307969	0.112222	0.176958	0.115389	0.685284	0.0558093	0.0858003	0.0082814	0.062281	0.0242946	0.0917937	0.210272	0.0756839	0.305272	0.110912	0.328194	0.11559	0.00555289	0.0952258	0.0395447	0.0809414	0.263046	0.169515	0.0724917	0.104837	0.024116	0.386689	0.053693	0.0235042	0.469196	0.0428025	0.0967321	0.409346	0.958472	2.53545	0.354936	0.373506	0.0677795	0.203778	0.3541804	8.047185
6790	-13145.9	-13105.6	-40.3512	0.7915629	0.342643	0.135488	0.251153	0.13223	0.270458	0.154329	0.312769	0.153742	0.112246	0.421117	0.160543	0.1408	0.23006	0.221641	0.277807	0.3516	0.297983	0.232868	0.327519	0.132378	0.133649	0.143722	0.480644	0.0576545	0.0408412	0.0158817	0.0514265	0.0500074	0.0468881	0.178272	0.0501266	0.177929	0.0789166	0.202918	0.15393	0.0119569	0.0624946	0.0179075	0.107896	0.216953	0.190802	0.129286	0.0804078	0.028549	0.348426	0.0595881	0.0281011	0.490515	0.0448211	0.0937622	0.403715	0.954589	2.54793	0.365709	0.366316	0.0650574	0.202918	0.3660581	7.339886
